<doc id="wr_1760-02-27" attrs="word" year="1760" month="02" day="27" corpus="2">
<head id="h2_d427e2506">
Venedig	w1_d427e2510
gewest	w11_d427e13300
Kaiserl.	w1_d427e13305
Elisabethinischen	w3_d427e13308
Hof=zahl=meisters	w5_d427e13311
seel.	w7_d427e13314
ruckgebliebene	w1_d427e13319
Verlassenschaft	w3_d427e13322
auf	w5_d427e13325
den	w7_d427e13328
18.	w9_d427e13331
künfti	w11_d427e13334
gen	w1_d427e13339
Monats	w3_d427e13342
Martii,	w5_d427e13345
Nachmittag	w7_d427e13348
um	w9_d427e13351
4.	w11_d427e13354
Uhr	w13_d427e13358
zu	w15_d427e13361
all=endlicher	w1_d427e13367
Frist	w3_d427e13370
sub	w5_d427e13373
termino	w7_d427e13376
peremptorio	w9_d427e13379
ange	w11_d427e13382
ordnet	w1_d427e13387
worden.	w3_d427e13390
Als	w5_d427e13393
werden	w7_d427e13396
all	w9_d427e13399
und	w11_d427e13402
jede,	w13_d427e13406
wel	w15_d427e13409
che	w1_d427e13414
an	w3_d427e13417
ersagt=Hödlischer	w5_d427e13420
Verlassenschaft	w7_d427e13423
einige	w9_d427e13426
Rechts=forderung	w1_d427e13431
sub	w3_d427e13434
quocunque	w5_d427e13437
demum	w7_d427e13440
titulo	w9_d427e13443
zu	w1_d427e13449
stellen	w3_d427e13452
haben,	w5_d427e13455
an	w7_d427e13458
obbemeldten	w9_d427e13461
Tag,	w11_d427e13464
und	w13_d427e13468
Stund,	w15_d427e13471
vor	w1_d427e13476
Regierung	w3_d427e13479
in	w5_d427e13482
der	w7_d427e13485
daselbst	w9_d427e13488
zu	w11_d427e13491
solchem	w13_d427e13495
Ende	w15_d427e13498
offenhaltenden	w1_d427e13503
Commißions=stuben	w3_d427e13506
entweder	w5_d427e13509
selbst	w7_d427e13512
Persönlich,	w1_d427e13517
oder	w3_d427e13520
durch	w5_d427e13523
hierzu	w7_d427e13526
genugsam	w9_d427e13529
bevoll	w11_d427e13532
mächtigte	w1_d427e13538
also	w3_d427e13541
gewiß	w5_d427e13544
zu	w7_d427e13547
erscheinen,	w9_d427e13550
und	w11_d427e13553
ihre	w13_d427e13557
an	w15_d427e13560
sothaner	w1_d427e13565
Verlassenschaft	w3_d427e13568
habende	w5_d427e13571
Sprüch,	w7_d427e13574
und	w9_d427e13577
</p>
<p id="p18_d427e13580">
Forderungen	w1_d427e13584
anzumelden,	w3_d427e13587
und	w5_d427e13590
rechtlich	w7_d427e13593
darzu	w9_d427e13596
thuen	w1_d427e13601
haben.	w3_d427e13604
</p>
<p id="p20_d427e13607">
Von	w1_d427e13611
der	w3_d427e13614
Kaiserl.	w5_d427e13617
Königl.	w7_d427e13620
N.	w9_d427e13623
Oe.	w11_d427e13626
Justitz	w13_d427e13630
ban	w15_d427e13633
co=deputation	w1_d427e13638
wegen,	w3_d427e13641
wird	w5_d427e13644
allen	w7_d427e13647
und	w9_d427e13650
jeden	w11_d427e13653
durch	w13_d427e13657
gegenwärtiges	w1_d427e13662
Edict	w3_d427e13665
kund	w5_d427e13668
und	w7_d427e13671
zu	w9_d427e13674
wissen	w11_d427e13677
gemacht:	w13_d427e13681
Bey	w1_d427e13687
dieser	w3_d427e13690
Justitz=stelle	w5_d427e13693
habe	w7_d427e13696
der	w9_d427e13699
gerichtlich	w11_d427e13702
ver	w13_d427e13706
ordnet	w1_d427e13711
freyherrliche	w3_d427e13714
Franz	w5_d427e13717
Philipp	w7_d427e13720
von	w9_d427e13723
Rissenfel	w11_d427e13726
sische	w1_d427e13731
Curator	w3_d427e13734
ad	w5_d427e13737
lites	w7_d427e13740
Doctor	w9_d427e13743
Allmayer	w11_d427e13746
mit	w13_d427e13750
nieh	w15_d427e13753
reren	w1_d427e13758
angebracht,	w3_d427e13761
was	w5_d427e13764
massen	w7_d427e13767
Herr	w9_d427e13770
Ferdinand	w11_d427e13773
Heinrich	w1_d427e13779
Frey=herr	w3_d427e13782
von	w5_d427e13785
Risenfels	w7_d427e13788
in	w9_d427e13791
seiner	w11_d427e13794
über	w13_d427e13798
die	w1_d427e13803
Franz	w3_d427e13806
Philipp	w5_d427e13809
Frey=herrn	w7_d427e13812
von	w9_d427e13815
Risenfelsische	w11_d427e13818
Allodial=massa	w1_d427e13823
veranlaster	w3_d427e13826
massen	w5_d427e13829
verfasten	w7_d427e13832
Aus	w9_d427e13835
weisung	w1_d427e13840
unter	w3_d427e13843
anderen	w5_d427e13846
auch	w7_d427e13849
eine	w9_d427e13852
in	w11_d427e13855
dem	w13_d427e13859
gemei	w15_d427e13862
ner	w1_d427e13868
Stadt	w3_d427e13871
Wien	w5_d427e13874
Bauco	w7_d427e13877
angewisen	w9_d427e13880
Kaiserl.	w11_d427e13883
Ko	w13_d427e13887
nigl.	w1_d427e13892
Darlehens=obligation	w3_d427e13895
de	w5_d427e13898
Dato	w7_d427e13901
14.	w9_d427e13904
Sept.	w11_d427e13907
1735.	w1_d427e13912
für	w3_d427e13915
das	w5_d427e13918
der	w7_d427e13921
freyherrlich=Risenfelsischen	w9_d427e13924
Herrschaft	w1_d427e13929
Seisenegg	w3_d427e13932
pro	w5_d427e13935
Anno	w7_d427e13938
1735.	w9_d427e13941
zugeschrie	w11_d427e13944
ben,	w1_d427e13950
und	w3_d427e13953
von	w5_d427e13956
dem	w7_d427e13959
aufgestellt	w9_d427e13962
gewesten	w11_d427e13965
Sequestro	w13_d427e13969
Carl	w1_d427e13974
Vetter	w3_d427e13977
für	w5_d427e13980
erst	w7_d427e13983
gedachtes	w9_d427e13986
Jahr	w11_d427e13989
abgeführte	w13_d427e13993
Subsidium	w1_d427e13998
præsentaneum	w3_d427e14001
pr.	w5_d427e14004
1000.	w7_d427e14007
fl.	w9_d427e14010
eingebracht	w11_d427e14013
hätte,	w1_d427e14018
von	w3_d427e14021
welchem	w5_d427e14024
Capital	w7_d427e14027
bis	w9_d427e14030
anhero	w11_d427e14033
noch	w13_d427e14037
nie	w15_d427e14040
malen	w1_d427e14046
einige	w3_d427e14049
Jnteressen	w5_d427e14052
erhoben	w7_d427e14055
worden,	w9_d427e14058
auch	w11_d427e14061
nunmehro	w1_d427e14066
sothane	w3_d427e14069
Obligation	w5_d427e14072
nicht	w7_d427e14075
mehr	w9_d427e14078
ausfin	w11_d427e14081
dig	w1_d427e14086
zu	w3_d427e14089
machen	w5_d427e14092
wäre,	w7_d427e14095
demnach	w9_d427e14098
vermutlich	w11_d427e14101
in	w13_d427e14105
Ver	w15_d427e14108
stoß	w1_d427e14113
geraten	w3_d427e14116
seyn	w5_d427e14119
müste;	w7_d427e14122
damit	w9_d427e14125
also	w11_d427e14128
erwehnte	w13_d427e14132
Obligation	w1_d427e14138
durch	w3_d427e14141
Affigirung	w5_d427e14144
eines	w7_d427e14147
gewöhnlichen	w9_d427e14150
Valval=edicts	w1_d427e14155
der	w3_d427e14158
Ordnung	w5_d427e14161
nach	w7_d427e14164
amortisiret,	w9_d427e14167
und	w1_d427e14172
dafür	w3_d427e14175
eine	w5_d427e14178
andere	w7_d427e14181
dergleichen	w9_d427e14184
ausgestellet	w11_d427e14187
wer	w13_d427e14191
den	w1_d427e14196
möchte,	w3_d427e14199
als	w5_d427e14202
hat	w7_d427e14205
obbemeldt=freyherrlich	w9_d427e14208
von	w11_d427e14211
Risenfelsischer	w1_d427e14217
Curator	w3_d427e14220
ad	w5_d427e14223
lites	w7_d427e14226
um	w9_d427e14229
die	w11_d427e14232
Auflag	w13_d427e14236
an	w1_d427e14241
seine	w3_d427e14244
Behörde	w5_d427e14247
gebetten.	w7_d427e14250
Gleichwie	w9_d427e14253
nun	w11_d427e14256
in	w13_d427e14260
solches	w1_d427e14265
des	w3_d427e14268
Supplicantens	w5_d427e14271
billiges	w7_d427e14274
Anlangen	w9_d427e14277
von	w11_d427e14280
Rechts	w1_d427e14285
wegen	w3_d427e14288
solcher	w5_d427e14291
gestalten	w7_d427e14294
gewilliget	w9_d427e14297
worden,	w11_d427e14300
daß,	w1_d427e14306
wann	w3_d427e14309
inner	w5_d427e14312
Jahr	w7_d427e14315
und	w9_d427e14318
Tag	w11_d427e14321
von	w13_d427e14325
Zeit	w15_d427e14328
der	w17_d427e14331
Affigirung	w1_d427e14336
dieses	w3_d427e14339
Edicts	w5_d427e14342
anzurechnen,	w7_d427e14345
sich	w9_d427e14348
nie	w11_d427e14351
mand	w1_d427e14356
zu	w3_d427e14359
obiger	w5_d427e14362
in	w7_d427e14365
Verstoß	w9_d427e14368
geratenen	w11_d427e14371
der	w13_d427e14375
frey	w15_d427e14378
herrlich	w1_d427e14383
von	w3_d427e14386
Risenfelsischen	w5_d427e14389
Herrschaft	w7_d427e14392
Seisenegg	w9_d427e14395
zugeschriebenen	w1_d427e14401
Stadt=banco=obligation	w3_d427e14404
pr.	w5_d427e14407
1000.	w7_d427e14410
fl.	w1_d427e14415
rechtlichen	w3_d427e14418
legitimiren,	w5_d427e14421
oder	w7_d427e14424
solche	w9_d427e14427
in	w11_d427e14430
Ori	w13_d427e14434
ginali	w1_d427e14439
produciren	w3_d427e14442
wurde,	w5_d427e14445
selbe	w7_d427e14448
alsdann	w9_d427e14451
für	w11_d427e14454
null	w13_d427e14458
und	w1_d427e14463
nichtig	w3_d427e14466
gehalten,	w5_d427e14469
folgsam	w7_d427e14472
nach	w9_d427e14475
Verfliessung	w11_d427e14478
besagten	w1_d427e14484
Termins	w3_d427e14487
eine	w5_d427e14490
neue	w7_d427e14493
derley	w9_d427e14496
Obligation	w11_d427e14499
auf	w1_d427e14504
vorberührte	w3_d427e14507
Summam	w5_d427e14510
ausgefertiget	w7_d427e14513
werden	w9_d427e14516
solle.	w1_d427e14521
</p>
<p id="p22_d427e14524">
Auf	w1_d427e14528
der	w3_d427e14531
Hoch=gräflich	w5_d427e14534
Cavrianischen	w7_d427e14537
Herrschaft	w9_d427e14540
Seiberstorf,	w1_d427e14545
in	w3_d427e14548
V.	w5_d427e14551
U.	w7_d427e14554
W.	w9_d427e14557
W.	w11_d427e14560
werden	w13_d427e14564
den	w15_d427e14567
29.	w17_d427e14570
dies	w1_d427e14575
Monats	w3_d427e14578
Februarii	w5_d427e14581
nach	w7_d427e14584
Absterben	w9_d427e14587
Herrn	w11_d427e14590
Johann	w1_d427e14596
Sebastian	w3_d427e14599
Härring,	w5_d427e14602
gewesten	w7_d427e14605
Verwalter	w9_d427e14608
allda,	w1_d427e14613
verschiedene	w3_d427e14616
Verlassenschafts=effecten,	w5_d427e14619
als	w7_d427e14622
Bilder,	w1_d427e14627
Kästen,	w3_d427e14630
Gewehr,	w5_d427e14633
Kleidungen,	w7_d427e14636
2.	w9_d427e14639
schwar	w11_d427e14642
ze	w1_d427e14647
16.	w3_d427e14650
Faust	w5_d427e14653
hohe	w7_d427e14656
Rappen,	w9_d427e14659
samt	w11_d427e14662
Pferd=geschirr,	w13_d427e14666
3.	w1_d427e14672
Wägen,	w3_d427e14675
und	w5_d427e14678
226.	w7_d427e14681
Eimer	w9_d427e14684
alter	w11_d427e14687
Wein,	w13_d427e14691
mit	w15_d427e14694
Eisernen	w1_d427e14699
Banden,	w3_d427e14702
fruhe	w5_d427e14705
um	w7_d427e14708
8.	w9_d427e14711
Uhr,	w11_d427e14714
gegen	w13_d427e14718
baarer	w15_d427e14721
Bezahlung	w1_d427e14726
plus	w3_d427e14729
offerenti	w5_d427e14732
verkauffet	w7_d427e14735
werden.	w9_d427e14738
</p>
<p id="p24_d427e14742">
Es	w1_d427e14746
dienet	w3_d427e14749
dem	w5_d427e14752
Publico	w7_d427e14755
zur	w9_d427e14758
Nachricht,	w11_d427e14761
daß	w13_d427e14765
den	w1_d427e14770
17.	w3_d427e14773
Martii	w5_d427e14776
2.	w7_d427e14779
c.	w9_d427e14782
in	w11_d427e14785
dem	w13_d427e14789
Adelsburgischen	w15_d427e14792
</p>
<p id="p30_d427e14805">
Haus	w1_d427e14809
bey	w3_d427e14812
unsern	w5_d427e14815
HErkn,	w7_d427e14818
dei	w9_d427e14821
grossen	w11_d427e14824
Christoph	w13_d427e14828
Uber	w1_d427e14833
im	w3_d427e14836
zweyten	w5_d427e14839
Stock,	w7_d427e14842
ein	w9_d427e14845
schoner	w11_d427e14848
Vorrat	w13_d427e14852
von	w15_d427e14855
Historischen	w1_d427e14860
und	w3_d427e14863
Juristischen	w5_d427e14866
Büchern,	w7_d427e14869
licitande	w9_d427e14872
sollen	w1_d427e14878
verkauffet	w3_d427e14881
werden.	w5_d427e14884
</p>
<p id="p32_d427e14887">
Der	w1_d427e14891
Catalogus	w3_d427e14894
ist	w5_d427e14897
in	w7_d427e14900
der	w9_d427e14903
Buchhandlung	w11_d427e14906
zum	w13_d427e14910
goldenen	w1_d427e14915
Vließ	w3_d427e14918
auf	w5_d427e14921
der	w7_d427e14924
hohen	w9_d427e14927
Brucken,	w11_d427e14930
gratis	w13_d427e14934
zu	w1_d427e14939
bekommten.	w3_d427e14942
</p>
<p id="p34_d427e14945">
Es	w1_d427e14949
ist	w3_d427e14952
in	w5_d427e14955
dem	w7_d427e14958
roten	w9_d427e14961
Haus	w11_d427e14964
vor	w13_d427e14968
dem	w15_d427e14971
Schotten	w17_d427e14974
thor,	w1_d427e14979
bey	w3_d427e14982
denen	w5_d427e14985
Schwarz	w7_d427e14988
spaniern	w9_d427e14991
über,	w11_d427e14994
der	w13_d427e14998
ganze	w15_d427e15001
Herrschafts=stock	w1_d427e15006
zu	w3_d427e15009
verlassen:	w5_d427e15012
item	w7_d427e15015
eine	w9_d427e15018
Eisgru	w11_d427e15021
ben,	w1_d427e15027
wer	w3_d427e15030
solche	w5_d427e15033
bestehen	w7_d427e15036
will,	w9_d427e15039
kau	w11_d427e15042
sich	w13_d427e15046
bey	w15_d427e15049
dasi	w17_d427e15052
gen	w1_d427e15057
Gartner	w3_d427e15060
melden.	w5_d427e15063
</p>
<p id="p36_d427e15067">
Den	w1_d427e15071
2ten	w3_d427e15074
künftigen	w5_d427e15077
Monats	w7_d427e15080
Aprilis	w9_d427e15083
dieses	w11_d427e15086
in	w13_d427e15090
lebenden	w1_d427e15095
Jahrs	w3_d427e15098
fruhe	w5_d427e15101
um	w7_d427e15104
9.	w9_d427e15107
Uhr	w11_d427e15110
haben	w13_d427e15114
all	w15_d427e15117
und	w17_d427e15120
je	w19_d427e15123
de,	w1_d427e15128
welche	w3_d427e15131
an	w5_d427e15134
weil.	w7_d427e15137
Hrn.	w9_d427e15140
Johann	w11_d427e15143
Paul	w13_d427e15147
von	w15_d427e15150
Re	w17_d427e15153
bain,	w1_d427e15159
gewest=Kaiserl.	w3_d427e15162
Königl.	w5_d427e15165
Jngenieursobrist	w7_d427e15168
leut.	w1_d427e15173
seel.	w3_d427e15176
Verlassenschaft	w5_d427e15179
einige	w7_d427e15182
Erbs	w9_d427e15185
oder	w11_d427e15188
andere	w13_d427e15192
Sprüche	w1_d427e15197
ex	w3_d427e15200
quacunque	w5_d427e15203
causa	w7_d427e15206
zu	w9_d427e15209
stellen	w11_d427e15212
vermei	w13_d427e15216
nen,	w1_d427e15221
bey	w3_d427e15224
dem	w5_d427e15227
allhiesigen	w7_d427e15230
Auditoriat	w9_d427e15233
des	w11_d427e15236
Löbl.	w13_d427e15240
Kaiserl.	w1_d427e15246
Königl.	w3_d427e15249
Jngenieurs=corps	w5_d427e15252
in	w7_d427e15255
desselben	w9_d427e15258
Stabs=quartier	w1_d427e15263
auf	w3_d427e15266
der	w5_d427e15269
sogenannten	w7_d427e15272
Wasser	w9_d427e15275
kunst.	w11_d427e15278
pastey,	w1_d427e15283
ober	w3_d427e15286
dem	w5_d427e15289
Schwibogen	w7_d427e15292
unweit	w9_d427e15295
des	w11_d427e15298
Kärntner	w13_d427e15302
Thors	w1_d427e15307
sub	w3_d427e15310
clausula	w5_d427e15313
perpetui	w7_d427e15316
silentii	w9_d427e15319
zu	w11_d427e15322
erscheinen,	w13_d427e15326
und	w1_d427e15332
ihre	w3_d427e15335
Sprüche	w5_d427e15338
zu	w7_d427e15341
liquidiren.	w9_d427e15344
Wien	w11_d427e15347
den	w13_d427e15351
16.	w15_d427e15354
Febr.	w1_d427e15359
1760.	w3_d427e15362
</p>
<p id="p38_d427e15365">
Wir	w1_d427e15369
Burgermeister	w3_d427e15372
Amts=verwalter	w5_d427e15375
und	w7_d427e15378
Raht	w9_d427e15381
der	w1_d427e15386
Stadt	w3_d427e15389
Wien,	w5_d427e15392
geben	w7_d427e15395
hiemit	w9_d427e15398
durch	w11_d427e15401
dieses	w13_d427e15405
of	w15_d427e15408
fene	w1_d427e15413
Edict	w3_d427e15416
jedermänniglich	w5_d427e15419
zu	w7_d427e15422
vernehmen,	w9_d427e15425
was	w11_d427e15428
gestalten	w1_d427e15434
wir	w3_d427e15437
in	w5_d427e15440
ein	w7_d427e15443
nochmaliges	w9_d427e15446
Licitations=edict	w11_d427e15449
(mit	w1_d427e15454
Präfigirung	w3_d427e15457
eines	w5_d427e15460
4.	w7_d427e15463
wochentlichen	w9_d427e15466
Ter	w11_d427e15469
mins)	w1_d427e15474
gewilliget,	w3_d427e15477
und	w5_d427e15480
verordnet	w7_d427e15483
haben,	w9_d427e15486
daß	w11_d427e15489
weil.	w1_d427e15494
Johann	w3_d427e15497
Jgnatz	w5_d427e15500
Heyingers	w7_d427e15503
gewestUniver	w9_d427e15506
sitäts=buchdruckers,	w1_d427e15512
und	w3_d427e15515
behausten	w5_d427e15518
Burgers	w7_d427e15521
al	w9_d427e15524
hier	w1_d427e15529
seel.	w3_d427e15532
nachgelassene	w5_d427e15535
Buchdruckerey,	w7_d427e15538
samt	w9_d427e15541
vor	w11_d427e15544
rähtig	w1_d427e15549
gedruckten	w3_d427e15552
Büchern,	w5_d427e15555
Buchstaben,	w7_d427e15558
Schrif	w9_d427e15561
ten,	w1_d427e15566
Formen,	w3_d427e15569
und	w5_d427e15572
andere	w7_d427e15575
zur	w9_d427e15578
Druckerey	w11_d427e15581
ge	w13_d427e15585
hörigen	w1_d427e15591
Jnstrumenten	w3_d427e15594
nochmalen	w5_d427e15597
offentlich	w7_d427e15600
aus	w9_d427e15603
gefeilet,	w1_d427e15608
und	w3_d427e15611
dem	w5_d427e15614
Meistbietenden	w7_d427e15617
verkauffet	w9_d427e15620
wer	w11_d427e15623
den	w1_d427e15628
sollen.	w3_d427e15631
Da	w5_d427e15634
nun	w7_d427e15637
hierzu	w9_d427e15640
der	w11_d427e15643
29.	w13_d427e15647
Monats=tag	w15_d427e15650
Februarii	w1_d427e15655
lauffenden	w3_d427e15658
1760sten	w5_d427e15661
Jahrs	w7_d427e15664
zur	w9_d427e15667
Tagsa	w11_d427e15670
tzung	w1_d427e15676
bestimmet	w3_d427e15679
worden	w5_d427e15682
ist;	w7_d427e15685
Als	w9_d427e15688
wird	w11_d427e15691
ein	w13_d427e15695
solches	w15_d427e15698
hiemit	w1_d427e15703
jedermann,	w3_d427e15706
wer	w5_d427e15709
etwann	w7_d427e15712
diese	w9_d427e15715
Buchdru	w11_d427e15718
ckerey,	w1_d427e15723
samt	w3_d427e15726
vorhandenen	w5_d427e15729
Büchern,	w7_d427e15732
Formen,	w9_d427e15735
und	w1_d427e15740
anderen	w3_d427e15743
Requisiten	w5_d427e15746
käuflichen	w7_d427e15749
an	w9_d427e15752
sich	w11_d427e15755
zu	w13_d427e15759
brin	w15_d427e15762
gen	w1_d427e15768
gesinnet	w3_d427e15771
ist,	w5_d427e15774
mit	w7_d427e15777
diesem	w9_d427e15780
Edict	w11_d427e15783
zu	w13_d427e15787
dem	w15_d427e15790
Ende	w17_d427e15793
kund	w1_d427e15798
und	w3_d427e15801
zu	w5_d427e15804
wissen	w7_d427e15807
gemacht,	w9_d427e15810
damit	w11_d427e15813
ein	w13_d427e15817
sich	w15_d427e15820
her	w17_d427e15823
vorthuender	w1_d427e15828
Kauffer	w3_d427e15831
bey	w5_d427e15834
obbemeldt=bestimmten	w7_d427e15837
Licitations=tagsatzung	w1_d427e15842
fruh	w3_d427e15845
um	w5_d427e15848
9.	w7_d427e15851
Uhr	w9_d427e15854
in	w11_d427e15857
der	w13_d427e15861
Heyingerischen	w1_d427e15867
Behausung	w3_d427e15870
in	w5_d427e15873
der	w7_d427e15876
Romerstrassen	w9_d427e15879
einfinden	w1_d427e15884
möge;	w3_d427e15887
allwo	w5_d427e15890
sodann	w7_d427e15893
das	w9_d427e15896
weiterbehö	w11_d427e15899
rige	w1_d427e15904
tractiret	w3_d427e15907
werden	w5_d427e15910
solle.	w7_d427e15913
Actum	w9_d427e15916
Wien	w11_d427e15919
den	w13_d427e15923
18.	w15_d427e15926
Januarii	w1_d427e15931
1760.	w3_d427e15934
</p>
<p id="p40_d427e15937">
Es	w1_d427e15941
dienet	w3_d427e15944
zur	w5_d427e15947
Nachricht,	w7_d427e15950
daß	w9_d427e15953
ein	w11_d427e15956
ganz	w13_d427e15960
neu	w15_d427e15963
vier	w17_d427e15966
sitziger	w1_d427e15971
Berliner=wagen,	w3_d427e15974
mit	w5_d427e15977
fein	w7_d427e15980
grünen	w9_d427e15983
Tuch	w11_d427e15986
gefütert,	w1_d427e15991
und	w3_d427e15994
Crepinen	w5_d427e15997
garnirt;	w7_d427e16000
in	w9_d427e16003
der	w11_d427e16006
Stadt,	w13_d427e16010
und	w1_d427e16016
auf	w3_d427e16019
Reisen	w5_d427e16022
zu	w7_d427e16025
führen,	w9_d427e16028
dann	w11_d427e16031
1.	w13_d427e16035
grün	w15_d427e16038
glatter,	w17_d427e16041
</p>
<p id="p42_d427e16044">
und	w1_d427e16048
1.	w3_d427e16051
alter	w5_d427e16054
roter	w7_d427e16057
Schwimmer,	w9_d427e16060
nebst	w11_d427e16063
2.	w13_d427e16067
baar	w15_d427e16070
diu	w17_d427e16073
schlagenen,	w1_d427e16078
und	w3_d427e16081
1.	w5_d427e16084
baar	w7_d427e16087
glatten	w9_d427e16090
Pferd=geschirren,	w11_d427e16093
etwelche	w1_d427e16098
Officiers=paraquen,	w3_d427e16101
und	w5_d427e16104
3.	w7_d427e16107
neue	w9_d427e16110
rote	w11_d427e16113
Maulthier=decken,	w1_d427e16119
um	w3_d427e16122
billichen	w5_d427e16125
Preis	w7_d427e16128
zu	w9_d427e16131
verkauf	w11_d427e16134
sen,	w1_d427e16139
und	w3_d427e16142
nach	w5_d427e16145
Belieben	w7_d427e16148
alltäglich	w9_d427e16151
im	w11_d427e16154
grünen	w13_d427e16158
Väßel	w1_d427e16163
nächst	w3_d427e16166
Maria=hülf,	w5_d427e16169
bey	w7_d427e16172
dem	w9_d427e16175
Haus=herrn	w11_d427e16178
allda	w1_d427e16183
anzusehen	w3_d427e16186
seynd.	w5_d427e16189
</p>
<p id="p44_d427e16192">
Den	w1_d427e16196
29.	w3_d427e16199
Febr.	w5_d427e16202
wird	w7_d427e16205
fruh	w9_d427e16208
von	w11_d427e16211
9.	w13_d427e16215
bis	w15_d427e16218
12.,	w17_d427e16221
Nach	w19_d427e16224
mittags	w1_d427e16229
aber	w3_d427e16232
von	w5_d427e16235
3.	w7_d427e16238
bis	w9_d427e16241
6.	w11_d427e16244
Uhr	w13_d427e16248
die	w15_d427e16251
Verlassen	w17_d427e16254
schaft	w1_d427e16259
des	w3_d427e16262
seel.	w5_d427e16265
Herrn	w7_d427e16268
Johann	w9_d427e16271
Andrä	w11_d427e16274
Tumpelü,	w13_d427e16278
gewesten	w1_d427e16284
Cammer=dieners,	w3_d427e16287
verschiedenes	w5_d427e16290
Sil	w7_d427e16293
ber,	w1_d427e16298
Kleider,	w3_d427e16301
Wäsche,	w5_d427e16304
Zinn,	w7_d427e16307
Kupfer,	w9_d427e16310
Kä	w11_d427e16313
sten,	w1_d427e16318
Tische,	w3_d427e16321
Stühle	w5_d427e16324
und	w7_d427e16327
Bilder	w9_d427e16330
auf	w11_d427e16333
dem	w13_d427e16337
alten	w15_d427e16340
Kühn=markt	w1_d427e16345
bey	w3_d427e16348
denen	w5_d427e16351
drey	w7_d427e16354
Lilien	w9_d427e16357
im	w11_d427e16360
3ten	w13_d427e16364
Stock	w1_d427e16370
an	w3_d427e16373
die	w5_d427e16376
meistbietende	w7_d427e16379
Partheyen	w9_d427e16382
überlassen.	w11_d427e16385
</p>
<list id="l46_d427e16388">
Bey	w1_d427e16392
Augustin	w3_d427e16395
Bernardi,	w5_d427e16398
Universitäts=buch	w7_d427e16401
hän	w9_d427e16404
dler,	w1_d427e16409
der	w3_d427e16412
obern	w5_d427e16415
Jesuiter=pforten	w7_d427e16418
gegen=über,	w9_d427e16421
ist	w11_d427e16424
zu	w1_d427e16429
haben:	w3_d427e16432
Rabeners	w1_d427e16438
(Gottl	w3_d427e16441
Wilhelm)	w5_d427e16444
Satyren	w7_d427e16447
fünfte	w9_d427e16450
Auflage.	w1_d427e16455
4.	w3_d427e16458
Theile,	w5_d427e16461
groß	w7_d427e16464
8.	w9_d427e16467
Leipzig	w11_d427e16470
1759.	w13_d427e16474
pr.	w15_d427e16477
5.	w1_d427e16482
fl.	w3_d427e16485
30.	w5_d427e16488
kr.	w7_d427e16491
Eilf	w1_d427e16496
Kupfer	w3_d427e16499
zu	w5_d427e16502
Rabeners	w7_d427e16505
Satyrischen	w9_d427e16508
Schrif	w11_d427e16511
ten.	w1_d427e16517
Gros	w3_d427e16520
8vo.	w5_d427e16523
Anspach,	w7_d427e16526
pr.	w9_d427e16529
34.	w11_d427e16532
kr.	w13_d427e16536
Von	w1_d427e16541
Justi	w3_d427e16544
(Joh.	w5_d427e16547
Heinr.	w7_d427e16550
Gottl.)	w9_d427e16553
scherzhafte	w11_d427e16556
und	w1_d427e16561
Satyrische	w3_d427e16564
Schriften.	w5_d427e16567
Erster	w7_d427e16570
Band,	w9_d427e16573
groß	w11_d427e16576
8vo.	w13_d427e16580
Berlin	w1_d427e16585
1760.	w3_d427e16588
pr.	w5_d427e16591
2.	w7_d427e16594
fl.	w9_d427e16597
15.	w11_d427e16600
kr.	w13_d427e16604
„=Die	w1_d427e16610
Natur	w3_d427e16613
und	w5_d427e16616
das	w7_d427e16619
Weesen	w9_d427e16622
der	w11_d427e16625
Staaten,	w13_d427e16629
als	w1_d427e16634
die	w3_d427e16637
Grund=wissenschaft	w5_d427e16640
der	w7_d427e16643
Staats=kunst,	w9_d427e16646
Po	w11_d427e16649
licey	w1_d427e16654
und	w3_d427e16657
Regieruns=wissenschaften,	w5_d427e16660
Groß	w7_d427e16663
8vo.	w9_d427e16666
Berlin	w1_d427e16671
1760	w3_d427e16674
pr.	w5_d427e16677
2.	w7_d427e16680
fl.	w9_d427e16683
==Grund=riß	w1_d427e16689
einer	w3_d427e16692
guten	w5_d427e16695
Regierung,	w7_d427e16698
in	w9_d427e16701
fünf	w11_d427e16704
Büchern	w1_d427e16709
verfasset.	w3_d427e16712
Groß	w5_d427e16715
8vo.	w7_d427e16718
Frankf.	w9_d427e16721
1759.	w11_d427e16724
pr.	w13_d427e16728
1.	w1_d427e16733
fl.	w3_d427e16736
50	w5_d427e16739
kr.	w7_d427e16742
„	w1_d427e16747
Die	w3_d427e16750
Würkungen	w5_d427e16753
und	w7_d427e16756
Folgen	w9_d427e16759
sowol	w11_d427e16762
der	w13_d427e16766
wah	w15_d427e16769
ren,	w1_d427e16775
als	w3_d427e16778
der	w5_d427e16781
falschen	w7_d427e16784
Staats=kunst,	w9_d427e16787
in	w11_d427e16790
der	w13_d427e16794
Ge	w15_d427e16797
schichte	w1_d427e16802
des	w3_d427e16805
Psammitichus	w5_d427e16808
Königs	w7_d427e16811
von	w9_d427e16814
Egupten,	w11_d427e16817
und	w1_d427e16822
der	w3_d427e16825
damaligen	w5_d427e16828
Zeiten.	w7_d427e16831
Groß	w9_d427e16834
8vo.	w11_d427e16837
Frankf.	w13_d427e16841
