<doc id="wr_1759-03-17" attrs="word" year="1759" month="03" day="17" corpus="2">
<head id="h2_d331e3204">
Stettin	w4_d331e3207
ihre	w373_d331e14286
habende	w376_d331e14290
annoch	w378_d331e14294
nicht	w380_d331e14297
angemeldete	w382_d331e14300
Spruch	w384_d331e14304
und	w386_d331e14307
An	w388_d331e14310
forderung	w391_d331e14314
anzumelden,	w393_d331e14318
und	w395_d331e14322
zugleich	w397_d331e14325
die	w399_d331e14328
Angemeldete	w401_d331e14331
mit	w404_d331e14335
behorigen	w406_d331e14340
Documenten	w408_d331e14343
zu	w410_d331e14346
liquidiren,	w412_d331e14349
auch	w414_d331e14352
über	w417_d331e14357
die	w419_d331e14361
ihnen	w421_d331e14364
von	w423_d331e14367
dem	w425_d331e14370
Curatore	w427_d331e14373
ad	w429_d331e14377
lites	w431_d331e14380
zuge	w433_d331e14383
stelte	w436_d331e14387
Exceptiones	w438_d331e14391
die	w440_d331e14395
schriftliche	w442_d331e14398
Schlüsse	w444_d331e14401
einzu	w446_d331e14404
legen	w449_d331e14408
bestimmet	w451_d331e14413
haben.	w453_d331e14416
Solchemnach	w455_d331e14419
werden	w457_d331e14422
all	w459_d331e14425
und	w462_d331e14430
jede	w464_d331e14434
Gräfl.	w466_d331e14437
Carl	w468_d331e14440
Harrachische	w470_d331e14443
Creditores	w472_d331e14446
an	w474_d331e14450
obbedachten	w477_d331e14454
Tag,	w479_d331e14458
Stund	w481_d331e14461
und	w483_d331e14464
Ort,	w485_d331e14468
alsogewiß	w487_d331e14471
persönlich	w490_d331e14475
oder	w492_d331e14479
durch	w494_d331e14482
genugsam	w496_d331e14486
Bevollmächtigte	w498_d331e14489
erscheinen,	w501_d331e14493
ihre	w503_d331e14497
Sprüche	w505_d331e14500
anmelden,	w507_d331e14504
und	w509_d331e14507
die	w511_d331e14510
an	w513_d331e14513
gemeldete	w516_d331e14517
mit	w518_d331e14522
behörigen	w520_d331e14525
Obligationen	w522_d331e14528
oder	w524_d331e14531
andern	w526_d331e14534
Documenten	w529_d331e14539
liquidiren,	w531_d331e14543
auch	w533_d331e14546
jene	w535_d331e14549
(welchen	w537_d331e14552
von	w539_d331e14555
dem	w542_d331e14560
Curatore	w544_d331e14564
ad	w546_d331e14567
lites	w548_d331e14570
die	w550_d331e14573
Exceptiones	w552_d331e14577
bereits	w554_d331e14580
zugestellet	w557_d331e14584
worden)	w559_d331e14588
ihre	w561_d331e14591
schriftliche	w563_d331e14595
Schlüsse	w565_d331e14598
ein	w567_d331e14601
legen	w570_d331e14605
haben,	w572_d331e14609
wie	w574_d331e14613
im	w576_d331e14616
widrigen	w578_d331e14619
der	w580_d331e14622
Curat.	w582_d331e14625
ad	w584_d331e14628
lites	w586_d331e14632
mit	w588_d331e14635
seinen	w591_d331e14639
Nohtdurften	w593_d331e14643
in	w595_d331e14646
Contumaciam	w597_d331e14650
vernommen,	w599_d331e14653
hierüber	w602_d331e14657
ex	w604_d331e14661
Officio	w606_d331e14664
relationiret	w608_d331e14668
und	w610_d331e14671
erkennet,	w612_d331e14674
de	w614_d331e14677
nen	w617_d331e14681
Ausbleibenden	w619_d331e14686
aber	w621_d331e14689
das	w623_d331e14692
ewige	w625_d331e14695
Stillschwei	w627_d331e14698
gen	w630_d331e14703
auferleget	w632_d331e14707
werden	w634_d331e14710
solle.	w636_d331e14713
So	w638_d331e14716
beschehen	w640_d331e14719
Wien	w642_d331e14723
den	w645_d331e14727
17.	w647_d331e14731
Febr.	w650_d331e14735
1759.	w652_d331e14739
Christoph	w655_d331e14744
Graf	w657_d331e14748
von	w659_d331e14751
Cavriani.	w661_d331e14754
</p>
<head id="h2_d331e14813">
AVERTISSEMENT.	w4_d331e14816
</head>
<p id="p4_d331e14820">
Jn	w4_d331e14823
der	w6_d331e14827
Leopoldstadt	w8_d331e14830
bey	w10_d331e14833
der	w12_d331e14836
weissen	w14_d331e14840
Rosen	w16_d331e14843
seynd	w19_d331e14847
bey	w21_d331e14851
Claudio	w23_d331e14854
Borteaux	w25_d331e14858
einem	w27_d331e14861
Schweitzer,	w29_d331e14864
Electrisier=maschinen	w32_d331e14868
zu	w34_d331e14872
sehen,	w36_d331e14876
worauf	w38_d331e14879
er	w40_d331e14882
alle	w42_d331e14885
Experimenta	w45_d331e14889
in	w47_d331e14894
immer	w49_d331e14897
möglicher	w51_d331e14900
Vollkommen	w53_d331e14903
heit	w56_d331e14907
hervor	w58_d331e14912
bringen	w60_d331e14915
kan.	w62_d331e14918
Diese	w64_d331e14921
Maschinen,	w66_d331e14924
so	w68_d331e14927
kaum	w71_d331e14932
2.	w73_d331e14936
Fuß	w75_d331e14939
lang,	w77_d331e14942
und	w79_d331e14945
1.	w81_d331e14949
Fuß	w83_d331e14952
breit,	w85_d331e14955
folglich	w87_d331e14958
</p>
<p id="p6_d331e14961">
sehr	w4_d331e14964
bequem	w6_d331e14968
von	w8_d331e14971
einem	w10_d331e14974
Ort	w12_d331e14977
zum	w14_d331e14981
andern	w16_d331e14984
zu	w18_d331e14987
brin	w20_d331e14990
gen	w23_d331e14994
sind,	w25_d331e14999
haben	w27_d331e15002
die	w29_d331e15005
Kraft	w31_d331e15008
Blitz,	w33_d331e15011
und	w35_d331e15014
Knall	w37_d331e15018
vorzustellen,	w40_d331e15022
ein	w42_d331e15026
Loch	w44_d331e15029
durch	w46_d331e15032
ein	w48_d331e15036
Spiel	w50_d331e15039
Karten	w52_d331e15042
zu	w55_d331e15046
schlagen,	w57_d331e15050
und	w59_d331e15054
ein	w61_d331e15057
angenehmes	w63_d331e15060
Glocken=spiel	w65_d331e15063
zu	w68_d331e15067
veranlassen,	w70_d331e15072
mehrer	w72_d331e15075
anderer	w74_d331e15078
zum	w76_d331e15081
Vergnügen	w78_d331e15084
gereichender	w81_d331e15089
Experimenten	w83_d331e15093
zu	w85_d331e15096
geschweigen.	w87_d331e15099
Es	w89_d331e15102
erbietet	w92_d331e15107
sich	w94_d331e15111
der	w96_d331e15114
Besitzer	w98_d331e15117
alle	w100_d331e15120
vorbenannte	w102_d331e15123
und	w104_d331e15127
andere	w107_d331e15131
Experimenten	w109_d331e15135
gegen	w111_d331e15138
billiger	w113_d331e15141
Erkänntlich	w115_d331e15145
keit,	w118_d331e15149
sowol	w120_d331e15153
in	w122_d331e15156
seiner	w124_d331e15159
obigen	w126_d331e15163
Wohnung	w128_d331e15166
als	w130_d331e15169
in	w132_d331e15172
ei	w134_d331e15175
nes	w137_d331e15180
jeden	w139_d331e15184
Behausung	w141_d331e15187
zu	w143_d331e15190
veranstalten,	w145_d331e15193
und	w147_d331e15196
diese	w149_d331e15200
von	w152_d331e15204
ihme	w154_d331e15208
selbsten	w156_d331e15211
erfundene,	w158_d331e15214
und	w160_d331e15218
verfertigtet,	w162_d331e15221
auch	w165_d331e15225
allzeit	w167_d331e15229
vorrähtige	w169_d331e15232
Maschinen	w171_d331e15236
nebst	w173_d331e15239
denen	w175_d331e15242
Electrisir=kugeln	w178_d331e15246
jedem	w180_d331e15250
Liebhaber	w182_d331e15254
um	w184_d331e15257
einen	w186_d331e15260
leid	w188_d331e15263
lichen	w191_d331e15267
Preis	w193_d331e15272
zu	w195_d331e15275
überlassen.	w197_d331e15278
</p>
<p id="p8_d331e15281">
Nächstkünftigen	w4_d331e15284
Dienstag	w6_d331e15288
als	w8_d331e15291
den	w10_d331e15294
20.	w12_d331e15297
dieses	w14_d331e15301
Monats	w17_d331e15305
Martii,	w19_d331e15309
werden	w21_d331e15312
auf	w23_d331e15315
der	w25_d331e15319
Land=strassen	w27_d331e15322
beym	w30_d331e15326
goldenen	w32_d331e15330
Brunn	w34_d331e15333
im	w36_d331e15337
ersten	w38_d331e15340
Stock,	w40_d331e15343
verschie	w42_d331e15346
dene	w45_d331e15350
Verlassenschafts=effecten,	w47_d331e15355
als	w49_d331e15358
Jubellen,	w51_d331e15361
Sil	w53_d331e15364
ber,	w56_d331e15368
Manns=kleider,	w58_d331e15373
dergleichen	w60_d331e15376
Wäsch,	w62_d331e15379
Kästen,	w64_d331e15382
Tisch,	w67_d331e15386
Sessel,	w69_d331e15391
Spiegel,	w71_d331e15394
etwas	w73_d331e15397
Gewehr,	w75_d331e15400
dann	w77_d331e15403
Zinn,	w80_d331e15408
Meßing,	w82_d331e15412
und	w84_d331e15415
Kupfer,	w86_d331e15418
nicht	w88_d331e15421
weniger	w90_d331e15424
Gum	w92_d331e15428
poltskirchner=Wein,	w95_d331e15432
meistens	w97_d331e15436
in	w99_d331e15439
kleinen	w101_d331e15442
Gattun	w103_d331e15446
gen,	w106_d331e15450
Vormittag	w108_d331e15454
von	w110_d331e15457
9.	w112_d331e15460
bis	w114_d331e15464
12.,	w116_d331e15467
und	w118_d331e15470
Nachmit	w120_d331e15473
tag	w123_d331e15477
von	w125_d331e15482
3.	w127_d331e15485
bis	w129_d331e15488
6.	w131_d331e15491
Uhr,	w133_d331e15494
dem	w135_d331e15497
Meist=bietenden	w137_d331e15501
lici	w139_d331e15504
tando	w142_d331e15508
gegen	w144_d331e15512
alsogleich	w146_d331e15515
bar	w148_d331e15519
leistender	w150_d331e15522
Bezahlung	w152_d331e15525
verkauffet,	w155_d331e15529
und	w157_d331e15533
hiermit	w159_d331e15537
die	w161_d331e15540
nachfolgende	w163_d331e15543
Täge	w165_d331e15546
continuiret	w168_d331e15550
werden.	w170_d331e15555
</p>
<p id="p10_d331e15558">
Vermög	w4_d331e15561
offenen	w6_d331e15565
Zeitungs=blat	w8_d331e15568
wird	w10_d331e15571
allen	w12_d331e15574
und	w14_d331e15578
jeden,	w17_d331e15582
besonders	w19_d331e15586
aber	w21_d331e15589
denen	w23_d331e15592
jenigen,	w25_d331e15596
welche	w27_d331e15599
an	w29_d331e15602
des	w32_d331e15606
Anton	w34_d331e15610
Wider	w36_d331e15614
gewesten	w38_d331e15617
Bräu=meisters	w40_d331e15620
zu	w42_d331e15623
Un	w44_d331e15626
terwalterstorf	w47_d331e15631
seel.	w49_d331e15635
ruckgebliebenen	w51_d331e15638
Verlassenschaft,	w53_d331e15641
oder	w56_d331e15645
auch	w58_d331e15650
an	w60_d331e15653
dessen	w62_d331e15656
hinterlassene	w64_d331e15659
Wittib	w66_d331e15662
Magda	w68_d331e15665
lena	w71_d331e15670
Widerin,	w73_d331e15674
einige	w75_d331e15677
Sprüch,	w77_d331e15680
und	w79_d331e15683
Forderung	w81_d331e15687
zu	w84_d331e15691
haben	w86_d331e15695
vermeinen,	w88_d331e15698
kund	w90_d331e15701
und	w92_d331e15705
zu	w94_d331e15708
wissen	w96_d331e15711
gemacht,	w98_d331e15714
daß	w101_d331e15718
dieselbe	w103_d331e15723
zu	w105_d331e15726
Anmeld	w107_d331e15729
und	w109_d331e15732
untereinstiger	w111_d331e15735
Liqui	w113_d331e15738
dirung	w116_d331e15743
ihrer	w118_d331e15747
Sprüch	w120_d331e15750
und	w122_d331e15753
Anforderungen,	w124_d331e15756
inner	w126_d331e15760
halb	w129_d331e15764
6.	w131_d331e15768
Wochen,	w133_d331e15771
und	w135_d331e15774
3.	w137_d331e15778
Tägen,	w139_d331e15781
das	w141_d331e15784
ist	w143_d331e15787
zu	w145_d331e15790
der	w147_d331e15793
allerletzt	w150_d331e15798
und	w152_d331e15802
all=endlichen	w154_d331e15805
Frist	w156_d331e15808
auf	w158_d331e15811
den	w160_d331e15815
23.	w162_d331e15818
Martii	w164_d331e15821
dieses	w167_d331e15825
1759.	w169_d331e15829
Jahrs	w171_d331e15833
Vormittag	w173_d331e15836
um	w175_d331e15839
8.	w177_d331e15842
Uhr,	w179_d331e15845
ent	w181_d331e15848
weder	w184_d331e15853
in	w186_d331e15857
des	w188_d331e15860
Hoch=gräfl.	w190_d331e15863
Herrn	w192_d331e15866
Judicis	w194_d331e15870
Delegan-	w196_d331e15873
tis	w199_d331e15877
Canzley	w201_d331e15881
der	w203_d331e15884
Herrschaft	w205_d331e15888
Unterwalterstorf,	w207_d331e15891
oder	w209_d331e15894
in	w212_d331e15898
meiner	w214_d331e15902
Judicis	w216_d331e15906
Delegati	w218_d331e15909
in	w220_d331e15912
dem	w222_d331e15915
Schotten=hof	w224_d331e15918
alhier	w227_d331e15923
in	w229_d331e15927
Wien	w231_d331e15930
innenhabenden	w233_d331e15933
Canzley,	w235_d331e15936
entweder	w237_d331e15939
Personlich,	w240_d331e15944
oder	w242_d331e15948
durch	w244_d331e15951
genugsam	w246_d331e15954
begwaltet	w248_d331e15957
und	w250_d331e15961
hinlänglich	w253_d331e15965
instruirte	w255_d331e15969
Mandatarios	w257_d331e15972
erscheinen,	w259_d331e15975
und	w261_d331e15979
an	w264_d331e15983
diesen	w266_d331e15987
obbestimmten	w268_d331e15990
Tag	w270_d331e15993
ihre	w272_d331e15997
etwann	w274_d331e16000
habende	w276_d331e16003
Sprüch	w279_d331e16007
und	w281_d331e16011
Anforderungen,	w283_d331e16015
gleich	w285_d331e16018
an	w287_d331e16021
der	w289_d331e16024
Stelle	w291_d331e16027
also	w294_d331e16032
gewis	w296_d331e16036
hinlänglich	w298_d331e16039
liquidiren,	w300_d331e16042
wie	w303_d331e16046
im	w305_d331e16051
widri	w307_d331e16054
gen,	w310_d331e16058
und	w312_d331e16062
bey	w314_d331e16065
Entstehung	w316_d331e16069
ein	w318_d331e16072
oder	w320_d331e16075
des	w322_d331e16078
anderen	w324_d331e16081
sie	w326_d331e16084
nicht	w329_d331e16089
mehr	w331_d331e16093
gehöret,	w333_d331e16096
sondern	w335_d331e16099
ihnen	w337_d331e16102
das	w339_d331e16106
ewige	w341_d331e16109
Still	w343_d331e16112
schweigen	w346_d331e16116
auferleget,	w348_d331e16120
folglichen	w350_d331e16124
also	w352_d331e16127
mit	w354_d331e16130
denen	w356_d331e16133
sich	w359_d331e16137
anmeldenden,	w361_d331e16142
und	w363_d331e16145
liquidirenden	w365_d331e16148
Glaubigeren	w367_d331e16151
die	w370_d331e16155
Richtigkeit	w372_d331e16160
gepflogen	w374_d331e16163
werden	w376_d331e16166
solle.	w378_d331e16169
</p>
<p id="p12_d331e16173">
Von	w4_d331e16176
N.	w6_d331e16180
Richter	w8_d331e16183
und	w10_d331e16186
Raht	w12_d331e16189
der	w14_d331e16193
Landes=fürstl.	w16_d331e16196
N.	w19_d331e16200
Oe.	w21_d331e16204
Stadt	w23_d331e16207
Kloster=neuburg	w25_d331e16211
wird	w27_d331e16214
hiemit	w29_d331e16217
noch	w31_d331e16220
malen	w34_d331e16224
jedermänniglich	w36_d331e16229
kund	w38_d331e16232
und	w40_d331e16235
zu	w42_d331e16238
wissen	w44_d331e16241
gemacht,	w46_d331e16244
</p>
<p id="p16_d331e16249">
was	w4_d331e16252
gestalten	w6_d331e16256
des	w8_d331e16259
weil.	w10_d331e16262
Lorenz	w12_d331e16265
Artinger,	w14_d331e16269
gewest	w16_d331e16272
Burgerl.	w19_d331e16276
Handelsmann	w21_d331e16280
allhier,	w23_d331e16283
und	w25_d331e16287
Apolloniä	w27_d331e16290
dessen	w30_d331e16294
Ehe=wirtin	w32_d331e16298
beeher	w34_d331e16301
nunmehro	w36_d331e16305
seel.	w38_d331e16308
vorhandene	w40_d331e16311
Habschaft,	w43_d331e16315
bestehend	w45_d331e16319
in	w47_d331e16323
16.	w49_d331e16326
Viertl	w51_d331e16329
in	w53_d331e16332
besten	w55_d331e16335
Rie	w57_d331e16338
den	w60_d331e16343
ligenden	w62_d331e16347
Weingärten,	w64_d331e16350
nicht	w66_d331e16353
minder	w68_d331e16356
bis	w70_d331e16360
1000.	w72_d331e16363
Eimern	w75_d331e16367
leeren	w77_d331e16371
eisernen	w79_d331e16374
Band=fässern,	w81_d331e16378
dann	w83_d331e16381
verschie	w85_d331e16384
denen	w88_d331e16388
Haus=mobilien,	w90_d331e16392
als	w92_d331e16396
Behr	w94_d331e16399
und	w96_d331e16402
Lein=gewandt,	w98_d331e16405
Kupfer,	w101_d331e16409
Zinn,	w103_d331e16414
Bildern,	w105_d331e16417
Kästen,	w107_d331e16420
und	w109_d331e16423
mehr	w111_d331e16426
anderen	w113_d331e16429
Haus=gerätschaften,	w116_d331e16434
dem	w118_d331e16438
Meist=bietenden	w120_d331e16441
zu	w122_d331e16444
ver	w124_d331e16447
kauffen	w127_d331e16452
seyen,	w129_d331e16456
wer	w131_d331e16459
nun	w133_d331e16462
so=ein	w135_d331e16465
als	w137_d331e16469
das	w139_d331e16472
andere	w141_d331e16475
käuf	w143_d331e16478
lich	w146_d331e16482
an	w148_d331e16487
sich	w150_d331e16490
zu	w152_d331e16493
bringen	w154_d331e16496
andenket,	w156_d331e16499
derjenige	w158_d331e16502
hat	w160_d331e16506
sich	w163_d331e16510
auf	w165_d331e16514
den	w167_d331e16517
24.	w169_d331e16520
dieses	w171_d331e16524
Vor	w173_d331e16527
und	w175_d331e16530
Nachmittag,	w177_d331e16533
in	w179_d331e16536
der	w182_d331e16541
unteren	w184_d331e16545
Stadt	w186_d331e16548
in	w188_d331e16551
diesfälligen	w190_d331e16554
auf	w192_d331e16557
dem	w194_d331e16561
Platz	w196_d331e16564
alda	w198_d331e16567
ligenden	w201_d331e16571
Behausung	w203_d331e16575
einzufinden.	w205_d331e16579
Actum	w207_d331e16582
Kloster	w209_d331e16585
neuburg	w212_d331e16589
den	w214_d331e16593
12.	w216_d331e16597
Martii	w218_d331e16600
1759.	w220_d331e16603
</p>
<list id="l18_d331e16606">
Auf	w5_d331e16609
dem	w7_d331e16613
Dominicaner=platz,	w9_d331e16616
in	w11_d331e16619
dem	w13_d331e16622
Kaliwo	w15_d331e16626
bischen	w18_d331e16630
Buch=gewölb,	w20_d331e16634
ist	w22_d331e16637
zu	w24_d331e16640
haben:	w26_d331e16644
Catalogus	w28_d331e16647
Librorum	w31_d331e16651
per	w33_d331e16655
Quinquennium	w35_d331e16658
à	w37_d331e16662
Commissione	w39_d331e16665
Aulica	w42_d331e16669
prohibitorum,	w44_d331e16673
à	w46_d331e16676
24.	w48_d331e16680
kr.	w50_d331e16683
Jtem	w53_d331e16687
erster	w55_d331e16691
Nachtrag	w57_d331e16694
zu	w59_d331e16698
dem	w61_d331e16701
Catalego	w63_d331e16704
libro-	w65_d331e16707
rum	w68_d331e16711
prohibitorum	w70_d331e16716
&c.	w72_d331e16719
à	w74_d331e16722
6.	w76_d331e16725
kr.	w78_d331e16728
Tentamen	w81_d331e16733
Genealogico-chronologicum	w83_d331e16737
pro-	w85_d331e16740
movendæ	w88_d331e16744
Seriei	w90_d331e16748
Comitum	w92_d331e16752
&	w94_d331e16755
Rerum	w96_d331e16758
Goritiæ,	w98_d331e16761
à	w100_d331e16764
Rudolpho	w103_d331e16769
Coronino	w105_d331e16773
Comite	w107_d331e16776
de	w109_d331e16779
Cronberg	w111_d331e16782
conscrip-	w113_d331e16785
tum,	w116_d331e16790
locupletissimisque	w118_d331e16794
Diplomatibus	w120_d331e16797
exornä-	w122_d331e16800
tum.	w125_d331e16804
In	w127_d331e16809
folio	w129_d331e16812
à	w131_d331e16815
5.	w133_d331e16818
fl.	w135_d331e16821
Geist	w138_d331e16826
des	w140_d331e16830
Heil.	w142_d331e16833
Francisci	w144_d331e16836
Salesii,	w146_d331e16839
Bischofs	w148_d331e16842
und	w150_d331e16846
Fürstens	w153_d331e16850
zu	w155_d331e16854
Genf;	w157_d331e16857
zu	w159_d331e16860
nutzlicher	w161_d331e16864
Unterweisung	w163_d331e16867
aller	w165_d331e16870
Gattung	w168_d331e16874
von	w170_d331e16878
Personen;	w172_d331e16882
aus	w174_d331e16885
dem	w176_d331e16888
Französischen	w178_d331e16891
in	w180_d331e16894
das	w183_d331e16899
Teutsche	w185_d331e16903
übersetzet;	w187_d331e16906
zwey	w189_d331e16909
Band	w191_d331e16912
in	w193_d331e16915
Octavo,	w195_d331e16919
neue	w198_d331e16923
und	w200_d331e16927
vermehrte	w202_d331e16930
Edition,	w204_d331e16933
gebunden	w206_d331e16937
à	w208_d331e16940
1.	w210_d331e16943
fl.	w212_d331e16946
42.	w214_d331e16949
kr.	w216_d331e16952
Bericht	w219_d331e16957
von	w221_d331e16961
dem	w223_d331e16964
Jubileo,	w225_d331e16967
welches	w227_d331e16970
Seine	w229_d331e16974
Päpst	w231_d331e16977
liche	w234_d331e16981
Heiligkeit,	w236_d331e16985
Benedictus	w238_d331e16988
XIII.	w240_d331e16992
ausgeschrieben;	w242_d331e16995
und	w245_d331e16999
in	w247_d331e17003
der	w249_d331e17006
Kaiserl.	w251_d331e17010
Königl.	w253_d331e17013
Haupt	w255_d331e17016
und	w257_d331e17019
Residenz=stadt	w259_d331e17022
Wien	w262_d331e17027
im	w264_d331e17031
Jahr	w266_d331e17034
1759.	w268_d331e17037
von	w270_d331e17040
Lætare	w272_d331e17043
bis	w274_d331e17047
Palmsonn	w276_d331e17050
tag	w279_d331e17054
inclusive	w281_d331e17058
wird	w283_d331e17061
gehalten	w285_d331e17065
werden.	w287_d331e17068
Das	w289_d331e17071
Dutzer	w291_d331e17074
eingebunden	w294_d331e17078
à	w296_d331e17083
36.	w298_d331e17086
kr.	w300_d331e17089
</list>
<head id="h2_d331e17096">
EDICT.	w4_d331e17099
</head>
<p id="p4_d331e17103">
Von	w4_d331e17106
der	w6_d331e17110
durch	w8_d331e17113
die	w10_d331e17116
Hochlöbl.	w12_d331e17119
N.	w14_d331e17123
Oe.	w16_d331e17126
drey	w18_d331e17129
Vi	w21_d331e17133
Obern	w24_d331e17138
Herren	w26_d331e17143
Stände	w28_d331e17146
deren	w30_d331e17149
übernommenen	w32_d331e17152
cedomischen	w35_d331e17156
Stück	w37_d331e17161
und	w39_d331e17164
Gülten	w41_d331e17167
aufgestellten	w43_d331e17170
Ver	w45_d331e17173
waltung	w48_d331e17178
wegen,	w50_d331e17182
wird	w52_d331e17185
hiemit	w54_d331e17188
jedermänniglich	w56_d331e17191
kund,	w59_d331e17196
und	w61_d331e17200
zu	w63_d331e17203
wissen	w65_d331e17206
gemacht,	w67_d331e17209
welcher	w69_d331e17212
gestalten	w71_d331e17216
der	w74_d331e17220
Paul	w76_d331e17224
Purgerischer	w78_d331e17227
Curator	w80_d331e17230
ad	w82_d331e17234
lites	w84_d331e17237
auf	w86_d331e17240
sein	w88_d331e17243
gehorsames	w91_d331e17247
Anlangen	w93_d331e17252
über	w95_d331e17255
die	w97_d331e17258
unterm	w99_d331e17261
13.	w101_d331e17264
Sept.	w103_d331e17267
bey	w106_d331e17272
dem	w108_d331e17276
Ständischen	w110_d331e17279
Judicio	w112_d331e17282
Delegato	w114_d331e17285
bewürkte,	w116_d331e17289
und	w119_d331e17293
den	w121_d331e17297
3.	w123_d331e17300
Octob.	w125_d331e17303
verflossenen	w127_d331e17307
1758.	w129_d331e17310
Jahrs	w131_d331e17313
für	w133_d331e17316
geweste	w136_d331e17320
würkliche	w138_d331e17325
Licitation	w140_d331e17328
deren	w142_d331e17331
denen	w144_d331e17334
Paul	w146_d331e17337
Pur	w148_d331e17340
gerischen	w151_d331e17345
Con=leuten	w153_d331e17349
zugehörig,	w155_d331e17352
von	w157_d331e17355
denensel	w159_d331e17358
ben	w162_d331e17363
aber	w164_d331e17367
dem	w166_d331e17370
Joseph	w168_d331e17373
Kautsamer,	w170_d331e17376
Jacob	w172_d331e17380
Lang,	w174_d331e17383
und	w177_d331e17387
Andreas	w179_d331e17391
Fürtmoser	w181_d331e17394
cedirten	w183_d331e17398
Weingärten	w185_d331e17401
den	w187_d331e17404
3.	w190_d331e17408
Jan.	w192_d331e17412
1759.	w194_d331e17416
die	w196_d331e17419
nochmalige	w198_d331e17422
Licitirung	w200_d331e17425
erhal	w202_d331e17428
ten,	w205_d331e17433
zu	w207_d331e17437
welcher	w209_d331e17440
dann	w211_d331e17443
auch	w213_d331e17446
der	w215_d331e17449
5.	w217_d331e17453
des	w219_d331e17456
Monats	w221_d331e17459
Februarii	w224_d331e17463
bestimmet	w226_d331e17467
gewesen,	w228_d331e17471
dieweilen	w230_d331e17474
aber	w232_d331e17477
kein	w234_d331e17480
Licitant	w237_d331e17484
bey	w239_d331e17489
solcher	w241_d331e17492
erschienen,	w243_d331e17495
also	w245_d331e17498
ist	w247_d331e17501
auf	w249_d331e17504
fer	w251_d331e17508
ners	w254_d331e17512
Anlangen	w256_d331e17516
obmentionirten	w258_d331e17519
Herrn	w260_d331e17522
Doctors	w262_d331e17526
All	w264_d331e17529
mayr	w267_d331e17533
untern	w269_d331e17537
24	w271_d331e17540
Febr.	w273_d331e17544
bujos	w275_d331e17547
Anni	w277_d331e17550
eine	w279_d331e17553
ander	w281_d331e17556
</p>
<p id="p6_d331e17559">
weitige	w4_d331e17562
Licitarion,	w6_d331e17566
wofern	w8_d331e17569
nichts	w10_d331e17572
eingekommen	w12_d331e17575
(Nichts)	w15_d331e17580
verwilliget	w17_d331e17584
worden,	w19_d331e17587
zu	w21_d331e17590
dem	w23_d331e17593
Ende	w25_d331e17597
dann	w27_d331e17600
auch	w29_d331e17603
der	w32_d331e17607
21.	w34_d331e17611
dies	w36_d331e17615
Monats	w38_d331e17618
Martii	w40_d331e17621
Vormittag	w42_d331e17624
um	w44_d331e17627
9.	w46_d331e17630
Uhr	w48_d331e17634
zur	w51_d331e17638
Licitations=tagsatzung	w53_d331e17642
in	w55_d331e17645
der	w57_d331e17648
Ständischen	w59_d331e17652
Ver	w61_d331e17655
waltung	w64_d331e17659
im	w66_d331e17663
Land=haus	w68_d331e17666
zu	w70_d331e17670
erscheinen	w72_d331e17673
bestimmet	w74_d331e17676
wird.	w77_d331e17680
Dahero	w79_d331e17684
all	w81_d331e17688
diejenige,	w83_d331e17691
welche	w86_d331e17695
nacher	w88_d331e17699
meldt=Paul	w91_d331e17703
Purgerische	w93_d331e17708
anhero	w95_d331e17711
dienstbare	w97_d331e17714
Wein	w99_d331e17717
gärten,	w102_d331e17721
benanntlich	w104_d331e17726
laut	w106_d331e17729
Grund=buchs	w108_d331e17732
Folio	w110_d331e17735
6.	w112_d331e17738
ein	w115_d331e17743
Rachen	w117_d331e17747
im	w119_d331e17750
untern	w121_d331e17753
Gereuth	w123_d331e17756
zu	w125_d331e17759
Weydling,	w127_d331e17763
wie	w129_d331e17766
derum	w132_d331e17770
Folio	w134_d331e17774
7.	w136_d331e17777
ein	w138_d331e17781
Viertl	w140_d331e17784
alda,	w142_d331e17787
und	w144_d331e17790
Folio	w146_d331e17793
11.	w148_d331e17796
auch	w151_d331e17801
ein	w153_d331e17805
Viertl	w155_d331e17808
daselbst	w157_d331e17811
käuflich	w159_d331e17814
an	w161_d331e17818
sich	w163_d331e17821
zu	w165_d331e17824
be.	w167_d331e17827
gen	w170_d331e17831
gedenken,	w172_d331e17836
an	w174_d331e17839
obberührten	w176_d331e17842
Tag,	w178_d331e17845
Stund,	w180_d331e17848
und	w183_d331e17853
Ort,	w185_d331e17857
entweders	w187_d331e17860
persönlich,	w189_d331e17863
oder	w191_d331e17866
durch	w193_d331e17869
Ge	w195_d331e17873
vollmächtigte	w198_d331e17877
ad	w200_d331e17881
ficitandum,	w202_d331e17884
tractandum,	w204_d331e17887
&	w206_d331e17891
concludendum	w209_d331e17895
alda	w211_d331e17899
zu	w213_d331e17902
erscheinen,	w215_d331e17905
und	w217_d331e17909
sich	w219_d331e17912
an	w221_d331e17915
zumelden	w224_d331e17919
haben.	w226_d331e17923
Actum	w228_d331e17927
Wien	w230_d331e17930
im	w232_d331e17933
Land=haus	w234_d331e17936
den	w237_d331e17940
5.	w239_d331e17945
Martii	w241_d331e17948
</p>
<p id="p8_d331e17951">
Jch	w4_d331e17954
Johann	w6_d331e17958
Wilhelm	w8_d331e17961
des	w10_d331e17964
Heil.	w12_d331e17967
Röm.	w14_d331e17971
Reichs	w16_d331e17974
Fürst	w19_d331e17978
Trautson,	w21_d331e17982
