<doc id="wr_1762-05-01" attrs="word" year="1762" month="05" day="01" corpus="2">
<head id="h2_d652e3101">
Auszug	w1_d652e3105
ihres	w7_d652e13933
beyhabenden	w9_d652e13936
Allerhöchst	w11_d652e13939
K.	w1_d652e13944
K.	w3_d652e13947
Privilegii,	w5_d652e13950
die	w7_d652e13953
eigene	w9_d652e13956
Niederlag	w11_d652e13959
eröfnen	w13_d652e13963
werde,	w1_d652e13968
allwo	w3_d652e13971
von	w5_d652e13974
allen	w7_d652e13977
Sorten	w9_d652e13980
sowol	w11_d652e13983
Schreib,	w13_d652e13987
Regal,	w1_d652e13993
Median,	w3_d652e13996
Post,	w5_d652e13999
Concept,	w7_d652e14002
auch	w9_d652e14005
Drucker,	w11_d652e14008
Fließ	w1_d652e14013
und	w3_d652e14016
Säckel=papier	w5_d652e14019
von	w7_d652e14022
extra	w9_d652e14025
guten	w11_d652e14028
Quali	w13_d652e14032
tät	w1_d652e14037
und	w3_d652e14040
grossen	w5_d652e14043
Format,	w7_d652e14046
mit	w9_d652e14049
billigen	w11_d652e14052
cursirenden	w13_d652e14056
Preis	w1_d652e14061
zu	w3_d652e14064
haben	w5_d652e14067
seyn	w7_d652e14070
wird.	w9_d652e14073
</p>
<p id="p6_d652e14076">
Von	w1_d652e14080
der	w3_d652e14083
Hochgräfl.	w5_d652e14086
Gatterburgischen	w7_d652e14089
Herrschaft	w9_d652e14092
Zwölfäxing	w1_d652e14097
wird	w3_d652e14100
hiemit	w5_d652e14103
jedermänniglich	w7_d652e14106
zu	w9_d652e14109
verneh	w11_d652e14112
men	w1_d652e14117
gegeben,	w3_d652e14120
wie	w5_d652e14123
daß	w7_d652e14126
die	w9_d652e14129
nach	w11_d652e14132
Absterben	w13_d652e14136
Annä	w15_d652e14139
Reginä	w1_d652e14145
Mausbergerin,	w3_d652e14148
gewesten	w5_d652e14151
Bräumeisterin,	w7_d652e14154
und	w1_d652e14159
behausten	w3_d652e14162
Unterthanin	w5_d652e14165
zu	w7_d652e14168
Zwölfäxing	w9_d652e14171
seel.	w11_d652e14174
ruckgedliebene,	w1_d652e14179
in	w3_d652e14182
Dorf	w5_d652e14185
Zwölfäxing	w7_d652e14188
ligende,	w9_d652e14191
und	w11_d652e14194
hochersagter	w1_d652e14199
Herrschaft	w3_d652e14202
unterthänige,	w5_d652e14205
zwey	w7_d652e14208
ganze	w9_d652e14211
Lehen=häuser	w1_d652e14217
samt	w3_d652e14220
allen	w5_d652e14223
Ein	w7_d652e14226
und	w9_d652e14229
Zugehörungen,	w11_d652e14232
wie	w1_d652e14237
auch	w3_d652e14240
22.	w5_d652e14243
Joch	w7_d652e14246
im	w9_d652e14249
sogenanten	w11_d652e14252
Geiden=parz=feld	w13_d652e14256
gelegener	w1_d652e14261
überländ	w3_d652e14264
Aecker	w5_d652e14267
nebst	w7_d652e14270
verschiedenen	w9_d652e14273
Mo	w11_d652e14276
bilien	w1_d652e14281
und	w3_d652e14284
Effecten	w5_d652e14287
(um	w7_d652e14290
wdie	w9_d652e14293
vorhanden	w11_d652e14296
Mausber	w13_d652e14300
gerische	w1_d652e14306
Creditores	w3_d652e14309
hindan	w5_d652e14312
bezahlen	w7_d652e14315
zu	w9_d652e14318
können)	w11_d652e14321
an	w1_d652e14326
den	w3_d652e14329
Meistbietenden	w5_d652e14332
verkauffet	w7_d652e14335
werden	w9_d652e14338
müssen;	w11_d652e14341
wiezumalen	w1_d652e14346
nun	w3_d652e14349
zur	w5_d652e14352
Licitations=tagsatzung	w7_d652e14355
der	w9_d652e14358
8.	w11_d652e14361
künftigen	w1_d652e14366
Monats	w3_d652e14369
Junii	w5_d652e14372
fruhe	w7_d652e14375
um	w9_d652e14378
9.	w11_d652e14381
Uhr	w13_d652e14385
in	w15_d652e14388
der	w17_d652e14391
Herrschaft	w1_d652e14397
Zwölfäringerischen	w3_d652e14400
Amts=canzley	w5_d652e14403
zu	w7_d652e14406
erscheinen	w1_d652e14411
bestimmet	w3_d652e14414
worden;	w5_d652e14417
als	w7_d652e14420
werden	w9_d652e14423
all	w11_d652e14426
und	w13_d652e14430
jede,	w1_d652e14435
welche	w3_d652e14438
oberdeut=Maußbergerische	w5_d652e14441
zwey	w7_d652e14444
ganze	w9_d652e14447
Lehen=häuser	w1_d652e14452
samt	w3_d652e14455
allen	w5_d652e14458
Ein	w7_d652e14461
und	w9_d652e14464
Zugehörungen,	w11_d652e14467
wie	w1_d652e14473
auch	w3_d652e14476
die	w5_d652e14479
22.	w7_d652e14482
Joch	w9_d652e14485
überländ=Aecker	w11_d652e14488
und	w13_d652e14492
übrige	w15_d652e14495
Effecten	w1_d652e14500
käuflichen	w3_d652e14503
an	w5_d652e14506
sich	w7_d652e14509
zubringen	w9_d652e14512
gesinnet	w11_d652e14515
seynd,	w1_d652e14520
ad	w3_d652e14523
tractandum	w5_d652e14526
&	w7_d652e14529
concludendum	w9_d652e14532
an	w11_d652e14535
ob	w13_d652e14539
bestimmten	w1_d652e14544
Tag,	w3_d652e14547
Stund	w5_d652e14550
und	w7_d652e14553
Ort,	w9_d652e14556
rutweder	w11_d652e14559
in	w13_d652e14563
persona,	w1_d652e14569
oder	w3_d652e14572
durch	w5_d652e14575
genugsam	w7_d652e14578
Bevollmächtigte	w9_d652e14581
sich	w11_d652e14584
</p>
<p id="p8_d652e14587">
unausbleiblich	w1_d652e14591
einzufinden,	w3_d652e14594
und	w5_d652e14597
anzumelden	w7_d652e14600
haben,	w9_d652e14603
wo	w1_d652e14608
sodann	w3_d652e14611
mit	w5_d652e14614
denen	w7_d652e14617
Meistbietenden	w9_d652e14620
der	w11_d652e14623
Herschaft	w13_d652e14627
anständigen	w1_d652e14632
Kauffern	w3_d652e14635
der	w5_d652e14638
Kauf	w7_d652e14641
geschlossen	w9_d652e14644
werden	w11_d652e14647
solle.	w1_d652e14653
</p>
<p id="p10_d652e14656">
Von	w1_d652e14660
der	w3_d652e14663
N.	w5_d652e14666
Oe.	w7_d652e14669
Regierung	w9_d652e14672
wegen,	w11_d652e14675
wird	w13_d652e14679
mit	w15_d652e14682
ge	w17_d652e14685
genwärtig	w1_d652e14690
offenem	w3_d652e14693
Edict	w5_d652e14696
jedermänniglich	w7_d652e14699
sowol	w9_d652e14702
An	w11_d652e14705
als	w1_d652e14710
Abwesenden,	w3_d652e14713
deme	w5_d652e14716
daran	w7_d652e14719
gelegen,	w9_d652e14722
kund	w11_d652e14725
und	w13_d652e14729
zu	w1_d652e14735
wissen	w3_d652e14738
gemacht:	w5_d652e14741
Es	w7_d652e14744
habe	w9_d652e14747
Regierung	w11_d652e14750
eine	w13_d652e14754
Noht	w15_d652e14757
durft	w1_d652e14762
zu	w3_d652e14765
seyn	w5_d652e14768
befunden,	w7_d652e14771
über	w9_d652e14774
der	w11_d652e14777
von	w13_d652e14781
hier	w15_d652e14784
Schul	w17_d652e14787
denhalber	w1_d652e14792
entwichenen	w3_d652e14795
Anna	w5_d652e14798
Maria	w7_d652e14801
Sattlerin,	w9_d652e14804
Tracteurin	w1_d652e14809
in	w3_d652e14812
dem	w5_d652e14815
allhiesigen	w7_d652e14818
Spanischen	w9_d652e14821
Spital	w11_d652e14824
ruckgebliebenes	w1_d652e14830
Vermögen	w3_d652e14833
einen	w5_d652e14836
ordentlichen	w7_d652e14839
Con	w9_d652e14842
curs	w1_d652e14847
anzuordnen,	w3_d652e14850
und	w5_d652e14853
desselben	w7_d652e14856
sammentliche	w9_d652e14859
so	w11_d652e14862
wol	w1_d652e14867
in	w3_d652e14870
als	w5_d652e14873
ausser	w7_d652e14876
Land	w9_d652e14879
befindliche	w11_d652e14882
Glaubigere	w13_d652e14886
zu	w15_d652e14889
Anmeld	w1_d652e14894
und	w3_d652e14897
Liquidirung	w5_d652e14900
ihrer	w7_d652e14903
an	w9_d652e14906
erst	w11_d652e14909
bemelte	w13_d652e14913
An	w15_d652e14916
na	w1_d652e14922
Maria	w3_d652e14925
Sattlerin	w5_d652e14928
zu	w7_d652e14931
stellen	w9_d652e14934
habender	w11_d652e14937
Sprüch,	w13_d652e14941
und	w1_d652e14946
Forderungen	w3_d652e14949
einzuberuffen,	w5_d652e14952
zu	w7_d652e14955
welchem	w9_d652e14958
En	w11_d652e14961
de	w1_d652e14966
denenselben	w3_d652e14969
der	w5_d652e14972
22.	w7_d652e14975
Monats	w9_d652e14978
May	w11_d652e14981
Nachmittag	w13_d652e14985
um	w1_d652e14990
4	w3_d652e14993
Uhr	w5_d652e14996
zur	w7_d652e14999
gewöhnlichen	w9_d652e15002
Tagsatzung	w11_d652e15005
für	w13_d652e15009
die	w15_d652e15012
erstandert	w1_d652e15018
und	w3_d652e15021
dritte,	w5_d652e15024
all=auch	w7_d652e15027
endliche	w9_d652e15030
Frist	w11_d652e15033
sub	w13_d652e15037
clausula	w1_d652e15042
præclusi	w3_d652e15045
anberaumet	w5_d652e15048
worden.	w7_d652e15051
Solchem	w9_d652e15054
nach	w1_d652e15059
werden	w3_d652e15062
all	w5_d652e15065
und	w7_d652e15068
jede,	w9_d652e15071
welche	w11_d652e15074
an	w13_d652e15078
gedachte	w15_d652e15081
An	w17_d652e15084
na	w1_d652e15089
Maria	w3_d652e15092
Sattlerin,	w5_d652e15095
Tracteurin	w7_d652e15098
i	w9_d652e15101
dem	w11_d652e15104
allhiesi	w13_d652e15108
gen	w1_d652e15114
Spanischen	w3_d652e15117
Spital	w5_d652e15120
ex	w7_d652e15123
quacunque	w9_d652e15126
causa	w11_d652e15129
vel-	w13_d652e15133
titulo	w1_d652e15138
Sprüch	w3_d652e15141
und	w5_d652e15144
Anforderungen	w7_d652e15147
haben,	w9_d652e15150
oder	w11_d652e15153
zu	w13_d652e15157
haben	w1_d652e15162
vermeinen,	w3_d652e15165
an	w5_d652e15168
obbestimmten	w7_d652e15171
Tag	w9_d652e15174
und	w11_d652e15177
Stund	w13_d652e15181
vor	w1_d652e15186
Regierung	w3_d652e15189
in	w5_d652e15192
der	w7_d652e15195
daselbst	w9_d652e15198
zu	w11_d652e15201
solchem	w13_d652e15205
Ende	w15_d652e15208
offen	w1_d652e15214
haltenden	w3_d652e15217
Commißions=stuben	w5_d652e15220
entweder	w7_d652e15223
selbst	w9_d652e15226
persönlich,	w1_d652e15231
oder	w3_d652e15234
durch	w5_d652e15237
hiezu	w7_d652e15240
genugsam	w9_d652e15243
gevollmäch	w11_d652e15246
tigte	w1_d652e15251
Gewalt=tragere	w3_d652e15254
alsogewiß	w5_d652e15257
zu	w7_d652e15260
erscheinen,	w9_d652e15263
und	w11_d652e15266
ihre	w1_d652e15271
an	w3_d652e15274
solche	w5_d652e15277
Cridä=massa	w7_d652e15280
habende	w9_d652e15283
Anforderun	w11_d652e15286
gen	w1_d652e15292
anzumelden,	w3_d652e15295
auch	w5_d652e15298
zu	w7_d652e15301
Herstellung	w9_d652e15304
des	w11_d652e15307
erforder	w13_d652e15311
lich=rechtlichen	w1_d652e15316
Beweistums	w3_d652e15319
ihre	w5_d652e15322
Schuld	w7_d652e15325
und	w9_d652e15328
Satz	w11_d652e15331
brief,	w1_d652e15336
oder	w3_d652e15339
ansonst	w5_d652e15342
habende	w7_d652e15345
Liquidations=urkunden,	w9_d652e15348
und	w1_d652e15353
rechtliche	w3_d652e15356
Beheilfe	w5_d652e15359
in	w7_d652e15362
beglaubten	w9_d652e15365
Abschriften	w11_d652e15368
einzulegen	w1_d652e15374
haben,	w3_d652e15377
wie	w5_d652e15380
im	w7_d652e15383
widrigen	w9_d652e15386
der	w11_d652e15389
Ausbleiben	w13_d652e15393
de	w1_d652e15398
von	w3_d652e15401
gegenwärtiger	w5_d652e15404
Concurs=massa	w7_d652e15407
gänzlich	w9_d652e15410
aus	w11_d652e15413
geschlossen	w1_d652e15418
seyn,	w3_d652e15421
und	w5_d652e15424
ihme	w7_d652e15427
diesfalls	w9_d652e15430
das	w11_d652e15433
ewige	w13_d652e15437
Still	w15_d652e15440
schweigen	w1_d652e15445
auferleget;	w3_d652e15448
der	w5_d652e15451
nicht	w7_d652e15454
Liquidirende	w9_d652e15457
aber	w11_d652e15460
in	w1_d652e15466
der	w3_d652e15469
künftigen	w5_d652e15472
Claßification	w7_d652e15475
mit	w9_d652e15478
seiner	w11_d652e15481
unerwie	w13_d652e15485
senen	w1_d652e15490
Anforderung	w3_d652e15493
abgewiesen	w5_d652e15496
werden	w7_d652e15499
sollen.	w9_d652e15502
Wornach	w1_d652e15507
sich	w3_d652e15510
ein	w5_d652e15513
jeder	w7_d652e15516
zu	w9_d652e15519
richten,	w11_d652e15522
und	w13_d652e15526
vor	w15_d652e15529
Scha	w17_d652e15532
den	w1_d652e15537
zu	w3_d652e15540
hüten	w5_d652e15543
wissen	w7_d652e15546
wird.	w9_d652e15549
</p>
<p id="p12_d652e15553">
Zu	w1_d652e15557
Enzerstorf	w3_d652e15560
bey	w5_d652e15563
Brunn	w7_d652e15566
unterm	w9_d652e15569
Gebürg	w11_d652e15572
ist	w13_d652e15576
unweit	w1_d652e15581
deren	w3_d652e15584
WW.	w5_d652e15587
EE.	w7_d652e15590
PP.	w9_d652e15593
Franciscanern	w11_d652e15596
ein	w13_d652e15600
groß	w1_d652e15605
wol=erbautes	w3_d652e15608
Hans	w5_d652e15611
mit	w7_d652e15614
7.	w9_d652e15617
Zimmern,	w11_d652e15620
einer	w13_d652e15624
schönen	w1_d652e15630
Kuchel,	w3_d652e15633
Stallung	w5_d652e15636
auf	w7_d652e15639
8.	w9_d652e15642
Pferd,	w11_d652e15645
Heu=boden,	w13_d652e15649
2.	w1_d652e15654
Wagen=schupfen,	w3_d652e15657
nebst	w5_d652e15660
eines	w7_d652e15663
Kuchel	w9_d652e15666
und	w11_d652e15669
Obst	w13_d652e15673
garten	w1_d652e15678
diesen	w3_d652e15681
Sommer,	w5_d652e15684
oder	w7_d652e15687
Jahrs=weis	w9_d652e15690
alltäglich	w11_d652e15693
zu	w1_d652e15698
verlassen,	w3_d652e15701
wer	w5_d652e15704
sich	w7_d652e15707
dessen	w9_d652e15710
weiters	w11_d652e15713
erkundigen	w13_d652e15717
will,	w1_d652e15723
hat	w3_d652e15726
sich	w5_d652e15729
auf	w7_d652e15732
dem	w9_d652e15735
Stock	w11_d652e15738
am	w13_d652e15742
Eisen=platz	w15_d652e15745
in	w17_d652e15748
dem	w1_d652e15753
Kaufmanns=gewölb	w3_d652e15756
zur	w5_d652e15759
silbernen	w7_d652e15762
Waag	w9_d652e15765
an	w11_d652e15768
zumelden.	w1_d652e15773
</p>
<p id="p14_d652e15776">
Es	w1_d652e15780
ist	w3_d652e15783
bey	w5_d652e15786
dem	w7_d652e15789
blauen	w9_d652e15792
Wolfen	w11_d652e15795
im	w13_d652e15799
Fisch	w15_d652e15802
hof	w17_d652e15805
ein	w19_d652e15808
guter	w1_d652e15813
Kürschen=geist	w3_d652e15816
die	w5_d652e15819
Maß	w7_d652e15822
pr.	w9_d652e15825
1.	w11_d652e15828
fl.	w13_d652e15832
6.	w15_d652e15835
kr.	w17_d652e15838
wie	w19_d652e15841
</p>
<p id="p20_d652e15854">
auch	w1_d652e15858
Ulmer=gersten	w3_d652e15861
das	w5_d652e15864
Pfund	w7_d652e15867
pr.	w9_d652e15870
15.	w11_d652e15873
kr.	w13_d652e15877
und	w15_d652e15880
deto	w17_d652e15883
Zwibach	w1_d652e15888
das	w3_d652e15891
Pfund	w5_d652e15894
pr.	w7_d652e15897
24.	w9_d652e15900
kr.	w11_d652e15903
alltäglich	w13_d652e15907
zu	w15_d652e15910
bekom	w17_d652e15913
men.	w1_d652e15918
m	w1_d652e15924
</p>
<p id="p22_d652e15927">
Den	w1_d652e15931
6.	w3_d652e15934
May	w5_d652e15937
Vormittag	w7_d652e15940
von	w9_d652e15943
9.	w11_d652e15946
bis	w13_d652e15950
12.	w15_d652e15953
und	w17_d652e15956
Nachmittag	w1_d652e15961
von	w3_d652e15964
3.	w5_d652e15967
bis	w7_d652e15970
6.	w9_d652e15973
Uhr	w11_d652e15976
werden	w13_d652e15980
in	w15_d652e15983
dem	w17_d652e15986
Regenspurger=hof	w1_d652e15991
im	w3_d652e15994
3ten	w5_d652e15997
Stock	w7_d652e16000
verschiedene	w9_d652e16003
in	w11_d652e16006
Gold,	w1_d652e16012
Silber,	w3_d652e16015
Manns=kleidern,	w5_d652e16018
Weiß	w7_d652e16021
zeug,	w9_d652e16024
Mah	w11_d652e16027
lereyen,	w1_d652e16032
Porcellain,	w3_d652e16035
Spiegeln,	w5_d652e16038
Bether,	w7_d652e16041
Kasten,	w9_d652e16044
Uhren,	w1_d652e16049
und	w3_d652e16052
andern	w5_d652e16055
Zimmer=Mobilieu	w7_d652e16058
bestehende	w9_d652e16061
Verlassenschafts=effecten	w1_d652e16066
licitaudo	w3_d652e16069
verkauffet	w5_d652e16072
wer	w7_d652e16075
den.	w1_d652e16081
</p>
<p id="p24_d652e16085">
Es	w1_d652e16089
ist	w3_d652e16092
das	w5_d652e16095
auf	w7_d652e16098
dem	w9_d652e16101
Hof	w11_d652e16104
zum	w13_d652e16108
silbernen	w15_d652e16111
Stern	w17_d652e16114
sogenannte	w1_d652e16119
Barbierische	w3_d652e16122
Haus	w5_d652e16125
alltäglich	w7_d652e16128
zu	w9_d652e16131
verkauf	w11_d652e16134
fen,	w1_d652e16139
oder	w3_d652e16142
auch	w5_d652e16145
in	w7_d652e16148
Bestand	w9_d652e16151
zu	w11_d652e16154
verlassen;	w13_d652e16158
diejenige,	w15_d652e16161
so	w1_d652e16167
darzu	w3_d652e16170
Belieben	w5_d652e16173
tragen,	w7_d652e16176
können	w9_d652e16179
sich	w11_d652e16182
auf	w13_d652e16186
dem	w15_d652e16189
Kohlmarkt	w1_d652e16194
bey	w3_d652e16197
dem	w5_d652e16200
goldenen	w7_d652e16203
Brunn	w9_d652e16206
im	w11_d652e16209
Gewölb	w13_d652e16213
umelden.	w1_d652e16218
</p>
<p id="p26_d652e16221">
Von	w1_d652e16225
N.	w3_d652e16228
Stadt	w5_d652e16231
richter	w7_d652e16234
und	w9_d652e16237
Raht	w11_d652e16240
der	w13_d652e16244
Kaiserl.	w15_d652e16247
Königl.	w1_d652e16252
und	w3_d652e16255
Landes=fürstl.	w5_d652e16258
Stadt	w7_d652e16261
Baden	w9_d652e16264
thuen	w11_d652e16267
hie	w13_d652e16271
mit	w1_d652e16276
jedermänniglich	w3_d652e16279
kund	w5_d652e16282
und	w7_d652e16285
zu	w9_d652e16288
wissen:	w11_d652e16291
was	w13_d652e16295
massen	w1_d652e16301
der	w3_d652e16304
von	w5_d652e16307
Dietmannstorsische	w7_d652e16310
Hr.	w9_d652e16313
Mrndata-	w11_d652e16316
rius	w1_d652e16321
und	w3_d652e16324
Gerhüb	w5_d652e16327
contra	w7_d652e16330
den	w9_d652e16333
Millöggischen	w11_d652e16336
Cura-	w13_d652e16340
torem	w1_d652e16345
ad	w3_d652e16348
lites	w5_d652e16351
bey	w7_d652e16354
dem	w9_d652e16357
Löbl.	w11_d652e16360
Stadt	w13_d652e16364
Badnerischen	w15_d652e16367
Judicio	w1_d652e16372
Deleg.	w3_d652e16375
eine	w5_d652e16378
nochmalige	w7_d652e16381
Licitationstag	w9_d652e16384
satzung	w1_d652e16390
und	w3_d652e16393
die	w5_d652e16396
Ausfertigung	w7_d652e16399
deren	w9_d652e16402
gewöhnlichen	w11_d652e16405
Licitations=edicten	w1_d652e16410
bewürket	w3_d652e16413
habe,	w5_d652e16416
weilen	w7_d652e16419
nun	w9_d652e16422
von	w11_d652e16425
eist	w1_d652e16430
wolgedachtem	w3_d652e16433
Judicio	w5_d652e16436
Deleg.	w7_d652e16439
diesem	w9_d652e16442
Petito	w11_d652e16445
de-	w13_d652e16449
litiret	w1_d652e16454
werden,	w3_d652e16457
als	w5_d652e16460
wird	w7_d652e16463
hiemit	w9_d652e16466
ein	w11_d652e16469
nochmalige	w13_d652e16473
Haus	w1_d652e16479
licitations	w3_d652e16482
tagsatzung	w5_d652e16485
auf	w7_d652e16488
den	w9_d652e16491
12.	w11_d652e16494
Monats	w13_d652e16498
May	w1_d652e16503
a.	w3_d652e16506
8.	w5_d652e16509
hiemit	w7_d652e16512
bestemmet,	w9_d652e16515
wer	w11_d652e16518
nun	w13_d652e16522
Lußhut	w15_d652e16525
dieses	w1_d652e16530
nächst	w3_d652e16533
dem	w5_d652e16536
Herzog	w7_d652e16539
bad	w9_d652e16542
sinnirte	w11_d652e16545
Millöggische	w13_d652e16549
Haus	w1_d652e16554
käufl.	w3_d652e16557
an	w5_d652e16560
sich	w7_d652e16563
zu	w9_d652e16566
bringen,	w11_d652e16569
dieser	w13_d652e16573
hat	w15_d652e16576
an	w17_d652e16579
ob	w19_d652e16582
berührten	w1_d652e16588
Tag	w3_d652e16591
auf	w5_d652e16594
allhiesigem	w7_d652e16597
Raht=haus	w9_d652e16600
Vormit	w11_d652e16603
tag	w1_d652e16608
um	w3_d652e16611
9.	w5_d652e16614
Uhr	w7_d652e16617
entweder	w9_d652e16620
selbst,	w11_d652e16623
oder	w13_d652e16627
durch	w15_d652e16630
einen	w17_d652e16633
Mandatarium	w1_d652e16638
zu	w3_d652e16641
erscheinen,	w5_d652e16644
und	w7_d652e16647
sich	w9_d652e16650
bey	w11_d652e16653
dem	w13_d652e16657
Raht	w15_d652e16660
anmelden	w1_d652e16665
zu	w3_d652e16668
lassen.	w5_d652e16671
</p>
<p id="p28_d652e16674">
Von	w1_d652e16678
des	w3_d652e16681
Grund=buchs	w5_d652e16684
der	w7_d652e16687
Heiligtums	w9_d652e16690
Custodiæ	w11_d652e16693
ad	w1_d652e16698
S.	w3_d652e16701
Stephanum	w5_d652e16704
in	w7_d652e16707
Wien	w9_d652e16710
wegen,	w11_d652e16713
wird	w13_d652e16717
hiemit	w15_d652e16720
je	w17_d652e16723
dermänniglich	w1_d652e16728
zu	w3_d652e16731
vernehmen	w5_d652e16734
gegeben:	w7_d652e16737
Es	w9_d652e16740
seye	w11_d652e16743
auf	w1_d652e16749
Hrn.	w3_d652e16752
Sebastian	w5_d652e16755
Krodels,	w7_d652e16758
K.	w9_d652e16761
K.	w11_d652e16764
Argierens	w13_d652e16768
wi	w15_d652e16771
der	w1_d652e16776
Mathiam	w3_d652e16779
Burgermeister,	w5_d652e16782
und	w7_d652e16785
Rosaliam	w9_d652e16788
dessen	w11_d652e16791
Ehewürtin	w1_d652e16796
eingereichtes	w3_d652e16799
Anbringen,	w5_d652e16802
wegen	w7_d652e16805
des	w9_d652e16808
an	w11_d652e16811
ginem	w1_d652e16816
geklagt=schuldigen	w3_d652e16819
Satz=capital	w5_d652e16822
pr.	w7_d652e16825
400.	w9_d652e16828
fl.	w11_d652e16831
über	w1_d652e16837
à	w3_d652e16840
Conro	w5_d652e16843
bezahlte	w7_d652e16846
229.	w9_d652e16849
fl.	w11_d652e16852
noch	w13_d652e16856
haftenden	w15_d652e16859
Rest	w17_d652e16862
una	w1_d652e16867
cum	w3_d652e16870
eo	w5_d652e16873
quod	w7_d652e16876
interest	w9_d652e16879
zu	w11_d652e16882
Licitirung	w13_d652e16886
der	w15_d652e16889
ihme	w17_d652e16892
verhypotbecirten	w1_d652e16897
Burgermeisterischen	w3_d652e16900
Behausung	w5_d652e16903
und	w1_d652e16908
Zugehör	w3_d652e16911
zu	w5_d652e16914
Jnzerstorf	w7_d652e16917
über	w9_d652e16920
die	w11_d652e16923
bereits	w13_d652e16927
ange	w15_d652e16930
ordnet	w1_d652e16936
gewest=wegen	w3_d652e16939
nicht	w5_d652e16942
vorgekommener	w7_d652e16945
Kauffer	w9_d652e16948
aber	w1_d652e16953
fruchtlos	w3_d652e16956
verstrichene	w5_d652e16959
Tagsatzung	w7_d652e16962
eine	w9_d652e16965
ander	w11_d652e16968
weitige	w1_d652e16973
verwilliget,	w3_d652e16976
und	w5_d652e16979
hierzu	w7_d652e16982
der	w9_d652e16985
14.	w11_d652e16988
Monats	w13_d652e16992
May	w1_d652e16997
fruh	w3_d652e17000
um	w5_d652e17003
9.	w7_d652e17006
Uhr	w9_d652e17009
in	w11_d652e17012
der	w13_d652e17016
Grund=buchs=canzley	w15_d652e17019
im	w1_d652e17025
sogenannten	w3_d652e17028
Zwettel=hof	w5_d652e17031
nächst	w7_d652e17034
St.	w9_d652e17037
Stephan	w11_d652e17040
zu	w1_d652e17045
erscheinen	w3_d652e17048
bestimmet	w5_d652e17051
worden.	w7_d652e17054
Welchemnach	w9_d652e17057
diejenige,	w1_d652e17062
so	w3_d652e17065
ermelt	w5_d652e17068
Burgermeisterische	w7_d652e17071
Behausung	w9_d652e17074
und	w1_d652e17079
Zugehör	w3_d652e17082
zu	w5_d652e17085
Jnzerstorf	w7_d652e17088
käufl.	w9_d652e17091
an	w11_d652e17094
sich	w13_d652e17098
zu	w15_d652e17101
brin	w17_d652e17104
gen	w1_d652e17110
verhabens,	w3_d652e17113
sich	w5_d652e17116
an	w7_d652e17119
gedachtem	w9_d652e17122
Tag,	w11_d652e17125
Stund,	w13_d652e17129
</p>
<p id="p30_d652e17132">
und	w1_d652e17136
Ort	w3_d652e17139
entweder	w5_d652e17142
selbst,	w7_d652e17145
oder	w9_d652e17148
durch	w11_d652e17151
einen	w13_d652e17155
hinläng	w15_d652e17158
lich	w1_d652e17163
Bevollwächtigten	w3_d652e17166
Gewalt=trager	w5_d652e17169
zu	w7_d652e17172
melden	w9_d652e17175
haben	w1_d652e17180
werden,	w3_d652e17183
rmayen	w5_d652e17186
hierumen	w7_d652e17189
mit	w9_d652e17192
dem	w11_d652e17195
Meistbietenden	w1_d652e17201
der	w3_d652e17204
Kauf	w5_d652e17207
geschlossen,	w7_d652e17210
und	w9_d652e17213
das	w11_d652e17216
erfor	w13_d652e17220
derliche	w1_d652e17225
in	w3_d652e17228
Sachen	w5_d652e17231
rechtlicher	w7_d652e17234
Ordnung	w9_d652e17237
nach	w11_d652e17240
für	w13_d652e17244
gekehret	w1_d652e17249
werden	w3_d652e17252
solle.	w5_d652e17255
</p>
<p id="p32_d652e17258">
Auf	w1_d652e17262
Gerichtl.	w3_d652e17265
Verordnung	w5_d652e17268
eines	w7_d652e17271
Lößl.	w9_d652e17274
Stadt	w11_d652e17277
magistrats	w1_d652e17282
allhier	w3_d652e17285
wird	w5_d652e17288
den	w7_d652e17291
7.	w9_d652e17294
May	w11_d652e17297
fruhe	w13_d652e17301
um	w15_d652e17304
9.	w17_d652e17307
Uhr	w1_d652e17312
die	w3_d652e17315
Catharina	w5_d652e17318
Dopplerische	w7_d652e17321
im	w9_d652e17324
alten	w11_d652e17327
Lerchen	w13_d652e17331
feld	w1_d652e17337
liegende	w3_d652e17340
Behausung	w5_d652e17343
auf	w7_d652e17346
einem	w9_d652e17349
allhiesigen	w11_d652e17352
Raht	w13_d652e17356
haus	w1_d652e17361
plus	w3_d652e17364
offerenti	w5_d652e17367
&	w7_d652e17370
solventi	w9_d652e17373
licitando	w11_d652e17376
verkauf	w13_d652e17380
fit	w1_d652e17385
werden.	w3_d652e17388
</p>
<p id="p34_d652e17391">
Den	w1_d652e17395
3.	w3_d652e17398
May	w5_d652e17401
werden	w7_d652e17404
in	w9_d652e17407
dem	w11_d652e17410
Götzenbeckischen	w13_d652e17414
Haus	w1_d652e17419
in	w3_d652e17422
dem	w5_d652e17425
tiefen	w7_d652e17428
Graben	w9_d652e17431
von	w11_d652e17434
dem	w13_d652e17438
Rumor	w15_d652e17441
haus	w1_d652e17446
gegen	w3_d652e17449
über	w5_d652e17452
im	w7_d652e17455
zweyten	w9_d652e17458
Stock,	w11_d652e17461
frühe	w13_d652e17465
von	w15_d652e17468
9.	w17_d652e17471
bis	w1_d652e17477
12.	w3_d652e17480
Nachmittag	w5_d652e17483
aber	w7_d652e17486
von	w9_d652e17489
