<doc id="wr_1763-06-11" attrs="word" year="1763" month="06" day="11" corpus="2">
<head id="h2_d765e3120">
Belle=isle	w1_d765e3124
der	w7_d765e13961
neue	w9_d765e13964
unterm	w11_d765e13967
30.	w13_d765e13971
Mär	w15_d765e13974
zen	w1_d765e13979
gemachte	w3_d765e13982
Auschlag	w5_d765e13985
auf	w7_d765e13988
Cacao,	w9_d765e13991
Chocolade	w11_d765e13994
und	w13_d765e13998
</p>
<p id="p10_d765e14011">
Thee	w1_d765e14015
ber	w3_d765e14018
hiesigen	w5_d765e14021
Armen=leuth=cassat	w7_d765e14024
zugewied	w9_d765e14027
met	w1_d765e14032
sey;	w3_d765e14035
als	w5_d765e14038
wird	w7_d765e14041
dem	w9_d765e14044
Publico	w11_d765e14047
hiermit	w13_d765e14051
bekannt	w15_d765e14054
gemacht,	w1_d765e14059
daß	w3_d765e14062
sothaner	w5_d765e14065
Aufschlag	w7_d765e14068
nicht	w9_d765e14071
dahin,	w11_d765e14074
son	w13_d765e14078
dern	w1_d765e14084
für	w3_d765e14087
das	w5_d765e14090
allerhöchste	w7_d765e14093
Ærarium	w9_d765e14096
lediglich	w11_d765e14099
bestim	w13_d765e14103
met,	w1_d765e14108
und	w3_d765e14111
die	w5_d765e14114
in	w7_d765e14117
dem	w9_d765e14120
Patent	w11_d765e14123
enthaltene	w13_d765e14127
Formalia:	w15_d765e14130
Welcher	w1_d765e14135
zu	w3_d765e14138
Wien	w5_d765e14141
und	w7_d765e14144
Grätz	w9_d765e14147
zu	w11_d765e14150
Unter	w13_d765e14154
haltung	w1_d765e14159
deren	w3_d765e14162
Armen	w5_d765e14165
gewiedmet	w7_d765e14168
ist,	w9_d765e14171
da	w11_d765e14174
selbst	w1_d765e14180
auch	w3_d765e14183
in	w5_d765e14186
Hinkunft	w7_d765e14189
zu	w9_d765e14192
verwenden	w11_d765e14195
seyn	w13_d765e14199
wird,	w1_d765e14204
nur	w3_d765e14207
eine	w5_d765e14210
Bestätigung	w7_d765e14213
der	w9_d765e14216
schon	w11_d765e14219
vor	w13_d765e14223
lan	w15_d765e14226
gen	w1_d765e14231
Jahren	w3_d765e14234
aus	w5_d765e14237
allerhöchster	w7_d765e14240
Milde	w9_d765e14243
der	w11_d765e14246
Cassæ	w13_d765e14250
pau-	w15_d765e14253
perum	w1_d765e14258
zugedacht,	w3_d765e14261
und	w5_d765e14264
in	w7_d765e14267
der	w9_d765e14270
alljährlichen	w11_d765e14273
von	w13_d765e14277
der	w15_d765e14280
Almosen=congregation	w1_d765e14286
herausgegebenen	w3_d765e14289
Auswei	w5_d765e14292
sung	w1_d765e14297
über	w3_d765e14300
den	w5_d765e14303
Empfang	w7_d765e14306
und	w9_d765e14309
Ausgab	w11_d765e14312
unter	w13_d765e14316
der	w15_d765e14319
Rubrique	w1_d765e14324
des	w3_d765e14327
allschon	w5_d765e14330
im	w7_d765e14333
Jahr	w9_d765e14336
1739.	w11_d765e14339
zum	w13_d765e14343
Be	w15_d765e14346
huf	w1_d765e14351
deren	w3_d765e14354
Armen	w5_d765e14357
bewilligten	w7_d765e14360
ganz	w9_d765e14363
geringen	w11_d765e14366
Thee	w13_d765e14370
Caffee	w1_d765e14376
und	w3_d765e14379
Cacao=aufschlags	w5_d765e14382
enthaltenen	w7_d765e14385
Abga	w9_d765e14388
be	w1_d765e14393
seye.	w3_d765e14396
Wien	w5_d765e14399
den	w7_d765e14402
16.	w9_d765e14405
May	w11_d765e14408
1763.	w13_d765e14412
</p>
<list id="l12_d765e14416">
Mentag	w1_d765e14420
als	w3_d765e14423
den	w5_d765e14426
15.	w7_d765e14429
dieß	w9_d765e14432
werden	w11_d765e14435
auf	w13_d765e14439
Verord	w15_d765e14442
</list>
<p id="p14_d765e14446">
Mentag	w1_d765e14450
als	w3_d765e14453
den	w5_d765e14456
15.	w7_d765e14459
dieß	w9_d765e14462
werden	w11_d765e14465
auf	w13_d765e14469
Verord	w15_d765e14472
nung	w1_d765e14477
einer	w3_d765e14480
Hochlöbl,	w5_d765e14483
Kais.	w7_d765e14486
Kön.	w9_d765e14489
N.	w11_d765e14492
Oe.	w13_d765e14496
Regie	w15_d765e14499
rung	w1_d765e14504
des	w3_d765e14507
Nachmittags	w5_d765e14510
von	w7_d765e14513
4.	w9_d765e14516
bis	w11_d765e14519
längstens	w13_d765e14523
5.	w15_d765e14526
Uhr	w17_d765e14529
in	w1_d765e14535
dem	w3_d765e14538
Scheiblauerischen	w5_d765e14541
Garten	w7_d765e14544
in	w9_d765e14547
der	w11_d765e14550
Alster	w13_d765e14554
gas	w15_d765e14557
sen	w1_d765e14562
4.	w3_d765e14565
Pferde	w5_d765e14568
als	w7_d765e14571
ein	w9_d765e14574
Jagd=zug,	w11_d765e14577
nebst	w13_d765e14581
einem	w15_d765e14584
2si	w17_d765e14587
tzigen	w1_d765e14592
Reise=wagen	w3_d765e14595
licitando	w5_d765e14598
dem	w7_d765e14601
Meistbietenden	w9_d765e14604
verkaufet	w1_d765e14609
werden.	w3_d765e14612
</p>
<p id="p16_d765e14615">
Es	w1_d765e14619
ist	w3_d765e14622
zu	w5_d765e14625
Meydling	w7_d765e14628
nahe	w9_d765e14631
bey	w11_d765e14634
Schönbrunn	w13_d765e14638
ein	w15_d765e14641
wolgebautes	w1_d765e14646
Haus	w3_d765e14649
mit	w5_d765e14652
7.	w7_d765e14655
Zimmern	w9_d765e14658
im	w11_d765e14661
ersten	w13_d765e14665
Stock	w15_d765e14668
2.	w1_d765e14673
ausgeschalten	w3_d765e14676
Dach=zimmern,	w5_d765e14679
3.	w7_d765e14682
Zimmer	w9_d765e14685
zu	w11_d765e14688
ebe	w13_d765e14692
ner	w1_d765e14698
Erde,	w3_d765e14701
einer	w5_d765e14704
Gelegenheit	w7_d765e14707
für	w9_d765e14710
den	w11_d765e14713
Gartner,	w13_d765e14717
und	w15_d765e14720
saubern	w1_d765e14725
Haus=capellen,	w3_d765e14728
grossen	w5_d765e14731
Kuchel,	w7_d765e14734
Preßge	w9_d765e14737
wölb	w1_d765e14742
und	w3_d765e14745
gefüllter	w5_d765e14748
Eis=gruben,	w7_d765e14751
grossen	w9_d765e14754
Keller,	w11_d765e14757
Stallung	w1_d765e14762
auf	w3_d765e14765
6.	w5_d765e14768
Pferd,	w7_d765e14771
Kühe=stall,	w9_d765e14774
grossen	w11_d765e14777
Schu	w13_d765e14781
pen	w1_d765e14787
und	w3_d765e14790
Heu=boden,	w5_d765e14793
einen	w7_d765e14796
grossen	w9_d765e14799
Zierobst	w11_d765e14802
und	w13_d765e14806
Kuchel=garten,	w1_d765e14811
nebst	w3_d765e14814
Orangerie	w5_d765e14817
und	w7_d765e14820
Glas=haus	w9_d765e14823
in	w1_d765e14828
allen	w3_d765e14831
wol	w5_d765e14834
mobilirter,	w7_d765e14837
mit	w9_d765e14840
Behtern,	w11_d765e14843
Kästen,	w13_d765e14847
Tisch,	w1_d765e14852
Sesseln	w3_d765e14855
und	w5_d765e14858
Spiegeln,	w7_d765e14861
Porcelan,	w9_d765e14864
Kupfer	w11_d765e14867
Zinn	w1_d765e14873
und	w3_d765e14876
Kuchel=geschirr	w5_d765e14879
wol	w7_d765e14882
versehen,	w9_d765e14885
nebst	w11_d765e14888
ei	w13_d765e14892
nem	w1_d765e14897
Billard,	w3_d765e14900
auch	w5_d765e14903
meistentheils	w7_d765e14906
alles	w9_d765e14909
neu	w11_d765e14912
und	w13_d765e14916
schön	w15_d765e14919
gemahlen,	w1_d765e14924
um	w3_d765e14927
billigen	w5_d765e14930
Preiß	w7_d765e14933
zu	w9_d765e14936
verkaufen,	w11_d765e14939
wer	w13_d765e14943
sol	w15_d765e14946
ches	w1_d765e14951
an	w3_d765e14954
sich	w5_d765e14957
bringen	w7_d765e14960
will,	w9_d765e14963
kan	w11_d765e14966
sich	w13_d765e14970
auf	w15_d765e14973
dem	w17_d765e14976
Lug	w19_d765e14979
eck	w21_d765e14982
in	w1_d765e14988
dem	w3_d765e14991
vorhin	w5_d765e14994
Kirchstetterischen,	w7_d765e14997
nunmehro	w9_d765e15000
Wein	w11_d765e15003
brennerischen	w1_d765e15008
Haus	w3_d765e15011
im	w5_d765e15014
3ten	w7_d765e15017
Stock	w9_d765e15020
anmelden,	w11_d765e15023
wo	w13_d765e15027
man	w1_d765e15032
jemand	w3_d765e15035
mit	w5_d765e15038
hinaus	w7_d765e15041
schicken	w9_d765e15044
wird,	w11_d765e15047
um	w13_d765e15051
die	w15_d765e15054
gesperrte	w1_d765e15059
Zimmer	w3_d765e15062
und	w5_d765e15065
Einrichtung	w7_d765e15068
sehen	w9_d765e15071
zu	w11_d765e15074
lassen.	w13_d765e15078
</p>
<list id="l18_d765e15081">
Bey	w1_d765e15085
dem	w3_d765e15088
Buchhändler	w5_d765e15091
Johann	w7_d765e15094
Paul	w9_d765e15097
Krau	w11_d765e15100
</list>
<list id="l20_d765e15104">
Bey	w1_d765e15108
dem	w3_d765e15111
Buchhändler	w5_d765e15114
Johann	w7_d765e15117
Paul	w9_d765e15120
Krau	w11_d765e15123
nächst	w1_d765e15128
der	w3_d765e15131
K.	w5_d765e15134
K.	w7_d765e15137
Burg,	w9_d765e15140
dem	w11_d765e15143
neuen	w13_d765e15147
Comödienhaus	w15_d765e15150
gegen	w1_d765e15155
über	w3_d765e15158
ist	w5_d765e15161
zu	w7_d765e15164
haben:	w9_d765e15167
Wichtige	w1_d765e15173
Frage,	w3_d765e15176
wie	w5_d765e15179
soll	w7_d765e15182
man	w9_d765e15185
Kinder,	w11_d765e15188
von	w13_d765e15192
ih	w15_d765e15195
rer	w1_d765e15200
Geburts=stunde	w3_d765e15203
an,	w5_d765e15206
bis	w7_d765e15209
zu	w9_d765e15212
einem	w11_d765e15215
mannbaren	w13_d765e15219
Alter	w1_d765e15224
der	w3_d765e15227
Natur	w5_d765e15230
nach	w7_d765e15233
erziehen,	w9_d765e15236
daß	w11_d765e15239
sie	w13_d765e15243
gesund	w15_d765e15246
bleiben,	w1_d765e15251
groß	w3_d765e15254
und	w5_d765e15257
stark	w7_d765e15260
werden,	w9_d765e15263
und	w11_d765e15266
ein	w13_d765e15270
langes	w15_d765e15273
Leben	w1_d765e15279
haben	w3_d765e15282
können?	w5_d765e15285
8vo	w7_d765e15288
Straßb.	w9_d765e15291
1763.	w11_d765e15294
36.	w13_d765e15298
kr.	w15_d765e15301
Le	w1_d765e15306
Secretaire	w3_d765e15309
du	w5_d765e15312
Cabinet	w7_d765e15315
&	w9_d765e15318
celui	w11_d765e15321
des	w13_d765e15325
Nego-	w15_d765e15328
gians,	w1_d765e15333
imprimé	w3_d765e15336
ensemble	w5_d765e15339
dans	w7_d765e15342
un	w9_d765e15345
Volume	w11_d765e15348
en	w13_d765e15352
faveur	w1_d765e15357
des	w3_d765e15360
Commencans,	w5_d765e15363
8voFrankf.	w7_d765e15366
1763.	w9_d765e15369
51.	w11_d765e15372
kr.	w13_d765e15376
</list>
<list id="l22_d765e15380">
Meletaon	w1_d765e15384
wolangerichtete	w3_d765e15387
und	w5_d765e15390
neu	w7_d765e15393
erfundene	w9_d765e15396
Tugend=schul,	w1_d765e15401
in	w3_d765e15404
welcher	w5_d765e15407
sowol	w7_d765e15410
junge	w9_d765e15413
Leute,	w11_d765e15416
als	w13_d765e15420
erwachsene	w1_d765e15425
Personen	w3_d765e15428
zu	w5_d765e15431
ihrer	w7_d765e15434
Gemüths=ergötzung	w9_d765e15437
anmuthige	w1_d765e15443
Historien	w3_d765e15446
vorgetragen	w5_d765e15449
werden,	w7_d765e15452
2.	w9_d765e15455
Thei	w11_d765e15458
le,	w1_d765e15463
8vo	w3_d765e15466
Breßlau	w5_d765e15469
1.	w7_d765e15472
fl.	w9_d765e15475
Der	w1_d765e15480
sorgfältige,	w3_d765e15483
neu	w5_d765e15486
vermehrte	w7_d765e15489
Haus	w9_d765e15492
und	w11_d765e15495
Wirthschafts=verwalter,	w1_d765e15500
welcher	w3_d765e15503
durchs	w5_d765e15506
ganze	w7_d765e15509
Jahr	w1_d765e15515
zeiget,	w3_d765e15518
was	w5_d765e15521
sowol	w7_d765e15524
in	w9_d765e15527
Wirthschaftsrech	w11_d765e15530
nungen	w1_d765e15535
als	w3_d765e15538
auch	w5_d765e15541
Acker=bau,	w7_d765e15544
Vieh=zucht	w9_d765e15547
Gärtne	w11_d765e15550
rey,	w1_d765e15555
zu	w3_d765e15558
beobachten,	w5_d765e15561
nebst	w7_d765e15564
einem	w9_d765e15567
ViehRoß	w11_d765e15570
und	w13_d765e15574
Arzeney=buche,	w1_d765e15579
4to	w3_d765e15582
Breßlau	w5_d765e15585
1.	w7_d765e15588
fl.	w9_d765e15591
45.	w11_d765e15594
kr.	w13_d765e15598
Beschreibung	w1_d765e15604
derer	w3_d765e15607
berühmten	w5_d765e15610
dreyen	w7_d765e15613
Gefund	w9_d765e15616
heits=bädern	w1_d765e15621
in	w3_d765e15624
dem	w5_d765e15627
Erzherzogthum	w7_d765e15630
Oesterreich	w9_d765e15633
unter	w1_d765e15638
der	w3_d765e15641
Enns,	w5_d765e15644
als	w7_d765e15647
Baaden,	w9_d765e15650
Teutsch=Altenburg	w11_d765e15653
und	w1_d765e15658
Pyrenwarth,	w3_d765e15661
8vo	w5_d765e15664
Wien,	w7_d765e15667
geb.	w9_d765e15670
24.	w11_d765e15673
kr.	w13_d765e15677
Hastfers,	w1_d765e15683
Friedr.	w3_d765e15686
Wilhelm,	w5_d765e15689
Goldgrube	w7_d765e15692
eines	w9_d765e15695
Landes	w1_d765e15700
in	w3_d765e15703
der	w5_d765e15706
Verbesserung	w7_d765e15709
der	w9_d765e15712
Schaafs=zucht,	w11_d765e15715
nebst	w1_d765e15720
einem	w3_d765e15723
zuverläßigen	w5_d765e15726
Mittel	w7_d765e15729
und	w9_d765e15732
Raht	w11_d765e15735
gegen	w13_d765e15739
die	w1_d765e15744
Schaafs=pocken,	w3_d765e15747
8vo	w5_d765e15750
Leipz.	w7_d765e15753
geb.	w9_d765e15756
24.	w11_d765e15759
kr.	w13_d765e15763
</list>
<list id="l24_d765e15768">
Bey	w1_d765e15772
Friedrich	w3_d765e15775
Bernhardi	w5_d765e15778
auf	w7_d765e15781
dem	w9_d765e15784
obern	w11_d765e15787
Jesui	w13_d765e15791
</list>
<list id="l26_d765e15795">
Bey	w1_d765e15799
Friedrich	w3_d765e15802
Bernhardi	w5_d765e15805
auf	w7_d765e15808
dem	w9_d765e15811
obern	w11_d765e15814
Jesui	w13_d765e15818
ter=plätzl	w1_d765e15823
am	w3_d765e15826
Eck,	w5_d765e15829
dem	w7_d765e15832
gräfl.	w9_d765e15835
Collaltischen	w11_d765e15838
Haus	w13_d765e15842
gegen	w1_d765e15847
über	w3_d765e15850
sind	w5_d765e15853
unter	w7_d765e15856
andern	w9_d765e15859
nachfolgende	w11_d765e15862
Bü	w13_d765e15866
cher	w1_d765e15872
um	w3_d765e15875
beygesetzten	w5_d765e15878
Preis	w7_d765e15881
zu	w9_d765e15884
haben:	w11_d765e15887
Efprir	w1_d765e15892
des	w3_d765e15895
Loix	w5_d765e15898
de	w7_d765e15901
la	w9_d765e15904
Tactique	w11_d765e15907
&	w13_d765e15911
de	w15_d765e15914
differentes	w17_d765e15917
Institutions	w1_d765e15922
Militaires,	w3_d765e15925
ou	w5_d765e15928
Nores	w7_d765e15931
de	w9_d765e15934
Mr.	w11_d765e15937
le	w13_d765e15941
Mare-	w15_d765e15944
chal	w1_d765e15949
de	w3_d765e15952
Saxe:	w5_d765e15955
contenant	w7_d765e15958
de	w9_d765e15961
plusieurs	w11_d765e15964
nouveaux	w13_d765e15968
Systemes	w1_d765e15974
sur	w3_d765e15977
l'Art	w5_d765e15980
de	w7_d765e15983
la	w9_d765e15986
Guerre.	w11_d765e15989
Comentées	w13_d765e15993
par	w15_d765e15996
Mr.	w1_d765e16001
de	w3_d765e16004
Bonneville,	w5_d765e16007
II.	w7_d765e16010
Tom.	w9_d765e16013
2v.	w11_d765e16016
fig.	w13_d765e16020
gr.	w15_d765e16023
4.	w17_d765e16026
à	w19_d765e16029
la	w21_d765e16032
Have	w1_d765e16037
1762.	w3_d765e16040
fl.	w5_d765e16043
12.	w7_d765e16046
Traité	w1_d765e16051
Anatomique	w3_d765e16054
de	w5_d765e16057
la	w7_d765e16060
Chenille	w9_d765e16063
qui	w11_d765e16066
rongs	w13_d765e16070
sa	w15_d765e16073
Bois	w1_d765e16079
de	w3_d765e16082
Saule,	w5_d765e16085
par	w7_d765e16088
Lyonet	w9_d765e16091
av.	w11_d765e16094
fig.	w13_d765e16098
gr.	w15_d765e16101
4.	w17_d765e16104
à	w19_d765e16107
la	w21_d765e16110
Haye	w23_d765e16113
1762.	w1_d765e16118
fl.	w3_d765e16121
11.	w5_d765e16124
Atlas	w1_d765e16129
methodique	w3_d765e16132
de	w5_d765e16135
53.	w7_d765e16138
Cartes,	w9_d765e16141
composées	w11_d765e16144
pour	w1_d765e16149
l'Usage	w3_d765e16152
de	w5_d765e16155
S.	w7_d765e16158
A.	w9_d765e16161
S.	w11_d765e16164
le	w13_d765e16168
Pr.	w15_d765e16171
d'Orange,	w17_d765e16174
fol.	w19_d765e16177
atl.	w21_d765e16180
avec	w1_d765e16186
l'Introduction	w3_d765e16189
à	w5_d765e16192
la	w7_d765e16195
Geographie	w9_d765e16198
moderne	w11_d765e16201
par	w1_d765e16206
Palairet,	w3_d765e16209
III.	w5_d765e16212
Tom.	w7_d765e16215
8.	w9_d765e16218
Londres	w11_d765e16221
1755.	w13_d765e16225
fl.	w15_d765e16228
41	w17_d765e16231
Les	w1_d765e16236
plus	w3_d765e16239
beaux	w5_d765e16242
Monumens	w7_d765e16245
de	w9_d765e16248
Rome	w11_d765e16251
anienne,	w13_d765e16255
ou	w1_d765e16260
Recueil	w3_d765e16263
des	w5_d765e16266
plus	w7_d765e16269
beaux	w9_d765e16272
Morceaux	w11_d765e16275
de	w13_d765e16279
l'Anti-	w15_d765e16282
quité	w1_d765e16288
Romaine	w3_d765e16291
qui	w5_d765e16294
existent	w7_d765e16297
encore,	w9_d765e16300
dessinés	w11_d765e16303
par	w13_d765e16307
Mr.	w1_d765e16312
Barbault	w3_d765e16315
&	w5_d765e16318
gravés	w7_d765e16321
en	w9_d765e16324
128.	w11_d765e16327
Planches	w13_d765e16331
avec	w15_d765e16334
leur	w17_d765e16337
Explication,	w1_d765e16342
grand	w3_d765e16345
in	w5_d765e16348
fol.	w7_d765e16351
broché	w9_d765e16354
à	w11_d765e16357
Rome	w13_d765e16361
1761.	w15_d765e16364
fl.	w1_d765e16369
28.	w3_d765e16372
</list>
<p id="p28_d765e16376">
Almanach	w1_d765e16380
des	w3_d765e16383
Negogians	w5_d765e16386
ou	w7_d765e16389
Supplement	w9_d765e16392
au	w11_d765e16395
Journal	w1_d765e16400
de	w3_d765e16403
Commecce,	w5_d765e16406
8.	w7_d765e16409
à	w9_d765e16412
Bruxeiles	w11_d765e16415
1762.	w13_d765e16419
fl.	w15_d765e16422
1	w17_d765e16425
30.	w1_d765e16430
kr.	w3_d765e16433
</p>
<list id="l30_d765e16436">
Es	w1_d765e16440
seynd	w3_d765e16443
einige	w5_d765e16446
Gold=schnitzel,	w7_d765e16449
wie	w9_d765e16452
auch	w11_d765e16455
gute	w13_d765e16459
</list>
<p id="p32_d765e16463">
Es	w1_d765e16467
seynd	w3_d765e16470
einige	w5_d765e16473
Gold=schnitzel,	w7_d765e16476
wie	w9_d765e16479
auch	w11_d765e16482
gute	w13_d765e16486
Perln,	w1_d765e16491
dann	w3_d765e16494
verschiedene	w5_d765e16497
Tabatiern	w7_d765e16500
zu	w9_d765e16503
des	w11_d765e16506
allhiesi	w13_d765e16510
gen	w1_d765e16515
K.	w3_d765e16518
K.	w5_d765e16521
Stadt=gerichts	w7_d765e16524
Handen	w9_d765e16527
gekommen;	w11_d765e16530
wer	w13_d765e16534
nun	w1_d765e16540
zu	w3_d765e16543
ein	w5_d765e16546
oder	w7_d765e16549
anderen	w9_d765e16552
hiervon	w11_d765e16555
als	w13_d765e16559
Eigentumer	w15_d765e16562
sich	w1_d765e16567
legitimiren	w3_d765e16570
kan,	w5_d765e16573
der	w7_d765e16576
hat	w9_d765e16579
sich	w11_d765e16582
am	w13_d765e16586
hohen	w15_d765e16589
Markt	w17_d765e16592
im	w1_d765e16597
Brunn=haus	w3_d765e16600
im	w5_d765e16603
ersten	w7_d765e16606
Stock	w9_d765e16609
bey	w11_d765e16612
des	w13_d765e16616
K.	w15_d765e16619
K.	w17_d765e16622
Stadt	w1_d765e16627
und	w3_d765e16630
Land=gerichts	w5_d765e16633
Gegenhandler	w7_d765e16636
Herrn	w9_d765e16639
Joh.	w1_d765e16645
Georg	w3_d765e16648
Augusti	w5_d765e16651
anzumelden	w7_d765e16654
</p>
<list id="l34_d765e16657">
Es	w1_d765e16661
in	w3_d765e16664
auf	w5_d765e16667
Uünkigen	w7_d765e16670
Michaells	w9_d765e16673
das	w11_d765e16676
sogenannte	w13_d765e16680
</list>
<p id="p36_d765e16685">
Es	w1_d765e16689
in	w3_d765e16692
auf	w5_d765e16695
Uünkigen	w7_d765e16698
Michaells	w9_d765e16701
das	w11_d765e16704
sogenannte	w13_d765e16708
St.	w1_d765e16713
Julianische	w3_d765e16716
ganze	w5_d765e16719
Haus	w7_d765e16722
in	w9_d765e16725
der	w11_d765e16728
untern	w13_d765e16732
Breu	w15_d765e16735
ner=strassen,	w1_d765e16740
bestehend	w3_d765e16743
in	w5_d765e16746
etlich	w7_d765e16749
und	w9_d765e16752
20.	w11_d765e16755
Zimmern,	w13_d765e16759
</p>
<p id="p40_d765e16764">
der	w1_d765e16768
zweyte	w3_d765e16771
Stock	w5_d765e16774
mit	w7_d765e16777
eingelegten	w9_d765e16780
Böden,	w11_d765e16783
ein	w13_d765e16787
schö	w15_d765e16790
nes	w1_d765e16795
Cabinet,	w3_d765e16798
Stallung	w5_d765e16801
auf	w7_d765e16804
etlich	w9_d765e16807
und	w11_d765e16810
20.	w13_d765e16814
Pferd,	w15_d765e16817
grossen	w1_d765e16822
Keller	w3_d765e16825
ganz,	w5_d765e16828
oder	w7_d765e16831
jedweder	w9_d765e16834
Stock	w11_d765e16837
ins	w13_d765e16841
beson	w15_d765e16844
dere	w1_d765e16850
zu	w3_d765e16853
verlassen,	w5_d765e16856
wer	w7_d765e16859
solches	w9_d765e16862
bestehen	w11_d765e16865
will,	w13_d765e16869
kan	w15_d765e16872
sich	w17_d765e16875
gegenüber	w1_d765e16880
im	w3_d765e16883
Geschwandnerischen	w5_d765e16886
Haus	w7_d765e16889
bey	w9_d765e16892
dem	w11_d765e16895
Hausmeister	w1_d765e16900
anftagen.	w3_d765e16903
</p>
<list id="l42_d765e16906">
Von	w1_d765e16910
des	w3_d765e16913
Kais.	w5_d765e16916
Kön.	w7_d765e16919
Judici	w9_d765e16922
Deleg.	w11_d765e16925
mixti	w13_d765e16929
in	w15_d765e16932
</list>
<p id="p44_d765e16936">
Von	w1_d765e16940
des	w3_d765e16943
Kais.	w5_d765e16946
Kön.	w7_d765e16949
Judici	w9_d765e16952
Deleg.	w11_d765e16955
mixti	w13_d765e16959
in	w15_d765e16962
Militaribus	w1_d765e16967
im	w3_d765e16970
Erzherzogthum	w5_d765e16973
Oesterreich	w7_d765e16976
unter	w9_d765e16979
und	w1_d765e16984
ob	w3_d765e16987
der	w5_d765e16990
Enns	w7_d765e16993
wegen	w9_d765e16996
wird	w11_d765e16999
hiemit	w13_d765e17003
durch	w15_d765e17006
dieses	w17_d765e17009
offentliche	w1_d765e17015
Edict	w3_d765e17018
jedermänniglich,	w5_d765e17021
deme	w7_d765e17024
daran	w9_d765e17027
ge	w11_d765e17030
legen,	w1_d765e17035
kund	w3_d765e17038
und	w5_d765e17041
zu	w7_d765e17044
wissen	w9_d765e17047
gemacht:	w11_d765e17050
wasgestalten	w13_d765e17054
auf	w1_d765e17059
des	w3_d765e17062
Johann	w5_d765e17065
Jacob	w7_d765e17068
Dernuscheck	w9_d765e17071
J.	w11_d765e17074
U.	w13_d765e17078
D.	w15_d765e17081
auch	w17_d765e17084
Hof=kriegs=raths	w1_d765e17089
und	w3_d765e17092
Gerichts=advocatens,	w5_d765e17095
als	w7_d765e17098
zu	w1_d765e17104
Vertrett	w3_d765e17107
und	w5_d765e17110
Richtigstellung	w7_d765e17113
der	w9_d765e17116
von	w11_d765e17119
dem	w13_d765e17123
zu	w15_d765e17126
Altstadt	w1_d765e17131
in	w3_d765e17134
Mähren	w5_d765e17137
den	w7_d765e17140
9ten	w9_d765e17143
Jänner	w11_d765e17146
dies	w13_d765e17150
Jah	w15_d765e17153
res	w1_d765e17158
verstorbenen	w3_d765e17161
K.	w5_d765e17164
K.	w7_d765e17167
General	w9_d765e17170
feldwachtmei	w11_d765e17173
sters	w1_d765e17178
Herrn	w3_d765e17181
Johann	w5_d765e17184
Baptist	w7_d765e17187
Grafen	w9_d765e17190
von	w11_d765e17193
Saint	w13_d765e17197
Jgnon	w1_d765e17203
seel.	w3_d765e17206
ruckgebliebenen	w5_d765e17209
Verlassenschaft	w7_d765e17212
gericht	w9_d765e17215
lich	w1_d765e17220
verordneten	w3_d765e17223
Curatoris	w5_d765e17226
gehorsamstes	w7_d765e17229
Anlangen	w9_d765e17232
verwilliget	w1_d765e17237
worden,	w3_d765e17240
daß	w5_d765e17243
alle	w7_d765e17246
diejenige,	w9_d765e17249
welche	w11_d765e17252
an	w13_d765e17256
erstbesagte	w1_d765e17261
Genecal=feld=wacht=meister	w3_d765e17264
Graf	w5_d765e17267
Saint=Jgnonische	w1_d765e17273
Verlassenschaft	w3_d765e17276
titulo	w5_d765e17279
hæredi	w7_d765e17282
tatis.	w1_d765e17287
crediti,	w3_d765e17290
aut	w5_d765e17293
alio	w7_d765e17296
quocunque	w9_d765e17299
einige	w11_d765e17302
Sprüche	w13_d765e17306
und	w1_d765e17311
Anforderungen	w3_d765e17314
haben,	w5_d765e17317
oder	w7_d765e17320
zu	w9_d765e17323
machen	w11_d765e17326
ver	w13_d765e17330
meinen,	w1_d765e17335
durch	w3_d765e17338
Ausfertigung	w5_d765e17341
gewöhnlicher	w7_d765e17344
Convo	w9_d765e17347
cations=edicten	w1_d765e17353
peremptorie	w3_d765e17356
sub	w5_d765e17359
clausula	w7_d765e17362
præ-	w9_d765e17365
clusi	w1_d765e17370
einberufen	w3_d765e17373
werden	w5_d765e17376
sollen.	w7_d765e17379
Wann	w9_d765e17382
nun	w11_d765e17385
zu	w13_d765e17389
diesem	w1_d765e17394
Ende	w3_d765e17397
der	w5_d765e17400
9te	w7_d765e17403
August	w9_d765e17406
dies	w11_d765e17409
Jahrs	w13_d765e17413
fruhe	w15_d765e17416
um	w17_d765e17419
9.	w1_d765e17424
Uhr	w3_d765e17427
bey	w5_d765e17430
dieses	w7_d765e17433
K.	w9_d765e17436
K.	w11_d765e17439
Judicii	w13_d765e17443
deleg.	w15_d765e17446
mixti	w17_d765e17449
in	w19_d765e17452
Militaribus	w1_d765e17458
auf	w3_d765e17461
der	w5_d765e17464
Sailerstadt	w7_d765e17467
in	w9_d765e17470
der	w11_d765e17473
sogenann	w13_d765e17477
ten	w1_d765e17482
Holler=stauden	w3_d765e17485
im	w5_d765e17488
ersten	w7_d765e17491
Stock	w9_d765e17494
befindlichen	w11_d765e17497
Canzley	w1_d765e17502
pro	w3_d765e17505
1mo,	w5_d765e17508
2do	w7_d765e17511
&	w9_d765e17514
3tio	w11_d765e17517
Termino	w13_d765e17521
zu	w15_d765e17524
erschei	w17_d765e17527
nen	w1_d765e17532
bestimmet	w3_d765e17535
worden	w5_d765e17538
ist;	w7_d765e17541
solchemnach	w9_d765e17544
werden	w11_d765e17547
alle	w1_d765e17553
