<doc id="wr_1760-03-19" attrs="word" year="1760" month="03" day="19" corpus="2">
<head id="h2_d433e3251">
Lissaben	w1_d433e3255
Summa	w1_d433e14122
12.	w3_d433e14125
Person.,	w5_d433e14128
darunter	w7_d433e14131
2.	w9_d433e14134
Kind.	w11_d433e14137
</head>
<p id="p4_d433e14140">
Von	w1_d433e14144
der	w3_d433e14147
Hoch=gräfl.	w5_d433e14150
Ernest	w7_d433e14153
Hoyosischen	w9_d433e14156
Herr	w11_d433e14159
schaft	w1_d433e14164
Froschdorf	w3_d433e14167
wird	w5_d433e14170
hiemit	w7_d433e14173
zu	w9_d433e14176
wissen	w11_d433e14179
angefü	w13_d433e14183
det,	w1_d433e14188
welcher	w3_d433e14191
massen	w5_d433e14194
der	w7_d433e14197
alhier	w9_d433e14200
angestelltgewe	w11_d433e14203
</p>
<p id="p6_d433e14206">
ste	w1_d433e14210
Verwalter	w3_d433e14213
Namens	w5_d433e14216
Johann	w7_d433e14219
Holzgreif,	w9_d433e14222
be	w11_d433e14225
reit	w1_d433e14230
vor	w3_d433e14233
etlich	w5_d433e14236
dreyßig	w7_d433e14239
Juhren	w9_d433e14242
ohne	w11_d433e14245
Hinterlas	w13_d433e14249
sung	w1_d433e14254
einiger	w3_d433e14257
Leibs=erben	w5_d433e14260
das	w7_d433e14263
Zeitliche	w9_d433e14266
geseegnet	w11_d433e14269
habe,	w1_d433e14275
und	w3_d433e14278
da	w5_d433e14281
nun	w7_d433e14284
sich	w9_d433e14287
bishero	w11_d433e14290
zu	w13_d433e14294
dero	w15_d433e14297
Verlas	w17_d433e14300
senschaft	w1_d433e14305
kein	w3_d433e14308
Erb,	w5_d433e14311
oder	w7_d433e14314
Befreunter	w9_d433e14317
gemeldet;	w11_d433e14320
als	w1_d433e14325
wird	w3_d433e14328
demjenigen,	w5_d433e14331
so	w7_d433e14334
sich	w9_d433e14337
als	w11_d433e14340
ein	w13_d433e14344
Bluts=freund,	w15_d433e14347
mithln	w1_d433e14352
zu	w3_d433e14355
dieser	w5_d433e14358
Erbschaft	w7_d433e14361
legitimiren	w9_d433e14364
kan,	w11_d433e14367
eine	w13_d433e14371
peremptorische	w1_d433e14377
Frist	w3_d433e14380
von	w5_d433e14383
Jahr	w7_d433e14386
und	w9_d433e14389
Tag	w11_d433e14392
einge	w13_d433e14396
standen,	w1_d433e14401
nach	w3_d433e14404
Verfliessung	w5_d433e14407
dessen	w7_d433e14410
niemand	w9_d433e14413
mehr	w11_d433e14416
angehöret	w1_d433e14421
werden	w3_d433e14424
würde.	w5_d433e14427
Gegeben	w7_d433e14430
Schloß	w9_d433e14433
und	w11_d433e14436
Herrschaft	w1_d433e14441
Froschdorf	w3_d433e14444
den	w5_d433e14447
1.	w7_d433e14450
Martii	w9_d433e14453
1760.	w11_d433e14456
</p>
<p id="p8_d433e14459">
Wir	w1_d433e14463
Burger=meister	w3_d433e14466
Amts=verwalter	w5_d433e14469
und	w7_d433e14472
Raht	w9_d433e14475
der	w1_d433e14480
Stadt	w3_d433e14483
Wien,	w5_d433e14486
geben	w7_d433e14489
weyl.	w9_d433e14492
Johann	w11_d433e14495
Teuffel	w13_d433e14499
gewest	w1_d433e14504
burgerl.	w3_d433e14507
Riemer=meisters	w5_d433e14510
alhier	w7_d433e14513
seel.	w9_d433e14516
nach	w11_d433e14519
folgenden	w1_d433e14525
Creditoribus	w3_d433e14528
benanntlich	w5_d433e14531
dem	w7_d433e14534
Herrn	w9_d433e14537
Johann	w1_d433e14542
Gottlieb	w3_d433e14545
von	w5_d433e14548
Schaffrath,	w7_d433e14551
Anton	w9_d433e14554
Märkl,	w11_d433e14557
Johann	w1_d433e14562
Cron,	w3_d433e14565
Anna	w5_d433e14568
Rindlin,	w7_d433e14571
Johann	w9_d433e14574
Georg	w11_d433e14577
Löffler,	w1_d433e14582
Thomä	w3_d433e14585
Heimb,	w5_d433e14588
Heinrich	w7_d433e14591
Puff,	w9_d433e14594
Joseph	w11_d433e14597
Seyer,	w1_d433e14603
Johann	w3_d433e14606
Georg	w5_d433e14609
Dietl,	w7_d433e14612
Franz	w9_d433e14615
Priester	w11_d433e14618
sperger,	w1_d433e14623
Jgnatz	w3_d433e14626
Reinisch,	w5_d433e14629
Franz	w7_d433e14632
Mannsperg	w9_d433e14635
seel.	w11_d433e14638
Erben,	w1_d433e14643
Simon	w3_d433e14646
Wagner,	w5_d433e14649
Egydi	w7_d433e14652
Weinzieger,	w9_d433e14655
Jo	w11_d433e14658
hann	w1_d433e14663
Georg	w3_d433e14666
Fichtel,	w5_d433e14669
Theresiä	w7_d433e14672
Wilffin,	w9_d433e14675
Mathiä	w11_d433e14678
Aichtuger,	w1_d433e14684
Franz	w3_d433e14687
Wagenmüller,	w5_d433e14690
Johann	w7_d433e14693
Paul	w9_d433e14696
Zehetner,	w1_d433e14701
Johann	w3_d433e14704
Mathiä	w5_d433e14707
Stängl,	w7_d433e14710
Leopold	w9_d433e14713
Hell	w11_d433e14716
meyer,	w1_d433e14721
Joseph	w3_d433e14724
Peringer,	w5_d433e14727
Herr	w7_d433e14730
Johann	w9_d433e14733
Hein	w11_d433e14736
rich	w1_d433e14741
Freyherr	w3_d433e14744
von	w5_d433e14747
der	w7_d433e14750
Treuckh,	w9_d433e14753
Stephan	w11_d433e14756
Golvato,	w13_d433e14760
Johann	w1_d433e14766
Georg	w3_d433e14769
Gründler,	w5_d433e14772
Ulrich	w7_d433e14775
Anton	w9_d433e14778
Depß,	w11_d433e14781
Machiä	w1_d433e14786
Schretl,	w3_d433e14789
Johann	w5_d433e14792
Heinrich	w7_d433e14795
Sittholz,	w9_d433e14798
und	w1_d433e14803
Franz	w3_d433e14806
Montag	w5_d433e14809
hiemit	w7_d433e14812
zu	w9_d433e14815
vernehmen:	w11_d433e14818
was	w13_d433e14822
Gestalten	w1_d433e14827
wir,	w3_d433e14830
über	w5_d433e14833
einen	w7_d433e14836
an	w9_d433e14839
uns	w11_d433e14842
in	w13_d433e14846
Sachen	w15_d433e14849
oberwehnt	w1_d433e14855
Teufflischen	w3_d433e14858
Verlassenschaftsabhand	w5_d433e14861
lung	w1_d433e14866
erstatteten	w3_d433e14869
Rait=handlers	w5_d433e14872
Bericht	w7_d433e14875
unterm	w9_d433e14878
17ten	w1_d433e14883
Decembris	w3_d433e14886
jüngst	w5_d433e14889
abgewichenen	w7_d433e14892
1759sten	w9_d433e14895
Jahrs	w1_d433e14900
unter	w3_d433e14903
andern	w5_d433e14906
veranlasset,	w7_d433e14909
daß	w9_d433e14912
nunmehro	w11_d433e14915
die	w1_d433e14921
249.	w3_d433e14924
Fl.	w5_d433e14927
32.	w7_d433e14930
Kr.	w9_d433e14933
cum	w11_d433e14936
sua	w13_d433e14940
causa	w15_d433e14943
unter	w17_d433e14946
sie	w19_d433e14949
erst=ernannte,	w1_d433e14954
und	w3_d433e14957
andere	w5_d433e14960
in	w7_d433e14963
der	w9_d433e14966
4ten	w11_d433e14969
Claß	w13_d433e14973
des	w15_d433e14976
untern	w1_d433e14981
14ten	w3_d433e14984
Junii	w5_d433e14987
1730.	w7_d433e14990
publicirten	w9_d433e14993
Teuffli	w11_d433e14996
schen	w1_d433e15001
Cridä=abschieds	w3_d433e15004
enthaltene	w5_d433e15007
Creditores	w7_d433e15010
re	w9_d433e15013
partiret	w1_d433e15019
werden	w3_d433e15022
sollen;	w5_d433e15025
wie	w7_d433e15028
zumalen	w9_d433e15031
aber	w11_d433e15034
deren	w13_d433e15038
selben	w1_d433e15043
Aufenthalt	w3_d433e15046
unbekannt	w5_d433e15049
ist.	w7_d433e15052
</p>
<p id="p10_d433e15055">
Als	w1_d433e15059
wird	w3_d433e15062
denenselben,	w5_d433e15065
oder	w7_d433e15068
derenselben	w9_d433e15071
Er	w11_d433e15074
ben,	w1_d433e15079
oder	w3_d433e15082
Ceßionarien	w5_d433e15085
durch	w7_d433e15088
dieses	w9_d433e15091
offene	w11_d433e15094
Edict	w13_d433e15098
kund	w1_d433e15103
gemacht,	w3_d433e15106
daß	w5_d433e15109
selbe	w7_d433e15112
innerhald	w9_d433e15115
6.	w11_d433e15118
Wochen	w13_d433e15122
und	w1_d433e15128
3.	w3_d433e15131
Tägen	w5_d433e15134
von	w7_d433e15137
heut	w9_d433e15140
dato	w11_d433e15143
an	w13_d433e15147
sich	w15_d433e15150
auf	w17_d433e15153
gemei	w19_d433e15156
ner	w1_d433e15161
Stadt	w3_d433e15164
Pupillen,	w5_d433e15167
rait=cammer	w7_d433e15170
alsogewiß	w9_d433e15173
mel	w11_d433e15176
den,	w1_d433e15181
sich	w3_d433e15184
behörig	w5_d433e15187
legitimiren,	w7_d433e15190
und	w9_d433e15193
ihren	w11_d433e15196
divi	w13_d433e15200
denten	w1_d433e15205
erheben,	w3_d433e15208
wie	w5_d433e15211
im	w7_d433e15214
widrigen	w9_d433e15217
selbe	w11_d433e15220
nicht	w13_d433e15224
mehr	w15_d433e15227
gehöret,	w1_d433e15233
sondern	w3_d433e15236
ihnen	w5_d433e15239
das	w7_d433e15242
ewige	w9_d433e15245
Stillschweigen	w11_d433e15248
auferleget	w1_d433e15253
seye,	w3_d433e15256
und	w5_d433e15259
sowohl	w7_d433e15262
die	w9_d433e15265
dermahlig	w11_d433e15268
zu	w13_d433e15272
re	w15_d433e15275
partiren	w1_d433e15280
kommende	w3_d433e15283
49.	w5_d433e15286
fl.	w7_d433e15289
32.	w9_d433e15292
kr	w11_d433e15295
cum	w13_d433e15299
sua	w15_d433e15302
taufa	w17_d433e15305
als	w1_d433e15310
auch	w3_d433e15313
was	w5_d433e15316
künftighin	w7_d433e15319
der	w9_d433e15322
Teuflischen	w11_d433e15325
Cridæ-	w13_d433e15329
massa	w1_d433e15335
noch	w3_d433e15338
zuwachsen	w5_d433e15341
möchte,	w7_d433e15344
unter	w9_d433e15347
die	w11_d433e15350
übrige	w13_d433e15354
Creditores	w1_d433e15359
vertheilet,	w3_d433e15362
und	w5_d433e15365
ihnen	w7_d433e15368
ausgefolget	w9_d433e15371
wer	w11_d433e15374
den	w1_d433e15379
solle.	w3_d433e15382
Wornach	w5_d433e15385
sodann	w7_d433e15388
sich	w9_d433e15391
dieselbe	w11_d433e15394
zu	w13_d433e15398
richten	w15_d433e15401
haben	w1_d433e15406
werden.	w3_d433e15409
Actum	w5_d433e15412
Wien	w7_d433e15415
den	w9_d433e15418
22.	w11_d433e15421
Febr.	w13_d433e15425
1760.	w15_d433e15428
</p>
<p id="p12_d433e15432">
Auf	w1_d433e15436
gnädige	w3_d433e15439
Bewilligung	w5_d433e15442
einer	w7_d433e15445
Hochlöbl.	w9_d433e15448
N.	w11_d433e15451
Oe.	w1_d433e15456
Regierung	w3_d433e15459
wird	w5_d433e15462
den	w7_d433e15465
20.	w9_d433e15468
Monats	w11_d433e15471
Martii.	w13_d433e15475
</p>
<p id="p16_d433e15480">
und	w1_d433e15484
folgende	w3_d433e15487
Täge	w5_d433e15490
auf	w7_d433e15493
dem	w9_d433e15496
Dominicaner=platz	w11_d433e15499
neben	w1_d433e15504
der	w3_d433e15507
Kirchen	w5_d433e15510
im	w7_d433e15513
sogenannten	w9_d433e15516
grossen	w11_d433e15519
Domi	w13_d433e15523
nicaner=haus	w1_d433e15528
im	w3_d433e15531
ersten	w5_d433e15534
Stock	w7_d433e15537
verschiedene	w9_d433e15540
Ef	w11_d433e15543
fecten,	w1_d433e15549
als:	w3_d433e15552
Mahlereyen	w5_d433e15555
von	w7_d433e15558
guten	w9_d433e15561
Meistern	w11_d433e15564
Statuen	w1_d433e15569
von	w3_d433e15572
gebrennter	w5_d433e15575
Erden,	w7_d433e15578
ein	w9_d433e15581
Crucisiz	w11_d433e15584
von	w1_d433e15589
Donner,	w3_d433e15592
wie	w5_d433e15595
auch	w7_d433e15598
andere	w9_d433e15601
Crucifixe	w11_d433e15604
vom	w13_d433e15608
Helffenbein,	w1_d433e15613
und	w3_d433e15616
Galanterie=waaren,	w5_d433e15619
gures	w7_d433e15622
Gewöhr,	w1_d433e15628
Pistolen	w3_d433e15631
und	w5_d433e15634
Scheiben	w7_d433e15637
rohr,	w9_d433e15640
Spiegel	w11_d433e15643
und	w1_d433e15648
Tisch,	w3_d433e15651
Türkische	w5_d433e15654
Messer,	w7_d433e15657
und	w9_d433e15660
andere	w11_d433e15663
Ge	w13_d433e15667
rähtschaften	w1_d433e15672
Vormittag	w3_d433e15675
von	w5_d433e15678
9.	w7_d433e15681
bis	w9_d433e15684
12	w11_d433e15687
und	w13_d433e15691
Nach	w15_d433e15694
mittag	w1_d433e15699
aber	w3_d433e15702
von	w5_d433e15705
3.	w7_d433e15708
bis	w9_d433e15711
6.	w11_d433e15714
Uhr	w13_d433e15718
licitando	w15_d433e15721
dem	w17_d433e15724
Meistbietenden	w1_d433e15730
gegen	w3_d433e15733
baarer	w5_d433e15736
Bezahlung	w7_d433e15739
verkauf	w9_d433e15742
fet	w1_d433e15747
werden.	w3_d433e15750
</p>
<list id="l18_d433e15753">
Bey	w1_d433e15757
Hrn.	w3_d433e15760
Joh.	w5_d433e15763
Thomias	w7_d433e15766
Trattner	w9_d433e15769
K	w11_d433e15772
K.	w13_d433e15776
Hof	w15_d433e15779
da	w17_d433e15782
drucker,	w1_d433e15787
und	w3_d433e15790
Buchhändler,	w5_d433e15793
alhier	w7_d433e15796
in	w9_d433e15799
dessen	w11_d433e15802
Buch	w13_d433e15806
handlung	w1_d433e15811
auf	w3_d433e15814
dem	w5_d433e15817
Kohlmarkt	w7_d433e15820
in	w9_d433e15823
dem	w11_d433e15826
von	w13_d433e15830
Fische	w15_d433e15833
rischen	w1_d433e15839
Haus,	w3_d433e15842
ist	w5_d433e15845
unter	w7_d433e15848
andern	w9_d433e15851
Büchern	w11_d433e15854
folgen	w13_d433e15858
des	w1_d433e15863
zu	w3_d433e15866
haben:	w5_d433e15869
Catechismus	w1_d433e15874
ex	w3_d433e15877
decreto	w5_d433e15880
SS.	w7_d433e15883
Concilii	w9_d433e15886
Tridenti-	w11_d433e15889
ni	w1_d433e15894
&c.	w3_d433e15897
Editio	w5_d433e15900
Epistola	w7_d433e15903
Pastorali	w9_d433e15906
Cels	w11_d433e15909
Præsulis,	w13_d433e15913
&	w1_d433e15919
Prolegomenis	w3_d433e15922
ornata,	w5_d433e15925
8.	w7_d433e15928
Vindobonæ	w9_d433e15931
1760.	w11_d433e15934
ungebunden	w1_d433e15939
1.	w3_d433e15942
fl.	w5_d433e15945
42.	w7_d433e15948
kr.	w9_d433e15951
S.	w1_d433e15956
Caroli	w3_d433e15959
Borromæi	w5_d433e15962
Munitiones	w7_d433e15965
&	w9_d433e15968
Instructio-	w11_d433e15971
nes,	w1_d433e15976
quas	w3_d433e15979
in	w5_d433e15982
Cleri	w7_d433e15985
sui	w9_d433e15988
usum	w11_d433e15991
Cels.	w13_d433e15995
vrinc	w15_d433e15998
Christ	w17_d433e16001
Com.	w1_d433e16007
Migatius	w3_d433e16010
Arch.	w5_d433e16013
Vindob.	w7_d433e16016
recudendas	w9_d433e16019
man-	w11_d433e16022
davit	w1_d433e16027
&c.	w3_d433e16030
8.	w5_d433e16033
Vindob.	w7_d433e16036
1760.	w9_d433e16039
ungebunden	w11_d433e16042
fl.	w13_d433e16046
8.	w15_d433e16049
kr.	w17_d433e16052
D.	w1_d433e16057
Antonii	w3_d433e16060
de	w5_d433e16063
Haen,	w7_d433e16066
Theses	w9_d433e16069
sistentes	w11_d433e16072
febrium	w13_d433e16076
divisiones,	w1_d433e16081
natamque	w3_d433e16084
ea	w5_d433e16087
de	w7_d433e16090
Caula	w9_d433e16093
de	w11_d433e16096
milialibus,	w13_d433e16100
ac	w1_d433e16106
petechiis,	w3_d433e16109
cæserisque	w5_d433e16112
febrisibus	w7_d433e16115
ex	w9_d433e16118
anthema-	w11_d433e16121
tibus,	w1_d433e16126
8.	w3_d433e16129
Vindob.	w5_d433e16132
1760.	w7_d433e16135
ungebunden	w9_d433e16138
30.	w11_d433e16141
kr.	w13_d433e16145
D.	w1_d433e16150
Antonii	w3_d433e16153
Störk,	w5_d433e16156
Libellus,	w7_d433e16159
quo	w9_d433e16162
dentonstra-	w11_d433e16165
tur:	w1_d433e16170
Cieutam	w3_d433e16173
non	w5_d433e16176
solum	w7_d433e16179
usu	w9_d433e16182
interni	w11_d433e16185
tutissime	w13_d433e16189
exhiberi,	w1_d433e16195
sed	w3_d433e16198
&	w5_d433e16201
esse	w7_d433e16204
nimul	w9_d433e16207
remediuin	w11_d433e16210
valde	w13_d433e16214
utile	w15_d433e16217
in	w1_d433e16222
multis	w3_d433e16225
moribus,	w5_d433e16228
qui	w7_d433e16231
huculque	w9_d433e16234
cutato	w11_d433e16237
impos-	w13_d433e16241
sibiles	w1_d433e16246
dicebantur,	w3_d433e16249
Vindob.	w5_d433e16252
1762	w7_d433e16255
à	w9_d433e16258
24.	w11_d433e16261
xr.	w13_d433e16265
D.	w1_d433e16270
Joan.	w3_d433e16273
Georg.	w5_d433e16276
Hasenohrl,	w7_d433e16279
Historia	w9_d433e16282
medica	w11_d433e16285
morbi	w1_d433e16291
Epidemici	w3_d433e16294
sive	w5_d433e16297
abris	w7_d433e16300
petechiali,	w9_d433e16303
quæ	w11_d433e16306
ab	w13_d433e16310
Anno	w1_d433e16315
757.	w3_d433e16318
fere	w5_d433e16321
finiente,	w7_d433e16324
usque	w9_d433e16327
ad	w11_d433e16330
Annum	w13_d433e16334
1759.	w15_d433e16337
Vienna	w1_d433e16342
grassataest	w3_d433e16345
&c.	w5_d433e16348
8.	w7_d433e16351
Vindob.	w9_d433e16354
176.	w11_d433e16357
a	w13_d433e16361
17	w15_d433e16364
31.	w17_d433e16367
Heilsame	w1_d433e16372
Erinnerungen	w3_d433e16375
und	w5_d433e16378
Betrachtungen	w7_d433e16381
über	w1_d433e16387
das	w3_d433e16390
bittere	w5_d433e16393
Leiden	w7_d433e16396
und	w9_d433e16399
Sterben	w11_d433e16402
JEzu	w13_d433e16406
Cyri	w15_d433e16409
sti	w1_d433e16414
auf	w3_d433e16417
jeden	w5_d433e16420
Tag	w7_d433e16423
der	w9_d433e16426
vierzig=tägigen	w11_d433e16429
Fasten.	w13_d433e16433
Auf	w1_d433e16438
Befehl	w3_d433e16441
Jhro	w5_d433e16444
K.	w7_d433e16447
K.	w9_d433e16450
Apost.	w11_d433e16453
Majest.	w13_d433e16457
8.	w15_d433e16460
Wien	w17_d433e16463
1760.	w1_d433e16468
in	w3_d433e16471
schwarzen	w5_d433e16474
Leder	w7_d433e16477
1.	w9_d433e16480
fl	w11_d433e16483
8.	w13_d433e16487
kr.	w15_d433e16490
in	w17_d433e16493
Corduan	w19_d433e16496
mit	w1_d433e16502
Futterall	w3_d433e16505
1.	w5_d433e16508
fl.	w7_d433e16511
36.	w9_d433e16514
kr.	w11_d433e16517
</list>
<p id="p20_d433e16521">
Bey	w1_d433e16525
Emerich	w3_d433e16528
Felix	w5_d433e16531
Bader	w7_d433e16534
in	w9_d433e16537
der	w11_d433e16540
Bogner=gassen	w13_d433e16544
nächst	w1_d433e16549
dem	w3_d433e16552
Todten=kopf	w5_d433e16555
ist	w7_d433e16558
zu	w9_d433e16561
haben	w11_d433e16564
</p>
<p id="p22_d433e16567">
Treuherzige	w1_d433e16571
Unterredung	w3_d433e16574
eines	w5_d433e16577
Landler	w7_d433e16580
bauren,	w9_d433e16583
mit	w1_d433e16588
seinem	w3_d433e16591
Herrn	w5_d433e16594
Pfarrer,	w7_d433e16597
die	w9_d433e16600
dermalig	w11_d433e16603
bedrängte	w13_d433e16607
Zeiten,	w1_d433e16612
und	w3_d433e16615
dem	w5_d433e16618
Preußischen	w7_d433e16621
Krieg	w9_d433e16624
betreffend.	w11_d433e16627
Mit	w1_d433e16633
patriotischen	w3_d433e16636
Eifer	w5_d433e16639
entworfen	w7_d433e16642
von	w9_d433e16645
P.	w11_d433e16648
M.	w13_d433e16652
L.	w15_d433e16655
B.	w1_d433e16660
L.	w3_d433e16663
fol.	w5_d433e16666
Linz	w7_d433e16669
9	w9_d433e16672
kr.	w11_d433e16675
</p>
<p id="p24_d433e16679">
Von	w1_d433e16683
der	w3_d433e16686
N.	w5_d433e16689
Oe	w7_d433e16692
Regierung	w9_d433e16695
wegen,	w11_d433e16698
wird	w13_d433e16702
mit	w15_d433e16705
gegenwärtig	w1_d433e16710
offenem	w3_d433e16713
Edict	w5_d433e16716
jedermänniglich,	w7_d433e16719
wol	w1_d433e16724
An	w3_d433e16727
als	w5_d433e16730
Abwesenden,	w7_d433e16733
deme	w9_d433e16736
daran	w11_d433e16739
gelegen,	w13_d433e16743
kund	w1_d433e16749
und	w3_d433e16752
zu	w5_d433e16755
wissen	w7_d433e16758
gemacht:	w9_d433e16761
Es	w11_d433e16764
habe	w13_d433e16768
Regierung	w15_d433e16771
nach	w1_d433e16776
erfolgt=tödtlichen	w3_d433e16779
Hintritt	w5_d433e16782
des	w7_d433e16785
Maximilian	w9_d433e16788
</p>
<p id="p26_d433e16791">
Hamel,	w1_d433e16795
gewest	w3_d433e16798
Kaiserl.	w5_d433e16801
Königl.	w7_d433e16804
Cammer=mah	w9_d433e16807
ler	w1_d433e16812
zu	w3_d433e16815
Erfindung	w5_d433e16818
desselben	w7_d433e16821
etwa	w9_d433e16824
vorhandenen	w11_d433e16827
Æris	w13_d433e16831
alieni,	w1_d433e16836
folgends	w3_d433e16839
auch	w5_d433e16842
zu	w7_d433e16845
sicherer	w9_d433e16848
Abhandlung	w11_d433e16851
sol	w13_d433e16855
cher	w1_d433e16861
Verlassenschaft	w3_d433e16864
für	w5_d433e16867
nöhtig	w7_d433e16870
befunden,	w9_d433e16873
die	w11_d433e16876
sammentlich	w1_d433e16881
sowol	w3_d433e16884
in	w5_d433e16887
als	w7_d433e16890
ausser	w9_d433e16893
Land	w11_d433e16896
befindlich	w13_d433e16900
Maximilian	w1_d433e16905
Hamlische	w3_d433e16908
Glaubigere	w5_d433e16911
zu	w7_d433e16914
Anmeld	w9_d433e16917
und	w11_d433e16920
Liquidirung	w1_d433e16925
ihrer	w3_d433e16928
an	w5_d433e16931
wiederholte	w7_d433e16934
Hamlische	w9_d433e16937
Ver	w11_d433e16940
lassenschaft	w1_d433e16946
zu	w3_d433e16949
stellen	w5_d433e16952
habender	w7_d433e16955
Sprüch	w9_d433e16958
und	w11_d433e16961
For	w13_d433e16965
derungen	w1_d433e16970
gerichtlich	w3_d433e16973
vorzuladen,	w5_d433e16976
und	w7_d433e16979
einzuberuf	w9_d433e16982
fen,	w1_d433e16987
zu	w3_d433e16990
welchem	w5_d433e16993
Ende	w7_d433e16996
denenselben	w9_d433e16999
der	w11_d433e17002
9.	w13_d433e17006
Tag	w15_d433e17009
des	w1_d433e17014
künftigen	w3_d433e17017
Monats	w5_d433e17020
April	w7_d433e17023
Nachmittags	w9_d433e17026
um	w11_d433e17029
4.	w13_d433e17033
Uhr	w1_d433e17039
zur	w3_d433e17042
gewöhnlichen	w5_d433e17045
Convocations	w7_d433e17048
und	w9_d433e17051
Anmel	w11_d433e17054
dungs=tagsatzung	w1_d433e17059
anberaumet	w3_d433e17062
worden.	w5_d433e17065
Solchem	w7_d433e17068
nach	w1_d433e17073
werden	w3_d433e17076
all	w5_d433e17079
und	w7_d433e17082
jede,	w9_d433e17085
welche	w11_d433e17088
bey	w13_d433e17092
gedacht	w15_d433e17095
Maximilian	w1_d433e17100
Hamlischen	w3_d433e17103
Verlassenschaft	w5_d433e17106
um	w7_d433e17109
recht	w9_d433e17112
mäßiger	w1_d433e17118
Forderung	w3_d433e17121
willen	w5_d433e17124
einige	w7_d433e17127
Sprüch	w9_d433e17130
haben,	w11_d433e17133
oder	w1_d433e17138
zu	w3_d433e17141
haben	w5_d433e17144
vermeinen,	w7_d433e17147
an	w9_d433e17150
obbestimmten	w11_d433e17153
Tag	w13_d433e17157
und	w1_d433e17162
Stund	w3_d433e17165
vor	w5_d433e17168
Regierung	w7_d433e17171
in	w9_d433e17174
der	w11_d433e17177
daselbst	w13_d433e17181
zu	w15_d433e17184
sol	w17_d433e17187
chem	w1_d433e17192
Ende	w3_d433e17195
offen	w5_d433e17198
haltenden	w7_d433e17201
Commißions=stuben	w9_d433e17204
entweder	w1_d433e17210
selbst	w3_d433e17213
persönlich,	w5_d433e17216
oder	w7_d433e17219
durch	w9_d433e17222
hierzu	w11_d433e17225
ge	w13_d433e17229
nugsam	w1_d433e17234
bevollmächtigte	w3_d433e17237
Gewalt=tragere	w5_d433e17240
also	w7_d433e17243
ge	w9_d433e17246
wiß	w1_d433e17251
zu	w3_d433e17254
erscheinen,	w5_d433e17257
und	w7_d433e17260
ihre	w9_d433e17263
an	w11_d433e17266
solche	w13_d433e17270
Verlassen	w15_d433e17273
schaft	w1_d433e17278
habende	w3_d433e17281
Anforderungen	w5_d433e17284
anzumelden,	w7_d433e17287
und	w9_d433e17290
rechtlich	w1_d433e17296
zu	w3_d433e17299
liquidiren	w5_d433e17302
haben,	w7_d433e17305
als	w9_d433e17308
im	w11_d433e17311
widrigen	w13_d433e17315
die	w1_d433e17320
Abhandlung	w3_d433e17323
gleichwolen	w5_d433e17326
vorgenommen,	w7_d433e17329
und	w9_d433e17332
ungehindert	w1_d433e17337
deren	w3_d433e17340
etwa	w5_d433e17343
vorhandenen	w7_d433e17346
bilaubigern,	w9_d433e17349
so	w1_d433e17354
sich	w3_d433e17357
mit	w5_d433e17360
ihren	w7_d433e17363
Anforderungen	w9_d433e17366
in	w11_d433e17369
bestimmter	w13_d433e17373
Zeit	w1_d433e17379
nicht	w3_d433e17382
angemeldet,	w5_d433e17385
solche	w7_d433e17388
Verlassenschaft	w9_d433e17391
de	w11_d433e17394
nen	w1_d433e17399
rechtmäßig=Hamlischen	w3_d433e17402
Erben	w5_d433e17405
eingeantwor	w7_d433e17408
tet,	w1_d433e17413
auch	w3_d433e17416
sonsten	w5_d433e17419
ex	w7_d433e17422
officio	w9_d433e17425
vorgekehret	w11_d433e17428
werden	w13_d433e17432
solle,	w1_d433e17437
was	w3_d433e17440
Rechtens	w5_d433e17443
ist.	w7_d433e17446
Wornach	w9_d433e17449
sich	w11_d433e17452
also	w13_d433e17456
ein	w15_d433e17459
jeder	w1_d433e17465
zu	w3_d433e17468
richten	w5_d433e17471
wissen	w7_d433e17474
wird.	w9_d433e17477
So	w11_d433e17480
geschehen	w13_d433e17484
Wien	w15_d433e17487
den	w1_d433e17492
14.	w3_d433e17495
Febr	w5_d433e17498
1760.	w7_d433e17501
</p>
<p id="p28_d433e17504">
Bey	w1_d433e17508
Johann	w3_d433e17511
Jacob	w5_d433e17514
Lidl	w7_d433e17517
Kupfer=stechern	w9_d433e17520
im	w11_d433e17523
Doctor	w1_d433e17528
Deimlischen	w3_d433e17531
Haus	w5_d433e17534
neben	w7_d433e17537
der	w9_d433e17540
Heil.	w11_d433e17543
Dreyfal	w13_d433e17547
tigkeit	w1_d433e17552
ist	w3_d433e17555
zu	w5_d433e17558
haben:	w7_d433e17561
Dermaliges	w9_d433e17564
Kriegsthea	w11_d433e17567
trum,	w1_d433e17573
oder	w3_d433e17576
neus	w5_d433e17579
und	w7_d433e17582
aeeurate	w9_d433e17585
Land=karte	w11_d433e17588
das	w13_d433e17592
ganze	w1_d433e17597
Königreich	w3_d433e17600
Boheim,	w5_d433e17603
Herrogtum	w7_d433e17606
Schlessen,	w9_d433e17609
und	w1_d433e17614
die	w3_d433e17617
Marggraftümer	w5_d433e17620
Mähren,	w7_d433e17623
Ober	w9_d433e17626
und	w11_d433e17629
Nieder=laufitz,	w1_d433e17634
nebst	w3_d433e17637
einem	w5_d433e17640
grossen	w7_d433e17643
Theil	w9_d433e17646
von	w11_d433e17649
Ober=sachsen,	w1_d433e17655
March	w3_d433e17658
