<doc id="wr_1760-01-26" attrs="word" year="1760" month="01" day="26" corpus="2">
<head id="h2_d418e2999">
Coblenz	w1_d418e3003
v.	w15_d418e13895
Khü,	w17_d418e13898
31.	w19_d418e13901
Kalb	w1_d418e13907
und	w3_d418e13910
einen	w5_d418e13913
1.	w7_d418e13916
jährigen	w9_d418e13919
Stirl	w11_d418e13922
bestehenden	w13_d418e13926
Viehs	w1_d418e13931
an	w3_d418e13934
den	w5_d418e13937
Meist=bietenden	w7_d418e13940
gegen	w9_d418e13943
baarer	w11_d418e13946
Be	w13_d418e13950
zahlung	w1_d418e13955
eine	w3_d418e13958
Licitations=tagsatzung	w5_d418e13961
auf	w7_d418e13964
den	w9_d418e13967
30.	w11_d418e13970
dies	w1_d418e13975
Monaes	w3_d418e13978
Januarii	w5_d418e13981
fruh	w7_d418e13984
um	w9_d418e13987
9.	w11_d418e13990
Uhr	w13_d418e13994
auf	w15_d418e13997
dasi	w17_d418e14000
gem	w1_d418e14006
Raht=haus	w3_d418e14009
anberaumet	w5_d418e14012
worden,	w7_d418e14015
als	w9_d418e14018
wer	w11_d418e14021
den	w1_d418e14026
all=diejenige,	w3_d418e14029
so	w5_d418e14032
dieses	w7_d418e14035
Haus	w9_d418e14038
samt	w11_d418e14041
der	w13_d418e14045
dar	w15_d418e14048
auf	w1_d418e14053
haftenden	w3_d418e14056
Handlungs=freyheit,	w5_d418e14059
oder	w7_d418e14062
sonst,	w9_d418e14065
was	w1_d418e14070
von	w3_d418e14073
obbeschriebenen	w5_d418e14076
Stucken	w7_d418e14079
zu	w9_d418e14082
erkauffen	w11_d418e14085
ge	w13_d418e14089
finnet	w1_d418e14095
ist,	w3_d418e14098
an	w5_d418e14101
obbenannten	w7_d418e14104
Tag	w9_d418e14107
und	w11_d418e14110
Stund	w13_d418e14114
zu	w15_d418e14117
Pruck	w1_d418e14122
an	w3_d418e14125
der	w5_d418e14128
Leytha	w7_d418e14131
einzufinden,	w9_d418e14134
und	w11_d418e14137
sich	w13_d418e14141
allda	w15_d418e14144
anzumelden	w1_d418e14149
wissen	w3_d418e14152
wird;	w5_d418e14155
welches	w7_d418e14158
man	w9_d418e14161
hiemit	w11_d418e14164
zur	w13_d418e14168
Nachricht	w1_d418e14173
kund	w3_d418e14176
machen	w5_d418e14179
wollen.	w7_d418e14182
</p>
<p id="p16_d418e14185">
Den	w1_d418e14189
28.	w3_d418e14192
gegenwärtigen	w5_d418e14195
Monats	w7_d418e14198
Januarii	w9_d418e14201
fruh	w11_d418e14204
von	w1_d418e14209
9.	w3_d418e14212
bis	w5_d418e14215
12.	w7_d418e14218
und	w9_d418e14221
Nachmittag	w11_d418e14224
von	w13_d418e14228
3.	w15_d418e14231
bis	w17_d418e14234
6.	w19_d418e14237
</p>
<p id="p18_d418e14240">
Uhr	w1_d418e14244
werden	w3_d418e14247
auf	w5_d418e14250
der	w7_d418e14253
Wasser=kunst=pastey	w9_d418e14256
in	w11_d418e14259
dem	w13_d418e14263
alldortig	w1_d418e14268
Kaiserl.	w3_d418e14271
Königl.	w5_d418e14274
Jngenieurscorpsstaabs	w7_d418e14277
quartier	w1_d418e14282
ober	w3_d418e14285
dem	w5_d418e14288
Schwibogen	w7_d418e14291
im	w9_d418e14294
zweyten	w11_d418e14297
Stock	w13_d418e14301
verschiedene	w1_d418e14307
Mobilien	w3_d418e14310
und	w5_d418e14313
Effecten,	w7_d418e14316
hauptsäch	w9_d418e14319
lich	w1_d418e14324
in	w3_d418e14327
Silber=geschmeid,	w5_d418e14330
bordirten	w7_d418e14333
Aniforms,	w9_d418e14336
und	w1_d418e14341
anderen	w3_d418e14344
Manns=kleidern,	w5_d418e14347
Wäsch,	w7_d418e14350
gold	w9_d418e14353
und	w11_d418e14356
silbernen	w1_d418e14361
Sack=auch	w3_d418e14364
Stock=uhren,	w5_d418e14367
Tabatieren,	w7_d418e14370
silber	w1_d418e14376
und	w3_d418e14379
erdinaire	w5_d418e14382
Jngenieurs=bestecken,	w7_d418e14385
ma	w9_d418e14388
thematischen	w1_d418e14393
Jnstrumenten,	w3_d418e14396
Gewehr,	w5_d418e14399
zweyen	w7_d418e14402
Stadt=schwimmern,	w1_d418e14407
einer	w3_d418e14410
Reis=pirutsch,	w5_d418e14413
ge	w7_d418e14416
stickt	w1_d418e14421
und	w3_d418e14424
bordirten	w5_d418e14427
Schabraquen,	w7_d418e14430
einigen	w9_d418e14433
Reit	w11_d418e14436
zeugen,	w1_d418e14442
worunter	w3_d418e14445
sich	w5_d418e14448
ein	w7_d418e14451
ganz	w9_d418e14454
neuer	w11_d418e14457
Türkischer	w13_d418e14461
Pferd=zaum	w1_d418e14466
mit	w3_d418e14469
starken	w5_d418e14472
Silber=beschläg	w7_d418e14475
befindet,	w9_d418e14478
nebst	w1_d418e14483
Tockayer	w3_d418e14486
und	w5_d418e14489
anderen	w7_d418e14492
Hungarischen	w9_d418e14495
Wein	w11_d418e14498
licitando	w1_d418e14503
verkauffet	w3_d418e14506
werden.	w5_d418e14509
</p>
<head id="h2_d418e14515">
Land=narschall	w1_d418e14519
rc.	w3_d418e14522
</head>
<p id="p4_d418e14525">
Entbiette	w1_d418e14529
N.	w3_d418e14532
allen	w5_d418e14535
und	w7_d418e14538
jeden	w9_d418e14541
was	w11_d418e14544
Standes	w13_d418e14548
und	w1_d418e14553
Würden	w3_d418e14556
die	w5_d418e14559
seynd,	w7_d418e14562
der	w9_d418e14565
Gebühr	w11_d418e14568
nach	w13_d418e14572
meinen	w15_d418e14575
Respective	w1_d418e14580
Dienst	w3_d418e14583
in	w5_d418e14586
guten	w7_d418e14589
willen	w9_d418e14592
zuvor;	w11_d418e14595
und	w13_d418e14599
füge	w1_d418e14605
hiemit	w3_d418e14608
zu	w5_d418e14611
vernehmen.	w7_d418e14614
</p>
<p id="p6_d418e14617">
Es	w1_d418e14621
haben	w3_d418e14624
bey	w5_d418e14627
dem	w7_d418e14630
mir	w9_d418e14633
allergnädigst	w11_d418e14636
anvertrau	w13_d418e14640
ten	w1_d418e14645
N.	w3_d418e14648
Oe.	w5_d418e14651
Land=marschallischen=gericht	w7_d418e14654
weil.	w9_d418e14657
Anna	w1_d418e14662
Maria	w3_d418e14665
Loweinin	w5_d418e14668
seel.	w7_d418e14671
instituirte	w9_d418e14674
Universal	w11_d418e14677
erben,	w1_d418e14683
schriftlich	w3_d418e14686
vorgestellet,	w5_d418e14689
welcher	w7_d418e14692
gestalten	w9_d418e14695
die	w1_d418e14700
vorhin	w3_d418e14703
angeordnet	w5_d418e14706
geweste	w7_d418e14709
Licitationstagsa	w9_d418e14712
tzung	w1_d418e14717
des	w3_d418e14720
Loweinischen	w5_d418e14723
Hofs	w7_d418e14726
zu	w9_d418e14729
Brun,	w11_d418e14732
samt	w13_d418e14736
hierzu	w1_d418e14741
gehörigen	w3_d418e14744
Grund=stücken,	w5_d418e14747
in	w7_d418e14750
Ermanglung	w9_d418e14753
einiger	w1_d418e14759
Kaufferen	w3_d418e14762
ihren	w5_d418e14765
Fortgang	w7_d418e14768
nicht	w9_d418e14771
hätte	w11_d418e14774
er	w13_d418e14778
reichen	w1_d418e14783
können;	w3_d418e14786
diesemnach	w5_d418e14789
gehorsamst	w7_d418e14792
gebetten,	w9_d418e14795
ich	w1_d418e14800
geruhete	w3_d418e14803
ein	w5_d418e14806
nochmaliges	w7_d418e14809
Licitations=edici	w9_d418e14812
bey	w11_d418e14815
der	w1_d418e14820
canzley	w3_d418e14823
ausfertigen	w5_d418e14826
zu	w7_d418e14829
lassen.	w9_d418e14832
Wann	w11_d418e14835
nun	w13_d418e14839
hierinfalls	w1_d418e14845
verwilliget,	w3_d418e14848
und	w5_d418e14851
zur	w7_d418e14854
Licitationstag	w9_d418e14857
satzung	w1_d418e14862
der	w3_d418e14865
30.	w5_d418e14868
dies	w7_d418e14871
Monats	w9_d418e14874
Januarii	w11_d418e14877
bestimmet	w13_d418e14881
worden	w1_d418e14886
ist.	w3_d418e14889
</p>
<p id="p8_d418e14892">
Als	w1_d418e14896
hat	w3_d418e14899
man	w5_d418e14902
ein	w7_d418e14905
solches	w9_d418e14908
zu	w11_d418e14911
dem	w13_d418e14915
Ende	w15_d418e14918
hiemit	w17_d418e14921
jedermänaiglich	w1_d418e14926
kund	w3_d418e14929
machen	w5_d418e14932
wollen,	w7_d418e14935
damit	w9_d418e14938
der	w11_d418e14941
oder	w1_d418e14946
die	w3_d418e14949
jenige,	w5_d418e14952
so	w7_d418e14955
obbemeldten	w9_d418e14958
Hof	w11_d418e14961
zu	w13_d418e14965
Brun	w15_d418e14968
una	w1_d418e14974
cum	w3_d418e14977
appertinentiis	w5_d418e14980
käuflichen	w7_d418e14983
an	w9_d418e14986
sich	w11_d418e14989
zu	w13_d418e14993
brin	w15_d418e14996
gen	w1_d418e15001
willens	w3_d418e15004
seynd,	w5_d418e15007
an	w7_d418e15010
obbestimmten	w9_d418e15013
Tag	w11_d418e15016
fruhe	w13_d418e15020
um	w1_d418e15025
8.	w3_d418e15028
Uhr	w5_d418e15031
ad	w7_d418e15034
licitandum	w9_d418e15037
&	w11_d418e15040
tractandum	w13_d418e15044
vor	w15_d418e15047
Gericht	w1_d418e15052
zu	w3_d418e15055
erscheinen	w5_d418e15058
wissen	w7_d418e15061
werden.	w9_d418e15064
</p>
<p id="p10_d418e15067">
Von	w1_d418e15071
N.	w3_d418e15074
Richter	w5_d418e15077
und	w7_d418e15080
Raht	w9_d418e15083
der	w11_d418e15086
Landes=fürstl.	w13_d418e15090
N.	w1_d418e15095
Oe.	w3_d418e15098
Stadt	w5_d418e15101
Klosterneuburg,	w7_d418e15104
wird	w9_d418e15107
hiemit	w11_d418e15110
noch	w13_d418e15114
malen	w1_d418e15119
kund	w3_d418e15122
und	w5_d418e15125
zu	w7_d418e15128
wissen	w9_d418e15131
gemacht,	w11_d418e15134
was	w13_d418e15138
gestal	w15_d418e15141
ten	w1_d418e15147
des	w3_d418e15150
Johann	w5_d418e15153
Lambert	w7_d418e15156
Schreiner,	w9_d418e15159
Burgerli	w11_d418e15162
cher	w1_d418e15167
Handels=mann	w3_d418e15170
aigentumlich	w5_d418e15173
in	w7_d418e15176
der	w9_d418e15179
unteren	w11_d418e15182
Stadt	w1_d418e15187
auf	w3_d418e15190
dem	w5_d418e15193
Platz	w7_d418e15196
ligende	w9_d418e15199
Behausung	w11_d418e15202
samt	w13_d418e15206
Handlungs=gerechtigkeit	w1_d418e15211
dem	w3_d418e15214
Meist=bietenden	w5_d418e15217
zu	w7_d418e15220
verkauffen	w1_d418e15226
seye,	w3_d418e15229
wer	w5_d418e15232
nun	w7_d418e15235
solche	w9_d418e15238
käuflich	w11_d418e15241
an	w13_d418e15245
sich	w15_d418e15248
zu	w1_d418e15253
bringen	w3_d418e15256
entschlossen,	w5_d418e15259
derjenige	w7_d418e15262
hat	w9_d418e15265
auf	w11_d418e15268
den	w13_d418e15272
11.	w1_d418e15277
Februarii	w3_d418e15280
fruh	w5_d418e15283
um	w7_d418e15286
9.	w9_d418e15289
Uhr	w11_d418e15292
auf	w13_d418e15296
gemeiner	w15_d418e15299
Stadt	w1_d418e15304
Raht=haus	w3_d418e15307
zu	w5_d418e15310
erscheinen,	w7_d418e15313
und	w9_d418e15316
der	w11_d418e15319
Licita	w13_d418e15323
tion	w1_d418e15329
beyzuwohnen.	w3_d418e15332
Actum	w5_d418e15335
Klosterneuburg	w7_d418e15338
in	w9_d418e15341
Senatu	w1_d418e15346
den	w3_d418e15349
14.	w5_d418e15352
Januarii	w7_d418e15355
1760.	w9_d418e15358
</p>
<p id="p12_d418e15362">
Wir	w1_d418e15366
Burger=meister	w3_d418e15369
Amts=verwalter,	w5_d418e15372
und	w7_d418e15375
Raht	w1_d418e15380
derl.	w3_d418e15383
Stadt	w5_d418e15386
Wien,	w7_d418e15389
geben	w9_d418e15392
dem	w11_d418e15395
Johann	w13_d418e15399
</p>
<p id="p16_d418e15404">
Ahilipp	w1_d418e15408
Herbort	w3_d418e15411
hiemit	w5_d418e15414
zu	w7_d418e15417
vernehmen,	w9_d418e15420
und	w11_d418e15423
ist	w13_d418e15427
demselben	w1_d418e15432
ohnehin	w3_d418e15435
bekannt;	w5_d418e15438
welcher	w7_d418e15441
gestalten	w9_d418e15444
auf	w11_d418e15447
dessen	w1_d418e15452
bereits	w3_d418e15455
unterm	w5_d418e15458
4.	w7_d418e15461
Novembris	w9_d418e15464
1754.	w11_d418e15467
bey	w13_d418e15471
einem	w1_d418e15477
Stadt=raht	w3_d418e15480
beschehenes	w5_d418e15483
Anlangen	w7_d418e15486
in	w9_d418e15489
ein	w11_d418e15492
gerichtlichen	w1_d418e15497
Verbott	w3_d418e15500
auf	w5_d418e15503
die	w7_d418e15506
Platoische	w9_d418e15509
Ver	w11_d418e15512
lassenschaft,	w1_d418e15517
wider	w3_d418e15520
die	w5_d418e15523
Mariam	w7_d418e15526
Annan	w9_d418e15529
Sartorin,	w11_d418e15532
als	w1_d418e15537
Platoische	w3_d418e15540
Universalterbin	w5_d418e15543
gewilliget	w7_d418e15546
worden	w9_d418e15549
seye;	w1_d418e15555
wiezumalen	w3_d418e15558
aber	w5_d418e15561
derselbe	w7_d418e15564
diese	w9_d418e15567
Sache	w11_d418e15570
bis	w13_d418e15574
nun	w1_d418e15579
zu	w3_d418e15582
gänzlich	w5_d418e15585
ersitzen	w7_d418e15588
lassen,	w9_d418e15591
und	w11_d418e15594
dessen	w13_d418e15598
Auf	w15_d418e15601
enthalt	w1_d418e15606
unbekannt	w3_d418e15609
ist,	w5_d418e15612
hat	w7_d418e15615
besagte	w9_d418e15618
Universal	w11_d418e15621
erbin	w13_d418e15625
zu	w1_d418e15630
Beylegung	w3_d418e15633
derselben	w5_d418e15636
um	w7_d418e15639
Ausfertigung	w9_d418e15642
eines	w11_d418e15645
Valval	w1_d418e15651
edicts	w3_d418e15654
gebetten,	w5_d418e15657
und	w7_d418e15660
da	w9_d418e15663
wir	w11_d418e15666
diesem	w13_d418e15670
Ge	w15_d418e15673
such	w1_d418e15678
auch	w3_d418e15681
deferiret,	w5_d418e15684
als	w7_d418e15687
wirdet	w9_d418e15690
ihme	w11_d418e15693
Herborrin	w13_d418e15697
folge	w1_d418e15702
dessen	w3_d418e15705
kund	w5_d418e15708
gemacht,	w7_d418e15711
daß	w9_d418e15714
selber	w11_d418e15717
den	w13_d418e15721
4.	w15_d418e15724
Fe	w17_d418e15727
bruarii	w1_d418e15732
des	w3_d418e15735
1760.	w5_d418e15738
Jahrs	w7_d418e15741
Vormittag	w9_d418e15744
um	w11_d418e15747
9.	w13_d418e15751
Uhr	w15_d418e15754
auf	w1_d418e15760
gemeiner	w3_d418e15763
Stadt	w5_d418e15766
Pupillen=rait=cammer	w7_d418e15769
per	w9_d418e15772
sönlich,	w1_d418e15777
oder	w3_d418e15780
durch	w5_d418e15783
einen	w7_d418e15786
genugsam	w9_d418e15789
bevollmäch	w11_d418e15792
tigten	w1_d418e15797
alsogewis	w3_d418e15800
erscheinen,	w5_d418e15803
und	w7_d418e15806
das	w9_d418e15809
Verbott	w11_d418e15812
justificiren,	w1_d418e15817
wie	w3_d418e15820
im	w5_d418e15823
widrigen	w7_d418e15826
solches	w9_d418e15829
ex	w11_d418e15832
officio	w13_d418e15836
aufgehoben	w1_d418e15842
werden	w3_d418e15845
solle.	w5_d418e15848
Actum	w7_d418e15851
Wien	w9_d418e15854
den	w11_d418e15857
22.	w13_d418e15861
December	w1_d418e15866
1759.	w3_d418e15869
</p>
<p id="p18_d418e15872">
Auf	w1_d418e15876
künftigen	w3_d418e15879
St.	w5_d418e15882
Georgi	w7_d418e15885
ist	w9_d418e15888
im	w11_d418e15891
Saltzerischen	w13_d418e15895
zum	w1_d418e15900
7.	w3_d418e15903
Körben	w5_d418e15906
genannten	w7_d418e15909
Haus,	w9_d418e15912
unweit	w11_d418e15915
des	w13_d418e15919
Kraut	w15_d418e15922
gassels,	w1_d418e15927
im	w3_d418e15930
ersten	w5_d418e15933
Stock	w7_d418e15936
eine	w9_d418e15939
Wohnung	w11_d418e15942
mit	w13_d418e15946
3.	w15_d418e15949
Zim	w17_d418e15952
mern	w1_d418e15958
auf	w3_d418e15961
die	w5_d418e15964
Gassen,	w7_d418e15967
und	w9_d418e15970
2.	w11_d418e15973
Zimmern	w13_d418e15977
in	w15_d418e15980
Hof	w17_d418e15983
hinein,	w1_d418e15988
samt	w3_d418e15991
Keller,	w5_d418e15994
Holz	w7_d418e15997
gewölb,	w9_d418e16000
und	w11_d418e16003
Boden	w13_d418e16007
zu	w15_d418e16010
verlassen,	w1_d418e16015
wer	w3_d418e16018
solche	w5_d418e16021
bestehen	w7_d418e16024
will,	w9_d418e16027
kan	w11_d418e16030
sich	w13_d418e16034
wegen	w15_d418e16037
fernerer	w1_d418e16042
Auskunft	w3_d418e16045
bey	w5_d418e16048
dem	w7_d418e16051
Haus=meister	w9_d418e16054
allda	w11_d418e16057
anmelden.	w1_d418e16063
</p>
<p id="p20_d418e16066">
Von	w1_d418e16070
der	w3_d418e16073
N.	w5_d418e16076
Oe.	w7_d418e16079
Regierung	w9_d418e16082
wegen,	w11_d418e16085
wird	w13_d418e16089
hiemit	w1_d418e16094
gegenwärtig	w3_d418e16097
offenen	w5_d418e16100
Edict	w7_d418e16103
jedermänniglich	w9_d418e16106
sowol	w1_d418e16111
an=als	w3_d418e16114
abwesenden,	w5_d418e16117
denen	w7_d418e16120
daran	w9_d418e16123
gelegen,	w11_d418e16126
kund	w1_d418e16132
und	w3_d418e16135
zu	w5_d418e16138
wissen	w7_d418e16141
gemacht.	w9_d418e16144
Es	w11_d418e16147
habe	w13_d418e16151
Regierung	w15_d418e16154
eine	w1_d418e16159
Nohtdurft	w3_d418e16162
zu	w5_d418e16165
seyn	w7_d418e16168
befunden,	w9_d418e16171
über	w11_d418e16174
des	w13_d418e16178
ab	w15_d418e16181
geleibten	w1_d418e16186
Johann	w3_d418e16189
Cornachi,	w5_d418e16192
gewest=Hof=befreyten	w7_d418e16195
Gold	w1_d418e16200
arbeiters	w3_d418e16203
ruckgebliebenes,	w5_d418e16206
und	w7_d418e16209
in	w9_d418e16212
Verfall	w11_d418e16215
gerahtenes	w1_d418e16221
Verlassenschafts=vermögen	w3_d418e16224
einen	w5_d418e16227
ordent	w7_d418e16230
lichen	w1_d418e16235
Concurs	w3_d418e16238
anzuordnen,	w5_d418e16241
und	w7_d418e16244
desselben	w9_d418e16247
sam	w11_d418e16250
mentlich	w1_d418e16255
sowol	w3_d418e16258
in	w5_d418e16261
als	w7_d418e16264
ausser	w9_d418e16267
Land	w11_d418e16270
befindliche	w13_d418e16274
Glaubiger,	w1_d418e16279
zu	w3_d418e16282
Anmeld	w5_d418e16285
und	w7_d418e16288
Liquidirung	w9_d418e16291
ihrer	w11_d418e16294
an	w13_d418e16298
erst	w1_d418e16304
bemeldten	w3_d418e16307
Johann	w5_d418e16310
Cornacht,	w7_d418e16313
zu	w9_d418e16316
stellen	w11_d418e16319
haben	w13_d418e16323
der	w1_d418e16328
Sprüch	w3_d418e16331
und	w5_d418e16334
Forderung	w7_d418e16337
einzuberuffen,	w9_d418e16340
zu	w11_d418e16343
wel	w13_d418e16347
chem	w1_d418e16352
Ende	w3_d418e16355
denenselben	w5_d418e16358
der	w7_d418e16361
16.	w9_d418e16364
Tag	w11_d418e16367
des	w13_d418e16371
zukünfti	w15_d418e16374
gen	w1_d418e16379
Monats	w3_d418e16382
Februarii	w5_d418e16385
1760.	w7_d418e16388
Nachmittag	w9_d418e16391
um	w11_d418e16394
4.	w13_d418e16398
Uhr,	w1_d418e16404
zur	w3_d418e16407
gewöhnlichen	w5_d418e16410
Tagsatzung	w7_d418e16413
für	w9_d418e16416
die	w11_d418e16419
erst,	w13_d418e16423
andert,	w1_d418e16428
und	w3_d418e16431
dritte,	w5_d418e16434
auch	w7_d418e16437
all	w9_d418e16440
endliche	w11_d418e16443
Frist	w13_d418e16447
sub	w15_d418e16450
clausula	w1_d418e16455
paæclusi	w3_d418e16458
anberaumet	w5_d418e16461
worden.	w7_d418e16464
Solchem	w9_d418e16467
nach	w1_d418e16472
werden	w3_d418e16475
all	w5_d418e16478
und	w7_d418e16481
jede,	w9_d418e16484
welche	w11_d418e16487
an	w13_d418e16491
gedacht	w15_d418e16494
Jo	w17_d418e16497
hann	w1_d418e16503
Cornachische	w3_d418e16506
Cridæ-massam	w5_d418e16509
ex	w7_d418e16512
quacunque	w9_d418e16515
causa	w1_d418e16520
vel	w3_d418e16523
titulo	w5_d418e16526
Sprüch	w7_d418e16529
und	w9_d418e16532
Anforderung	w11_d418e16535
haben,	w13_d418e16539
oder	w1_d418e16544
zu	w3_d418e16547
haben	w5_d418e16550
vermeinen,	w7_d418e16553
an	w9_d418e16556
obbestimmten	w11_d418e16559
Tag	w13_d418e16563
und	w1_d418e16568
Stund,	w3_d418e16571
vor	w5_d418e16574
Regierung	w7_d418e16577
in	w9_d418e16580
der	w11_d418e16583
daselbst	w13_d418e16587
zu	w15_d418e16590
solchem	w1_d418e16596
Ende	w3_d418e16599
offen	w5_d418e16602
haltenden	w7_d418e16605
Commißions=stuben,	w9_d418e16608
entweder	w1_d418e16613
selbst	w3_d418e16616
persönlich,	w5_d418e16619
oder	w7_d418e16622
durch	w9_d418e16625
hierzu	w11_d418e16628
ge	w13_d418e16632
nugsam	w1_d418e16637
gevollmächtigte	w3_d418e16640
Gewalt=tragere,	w5_d418e16643
also	w7_d418e16646
ge	w9_d418e16649
wiß	w1_d418e16654
zu	w3_d418e16657
erscheinen,	w5_d418e16660
und	w7_d418e16663
ihre	w9_d418e16666
an	w11_d418e16669
solche	w13_d418e16673
Cridæ-massa	w15_d418e16676
habende	w1_d418e16682
Anforderungen	w3_d418e16685
anzumelden,	w5_d418e16688
auch	w7_d418e16691
zu	w9_d418e16694
Her	w11_d418e16697
</p>
<p id="p22_d418e16700">
stellung	w1_d418e16704
des	w3_d418e16707
erforderlichen	w5_d418e16710
Rechtlichen	w7_d418e16713
Beweistum	w9_d418e16716
ihre	w1_d418e16721
Schuld	w3_d418e16724
und	w5_d418e16727
Satz=brief,	w7_d418e16730
oder	w9_d418e16733
ansonst	w11_d418e16736
ha	w13_d418e16740
bende	w1_d418e16745
Liquidation=urkunden,	w3_d418e16748
und	w5_d418e16751
rechtlichen	w7_d418e16754
Be	w9_d418e16757
heif	w1_d418e16763
in	w3_d418e16766
beglaubten	w5_d418e16769
Abschriften	w7_d418e16772
einzulegen	w9_d418e16775
haben;	w11_d418e16778
wie	w1_d418e16783
im	w3_d418e16786
widrigen	w5_d418e16789
der	w7_d418e16792
Ausbleibende,	w9_d418e16795
von	w11_d418e16798
gegen	w13_d418e16802
wärtiger	w1_d418e16807
Massa	w3_d418e16810
gänzlichen	w5_d418e16813
ausgeschlossen	w7_d418e16816
seyn,	w9_d418e16819
und	w1_d418e16824
ihme	w3_d418e16827
diesfalls	w5_d418e16830
das	w7_d418e16833
ewige	w9_d418e16836
Stillschweigen	w11_d418e16839
auf	w13_d418e16843
erlegt,	w1_d418e16849
der	w3_d418e16852
nicht	w5_d418e16855
Liquidirende	w7_d418e16858
aber,	w9_d418e16861
in	w11_d418e16864
der	w13_d418e16868
künf	w15_d418e16871
tigen	w1_d418e16876
Cläßification	w3_d418e16879
unerwisenen	w5_d418e16882
Anforderung	w7_d418e16885
ab	w9_d418e16888
gewiesen	w1_d418e16893
werden	w3_d418e16896
solle.	w5_d418e16899
Wornach	w7_d418e16902
sich	w9_d418e16905
ein	w11_d418e16908
jeder	w13_d418e16912
zu	w1_d418e16917
richten,	w3_d418e16920
und	w5_d418e16923
vor	w7_d418e16926
Schaden	w9_d418e16929
zu	w11_d418e16932
hürten	w13_d418e16936
haben	w15_d418e16939
wird	w17_d418e16942
So	w1_d418e16948
beschehen	w3_d418e16951
Wien	w5_d418e16954
den	w7_d418e16957
13	w9_d418e16960
Decemb.	w11_d418e16963
1759.	w13_d418e16967
</p>
<p id="p24_d418e16971">
Von	w1_d418e16975
des	w3_d418e16978
Kaiserl.	w5_d418e16981
Königl.	w7_d418e16984
Judicii	w9_d418e16987
Delegati	w11_d418e16990
mi-	w13_d418e16994
xti	w1_d418e16999
in	w3_d418e17002
Militaribus	w5_d418e17005
im	w7_d418e17008
Erz=herzogtum	w9_d418e17011
Oesterreich	w11_d418e17014
unter	w1_d418e17019
und	w3_d418e17022
ob	w5_d418e17025
der	w7_d418e17028
Ennswegen,	w9_d418e17031
wird	w11_d418e17034
hiemit	w13_d418e17038
durch	w15_d418e17041
dieses	w1_d418e17047
offentliche	w3_d418e17050
Edict	w5_d418e17053
jedermänniglich	w7_d418e17056
kund	w9_d418e17059
und	w11_d418e17062
zu	w1_d418e17067
wissen	w3_d418e17070
gemacht:	w5_d418e17073
Es	w7_d418e17076
habe	w9_d418e17079
bey	w11_d418e17082
gleich	w13_d418e17086
gedach	w15_d418e17089
tem	w1_d418e17094
Kaiserl.	w3_d418e17097
Königl.	w5_d418e17100
Judicio	w7_d418e17103
Delegato	w9_d418e17106
mixto	w11_d418e17109
in	w13_d418e17113
Militaribus	w1_d418e17118
die	w3_d418e17121
Frau	w5_d418e17124
Maria	w7_d418e17127
Francizca	w9_d418e17130
Freyin	w11_d418e17133
von	w1_d418e17139
Rzikowsky,	w3_d418e17142
geborne	w5_d418e17145
Gräfin	w7_d418e17148
von	w9_d418e17151
Gondrocourt	w11_d418e17154
vor	w1_d418e17159
und	w3_d418e17162
angebracht:	w5_d418e17165
welcher	w7_d418e17168
gestalten	w9_d418e17171
dieselbe	w11_d418e17174
bey	w1_d418e17179
der	w3_d418e17182
Kaiserl.	w5_d418e17185
Königl.	w7_d418e17188
Militarschuldenhof	w9_d418e17191
commißion	w1_d418e17196
über	w3_d418e17199
die	w5_d418e17202
eingelegte	w7_d418e17205
Legitimationsdo	w9_d418e17208
cumenta	w1_d418e17214
für	w3_d418e17217
den	w5_d418e17220
Kaiserl.	w7_d418e17223
Königl.	w9_d418e17226
Generalma	w11_d418e17229
jor	w1_d418e17234
Herrn	w3_d418e17237
von	w5_d418e17240
Rzitowsky	w7_d418e17243
den	w9_d418e17246
unterm	w11_d418e17249
1.	w13_d418e17253
Nov.	w15_d418e17256
1753.	w1_d418e17261
ausgefertigten	w3_d418e17264
Assecurations=schein	w5_d418e17267
pr.	w7_d418e17270
840.	w1_d418e17275
fl.	w3_d418e17278
worauf	w5_d418e17281
annoch	w7_d418e17284
4	w9_d418e17287
quartalige	w11_d418e17290
Rarä	w13_d418e17294
von	w15_d418e17297
30	w1_d418e17303
fl.	w3_d418e17306
zusammen	w5_d418e17309
also	w7_d418e17312
100.	w9_d418e17315
fl.	w11_d418e17318
haften,	w13_d418e17322
überkom	w15_d418e17325
men,	w1_d418e17330
solcher	w3_d418e17333
aber	w5_d418e17336
ihr	w7_d418e17339
sohin	w9_d418e17342
in	w11_d418e17345
Verlust	w13_d418e17349
gerahten.	w15_d418e17352
Als	w1_d418e17357
hat	w3_d418e17360
dahero	w5_d418e17363
sie,	w7_d418e17366
womit	w9_d418e17369
nicht	w11_d418e17372
etwann	w13_d418e17376
die	w15_d418e17379
aus	w17_d418e17382
ständige	w1_d418e17387
4.	w3_d418e17390
Ratä	w5_d418e17393
erhoben	w7_d418e17396
werden	w9_d418e17399
möchten,	w11_d418e17402
um	w13_d418e17406
Ausfertigung	w1_d418e17412
des	w3_d418e17415
gewöhnlichen	w5_d418e17418
Amortisatious	w7_d418e17421
edicts	w1_d418e17426
gebetten;	w3_d418e17429
gleichwie	w5_d418e17432
man	w7_d418e17435
auch	w9_d418e17438
hierein	w11_d418e17441
zu	w13_d418e17445
gewilligen	w1_d418e17450
keinen	w3_d418e17453
Anstand	w5_d418e17456
