<doc id="wr_1762-04-03" attrs="word" year="1762" month="04" day="03" corpus="2">
<head id="h2_d644e3254">
Auszug=schreiben	w1_d644e3258
verordneten	w7_d644e14089
Curaroris	w1_d644e14094
gehorsamstes	w3_d644e14097
Anlangen	w5_d644e14100
verwilliget	w7_d644e14103
wor	w9_d644e14106
den,	w1_d644e14111
daß	w3_d644e14114
alle	w5_d644e14117
diejenige,	w7_d644e14120
welche	w9_d644e14123
an	w11_d644e14126
erstersagtGene	w13_d644e14130
ral	w1_d644e14135
Mastrillische	w3_d644e14138
Verlassenschaft	w5_d644e14141
titulo	w7_d644e14144
crediti,	w9_d644e14147
aut	w11_d644e14150
alio	w1_d644e14156
quocunque	w3_d644e14159
einige	w5_d644e14162
Sprüche	w7_d644e14165
oder	w9_d644e14168
Anforderun	w11_d644e14171
gen	w1_d644e14176
haben	w3_d644e14179
oder	w5_d644e14182
zu	w7_d644e14185
haben	w9_d644e14188
vermeinen,	w11_d644e14191
durch	w13_d644e14195
Ausfer	w15_d644e14198
tigung	w1_d644e14203
gewöhnlicher	w3_d644e14206
Convocations=edicten	w5_d644e14209
per-	w7_d644e14212
emptorie	w1_d644e14217
sub	w3_d644e14220
clausula	w5_d644e14223
præclusi	w7_d644e14226
einberuffen	w9_d644e14229
wer	w11_d644e14232
den	w1_d644e14238
sollen.	w3_d644e14241
Wann	w5_d644e14244
nun	w7_d644e14247
zu	w9_d644e14250
diesem	w11_d644e14253
Ende	w13_d644e14257
der	w15_d644e14260
4.	w17_d644e14263
künftigen	w1_d644e14268
Monats	w3_d644e14271
May	w5_d644e14274
fruh	w7_d644e14277
um	w9_d644e14280
9.	w11_d644e14283
Uhr	w13_d644e14287
bey	w15_d644e14290
dieses	w17_d644e14293
K.	w1_d644e14298
K.	w3_d644e14301
Judicii	w5_d644e14304
Deleg.	w7_d644e14307
mixri	w9_d644e14310
in	w11_d644e14313
Militaribus	w13_d644e14317
auf	w15_d644e14320
der	w17_d644e14323
Seilerstatt	w1_d644e14328
in	w3_d644e14331
der	w5_d644e14334
sogenannten	w7_d644e14337
Hollerstauden	w9_d644e14340
im	w11_d644e14343
ersten	w1_d644e14349
Stock	w3_d644e14352
befindlichen	w5_d644e14355
Canzley	w7_d644e14358
pro	w9_d644e14361
1mo,	w11_d644e14364
2do	w13_d644e14368
&	w1_d644e14373
3tio	w3_d644e14376
Termino	w5_d644e14379
zu	w7_d644e14382
erscheinen	w9_d644e14385
bestimmet	w11_d644e14388
worden	w13_d644e14392
ist;	w1_d644e14397
Solchemnach	w3_d644e14400
werden	w5_d644e14403
all	w7_d644e14406
und	w9_d644e14409
jede	w11_d644e14412
General	w13_d644e14416
Mastrillische	w1_d644e14421
Glaubigere	w3_d644e14424
an	w5_d644e14427
obbestimmten	w7_d644e14430
Tag	w9_d644e14433
und	w11_d644e14436
Stund	w1_d644e14442
entweder	w3_d644e14445
selbst	w5_d644e14448
persönlich,	w7_d644e14451
oder	w9_d644e14454
durch	w11_d644e14457
ge	w13_d644e14461
nugsam	w1_d644e14466
instruirte	w3_d644e14469
Bevollmächtigte	w5_d644e14472
assogewiß	w7_d644e14475
zu	w9_d644e14478
er	w11_d644e14481
scheinen,	w1_d644e14486
wie	w3_d644e14489
immer	w5_d644e14492
Namen	w7_d644e14495
haben	w9_d644e14498
mögende,	w11_d644e14501
und	w13_d644e14505
an	w1_d644e14510
diese	w3_d644e14513
Verlassenschaft	w5_d644e14516
zu	w7_d644e14519
stellen	w9_d644e14522
vermeinende	w11_d644e14525
Prätensiones	w1_d644e14531
anzumelden,	w3_d644e14534
und	w5_d644e14537
Rechts=wegen	w7_d644e14540
be	w9_d644e14543
ständig	w1_d644e14548
zu	w3_d644e14551
liquidiren,	w5_d644e14554
wie	w7_d644e14557
im	w9_d644e14560
widrigen	w11_d644e14563
auf	w13_d644e14567
deren	w15_d644e14570
selben	w1_d644e14575
Ausbleiben	w3_d644e14578
des	w5_d644e14581
eröfterten	w7_d644e14584
Hrn.	w9_d644e14587
Generalens	w11_d644e14590
Marchese	w1_d644e14595
de	w3_d644e14598
Mastrilli	w5_d644e14601
seel.	w7_d644e14604
Verlassenschaft	w9_d644e14607
ex	w11_d644e14610
officio	w1_d644e14616
abgehandelt,	w3_d644e14619
und	w5_d644e14622
was	w7_d644e14625
Rechtens	w9_d644e14628
ist,	w11_d644e14631
vorge	w13_d644e14635
kehret	w1_d644e14640
werden	w3_d644e14643
solle.	w5_d644e14646
Wornach	w7_d644e14649
sich	w9_d644e14652
ein	w11_d644e14655
jeder	w13_d644e14659
Jn	w15_d644e14662
tereßirter	w1_d644e14667
zu	w3_d644e14670
richten,	w5_d644e14673
und	w7_d644e14676
seinem	w9_d644e14679
Recht	w11_d644e14682
bestens	w13_d644e14686
zu	w1_d644e14691
invigiliren	w3_d644e14694
wissen	w5_d644e14697
wird.	w7_d644e14700
</p>
<p id="p14_d644e14703">
Den	w1_d644e14707
6.	w3_d644e14710
April	w5_d644e14713
dies	w7_d644e14716
Jahrs	w9_d644e14719
werden	w11_d644e14722
auf	w13_d644e14726
der	w15_d644e14729
Sai	w17_d644e14732
ler=stadt	w1_d644e14737
in	w3_d644e14740
der	w5_d644e14743
grossen	w7_d644e14746
Hollerstanden	w9_d644e14749
im	w11_d644e14752
ersten	w13_d644e14756
Stock	w1_d644e14761
in	w3_d644e14764
des	w5_d644e14767
K.	w7_d644e14770
K.	w9_d644e14773
Jud.	w11_d644e14776
del.	w13_d644e14780
M.	w15_d644e14783
in	w17_d644e14786
M.	w19_d644e14789
Canzley	w21_d644e14792
verschiedene	w1_d644e14798
Verlassenschafts=effecten,	w3_d644e14801
als	w5_d644e14804
Manns	w7_d644e14807
kleider,	w1_d644e14812
Wäsch	w3_d644e14815
und	w5_d644e14818
andere	w7_d644e14821
Fahrnussen,	w9_d644e14824
Vormit	w11_d644e14827
tag	w1_d644e14832
von	w3_d644e14835
9.	w5_d644e14838
bis	w7_d644e14841
12.	w9_d644e14844
Uhr,	w11_d644e14847
und	w13_d644e14851
Nachmittag	w15_d644e14854
von	w17_d644e14857
3.	w19_d644e14860
bis	w1_d644e14865
6.	w3_d644e14868
Uhr	w5_d644e14871
dem	w7_d644e14874
Meistbietenden	w9_d644e14877
verkäuflich	w11_d644e14880
hind	w13_d644e14884
angegeben	w1_d644e14890
werden.	w3_d644e14893
</p>
<list id="l16_d644e14896">
</list>
<p id="p18_d644e14901">
Wir	w1_d644e14905
Burgermeister	w3_d644e14908
und	w5_d644e14911
Raht	w7_d644e14914
der	w9_d644e14917
Stadt	w11_d644e14920
Wien	w13_d644e14924
geben	w1_d644e14929
allen	w3_d644e14932
und	w5_d644e14935
jeden,	w7_d644e14938
so	w9_d644e14941
an	w11_d644e14944
weil.	w13_d644e14948
Johann	w15_d644e14951
Pach	w17_d644e14954
hofer,	w1_d644e14959
gewest	w3_d644e14962
Türkischen	w5_d644e14965
Galanterie=arbeitern	w7_d644e14968
allhier	w1_d644e14974
seel.	w3_d644e14977
Verlassenschaft	w5_d644e14980
Sprüch	w7_d644e14983
und	w9_d644e14986
Anfor	w11_d644e14989
derung	w1_d644e14994
haben,	w3_d644e14997
oder	w5_d644e15000
zu	w7_d644e15003
haben	w9_d644e15006
vermeinen,	w11_d644e15009
es	w13_d644e15013
seye	w15_d644e15016
um	w1_d644e15021
Erbschaft,	w3_d644e15024
Geld,	w5_d644e15027
Schulden,	w7_d644e15030
oder	w9_d644e15033
anderes,	w11_d644e15036
wie	w1_d644e15041
das	w3_d644e15044
immer	w5_d644e15047
genennet	w7_d644e15050
werden	w9_d644e15053
kan,	w11_d644e15056
oder	w13_d644e15060
mag,	w15_d644e15063
hiemit	w1_d644e15069
zu	w3_d644e15072
vernehmen,	w5_d644e15075
daß	w7_d644e15078
wir	w9_d644e15081
entschlossen	w11_d644e15084
seynd,	w13_d644e15088
jetzt	w1_d644e15093
berührte	w3_d644e15096
Sprüch	w5_d644e15099
auf	w7_d644e15102
den	w9_d644e15105
5.	w11_d644e15108
Monats=tag	w13_d644e15112
May	w15_d644e15115
dies	w1_d644e15120
Jahrs	w3_d644e15123
auf	w5_d644e15126
unser	w7_d644e15129
und	w9_d644e15132
gemeiner	w11_d644e15135
Stadt	w13_d644e15139
Raht	w15_d644e15142
haus	w1_d644e15147
solchergestalten	w3_d644e15150
zu	w5_d644e15153
hören,	w7_d644e15156
zu	w9_d644e15159
vernehmen,	w11_d644e15162
und	w1_d644e15168
was	w3_d644e15171
sich	w5_d644e15174
hierauf	w7_d644e15177
gebühret,	w9_d644e15180
zu	w11_d644e15183
handlen,	w13_d644e15187
daß	w15_d644e15190
an	w1_d644e15195
statt	w3_d644e15198
deren	w5_d644e15201
sonst	w7_d644e15204
gebräuchigen	w9_d644e15207
dreyen	w11_d644e15210
Edicten	w13_d644e15214
zu	w1_d644e15219
Abschneidung	w3_d644e15222
aller	w5_d644e15225
Weitläuffigkeiten	w7_d644e15228
diese	w9_d644e15231
Sach	w11_d644e15234
auf	w1_d644e15239
einmal	w3_d644e15242
hindann	w5_d644e15245
geleget	w7_d644e15248
werden	w9_d644e15251
solle;	w11_d644e15254
Erfor	w13_d644e15258
deren	w1_d644e15264
und	w3_d644e15267
citiren	w5_d644e15270
demnach	w7_d644e15273
alle	w9_d644e15276
Jntereßirte	w11_d644e15279
hiemit	w13_d644e15283
superperemptorie	w1_d644e15288
und	w3_d644e15291
sub	w5_d644e15294
omni	w7_d644e15297
clausula,	w9_d644e15300
daß	w11_d644e15303
sie	w1_d644e15308
entweders	w3_d644e15311
selbst	w5_d644e15314
persönlich,	w7_d644e15317
oder	w9_d644e15320
aber	w11_d644e15323
durch	w13_d644e15327
hiezu	w1_d644e15332
genugsam	w3_d644e15335
bevollmächtigte	w5_d644e15338
Gewalt=tragere	w7_d644e15341
auf	w1_d644e15347
obbemeldten	w3_d644e15350
Tag	w5_d644e15353
fruh	w7_d644e15356
um	w9_d644e15359
8.	w11_d644e15362
Uhr,	w13_d644e15366
oder	w15_d644e15369
da	w17_d644e15372
wir	w1_d644e15377
selbigen	w3_d644e15380
Tags	w5_d644e15383
etwa	w7_d644e15386
anderer	w9_d644e15389
Geschäften	w11_d644e15392
hal	w13_d644e15396
ber	w1_d644e15401
nicht	w3_d644e15404
zu	w5_d644e15407
Raht	w7_d644e15410
sitzeten,	w9_d644e15413
den	w11_d644e15416
nächst	w13_d644e15420
darauf	w15_d644e15423
fol	w17_d644e15426
genden	w1_d644e15431
Rahts=tag	w3_d644e15434
vor	w5_d644e15437
uns	w7_d644e15440
erscheinen,	w9_d644e15443
allda	w11_d644e15446
ihre	w13_d644e15450
Forderungen	w1_d644e15456
schrift	w3_d644e15459
oder	w5_d644e15462
mündlich	w7_d644e15465
anbringen,	w9_d644e15468
Rechts=beständig	w1_d644e15473
ohne	w3_d644e15476
weiterem	w5_d644e15479
den	w7_d644e15482
obbesagt	w9_d644e15485
nämlichen	w1_d644e15490
5.	w3_d644e15493
May	w5_d644e15496
alsogleich	w7_d644e15499
liquidiren,	w9_d644e15502
und	w11_d644e15505
nicht	w13_d644e15509
ausbleiben,	w1_d644e15514
und	w3_d644e15517
zwar	w5_d644e15520
mit	w7_d644e15523
dieser	w9_d644e15526
gemessenen	w11_d644e15529
Com	w13_d644e15533
mination,	w1_d644e15539
daß,	w3_d644e15542
es	w5_d644e15545
erscheine	w7_d644e15548
darbey	w9_d644e15551
ein	w11_d644e15554
Theil,	w13_d644e15558
oder	w1_d644e15563
nicht,	w3_d644e15566
der	w5_d644e15569
Anwesende	w7_d644e15572
mit	w9_d644e15575
seiner	w11_d644e15578
Nohtdurft	w13_d644e15582
nichts	w1_d644e15587
destoweniger	w3_d644e15590
gehöret,	w5_d644e15593
und	w7_d644e15596
darüber	w9_d644e15599
was	w11_d644e15602
Rechtens	w1_d644e15607
ist	w3_d644e15610
erkennet,	w5_d644e15613
auch	w7_d644e15616
mit	w9_d644e15619
der	w11_d644e15622
Verlassen	w13_d644e15626
schafts=abhandlung	w1_d644e15632
vorgegangen	w3_d644e15635
werden	w5_d644e15638
solle.	w7_d644e15641
Wornach	w1_d644e15646
sich	w3_d644e15649
ein	w5_d644e15652
jeder	w7_d644e15655
zu	w9_d644e15658
richten,	w11_d644e15661
und	w13_d644e15665
für	w15_d644e15668
Scha	w17_d644e15671
den	w1_d644e15676
zu	w3_d644e15679
hüten	w5_d644e15682
wissen	w7_d644e15685
wird.	w9_d644e15688
</p>
<p id="p20_d644e15691">
Hiemit	w1_d644e15695
wird	w3_d644e15698
dem	w5_d644e15701
Publico	w7_d644e15704
kund	w9_d644e15707
und	w11_d644e15710
zu	w13_d644e15714
wissen	w15_d644e15717
gemacht:	w1_d644e15722
daß	w3_d644e15725
zu	w5_d644e15728
Lugosch	w7_d644e15731
in	w9_d644e15734
Bannat	w11_d644e15737
folgende	w13_d644e15741
Rea,	w15_d644e15744
litäten,	w1_d644e15749
als	w3_d644e15752
das	w5_d644e15755
Wirts=haus	w7_d644e15758
zum	w9_d644e15761
goldenen	w11_d644e15764
Hirschen	w13_d644e15768
ein	w1_d644e15774
grosser	w3_d644e15777
Weingarten	w5_d644e15780
samt	w7_d644e15783
Preß	w9_d644e15786
und	w11_d644e15789
Preß	w13_d644e15793
schopfern	w1_d644e15798
und	w3_d644e15801
übrigen	w5_d644e15804
Appertinentien,	w7_d644e15807
dann	w9_d644e15810
drey	w11_d644e15813
Viertel=theil	w1_d644e15818
einer	w3_d644e15821
Wasser=mühl	w5_d644e15824
gleich	w7_d644e15827
nach	w9_d644e15830
Ostern	w11_d644e15833
und	w1_d644e15838
folgende	w3_d644e15841
Täge	w5_d644e15844
dies	w7_d644e15847
Jahrs	w9_d644e15850
licitando	w11_d644e15853
an	w13_d644e15857
dem	w15_d644e15860
Meistbietenden	w1_d644e15866
verkauffet	w3_d644e15869
werden.	w5_d644e15872
</p>
<p id="p22_d644e15877">
Es	w1_d644e15881
ist	w3_d644e15884
in	w5_d644e15887
der	w7_d644e15890
Landes=fürstl.	w9_d644e15893
Stad	w11_d644e15896
Crems	w13_d644e15900
die	w15_d644e15903
an	w17_d644e15906
der	w1_d644e15911
Land=strassenz	w3_d644e15914
oder	w5_d644e15917
in	w7_d644e15920
der	w9_d644e15923
Haupt=gassen	w11_d644e15926
gele	w13_d644e15930
gen	w1_d644e15935
sogenannte	w3_d644e15938
Preunerische	w5_d644e15941
Behausung	w7_d644e15944
zu	w9_d644e15947
ver	w11_d644e15950
kauffen,	w1_d644e15956
welche	w3_d644e15959
nach	w5_d644e15962
heutiger	w7_d644e15965
Manier	w9_d644e15968
zierlich	w11_d644e15971
er	w13_d644e15975
bauet,	w1_d644e15980
mit	w3_d644e15983
2.	w5_d644e15986
Stöcken	w7_d644e15989
und	w9_d644e15992
vielen	w11_d644e15995
Zimmern,	w13_d644e15999
auch	w15_d644e16002
4.	w1_d644e16007
Kucheln,	w3_d644e16010
ingleichen	w5_d644e16013
einer	w7_d644e16016
Anzahl	w9_d644e16019
Gewölber,	w11_d644e16022
die	w13_d644e16026
in	w1_d644e16031
Markt=zeiten	w3_d644e16034
verlassen	w5_d644e16037
werden,	w7_d644e16040
item	w9_d644e16043
eine	w11_d644e16046
gerau	w13_d644e16050
me	w1_d644e16056
Hof=march,	w3_d644e16059
schöne	w5_d644e16062
Pferd	w7_d644e16065
stallung,	w9_d644e16068
Brunn	w11_d644e16071
und	w13_d644e16075
Keller	w1_d644e16080
auf	w3_d644e16083
2.	w5_d644e16086
bis	w7_d644e16089
3000.	w9_d644e16092
Emmer	w11_d644e16095
Weine	w13_d644e16099
versehen	w15_d644e16102
ist,	w17_d644e16105
wobeynebst	w1_d644e16110
unter	w3_d644e16113
dem	w5_d644e16116
Dach	w7_d644e16119
sich	w9_d644e16122
auch	w11_d644e16125
stokadorte	w13_d644e16129
Zimmer	w1_d644e16134
befinden,	w3_d644e16137
ein	w5_d644e16140
vor	w7_d644e16143
der	w9_d644e16146
Stadt	w11_d644e16149
gelegeenr	w13_d644e16153
Stadel	w1_d644e16159
samt	w3_d644e16162
Garten	w5_d644e16165
und	w7_d644e16168
Keller	w9_d644e16171
aber,	w11_d644e16174
in	w13_d644e16178
welch	w15_d644e16181
letzteren	w1_d644e16186
ebenfalls	w3_d644e16189
über	w5_d644e16192
2000.	w7_d644e16195
Emmer	w9_d644e16198
Wein	w11_d644e16201
gele	w13_d644e16205
</p>
<p id="p28_d644e16219">
get	w1_d644e16223
werden	w3_d644e16226
können,	w5_d644e16229
wurde	w7_d644e16232
entweder	w9_d644e16235
allein,	w11_d644e16238
oder	w13_d644e16242
auch	w1_d644e16247
mit	w3_d644e16250
obiger	w5_d644e16253
Behausung	w7_d644e16256
verkauffet;	w9_d644e16259
wer	w11_d644e16262
also	w13_d644e16266
ein	w1_d644e16271
oder	w3_d644e16274
anderes	w5_d644e16277
käufl.	w7_d644e16280
an	w9_d644e16283
sich	w11_d644e16286
zu	w13_d644e16290
bringen	w15_d644e16293
gedenket,	w17_d644e16296
beliebe	w1_d644e16302
sich	w3_d644e16305
daselbst	w5_d644e16308
bey	w7_d644e16311
Hrn.	w9_d644e16314
Anton	w11_d644e16317
Mayer,	w13_d644e16321
Rahts	w15_d644e16324
verwandten	w1_d644e16329
und	w3_d644e16332
Handelsmann,	w5_d644e16335
ad	w7_d644e16338
extractandum	w9_d644e16341
anzumelden.	w1_d644e16346
</p>
<p id="p30_d644e16351">
Bey	w1_d644e16355
Franz	w3_d644e16358
Leopld	w5_d644e16361
Grund	w7_d644e16364
burgerl.	w9_d644e16367
Buchbinder	w11_d644e16370
in	w1_d644e16375
dem	w3_d644e16378
Gewölb	w5_d644e16381
beym	w7_d644e16384
Stephans=haupt=thor	w9_d644e16387
und	w1_d644e16392
in	w3_d644e16395
der	w5_d644e16398
Singer=strassen	w7_d644e16401
im	w9_d644e16404
Fähnrich=hof	w11_d644e16407
ist	w13_d644e16411
</p>
<p id="p32_d644e16414">
zu	w1_d644e16418
haben:	w3_d644e16421
Cantus	w1_d644e16426
Ecclesiasticus	w3_d644e16429
Sacræ	w5_d644e16432
Historiæ	w7_d644e16435
Passio-	w9_d644e16438
nis	w1_d644e16443
Domini	w3_d644e16446
nostri	w5_d644e16449
JEsu	w7_d644e16452
Christi,	w9_d644e16455
secundum	w11_d644e16458
qua-	w13_d644e16462
tuor	w1_d644e16468
Evangelistas,	w3_d644e16471
nec	w5_d644e16474
non	w7_d644e16477
Lamentationum	w9_d644e16480
&	w11_d644e16483
Lectionum	w1_d644e16488
pro	w3_d644e16491
tribus	w5_d644e16494
Matutinis	w7_d644e16497
tenebrarum	w9_d644e16500
jux-	w11_d644e16503
Cui	w1_d644e16508
ta	w1_d644e16513
Exemplar	w3_d644e16516
Romæ	w5_d644e16519
editum	w7_d644e16522
emendatius.	w9_d644e16525
denuo	w1_d644e16531
novissimé	w3_d644e16534
accesserunt	w5_d644e16537
nedum	w7_d644e16540
orationes	w9_d644e16543
immediate	w1_d644e16548
post	w3_d644e16551
passionem	w5_d644e16554
Feria	w7_d644e16557
VI.	w9_d644e16560
in	w11_d644e16563
Parasce-	w13_d644e16567
ve	w1_d644e16572
dicendæ,	w3_d644e16575
cæque	w5_d644e16578
suis	w7_d644e16581
notis	w9_d644e16584
expressæ:	w11_d644e16587
sed	w13_d644e16591
&	w15_d644e16594
nsuper	w1_d644e16599
tria	w3_d644e16602
integra	w5_d644e16605
Matutina	w7_d644e16608
Tenebrarum	w9_d644e16611
una	w11_d644e16614
cum	w1_d644e16620
suis	w3_d644e16623
Antiphonis,	w5_d644e16626
Psalmis,	w7_d644e16629
Versiculis,	w9_d644e16632
(præ-	w11_d644e16635
memoratis	w1_d644e16640
Lamentationibus,	w3_d644e16643
&	w5_d644e16646
Lectionibus,)	w7_d644e16649
Responsoriis,	w1_d644e16654
Canticis	w3_d644e16657
&c.	w5_d644e16660
tam	w7_d644e16663
ordinatim	w9_d644e16666
dis-	w11_d644e16669
posita,	w1_d644e16674
quàm	w3_d644e16677
politiori	w5_d644e16680
sub	w7_d644e16683
antiquis	w9_d644e16686
Notis	w11_d644e16689
ca-	w13_d644e16693
nendi	w1_d644e16699
stylo	w3_d644e16702
studiose	w5_d644e16705
elaborata,	w7_d644e16708
ità,	w9_d644e16711
ut	w11_d644e16714
ad	w13_d644e16718
ea	w15_d644e16721
in	w1_d644e16726
Ecclesiis	w3_d644e16729
rité	w5_d644e16732
decantanda	w7_d644e16735
nec	w9_d644e16738
Antiphonario,	w11_d644e16741
nec	w1_d644e16746
Breviatio	w3_d644e16749
cuipiain	w5_d644e16752
opus	w7_d644e16755
sit,	w9_d644e16758
in	w11_d644e16761
usum	w13_d644e16765
ac	w15_d644e16768
commodum	w1_d644e16773
omnium	w3_d644e16776
Ecclesiarum	w5_d644e16779
tam	w7_d644e16782
Cathedra-	w9_d644e16785
lium	w1_d644e16791
&	w3_d644e16794
Collegiatarum,	w5_d644e16797
quàm	w7_d644e16800
etiam	w9_d644e16803
Curalium.	w11_d644e16806
Jn	w1_d644e16811
französischen	w3_d644e16814
Band	w5_d644e16817
a	w7_d644e16820
2.	w9_d644e16823
fl	w11_d644e16826
30.	w13_d644e16830
kr.	w15_d644e16833
Gewöhnlicher	w1_d644e16838
Gottes	w3_d644e16841
dienst	w5_d644e16844
der	w7_d644e16847
heiligen	w9_d644e16850
Char	w11_d644e16853
</p>
<p id="p34_d644e16856">
oder	w1_d644e16860
Marter=wochen,	w3_d644e16863
in	w5_d644e16866
verschiedenen	w7_d644e16869
Einband.	w9_d644e16872
Officium	w1_d644e16877
Hebdomadæ	w3_d644e16880
Sanctæ,	w5_d644e16883
secundum	w7_d644e16886
Mis-	w9_d644e16889
sale	w1_d644e16894
&	w3_d644e16897
Breviarium	w5_d644e16900
Romanum,	w7_d644e16903
Pii	w9_d644e16906
V.	w11_d644e16909
Pont.	w13_d644e16913
Max.	w1_d644e16919
jussu	w3_d644e16922
editum	w5_d644e16925
Clementis	w7_d644e16928
VIII.	w9_d644e16931
&	w11_d644e16934
Urbani	w13_d644e16938
VIII	w1_d644e16943
anctoritate	w3_d644e16946
recognitum.	w5_d644e16949
D	w1_d644e16954
</p>
<list id="l36_d644e16958">
Von	w1_d644e16962
Sr.	w3_d644e16965
Hochwürden	w5_d644e16968
und	w7_d644e16971
Gnaden	w9_d644e16974
Hrn.	w11_d644e16977
Of	w13_d644e16981
</list>
<p id="p38_d644e16985">
ficialen	w1_d644e16989
und	w3_d644e16992
Venerabiis	w5_d644e16995
Archi-Episcopalis	w7_d644e16998
Con-	w9_d644e17001
sistorii	w1_d644e17006
Viennensis	w3_d644e17009
wegen	w5_d644e17012
allen	w7_d644e17015
und	w9_d644e17018
jeden,	w11_d644e17021
welche	w13_d644e17025
bey	w1_d644e17030
und	w3_d644e17033
an	w5_d644e17036
des	w7_d644e17039
weil.	w9_d644e17042
Johann	w11_d644e17045
Jacob	w13_d644e17049
Pirker,	w15_d644e17052
ge	w17_d644e17055
west=weltlichen	w1_d644e17061
Priesters	w3_d644e17064
seel.	w5_d644e17067
Verlassenschaft	w7_d644e17070
et	w9_d644e17073
oder	w1_d644e17078
auf	w3_d644e17081
all	w5_d644e17084
was	w1_d644e17089
an	w3_d644e17092
Erb,	w5_d644e17095
Schrift,	w7_d644e17098
Schulden,	w9_d644e17101
haben,	w1_d644e17106
oder	w3_d644e17109
zu	w5_d644e17112
andere	w1_d644e17118
Weis	w3_d644e17121
und	w5_d644e17124
Art	w7_d644e17127
zu	w9_d644e17130
fordern	w11_d644e17133
daß	w1_d644e17138
eine	w3_d644e17141
haben	w1_d644e17146
vermeinen,	w3_d644e17149
hiemit	w5_d644e17152
anzufügen,	w7_d644e17155
den	w1_d644e17160
22.	w3_d644e17163
kom-	w5_d644e17166
Convoration	w1_d644e17172
verordnet,	w3_d644e17175
und	w5_d644e17178
auf	w7_d644e17181
menden	w1_d644e17186
Monats	w3_d644e17189
April	w5_d644e17192
dieses	w7_d644e17195
lauffenden	w9_d644e17198
Jahrs	w11_d644e17201
Nachmittags	w1_d644e17206
um	w3_d644e17209
2.	w5_d644e17212
Uhr	w7_d644e17215
in	w9_d644e17218
der	w11_d644e17221
Erz=bischöflichen	w13_d644e17225
Consistorial=canzley	w1_d644e17230
zu	w3_d644e17233
erscheinen,	w5_d644e17236
der	w7_d644e17239
Tag	w9_d644e17242
und	w11_d644e17245
Stund	w1_d644e17251
benennet	w3_d644e17254
sey.	w5_d644e17257
Solchemnach	w7_d644e17260
werden	w9_d644e17263
alle	w11_d644e17266
diejenige,	w1_d644e17271
so	w3_d644e17274
Eingangs	w5_d644e17277
ermeldter	w7_d644e17280
massen	w9_d644e17283
sub	w11_d644e17286
quacunque	w1_d644e17291
causa,	w3_d644e17294
vel	w5_d644e17297
titulo	w7_d644e17300
etiam	w9_d644e17303
hæreditatis	w11_d644e17306
Jure	w1_d644e17311
Sprüch	w3_d644e17314
haben,	w5_d644e17317
oder	w7_d644e17320
zu	w9_d644e17323
haben	w11_d644e17326
vermeinen,	w13_d644e17330
mit	w1_d644e17336
denenselben	w3_d644e17339
an	w5_d644e17342
bemeldten	w7_d644e17345
Tag	w9_d644e17348
und	w11_d644e17351
Stund	w13_d644e17355
peremptorie,	w1_d644e17360
&	w3_d644e17363
cum	w5_d644e17366
clausula	w7_d644e17369
præclusi	w9_d644e17372
sub	w11_d644e17375
termi-	w13_d644e17379
no	w1_d644e17384
1mo.	w3_d644e17387
2do.	w5_d644e17390
&	w7_d644e17393
3tio	w9_d644e17396
sich	w11_d644e17399
also	w13_d644e17403
gewiß	w15_d644e17406
anmelden,	w17_d644e17409
als	w1_d644e17414
im	w3_d644e17417
widrigen	w5_d644e17420
die	w7_d644e17423
Ausbleibende	w9_d644e17426
nicht	w11_d644e17429
mehr	w13_d644e17433
ge	w15_d644e17436
höret,	w1_d644e17442
sondern	w3_d644e17445
eo	w5_d644e17448
ipso	w7_d644e17451
mit	w9_d644e17454
ihren	w11_d644e17457
Sprüchen	w13_d644e17461
aus	w15_d644e17464
</p>
<p id="p40_d644e17467">
geschlossen,	w1_d644e17471
&	w3_d644e17474
cum	w5_d644e17477
perpetus	w7_d644e17480
filentio	w9_d644e17483
abgewie	w11_d644e17486
sen,	w1_d644e17491
und	w3_d644e17494
das	w5_d644e17497
Behörige	w7_d644e17500
ex	w9_d644e17503
officio	w11_d644e17506
vorgekehret	w13_d644e17510
werden	w1_d644e17515
solle.	w3_d644e17518
</p>
<p id="p42_d644e17521">
Den	w1_d644e17525
23.	w3_d644e17528
künftigen	w5_d644e17531
Monats	w7_d644e17534
April	w9_d644e17537
fruh	w11_d644e17540
um	w13_d644e17544
9.	w15_d644e17547
wird	w1_d644e17552
bey	w3_d644e17555
dem	w5_d644e17558
Löbl.	w7_d644e17561
Markt=raht	w9_d644e17564
des	w11_d644e17567
Landesfürstl.	w13_d644e17571
Markts	w1_d644e17576
Perchtoldstorf	w3_d644e17579
die	w5_d644e17582
daselbst	w7_d644e17585
gelegene	w9_d644e17588
von	w11_d644e17591
Pachnerische	w1_d644e17597
Behausung,	w3_d644e17600
so	w5_d644e17603
mit	w7_d644e17606
3.	w9_d644e17609
saubern	w11_d644e17612
Zim	w13_d644e17616
mern	w1_d644e17621
im	w3_d644e17624
ersten	w5_d644e17627
Stock	w7_d644e17630
auf	w9_d644e17633
die	w11_d644e17636
Gassen,	w13_d644e17640
dann	w15_d644e17643
einem	w17_d644e17646
in	w1_d644e17651
dem	w3_d644e17654
Hof,	w5_d644e17657
nebst	w7_d644e17660
einer	w9_d644e17663
Cammer	w11_d644e17666
und	w13_d644e17670
einer	w15_d644e17673
gros	w17_d644e17676
sen	w1_d644e17681
Kuchel,	w3_d644e17684
wie	w5_d644e17687
