<doc id="wr_1760-08-13" attrs="word" year="1760" month="08" day="13" corpus="2">
<head id="h2_d475e3099">
Von	w1_d475e3103
Hauptmann	w5_d475e13877
Prandmayr,	w7_d475e13880
dem	w9_d475e13883
Danter	w11_d475e13886
Dietrich,	w1_d475e13891
dem	w3_d475e13894
Johann	w5_d475e13897
Heinrich	w7_d475e13900
Ettenreicher,	w9_d475e13903
dem	w1_d475e13908
Joseph	w3_d475e13911
Mannsrieder,	w5_d475e13914
als	w7_d475e13917
Bevollmächtigten	w9_d475e13920
des	w1_d475e13926
Thomas	w3_d475e13929
Anton	w5_d475e13932
Richters	w7_d475e13935
in	w9_d475e13938
Märisch=Tribau,	w11_d475e13941
der	w1_d475e13946
als	w3_d475e13949
des	w5_d475e13952
verstorbenen	w7_d475e13955
Philipp	w9_d475e13958
Krammers,	w11_d475e13961
Burgerl.	w1_d475e13966
Eisen=handlers	w3_d475e13969
hinterlassener	w5_d475e13972
Erbin,	w7_d475e13975
</p>
<p id="p26_d475e13981">
dem	w1_d475e13985
Johann	w3_d475e13988
Joseph	w5_d475e13991
Salvaci,	w7_d475e13994
dem	w9_d475e13997
Franz	w11_d475e14000
Joseph	w13_d475e14004
Ferner	w1_d475e14009
als	w3_d475e14012
Mandat	w5_d475e14015
des	w7_d475e14018
Samuel	w9_d475e14021
Schleihers	w11_d475e14024
hin	w13_d475e14028
terlassenen	w1_d475e14033
Wittib,	w3_d475e14036
und	w5_d475e14039
Hofmanns	w7_d475e14042
in	w9_d475e14045
Breßlau,	w11_d475e14048
dem	w1_d475e14054
Jgnati	w3_d475e14057
Pohl	w5_d475e14060
Huttmacher	w7_d475e14063
in	w9_d475e14066
Trebisch,	w11_d475e14069
dem	w13_d475e14073
Wenzl	w1_d475e14078
Doppler	w3_d475e14081
Tuchhandlern	w5_d475e14084
zu	w7_d475e14087
Pollna,	w9_d475e14090
dem	w11_d475e14093
Anton	w1_d475e14098
Joseph	w3_d475e14101
Gottschlich,	w5_d475e14104
dem	w7_d475e14107
Johann	w9_d475e14110
Anton	w11_d475e14113
Brighenti,	w1_d475e14118
als	w3_d475e14121
Gewalt=tragern	w5_d475e14124
des	w7_d475e14127
Johann	w9_d475e14130
Georg	w1_d475e14136
Lottke	w3_d475e14139
Handels=mann	w5_d475e14142
in	w7_d475e14145
Fulneck,	w9_d475e14148
denen	w11_d475e14151
Gebrüdern	w1_d475e14156
Schreiber,	w3_d475e14159
dem	w5_d475e14162
Daniel	w7_d475e14165
Dietrich,	w9_d475e14168
dem	w1_d475e14173
Urban	w3_d475e14176
Holzer	w5_d475e14179
Hof=befreyten	w7_d475e14182
Uhrmacher,	w9_d475e14185
dem	w1_d475e14190
Joseph	w3_d475e14193
Mannsrieder,	w5_d475e14196
nomine	w7_d475e14199
des	w9_d475e14202
Bern	w11_d475e14205
lard	w1_d475e14211
Kuur	w3_d475e14214
Tuchhandlern	w5_d475e14217
zu	w7_d475e14220
Fulneck,	w9_d475e14223
dem	w11_d475e14226
Jo	w13_d475e14230
hann	w1_d475e14235
Wolfgang,	w3_d475e14238
und	w5_d475e14241
Philipp	w7_d475e14244
Heymerle,	w9_d475e14247
dem	w11_d475e14250
Joseph	w1_d475e14255
Gruber	w3_d475e14258
Burgerl.	w5_d475e14261
Knöpfmacher,	w7_d475e14264
dem	w9_d475e14267
Lud	w11_d475e14270
wig	w1_d475e14275
Hemleben	w3_d475e14278
Burgerl.	w5_d475e14281
Apothecker,	w7_d475e14284
dem	w9_d475e14287
Joseph	w11_d475e14290
Goldschmid	w1_d475e14296
Juden,	w3_d475e14299
dem	w5_d475e14302
Christian	w7_d475e14305
Chares,	w9_d475e14308
dem	w11_d475e14311
N.	w1_d475e14316
Richter	w3_d475e14319
und	w5_d475e14322
Raht	w7_d475e14325
des	w9_d475e14328
Markts	w11_d475e14331
zu	w13_d475e14335
Gumpholts	w15_d475e14338
kirchen,	w1_d475e14343
kund	w3_d475e14346
und	w5_d475e14349
zu	w7_d475e14352
wissen	w9_d475e14355
gemacht:	w11_d475e14358
Es	w13_d475e14362
habe	w15_d475e14365
Regierung	w1_d475e14370
mehrmalen	w3_d475e14373
für	w5_d475e14376
nöhtig	w7_d475e14379
befunden,	w9_d475e14382
die	w11_d475e14385
obbenannt	w1_d475e14391
sammentlich	w3_d475e14394
in	w5_d475e14397
dem	w7_d475e14400
Bernhard	w9_d475e14403
Adam	w11_d475e14406
schen	w1_d475e14411
Cridä=ausschlag	w3_d475e14414
sub	w5_d475e14417
Classe	w7_d475e14420
quarta	w9_d475e14423
einkom	w11_d475e14426
mende	w1_d475e14431
Bernhard	w3_d475e14434
Adamische	w5_d475e14437
Creditores	w7_d475e14440
per	w9_d475e14443
Edi-	w11_d475e14446
ca	w1_d475e14451
ad	w3_d475e14454
valvas	w5_d475e14457
zu	w7_d475e14460
vollständig=gänzlicher	w9_d475e14463
Darthu	w11_d475e14466
und	w1_d475e14472
Liquidir	w3_d475e14475
auch	w5_d475e14478
Produeirung	w7_d475e14481
deren	w9_d475e14484
Otigina	w11_d475e14487
lien	w1_d475e14492
ihrer	w3_d475e14495
oft	w5_d475e14498
gehört	w7_d475e14501
Adamischen	w9_d475e14504
Massam	w11_d475e14507
ange	w13_d475e14511
meldeten	w1_d475e14516
Forderungen	w3_d475e14519
gerichtlich	w5_d475e14522
vorzuladen,	w7_d475e14525
und	w9_d475e14528
einzuberuffen.	w1_d475e14533
Solchemnach	w3_d475e14536
wird	w5_d475e14539
denen	w7_d475e14542
samment	w9_d475e14545
lich	w1_d475e14551
oben	w3_d475e14554
Eingangs	w5_d475e14557
ernannt	w7_d475e14560
und	w9_d475e14563
in	w11_d475e14566
dem	w13_d475e14570
Bern	w15_d475e14573
hard	w1_d475e14578
Adamischen	w3_d475e14581
Cridä=relations=ausschlag	w5_d475e14584
Classe	w7_d475e14587
querta	w1_d475e14592
einkommenden	w3_d475e14595
Glaubigeren	w5_d475e14598
hiemit	w7_d475e14601
der	w9_d475e14604
13.	w11_d475e14607
Nonats=tag	w1_d475e14612
Septemb.	w3_d475e14615
dieses	w5_d475e14618
lauffenden	w7_d475e14621
1760.	w9_d475e14624
Jahrs	w1_d475e14630
Nachmittags	w3_d475e14633
präcise	w5_d475e14636
um	w7_d475e14639
4.	w9_d475e14642
Uhr	w11_d475e14645
vor	w13_d475e14649
Re	w15_d475e14652
gierung	w1_d475e14657
in	w3_d475e14660
der	w5_d475e14663
daselbst	w7_d475e14666
zu	w9_d475e14669
solchem	w11_d475e14672
Ende	w13_d475e14676
offen	w15_d475e14679
hal	w17_d475e14682
tenden	w1_d475e14687
Commißions=stuben	w3_d475e14690
entweder	w5_d475e14693
selbst	w7_d475e14696
per	w9_d475e14699
sonlich,	w1_d475e14704
oder	w3_d475e14707
durch	w5_d475e14710
genugsam	w7_d475e14713
bevollmächtigte	w9_d475e14716
Gewalt=tragere	w1_d475e14722
behörig	w3_d475e14725
zu	w5_d475e14728
erscheinen,	w7_d475e14731
zugleich	w9_d475e14734
die	w1_d475e14739
Producirung	w3_d475e14742
deren	w5_d475e14745
Originalien,	w7_d475e14748
auch	w9_d475e14751
sonstiger	w11_d475e14754
Prästirung	w1_d475e14759
der	w3_d475e14762
ihnen	w5_d475e14765
aufgetragenen	w7_d475e14768
Liquivatior	w9_d475e14771
alsogewiß	w1_d475e14776
auferleget,	w3_d475e14779
wie	w5_d475e14782
im	w7_d475e14785
wiyrigen	w9_d475e14788
mit	w11_d475e14791
Repar	w13_d475e14795
tirung	w1_d475e14801
deren	w3_d475e14804
Adamischen	w5_d475e14807
Massä	w7_d475e14810
Mitteln	w9_d475e14813
ex	w11_d475e14816
offi	w13_d475e14820
dio	w1_d475e14825
vorgegangen,	w3_d475e14828
sohin	w5_d475e14831
die	w7_d475e14834
sich	w9_d475e14837
nicht	w11_d475e14840
angemel	w13_d475e14844
dete	w1_d475e14849
oder	w3_d475e14852
nicht	w5_d475e14855
vollständig	w7_d475e14858
liquidirte	w9_d475e14861
Credits	w11_d475e14864
partheyen	w1_d475e14869
von	w3_d475e14872
sothaner	w5_d475e14875
Repartition	w7_d475e14878
ausgeschlos	w9_d475e14881
sen,	w1_d475e14887
und	w3_d475e14890
nicht	w5_d475e14893
mehr	w7_d475e14896
gehöret	w9_d475e14899
werden	w11_d475e14902
sollen.	w13_d475e14906
Wor	w15_d475e14909
nach	w1_d475e14914
sich	w3_d475e14917
also	w5_d475e14920
ein	w7_d475e14923
jeder	w9_d475e14926
zu	w11_d475e14929
richten,	w13_d475e14933
und	w15_d475e14936
vor	w17_d475e14939
Scha	w19_d475e14942
den	w1_d475e14947
zu	w3_d475e14950
hüten	w5_d475e14953
wissen	w7_d475e14956
werd.	w9_d475e14959
</p>
<p id="p28_d475e14962">
Von	w1_d475e14966
der	w3_d475e14969
Röm.	w5_d475e14972
Kaiserl.	w7_d475e14975
Königl.	w9_d475e14978
Majest.	w11_d475e14981
N.	w13_d475e14985
Oe.	w15_d475e14988
Regierung	w1_d475e14993
wegen,	w3_d475e14996
wird	w5_d475e14999
mit	w7_d475e15002
gegenwärtig	w9_d475e15005
offenem	w11_d475e15008
Edict	w1_d475e15013
dem	w3_d475e15016
Christian	w5_d475e15019
Hausknecht,	w7_d475e15022
und	w9_d475e15025
dem	w11_d475e15028
ge	w13_d475e15032
richtlich	w1_d475e15038
aufgestellt	w3_d475e15041
seyn	w5_d475e15044
sollenden	w7_d475e15047
Anton	w9_d475e15050
Mosbe	w11_d475e15053
rischen	w1_d475e15058
Curatori,	w3_d475e15061
oder	w5_d475e15064
denen	w7_d475e15067
Mosbeckischen	w9_d475e15070
Er	w11_d475e15073
den	w1_d475e15078
kund	w3_d475e15081
und	w5_d475e15084
zu	w7_d475e15087
wissen	w9_d475e15090
gemacht:	w11_d475e15093
Es	w13_d475e15097
habe	w15_d475e15100
der	w17_d475e15103
gerichtlich	w1_d475e15108
verordnet	w3_d475e15111
Lucä	w5_d475e15114
Kriegauische	w7_d475e15117
Curator	w9_d475e15120
Manies	w1_d475e15126
Doctor	w3_d475e15129
Hinterberger,	w5_d475e15132
gehorsam	w7_d475e15135
angezei	w9_d475e15138
get,	w1_d475e15143
wie	w3_d475e15146
daß	w5_d475e15149
unterm	w7_d475e15152
17.	w9_d475e15155
Junii	w11_d475e15158
des	w13_d475e15162
letzthin	w15_d475e15165
ab	w17_d475e15168
gewoichenen	w1_d475e15173
1759.	w3_d475e15176
Jahrs	w5_d475e15179
in	w7_d475e15182
Betref	w9_d475e15185
der	w11_d475e15188
Kriegaui	w13_d475e15192
schen	w1_d475e15197
Cridä=sach,	w3_d475e15200
und	w5_d475e15203
respective	w7_d475e15206
hierwegen	w9_d475e15209
für	w11_d475e15212
gewesten	w1_d475e15218
Liquidirung	w3_d475e15221
der	w5_d475e15224
Relations=ausschlag	w7_d475e15227
</p>
<p id="p30_d475e15230">
unter	w1_d475e15234
anderen	w3_d475e15237
auch	w5_d475e15240
dahin	w7_d475e15243
geschöpfet	w9_d475e15246
wor	w11_d475e15249
den	w1_d475e15254
wäre,	w3_d475e15257
daß	w5_d475e15260
die	w7_d475e15263
Anna	w9_d475e15266
Hausknechtin,	w11_d475e15269
oder	w13_d475e15273
nunmehro	w1_d475e15278
derselben	w3_d475e15281
Sohn	w5_d475e15284
Christian	w7_d475e15287
Hausknecht	w9_d475e15290
mit	w1_d475e15296
denen	w3_d475e15299
auf	w5_d475e15302
ein	w7_d475e15305
eingelegtes	w9_d475e15308
Attestatum	w11_d475e15311
ange	w13_d475e15315
meldten	w1_d475e15320
46.	w3_d475e15323
fl.	w5_d475e15326
gegen	w7_d475e15329
Beybringung	w9_d475e15332
einer	w11_d475e15335
glaub	w13_d475e15339
würdigen	w1_d475e15344
Urkund,	w3_d475e15347
daß	w5_d475e15350
seine	w7_d475e15353
Mutter	w9_d475e15356
Anna	w11_d475e15359
Ma	w13_d475e15363
ria	w1_d475e15368
Hausknechtin,	w3_d475e15371
seiues	w5_d475e15374
verstorbenen	w7_d475e15377
Vatters	w9_d475e15380
alleinige	w1_d475e15386
Erbin	w3_d475e15389
gewesen,	w5_d475e15392
nicht	w7_d475e15395
minder	w9_d475e15398
an	w11_d475e15401
ihne	w13_d475e15405
Christian	w1_d475e15410
Hausknecht	w3_d475e15413
seiner	w5_d475e15416
Mutter	w7_d475e15419
seel.	w9_d475e15422
Erb	w11_d475e15425
schaft	w1_d475e15430
gediehen	w3_d475e15433
seye,	w5_d475e15436
dann	w7_d475e15439
gegen	w9_d475e15442
Ablegung	w11_d475e15445
eines	w13_d475e15449
cörperlichen	w1_d475e15454
Eids,	w3_d475e15457
daß	w5_d475e15460
seines	w7_d475e15463
Wissens	w9_d475e15466
weder	w11_d475e15469
sein	w13_d475e15473
Vatter,	w1_d475e15479
noch	w3_d475e15482
seine	w5_d475e15485
Mutter	w7_d475e15488
seel.	w9_d475e15491
einige	w11_d475e15494
Abschlags	w13_d475e15498
zahlung	w1_d475e15503
oder	w3_d475e15506
Vergütung	w5_d475e15509
an	w7_d475e15512
denen	w9_d475e15515
eingeklagten	w11_d475e15518
45.	w1_d475e15523
fl.	w3_d475e15526
überkommen	w5_d475e15529
haben,	w7_d475e15532
wie	w9_d475e15535
auch	w11_d475e15538
der	w13_d475e15542
Anton	w15_d475e15545
Mosbek,	w1_d475e15550
gewesten	w3_d475e15553
Pfarrerh	w5_d475e15556
zu	w7_d475e15559
Niederleyß,	w9_d475e15562
oder	w11_d475e15565
dessen	w1_d475e15571
aufgestellte,	w3_d475e15574
Curator	w5_d475e15577
mit	w7_d475e15580
denen	w9_d475e15583
vor	w11_d475e15586
gelese	w13_d475e15590
nen	w1_d475e15595
heiligen	w3_d475e15598
Messen	w5_d475e15601
prätendirenden	w7_d475e15604
64.	w9_d475e15607
fl.	w11_d475e15610
30.	w13_d475e15614
kr	w1_d475e15619
gegen	w3_d475e15622
vorläuffig	w5_d475e15625
rechtlichen	w7_d475e15628
Beweis	w9_d475e15631
und	w11_d475e15634
Li	w13_d475e15638
quidirung	w1_d475e15643
derenselben	w3_d475e15646
in	w5_d475e15649
die	w7_d475e15652
künftige	w9_d475e15655
Reparti	w11_d475e15658
rung	w1_d475e15664
der	w3_d475e15667
Lucä	w5_d475e15670
Kriegauischen	w7_d475e15673
Cridä=massä	w9_d475e15676
einge	w11_d475e15679
theilet	w1_d475e15684
werden	w3_d475e15687
solle.	w5_d475e15690
Wann	w7_d475e15693
nun	w9_d475e15696
aber	w11_d475e15699
er	w13_d475e15703
Krie	w15_d475e15706
gauische	w1_d475e15711
Curator	w3_d475e15714
wider	w5_d475e15717
den	w7_d475e15720
Christian	w9_d475e15723
Hausknecht	w11_d475e15726
die	w1_d475e15731
8.	w3_d475e15734
tägige	w5_d475e15737
Vollziehungs=auflag	w7_d475e15740
bereits	w9_d475e15743
bewür	w11_d475e15746
ket,	w1_d475e15752
nicht	w3_d475e15755
minder	w5_d475e15758
wegen	w7_d475e15761
des	w9_d475e15764
aufgestellt	w11_d475e15767
seyn	w13_d475e15771
sol	w15_d475e15774
lenden	w1_d475e15779
Anton	w3_d475e15782
Mosbekischen	w5_d475e15785
Curatoris,	w7_d475e15788
und	w9_d475e15791
de	w11_d475e15794
ren	w1_d475e15799
Mosbekischen	w3_d475e15802
Erben	w5_d475e15805
sich	w7_d475e15808
alles	w9_d475e15811
Fleisses	w11_d475e15814
erkun	w13_d475e15818
diget,	w1_d475e15823
allein	w3_d475e15826
weder	w5_d475e15829
ihne	w7_d475e15832
Hausknecht	w9_d475e15835
vigore	w11_d475e15838
de	w13_d475e15842
ren	w1_d475e15848
Exccutions=scheine	w3_d475e15851
betretten,	w5_d475e15854
noch	w7_d475e15857
ein	w9_d475e15860
Mos	w11_d475e15863
bekischer	w1_d475e15868
Curator	w3_d475e15871
ausfindig	w5_d475e15874
machen	w7_d475e15877
könte,	w9_d475e15880
also	w11_d475e15883
hat	w1_d475e15888
selber	w3_d475e15891
in	w5_d475e15894
diese	w7_d475e15897
Cridä=sach	w9_d475e15900
zur	w11_d475e15903
einstigen	w13_d475e15907
End	w15_d475e15910
schaft	w1_d475e15915
zu	w3_d475e15918
bringen,	w5_d475e15921
gedachte	w7_d475e15924
2.	w9_d475e15927
Partheyen	w11_d475e15930
durch	w13_d475e15934
ein	w1_d475e15940
offentliches	w3_d475e15943
Edictum	w5_d475e15946
valvale	w7_d475e15949
ad	w9_d475e15952
,liqu'dandum	w11_d475e15955
einzuberuffen,	w1_d475e15960
und	w3_d475e15963
ausfindig	w5_d475e15966
zu	w7_d475e15969
machen	w9_d475e15972
gebetten.	w11_d475e15975
Gleich	w1_d475e15980
wie	w3_d475e15983
sie	w5_d475e15986
Regierung	w7_d475e15989
zu	w9_d475e15992
solchem	w11_d475e15995
Ende	w13_d475e15999
den	w15_d475e16002
23.	w1_d475e16007
Tag	w3_d475e16010
des	w5_d475e16013
Monats	w7_d475e16016
Augusti	w9_d475e16019
dies	w11_d475e16022
inlebenden	w13_d475e16026
1760.	w1_d475e16032
Jahrs	w3_d475e16035
Nachmittags	w5_d475e16038
präcise	w7_d475e16041
um	w9_d475e16044
4.	w11_d475e16047
Uhr	w13_d475e16051
vor	w1_d475e16056
ihr	w3_d475e16059
Regierung	w5_d475e16062
zu	w7_d475e16065
erscheinen,	w9_d475e16068
und	w11_d475e16071
zu	w13_d475e16075
all	w15_d475e16078
end	w17_d475e16081
licher	w1_d475e16086
Frist	w3_d475e16089
anberaumet	w5_d475e16092
haben	w7_d475e16095
will.	w9_d475e16098
Solchem	w11_d475e16101
nach	w1_d475e16106
wird	w3_d475e16109
ihme	w5_d475e16112
Christien	w7_d475e16115
Hausknecht,	w9_d475e16118
und	w11_d475e16121
An	w13_d475e16125
ton	w1_d475e16131
Mosbekischen	w3_d475e16134
Curatrrn,	w5_d475e16137
oder	w7_d475e16140
ihnen	w9_d475e16143
etwa	w11_d475e16146
existirenden	w1_d475e16151
Mosbeklschen	w3_d475e16154
Erben	w5_d475e16157
mittels	w7_d475e16160
gegen	w9_d475e16163
wärtig	w1_d475e16168
offenen	w3_d475e16171
Valvar=edicts	w5_d475e16174
anbefohlen,	w7_d475e16177
daß	w9_d475e16180
selbe	w1_d475e16185
an	w3_d475e16188
obbestimmten	w5_d475e16191
Tag	w7_d475e16194
und	w9_d475e16197
Stund	w11_d475e16200
vor	w13_d475e16204
Re	w15_d475e16207
gierung	w1_d475e16213
in	w3_d475e16216
der	w5_d475e16219
daselbst	w7_d475e16222
zu	w9_d475e16225
solchem	w11_d475e16228
Ende	w13_d475e16232
offen	w15_d475e16235
hal	w17_d475e16238
tenden	w1_d475e16243
Commißions=stuben	w3_d475e16246
entweder	w5_d475e16249
selbst	w7_d475e16252
per	w9_d475e16255
sönlich,	w1_d475e16260
oder	w3_d475e16263
durch	w5_d475e16266
hierzu	w7_d475e16269
genugsam	w9_d475e16272
bevollmäch	w11_d475e16275
tigte	w1_d475e16280
Gewalt=tragere	w3_d475e16283
also	w5_d475e16286
gewiß	w7_d475e16289
erscheinen,	w9_d475e16292
und	w11_d475e16295
die	w1_d475e16301
ihn	w3_d475e16304
in	w5_d475e16307
Eingangs	w7_d475e16310
erwehnten	w9_d475e16313
Relationsaus	w11_d475e16316
schlag	w1_d475e16321
aufgetragene	w3_d475e16324
Prästanda	w5_d475e16327
prästiren,	w7_d475e16330
wie	w9_d475e16333
im	w11_d475e16336
widrigen	w1_d475e16341
sie	w3_d475e16344
nicht	w5_d475e16347
mehr	w7_d475e16350
gehöret,	w9_d475e16353
sondern	w11_d475e16356
von	w13_d475e16360
dieser	w1_d475e16365
Cridä=massa	w3_d475e16368
vollends	w5_d475e16371
abgewiesen,	w7_d475e16374
und	w9_d475e16377
ein	w11_d475e16380
folglichen	w1_d475e16386
mit	w3_d475e16389
Repartirung	w5_d475e16392
der	w7_d475e16395
Lucä	w9_d475e16398
Kriegaui	w11_d475e16401
schen	w1_d475e16406
Massa	w3_d475e16409
unter	w5_d475e16412
die	w7_d475e16415
übrig	w9_d475e16418
liquidirte	w11_d475e16421
Schuld	w13_d475e16425
posten	w1_d475e16430
ex	w3_d475e16433
officio	w5_d475e16436
vorgegangen	w7_d475e16439
werden	w9_d475e16442
solle.	w11_d475e16445
Wor	w13_d475e16449
nach	w1_d475e16454
sich	w3_d475e16457
also	w5_d475e16460
dieselbe	w7_d475e16463
zu	w9_d475e16466
richten	w11_d475e16469
wissen	w13_d475e16473
werden.	w15_d475e16476
</p>
<p id="p32_d475e16479">
Auf	w1_d475e16483
den	w3_d475e16486
5.	w5_d475e16489
Sept.	w7_d475e16492
1760.	w9_d475e16495
werden	w11_d475e16498
die	w13_d475e16502
in	w15_d475e16505
weil	w17_d475e16508
Johann	w1_d475e16513
Jgnatz	w3_d475e16516
Heyinger	w5_d475e16519
Universitätsbuchdru	w7_d475e16522
ckers	w1_d475e16527
</p>
<p id="p36_d475e16533">
ärs	w1_d475e16537
und	w3_d475e16540
behausten	w5_d475e16543
Burgers	w7_d475e16546
seel.	w9_d475e16549
Verlassenschaft	w11_d475e16552
gehörige	w1_d475e16557
Bücher,	w3_d475e16560
wie	w5_d475e16563
auch	w7_d475e16566
die	w9_d475e16569
Druckereyef	w11_d475e16572
fecten,	w1_d475e16577
bestehend;	w3_d475e16580
in	w5_d475e16583
vorhandenen	w7_d475e16586
Schriften,	w9_d475e16589
Buchstaben,	w1_d475e16595
Formen,	w3_d475e16598
und	w5_d475e16601
anderen	w7_d475e16604
Jnstrumen	w9_d475e16607
ten	w1_d475e16612
dem	w3_d475e16615
Meistbietenden	w5_d475e16618
durch	w7_d475e16621
eine	w9_d475e16624
offentliche	w11_d475e16627
Li	w13_d475e16631
citation	w1_d475e16636
verkauffet	w3_d475e16639
werden	w5_d475e16642
in	w7_d475e16645
dem	w9_d475e16648
Heyingerischen,	w11_d475e16651
oder	w1_d475e16656
Buchdrückerischen	w3_d475e16659
Haus	w5_d475e16662
in	w7_d475e16665
der	w9_d475e16668
Romer=straß	w11_d475e16671
neben	w1_d475e16677
denen	w3_d475e16680
Jacoberinnen	w5_d475e16683
fruh	w7_d475e16686
von	w9_d475e16689
9.	w11_d475e16692
bis	w13_d475e16696
12.	w15_d475e16699
und	w1_d475e16704
Nachmittags	w3_d475e16707
von	w5_d475e16710
3.	w7_d475e16713
bis	w9_d475e16716
6.	w11_d475e16719
Uhr.	w13_d475e16723
</p>
<p id="p38_d475e16726">
Es	w1_d475e16730
ist	w3_d475e16733
in	w5_d475e16736
dem	w7_d475e16739
sogenant	w9_d475e16742
rotem	w11_d475e16745
Haus,	w13_d475e16749
vor	w15_d475e16752
dem	w17_d475e16755
Schotten=thor	w1_d475e16760
denen	w3_d475e16763
Schwarz=spanniern	w5_d475e16766
gegen	w7_d475e16769
über,	w9_d475e16772
der	w1_d475e16777
ganze	w3_d475e16780
Herrschafts=stock	w5_d475e16783
alltäglich	w7_d475e16786
zu	w9_d475e16789
verlassen;	w11_d475e16792
item	w1_d475e16798
ein	w3_d475e16801
Keller	w5_d475e16804
auf	w7_d475e16807
802	w9_d475e16810
Eimer,	w11_d475e16813
wer	w13_d475e16817
solche	w15_d475e16820
bestehen	w17_d475e16823
will,	w1_d475e16828
kan	w3_d475e16831
sich	w5_d475e16834
bey	w7_d475e16837
dem	w9_d475e16840
Gartner	w11_d475e16843
daselbst	w13_d475e16847
anmelden.	w15_d475e16850
</p>
<p id="p40_d475e16855">
Bey	w1_d475e16859
Johann	w3_d475e16862
Jacob	w5_d475e16865
Lidl	w7_d475e16868
Kupfer=stechern	w9_d475e16871
im	w11_d475e16874
Doctor	w1_d475e16879
Deimlischen	w3_d475e16882
Haus	w5_d475e16885
neben	w7_d475e16888
der	w9_d475e16891
Heil.	w11_d475e16894
Drey	w13_d475e16898
faltigkeit	w1_d475e16903
ist	w3_d475e16906
zu	w5_d475e16909
haben:	w7_d475e16912
</p>
<p id="p42_d475e16915">
Neue	w1_d475e16919
und	w3_d475e16922
accurate	w5_d475e16925
Land=karte	w7_d475e16928
des	w9_d475e16931
grossen	w11_d475e16934
Herzogtums	w1_d475e16939
Ober	w3_d475e16942
und	w5_d475e16945
Nieder=schlesien,	w7_d475e16948
und	w9_d475e16951
der	w1_d475e16956
Grafschaft	w3_d475e16959
Glatz,	w5_d475e16962
darinnen	w7_d475e16965
nicht	w9_d475e16968
allein	w11_d475e16971
alle	w13_d475e16975
darinn	w1_d475e16981
befindlich	w3_d475e16984
17.	w5_d475e16987
Fürstentümer,	w7_d475e16990
und	w9_d475e16993
die	w11_d475e16996
6.	w13_d475e17000
freye	w1_d475e17005
Standes=herrschaften,	w3_d475e17008
sondern	w5_d475e17011
auch	w7_d475e17014
alle	w9_d475e17017
Städte,	w1_d475e17022
Markt=flecken,	w3_d475e17025
Schlösser,	w5_d475e17028
Dörfer,	w7_d475e17031
Post=stationes,	w1_d475e17036
Berge,	w3_d475e17039
Wälder,	w5_d475e17042
Flüß	w7_d475e17045
rc.	w9_d475e17048
mit	w11_d475e17051
möglichstem	w1_d475e17057
Fleiß	w3_d475e17060
entworfen,	w5_d475e17063
auch	w7_d475e17066
mit	w9_d475e17069
Compas,	w11_d475e17072
und	w1_d475e17077
verschiedenen	w3_d475e17080
Maß=stäben	w5_d475e17083
bestens	w7_d475e17086
versehen,	w9_d475e17089
nebst	w1_d475e17094
einen	w3_d475e17097
Register,	w5_d475e17100
fein	w7_d475e17103
im	w9_d475e17106
Kupfer	w11_d475e17109
gestochen	w13_d475e17113
auf	w1_d475e17118
4.	w3_d475e17121
Regal=bögen,	w5_d475e17124
das	w7_d475e17127
Exemplar	w9_d475e17130
sauber	w11_d475e17133
illu	w13_d475e17137
minirt,	w1_d475e17143
und	w3_d475e17146
im	w5_d475e17149
Futterall	w7_d475e17152
pr.	w9_d475e17155
3.	w11_d475e17158
fl.	w13_d475e17162
30.	w15_d475e17165
kr.	w17_d475e17168
oh	w19_d475e17171
ne	w1_d475e17176
Futterall	w3_d475e17179
mit	w5_d475e17182
Register	w7_d475e17185
pr.	w9_d475e17188
3	w11_d475e17191
fl.	w13_d475e17195
30.	w15_d475e17198
kr.	w17_d475e17201
im	w19_d475e17204
Futterall	w1_d475e17209
mit	w3_d475e17212
Register	w5_d475e17215
pr.	w7_d475e17218
3.	w9_d475e17221
fl.	w11_d475e17224
45.	w13_d475e17228
kr.	w15_d475e17231
ohne	w17_d475e17234
Futterall	w1_d475e17239
und	w3_d475e17242
ohne	w5_d475e17245
Register	w7_d475e17248
pr.	w9_d475e17251
3.	w11_d475e17254
fl.	w13_d475e17258
</p>
<p id="p44_d475e17261">
Den	w1_d475e17265
20.	w3_d475e17268
nächst=künftigen	w5_d475e17271
Monats	w7_d475e17274
Septembris	w9_d475e17277
fruh	w1_d475e17282
um	w3_d475e17285
9.	w5_d475e17288
Uhr	w7_d475e17291
wird	w9_d475e17294
bey	w11_d475e17297
dem	w13_d475e17301
löbl.	w15_d475e17304
Kais.	w17_d475e17307
Königl.	w19_d475e17310
N.	w1_d475e17315
Oe.	w3_d475e17318
Wald=amt	w5_d475e17321
(welches	w7_d475e17324
dermalen	w9_d475e17327
in	w11_d475e17330
dem	w13_d475e17334
K.	w15_d475e17337
K.	w1_d475e17343
Salz=amt	w3_d475e17346
alhier	w5_d475e17349
sich	w7_d475e17352
befindet)	w9_d475e17355
des	w11_d475e17358
Christian	w13_d475e17362
Hehlmayr	w1_d475e17367
K.	w3_d475e17370
K.	w5_d475e17373
Wald	w7_d475e17376
amts=unterthans	w9_d475e17379
zu	w11_d475e17382
Brai	w13_d475e17386
tenfurth,	w1_d475e17391
und	w3_d475e17394
Rosaliä	w5_d475e17397
dessen	w7_d475e17400
Ehe=wirthin	w9_d475e17403
eigen	w11_d475e17406
zumlich	w1_d475e17411
