<doc id="edoc_wd_1777-08-02" attrs="word" year="1777" month="08" day="02" corpus="1">
<head id="hl1">
Konstantinopel	w47
des	w14165
erfoderlich	w14166
rechtlichen	w14167
Be=weisthums	w14168
<g/>
=
ihre	w14170
Schuld	w14171
und	w14172
Satzbriefe	w14173
<g/>
,
oder	w14175
ansonst	w14176
habende	w14177
Liquidationsurkunden	w14178
und	w14179
recht=liche	w14180
<g/>
=
Behelfe	w14182
in	w14183
beglaubten	w14184
Abschriften	w14185
einzule=gen	w14186
<g/>
=
haben	w14188
<g/>
,
wie	w14190
im	w14191
widrigen	w14192
der	w14193
Ausbleibende	w14194
von	w14195
gegenwärtiger	w14196
Konkursmassa	w14197
gänzlich	w14198
aus=geschlossen	w14199
<g/>
=
seyn	w14201
<g/>
,
und	w14203
ihm	w14204
diesfalls	w14205
das	w14206
ewige	w14207
Stillschweigen	w14208
auferlegt	w14209
<g/>
,
der	w14211
nicht	w14212
liquidirende	w14213
aber	w14214
in	w14215
der	w14216
künftigen	w14217
Claßification	w14218
mit	w14219
seiner	w14220
unerwiesenen	w14221
Foderung	w14222
abgewiesen	w14223
werden	w14224
soll	w14225
<g/>
.
</p>
<p id="p152">
Wir	w14227
Burgermeister	w14228
und	w14229
Rath	w14230
der	w14231
Stadt	w14232
Wien	w14233
geben	w14234
hiemit	w14235
jedermann	w14236
zu	w14237
vernehmen	w14238
<g/>
:
Es	w14240
sey	w14241
Joseph	w14242
Ham	w14243
<g/>
,
gewesener	w14245
Handlungs=diener	w14246
<g/>
=
<g/>
,
mit	w14249
Tod	w14250
abgegangen	w14251
<g/>
,
und	w14253
daher	w14254
um	w14255
mit	w14256
der	w14257
künftigen	w14258
Verlassenschaftsabhandlung	w14259
sicher	w14260
fürgehen	w14261
zu	w14262
können	w14263
<g/>
,
für	w14265
nothwendig	w14266
be=funden	w14267
<g/>
=
worden	w14269
<g/>
,
diejenige	w14271
fürzuladen	w14272
<g/>
,
und	w14274
an=zuhören	w14275
<g/>
=
welche	w14277
an	w14278
diese	w14279
Verlassenschaft	w14280
einige	w14281
Sprüche	w14282
und	w14283
Foderungen	w14284
haben	w14285
möchten	w14286
<g/>
.
Da	w14288
wir	w14289
nun	w14290
entschlossen	w14291
sind	w14292
<g/>
,
eben	w14294
diese	w14295
Sprüche	w14296
und	w14297
Foderungen	w14298
<g/>
,
an	w14300
dem	w14301
eigends	w14302
<g/>
,
und	w14304
zwar	w14305
für	w14306
das	w14307
erst	w14308
<g/>
=
und	w14310
letztemal	w14311
hiezu	w14312
bestimten	w14313
Ta=ge	w14314
<g/>
=
<g/>
,
nämlich	w14317
den	w14318
23	w14319
<g/>
.
August	w14321
d	w14322
<g/>
.
J	w14324
<g/>
.
oder	w14326
da	w14327
wir	w14328
diesen	w14329
Tag	w14330
anderer	w14331
Verhindernissen	w14332
halber	w14333
nicht	w14334
zu	w14335
Rath	w14336
sässen	w14337
<g/>
,
den	w14339
nächst	w14340
darauf	w14341
folgenden	w14342
Rathstag	w14343
fruh	w14344
um	w14345
8	w14346
Uhr	w14347
zu	w14348
hören	w14349
und	w14350
zu	w14351
ver=nehmen	w14352
<g/>
=
<g/>
.
So	w14355
haben	w14356
jene	w14357
<g/>
,
die	w14359
an	w14360
des	w14361
Joseph	w14362
Ham	w14363
seel	w14364
<g/>
.
Verlassenschaft	w14366
einige	w14367
rechtmäßige	w14368
Foderung	w14369
<g/>
,
es	w14371
sey	w14372
um	w14373
Erbschaft	w14374
<g/>
,
Schuld	w14376
<g/>
,
oder	w14378
anderer	w14379
Ursachen	w14380
willen	w14381
zu	w14382
haben	w14383
glauben	w14384
<g/>
,
den	w14386
bestimmten	w14387
Tag	w14388
selbst	w14389
persönlich	w14390
<g/>
,
oder	w14392
durch	w14393
ei=nen	w14394
<g/>
=
hinlänglich	w14396
versehenen	w14397
Gewalttrager	w14398
soge=wiß	w14399
<g/>
=
vor	w14401
uns	w14402
zu	w14403
erscheinen	w14404
sich	w14405
behörig	w14406
zu	w14407
legi=timiren	w14408
<g/>
=
<g/>
,
und	w14411
ihre	w14412
Ansprüche	w14413
und	w14414
Forderungen	w14415
darzuthun	w14416
<g/>
,
als	w14418
im	w14419
widrigen	w14420
Falle	w14421
auf	w14422
die	w14423
aus=bleibenden	w14424
<g/>
=
<g/>
,
oder	w14427
nicht	w14428
behörig	w14429
liquidirenden	w14430
Er=ben	w14431
<g/>
=
<g/>
,
Gläubiger	w14434
und	w14435
Prätendenten	w14436
keine	w14437
Rucksicht	w14438
genommen	w14439
<g/>
,
mit	w14441
der	w14442
Abhandlung	w14443
und	w14444
Verthei=lung	w14445
<g/>
=
des	w14447
Verlassenschaftsguts	w14448
von	w14449
Amts	w14450
wegen	w14451
</p>
<p id="p153">
vorgegangen	w14452
<g/>
,
und	w14454
dasselbe	w14455
den	w14456
etwa	w14457
vorkom=menden	w14458
<g/>
=
Erben	w14460
unbedenklich	w14461
überlassen	w14462
<g/>
,
auch	w14464
den	w14465
etwa	w14466
existirenden	w14467
Schuldprätendenten	w14468
das	w14469
ewige	w14470
Stillschweigen	w14471
auferlegt	w14472
werden	w14473
solle	w14474
<g/>
.
</p>
<p id="p154">
Wir	w14476
Burgermeister	w14477
und	w14478
Rath	w14479
der	w14480
Stadt	w14481
Wien	w14482
geben	w14483
hiemit	w14484
jedermann	w14485
zu	w14486
vernehmen	w14487
<g/>
:
Es	w14489
sey	w14490
Eva	w14491
Theresia	w14492
Högelmüllerin	w14493
<g/>
,
gewesene	w14495
burgerl	w14496
<g/>
.
Fuhrmanns	w14498
<g/>
=
Wittwe	w14500
<g/>
,
mit	w14502
Tod	w14503
abge=gangen	w14504
<g/>
=
<g/>
,
und	w14507
daher	w14508
<g/>
,
um	w14510
mit	w14511
deren	w14512
künftigen	w14513
Verlassenschaftsabhandlung	w14514
sicher	w14515
vorgehen	w14516
zu	w14517
können	w14518
<g/>
,
für	w14520
nöthig	w14521
befunden	w14522
worden	w14523
<g/>
,
diejeni=gen	w14525
<g/>
=
vorzuladen	w14527
und	w14528
anzuhören	w14529
<g/>
,
welche	w14531
etwa	w14532
an	w14533
dieser	w14534
Verlassenschaft	w14535
einige	w14536
Ansprüche	w14537
und	w14538
Foderungen	w14539
haben	w14540
möchten	w14541
<g/>
.
Da	w14543
wir	w14544
nun	w14545
ent=schlossen	w14546
<g/>
=
sind	w14548
<g/>
,
eben	w14550
diese	w14551
Sprüche	w14552
und	w14553
Fode=rungen	w14554
<g/>
=
an	w14556
dem	w14557
eigends	w14558
und	w14559
zwar	w14560
für	w14561
das	w14562
erst	w14563
<g/>
=
und	w14565
letztemal	w14566
hiezu	w14567
bestimten	w14568
Tag	w14569
<g/>
,
nämlich	w14571
dem	w14572
23	w14573
<g/>
.
August	w14575
d	w14576
<g/>
.
J	w14578
<g/>
.
oder	w14580
da	w14581
wir	w14582
diesen	w14583
Tag	w14584
an=derer	w14585
<g/>
=
Verhindernissen	w14587
halber	w14588
nicht	w14589
zu	w14590
Rath	w14591
säs=sen	w14592
<g/>
=
<g/>
,
den	w14595
nächst	w14596
darauf	w14597
folgenden	w14598
Rathstag	w14599
fruh	w14600
um	w14601
8	w14602
Uhr	w14603
zu	w14604
hören	w14605
und	w14606
zu	w14607
vernehmen	w14608
<g/>
.
So	w14610
ha=ben	w14611
<g/>
=
jene	w14613
<g/>
,
so	w14615
an	w14616
der	w14617
Eva	w14618
Ther	w14619
<g/>
.
Högelmüllerin	w14621
seel	w14622
<g/>
.
Verlassenschaft	w14624
eine	w14625
rechtmäßige	w14626
Foderung	w14627
<g/>
,
es	w14629
sey	w14630
um	w14631
Erbschaft	w14632
<g/>
,
Schuld	w14634
<g/>
,
oder	w14636
anderer	w14637
Ur=sachen	w14638
<g/>
=
willen	w14640
zu	w14641
haben	w14642
glauben	w14643
<g/>
,
den	w14645
bestimm=ten	w14646
<g/>
=
Tag	w14648
selbst	w14649
persönlich	w14650
<g/>
,
oder	w14652
durch	w14653
einen	w14654
hin=länglich	w14655
<g/>
=
versehenen	w14657
Gewalttrager	w14658
so	w14659
gewiß	w14660
vor	w14661
uns	w14662
zu	w14663
erscheinen	w14664
<g/>
,
sich	w14666
behörig	w14667
zu	w14668
legitimiren	w14669
<g/>
,
und	w14671
ihre	w14672
Ansprüche	w14673
und	w14674
Foderungen	w14675
darzuthun	w14676
<g/>
,
als	w14678
im	w14679
widrigen	w14680
Falle	w14681
auf	w14682
die	w14683
ausbleibende	w14684
<g/>
,
oder	w14686
nicht	w14687
behörig	w14688
liquidirende	w14689
Erben	w14690
<g/>
,
Gläu=biger	w14692
<g/>
=
und	w14694
Prätendenten	w14695
keine	w14696
Rucksicht	w14697
genom=men	w14698
<g/>
=
<g/>
,
mit	w14701
der	w14702
Abhandlung	w14703
und	w14704
Vertheilung	w14705
des	w14706
Verlassenschaftsgut	w14707
von	w14708
Amtswegen	w14709
fürgegan=gen	w14710
<g/>
=
<g/>
,
und	w14713
dasselbe	w14714
den	w14715
etwa	w14716
vorkommenden	w14717
Er=ben	w14718
<g/>
=
unbedenklich	w14720
überlassen	w14721
<g/>
,
auch	w14723
den	w14724
allenfalls	w14725
existirenden	w14726
Schuldprätendenten	w14727
das	w14728
ewige	w14729
Still=schweigen	w14730
<g/>
=
auferlegt	w14732
werden	w14733
würde	w14734
<g/>
.
</p>
<p id="p155">
Wir	w14736
Officialis	w14737
<g/>
&
Consistorium	w14739
Pass	w14740
<g/>
.
viense	w14742
in	w14743
Wien	w14744
thuen	w14745
kund	w14746
und	w14747
zu	w14748
wissen	w14749
hiemit	w14750
öffent=lich	w14751
<g/>
=
<g/>
:
demnach	w14754
der	w14755
landesfürstl	w14756
<g/>
.
Patronatspfar=rer	w14758
<g/>
=
zu	w14760
Hadersdorf	w14761
<g/>
,
Priester	w14763
Anton	w14764
Decleva	w14765
<g/>
,
bey	w14767
uns	w14768
angebracht	w14769
<g/>
,
daß	w14771
er	w14772
dermal	w14773
seine	w14774
treu=herzige	w14775
<g/>
=
Creditores	w14777
zu	w14778
befriedigen	w14779
nicht	w14780
im	w14781
Stand	w14782
sey	w14783
<g/>
,
jedoch	w14785
<g/>
,
damit	w14787
selbe	w14788
soviel	w14789
thunlich	w14790
<g/>
,
in	w14792
Hinkunft	w14793
zu	w14794
dem	w14795
Jhrigen	w14796
der	w14797
rechtlichen	w14798
Ordnung	w14799
nach	w14800
gelangen	w14801
mögen	w14802
<g/>
,
hat	w14804
selber	w14805
die	w14806
Cessio Cessionem	w14807
<g/>
=
nem	w14809
bonorum	w14810
bey	w14811
uns	w14812
angemeldet	w14813
<g/>
,
und	w14815
eine	w14816
Convocationem	w14817
Creditorum	w14818
anzuordnen	w14819
ge=beten	w14820
<g/>
=
<g/>
,
und	w14823
da	w14824
nun	w14825
wir	w14826
in	w14827
dieses	w14828
Begehren	w14829
von	w14830
rechtswegen	w14831
gewilligt	w14832
haben	w14833
<g/>
;
als	w14835
werden	w14836
all	w14837
und	w14838
jede	w14839
Partheyen	w14840
<g/>
,
so	w14842
an	w14843
besagten	w14844
Pfarrer	w14845
Sprüch	w14846
und	w14847
Foderungen	w14848
zu	w14849
haben	w14850
vermeinen	w14851
<g/>
,
in	w14853
Kraft	w14854
dieses	w14855
Edikts	w14856
auf	w14857
den	w14858
26	w14859
<g/>
.
Augusti	w14861
d	w14862
<g/>
.
J	w14864
<g/>
.
vormittag	w14866
um	w14867
9	w14868
Uhr	w14869
in	w14870
unserer	w14871
Konsi=storialrathsstuben	w14872
<g/>
=
zur	w14874
Anmeld	w14875
<g/>
=
und	w14877
Liquidirung	w14878
</p>
<p id="p156">
ihrer	w14879
Foderungen	w14880
zu	w14881
erscheinen	w14882
<g/>
,
peremptorie	w14884
cum	w14885
clausula	w14886
<g/>
,
und	w14888
mit	w14889
dem	w14890
Anhang	w14891
citirt	w14892
<g/>
,
daß	w14894
die	w14895
ausbleibende	w14896
von	w14897
der	w14898
Claßification	w14899
aus=geschlossen	w14900
<g/>
=
<g/>
,
die	w14903
sich	w14904
anmeldende	w14905
aber	w14906
nach	w14907
dem	w14908
ihnen	w14909
gebührenden	w14910
Vorrecht	w14911
von	w14912
den	w14913
eingehen=den	w14914
<g/>
=
pfarrlichen	w14916
Einkünften	w14917
über	w14918
Abzug	w14919
des	w14920
dem	w14921
Pfarrer	w14922
und	w14923
seinen	w14924
Cooperatori	w14925
ausgeworfe=nen	w14926
<g/>
=
priesterl	w14928
<g/>
.
Unterhalts	w14930
bezahlt	w14931
werden	w14932
sollen	w14933
<g/>
.
</p>
<p id="p157">
Demnach	w14935
der	w14936
bey	w14937
diesem	w14938
löbl	w14939
<g/>
.
k	w14941
<g/>
.
k	w14943
Graf	w14944
Thurnischen	w14945
Jnfanterieregiment	w14946
angestellt	w14947
ge=wesene	w14948
<g/>
=
Hauptmann	w14950
<g/>
,
Herr	w14952
Johann	w14953
Franz	w14954
von	w14955
Carina	w14956
<g/>
,
von	w14958
Zengg	w14959
<g/>
,
in	w14961
dem	w14962
österreichischen	w14963
Littorali	w14964
gebürtig	w14965
<g/>
,
den	w14967
3	w14968
<g/>
.
März	w14970
d	w14971
<g/>
.
J	w14973
<g/>
.
zu	w14975
Triest	w14976
ohne	w14977
eheliche	w14978
Leibserben	w14979
in	w14980
seinem	w14981
Wittibstand	w14982
<g/>
,
auch	w14984
ohne	w14985
Hinterlassung	w14986
einer	w14987
letztwilligen	w14988
Ver=ordnung	w14989
<g/>
=
verstorben	w14991
<g/>
,
und	w14993
hierorts	w14994
<g/>
,
wo	w14996
zwar	w14997
sich	w14998
desselben	w14999
5	w15000
leibliche	w15001
Geschwistert	w15002
<g/>
,
als	w15004
die	w15005
sich	w15006
zu	w15007
Zengg	w15008
aufhaltende	w15009
Herren	w15010
Franz	w15011
Xav	w15012
<g/>
.
von	w15014
Carina	w15015
<g/>
,
k	w15017
<g/>
.
k	w15019
<g/>
.
Hauptmann	w15021
<g/>
,
ehehin	w15023
bey	w15024
dem	w15025
löbl	w15026
<g/>
.
Liccaner	w15028
Jnfanterieregiment	w15029
<g/>
,
Herr	w15031
An=ton	w15032
<g/>
=
<g/>
,
und	w15035
Herr	w15036
Aloysius	w15037
von	w15038
Carina	w15039
<g/>
,
Frau	w15041
Anna	w15042
Maria	w15043
verwittibte	w15044
von	w15045
Konikovich	w15046
<g/>
,
und	w15048
der	w15049
zu	w15050
Triest	w15051
ad	w15052
St	w15053
<g/>
.
Antonium	w15055
angestellte	w15056
Ca Capillanus	w15057
<g/>
=
pillanus	w15059
Curatus	w15060
Herr	w15061
Petrus	w15062
Paulus	w15063
von	w15064
Carina	w15065
<g/>
,
Protonotarius	w15067
Apost	w15068
<g/>
.
<g/>
&
Abbas	w15071
tit	w15072
<g/>
.
Ecclesiæ Ecclesiae	w15074
St	w15075
<g/>
.
Rochi	w15077
<g/>
,
zu	w15079
dessen	w15080
sich	w15081
in	w15082
baaren	w15083
und	w15084
andern	w15085
Mobilien	w15086
über	w15087
2700	w15088
fl	w15089
<g/>
.
belaufen=de	w15091
<g/>
=
Verlassenschaft	w15093
indessen	w15094
als	w15095
nächste	w15096
Erben	w15097
gemeldet	w15098
haben	w15099
<g/>
,
ordnungsmäßig	w15101
zu	w15102
wissen	w15103
nö=thig	w15104
<g/>
=
ist	w15106
<g/>
,
ob	w15108
nicht	w15109
sonst	w15110
andere	w15111
wider	w15112
diese	w15113
Ver=lassenschaft	w15114
<g/>
=
ultimo	w15116
hæredis haeredis	w15117
<g/>
,
aut	w15119
credit	w15120
i	w15121
<g/>
,
oder	w15123
sonst	w15124
einen	w15125
Spruch	w15126
zu	w15127
machen	w15128
gedenken	w15129
<g/>
,
so	w15131
wird	w15132
hiemit	w15133
zu	w15134
diesem	w15135
Ende	w15136
<g/>
,
und	w15138
zu	w15139
Anmeld	w15140
<g/>
=
und	w15142
Liquidirung	w15143
dergleichen	w15144
Foderungen	w15145
zu	w15146
Lay=bach	w15147
<g/>
=
der	w15149
Hauptstadt	w15150
des	w15151
Herzogthum	w15152
Krain	w15153
in	w15154
des	w15155
Hrn	w15156
<g/>
.
Regimentskommandanten	w15158
Quartier	w15159
der	w15160
1	w15161
<g/>
.
September	w15163
d	w15164
<g/>
.
J	w15166
<g/>
.
zum	w15168
allendlichen	w15169
Termin	w15170
præclusive praeclusive	w15171
<g/>
&
peremptorie	w15173
so	w15174
angesetzt	w15175
<g/>
,
daß	w15177
<g/>
,
wer	w15179
sich	w15180
innerhalb	w15181
dieser	w15182
Zeit	w15183
nicht	w15184
damit	w15185
an=meldt	w15186
<g/>
=
<g/>
,
derselbe	w15189
sodann	w15190
nicht	w15191
mehr	w15192
gehört	w15193
<g/>
,
und	w15195
diese	w15196
Verlassenschaft	w15197
ohne	w15198
weitern	w15199
abgehandelt	w15200
werden	w15201
wird	w15202
<g/>
.
Feldlager	w15204
bey	w15205
Vismarie	w15206
in	w15207
O=berkrain	w15208
<g/>
=
den	w15210
8	w15211
<g/>
.
Juli	w15213
1777	w15214
<g/>
.
</p>
<p id="p158">
Von	w15216
des	w15217
k	w15218
<g/>
.
k	w15220
<g/>
.
im	w15222
Erzherzogthum	w15223
Oesterreich	w15224
unter	w15225
und	w15226
ob	w15227
der	w15228
Enns	w15229
aufgestellten	w15230
Jud	w15231
<g/>
.
Del	w15233
<g/>
.
Mil	w15235
<g/>
.
Mixti	w15237
wegen	w15238
<g/>
,
wird	w15240
durch	w15241
dieses	w15242
Edikt	w15243
dem	w15244
jubilirt	w15245
k	w15246
<g/>
.
k	w15248
<g/>
.
Proviantverwalter	w15250
Joseph	w15251
Anton	w15252
Weiß	w15253
<g/>
,
kund	w15255
und	w15256
zu	w15257
wissen	w15258
gemacht	w15259
<g/>
:
es	w15261
habe	w15262
der	w15263
allhiesig	w15264
burgerl	w15265
<g/>
.
Handelsmann	w15267
<g/>
,
Franz	w15269
Setti	w15270
<g/>
,
hierorts	w15272
gehorsamst	w15273
angezeigt	w15274
<g/>
,
daß	w15276
er	w15277
einen	w15278
für	w15279
den	w15280
bey	w15281
dem	w15282
Prinz	w15283
Alberti=schen	w15284
<g/>
=
Kuiraßierregiment	w15286
gestanden	w15287
<g/>
,
und	w15289
letzten	w15290
Oktober	w15291
in	w15292
die	w15293
Jnvalidenversorgung	w15294
ausgetret=tenen	w15295
<g/>
=
Oberlieutenant	w15297
Franz	w15298
Schwelm	w15299
unterm	w15300
28	w15301
<g/>
.
Augusti	w15303
1769	w15304
an	w15305
Gagerückständen	w15306
pr	w15307
<g/>
.
251	w15309
fl	w15310
<g/>
.
58	w15312
kr	w15313
<g/>
.
ausgefertigten	w15315
Militairassecurations Militairassecurationsscheln	w15316
<g/>
=
</p>
<p id="p159">
scheln	w15318
samt	w15319
hiezu	w15320
gehörigen	w15321
Seßion	w15322
abgelöst	w15323
<g/>
,
und	w15325
als	w15326
er	w15327
bey	w15328
Verfallzeit	w15329
der	w15330
ausgesetzten	w15331
Ra=ten	w15332
<g/>
=
den	w15334
Betrag	w15335
erheben	w15336
wollte	w15337
ihnen	w15338
erwidert	w15339
worden	w15340
wäre	w15341
<g/>
,
daß	w15343
er	w15344
jubilirt	w15345
k	w15346
<g/>
.
k	w15348
<g/>
.
Proviant=verwalter	w15350
<g/>
=
Joseph	w15352
Anton	w15353
Weiß	w15354
als	w15355
oberwehn=ten	w15356
<g/>
=
Oberlieutenanten	w15358
Franz	w15359
Schwelm	w15360
Manda=tarius	w15361
<g/>
=
hierauf	w15363
ein	w15364
gerichtliches	w15365
Jnterimsverboth	w15366
intimirter	w15367
erhalten	w15368
habe	w15369
<g/>
;
da	w15371
aber	w15372
dessen	w15373
Auf=enthalt	w15374
<g/>
=
unwissend	w15376
<g/>
,
als	w15378
hat	w15379
er	w15380
Setti	w15381
wegen	w15382
Ju=stificirung	w15383
<g/>
=
dieses	w15385
Verboths	w15386
mehrgedachten	w15387
Jo=seph	w15388
<g/>
=
Anton	w15390
Weiß	w15391
per	w15392
Edicta	w15393
ad	w15394
valvas	w15395
ein=zuberufen	w15396
<g/>
=
gebeten	w15398
<g/>
;
gleichwie	w15400
nun	w15401
auch	w15402
zu	w15403
die=sem	w15404
<g/>
=
Ende	w15406
der	w15407
4	w15408
<g/>
.
September	w15410
d	w15411
<g/>
.
J	w15413
<g/>
.
früh	w15415
um	w15416
9	w15417
Uhr	w15418
zu	w15419
erscheinen	w15420
bestimmt	w15421
worden	w15422
<g/>
;
als	w15424
wird	w15425
daher	w15426
er	w15427
jubilirt	w15428
k	w15429
<g/>
.
k	w15431
<g/>
.
Proviantverwalter	w15433
als	w15434
Oberlieutenant	w15435
Schwelmerische	w15436
Mandatarius	w15437
an	w15438
obbestimmten	w15439
Tag	w15440
und	w15441
Stund	w15442
vor	w15443
diesem	w15444
k	w15445
<g/>
.
k	w15447
<g/>
.
Jud	w15449
<g/>
.
Del	w15451
<g/>
.
Mil	w15453
<g/>
.
Mixti	w15455
in	w15456
dem	w15457
neuen	w15458
hofkriegs=räthlichen	w15459
<g/>
=
Gebäude	w15461
am	w15462
Hof	w15463
im	w15464
3ten	w15465
Stock	w15466
al=sogewiß	w15467
<g/>
=
zu	w15469
erscheinen	w15470
haben	w15471
<g/>
,
wie	w15473
im	w15474
widrigen	w15475
der	w15476
von	w15477
ihme	w15478
geschlagene	w15479
Verbot	w15480
ex	w15481
officio	w15482
aufgehoben	w15483
werden	w15484
wurde	w15485
<g/>
.
</p>
<head id="hl21">
Obersthofmarschall	w15487
ꝛc	w15488
<g/>
.
</head>
<p id="p160">
Geben	w15490
mit	w15491
gegenwärtigen	w15492
Edikt	w15493
hiemit	w15494
zu	w15495
vernehmen	w15496
<g/>
;
wasmassen	w15498
wir	w15499
auf	w15500
Anlangen	w15501
des	w15502
gerichtlich	w15503
verordnet	w15504
freyherrl	w15505
<g/>
.
Fridrich	w15507
v	w15508
<g/>
.
Mei=dingerischen	w15510
<g/>
=
Curatoris	w15512
ad	w15513
lites	w15514
Franz	w15515
v	w15516
<g/>
.
Man=ner	w15518
<g/>
=
<g/>
,
J	w15521
<g/>
.
U	w15523
<g/>
.
D	w15525
<g/>
.
a	w15527
<g/>
.
H	w15529
<g/>
.
u	w15531
<g/>
.
Gr	w15533
<g/>
.
Adv	w15535
<g/>
.
eine	w15537
Noth=durft	w15538
<g/>
=
zu	w15540
seyn	w15541
befunden	w15542
<g/>
,
über	w15544
des	w15545
ab	w15546
intestato	w15547
letzthin	w15548
verstorbenen	w15549
Herrn	w15550
Fridrich	w15551
Freyherrn	w15552
v	w15553
<g/>
.
Weidinger	w15555
<g/>
,
Herrn	w15557
zu	w15558
Meidingen	w15559
und	w15560
Lau=terbach	w15561
<g/>
=
<g/>
,
gewest	w15564
k	w15565
<g/>
.
k	w15567
<g/>
.
wirklichen	w15569
Hofrath	w15570
<g/>
,
rück=gelassenes	w15572
<g/>
=
Verlassenschaftsvermögen	w15574
einen	w15575
or=dentlichen	w15576
<g/>
=
Concurs	w15578
anzuordnen	w15579
<g/>
,
und	w15581
desselben	w15582
sämtliche	w15583
sowohl	w15584
in	w15585
als	w15586
auch	w15587
ausser	w15588
Land	w15589
be=findliche	w15590
<g/>
=
Gläubigere	w15592
zu	w15593
Anmeld	w15594
<g/>
=
und	w15596
Liquidi=rung	w15597
<g/>
=
ihrer	w15599
an	w15600
erstbesagte	w15601
freyherrl	w15602
<g/>
.
von	w15604
Meidin=gerischen	w15605
<g/>
=
Vermögen	w15607
zu	w15608
stellen	w15609
habenden	w15610
Sprüch	w15611
und	w15612
Foderungen	w15613
gerichtlich	w15614
vorzuladen	w15615
<g/>
,
und	w15617
zu	w15618
dem	w15619
Ende	w15620
den	w15621
17	w15622
<g/>
.
Septemb	w15624
<g/>
.
d	w15626
<g/>
.
J	w15628
<g/>
.
Nachmittag	w15630
um	w15631
4	w15632
Uhr	w15633
zur	w15634
gewöhnlichen	w15635
Convocationstag=satzung	w15636
<g/>
=
für	w15638
die	w15639
erst	w15640
andert	w15641
<g/>
=
und	w15643
dritte	w15644
auch	w15645
all=endliche	w15646
<g/>
=
Frist	w15648
sub	w15649
clausula	w15650
præclusi praeclusi	w15651
anzuberau=men	w15652
<g/>
=
<g/>
;
solchemnach	w15655
werden	w15656
all	w15657
und	w15658
jede	w15659
<g/>
,
wel=che	w15661
<g/>
=
an	w15663
des	w15664
obbemeldt	w15665
freyherrlich	w15666
von	w15667
Meidlin=ger	w15668
<g/>
=
ad	w15670
Concursum	w15671
gediehenes	w15672
Verlassenschafts=vermögen	w15673
<g/>
=
ex	w15675
quacunq	w15676
<g/>
.
causa	w15678
vel	w15679
titulo	w15680
Sprüch	w15681
und	w15682
Foderungen	w15683
haben	w15684
<g/>
,
oder	w15686
zu	w15687
haben	w15688
ver=meinen	w15689
<g/>
=
<g/>
,
an	w15692
bestimmten	w15693
Tag	w15694
und	w15695
Stund	w15696
vor	w15697
der	w15698
Amtskanzley	w15699
in	w15700
dem	w15701
k	w15702
<g/>
.
k	w15704
<g/>
.
neuen	w15706
Hofgebäu=de	w15707
<g/>
=
nächst	w15709
der	w15710
k	w15711
<g/>
.
k	w15713
<g/>
.
Bibliothek	w15715
im	w15716
2ten	w15717
Stock	w15718
<g/>
,
entweder	w15720
selbst	w15721
<g/>
,
oder	w15723
durch	w15724
hiezu	w15725
genugsam	w15726
Be=vollmächtigte	w15727
<g/>
=
alsogewiß	w15729
zu	w15730
erscheinen	w15731
<g/>
,
und	w15733
ih=re	w15734
<g/>
=
an	w15736
solcher	w15737
Cridämassa	w15738
habende	w15739
Foderungen	w15740
anzumelden	w15741
<g/>
,
auch	w15743
zu	w15744
Herstellung	w15745
des	w15746
erfoder=lich	w15747
<g/>
=
rechtlichen	w15749
Beweisthum	w15750
ihre	w15751
Schuldbriefe	w15752
<g/>
,
oder	w15754
ansonst	w15755
habende	w15756
Liquidationsurkunden	w15757
und	w15758
</p>
<p id="p161">
rechtliche	w15759
Behelfe	w15760
in	w15761
beglaubten	w15762
Abschriften	w15763
ein=zulegen	w15764
<g/>
=
haben	w15766
<g/>
,
wie	w15768
im	w15769
widrigen	w15770
der	w15771
Ausblei=bende	w15772
<g/>
=
von	w15774
gegenwärtiger	w15775
Concursmassa	w15776
gänz=lich	w15777
<g/>
=
ausgeschlossen	w15779
seyn	w15780
<g/>
,
und	w15782
ihn	w15783
diesfalls	w15784
das	w15785
ewige	w15786
Stillschweigen	w15787
auferlegt	w15788
<g/>
,
der	w15790
nicht	w15791
liqui=dirende	w15792
<g/>
=
aber	w15794
in	w15795
der	w15796
künftigen	w15797
Claßification	w15798
mit	w15799
seiner	w15800
unerwiesenen	w15801
Foderung	w15802
abgewiesen	w15803
wer=den	w15804
<g/>
=
soll	w15806
<g/>
.
</p>
<p id="p162">
Wir	w15808
Burgermeister	w15809
<g/>
,
und	w15811
Rath	w15812
der	w15813
Stadt	w15814
Wien	w15815
geben	w15816
hiemit	w15817
jedermann	w15818
zu	w15819
vernehmen	w15820
<g/>
:
Es	w15822
habe	w15823
uns	w15824
Johann	w15825
Christoph	w15826
Beyermann	w15827
<g/>
,
ein	w15829
burgl	w15830
<g/>
.
Goldschmid	w15832
angezeigt	w15833
<g/>
,
daß	w15835
seine	w15836
Mut=ter	w15837
<g/>
=
verehligt	w15839
geweste	w15840
Barbara	w15841
Schellenbergerin	w15842
mit	w15843
Tod	w15844
abgegangen	w15845
<g/>
,
und	w15847
sohin	w15848
für	w15849
nothwen=wendig	w15850
<g/>
=
befunden	w15852
worden	w15853
wäre	w15854
<g/>
,
all	w15856
jene	w15857
<g/>
,
wel=che	w15859
<g/>
=
an	w15861
dessen	w15862
Verlassenschaft	w15863
einige	w15864
Sprüche	w15865
und	w15866
Foderungen	w15867
zu	w15868
machen	w15869
<g/>
,
oder	w15871
auch	w15872
