<doc id="wr_1762-04-21" attrs="word" year="1762" month="04" day="21" corpus="2">
<head id="h2_d649e3413">
Madrit	w1_d649e3417
bis	w7_d649e14262
6.	w9_d649e14265
Uhr	w11_d649e14268
werden	w13_d649e14272
im	w15_d649e14275
tieffen	w17_d649e14278
Hause	w19_d649e14281
am	w1_d649e14286
Hof	w3_d649e14289
im	w5_d649e14292
3ten	w7_d649e14295
Stock	w9_d649e14298
verschiedene	w11_d649e14301
Verlassen	w13_d649e14305
schafts=effecten,	w1_d649e14311
nämlich	w3_d649e14314
besonders	w5_d649e14317
ausgearbeit	w7_d649e14320
gol	w9_d649e14323
dene	w1_d649e14328
Dosen,	w3_d649e14331
Silber,	w5_d649e14334
Manns=kleider,	w7_d649e14337
Beht	w9_d649e14340
und	w11_d649e14343
Weis=zeug,	w1_d649e14348
einige	w3_d649e14351
Mahlereyen,	w5_d649e14354
Kupfer	w7_d649e14357
und	w9_d649e14360
ande	w11_d649e14363
re	w1_d649e14368
Effecten	w3_d649e14371
licitando	w5_d649e14374
verkauffet	w7_d649e14377
werden.	w9_d649e14380
</p>
<p id="p8_d649e14383">
Den	w1_d649e14387
26.	w3_d649e14390
April	w5_d649e14393
werden	w7_d649e14396
in	w9_d649e14399
dem	w11_d649e14402
Götzenbeckischen	w13_d649e14406
Haus	w1_d649e14411
in	w3_d649e14414
dem	w5_d649e14417
tiefen	w7_d649e14420
Graben	w9_d649e14423
von	w11_d649e14426
dem	w13_d649e14430
Rumor	w15_d649e14433
haus	w1_d649e14438
gegen	w3_d649e14441
über	w5_d649e14444
im	w7_d649e14447
zweyten	w9_d649e14450
Stock,	w11_d649e14453
frühe	w13_d649e14457
von	w15_d649e14460
9.	w17_d649e14463
bis	w1_d649e14469
12.	w3_d649e14472
Nachmittag	w5_d649e14475
aber	w7_d649e14478
von	w9_d649e14481
3.	w11_d649e14484
bis	w13_d649e14488
6.	w15_d649e14491
Uhr	w17_d649e14494
ver	w19_d649e14497
schiedene	w1_d649e14502
Verlassenschafts=effecten	w3_d649e14505
und	w5_d649e14508
Mobilien,	w7_d649e14511
als	w1_d649e14516
einiges	w3_d649e14519
Silber,	w5_d649e14522
Kleidungen,	w7_d649e14525
und	w9_d649e14528
andere	w11_d649e14531
Ein	w13_d649e14535
richtungs=sachen,	w1_d649e14540
licitando	w3_d649e14543
hindan	w5_d649e14546
gegeben	w7_d649e14549
wer	w9_d649e14552
den.	w1_d649e14558
</p>
<head id="h2_d649e14564">
Land=marschall,	w1_d649e14568
rc.	w3_d649e14571
</head>
<p id="p4_d649e14574">
Entbiete	w1_d649e14578
N.	w3_d649e14581
allen	w5_d649e14584
und	w7_d649e14587
jeden,	w9_d649e14590
was	w11_d649e14593
Standes	w13_d649e14597
oder	w15_d649e14600
Würde	w1_d649e14605
die	w3_d649e14608
seynd,	w5_d649e14611
der	w7_d649e14614
Gebühr	w9_d649e14617
nach	w11_d649e14620
meinen	w13_d649e14624
respect.	w15_d649e14627
Dienst	w1_d649e14632
und	w3_d649e14635
guten	w5_d649e14638
Willen	w7_d649e14641
zuvor,	w9_d649e14644
und	w11_d649e14647
gebe	w13_d649e14651
hiemit	w15_d649e14654
zu	w1_d649e14660
vernehmen:	w3_d649e14663
</p>
<p id="p6_d649e14666">
Welchergestalten	w1_d649e14670
die	w3_d649e14673
den	w5_d649e14676
27.	w7_d649e14679
hujus	w9_d649e14682
fürgeweste	w11_d649e14685
Licitations=tagsatzung	w1_d649e14690
des	w3_d649e14693
zur	w5_d649e14696
Gräfl.	w7_d649e14699
Windhagi	w9_d649e14702
schen	w1_d649e14707
Stiftungs=herrschaft	w3_d649e14710
Groß	w5_d649e14713
poppen	w7_d649e14716
gehörigen	w9_d649e14719
Hofs	w1_d649e14725
zu	w3_d649e14728
Schlägles,	w5_d649e14731
aus	w7_d649e14734
Abgang	w9_d649e14737
einiger	w11_d649e14740
Kaufferen	w13_d649e14744
abermalen	w1_d649e14749
fruchtlos	w3_d649e14752
verstrichen	w5_d649e14755
seye;	w7_d649e14758
Dannen	w9_d649e14761
hero	w1_d649e14766
besagte	w3_d649e14769
Stiftungs=administration	w5_d649e14772
um	w7_d649e14775
Ausfer	w9_d649e14778
tigung	w1_d649e14783
eines	w3_d649e14786
nochmaligen	w5_d649e14789
Licitations=edicts	w7_d649e14792
gebet	w9_d649e14795
ten.	w1_d649e14801
Wann	w3_d649e14804
nun	w5_d649e14807
hierinfalls	w7_d649e14810
gewilliget,	w9_d649e14813
und	w11_d649e14816
zur	w13_d649e14820
anderweitigen	w1_d649e14825
Licitations=tagsatzung	w3_d649e14828
der	w5_d649e14831
4.	w7_d649e14834
künf	w9_d649e14837
tigen	w1_d649e14842
Monats	w3_d649e14845
May	w5_d649e14848
anberaumet	w7_d649e14851
worden.	w9_d649e14854
Als	w11_d649e14857
hat	w13_d649e14861
</p>
<p id="p8_d649e14864">
man	w1_d649e14868
ein	w3_d649e14871
solches	w5_d649e14874
hiemit	w7_d649e14877
jedermänniglich	w9_d649e14880
nochma	w11_d649e14883
len	w1_d649e14888
zu	w3_d649e14891
dem	w5_d649e14894
Ende	w7_d649e14897
kund	w9_d649e14900
machen	w11_d649e14903
wollen,	w13_d649e14907
damit	w15_d649e14910
der	w17_d649e14913
oder	w1_d649e14918
diejenige,	w3_d649e14921
so	w5_d649e14924
obbemeldeten	w7_d649e14927
Hof	w9_d649e14930
zu	w11_d649e14933
Schlagles	w13_d649e14937
käuflichen	w1_d649e14943
an	w3_d649e14946
sich	w5_d649e14949
zu	w7_d649e14952
bringen	w9_d649e14955
willens	w11_d649e14958
seynd,	w13_d649e14962
am	w15_d649e14965
ob	w17_d649e14968
bestimmten	w1_d649e14973
Tag	w3_d649e14976
fruhe	w5_d649e14979
um	w7_d649e14982
8.	w9_d649e14985
Uhr	w11_d649e14988
ad	w13_d649e14992
licitandum,	w15_d649e14995
tractandum	w1_d649e15000
&	w3_d649e15003
concludendum	w5_d649e15006
für	w7_d649e15009
Gericht	w9_d649e15012
zu	w11_d649e15015
er	w13_d649e15019
scheinen	w1_d649e15024
wissen	w3_d649e15027
werden.	w5_d649e15030
</p>
<p id="p10_d649e15033">
Es	w1_d649e15037
ist	w3_d649e15040
täglich	w5_d649e15043
zu	w7_d649e15046
Mödling	w9_d649e15049
das	w11_d649e15052
sogenannte	w13_d649e15056
Monte	w15_d649e15059
santo	w1_d649e15064
Frey=haus,	w3_d649e15067
samt	w5_d649e15070
dem	w7_d649e15073
dazu	w9_d649e15076
gehörigen	w11_d649e15079
Gar	w13_d649e15083
ten	w1_d649e15088
und	w3_d649e15091
Garten=haus	w5_d649e15094
zu	w7_d649e15097
verkauffen;	w9_d649e15100
wer	w11_d649e15103
solches	w13_d649e15107
an	w1_d649e15113
sich	w3_d649e15116
zu	w5_d649e15119
bringen	w7_d649e15122
willens,	w9_d649e15125
hat	w11_d649e15128
sich	w13_d649e15132
bey	w15_d649e15135
dem	w17_d649e15138
Markt=richter	w1_d649e15143
aldort,	w3_d649e15146
oder	w5_d649e15149
alhier	w7_d649e15152
in	w9_d649e15155
dem	w11_d649e15158
Kai	w13_d649e15162
serl.	w1_d649e15167
Königl.	w3_d649e15170
Theresianischen	w5_d649e15173
Collegio	w7_d649e15176
auf	w9_d649e15179
der	w11_d649e15182
Wie	w13_d649e15186
den	w1_d649e15191
anzumelden	w3_d649e15194
</p>
<p id="p12_d649e15198">
Es	w1_d649e15202
seynd	w3_d649e15205
in	w5_d649e15208
dem	w7_d649e15211
Versatz=amt	w9_d649e15214
im	w11_d649e15217
dritten	w13_d649e15221
Stock	w15_d649e15224
zwey	w1_d649e15229
grosse	w3_d649e15232
extra	w5_d649e15235
schön	w7_d649e15238
meublirte	w9_d649e15241
Zimmer	w11_d649e15244
samt	w13_d649e15248
ei	w15_d649e15251
nem	w1_d649e15256
Zimmer	w3_d649e15259
für	w5_d649e15262
den	w7_d649e15265
Lackey	w9_d649e15268
monatlich	w11_d649e15271
zu	w13_d649e15275
verlassen,	w15_d649e15278
wer	w1_d649e15284
solche	w3_d649e15287
zu	w5_d649e15290
bestehen	w7_d649e15293
willens	w9_d649e15296
ist,	w11_d649e15299
hat	w13_d649e15303
sich	w15_d649e15306
allda	w17_d649e15309
im	w1_d649e15314
nämlichen	w3_d649e15317
Stock	w5_d649e15320
rechter	w7_d649e15323
Hand	w9_d649e15326
anzumelden.	w11_d649e15329
</p>
<p id="p14_d649e15332">
Von	w1_d649e15336
dem	w3_d649e15339
Kaiserl.	w5_d649e15342
Königl.	w7_d649e15345
Stadt	w9_d649e15348
und	w11_d649e15351
Land	w13_d649e15355
gericht	w1_d649e15360
Wien,	w3_d649e15363
wird	w5_d649e15366
hiermit	w7_d649e15369
jedermänniglich	w9_d649e15372
kund	w11_d649e15375
und	w1_d649e15380
zu	w3_d649e15383
wissen	w5_d649e15386
gemacht,	w7_d649e15389
wasgestalten	w9_d649e15392
auf	w11_d649e15395
schrift	w13_d649e15399
liches	w1_d649e15405
Anlangen	w3_d649e15408
Frau	w5_d649e15411
Barbarä	w7_d649e15414
Streckerin	w9_d649e15417
Edler	w11_d649e15420
von	w1_d649e15425
Rautenstrauch	w3_d649e15428
Hædeditario	w5_d649e15431
Nomine	w7_d649e15434
wider	w9_d649e15437
Annam	w1_d649e15442
Mariam	w3_d649e15445
Peyerin,	w5_d649e15448
und	w7_d649e15451
Leopold	w9_d649e15454
Peyer	w11_d649e15457
in	w1_d649e15462
die	w3_d649e15465
gerichtliche	w5_d649e15468
Feilbiet	w7_d649e15471
und	w9_d649e15474
Licitirung	w11_d649e15477
einig	w13_d649e15481
ihr	w1_d649e15487
Frau	w3_d649e15490
v.	w5_d649e15493
Rautenstrauch	w7_d649e15496
in	w9_d649e15499
Versatz	w11_d649e15502
gegebenen	w13_d649e15506
Silber=geschmeids	w1_d649e15511
und	w3_d649e15514
Antiquen,	w5_d649e15517
(welche	w7_d649e15520
in	w9_d649e15523
einem	w1_d649e15528
Kelch,	w3_d649e15531
samt	w5_d649e15534
Paten,	w7_d649e15537
und	w9_d649e15540
zweyen	w11_d649e15543
Opfer	w13_d649e15547
kanelein,	w1_d649e15552
1.	w3_d649e15555
Handbecken	w5_d649e15558
von	w7_d649e15561
Silber	w9_d649e15564
und	w11_d649e15567
vergold,	w13_d649e15571
auch	w1_d649e15577
mit	w3_d649e15580
verschiedenen	w5_d649e15583
Steinen	w7_d649e15586
besetzet,	w9_d649e15589
nichtwe	w11_d649e15592
niger	w1_d649e15597
einem	w3_d649e15600
goldenen	w5_d649e15603
Körbl	w7_d649e15606
mit	w9_d649e15609
einer	w11_d649e15612
Figur	w13_d649e15616
und	w15_d649e15619
19.	w1_d649e15624
Stuck	w3_d649e15627
guten	w5_d649e15630
Perln,	w7_d649e15633
und	w9_d649e15636
endlich	w11_d649e15639
in	w13_d649e15643
58.	w15_d649e15646
Stuck	w17_d649e15649
verschiedenen	w1_d649e15654
Antique=schälerln	w3_d649e15657
von	w5_d649e15660
Agat,	w7_d649e15663
deren	w9_d649e15666
die	w1_d649e15672
meisten	w3_d649e15675
in	w5_d649e15678
Silber	w7_d649e15681
gefasset,	w9_d649e15684
bestehen,)	w11_d649e15687
gewil	w13_d649e15691
liget,	w1_d649e15696
auch	w3_d649e15699
zu	w5_d649e15702
Vornehmung	w7_d649e15705
sothaner	w9_d649e15708
Licitation	w11_d649e15711
der	w1_d649e15716
22.	w3_d649e15719
künftigen	w5_d649e15722
Monats	w7_d649e15725
April	w9_d649e15728
Vormittag	w11_d649e15731
prä	w13_d649e15735
eise	w1_d649e15740
um	w3_d649e15743
9.	w5_d649e15746
Uhr	w7_d649e15749
auf	w9_d649e15752
dem	w11_d649e15755
Kaiserl.	w13_d649e15759
Königl.	w15_d649e15762
Stadt	w17_d649e15765
gericht	w1_d649e15771
zu	w3_d649e15774
erscheinen,	w5_d649e15777
zur	w7_d649e15780
Tagsatzung	w9_d649e15783
anberaumet	w11_d649e15786
worden	w1_d649e15791
ist.	w3_d649e15794
Dahero	w1_d649e15799
dann	w3_d649e15802
der,	w5_d649e15805
oder	w7_d649e15808
diejenige,	w9_d649e15811
welche	w1_d649e15816
von	w3_d649e15819
obspecificirten	w5_d649e15822
Stucken	w7_d649e15825
etwas	w9_d649e15828
käuflich	w11_d649e15831
an	w1_d649e15837
sich	w3_d649e15840
zu	w5_d649e15843
bringen	w7_d649e15846
gesinnet	w9_d649e15849
seyn	w11_d649e15852
möchten,	w13_d649e15856
an	w15_d649e15859
vor	w17_d649e15862
besagtem	w1_d649e15867
Tag	w3_d649e15870
und	w5_d649e15873
Stund,	w7_d649e15876
auch	w9_d649e15879
Ort	w11_d649e15882
ad	w13_d649e15886
licitan-	w15_d649e15889
dum	w1_d649e15894
sich	w3_d649e15897
unausbleiblichen	w5_d649e15900
einzufinden	w7_d649e15903
haben	w9_d649e15906
werden.	w1_d649e15911
</p>
<p id="p16_d649e15914">
Von	w1_d649e15918
dem	w3_d649e15921
Judicio	w5_d649e15924
Deleg.	w7_d649e15927
des	w9_d649e15930
Fürstl.	w11_d649e15933
St.	w13_d649e15937
Leo	w15_d649e15940
poldi=stifts	w1_d649e15945
denen	w3_d649e15948
regulirten	w5_d649e15951
Chor=herren	w7_d649e15954
St.	w9_d649e15957
Au	w11_d649e15960
gustini	w1_d649e15965
zu	w3_d649e15968
Kloster	w5_d649e15971
Neubürg,	w7_d649e15974
als	w9_d649e15977
Herrschaft	w11_d649e15980
Meid	w13_d649e15984
ling	w1_d649e15990
wird	w3_d649e15993
hiemit	w5_d649e15996
jedermänniglich	w7_d649e15999
kund	w9_d649e16002
und	w11_d649e16005
zu	w13_d649e16009
wis	w15_d649e16012
sen	w1_d649e16017
gemacht:	w3_d649e16020
daß	w5_d649e16023
zur	w7_d649e16026
Abhandlung	w9_d649e16029
der	w11_d649e16032
ab	w13_d649e16036
inte-	w15_d649e16039
stato	w1_d649e16044
verstorbenen	w3_d649e16047
Christina	w5_d649e16050
Hitzingerin,	w7_d649e16053
gebornen	w9_d649e16056
Gußmanin	w1_d649e16061
seel.	w3_d649e16064
Verlassenschaft	w5_d649e16067
vorläuffig	w7_d649e16070
ein	w9_d649e16073
Con	w11_d649e16076
vocations=edict	w1_d649e16082
auszufartigen	w3_d649e16085
seye	w5_d649e16088
veranlasset	w7_d649e16091
wor	w9_d649e16094
den.	w1_d649e16099
Wann	w3_d649e16102
nun	w5_d649e16105
zu	w7_d649e16108
solcher	w9_d649e16111
Convocation	w11_d649e16114
eine	w13_d649e16118
Tag	w15_d649e16121
satzung	w1_d649e16126
auf	w3_d649e16129
den	w5_d649e16132
14.	w7_d649e16135
des	w9_d649e16138
künftigen	w11_d649e16141
Monats	w13_d649e16145
May	w15_d649e16148
hie	w17_d649e16151
</p>
<p id="p22_d649e16164">
mit	w1_d649e16168
bestimmet	w3_d649e16171
wird;	w5_d649e16174
Als	w7_d649e16177
werden	w9_d649e16180
alle	w11_d649e16183
diejenige	w13_d649e16187
welche	w1_d649e16192
an	w3_d649e16195
der	w5_d649e16198
besagten	w7_d649e16201
Christina	w9_d649e16204
Heinzingerischen	w11_d649e16207
Verlassenschaft	w1_d649e16212
einige	w3_d649e16215
Sprüche	w5_d649e16218
oder	w7_d649e16221
Anforderun	w9_d649e16224
gen	w1_d649e16230
haben	w3_d649e16233
oder	w5_d649e16236
zu	w7_d649e16239
haben	w9_d649e16242
vermeinen,	w11_d649e16245
am	w13_d649e16249
obbestim	w15_d649e16252
ten	w1_d649e16257
Tag	w3_d649e16260
Nachmittags	w5_d649e16263
um	w7_d649e16266
2.	w9_d649e16269
Uhr	w11_d649e16272
vor	w13_d649e16276
das	w15_d649e16279
Judicium	w17_d649e16282
gros	w1_d649e16287
Deleg.	w1_d649e16292
in	w3_d649e16295
Wien	w5_d649e16298
auf	w7_d649e16301
dem	w9_d649e16304
Kohlmarkt	w11_d649e16307
bey	w13_d649e16311
der	w15_d649e16314
sen	w1_d649e16320
Betten	w3_d649e16323
im	w5_d649e16326
anderten	w7_d649e16329
Stock	w9_d649e16332
entweder	w11_d649e16335
selbst	w13_d649e16339
per	w15_d649e16342
sönlich,	w1_d649e16347
oder	w3_d649e16350
durch	w5_d649e16353
einen	w7_d649e16356
Gevollmächtigten	w9_d649e16359
sich	w11_d649e16362
alsogewiß	w1_d649e16367
anzumelden,	w3_d649e16370
und	w5_d649e16373
ihre	w7_d649e16376
Sprüche,	w9_d649e16379
oder	w11_d649e16382
An	w13_d649e16386
forderungen	w1_d649e16391
zu	w3_d649e16394
liquidiren	w5_d649e16397
haben,	w7_d649e16400
wie	w9_d649e16403
im	w11_d649e16406
widrigen	w13_d649e16410
ihnen	w1_d649e16416
das	w3_d649e16419
ewige	w5_d649e16422
Stillschweigen	w7_d649e16425
auferleget	w9_d649e16428
werden	w11_d649e16431
solle.	w1_d649e16436
</p>
<p id="p24_d649e16440">
Den	w1_d649e16444
26.	w3_d649e16447
lauffenden	w5_d649e16450
Monats	w7_d649e16453
April	w9_d649e16456
werden	w11_d649e16459
auf	w13_d649e16463
dem	w1_d649e16468
hohen	w3_d649e16471
Markt,	w5_d649e16474
in	w7_d649e16477
dem	w9_d649e16480
Graf	w11_d649e16483
Walseggischen	w13_d649e16487
Hause	w1_d649e16492
im	w3_d649e16495
ersten	w5_d649e16498
Stock	w7_d649e16501
verschiedene	w9_d649e16504
Aufsätze	w11_d649e16507
von	w13_d649e16511
Sächsischem	w1_d649e16517
Porcelain	w3_d649e16520
mit	w5_d649e16523
Bronz=arbeit,	w7_d649e16526
Franz	w9_d649e16529
zösische	w1_d649e16534
rare	w3_d649e16537
Bilder,	w5_d649e16540
Spiegel,	w7_d649e16543
Häng=leuchter,	w9_d649e16546
Spallier,	w1_d649e16551
Tapetten,	w3_d649e16554
Sessel,	w5_d649e16557
Canappe,	w7_d649e16560
Tische,	w9_d649e16563
Kä	w11_d649e16566
sten,	w1_d649e16571
Häng	w3_d649e16574
und	w5_d649e16577
Stock=uhren,	w7_d649e16580
Feder=bette	w9_d649e16583
und	w11_d649e16586
an	w13_d649e16590
dere	w1_d649e16596
Haus=gerähtschaften	w3_d649e16599
Vormittags	w5_d649e16602
von	w7_d649e16605
9.	w9_d649e16608
bis	w11_d649e16611
12.	w1_d649e16616
und	w3_d649e16619
Nachmittags	w5_d649e16622
von	w7_d649e16625
3.	w9_d649e16628
bis	w11_d649e16631
6.	w13_d649e16635
Uhr	w15_d649e16638
an	w17_d649e16641
die	w19_d649e16644
Meistbietende	w1_d649e16649
verauetioniret.	w3_d649e16652
</p>
<p id="p26_d649e16655">
Den	w1_d649e16659
30.	w3_d649e16662
gegenwärtigen	w5_d649e16665
Monats	w7_d649e16668
Aprilis	w9_d649e16671
wird	w11_d649e16674
die	w1_d649e16679
Philipp	w3_d649e16682
Wißgrillisch=zu	w5_d649e16685
St.	w7_d649e16688
Margarethen	w9_d649e16691
li	w11_d649e16694
gende	w1_d649e16699
Behausung	w3_d649e16702
samt	w5_d649e16705
Zugehörde	w7_d649e16708
bey	w9_d649e16711
dem	w11_d649e16714
allhie	w13_d649e16718
fig	w1_d649e16724
Löbl.	w3_d649e16727
Stadt=magistrat	w5_d649e16730
fruhe	w7_d649e16733
um	w9_d649e16736
8.	w11_d649e16739
Uhr,	w13_d649e16743
oder	w15_d649e16746
da	w1_d649e16751
nämlichen	w3_d649e16754
Tags	w5_d649e16757
anderer	w7_d649e16760
Geschäften	w9_d649e16763
halber	w11_d649e16766
nicht	w13_d649e16770
zu	w1_d649e16775
Raht	w3_d649e16778
gesessen	w5_d649e16781
wurde,	w7_d649e16784
die	w9_d649e16787
nächst	w11_d649e16790
darauf	w13_d649e16794
folgen	w15_d649e16797
de	w1_d649e16802
Rahts=seßion	w3_d649e16805
offentlich	w5_d649e16808
ausgefeilet,	w7_d649e16811
und	w9_d649e16814
dem	w11_d649e16817
Meist=bietenden	w1_d649e16823
verkauffet	w3_d649e16826
werden.	w5_d649e16829
</p>
<p id="p28_d649e16832">
Den	w1_d649e16836
26.	w3_d649e16839
dieses	w5_d649e16842
Monats	w7_d649e16845
Aprils	w9_d649e16848
werden	w11_d649e16851
in	w13_d649e16855
der	w15_d649e16858
von	w1_d649e16863
Garnierischen	w3_d649e16866
Behausung	w5_d649e16869
zu	w7_d649e16872
Herrals	w9_d649e16875
ver	w11_d649e16878
schiedene	w1_d649e16883
Movilien	w3_d649e16886
und	w5_d649e16889
Effecten,	w7_d649e16892
als	w9_d649e16895
Bilder,	w11_d649e16898
Spiegel,	w1_d649e16904
Sessel,	w3_d649e16907
Canapee,	w5_d649e16910
Tisch	w7_d649e16913
und	w9_d649e16916
Bettzeug,	w11_d649e16919
Leinwand,	w1_d649e16924
Kästen,	w3_d649e16927
Tisch,	w5_d649e16930
Spalier,	w7_d649e16933
auch	w9_d649e16936
Kupfer,	w11_d649e16939
Zinn,	w1_d649e16944
und	w3_d649e16947
andere	w5_d649e16950
Sachen	w7_d649e16953
licitando	w9_d649e16956
verkauffet	w11_d649e16959
werden.	w1_d649e16964
</p>
<p id="p30_d649e16967">
Jn	w1_d649e16971
der	w3_d649e16974
Landes=fürstl.	w5_d649e16977
Stadt	w7_d649e16980
Prugg	w9_d649e16983
an	w11_d649e16986
der	w13_d649e16990
Ley	w15_d649e16993
tha	w1_d649e16998
ist	w3_d649e17001
das	w5_d649e17004
auf	w7_d649e17007
dem	w9_d649e17010
Platz	w11_d649e17013
befindliche	w13_d649e17017
in	w15_d649e17020
7.	w17_d649e17023
Zim	w19_d649e17026
mern,	w1_d649e17031
3.	w3_d649e17034
Kucheln,	w5_d649e17037
einem	w7_d649e17040
Stall,	w9_d649e17043
grossen	w11_d649e17046
Wein	w13_d649e17050
keller	w1_d649e17056
und	w3_d649e17059
Wein=preß	w5_d649e17062
bestehende	w7_d649e17065
durchaus	w9_d649e17068
wol	w11_d649e17071
gebaute	w1_d649e17076
Gregor	w3_d649e17079
Grenische	w5_d649e17082
Haus	w7_d649e17085
samt	w9_d649e17088
der	w11_d649e17091
dar	w13_d649e17095
auf	w1_d649e17100
haftenden	w3_d649e17103
Stadt=kochs=gerechtigkeit,	w5_d649e17106
der	w7_d649e17109
Wein	w1_d649e17114
und	w3_d649e17117
Bier=schank,	w5_d649e17120
dann	w7_d649e17123
einem	w9_d649e17126
Weingar	w11_d649e17129
ten	w1_d649e17135
alltäglichen	w3_d649e17138
zu	w5_d649e17141
verkauffen,	w7_d649e17144
weswegen	w9_d649e17147
sich	w11_d649e17150
bey	w13_d649e17154
dem	w1_d649e17159
Stadt	w3_d649e17162
Pruggerischen	w5_d649e17165
Herrn	w7_d649e17168
Stadt=richter	w9_d649e17171
zu	w1_d649e17176
melden	w3_d649e17179
ist.	w5_d649e17182
</p>
<p id="p32_d649e17185">
Es	w1_d649e17189
ist	w3_d649e17192
auf	w5_d649e17195
künftigen	w7_d649e17198
St.	w9_d649e17201
Michael	w11_d649e17204
das	w13_d649e17208
von	w15_d649e17211
Zahl	w17_d649e17214
heimische	w1_d649e17219
Bräu	w3_d649e17222
haus	w5_d649e17225
zu	w7_d649e17228
Schwechat	w9_d649e17231
samt	w11_d649e17234
vielen	w13_d649e17238
Zimmern	w1_d649e17243
und	w3_d649e17246
Zugehörungen,	w5_d649e17249
dann	w7_d649e17252
78.	w9_d649e17255
Joch	w11_d649e17258
Haus	w13_d649e17262
gründen,	w1_d649e17268
2.	w3_d649e17271
Tag=werk=wiesen,	w5_d649e17274
2.	w7_d649e17277
Gärten	w9_d649e17280
rc.	w11_d649e17283
in	w13_d649e17287
Be	w15_d649e17290
stand	w1_d649e17295
zu	w3_d649e17298
verlassen,	w5_d649e17301
oder	w7_d649e17304
auch	w9_d649e17307
allenfalls	w11_d649e17310
zu	w13_d649e17314
verkauf	w15_d649e17317
fen,	w1_d649e17322
wer	w3_d649e17325
dahero	w5_d649e17328
zu	w7_d649e17331
solchem	w9_d649e17334
ein	w11_d649e17337
Belieben	w13_d649e17341
traget,	w15_d649e17344
hat	w17_d649e17347
sich	w1_d649e17352
alhier	w3_d649e17355
bey	w5_d649e17358
denen	w7_d649e17361
Herren	w9_d649e17364
von	w11_d649e17367
Zahlheimischen	w13_d649e17371
Gebrüderen,	w1_d649e17377
als	w3_d649e17380
diesfälligen	w5_d649e17383
Administratoribus	w7_d649e17386
entweder	w1_d649e17391
auf	w3_d649e17394
dem	w5_d649e17397
hohen	w7_d649e17400
Markt	w9_d649e17403
in	w11_d649e17406
dem	w13_d649e17410
Fernerischen	w15_d649e17413
</p>
<p id="p34_d649e17416">
Haus	w1_d649e17420
im	w3_d649e17423
anderten	w5_d649e17426
Stock,	w7_d649e17429
oder	w9_d649e17432
unterhalb	w11_d649e17435
des	w13_d649e17439
alten	w15_d649e17442
Fleischmarkts	w1_d649e17447
in	w3_d649e17450
dem	w5_d649e17453
Bolzaischen	w7_d649e17456
Haus	w9_d649e17459
im	w11_d649e17462
3ten	w1_d649e17467
Stock	w3_d649e17470
anzumelden.	w5_d649e17473
</p>
<p id="p36_d649e17477">
Zukünftigen	w1_d649e17481
St.	w3_d649e17484
Georgii	w5_d649e17487
1762.	w7_d649e17490
ist	w9_d649e17493
in	w11_d649e17496
der	w13_d649e17500
Leo	w15_d649e17503
pold=stadt	w1_d649e17508
in	w3_d649e17511
dem	w5_d649e17514
Gräfl.	w7_d649e17517
Tscherninischen	w9_d649e17520
Garten	w11_d649e17523
der	w1_d649e17528
grosse	w3_d649e17531
Saal	w5_d649e17534
mit	w7_d649e17537
14.	w9_d649e17540
Zimmern,	w11_d649e17543
einer	w13_d649e17547
grossen	w15_d649e17550
Kuchel	w1_d649e17556
und	w3_d649e17559
Pferd=stallung	w5_d649e17562
zu	w7_d649e17565
verlassen,	w9_d649e17568
und	w11_d649e17571
ist	w1_d649e17576
sich	w3_d649e17579
bey	w5_d649e17582
dem	w7_d649e17585
Haus=meister	w9_d649e17588
anzumelden.	w11_d649e17591
</p>
<list id="l38_d649e17594">
Bey	w1_d649e17598
Augustin	w3_d649e17601
Bernardi,	w5_d649e17604
Universitätsbuchhänd	w7_d649e17607
lern,	w1_d649e17612
der	w3_d649e17615
obern	w5_d649e17618
Jesuiten=pforten	w7_d649e17621
gegenüber	w9_d649e17624
ist	w11_d649e17627
zu	w1_d649e17632
haben:	w3_d649e17635
Nicolai	w1_d649e17641
l'Herminier	w3_d649e17644
Sacræ	w5_d649e17647
Facult.	w7_d649e17650
Paris.	w9_d649e17653
Do-	w11_d649e17656
ctoris,	w1_d649e17661
Summa	w3_d649e17664
Theologiæ	w5_d649e17667
ad	w7_d649e17670
usum	w9_d649e17673
scholæ	w11_d649e17676
ac-	w13_d649e17680
cominodata,	w1_d649e17685
9.	w3_d649e17688
Tomi	w5_d649e17691
4.	w7_d649e17694
maj.	w9_d649e17697
Venet.	w11_d649e17700
1761.	w13_d649e17704
à	w15_d649e17707
10.	w1_d649e17712
fl.	w3_d649e17715
30.	w5_d649e17718
kr.	w7_d649e17721
Dictionarium	w1_d649e17727
Manuale	w3_d649e17730
Casuum	w5_d649e17733
conscientiæ,	w7_d649e17736
in	w1_d649e17741
quo	w3_d649e17744
præter	w5_d649e17747
Casuum	w7_d649e17750
Solutionem,	w9_d649e17753
qui	w11_d649e17756
ibidem	w13_d649e17760
afferuntur,	w1_d649e17765
occurrunt	w3_d649e17768
principia,	w5_d649e17771
quibus	w7_d649e17774
decisio-	w9_d649e17777
nes	w1_d649e17782
nituntur,	w3_d649e17785
&	w5_d649e17788
quorum	w7_d649e17791
ope	w9_d649e17794
cæteri	w11_d649e17797
casus	w13_d649e17801
om-	w15_d649e17804
nes,	w1_d649e17810
qui	w3_d649e17813
ad	w5_d649e17816
rem	w7_d649e17819
faciunt,	w9_d649e17822
