<doc id="wr_1756-08-14" attrs="word" year="1756" month="08" day="14" corpus="2">
<head id="h2_d65e2587">
Extract=schreiben	w1_d65e2591
Summa	w1_d65e13613
12.	w3_d65e13616
Person.,	w5_d65e13619
darunter	w7_d65e13622
1.	w9_d65e13625
Kind.	w11_d65e13628
</list>
<head id="h2_d65e13635">
Den	w1_d65e13639
12.	w3_d65e13642
Augusti.	w5_d65e13645
Jn	w1_d65e13650
der	w3_d65e13653
Stadt.	w5_d65e13656
</head>
<list id="l4_d65e13659">
Dem	w1_d65e13663
Hoch=edel=geb.	w3_d65e13666
Hrn.	w5_d65e13669
Simon	w7_d65e13672
Ant.	w9_d65e13675
Fellicitti	w11_d65e13678
v.	w1_d65e13683
Liebenfels,	w3_d65e13686
K.	w5_d65e13689
K.	w7_d65e13692
Raht,	w9_d65e13695
und	w11_d65e13698
Hof=kriegs=canzl.	w13_d65e13702
Taxatori,	w1_d65e13707
s.	w3_d65e13710
Hr.	w5_d65e13713
S.	w7_d65e13716
Nepom.,	w9_d65e13719
im	w11_d65e13722
Bischof=H.	w13_d65e13726
am	w15_d65e13729
Heyden=schuß	w1_d65e13735
alt	w3_d65e13738
11.	w5_d65e13741
J.	w7_d65e13744
Georg	w1_d65e13749
Brandstättet,	w3_d65e13752
gew	w5_d65e13755
Schneid.,	w7_d65e13758
beym	w9_d65e13761
Stro	w11_d65e13764
bel=kopf	w1_d65e13769
in	w3_d65e13772
der	w5_d65e13775
Wolzetl,	w7_d65e13778
alt	w9_d65e13781
81.	w11_d65e13784
J.	w13_d65e13788
</list>
<head id="h2_d65e13795">
Vor	w1_d65e13799
der	w3_d65e13802
Stadt.	w5_d65e13805
</head>
<list id="l4_d65e13808">
Dem	w1_d65e13812
Mich.	w3_d65e13815
Weissenbäck,	w5_d65e13818
gew.	w7_d65e13821
Commercial'offi	w9_d65e13824
ciant.,	w1_d65e13829
s.	w3_d65e13832
Ehew.	w5_d65e13835
Elisab.,	w7_d65e13838
bey	w9_d65e13841
denen	w11_d65e13844
3.	w13_d65e13848
Trom	w15_d65e13851
meln	w1_d65e13856
auf	w3_d65e13859
der	w5_d65e13862
Laimgr.,	w7_d65e13865
alt	w9_d65e13868
22.	w11_d65e13871
J.	w13_d65e13875
Bard.	w1_d65e13881
Biglerin,	w3_d65e13884
Wittwe,	w5_d65e13887
bey	w7_d65e13890
denen	w9_d65e13893
3.	w11_d65e13896
Lauf.	w13_d65e13900
am	w15_d65e13903
Neubau,	w1_d65e13908
alt	w3_d65e13911
72.	w5_d65e13914
J.	w7_d65e13917
</list>
<head id="h2_d65e13924">
Summa	w1_d65e13928
4.	w3_d65e13931
Person.,	w5_d65e13934
darunter	w7_d65e13937
0.	w9_d65e13940
Kinder.	w11_d65e13943
Den	w1_d65e13948
13.	w3_d65e13951
Augusti.	w5_d65e13954
Jn	w1_d65e13959
der	w3_d65e13962
Stadt.	w5_d65e13965
Niemand.	w7_d65e13968
Vor	w1_d65e13974
der	w3_d65e13977
Stadt.	w5_d65e13980
</head>
<list id="l4_d65e13983">
Joh.	w1_d65e13987
Bayr.	w3_d65e13990
Burgerl.	w5_d65e13993
Fleisch=selch.,	w7_d65e13996
bey	w9_d65e13999
St.	w11_d65e14002
Anton	w13_d65e14006
am	w1_d65e14011
Neubau,	w3_d65e14014
alt	w5_d65e14017
34.	w7_d65e14020
J.	w9_d65e14023
Mich.	w1_d65e14028
Batz,	w3_d65e14031
Huterer,	w5_d65e14034
bey	w7_d65e14037
der	w9_d65e14040
Hungaris.	w11_d65e14043
Kron	w13_d65e14047
bey	w15_d65e14050
Maria=hülf,	w1_d65e14056
alt	w3_d65e14059
64.	w5_d65e14062
J.	w7_d65e14065
Dem	w1_d65e14070
Lorenz	w3_d65e14073
Schmid,	w5_d65e14076
Lack.,	w7_d65e14079
s.	w9_d65e14082
K.	w11_d65e14085
Joh.,	w13_d65e14089
in	w15_d65e14092
der	w17_d65e14095
Li	w19_d65e14098
der=sabrica	w1_d65e14103
an	w3_d65e14106
der	w5_d65e14109
Wien,	w7_d65e14112
alt	w9_d65e14115
1.	w11_d65e14118
J.	w13_d65e14122
Elisab.	w1_d65e14127
Hörlin,	w3_d65e14130
alt	w5_d65e14133
48.	w7_d65e14136
J.,	w9_d65e14139
und	w11_d65e14142
Maria	w13_d65e14146
Schmalz	w15_d65e14149
lin,	w1_d65e14155
alt	w3_d65e14158
70.	w5_d65e14161
J.,	w7_d65e14164
beyde	w9_d65e14167
in	w11_d65e14170
St.	w13_d65e14174
Joh.	w15_d65e14177
Nev.	w17_d65e14180
Spil.	w19_d65e14183
Summa	w1_d65e14188
5.	w3_d65e14191
Person.,	w5_d65e14194
darunter	w7_d65e14197
1.	w9_d65e14200
Kind.	w11_d65e14203
</list>
<head id="h2_d65e14210">
EDICT.	w1_d65e14214
</head>
<p id="p4_d65e14217">
Von	w1_d65e14221
der	w3_d65e14224
in	w5_d65e14227
hierländig=Carl	w7_d65e14230
Richard	w9_d65e14233
schmidlinischen	w1_d65e14238
Schulden=weesen	w3_d65e14241
allergnä	w5_d65e14244
digst	w1_d65e14249
aufgestellten	w3_d65e14252
Kaiserl.	w5_d65e14255
Königl.	w7_d65e14258
Hofrom	w9_d65e14261
mißion	w1_d65e14267
wegen,	w3_d65e14270
allen	w5_d65e14273
und	w7_d65e14276
jeden,	w9_d65e14279
welche	w11_d65e14282
an	w13_d65e14286
die	w1_d65e14291
Carl	w3_d65e14294
Richard=schmidlinische	w5_d65e14297
ad	w7_d65e14300
cridam	w9_d65e14303
gediehene	w1_d65e14308
Massam	w3_d65e14311
einige	w5_d65e14314
Prioritäts=sprüche	w7_d65e14317
zu	w1_d65e14322
haben	w3_d65e14325
vermeinen,	w5_d65e14328
hiemit	w7_d65e14331
anzufügen:	w9_d65e14334
Demnach	w1_d65e14340
zu	w3_d65e14343
gänzlicher	w5_d65e14346
Zustand	w7_d65e14349
bringung	w9_d65e14352
des	w11_d65e14355
zwischen	w1_d65e14360
denen	w3_d65e14363
Carl	w5_d65e14366
Richard=schmidlinischen	w7_d65e14369
Creditoribus	w1_d65e14374
ersterer	w3_d65e14377
Classen	w5_d65e14380
um	w7_d65e14383
mehrere	w9_d65e14386
weitläuffige	w1_d65e14391
Strittigkeiten,	w3_d65e14394
und	w5_d65e14397
kostbare	w7_d65e14400
Proceß	w1_d65e14406
zu	w3_d65e14409
vermeiden	w5_d65e14412
antragenden	w7_d65e14415
Vergleichs,	w9_d65e14418
und	w1_d65e14423
zu	w3_d65e14426
dem	w5_d65e14429
Ende	w7_d65e14432
an	w9_d65e14435
einen	w11_d65e14438
dieser	w13_d65e14442
Credito-	w15_d65e14445
rum	w1_d65e14450
vorhabenden	w3_d65e14453
Ubergebung	w5_d65e14456
des	w7_d65e14459
Carl	w9_d65e14462
Ri	w11_d65e14465
chard=schmidlin:	w1_d65e14470
Haus,	w3_d65e14473
an	w5_d65e14476
Stock	w7_d65e14479
am	w9_d65e14482
Eisen	w11_d65e14485
platz,	w1_d65e14491
auch	w3_d65e14494
zu	w5_d65e14497
dessen	w7_d65e14500
Sicher=stellung	w9_d65e14503
von	w11_d65e14506
all	w13_d65e14510
besorglichen	w1_d65e14515
weiteren	w3_d65e14518
Ansprüchen	w5_d65e14521
einiger	w7_d65e14524
Priorität	w1_d65e14529
auf	w3_d65e14532
deren	w5_d65e14535
intereßirten	w7_d65e14538
Anlangen,	w9_d65e14541
und	w1_d65e14546
an	w3_d65e14549
Jhro	w5_d65e14552
Kaiserl.	w7_d65e14555
Königl.	w9_d65e14558
Majestät	w11_d65e14561
von	w13_d65e14565
obbesagter	w1_d65e14571
Hof=commißion	w3_d65e14574
abgegebenen	w5_d65e14577
aller	w7_d65e14580
unterthänigsten	w1_d65e14585
Bericht,	w3_d65e14588
zufolge	w5_d65e14591
der	w7_d65e14594
hier	w9_d65e14597
</p>
<p id="p8_d65e14602">
über	w1_d65e14606
untern	w3_d65e14609
15.	w5_d65e14612
Julii	w7_d65e14615
dies	w9_d65e14618
Jahr	w11_d65e14621
herabge	w13_d65e14625
langten	w1_d65e14630
allerhöchsten	w3_d65e14633
Hof=resolution	w5_d65e14636
aller	w7_d65e14639
gnädigst	w1_d65e14644
verwilliget	w3_d65e14647
worden,	w5_d65e14650
womit	w7_d65e14653
alle	w9_d65e14656
und	w1_d65e14662
jede,	w3_d65e14665
welche	w5_d65e14668
an	w7_d65e14671
oberdeute	w9_d65e14674
Schmidlini	w11_d65e14677
sche	w1_d65e14682
Massam	w3_d65e14685
einige	w5_d65e14688
Prioritäts=sprüch	w7_d65e14691
zu	w9_d65e14694
ha	w11_d65e14697
ben	w1_d65e14702
vermeinen,	w3_d65e14705
Mittels	w5_d65e14708
eines	w7_d65e14711
affigirenden	w9_d65e14714
Edicts	w1_d65e14719
zu	w3_d65e14722
Jncaminirung	w5_d65e14725
derenselben	w7_d65e14728
inner	w9_d65e14731
halb	w1_d65e14737
6.	w3_d65e14740
Wochen	w5_d65e14743
3.	w7_d65e14746
Täg	w9_d65e14749
sub	w11_d65e14752
pœena	w13_d65e14756
præclusi	w15_d65e14759
&	w1_d65e14764
perpetui	w3_d65e14767
silentii	w5_d65e14770
convociret	w7_d65e14773
werden	w9_d65e14776
mö	w11_d65e14779
gen;	w1_d65e14784
Als	w3_d65e14787
wird	w5_d65e14790
allen	w7_d65e14793
und	w9_d65e14796
jeden,	w11_d65e14799
welche	w13_d65e14803
an	w15_d65e14806
wiederholte	w1_d65e14811
Schmidl.	w3_d65e14814
Massam	w5_d65e14817
einige	w7_d65e14820
Prio	w9_d65e14823
ritäts=sprüch	w1_d65e14829
zu	w3_d65e14832
haben	w5_d65e14835
vermeinen,	w7_d65e14838
in	w9_d65e14841
Kraft	w11_d65e14844
dieses	w1_d65e14849
hiemit	w3_d65e14852
auferleget,	w5_d65e14855
und	w7_d65e14858
anbefohlen,	w9_d65e14861
daß	w1_d65e14866
selbe	w3_d65e14869
bey	w5_d65e14872
der	w7_d65e14875
auf	w9_d65e14878
den	w11_d65e14881
16.	w13_d65e14885
künftigen	w15_d65e14888
Mo	w17_d65e14891
nats	w1_d65e14896
Novemb.	w3_d65e14899
Nachmittag	w5_d65e14902
um	w7_d65e14905
4.	w9_d65e14908
Uhr	w11_d65e14911
bey	w13_d65e14915
der	w1_d65e14921
sob	w3_d65e14924
Præsidio	w5_d65e14927
des	w7_d65e14930
Kaiserl.	w9_d65e14933
Königl.	w11_d65e14936
N.	w13_d65e14940
Oe.	w1_d65e14945
Repräsentation	w3_d65e14948
und	w5_d65e14951
Cammer	w7_d65e14954
Rahts	w9_d65e14957
herrn	w1_d65e14962
Baron	w3_d65e14965
von	w5_d65e14968
Boul,	w7_d65e14971
in	w9_d65e14974
dessen	w11_d65e14977
auf	w13_d65e14981
der	w15_d65e14984
hohen	w1_d65e14989
Brucken	w3_d65e14992
in	w5_d65e14995
dem	w7_d65e14998
Baron	w9_d65e15001
von	w11_d65e15004
Boulischen	w13_d65e15008
Haus	w1_d65e15014
in	w3_d65e15017
ersten	w5_d65e15020
Stock	w7_d65e15023
habenden	w9_d65e15026
Wohnung	w11_d65e15029
angeordneten	w1_d65e15034
Hof=commißions=tag=satzung,	w3_d65e15037
persönlich,	w1_d65e15042
oder	w3_d65e15045
durch	w5_d65e15048
genugsam	w7_d65e15051
bevollmäch	w9_d65e15054
tigte	w1_d65e15059
also	w3_d65e15062
gewiß	w5_d65e15065
erscheinen,	w7_d65e15068
und	w9_d65e15071
sothane	w11_d65e15074
ihre	w13_d65e15078
vermeinte	w1_d65e15084
Prioritäts=sprüche	w3_d65e15087
behörig	w5_d65e15090
anmel	w7_d65e15093
den,	w1_d65e15098
wie	w3_d65e15101
im	w5_d65e15104
wiedrigen	w7_d65e15107
sie	w9_d65e15110
darmit	w11_d65e15113
nicht	w13_d65e15117
mehr	w15_d65e15120
gehöret,	w1_d65e15125
sondern	w3_d65e15128
denenselben	w5_d65e15131
das	w7_d65e15134
ewige	w9_d65e15137
Stillschweigen	w1_d65e15142
auferleget,	w3_d65e15145
und	w5_d65e15148
sie	w7_d65e15151
mit	w9_d65e15154
solch	w11_d65e15157
ihren	w1_d65e15163
Prioritäts=sprüchen	w3_d65e15166
gänzlich	w5_d65e15169
und	w7_d65e15172
auf	w9_d65e15175
ewig	w1_d65e15180
abgewiesen	w3_d65e15183
seyn	w5_d65e15186
sollen.	w7_d65e15189
</p>
<head id="h2_d65e15196">
EDICT.	w1_d65e15200
</head>
<p id="p4_d65e15203">
Jch	w1_d65e15207
Johann	w3_d65e15210
Wilhelm,	w5_d65e15213
des	w7_d65e15216
Heil.	w9_d65e15219
Röm.	w11_d65e15222
Reichs	w1_d65e15227
Fürst	w3_d65e15230
Trautson,	w5_d65e15233
Graf	w7_d65e15236
zu	w9_d65e15239
Falckenstein,	w11_d65e15242
Freyherr	w1_d65e15247
zu	w3_d65e15250
Sprechen	w5_d65e15253
und	w7_d65e15256
Schroffenstein,	w9_d65e15259
Ritter	w1_d65e15265
des	w3_d65e15268
goldenen	w5_d65e15271
Vliesses,	w7_d65e15274
Jhrer	w9_d65e15277
Kaiserl.	w11_d65e15280
Königl.	w1_d65e15285
Majestät	w3_d65e15288
würklicher	w5_d65e15291
Geheimer	w7_d65e15294
Raht,	w9_d65e15297
Obrist=Hof=meister,	w1_d65e15302
und	w3_d65e15305
Land=marschall	w5_d65e15308
in	w7_d65e15311
Oesterreich	w1_d65e15316
unter	w3_d65e15319
der	w5_d65e15322
Enß:	w7_d65e15325
Entbiete	w9_d65e15328
N.	w11_d65e15331
al	w13_d65e15335
len	w1_d65e15341
und	w3_d65e15344
jeden,	w5_d65e15347
was	w7_d65e15350
Standes	w9_d65e15353
und	w11_d65e15356
Würde	w13_d65e15360
diese	w1_d65e15365
seynd,	w3_d65e15368
der	w5_d65e15371
Gebühr	w7_d65e15374
nach	w9_d65e15377
meinen	w11_d65e15380
respe	w13_d65e15384
ctive	w1_d65e15389
Dienst	w3_d65e15392
und	w5_d65e15395
guten	w7_d65e15398
Willen	w9_d65e15401
zuvor,	w11_d65e15404
und	w13_d65e15408
füge	w15_d65e15411
hiemit	w1_d65e15416
zu	w3_d65e15419
vernehmen:	w5_d65e15422
</p>
<p id="p6_d65e15425">
Es	w1_d65e15429
habe	w3_d65e15432
bey	w5_d65e15435
dem	w7_d65e15438
mir	w9_d65e15441
allergnädigst	w11_d65e15444
an	w13_d65e15448
vertrauten	w1_d65e15453
Land=marschall	w3_d65e15456
Gericht	w5_d65e15459
Frau	w7_d65e15462
Ma	w9_d65e15465
ria	w1_d65e15470
Josepha	w3_d65e15473
verwittibte	w5_d65e15476
Gräfin	w7_d65e15479
von	w9_d65e15482
Harrach	w11_d65e15485
wider	w1_d65e15491
die	w3_d65e15494
Frauen	w5_d65e15497
Ernestinam	w7_d65e15500
verwittibte	w9_d65e15503
Gräfin	w1_d65e15508
und	w3_d65e15511
geborne	w5_d65e15514
Freyin	w7_d65e15517
v	w9_d65e15520
Selb	w11_d65e15523
abermahlen	w13_d65e15527
schrifftlich	w1_d65e15532
angezeiget,	w3_d65e15535
walchergestalten	w5_d65e15538
die	w7_d65e15541
vorhin	w1_d65e15546
angeordnet	w3_d65e15549
geweste	w5_d65e15552
Licitations-tag	w7_d65e15555
satzung	w1_d65e15561
der	w3_d65e15564
Herrschafft	w5_d65e15567
Wildberg	w7_d65e15570
samt	w9_d65e15573
</p>
<p id="p8_d65e15576">
Appurtinéntien	w1_d65e15580
in	w3_d65e15583
Ermanglung	w5_d65e15586
einiger	w7_d65e15589
Li-	w9_d65e15592
citanten	w1_d65e15597
ihren	w3_d65e15600
Fortgang	w5_d65e15603
nicht	w7_d65e15606
hätte	w9_d65e15609
errei	w11_d65e15612
chen	w1_d65e15617
können;	w3_d65e15620
diesemnach	w5_d65e15623
widerhohlt	w7_d65e15626
gebet	w9_d65e15629
ten,	w1_d65e15635
ich	w3_d65e15638
geruhete	w5_d65e15641
ein	w7_d65e15644
nochmahliges	w9_d65e15647
Licita-	w11_d65e15650
tions-Edict	w1_d65e15655
bey	w3_d65e15658
der	w5_d65e15661
Canzley	w7_d65e15664
ausfertigen	w9_d65e15667
zu	w11_d65e15670
lassen.	w1_d65e15675
</p>
<p id="p10_d65e15678">
gen	w1_d65e15682
Monats	w3_d65e15685
Augusti	w5_d65e15688
bestimmet	w7_d65e15691
worden	w9_d65e15694
ist.	w11_d65e15697
Als	w1_d65e15702
hat	w3_d65e15705
man	w5_d65e15708
ein	w7_d65e15711
solches	w9_d65e15714
hiemit	w11_d65e15717
zu	w13_d65e15721
dem	w15_d65e15724
Ende	w17_d65e15727
jedermännigich	w1_d65e15732
kund	w3_d65e15735
machen	w5_d65e15738
wollen,	w7_d65e15741
damit	w9_d65e15744
der,	w11_d65e15747
ober	w1_d65e15753
diejenige,	w3_d65e15756
so	w5_d65e15759
obbemeldte	w7_d65e15762
Gräfl.	w9_d65e15765
Selbische	w11_d65e15768
Herrschafft	w1_d65e15773
Wildberg	w3_d65e15776
cum	w5_d65e15779
Appertinentiis	w7_d65e15782
käuflich	w1_d65e15787
an	w3_d65e15790
sich	w5_d65e15793
bringen	w7_d65e15796
Willens	w9_d65e15799
seynd,	w11_d65e15802
an	w13_d65e15806
obbe	w15_d65e15809
stimmten	w1_d65e15814
Tag	w3_d65e15817
früh	w5_d65e15820
um	w7_d65e15823
8.	w9_d65e15826
Uhr	w11_d65e15829
ad	w13_d65e15833
Licitandum,	w15_d65e15836
tractandum,	w1_d65e15842
&	w3_d65e15845
concludendum	w5_d65e15848
vor	w7_d65e15851
Ge	w9_d65e15854
richt	w1_d65e15859
zu	w3_d65e15862
erscheinen	w5_d65e15865
wissen	w7_d65e15868
werden.	w9_d65e15871
Wien,	w11_d65e15874
den	w1_d65e15879
13.	w3_d65e15882
Julii	w5_d65e15885
1756.	w7_d65e15888
</p>
<p id="p12_d65e15892">
Wann	w1_d65e15896
nun	w3_d65e15899
hierinnfalls	w5_d65e15902
gewilliget,	w7_d65e15905
und	w9_d65e15908
zur	w1_d65e15913
Licitations-tagsatzung	w3_d65e15916
der	w5_d65e15919
31.	w7_d65e15922
künfti	w9_d65e15925
</p>
<head id="h2_d65e15931">
AVERTISSEMENT.	w1_d65e15935
</head>
<p id="p4_d65e15938">
Bey	w1_d65e15942
dem	w3_d65e15945
Kaiserl.	w5_d65e15948
BücherCommißionsse	w7_d65e15951
cretario,	w1_d65e15956
Hrn.	w3_d65e15959
Koch,	w5_d65e15962
in	w7_d65e15965
Frankfurt,	w9_d65e15968
an	w11_d65e15971
der	w13_d65e15975
Anker=gasse,	w1_d65e15980
neben	w3_d65e15983
dem	w5_d65e15986
Schönberger	w7_d65e15989
Hof	w9_d65e15992
wohnhaft,	w1_d65e15998
seynd	w3_d65e16001
von	w5_d65e16004
der	w7_d65e16007
vor	w9_d65e16010
einigen	w11_d65e16013
Jah	w13_d65e16017
ren	w1_d65e16022
sub	w3_d65e16025
publicis	w5_d65e16028
auspiciis	w7_d65e16031
und	w9_d65e16034
unter	w11_d65e16037
Dire	w13_d65e16041
ction	w1_d65e16046
des	w3_d65e16049
Kaiserl.	w5_d65e16052
würklichen	w7_d65e16055
Tit.	w9_d65e16058
Herrn	w11_d65e16061
Reichs=hofraths,	w1_d65e16066
Freyherrn	w3_d65e16069
von	w5_d65e16072
Senkenberg,	w7_d65e16075
herausgegebenen	w1_d65e16081
„Neuen	w3_d65e16084
und	w5_d65e16087
vollstän	w7_d65e16090
digern	w1_d65e16095
Sammlung	w3_d65e16098
der	w5_d65e16101
Reichsabschie	w7_d65e16104
de	w1_d65e16109
und	w3_d65e16112
Gesetze,	w5_d65e16115
samt	w7_d65e16118
den	w9_d65e16121
wichtigsten	w11_d65e16124
Reichs=schlüssen,	w1_d65e16129
des	w3_d65e16132
noch	w5_d65e16135
fürwähren	w7_d65e16138
den	w1_d65e16144
Reichs=tages.	w3_d65e16147
Jn	w5_d65e16150
vier	w7_d65e16153
Theilen,	w9_d65e16156
aus	w1_d65e16161
den	w3_d65e16164
fürnehmsten	w5_d65e16167
Archiven	w7_d65e16170
rc.	w9_d65e16173
rc.	w11_d65e16176
theils	w1_d65e16181
von	w3_d65e16184
neuem	w5_d65e16187
übersehen,	w7_d65e16190
theils	w9_d65e16193
zum	w11_d65e16196
erstenmal	w1_d65e16201
mit	w3_d65e16204
Parallielen	w5_d65e16207
aus	w7_d65e16210
Licht	w9_d65e16213
gestellet,	w1_d65e16219
und	w3_d65e16222
auf	w5_d65e16225
Chur=maynzische.	w7_d65e16228
gnädigste	w1_d65e16233
Genehmung	w3_d65e16236
mit	w5_d65e16239
den	w7_d65e16242
im	w9_d65e16245
Reichs=archiv	w1_d65e16250
befindlichen	w3_d65e16253
Originalien	w5_d65e16256
collationiret.	w1_d65e16261
Nebst	w3_d65e16264
einer	w5_d65e16267
Einleitung	w7_d65e16270
in	w1_d65e16276
die	w3_d65e16279
Geschichte	w5_d65e16282
der	w7_d65e16285
Reichsabschie	w9_d65e16288
de,	w1_d65e16293
einer	w3_d65e16296
Zugabe,	w5_d65e16299
welche	w7_d65e16302
die	w9_d65e16305
letztere	w11_d65e16308
Wahl=capitulation,	w1_d65e16313
die	w3_d65e16316
Rrichshof	w5_d65e16319
rahts=ordnung,	w1_d65e16324
die	w3_d65e16327
Reichshofcanz	w5_d65e16330
ley=tax=sowol	w1_d65e16336
als	w3_d65e16339
die	w5_d65e16342
Kammerge	w7_d65e16345
richts	w1_d65e16350
Canzley=ordnungen,	w3_d65e16353
nebst	w5_d65e16356
der	w7_d65e16359
Usual-matricul	w1_d65e16364
und	w3_d65e16367
anderen	w5_d65e16370
nötigen	w7_d65e16373
sachen	w1_d65e16378
auch	w3_d65e16381
vollständigen	w5_d65e16384
Register,	w7_d65e16387
in	w1_d65e16393
sich	w3_d65e16396
begreift,	w5_d65e16399
überhaupt	w7_d65e16402
aber	w9_d65e16405
aus	w11_d65e16408
mehr	w1_d65e16413
dann	w3_d65e16416
600.	w5_d65e16419
Bogen	w7_d65e16422
in	w9_d65e16425
Folio	w11_d65e16428
be	w13_d65e16432
stehet;	w1_d65e16437
neuerdings	w3_d65e16440
eine	w5_d65e16443
Anzahl	w7_d65e16446
Exempla	w9_d65e16449
rien	w1_d65e16454
</p>
<p id="p8_d65e16459">
dien	w1_d65e16463
sorgfältigst	w3_d65e16466
completirt	w5_d65e16469
worden,	w7_d65e16472
und	w9_d65e16475
ist	w11_d65e16478
rer	w1_d65e16483
Herr	w3_d65e16486
Secretarius	w5_d65e16489
Koch	w7_d65e16492
entschlossen,	w9_d65e16495
die	w11_d65e16498
ses	w1_d65e16503
wichtige,	w3_d65e16506
denen	w5_d65e16509
Dicasterien	w7_d65e16512
und	w9_d65e16515
Obrig	w11_d65e16518
keiten,	w1_d65e16524
ingleichen	w3_d65e16527
allen	w5_d65e16530
öffenklichen,	w7_d65e16533
auch	w9_d65e16536
de	w11_d65e16539
nen	w1_d65e16544
von	w3_d65e16547
nur	w5_d65e16550
einigem	w7_d65e16553
Belang	w9_d65e16556
seyenden	w11_d65e16559
Privat	w13_d65e16563
Bibliotequen	w1_d65e16568
ohnentbehrliche	w3_d65e16571
Werck,	w5_d65e16574
der	w7_d65e16577
Reichs=gesetze,	w1_d65e16582
von	w3_d65e16585
dato	w5_d65e16588
an	w7_d65e16591
bis	w9_d65e16594
zum	w11_d65e16597
Be	w13_d65e16601
schluß	w1_d65e16607
der	w3_d65e16610
nächsten	w5_d65e16613
Herbst=messe,	w7_d65e16616
auf	w9_d65e16619
ordi	w11_d65e16622
nair	w1_d65e16627
Papier	w3_d65e16630
vor	w5_d65e16633
franco	w7_d65e16636
zuschickende	w9_d65e16639
fl.	w11_d65e16642
12	w13_d65e16646
auf	w1_d65e16651
sehr	w3_d65e16654
feines	w5_d65e16657
Papier	w7_d65e16660
aber	w9_d65e16663
vor	w11_d65e16666
fl.	w13_d65e16670
13.	w15_d65e16673
zu	w17_d65e16676
erlassen.	w1_d65e16681
Nachhero	w3_d65e16684
aber	w5_d65e16687
wird	w7_d65e16690
kein	w9_d65e16693
Stuck	w11_d65e16696
anderst	w1_d65e16702
als	w3_d65e16705
um	w5_d65e16708
einen	w7_d65e16711
Reichs=thaler	w9_d65e16714
höher	w11_d65e16717
zu	w1_d65e16722
bekommen	w3_d65e16725
seyn.	w5_d65e16728
Auf	w7_d65e16731
Post=papier	w9_d65e16734
sind	w11_d65e16737
noch	w13_d65e16741
wenige	w1_d65e16746
Exemplarien	w3_d65e16749
pr.	w5_d65e16752
fl.	w7_d65e16755
27.	w9_d65e16758
zu	w11_d65e16761
haben.	w13_d65e16765
</p>
<p id="p10_d65e16768">
NB.	w1_d65e16772
Es	w3_d65e16775
ist	w5_d65e16778
den	w7_d65e16781
10ten	w9_d65e16784
Augusti	w11_d65e16787
Abends,	w13_d65e16791
ein	w1_d65e16796
dameszierter	w3_d65e16799
Degen	w5_d65e16802
mit	w7_d65e16805
einer	w9_d65e16808
dreyeckig	w11_d65e16811
ten	w1_d65e16816
Hohl=glingen,	w3_d65e16819
samt	w5_d65e16822
einer	w7_d65e16825
gelb	w9_d65e16828
und	w11_d65e16831
weissen	w13_d65e16835
Maschen	w1_d65e16841
auf	w3_d65e16844
den	w5_d65e16847
Döblinger=weeg	w7_d65e16850
durch	w9_d65e16853
die	w11_d65e16856
Rossau	w1_d65e16861
bis	w3_d65e16864
auf	w5_d65e16867
die	w7_d65e16870
Laimgruben	w9_d65e16873
um	w11_d65e16876
die	w13_d65e16880
Stadt	w15_d65e16883
verlohren	w1_d65e16888
gegangen;	w3_d65e16891
wer	w5_d65e16894
solchen	w7_d65e16897
gefunden	w9_d65e16900
hat,	w1_d65e16905
wird	w3_d65e16908
ersucht	w5_d65e16911
solchen	w7_d65e16914
zu	w9_d65e16917
dem	w11_d65e16920
Verleger	w13_d65e16924
des	w15_d65e16927
Wiennerischen	w1_d65e16933
Diarii	w3_d65e16936
zu	w5_d65e16939
überbringen,	w7_d65e16942
und	w9_d65e16945
darvor	w1_d65e16950
ein	w3_d65e16953
gutes	w5_d65e16956
Recompens	w7_d65e16959
empfangen.	w9_d65e16962
</p>
<p id="p12_d65e16966">
Den	w1_d65e16970
17.	w3_d65e16973
Augusti	w5_d65e16976
werden	w7_d65e16979
in	w9_d65e16982
dem	w11_d65e16985
Heyin	w13_d65e16989
gerischen	w1_d65e16994
Hauß	w3_d65e16997
in	w5_d65e17000
der	w7_d65e17003
Riemer=strassen	w9_d65e17006
zu	w11_d65e17009
ebe	w13_d65e17013
ner	w1_d65e17018
Erd	w3_d65e17021
verschiedene	w5_d65e17024
schöne	w7_d65e17027
Bücher	w9_d65e17030
licitando	w11_d65e17033
verkauffet	w1_d65e17039
werden.	w3_d65e17042
</p>
<p id="p14_d65e17045">
Den	w1_d65e17049
16.	w3_d65e17052
Augusti	w5_d65e17055
werden	w7_d65e17058
in	w9_d65e17061
der	w11_d65e17064
Woll=zeil	w13_d65e17068
in	w1_d65e17073
der	w3_d65e17076
goldenen	w5_d65e17079
Wein=trauben	w7_d65e17082
im	w9_d65e17085
ersten	w11_d65e17088
Stock	w1_d65e17093
zwey	w3_d65e17096
Pferd	w5_d65e17099
samt	w7_d65e17102
Wagen,	w9_d65e17105
Geschirr,	w11_d65e17108
und	w1_d65e17114
Stall=zugehörungen	w3_d65e17117
präcise	w5_d65e17120
um	w7_d65e17123
9.	w9_d65e17126
Uhr	w11_d65e17129
frühe	w1_d65e17134
licitando	w3_d65e17137
verkauffet	w5_d65e17140
werden.	w7_d65e17143
</p>
<p id="p16_d65e17146">
Den	w1_d65e17150
18.	w3_d65e17153
Augusti	w5_d65e17156
seynd	w7_d65e17159
auf	w9_d65e17162
