<doc id="wr_1758-03-01" attrs="word" year="1758" month="03" day="01" corpus="2">
<head id="h2_d222e2673">
Lüneburg	w1_d222e2677
darunter	w7_d222e13543
1.	w9_d222e13546
Kind.	w11_d222e13549
Den	w1_d222e13554
26.	w3_d222e13557
Februarii.	w5_d222e13560
Jn	w1_d222e13565
der	w3_d222e13568
Stadt.	w5_d222e13571
</head>
<list id="l4_d222e13574">
Dem	w1_d222e13578
Franz	w3_d222e13581
Walliansky,	w5_d222e13584
Schneid.,	w7_d222e13587
s.	w9_d222e13590
W.	w11_d222e13593
Cathar.,	w13_d222e13597
bey	w1_d222e13602
der	w3_d222e13605
neuen	w5_d222e13608
Weik	w7_d222e13611
im	w9_d222e13614
Kumpf=gäs.,	w11_d222e13617
alt	w13_d222e13621
53.	w15_d222e13624
J.	w17_d222e13627
Jos.	w1_d222e13632
Roßin,	w3_d222e13635
Handels	w5_d222e13638
jung,	w7_d222e13641
im	w9_d222e13644
Freysinger=hof,	w11_d222e13647
21.	w13_d222e13651
J.	w15_d222e13654
</list>
<head id="h2_d222e13661">
Vor	w1_d222e13665
der	w3_d222e13668
Stadt.	w5_d222e13671
</head>
<list id="l4_d222e13674">
Dem	w1_d222e13678
Georg	w3_d222e13681
Link,	w5_d222e13684
Mahl.,	w7_d222e13687
s.	w9_d222e13690
S.	w11_d222e13693
Ant.,	w13_d222e13697
beym	w15_d222e13700
gold.	w17_d222e13703
Stern	w1_d222e13708
in	w3_d222e13711
der	w5_d222e13714
Leopoldst.,	w7_d222e13717
alt	w9_d222e13720
13.	w11_d222e13723
J.	w13_d222e13727
Dem	w1_d222e13732
Fried.	w3_d222e13735
Zierner,	w5_d222e13738
Schreit.,	w7_d222e13741
s.	w9_d222e13744
K.	w11_d222e13747
Anna,	w13_d222e13751
bey	w15_d222e13754
dem	w17_d222e13757
Ritter	w1_d222e13763
in	w3_d222e13766
der	w5_d222e13769
Rossau,	w7_d222e13772
alt	w9_d222e13775
2.	w11_d222e13778
J.	w13_d222e13782
Der	w1_d222e13787
Ursula	w3_d222e13790
Hengin,	w5_d222e13793
Wittwe,	w7_d222e13796
ihr	w9_d222e13799
T.	w11_d222e13802
Anna,	w13_d222e13806
beym	w15_d222e13809
gold.	w1_d222e13814
Hirsch.	w3_d222e13817
in	w5_d222e13820
der	w7_d222e13823
Alster=gas.,	w9_d222e13826
alt	w11_d222e13829
30.	w13_d222e13833
J.	w15_d222e13836
Dem	w1_d222e13841
Leop.	w3_d222e13844
Eisenführer,	w5_d222e13847
K.	w7_d222e13850
K.	w9_d222e13853
Salz=trag.,	w11_d222e13856
s.	w13_d222e13860
S.	w15_d222e13863
Jos.	w17_d222e13866
beyn	w1_d222e13872
3.	w3_d222e13875
Taub.	w5_d222e13878
im	w7_d222e13881
Liechtenth.,	w9_d222e13884
alt	w11_d222e13887
4.	w13_d222e13891
J.	w15_d222e13894
Dem	w1_d222e13899
Pet.	w3_d222e13902
Ruperk,	w5_d222e13905
Vieh=handl.,	w7_d222e13908
s.	w9_d222e13911
T.	w11_d222e13914
Francisca,	w13_d222e13918
im	w1_d222e13923
Doneris.	w3_d222e13926
H.	w5_d222e13929
in	w7_d222e13932
der	w9_d222e13935
Leopoldst.,	w11_d222e13938
alt	w13_d222e13942
30.	w15_d222e13945
J.	w17_d222e13948
Dem	w1_d222e13953
Andre	w3_d222e13956
Reiner,	w5_d222e13959
Lack.	w7_d222e13962
s.	w9_d222e13965
K.	w11_d222e13968
Andre,	w13_d222e13972
bey	w15_d222e13975
der	w17_d222e13978
gold.	w19_d222e13981
Artitschock.	w1_d222e13987
in	w3_d222e13990
der	w5_d222e13993
Leopoldst.,	w7_d222e13996
alt	w9_d222e13999
5	w11_d222e14002
v.	w13_d222e14006
J	w15_d222e14009
Barb.	w1_d222e14014
Hergerin,	w3_d222e14017
led.	w5_d222e14020
M.,	w7_d222e14023
beyn	w9_d222e14026
3.	w11_d222e14029
Lil.	w13_d222e14033
zu	w15_d222e14036
Mätzleim	w17_d222e14039
storf,	w1_d222e14044
alt	w3_d222e14047
46.	w5_d222e14050
J.	w7_d222e14053
Dem	w1_d222e14058
Joh.	w3_d222e14061
Steinmetz,	w5_d222e14064
Kutsch,	w7_d222e14067
s.	w9_d222e14070
K.	w11_d222e14073
Anna,	w13_d222e14077
beym	w15_d222e14080
weis.	w1_d222e14086
Lämmel	w3_d222e14089
auf	w5_d222e14092
der	w7_d222e14095
Landgr.,	w9_d222e14098
alt	w11_d222e14101
4.	w13_d222e14105
J.	w15_d222e14108
Bened.	w1_d222e14113
Höfler,	w3_d222e14116
Tagw.,	w5_d222e14119
im	w7_d222e14122
Spengeris.	w9_d222e14125
H	w11_d222e14128
an	w13_d222e14132
dem	w15_d222e14135
Magdal.=gr.,	w1_d222e14140
alt	w3_d222e14143
59.	w5_d222e14146
J.	w7_d222e14149
</list>
<head id="h2_d222e14156">
Summa	w1_d222e14160
11.	w3_d222e14163
Person.	w5_d222e14166
darunter	w7_d222e14169
4.	w9_d222e14172
Kinder.	w11_d222e14175
Den	w1_d222e14180
27.	w3_d222e14183
Februarii.	w5_d222e14186
Jn	w1_d222e14191
der	w3_d222e14194
Stadt.	w5_d222e14197
</head>
<list id="l4_d222e14200">
Sophia	w1_d222e14204
Steßlin,	w3_d222e14207
Burgerl.	w5_d222e14210
Wittwe,	w7_d222e14213
in	w9_d222e14216
ihrem	w11_d222e14219
H.	w13_d222e14223
in	w1_d222e14228
der	w3_d222e14231
Nagler=gas.,	w5_d222e14234
alt	w7_d222e14237
70.	w9_d222e14240
J.	w11_d222e14243
Maria	w1_d222e14248
Anna	w3_d222e14251
Preßin,	w5_d222e14254
ledig	w7_d222e14257
im	w9_d222e14260
Dorothe=hof,	w11_d222e14263
60	w13_d222e14267
J.	w15_d222e14270
Dem	w1_d222e14276
Franz	w3_d222e14279
Escher,	w5_d222e14282
Maurern,	w7_d222e14285
s.	w9_d222e14288
K.	w11_d222e14291
Elisab.,	w13_d222e14295
in	w15_d222e14298
dem	w17_d222e14301
Dirris.	w1_d222e14306
H.	w3_d222e14309
am	w5_d222e14312
Grab.,	w7_d222e14315
alt	w9_d222e14318
5.	w11_d222e14321
J.	w13_d222e14325
Anna	w1_d222e14330
Kreutzerin,	w3_d222e14333
led.	w5_d222e14336
M.,	w7_d222e14339
im	w9_d222e14342
Gatterburgis.	w11_d222e14345
H.	w13_d222e14349
in	w15_d222e14352
der	w1_d222e14357
Dorothe=gas.,	w3_d222e14360
alt	w5_d222e14363
67.	w7_d222e14366
J.	w9_d222e14369
</list>
<head id="h2_d222e14376">
Vor	w1_d222e14380
der	w3_d222e14383
Stadt.	w5_d222e14386
</head>
<list id="l4_d222e14389">
Dem	w1_d222e14393
Hrn.	w3_d222e14396
Carl	w5_d222e14399
Bautisch,	w7_d222e14402
K.	w9_d222e14405
K.	w11_d222e14408
Hartsch.,	w13_d222e14412
s.	w15_d222e14415
Stief	w17_d222e14418
kind	w1_d222e14423
Franz	w3_d222e14426
Steeger,	w5_d222e14429
beym	w7_d222e14432
rot.	w9_d222e14435
Adl.	w11_d222e14438
an	w13_d222e14442
der	w15_d222e14445
Wien,	w17_d222e14448
alt	w1_d222e14453
6.	w3_d222e14456
J.	w5_d222e14459
Dem	w1_d222e14465
Christoph	w3_d222e14468
Grüner,	w5_d222e14471
Burgerl	w7_d222e14474
Zeug=mach.,	w9_d222e14477
s.	w11_d222e14480
T.	w13_d222e14484
Anna	w1_d222e14489
Maria,	w3_d222e14492
beym	w5_d222e14495
gold.	w7_d222e14498
Rös.	w9_d222e14501
in	w11_d222e14504
der	w13_d222e14508
Leopoldn.	w15_d222e14511
/	w17_d222e14514
alt	w1_d222e14519
26.	w3_d222e14522
J.	w5_d222e14525
Francisca	w1_d222e14530
Bauerin,	w3_d222e14533
Burgerl.	w5_d222e14536
Wittwe,	w7_d222e14539
beym	w9_d222e14542
gold.	w11_d222e14545
Hirsch	w1_d222e14551
in	w3_d222e14554
der	w5_d222e14557
Rossau,	w7_d222e14560
alt	w9_d222e14563
27.	w11_d222e14566
J.	w13_d222e14570
Dem	w1_d222e14575
Jos.	w3_d222e14578
Mayr,	w5_d222e14581
Burgerl.	w7_d222e14584
Schuh=mach.,	w9_d222e14587
s.	w11_d222e14590
M.	w13_d222e14594
Anna,	w1_d222e14599
berm	w3_d222e14602
Luft	w5_d222e14605
schutz	w7_d222e14608
auf	w9_d222e14611
der	w11_d222e14614
Wendelst.	w13_d222e14618
52.	w15_d222e14621
J.	w17_d222e14624
Der	w1_d222e14629
Math.	w3_d222e14632
Preinfelder,	w5_d222e14635
Maccaroni	w7_d222e14638
mach.,	w9_d222e14641
in	w11_d222e14644
s.	w13_d222e14648
H.	w15_d222e14651
auf	w1_d222e14657
der	w3_d222e14660
Wied.,	w5_d222e14663
alt	w7_d222e14666
56.	w9_d222e14669
J.	w11_d222e14672
</list>
<list id="l8_d222e14678">
Joh.	w1_d222e14682
Schmid,	w3_d222e14685
Burgerl.	w5_d222e14688
Schuh=mach.,	w7_d222e14691
bey	w9_d222e14694
Adam	w11_d222e14697
und	w1_d222e14702
Eva	w3_d222e14705
bey	w5_d222e14708
Maria	w7_d222e14711
hülf,	w9_d222e14714
alt	w11_d222e14717
60.	w13_d222e14721
J.	w15_d222e14724
Dem	w1_d222e14729
Ferd.	w3_d222e14732
Pauer,	w5_d222e14735
Zimmer=ges.,	w7_d222e14738
s.	w9_d222e14741
W.	w11_d222e14744
Theris.,	w13_d222e14748
beym	w1_d222e14754
H.	w3_d222e14757
Geist	w5_d222e14760
am	w7_d222e14763
Himmel=pfort=gr.,	w9_d222e14766
28.	w11_d222e14769
J.	w13_d222e14773
Doroth.	w1_d222e14778
Scheiderin,	w3_d222e14781
alt	w5_d222e14784
75.	w7_d222e14787
J.,	w9_d222e14790
in	w11_d222e14793
St.	w13_d222e14797
Joh.	w15_d222e14800
Rep=sp.	w17_d222e14803
Joh.	w1_d222e14808
Kun,	w3_d222e14811
Waldeggis.	w5_d222e14814
Sold.,	w7_d222e14817
in	w9_d222e14820
der	w11_d222e14823
Casarm,	w13_d222e14827
43.	w15_d222e14830
J.	w17_d222e14833
Joh.	w1_d222e14838
Tscharra,	w3_d222e14841
Roß=wart.,	w5_d222e14844
beym	w7_d222e14847
gold.	w9_d222e14850
Lämmel	w11_d222e14853
bey	w13_d222e14857
Maria=hülf,	w1_d222e14863
alt	w3_d222e14866
20.	w5_d222e14869
J.	w7_d222e14872
Joh.	w1_d222e14877
Schwarzinger,	w3_d222e14880
gew.	w5_d222e14883
Fuhr=kn.	w7_d222e14886
bey	w9_d222e14889
der	w11_d222e14892
bl.	w13_d222e14896
Fla	w15_d222e14899
schen	w1_d222e14904
im	w3_d222e14907
Liechtenth.,	w5_d222e14910
alt	w7_d222e14913
54.	w9_d222e14916
J.	w11_d222e14919
Dem	w1_d222e14924
Math.	w3_d222e14927
Jörger	w5_d222e14930
Tagw.,	w7_d222e14933
s.	w9_d222e14936
K.	w11_d222e14939
Joh.,	w13_d222e14943
im	w15_d222e14946
Wald	w17_d222e14949
bergis.	w1_d222e14955
H.	w3_d222e14958
auf	w5_d222e14961
der	w7_d222e14964
Wied.,	w9_d222e14967
alt	w11_d222e14970
1.	w13_d222e14974
J.	w15_d222e14977
Summa	w1_d222e14982
16.	w3_d222e14985
Pers.,	w5_d222e14988
darunter	w7_d222e14991
3.	w9_d222e14994
Kinder	w11_d222e14997
</list>
<head id="h2_d222e15004">
EDICT.	w1_d222e15008
</head>
<p id="p4_d222e15011">
Von	w1_d222e15015
dem	w3_d222e15018
Kaiserl.	w5_d222e15021
Königl.	w7_d222e15024
Stadt	w9_d222e15027
und	w11_d222e15030
Land	w13_d222e15034
Gericht	w1_d222e15039
Wien	w3_d222e15042
wird	w5_d222e15045
hiemit	w7_d222e15048
jedermänniglichen	w9_d222e15051
kund	w1_d222e15056
und	w3_d222e15059
zu	w5_d222e15062
wissen	w7_d222e15065
gemacht,	w9_d222e15068
was	w11_d222e15071
gestalten	w13_d222e15075
auf	w1_d222e15081
mehrmalig	w3_d222e15084
schriftliches	w5_d222e15087
Anlangen	w7_d222e15090
Johann	w9_d222e15093
Carl	w1_d222e15098
Lang,	w3_d222e15101
gemeiner	w5_d222e15104
Stadt	w7_d222e15107
Sequestri,	w9_d222e15110
wi	w11_d222e15113
der	w1_d222e15118
Friederich	w3_d222e15121
Hollenbach,	w5_d222e15124
Burgern,	w7_d222e15127
und	w9_d222e15130
Han	w11_d222e15133
dels=mann	w1_d222e15138
in	w3_d222e15141
Breßlau	w5_d222e15144
in	w7_d222e15147
die	w9_d222e15150
gerichtliche	w11_d222e15153
Lici	w13_d222e15157
tir	w1_d222e15163
und	w3_d222e15166
Feil=bietung	w5_d222e15169
allerhand	w7_d222e15172
Gattung	w9_d222e15175
Nürnberger=Waaren,	w1_d222e15180
wie	w3_d222e15183
auch	w5_d222e15186
anderer	w7_d222e15189
Ef	w9_d222e15192
fecten	w1_d222e15197
gewilliget,	w3_d222e15200
und	w5_d222e15203
zu	w7_d222e15206
Vornehmung	w9_d222e15209
sotha	w11_d222e15212
ner	w1_d222e15217
Licitation	w3_d222e15220
über	w5_d222e15223
die	w7_d222e15226
vorgewest	w9_d222e15229
und	w11_d222e15232
frucht	w13_d222e15236
los	w1_d222e15242
verstrichen	w3_d222e15245
perempt.	w5_d222e15248
eine	w7_d222e15251
superperempt.	w9_d222e15254
clausulirte	w1_d222e15259
Tag	w3_d222e15262
satzung	w5_d222e15265
auf	w7_d222e15268
den	w9_d222e15271
7.	w11_d222e15274
des	w13_d222e15278
nächst	w15_d222e15281
künftigen	w1_d222e15286
Monats	w3_d222e15289
Martii	w5_d222e15292
Vormittag	w7_d222e15295
von	w9_d222e15298
9.	w1_d222e15303
bis	w3_d222e15306
12.	w5_d222e15309
Uhr,	w7_d222e15312
und	w9_d222e15315
Nachmittag	w11_d222e15318
von	w13_d222e15322
3.	w15_d222e15325
bis	w17_d222e15328
6.	w1_d222e15334
Uhr	w3_d222e15337
in	w5_d222e15340
der	w7_d222e15343
so	w9_d222e15346
genannt=Wenighoferischen	w11_d222e15349
auf	w13_d222e15353
dem	w1_d222e15358
Juden=platz	w3_d222e15361
ligenden	w5_d222e15364
Behausung	w7_d222e15367
zu	w9_d222e15370
er	w11_d222e15373
scheinen	w1_d222e15378
anberaumet	w3_d222e15381
worden	w5_d222e15384
seye.	w7_d222e15387
Dahere	w9_d222e15390
dann	w1_d222e15395
der,	w3_d222e15398
oder	w5_d222e15401
die	w7_d222e15404
jenige,	w9_d222e15407
so	w11_d222e15410
von	w13_d222e15414
denen	w15_d222e15417
obbe	w17_d222e15420
meldten	w1_d222e15426
Nürnberger=waaren,	w3_d222e15429
auch	w5_d222e15432
anderen	w7_d222e15435
Effecten	w1_d222e15440
etwas	w3_d222e15443
käuflich	w5_d222e15446
zu	w7_d222e15449
übernehmen	w9_d222e15452
gesin	w11_d222e15455
net	w1_d222e15460
seyn	w3_d222e15463
möchten,	w5_d222e15466
an	w7_d222e15469
vorbesagten	w9_d222e15472
Tag,	w11_d222e15475
Stund,	w1_d222e15480
und	w3_d222e15483
Ort	w5_d222e15486
sich	w7_d222e15489
unausbleiblich	w9_d222e15492
ad	w11_d222e15495
lici	w13_d222e15499
randum	w1_d222e15505
einzufinden	w3_d222e15508
haben	w5_d222e15511
werden.	w7_d222e15514
So	w9_d222e15517
be	w11_d222e15520
schehen	w1_d222e15525
Wien	w3_d222e15528
den	w5_d222e15531
18.	w7_d222e15534
Febr.	w9_d222e15537
1758.	w11_d222e15540
</p>
<head id="h2_d222e15547">
CONSICNATION	w1_d222e15551
</head>
<p id="p4_d222e15554">
Deren	w1_d222e15558
nach	w3_d222e15561
weil.	w5_d222e15564
(Tit)	w7_d222e15567
Hrn.	w9_d222e15570
Cardinalen	w11_d222e15573
v.	w13_d222e15577
Troyer,	w1_d222e15582
u.	w3_d222e15585
Bischofen	w5_d222e15588
zu	w7_d222e15591
Ollmütz	w9_d222e15594
zu	w11_d222e15597
Eremsier	w13_d222e15601
zu	w1_d222e15606
verkauffen	w3_d222e15609
kommenden	w5_d222e15612
Pferden	w7_d222e15615
Als:	w9_d222e15618
</p>
<p id="p6_d222e15621">
Ein	w1_d222e15625
aus	w3_d222e15628
7.	w5_d222e15631
Stuck	w7_d222e15634
bestehender	w9_d222e15637
Castanien	w11_d222e15640
brauner	w1_d222e15645
Leibrzug	w3_d222e15648
ohne	w5_d222e15651
Zeichen	w7_d222e15654
mit	w9_d222e15657
linden	w11_d222e15660
Schepsen=köpfen	w1_d222e15665
über	w3_d222e15668
17.	w5_d222e15671
Faust	w7_d222e15674
hoch	w9_d222e15677
von	w11_d222e15680
6.	w13_d222e15684
bis	w1_d222e15690
10.	w3_d222e15693
Jahr,	w5_d222e15696
a	w7_d222e15699
2000	w9_d222e15702
fl.	w11_d222e15705
Ein	w13_d222e15709
anderer	w15_d222e15712
dette	w17_d222e15715
licht=brauner	w1_d222e15720
von	w3_d222e15723
16	w5_d222e15726
bis	w7_d222e15729
17.	w9_d222e15732
Faust	w11_d222e15735
hoch,	w13_d222e15739
und	w15_d222e15742
von	w1_d222e15747
6.	w3_d222e15750
bis	w5_d222e15753
8	w7_d222e15756
Jahr,	w9_d222e15759
a	w11_d222e15762
2000.	w13_d222e15766
fl.	w15_d222e15769
Ein	w17_d222e15772
anderer	w19_d222e15775
betto	w1_d222e15780
aus	w3_d222e15783
Rappen	w5_d222e15786
von	w7_d222e15789
16.	w9_d222e15792
bis	w11_d222e15795
17.	w13_d222e15799
Faust	w15_d222e15802
hoch,	w17_d222e15805
und	w1_d222e15811
von	w3_d222e15814
6.	w5_d222e15817
bis	w7_d222e15820
8	w9_d222e15823
Jahr,	w11_d222e15826
a	w13_d222e15830
2000.	w15_d222e15833
fl.	w17_d222e15836
Zwey	w19_d222e15839
schwarze	w1_d222e15844
Schimmel	w3_d222e15847
18.	w5_d222e15850
Faust	w7_d222e15853
hoch,	w9_d222e15856
von	w11_d222e15859
6.	w13_d222e15863
</p>
<p id="p8_d222e15866">
und	w1_d222e15870
7.	w3_d222e15873
Jahr,	w5_d222e15876
a840.	w7_d222e15879
fl.	w9_d222e15882
Ein	w11_d222e15885
schwarzer	w13_d222e15889
Scheck,	w15_d222e15892
Reit=pferd,	w1_d222e15897
mit	w3_d222e15900
linden	w5_d222e15903
Schepsen=kopf	w7_d222e15906
16.	w9_d222e15909
Faust	w1_d222e15914
hoch,	w3_d222e15917
alt	w5_d222e15920
7.	w7_d222e15923
Jahr,	w9_d222e15926
a	w11_d222e15929
420.	w13_d222e15933
fl.	w15_d222e15936
Ein	w17_d222e15939
ande	w19_d222e15942
res	w1_d222e15948
detto	w3_d222e15951
mit	w5_d222e15954
gezogener	w7_d222e15957
Blassen	w9_d222e15960
15	w11_d222e15963
Faust	w13_d222e15967
2.	w15_d222e15970
Zoll	w1_d222e15975
hoch,	w3_d222e15978
alt	w5_d222e15981
6.	w7_d222e15984
Jahr,	w9_d222e15987
a	w11_d222e15990
210.	w13_d222e15994
fl.	w15_d222e15997
Ein	w17_d222e16000
detto	w19_d222e16003
licht=brauner	w1_d222e16008
Origl.	w3_d222e16011
Engländer	w5_d222e16014
16.	w7_d222e16017
Faust	w9_d222e16020
hoch,	w11_d222e16023
alt	w1_d222e16028
11.	w3_d222e16031
Jahr,	w5_d222e16034
a	w7_d222e16037
168	w9_d222e16040
fl.	w11_d222e16043
28.	w13_d222e16047
Stuck	w15_d222e16050
durch	w17_d222e16053
Neapolitanische	w1_d222e16059
Hengst	w3_d222e16062
belegte,	w5_d222e16065
meistentheils	w7_d222e16068
trächtig	w1_d222e16073
von	w3_d222e16076
16	w5_d222e16079
und	w7_d222e16082
17.	w9_d222e16085
Faust	w11_d222e16088
hohe	w13_d222e16092
Mutter	w15_d222e16095
stutten,	w1_d222e16100
das	w3_d222e16103
Stuck	w5_d222e16106
a	w7_d222e16109
100	w9_d222e16112
fl.	w11_d222e16115
4.	w13_d222e16119
Stuck	w15_d222e16122
5jäh	w17_d222e16125
rig	w1_d222e16130
unbelegte,	w3_d222e16133
das	w5_d222e16136
Stuck	w7_d222e16139
a	w9_d222e16142
75.	w11_d222e16145
fl.	w13_d222e16149
5.	w15_d222e16152
Stuck	w17_d222e16155
4=jährige	w1_d222e16161
betto,	w3_d222e16164
das	w5_d222e16167
Stuck	w7_d222e16170
a	w9_d222e16173
60.	w11_d222e16176
fl.	w13_d222e16180
5.	w15_d222e16183
Stuck	w17_d222e16186
3=jährige	w1_d222e16191
detto,	w3_d222e16194
das	w5_d222e16197
Stuck	w7_d222e16200
a	w9_d222e16203
50.	w11_d222e16206
fl.	w13_d222e16210
4.	w15_d222e16213
Stuck	w17_d222e16216
2	w1_d222e16221
jährige	w3_d222e16224
detto,	w5_d222e16227
das	w7_d222e16230
Stuck	w9_d222e16233
a	w11_d222e16236
35.	w13_d222e16240
fl.	w15_d222e16243
6.	w17_d222e16246
Stuck	w19_d222e16249
1=jährige	w1_d222e16254
Stutt=sollen,	w3_d222e16257
das	w5_d222e16260
Stuck	w7_d222e16263
a	w9_d222e16266
25.	w11_d222e16269
fl.	w13_d222e16273
1.	w1_d222e16279
Stuck	w3_d222e16282
Bescheller,	w5_d222e16285
ein	w7_d222e16288
Rapp	w9_d222e16291
ohne	w11_d222e16294
Zeichen	w13_d222e16298
mit	w1_d222e16303
linden	w3_d222e16306
Schepsen=kopf	w5_d222e16309
17.	w7_d222e16312
Faust	w9_d222e16315
hoch,	w11_d222e16318
alt	w13_d222e16322
8.	w1_d222e16327
Jahr,	w3_d222e16330
a	w5_d222e16333
400.	w7_d222e16336
fl.	w9_d222e16339
Jtem	w11_d222e16342
1.	w13_d222e16346
Stuck	w15_d222e16349
schwarz	w17_d222e16352
braun,	w1_d222e16357
14.	w3_d222e16360
Jahr	w5_d222e16363
alt,	w7_d222e16366
a	w9_d222e16369
60.	w11_d222e16372
fl.	w13_d222e16376
8.	w15_d222e16379
Stuck	w17_d222e16382
4	w19_d222e16385
jährige	w1_d222e16391
16.	w3_d222e16394
Faust	w5_d222e16397
hoch,	w7_d222e16400
Castanien,	w9_d222e16403
schwarz	w11_d222e16406
braune,	w1_d222e16411
und	w3_d222e16414
aus	w5_d222e16417
Rappen	w7_d222e16420
bestehende	w9_d222e16423
Pferde,	w11_d222e16426
a	w13_d222e16430
140.	w1_d222e16435
100.	w3_d222e16438
und	w5_d222e16441
75.	w7_d222e16444
fl.	w9_d222e16447
6.	w11_d222e16450
Stuck	w13_d222e16454
3=jährige	w15_d222e16457
detto,	w1_d222e16462
a	w3_d222e16465
75.	w5_d222e16468
und	w7_d222e16471
50.	w9_d222e16474
fl.	w11_d222e16477
9.	w13_d222e16481
Stuck	w15_d222e16484
2=jährig	w17_d222e16487
betto,	w1_d222e16493
a	w3_d222e16496
75.	w5_d222e16499
und	w7_d222e16502
50.	w9_d222e16505
fl.	w11_d222e16508
6.	w13_d222e16512
Stuck	w15_d222e16515
1=jährige	w17_d222e16518
detto,	w1_d222e16523
a	w3_d222e16526
50.	w5_d222e16529
und	w7_d222e16532
35.	w9_d222e16535
fl.	w11_d222e16538
</p>
<p id="p10_d222e16541">
Den	w1_d222e16545
nächst=künftigen	w3_d222e16548
Montag,	w5_d222e16551
als	w7_d222e16554
den	w9_d222e16557
6ten	w1_d222e16562
dieses	w3_d222e16565
Monats	w5_d222e16568
Martii	w7_d222e16571
werden	w9_d222e16574
auf	w11_d222e16577
der	w13_d222e16581
Freyung	w1_d222e16586
im	w3_d222e16589
Dietmannischen	w5_d222e16592
Haus	w7_d222e16595
im	w9_d222e16598
ander	w11_d222e16601
ten	w1_d222e16607
Stock	w3_d222e16610
beym	w5_d222e16613
Männl	w7_d222e16616
genannt,	w9_d222e16619
verschiedene	w11_d222e16622
Effecten,	w1_d222e16627
als	w3_d222e16630
Silber,	w5_d222e16633
Porcellan,	w7_d222e16636
ein	w9_d222e16639
v.	w11_d222e16642
Brüßler	w13_d222e16646
Spitz,	w1_d222e16651
sehr	w3_d222e16654
fein	w5_d222e16657
und	w7_d222e16660
schöne	w9_d222e16663
Frauen=garnitur,	w11_d222e16666
verschiedene	w1_d222e16671
Lauten=instrumenten,	w3_d222e16674
Spallier,	w5_d222e16677
und	w1_d222e16683
Haus=mobilien,	w3_d222e16686
Vormittag	w5_d222e16689
von	w7_d222e16692
2.	w9_d222e16695
bis	w11_d222e16698
12	w1_d222e16703
Nachmittag	w3_d222e16706
aber	w5_d222e16709
von	w7_d222e16712
3.	w9_d222e16715
bis	w11_d222e16718
6	w13_d222e16722
Uhr	w15_d222e16725
lici	w17_d222e16728
tando	w1_d222e16733
plus	w3_d222e16736
offerenti	w5_d222e16739
verkauffet	w7_d222e16742
werden.	w9_d222e16745
</p>
<p id="p12_d222e16749">
Es	w1_d222e16753
wird	w3_d222e16756
hiemit	w5_d222e16759
jedermänniglich	w7_d222e16762
kund	w9_d222e16765
und	w11_d222e16768
zu	w1_d222e16773
wissen	w3_d222e16776
gemacht,	w5_d222e16779
daß	w7_d222e16782
den	w9_d222e16785
6.	w11_d222e16788
Martiii	w13_d222e16792
dies	w15_d222e16795
1758.	w1_d222e16800
Jahrs	w3_d222e16803
Fruhe	w5_d222e16806
um	w7_d222e16809
9.	w9_d222e16812
Uhr	w11_d222e16815
die	w13_d222e16819
zu	w15_d222e16822
Henner	w17_d222e16825
storf	w1_d222e16831
unweit	w3_d222e16834
Leopoldstorf	w5_d222e16837
gelegene	w7_d222e16840
Schnölleri	w9_d222e16843
sche	w1_d222e16848
Behausung	w3_d222e16851
samt	w5_d222e16854
denen	w7_d222e16857
vorhandenen	w9_d222e16860
Wei	w11_d222e16863
nen,	w1_d222e16868
Fässern,	w3_d222e16871
Mobilien	w5_d222e16874
und	w7_d222e16877
Effecten	w9_d222e16880
licitan	w11_d222e16883
do	w1_d222e16888
dem	w3_d222e16891
Meist=bietenden	w5_d222e16894
hindanngelassen	w7_d222e16897
wer	w9_d222e16900
den.	w1_d222e16906
Wer	w3_d222e16909
solche	w5_d222e16912
zu	w7_d222e16915
kauffen	w9_d222e16918
gesinnet	w11_d222e16921
ist,	w13_d222e16925
der	w15_d222e16928
hat	w17_d222e16931
sich	w1_d222e16936
an	w3_d222e16939
bestimmten	w5_d222e16942
Tag	w7_d222e16945
und	w9_d222e16948
Stund	w11_d222e16951
in	w13_d222e16955
dem	w15_d222e16958
vorbesagten	w1_d222e16963
Haus	w3_d222e16966
zu	w5_d222e16969
Hennerstorf	w7_d222e16972
entweders	w9_d222e16975
selbst	w1_d222e16980
persönlich,	w3_d222e16983
oder	w5_d222e16986
durch	w7_d222e16989
einen	w9_d222e16992
genugsam	w11_d222e16995
Bevollmächtigten	w1_d222e17001
anzumelden.	w3_d222e17004
</p>
<p id="p14_d222e17007">
Auf	w1_d222e17011
Verordnung	w3_d222e17014
einer	w5_d222e17017
Hoch=löbl.	w7_d222e17020
N.	w9_d222e17023
Oe.	w11_d222e17026
Regierung	w1_d222e17031
in	w3_d222e17034
Justitz=sachen	w5_d222e17037
werden	w7_d222e17040
den	w9_d222e17043
6ten	w11_d222e17046
Martii	w1_d222e17051
1758.	w3_d222e17054
in	w5_d222e17057
der	w7_d222e17060
Weinburg=gassen	w9_d222e17063
in	w11_d222e17066
dem	w13_d222e17070
</p>
<p id="p18_d222e17075">
Groß=gollischen	w1_d222e17079
Haus	w3_d222e17082
im	w5_d222e17085
3ten	w7_d222e17088
Stock	w9_d222e17091
über	w11_d222e17094
die	w1_d222e17099
Haupt=stiegen	w3_d222e17102
verschiedene	w5_d222e17105
Tabattieren,	w7_d222e17108
Silber,	w1_d222e17113
Porcelan,	w3_d222e17116
reiche	w5_d222e17119
