<doc id="wr_1759-07-07" attrs="word" year="1759" month="07" day="07" corpus="2">
<head id="h2_d363e4291">
Anrüchte	w1_d363e4295
nach	w19_d363e30747
gehaltenen	w1_d363e30752
solennen	w3_d363e30755
Te	w5_d363e30758
Deum	w7_d363e30761
rc.	w9_d363e30764
die	w11_d363e30767
sammentliche	w13_d363e30771
Burgerschaft	w15_d363e30774
ins	w17_d363e30777
Feuer=gewöhr	w19_d363e30780
gese	w21_d363e30783
get	w1_d363e30788
worden,	w3_d363e30791
und	w5_d363e30794
hat	w7_d363e30797
sich	w9_d363e30800
so	w11_d363e30803
fort	w13_d363e30807
ob	w15_d363e30810
dem	w17_d363e30813
grossen	w19_d363e30816
so	w21_d363e30819
genannten	w23_d363e30822
Nieder=ring	w25_d363e30826
gesammlet,	w27_d363e30829
und	w1_d363e30834
in	w3_d363e30837
vier	w5_d363e30840
Compagnien	w7_d363e30843
formiret,	w9_d363e30846
folgsam	w11_d363e30849
so	w13_d363e30853
formirter	w15_d363e30856
marschirten,	w17_d363e30859
unter	w19_d363e30862
Aufführung	w21_d363e30865
eines	w1_d363e30871
zu	w3_d363e30874
Pferd	w5_d363e30877
Majorisirenden,	w7_d363e30880
und	w9_d363e30883
anderen	w11_d363e30886
5.	w13_d363e30890
Stadt=haupt=leuten	w15_d363e30893
des	w17_d363e30896
Rahts,	w19_d363e30899
dann	w21_d363e30902
5.	w1_d363e30907
Leutenants,	w3_d363e30910
und	w5_d363e30913
4.	w7_d363e30916
Fähnrichs	w9_d363e30919
aus	w11_d363e30922
der	w13_d363e30926
Burgerschaft:	w15_d363e30929
Erstlich	w17_d363e30932
die	w19_d363e30935
zahlreiche	w21_d363e30938
Scharf	w23_d363e30941
schützen=compagnie,	w1_d363e30946
ein	w3_d363e30949
jeder	w5_d363e30952
mit	w7_d363e30955
seinem	w9_d363e30958
Scheiben=rohr,	w11_d363e30961
sodann	w13_d363e30965
die	w15_d363e30968
übrige	w17_d363e30971
Burger	w19_d363e30974
schaft	w1_d363e30979
in	w3_d363e30982
3.	w5_d363e30985
Compagnien	w7_d363e30988
eingetheilet,	w9_d363e30991
mit	w11_d363e30994
Paucken	w13_d363e30998
und	w15_d363e31001
Trompeten,	w17_d363e31004
klingendem	w19_d363e31007
Spiel,	w21_d363e31010
und	w1_d363e31016
Feld=music,	w3_d363e31019
dann	w5_d363e31022
fliegenden	w7_d363e31025
Fahnen	w9_d363e31028
in	w11_d363e31031
schönster	w13_d363e31035
Ordnung	w15_d363e31038
von	w17_d363e31041
diesem	w19_d363e31044
Nieder=ring	w21_d363e31047
auf	w1_d363e31052
den	w3_d363e31055
obern	w5_d363e31058
Platz	w7_d363e31061
bey	w9_d363e31064
der	w11_d363e31067
Haupt=wach	w13_d363e31071
vorbey,	w15_d363e31074
allwo	w17_d363e31077
dann	w19_d363e31080
im	w21_d363e31083
Vorbeyziehen	w23_d363e31086
das	w25_d363e31090
Mntare	w1_d363e31095
die	w3_d363e31098
von	w5_d363e31101
Jhro	w7_d363e31104
Kaiserl.	w9_d363e31107
Königl.	w11_d363e31110
Apostolischen	w13_d363e31114
Majestät	w15_d363e31117
allergnädigst	w17_d363e31120
anbefohlene	w19_d363e31123
Shren=bezeugungen	w1_d363e31128
mit	w3_d363e31131
Präsentirung	w5_d363e31134
des	w7_d363e31137
Gewöhrs	w9_d363e31140
und	w11_d363e31143
klingendem	w13_d363e31147
Spiel	w15_d363e31150
erwiesen	w17_d363e31153
hat.	w19_d363e31156
und	w1_d363e31162
nachdeme	w3_d363e31165
dann	w5_d363e31168
so	w7_d363e31171
fort	w9_d363e31174
weiter	w11_d363e31177
dieser	w13_d363e31181
Zug	w15_d363e31184
bey	w17_d363e31187
denen	w19_d363e31190
Quartiers	w21_d363e31193
des	w23_d363e31196
commandi	w25_d363e31200
</p>
<p id="p10_d363e31203">
renden	w1_d363e31207
Herrn	w3_d363e31210
General=feld=marschall	w5_d363e31213
Frey=herrn	w7_d363e31216
von	w9_d363e31219
Marschall,	w11_d363e31222
Jhre	w13_d363e31226
Kaiserl.	w15_d363e31229
Königl.	w17_d363e31232
Woostblischen	w1_d363e31237
Majestätl	w3_d363e31240
würklichen	w5_d363e31243
geheimen	w7_d363e31246
Rahts,	w9_d363e31249
Obristen	w11_d363e31252
über	w13_d363e31256
ein	w15_d363e31259
Regiment	w17_d363e31262
zu	w19_d363e31265
Gas,	w1_d363e31270
Gouverneurs	w3_d363e31273
zu	w5_d363e31276
Luxenburg,	w7_d363e31279
und	w9_d363e31282
Rittern	w11_d363e31285
des	w13_d363e31289
Hoch=löblichen	w15_d363e31292
Theresianischen	w17_d363e31295
Mi	w19_d363e31298
rrar	w1_d363e31304
Froß=kreutz=ordens	w3_d363e31307
Excellenz,	w5_d363e31310
und	w7_d363e31313
des	w9_d363e31316
Commandantens	w11_d363e31319
dieser	w13_d363e31323
Königl.	w15_d363e31326
Haupt=stadt	w17_d363e31329
dnis	w1_d363e31334
Graniz=festung	w3_d363e31337
Ollmütz	w5_d363e31340
Herrn	w7_d363e31343
General=feld=marschall=leutenants	w9_d363e31346
Frey=herrn	w11_d363e31349
vor	w13_d363e31353
Sraion	w1_d363e31358
Excellenz	w3_d363e31361
rc.	w5_d363e31364
vorbey,	w7_d363e31367
durch	w9_d363e31370
die	w11_d363e31373
Stadt	w13_d363e31377
zur	w15_d363e31380
gewöhnlichen	w17_d363e31383
Schüß=stadt	w19_d363e31386
hinausge	w21_d363e31389
drnher	w1_d363e31394
ist,	w3_d363e31397
und	w5_d363e31400
alldorten	w7_d363e31403
auf	w9_d363e31406
einer	w11_d363e31409
befindlichen	w13_d363e31413
schönen	w15_d363e31416
Wiesen	w17_d363e31419
aufmarschirte,	w19_d363e31422
folgsam	w21_d363e31425
sich	w23_d363e31428
en	w1_d363e31434
Hebnte	w3_d363e31437
rangierte,	w5_d363e31440
so	w7_d363e31443
wurde	w9_d363e31446
den	w11_d363e31449
bereits	w13_d363e31453
im	w15_d363e31456
Voraus	w17_d363e31459
in	w19_d363e31462
der	w21_d363e31465
Schüß=stadt	w23_d363e31468
befindlich	w25_d363e31472
Geidesten,	w1_d363e31477
und	w3_d363e31480
von	w5_d363e31483
einigen	w7_d363e31486
Herren	w9_d363e31489
des	w11_d363e31492
Rahts,	w13_d363e31496
nebst	w15_d363e31499
dem	w17_d363e31502
zu	w19_d363e31505
einer	w21_d363e31508
Anrede	w23_d363e31511
an	w25_d363e31515
die	w27_d363e31518
Bur	w29_d363e31521
veeschaft	w1_d363e31526
sich	w3_d363e31529
gefast	w5_d363e31532
gehaltenen	w7_d363e31535
Stadt=syndico	w9_d363e31538
mit	w11_d363e31541
geziemender	w13_d363e31545
Aufwartung	w15_d363e31548
unterhaltenen,	w17_d363e31551
ie	w1_d363e31556
dieser	w3_d363e31559
Feyerlichen	w5_d363e31562
Begängnuß	w7_d363e31565
gefliessend	w9_d363e31568
allergnädigst	w11_d363e31571
denominirten	w13_d363e31575
Kaiserl.	w15_d363e31578
Königl.	w17_d363e31581
Somimissario	w1_d363e31587
(Titl.)	w3_d363e31590
Herrn	w5_d363e31593
Königl.	w7_d363e31596
Creis=haupt=mann	w9_d363e31599
Frey=herrn	w11_d363e31602
von	w13_d363e31606
Zavisch	w15_d363e31609
und	w17_d363e31612
ressenis,	w1_d363e31617
die	w3_d363e31620
Bereitschaft	w5_d363e31623
der	w7_d363e31626
Burgerschaft	w9_d363e31629
durch	w11_d363e31632
den	w13_d363e31636
zu	w15_d363e31639
Pferd	w17_d363e31642
majorisirenden	w19_d363e31645
Herrn	w21_d363e31648
des	w23_d363e31651
Rahts	w1_d363e31656
</p>
<p id="p14_d363e31662">
Rahts	w1_d363e31666
angezeiget=worauf	w3_d363e31669
sich	w5_d363e31672
Hoch=deroselbten	w7_d363e31675
auf	w9_d363e31678
diese	w11_d363e31681
Wiesen	w13_d363e31685
zu	w15_d363e31688
einem	w17_d363e31691
aufgeschla	w19_d363e31694
gen	w1_d363e31699
gewesten	w3_d363e31702
schönen	w5_d363e31705
Zeit	w7_d363e31708
begaben;	w9_d363e31711
die	w11_d363e31714
Burgerschaft	w13_d363e31718
schwengte	w15_d363e31721
sich	w17_d363e31724
sodann	w19_d363e31727
links	w21_d363e31730
und	w23_d363e31733
nechts,	w1_d363e31738
und	w3_d363e31741
formirte	w5_d363e31744
einen	w7_d363e31747
Creis,	w9_d363e31750
in	w11_d363e31753
welchem,	w13_d363e31757
da	w15_d363e31760
die	w17_d363e31763
sammentliche	w19_d363e31766
Burgerschaft	w21_d363e31769
das	w23_d363e31772
Gewöhr	w1_d363e31778
präsentirte,	w3_d363e31781
folgsam	w5_d363e31784
der	w7_d363e31787
an	w9_d363e31790
der	w11_d363e31793
Seiten	w13_d363e31797
dieses	w15_d363e31800
Königl.	w17_d363e31803
Herrn	w19_d363e31806
Creis=haupt=mann	w21_d363e31809
gestandenen	w1_d363e31814
Stadt=syndicus	w3_d363e31817
zu	w5_d363e31820
deutlicher	w7_d363e31823
Vernehmung	w9_d363e31826
der	w11_d363e31829
sammentlichen	w13_d363e31833
Burgerschaft,	w15_d363e31836
und	w1_d363e31841
anwesend	w3_d363e31844
gewesten	w5_d363e31847
vielen	w7_d363e31850
fremden	w9_d363e31853
und	w11_d363e31856
einheimischen	w13_d363e31860
Zuschauer	w15_d363e31863
nach	w17_d363e31866
bevor	w19_d363e31869
intonirten	w21_d363e31872
Paucken	w1_d363e31877
und	w3_d363e31880
Trompeten=schall	w5_d363e31883
die	w7_d363e31886
Anrede	w9_d363e31889
gethan	w11_d363e31892
hat;	w13_d363e31896
was=gestalten	w15_d363e31899
die	w17_d363e31902
Ursach	w19_d363e31905
des	w21_d363e31908
begehenden	w1_d363e31914
Freuden=fest	w3_d363e31917
diese	w5_d363e31920
Absicht	w7_d363e31923
habe,	w9_d363e31926
damit	w11_d363e31929
forderist	w13_d363e31933
GOtt	w15_d363e31936
dem	w17_d363e31939
Allerhöchsten	w19_d363e31942
Dank	w1_d363e31947
abgestattet	w3_d363e31950
werde,	w5_d363e31953
daß	w7_d363e31956
er	w9_d363e31959
diese	w11_d363e31962
Königl.	w13_d363e31966
Haupt=stadt	w15_d363e31969
und	w17_d363e31972
Gränz=festung	w19_d363e31975
von	w21_d363e31978
der	w23_d363e31981
feindlichen	w1_d363e31986
Uberwaltung	w3_d363e31989
beschirmet,	w5_d363e31992
und	w7_d363e31995
erlöset	w9_d363e31998
hat.	w11_d363e32001
Und	w13_d363e32005
nachdeme	w15_d363e32008
dieses	w17_d363e32011
bereits	w19_d363e32014
ge	w21_d363e32017
schehen,	w1_d363e32022
damit	w3_d363e32025
jedermänniglich	w5_d363e32028
bis	w7_d363e32031
in	w9_d363e32034
die	w11_d363e32037
spate	w13_d363e32041
Nach=welt	w15_d363e32044
ausnehme	w17_d363e32047
wie	w19_d363e32050
die	w21_d363e32053
Treu	w23_d363e32056
und	w25_d363e32060
Pflicht,	w1_d363e32066
wann	w3_d363e32069
sie	w5_d363e32072
nach	w7_d363e32075
Schuldigkeit	w9_d363e32078
geschiehet,	w11_d363e32081
belohnet	w13_d363e32085
werde;	w15_d363e32088
allermassen	w17_d363e32091
Jhre	w19_d363e32094
Kai	w21_d363e32097
serl.	w1_d363e32102
Königl.	w3_d363e32105
Apostolische	w5_d363e32108
Majestät	w7_d363e32111
Unser	w9_d363e32114
Allergnädigste	w11_d363e32117
Monarchin	w13_d363e32121
eine	w15_d363e32124
ausnehmende	w17_d363e32127
Zufriedenheit	w1_d363e32132
darob	w3_d363e32135
geschöpfet	w5_d363e32138
haben,	w7_d363e32141
daß	w9_d363e32144
die	w11_d363e32147
Burgerschaft	w13_d363e32151
dieser	w15_d363e32154
Königl.	w17_d363e32157
Haupt=stadt	w19_d363e32160
und	w1_d363e32165
Gränz=festung	w3_d363e32168
Ollmütz	w5_d363e32171
ihre	w7_d363e32174
allerunterthänigste	w9_d363e32177
schuldige	w11_d363e32180
Pflicht	w13_d363e32184
in	w15_d363e32187
allen	w17_d363e32190
einem	w19_d363e32193
Feind	w21_d363e32196
entgegen	w1_d363e32202
zu	w3_d363e32205
stellenden	w5_d363e32208
Erheischungen	w7_d363e32211
durch	w9_d363e32214
unermüdete	w11_d363e32217
Schanz=arbeiten,	w13_d363e32221
Tag	w15_d363e32224
und	w17_d363e32227
Nacht	w19_d363e32230
ohne	w1_d363e32235
Scheu	w3_d363e32238
aller	w5_d363e32241
Gefahr	w7_d363e32244
unausgesetzt=sehr	w9_d363e32247
fruchtsam	w11_d363e32250
und	w13_d363e32254
fürsichtig	w15_d363e32257
gehaltenen	w17_d363e32260
wachsa	w19_d363e32263
men	w1_d363e32268
Feuer=lösch=biquetern	w3_d363e32271
rc.	w5_d363e32274
durch	w7_d363e32277
Abschaffung	w9_d363e32280
deren	w11_d363e32283
Nahrungs	w13_d363e32287
und	w15_d363e32290
Wehr=losen	w17_d363e32293
Leu	w19_d363e32296
ten,	w1_d363e32301
scharfe	w3_d363e32304
Aufsicht	w5_d363e32307
auf	w7_d363e32310
verdächtige	w9_d363e32313
Landes=verrähter,	w11_d363e32316
Salvir	w13_d363e32320
und	w15_d363e32323
gute	w17_d363e32326
Verwahrung	w19_d363e32329
des	w1_d363e32335
Kaiserl.	w3_d363e32338
Königl.	w5_d363e32341
Salz=materialis,	w7_d363e32344
dann	w9_d363e32347
des	w11_d363e32350
für	w13_d363e32354
die	w15_d363e32357
Burgerschaft	w17_d363e32360
ansehnlichvor	w19_d363e32363
handen	w1_d363e32368
gewesten	w3_d363e32371
Magazins,	w5_d363e32374
genaue	w7_d363e32377
Vigilanz	w9_d363e32380
auf	w11_d363e32383
denen	w13_d363e32387
Stadt=thürnen,	w15_d363e32390
häuffige	w17_d363e32393
Vor	w19_d363e32396
sehung	w1_d363e32401
mit	w3_d363e32404
Wasser,	w5_d363e32407
Abreissung	w7_d363e32410
deren	w9_d363e32413
Dächern	w11_d363e32416
und	w13_d363e32420
hölzernen	w15_d363e32423
Gebäuden,	w17_d363e32426
Aushebun	w19_d363e32429
des	w1_d363e32434
Flasters,	w3_d363e32437
Vercasamatirung	w5_d363e32440
deren	w7_d363e32443
Pulfer=magazinen,	w9_d363e32446
Aufbringung	w11_d363e32449
verläßlicher	w13_d363e32453
Kund	w15_d363e32456
schaften	w1_d363e32462
und	w3_d363e32465
Nachrichten,	w5_d363e32468
und	w7_d363e32471
was	w9_d363e32474
immer	w11_d363e32477
an	w13_d363e32481
heylsamen	w15_d363e32484
Veranstaltungen	w17_d363e32487
zum	w19_d363e32490
Abbruch	w21_d363e32493
des	w1_d363e32498
Feindes,	w3_d363e32501
als	w5_d363e32504
auch	w7_d363e32507
Rettung	w9_d363e32510
der	w11_d363e32513
Stadt	w13_d363e32517
von	w15_d363e32520
derselben	w17_d363e32523
anverlanget	w19_d363e32526
worden,	w21_d363e32529
unter	w23_d363e32532
be	w25_d363e32536
ständiger	w1_d363e32541
Leibs	w3_d363e32544
und	w5_d363e32547
Lebens=gefahr,	w7_d363e32550
mit	w9_d363e32553
daransetzung	w11_d363e32556
Guts	w13_d363e32560
und	w15_d363e32563
Bluts	w17_d363e32566
Werk=thatig,	w19_d363e32569
so	w21_d363e32572
prompt	w1_d363e32577
und	w3_d363e32580
ergeben	w5_d363e32583
an	w7_d363e32586
Tag	w9_d363e32589
geleget,	w11_d363e32592
daß	w13_d363e32596
auch	w15_d363e32599
aus	w17_d363e32602
selber	w19_d363e32605
zu	w21_d363e32608
Hindannfertigung	w23_d363e32611
deren	w25_d363e32615
feind	w27_d363e32618
lichen	w1_d363e32624
Progressen	w3_d363e32627
viele,	w5_d363e32630
so	w7_d363e32633
gar	w9_d363e32636
mit	w11_d363e32639
Dero	w13_d363e32643
Militari	w15_d363e32646
auf	w17_d363e32649
die	w19_d363e32652
äusserste	w21_d363e32655
Festungs=werker,	w23_d363e32658
und	w25_d363e32662
von	w1_d363e32667
dem	w3_d363e32670
hohen	w5_d363e32673
General=commando	w7_d363e32676
denenselben	w9_d363e32679
ausgewiesene	w11_d363e32682
Defensions=plätze	w13_d363e32686
mit	w15_d363e32689
ge	w17_d363e32692
zogenem	w1_d363e32697
Feuer=gewöhr,	w3_d363e32700
und	w5_d363e32703
andere	w7_d363e32706
auch	w9_d363e32709
bey	w11_d363e32712
der	w13_d363e32716
Artillerie	w15_d363e32719
sich	w17_d363e32722
gebrauchen	w19_d363e32725
zu	w21_d363e32728
lassen	w23_d363e32731
/	w25_d363e32735
freywillig	w1_d363e32740
anerbotten,	w3_d363e32743
und	w5_d363e32746
exponiret	w7_d363e32749
haben;	w9_d363e32752
wie	w11_d363e32755
dann	w13_d363e32759
die	w15_d363e32762
hohe	w17_d363e32765
Generalität	w19_d363e32768
hievon	w21_d363e32771
eine	w23_d363e32774
würksame	w1_d363e32780
Zeugnuß	w3_d363e32783
gegeben,	w5_d363e32786
und	w7_d363e32789
somit	w9_d363e32792
die	w11_d363e32795
Allerhöchste	w13_d363e32799
Kaiserl.	w15_d363e32802
Königl.	w17_d363e32805
Gnaden	w19_d363e32808
besoe	w21_d363e32811
deret,	w1_d363e32816
und	w3_d363e32819
unterstützet	w5_d363e32822
hat,	w7_d363e32825
daß	w9_d363e32828
Allerhöchst=Jhre	w11_d363e32831
Kaiserl.	w13_d363e32835
Königl.	w15_d363e32838
Apostolische	w17_d363e32841
Mese	w19_d363e32844
stät	w1_d363e32849
aus	w3_d363e32852
allerhuldreichister	w5_d363e32855
Clemens	w7_d363e32858
sich	w9_d363e32861
bewegen	w11_d363e32864
zu	w13_d363e32868
lassen	w15_d363e32871
geruheten,	w17_d363e32874
anderen	w19_d363e32877
zur	w21_d363e32880
eisecger	w23_d363e32883
Nachfolge,	w1_d363e32888
dann	w3_d363e32891
künftiger	w5_d363e32894
Aufmunterung	w7_d363e32897
wie	w9_d363e32900
die	w11_d363e32903
schuldige	w13_d363e32907
Pflicht	w15_d363e32910
und	w17_d363e32913
Treue	w19_d363e32916
geyehe	w21_d363e32919
werden	w1_d363e32925
solle,	w3_d363e32928
das	w5_d363e32931
hiesige	w7_d363e32934
Stadt=wapen	w9_d363e32937
eines	w11_d363e32940
weiß	w13_d363e32944
und	w15_d363e32947
rot=im	w17_d363e32950
blauen	w19_d363e32953
Feld	w21_d363e32956
sehenden	w23_d363e32959
scharschirten	w1_d363e32964
Adlers	w3_d363e32967
mit	w5_d363e32970
einem	w7_d363e32973
Lorber=kranz,	w9_d363e32976
dann	w11_d363e32979
an	w13_d363e32983
einer	w15_d363e32986
goldenen	w17_d363e32989
Kenen	w19_d363e32992
hangenden,	w1_d363e32997
mit	w3_d363e33000
denen	w5_d363e33003
Anfangs=buchstaben	w7_d363e33006
beeder	w9_d363e33009
Kaiserl.	w11_d363e33012
Königl.	w13_d363e33016
Majestäten	w15_d363e33019
Ai	w17_d363e33022
höchsten	w1_d363e33027
Namen	w3_d363e33030
ausgezierten	w5_d363e33033
Herz=schild	w7_d363e33036
allermildreichist	w9_d363e33039
zu	w11_d363e33042
vermehren;	w13_d363e33046
die	w15_d363e33049
gesame	w17_d363e33052
d	w19_d363e33055
Zeit	w1_d363e33061
im	w3_d363e33064
Raht	w5_d363e33067
gesessene	w7_d363e33070
Magistrats=personen	w9_d363e33073
aber,	w11_d363e33076
wie	w13_d363e33080
es	w15_d363e33083
hier	w17_d363e33086
Landes	w19_d363e33089
jedermannden	w21_d363e33092
bekannt,	w1_d363e33097
und	w3_d363e33100
die	w5_d363e33103
unten	w7_d363e33106
folgende	w9_d363e33109
Promotiones	w11_d363e33112
und	w13_d363e33116
Dienst=lista	w15_d363e33119
kläreren	w17_d363e33122
Jnthalts	w19_d363e33125
zey	w21_d363e33128
wird,	w1_d363e33133
aus	w3_d363e33136
eigener	w5_d363e33139
Allerhöchster	w7_d363e33142
Bewegung	w9_d363e33145
mit	w11_d363e33148
dem	w13_d363e33152
Stand	w15_d363e33155
des	w17_d363e33158
Adels,	w19_d363e33161
einige	w21_d363e33164
sede	w23_d363e33167
mit	w1_d363e33172
dem	w3_d363e33175
Characteur	w5_d363e33178
Dero	w7_d363e33181
Kaiserl.	w9_d363e33184
Königl.	w11_d363e33187
Rähten	w13_d363e33191
zu	w15_d363e33194
würdigen;	w17_d363e33197
verschiedene	w19_d363e33200
Parlie	w21_d363e33203
lares	w1_d363e33209
</p>
<p id="p18_d363e33214">
lares	w1_d363e33218
aber,	w3_d363e33221
die	w5_d363e33224
sich	w7_d363e33227
ins	w9_d363e33230
besondere	w11_d363e33233
hervok	w13_d363e33237
gethan	w15_d363e33240
zu	w17_d363e33243
haben	w19_d363e33246
ausgewiesen,	w21_d363e33249
mit	w23_d363e33252
goldenen	w25_d363e33256
Metaillen	w1_d363e33261
freygebigst	w3_d363e33264
und	w5_d363e33267
großmütigst	w7_d363e33270
zu	w9_d363e33273
beschenken;	w11_d363e33276
und	w13_d363e33280
andere	w15_d363e33283
anwiederum	w17_d363e33286
mit	w19_d363e33289
Dienst	w21_d363e33292
verleihungen,	w1_d363e33297
und	w3_d363e33300
anderen	w5_d363e33303
Verheissungen	w7_d363e33306
zu	w9_d363e33309
versicheren,	w11_d363e33312
die	w13_d363e33316
gesamte	w15_d363e33319
durch	w17_d363e33322
die	w19_d363e33325
feindliche	w21_d363e33328
Preußische	w1_d363e33334
Bombardirung	w3_d363e33337
damniftcirte	w5_d363e33340
Burgerschaft	w7_d363e33343
hingegen	w9_d363e33346
aus	w11_d363e33349
besonderer	w13_d363e33353
Allerhöchst	w15_d363e33356
landes=mütterlicher	w1_d363e33361
Liebe,	w3_d363e33364
und	w5_d363e33367
Sorghalt	w7_d363e33370
mit	w9_d363e33373
der	w11_d363e33376
Bonification	w13_d363e33380
des	w15_d363e33383
commißionaliter	w17_d363e33386
ab	w19_d363e33389
geschätzten	w1_d363e33394
Schadens	w3_d363e33397
im	w5_d363e33400
baaren	w7_d363e33403
Geld	w9_d363e33406
pr.	w11_d363e33409
24328.	w13_d363e33413
fl.	w15_d363e33416
5.	w17_d363e33419
kr.	w19_d363e33422
zu	w21_d363e33425
begnaden,	w23_d363e33428
und	w25_d363e33432
noch	w27_d363e33435
fer	w29_d363e33438
ner	w1_d363e33443
weiterer	w3_d363e33446
allerhuldreichister	w5_d363e33449
Erkanntnuß	w7_d363e33452
zu	w9_d363e33455
versicheren.	w11_d363e33458
</p>
<p id="p20_d363e33461">
Wie	w1_d363e33465
nun	w3_d363e33468
sohero	w5_d363e33471
Höchst=gedacht=Jhre	w7_d363e33474
Kaiserl.	w9_d363e33477
Königl.	w11_d363e33480
Apostol.	w13_d363e33484
Majest.	w15_d363e33487
des	w17_d363e33490
weiteren,	w19_d363e33493
auch	w1_d363e33498
der	w3_d363e33501
gesammten,	w5_d363e33504
und	w7_d363e33507
besonders	w9_d363e33510
der	w11_d363e33513
zu	w13_d363e33517
diesem	w15_d363e33520
Dank	w17_d363e33523
und	w19_d363e33526
Freudens=fest	w21_d363e33529
in	w23_d363e33532
Gewöhr	w25_d363e33536
gestandenen	w1_d363e33541
Bürgerschaft	w3_d363e33544
eine	w5_d363e33547
in	w7_d363e33550
allen	w9_d363e33553
Dero	w11_d363e33556
Erb=ländern	w13_d363e33560
nie	w15_d363e33563
erhörte	w17_d363e33566
Prärogativ	w19_d363e33569
und	w21_d363e33572
Ehre	w23_d363e33575
allergnädigst	w1_d363e33581
angedeyhen,	w3_d363e33584
und	w5_d363e33587
behörig	w7_d363e33590
anzuordnen	w9_d363e33593
geruhet	w11_d363e33596
haben,	w13_d363e33600
daß	w15_d363e33603
derselben	w17_d363e33606
auf	w19_d363e33609
der	w21_d363e33612
Misitar=haupt=wacht	w1_d363e33617
bey	w3_d363e33620
vorbey	w5_d363e33623
paßirenden	w7_d363e33626
Zug	w9_d363e33629
die	w11_d363e33632
Militarische	w13_d363e33636
Ehren=bezeugungen	w15_d363e33639
mit	w17_d363e33642
tungendem	w1_d363e33647
Spiel,	w3_d363e33650
fliegenden	w5_d363e33653
Fahnen,	w7_d363e33656
und	w9_d363e33659
mit	w11_d363e33662
Gewöhr=präsentiren	w13_d363e33666
geschehen	w15_d363e33669
sollen,	w17_d363e33672
und	w19_d363e33675
zu	w1_d363e33680
solcher	w3_d363e33683
an	w5_d363e33686
den	w7_d363e33689
Tag	w9_d363e33692
der	w11_d363e33695
Befreyung	w13_d363e33699
von	w15_d363e33702
der	w17_d363e33705
feindlichen	w19_d363e33708
Belagerung	w21_d363e33711
(welcher	w23_d363e33714
der	w25_d363e33718
zweyte	w27_d363e33721
Julii	w1_d363e33727
von	w3_d363e33730
verloffenen	w5_d363e33733
1758.	w7_d363e33736
Jahr	w9_d363e33739
der	w11_d363e33742
Gedächtnuß	w13_d363e33746
ist)	w15_d363e33749
zu	w17_d363e33752
begehenden	w19_d363e33755
dankbarlichen	w21_d363e33758
Freu	w23_d363e33761
dens=begängnuß	w1_d363e33766
auf	w3_d363e33769
ewige	w5_d363e33772
Zeiten	w7_d363e33775
aus	w9_d363e33778
Dero	w11_d363e33781
Aerario	w13_d363e33785
alljährlich	w15_d363e33788
800.	w17_d363e33791
Fl.	w19_d363e33794
zu	w21_d363e33797
aßigniren,	w23_d363e33800
und	w25_d363e33804
maaßgebig	w1_d363e33809
zu	w3_d363e33812
einem	w5_d363e33815
Rohr	w7_d363e33818
und	w9_d363e33821
Flinten=schiessen,	w11_d363e33824
dann	w13_d363e33828
beynebens	w15_d363e33831
zu	w17_d363e33834
geniessender	w19_d363e33837
Erqui	w21_d363e33840
ckung	w1_d363e33845
einzutheilen	w3_d363e33848
allerhuldreichest	w5_d363e33851
geruhet	w7_d363e33854
haben;	w9_d363e33857
</p>
<p id="p22_d363e33860">
Dahero	w1_d363e33864
diese	w3_d363e33867
allerhuldreicheste	w5_d363e33870
Kaiserl.	w7_d363e33873
Königl.	w9_d363e33876
Landes=fürstliche	w11_d363e33879
Gnaden	w13_d363e33883
sie	w15_d363e33886
Bur	w17_d363e33889
gerschaft	w1_d363e33894
mit	w3_d363e33897
geziemender	w5_d363e33900
Ehr	w7_d363e33903
und	w9_d363e33906
Einigkeit	w11_d363e33909
zu	w13_d363e33913
geniessen,	w15_d363e33916
und	w17_d363e33919
sofort	w19_d363e33922
sich	w21_d363e33925
derselben	w23_d363e33928
ins	w25_d363e33932
fetnere	w1_d363e33937
zu	w3_d363e33940
eigener	w5_d363e33943
weiterer,	w7_d363e33946
dann	w9_d363e33949
ihrer	w11_d363e33952
Posterität	w13_d363e33956
gleichfolgiger	w15_d363e33959
Verhalts=nehmung	w17_d363e33962
wür	w19_d363e33965
dig,	w1_d363e33971
und	w3_d363e33974
verdienstlich	w5_d363e33977
zu	w7_d363e33980
machen	w9_d363e33983
hätte.	w11_d363e33986
</p>
<p id="p24_d363e33990">
und	w1_d363e33994
da	w3_d363e33997
folgsam	w5_d363e34000
diese	w7_d363e34003
allerhuldreicheste	w9_d363e34006
Kaiserl.	w11_d363e34009
Königl.	w13_d363e34013
Gnade	w15_d363e34016
die	w17_d363e34019
allerunterthänigste	w19_d363e34022
Danksagung	w1_d363e34027
erfordere,	w3_d363e34030
hierzu	w5_d363e34033
aber	w7_d363e34036
die	w9_d363e34039
gewünschte	w11_d363e34042
Gelegenheit	w13_d363e34046
bevorstehe,	w15_d363e34049
solche	w17_d363e34052
obgedacht	w19_d363e34055
dem	w1_d363e34060
Hoch=anwesenden	w3_d363e34063
Kaiserl.	w5_d363e34066
Königl.	w7_d363e34069
Commissario	w9_d363e34072
Sr.	w11_d363e34075
Hoch=freyherrlichen	w13_d363e34079
Gnaden	w15_d363e34082
dem	w17_d363e34085
Königl.	w1_d363e34091
Hrn.	w3_d363e34094
Kreiß=haupt=mann	w5_d363e34097
mündlich	w7_d363e34100
mit	w9_d363e34103
