<doc id="wr_1760-05-24" attrs="word" year="1760" month="05" day="24" corpus="2">
<head id="h2_d452e2550">
Weichsel=strom	w1_d452e2554
Zeit	w13_d452e13397
zu	w1_d452e13402
wissen,	w3_d452e13405
wohin	w5_d452e13408
gekommen:	w7_d452e13411
wie	w9_d452e13414
nun	w11_d452e13417
aber	w13_d452e13421
den	w15_d452e13424
seiden	w1_d452e13429
zu	w3_d452e13432
erforschen,	w5_d452e13435
und	w7_d452e13438
dessen	w9_d452e13441
Leben	w11_d452e13444
oder	w13_d452e13448
Tod	w15_d452e13451
in	w1_d452e13456
Erfahrenheit	w3_d452e13459
zu	w5_d452e13462
bringen,	w7_d452e13465
sehr	w9_d452e13468
vieles	w11_d452e13471
daran	w13_d452e13475
gelegen;	w1_d452e13481
Als	w3_d452e13484
werden	w5_d452e13487
alle	w7_d452e13490
und	w9_d452e13493
jede	w11_d452e13496
Ortsobrig	w13_d452e13500
keiten	w1_d452e13505
nach	w3_d452e13508
Standes=gebühr	w5_d452e13511
geziemend	w7_d452e13514
ersuchet,	w9_d452e13517
Fals	w1_d452e13522
denenselben	w3_d452e13525
von	w5_d452e13528
diesem	w7_d452e13531
David	w9_d452e13534
Müller,	w11_d452e13537
und	w1_d452e13542
desen	w3_d452e13545
Leben	w5_d452e13548
oder	w7_d452e13551
Tod	w9_d452e13554
etwas	w11_d452e13557
bekannt	w13_d452e13561
wäre,	w15_d452e13564
oder	w1_d452e13570
wurde,	w3_d452e13573
solches	w5_d452e13576
gegen	w7_d452e13579
dankbarer	w9_d452e13582
Erstattung	w11_d452e13585
auer	w1_d452e13590
auslauffenden	w3_d452e13593
Unkösten	w5_d452e13596
an	w7_d452e13599
den	w9_d452e13602
Herrn	w11_d452e13605
Georg	w13_d452e13609
</p>
<p id="p14_d452e13612">
Simon	w1_d452e13616
Jacob	w3_d452e13619
Rößl,	w5_d452e13622
Juris	w7_d452e13625
Utriusque	w9_d452e13628
Doctorem	w11_d452e13631
allhier	w1_d452e13636
in	w3_d452e13639
Wien	w5_d452e13642
gelangen	w7_d452e13645
zu	w9_d452e13648
lassen.	w11_d452e13651
</p>
<head id="h2_d452e13657">
AVERTISSEMENTI	w1_d452e13661
</head>
<p id="p4_d452e13664">
Demnach	w1_d452e13668
in	w3_d452e13671
der	w5_d452e13674
Jnd	w7_d452e13677
Alexander	w9_d452e13680
Oesterreichri	w11_d452e13683
schen	w1_d452e13688
Cridä=abhandlung	w3_d452e13691
der	w5_d452e13694
auf	w7_d452e13697
den	w9_d452e13700
14.	w11_d452e13703
Monats	w13_d452e13707
Aprilis	w1_d452e13712
vest	w3_d452e13715
gesetzt	w5_d452e13718
geweste	w7_d452e13721
Convocations=termin	w9_d452e13724
annoch	w1_d452e13730
auf	w3_d452e13733
6.	w5_d452e13736
Wochen,	w7_d452e13739
3.	w9_d452e13742
Täge	w11_d452e13745
extendiret	w13_d452e13749
worden;	w15_d452e13752
Als	w1_d452e13757
wird	w3_d452e13760
solches	w5_d452e13763
jedermänniglich,	w7_d452e13766
deme	w9_d452e13769
daran	w11_d452e13772
gelegen	w1_d452e13777
ist,	w3_d452e13780
hiemit	w5_d452e13783
kund	w7_d452e13786
und	w9_d452e13789
zu	w11_d452e13792
wissen	w13_d452e13796
gemacht.	w15_d452e13799
</p>
<p id="p6_d452e13802">
Nächst	w1_d452e13806
künftigen	w3_d452e13809
Donnerstag	w5_d452e13812
als	w7_d452e13815
den	w9_d452e13818
29.	w11_d452e13821
dies	w13_d452e13825
Monats	w1_d452e13830
May	w3_d452e13833
werden	w5_d452e13836
in	w7_d452e13839
dem	w9_d452e13842
Hoch=gräfl.	w11_d452e13845
Kö	w13_d452e13849
nigsackerischen	w1_d452e13854
Haus	w3_d452e13857
auf	w5_d452e13860
dem	w7_d452e13863
Stock	w9_d452e13866
am	w11_d452e13869
Eisen	w13_d452e13873
platz	w1_d452e13879
im	w3_d452e13882
2.	w5_d452e13885
Stock	w7_d452e13888
verschiedene	w9_d452e13891
Verlassenschafts	w11_d452e13894
mobilien	w1_d452e13899
und	w3_d452e13902
Präciosen,	w5_d452e13905
als	w7_d452e13908
Kleider,	w9_d452e13911
Wäsch,	w11_d452e13914
Procotell	w1_d452e13919
und	w3_d452e13922
Niederländer=spallier,	w5_d452e13925
Kästen,	w7_d452e13928
Tisch,	w1_d452e13933
Meß=kleider,	w3_d452e13936
und	w5_d452e13939
andere	w7_d452e13942
Kapelleinrich	w9_d452e13945
tungen,	w1_d452e13951
Uhren,	w3_d452e13954
Beht=gewand,	w5_d452e13957
Tisch=zeug,	w7_d452e13960
geneht	w1_d452e13965
und	w3_d452e13968
andere	w5_d452e13971
Sessel=überzüg,	w7_d452e13974
Zinn,	w9_d452e13977
und	w11_d452e13980
Meßing,	w1_d452e13985
Wägen,	w3_d452e13988
Bilder,	w5_d452e13991
worunter	w7_d452e13994
auch	w9_d452e13997
zwey	w11_d452e14000
Stück	w1_d452e14005
von	w3_d452e14008
Robenz,	w5_d452e14011
dann	w7_d452e14014
verschiedene	w9_d452e14017
andere	w11_d452e14020
Ein	w13_d452e14024
richtungs=sachen	w1_d452e14030
Vormittags	w3_d452e14033
von	w5_d452e14036
9.	w7_d452e14039
bis	w9_d452e14042
12.	w11_d452e14045
Nach	w13_d452e14049
mittags	w1_d452e14054
von	w3_d452e14057
3	w5_d452e14060
bis	w7_d452e14063
6.	w9_d452e14066
Uhr	w11_d452e14069
dem	w13_d452e14073
Meistbietenden	w15_d452e14076
verkauffet	w1_d452e14081
werden.	w3_d452e14084
</p>
<p id="p8_d452e14087">
Von	w1_d452e14091
der	w3_d452e14094
Hoch=gräfl.	w5_d452e14097
Ernest	w7_d452e14100
Hoyosischen	w9_d452e14103
Herr	w11_d452e14106
schaft	w1_d452e14111
Froschdorf	w3_d452e14114
wird	w5_d452e14117
hiemit	w7_d452e14120
zu	w9_d452e14123
wissen	w11_d452e14126
angefü	w13_d452e14130
get,	w1_d452e14135
welcher	w3_d452e14138
massen	w5_d452e14141
der	w7_d452e14144
alhier	w9_d452e14147
angestelltgewe	w11_d452e14150
ste	w1_d452e14156
Verwalter	w3_d452e14159
Namens	w5_d452e14162
Johann	w7_d452e14165
Holzgreif,	w9_d452e14168
be	w11_d452e14171
reit	w1_d452e14176
vor	w3_d452e14179
etlich	w5_d452e14182
dreyßig	w7_d452e14185
Jahren	w9_d452e14188
ohne	w11_d452e14191
Hinterlas	w13_d452e14195
sung	w1_d452e14200
einiger	w3_d452e14203
Leibs=erben	w5_d452e14206
das	w7_d452e14209
Zeitliche	w9_d452e14212
geseegnet	w11_d452e14215
habe,	w1_d452e14220
und	w3_d452e14223
da	w5_d452e14226
nun	w7_d452e14229
sich	w9_d452e14232
bishero	w11_d452e14235
zu	w13_d452e14239
dero	w15_d452e14242
Verlas	w17_d452e14245
senschaft	w1_d452e14251
kein	w3_d452e14254
Erb,	w5_d452e14257
oder	w7_d452e14260
Befreunter	w9_d452e14263
gemeldet;	w11_d452e14266
als	w1_d452e14271
wird	w3_d452e14274
demjenigen,	w5_d452e14277
so	w7_d452e14280
sich	w9_d452e14283
als	w11_d452e14286
ein	w13_d452e14290
Bluts=freund,	w15_d452e14293
mithln	w1_d452e14298
zu	w3_d452e14301
dieser	w5_d452e14304
Erbschaft	w7_d452e14307
legitimiren	w9_d452e14310
kan,	w11_d452e14313
eine	w13_d452e14317
peremptorische	w1_d452e14322
Frist	w3_d452e14325
von	w5_d452e14328
Jahr	w7_d452e14331
und	w9_d452e14334
Tag	w11_d452e14337
einge	w13_d452e14341
standen,	w1_d452e14347
nach	w3_d452e14350
Verfliessung	w5_d452e14353
dessen	w7_d452e14356
niemand	w9_d452e14359
mehr	w11_d452e14362
angehöret	w1_d452e14367
werden	w3_d452e14370
würde.	w5_d452e14373
Gegeben	w7_d452e14376
Schloß	w9_d452e14379
und	w11_d452e14382
Herrschaft	w1_d452e14387
Froschdorf	w3_d452e14390
den	w5_d452e14393
1.	w7_d452e14396
Martii	w9_d452e14399
1760.	w11_d452e14402
</p>
<head id="h2_d452e14408">
Land=marschall,	w1_d452e14412
rc.	w3_d452e14415
</head>
<p id="p4_d452e14418">
Entbiete	w1_d452e14422
allen	w3_d452e14425
und	w5_d452e14428
jeden,	w7_d452e14431
was	w9_d452e14434
Standes	w11_d452e14437
und	w13_d452e14441
Würden	w1_d452e14446
die	w3_d452e14449
seynd,	w5_d452e14452
der	w7_d452e14455
Gebühr	w9_d452e14458
nach	w11_d452e14461
meinen	w13_d452e14465
Dienst	w1_d452e14470
und	w3_d452e14473
guten	w5_d452e14476
Willen	w7_d452e14479
zuvor,	w9_d452e14482
und	w11_d452e14485
füge	w13_d452e14489
hie	w15_d452e14492
mit	w1_d452e14498
zu	w3_d452e14501
vernehmen:	w5_d452e14504
Es	w7_d452e14507
habe	w9_d452e14510
bey	w11_d452e14513
dem	w13_d452e14517
mir	w15_d452e14520
aller	w17_d452e14523
gnädigst	w1_d452e14528
anvertraut=Land=marschallischen	w3_d452e14531
Ge	w5_d452e14534
richt	w1_d452e14539
der	w3_d452e14542
Franz	w5_d452e14545
Bernhard	w7_d452e14548
Edle	w9_d452e14551
von	w11_d452e14554
Keeß,	w13_d452e14558
als	w15_d452e14561
Alpmanshofischer	w1_d452e14566
Gerhab	w3_d452e14569
schriftlich	w5_d452e14572
angezeiget:	w7_d452e14575
Welcher=gestalten	w1_d452e14581
Herr	w3_d452e14584
Sigmund	w5_d452e14587
Fridrich	w7_d452e14590
Graf	w9_d452e14593
von	w1_d452e14598
Khevenhüller	w3_d452e14601
seel.	w5_d452e14604
bey	w7_d452e14607
Erkauffung	w9_d452e14610
der	w11_d452e14613
Herr	w13_d452e14617
schaft	w1_d452e14622
Fronspurg	w3_d452e14625
jene	w5_d452e14628
3.	w7_d452e14631
Capitals=posten	w9_d452e14634
pr.	w11_d452e14637
8500.	w1_d452e14642
fl.,	w3_d452e14645
so	w5_d452e14648
die	w7_d452e14651
Frau	w9_d452e14654
Gräfin	w11_d452e14657
von	w13_d452e14661
Andlern,	w15_d452e14664
geborne	w1_d452e14670
Freyin	w3_d452e14673
von	w5_d452e14676
Waffenberg,	w7_d452e14679
denen	w9_d452e14682
Gräfl.	w11_d452e14685
Andlerischen	w1_d452e14690
Kindern	w3_d452e14693
erster	w5_d452e14696
Ehe	w7_d452e14699
schuldig	w9_d452e14702
gewe	w11_d452e14705
sen,	w1_d452e14710
und	w3_d452e14713
auf	w5_d452e14716
der	w7_d452e14719
Herrschaft	w9_d452e14722
Fronspurg	w11_d452e14725
vorge	w13_d452e14729
merkt	w1_d452e14734
seynd,	w3_d452e14737
vigore	w5_d452e14740
der	w7_d452e14743
von	w9_d452e14746
ihme	w11_d452e14749
Herrn	w13_d452e14753
Gra	w15_d452e14756
fen	w1_d452e14762
von	w3_d452e14765
Khevenhüller	w5_d452e14768
ausgestellten	w7_d452e14771
Erklärung	w9_d452e14774
de	w11_d452e14777
</p>
<p id="p10_d452e14790">
Dato	w1_d452e14794
1.	w3_d452e14797
Jan.	w5_d452e14800
1740.	w7_d452e14803
absque	w9_d452e14806
novatione	w11_d452e14809
übernom	w13_d452e14813
men,	w1_d452e14818
und	w3_d452e14821
hieran	w5_d452e14824
unterm	w7_d452e14827
11.	w9_d452e14830
Martio	w11_d452e14833
1741.	w13_d452e14837
1000.	w15_d452e14840
fl.	w1_d452e14845
bezahlet	w3_d452e14848
hätte.	w5_d452e14851
Diese	w7_d452e14854
3.	w9_d452e14857
Posten	w11_d452e14860
dermalen	w13_d452e14864
pr.	w15_d452e14867
7500.	w1_d452e14873
fl.	w3_d452e14876
seyen	w5_d452e14879
durch	w7_d452e14882
2.	w9_d452e14885
Ceßiones,	w11_d452e14888
und	w13_d452e14892
eine	w15_d452e14895
vom	w17_d452e14898
Herrn	w1_d452e14903
Joseph	w3_d452e14906
Grafen	w5_d452e14909
von	w7_d452e14912
Khevenhüller	w9_d452e14915
ausge	w11_d452e14918
stellte	w1_d452e14923
Erklärung	w3_d452e14926
de	w5_d452e14929
Dato	w7_d452e14932
29.	w9_d452e14935
Junii	w11_d452e14938
1749.	w13_d452e14942
an	w15_d452e14945
Weil.	w1_d452e14950
Heinrich	w3_d452e14953
von	w5_d452e14956
Alpmanshofen	w7_d452e14959
seel.	w9_d452e14962
gediehen,	w11_d452e14965
endlich	w1_d452e14971
dessen	w3_d452e14974
3.	w5_d452e14977
minorennen	w7_d452e14980
Kindern	w9_d452e14983
zugefallen.	w11_d452e14986
Da	w1_d452e14991
nun	w3_d452e14994
er	w5_d452e14997
Supplieant	w7_d452e15000
die	w9_d452e15003
3.	w11_d452e15006
Gräfl.	w13_d452e15010
Andlerische	w15_d452e15013
Original=obligationes,	w1_d452e15018
nebst	w3_d452e15021
3.	w5_d452e15024
darzu	w7_d452e15027
gehörigen	w9_d452e15030
Weiß=botten=amts=inhibitions=scheinen	w1_d452e15035
in	w3_d452e15038
der	w5_d452e15041
Alpmanshofischen	w1_d452e15047
Verlassenschaft	w3_d452e15050
nicht	w5_d452e15053
gefunden;	w7_d452e15056
als	w1_d452e15061
hat	w3_d452e15064
er	w5_d452e15067
um	w7_d452e15070
Ausfertigung	w9_d452e15073
eines	w11_d452e15076
Amortisations	w13_d452e15080
edicts	w1_d452e15085
gebetten	w3_d452e15088
Wann	w5_d452e15091
nun	w7_d452e15094
bey	w9_d452e15097
der	w11_d452e15100
unterm	w13_d452e15104
31.	w15_d452e15107
Jan.	w1_d452e15112
dies	w3_d452e15115
Jahrs	w5_d452e15118
fürgewesten	w7_d452e15121
Tagsatzung	w9_d452e15124
über	w11_d452e15127
die	w13_d452e15131
von	w1_d452e15137
allerseits	w3_d452e15140
Jntereßirten	w5_d452e15143
vernommene	w7_d452e15146
Noht	w9_d452e15149
durften	w1_d452e15154
veranlasset	w3_d452e15157
worden,	w5_d452e15160
daß	w7_d452e15163
wegen	w9_d452e15166
der	w11_d452e15169
in	w13_d452e15173
Verlurst	w1_d452e15178
gegangenen	w3_d452e15181
3.	w5_d452e15184
Gräfl.	w7_d452e15187
Andlerischen	w9_d452e15190
Ob	w11_d452e15193
ligationen	w1_d452e15198
als	w3_d452e15201
einer	w5_d452e15204
de	w7_d452e15207
Anno	w9_d452e15210
1719.	w11_d452e15213
pr.	w13_d452e15217
5500.	w15_d452e15220
fl.	w17_d452e15223
dann	w1_d452e15229
einer	w3_d452e15232
Deto	w5_d452e15235
de	w7_d452e15238
Anno	w9_d452e15241
1731.	w11_d452e15244
pr.	w13_d452e15248
2000.	w15_d452e15251
fl.	w17_d452e15254
und	w1_d452e15259
einer	w3_d452e15262
gleichmäßig	w5_d452e15265
eben	w7_d452e15268
de	w9_d452e15271
Anno	w11_d452e15274
1731.	w13_d452e15278
samt	w15_d452e15281
Weißbotten=amts=inhibitions=scheinen	w1_d452e15286
de	w3_d452e15289
Da	w5_d452e15292
tis	w1_d452e15297
12.	w3_d452e15300
Oetob.	w5_d452e15303
1729.	w7_d452e15306
13.	w9_d452e15309
Junii	w11_d452e15312
&	w13_d452e15316
14.	w15_d452e15319
Martii	w17_d452e15322
1731.	w1_d452e15328
ein	w3_d452e15331
Amortisations=edict	w5_d452e15334
ausgefertiget	w7_d452e15337
wer	w9_d452e15340
den	w1_d452e15345
solle;	w3_d452e15348
als	w5_d452e15351
ist	w7_d452e15354
im	w9_d452e15357
Namen	w11_d452e15360
Jhro	w13_d452e15364
Kaiserl.	w15_d452e15367
Kö	w17_d452e15370
nigl.	w1_d452e15375
Majest.	w3_d452e15378
unser	w5_d452e15381
allergnädigsten	w7_d452e15384
Frauen	w9_d452e15387
mein	w11_d452e15390
Befehl,	w1_d452e15395
daß	w3_d452e15398
der	w5_d452e15401
oder	w7_d452e15404
diejenige,	w9_d452e15407
so	w11_d452e15410
entweder	w13_d452e15414
eine	w1_d452e15420
von	w3_d452e15423
diesen,	w5_d452e15426
oder	w7_d452e15429
alle	w9_d452e15432
3.	w11_d452e15435
Obligationes	w13_d452e15439
in	w15_d452e15442
Handen	w1_d452e15447
hätten,	w3_d452e15450
oder	w5_d452e15453
auch	w7_d452e15456
überkommen	w9_d452e15459
möch	w11_d452e15462
ten,	w1_d452e15467
oder	w3_d452e15470
einen	w5_d452e15473
Anspruch	w7_d452e15476
hierauf	w9_d452e15479
zu	w11_d452e15482
machen	w13_d452e15486
ver	w15_d452e15489
meinten,	w1_d452e15494
solche	w3_d452e15497
inner	w5_d452e15500
1.	w7_d452e15503
Jahr,	w9_d452e15506
6.	w11_d452e15509
Wochen	w13_d452e15513
und	w15_d452e15516
3.	w1_d452e15522
Täg	w3_d452e15525
also	w5_d452e15528
gewiß	w7_d452e15531
bey	w9_d452e15534
diesem	w11_d452e15537
Gericht	w13_d452e15541
vorbrin	w15_d452e15544
gen,	w1_d452e15549
und	w3_d452e15552
die	w5_d452e15555
Original=obligationes	w7_d452e15558
und	w9_d452e15561
Jnhi	w11_d452e15564
ditions=schein	w1_d452e15569
produciren,	w3_d452e15572
wie	w5_d452e15575
im	w7_d452e15578
widrigen	w9_d452e15581
ge	w11_d452e15584
dachte	w1_d452e15589
Obligationes	w3_d452e15592
ed	w5_d452e15595
ipso	w7_d452e15598
amortisiret,	w9_d452e15601
caßi	w11_d452e15604
ret,	w1_d452e15610
annulliret,	w3_d452e15613
für	w5_d452e15616
nichtig	w7_d452e15619
und	w9_d452e15622
ungiltig	w11_d452e15625
erklä	w13_d452e15629
ret	w1_d452e15634
seyn	w3_d452e15637
sollen.	w5_d452e15640
An	w7_d452e15643
deme	w9_d452e15646
beschiehet	w11_d452e15649
allerhöchst	w13_d452e15653
gedacht	w1_d452e15658
Jhro	w3_d452e15661
Kaiserl.	w5_d452e15664
Känigl.	w7_d452e15667
Majest.	w9_d452e15670
gefälligster	w11_d452e15673
Will	w1_d452e15678
und	w3_d452e15681
Meinung.	w5_d452e15684
Wien	w7_d452e15687
den	w9_d452e15690
19	w11_d452e15693
Febr.	w13_d452e15697
1760.	w15_d452e15700
</p>
<head id="h2_d452e15706">
Land=marschall.	w1_d452e15710
</head>
<p id="p4_d452e15713">
Entbiette	w1_d452e15717
N.	w3_d452e15720
allen	w5_d452e15723
und	w7_d452e15726
jeden,	w9_d452e15729
was	w11_d452e15732
Standel	w13_d452e15736
und	w1_d452e15741
Würden	w3_d452e15744
die	w5_d452e15747
seynd,	w7_d452e15750
der	w9_d452e15753
Gebühr	w11_d452e15756
nach	w13_d452e15760
meinen	w15_d452e15763
Dienst	w1_d452e15768
und	w3_d452e15771
guten	w5_d452e15774
Willen	w7_d452e15777
zuvor,	w9_d452e15780
und	w11_d452e15783
füge	w13_d452e15787
hie	w15_d452e15790
mit	w1_d452e15796
zu	w3_d452e15799
vernehmen:	w5_d452e15802
</p>
<p id="p6_d452e15805">
Es	w1_d452e15809
habe	w3_d452e15812
bey	w5_d452e15815
dem	w7_d452e15818
mir	w9_d452e15821
allergnädigst	w11_d452e15824
anvertraut	w13_d452e15828
N.	w1_d452e15833
Oe.	w3_d452e15836
Land	w5_d452e15839
marschallischen	w7_d452e15842
Gericht,	w9_d452e15845
der	w11_d452e15848
hoch	w13_d452e15852
und	w1_d452e15857
wohlgeborne	w3_d452e15860
Herr	w5_d452e15863
Johann	w7_d452e15866
Joseph	w9_d452e15869
Graf	w11_d452e15872
von	w13_d452e15876
Khevenhüller	w1_d452e15882
Metsch	w3_d452e15885
pl.	w5_d452e15888
Tit.	w7_d452e15891
schriftlich	w9_d452e15894
angezeiget:	w11_d452e15897
Welchergestalten	w1_d452e15902
ein	w3_d452e15905
auf	w5_d452e15908
seinem	w7_d452e15911
Frey	w9_d452e15914
haus	w11_d452e15917
alhier	w13_d452e15921
unterm	w1_d452e15926
16.	w3_d452e15929
December	w5_d452e15932
1735.	w7_d452e15935
für	w9_d452e15938
Herrn	w11_d452e15941
Johann	w13_d452e15945
Bernhard	w1_d452e15950
von	w3_d452e15953
Pelsern	w5_d452e15956
loco	w7_d452e15959
3tio	w9_d452e15962
vorgemerktes	w11_d452e15965
Capital	w1_d452e15971
pr.	w3_d452e15974
17000.	w5_d452e15977
fl.	w7_d452e15980
haftete,	w9_d452e15983
so	w11_d452e15986
er	w13_d452e15990
aber	w15_d452e15993
dessen	w17_d452e15996
Frau	w1_d452e16001
Wittib,	w3_d452e16004
und	w5_d452e16007
Universalterbin	w7_d452e16010
laut	w9_d452e16013
eines	w11_d452e16016
von	w13_d452e16020
ihr	w1_d452e16025
unterm	w3_d452e16028
22.	w5_d452e16031
Jenner	w7_d452e16034
dies	w9_d452e16037
Jahrs	w11_d452e16040
ausgestelten	w13_d452e16044
Attestati	w1_d452e16049
richtig	w3_d452e16052
bezahlet	w5_d452e16055
hätte.	w7_d452e16058
</p>
<p id="p8_d452e16061">
Gleichwie	w1_d452e16065
aber	w3_d452e16068
ihme	w5_d452e16071
Herrn	w7_d452e16074
Grafen	w9_d452e16077
von	w11_d452e16080
Khe	w13_d452e16084
venhüller=Metsch,	w1_d452e16089
sowol	w3_d452e16092
die	w5_d452e16095
Quittung	w7_d452e16098
als	w9_d452e16101
Obli	w11_d452e16104
gation	w1_d452e16109
dd.	w3_d452e16112
14.	w5_d452e16115
September	w7_d452e16118
1724.	w9_d452e16121
dann	w11_d452e16124
Weiß	w13_d452e16128
</p>
<p id="p10_d452e16131">
botten=amts	w1_d452e16135
Inhibit.	w3_d452e16138
Schein	w5_d452e16141
dd.	w7_d452e16144
16.	w9_d452e16147
December	w11_d452e16150
1735.	w1_d452e16155
in	w3_d452e16158
Verstoß	w5_d452e16161
gerahten,	w7_d452e16164
und	w9_d452e16167
selber	w11_d452e16170
diese	w13_d452e16174
inde-	w15_d452e16177
bire	w1_d452e16182
haftende	w3_d452e16185
Post	w5_d452e16188
per	w7_d452e16191
edictum	w9_d452e16194
ad	w11_d452e16197
valvas	w13_d452e16201
ex	w15_d452e16204
offi-	w17_d452e16207
cio	w1_d452e16213
zu	w3_d452e16216
caßiren	w5_d452e16219
gebetten,	w7_d452e16222
hierüber	w9_d452e16225
auch	w11_d452e16228
das	w13_d452e16232
Amor	w15_d452e16235
tisations=edict	w1_d452e16240
auszufertigen	w3_d452e16243
verwilliget	w5_d452e16246
worden	w7_d452e16249
ist.	w9_d452e16252
</p>
<p id="p12_d452e16256">
Als	w1_d452e16260
ist	w3_d452e16263
im	w5_d452e16266
Namen	w7_d452e16269
Jhro	w9_d452e16272
Kaiserl.	w11_d452e16275
Königl.	w13_d452e16279
Ma	w15_d452e16282
jestät	w1_d452e16287
mein	w3_d452e16290
Befehl,	w5_d452e16293
daß	w7_d452e16296
der	w9_d452e16299
oder	w11_d452e16302
diejenige,	w13_d452e16306
so	w15_d452e16309
obbemeldte	w1_d452e16314
Original=obligation	w3_d452e16317
dd.	w5_d452e16320
14.	w7_d452e16323
Sept.	w9_d452e16326
1724.	w1_d452e16332
Weiß	w3_d452e16335
botten	w5_d452e16338
Amts=inhibitions-schein	w7_d452e16341
da	w9_d452e16344
16.	w1_d452e16349
December	w3_d452e16352
1735.	w5_d452e16355
samt	w7_d452e16358
dem	w9_d452e16361
Original	w11_d452e16364
inhibi-	w13_d452e16368
tions-anbringen	w1_d452e16373
etwann	w3_d452e16376
in	w5_d452e16379
Handen,	w7_d452e16382
oder	w9_d452e16385
noch	w11_d452e16388
überkommen	w1_d452e16393
möchten,	w3_d452e16396
solche	w5_d452e16399
inner	w7_d452e16402
einem	w9_d452e16405
Jahr	w11_d452e16408
6.	w1_d452e16414
Wochen,	w3_d452e16417
und	w5_d452e16420
3.	w7_d452e16423
Täge,	w9_d452e16426
also	w11_d452e16429
gewiß	w13_d452e16433
bey	w15_d452e16436
diesem	w17_d452e16439
Gericht	w1_d452e16444
produciren;	w3_d452e16447
als	w5_d452e16450
im	w7_d452e16453
widrigen	w9_d452e16456
gedachte	w11_d452e16459
Obligation	w1_d452e16464
samt	w3_d452e16467
hierzu	w5_d452e16470
gehörigen	w7_d452e16473
Documenten	w9_d452e16476
eo	w1_d452e16481
iplo	w3_d452e16484
amortisiret,	w5_d452e16487
caßiret,annulliret,	w7_d452e16490
und	w9_d452e16493
un	w11_d452e16496
gültig	w1_d452e16502
seyn	w3_d452e16505
solle.	w5_d452e16508
Hieran	w7_d452e16511
beschiehet	w9_d452e16514
Allerhöchst	w11_d452e16517
gedacht	w1_d452e16522
Jhro	w3_d452e16525
Kaiserl.	w5_d452e16528
Königl.	w7_d452e16531
Majestät	w9_d452e16534
gefällig	w11_d452e16537
ster	w1_d452e16542
Will	w3_d452e16545
und	w5_d452e16548
Meinung.	w7_d452e16551
Wien	w9_d452e16554
den	w11_d452e16557
11.	w13_d452e16561
Febr.	w15_d452e16564
1760.	w1_d452e16569
</p>
<p id="p14_d452e16572">
Wir	w1_d452e16576
Burger=meister	w3_d452e16579
und	w5_d452e16582
Raht	w7_d452e16585
der	w9_d452e16588
Stadt	w11_d452e16591
Wien	w13_d452e16595
geben	w1_d452e16600
hiemit	w3_d452e16603
zu	w5_d452e16606
vernehmen,	w7_d452e16609
welchergestalten	w9_d452e16612
uns	w11_d452e16615
die	w1_d452e16620
Edle	w3_d452e16623
Frau	w5_d452e16626
Maria	w7_d452e16629
Regina	w9_d452e16632
v.	w11_d452e16635
Klerf	w13_d452e16639
angezeiget,	w15_d452e16642
wie	w1_d452e16648
daß	w3_d452e16651
derselben	w5_d452e16654
zwey	w7_d452e16657
auf	w9_d452e16660
dem	w11_d452e16663
Klerfischen,	w13_d452e16667
vor	w15_d452e16670
hin	w1_d452e16675
Dietrichischen	w3_d452e16678
Haus	w5_d452e16681
auf	w7_d452e16684
dem	w9_d452e16687
hohen	w11_d452e16690
Markt	w13_d452e16694
haftende	w1_d452e16699
Sätze,	w3_d452e16702
einer	w5_d452e16705
de	w7_d452e16708
Dato	w9_d452e16711
26.	w11_d452e16714
Junii	w13_d452e16718
1719.	w15_d452e16721
auf	w1_d452e16726
die	w3_d452e16729
Jungfrau	w5_d452e16732
Maria	w7_d452e16735
Gabriela	w9_d452e16738
von	w11_d452e16741
Eyben	w13_d452e16745
pr.	w15_d452e16748
9000.	w1_d452e16754
fl.,	w3_d452e16757
der	w5_d452e16760
andere	w7_d452e16763
de	w9_d452e16766
Dato	w11_d452e16769
5.	w13_d452e16773
Octob.	w15_d452e16776
1726.	w17_d452e16779
auf	w1_d452e16784
den	w3_d452e16787
Jgnatz	w5_d452e16790
Andre	w7_d452e16793
Dietrich	w9_d452e16796
lautend	w11_d452e16799
pr.	w13_d452e16803
2000	w15_d452e16806
fl.	w17_d452e16809
in	w1_d452e16814
Verstoß	w3_d452e16817
gerahten,	w5_d452e16820
und	w7_d452e16823
ungehindert	w9_d452e16826
all	w11_d452e16829
mögli	w13_d452e16833
chen	w1_d452e16838
Nachforschen	w3_d452e16841
nicht	w5_d452e16844
zu	w7_d452e16847
Handen	w9_d452e16850
zu	w11_d452e16853
bringen	w13_d452e16857
seye,	w15_d452e16860
und	w1_d452e16866
dahero	w3_d452e16869
um	w5_d452e16872
Affigirung	w7_d452e16875
eines	w9_d452e16878
in	w11_d452e16881
derley	w13_d452e16885
Fallen	w15_d452e16888
gewöhnlichen	w1_d452e16893
Valval=edicts	w3_d452e16896
gebetten	w5_d452e16899
hätte,	w7_d452e16902
so	w9_d452e16905
auch	w1_d452e16910
über	w3_d452e16913
einen	w5_d452e16916
in	w7_d452e16919
Sachen	w9_d452e16922
von	w11_d452e16925
gemeiner	w13_d452e16929
Stadt	w15_d452e16932
Grund=buch	w1_d452e16937
abgefordert	w3_d452e16940
und	w5_d452e16943
erstatteten	w7_d452e16946
Bericht	w9_d452e16949
verwilliget	w1_d452e16955
worden	w3_d452e16958
ist.	w5_d452e16961
Solchemnach	w7_d452e16964
wird	w9_d452e16967
