<doc id="wr_1760-12-03" attrs="word" year="1760" month="12" day="03" corpus="2">
<head id="h2_d506e4041">
Journal	w1_d506e4045
sty	w1_d506e27314
1.	w3_d506e27317
Fus.	w5_d506e27320
Haupt=leute	w7_d506e27323
bleßirt	w9_d506e27326
5.	w11_d506e27329
Mugenest.	w13_d506e27333
de	w1_d506e27339
Monceau,	w3_d506e27342
Damm,	w5_d506e27345
Seyfertitz,	w7_d506e27348
Rusl.	w9_d506e27351
ge	w11_d506e27354
fang	w1_d506e27359
oder	w3_d506e27362
unw,	w5_d506e27365
1.	w7_d506e27368
Rosseau.	w9_d506e27371
Ober=leut.	w11_d506e27374
bles	w13_d506e27378
sirt	w1_d506e27383
2.	w3_d506e27386
Duffrene,	w5_d506e27389
Mayer.	w7_d506e27392
Gefangen	w9_d506e27395
oder	w11_d506e27398
unw.	w1_d506e27403
1.	w3_d506e27406
Avelmann.	w5_d506e27409
Gren.	w7_d506e27412
Unter=leut.	w9_d506e27415
bles	w11_d506e27418
firt	w1_d506e27424
2.	w3_d506e27427
Koska,	w5_d506e27430
Cofa.	w7_d506e27433
Fus.	w9_d506e27436
Unter=leut.	w11_d506e27439
4.	w13_d506e27443
Lackenau,	w1_d506e27448
Kusa,	w3_d506e27451
la	w5_d506e27454
Motte,	w7_d506e27457
Mirande.	w9_d506e27460
Ge	w11_d506e27463
fangen	w1_d506e27468
oder	w3_d506e27471
unw.	w5_d506e27474
1.	w7_d506e27477
Aquillay.	w9_d506e27480
Fähnrichs	w11_d506e27483
bleßirt	w1_d506e27488
2.	w3_d506e27491
Crues.,	w5_d506e27494
Lux.	w7_d506e27497
Gefangen	w9_d506e27500
oder	w11_d506e27503
unw.	w13_d506e27507
1.	w1_d506e27513
Widman.	w3_d506e27516
Todt	w5_d506e27519
1.	w7_d506e27522
Chernay.	w9_d506e27525
Gren.	w11_d506e27528
vom	w13_d506e27532
Feld=wäbel	w1_d506e27537
an	w3_d506e27540
todt	w5_d506e27543
1.	w7_d506e27546
Bleßirt	w9_d506e27549
14	w11_d506e27552
Gefan	w13_d506e27556
gen	w1_d506e27561
oder	w3_d506e27564
unw.	w5_d506e27567
40.	w7_d506e27570
Fus.	w9_d506e27573
todt	w11_d506e27576
9.	w13_d506e27580
Bleßirt	w15_d506e27583
219.	w1_d506e27588
Gefangen	w3_d506e27591
oder	w5_d506e27594
unw.	w7_d506e27597
157.	w9_d506e27600
Sum	w11_d506e27603
ma	w1_d506e27609
todt	w3_d506e27612
13.	w5_d506e27615
Bleßirt	w7_d506e27618
249.	w9_d506e27621
Gefangen	w11_d506e27624
oder	w13_d506e27628
unw.	w1_d506e27633
201.	w3_d506e27636
Zusammen	w5_d506e27639
463.	w7_d506e27642
Mann.	w9_d506e27645
</p>
<p id="p18_d506e27648">
Bleßirt	w1_d506e27652
Obrist	w3_d506e27655
Baron	w5_d506e27658
Stein	w7_d506e27661
1.	w9_d506e27664
Major	w11_d506e27667
Mitrofsky	w1_d506e27672
1.	w3_d506e27675
Gren.	w5_d506e27678
Hauptmann	w7_d506e27681
Huml	w9_d506e27684
1.	w11_d506e27687
Fus.	w1_d506e27692
Haupt=leute	w3_d506e27695
3.	w5_d506e27698
Rusetzky,	w7_d506e27701
Huml,	w9_d506e27704
Stock	w11_d506e27707
mann.	w1_d506e27713
Gefangen	w3_d506e27716
oder	w5_d506e27719
unw.	w7_d506e27722
2.	w9_d506e27725
Schanz,	w11_d506e27728
Al	w13_d506e27732
thann.	w1_d506e27737
Ober=leut.	w3_d506e27740
bleßirt	w5_d506e27743
2.	w7_d506e27746
Lederer,	w9_d506e27749
Höf	w11_d506e27752
lingen.	w1_d506e27757
Gefangen	w3_d506e27760
oder	w5_d506e27763
unw.	w7_d506e27766
3.	w9_d506e27769
Blau,	w11_d506e27772
Schil	w13_d506e27776
ling,	w1_d506e27781
Beckhoffen.	w3_d506e27784
Unter=leut.	w5_d506e27787
bleßirt	w7_d506e27790
1.	w9_d506e27793
Spang.	w1_d506e27799
Gefangen	w3_d506e27802
oder	w5_d506e27805
unw.	w7_d506e27808
3.	w9_d506e27811
Buchwald,	w11_d506e27814
Reinfelshofen,	w1_d506e27819
Meßina.	w3_d506e27822
Fähnrichs	w5_d506e27825
todt	w7_d506e27828
1.	w9_d506e27831
Veith.	w1_d506e27836
Bleßirt	w3_d506e27839
1.	w5_d506e27842
Senz.	w7_d506e27845
Gren.	w9_d506e27848
vom	w11_d506e27851
Feld	w13_d506e27855
wäbl	w1_d506e27860
an	w3_d506e27863
todt	w5_d506e27866
17.	w7_d506e27869
Bleßirt	w9_d506e27872
12.	w11_d506e27875
Gefangen	w13_d506e27879
oder	w15_d506e27882
unwv.	w1_d506e27888
65.	w3_d506e27891
Fus.	w5_d506e27894
todt	w7_d506e27897
49.	w9_d506e27900
Bleßirt	w11_d506e27903
154.	w13_d506e27907
Ge	w15_d506e27910
fangen	w1_d506e27915
oder	w3_d506e27918
unw.	w5_d506e27921
285.	w7_d506e27924
Summa	w9_d506e27927
todt	w11_d506e27930
67.	w13_d506e27934
Bleßirt	w1_d506e27939
176.	w3_d506e27942
Gefangen	w5_d506e27945
oder	w7_d506e27948
unw.	w9_d506e27951
358.	w11_d506e27954
Zusammen	w1_d506e27959
601.	w3_d506e27962
Mann.	w5_d506e27965
</p>
<head id="h4_d506e27981">
Arenberg.	w1_d506e27985
</head>
<p id="p6_d506e27988">
Bleßirt	w1_d506e27992
Obrist	w3_d506e27995
Baron	w5_d506e27998
Norman	w7_d506e28001
1.	w9_d506e28004
Major.	w11_d506e28007
Binder	w1_d506e28012
1.	w3_d506e28015
Hauptmann	w5_d506e28018
Moser	w7_d506e28021
1.	w9_d506e28024
Ober=leut	w11_d506e28027
2Meßina,	w1_d506e28032
Hucke.	w3_d506e28035
Gren	w5_d506e28038
Unter=leut.	w7_d506e28041
Re	w9_d506e28044
naux	w1_d506e28050
1.	w3_d506e28053
Fähnrich	w5_d506e28056
Stassard	w7_d506e28059
1.	w9_d506e28062
Gefangen	w11_d506e28065
oder	w1_d506e28070
unw.	w3_d506e28073
1.	w5_d506e28076
Schmids.	w7_d506e28079
Gren.	w9_d506e28082
vom	w11_d506e28085
Feld	w13_d506e28089
wäbl	w1_d506e28094
an	w3_d506e28097
todt	w5_d506e28100
3.	w7_d506e28103
Bleßirt	w9_d506e28106
11.	w11_d506e28109
Gefangen	w13_d506e28113
oder	w15_d506e28116
unw.	w1_d506e28121
18.	w3_d506e28124
Fus.	w5_d506e28127
todt	w7_d506e28130
11.	w9_d506e28133
Bleßirt	w11_d506e28136
18.	w13_d506e28140
Ge	w15_d506e28143
fangen	w1_d506e28149
oder	w3_d506e28152
unw.	w5_d506e28155
50.	w7_d506e28158
Summa	w9_d506e28161
todt	w11_d506e28164
14	w13_d506e28168
Bleßirt	w1_d506e28173
33.	w3_d506e28176
Gefangen	w5_d506e28179
oder	w7_d506e28182
unw.	w9_d506e28185
69.	w11_d506e28188
Zu	w13_d506e28192
sammen	w1_d506e28197
116.	w3_d506e28200
Mann.	w5_d506e28203
</p>
<p id="p8_d506e28206">
Gefangen	w1_d506e28210
oder	w3_d506e28213
unw.	w5_d506e28216
Obrist	w7_d506e28219
Gr.	w9_d506e28222
Anom	w11_d506e28225
1.	w13_d506e28229
Bleßirt	w1_d506e28234
Obrist=leut.	w3_d506e28237
Kokorszewa:	w5_d506e28240
Todi	w7_d506e28243
Major	w1_d506e28248
Kokorszowa	w3_d506e28251
1.	w5_d506e28254
Gefangen	w7_d506e28257
oder	w9_d506e28260
unw.	w11_d506e28263
Gren.	w1_d506e28269
Hauptmann	w3_d506e28272
Giller	w5_d506e28275
1.	w7_d506e28278
Bleßirt	w9_d506e28281
Fus.	w11_d506e28284
Haupt=leut.	w1_d506e28289
7.	w3_d506e28292
Dröfling,	w5_d506e28295
de	w7_d506e28298
Cassele,	w9_d506e28301
Hohen	w11_d506e28304
rain,	w1_d506e28309
Spangen,	w3_d506e28312
Hoffman,	w5_d506e28315
Brecheisen,	w7_d506e28318
Bra	w9_d506e28321
di.	w1_d506e28326
Gefangen	w3_d506e28329
oder	w5_d506e28332
unw.	w7_d506e28335
1.	w9_d506e28338
Pfeiffer.	w11_d506e28341
Ober	w13_d506e28345
leut	w1_d506e28351
bleßirt	w3_d506e28354
4.	w5_d506e28357
Feneck,	w7_d506e28360
Korzaun,	w9_d506e28363
Grondler,	w11_d506e28366
Fetzer.	w1_d506e28371
Todt	w3_d506e28374
2.	w5_d506e28377
Zerveni,	w7_d506e28380
Thysipa.	w9_d506e28383
Gefan	w11_d506e28386
gen	w1_d506e28391
oder	w3_d506e28394
unw.	w5_d506e28397
1.	w7_d506e28400
Borner.	w9_d506e28403
Gren.	w11_d506e28406
Unter=leut.	w13_d506e28410
todi	w1_d506e28415
Nugent	w3_d506e28418
1.	w5_d506e28421
Fus.	w7_d506e28424
Unter=leut.	w9_d506e28427
2.	w11_d506e28430
Holbach,	w13_d506e28434
Gregorina.	w1_d506e28440
Bleßirt	w3_d506e28443
4.	w5_d506e28446
Dupen,	w7_d506e28449
Freysac,	w9_d506e28452
Ca	w11_d506e28455
sparini,	w1_d506e28460
Plaisant.	w3_d506e28463
Gefangen	w5_d506e28466
oder	w7_d506e28469
unw.	w9_d506e28472
Plai	w11_d506e28475
sant	w1_d506e28480
1.	w3_d506e28483
Ober=leut.	w5_d506e28486
Gasser	w7_d506e28489
1.	w9_d506e28492
Fähnrichs	w11_d506e28495
bles	w13_d506e28499
sirt	w1_d506e28504
5.	w3_d506e28507
Wolkenstein,	w5_d506e28510
Machlagen,	w7_d506e28513
Praun,	w9_d506e28516
Schenowitz,	w1_d506e28522
Oppirn.	w3_d506e28525
Gefangen	w5_d506e28528
oder	w7_d506e28531
unw.	w9_d506e28534
2.	w1_d506e28539
Carier,	w3_d506e28542
Strasoldo.	w5_d506e28545
Wacht=M.	w7_d506e28548
Leut.	w9_d506e28551
bles	w11_d506e28554
sirt	w1_d506e28559
2.	w3_d506e28562
Kühl,	w5_d506e28565
Stennz.	w7_d506e28568
Gren.	w9_d506e28571
vom	w11_d506e28574
Feld=wäbl	w13_d506e28578
an	w1_d506e28583
todt	w3_d506e28586
4.	w5_d506e28589
Bleßirt	w7_d506e28592
41.	w9_d506e28595
Gefangen	w11_d506e28598
oder	w13_d506e28602
unw.	w15_d506e28605
29.	w1_d506e28611
Fus.	w3_d506e28614
todt	w5_d506e28617
78.	w7_d506e28620
Bleßirt	w9_d506e28623
191.	w11_d506e28626
Gefangen	w13_d506e28630
oder	w1_d506e28635
unw.	w3_d506e28638
253.	w5_d506e28641
Summa	w7_d506e28644
todt	w9_d506e28647
88.	w11_d506e28650
Bleßirt	w13_d506e28654
255.	w1_d506e28659
Gefangen	w3_d506e28662
oder	w5_d506e28665
unw.	w7_d506e28668
290.	w9_d506e28671
Zusammen	w11_d506e28674
633.	w1_d506e28679
Mann.	w3_d506e28682
Wied.	w1_d506e28688
</p>
<p id="p10_d506e28691">
leut.	w1_d506e28695
4.	w3_d506e28698
Pollard,	w5_d506e28701
Roger,	w7_d506e28704
Laville,	w9_d506e28707
Mayer,	w11_d506e28710
Ober=leut.	w1_d506e28715
todt	w3_d506e28718
Hanisch1.	w5_d506e28721
Bleßirt2	w7_d506e28724
Pel	w9_d506e28727
legredi,	w1_d506e28732
Seylle.	w3_d506e28735
Gefangen	w5_d506e28738
oder	w7_d506e28741
unwissen	w9_d506e28744
de	w1_d506e28750
2	w3_d506e28753
Ruesfeld,	w5_d506e28756
Larrisch.	w7_d506e28759
Gren.	w9_d506e28762
Unter=leut.	w11_d506e28765
bleßirt	w1_d506e28770
Noam	w3_d506e28773
1.	w5_d506e28776
Fustl.	w7_d506e28779
Unter=leut.	w9_d506e28782
todt.	w11_d506e28785
2.	w13_d506e28789
Robiano,	w1_d506e28794
Egan.,	w3_d506e28797
Bleßirt	w5_d506e28800
2.	w7_d506e28803
Ox,	w9_d506e28806
Titz	w11_d506e28809
Pat	w13_d506e28813
rück.	w1_d506e28818
Gefangen	w3_d506e28821
oder	w5_d506e28824
unwissend	w7_d506e28827
4.	w9_d506e28830
Nehen,	w11_d506e28833
Zigler	w1_d506e28839
Weitzdorf,	w3_d506e28842
Cron.	w5_d506e28845
Fähnrich	w7_d506e28848
Delson	w9_d506e28851
ce	w1_d506e28856
1.	w3_d506e28859
Sren.	w5_d506e28862
vom	w7_d506e28865
Feld=wäbel	w9_d506e28868
an,	w11_d506e28871
todt	w13_d506e28875
4.	w15_d506e28878
Bleßirt	w1_d506e28883
19.	w3_d506e28886
Gefangen	w5_d506e28889
oder	w7_d506e28892
unwissend	w9_d506e28895
25.	w11_d506e28898
Fustl.	w1_d506e28903
todt	w3_d506e28906
504.	w5_d506e28909
Bleßirt.	w7_d506e28912
149.	w9_d506e28915
Gefan	w11_d506e28918
gen	w1_d506e28924
oder	w3_d506e28927
unwissend	w5_d506e28930
143.	w7_d506e28933
Summa	w9_d506e28936
111.	w11_d506e28939
todt.	w1_d506e28944
179.	w3_d506e28947
bleßirt.	w5_d506e28950
175.	w7_d506e28953
gefangen	w9_d506e28956
oder	w11_d506e28959
unwissend.	w1_d506e28964
Zusammen	w3_d506e28967
465.	w5_d506e28970
Mann.	w7_d506e28973
</p>
<head id="h2_d506e28980">
Carl	w1_d506e28984
Colloredo.	w3_d506e28987
</head>
<p id="p4_d506e28990">
Bleßirt,	w1_d506e28994
Ober=leut	w3_d506e28997
Hocke	w5_d506e29000
1.	w7_d506e29003
Gean	w1_d506e29008
gen	w1_d506e29013
und	w3_d506e29016
unwissend	w5_d506e29019
Major	w7_d506e29022
Hesporn	w9_d506e29025
1.	w11_d506e29028
Gre	w13_d506e29032
nad.	w1_d506e29038
Haupt=mann,	w3_d506e29041
todt	w5_d506e29044
Preyß	w7_d506e29047
1.	w9_d506e29050
Fusil.	w11_d506e29053
Haupt=leut.	w1_d506e29058
bleßirt	w3_d506e29061
2.	w5_d506e29064
Colloredo,	w7_d506e29067
Pleten	w9_d506e29070
berg.	w1_d506e29075
Gefangen	w3_d506e29078
edenrene	w5_d506e29081
te	w7_d506e29084
e	w9_d506e29087
ese	w11_d506e29090
e	w13_d506e29094
i	w15_d506e29097
ia	w17_d506e29100
5r	w19_d506e29103
Werner	w21_d506e29106
,	w23_d506e29109
Klicker,	w1_d506e29114
Mayer,	w3_d506e29117
Schock,	w5_d506e29120
Stum.	w7_d506e29123
Ober	w9_d506e29126
leut.	w1_d506e29132
bleßirt,	w3_d506e29135
4.	w5_d506e29138
Pohl,	w7_d506e29141
Welderndorf,	w9_d506e29144
Broun,	w11_d506e29147
Eberitz.	w1_d506e29152
Gefangen	w3_d506e29155
denr	w5_d506e29158
unissend	w7_d506e29161
2.	w9_d506e29164
Mar	w11_d506e29167
linson,	w1_d506e29172
Olivares.	w3_d506e29175
Gren.	w5_d506e29178
Unter=leut.	w7_d506e29181
Pau	w9_d506e29184
lus	w1_d506e29189
1.	w3_d506e29192
Fustl.	w5_d506e29195
Unter=leut.	w7_d506e29198
bleßirt	w9_d506e29201
2.	w11_d506e29204
Taber	w13_d506e29208
na,	w1_d506e29214
Page.	w3_d506e29217
Gefangen	w5_d506e29220
oder	w7_d506e29223
unwissend	w9_d506e29226
7.	w11_d506e29229
Roßbacher,	w1_d506e29234
Genadon,	w3_d506e29237
Tallscheid,	w5_d506e29240
Kugl	w7_d506e29243
mayr,	w1_d506e29248
Strasoldo,	w3_d506e29251
Hunisch.	w5_d506e29254
Prateck,	w7_d506e29257
Fähn	w9_d506e29260
richs,	w1_d506e29265
todt	w3_d506e29268
1.	w5_d506e29271
Claude.	w7_d506e29274
Bleßirt	w9_d506e29277
2.	w11_d506e29280
Ghlieger,	w13_d506e29284
Mackmahon.	w1_d506e29290
Gefangen	w3_d506e29293
oder	w5_d506e29296
unwissend	w7_d506e29299
6.	w9_d506e29302
Cron.	w1_d506e29307
Würney,	w3_d506e29310
Hochberg,	w5_d506e29313
Perghen,	w7_d506e29316
Rausch.	w9_d506e29319
Fischer.	w1_d506e29324
Gren.	w3_d506e29327
vom	w5_d506e29330
Feld=wäbel	w7_d506e29333
an,	w9_d506e29336
todt	w11_d506e29339
1.	w13_d506e29343
Bleßirt	w1_d506e29348
18.	w3_d506e29351
Gefangen	w5_d506e29354
oder	w7_d506e29357
unwissend	w9_d506e29360
34.	w11_d506e29363
Fusil.	w1_d506e29369
todt	w3_d506e29372
178.	w5_d506e29375
Bleßirt	w7_d506e29378
97.	w9_d506e29381
Gefangen	w11_d506e29384
oder	w1_d506e29389
unwissend	w3_d506e29392
169.	w5_d506e29395
Summa	w7_d506e29398
181.	w9_d506e29401
todt.	w11_d506e29404
126.	w1_d506e29409
bleßirt.	w3_d506e29412
225.	w5_d506e29415
gefangen	w7_d506e29418
oder	w9_d506e29421
unwis	w11_d506e29424
send.	w1_d506e29429
Zusammen	w3_d506e29432
532.	w5_d506e29435
Mann.	w7_d506e29438
</p>
<head id="h2_d506e29444">
Tillier.	w1_d506e29448
</head>
<p id="p4_d506e29451">
Bleßirt,	w1_d506e29455
Obrist	w3_d506e29458
Baron	w5_d506e29461
Koch	w7_d506e29464
1.	w9_d506e29467
Obrist.	w11_d506e29470
Bleßirt,	w1_d506e29475
Ober=leut.	w3_d506e29478
Fischer	w5_d506e29481
1.	w7_d506e29484
Gren.	w9_d506e29487
rleut.	w1_d506e29492
Herberstein	w3_d506e29495
1.	w5_d506e29498
Major	w7_d506e29501
Muckenberg	w9_d506e29504
1.	w11_d506e29507
Haupt=mann	w1_d506e29513
Marchand	w3_d506e29516
1.	w5_d506e29519
Fustl.	w7_d506e29522
Haupt	w9_d506e29525
Gren.	w1_d506e29530
</p>
<p id="p8_d506e29535">
Gren.	w1_d506e29539
Haupt	w3_d506e29542
mann	w5_d506e29545
Keichl	w7_d506e29548
1,	w9_d506e29551
Fustl.	w11_d506e29554
Haupt	w13_d506e29558
leute	w1_d506e29563
3.	w3_d506e29566
Thun,	w5_d506e29569
Delstori,	w7_d506e29572
Cludot.	w9_d506e29575
Gefan	w11_d506e29578
gen	w1_d506e29583
oder	w3_d506e29586
unwissend	w5_d506e29589
3.	w7_d506e29592
Schulz,	w9_d506e29595
Ebenholz,	w11_d506e29598
Krauser.	w1_d506e29604
Ober=leut.	w3_d506e29607
bleßire	w5_d506e29610
Schwender	w7_d506e29613
1.	w9_d506e29616
Gren.	w1_d506e29621
Unterleut.	w3_d506e29624
Schmied	w5_d506e29627
1.	w7_d506e29630
Fus.	w9_d506e29633
Unterleut.	w11_d506e29636
2.	w1_d506e29641
Okeli,	w3_d506e29644
Reichenberg.	w5_d506e29647
Gefangen	w7_d506e29650
oder	w9_d506e29653
unwis	w11_d506e29656
send	w1_d506e29661
1.	w3_d506e29664
Wopschofsky.	w5_d506e29667
Fähnrichs,	w7_d506e29670
todt	w9_d506e29673
1.	w11_d506e29676
de	w1_d506e29682
Monde.	w3_d506e29685
Bleßirt	w5_d506e29688
1.	w7_d506e29691
Thürnmayer.	w9_d506e29694
Wacht	w11_d506e29697
meister=leut.	w1_d506e29702
Lembe	w3_d506e29705
1.	w5_d506e29708
Gren.	w7_d506e29711
vom	w9_d506e29714
Feld	w11_d506e29717
wäbel	w1_d506e29722
an,	w3_d506e29725
todt	w5_d506e29728
1.	w7_d506e29731
Bleßirt	w9_d506e29734
17.	w11_d506e29737
Gefan	w13_d506e29741
gen	w1_d506e29746
oder	w3_d506e29749
unwissend	w5_d506e29752
33.	w7_d506e29755
Fusil.	w9_d506e29758
todt	w11_d506e29761
35.	w13_d506e29765
Bleßirt	w1_d506e29771
213.	w3_d506e29774
Gefangen	w5_d506e29777
oder	w7_d506e29780
unwissend	w9_d506e29783
146.	w1_d506e29788
Summa	w3_d506e29791
37.	w5_d506e29794
todt.	w7_d506e29797
243.	w9_d506e29800
bleßirt.	w11_d506e29803
183.	w1_d506e29808
gefangen	w3_d506e29811
oder	w5_d506e29814
unwissend.	w7_d506e29817
Zusammen	w9_d506e29820
463.	w1_d506e29825
Mann.	w3_d506e29828
</p>
<p id="p10_d506e29831">
Bleßirt,	w1_d506e29835
Gren.	w3_d506e29838
Haupt=leute,	w5_d506e29841
Aivinzi	w7_d506e29844
1.	w9_d506e29847
Gefangen	w1_d506e29852
oder	w3_d506e29855
unwissend	w5_d506e29858
Tobitzkay	w7_d506e29861
1.	w9_d506e29864
Gre	w11_d506e29867
nad.	w1_d506e29872
Ober=leutenant	w3_d506e29875
Matzkatzy	w5_d506e29878
bleßirt	w7_d506e29881
1.	w9_d506e29884
Gren.	w1_d506e29890
Unter=leut.	w3_d506e29893
gefangen	w5_d506e29896
oder	w7_d506e29899
unwissend	w9_d506e29902
Tsicky	w1_d506e29907
1.	w3_d506e29910
Gren.	w5_d506e29913
vom	w7_d506e29916
Feld=wäbel	w9_d506e29919
an,	w11_d506e29922
todt	w13_d506e29926
4.	w15_d506e29929
Bleßirt	w1_d506e29934
4.	w3_d506e29937
Gefangen	w5_d506e29940
oder	w7_d506e29943
unwissend	w9_d506e29946
47.	w11_d506e29949
Fustl.	w1_d506e29954
todt	w3_d506e29957
1.	w5_d506e29960
Bleßirt	w7_d506e29963
3.	w9_d506e29966
Gefangen	w11_d506e29969
oder	w13_d506e29973
unwissende	w1_d506e29979
19.	w3_d506e29982
Summa	w5_d506e29985
5.	w7_d506e29988
todt.	w9_d506e29991
9.	w11_d506e29994
bleßirt.	w1_d506e29999
68.	w3_d506e30002
gefangen	w5_d506e30005
oder	w7_d506e30008
unwissend.	w9_d506e30011
Zu	w11_d506e30014
sammen	w1_d506e30019
82.	w3_d506e30022
Mann.	w5_d506e30025
</p>
<p id="p12_d506e30029">
Bleßirt,	w1_d506e30033
Obrist	w3_d506e30036
Kavanagh	w5_d506e30039
1.	w7_d506e30042
Haupt	w9_d506e30045
leute	w1_d506e30050
4.	w3_d506e30053
O	w5_d506e30056
Birne,	w7_d506e30059
Lingenfels,	w9_d506e30062
Samffiff,	w11_d506e30065
Staffieri	w1_d506e30070
Gefangen	w3_d506e30073
oder	w5_d506e30076
unwissend	w7_d506e30079
1.	w9_d506e30082
Bier	w11_d506e30085
ling.	w1_d506e30091
Ober=leut.	w3_d506e30094
bleßirt	w5_d506e30097
2.	w7_d506e30100
Nostitz,	w9_d506e30103
de	w11_d506e30106
Loen.	w1_d506e30111
Gefangen	w3_d506e30114
oder	w5_d506e30117
unwissend	w7_d506e30120
3.	w9_d506e30123
Herold,	w11_d506e30126
Sauer,	w1_d506e30131
Freyberg.	w3_d506e30134
Unter=leut.	w5_d506e30137
todt	w7_d506e30140
2.	w9_d506e30143
Brandsleben,	w1_d506e30148
Schütz.	w3_d506e30151
Fähnrichs,	w5_d506e30154
bleßirt	w7_d506e30157
1.	w1_d506e30163
Renelle.	w3_d506e30166
Gefangen	w5_d506e30169
oder	w7_d506e30172
unwissend	w9_d506e30175
1.	w11_d506e30178
Radel.	w1_d506e30183
Gren.	w3_d506e30186
vom	w5_d506e30189
Feid=wäbl	w7_d506e30192
an,	w9_d506e30195
todt	w11_d506e30198
3.	w1_d506e30203
bleßirt	w3_d506e30206
15.	w5_d506e30209
gefangen	w7_d506e30212
oder	w9_d506e30215
unwissend	w11_d506e30218
16.	w13_d506e30222
Fus.	w1_d506e30227
todt	w3_d506e30230
68.	w5_d506e30233
bleßirt	w7_d506e30236
116.	w9_d506e30239
gefangen	w11_d506e30242
oder	w13_d506e30246
</p>
<p id="p14_d506e30249">
unissend	w1_d506e30253
245.	w3_d506e30256
Summa	w5_d506e30259
73.	w7_d506e30262
todt.	w9_d506e30265
139.	w11_d506e30268
bleßirt.	w1_d506e30273
266.	w3_d506e30276
gefangen	w5_d506e30279
oder	w7_d506e30282
unwissend.	w9_d506e30285
Zu	w11_d506e30288
sammen	w1_d506e30293
478.	w3_d506e30296
</p>
<head id="h2_d506e30302">
Harsch.	w1_d506e30306
</head>
<p id="p4_d506e30309">
Gefangen	w1_d506e30313
oder	w3_d506e30316
unwissend	w5_d506e30319
Obrist	w7_d506e30322
Bonia	w9_d506e30325
towsky	w1_d506e30330
1.	w3_d506e30333
Todt	w5_d506e30336
Major	w7_d506e30339
Euhler.	w9_d506e30342
Haupt	w11_d506e30345
leute	w1_d506e30350
todt	w3_d506e30353
1.	w5_d506e30356
Morelli.	w7_d506e30359
Bleßirt	w9_d506e30362
3.	w11_d506e30365
Sinn,	w13_d506e30369
Visconti,	w1_d506e30375
Klefeld.	w3_d506e30378
Ober=leut.	w5_d506e30381
bleßirt	w7_d506e30384
3.	w9_d506e30387
Gentilli,	w1_d506e30392
Grühl,	w3_d506e30395
Kohlmayr.	w5_d506e30398
Gefangen	w7_d506e30401
oder	w1_d506e30406
unwissend	w3_d506e30409
2.	w5_d506e30412
Voutier,	w7_d506e30415
Bonfati.	w9_d506e30418
Gren	w11_d506e30421
Unter=leut.	w1_d506e30426
bleßirt	w3_d506e30429
1.	w5_d506e30432
Sprecher.	w7_d506e30435
Gefangen	w9_d506e30438
oder	w1_d506e30444
unwissend.	w3_d506e30447
Luhtenberger.	w5_d506e30450
Fus.	w7_d506e30453
Un	w9_d506e30456
ter=leut.	w1_d506e30461
bleßirt	w3_d506e30464
3.	w5_d506e30467
Panosch,	w7_d506e30470
Löhr,	w9_d506e30473
Melter	w11_d506e30476
|	w13_d506e30480
Gefangen	w1_d506e30485
oder	w3_d506e30488
unwissend	w5_d506e30491
1.	w7_d506e30494
Athemis.	w9_d506e30497
Fähr	w11_d506e30500
richs,	w1_d506e30505
bleßirt	w3_d506e30508
4.	w5_d506e30511
Boniatowsky,	w7_d506e30514
Clement,	w9_d506e30517
Jordies,	w1_d506e30523
Plonquet.	w3_d506e30526
Wachtmeister=leut.	w5_d506e30529
bleßirt	w1_d506e30534
1.	w3_d506e30537
Keibl.	w5_d506e30540
Gren.	w7_d506e30543
vom	w9_d506e30546
Feld=wäbl	w11_d506e30549
an	w1_d506e30554
todt	w3_d506e30557
6.	w5_d506e30560
bleßirt	w7_d506e30563
44.	w9_d506e30566
gefangen	w11_d506e30569
oder	w13_d506e30573
un	w15_d506e30576
6.	w1_d506e30581
Fus.	w3_d506e30584
todt	w5_d506e30587
37.	w7_d506e30590
bleßirt	w9_d506e30593
332.	w11_d506e30596
gefangen	w13_d506e30600
oder	w1_d506e30606
nissend	w3_d506e30609
174.	w5_d506e30612
Summa	w7_d506e30615
45.	w9_d506e30618
todt	w11_d506e30621
391.	w1_d506e30626
bleßirt	w3_d506e30629
185.	w5_d506e30632
gefangen	w7_d506e30635
oder	w9_d506e30638
unwissend	w11_d506e30641
Zusammen	w1_d506e30646
621.	w3_d506e30649
Mann.	w5_d506e30652
</p>
<list id="l6_d506e30655">
Gefangen	w1_d506e30659
oder	w3_d506e30662
unwissend,	w5_d506e30665
Ober=leut.	w7_d506e30668
Kolli	w1_d506e30673
1.	w3_d506e30676
Fus.	w5_d506e30679
vom	w7_d506e30682
Feld=wäbl	w9_d506e30685
an,	w11_d506e30688
bleßirt	w13_d506e30692
11.	w1_d506e30697
gefangen	w3_d506e30700
oder	w5_d506e30703
unwissend	w7_d506e30706
22.	w9_d506e30709
Summa	w11_d506e30712
11.	w1_d506e30718
bleßirt.	w3_d506e30721
32.	w5_d506e30724
gefangen	w7_d506e30727
oder	w9_d506e30730
unwissend.	w11_d506e30733
</list>
<p id="p8_d506e30737">
Zusammen	w1_d506e30741
34.	w3_d506e30744
Mann.	w5_d506e30747
</p>
<p id="p10_d506e30750">
Fus.	w1_d506e30754
vom	w3_d506e30757
Feld=wäbl	w5_d506e30760
an,	w7_d506e30763
todt	w9_d506e30766
1.	w11_d506e30769
bles	w13_d506e30773
sirt	w1_d506e30778
10.	w3_d506e30781
gefangen	w5_d506e30784
