<doc id="wr_1758-08-09" attrs="word" year="1758" month="08" day="09" corpus="2">
<head id="h2_d268e3404">
Aachen	w1_d268e3408
wir	w25_d268e30029
hatten	w27_d268e30032
mit	w29_d268e30035
hin	w1_d268e30040
den	w3_d268e30043
Wahl=platz	w5_d268e30046
behauptet.	w7_d268e30049
Die	w9_d268e30052
Feinde	w11_d268e30055
überliessen	w13_d268e30059
uns	w15_d268e30062
ihre	w17_d268e30065
Stücke,	w19_d268e30068
und	w21_d268e30071
es	w23_d268e30074
geriehten	w25_d268e30078
von	w1_d268e30084
ihnen	w3_d268e30087
von	w5_d268e30090
allen	w7_d268e30093
Gattungen	w9_d268e30096
ihrer	w11_d268e30099
Leuten	w13_d268e30103
viele	w15_d268e30106
als	w17_d268e30109
Kriegs=gefangene	w19_d268e30112
in	w21_d268e30115
unsere	w23_d268e30118
Hände.	w25_d268e30122
Die	w1_d268e30127
Hussaren	w3_d268e30130
von	w5_d268e30133
Nassau	w7_d268e30136
verfügten	w9_d268e30139
sich	w11_d268e30142
noch	w13_d268e30146
diesen	w15_d268e30149
Tag	w17_d268e30152
bis	w19_d268e30155
Münden,	w21_d268e30158
und	w23_d268e30161
brachten	w25_d268e30165
eben	w27_d268e30168
noch	w1_d268e30173
viele	w3_d268e30176
Gefangene,	w5_d268e30179
und	w7_d268e30182
unter	w9_d268e30185
Weegs	w11_d268e30188
angetroffene	w13_d268e30192
Bleßirte	w15_d268e30195
von	w17_d268e30198
dem	w19_d268e30201
Feind	w21_d268e30204
ein;	w23_d268e30207
wie	w25_d268e30211
sie	w27_d268e30214
dann	w1_d268e30219
auch	w3_d268e30222
etwelche	w5_d268e30225
schwere	w7_d268e30228
Stücke,	w9_d268e30231
so	w11_d268e30234
der	w13_d268e30238
Feind	w15_d268e30241
alschon	w17_d268e30244
auf	w19_d268e30247
der	w21_d268e30250
Weser,	w23_d268e30253
um	w25_d268e30257
nacher	w27_d268e30260
Ham	w29_d268e30263
meln	w1_d268e30269
zu	w3_d268e30272
führen,	w5_d268e30275
eingeschiffet	w7_d268e30278
gehabt,	w9_d268e30281
wegnahmen.	w11_d268e30284
</p>
<head id="h2_d268e30290">
An	w1_d268e30294
Officieren:	w3_d268e30297
todt	w5_d268e30300
geblieben	w7_d268e30303
27.	w9_d268e30306
Verwundet	w1_d268e30311
worden	w3_d268e30314
135.	w5_d268e30317
darunter	w7_d268e30320
40.	w9_d268e30323
gefährlich.	w11_d268e30326
An	w1_d268e30331
Gemeinen:	w3_d268e30334
sowol	w5_d268e30337
bey	w7_d268e30340
der	w9_d268e30343
Jnfanterie	w11_d268e30346
als	w13_d268e30350
Cavallerie	w15_d268e30353
todt	w17_d268e30356
758.	w19_d268e30359
Verwundete	w1_d268e30365
1157.	w3_d268e30368
Pferde:	w1_d268e30373
ertödtete	w3_d268e30376
210.	w5_d268e30379
Verwundett:	w1_d268e30384
126.	w3_d268e30387
</head>
<head id="h2_d268e30393">
Unserer	w1_d268e30397
Seits	w3_d268e30400
seynd	w5_d268e30403
bey	w7_d268e30406
dieser	w9_d268e30409
Action	w11_d268e30412
</head>
<p id="p8_d268e30450">
Journal	w1_d268e30454
aus	w3_d268e30457
dem	w5_d268e30460
K.	w7_d268e30463
K.	w9_d268e30466
Haupt=quartier	w11_d268e30469
Horzinowes	w13_d268e30473
vom	w15_d268e30476
2.	w17_d268e30479
bis	w19_d268e30482
5.	w21_d268e30485
Aug.	w23_d268e30488
1758.	w25_d268e30492
CUfolge	w1_d268e30497
deren	w3_d268e30500
von	w5_d268e30503
dem	w7_d268e30506
commandirenden	w9_d268e30509
Feld=marschall	w11_d268e30512
Grafen	w13_d268e30516
v.	w15_d268e30519
Daun	w17_d268e30522
H)	w1_d268e30527
der	w3_d268e30530
weiteren	w5_d268e30533
Vorruckung	w7_d268e30536
unserer	w9_d268e30539
Armee	w11_d268e30542
halber	w13_d268e30546
gemachten	w15_d268e30549
Dispositio	w17_d268e30552
nen	w1_d268e30558
verliesse	w3_d268e30561
der	w5_d268e30564
General=feld=marschall=leutenant	w7_d268e30567
von	w9_d268e30570
Laudohn	w11_d268e30573
</p>
<p id="p10_d268e30576">
Den	w1_d268e30580
2.	w3_d268e30583
in	w5_d268e30586
der	w7_d268e30589
Nacht	w9_d268e30592
seine	w11_d268e30595
vorige	w13_d268e30599
Position,	w15_d268e30602
welche	w17_d268e30605
derselbe	w19_d268e30608
bishero	w21_d268e30611
an	w23_d268e30614
der	w1_d268e30619
linken	w3_d268e30622
Flanque	w5_d268e30625
des	w7_d268e30628
Feindes,	w9_d268e30631
und	w11_d268e30634
zum	w13_d268e30638
Theil	w15_d268e30641
in	w17_d268e30644
dessen	w19_d268e30647
Rucken	w21_d268e30650
inneu	w23_d268e30653
ge	w25_d268e30657
habt.	w1_d268e30662
Er	w3_d268e30665
zoge	w5_d268e30668
sich	w7_d268e30671
sofort	w9_d268e30674
mit	w11_d268e30677
sammentlichen	w13_d268e30681
beyhabenden	w15_d268e30684
Trupen	w17_d268e30687
nach	w19_d268e30690
vor	w21_d268e30693
heriger	w1_d268e30699
Paßirung	w3_d268e30702
der	w5_d268e30705
Elbe	w7_d268e30708
über	w9_d268e30711
Jaromierz	w11_d268e30714
hinaus,	w13_d268e30718
und	w15_d268e30721
nahme	w17_d268e30724
sein	w19_d268e30727
neues	w21_d268e30730
Lager	w1_d268e30735
bey	w3_d268e30738
Welsdorf.	w5_d268e30741
Die	w7_d268e30744
Armee	w9_d268e30747
hingegen,	w11_d268e30750
mit	w13_d268e30754
welcher	w15_d268e30757
Eingangs	w17_d268e30760
berührt	w19_d268e30763
commandirender	w1_d268e30768
General=feld=marschall	w3_d268e30771
nichts	w5_d268e30774
anderes,	w7_d268e30777
dann	w9_d268e30780
sich	w11_d268e30783
mit	w13_d268e30787
allem	w15_d268e30790
Ernst	w1_d268e30795
immerhin	w3_d268e30798
an	w5_d268e30801
den	w7_d268e30804
Feind	w9_d268e30807
zu	w11_d268e30810
machen	w13_d268e30814
suchet,	w15_d268e30817
ruckte	w17_d268e30820
hierauf	w19_d268e30823
Nachmittags	w21_d268e30826
aus	w1_d268e30832
ihren	w3_d268e30835
bisherigen	w5_d268e30838
Lagern,	w7_d268e30841
und	w9_d268e30844
setzte	w11_d268e30847
sich	w13_d268e30851
gegen	w15_d268e30854
3.	w17_d268e30857
Uhr	w19_d268e30860
in	w21_d268e30863
volle	w23_d268e30866
Bewegung,	w25_d268e30870
Der	w1_d268e30875
Zug	w3_d268e30878
beschahe	w5_d268e30881
Treffen=weis	w7_d268e30884
mit	w9_d268e30887
einer	w11_d268e30890
ungemeinen	w13_d268e30894
Ordnung,	w15_d268e30897
dergestal	w17_d268e30900
ten	w1_d268e30905
zwar,	w3_d268e30908
daß	w5_d268e30911
die	w7_d268e30914
Armee	w9_d268e30917
auf	w11_d268e30920
jedermalig=erstere	w13_d268e30924
Ordre	w15_d268e30927
sich	w17_d268e30930
so	w19_d268e30933
zu	w21_d268e30936
sagen	w23_d268e30939
in	w25_d268e30943
ei	w27_d268e30946
nem	w1_d268e30951
Augenblick	w3_d268e30954
währendem	w5_d268e30957
Marsche	w7_d268e30960
en	w9_d268e30963
Ordre	w11_d268e30966
de	w13_d268e30970
Bataille	w15_d268e30973
herstellen	w17_d268e30976
kunte.	w19_d268e30979
Sie	w1_d268e30985
lagerte	w3_d268e30988
sich	w5_d268e30991
gegen	w7_d268e30994
Abend	w9_d268e30997
mit	w11_d268e31000
dem	w13_d268e31004
rechten	w15_d268e31007
Flügel	w17_d268e31010
bey	w19_d268e31013
Cztina,	w21_d268e31016
wo	w23_d268e31019
vorhin	w25_d268e31023
der	w27_d268e31026
linke	w1_d268e31031
Flügel	w3_d268e31034
angestossen,	w5_d268e31037
und	w7_d268e31040
mit	w9_d268e31043
dem	w11_d268e31046
linken	w13_d268e31050
über	w15_d268e31053
Kaschow	w17_d268e31056
hinaus	w19_d268e31059
an	w21_d268e31062
dem	w23_d268e31065
vor	w1_d268e31070
Kuckus	w3_d268e31073
gelegenen	w5_d268e31076
Walde.	w7_d268e31079
Das	w9_d268e31082
Grenadiers	w11_d268e31085
und	w13_d268e31089
Carabiniers=corps	w15_d268e31092
aber	w1_d268e31097
setzte	w3_d268e31100
sich	w5_d268e31103
ober	w7_d268e31106
ermeldtem	w9_d268e31109
Kuckus.	w11_d268e31112
Gleichwie	w13_d268e31116
nun	w15_d268e31119
diese	w17_d268e31122
ganze	w19_d268e31125
Bewe	w21_d268e31128
gung	w1_d268e31134
unserer	w3_d268e31137
Armee	w5_d268e31140
von	w7_d268e31143
dem	w9_d268e31146
Feinde,	w11_d268e31149
aus	w13_d268e31153
dessen	w15_d268e31156
Lager	w17_d268e31159
ganz	w19_d268e31162
gemächlich	w21_d268e31165
zu	w23_d268e31168
be	w25_d268e31172
obachten,	w1_d268e31177
und	w3_d268e31180
auszunehmen	w5_d268e31183
ware,	w7_d268e31186
als	w9_d268e31189
hat	w11_d268e31192
auch	w13_d268e31196
solche,	w15_d268e31199
nach	w17_d268e31202
deren	w19_d268e31205
Deserteurs	w21_d268e31208
Aussage,	w1_d268e31213
aldaselbsten	w3_d268e31216
nicht	w5_d268e31219
geringes	w7_d268e31222
Aufsehen	w9_d268e31225
verursachet.	w11_d268e31228
Es	w13_d268e31232
zeigte	w15_d268e31235
sich	w17_d268e31238
die	w19_d268e31241
ses	w1_d268e31246
in	w3_d268e31249
der	w5_d268e31252
That.	w7_d268e31255
</p>
<p id="p12_d268e31259">
Den	w1_d268e31263
darauf	w3_d268e31266
folgenden	w5_d268e31269
3ten,	w7_d268e31272
da	w9_d268e31275
der	w11_d268e31278
Feind	w13_d268e31282
für	w15_d268e31285
seinen	w17_d268e31288
Theil	w19_d268e31291
nicht	w21_d268e31294
für	w23_d268e31297
raht	w25_d268e31301
sam	w1_d268e31306
befande,	w3_d268e31309
uns	w5_d268e31312
zu	w7_d268e31315
erwarten,	w9_d268e31318
sondern	w11_d268e31321
sein	w13_d268e31325
Lager	w15_d268e31328
abermalen	w17_d268e31331
vor	w19_d268e31334
Anbruch	w21_d268e31337
des	w1_d268e31342
Tages	w3_d268e31345
allschon	w5_d268e31348
aufhobe.	w7_d268e31351
Und	w9_d268e31354
nachdeme	w11_d268e31357
solcher	w13_d268e31361
auch	w15_d268e31364
Neustadt	w17_d268e31367
verlassen,	w19_d268e31370
den	w1_d268e31376
Weeg	w3_d268e31379
gegen	w5_d268e31382
die	w7_d268e31385
Nachoder=strassen,	w9_d268e31388
so	w11_d268e31391
von	w13_d268e31395
diesem	w15_d268e31398
Ort	w17_d268e31401
nach	w19_d268e31404
Jaromierz	w21_d268e31407
füh	w23_d268e31410
ret,	w1_d268e31415
antratte.	w3_d268e31418
Um	w5_d268e31421
Mittags=zeit	w7_d268e31424
hat	w9_d268e31427
sich	w11_d268e31430
derselbe	w13_d268e31434
bey	w15_d268e31437
Klein	w17_d268e31440
skalitz	w19_d268e31443
ferners	w21_d268e31446
ge	w23_d268e31449
setzet,	w1_d268e31454
und	w3_d268e31457
seine	w5_d268e31460
Position	w7_d268e31463
also	w9_d268e31466
genommen,	w11_d268e31469
daß	w13_d268e31473
dessen	w15_d268e31476
rechter	w17_d268e31479
Flugel	w19_d268e31482
an	w21_d268e31485
dem	w23_d268e31488
Wald	w1_d268e31493
bey	w3_d268e31496
erwehntem	w5_d268e31499
Skalitz,	w7_d268e31502
der	w9_d268e31505
linke	w11_d268e31508
aber	w13_d268e31512
an	w15_d268e31515
die	w17_d268e31518
St.	w19_d268e31521
Wenceslai	w21_d268e31524
Capellen	w23_d268e31527
reichet,	w1_d268e31533
welche	w3_d268e31536
oberhalb	w5_d268e31539
Schonow	w7_d268e31542
liget.	w9_d268e31545
Während	w11_d268e31548
diesem	w13_d268e31552
feindlichen	w15_d268e31555
Mar	w17_d268e31558
sche	w1_d268e31563
ruckte	w3_d268e31566
der	w5_d268e31569
Obriste	w7_d268e31572
Vehla	w9_d268e31575
des	w11_d268e31578
Licaner=regiments	w13_d268e31582
mit	w15_d268e31585
seinem	w17_d268e31588
Corps	w19_d268e31591
dem	w21_d268e31594
Feind	w1_d268e31599
bis	w3_d268e31602
Jessenitz	w5_d268e31605
nach,	w7_d268e31608
und	w9_d268e31611
da	w11_d268e31614
aldorten	w13_d268e31618
in	w15_d268e31621
denen	w17_d268e31624
Wäldern	w19_d268e31627
und	w21_d268e31630
Anhö	w23_d268e31633
hen	w1_d268e31638
feindliche	w3_d268e31641
Jägers,	w5_d268e31644
und	w7_d268e31647
Frey=partheyen	w9_d268e31650
postiret	w11_d268e31653
waren,	w13_d268e31657
vertriebe	w15_d268e31660
er	w17_d268e31663
sol	w19_d268e31666
che	w1_d268e31672
mit	w3_d268e31675
Verlust	w5_d268e31678
vieler	w7_d268e31681
Todten	w9_d268e31684
aus	w11_d268e31687
ihren	w13_d268e31691
innen	w15_d268e31694
gehabten	w17_d268e31697
Posten,	w19_d268e31700
und	w21_d268e31703
behaup	w23_d268e31706
tete	w1_d268e31711
solche	w3_d268e31714
für	w5_d268e31717
sich,	w7_d268e31720
nachdeme	w9_d268e31723
seiner	w11_d268e31726
Seits	w13_d268e31730
nicht	w15_d268e31733
mehr	w17_d268e31736
dann	w19_d268e31739
2.	w21_d268e31742
Mann	w23_d268e31745
bleßiret	w25_d268e31749
worden.	w1_d268e31754
Eine	w3_d268e31757
besondere	w5_d268e31760
Colonne	w7_d268e31763
von	w9_d268e31766
des	w11_d268e31769
Feindes	w13_d268e31773
Armee	w15_d268e31776
hat	w17_d268e31779
sich	w19_d268e31782
mehrers	w21_d268e31785
rechter	w1_d268e31790
Hand,	w3_d268e31793
und	w5_d268e31796
zwar	w7_d268e31799
von	w9_d268e31802
Skalitz	w11_d268e31805
über	w13_d268e31809
Wolleschnitz	w15_d268e31812
nacher	w17_d268e31815
Wüst=kostoletz	w19_d268e31818
gewendet,	w1_d268e31824
von	w3_d268e31827
welcher	w5_d268e31830
allbereits	w7_d268e31833
die	w9_d268e31836
Avant=garde	w11_d268e31839
zu	w13_d268e31843
Starckstadt	w15_d268e31846
eingetroffen	w17_d268e31849
</p>
<p id="p16_d268e31854">
seyn	w1_d268e31858
solle.	w3_d268e31861
Allem	w5_d268e31864
Ansehen	w7_d268e31867
und	w9_d268e31870
Vermuten	w11_d268e31873
nach,	w13_d268e31877
mag	w15_d268e31880
des	w17_d268e31883
Feindes	w19_d268e31886
Absicht	w21_d268e31889
da	w23_d268e31892
hin	w1_d268e31897
abgegangen	w3_d268e31900
seyn,	w5_d268e31903
seinen	w7_d268e31906
Ruck=marsch	w9_d268e31909
über	w11_d268e31912
Trautenau	w13_d268e31916
zu	w15_d268e31919
nehmen,	w17_d268e31922
wann	w19_d268e31925
nicht	w1_d268e31930
durch	w3_d268e31933
die	w5_d268e31936
Position	w7_d268e31939
deren	w9_d268e31942
beeden	w11_d268e31945
unter	w13_d268e31949
dem	w15_d268e31952
General	w17_d268e31955
Laudohn	w19_d268e31958
und	w21_d268e31961
Jah	w23_d268e31964
nus	w1_d268e31970
stehenden	w3_d268e31973
Corpi	w5_d268e31976
diese	w7_d268e31979
Route	w9_d268e31982
demselben	w11_d268e31985
erschweret	w13_d268e31989
worden	w15_d268e31992
wäre.	w17_d268e31995
Be	w19_d268e31998
meldter	w1_d268e32003
General	w3_d268e32006
Laudohn	w5_d268e32009
zoge	w7_d268e32012
sich	w9_d268e32015
hierauf	w11_d268e32018
aus	w13_d268e32022
seinem	w15_d268e32025
zu	w17_d268e32028
Welsdorf	w19_d268e32031
genom	w21_d268e32034
menen	w1_d268e32039
Lager	w3_d268e32042
nacher	w5_d268e32045
Horzitska,	w7_d268e32048
um	w9_d268e32051
andurch	w11_d268e32054
sowol	w13_d268e32058
dieses	w15_d268e32061
des	w17_d268e32064
Feindes	w19_d268e32067
Absehen	w21_d268e32070
noch	w1_d268e32075
mehrers	w3_d268e32078
zu	w5_d268e32081
behinderen,	w7_d268e32084
als	w9_d268e32087
auch	w11_d268e32090
demselben	w13_d268e32094
von	w15_d268e32097
jener	w17_d268e32100
Seite	w19_d268e32103
sich	w21_d268e32106
besser	w23_d268e32109
zu	w25_d268e32113
näheren,	w1_d268e32119
und	w3_d268e32122
bey	w5_d268e32125
dieser	w7_d268e32128
Gelegenheit	w9_d268e32131
ihn	w11_d268e32134
desto	w13_d268e32138
füglicher	w15_d268e32141
zu	w17_d268e32144
beobachten,	w19_d268e32147
oder	w21_d268e32150
auch	w1_d268e32155
allenfalls	w3_d268e32158
einen	w5_d268e32161
Streich	w7_d268e32164
anzubringen.	w9_d268e32167
</p>
<p id="p18_d268e32170">
Den	w1_d268e32174
4.	w3_d268e32177
in	w5_d268e32180
aller	w7_d268e32183
Fruhe	w9_d268e32186
machte	w11_d268e32189
wiederholter	w13_d268e32193
General	w15_d268e32196
mit	w17_d268e32199
einem	w19_d268e32202
Theil	w21_d268e32205
seines	w1_d268e32210
unterhabenden	w3_d268e32213
Commando	w5_d268e32216
einen	w7_d268e32219
Versuch	w9_d268e32222
gegen	w11_d268e32225
den	w13_d268e32229
Feind,	w15_d268e32232
und	w17_d268e32235
atta	w19_d268e32238
quirte	w1_d268e32243
denselben	w3_d268e32246
in	w5_d268e32249
seinen	w7_d268e32252
Vortheilen,	w9_d268e32255
an	w11_d268e32258
denen	w13_d268e32262
ausser	w15_d268e32265
Skalitz	w17_d268e32268
gelegenen	w19_d268e32271
Anhöhen,	w1_d268e32277
so	w3_d268e32280
zur	w5_d268e32283
Bedeckung	w7_d268e32286
dessen	w9_d268e32289
Armee	w11_d268e32292
mit	w13_d268e32296
Jnfanterie	w15_d268e32299
und	w17_d268e32302
Canonen	w19_d268e32305
starl	w21_d268e32308
besetzet	w1_d268e32313
waren.	w3_d268e32316
Zu	w5_d268e32319
verschiedenen=malen	w7_d268e32322
wurde	w9_d268e32325
der	w11_d268e32328
Feind	w13_d268e32332
aus	w15_d268e32335
diesen	w17_d268e32338
sei	w19_d268e32341
nen	w1_d268e32346
Vortheilen	w3_d268e32349
mit	w5_d268e32352
sehr	w7_d268e32355
beträchtlichem	w9_d268e32358
Verlust	w11_d268e32361
verdrungen,	w13_d268e32365
und	w15_d268e32368
hinaus	w17_d268e32371
getrieben,	w1_d268e32376
bis	w3_d268e32379
endlichen	w5_d268e32382
solcher	w7_d268e32385
von	w9_d268e32388
der	w11_d268e32391
Armee	w13_d268e32395
aus	w15_d268e32398
eine	w17_d268e32401
zahl=reiche	w19_d268e32404
Verstär	w21_d268e32407
kung	w1_d268e32413
an	w3_d268e32416
Jnfanterie	w5_d268e32419
und	w7_d268e32422
Artillerie	w9_d268e32425
erhielte,	w11_d268e32428
somit	w13_d268e32432
denen	w15_d268e32435
Unserigen	w17_d268e32438
sich	w19_d268e32441
über	w21_d268e32444
legen	w1_d268e32449
fande,	w3_d268e32452
wo	w5_d268e32455
alsdann	w7_d268e32458
berührter	w9_d268e32461
General	w11_d268e32464
Laudohn,	w13_d268e32468
nachdeme	w15_d268e32471
derselbe	w17_d268e32474
seines	w1_d268e32479
Orts	w3_d268e32482
an	w5_d268e32485
TodtBleßirt	w7_d268e32488
und	w9_d268e32491
Verlornen	w11_d268e32494
bey	w13_d268e32498
140.	w15_d268e32501
Mann	w17_d268e32504
gezehlet,	w19_d268e32507
ohne	w1_d268e32512
mindester	w3_d268e32515
Beunruhigung,	w5_d268e32518
und	w7_d268e32521
in	w9_d268e32524
der	w11_d268e32527
besten	w13_d268e32531
Ordnung	w15_d268e32534
wiederum	w17_d268e32537
in	w19_d268e32540
sein	w21_d268e32543
Lager	w1_d268e32549
einruckte;	w3_d268e32552
bey	w5_d268e32555
welcher	w7_d268e32558
Attaque	w9_d268e32561
das	w11_d268e32564
ganze	w13_d268e32568
feindliche	w15_d268e32571
Lager	w17_d268e32574
in	w19_d268e32577
vollem	w21_d268e32580
Allarme	w1_d268e32585
geriehte.	w3_d268e32588
Ein	w5_d268e32591
anderes	w7_d268e32594
Commando	w9_d268e32597
von	w11_d268e32600
100.	w13_d268e32604
Pferden	w15_d268e32607
des	w17_d268e32610
Mo	w19_d268e32613
roczisch=vacanten	w1_d268e32618
Hussaren=regiments	w3_d268e32621
traffe	w5_d268e32624
zu	w7_d268e32627
Politz	w9_d268e32630
nämlichen	w11_d268e32633
Tags	w13_d268e32637
auf	w15_d268e32640
150.	w1_d268e32645
Preußische	w3_d268e32648
Hussaren	w5_d268e32651
des	w7_d268e32654
Weinerischen	w9_d268e32657
Regiments.	w11_d268e32660
Dieses	w13_d268e32664
fiele	w15_d268e32667
die	w17_d268e32670
feindliche	w1_d268e32676
Parthey	w3_d268e32679
an,	w5_d268e32682
hiebe	w7_d268e32685
viele	w9_d268e32688
darnieder,	w11_d268e32691
und	w13_d268e32695
machte	w15_d268e32698
14.	w17_d268e32701
Kriegsgefan	w19_d268e32704
gene;	w1_d268e32709
wobey	w3_d268e32712
diesseits	w5_d268e32715
1.	w7_d268e32718
Mann	w9_d268e32721
tobt	w11_d268e32724
bliebe,	w13_d268e32728
und	w15_d268e32731
2.	w17_d268e32734
bleßiret	w19_d268e32737
worden.	w21_d268e32740
Nach	w23_d268e32743
solcher	w1_d268e32748
Gestalten	w3_d268e32751
von	w5_d268e32754
dem	w7_d268e32757
Feinde	w9_d268e32760
gestrigen	w11_d268e32763
Tags	w13_d268e32767
abgeänderrer	w15_d268e32770
Stellung	w17_d268e32773
un	w19_d268e32776
ternahme	w1_d268e32781
der	w3_d268e32784
commandirende	w5_d268e32787
General=feld=marschall	w7_d268e32790
eine	w9_d268e32793
wiederholte	w11_d268e32796
Re	w13_d268e32800
cognoscirung.	w1_d268e32806
Es	w3_d268e32809
verfügte	w5_d268e32812
sich	w7_d268e32815
selber	w9_d268e32818
fruh	w11_d268e32821
Morgens	w13_d268e32825
durch	w15_d268e32828
das	w17_d268e32831
Lager	w19_d268e32834
über	w21_d268e32837
Ja	w23_d268e32840
romierz	w1_d268e32845
nacher	w3_d268e32848
Trzebeschow,	w5_d268e32851
und	w7_d268e32854
nahme	w9_d268e32857
das	w11_d268e32860
feindliche	w13_d268e32864
Lager	w15_d268e32867
in	w17_d268e32870
Augen=schein,	w19_d268e32873
des	w1_d268e32878
festen	w3_d268e32881
Vorhabent,	w5_d268e32884
den	w7_d268e32887
Feind	w9_d268e32890
Tags	w11_d268e32893
darauf	w13_d268e32897
anzugreiffen.	w15_d268e32900
Jedoch	w17_d268e32903
gegen	w19_d268e32906
theiliger	w1_d268e32911
Seits	w3_d268e32914
hatte	w5_d268e32917
man	w7_d268e32920
die	w9_d268e32923
Attaque	w11_d268e32926
des	w13_d268e32930
Generalfeldmarschallleute	w15_d268e32933
nant	w1_d268e32939
von	w3_d268e32942
Laudohn	w5_d268e32945
albereits	w7_d268e32948
als	w9_d268e32951
einen	w11_d268e32954
Vorboten	w13_d268e32958
einer	w15_d268e32961
nachdrücklichen	w17_d268e32964
Folge	w19_d268e32967
angesehen,	w1_d268e32972
dahero,	w3_d268e32975
wie	w5_d268e32978
bis	w7_d268e32981
nun	w9_d268e32984
zu	w11_d268e32987
jederzeit	w13_d268e32991
für	w15_d268e32994
diensamer	w17_d268e32997
ermessen,	w19_d268e33000
zu	w21_d268e33003
Vermeidung	w23_d268e33006
einer	w25_d268e33010
Haupt	w27_d268e33013
affaire,	w1_d268e33018
ehender	w3_d268e33021
das	w5_d268e33024
Lager	w7_d268e33027
abermalen	w9_d268e33030
aufzuheben.	w11_d268e33033
Solches	w13_d268e33037
beschahe	w15_d268e33040
noch	w17_d268e33043
den	w19_d268e33046
heutigen	w21_d268e33049
Vormittag,	w23_d268e33052
da	w1_d268e33057
sich	w3_d268e33060
der	w5_d268e33063
Feind	w7_d268e33066
mit	w9_d268e33069
der	w11_d268e33072
Armee	w13_d268e33076
auf	w15_d268e33079
die	w17_d268e33082
Anhöhen	w19_d268e33085
hinter	w21_d268e33088
Nachod	w23_d268e33091
gezogen,	w25_d268e33095
wobey	w27_d268e33098
die	w29_d268e33101
geflissentliche	w31_d268e33104
Begleitung	w1_d268e33110
von	w3_d268e33113
denen	w5_d268e33116
diesseitigen	w7_d268e33119
Hussaren	w9_d268e33122
und	w11_d268e33125
Croaten	w13_d268e33129
keines=wegs	w15_d268e33132
unterbliebe.	w17_d268e33135
Der	w19_d268e33138
Gene	w21_d268e33141
ral	w1_d268e33146
Jahnus	w3_d268e33149
setzte	w5_d268e33152
sich	w7_d268e33155
alsdann	w9_d268e33158
mit	w11_d268e33161
seinem	w13_d268e33165
Corps	w15_d268e33168
nacher	w17_d268e33171
Trautenau	w19_d268e33174
in	w21_d268e33177
Marsch,	w23_d268e33180
um	w25_d268e33184
die	w27_d268e33187
bey	w29_d268e33190
Wust	w31_d268e33193
losteletz	w1_d268e33198
stehende	w3_d268e33201
Colonne	w5_d268e33204
zu	w7_d268e33207
beobachten.	w9_d268e33210
Man	w11_d268e33213
hoffet	w13_d268e33217
also	w15_d268e33220
mit	w17_d268e33223
nächsten	w19_d268e33226
die	w21_d268e33229
gänzliche	w23_d268e33232
Befreyung	w25_d268e33236
dieses	w1_d268e33241
Königreichs	w3_d268e33244
zu	w5_d268e33247
vernehmen,	w7_d268e33250
folglichen	w9_d268e33253
den	w11_d268e33256
Feind	w13_d268e33260
ohne	w15_d268e33263
diesseitig	w17_d268e33266
erlittenen,	w19_d268e33269
so	w21_d268e33272
zu	w23_d268e33275
sagen,	w25_d268e33279
mindesten	w1_d268e33285
Verlust,	w3_d268e33288
in	w5_d268e33291
seinen	w7_d268e33294
vorigen	w9_d268e33297
Gränzen	w11_d268e33300
beschränket	w13_d268e33304
zu	w15_d268e33307
sehen.	w17_d268e33310
</p>
<head id="h2_d268e33351">
OURNAL	w1_d268e33355
Von	w1_d268e33360
der	w3_d268e33363
Kais.	w5_d268e33366
und	w7_d268e33369
des	w9_d268e33372
Reichs	w11_d268e33375
unter	w13_d268e33379
Commando	w15_d268e33382
des	w17_d268e33385
Herrn	w19_d268e33388
Pfalz	w21_d268e33391
grafens	w23_d268e33394
zu	w1_d268e33399
Zweybrücken	w3_d268e33402
Durchl.	w5_d268e33405
stehenden	w7_d268e33408
Armee,	w9_d268e33411
aus	w11_d268e33414
dem	w13_d268e33418
Haupt=quartier	w15_d268e33421
Töplitz,	w17_d268e33424
vom	w1_d268e33430
30.	w3_d268e33433
Julii	w5_d268e33436
bis	w7_d268e33439
2.	w9_d268e33442
Augusti,	w11_d268e33445
1758.	w13_d268e33449
</head>
<p id="p4_d268e33452">
Den	w1_d268e33456
30.	w3_d268e33459
ist	w5_d268e33462
die	w7_d268e33465
Armee	w9_d268e33468
aus	w11_d268e33471
dem	w13_d268e33475
Lager	w15_d268e33478
bey	w17_d268e33481
Dux	w19_d268e33484
aufgebrochen,	w21_d268e33487
und	w23_d268e33490
hat	w25_d268e33494
das	w27_d268e33497
vor	w29_d268e33500
hiesiger	w31_d268e33503
Stadt	w33_d268e33506
ausgesteckte	w1_d268e33511
Lager	w3_d268e33514
bezogen,	w5_d268e33517
wo	w7_d268e33520
eben	w9_d268e33523
die	w11_d268e33526
vorhin	w13_d268e33530
bey	w15_d268e33533
Billin	w17_d268e33536
gestandene	w19_d268e33539
Trupen	w21_d268e33542
schon	w23_d268e33545
einge	w25_d268e33549
rucket	w1_d268e33554
waren.	w3_d268e33557
Die	w5_d268e33560
ganze	w7_d268e33563
Armee	w9_d268e33566
campiret	w11_d268e33569
dermalen	w13_d268e33573
in	w15_d268e33576
zwey	w17_d268e33579
Treffen,	w19_d268e33582
wovon	w21_d268e33585
der	w23_d268e33588
rechte	w25_d268e33592
Flügel	w27_d268e33595
sich	w1_d268e33601
gegen	w3_d268e33604
der	w5_d268e33607
Strasse	w7_d268e33610
von	w9_d268e33613
