<doc id="wr_1762-03-24" attrs="word" year="1762" month="03" day="24" corpus="2">
<head id="h2_d641e3335">
Cadir	w1_d641e3339
der	w5_d641e14201
sogenannten	w7_d641e14204
Hohenwart	w9_d641e14207
15.	w11_d641e14210
Joch	w1_d641e14215
Aecker	w3_d641e14218
bey	w5_d641e14221
Gersthof.	w7_d641e14224
Wem	w9_d641e14227
etwas	w11_d641e14230
hievon	w13_d641e14234
zu	w1_d641e14239
erkauffen	w3_d641e14242
beliebig	w5_d641e14245
wäre,	w7_d641e14248
hat	w9_d641e14251
sich	w11_d641e14254
im	w13_d641e14258
Collerischen	w15_d641e14261
Haus,	w1_d641e14267
worinnen	w3_d641e14270
die	w5_d641e14273
St.	w7_d641e14276
Stanislai=capelle	w9_d641e14279
ist,	w11_d641e14282
im	w1_d641e14287
dritten	w3_d641e14290
Stock	w5_d641e14293
anzumelden.	w7_d641e14296
</p>
<p id="p18_d641e14299">
Auf	w1_d641e14303
Verordnung	w3_d641e14306
einer	w5_d641e14309
Hochlöbl.	w7_d641e14312
N.	w9_d641e14315
Oe.	w11_d641e14318
Re	w13_d641e14322
gierung	w1_d641e14327
werden	w3_d641e14330
den	w5_d641e14333
26.	w7_d641e14336
Martii	w9_d641e14339
in	w11_d641e14342
dem	w13_d641e14346
Domini	w15_d641e14349
caner=haus	w1_d641e14354
hinter	w3_d641e14357
der	w5_d641e14360
Dominicaner=kirche	w7_d641e14363
Vor	w9_d641e14366
mittags	w1_d641e14372
von	w3_d641e14375
9.	w5_d641e14378
bis	w7_d641e14381
12.	w9_d641e14384
und	w11_d641e14387
Nachmittags	w13_d641e14391
von	w15_d641e14394
3.	w17_d641e14397
bis	w1_d641e14402
6.	w3_d641e14405
Uhr	w5_d641e14408
und	w7_d641e14411
folgende	w9_d641e14414
Täge	w11_d641e14417
darauf	w13_d641e14421
rote	w15_d641e14424
und	w17_d641e14427
weisse	w1_d641e14432
Oesterreicher	w3_d641e14435
wein	w5_d641e14438
samt	w7_d641e14441
Vässern	w9_d641e14444
mit	w11_d641e14447
eise	w13_d641e14451
nen	w1_d641e14456
Banden,	w3_d641e14459
lauter	w5_d641e14462
1746.	w7_d641e14465
55	w9_d641e14468
56.	w11_d641e14471
57.	w13_d641e14475
und	w15_d641e14478
584er	w17_d641e14481
Krinzinger=gewächs	w1_d641e14487
in	w3_d641e14490
groß	w5_d641e14493
und	w7_d641e14496
kleinen	w9_d641e14499
Vässern,	w11_d641e14502
wie	w1_d641e14507
auch	w3_d641e14510
leere	w5_d641e14513
Vaß	w7_d641e14516
dem	w9_d641e14519
Meistbietenden	w11_d641e14522
gegen	w13_d641e14526
baarer	w1_d641e14531
Bezahlung	w3_d641e14534
hindann	w5_d641e14537
gegeben	w7_d641e14540
werden.	w9_d641e14543
</p>
<p id="p20_d641e14546">
Es	w1_d641e14550
wird	w3_d641e14553
hiemit	w5_d641e14556
jedermänniglich	w7_d641e14559
zu	w9_d641e14562
wissen	w11_d641e14565
gema	w13_d641e14569
chet,	w1_d641e14574
wasgestalten	w3_d641e14577
auf	w5_d641e14580
schriftlich	w7_d641e14583
beschehenes	w9_d641e14586
An	w11_d641e14589
langen	w1_d641e14594
des	w3_d641e14597
Stuschischen	w5_d641e14600
Hrn.	w7_d641e14603
Curatoris	w9_d641e14606
ad	w11_d641e14609
actum	w13_d641e14613
die	w1_d641e14619
Stuschische	w3_d641e14622
Behausung	w5_d641e14625
zu	w7_d641e14628
Döbling	w9_d641e14631
den	w11_d641e14634
27.	w13_d641e14638
Martii	w1_d641e14643
fruh	w3_d641e14646
um	w5_d641e14649
9	w7_d641e14652
Uhr	w9_d641e14655
gegen	w11_d641e14658
baarer	w13_d641e14662
Bezahlung	w15_d641e14665
bey	w1_d641e14670
dem	w3_d641e14673
allhiesig	w5_d641e14676
Löbl	w7_d641e14679
Stadt=raht	w9_d641e14682
licitando	w11_d641e14685
ver	w13_d641e14689
kauffet	w1_d641e14694
werden,	w3_d641e14697
wessentwegen	w5_d641e14700
sich	w7_d641e14703
die	w9_d641e14706
hervorthu	w11_d641e14709
ende	w1_d641e14715
Kauffere	w3_d641e14718
allda	w5_d641e14721
anzumelden	w7_d641e14724
belieben.	w9_d641e14727
</p>
<p id="p22_d641e14730">
Den	w1_d641e14734
30.	w3_d641e14737
April	w5_d641e14740
dies	w7_d641e14743
lauffend	w9_d641e14746
1764sten	w11_d641e14749
Jahrs	w13_d641e14753
in	w15_d641e14756
der	w1_d641e14761
Fruhe	w3_d641e14764
um	w5_d641e14767
9.	w7_d641e14770
Uhr	w9_d641e14773
wird	w11_d641e14776
auf	w13_d641e14780
gerithtl	w15_d641e14783
Verordnung	w17_d641e14786
in	w1_d641e14791
dem	w3_d641e14794
Markt	w5_d641e14797
Pulkau	w7_d641e14800
auf	w9_d641e14803
dem	w11_d641e14806
Raht=haus	w13_d641e14810
des	w15_d641e14813
</p>
<p id="p24_d641e14819">
Franz	w1_d641e14823
Schranzhofer,	w3_d641e14826
aldasig=Burgerl.	w5_d641e14829
Handels	w7_d641e14832
mann,	w1_d641e14837
Behausung,	w3_d641e14840
samt	w5_d641e14843
darauf	w7_d641e14846
klebender	w9_d641e14849
Han	w11_d641e14852
dlungs=gerechtigkeit	w1_d641e14857
licitando	w3_d641e14860
plus	w5_d641e14863
offerenti	w7_d641e14866
ver	w9_d641e14869
kauffet	w1_d641e14875
werden,	w3_d641e14878
wer	w5_d641e14881
demnach	w7_d641e14884
solche	w9_d641e14887
zu	w11_d641e14890
erkauffen	w13_d641e14894
Be	w15_d641e14897
lieben	w1_d641e14902
traget,	w3_d641e14905
wolle	w5_d641e14908
sich	w7_d641e14911
zu	w9_d641e14914
bestimmter	w11_d641e14917
Zeit	w13_d641e14921
allda	w15_d641e14924
einfinden.	w1_d641e14929
</p>
<p id="p26_d641e14932">
Von	w1_d641e14936
der	w3_d641e14939
N.	w5_d641e14942
Oe.	w7_d641e14945
Regierung	w9_d641e14948
wegen,	w11_d641e14951
wird	w13_d641e14955
mit	w15_d641e14958
gegenwärtig	w1_d641e14963
offenem	w3_d641e14966
Edict	w5_d641e14969
jedermänniglich,	w7_d641e14972
wol	w1_d641e14977
An	w3_d641e14980
als	w5_d641e14983
Abwesenden,	w7_d641e14986
deme	w9_d641e14989
daran	w11_d641e14992
gelegen,	w13_d641e14996
kund	w1_d641e15002
und	w3_d641e15005
zu	w5_d641e15008
wissen	w7_d641e15011
gemacht:	w9_d641e15014
Es	w11_d641e15017
habe	w13_d641e15021
Regierung	w15_d641e15024
nach	w1_d641e15029
erfolgt	w3_d641e15032
tödtlichen	w5_d641e15035
Hintritt	w7_d641e15038
des	w9_d641e15041
gewesten	w11_d641e15044
Cas	w13_d641e15048
siers	w1_d641e15053
in	w3_d641e15056
dem	w5_d641e15059
alhiesigen	w7_d641e15062
Teutschen	w9_d641e15065
Theatro	w11_d641e15068
An	w13_d641e15072
ton	w1_d641e15077
Reyberger,	w3_d641e15080
und	w5_d641e15083
dessen	w7_d641e15086
Ehewirtin	w9_d641e15089
auf	w11_d641e15092
Anlan	w13_d641e15096
gen	w1_d641e15102
des	w3_d641e15105
über	w5_d641e15108
die	w7_d641e15111
ruckgelassene	w9_d641e15114
5.	w11_d641e15117
minder	w13_d641e15121
jährige	w15_d641e15124
Kinder	w1_d641e15129
gerichtl.	w3_d641e15132
verordneten	w5_d641e15135
Curatoris	w7_d641e15138
ad	w9_d641e15141
actum	w11_d641e15144
Jodoc	w1_d641e15149
Joseph	w3_d641e15152
Butt,	w5_d641e15155
J.	w7_d641e15158
U.	w9_d641e15161
D.	w11_d641e15164
auch	w13_d641e15168
Hof	w15_d641e15171
und	w17_d641e15174
Gerichts=advocatens	w1_d641e15179
zu	w3_d641e15182
Erfindung	w5_d641e15185
des	w7_d641e15188
etwa	w9_d641e15191
vor	w11_d641e15194
handenen	w1_d641e15200
Æris	w3_d641e15203
alieni,	w5_d641e15206
folgends	w7_d641e15209
auch	w9_d641e15212
zu	w11_d641e15215
sicherer	w13_d641e15219
Abhandlung	w1_d641e15224
der	w3_d641e15227
Verlassenschaft	w5_d641e15230
für	w7_d641e15233
nöhtig	w9_d641e15236
befun	w11_d641e15239
den,	w1_d641e15244
die	w3_d641e15247
sammentliche,	w5_d641e15250
sowol	w7_d641e15253
in	w9_d641e15256
als	w11_d641e15259
ausser	w13_d641e15263
Land	w15_d641e15266
befindliche	w1_d641e15271
Reybergerische	w3_d641e15274
Glaubigere	w5_d641e15277
zu	w7_d641e15280
Anmeld	w9_d641e15283
und	w1_d641e15289
Liquidirung	w3_d641e15292
ihrer	w5_d641e15295
an	w7_d641e15298
wiederholte	w9_d641e15301
Reyberge	w11_d641e15304
rische	w1_d641e15309
Verlassenschaft	w3_d641e15312
zu	w5_d641e15315
stellen	w7_d641e15318
habenden	w9_d641e15321
Sprüch	w11_d641e15324
und	w1_d641e15329
Forderungen	w3_d641e15332
gerichtlich	w5_d641e15335
vorzuladen,	w7_d641e15338
und	w9_d641e15341
ein	w11_d641e15344
zuberuffen;	w1_d641e15349
zu	w3_d641e15352
welchem	w5_d641e15355
Ende	w7_d641e15358
denenselben	w9_d641e15361
der	w11_d641e15364
23.	w13_d641e15368
Tag	w1_d641e15374
des	w3_d641e15377
künftigen	w5_d641e15380
Monats	w7_d641e15383
April	w9_d641e15386
Nachmittags	w11_d641e15389
um	w1_d641e15394
3.	w3_d641e15397
Uhr	w5_d641e15400
zur	w7_d641e15403
gewöhnlichen	w9_d641e15406
Convocations	w11_d641e15409
und	w13_d641e15413
Anmeldungs=tagsatzung	w1_d641e15418
zu	w3_d641e15421
all	w5_d641e15424
endlicher	w7_d641e15427
Frist	w9_d641e15430
an	w11_d641e15433
beraumet	w1_d641e15438
worden.	w3_d641e15441
Solchemnach	w5_d641e15444
werden	w7_d641e15447
alle	w9_d641e15450
und	w11_d641e15453
jede,	w1_d641e15459
welche	w3_d641e15462
bey	w5_d641e15465
gedacht	w7_d641e15468
deren	w9_d641e15471
Reybergerischen	w11_d641e15474
Conleuten	w1_d641e15479
Verlassenschaft	w3_d641e15482
um	w5_d641e15485
rechtmäßiger	w7_d641e15488
For	w9_d641e15491
derung=willen	w1_d641e15496
einige	w3_d641e15499
Sprüch	w5_d641e15502
haben,	w7_d641e15505
oder	w9_d641e15508
zu	w11_d641e15511
ha	w13_d641e15515
ben	w1_d641e15520
vermeinen,	w3_d641e15523
an	w5_d641e15526
obbestimmten	w7_d641e15529
Tag	w9_d641e15532
und	w11_d641e15535
Stund	w13_d641e15539
vor	w1_d641e15545
Regierung	w3_d641e15548
in	w5_d641e15551
der	w7_d641e15554
daselbst	w9_d641e15557
zu	w11_d641e15560
solchem	w13_d641e15564
Ende	w15_d641e15567
offen	w1_d641e15572
haltenden	w3_d641e15575
Commißions=stuben	w5_d641e15578
entweder	w7_d641e15581
selbst	w1_d641e15586
persönlich,	w3_d641e15589
oder	w5_d641e15592
durch	w7_d641e15595
hierzu	w9_d641e15598
genugsam	w11_d641e15601
ge	w13_d641e15605
vollmächtigte	w1_d641e15610
Gewelt=tragere	w3_d641e15613
also	w5_d641e15616
gewiß	w7_d641e15619
zu	w9_d641e15622
erschel	w11_d641e15625
nen,	w1_d641e15631
und	w3_d641e15634
ihre	w5_d641e15637
an	w7_d641e15640
solche	w9_d641e15643
Verlassenschaft	w11_d641e15646
habende	w13_d641e15650
Anforderungen	w1_d641e15655
anzumelden,	w3_d641e15658
auch	w5_d641e15661
rechtlich	w7_d641e15664
zu	w9_d641e15667
li	w11_d641e15670
quidiren	w1_d641e15675
haben,	w3_d641e15678
als	w5_d641e15681
im	w7_d641e15684
widrigen	w9_d641e15687
die	w11_d641e15690
Abhandlung	w13_d641e15694
gleichwolen	w1_d641e15699
vorgenommen,	w3_d641e15702
und	w5_d641e15705
ungehindert	w7_d641e15708
de	w9_d641e15711
ren	w1_d641e15717
etwa	w3_d641e15720
vorhandenen	w5_d641e15723
Glaubigern,	w7_d641e15726
so	w9_d641e15729
sich	w11_d641e15732
mit	w13_d641e15736
ihren	w1_d641e15741
Anforderungen	w3_d641e15744
in	w5_d641e15747
bestimmter	w7_d641e15750
Zeit	w9_d641e15753
nicht	w11_d641e15756
an	w13_d641e15760
gemeldet,	w1_d641e15765
solche	w3_d641e15768
Verlassenschaft	w5_d641e15771
denen	w7_d641e15774
rechtmäs	w9_d641e15777
sigen	w1_d641e15782
Reybergerischen	w3_d641e15785
Erben	w5_d641e15788
eingeantwortet,	w7_d641e15791
auch	w9_d641e15794
ansonsten	w1_d641e15800
ex	w3_d641e15803
officio	w5_d641e15806
vorgekehret	w7_d641e15809
werden	w9_d641e15812
solle,	w11_d641e15815
was	w13_d641e15819
Rechtens	w1_d641e15824
ist.	w3_d641e15827
Wornach	w5_d641e15830
sich	w7_d641e15833
also	w9_d641e15836
ein	w11_d641e15839
jeder	w13_d641e15843
zu	w15_d641e15846
rich	w17_d641e15849
en	w1_d641e15854
wissen	w3_d641e15857
wird.	w5_d641e15860
</p>
<p id="p28_d641e15863">
Von	w1_d641e15867
Seiten	w3_d641e15870
des	w5_d641e15873
Platzischen	w7_d641e15876
Jnfanterieregi	w9_d641e15879
ments	w1_d641e15884
wird	w3_d641e15887
hiemit	w5_d641e15890
allen	w7_d641e15893
denjenigen,	w9_d641e15896
welche	w11_d641e15899
an	w13_d641e15903
des	w1_d641e15908
nämlichen	w3_d641e15911
Regiments	w5_d641e15914
gewesenen	w7_d641e15917
Herrn	w9_d641e15920
Oberst	w11_d641e15923
wachtmeisters	w1_d641e15929
Fürstens	w3_d641e15932
v.	w5_d641e15935
Lobkowitz	w7_d641e15938
einige	w9_d641e15941
Sprüch	w11_d641e15944
und	w1_d641e15949
Anforderungen	w3_d641e15952
haben,	w5_d641e15955
oder	w7_d641e15958
zu	w9_d641e15961
haben	w11_d641e15964
ver	w13_d641e15968
meinen,	w1_d641e15973
kund	w3_d641e15976
und	w5_d641e15979
zu	w7_d641e15982
wissen	w9_d641e15985
gemacht:	w11_d641e15988
daß	w13_d641e15992
selbes	w15_d641e15995
die	w1_d641e16000
Abhandlung	w3_d641e16003
dessen	w5_d641e16006
ruckgelassenen	w7_d641e16009
Vermögens	w9_d641e16012
vorzunehmen	w1_d641e16018
beschlossen,	w3_d641e16021
mithin	w5_d641e16024
jeder	w7_d641e16027
Creditor	w9_d641e16030
</p>
<p id="p34_d641e16043">
von	w1_d641e16047
untem	w3_d641e16050
gesetzten	w5_d641e16053
Dato	w7_d641e16056
an,	w9_d641e16059
innerhalb	w11_d641e16062
6.	w13_d641e16066
Wo	w15_d641e16069
chen	w1_d641e16074
und	w3_d641e16077
3.	w5_d641e16080
Tägen	w7_d641e16083
sich	w9_d641e16086
entweder	w11_d641e16089
bey	w13_d641e16093
gedacht=Löbl.	w15_d641e16096
Regiment,	w1_d641e16101
oder	w3_d641e16104
dessen	w5_d641e16107
bestellten	w7_d641e16110
Agenten	w9_d641e16113
Herrn	w11_d641e16116
Jacob	w1_d641e16122
Anton	w3_d641e16125
Gregori	w5_d641e16128
von	w7_d641e16131
Romendorf	w9_d641e16134
behörig,	w11_d641e16137
und	w1_d641e16142
um	w3_d641e16145
so	w5_d641e16148
gewisser	w7_d641e16151
anmelden,	w9_d641e16154
und	w11_d641e16157
seine	w13_d641e16161
vermeinte	w15_d641e16164
Forderung	w1_d641e16169
in	w3_d641e16172
persona,	w5_d641e16175
oder	w7_d641e16178
durch	w9_d641e16181
genugsam	w11_d641e16184
be	w13_d641e16188
vollmächtigte	w1_d641e16193
Gewalt=tragere	w3_d641e16196
Rechtserforder	w5_d641e16199
lich	w1_d641e16205
erproben,	w3_d641e16208
und	w5_d641e16211
liquidiren	w7_d641e16214
solle;	w9_d641e16217
als	w11_d641e16220
im	w13_d641e16224
wi	w15_d641e16227
drigen,	w1_d641e16232
und	w3_d641e16235
nach	w5_d641e16238
Verlauf	w7_d641e16241
dieser	w9_d641e16244
pro	w11_d641e16247
1mo.	w13_d641e16251
2do.	w15_d641e16254
&	w1_d641e16259
3tio	w3_d641e16262
Termino	w5_d641e16265
peremptorio	w7_d641e16268
bestimmter	w9_d641e16271
Zeit	w11_d641e16274
keiner	w1_d641e16279
mehr	w3_d641e16282
gehöret,	w5_d641e16285
sondern	w7_d641e16288
hiermit	w9_d641e16291
cum	w11_d641e16294
onere	w13_d641e16298
perpetui	w1_d641e16304
silentii	w3_d641e16307
abgewiesen,	w5_d641e16310
und	w7_d641e16313
diese	w9_d641e16316
Verlas	w11_d641e16319
senschaft	w1_d641e16324
der	w3_d641e16327
Ordnung	w5_d641e16330
nach	w7_d641e16333
abgehandlet	w9_d641e16336
werden	w11_d641e16339
wird.	w1_d641e16344
Wien	w3_d641e16347
den	w5_d641e16350
15.	w7_d641e16353
Martii	w9_d641e16356
1762.	w11_d641e16359
</p>
<p id="p36_d641e16363">
Den	w1_d641e16367
1.	w3_d641e16370
April	w5_d641e16373
dieses	w7_d641e16376
1762.	w9_d641e16379
Jahrs	w11_d641e16382
wird	w13_d641e16386
die	w15_d641e16389
von	w17_d641e16392
Garnierisehe	w1_d641e16397
zu	w3_d641e16400
Hernals	w5_d641e16403
ligende	w7_d641e16406
Behausung,	w9_d641e16409
samt	w11_d641e16412
Stallung,	w1_d641e16417
Garten	w3_d641e16420
und	w5_d641e16423
übrigen	w7_d641e16426
Zugehörungen	w9_d641e16429
fruh	w1_d641e16435
um	w3_d641e16438
9.	w5_d641e16441
Uhr	w7_d641e16444
in	w9_d641e16447
des	w11_d641e16450
allhiesigen	w13_d641e16454
Burgerspi	w15_d641e16457
tals	w1_d641e16462
Grund=stuben	w3_d641e16465
dem	w5_d641e16468
Meistbietenden	w7_d641e16471
hindann	w9_d641e16474
gelassen	w1_d641e16479
werden.	w3_d641e16482
</p>
<p id="p38_d641e16485">
Wir	w1_d641e16489
N.	w3_d641e16492
N	w5_d641e16495
Superintendenten	w7_d641e16498
und	w9_d641e16501
Spitlmei	w11_d641e16504
ster	w1_d641e16509
der	w3_d641e16512
Burger	w5_d641e16515
Spital	w7_d641e16518
in	w9_d641e16521
Wien,	w11_d641e16524
geben	w13_d641e16528
hiemit	w15_d641e16531
jedermänniglich	w1_d641e16536
zu	w3_d641e16539
vernehmen,	w5_d641e16542
daß	w7_d641e16545
alle	w9_d641e16548
diejenige,	w11_d641e16551
so	w1_d641e16557
an	w3_d641e16560
dem	w5_d641e16563
von	w7_d641e16566
diesseitigen	w9_d641e16569
Grund=buch	w11_d641e16572
den	w13_d641e16576
8.	w15_d641e16579
Febr.	w1_d641e16584
1732.	w3_d641e16587
auf	w5_d641e16590
des	w7_d641e16593
Herrn	w9_d641e16596
Andrä	w11_d641e16599
Widmann,	w13_d641e16603
Burgerl.	w1_d641e16608
Fleischhackers	w3_d641e16611
&	w5_d641e16614
Theresiæ	w7_d641e16617
uxoris	w9_d641e16620
ver	w11_d641e16623
gwöhrt	w1_d641e16628
nunmehro	w3_d641e16631
seiner	w5_d641e16634
anderten	w7_d641e16637
Ehe=wirtin	w9_d641e16640
Maria	w1_d641e16646
Theresia	w3_d641e16649
Reisin,	w5_d641e16652
vormals	w7_d641e16655
verehelichter	w9_d641e16658
Gouttoin	w1_d641e16663
angediehenes	w3_d641e16666
Haus	w5_d641e16669
in	w7_d641e16672
der	w9_d641e16675
Gartner	w11_d641e16678
gassen	w1_d641e16683
auf	w3_d641e16686
der	w5_d641e16689
Land=strassen	w7_d641e16692
für	w9_d641e16695
Herrn	w11_d641e16698
Matthiam	w13_d641e16702
Ledermüller,	w1_d641e16707
Kaiserl	w3_d641e16710
Arcieren	w5_d641e16713
pr.	w7_d641e16716
150	w9_d641e16719
fl	w11_d641e16722
ausge	w13_d641e16726
fertigt	w1_d641e16732
von	w3_d641e16735
gedachter	w5_d641e16738
Frau	w7_d641e16741
Reisin	w9_d641e16744
zu	w11_d641e16747
caßiren	w13_d641e16751
gebetten,	w1_d641e16756
und	w3_d641e16759
in	w5_d641e16762
Original	w7_d641e16765
eingelegt=bezahlt	w9_d641e16768
seyn	w11_d641e16771
sollenden	w1_d641e16776
Satz=brief	w3_d641e16779
etwa	w5_d641e16782
einige	w7_d641e16785
Sprüch,	w9_d641e16788
und	w11_d641e16791
Forderungen	w1_d641e16796
haben,	w3_d641e16799
oder	w5_d641e16802
zu	w7_d641e16805
stellen	w9_d641e16808
vermeinen,	w11_d641e16811
von	w1_d641e16817
heut	w3_d641e16820
Dato	w5_d641e16823
inner	w7_d641e16826
1.	w9_d641e16829
Jahr,	w11_d641e16832
6.	w13_d641e16836
Wochen,	w15_d641e16839
und	w17_d641e16842
3.	w1_d641e16847
Täg	w3_d641e16850
bey	w5_d641e16853
dem	w7_d641e16856
Wienerischen	w9_d641e16859
Burgerspitals	w11_d641e16862
grund=buch	w1_d641e16867
sub	w3_d641e16870
1mo.	w5_d641e16873
2do.	w7_d641e16876
&	w9_d641e16879
3tio	w11_d641e16882
Termino	w13_d641e16886
also	w15_d641e16889
gewiß	w1_d641e16894
zu	w3_d641e16897
erscheinen,	w5_d641e16900
und	w7_d641e16903
darzu	w9_d641e16906
sich	w11_d641e16909
legitimiren,	w13_d641e16913
unter	w1_d641e16919
einstens	w3_d641e16922
auch	w5_d641e16925
ihre	w7_d641e16928
Forderung	w9_d641e16931
zu	w11_d641e16934
liquidiren	w13_d641e16938
haben,	w1_d641e16943
wie	w3_d641e16946
im	w5_d641e16949
widrigen,	w7_d641e16952
und	w9_d641e16955
in	w11_d641e16958
nicht	w13_d641e16962
Erschei	w15_d641e16965
nungs=fall	w1_d641e16970
quæstionirter	w3_d641e16973
Satz=brief	w5_d641e16976
auf	w7_d641e16979
Anlangen	w9_d641e16982
caßiret,	w1_d641e16987
und	w3_d641e16990
darüberhin	w5_d641e16993
niemand	w7_d641e16996
mehr	w9_d641e16999
angehöret,	w11_d641e17002
sondern	w1_d641e17008
denen	w3_d641e17011
Ausbleibenden	w5_d641e17014
das	w7_d641e17017
ewige	w9_d641e17020
Still	w11_d641e17023
schweigen	w1_d641e17028
auserleget	w3_d641e17031
werden	w5_d641e17034
würde.	w7_d641e17037
Datum	w9_d641e17040
Wien	w1_d641e17045
den	w3_d641e17048
25.	w5_d641e17051
Junii	w7_d641e17054
1761.	w9_d641e17057
</p>
<p id="p40_d641e17062">
Von	w1_d641e17066
der	w3_d641e17069
K.	w5_d641e17072
K.	w7_d641e17075
N.	w9_d641e17078
Oe.	w11_d641e17081
Regierung	w13_d641e17085
wegen,	w15_d641e17088
wird	w1_d641e17093
mit	w3_d641e17096
gegenwärtig	w5_d641e17099
offenem	w7_d641e17102
Edict	w9_d641e17105
jederman	w11_d641e17108
niglich,	w1_d641e17113
sowol	w3_d641e17116
An	w5_d641e17119
als	w7_d641e17122
Abwesenden,	w9_d641e17125
deme	w11_d641e17128
daran	w13_d641e17132
gelegen,	w1_d641e17138
kund	w3_d641e17141
und	w5_d641e17144
zu	w7_d641e17147
wissen	w9_d641e17150
gemacht:	w11_d641e17153
Es	w13_d641e17157
habe	w15_d641e17160
Regierung	w1_d641e17165
zu	w3_d641e17168
dermaleinstiger	w5_d641e17171
Beendigung	w7_d641e17174
der	w9_d641e17177
bereits	w1_d641e17182
vorlängst	w3_d641e17185
über	w5_d641e17188
des	w7_d641e17191
Adraham	w9_d641e17194
Ulmo:	w11_d641e17197
gewe	w13_d641e17201
sten	w1_d641e17206
Hof=juden	w3_d641e17209
ruckgelassene	w5_d641e17212
Verlassenschafts	w7_d641e17215
vermögen	w1_d641e17221
gerichtlich	w3_d641e17224
anhängig	w5_d641e17227
gewordene	w7_d641e17230
Concurs	w9_d641e17233
handlung	w1_d641e17238
dessen	w3_d641e17241
sowol	w5_d641e17244
in	w7_d641e17247
als	w9_d641e17250
ausser	w11_d641e17253
Land	w13_d641e17257
befind	w15_d641e17260
liche	w1_d641e17265
Glaubigere	w3_d641e17268
zu	w5_d641e17271
Anmeld	w7_d641e17274
und	w9_d641e17277
Liquidirung	w11_d641e17280
ih	w13_d641e17284
</p>
<p id="p42_d641e17287">
rer	w1_d641e17291
an	w3_d641e17294
obbemeldten	w5_d641e17297
Abraham	w7_d641e17300
Ulmo	w9_d641e17303
annoch	w11_d641e17306
zu	w13_d641e17310
stel	w15_d641e17313
leu	w1_d641e17318
habenden,	w3_d641e17321
und	w5_d641e17324
nicht	w7_d641e17327
allbereits	w9_d641e17330
durch	w11_d641e17333
diese	w13_d641e17337
Zeit	w1_d641e17342
hindurch	w3_d641e17345
getilgten	w5_d641e17348
Forderungen	w7_d641e17351
einzuberuf	w9_d641e17354
fen	w1_d641e17360
für	w3_d641e17363
nöhtig	w5_d641e17366
erachtet,	w7_d641e17369
zu	w9_d641e17372
welchem	w11_d641e17375
Ende	w13_d641e17379
dann	w15_d641e17382
denenselben	w1_d641e17387
der	w3_d641e17390
21.	w5_d641e17393
April	w7_d641e17396
dies	w9_d641e17399
Jahrs	w11_d641e17402
Nachmit	w13_d641e17406
tag	w1_d641e17411
um	w3_d641e17414
4.	w5_d641e17417
Uhr	w7_d641e17420
zur	w9_d641e17423
gewöhnlichen	w11_d641e17426
Tagsatzung	w13_d641e17430
für	w15_d641e17433
die	w1_d641e17438
erst	w3_d641e17441
andert	w5_d641e17444
und	w7_d641e17447
dritte	w9_d641e17450
auch	w11_d641e17453
allendliche	w13_d641e17457
Frist	w15_d641e17460
sub	w1_d641e17466
Clausula	w3_d641e17469
præclusi	w5_d641e17472
anberaumet	w7_d641e17475
worden.	w9_d641e17478
Sol	w11_d641e17481
chemnach	w1_d641e17486
werden	w3_d641e17489
alle	w5_d641e17492
und	w7_d641e17495
jede,	w9_d641e17498
welche	w11_d641e17501
an	w13_d641e17505
gedach	w15_d641e17508
tem	w1_d641e17513
Abraham	w3_d641e17516
Ulmo,	w5_d641e17519
ex	w7_d641e17522
quacunque	w9_d641e17525
causa	w11_d641e17528
vel	w13_d641e17532
titulo	w1_d641e17537
annoch	w3_d641e17540
einige	w5_d641e17543
Spaüche	w7_d641e17546
und	w9_d641e17549
Forderungen	w11_d641e17552
haben,	w1_d641e17558
oder	w3_d641e17561
zu	w5_d641e17564
haben	w7_d641e17567
vermeinen,	w9_d641e17570
am	w11_d641e17573
obbestim	w13_d641e17577
ten	w1_d641e17582
Tag	w3_d641e17585
und	w5_d641e17588
Stund	w7_d641e17591
vor	w9_d641e17594
Regierung	w11_d641e17597
in	w13_d641e17601
der	w15_d641e17604
daselbst	w17_d641e17607
zu	w1_d641e17612
solchem	w3_d641e17615
Ende	w5_d641e17618
offen	w7_d641e17621
hattenden	w9_d641e17624
Commißions	w11_d641e17627
stube	w1_d641e17632
entweder	w3_d641e17635
selbst	w5_d641e17638
persönlich,	w7_d641e17641
oder	w9_d641e17644
durch	w11_d641e17647
hiezu	w13_d641e17651
genugsame	w1_d641e17657
bevollmächtigte	w3_d641e17660
Gewalts	w5_d641e17663
tragere	w7_d641e17666
also	w9_d641e17669
gewiß	w1_d641e17674
zu	w3_d641e17677
erscheinen,	w5_d641e17680
und	w7_d641e17683
ihre	w9_d641e17686
an	w11_d641e17689
solche	w13_d641e17693
Massam	w15_d641e17696
habende	w1_d641e17701
Anforderungen	w3_d641e17704
anzumelden,	w5_d641e17707
auch	w7_d641e17710
Her	w9_d641e17713
stellung	w1_d641e17718
des	w3_d641e17721
erforderlichen	w5_d641e17724
Beweistums	w7_d641e17727
ihre	w9_d641e17730
Schuld	w11_d641e17733
und	w1_d641e17739
Satz=brief,	w3_d641e17742
oder	w5_d641e17745
ansonsten	w7_d641e17748
habende	w9_d641e17751
Liqui	w11_d641e17754
dations=urkunden	w1_d641e17759
und	w3_d641e17762
rechtliche	w5_d641e17765
Behelfe	w7_d641e17768
in	w9_d641e17771
be	w11_d641e17774
