<doc id="wr_1761-10-21" attrs="word" year="1761" month="10" day="21" corpus="2">
<head id="h2_d597e3304">
Brest	w1_d597e3308
heim	w1_d597e14074
Königl.	w3_d597e14077
Apost.	w5_d597e14080
Maj.	w7_d597e14083
Erz	w9_d597e14086
herzogin	w11_d597e14089
zu	w13_d597e14093
Oester	w15_d597e14096
teich,	w1_d597e14101
rc.	w3_d597e14104
rc.	w5_d597e14107
unserer	w7_d597e14110
allergnädigsten	w9_d597e14113
Erblandesfür	w11_d597e14116
stin	w1_d597e14122
und	w3_d597e14125
Frauen	w5_d597e14128
wegen,	w7_d597e14131
durch	w9_d597e14134
Dero	w11_d597e14137
N.	w13_d597e14141
Oe.	w15_d597e14144
Re.	w17_d597e14147
gierung	w1_d597e14152
jedermänniglich	w3_d597e14155
anzuzeigen:	w5_d597e14158
Es	w7_d597e14161
habe	w9_d597e14164
Jhre	w1_d597e14169
K.	w3_d597e14172
K.	w5_d597e14175
Maj.	w7_d597e14178
mittelst	w9_d597e14181
eines	w11_d597e14184
sub	w13_d597e14188
dato	w15_d597e14191
30.	w17_d597e14194
Sept	w19_d597e14197
letzthin,	w1_d597e14202
und	w3_d597e14205
præsentato	w5_d597e14208
hodierno	w7_d597e14211
anhero	w9_d597e14214
erlassenen	w11_d597e14217
allergnädigste	w1_d597e14223
Hof=decrets	w3_d597e14226
zu	w5_d597e14229
resolviren	w7_d597e14232
geruhet,	w9_d597e14235
daß	w11_d597e14238
wegen	w1_d597e14243
hindanlassender	w3_d597e14246
Verpachtung	w5_d597e14249
der	w7_d597e14252
Militar	w9_d597e14255
proviant=verpflegung	w1_d597e14260
in	w3_d597e14263
diesem	w5_d597e14266
Erzherzogtum	w7_d597e14269
Oester.	w9_d597e14272
reich	w1_d597e14277
unter	w3_d597e14280
der	w5_d597e14283
Ens	w7_d597e14286
für	w9_d597e14289
das	w11_d597e14292
nächstbevorstehende	w13_d597e14296
Jahr	w15_d597e14299
über	w1_d597e14305
die	w3_d597e14308
bey	w5_d597e14311
dieser	w7_d597e14314
N.	w9_d597e14317
Oe.	w11_d597e14320
Regierung	w13_d597e14324
zu	w15_d597e14327
diesem	w17_d597e14330
Ende	w1_d597e14335
unterm	w3_d597e14338
14.	w5_d597e14341
Julii	w7_d597e14344
letzthin	w9_d597e14347
bereits	w11_d597e14350
fürgeweste	w13_d597e14354
eine	w1_d597e14359
abermalige	w3_d597e14362
Licitation	w5_d597e14365
veranlasset,	w7_d597e14368
hierzu	w9_d597e14371
ein	w11_d597e14374
gewisser	w1_d597e14379
Tag	w3_d597e14382
bestimmet,	w5_d597e14385
sofort	w7_d597e14388
an	w9_d597e14391
solchem	w11_d597e14394
erwehn	w13_d597e14398
te	w1_d597e14404
Licitation	w3_d597e14407
ordentlich	w5_d597e14410
vorgenommen,	w7_d597e14413
von	w9_d597e14416
denen	w11_d597e14419
sich	w1_d597e14424
anmeldenden	w3_d597e14427
Partheyen	w5_d597e14430
ihre	w7_d597e14433
Erklärungen,	w9_d597e14436
ge	w11_d597e14439
gen	w1_d597e14444
was	w3_d597e14447
für	w5_d597e14450
einen	w7_d597e14453
Vergütungs=preiß	w9_d597e14456
selbe	w11_d597e14459
die	w13_d597e14463
hierländige	w1_d597e14468
Militar=verpflegung	w3_d597e14471
übernehmen,	w5_d597e14474
folg	w7_d597e14477
sam	w1_d597e14483
wie	w3_d597e14486
theuer	w5_d597e14489
sie	w7_d597e14492
jede	w9_d597e14495
Portion	w11_d597e14498
Brod,	w13_d597e14502
jeden	w15_d597e14505
N.	w17_d597e14508
De.	w1_d597e14513
Metzen	w3_d597e14516
Haber,	w5_d597e14519
Centen	w7_d597e14522
Heu,	w9_d597e14525
Centen	w11_d597e14528
Stroh,	w13_d597e14532
jedes	w1_d597e14537
Pfund	w3_d597e14540
Jnschlicht=kerzen,	w5_d597e14543
sohin	w7_d597e14546
jede	w9_d597e14549
Klafter	w11_d597e14552
Holz	w1_d597e14557
dem	w3_d597e14560
Militari	w5_d597e14563
abreichen	w7_d597e14566
wollen,	w9_d597e14569
abgefordert,	w11_d597e14572
und	w1_d597e14578
diese	w3_d597e14581
Offerten	w5_d597e14584
zur	w7_d597e14587
weiteren	w9_d597e14590
allerhöchsten	w11_d597e14593
Ent	w13_d597e14597
schliessung	w1_d597e14602
allerunterthänigst	w3_d597e14605
nacher	w5_d597e14608
Hof	w7_d597e14611
überrei	w9_d597e14614
chet	w1_d597e14619
werden	w3_d597e14622
sollen.	w5_d597e14625
Wann	w7_d597e14628
nun	w9_d597e14631
Regierung	w11_d597e14634
in	w13_d597e14638
Folge	w1_d597e14643
obstehender	w3_d597e14646
allerhöchster	w5_d597e14649
Resolution	w7_d597e14652
den	w9_d597e14655
3.	w11_d597e14658
kunftigen	w1_d597e14664
Monats	w3_d597e14667
Novemb.	w5_d597e14670
Nachmittag	w7_d597e14673
um	w9_d597e14676
4	w11_d597e14679
Uhr	w1_d597e14684
bestimmet	w3_d597e14687
hat.	w5_d597e14690
Als	w7_d597e14693
wird	w9_d597e14696
solches	w11_d597e14699
jedermän	w13_d597e14703
niglich	w1_d597e14708
zur	w3_d597e14711
Nachricht	w5_d597e14714
mit	w7_d597e14717
dem	w9_d597e14720
Beysatz	w11_d597e14723
andurch	w13_d597e14727
kund	w1_d597e14732
gemacht,	w3_d597e14735
daß	w5_d597e14738
alldiejenige,	w7_d597e14741
welche	w9_d597e14744
die	w11_d597e14747
hier	w13_d597e14751
ländige	w1_d597e14757
Militar=proviant	w3_d597e14760
verpflegung	w5_d597e14763
zu	w7_d597e14766
überneh	w9_d597e14769
men	w1_d597e14774
gedenken,	w3_d597e14777
auf	w5_d597e14780
obangemerkten	w7_d597e14783
Licitations	w9_d597e14786
tag	w1_d597e14791
Nachmittag	w3_d597e14794
um	w5_d597e14797
4.	w7_d597e14800
Uhr	w9_d597e14803
entweder	w11_d597e14806
persönlich,	w13_d597e14810
oder	w1_d597e14815
durch	w3_d597e14818
genugsam	w5_d597e14821
instruirte	w7_d597e14824
Bevollmächtigte	w9_d597e14827
vor	w1_d597e14833
der	w3_d597e14836
K.	w5_d597e14839
K.	w7_d597e14842
N.	w9_d597e14845
Oe.	w11_d597e14848
Regierung	w13_d597e14852
in	w15_d597e14855
der	w17_d597e14858
zu	w19_d597e14861
dem	w21_d597e14864
Ende	w1_d597e14869
offen	w3_d597e14872
haltenden	w5_d597e14875
Commißions=stuben	w7_d597e14878
nebst	w9_d597e14881
verläßlicher	w1_d597e14886
Mitbringung	w3_d597e14889
vorberührt	w5_d597e14892
schriftlicher	w7_d597e14895
Verpflegungs=erklärungen	w1_d597e14900
erscheinen,	w3_d597e14903
und	w5_d597e14906
sich	w7_d597e14909
allda	w1_d597e14915
einfinden	w3_d597e14918
sollen,	w5_d597e14921
um	w7_d597e14924
sohin	w9_d597e14927
hierüber	w11_d597e14930
an	w13_d597e14934
Jhre	w15_d597e14937
Kaiserl.	w1_d597e14942
Königl.	w3_d597e14945
Majest.	w5_d597e14948
den	w7_d597e14951
allerunterthänigsten	w9_d597e14954
Bericht	w1_d597e14959
abstatten	w3_d597e14962
zu	w5_d597e14965
können.	w7_d597e14968
</p>
<p id="p18_d597e14973">
Es	w1_d597e14977
wird	w3_d597e14980
hiemit	w5_d597e14983
jedermänniglich	w7_d597e14986
kund	w9_d597e14989
und	w11_d597e14992
zu	w13_d597e14996
wissen	w1_d597e15001
gemacht,	w3_d597e15004
welchergestalten	w5_d597e15007
den	w7_d597e15010
23.	w9_d597e15013
künfti	w11_d597e15016
gen	w1_d597e15021
Monats	w3_d597e15024
Novembris	w5_d597e15027
die	w7_d597e15030
in	w9_d597e15033
dem	w11_d597e15036
Krautgäs	w13_d597e15040
</p>
<p id="p20_d597e15043">
sel	w1_d597e15047
alhier	w3_d597e15050
in	w5_d597e15053
der	w7_d597e15056
Stadt	w9_d597e15059
gelegen=gräfl.	w11_d597e15062
Althanni	w13_d597e15066
sche	w1_d597e15071
Behausung	w3_d597e15074
offentlich	w5_d597e15077
wird	w7_d597e15080
feil	w9_d597e15083
gebotten	w11_d597e15086
wer	w13_d597e15090
den,	w1_d597e15095
wer	w3_d597e15098
nun	w5_d597e15101
sothane	w7_d597e15104
Behausung	w9_d597e15107
käuflichen	w11_d597e15110
an	w13_d597e15114
sich	w1_d597e15120
zu	w3_d597e15123
bringen	w5_d597e15126
gedenket,	w7_d597e15129
derselbe	w9_d597e15132
beliebe	w11_d597e15135
sich	w13_d597e15139
an	w15_d597e15142
obbestimmten	w1_d597e15147
Tag	w3_d597e15150
fruh	w5_d597e15153
um	w7_d597e15156
8.	w9_d597e15159
Uhr	w11_d597e15162
bey	w13_d597e15166
dem	w15_d597e15169
Löbl.	w17_d597e15172
Landmarschallischen	w1_d597e15177
Gericht	w3_d597e15180
ad	w5_d597e15183
licitandum	w7_d597e15186
anzu	w9_d597e15189
melden.	w1_d597e15194
</p>
<p id="p22_d597e15197">
Von	w1_d597e15201
N.	w3_d597e15204
Burgermeister,	w5_d597e15207
Stadt=richter	w7_d597e15210
und	w9_d597e15213
Raht	w11_d597e15216
der	w1_d597e15221
Landes=fürstl.	w3_d597e15224
Stadt	w5_d597e15227
Prugg	w7_d597e15230
an	w9_d597e15233
der	w11_d597e15236
Leytha	w13_d597e15240
we	w15_d597e15243
gen	w1_d597e15248
wird	w3_d597e15251
hiemit	w5_d597e15254
jedermänniglich	w7_d597e15257
kund	w9_d597e15260
und	w11_d597e15263
zu	w13_d597e15267
wis	w15_d597e15270
sen	w1_d597e15276
gemacht,	w3_d597e15279
was	w5_d597e15282
gestalten	w7_d597e15285
das	w9_d597e15288
alhier	w11_d597e15291
auf	w13_d597e15295
dem	w15_d597e15298
Platz	w17_d597e15301
ligend=Krennische	w1_d597e15306
Haus	w3_d597e15309
mit	w5_d597e15312
der	w7_d597e15315
darauf	w9_d597e15318
radicir	w11_d597e15321
ten	w1_d597e15326
Stadt=Koch	w3_d597e15329
und	w5_d597e15332
Schank=gerechtigkeit	w7_d597e15335
licitan	w9_d597e15338
do	w1_d597e15343
dem	w3_d597e15346
Meist=bietenden	w5_d597e15349
in	w7_d597e15352
Bestand	w9_d597e15355
zu	w11_d597e15358
verlassen,	w13_d597e15362
und	w1_d597e15368
zur	w3_d597e15371
Licitations=tag	w5_d597e15374
satzung	w7_d597e15377
der	w9_d597e15380
12.	w11_d597e15383
Novemb.	w13_d597e15387
bestimmet	w1_d597e15392
seye;	w3_d597e15395
es	w5_d597e15398
werden	w7_d597e15401
demnach	w9_d597e15404
die	w11_d597e15407
hierzu	w13_d597e15411
Lust=tragende	w1_d597e15416
an	w3_d597e15419
gleich=besagtem	w5_d597e15422
Tag	w7_d597e15425
fruh	w9_d597e15428
um	w11_d597e15431
9.	w13_d597e15435
Uhr	w1_d597e15440
auf	w3_d597e15443
dem	w5_d597e15446
Raht=haus	w7_d597e15449
zu	w9_d597e15452
erscheinen	w11_d597e15455
haben.	w13_d597e15459
</p>
<p id="p24_d597e15463">
Von	w1_d597e15467
N.	w3_d597e15470
Burgermeister,	w5_d597e15473
Stadt=richter	w7_d597e15476
und	w9_d597e15479
Raht	w11_d597e15482
der	w1_d597e15487
Landes=fürstl.	w3_d597e15490
Stadt	w5_d597e15493
Prugg	w7_d597e15496
an	w9_d597e15499
der	w11_d597e15502
Leytha	w13_d597e15506
we	w15_d597e15509
gen,	w1_d597e15514
wird	w3_d597e15517
hiemit	w5_d597e15520
jedermänniglich	w7_d597e15523
kund	w9_d597e15526
und	w11_d597e15529
zu	w13_d597e15533
wis	w15_d597e15536
sen	w1_d597e15542
gemacht,	w3_d597e15545
wasgestalten,	w5_d597e15548
nachdeme	w7_d597e15551
die	w9_d597e15554
wegen	w11_d597e15557
Verkauffung	w1_d597e15562
der	w3_d597e15565
Joseph	w5_d597e15568
Solderischen	w7_d597e15571
Behausung	w9_d597e15574
und	w1_d597e15579
Materialisten=handlung,	w3_d597e15582
wie	w5_d597e15585
auch	w7_d597e15588
einiger	w9_d597e15591
in,	w11_d597e15594
Hungarn	w1_d597e15599
ligenden	w3_d597e15602
Weingärten	w5_d597e15605
auf	w7_d597e15608
den	w9_d597e15611
26.	w11_d597e15614
Au	w13_d597e15618
gusti	w1_d597e15624
dies	w3_d597e15627
Jahrs	w5_d597e15630
bestimmt=geweste	w7_d597e15633
Licitations	w9_d597e15636
tag	w1_d597e15641
satzung	w3_d597e15644
aus	w5_d597e15647
Mangel	w7_d597e15650
deren	w9_d597e15653
Licitanten	w11_d597e15656
ihren	w13_d597e15660
Effect	w1_d597e15665
noch	w3_d597e15668
nicht	w5_d597e15671
erreichet	w7_d597e15674
hat,	w9_d597e15677
wiederumen	w11_d597e15680
eine	w13_d597e15684
weitere	w1_d597e15689
auf	w3_d597e15692
den	w5_d597e15695
12.	w7_d597e15698
Novemb.	w9_d597e15701
anberaumet	w11_d597e15704
wor	w13_d597e15708
den	w1_d597e15714
seye;	w3_d597e15717
Dahero	w5_d597e15720
dann	w7_d597e15723
diejenige,	w9_d597e15726
so	w11_d597e15729
hierumen,	w13_d597e15733
und	w1_d597e15738
zwar	w3_d597e15741
auch	w5_d597e15744
um	w7_d597e15747
ein	w9_d597e15750
und	w11_d597e15753
anderes	w13_d597e15757
separatim	w15_d597e15760
zu	w17_d597e15763
licitiren	w1_d597e15768
gedenken,	w3_d597e15771
an	w5_d597e15774
vorbesagtem	w7_d597e15777
Tag	w9_d597e15780
fruh	w11_d597e15783
um	w13_d597e15787
9.	w1_d597e15792
Uhr	w3_d597e15795
auf	w5_d597e15798
dem	w7_d597e15801
Raht=haus	w9_d597e15804
zu	w11_d597e15807
erscheinen	w13_d597e15811
haben	w15_d597e15814
werden.	w1_d597e15820
</p>
<p id="p26_d597e15823">
Wir	w1_d597e15827
Burgermeister	w3_d597e15830
Amts=verwalter	w5_d597e15833
und	w7_d597e15836
Raht	w9_d597e15839
der	w1_d597e15844
Stadt	w3_d597e15847
Wien,	w5_d597e15850
geben	w7_d597e15853
hiemit	w9_d597e15856
jedermänniglich	w11_d597e15859
zu	w1_d597e15864
vernehmen:	w3_d597e15867
wasmassen	w5_d597e15870
uns	w7_d597e15873
die	w9_d597e15876
Anna	w11_d597e15879
Gabor	w13_d597e15883
sin	w1_d597e15889
bittlich	w3_d597e15892
angezeiget,	w5_d597e15895
wie	w7_d597e15898
daß	w9_d597e15901
ihr	w11_d597e15904
zwey	w13_d597e15908
auf	w15_d597e15911
ih	w17_d597e15914
ren	w1_d597e15919
Namen	w3_d597e15922
ausgestellte	w5_d597e15925
Obercammeramtsas	w7_d597e15928
segni	w1_d597e15933
jede	w3_d597e15936
pr.	w5_d597e15939
180.	w7_d597e15942
fl.	w9_d597e15945
d.	w11_d597e15948
d.	w13_d597e15952
ultimo	w15_d597e15955
Junii	w17_d597e15958
1760.	w19_d597e15961
und	w1_d597e15966
eine	w3_d597e15969
d.	w5_d597e15972
d.	w7_d597e15975
ultimo	w9_d597e15978
Decembris	w11_d597e15981
1760.	w13_d597e15985
in	w15_d597e15988
Ver	w17_d597e15991
stoß	w1_d597e15997
gerahten,	w3_d597e16000
und	w5_d597e16003
ungehindert	w7_d597e16006
alles	w9_d597e16009
möglichen	w11_d597e16012
Nachforschen	w1_d597e16017
nicht	w3_d597e16020
zu	w5_d597e16023
Handen	w7_d597e16026
zu	w9_d597e16029
bringen	w11_d597e16032
wären;	w13_d597e16036
dahero	w1_d597e16041
um	w3_d597e16044
Affigirung	w5_d597e16047
eines	w7_d597e16050
in	w9_d597e16053
derley	w11_d597e16056
Fällen	w13_d597e16060
ge	w15_d597e16063
wöhnlichen	w1_d597e16068
Valval=edicts	w3_d597e16071
angelanget	w5_d597e16074
hat,	w7_d597e16077
so	w9_d597e16080
auch	w1_d597e16086
über	w3_d597e16089
einen	w5_d597e16092
in	w7_d597e16095
Sachen	w9_d597e16098
von	w11_d597e16101
gemeiner	w13_d597e16105
Stadt	w15_d597e16108
Ober=cammer=amt	w1_d597e16113
abgefordert	w3_d597e16116
und	w5_d597e16119
erstatteten	w7_d597e16122
Bericht	w1_d597e16127
unterm	w3_d597e16130
11.	w5_d597e16133
dies	w7_d597e16136
verwilliget	w9_d597e16139
worden	w11_d597e16142
ist.	w13_d597e16146
Solchemnach	w1_d597e16151
wird	w3_d597e16154
der	w5_d597e16157
und	w7_d597e16160
diejenige,	w9_d597e16163
so	w11_d597e16166
von	w13_d597e16170
obermeldeter	w1_d597e16176
Obercammeramtsobligations	w3_d597e16179
assegni	w1_d597e16184
einige	w3_d597e16187
Wissenschaft	w5_d597e16190
haben,	w7_d597e16193
oder	w9_d597e16196
hieran	w11_d597e16199
einige	w1_d597e16204
Spruch	w3_d597e16207
zu	w5_d597e16210
haben	w7_d597e16213
vermeinen,	w9_d597e16216
von	w11_d597e16219
heut	w13_d597e16223
gesetzten	w1_d597e16228
Dato	w3_d597e16231
an,	w5_d597e16234
inner	w7_d597e16237
Jahr,	w9_d597e16240
6.	w11_d597e16243
Wochen	w13_d597e16247
und	w15_d597e16250
3.	w1_d597e16256
Tägen	w3_d597e16259
bey	w5_d597e16262
unser	w7_d597e16265
und	w9_d597e16268
gemeiner	w11_d597e16271
Stadt	w13_d597e16275
Ober	w15_d597e16278
cammer=amt	w1_d597e16283
also	w3_d597e16286
gewiß	w5_d597e16289
zu	w7_d597e16292
erscheinen,	w9_d597e16295
und	w11_d597e16298
sich	w13_d597e16302
hier	w1_d597e16307
</p>
<p id="p30_d597e16312">
hierzu	w1_d597e16316
zu	w3_d597e16319
legitimiren	w5_d597e16322
haben,	w7_d597e16325
wie	w9_d597e16328
im	w11_d597e16331
widrinen	w13_d597e16335
nach	w1_d597e16340
Verstreichung	w3_d597e16343
sothanen	w5_d597e16346
Termins	w7_d597e16349
besagte	w9_d597e16352
As	w11_d597e16355
segni	w1_d597e16360
gänzlich	w3_d597e16363
caßiret,	w5_d597e16366
und	w7_d597e16369
hinfüro	w9_d597e16372
für	w11_d597e16375
null,	w13_d597e16379
nich	w15_d597e16382
tig	w1_d597e16388
und	w3_d597e16391
unkräftig	w5_d597e16394
geachtet	w7_d597e16397
werden	w9_d597e16400
sollen.	w11_d597e16403
So	w13_d597e16407
man	w1_d597e16412
jedermänniglich	w3_d597e16415
durch	w5_d597e16418
dieses	w7_d597e16421
offene	w9_d597e16424
Edict	w11_d597e16427
hie	w13_d597e16431
mit	w1_d597e16436
kund	w3_d597e16439
und	w5_d597e16442
zu	w7_d597e16445
wissen	w9_d597e16448
machen	w11_d597e16451
wollen.	w13_d597e16455
Actum	w15_d597e16458
Wien	w1_d597e16463
den	w3_d597e16466
15.	w5_d597e16469
Sept.	w7_d597e16472
1761.	w9_d597e16475
</p>
<p id="p32_d597e16478">
Von	w1_d597e16482
Sr.	w3_d597e16485
Hochwürden	w5_d597e16488
und	w7_d597e16491
Gnaden	w9_d597e16494
Herrn	w11_d597e16497
Of.	w13_d597e16501
ficialen,	w1_d597e16506
und	w3_d597e16509
Venerabilis	w5_d597e16512
Archi-Episcopalis	w7_d597e16515
Consistorii	w1_d597e16520
Viennensis	w3_d597e16523
wegen	w5_d597e16526
allen	w7_d597e16529
und	w9_d597e16532
jeden,	w11_d597e16535
welche	w1_d597e16541
bey	w3_d597e16544
und	w5_d597e16547
an	w7_d597e16550
des	w9_d597e16553
weil.	w11_d597e16556
Anton	w13_d597e16560
Mans,	w15_d597e16563
ge	w17_d597e16566
west=weltlichen	w1_d597e16571
Priesters	w3_d597e16574
seel.	w5_d597e16577
Verlassenschaft	w7_d597e16580
et	w9_d597e16583
was	w1_d597e16588
an	w3_d597e16591
Erbschaft,	w5_d597e16594
Schulden,	w7_d597e16597
oder	w9_d597e16600
auf	w11_d597e16603
all	w13_d597e16607
an	w15_d597e16610
dere	w1_d597e16615
Art	w3_d597e16618
und	w5_d597e16621
Weiß	w7_d597e16624
zu	w9_d597e16627
fordern	w11_d597e16630
haben,	w13_d597e16634
hiemit	w15_d597e16637
an	w17_d597e16640
zufügen,	w1_d597e16646
daß	w3_d597e16649
eine	w5_d597e16652
Convocation	w7_d597e16655
mit	w9_d597e16658
Einbegrif	w11_d597e16661
deren	w1_d597e16666
Wein=ferien	w3_d597e16669
auf	w5_d597e16672
den	w7_d597e16675
4.	w9_d597e16678
kommenden	w11_d597e16681
Mo	w13_d597e16685
nats=tag	w1_d597e16690
Novemb.	w3_d597e16693
dieses	w5_d597e16696
lauffenden	w7_d597e16699
1761.	w9_d597e16702
Jahrs	w11_d597e16705
Nachmittags	w1_d597e16710
um	w3_d597e16713
2.	w5_d597e16716
Uhr	w7_d597e16719
in	w9_d597e16722
der	w11_d597e16725
Erz=bischöflichen	w13_d597e16729
Consistorial=canzley	w1_d597e16735
zu	w3_d597e16738
erscheinen	w5_d597e16741
bestimmet	w7_d597e16744
seye.	w9_d597e16747
Solchemnach	w1_d597e16752
werden	w3_d597e16755
alle	w5_d597e16758
und	w7_d597e16761
jede	w9_d597e16764
Eingangs	w11_d597e16767
Er	w13_d597e16771
nannte	w1_d597e16776
auf	w3_d597e16779
obbemeldten	w5_d597e16782
Tag	w7_d597e16785
und	w9_d597e16788
Stund	w11_d597e16791
mit	w13_d597e16795
ihren	w1_d597e16800
sub	w3_d597e16803
quacunque	w5_d597e16806
causa	w7_d597e16809
vel	w9_d597e16812
titulo,	w11_d597e16815
etiam	w13_d597e16819
hæreditatis	w1_d597e16825
jure	w3_d597e16828
habenden	w5_d597e16831
Anforderungen	w7_d597e16834
per-	w9_d597e16837
emptotie	w1_d597e16842
sub	w3_d597e16845
clausula	w5_d597e16848
præclusi	w7_d597e16851
sub	w9_d597e16854
Termino	w11_d597e16857
1mo.	w1_d597e16862
2do.	w3_d597e16865
&	w5_d597e16868
3tio.	w7_d597e16871
also	w9_d597e16874
gewiß	w11_d597e16877
erscheinen;	w13_d597e16881
als	w15_d597e16884
im	w1_d597e16889
widrigen	w3_d597e16892
die	w5_d597e16895
Ausbleibende	w7_d597e16898
nicht	w9_d597e16901
mehr	w11_d597e16904
gehö	w13_d597e16908
ret,	w1_d597e16914
und	w3_d597e16917
cum	w5_d597e16920
perpetuo	w7_d597e16923
silentio	w9_d597e16926
abgewiesen	w11_d597e16929
seyn,	w13_d597e16933
und	w1_d597e16938
was	w3_d597e16941
Rechtens	w5_d597e16944
ist	w7_d597e16947
ex	w9_d597e16950
Officio	w11_d597e16953
vorgekehret	w13_d597e16957
wer	w15_d597e16960
den	w1_d597e16965
solle.	w3_d597e16968
</p>
<p id="p34_d597e16971">
Von	w1_d597e16975
des	w3_d597e16978
Löbl.	w5_d597e16981
Stift	w7_d597e16984
und	w9_d597e16987
Würdigen	w11_d597e16990
unser	w13_d597e16994
lie	w15_d597e16997
ben	w1_d597e17002
Frauen	w3_d597e17005
GOttes=haus	w5_d597e17008
zu	w7_d597e17011
den	w9_d597e17014
Schotten	w11_d597e17017
in	w13_d597e17021
Wien	w1_d597e17026
bestellten	w3_d597e17029
Grund=gericht	w5_d597e17032
wegen,	w7_d597e17035
wird	w9_d597e17038
hie	w11_d597e17041
mit	w1_d597e17047
jedermänniglich	w3_d597e17050
zu	w5_d597e17053
vernehmen	w7_d597e17056
gegeben,	w9_d597e17059
wel	w11_d597e17062
chergestalten	w1_d597e17067
Frau	w3_d597e17070
Maria	w5_d597e17073
Alonsia	w7_d597e17076
verwittibten	w9_d597e17079
Gräfin	w1_d597e17084
von	w3_d597e17087
Mollarth	w5_d597e17090
proprio	w7_d597e17093
&	w9_d597e17096
mandatario	w11_d597e17099
no-	w13_d597e17103
mine	w1_d597e17108
dero	w3_d597e17111
Tochter	w5_d597e17114
Frauen	w7_d597e17117
Mariä	w9_d597e17120
Antoniä	w11_d597e17123
ver	w13_d597e17127
mählten	w1_d597e17133
Gräfin	w3_d597e17136
von	w5_d597e17139
Meraviglia,	w7_d597e17142
als	w9_d597e17145
weil.	w11_d597e17148
Hrn	w13_d597e17152
Johann	w1_d597e17157
Nepomuck	w3_d597e17160
Ernst	w5_d597e17163
Grafen	w7_d597e17166
von	w9_d597e17169
Mollarth	w11_d597e17172
seel.	w1_d597e17177
zuruckgelassene	w3_d597e17180
Universal=erbin	w5_d597e17183
angezeiget,	w7_d597e17186
wie	w1_d597e17191
daß	w3_d597e17194
die	w5_d597e17197
an	w7_d597e17200
den	w9_d597e17203
unter	w11_d597e17206
diesseitiges	w13_d597e17210
Grundbuch	w15_d597e17213
dienstbar,	w1_d597e17219
in	w3_d597e17222
der	w5_d597e17225
Herrn=gassen	w7_d597e17228
gelegen=gräfl.	w9_d597e17231
Mollarthischen	w1_d597e17236
Haus	w3_d597e17239
einkommende	w5_d597e17242
Posten,	w7_d597e17245
be	w9_d597e17248
nanntlichen:	w1_d597e17253
Herr	w3_d597e17256
Jacob	w5_d597e17259
Stänzler,	w7_d597e17262
unterm	w9_d597e17265
15.	w11_d597e17268
Martii	w1_d597e17273
1635.	w3_d597e17276
mit	w5_d597e17279
2000.	w7_d597e17282
fl.	w9_d597e17285
Herr	w11_d597e17288
Christoph	w13_d597e17292
von	w15_d597e17295
Eckel,	w1_d597e17301
Obrist==leutenant	w3_d597e17304
wegen	w5_d597e17307
des	w7_d597e17310
Guts	w9_d597e17313
Plum	w11_d597e17316
bau	w1_d597e17321
unterm	w3_d597e17324
25.	w5_d597e17327
Febr.	w7_d597e17330
1645.	w9_d597e17333
weil.	w11_d597e17336
Herr	w13_d597e17340
Thomas	w15_d597e17343
von	w1_d597e17348
Eyßfort,	w3_d597e17351
gewest	w5_d597e17354
Hungarischer	w7_d597e17357
Hof=cammer	w9_d597e17360
raht,	w1_d597e17365
und	w3_d597e17368
dessen	w5_d597e17371
Ehe=frauen	w7_d597e17374
beeder	w9_d597e17377
seel.	w11_d597e17380
nach	w13_d597e17384
gelassene	w1_d597e17390
Pupillen	w3_d597e17393
unterm	w5_d597e17396
28.	w7_d597e17399
Junii	w9_d597e17402
1690.	w11_d597e17405
mit	w13_d597e17409
2000.	w1_d597e17414
fl.	w3_d597e17417
und	w5_d597e17420
endlichen	w7_d597e17423
Frau	w9_d597e17426
Maximiligna	w11_d597e17429
The	w13_d597e17433
resia	w1_d597e17438
Stadtlerin,	w3_d597e17441
Geborne	w5_d597e17444
von	w7_d597e17447
Chürnberg,	w9_d597e17450
un	w11_d597e17453
term	w1_d597e17458
28.	w3_d597e17461
Junii	w5_d597e17464
1689.	w7_d597e17467
mit	w9_d597e17470
6000.	w11_d597e17473
fl	w13_d597e17477
vorgemerk	w15_d597e17480
ter	w1_d597e17486
sich	w3_d597e17489
befinden,	w5_d597e17492
darauf	w7_d597e17495
auch	w9_d597e17498
Satzweiß	w11_d597e17501
indebire	w13_d597e17505
haften,	w1_d597e17510
und	w3_d597e17513
bereits	w5_d597e17516
schon	w7_d597e17519
vorlängst	w9_d597e17522
getilget	w11_d597e17525
wor	w13_d597e17529
den,	w1_d597e17534
die	w3_d597e17537
diesfällige	w5_d597e17540
Original=obligationes,	w7_d597e17543
Satz	w9_d597e17546
brief	w1_d597e17551
und	w3_d597e17554
übrige	w5_d597e17557
Dorumenta	w7_d597e17560
hingegen	w9_d597e17563
in	w11_d597e17566
Ver	w13_d597e17570
stoß	w1_d597e17576
gerahten	w3_d597e17579
wären,	w5_d597e17582
folgsam	w7_d597e17585
es	w9_d597e17588
an	w11_d597e17591
deme	w13_d597e17595
bern	w15_d597e17598
</p>
<p id="p36_d597e17602">
hete,	w1_d597e17606
daß	w3_d597e17609
solche	w5_d597e17612
mittels	w7_d597e17615
Affigirung	w9_d597e17618
eines	w11_d597e17621
gewöhn.	w13_d597e17625
lichen	w1_d597e17630
Amortisations=edict	w3_d597e17633
abgethan,	w5_d597e17636
caßiret,	w7_d597e17639
und	w1_d597e17644
annulliret	w3_d597e17647
