<doc id="wr_1757-09-03" attrs="word" year="1757" month="09" day="03" corpus="2">
<head id="h2_d175e2874">
Alicante	w1_d175e2878
Garten	w3_d175e13731
auf	w5_d175e13734
dem	w7_d175e13737
Renn=weeg	w9_d175e13740
all	w11_d175e13743
hier,	w1_d175e13748
in	w3_d175e13751
dem	w5_d175e13754
38.	w7_d175e13757
Jahr	w9_d175e13760
Dero	w11_d175e13763
Alters,	w13_d175e13767
an	w15_d175e13770
ei	w17_d175e13773
nem	w1_d175e13778
Hectica=fieber,	w3_d175e13781
in	w5_d175e13784
GOtt	w7_d175e13787
seelig	w9_d175e13790
ent	w11_d175e13793
schlaffen.	w1_d175e13799
</p>
<list id="l12_d175e13803">
Bey	w1_d175e13807
dem	w3_d175e13810
Verleger	w5_d175e13813
des	w7_d175e13816
Wienerischen	w9_d175e13819
Dia	w11_d175e13822
rii	w1_d175e13827
ist	w3_d175e13830
zu	w5_d175e13833
haben:	w7_d175e13836
Francisci	w1_d175e13841
Ferdinandi	w3_d175e13844
Schroetter,	w5_d175e13847
Dia-	w7_d175e13850
tribe	w1_d175e13856
de	w3_d175e13859
Jurisprudentia	w5_d175e13862
Persarum	w7_d175e13865
vete-	w9_d175e13868
rum.	w1_d175e13873
Eingebunden	w3_d175e13876
pr.	w5_d175e13879
17.	w7_d175e13882
kr.	w9_d175e13885
Dissertatio	w1_d175e13890
de	w3_d175e13893
Origine	w5_d175e13896
Juris	w7_d175e13899
Patrona-	w9_d175e13902
tüs.	w1_d175e13907
Eingebunden	w3_d175e13910
pr.	w5_d175e13913
7.	w7_d175e13916
kr.	w9_d175e13919
Accurater	w1_d175e13925
Plan,	w3_d175e13928
von	w5_d175e13931
der	w7_d175e13934
bey	w9_d175e13937
Hastenbeck	w11_d175e13940
gewesten	w1_d175e13945
Schlacht.	w3_d175e13948
Das	w5_d175e13951
Stuck	w7_d175e13954
pr.	w9_d175e13957
7.	w11_d175e13960
kr.	w13_d175e13964
Neu=eingerichtetes	w1_d175e13969
Schema	w3_d175e13972
dero	w5_d175e13975
Röm.	w7_d175e13978
Kaiserl.	w1_d175e13983
zu	w3_d175e13986
Hungarn	w5_d175e13989
und	w7_d175e13992
Böheim	w9_d175e13995
Königl.	w11_d175e13998
</list>
<p id="p18_d175e14012">
Majestät	w1_d175e14016
regulirten	w3_d175e14019
Regimentern	w5_d175e14022
zu	w7_d175e14025
Fuß	w9_d175e14028
und	w11_d175e14031
Pferd,	w1_d175e14036
so	w3_d175e14039
sich	w5_d175e14042
in	w7_d175e14045
Allerhöchsten	w9_d175e14048
Kriegs=diensten	w11_d175e14051
würklich	w1_d175e14056
befinden.	w3_d175e14059
Jn	w5_d175e14062
Falzel	w7_d175e14065
gebundener	w9_d175e14068
das	w1_d175e14074
Stuck	w3_d175e14077
pr.	w5_d175e14080
24.	w7_d175e14083
kr.	w9_d175e14086
</p>
<head id="h2_d175e14092">
Lista	w1_d175e14096
deren	w3_d175e14099
Verstorbenen	w5_d175e14102
zu	w7_d175e14105
Wien	w9_d175e14108
in	w1_d175e14113
und	w3_d175e14116
vor	w5_d175e14119
der	w7_d175e14122
Stadt.	w9_d175e14125
Den	w1_d175e14130
31.	w3_d175e14133
Aug.	w5_d175e14136
Jn	w1_d175e14142
der	w3_d175e14145
Stadt.	w5_d175e14148
</head>
<list id="l4_d175e14151">
Maria	w1_d175e14155
Anna	w3_d175e14158
Bittermanin,	w5_d175e14161
Burgerl.	w7_d175e14164
Wittwe,	w9_d175e14167
im	w11_d175e14170
Wagneris.	w1_d175e14175
H.	w3_d175e14178
auf	w5_d175e14181
der	w7_d175e14184
Fischer=stieg.,	w9_d175e14187
alt	w11_d175e14190
58.	w13_d175e14194
J.	w15_d175e14197
Dem	w1_d175e14202
Andre	w3_d175e14205
May,	w5_d175e14208
Harrachis.	w7_d175e14211
Sold.,	w9_d175e14214
s.	w11_d175e14217
K.	w13_d175e14221
Jose	w15_d175e14224
pha	w1_d175e14230
in	w3_d175e14233
der	w5_d175e14236
Casarm,	w7_d175e14239
alt	w9_d175e14242
3.	w11_d175e14245
J.	w13_d175e14249
</list>
<head id="h2_d175e14256">
Vor	w1_d175e14260
der	w3_d175e14263
Stadt.	w5_d175e14266
</head>
<list id="l4_d175e14269">
Dem	w1_d175e14273
Hrn.	w3_d175e14276
Joh.	w5_d175e14279
Kritzinger,	w7_d175e14282
Banco=haupt=cassa	w9_d175e14285
buchhalt.	w1_d175e14290
=verw.	w3_d175e14293
s.	w5_d175e14296
S.	w7_d175e14299
Phil.,	w9_d175e14302
bey	w11_d175e14305
der	w13_d175e14309
gold.	w15_d175e14312
Ros.	w1_d175e14317
auf	w3_d175e14320
der	w5_d175e14323
Laimgri.	w7_d175e14326
alt	w9_d175e14329
22.	w11_d175e14332
J.	w13_d175e14336
Dem	w1_d175e14342
Ant.	w3_d175e14345
Kärgl,	w5_d175e14348
Universitäts=Kupfer=druck.,	w7_d175e14351
s.	w9_d175e14354
K.	w1_d175e14359
Elisab.,	w3_d175e14362
beym	w5_d175e14365
weis.	w7_d175e14368
Lammel	w9_d175e14371
am	w11_d175e14374
Neust.,	w13_d175e14378
alt	w15_d175e14381
5.	w1_d175e14386
v.	w3_d175e14389
J.	w5_d175e14392
Joh.	w1_d175e14397
Harter,	w3_d175e14400
Burgerl.	w5_d175e14403
Schuh=mach.,	w7_d175e14406
beym	w9_d175e14409
Herzog	w11_d175e14412
in	w1_d175e14418
der	w3_d175e14421
Leopoldst.,	w5_d175e14424
alt	w7_d175e14427
66.	w9_d175e14430
J.	w11_d175e14433
Math.	w1_d175e14438
Puschmen,	w3_d175e14441
in	w5_d175e14444
s.	w7_d175e14447
H.	w9_d175e14450
im	w11_d175e14453
Lerchenf.,	w13_d175e14457
42.	w15_d175e14460
J.	w17_d175e14463
Der	w1_d175e14468
Elisab.	w3_d175e14471
Meij	w5_d175e14474
nerin,	w7_d175e14477
Wittwe,	w9_d175e14480
ihr	w11_d175e14483
K.	w13_d175e14487
Anna,	w15_d175e14490
im	w17_d175e14493
Waißmayris.	w1_d175e14498
H.	w3_d175e14501
in	w5_d175e14504
der	w7_d175e14507
Leopoldst.,	w9_d175e14510
alt	w11_d175e14513
4.	w13_d175e14517
J.	w15_d175e14520
Dem	w1_d175e14526
Christian	w3_d175e14529
Peyer,	w5_d175e14532
Lust-gart,	w7_d175e14535
s.	w9_d175e14538
K.	w11_d175e14541
Theres.,	w13_d175e14545
bey	w1_d175e14550
der	w3_d175e14553
weis.	w5_d175e14556
Schwan.	w7_d175e14559
an	w9_d175e14562
der	w11_d175e14565
Wien,	w13_d175e14569
alt	w15_d175e14572
3.	w17_d175e14575
J.	w19_d175e14578
Dem	w1_d175e14583
Joh.	w3_d175e14586
Schulz,	w5_d175e14589
Fleisch=hacker=kn.,	w7_d175e14592
s.	w9_d175e14595
W.	w11_d175e14598
Anna,	w13_d175e14602
im	w1_d175e14607
Barmherz.	w3_d175e14610
Brüder=H.	w5_d175e14613
in	w7_d175e14616
der	w9_d175e14619
Unger=gas.,	w11_d175e14622
alt	w13_d175e14626
34.	w1_d175e14632
J.	w3_d175e14635
Dem	w1_d175e14640
Franz	w3_d175e14643
Schmid,	w5_d175e14646
Schuh	w7_d175e14649
mach.,	w9_d175e14652
s.	w11_d175e14655
K.	w13_d175e14659
Anna,	w15_d175e14662
bey	w17_d175e14665
der	w1_d175e14670
Hofnung	w3_d175e14673
in	w5_d175e14676
der	w7_d175e14679
Josephst.,	w9_d175e14682
alt	w11_d175e14685
2.	w13_d175e14689
J.	w15_d175e14692
Dem	w1_d175e14697
Jos.	w3_d175e14700
Egenbacher,	w5_d175e14703
Lack.,	w7_d175e14706
s.	w9_d175e14709
K.	w11_d175e14712
Christoph,	w13_d175e14716
bey	w15_d175e14719
der	w1_d175e14725
gold.	w3_d175e14728
Arch.	w5_d175e14731
in	w7_d175e14734
der	w9_d175e14737
Leopoldst.,	w11_d175e14740
alt	w13_d175e14744
6.	w15_d175e14747
J.	w17_d175e14750
</list>
<head id="h2_d175e14758">
Summa	w1_d175e14762
12.	w3_d175e14765
Person.,	w5_d175e14768
darunter	w7_d175e14771
6.	w9_d175e14774
Kinder.	w11_d175e14777
Den	w1_d175e14782
1.	w3_d175e14785
Sept.	w5_d175e14788
Jn	w1_d175e14793
der	w3_d175e14796
Stadt.	w5_d175e14799
</head>
<list id="l4_d175e14802">
Hr.	w1_d175e14806
Joh.	w3_d175e14809
Mch.	w5_d175e14812
Guenger,	w7_d175e14815
K.	w9_d175e14818
K.	w11_d175e14821
geh.	w13_d175e14825
Staats=canz	w15_d175e14828
ley=rollist,	w1_d175e14833
im	w3_d175e14836
Drachis.	w5_d175e14839
H.	w7_d175e14842
am	w9_d175e14845
alt.	w11_d175e14848
Fleisch=markt,	w13_d175e14852
alt	w1_d175e14857
61.	w3_d175e14860
J.	w5_d175e14863
Joh.	w1_d175e14869
Zaglman,	w3_d175e14872
Academie	w5_d175e14875
mahl.,	w7_d175e14878
im	w9_d175e14881
Raneckerisch.	w11_d175e14884
H.	w1_d175e14889
in	w3_d175e14892
der	w5_d175e14895
Bogner=gas.,	w7_d175e14898
alt	w9_d175e14901
33.	w11_d175e14904
J.	w13_d175e14908
</list>
<head id="h2_d175e14915">
Vor	w1_d175e14919
der	w3_d175e14922
Stadt.	w5_d175e14925
</head>
<list id="l4_d175e14928">
Der	w1_d175e14932
Wol=geb.	w3_d175e14935
Hr.	w5_d175e14938
Fried.	w7_d175e14941
Carl	w9_d175e14944
Frey=herr	w11_d175e14947
v.	w13_d175e14951
Wil	w15_d175e14954
denstein,	w1_d175e14959
Cadet	w3_d175e14962
in	w5_d175e14965
der	w7_d175e14968
K.	w9_d175e14971
K.	w11_d175e14974
adelich.	w13_d175e14978
Militaraca	w15_d175e14981
demie,	w1_d175e14986
alt	w3_d175e14989
13.	w5_d175e14992
1.	w7_d175e14995
h.	w9_d175e14998
J.	w11_d175e15001
Dem	w1_d175e15007
Mich.	w3_d175e15010
Hiber,	w5_d175e15013
Zucker=back,	w7_d175e15016
s.	w9_d175e15019
K.	w11_d175e15022
Anna,	w13_d175e15026
beyn	w15_d175e15029
3.	w1_d175e15034
Hack.	w3_d175e15037
auf	w5_d175e15040
der	w7_d175e15043
Wind=mühl,	w9_d175e15046
alt	w11_d175e15049
5.	w13_d175e15053
J.	w15_d175e15056
Dem	w1_d175e15061
Phil.	w3_d175e15064
Ganser,	w5_d175e15067
Mathemat	w7_d175e15070
instrument=mach.,	w9_d175e15073
s.	w1_d175e15078
K.	w3_d175e15081
Elisad.,	w5_d175e15084
derm	w7_d175e15087
schwarz.	w9_d175e15090
Ochs.	w11_d175e15093
am	w13_d175e15097
Spitalb,	w15_d175e15100
alt	w1_d175e15106
4.	w3_d175e15109
J.	w5_d175e15112
Dem	w1_d175e15117
Joh.	w3_d175e15120
Kuster	w5_d175e15123
Burgerl.	w7_d175e15126
Schnallen=gies.,	w9_d175e15129
s.	w11_d175e15132
W.	w13_d175e15136
Elisad.	w1_d175e15141
beym	w3_d175e15144
schwarz.	w5_d175e15147
Adl.	w7_d175e15150
auf	w9_d175e15153
der	w11_d175e15156
Wendelst,	w13_d175e15160
alt	w1_d175e15165
50.	w3_d175e15168
J.	w5_d175e15171
</list>
<list id="l6_d175e15175">
Dem	w1_d175e15179
Joh.	w3_d175e15182
Weiß,	w5_d175e15185
Burgerl.	w7_d175e15188
Seiffen=sied.,	w9_d175e15191
s.	w11_d175e15194
K.	w13_d175e15198
Magdal.,	w1_d175e15203
in	w3_d175e15206
s.	w5_d175e15209
H.	w7_d175e15212
im	w9_d175e15215
Liechtenth.,	w11_d175e15218
alt	w13_d175e15222
1.	w15_d175e15225
J.	w17_d175e15228
Dem	w1_d175e15233
Melch.	w3_d175e15236
Norz,	w5_d175e15239
Brätel=brat.,	w7_d175e15242
s.	w9_d175e15245
K.	w11_d175e15248
Jos.,	w13_d175e15252
beym	w15_d175e15255
gold.	w1_d175e15261
Satel	w3_d175e15264
bey	w5_d175e15267
St.	w7_d175e15270
Ulrich,	w9_d175e15273
alt	w11_d175e15276
5.	w13_d175e15280
J.	w15_d175e15283
Dem	w1_d175e15288
Math.	w3_d175e15291
Graf,	w5_d175e15294
Haupt=maut=aufleg	w7_d175e15297
meist.,	w9_d175e15300
s.	w11_d175e15303
T.	w13_d175e15307
Rosal.,	w1_d175e15312
im	w3_d175e15315
Kronisteris.	w5_d175e15318
H.	w7_d175e15321
in	w9_d175e15324
der	w11_d175e15327
Leopolbst=,	w13_d175e15331
alt	w15_d175e15334
22.	w1_d175e15339
J.	w3_d175e15342
Dem	w1_d175e15348
Franz	w3_d175e15351
Fertbauer,	w5_d175e15354
Schlos.,	w7_d175e15357
s.	w9_d175e15360
W.	w11_d175e15363
Barb.,	w13_d175e15367
beyn	w15_d175e15370
3.	w1_d175e15375
Schlüs.	w3_d175e15378
bey	w5_d175e15381
Marra=hülf,	w7_d175e15384
alt	w9_d175e15387
33.	w11_d175e15390
J.	w13_d175e15394
Dem	w1_d175e15399
Jacob	w3_d175e15402
Schlosser,	w5_d175e15405
Reit	w7_d175e15408
kn.,	w9_d175e15411
s.	w11_d175e15414
W.	w13_d175e15418
Elisab.,	w15_d175e15421
im	w17_d175e15424
Sand=werferis.	w1_d175e15429
H.	w3_d175e15432
auf	w5_d175e15435
der	w7_d175e15438
Wied.,	w9_d175e15441
alt	w11_d175e15444
33.	w13_d175e15448
J.	w15_d175e15451
</list>
<head id="h2_d175e15458">
Summa	w1_d175e15462
11.	w3_d175e15465
Person.	w5_d175e15468
darunter	w7_d175e15471
4.	w9_d175e15474
Kinder.	w11_d175e15477
Den	w1_d175e15482
2.	w3_d175e15485
Sept.	w5_d175e15488
Jn	w1_d175e15493
der	w3_d175e15496
Stadt	w5_d175e15499
</head>
<list id="l4_d175e15502">
Lorenz	w1_d175e15506
Wimmer,	w3_d175e15509
Burger	w5_d175e15512
zu	w7_d175e15515
Korneuburg,	w9_d175e15518
im	w11_d175e15521
Sei	w13_d175e15525
teris.	w1_d175e15530
H.	w3_d175e15533
am	w5_d175e15536
alt.	w7_d175e15539
Bauren=m.,	w9_d175e15542
alt	w11_d175e15545
55.	w13_d175e15549
J.	w15_d175e15552
</list>
<head id="h2_d175e15559">
Vor	w1_d175e15563
der	w3_d175e15566
Stadt.	w5_d175e15569
</head>
<list id="l4_d175e15572">
Dem	w1_d175e15576
Jos.	w3_d175e15579
Feß,	w5_d175e15582
Fuhr=wesens=offic.,	w7_d175e15585
s.	w9_d175e15588
K.	w11_d175e15591
Antonia,	w13_d175e15595
bey	w1_d175e15600
der	w3_d175e15603
weis.	w5_d175e15606
Schwan.	w7_d175e15609
am	w9_d175e15612
Spitalb.,	w11_d175e15615
alt	w13_d175e15619
5.	w15_d175e15622
v.	w17_d175e15625
J.	w19_d175e15628
Mart.	w1_d175e15633
Kitler,	w3_d175e15636
Burgerl.	w5_d175e15639
Schuh=mach.,	w7_d175e15642
in	w9_d175e15645
s.	w11_d175e15648
H.	w13_d175e15652
ober	w15_d175e15655
dem	w1_d175e15661
Neustift,	w3_d175e15664
alt	w5_d175e15667
72.	w7_d175e15670
J.	w9_d175e15673
Dem	w1_d175e15678
Phil.	w3_d175e15681
Seemüller,	w5_d175e15684
gew.	w7_d175e15687
Käß=stech.,	w9_d175e15690
s.	w11_d175e15693
W.	w13_d175e15697
Ca	w15_d175e15700
thar.	w1_d175e15705
in	w3_d175e15708
s.	w5_d175e15711
H.	w7_d175e15714
zu	w9_d175e15717
Erdberg,	w11_d175e15720
alt	w13_d175e15724
43.	w15_d175e15727
J.	w17_d175e15730
Dem	w1_d175e15735
Joh.	w3_d175e15738
Grindl,	w5_d175e15741
K.	w7_d175e15744
K.	w9_d175e15747
Kutsch.,	w11_d175e15750
s.	w13_d175e15754
K.	w15_d175e15757
Georg,	w17_d175e15760
bey	w19_d175e15763
dem	w1_d175e15769
grün.	w3_d175e15772
Stief.	w5_d175e15775
auf	w7_d175e15778
der	w9_d175e15781
Laimgr.,	w11_d175e15784
alt	w13_d175e15788
6.	w15_d175e15791
J.	w17_d175e15794
Maria	w1_d175e15799
Anna	w3_d175e15802
Bräfin,	w5_d175e15805
Wittwe,	w7_d175e15808
im	w9_d175e15811
Prinzis.	w11_d175e15814
H.	w13_d175e15818
am	w15_d175e15821
Hundsth.,	w1_d175e15826
alt	w3_d175e15829
80.	w5_d175e15832
J.	w7_d175e15835
Dem	w1_d175e15840
Franz	w3_d175e15843
Habraneck,	w5_d175e15846
Lack,	w7_d175e15849
s.	w9_d175e15852
K.	w11_d175e15855
Anna,	w13_d175e15859
bey	w15_d175e15862
dem	w17_d175e15865
Einhorn	w1_d175e15871
auf	w3_d175e15874
der	w5_d175e15877
Wied.,	w7_d175e15880
alt	w9_d175e15883
2.	w11_d175e15886
J.	w13_d175e15890
Dem	w1_d175e15895
Joh.	w3_d175e15898
Haidinger,	w5_d175e15901
Wein=hauern,	w7_d175e15904
s.	w9_d175e15907
K.	w11_d175e15910
Sopbia,	w13_d175e15914
im	w1_d175e15919
Baderis.	w3_d175e15922
H.	w5_d175e15925
zu	w7_d175e15928
Gumpendorf,	w9_d175e15931
alt	w11_d175e15934
2.	w13_d175e15938
J.	w15_d175e15941
Dem	w1_d175e15946
Mich.	w3_d175e15949
Graf,	w5_d175e15952
Tagw.,	w7_d175e15955
s.	w9_d175e15958
W.	w11_d175e15961
Agnes,	w13_d175e15965
bey	w15_d175e15968
der	w17_d175e15971
gold.	w1_d175e15977
Kugel	w3_d175e15980
am	w5_d175e15983
Neustift,	w7_d175e15986
alt	w9_d175e15989
46.	w11_d175e15992
J.	w13_d175e15996
Franz	w1_d175e16001
Walz,	w3_d175e16004
Tagw.,	w5_d175e16007
im	w7_d175e16010
Neubaueris.	w9_d175e16013
H.	w11_d175e16016
in	w13_d175e16020
der	w15_d175e16023
Al	w17_d175e16026
ster=gas.,	w1_d175e16031
alt	w3_d175e16034
36.	w5_d175e16037
J.	w7_d175e16040
Georg	w1_d175e16045
Bretschneider,	w3_d175e16048
alt	w5_d175e16051
48.	w7_d175e16054
J.,	w9_d175e16057
bey	w11_d175e16060
denen	w13_d175e16064
FF.	w15_d175e16067
Mis.	w17_d175e16070
Summa	w1_d175e16076
11.	w3_d175e16079
Person.,	w5_d175e16082
darunter	w7_d175e16085
4.	w9_d175e16088
Kinder	w11_d175e16091
</list>
<head id="h2_d175e16098">
EDICT.	w1_d175e16102
</head>
<p id="p4_d175e16105">
Von	w1_d175e16109
N.	w3_d175e16112
Raht	w5_d175e16115
der	w7_d175e16118
Kaiserl.	w9_d175e16121
Königl.	w11_d175e16124
Viertl	w13_d175e16128
Stadt	w1_d175e16133
St.	w3_d175e16136
Pölten	w5_d175e16139
wegen,	w7_d175e16142
wird	w9_d175e16145
hiemit	w11_d175e16148
durch	w13_d175e16152
dieses	w1_d175e16157
offene	w3_d175e16160
Edict	w5_d175e16163
jedermann	w7_d175e16166
kund	w9_d175e16169
und	w11_d175e16172
zu	w13_d175e16176
wissen	w1_d175e16182
gemacht;	w3_d175e16185
Gestalten	w5_d175e16188
auf	w7_d175e16191
mehrmaliges	w9_d175e16194
Anlangen	w1_d175e16199
des	w3_d175e16202
Baron	w5_d175e16205
Schimelfenningischen	w7_d175e16208
Hrn.	w9_d175e16211
Gerhabens	w1_d175e16216
Maxmilian	w3_d175e16219
Emanuel	w5_d175e16222
Kölz,	w7_d175e16225
Hof	w9_d175e16228
Kriegs=raht=Agenten,	w1_d175e16233
die	w3_d175e16236
dem	w5_d175e16239
Hrn.	w7_d175e16242
Ba	w9_d175e16245
ron	w1_d175e16251
von	w3_d175e16254
Schimelfenning	w5_d175e16257
auf	w7_d175e16260
Absterben	w9_d175e16263
Hrn.	w11_d175e16266
Feld=marschalls	w1_d175e16271
von	w3_d175e16274
Damnitz	w5_d175e16277
seel.	w7_d175e16280
erblich	w9_d175e16283
angefallene	w1_d175e16288
Behausung	w3_d175e16291
allhier	w5_d175e16294
licitando	w7_d175e16297
an	w9_d175e16300
den	w1_d175e16305
Meist=bietenden	w3_d175e16308
überlassen	w5_d175e16311
und	w7_d175e16314
verkauf	w9_d175e16317
fet	w1_d175e16323
werden	w3_d175e16326
solle,	w5_d175e16329
dahero	w7_d175e16332
dann	w9_d175e16335
eine	w11_d175e16338
nochma	w13_d175e16342
lige	w1_d175e16347
Licitations=tag=satzung	w3_d175e16350
auf	w5_d175e16353
den	w7_d175e16356
23sten	w9_d175e16359
Septemb.	w1_d175e16364
dies	w3_d175e16367
Jahrs	w5_d175e16370
Fruhe	w7_d175e16373
um	w9_d175e16376
8.	w11_d175e16379
Uhr	w13_d175e16383
auf	w15_d175e16386
Gemeiner	w1_d175e16391
Stadt=raht=haus	w3_d175e16394
ad	w5_d175e16397
tractan-	w7_d175e16400
</p>
<p id="p10_d175e16413">
dum	w1_d175e16417
&	w3_d175e16420
concludendum	w5_d175e16423
anberaumet	w7_d175e16426
wor	w9_d175e16429
den;	w1_d175e16434
wer	w3_d175e16437
also	w5_d175e16440
dieses	w7_d175e16443
Haus	w9_d175e16446
an	w11_d175e16449
sich	w13_d175e16453
zu	w15_d175e16456
brin	w17_d175e16459
gen	w1_d175e16464
Willens,	w3_d175e16467
kan	w5_d175e16470
an	w7_d175e16473
besagten	w9_d175e16476
Tag	w11_d175e16479
und	w13_d175e16483
Stund	w1_d175e16489
entweder	w3_d175e16492
selbst	w5_d175e16495
persönlich,	w7_d175e16498
oder	w9_d175e16501
per	w11_d175e16504
Mandatarium	w1_d175e16509
erscheinen,	w3_d175e16512
und	w5_d175e16515
sich	w7_d175e16518
allda	w9_d175e16521
anmelden	w1_d175e16526
lassen.	w3_d175e16529
Actum	w5_d175e16532
St.	w7_d175e16535
Pölten	w9_d175e16538
den	w11_d175e16541
8.	w1_d175e16546
Augusti	w3_d175e16549
1757.	w5_d175e16552
</p>
<p id="p12_d175e16556">
Bey	w1_d175e16560
Johann	w3_d175e16563
Jacob	w5_d175e16566
Lidl	w7_d175e16569
Kupfer=stechern	w9_d175e16572
im	w1_d175e16577
Doctor	w3_d175e16580
Deimlischen	w5_d175e16583
Haus	w7_d175e16586
neben	w9_d175e16589
der	w11_d175e16592
Heil.	w13_d175e16596
Dreyfaltigkeit	w1_d175e16601
ist	w3_d175e16604
zu	w5_d175e16607
haben:	w7_d175e16610
Eine	w9_d175e16613
neue	w11_d175e16616
und	w13_d175e16620
accurate	w1_d175e16626
Land=karte	w3_d175e16629
des	w5_d175e16632
grossen	w7_d175e16635
Herzogtums	w9_d175e16638
Ober	w1_d175e16643
und	w3_d175e16646
Nieder=schlesien,	w5_d175e16649
der	w7_d175e16652
Grafschaft	w9_d175e16655
Glatz,	w1_d175e16660
und	w3_d175e16663
anderen	w5_d175e16666
angränzenden	w7_d175e16669
Ländern,	w9_d175e16672
worinnen	w1_d175e16677
nicht	w3_d175e16680
allein	w5_d175e16683
alle	w7_d175e16686
sich	w9_d175e16689
darinen	w11_d175e16692
befind	w13_d175e16696
liche	w1_d175e16702
17.	w3_d175e16705
Fürstentümer,	w5_d175e16708
und	w7_d175e16711
die	w9_d175e16714
6.	w11_d175e16717
freye	w13_d175e16721
Stan	w15_d175e16724
des=herrschaften,	w1_d175e16729
sondern	w3_d175e16732
auch	w5_d175e16735
alle	w7_d175e16738
Städte	w9_d175e16741
Markt=flecken,	w1_d175e16746
Schlösser,	w3_d175e16749
Dörfer,	w5_d175e16752
Post	w7_d175e16755
stationen,	w1_d175e16760
Berge,	w3_d175e16763
Wälder,	w5_d175e16766
Flüsse	w7_d175e16769
rc.	w9_d175e16772
genau	w11_d175e16775
verzeichnet,	w1_d175e16781
und	w3_d175e16784
mit	w5_d175e16787
denen	w7_d175e16790
benöhtigten	w9_d175e16793
Ein	w11_d175e16796
theilungen,	w1_d175e16801
Compaß,	w3_d175e16804
und	w5_d175e16807
verschiedenen	w7_d175e16810
Maß=stäben	w1_d175e16815
auf	w3_d175e16818
das	w5_d175e16821
vollkommeneste	w7_d175e16824
versehen	w9_d175e16827
Fein	w1_d175e16832
in	w3_d175e16835
Kupfer	w5_d175e16838
gestochen	w7_d175e16841
auf	w9_d175e16844
3.	w11_d175e16847
Regal=bögen,	w13_d175e16851
das	w1_d175e16857
Exemplar	w3_d175e16860
sauber	w5_d175e16863
illuminirt,	w7_d175e16866
und	w9_d175e16869
bequem	w11_d175e16872
bey	w1_d175e16877
sich	w3_d175e16880
zu	w5_d175e16883
tragen	w7_d175e16886
in	w9_d175e16889
einem	w11_d175e16892
Futeral	w13_d175e16896
pr.	w15_d175e16899
3.	w17_d175e16902
fl.	w1_d175e16907
30.	w3_d175e16910
kr.,	w5_d175e16913
ohne	w7_d175e16916
Futeral	w9_d175e16919
auch	w11_d175e16922
sauber	w13_d175e16926
illu	w15_d175e16929
minirt	w1_d175e16934
pr.	w3_d175e16937
3.	w5_d175e16940
fl.	w7_d175e16943
</p>
<p id="p14_d175e16946">
Eine	w1_d175e16950
accurate	w3_d175e16953
General,	w5_d175e16956
Post	w7_d175e16959
und	w9_d175e16962
Land	w11_d175e16965
karte,	w1_d175e16970
darinnen	w3_d175e16973
das	w5_d175e16976
ganze	w7_d175e16979
Heil.	w9_d175e16982
Röm.	w11_d175e16985
Reich,	w13_d175e16989
auch	w1_d175e16994
Jtalien,	w3_d175e16997
samt	w5_d175e17000
einem	w7_d175e17003
grossen	w9_d175e17006
Theil	w11_d175e17009
deren	w13_d175e17013
daran	w1_d175e17019
gränzenden	w3_d175e17022
Königreichen,	w5_d175e17025
Hungarn,	w7_d175e17028
Pohlen	w1_d175e17033
und	w3_d175e17036
Preussen	w5_d175e17039
begriffen,	w7_d175e17042
in	w9_d175e17045
seine	w11_d175e17048
or	w13_d175e17052
dentliche	w1_d175e17057
Reichs=kreise,	w3_d175e17060
und	w5_d175e17063
darinnen	w7_d175e17066
be	w9_d175e17069
findliche	w1_d175e17074
Fürstentümer	w3_d175e17077
und	w5_d175e17080
Grafschaften	w7_d175e17083
auf	w9_d175e17086
das	w1_d175e17092
deutlichste	w3_d175e17095
eingetheilet,	w5_d175e17098
auch	w7_d175e17101
mit	w9_d175e17104
Compas	w11_d175e17107
und	w1_d175e17112
Masstab	w3_d175e17115
bestens	w5_d175e17118
versehen,	w7_d175e17121
und	w9_d175e17124
sauber	w11_d175e17127
illuminirt,	w1_d175e17132
das	w3_d175e17135
Exemplar	w5_d175e17138
vor	w7_d175e17141
1.	w9_d175e17144
fl.	w11_d175e17147
im	w13_d175e17151
Futeral	w1_d175e17156
aber	w3_d175e17159
1.	w5_d175e17162
Gulden	w7_d175e17165
15.	w9_d175e17168
Kr.	w11_d175e17171
</p>
<p id="p16_d175e17174">
Es	w1_d175e17178
ist	w3_d175e17181
in	w5_d175e17184
Kohlhundischen	w7_d175e17187
Haus	w9_d175e17190
auf	w11_d175e17193
der	w13_d175e17197
Wieden	w1_d175e17202
ein	w3_d175e17205
wol	w5_d175e17208
faconirter	w7_d175e17211
fast	w9_d175e17214
noch	w11_d175e17217
neuer	w13_d175e17221
Stadt=schwimmer,	w1_d175e17226
wozu	w3_d175e17229
nebst	w5_d175e17232
der	w7_d175e17235
ordinari,	w9_d175e17238
noch	w1_d175e17244
eine	w3_d175e17247
Gala	w5_d175e17250
Sitz=decken	w7_d175e17253
gehörig	w9_d175e17256
ist,	w11_d175e17259
um	w13_d175e17263
billigen	w1_d175e17268
Preiß	w3_d175e17271
alltäglich	w5_d175e17274
zu	w7_d175e17277
verkauffen.	w9_d175e17280
</p>
<p id="p18_d175e17283">
Jn	w1_d175e17287
Oberedöbling	w3_d175e17290
ist	w5_d175e17293
das	w7_d175e17296
Sämmerische	w9_d175e17299
Hauß	w11_d175e17302
