<doc id="edoc_wd_1776-06-01" attrs="word" year="1776" month="06" day="01" corpus="1">
<head id="hl1">
Lisabon	w39
Hof	w5319
sich	w5320
bemüßiget	w5321
sieht	w5322
<g/>
,
dem	w5324
Admirale	w5325
Gay=ton	w5326
<g/>
=
eine	w5328
Verstärkung	w5329
von	w5330
3	w5331
Kriegsschif=fen	w5332
<g/>
=
zugehen	w5334
zu	w5335
lassen	w5336
<g/>
.
Sie	w5338
nehmen	w5339
Mund	w5340
<g/>
=
Vorrath	w5342
mit	w5343
<g/>
,
weil	w5345
die	w5346
Provinzialisten	w5347
je=nen	w5348
<g/>
=
Colonien	w5350
<g/>
,
in	w5352
welchen	w5353
sich	w5354
englä	w5355
u	w5356
di=sche	w5357
<g/>
=
Kriegsmacht	w5359
befindet	w5360
<g/>
,
alle	w5362
Wege	w5363
zur	w5364
Anschaffung	w5365
von	w5366
Lebensbedürfnissen	w5367
ab=schneiden	w5368
<g/>
=
<g/>
,
und	w5371
dieselbe	w5372
also	w5373
von	w5374
hier	w5375
aus	w5376
versehen	w5377
werden	w5378
müssen	w5379
<g/>
.
Jn	w5381
Georgien	w5382
hat	w5383
sich	w5384
eine	w5385
Aufwiegelung	w5386
entsponnen	w5387
<g/>
.
Der	w5389
General	w5390
Howe	w5391
hatte	w5392
nach	w5393
Savan=nah	w5394
<g/>
=
<g/>
,
der	w5397
Hauptstadt	w5398
besagter	w5399
Colonie	w5400
<g/>
,
ein	w5402
Detaschement	w5403
Seeleute	w5404
an	w5405
Bord	w5406
eini=ger	w5407
<g/>
=
Fahrzeuge	w5409
dahin	w5410
gefertigt	w5411
<g/>
,
um	w5413
Reis	w5414
und	w5415
andern	w5416
Mundvotrath	w5417
alda	w5418
einzuneh=men	w5419
<g/>
=
<g/>
.
Da	w5422
sich	w5423
das	w5424
Volk	w5425
dagegen	w5426
setzte	w5427
<g/>
,
</p>
<p id="p67">
warfen	w5429
die	w5430
Seeleute	w5431
sich	w5432
in	w5433
Schluppen	w5434
<g/>
,
um	w5436
die	w5437
in	w5438
dem	w5439
Hafen	w5440
befrachtete	w5441
Schiffe	w5442
zu	w5443
entführen	w5444
<g/>
.
Diese	w5446
Kühnheit	w5447
aber	w5448
ward	w5449
ihnen	w5450
eingestelt	w5451
<g/>
,
und	w5453
sie	w5454
hatten	w5455
kaum	w5456
Zeit	w5457
ihre	w5458
Schiffe	w5459
wieder	w5460
zu	w5461
besteigen	w5462
<g/>
.
Hier=auf	w5464
<g/>
=
steckte	w5466
das	w5467
Volk	w5468
alle	w5469
beladenen	w5470
Schif=fe	w5471
<g/>
=
in	w5473
Brand	w5474
<g/>
,
deren	w5476
jedes	w5477
mit	w5478
seiner	w5479
La=dung	w5480
<g/>
=
wenigstens	w5482
15000	w5483
Pf	w5484
<g/>
.
Sterl	w5486
<g/>
.
werth	w5488
war	w5489
<g/>
.
Dieser	w5491
Umstand	w5492
dürfte	w5493
zu	w5494
dem	w5495
Ab=zuge	w5496
<g/>
=
des	w5498
Generals	w5499
Howe	w5500
aus	w5501
Boston	w5502
mit=gewirket	w5503
<g/>
=
haben	w5505
<g/>
.
Er	w5507
hat	w5508
eine	w5509
beträchtli=che	w5510
<g/>
=
Anzahl	w5512
Pferde	w5513
daselbst	w5514
zuruckgelassen	w5515
<g/>
,
weil	w5517
es	w5518
ihm	w5519
an	w5520
Futter	w5521
fehlte	w5522
<g/>
.
Jedes	w5524
die=ser	w5525
<g/>
=
Pferde	w5527
hatte	w5528
der	w5529
Regierung	w5530
18	w5531
Pfd	w5532
<g/>
.
Sterl	w5534
<g/>
.
gekostet	w5536
<g/>
.
Die	w5538
Jnsel	w5539
Barbados	w5540
ste=het	w5541
<g/>
=
in	w5543
Gefahr	w5544
von	w5545
Hungersnoth	w5546
<g/>
,
und	w5548
St	w5549
<g/>
.
Christoph	w5551
ist	w5552
in	w5553
gleiche	w5554
Noth	w5555
verse=tzet	w5556
<g/>
=
<g/>
.
Antigua	w5559
würde	w5560
sich	w5561
in	w5562
gleichen	w5563
be=denklichen	w5564
<g/>
=
Umständen	w5566
befinden	w5567
<g/>
,
wann	w5569
man	w5570
daselbst	w5571
nicht	w5572
durch	w5573
die	w5574
Eroberung	w5575
einiger	w5576
amerikanischen	w5577
Schiffe	w5578
mit	w5579
einem	w5580
grossen	w5581
Vorrathe	w5582
Mehl	w5583
versehen	w5584
worden	w5585
wär	w5586
<g/>
,
doch	w5588
fehlt	w5589
es	w5590
daselbst	w5591
an	w5592
gesalzenen	w5593
Waaren	w5594
<g/>
,
Waitzen	w5596
ꝛc	w5597
<g/>
.
Eines	w5599
von	w5600
beyden	w5601
<g/>
,
sagt	w5603
einer	w5604
unserer	w5605
politischen	w5606
Schriftstel=lern	w5607
<g/>
=
in	w5609
einem	w5610
Briefe	w5611
über	w5612
die	w5613
gegenwär=tigen	w5614
<g/>
=
Umstände	w5616
<g/>
:
"Entweder	w5618
werden	w5619
die	w5620
Deutschen	w5621
Truppen	w5622
unsere	w5623
Brüder	w5624
auf=treiben	w5625
<g/>
=
<g/>
,
oder	w5628
sie	w5629
werden	w5630
von	w5631
letztern	w5632
auf=gerieben	w5633
<g/>
=
werden	w5635
<g/>
.
Jn	w5637
beyden	w5638
Fällen	w5639
ist	w5640
es	w5641
mit	w5642
unserer	w5643
Handlung	w5644
geschehen	w5645
<g/>
,
und	w5647
alsdann	w5648
bleibt	w5649
der	w5650
Nation	w5651
weiter	w5652
nichts	w5653
übrig	w5654
<g/>
,
als	w5656
das	w5657
sie	w5658
zu	w5659
ihrem	w5660
eigenen	w5661
Un=tergange	w5662
<g/>
=
durch	w5664
die	w5665
Finger	w5666
gesehen	w5667
hat	w5668
<g/>
.
"	w5670
</p>
<p id="p68">
Ein	w5671
Brief	w5672
aus	w5673
Neuyork	w5674
meldet	w5675
<g/>
,
daß	w5677
daselbst	w5678
einige	w5679
deutsche	w5680
Jngenieurs	w5681
ange=kommen	w5682
<g/>
=
sind	w5684
<g/>
,
um	w5686
in	w5687
der	w5688
Armee	w5689
der	w5690
Pro=vinzialisten	w5691
<g/>
=
zu	w5693
dienen	w5694
<g/>
.
Zu	w5696
Halifax	w5697
ist	w5698
fast	w5699
aller	w5700
Vorrath	w5701
aufgezehret	w5702
<g/>
,
weil	w5704
von	w5705
da	w5706
bis	w5707
zum	w5708
Abzuge	w5709
des	w5710
Generals	w5711
Howe	w5712
die	w5713
Stadt	w5714
Boston	w5715
mit	w5716
Lebensmitteln	w5717
versehen	w5718
werden	w5719
mußte	w5720
<g/>
.
Hieraus	w5722
läßt	w5723
sich	w5724
schließen	w5725
<g/>
,
daß	w5727
die	w5728
kön	w5729
<g/>
.
Armee	w5731
<g/>
,
welche	w5733
die	w5734
Fahrt	w5735
nach	w5736
Halifax	w5737
gerichtet	w5738
hat	w5739
<g/>
,
daselbst	w5741
nicht	w5742
in	w5743
</p>
<p id="p69">
das	w5744
gelobte	w5745
Land	w5746
kommen	w5747
<g/>
,
sondern	w5749
sich	w5750
in	w5751
der	w5752
Klemme	w5753
finden	w5754
werde	w5755
<g/>
.
</p>
<head id="hl22">
Zurückgebliebene	w5757
Merkwürdigkeiten	w5758
aus	w5759
den	w5760
gerichtlichen	w5761
Verhandlnngen	w5762
in	w5763
Sachen	w5764
der	w5765
gewesenen	w5766
Herzoginn	w5767
von	w5768
Kingston	w5769
<g/>
.
</head>
<p id="p70">
Der	w5771
ganze	w5772
Rechtslauf	w5773
währte	w5774
vom	w5775
15	w5776
<g/>
.
bis	w5778
zum	w5779
22	w5780
<g/>
.
April	w5782
<g/>
.
Die	w5784
Fechterstreiche	w5785
<g/>
,
die	w5787
der	w5788
Generalprokurator	w5789
des	w5790
Königs	w5791
<g/>
,
als	w5793
fiscalischer	w5794
Ankläger	w5795
<g/>
,
die	w5797
übrigen	w5798
Ad=vokaten	w5799
<g/>
=
der	w5801
Gegenparthey	w5802
<g/>
,
und	w5804
die	w5805
Ver=theidiger	w5806
<g/>
=
der	w5808
Herzoginn	w5809
<g/>
,
anbrachten	w5811
<g/>
,
würden	w5813
in	w5814
der	w5815
Erzählung	w5816
ganze	w5817
Bogen	w5818
einnehmen	w5819
<g/>
.
Einigemale	w5821
wurde	w5822
die	w5823
Ge=richtssitzung	w5824
<g/>
=
auf	w5826
einen	w5827
andern	w5828
Tag	w5829
ver=schoben	w5830
<g/>
=
<g/>
,
und	w5833
dieses	w5834
einmal	w5835
wegen	w5836
der	w5837
Unpäßlichkeit	w5838
der	w5839
Beklagten	w5840
<g/>
,
die	w5842
sich	w5843
so	w5844
übel	w5845
befand	w5846
<g/>
,
daß	w5848
sie	w5849
Mühe	w5850
hatte	w5851
<g/>
,
auf	w5853
dem	w5854
Stuhle	w5855
<g/>
,
der	w5857
ihr	w5858
zugestanden	w5859
war	w5860
<g/>
,
sitzen	w5862
zu	w5863
bleiben	w5864
<g/>
.
Ein	w5866
kurzer	w5867
Begrif	w5868
von	w5869
dem	w5870
Wesentlichen	w5871
der	w5872
Sache	w5873
ist	w5874
dieses	w5875
<g/>
:
</p>
<p id="p71">
Die	w5877
Herzoginn	w5878
sagte	w5879
<g/>
:
"Sie	w5881
sey	w5882
als	w5883
Fräulein	w5884
Chudleigh	w5885
im	w5886
Jahr	w5887
1743	w5888
als	w5889
Hoffräulein	w5890
bey	w5891
der	w5892
verstorbenen	w5893
Prin=zeßinn	w5894
<g/>
=
von	w5896
Wallis	w5897
angekommen	w5898
<g/>
;
habe	w5900
zwar	w5901
im	w5902
folgenden	w5903
Jahre	w5904
den	w5905
damaligen	w5906
Schif	w5907
<g/>
=
Lieutenant	w5909
Hervey	w5910
geheurathet	w5911
<g/>
;
derselbe	w5913
sey	w5914
aber	w5915
bald	w5916
darauf	w5917
nach	w5918
West=indien	w5919
<g/>
=
gesegelt	w5921
<g/>
,
und	w5923
habe	w5924
<g/>
,
bey	w5926
seiner	w5927
Zu=rückkunft	w5928
<g/>
=
<g/>
,
sie	w5931
nicht	w5932
mehr	w5933
als	w5934
Frau	w5935
behan=delt	w5936
<g/>
=
<g/>
,
sondern	w5939
vielmehr	w5940
die	w5941
ganze	w5942
Heu=rath	w5943
<g/>
=
<g/>
,
als	w5946
von	w5947
beyden	w5948
Theilen	w5949
in	w5950
der	w5951
Minderjährigkeit	w5952
geschlossen	w5953
<g/>
,
für	w5955
ungül=tig	w5956
<g/>
=
angesehen	w5958
<g/>
,
daher	w5960
sie	w5961
<g/>
,
Beklagte	w5963
<g/>
,
sich	w5965
als	w5966
eine	w5967
ungebundene	w5968
Person	w5969
betrachtet	w5970
<g/>
,
ihre	w5972
Dienste	w5973
wieder	w5974
als	w5975
Hoffräulein	w5976
bis	w5977
1764	w5978
fortgesetzt	w5979
<g/>
,
und	w5981
um	w5982
diese	w5983
Zeit	w5984
ihre	w5985
Heurath	w5986
durch	w5987
eine	w5988
vom	w5989
geistlichen	w5990
Ge=richt	w5991
<g/>
=
ausgewirkte	w5993
Sentenz	w5994
vollends	w5995
an=annulliret	w5996
<g/>
=
<g/>
.
"	w5999
</p>
<p id="p72">
Dagegen	w6000
ward	w6001
eingewendet	w6002
<g/>
:
"Daß	w6004
sie	w6005
mit	w6006
Herrn	w6007
Hervey	w6008
2	w6009
Jahr	w6010
als	w6011
Frau	w6012
gelebt	w6013
<g/>
,
ein	w6015
Haus	w6016
mit	w6017
ihm	w6018
bewohnt	w6019
<g/>
,
und	w6021
als	w6022
Mistreß	w6023
Hervey	w6024
die	w6025
Besuche	w6026
und	w6027
Behandlungen	w6028
empfangen	w6029
habe	w6030
<g/>
.
Zwar	w6032
sey	w6033
der	w6034
Mann	w6035
1746	w6036
nach	w6037
Westindien	w6038
verreiset	w6039
<g/>
,
aber	w6041
in	w6042
Jahresfrist	w6043
zurückge=kommen	w6044
<g/>
=
<g/>
,
und	w6047
habe	w6048
sich	w6049
hernach	w6050
in	w6051
allen	w6052
Stücken	w6053
wieder	w6054
als	w6055
Ehemann	w6056
aufgeführt	w6057
<g/>
.
Das	w6059
geistliche	w6060
Gericht	w6061
<g/>
,
welches	w6063
die	w6064
Ehe	w6065
</p>
<p id="p73">
getrennet	w6066
<g/>
,
habe	w6068
auch	w6069
<g/>
,
bey	w6071
dem	w6072
Proceß	w6073
einer	w6074
heimlich	w6075
geschlossenen	w6076
Heurath	w6077
<g/>
,
nicht	w6079
so	w6080
unumschränkt	w6081
entscheiden	w6082
können	w6083
<g/>
,
und	w6085
wenn	w6086
auch	w6087
das	w6088
Gericht	w6089
solches	w6090
vermogt	w6091
<g/>
;
so	w6093
könne	w6094
der	w6095
Ausspruch	w6096
doch	w6097
in	w6098
dem	w6099
ge=genwärtigen	w6100
<g/>
=
Falle	w6102
<g/>
,
da	w6104
er	w6105
erschlichen	w6106
wor=den	w6107
<g/>
=
sey	w6109
<g/>
,
nicht	w6111
gültig	w6112
seyn	w6113
<g/>
,
und	w6115
folglich	w6116
sey	w6117
die	w6118
Lady	w6119
<g/>
,
als	w6121
sie	w6122
1769	w6123
den	w6124
Herzog	w6125
von	w6126
Kingston	w6127
geheurathet	w6128
habe	w6129
<g/>
,
noch	w6131
die	w6132
förmliche	w6133
Mistreß	w6134
Hervey	w6135
gewesen	w6136
<g/>
.
</p>
<p id="p74">
Es	w6138
ward	w6139
eine	w6140
Menge	w6141
Zeugen	w6142
abge=hört	w6143
<g/>
=
<g/>
,
unter	w6146
welchen	w6147
sich	w6148
besonders	w6149
eine	w6150
Frau	w6151
Croddock	w6152
<g/>
,
die	w6154
aber	w6155
als	w6156
eine	w6157
erkauft=te	w6158
<g/>
=
Betriegerin	w6160
befunden	w6161
ward	w6162
<g/>
,
und	w6164
der	w6165
Kriegssekretair	w6166
<g/>
,
Lord	w6168
Barrington	w6169
<g/>
,
dessen	w6171
Schwiegerin	w6172
Gesellschaftsdame	w6173
der	w6174
Be=klagten	w6175
<g/>
=
ist	w6177
<g/>
,
auszeichneten	w6179
<g/>
.
Der	w6181
letztere	w6182
wollte	w6183
anfänglich	w6184
nichts	w6185
gestehen	w6186
<g/>
,
weil	w6188
ihm	w6189
<g/>
,
wie	w6191
er	w6192
sagte	w6193
<g/>
,
das	w6195
<g/>
,
was	w6197
er	w6198
von	w6199
der	w6200
Sache	w6201
wisse	w6202
<g/>
,
als	w6204
ein	w6205
Geheimniß	w6206
sey	w6207
anvertrauet	w6208
worden	w6209
<g/>
.
Die	w6211
Peers	w6212
mußten	w6213
deswegen	w6214
nach	w6215
ihrer	w6216
Kammer	w6217
abgehen	w6218
<g/>
,
wo	w6220
sie	w6221
abmachten	w6222
<g/>
,
daß	w6224
der	w6225
Lord	w6226
verbun=den	w6227
<g/>
=
sey	w6229
<g/>
,
auf	w6231
alle	w6232
Fragen	w6233
zu	w6234
antworten	w6235
<g/>
,
und	w6237
darauf	w6238
gestand	w6239
er	w6240
<g/>
,
daß	w6242
er	w6243
die	w6244
Her=veyische	w6245
<g/>
=
Heurath	w6247
für	w6248
richtig	w6249
hielte	w6250
<g/>
.
</p>
<p id="p75">
Das	w6252
Wunderbarste	w6253
bey	w6254
dem	w6255
ganzen	w6256
Verhöre	w6257
war	w6258
<g/>
,
daß	w6260
der	w6261
erste	w6262
Mann	w6263
<g/>
,
Her=vey	w6265
<g/>
=
der	w6267
seitdem	w6268
durch	w6269
Erbfolge	w6270
Lord	w6271
Bristol	w6272
geworden	w6273
ist	w6274
<g/>
,
ob	w6276
er	w6277
gleich	w6278
am	w6279
besten	w6280
hätte	w6281
sagen	w6282
können	w6283
<g/>
,
was	w6285
vorge=fallen	w6286
<g/>
=
ist	w6288
<g/>
,
im	w6290
geringsten	w6291
nicht	w6292
vernom=men	w6293
<g/>
=
wurde	w6295
<g/>
.
</p>
<p id="p76">
Als	w6297
endlich	w6298
am	w6299
22	w6300
<g/>
.
die	w6302
Peers	w6303
in	w6304
ih=rer	w6305
<g/>
=
Kammer	w6307
zum	w6308
Urtheilsprechen	w6309
sich	w6310
ver=sammelten	w6311
<g/>
=
<g/>
,
hat	w6314
zuerst	w6315
der	w6316
Erzbischof	w6317
von	w6318
Canterbury	w6319
<g/>
,
in	w6321
seinem	w6322
und	w6323
aller	w6324
Bischö=fe	w6325
<g/>
=
Namen	w6327
aus	w6328
der	w6329
Ursach	w6330
um	w6331
Erlaub=niß	w6332
<g/>
=
<g/>
,
sich	w6335
zu	w6336
entfernen	w6337
<g/>
,
weil	w6339
sie	w6340
als	w6341
Geist=liche	w6342
<g/>
=
<g/>
,
nach	w6345
dem	w6346
alten	w6347
kanonischen	w6348
Rech=te	w6349
<g/>
=
<g/>
,
keinem	w6352
Urtheil	w6353
in	w6354
einer	w6355
Kriminalsa=che	w6356
<g/>
=
beywohnen	w6358
dürfen	w6359
<g/>
.
Allen	w6361
weltlichen	w6362
Peers	w6363
wurde	w6364
hierauf	w6365
die	w6366
schon	w6367
berührte	w6368
Frage	w6369
<g/>
:
schuldig	w6371
<g/>
,
oder	w6373
unschuldig	w6374
<g/>
?
vor=gelegt	w6376
<g/>
=
<g/>
;
und	w6379
alle	w6380
antworteten	w6381
<g/>
,
nach	w6383
der	w6384
Reihe	w6385
<g/>
,
mit	w6387
entblößtem	w6388
Haupte	w6389
stehend	w6390
<g/>
,
und	w6392
mit	w6393
auf	w6394
das	w6395
Herz	w6396
gelegter	w6397
rechten	w6398
Hand	w6399
"Schuldig	w6400
bey	w6401
meiner	w6402
Ehre	w6403
<g/>
!
"	w6405
Es	w6406
ist	w6407
schon	w6408
gemeldet	w6409
<g/>
,
daß	w6411
nur	w6412
der	w6413
Her=zog	w6414
<g/>
=
von	w6416
Newcastle	w6417
sich	w6418
anders	w6419
ausdrück ausdrückte	w6420
<g/>
=
</p>
<p id="p77">
te	w6422
<g/>
,
nämlich	w6424
<g/>
:
"Schuldige	w6426
aus	w6427
Jrthum	w6428
<g/>
,
nicht	w6430
aus	w6431
Vorsatz	w6432
<g/>
!
"	w6434
Nun	w6435
wurde	w6436
die	w6437
Herzoginn	w6438
in	w6439
den	w6440
Gerichtssaal	w6441
gebracht	w6442
<g/>
,
wo	w6444
sie	w6445
kniend	w6446
den	w6447
Spruch	w6448
vernahm	w6449
<g/>
:
Daß	w6451
die	w6452
Peers	w6453
sie	w6454
der	w6455
Vielmännerey	w6456
schuldig	w6457
fänden	w6458
<g/>
.
"	w6460
Hierauf	w6461
berief	w6462
sie	w6463
sich	w6464
auf	w6465
das	w6466
allen	w6467
Personen	w6468
vom	w6469
Peer=stande	w6470
<g/>
=
zukommende	w6472
Privilegium	w6473
<g/>
,
Kraft	w6475
dessen	w6476
sie	w6477
in	w6478
dergleichen	w6479
Verbrechen	w6480
von	w6481
körperlichen	w6482
Strafen	w6483
<g/>
,
und	w6485
mithin	w6486
itzo	w6487
von	w6488
der	w6489
Strafe	w6490
des	w6491
Kerkers	w6492
<g/>
,
oder	w6494
des	w6495
Brandmals	w6496
in	w6497
der	w6498
Hand	w6499
<g/>
,
das	w6501
sonst	w6502
die	w6503
Strafe	w6504
einer	w6505
der	w6506
Vielmännerey	w6507
überzeug=ten	w6508
<g/>
=
Frau	w6510
ist	w6511
<g/>
,
befreyt	w6513
wäre	w6514
<g/>
.
Dieses	w6516
Vor=recht	w6517
<g/>
=
ward	w6519
ihr	w6520
zugestanden	w6521
<g/>
.
Dagegen	w6523
bekam	w6524
sie	w6525
den	w6526
schon	w6527
bekannten	w6528
Verweis	w6529
<g/>
.
</p>
<p id="p78">
Dem	w6531
Könige	w6532
<g/>
,
dessen	w6534
Schatzkammer	w6535
al=le	w6536
<g/>
=
bey	w6538
dergleichen	w6539
Peergerichten	w6540
auflau=fende	w6541
<g/>
=
Kosten	w6543
bezahlen	w6544
muß	w6545
<g/>
,
dürfte	w6547
die=es	w6548
<g/>
=
Gericht	w6550
leichtlich	w6551
20000	w6552
Pf	w6553
<g/>
.
Sterl	w6555
<g/>
.
kosten	w6557
<g/>
,
derentwegen	w6559
jedoch	w6560
die	w6561
Nation	w6562
Se	w6563
<g/>
.
Majestät	w6565
vermuthlich	w6566
schadlos	w6567
halten	w6568
wird	w6569
<g/>
.
Niemand	w6571
hat	w6572
indessen	w6573
von	w6574
diesem	w6575
grossen	w6576
Aufwande	w6577
den	w6578
geringsten	w6579
Nutzen	w6580
<g/>
,
ausgenommen	w6582
vielleicht	w6583
die	w6584
natürlichen	w6585
Erben	w6586
des	w6587
Herzogs	w6588
von	w6589
Kingston	w6590
<g/>
.
Diese	w6592
verdroß	w6593
es	w6594
lange	w6595
<g/>
,
daß	w6597
ihr	w6598
seel	w6599
<g/>
.
Herr	w6601
Vetter	w6602
<g/>
,
der	w6604
in	w6605
seinen	w6606
alten	w6607
Tagen	w6608
zu	w6609
der	w6610
Heurath	w6611
beschwatzt	w6612
wurde	w6613
<g/>
,
seiner	w6615
vermeinten	w6616
Frau	w6617
sein	w6618
ganzes	w6619
grosses	w6620
Ver=mögen	w6621
<g/>
=
hinterließ	w6623
<g/>
.
Jtzo	w6625
<g/>
,
da	w6627
es	w6628
heraus=gekommen	w6629
<g/>
=
ist	w6631
<g/>
,
daß	w6633
die	w6634
Frau	w6635
seine	w6636
Frau	w6637
nicht	w6638
werden	w6639
konnte	w6640
<g/>
,
werden	w6642
sie	w6643
gewiß	w6644
das	w6645
gesammte	w6646
Erbtheil	w6647
in	w6648
Anspruch	w6649
neh=men	w6650
<g/>
=
<g/>
.
Aber	w6653
diese	w6654
Sache	w6655
<g/>
,
so	w6657
wichtig	w6658
sie	w6659
gleich	w6660
für	w6661
beyde	w6662
Theile	w6663
ist	w6664
<g/>
,
gehört	w6666
nur	w6667
für	w6668
ein	w6669
Untergericht	w6670
<g/>
,
und	w6672
wird	w6673
also	w6674
für	w6675
das	w6676
Publikum	w6677
nicht	w6678
viele	w6679
Aufmerksam=seit	w6680
<g/>
=
verdienen	w6682
<g/>
.
</p>
<head id="hl23a">
Nachricht	w6684
<g/>
.
</head>
<p id="p79">
Jn	w6686
der	w6687
Emerich	w6688
Felix	w6689
Baderischen	w6690
Buchhand=lung	w6691
<g/>
=
in	w6693
der	w6694
Bognergasse	w6695
<g/>
,
neben	w6697
dem	w6698
Toden=kopf	w6699
<g/>
=
<g/>
,
ist	w6702
in	w6703
deutscher	w6704
Sprache	w6705
zu	w6706
haben	w6707
<g/>
:
</p>
<p id="p80">
Die	w6709
merkwürdigen	w6710
und	w6711
sehr	w6712
vortreflichen	w6713
Briefe	w6714
des	w6715
verstorbenen	w6716
Pabstes	w6717
Cle	w6718
mens	w6719
XIV	w6720
<g/>
.
<g/>
(
Ganganeli	w6723
<g/>
)
2	w6725
Theile	w6726
<g/>
,
8	w6728
<g/>
.
Frankf	w6730
<g/>
.
1776	w6732
<g/>
.
1	w6734
fl	w6735
<g/>
.
20	w6737
kr	w6738
<g/>
.
</p>
<p id="p81">
Ein	w6740
fremder	w6741
sucht	w6742
Gesellschaft	w6743
<g/>
,
längstens	w6745
in	w6746
den	w6747
10	w6748
<g/>
.
Juni	w6750
von	w6751
hier	w6752
<g/>
,
es	w6754
sey	w6755
nach	w6756
Vene Venedig	w6757
<g/>
=
</p>
<p id="p82">
dig	w6759
oder	w6760
nach	w6761
Mayland	w6762
<g/>
,
mit	w6764
Extrapost	w6765
zu	w6766
ver=reisen	w6767
<g/>
=
<g/>
.
Das	w6770
nähere	w6771
kann	w6772
man	w6773
in	w6774
diesem	w6775
Zei=tungskomtoir	w6776
<g/>
=
erfahren	w6778
<g/>
.
</p>
<head id="hl24">
Nachricht	w6780
<g/>
.
</head>
<p id="p83">
Es	w6782
sey	w6783
nach	w6784
der	w6785
auf	w6786
Ansuchen	w6787
der	w6788
königl	w6789
<g/>
.
ungarischen	w6791
Hofkanzley	w6792
an	w6793
Regierung	w6794
gelang=ten	w6795
<g/>
=
Verordnung	w6797
dem	w6798
Herrn	w6799
Sigismund	w6800
Gra=fen	w6801
<g/>
=
Zichy	w6803
mit	w6804
dessen	w6805
eigener	w6806
Einstimmung	w6807
ein	w6808
Sequester	w6809
aufgestellet	w6810
<g/>
,
somit	w6812
derselbe	w6813
<g/>
,
ausser	w6815
Stand	w6816
gesetzt	w6817
worden	w6818
<g/>
,
fernere	w6820
Schulden	w6821
zu	w6822
ma=chen	w6823
<g/>
=
<g/>
,
oder	w6826
derley	w6827
Traktaten	w6828
sub	w6829
nullitate	w6830
tr	w6831
<g/>
-
tatus	w6833
<g/>
&
am	w6835
ssiane	w6836
pecuniarum	w6837
mutuo	w6838
da-tarum	w6839
<g/>
-
anzustossen	w6841
<g/>
.
Welches	w6843
sonach	w6844
jedermän=niglich	w6845
<g/>
=
zur	w6847
nachrichtsamen	w6848
Wissenschaft	w6849
hiemit	w6850
bekannt	w6851
gemacht	w6852
wird	w6853
<g/>
.
Wien	w6855
den	w6856
27	w6857
<g/>
.
May	w6859
1776	w6860
<g/>
.
</p>
<p id="p84">
Ein	w6862
Mensch	w6863
<g/>
,
welcher	w6865
nicht	w6866
nur	w6867
verschiedene	w6868
Sprachen	w6869
spricht	w6870
und	w6871
schreibt	w6872
<g/>
,
sondern	w6874
auch	w6875
im	w6876
Haus	w6877
<g/>
=
Wirthschafts	w6879
<g/>
=
und	w6881
Rechnungswesen	w6882
ei=ne	w6883
<g/>
=
vollkommene	w6885
Känntniß	w6886
besitzt	w6887
<g/>
,
erbietet	w6889
sich	w6890
bey	w6891
einer	w6892
hohen	w6893
Herrschaft	w6894
als	w6895
Haus	w6896
<g/>
=
oder	w6898
Wirthschaftsinspektor	w6899
<g/>
,
auch	w6901
allenfalls	w6902
als	w6903
Se=cretaire	w6904
<g/>
=
Dienste	w6906
anzunehmen	w6907
<g/>
.
Jst	w6909
auch	w6910
der	w6911
Verfasser	w6912
<g/>
,
eines	w6914
<g/>
,
in	w6916
verschiedenen	w6917
Herrschafts=häuseren	w6918
<g/>
=
schon	w6920
lange	w6921
Zeit	w6922
mit	w6923
Nutzen	w6924
eingeführt=ten	w6925
<g/>
=
Hausrechnungssystemes	w6927
<g/>
:
das	w6929
weitere	w6930
wird	w6931
in	w6932
Kundschaftsamt	w6933
zu	w6934
erfragen	w6935
seyn	w6936
<g/>
.
</p>
<p id="p85">
Mathias	w6938
Siebenhofer	w6939
<g/>
,
der	w6941
die	w6942
s	w6943
<g/>
.
v	w6945
<g/>
.
Wan=zen	w6947
<g/>
=
dergestalt	w6949
ausrotten	w6950
kann	w6951
<g/>
,
das	w6953
an	w6954
diesem	w6955
Orte	w6956
<g/>
,
welches	w6958
er	w6959
mit	w6960
seinen	w6961
erlernten	w6962
Stücken	w6963
bestreichet	w6964
<g/>
,
sich	w6966
niemals	w6967
einige	w6968
sehen	w6969
lassen	w6970
<g/>
,
viel=weniger	w6972
<g/>
=
aufhalten	w6974
wird	w6975
<g/>
,
und	w6977
worüber	w6978
er	w6979
sich	w6980
bey	w6981
hoher	w6982
Behörde	w6983
sowohl	w6984
aus	w6985
Brünn	w6986
als	w6987
Oll=mütz	w6988
<g/>
=
mit	w6990
hinlänglichen	w6991
Zeugnissen	w6992
legitimirt	w6993
hat	w6994
<g/>
,
bietet	w6996
hiemit	w6997
jederman	w6998
<g/>
,
wer	w7000
hierinfalls	w7001
ein	w7002
Ver=trauen	w7003
<g/>
=
in	w7005
ihn	w7006
setzen	w7007
will	w7008
<g/>
,
seine	w7010
Dienste	w7011
an	w7012
<g/>
.
Er	w7014
ist	w7015
alhier	w7016
zu	w7017
erfragen	w7018
am	w7019
Judenplatz	w7020
Nr	w7021
<g/>
.
239	w7023
im	w7024
englischen	w7025
Gruß	w7026
<g/>
.
</p>
<p id="p86">
Zu	w7028
Neudorf	w7029
Nr	w7030
25	w7031
ist	w7032
ein	w7033
Haus	w7034
mit	w7035
einem	w7036
Stockwerk	w7037
bestehend	w7038
in	w7039
