<doc id="edoc_wd_1753-07-07" attrs="word" year="1753" month="07" day="07" corpus="1">
<p id="p4">
Jn	w33
.
2	w5417
<g/>
.
</p>
<p id="p45">
Lettres	w5419
de	w5420
Jean	w5421
de	w5422
Wit	w5423
<g/>
.
8vo	w5425
<g/>
.
Vol	w5427
<g/>
.
6	w5429
<g/>
.
relié	w5431
<g/>
.
</p>
<p id="p46">
Théatré	w5433
de	w5434
Msr	w5435
<g/>
.
de	w5437
Marmontel	w5438
<g/>
.
8vo	w5440
<g/>
.
1753	w5442
<g/>
.
relié	w5444
<g/>
.
</p>
<p id="p47">
Traité	w5446
du	w5447
Stile	w5448
<g/>
;
par	w5450
Mavillon	w5451
<g/>
,
8vo	w5453
<g/>
.
re-lié	w5455
<g/>
-
<g/>
.
</p>
<p id="p48">
Remarques	w5458
sur	w5459
le	w5460
Germanisme	w5461
même	w5462
Au-teur	w5463
<g/>
-
8vo	w5465
<g/>
.
relié	w5467
<g/>
.
</p>
<p id="p49">
Cyropedie	w5469
de	w5470
Cyrus	w5471
8vo	w5472
<g/>
.
Vol	w5474
<g/>
.
2	w5476
<g/>
.
relié	w5478
<g/>
.
</p>
<p id="p50">
Oeuvres	w5480
<g/>
,
ou	w5482
ouvrage	w5483
de	w5484
Xenophon	w5485
<g/>
,
8vo	w5487
<g/>
.
relié	w5489
Vol	w5490
<g/>
.
2	w5492
<g/>
.
</p>
<p id="p51">
Memoires	w5494
sur	w5495
la	w5496
Guerre	w5497
<g/>
,
tirée	w5499
des	w5500
memoi-res	w5501
<g/>
-
secrets	w5503
du	w5504
Marechal	w5505
de	w5506
Turenne	w5507
con-tenant	w5508
<g/>
-
le	w5510
detail	w5511
d'une	w5512
Armée	w5513
8vo	w5514
<g/>
.
Vol	w5516
<g/>
.
2	w5518
<g/>
.
relié	w5520
<g/>
.
</p>
<p id="p52">
Histoire	w5522
du	w5523
Marechal	w5524
de	w5525
Saxe	w5526
avec	w5527
Sup-plement	w5528
<g/>
-
Londres	w5530
1753	w5531
<g/>
.
Vol	w5533
<g/>
.
2	w5535
<g/>
.
relié	w5537
<g/>
.
</p>
<p id="p53">
Direction	w5539
de	w5540
la	w5541
Conscience	w5542
d'un	w5543
Roi	w5544
<g/>
,
8	w5546
<g/>
.
relié	w5548
</p>
<p id="p54">
Etat	w5549
des	w5550
Troupes	w5551
Prusienne	w5552
sur	w5553
pied	w5554
en	w5555
1753	w5556
<g/>
.
4to	w5558
<g/>
.
</p>
<p id="p55">
Lettres	w5560
du	w5561
Duc	w5562
de	w5563
Newcastle	w5564
<g/>
,
Servans	w5566
de	w5567
response	w5568
aux	w5569
Motifs	w5570
du	w5571
Roi	w5572
de	w5573
Prusse	w5574
<g/>
,
1753	w5576
<g/>
.
</p>
<p id="p56">
Lettre	w5578
au	w5579
public	w5580
par	w5581
main	w5582
de	w5583
Maitre	w5584
<g/>
.
8vo	w5586
<g/>
.
</p>
<p id="p57">
Legions	w5588
Romaine	w5589
par	w5590
le	w5591
Comte	w5592
de	w5593
Saxe	w5594
<g/>
.
8vo	w5596
Vol	w5597
<g/>
.
</p>
<p id="p58">
Etat	w5599
des	w5600
Troupes	w5601
de	w5602
France	w5603
sur	w5604
pied	w5605
en	w5606
1753	w5607
<g/>
.
8vo	w5609
<g/>
.
</p>
<p id="p59">
Bey	w5611
Hrn	w5612
<g/>
.
Johann	w5614
Paul	w5615
Krauß	w5616
<g/>
,
Buchführ=rern	w5618
<g/>
=
nächst	w5620
der	w5621
Kaiserl	w5622
<g/>
.
Burg	w5624
ist	w5625
nebst	w5626
andern	w5627
Büchern	w5628
zu	w5629
haben	w5630
<g/>
.
</p>
<p id="p60">
Herr	w5632
Conrad	w5633
von	w5634
Uffenbach	w5635
<g/>
,
merkwürdige	w5637
Reisen	w5638
durch	w5639
Niedersachsen	w5640
<g/>
,
Holland	w5642
und	w5643
Eng=land	w5644
<g/>
=
<g/>
,
mit	w5647
Kupfern	w5648
groß	w5649
8vo	w5650
<g/>
.
Ulm	w5652
1753	w5653
<g/>
.
per	w5655
2	w5656
<g/>
.
Fl	w5658
<g/>
.
30	w5660
<g/>
.
Kr	w5662
<g/>
.
</p>
<p id="p61">
Des	w5664
Teutsche	w5665
Staats	w5666
Geographie	w5667
mit	w5668
allen	w5669
seinen	w5670
Verrichtungen	w5671
<g/>
,
höchsten	w5673
und	w5674
hohen	w5675
Her=ren	w5676
<g/>
=
<g/>
,
Fürsten	w5679
und	w5680
Ständen	w5681
im	w5682
Teutschen	w5683
Reiche	w5684
<g/>
,
nach	w5686
denen	w5687
Grund	w5688
<g/>
=
sätzen	w5690
der	w5691
Koßmographischen	w5692
Gesellschaft	w5693
vorgeschlagen	w5694
<g/>
,
von	w5696
denen	w5697
dirigi= renden	w5698
<g/>
=
Mitgliedern	w5700
der	w5701
Kosmographischen	w5702
Ge=sellschaft	w5703
<g/>
=
groß	w5705
4to	w5706
1753	w5707
<g/>
.
kost	w5709
45	w5710
<g/>
.
Kr	w5712
<g/>
.
</p>
<p id="p62">
Das	w5714
Allerneueste	w5715
Pariser	w5716
Koch	w5717
<g/>
=
und	w5719
Tren=schir	w5720
<g/>
=
<g/>
=
buch	w5723
<g/>
,
8	w5725
<g/>
.
1752	w5727
<g/>
.
kostet	w5729
51	w5730
<g/>
.
Kr	w5732
<g/>
.
</p>
<p id="p63">
Natürlichste	w5734
und	w5735
leichteste	w5736
Anweisung	w5737
zum	w5738
Brief	w5739
<g/>
=
stellen	w5741
<g/>
,
sowol	w5743
überhaupt	w5744
<g/>
,
als	w5746
auch	w5747
in	w5748
be=sonderen	w5749
<g/>
=
Fällen	w5751
<g/>
,
nebst	w5753
Beyspielen	w5754
<g/>
,
wie	w5756
auch	w5757
einer	w5758
Anweisung	w5759
zur	w5760
Orthographie	w5761
und	w5762
Titula=tur	w5763
<g/>
=
auch	w5765
einem	w5766
Lateinisch	w5767
<g/>
=
Französisch	w5769
<g/>
=
und	w5771
Teut=schen	w5772
<g/>
=
Wörter	w5774
<g/>
=
buch	w5776
<g/>
,
von	w5778
J	w5779
<g/>
.
G	w5781
<g/>
.
H	w5783
<g/>
.
Webern	w5785
<g/>
,
in	w5787
8vo	w5788
<g/>
.
Frankfurt	w5790
1754	w5791
<g/>
.
pr	w5793
<g/>
.
1	w5795
<g/>
.
fl	w5797
<g/>
.
42	w5799
<g/>
.
K	w5801
<g/>
.
</p>
<p id="p64">
Des	w5803
Herrn	w5804
von	w5805
Veneroni	w5806
Jtaliänisch	w5807
<g/>
=
Fran=zösisch	w5809
<g/>
=
<g/>
=
und	w5812
Teutsches	w5813
Wörter	w5814
<g/>
=
Buch	w5816
<g/>
,
in	w5818
Alpha=betischer	w5819
<g/>
=
Ordnung	w5821
<g/>
,
neueste	w5823
mit	w5824
mehr	w5825
als	w5826
2000	w5827
<g/>
.
Articklen	w5829
vermehrte	w5830
Auflage	w5831
<g/>
,
gros	w5833
8	w5834
<g/>
.
Franck=fort	w5836
<g/>
=
<g/>
,
1753	w5839
<g/>
.
pr	w5841
<g/>
.
1	w5843
<g/>
.
Fl	w5845
<g/>
.
15	w5847
<g/>
.
Kr	w5849
<g/>
.
</p>
<p id="p65">
Der	w5851
Königl	w5852
<g/>
.
Academie	w5854
deren	w5855
Wissenschaften	w5856
zu	w5857
Paris	w5858
<g/>
,
Physische	w5860
Abhandlungen	w5861
9ter	w5862
Theil	w5863
<g/>
,
welcher	w5865
die	w5866
Jahre	w5867
1731	w5868
<g/>
.
und	w5870
1732	w5871
<g/>
.
in	w5873
sich	w5874
hält	w5875
<g/>
.
Aus	w5877
dem	w5878
Französis	w5879
<g/>
.
übersetzt	w5881
von	w5882
Steinwehr	w5883
<g/>
,
mit	w5885
Kupf	w5886
<g/>
.
groß	w5888
8vo	w5889
<g/>
.
Breßlau	w5891
<g/>
,
1753	w5893
</p>
<p id="p66">
Bibliotheque	w5894
curieuse	w5895
historique	w5896
<g/>
&
criti-que	w5898
<g/>
-
<g/>
,
ou	w5901
Cataloque	w5902
raisonné	w5903
de	w5904
libres	w5905
difi-cile	w5906
<g/>
-
à	w5908
trouver	w5909
par	w5910
David	w5911
Clement	w5912
<g/>
.
Tome	w5914
IV	w5915
<g/>
.
Grand	w5917
4to	w5918
<g/>
,
Hannover	w5920
<g/>
,
1753	w5922
</p>
<p id="p67">
Parlement	w5923
François	w5924
<g/>
.
Französisch	w5926
Teutsche	w5927
Sprach	w5928
<g/>
=
buch	w5930
<g/>
,
oder	w5932
sehr	w5933
leichte	w5934
Methode	w5935
wie	w5936
</p>
<p id="p68">
ein	w5938
Teutscher	w5939
<g/>
,
der	w5941
nur	w5942
Schreiben	w5943
<g/>
,
und	w5945
Lesen	w5946
ge=lehrnet	w5947
<g/>
=
<g/>
,
auch	w5950
ohne	w5951
Sprachmeister	w5952
in	w5953
2	w5954
<g/>
.
Monaten	w5956
zum	w5957
Französischen	w5958
Lesen	w5959
<g/>
,
Schreiben	w5961
<g/>
,
und	w5963
Re=den	w5964
<g/>
=
<g/>
,
so	w5967
viel	w5968
nöhtig	w5969
<g/>
,
gelangen	w5971
möge	w5972
<g/>
.
Jn	w5974
8vo	w5975
<g/>
.
Frankfort	w5977
<g/>
,
gebunden	w5979
pr	w5980
<g/>
.
24	w5982
<g/>
.
Kr	w5984
<g/>
.
</p>
<p id="p69">
Memoires	w5986
de	w5987
Maximilien	w5988
de	w5989
Bethune	w5990
Duc	w5991
de	w5992
Sully	w5993
<g/>
,
Principal	w5995
Ministres	w5996
de	w5997
Hen-ry	w5998
<g/>
-
<g/>
,
le	w6001
Grand	w6002
<g/>
,
mis	w6004
en	w6005
ordre	w6006
<g/>
,
avec	w6008
des	w6009
re-marques	w6010
<g/>
-
par	w6012
Msr	w6013
<g/>
.
de	w6015
l'Ecluse	w6016
nouvelle	w6017
Edition	w6018
VIII	w6019
<g/>
,
Tomes	w6021
Grand	w6022
12	w6023
<g/>
.
Geneve	w6025
<g/>
.
1752	w6027
<g/>
.
</p>
<p id="p70">
La	w6029
Science	w6030
des	w6031
Persones	w6032
de	w6033
Cour	w6034
<g/>
,
d'Epée	w6036
<g/>
&
de	w6038
Robe	w6039
<g/>
,
commencée	w6041
par	w6042
Mr	w6043
<g/>
,
de	w6045
Che-vigni	w6046
<g/>
-
continuée	w6048
par	w6049
Msr	w6050
<g/>
.
de	w6052
Limiers	w6053
<g/>
,
revue	w6055
<g/>
,
corrigée	w6057
<g/>
&
considerablement	w6059
aug-mentee	w6060
<g/>
-
par	w6062
Msr	w6063
<g/>
.
Pierre	w6065
Massuet	w6066
Doct	w6067
<g/>
.
en	w6069
Medicine	w6070
IX	w6071
<g/>
.
Tomes	w6073
divisés	w6074
en	w6075
18	w6076
<g/>
.
Parties	w6078
<g/>
,
Grand	w6080
12	w6081
<g/>
.
Amsterd	w6083
<g/>
.
1752	w6085
<g/>
.
pour	w6087
24	w6088
<g/>
.
Fl	w6090
<g/>
.
</p>
<p id="p71">
Histoire	w6092
de	w6093
Polybe	w6094
nouvellement	w6095
Traduite	w6096
du	w6097
Grec	w6098
par	w6099
Vincent	w6100
Thuillier	w6101
<g/>
,
Benedictin	w6103
<g/>
,
avec	w6105
um	w6106
Commentaires	w6107
ou	w6108
un	w6109
Corps	w6110
de	w6111
sciences	w6112
militaire	w6113
<g/>
,
par	w6115
Msr	w6116
<g/>
.
de	w6118
Folard	w6119
<g/>
.
Nouvelle	w6121
Edit	w6122
<g/>
.
revue	w6124
corrigée	w6125
<g/>
,
<g/>
&
augmentée	w6128
d	w6129
un	w6130
Supple-ment	w6131
<g/>
-
<g/>
,
VII	w6134
<g/>
.
Tomes	w6136
<g/>
,
en	w6138
Grand	w6139
4to	w6140
<g/>
.
Amst	w6142
<g/>
.
1753	w6144
<g/>
.
</p>
<p id="p72">
Allgemeine	w6146
Histoire	w6147
deren	w6148
Reisen	w6149
zu	w6150
Wasser	w6151
und	w6152
zu	w6153
Lande	w6154
<g/>
,
oder	w6156
Sammlung	w6157
aller	w6158
Reise=beschreibungen	w6159
<g/>
=
<g/>
,
2ter	w6162
Theil	w6163
mit	w6164
Land	w6165
<g/>
=
karten	w6167
<g/>
,
und	w6169
schönen	w6170
Kupferen	w6171
<g/>
,
groß	w6173
in	w6174
4to	w6175
Leipzig	w6176
1753	w6177
<g/>
.
</p>
<p id="p73">
Ubersetzung	w6179
der	w6180
allgemeinen	w6181
Welt	w6182
<g/>
=
Historien	w6184
<g/>
,
die	w6186
in	w6187
England	w6188
durch	w6189
eine	w6190
Gesellschaft	w6191
von	w6192
Ge=lehrten	w6193
<g/>
=
ausgefertiget	w6195
worden	w6196
<g/>
,
12	w6198
<g/>
.
und	w6200
13ter	w6201
Theil	w6202
mit	w6203
Anmerkungen	w6204
durch	w6205
Kupfer	w6206
<g/>
,
und	w6208
Karten	w6209
<g/>
,
vermehret	w6211
<g/>
,
durch	w6213
Sigm	w6214
<g/>
.
Jacob	w6216
Baumgarten	w6217
<g/>
,
groß	w6219
4	w6220
<g/>
.
Halle	w6222
<g/>
.
1753	w6224
<g/>
.
</p>
<p id="p74">
Künftigen	w6226
Montag	w6227
als	w6228
den	w6229
9ten	w6230
dieses	w6231
wer=den	w6232
<g/>
=
auf	w6234
dem	w6235
Kohlmarkt	w6236
in	w6237
dem	w6238
Lebzelterischen	w6239
Haus	w6240
im	w6241
1ten	w6242
Stock	w6243
des	w6244
Weil	w6245
<g/>
.
Herrn	w6247
Joseph	w6248
Reiters	w6249
seel	w6250
<g/>
.
gewest	w6252
Kais	w6253
<g/>
.
Kön	w6255
<g/>
.
Cammeral	w6257
<g/>
,
und	w6259
Provincial	w6260
-Ban	w6261
<g/>
=
schreibers	w6263
zu	w6264
Temeswar	w6265
hinterlassene	w6266
Effecten	w6267
<g/>
,
als	w6269
einige	w6270
Manns	w6271
<g/>
=
klei=der	w6273
<g/>
=
<g/>
,
silberne	w6276
Sack	w6277
<g/>
=
Uhr	w6279
<g/>
,
Degen	w6281
<g/>
,
Tabattier	w6283
<g/>
,
eine	w6285
Garnitur	w6286
Schnallen	w6287
<g/>
,
Wäsch	w6289
<g/>
,
Beht	w6291
<g/>
=
ge=wand	w6293
<g/>
=
Vormittag	w6295
von	w6296
9	w6297
<g/>
.
bis	w6299
12	w6300
<g/>
.
Uhr	w6302
<g/>
,
Nach=mittag	w6304
<g/>
=
aber	w6306
von	w6307
3	w6308
<g/>
.
bis	w6310
6	w6311
<g/>
.
Uhr	w6313
plus	w6314
offeren-tibus	w6315
<g/>
-
verkauffet	w6317
werden	w6318
<g/>
.
</p>
<p id="p75">
Es	w6320
haben	w6321
alle	w6322
und	w6323
jede	w6324
<g/>
,
so	w6326
an	w6327
Weil	w6328
<g/>
.
Jhre	w6330
Excell	w6331
<g/>
.
Herrn	w6333
Christian	w6334
Heinrich	w6335
Grafens	w6336
von	w6337
Schönburg	w6338
<g/>
,
gewesten	w6340
Kaiserl	w6341
<g/>
.
Königl	w6343
<g/>
.
Gehei=men	w6345
<g/>
=
Rahts	w6347
<g/>
,
Kammerer	w6349
<g/>
,
und	w6351
angesetzten	w6352
</p>
<p id="p76">
Obrist	w6353
<g/>
=
Hof	w6355
<g/>
=
marschallens	w6357
<g/>
,
auch	w6359
Jhro	w6360
Majest	w6361
<g/>
.
der	w6363
verwittibten	w6364
Röm	w6365
<g/>
.
Kaiserin	w6367
Elisabethä	w6368
Christinä	w6369
höchst	w6370
<g/>
=
seligster	w6372
Gedächtnuß	w6373
hinter=bliebenen	w6374
<g/>
=
Leib	w6376
<g/>
=
Garde	w6378
<g/>
=
Hauptmanns	w6380
sel	w6381
<g/>
.
Verlas=senschaft	w6383
<g/>
=
rechtmässige	w6385
Sprüch	w6386
<g/>
=
und	w6388
Forderung	w6389
quocunque	w6390
titulo	w6391
zu	w6392
stellen	w6393
vermeinen	w6394
<g/>
,
bey	w6396
der	w6397
auf	w6398
den	w6399
13ten	w6400
künftigen	w6401
Monats	w6402
Julii	w6403
an=geordneten	w6404
<g/>
=
Convocations	w6406
-Tagsatzung	w6407
Nach=mittag	w6408
<g/>
=
um	w6410
3	w6411
<g/>
.
Uhr	w6413
in	w6414
der	w6415
Kaiserl	w6416
<g/>
.
Königl	w6418
<g/>
.
Obrist	w6420
<g/>
=
Hof	w6422
<g/>
=
marschallen	w6424
<g/>
=
Amts	w6426
<g/>
=
Canzley	w6428
sub	w6429
Clausula	w6430
contumaciæ contumaciae	w6431
<g/>
,
zu	w6433
erscheinen	w6434
<g/>
,
und	w6436
ihre	w6437
Prætensiones Praetensiones	w6438
also	w6439
gewiß	w6440
anzumelden	w6441
<g/>
,
wie	w6443
im	w6444
widrigen	w6445
die	w6446
Ausbleibende	w6447
mit	w6448
ihren	w6449
Forderun=gen	w6450
<g/>
=
nachgehends	w6452
nicht	w6453
mehr	w6454
angehöret	w6455
<g/>
,
son=den	w6457
<g/>
=
diese	w6459
Verlassenschaft	w6460
denen	w6461
Gräfl	w6462
<g/>
.
Schön=burgischen	w6464
<g/>
=
Erben	w6466
<g/>
,
ohne	w6468
weiterem	w6469
Verzug	w6470
ein=geantwortet	w6471
<g/>
=
<g/>
,
und	w6474
ausgefolget	w6475
werden	w6476
solle	w6477
<g/>
.
</p>
<p id="p77">
NB	w6479
<g/>
.
Bey	w6481
dem	w6482
Verleger	w6483
des	w6484
Wienerischen	w6485
Diarii	w6486
ist	w6487
zu	w6488
haben	w6489
<g/>
:
</p>
<p id="p78">
Adjumentum	w6491
Memoriæ Memoriae	w6492
Manuale	w6493
Chro-nologico	w6494
<g/>
-
<g/>
-
Genealogico	w6497
<g/>
-
Historicum	w6499
<g/>
;
Eru-ditis	w6501
<g/>
-
omnibus	w6503
jucundum	w6504
<g/>
,
cumprimis	w6506
vero	w6507
studiosæ studiosae	w6508
Nobilium	w6509
Juventuti	w6510
comodo	w6511
con-cinnatum	w6512
<g/>
-
<g/>
,
exhibens	w6515
Series	w6516
omnes	w6517
Chrono-logico	w6518
<g/>
-
<g/>
-
Genealogico	w6521
<g/>
-
Historicas	w6523
primorum	w6524
Patriarcharum	w6525
Summorum	w6526
Pontificum	w6527
<g/>
.
Antipaparum	w6529
<g/>
,
Schismatum	w6531
<g/>
,
Conciliorum	w6533
Universorum	w6534
approbatorum	w6535
<g/>
,
Hæresum Haeresum	w6537
<g/>
,
Or-dinum	w6539
<g/>
-
Religiosorum	w6541
<g/>
,
Equestrium	w6543
tota	w6544
Eu-ropa	w6545
<g/>
-
seu	w6547
florentium	w6548
<g/>
.
sive	w6550
extinctorum	w6551
<g/>
,
Scri-ptorum	w6553
<g/>
-
à	w6555
nato	w6556
Christ	w6557
ad	w6558
nostra	w6559
tempora	w6560
celebrium	w6561
tam	w6562
sacrorum	w6563
<g/>
,
quam	w6565
pro-fanorum	w6566
<g/>
-
<g/>
,
item	w6569
rerum	w6570
Ecclesiastica-rum	w6571
<g/>
-
<g/>
,
<g/>
&
Patrum	w6575
<g/>
.
Imperatorum	w6577
Orientis	w6578
<g/>
&
Occidentis	w6580
<g/>
,
Regum	w6582
<g/>
.
Principum	w6584
<g/>
,
Archi-ducum	w6586
<g/>
-
<g/>
,
Ducum	w6589
<g/>
,
<g/>
&
Electorum	w6592
S	w6593
<g/>
.
R	w6595
<g/>
.
l	w6597
<g/>
.
<g/>
,
qui-bus	w6600
<g/>
-
adnexa	w6602
sunt	w6603
Bella	w6604
præcipua praecipua	w6605
<g/>
&
Paces	w6607
ab	w6608
A	w6609
<g/>
.
1600	w6611
<g/>
.
ad	w6613
præsentem praesentem	w6614
Annum	w6615
1750	w6616
<g/>
.
Opu-sculum	w6618
<g/>
-
non	w6620
modo	w6621
utile	w6622
<g/>
,
sed	w6624
<g/>
&
Historiam	w6626
amplectentibus	w6627
necessarium	w6628
<g/>
.
Viennæ Viennae	w6630
1750	w6631
<g/>
.
Das	w6633
Exemplar	w6634
eingebundener	w6635
in	w6636
feinem	w6637
Fran=zösischen	w6638
<g/>
=
Band	w6640
à	w6641
1	w6642
<g/>
.
Fl	w6644
<g/>
.
<g/>
,
in	w6647
ordinari	w6648
Franzö=sischen	w6649
<g/>
=
Band	w6651
à	w6652
51	w6653
<g/>
.
Kr	w6655
<g/>
.
</p>
<p id="p79">
Geistlicher	w6657
Palm	w6658
<g/>
=
Baum	w6660
<g/>
,
oder	w6662
innerliche	w6663
Tu=gends	w6664
<g/>
=
<g/>
=
Ubungen	w6667
R	w6668
<g/>
.
P	w6670
<g/>
.
Don	w6672
Blasi	w6673
Palmæ Palmae	w6674
<g/>
,
an	w6676
der	w6677
Versammlung	w6678
deren	w6679
Regulirten	w6680
Priestern	w6681
des	w6682
H	w6683
<g/>
.
Apostels	w6685
Pauli	w6686
das	w6687
Exemplar	w6688
ungebun=den	w6689
<g/>
=
pr	w6691
<g/>
.
4	w6693
<g/>
.
kr	w6695
<g/>
.
in	w6697
Leder	w6698
gebunden	w6699
pr	w6700
<g/>
.
12	w6702
<g/>
.
kr	w6704
<g/>
.
in	w6706
Papier	w6707
pr	w6708
<g/>
.
7	w6710
<g/>
.
kr	w6712
<g/>
.
</p>
<head id="hl31">
Wien	w6727
<g/>
/
7	w6729
<g/>
.
Julii	w6731
<g/>
.
</head>
<p id="p80">
Es	w6733
ist	w6734
abermalen	w6735
verflossener	w6736
Täge	w6737
alhier	w6738
nachstehendes	w6739
Allergnä=digstes	w6740
<g/>
=
Kaiserlich	w6742
<g/>
=
Königliches	w6744
Pa=tent	w6745
<g/>
=
zu	w6747
jedermanns	w6748
Wissenschaft	w6749
publiciret	w6750
und	w6751
gewöhnlicher	w6752
Or=ten	w6753
<g/>
=
angeschlagen	w6755
worden	w6756
<g/>
.
</p>
<p id="p81">
WJi	w6758
Maria	w6759
Theresia	w6760
von	w6761
GOttes	w6762
Gnaden	w6763
Römische	w6764
Kaiserin	w6765
<g/>
,
in	w6767
Ger=manien	w6768
<g/>
=
<g/>
,
zu	w6771
Hungarn	w6772
<g/>
,
Bö=heim	w6774
<g/>
=
<g/>
,
Dalmatien	w6777
<g/>
,
Croa=tien	w6779
<g/>
=
<g/>
,
Sclavonien	w6782
<g/>
,
ꝛc	w6784
<g/>
.
Kö=nigin	w6786
<g/>
=
<g/>
,
Erz	w6789
<g/>
=
Herzogin	w6791
zu	w6792
Oe=sterreich	w6793
<g/>
=
<g/>
,
Herzogin	w6796
zu	w6797
Bur=gund	w6798
<g/>
=
<g/>
,
Ober	w6801
<g/>
=
und	w6803
Nieder	w6804
<g/>
=
Schlesien	w6806
<g/>
,
zu	w6808
Steyer	w6809
<g/>
,
zu	w6811
Kärnten	w6812
<g/>
,
zu	w6814
Crain	w6815
<g/>
,
Marg=gräfin	w6817
<g/>
=
des	w6819
Heil	w6820
<g/>
.
Römischen	w6822
Reichs	w6823
<g/>
,
zu	w6825
Mähren	w6826
<g/>
,
zu	w6828
Burgau	w6829
<g/>
,
zu	w6831
Ober	w6832
<g/>
=
und	w6834
Nie=der	w6835
<g/>
=
<g/>
=
Laußnitz	w6838
<g/>
,
gefürstete	w6840
Grä=fin	w6841
<g/>
=
zu	w6843
Habspurg	w6844
<g/>
,
zu	w6846
Flan=den	w6847
<g/>
=
<g/>
,
zu	w6850
Tyrol	w6851
<g/>
,
und	w6853
zu	w6854
Görz	w6855
<g/>
,
Herzogin	w6857
zu	w6858
Lothrin=gen	w6859
<g/>
=
und	w6861
Barr	w6862
<g/>
,
Groß	w6864
<g/>
=
Her=zogin	w6866
<g/>
=
zu	w6868
Toscana	w6869
ꝛc	w6870
<g/>
.
ꝛc	w6872
<g/>
.
</p>
<p id="p82">
Entbieten	w6874
allen	w6875
Unseren	w6876
getreuen	w6877
Landes	w6878
<g/>
=
Mitgliedern	w6880
<g/>
,
Stadt	w6882
<g/>
=
Markt	w6884
<g/>
=
Dorf	w6886
<g/>
=
UND	w6888
Grund	w6889
<g/>
=
Obrigkeiten	w6891
<g/>
,
de=renselben	w6893
<g/>
=
<g/>
,
Richtern	w6896
<g/>
,
und	w6898
Gemein=den	w6899
<g/>
=
<g/>
,
Stadt	w6902
<g/>
=
und	w6904
Land	w6905
<g/>
=
Gerichts	w6907
<g/>
=
Verwaltern	w6909
<g/>
,
wie	w6911
auch	w6912
allen	w6913
Unter=thanen	w6914
<g/>
=
<g/>
,
und	w6917
Jnwohnern	w6918
in	w6919
Unserem	w6920
Erz	w6921
<g/>
=
Herzogtum	w6923
Oesterreich	w6924
unter	w6925
der	w6926
Enns	w6927
<g/>
,
was	w6929
Standes	w6930
<g/>
,
oder	w6932
We=sens	w6933
<g/>
=
die	w6935
immer	w6936
seyn	w6937
mögen	w6938
<g/>
,
Unsere	w6940
Kaiser	w6941
<g/>
=
König	w6943
<g/>
=
und	w6945
Landes	w6946
<g/>
=
fürstliche	w6948
Gnad	w6949
<g/>
,
auch	w6951
alles	w6952
Gutes	w6953
<g/>
;
Und	w6955
ist	w6956
euch	w6957
ohnehin	w6958
bekannt	w6959
<g/>
,
was	w6961
Wir	w6962
zu	w6963
Verhütung	w6964
der	w6965
dem	w6966
gemeinen	w6967
We=sen	w6968
<g/>
=
so	w6970
schädlichen	w6971
Emigrirung	w6972
deren	w6973
Unterthanen	w6974
annoch	w6975
im	w6976
vorigen	w6977
Jahr	w6978
in	w6979
gesamt	w6980
Unseren	w6981
Erb	w6982
<g/>
=
Landen	w6984
ge=sätz	w6985
<g/>
=
<g/>
=
mäßig	w6988
zu	w6989
verordnen	w6990
befunden	w6991
<g/>
,
und	w6993
was	w6994
derohalben	w6995
auch	w6996
hier	w6997
Land=des	w6998
<g/>
=
untern	w7000
19	w7001
<g/>
.
Juni	w7003
gedachten	w7004
Jahr	w7005
durch	w7006
offentliches	w7007
Patent	w7008
kund	w7009
gemacht	w7010
worden	w7011
<g/>
.
</p>
<p id="p83">
Nun	w7013
enthaltet	w7014
zwar	w7015
der	w7016
§	w7017
vus	w7018
10	w7019
mus	w7020
erstbemeldeten	w7021
Patents	w7022
<g/>
,
daß	w7024
denen	w7025
Handwerks	w7026
<g/>
=
Gesellen	w7028
das	w7029
Wan=deren	w7030
<g/>
=
<g/>
,
auch	w7033
Ab	w7034
<g/>
=
und	w7036
Zureisen	w7037
vor	w7038
<g/>
,
wie	w7040
nach	w7041
<g/>
,
unverwehret	w7043
bleiben	w7044
solle	w7045
<g/>
.
</p>
<p id="p84">
Nachdem	w7047
<g/>
,
aber	w7049
respectu	w7050
deren	w7051
Eisen	w7052
<g/>
=
und	w7054
Stahl	w7055
<g/>
=
Arbeitern	w7057
<g/>
,
und	w7059
Schmiedschaften	w7060
<g/>
,
in	w7062
diesem	w7063
Unse=rem	w7064
<g/>
=
Erz	w7066
<g/>
=
Herzogtum	w7068
unter	w7069
der	w7070
Enns	w7071
<g/>
,
wie	w7073
mit	w7074
jenen	w7075
in	w7076
denen	w7077
Jnner	w7078
<g/>
=
Oe=sterreichischen	w7080
<g/>
=
Landen	w7082
<g/>
,
und	w7084
Oester Oesterreich	w7085
<g/>
=
</p>
<p id="p85">
reich	w7088
ob	w7089
der	w7090
Enns	w7091
<g/>
,
ganz	w7093
besondere	w7094
Umstände	w7095
vorwalten	w7096
<g/>
,
so	w7098
wollen	w7099
Wir	w7100
vorberührte	w7101
Eisen	w7102
<g/>
=
und	w7104
Stahl	w7105
<g/>
=
Ar=beiter	w7107
<g/>
=
<g/>
,
und	w7110
Schmiedschaften	w7111
<g/>
,
es	w7113
seyen	w7114
groß	w7115
<g/>
=
oder	w7117
kleine	w7118
Hammer	w7119
<g/>
=
Sengsen	w7121
<g/>
=
Blech	w7123
<g/>
=
Hacken	w7125
<g/>
=
Drat	w7127
<g/>
=
Pfan=nen	w7129
<g/>
=
<g/>
=
Nagel	w7132
<g/>
=
oder	w7134
andere	w7135
Faust	w7136
