<doc id="wr_1759-07-18" attrs="word" year="1759" month="07" day="18" corpus="2">
<head id="h2_d365e3112">
Oldendorf	w1_d365e3116
27.	w13_d365e13975
</list>
<head id="h2_d365e13982">
Summa	w1_d365e13986
6.	w3_d365e13989
Person.,	w5_d365e13992
darunter	w7_d365e13995
1.	w9_d365e13998
Kind.	w11_d365e14001
Den	w1_d365e14006
16.	w3_d365e14009
Julii.	w5_d365e14012
Jn	w1_d365e14017
der	w3_d365e14020
Stadt.	w5_d365e14023
</head>
<list id="l4_d365e14026">
Hr.	w1_d365e14030
Niclas	w3_d365e14033
Spreng,	w5_d365e14036
K.	w7_d365e14039
Post=amts=stall=schreib.,	w9_d365e14042
im	w11_d365e14045
Brandeskys.	w1_d365e14050
H.	w3_d365e14053
am	w5_d365e14056
alt.	w7_d365e14059
Fleisch=m.,	w9_d365e14062
alt	w11_d365e14065
26.	w13_d365e14069
J.	w15_d365e14072
Jungf.	w1_d365e14077
Francisca	w3_d365e14080
Martinellin,	w5_d365e14083
im	w7_d365e14086
Löwenauisch.	w9_d365e14089
H.	w11_d365e14092
im	w1_d365e14098
Roht=gäs.,	w3_d365e14101
alt	w5_d365e14104
27.	w7_d365e14107
J.	w9_d365e14110
</list>
<head id="h2_d365e14117">
Vor	w1_d365e14121
der	w3_d365e14124
Stadt.	w5_d365e14127
</head>
<list id="l4_d365e14130">
Joh.	w1_d365e14134
Fried.	w3_d365e14137
Biederman,	w5_d365e14140
Burgerl.	w7_d365e14143
Rot=gärb.,	w9_d365e14146
in	w11_d365e14149
s.	w13_d365e14153
H.	w1_d365e14158
am	w3_d365e14161
Spitalberg,	w5_d365e14164
alt	w7_d365e14167
78.	w9_d365e14170
Mart.	w1_d365e14175
Bauer,	w3_d365e14178
Burgerl.	w5_d365e14181
Holz=setz.,	w7_d365e14184
beyn	w9_d365e14187
3.	w11_d365e14190
Stern.	w13_d365e14194
in	w1_d365e14200
der	w3_d365e14203
Währinger=gas.,	w5_d365e14206
alt	w7_d365e14209
69.	w9_d365e14212
J.	w11_d365e14215
Dem	w1_d365e14220
Joh	w3_d365e14223
Städl,	w5_d365e14226
gew.	w7_d365e14229
Schul=meist.,	w9_d365e14232
s.	w11_d365e14235
W.	w13_d365e14239
Cathar.	w15_d365e14242
beyn	w1_d365e14247
2.	w3_d365e14250
Jägerhorn	w5_d365e14253
zu	w7_d365e14256
Margar.,	w9_d365e14259
alt	w11_d365e14262
46.	w13_d365e14266
J.	w15_d365e14269
Dem	w1_d365e14274
Joh.	w3_d365e14277
Engelman,	w5_d365e14280
Lackierern,	w7_d365e14283
s.	w9_d365e14286
S.	w11_d365e14289
Jos.,	w13_d365e14293
bey	w15_d365e14296
der	w1_d365e14302
schön.	w3_d365e14305
Schäf.	w5_d365e14308
in	w7_d365e14311
der	w9_d365e14314
Josephst.,	w11_d365e14317
alt	w13_d365e14321
18.	w15_d365e14324
J.	w17_d365e14327
Adam	w1_d365e14332
Hieller,	w3_d365e14335
gew.	w5_d365e14338
Wirt,	w7_d365e14341
beym	w9_d365e14344
gold.	w11_d365e14347
Anker	w13_d365e14351
am	w15_d365e14354
Neubau,	w1_d365e14359
alt	w3_d365e14362
62.	w5_d365e14365
J.	w7_d365e14368
</list>
<head id="h2_d365e14375">
Summa	w1_d365e14379
7.	w3_d365e14382
Person.	w5_d365e14385
/	w7_d365e14388
darunter	w9_d365e14391
0.	w11_d365e14394
Kind.	w13_d365e14398
</head>
<p id="p4_d365e14401">
Es	w1_d365e14405
ist	w3_d365e14408
vor	w5_d365e14411
einer	w7_d365e14414
geraumen	w9_d365e14417
Zeit	w11_d365e14420
in	w13_d365e14424
einem	w15_d365e14427
siche	w17_d365e14430
ren	w1_d365e14435
Herrschafts=haus,	w3_d365e14438
eine	w5_d365e14441
goldene	w7_d365e14444
Französische	w9_d365e14447
Frauen=uhr	w1_d365e14452
von	w3_d365e14455
Jattien	w5_d365e14458
le	w7_d365e14461
Roy,	w9_d365e14464
die	w11_d365e14467
Ketten	w13_d365e14471
und	w15_d365e14474
Uhr	w1_d365e14480
ware	w3_d365e14483
gleich,	w5_d365e14486
der	w7_d365e14489
Boden	w9_d365e14492
ist	w11_d365e14495
geflochten	w13_d365e14499
wie.	w15_d365e14502
ein	w1_d365e14507
Körbel,	w3_d365e14510
in	w5_d365e14513
Gold	w7_d365e14516
gearbeitet,	w9_d365e14519
das	w11_d365e14522
Mittel	w13_d365e14526
ware	w15_d365e14529
ein	w1_d365e14534
Bouquet	w3_d365e14537
geschmolzen	w5_d365e14540
mit	w7_d365e14543
Farben,	w9_d365e14546
es	w11_d365e14549
seynd	w13_d365e14553
Nägerl,	w1_d365e14558
und	w3_d365e14561
andere	w5_d365e14564
kleine	w7_d365e14567
Blümmel	w9_d365e14570
um	w11_d365e14573
und	w13_d365e14577
um,	w15_d365e14580
der	w1_d365e14586
Schlüssel	w3_d365e14589
ist	w5_d365e14592
auch	w7_d365e14595
geschmolzen;	w9_d365e14598
dann	w11_d365e14601
4.	w13_d365e14605
neue	w15_d365e14608
runde	w1_d365e14613
Tafel=leuchter	w3_d365e14616
von	w5_d365e14619
1758sten	w7_d365e14622
Jahr,	w9_d365e14625
Wiener	w11_d365e14628
prob,	w1_d365e14633
vom	w3_d365e14636
Gold=schmied	w5_d365e14639
Stattler	w7_d365e14642
gearbeitet,	w9_d365e14645
ent	w11_d365e14648
fremdet	w1_d365e14653
worden,	w3_d365e14656
wem	w5_d365e14659
dergleichen	w7_d365e14662
vorkommen	w9_d365e14665
solte,	w1_d365e14671
wird	w3_d365e14674
gebetten,	w5_d365e14677
gegen	w7_d365e14680
guten	w9_d365e14683
Recompens,	w11_d365e14686
dem	w1_d365e14691
Verleger	w3_d365e14694
des	w5_d365e14697
Wienerischen	w7_d365e14700
Diarii	w9_d365e14703
solches	w11_d365e14706
an	w13_d365e14710
zuzeigen.	w1_d365e14715
</p>
<p id="p6_d365e14718">
Auf	w1_d365e14722
Verordnung	w3_d365e14725
eines	w5_d365e14728
Land=marschallischen	w7_d365e14731
Gerichts	w1_d365e14736
werden	w3_d365e14739
den	w5_d365e14742
21.	w7_d365e14745
dieses	w9_d365e14748
in	w11_d365e14751
dem	w13_d365e14755
Dispai	w15_d365e14758
schen	w1_d365e14763
Haus	w3_d365e14766
auf	w5_d365e14769
der	w7_d365e14772
Land=straß,	w9_d365e14775
zur	w11_d365e14778
ebnen	w13_d365e14782
Erb	w15_d365e14785
rechter	w1_d365e14791
Hand	w3_d365e14794
über	w5_d365e14797
den	w7_d365e14800
Hof,	w9_d365e14803
nächst	w11_d365e14806
dem	w13_d365e14810
soge	w15_d365e14813
nannten	w1_d365e14818
grünen	w3_d365e14821
Pflug	w5_d365e14824
verschiedene	w7_d365e14827
Verlassen	w9_d365e14830
schafts=effecten,	w1_d365e14835
als:	w3_d365e14838
etwas	w5_d365e14841
Silber,	w7_d365e14844
Frauen	w9_d365e14847
kleider,	w1_d365e14852
Wäsch,	w3_d365e14855
Beht=gewand,	w5_d365e14858
und	w7_d365e14861
übrige	w9_d365e14864
Haus=gerähtschaften	w1_d365e14870
Vormittag	w3_d365e14873
von	w5_d365e14876
9.	w7_d365e14879
bis	w9_d365e14882
12.	w11_d365e14885
und	w1_d365e14890
Nachmittag	w3_d365e14893
von	w5_d365e14896
3.	w7_d365e14899
bis	w9_d365e14902
6.	w11_d365e14905
Uhr	w13_d365e14909
licitando	w15_d365e14912
dem	w1_d365e14917
Meist=bietenden	w3_d365e14920
verkauffet	w5_d365e14923
werden.	w7_d365e14926
</p>
<p id="p8_d365e14929">
:Es	w1_d365e14933
ist	w3_d365e14936
auf	w5_d365e14939
einem	w7_d365e14942
Haupt=platz	w9_d365e14945
in	w11_d365e14948
ersten	w13_d365e14952
Stock,	w15_d365e14955
eine	w1_d365e14960
ni	w3_d365e14963
zugerichtete	w5_d365e14966
Wohnung	w7_d365e14969
von	w9_d365e14972
9.	w11_d365e14975
Zimmern,	w13_d365e14979
2.	w1_d365e14984
Cabineten,	w3_d365e14987
ein	w5_d365e14990
Stall	w7_d365e14993
auf	w9_d365e14996
6.	w11_d365e14999
Pferd,	w13_d365e15003
Heuge	w15_d365e15006
wölb,	w1_d365e15012
Wagen=stellungen,	w3_d365e15015
Kucheln,	w5_d365e15018
Keller,	w7_d365e15021
Holz	w9_d365e15024
gewölbern	w1_d365e15029
und	w3_d365e15032
Böden,	w5_d365e15035
zusammen	w7_d365e15038
oder	w9_d365e15041
zertheiltet,	w11_d365e15044
</p>
<p id="p14_d365e15058">
alltäglich	w1_d365e15062
zu	w3_d365e15065
beziehen,	w5_d365e15068
un	w7_d365e15071
zu	w1_d365e15076
verlassen,	w3_d365e15079
wer	w5_d365e15082
dar	w7_d365e15085
zu	w1_d365e15090
Belieben	w3_d365e15093
traget,	w5_d365e15096
der	w7_d365e15099
kan	w9_d365e15102
sich	w11_d365e15105
im	w13_d365e15109
Frag	w15_d365e15112
und	w17_d365e15115
Kund=schaft=amt	w1_d365e15121
in	w3_d365e15124
dem	w5_d365e15127
neuen	w7_d365e15130
Michaeler=haus	w9_d365e15133
deshalben	w1_d365e15138
anmelden.	w3_d365e15141
</p>
<p id="p16_d365e15144">
k.	w1_d365e15148
Es	w3_d365e15151
ist	w5_d365e15154
in	w7_d365e15157
der	w9_d365e15160
Nagler=gassen	w11_d365e15163
für	w13_d365e15167
einen	w15_d365e15170
Bur	w17_d365e15173
gerlichen	w1_d365e15178
Handwerks=mann	w3_d365e15181
ein	w5_d365e15184
wol	w7_d365e15187
gelegenes	w9_d365e15190
Haus	w1_d365e15195
zu	w3_d365e15198
verkauffen,	w5_d365e15201
wer	w7_d365e15204
solches	w9_d365e15207
zu	w11_d365e15210
kauffen	w13_d365e15214
wil	w15_d365e15217
lens	w1_d365e15223
ist,	w3_d365e15226
hat	w5_d365e15229
sich	w7_d365e15232
dessentwegen	w9_d365e15235
in	w11_d365e15238
dem	w13_d365e15242
Zeitungs	w15_d365e15245
verlag	w1_d365e15250
anzumelden.	w3_d365e15253
</p>
<p id="p18_d365e15256">
Von	w1_d365e15260
des	w3_d365e15263
Landes=fürstl.	w5_d365e15266
St.	w7_d365e15269
Leopoldi	w9_d365e15272
Stifts	w11_d365e15275
Kloster	w1_d365e15280
Neuburg	w3_d365e15283
Ober=cammer,	w5_d365e15286
wird	w7_d365e15289
hiemit	w9_d365e15292
män	w11_d365e15295
niglich	w1_d365e15300
kund	w3_d365e15303
und	w5_d365e15306
zu	w7_d365e15309
wissen	w9_d365e15312
gemacht,	w11_d365e15315
was	w13_d365e15319
gestal	w15_d365e15322
ten	w1_d365e15328
Hanns	w3_d365e15331
Georg	w5_d365e15334
Roht	w7_d365e15337
Bestand=mühler	w9_d365e15340
zu	w11_d365e15343
Gundtendorf,	w1_d365e15348
u.	w3_d365e15351
Maria	w5_d365e15354
Elisabeth	w7_d365e15357
seine	w9_d365e15360
Ehe=wirtin,	w11_d365e15363
dem	w1_d365e15368
Adam	w3_d365e15371
Zeillinger	w5_d365e15374
Burgerl.	w7_d365e15377
Bäckern	w9_d365e15380
in	w11_d365e15383
Wien,	w13_d365e15387
n.	w1_d365e15392
Mariä	w3_d365e15395
Catharinä	w5_d365e15398
seiner	w7_d365e15401
Ehe=confortin	w9_d365e15404
in	w11_d365e15407
Puncto	w13_d365e15411
schuldigen	w1_d365e15417
157.	w3_d365e15420
fl.	w5_d365e15423
12.	w7_d365e15426
Kr.	w9_d365e15429
Capital	w11_d365e15432
à	w13_d365e15436
5.	w15_d365e15439
Procento	w17_d365e15442
Interesse	w1_d365e15447
ihre	w3_d365e15450
gedachtem	w5_d365e15453
Stift	w7_d365e15456
dienstbare	w9_d365e15459
zwey	w11_d365e15462
ver	w13_d365e15466
schiedene	w1_d365e15471
Viertel=wein=garten	w3_d365e15474
in	w5_d365e15477
Sauberg	w7_d365e15480
unter	w9_d365e15483
Döblinger	w1_d365e15488
Burgfried	w3_d365e15491
mittelst	w5_d365e15494
untern	w7_d365e15497
9ten	w9_d365e15500
Martii	w11_d365e15503
1714.	w1_d365e15509
gewilligt,	w3_d365e15512
und	w5_d365e15515
ausgefertigt	w7_d365e15518
grundbuchli	w9_d365e15521
cchen	w1_d365e15526
Satzes	w3_d365e15529
versichern	w5_d365e15532
lassen,	w7_d365e15535
wie	w9_d365e15538
zumalen	w11_d365e15541
nun	w13_d365e15545
aber	w1_d365e15550
diese	w3_d365e15553
zwey	w5_d365e15556
Viertel=wein=gärten	w7_d365e15559
schon	w9_d365e15562
in	w11_d365e15565
die	w13_d365e15569
viele	w1_d365e15574
Jahre	w3_d365e15577
unverdient,	w5_d365e15580
und	w7_d365e15583
ungepflogen	w9_d365e15586
ligen	w11_d365e15589
verbleiben,	w1_d365e15595
auch	w3_d365e15598
der	w5_d365e15601
Creditor	w7_d365e15604
und	w9_d365e15607
Debitor	w11_d365e15610
oder	w13_d365e15614
deroselben	w1_d365e15619
Erben	w3_d365e15622
keine	w5_d365e15625
Nachfrag	w7_d365e15628
halten,	w9_d365e15631
ja	w11_d365e15634
der	w13_d365e15638
Satz=brief	w1_d365e15643
ad	w3_d365e15646
Cassandum	w5_d365e15649
zum	w7_d365e15652
Grund=buch	w9_d365e15655
nicht	w11_d365e15658
eingeleget	w1_d365e15663
worden,	w3_d365e15666
hingegen	w5_d365e15669
aber	w7_d365e15672
einige	w9_d365e15675
Liebhaber	w11_d365e15678
die	w1_d365e15684
diese	w3_d365e15687
Wein=gärten	w5_d365e15690
zu	w7_d365e15693
Aeckern	w9_d365e15696
zu	w11_d365e15699
pflege	w13_d365e15703
ge	w15_d365e15706
sonnen	w1_d365e15711
zu	w3_d365e15714
seyn,	w5_d365e15717
sich	w7_d365e15720
angemeldet	w9_d365e15723
haben,	w11_d365e15726
mithin	w13_d365e15730
die	w15_d365e15733
Noht	w1_d365e15738
erfordert,	w3_d365e15741
durch	w5_d365e15744
gegenwärtiges	w7_d365e15747
Amortisations-	w9_d365e15750
Edict	w1_d365e15755
die	w3_d365e15758
dieses	w5_d365e15761
Satzes	w7_d365e15764
Interessirte	w9_d365e15767
vorzufordern;	w11_d365e15770
dannenhero	w1_d365e15776
denenjenigen,	w3_d365e15779
so	w5_d365e15782
etwann	w7_d365e15785
angeführten	w9_d365e15788
Original=satz=brief	w1_d365e15793
bey	w3_d365e15796
handen,	w5_d365e15799
und	w7_d365e15802
über	w9_d365e15805
kurz	w11_d365e15808
oder	w1_d365e15813
lang	w3_d365e15816
einen	w5_d365e15819
Anspruch	w7_d365e15822
an	w9_d365e15825
quæstionirte	w11_d365e15828
zwey	w1_d365e15833
Viertel=wein=garten	w1_d365e15839
zu	w3_d365e15842
machen	w5_d365e15845
vermeinten,	w7_d365e15848
hie	w9_d365e15851
mit	w1_d365e15856
auferleget	w3_d365e15859
wird,	w5_d365e15862
daß	w7_d365e15865
dieselbe	w9_d365e15868
gedachten	w11_d365e15871
Satz	w13_d365e15875
brief	w1_d365e15880
von	w3_d365e15883
Zeit	w5_d365e15886
dieses	w7_d365e15889
affigirten	w9_d365e15892
Edicts	w11_d365e15895
binnen	w13_d365e15899
Jahr	w15_d365e15902
und	w1_d365e15907
Tag	w3_d365e15910
der	w5_d365e15913
Ordnung	w7_d365e15916
nach	w9_d365e15919
also	w11_d365e15922
gewiß	w13_d365e15926
produci-	w15_d365e15929
ren,	w1_d365e15935
sich	w3_d365e15938
darzu	w5_d365e15941
legitimiren,	w7_d365e15944
und	w9_d365e15947
anmelden	w11_d365e15950
sollen,	w13_d365e15954
als	w1_d365e15959
im	w3_d365e15962
widrigen	w5_d365e15965
hinnach	w7_d365e15968
niemand	w9_d365e15971
mehr	w11_d365e15974
gehöret,	w13_d365e15978
sondern	w1_d365e15983
in	w3_d365e15986
perpetuum	w5_d365e15989
abgewiesen	w7_d365e15992
seyn,	w9_d365e15995
der	w11_d365e15998
vor	w13_d365e16002
gemerkte	w1_d365e16007
Satz=brief	w3_d365e16010
ex	w5_d365e16013
Officio	w7_d365e16016
cassiret,	w9_d365e16019
und	w11_d365e16022
an	w13_d365e16026
dern	w1_d365e16032
Partheyen	w3_d365e16035
Gewöhr	w5_d365e16038
ertheilet	w7_d365e16041
werden	w9_d365e16044
solle.	w11_d365e16047
Gegeben	w1_d365e16052
Stift=kloster=neuburg	w3_d365e16055
den	w5_d365e16058
20sten	w7_d365e16061
Mar	w9_d365e16064
tii	w1_d365e16069
1759.	w3_d365e16072
</p>
<p id="p20_d365e16077">
Von	w1_d365e16081
des	w3_d365e16084
Kaiserl.	w5_d365e16087
Königl.	w7_d365e16090
Judicii	w9_d365e16093
delegati	w11_d365e16096
mili-	w13_d365e16100
taris	w1_d365e16105
mixti	w3_d365e16108
im	w5_d365e16111
Erz=herzogtum	w7_d365e16114
Oesterreich	w9_d365e16117
unter	w11_d365e16120
und	w1_d365e16125
ober	w3_d365e16128
der	w5_d365e16131
Enns	w7_d365e16134
wegen,	w9_d365e16137
wird	w11_d365e16140
hiemit	w13_d365e16144
durch	w1_d365e16150
dieses	w1_d365e16155
offentliche	w3_d365e16158
Edict	w5_d365e16161
jedermännigli	w7_d365e16164
deme	w1_d365e16169
daran	w1_d365e16174
gelegen,	w3_d365e16177
kund	w5_d365e16180
und	w7_d365e16183
zu	w9_d365e16186
wissen	w11_d365e16189
gemacht:	w13_d365e16193
Es	w15_d365e16196
habe	w1_d365e16202
bey	w3_d365e16205
gleich	w5_d365e16208
gedachtem	w7_d365e16211
Kaiserl.	w9_d365e16214
Königl.	w11_d365e16217
Judi-	w13_d365e16221
gio	w1_d365e16226
delegato	w3_d365e16229
militari	w5_d365e16232
mixto	w7_d365e16235
die	w9_d365e16238
verwittibte	w11_d365e16241
Frau	w13_d365e16245
</p>
<p id="p22_d365e16248">
Generalin,	w1_d365e16252
Gräfin	w3_d365e16255
Mac	w5_d365e16258
Hugo	w7_d365e16261
de	w9_d365e16264
Burgos,	w11_d365e16267
Gräfin	w13_d365e16271
de	w1_d365e16276
la	w3_d365e16279
Roche	w5_d365e16282
Fermoy,	w7_d365e16285
vor	w9_d365e16288
und	w11_d365e16291
angebracht;	w13_d365e16295
wasgestalten	w1_d365e16300
ihres	w3_d365e16303
verstorbenen	w5_d365e16306
Herrn	w7_d365e16309
Chege	w9_d365e16312
mahls	w1_d365e16318
Grafens	w3_d365e16321
Mac	w5_d365e16324
Hugo	w7_d365e16327
de	w9_d365e16330
Burgos,	w11_d365e16333
geweß	w13_d365e16337
Kaiserl.	w1_d365e16342
Königl.	w3_d365e16345
General=feld=wachtmeisters	w5_d365e16348
auf	w7_d365e16351
sie	w1_d365e16356
erblich	w3_d365e16359
gediehene	w5_d365e16362
Generalstabsverpflegsab	w7_d365e16365
rechnung	w1_d365e16370
in	w3_d365e16373
Verstoß	w5_d365e16376
gerahten;	w7_d365e16379
gleichwie	w9_d365e16382
aber	w11_d365e16385
über	w1_d365e16391
alle	w3_d365e16394
angewendete	w5_d365e16397
Mühe,	w7_d365e16400
und	w9_d365e16403
fleißiges	w11_d365e16406
Noch	w13_d365e16410
forschen	w1_d365e16415
nicht	w3_d365e16418
zu	w5_d365e16421
erfahren	w7_d365e16424
gewesen,	w9_d365e16427
wohin	w11_d365e16430
selle	w13_d365e16434
gekommen,	w1_d365e16439
oder	w3_d365e16442
was	w5_d365e16445
für	w7_d365e16448
ein	w9_d365e16451
Gebrauch	w11_d365e16454
daran	w13_d365e16458
gemacht	w1_d365e16463
worden	w3_d365e16466
seye,	w5_d365e16469
so	w7_d365e16472
hat	w9_d365e16475
sie	w11_d365e16478
Frau	w13_d365e16482
Generalie	w15_d365e16485
um	w1_d365e16491
Ausfertigung	w3_d365e16494
des	w5_d365e16497
diesfalls	w7_d365e16500
erforderlichen	w9_d365e16503
Amor	w11_d365e16506
tisations=edict	w1_d365e16511
gebetten.	w3_d365e16514
Da	w5_d365e16517
man	w7_d365e16520
nun	w9_d365e16523
auch	w11_d365e16526
hier	w1_d365e16531
einzuwilligen	w3_d365e16534
keinen	w5_d365e16537
Anstand	w7_d365e16540
genommen,	w9_d365e16543
als	w1_d365e16548
werden	w3_d365e16551
dannoch	w5_d365e16554
alle	w7_d365e16557
und	w9_d365e16560
jede,	w11_d365e16563
so	w13_d365e16567
des	w15_d365e16570
ver	w17_d365e16573
storbenen	w1_d365e16579
Herrn	w3_d365e16582
Grafens	w5_d365e16585
Mac	w7_d365e16588
Hugo	w9_d365e16591
de	w11_d365e16594
Burgos	w13_d365e16598
gewest	w1_d365e16603
Kaiserl.	w3_d365e16606
Königl.	w5_d365e16609
Generalfeldwachtmer	w7_d365e16612
sters	w1_d365e16617
seel.	w3_d365e16620
in	w5_d365e16623
Verstoß	w7_d365e16626
gerahtene	w9_d365e16629
Generalstaabe	w11_d365e16632
verpflegs	w1_d365e16637
abrechnung	w3_d365e16640
etwann	w5_d365e16643
in	w7_d365e16646
Han	w9_d365e16649
den	w1_d365e16655
haben,	w3_d365e16658
oder	w5_d365e16661
ansonsten	w7_d365e16664
darauf	w9_d365e16667
einen	w11_d365e16670
rechtli	w13_d365e16674
chen	w1_d365e16679
Anspruch	w3_d365e16682
zu	w5_d365e16685
machen	w7_d365e16688
vermeinen,	w9_d365e16691
sich	w11_d365e16694
dar	w13_d365e16698
mit	w1_d365e16703
von	w3_d365e16706
heut	w5_d365e16709
zu	w7_d365e16712
Ende	w9_d365e16715
gesetzten	w11_d365e16718
Dato	w13_d365e16722
an	w15_d365e16725
binnen	w17_d365e16728
einem	w1_d365e16733
Jahr,	w3_d365e16736
sechs	w5_d365e16739
Wochen,	w7_d365e16742
und	w9_d365e16745
drey	w11_d365e16748
Tags	w13_d365e16752
frist	w1_d365e16758
bey	w3_d365e16761
Eingangs	w5_d365e16764
gedachtem	w7_d365e16767
Kaiserl.	w9_d365e16770
Judicio	w11_d365e16773
delegato	w1_d365e16778
militari	w3_d365e16781
mixto	w5_d365e16784
also	w7_d365e16787
gewis	w9_d365e16790
anzumelden	w11_d365e16793
haben,	w1_d365e16798
wie	w3_d365e16801
im	w5_d365e16804
widrigen	w7_d365e16807
nach	w9_d365e16810
Verfliessung	w11_d365e16813
des	w13_d365e16817
angesetzten	w1_d365e16822
Termins	w3_d365e16825
mehr	w5_d365e16828
ermeldt=Graf	w7_d365e16831
Mac	w9_d365e16834
Hugo	w1_d365e16840
de	w3_d365e16843
Burgos,	w5_d365e16846
Generalstaabsverpflegs	w7_d365e16849
abrechnung	w1_d365e16854
ipso	w3_d365e16857
facto	w5_d365e16860
caßirt,	w7_d365e16863
annullirt	w9_d365e16866
und	w11_d365e16869
amor	w13_d365e16873
tisirt,	w1_d365e16878
auch	w3_d365e16881
darüber	w5_d365e16884
was	w7_d365e16887
rechtens	w9_d365e16890
ist,	w11_d365e16893
vorgekeh	w13_d365e16897
ret	w1_d365e16902
werden	w3_d365e16905
solle.	w5_d365e16908
D	w1_d365e16914
</p>
<p id="p24_d365e16918">
Auf	w1_d365e16922
Verordnung	w3_d365e16925
eines	w5_d365e16928
Hochlöbl.	w7_d365e16931
aus	w9_d365e16934
N.	w11_d365e16937
Oc.	w13_d365e16941
Regierung	w1_d365e16946
in	w3_d365e16949
Wechsel=sachen	w5_d365e16952
aufgestelten	w7_d365e16955
Judicii	w9_d365e16958
Delegati	w1_d365e16963
werden	w3_d365e16966
in	w5_d365e16969
der	w7_d365e16972
Current=gassen,	w9_d365e16975
neben	w11_d365e16978
der	w1_d365e16984
St.	w3_d365e16987
Stanislai	w5_d365e16990
Capellen	w7_d365e16993
in	w9_d365e16996
dem	w11_d365e16999
Ribulaischen	w13_d365e17003
Haus,	w1_d365e17008
wo	w3_d365e17011
der	w5_d365e17014
Tischler	w7_d365e17017
wohnet,	w9_d365e17020
im	w11_d365e17023
3.	w13_d365e17027
Stock	w15_d365e17030
verschiedene	w1_d365e17035
fein	w3_d365e17038
Ausländisch=auch	w5_d365e17041
Jnländische	w7_d365e17044
ordinaire	w1_d365e17049
gerichtlich	w3_d365e17052
geschätzte	w5_d365e17055
Tuch=waaren,	w7_d365e17058
den	w1_d365e17064
23.	w3_d365e17067
dieses	w5_d365e17070
lauffenden	w7_d365e17073
Monats	w9_d365e17076
Julii,	w11_d365e17079
und	w13_d365e17083
der	w15_d365e17086
allenfalls	w1_d365e17091
übrig	w3_d365e17094
verbleibende	w5_d365e17097
Rest,	w7_d365e17100
die	w9_d365e17103
hierauf	w11_d365e17106
folgende	w1_d365e17111
Täg	w3_d365e17114
fruhe	w5_d365e17117
von	w7_d365e17120
9.	w9_d365e17123
bis	w11_d365e17126
12.,	w13_d365e17130
Nachmit	w15_d365e17133
tag	w1_d365e17138
aber	w3_d365e17141
von	w5_d365e17144
3.	w7_d365e17147
bis	w9_d365e17150
6.	w11_d365e17153
Uhr	w13_d365e17157
licitando	w15_d365e17160
feil	w17_d365e17163
gebot	w19_d365e17166
ten,	w1_d365e17172
und	w3_d365e17175
dem	w5_d365e17178
Meist=bietenden	w7_d365e17181
verkauffet	w9_d365e17184
werden	w11_d365e17187
</p>
<p id="p26_d365e17190">
Auf	w1_d365e17194
zukünftigen	w3_d365e17197
Donnerstag,	w5_d365e17200
als	w7_d365e17203
den	w9_d365e17206
19.	w11_d365e17209
die	w13_d365e17213
ses	w1_d365e17218
Monats	w3_d365e17221
werden	w5_d365e17224
auf	w7_d365e17227
gnädige	w9_d365e17230
Verordnung	w11_d365e17233
ei	w13_d365e17237
nes	w1_d365e17242
Hochlöbl.	w3_d365e17245
Kaiserl.	w5_d365e17248
Königl.	w7_d365e17251
Hofkriegsraht	w9_d365e17254
lichen	w1_d365e17260
Justitz=collegii	w3_d365e17263
in	w5_d365e17266
dem	w7_d365e17269
Fuhrmannischen	w9_d365e17272
Haus	w1_d365e17277
in	w3_d365e17280
der	w5_d365e17283
Römer=strassen	w7_d365e17286
über	w9_d365e17289
die	w11_d365e17292
Schne	w13_d365e17296
cken=stieg	w1_d365e17301
im	w3_d365e17304
anderten	w5_d365e17307
Stock	w7_d365e17310
einige	w9_d365e17313
Hungarische	w11_d365e17316
gestickt	w1_d365e17321
und	w3_d365e17324
ungestickte	w5_d365e17327
Kleider,	w7_d365e17330
etwas	w9_d365e17333
Weiß	w11_d365e17336
wie	w1_d365e17342
auch	w3_d365e17345
Teutsche	w5_d365e17348
Manns=kleider,	w7_d365e17351
und	w9_d365e17354
zeig,	w1_d365e17359
andere	w1_d365e17364
Effecten	w3_d365e17367
fruh	w5_d365e17370
von	w7_d365e17373
9.	w9_d365e17376
bis	w11_d365e17379
12.	w13_d365e17383
Uhr	w15_d365e17386
lies	w17_d365e17389
tando	w1_d365e17394
dem	w3_d365e17397
Meist=bietenden	w5_d365e17400
verkauffet	w7_d365e17403
werden.	w9_d365e17406
</p>
<head id="h2_d365e17504">
Auszug	w1_d365e17508
aus	w3_d365e17511
denen	w5_d365e17514
jüngsten	w7_d365e17517
Londner=briefen.	w1_d365e17522
</head>
<p id="p4_d365e17525">
Priefe	w1_d365e17529
aus	w3_d365e17532
Jamaica	w5_d365e17535
haben	w7_d365e17538
uns	w9_d365e17541
folgende	w11_d365e17544
Begebenheit	w1_d365e17549
berichtet:	w3_d365e17552
Ein	w5_d365e17555
Englän	w7_d365e17558
discher	w1_d365e17563
Caper	w3_d365e17566
von	w5_d365e17569
St.	w7_d365e17572
Kitts	w9_d365e17575
unter	w11_d365e17578
dem	w13_d365e17582
Ca	w15_d365e17585
pitain	w1_d365e17591
Grignon	w3_d365e17594
kame	w5_d365e17597
am	w7_d365e17600
6.	w9_d365e17603
Febr.	w11_d365e17606
von	w13_d365e17610
Cur	w15_d365e17613
racao,	w1_d365e17618
und	w3_d365e17621
liesse	w5_d365e17624
sich	w7_d365e17627
mit	w9_d365e17630
einem	w11_d365e17633
