<doc id="wr_1763-08-27" attrs="word" year="1763" month="08" day="27" corpus="2">
<head id="h2_d786e3060">
Cartagena	w1_d786e3064
Meliß,	w15_d786e13776
das	w17_d786e13779
Pf.	w19_d786e13782
pr.	w21_d786e13785
34.	w1_d786e13791
kr.	w3_d786e13794
Lumpen,	w5_d786e13797
das	w7_d786e13800
Pf.	w9_d786e13803
pr.	w11_d786e13806
32.	w13_d786e13810
kr.	w15_d786e13813
Fein	w17_d786e13816
weiß	w19_d786e13819
Candis,	w1_d786e13824
das	w3_d786e13827
Pf.	w5_d786e13830
pr.	w7_d786e13833
59.	w9_d786e13836
kr.	w11_d786e13839
Ord.	w13_d786e13843
deto,	w15_d786e13846
das	w17_d786e13849
Pf.	w19_d786e13852
pr.	w1_d786e13857
55.	w3_d786e13860
kr.	w5_d786e13863
Fein	w7_d786e13866
gelb	w9_d786e13869
deto,	w11_d786e13872
das	w13_d786e13876
Pf.	w15_d786e13879
pr.	w17_d786e13882
47.	w19_d786e13885
kr.	w21_d786e13888
</p>
<p id="p10_d786e13901">
Ord.	w1_d786e13905
deto,	w3_d786e13908
das	w5_d786e13911
Pf.	w7_d786e13914
pr.	w9_d786e13917
45.	w11_d786e13920
kr.	w13_d786e13924
Fein	w15_d786e13927
braun	w17_d786e13930
deto,	w19_d786e13933
das	w1_d786e13938
Pf.	w3_d786e13941
pr.	w5_d786e13944
40.	w7_d786e13947
kr.	w9_d786e13950
Ord.	w11_d786e13953
deto,	w13_d786e13957
das	w15_d786e13960
Pf.	w17_d786e13963
pr.	w19_d786e13966
38.	w21_d786e13969
kr.	w23_d786e13972
</p>
<p id="p12_d786e13976">
Dun	w1_d786e13980
N.	w3_d786e13983
Richter	w5_d786e13986
und	w7_d786e13989
Reht	w9_d786e13992
des	w11_d786e13995
Dom=ceptni	w13_d786e13999
Passauerischen	w1_d786e14004
Markt	w3_d786e14007
Kirchberg	w5_d786e14010
am	w7_d786e14013
Wagram	w9_d786e14016
wird	w11_d786e14019
dem	w1_d786e14024
Hrn.	w3_d786e14027
Ferdinand	w5_d786e14030
Gegenbauer	w7_d786e14033
des	w9_d786e14036
Hrn.	w11_d786e14039
Johann	w13_d786e14043
Jacob	w1_d786e14049
Gegenbauer,	w3_d786e14052
gewesten	w5_d786e14055
Rectoren	w7_d786e14058
und	w9_d786e14061
Bur	w11_d786e14064
gers	w1_d786e14069
allhier	w3_d786e14072
eheleiblichen	w5_d786e14075
Sohn,	w7_d786e14078
welcher	w9_d786e14081
im	w11_d786e14084
Jahr	w13_d786e14088
1739.	w1_d786e14093
als	w3_d786e14096
Philosophiæ	w5_d786e14099
Studiosus	w7_d786e14102
dem	w9_d786e14105
Verneh	w11_d786e14108
men	w1_d786e14113
nach	w3_d786e14116
zu	w5_d786e14119
Ofen	w7_d786e14122
in	w9_d786e14125
der	w11_d786e14128
Pest	w13_d786e14132
solle	w15_d786e14135
gestorben	w17_d786e14138
seyn,	w19_d786e14141
da	w1_d786e14147
auch	w3_d786e14150
von	w5_d786e14153
selber	w7_d786e14156
Zeit	w9_d786e14159
an	w11_d786e14162
bereits	w13_d786e14166
gegen	w15_d786e14169
24.	w17_d786e14172
Jahr	w19_d786e14175
weder	w1_d786e14180
seine	w3_d786e14183
Eltern	w5_d786e14186
noch	w7_d786e14189
Geschwistert	w9_d786e14192
von	w11_d786e14195
ihme	w13_d786e14199
ei	w15_d786e14202
nige	w1_d786e14207
Zeilen,	w3_d786e14210
oder	w5_d786e14213
die	w7_d786e14216
mindeste	w9_d786e14219
Post	w11_d786e14222
erhalten	w13_d786e14226
haben;	w15_d786e14229
Wann	w1_d786e14234
dieser	w3_d786e14237
aber	w5_d786e14240
annoch	w7_d786e14243
beym	w9_d786e14246
Leben	w11_d786e14249
seyn	w13_d786e14253
solle,	w15_d786e14256
hiemit	w1_d786e14262
kund	w3_d786e14265
und	w5_d786e14268
zu	w7_d786e14271
wissen	w9_d786e14274
gemacht;	w11_d786e14277
nachdeme	w13_d786e14281
sei	w15_d786e14284
ne	w1_d786e14289
Mutter	w3_d786e14292
Eva	w5_d786e14295
Rosina	w7_d786e14298
bereits	w9_d786e14301
vor	w11_d786e14304
5.	w13_d786e14308
Jahren,	w15_d786e14311
sein	w17_d786e14314
Vatter	w1_d786e14319
vor	w3_d786e14322
3.	w5_d786e14325
Jahren	w7_d786e14328
das	w9_d786e14331
Zeitliche	w11_d786e14334
mit	w13_d786e14338
dem	w15_d786e14341
Ewi	w17_d786e14344
gen	w1_d786e14349
verwechselt	w3_d786e14352
haben,	w5_d786e14355
folgsam	w7_d786e14358
das	w9_d786e14361
wenig	w11_d786e14364
hinter	w13_d786e14368
lassene	w1_d786e14374
Vermögen	w3_d786e14377
denen	w5_d786e14380
annoch	w7_d786e14383
lebendGegen	w9_d786e14386
bauerisch=abstammenden	w1_d786e14391
Kindern	w3_d786e14394
zufallet,	w5_d786e14397
daß	w7_d786e14400
die	w9_d786e14403
ser	w1_d786e14408
oder	w3_d786e14411
sofern	w5_d786e14414
er	w7_d786e14417
solle	w9_d786e14420
verheyrathet	w11_d786e14423
gewesen	w13_d786e14427
seyn,	w15_d786e14430
dessen	w1_d786e14435
Ehefrau	w3_d786e14438
oder	w5_d786e14441
eheleibliche	w7_d786e14444
hinterlassene	w9_d786e14447
Kin	w11_d786e14450
der	w1_d786e14456
sich	w3_d786e14459
von	w5_d786e14462
heutigem	w7_d786e14465
Dato	w9_d786e14468
an	w11_d786e14471
innerhalb	w13_d786e14475
1.	w15_d786e14478
Jahr	w17_d786e14481
6.	w1_d786e14486
Wochen	w3_d786e14489
und	w5_d786e14492
3.	w7_d786e14495
Täg	w9_d786e14498
bey	w11_d786e14501
allhiesigem	w13_d786e14505
Marktge	w15_d786e14508
richt	w1_d786e14513
alsogewiß	w3_d786e14516
erscheinen	w5_d786e14519
sollen,	w7_d786e14522
widrigenfalls	w9_d786e14525
mit	w1_d786e14530
der	w3_d786e14533
Abhandlung,	w5_d786e14536
wie	w7_d786e14539
Rechtens	w9_d786e14542
ist,	w11_d786e14545
fortgefah	w13_d786e14549
ren,	w1_d786e14555
ihme	w3_d786e14558
aber	w5_d786e14561
Ferdinand	w7_d786e14564
Gegenbauer	w9_d786e14567
das	w11_d786e14570
ewige	w13_d786e14574
Stillschweigen	w1_d786e14579
auferleget	w3_d786e14582
wird.	w5_d786e14585
Datum	w7_d786e14588
Markt	w9_d786e14591
raht	w1_d786e14596
zu	w3_d786e14599
Kirchberg	w5_d786e14602
am	w7_d786e14605
Wagram	w9_d786e14608
den	w11_d786e14611
27.	w13_d786e14615
Augusti	w15_d786e14618
1763.	w1_d786e14623
</p>
<list id="l14_d786e14626">
Dun	w1_d786e14630
N.	w3_d786e14633
Richter	w5_d786e14636
und	w7_d786e14639
Reht	w9_d786e14642
des	w11_d786e14645
Dom=ceptni	w13_d786e14649
</list>
<p id="p16_d786e14653">
Es	w1_d786e14657
seynd	w3_d786e14660
auf	w5_d786e14663
allhiesigem	w7_d786e14666
Peters=platz	w9_d786e14669
in	w11_d786e14672
dem	w13_d786e14676
fogenannten	w1_d786e14681
Klein=peters=haus	w3_d786e14684
im	w5_d786e14687
dritten	w7_d786e14690
Stock	w9_d786e14693
verschiedene	w1_d786e14698
gute	w3_d786e14701
Mahlereyen,	w5_d786e14704
Stuck	w7_d786e14707
und	w9_d786e14710
Paar	w11_d786e14713
weis	w1_d786e14719
zu	w3_d786e14722
verkaufen;	w5_d786e14725
so	w7_d786e14728
sich	w9_d786e14731
einige	w11_d786e14734
Liebhabere	w13_d786e14738
darzu	w15_d786e14741
einfinden	w1_d786e14746
werden,	w3_d786e14749
könen	w5_d786e14752
solche	w7_d786e14755
Mahlereyen	w9_d786e14758
denen	w11_d786e14761
selben	w1_d786e14766
im	w3_d786e14769
besagtem	w5_d786e14772
Haus	w7_d786e14775
gezeiget	w9_d786e14778
werden.	w11_d786e14781
</p>
<p id="p18_d786e14784">
Von	w1_d786e14788
des	w3_d786e14791
Freyherrlich=Waffenbergischen	w5_d786e14794
Ju-	w7_d786e14797
dicii	w1_d786e14802
delegati	w3_d786e14805
der	w5_d786e14808
Herrschaft	w7_d786e14811
Mödling	w9_d786e14814
und	w11_d786e14817
Ve	w13_d786e14821
sten	w1_d786e14826
Lichtenstein	w3_d786e14829
wegen	w5_d786e14832
wird	w7_d786e14835
kraft	w9_d786e14838
gegenwärtigen	w11_d786e14841
Edicts	w1_d786e14847
jedermann,	w3_d786e14850
deme	w5_d786e14853
daran	w7_d786e14856
gelegen,	w9_d786e14859
kund	w11_d786e14862
und	w13_d786e14866
zu	w1_d786e14871
wissen	w3_d786e14874
gemacht:	w5_d786e14877
Es	w7_d786e14880
haben	w9_d786e14883
bey	w11_d786e14886
diesem	w13_d786e14890
Judi-	w15_d786e14893
cio	w1_d786e14898
delegato	w3_d786e14901
die	w5_d786e14904
Pauerische	w7_d786e14907
Geschwistrigte	w9_d786e14910
und	w11_d786e14913
Erben	w1_d786e14918
schriftlich	w3_d786e14921
angezeiget,	w5_d786e14924
welchergestalten	w7_d786e14927
die	w9_d786e14930
den	w1_d786e14936
6ten	w3_d786e14939
verflossenen	w5_d786e14942
Monats	w7_d786e14945
Junii	w9_d786e14948
angeordnet	w11_d786e14951
geweste	w1_d786e14956
Licitations=tagsatzung	w3_d786e14959
der	w5_d786e14962
Philipp	w7_d786e14965
Schwa	w9_d786e14968
merischen	w1_d786e14973
Mark=mühl	w3_d786e14976
samt	w5_d786e14979
Zugehörde	w7_d786e14982
in	w9_d786e14985
hin	w11_d786e14988
tern	w1_d786e14993
Priell	w3_d786e14996
aus	w5_d786e14999
Mangel	w7_d786e15002
deren	w9_d786e15005
Kauffern	w11_d786e15008
ihren	w13_d786e15012
Fortgang	w1_d786e15018
nicht	w3_d786e15021
erreichet,	w5_d786e15024
und	w7_d786e15027
dahero	w9_d786e15030
um	w11_d786e15033
eine	w13_d786e15037
anderweitige	w1_d786e15042
Licitations	w3_d786e15045
tagsatzung	w5_d786e15048
gebetten,	w7_d786e15051
wann	w9_d786e15054
nun	w1_d786e15059
in	w3_d786e15062
dieses	w5_d786e15065
Begehren	w7_d786e15068
gewilliget,	w9_d786e15071
und	w11_d786e15074
zu	w13_d786e15078
Vor	w15_d786e15081
nehmung	w1_d786e15086
sothaner	w3_d786e15089
Licitation	w5_d786e15092
der	w7_d786e15095
3te	w9_d786e15098
künftigen	w11_d786e15101
Monats	w1_d786e15107
Sept.	w3_d786e15110
fruhe	w5_d786e15113
um	w7_d786e15116
9.	w9_d786e15119
Uhr	w11_d786e15122
in	w13_d786e15126
der	w15_d786e15129
Hochfrey	w17_d786e15132
herrl.	w1_d786e15137
Waffenbergischen	w3_d786e15140
Herrschafts=canzley	w5_d786e15143
zu	w7_d786e15146
Vestenlichtenstein	w1_d786e15151
zu	w3_d786e15154
erscheinen	w5_d786e15157
anberaumet	w7_d786e15160
wor	w9_d786e15163
den.	w1_d786e15168
Solchemnach	w3_d786e15171
werden	w5_d786e15174
alle	w7_d786e15177
diejenige,	w9_d786e15180
wel	w11_d786e15183
che	w1_d786e15189
oberwehnte	w3_d786e15192
Mark=mühl	w5_d786e15195
und	w7_d786e15198
Zugehörde	w9_d786e15201
käuf	w11_d786e15204
lichen	w1_d786e15209
an	w3_d786e15212
sich	w5_d786e15215
zu	w7_d786e15218
bringen	w9_d786e15221
vermeinen,	w11_d786e15224
an	w13_d786e15228
obbestimm	w15_d786e15231
</p>
<p id="p20_d786e15234">
tem	w1_d786e15238
Tag	w3_d786e15241
und	w5_d786e15244
Stund	w7_d786e15247
in	w9_d786e15250
der	w11_d786e15253
Hochfreyherrl.	w13_d786e15257
Was	w15_d786e15260
fenbergischen	w1_d786e15265
Herrschafts=canzley	w3_d786e15268
zu	w5_d786e15271
Vestenlich	w7_d786e15274
tenstein	w1_d786e15279
zu	w3_d786e15282
erscheinen	w5_d786e15285
haben,	w7_d786e15288
wo	w9_d786e15291
sodann	w11_d786e15294
mit	w13_d786e15298
dem	w15_d786e15301
Meistbietenden	w1_d786e15307
das	w3_d786e15310
Behörige	w5_d786e15313
tractiret	w7_d786e15316
werden	w9_d786e15319
solle.	w11_d786e15322
</p>
<p id="p22_d786e15325">
Bonder	w1_d786e15329
durch	w3_d786e15332
die	w5_d786e15335
Hochlobl.	w7_d786e15338
N.	w9_d786e15341
Oe.	w11_d786e15344
biey	w13_d786e15348
ober	w15_d786e15351
Herren	w1_d786e15356
Land	w3_d786e15359
stände	w5_d786e15362
über	w7_d786e15365
die	w9_d786e15368
käufl.	w11_d786e15371
übernommene	w13_d786e15375
Vicedomische	w1_d786e15380
Stück	w3_d786e15383
und	w5_d786e15386
Gülten	w7_d786e15389
aufgestellten	w9_d786e15392
Ver	w11_d786e15395
waltung	w1_d786e15401
wegen,	w3_d786e15404
wird	w5_d786e15407
jedermänniglich	w7_d786e15410
kund	w9_d786e15413
und	w11_d786e15416
zu	w13_d786e15420
wissen	w1_d786e15425
gemacht,	w3_d786e15428
welchergestalten	w5_d786e15431
in	w7_d786e15434
Folge	w9_d786e15437
ergange	w11_d786e15440
nen	w1_d786e15445
Ständischen	w3_d786e15448
Schlusses	w5_d786e15451
mit	w7_d786e15454
Verkaufung	w9_d786e15457
deren	w11_d786e15460
sowol	w1_d786e15465
Grund=büchlichen,	w3_d786e15468
als	w5_d786e15471
anderen	w7_d786e15474
vorhin	w9_d786e15477
Vice	w11_d786e15480
domischen,	w1_d786e15486
nunmehro	w3_d786e15489
aber	w5_d786e15492
Ständischen	w7_d786e15495
Gefällen,	w9_d786e15498
wie	w1_d786e15503
auch	w3_d786e15506
der	w5_d786e15509
in	w7_d786e15512
allen	w9_d786e15515
4.	w11_d786e15518
Vierteln	w13_d786e15522
des	w15_d786e15525
Landes	w17_d786e15528
zer	w19_d786e15531
streuten	w1_d786e15536
Urbar=steuer	w3_d786e15539
und	w5_d786e15542
Robat	w7_d786e15545
noch	w9_d786e15548
weiters	w11_d786e15551
continuiret	w1_d786e15556
werden	w3_d786e15559
solle,	w5_d786e15562
worzu	w7_d786e15565
dann	w9_d786e15568
der	w11_d786e15571
3.	w13_d786e15575
kom	w15_d786e15578
menden	w1_d786e15584
Monats	w3_d786e15587
Sept.	w5_d786e15590
Vormittag	w7_d786e15593
um	w9_d786e15596
9.	w11_d786e15599
Uhr	w13_d786e15603
bey	w15_d786e15606
einer	w1_d786e15611
Löbl.	w3_d786e15614
Ständischen	w5_d786e15617
Haupt=deputation	w7_d786e15620
im	w9_d786e15623
Land=haus	w1_d786e15628
hiemit	w3_d786e15631
bestimmet	w5_d786e15634
wird;	w7_d786e15637
Dahero	w9_d786e15640
alle	w11_d786e15643
diejenige,	w1_d786e15648
welche	w3_d786e15651
von	w5_d786e15654
obberührt	w7_d786e15657
vorhin	w9_d786e15660
Vieedo	w11_d786e15663
mischen	w1_d786e15669
Stücken	w3_d786e15672
etwas	w5_d786e15675
zu	w7_d786e15678
erkaufen	w9_d786e15681
gedenken,	w11_d786e15684
und	w13_d786e15688
damit	w1_d786e15693
am	w3_d786e15696
obbemelten	w5_d786e15699
Tag,	w7_d786e15702
Stund	w9_d786e15705
und	w11_d786e15708
Ort,	w13_d786e15712
ent	w15_d786e15715
weder	w1_d786e15720
in	w3_d786e15723
Person,	w5_d786e15726
oder	w7_d786e15729
durch	w9_d786e15732
Gevollmächtigte	w11_d786e15735
ad	w13_d786e15739
tractandum	w1_d786e15744
&	w3_d786e15747
concludendum	w5_d786e15750
zu	w7_d786e15753
erscheinen	w9_d786e15756
haben.	w11_d786e15759
</p>
<list id="l24_d786e15763">
Bonder	w1_d786e15767
durch	w3_d786e15770
die	w5_d786e15773
Hochlobl.	w7_d786e15776
N.	w9_d786e15779
Oe.	w11_d786e15782
biey	w13_d786e15786
ober	w15_d786e15789
</list>
<list id="l26_d786e15793">
Ssniled	w1_d786e15797
hiermit	w3_d786e15800
dem	w5_d786e15803
Lublieb	w7_d786e15806
zu	w9_d786e15809
bisen	w11_d786e15812
gemach,	w13_d786e15816
</list>
<p id="p28_d786e15820">
Ssniled	w1_d786e15824
hiermit	w3_d786e15827
dem	w5_d786e15830
Lublieb	w7_d786e15833
zu	w9_d786e15836
bisen	w11_d786e15839
gemach,	w13_d786e15843
daß	w1_d786e15848
zur	w3_d786e15851
nochmaligen	w5_d786e15854
Licitations=tagsatzung	w7_d786e15857
des	w9_d786e15860
General	w1_d786e15865
Preyßingischen	w3_d786e15868
Garten=gebäudes	w5_d786e15871
in	w7_d786e15874
der	w9_d786e15877
Königl.	w1_d786e15883
Freystadt	w3_d786e15886
Oedenburg	w5_d786e15889
in	w7_d786e15892
Hungarn	w9_d786e15895
der	w11_d786e15898
3.	w13_d786e15902
Sept.	w1_d786e15907
lauffenden	w3_d786e15910
Jahrs	w5_d786e15913
bestimmet	w7_d786e15916
worden	w9_d786e15919
seye,	w11_d786e15922
als	w1_d786e15927
wird	w3_d786e15930
denenjenigen,	w5_d786e15933
so	w7_d786e15936
diese	w9_d786e15939
Garten=gebäude	w11_d786e15942
an	w1_d786e15947
sich	w3_d786e15950
zu	w5_d786e15953
bringen	w7_d786e15956
Willens	w9_d786e15959
seynd,	w11_d786e15962
am	w13_d786e15966
obbestimm	w15_d786e15969
ten	w1_d786e15975
Tag	w3_d786e15978
fruhe	w5_d786e15981
um	w7_d786e15984
8.	w9_d786e15987
Uhr	w11_d786e15990
im	w13_d786e15994
erst=gedachtdn	w15_d786e15997
Preys	w17_d786e16000
singischen	w1_d786e16005
Gebäu	w3_d786e16008
zu	w5_d786e16011
erscheinen	w7_d786e16014
haben.	w9_d786e16017
</p>
<list id="l30_d786e16020">
Nächstkommenden	w1_d786e16024
Donnerstag	w3_d786e16027
als	w5_d786e16030
den	w7_d786e16033
1.	w9_d786e16036
Sept	w11_d786e16039
</list>
<p id="p32_d786e16043">
Nächstkommenden	w1_d786e16047
Donnerstag	w3_d786e16050
als	w5_d786e16053
den	w7_d786e16056
1.	w9_d786e16059
Sept	w11_d786e16062
Vormittag	w1_d786e16067
von	w3_d786e16070
9.	w5_d786e16073
bis	w7_d786e16076
12.	w9_d786e16079
und	w11_d786e16082
Nachmittag	w13_d786e16086
von	w15_d786e16089
3.	w1_d786e16094
bis	w3_d786e16097
6.	w5_d786e16100
Uhr	w7_d786e16103
werden	w9_d786e16106
auf	w11_d786e16109
Verordnung	w13_d786e16113
einer	w15_d786e16116
Löbl.	w17_d786e16119
Universität	w1_d786e16125
allhier	w3_d786e16128
in	w5_d786e16131
dem	w7_d786e16134
sogenannten	w9_d786e16137
grünen	w11_d786e16140
Väßl	w1_d786e16145
am	w3_d786e16148
Kohlmarkt	w5_d786e16151
ruckwärts	w7_d786e16154
im	w9_d786e16157
Hof	w11_d786e16160
dritten	w13_d786e16164
Stocks	w1_d786e16169
verschiedene	w3_d786e16172
Verlassenschafts=effecten,	w5_d786e16175
als	w7_d786e16178
Geschmuck,	w1_d786e16183
gute	w3_d786e16186
Perl,	w5_d786e16189
Silber,	w7_d786e16192
Galanterien,	w9_d786e16195
Haus	w11_d786e16198
apotheckel,	w1_d786e16204
Manns=kleider	w3_d786e16207
und	w5_d786e16210
Wäsch,	w7_d786e16213
Mahlereyen	w9_d786e16216
und	w1_d786e16221
andere	w3_d786e16224
Zimmer=einrichtung,	w5_d786e16227
nicht	w7_d786e16230
minder	w9_d786e16233
aller	w11_d786e16236
hand	w1_d786e16241
pergamentene	w3_d786e16244
Bilder,	w5_d786e16247
Kupferstich,	w7_d786e16250
und	w9_d786e16253
Plat	w11_d786e16256
ten,	w1_d786e16261
Zinn	w3_d786e16264
und	w5_d786e16267
Kupfer,	w7_d786e16270
wie	w9_d786e16273
auch	w11_d786e16276
Betten	w13_d786e16280
und	w15_d786e16283
Pfen	w17_d786e16286
ning	w1_d786e16292
licitando	w3_d786e16295
verkaufet	w5_d786e16298
werden.	w7_d786e16301
</p>
<list id="l34_d786e16304">
Wir	w1_d786e16308
Burgermeister=amts=verwalter	w3_d786e16311
und	w5_d786e16314
Rath.	w7_d786e16317
</list>
<p id="p36_d786e16322">
Wir	w1_d786e16326
Burgermeister=amts=verwalter	w3_d786e16329
und	w5_d786e16332
Rath.	w7_d786e16335
der	w1_d786e16340
Stadt	w3_d786e16343
Wien	w5_d786e16346
geben	w7_d786e16349
allen	w9_d786e16352
und	w11_d786e16355
jeden,	w13_d786e16359
so	w15_d786e16362
an	w17_d786e16365
weyl.	w1_d786e16370
Herrn	w3_d786e16373
Johann	w5_d786e16376
Friedrich	w7_d786e16379
Resch,	w9_d786e16382
gewesten	w11_d786e16385
Ober	w1_d786e16391
einnehmers	w3_d786e16394
bey	w5_d786e16397
Löbl.	w7_d786e16400
gemeiner	w9_d786e16403
Stadt	w11_d786e16406
Wien	w13_d786e16410
Banco=haupt=cassa	w1_d786e16415
und	w3_d786e16418
Burgers,	w5_d786e16421
wie	w7_d786e16424
auch	w9_d786e16427
an	w11_d786e16430
dessen	w1_d786e16435
Ehe=consortin	w3_d786e16438
weyl.	w5_d786e16441
Frauen	w7_d786e16444
Mariä	w9_d786e16447
Annä	w11_d786e16450
seel.	w1_d786e16455
Verlassenschaften	w3_d786e16458
ex	w5_d786e16461
quocunque	w7_d786e16464
demum	w9_d786e16467
capite	w1_d786e16473
Sprüch	w3_d786e16476
und	w5_d786e16479
Anforderungen	w7_d786e16482
zu	w9_d786e16485
haben	w11_d786e16488
ver	w13_d786e16492
meinen,	w1_d786e16497
sonderheitlich	w3_d786e16500
aber	w5_d786e16503
denen	w7_d786e16506
bey	w9_d786e16509
der	w11_d786e16512
schon	w13_d786e16516
unterm	w1_d786e16521
19.	w3_d786e16524
Monats=tag	w5_d786e16527
Januarii	w7_d786e16530
des	w9_d786e16533
1761sten	w11_d786e16536
Jahrs	w1_d786e16541
wegen	w3_d786e16544
der	w5_d786e16547
Frauen	w7_d786e16550
Mariä	w9_d786e16553
Annä	w11_d786e16556
Reschin	w13_d786e16560
</p>
<p id="p42_d786e16573">
seel.	w1_d786e16577
Verlassenschaft	w3_d786e16580
fürgewesten	w5_d786e16583
Convacations	w7_d786e16586
tagsatzung	w1_d786e16591
noch	w3_d786e16594
nicht	w5_d786e16597
angemeldten	w7_d786e16600
Creditoren,	w9_d786e16603
de	w11_d786e16606
ren	w1_d786e16611
Erben,	w3_d786e16614
oder	w5_d786e16617
Ceßionarien	w7_d786e16620
hiemit	w9_d786e16623
zu	w11_d786e16626
verneh	w13_d786e16630
men:	w1_d786e16636
Es	w3_d786e16639
seye	w5_d786e16642
von	w7_d786e16645
einem	w9_d786e16648
Stadt=rath	w11_d786e16651
zu	w13_d786e16655
Been	w15_d786e16658
digung	w1_d786e16663
obernannter	w3_d786e16666
beyder	w5_d786e16669
Verlassenschaften	w7_d786e16672
eine	w9_d786e16675
nochmalige	w1_d786e16680
Anmeld	w3_d786e16683
und	w5_d786e16686
Liquidirungs=tagsatzung	w7_d786e16689
auf	w1_d786e16694
den	w3_d786e16697
12ten	w5_d786e16700
Monats=tag	w7_d786e16703
Sept.	w9_d786e16706
dies	w11_d786e16709
laufen	w13_d786e16713
den	w1_d786e16719
1763sten	w3_d786e16722
Jahrs	w5_d786e16725
anzuordnen	w7_d786e16728
für	w9_d786e16731
nöthig	w11_d786e16734
befun	w13_d786e16738
den	w1_d786e16743
worden,	w3_d786e16746
und	w5_d786e16749
dahero	w7_d786e16752
die	w9_d786e16755
samtliche	w11_d786e16758
Credito	w13_d786e16762
res	w1_d786e16767
und	w3_d786e16770
Theil=nehmere	w5_d786e16773
zur	w7_d786e16776
selben	w9_d786e16779
fürzuforderen	w11_d786e16782
und	w1_d786e16787
einzuberufen.	w3_d786e16790
Solchemnach	w5_d786e16793
haben	w7_d786e16796
sammtl.	w9_d786e16799
Creditores	w1_d786e16805
der	w3_d786e16808
Johann	w5_d786e16811
Friedrich	w7_d786e16814
und	w9_d786e16817
Mariä	w11_d786e16820
An	w13_d786e16824
nä	w1_d786e16829
Reschischen	w3_d786e16832
Verlassenschaften	w5_d786e16835
an	w7_d786e16838
obbestimm	w9_d786e16841
tem	w1_d786e16846
Tag	w3_d786e16849
fruhe	w5_d786e16852
um	w7_d786e16855
8.	w9_d786e16858
Uhr,	w11_d786e16861
oder	w13_d786e16865
dafern	w15_d786e16868
wir	w17_d786e16871
die	w19_d786e16874
sen	w1_d786e16879
Tag	w3_d786e16882
etwa	w5_d786e16885
anderer	w7_d786e16888
Geschäften	w9_d786e16891
halber	w11_d786e16894
nicht	w13_d786e16898
zu	w15_d786e16901
Rath	w1_d786e16907
sitzeten,	w3_d786e16910
den	w5_d786e16913
nächst	w7_d786e16916
darauf	w9_d786e16919
folgenden	w11_d786e16922
Raths	w13_d786e16926
tag	w1_d786e16931
entweder	w3_d786e16934
selbst	w5_d786e16937
persönlich,	w7_d786e16940
oder	w9_d786e16943
durch	w11_d786e16946
genug	w13_d786e16950
sam	w1_d786e16955
bevollmächtigte	w3_d786e16958
Gewalttragere	w5_d786e16961
vor	w7_d786e16964
uns	w9_d786e16967
also	w11_d786e16970
gewiß	w1_d786e16975
zu	w3_d786e16978
erscheinen,	w5_d786e16981
und	w7_d786e16984
ihre	w9_d786e16987
Sprüch	w11_d786e16990
und	w13_d786e16994
For	w15_d786e16997
derungen	w1_d786e17003
Rechts=beständig	w3_d786e17006
zu	w5_d786e17009
erweisen,	w7_d786e17012
und	w9_d786e17015
zu	w11_d786e17018
liquidiren,	w1_d786e17023
wie	w3_d786e17026
im	w5_d786e17029
widrigen	w7_d786e17032
ohne	w9_d786e17035
Rucksicht	w11_d786e17038
auf	w13_d786e17042
die	w1_d786e17047
Ausbleibende	w3_d786e17050
oder	w5_d786e17053
nicht	w7_d786e17056
Liquidirende	w9_d786e17059
mit	w11_d786e17062
Ver	w13_d786e17066
theilung	w1_d786e17071
obbesagt	w3_d786e17074
Reschischen	w5_d786e17077
Verlassenschaften	w7_d786e17080
unter	w1_d786e17086
die	w3_d786e17089
anwesende	w5_d786e17092
und	w7_d786e17095
liquidirende	w9_d786e17098
Partheyen	w11_d786e17101
von	w1_d786e17106
Amts=wegen	w3_d786e17109
fürgegangen,	w5_d786e17112
und	w7_d786e17115
denen	w9_d786e17118
sich	w11_d786e17121
nicht	w1_d786e17126
anmeldenden	w3_d786e17129
oder	w5_d786e17132
ihre	w7_d786e17135
Forderungen	w9_d786e17138
nicht	w11_d786e17141
Rechts=beständig	w1_d786e17146
darzuthuen	w3_d786e17149
vermögenden	w5_d786e17152
Glau	w7_d786e17155
bigern	w1_d786e17161
das	w3_d786e17164
ewige	w5_d786e17167
Stillschweigen	w7_d786e17170
auferleget	w9_d786e17173
seyn	w11_d786e17176
solle.	w1_d786e17181
Wornach	w3_d786e17184
sich	w5_d786e17187
ein	w7_d786e17190
jeder	w9_d786e17193
zu	w11_d786e17196
richten	w13_d786e17200
und	w15_d786e17203
vor	w17_d786e17206
Schaden	w1_d786e17211
zu	w3_d786e17214
hüten	w5_d786e17217
wissen	w7_d786e17220
wird.	w9_d786e17223
</p>
<p id="p44_d786e17226">
Der	w1_d786e17230
Röm.	w3_d786e17233
Kaiserl.	w5_d786e17236
in	w7_d786e17239
Hungarn	w9_d786e17242
und	w11_d786e17245
Böheim	w13_d786e17249
Königl.	w1_d786e17254
Apostol.	w3_d786e17257
Majestät	w5_d786e17260
würkl.	w7_d786e17263
geheimer	w9_d786e17266
Rath	w11_d786e17269
und	w1_d786e17274
obrister	w3_d786e17277
Hofmarschallen=amts=verweser	w5_d786e17280
rc.	w7_d786e17283
Wir	w1_d786e17289
Christoph	w3_d786e17292
des	w5_d786e17295
Heil.	w7_d786e17298
Röm.	w9_d786e17301
Reichs	w11_d786e17304
Graf	w13_d786e17308
v.	w15_d786e17311
