<doc id="wr_1761-05-20" attrs="word" year="1761" month="05" day="20" corpus="2">
<head id="h2_d554e2562">
Mayland	w1_d554e2566
ebener	w5_d554e13410
Erde	w7_d554e13413
ein	w9_d554e13416
extra	w11_d554e13419
Herrschaft=kuchel,	w13_d554e13423
eben	w1_d554e13428
zu	w3_d554e13431
ebener	w5_d554e13434
Erd	w7_d554e13437
ein	w9_d554e13440
Bedienten=zimmer,	w11_d554e13443
auch	w13_d554e13447
so	w15_d554e13450
nöhtig	w1_d554e13455
ein	w3_d554e13458
Stall	w5_d554e13461
auf	w7_d554e13464
3.	w9_d554e13467
Pferde,	w11_d554e13470
Wagen=schupfen,	w13_d554e13474
Heu	w1_d554e13479
und	w3_d554e13482
Stroh	w5_d554e13485
boden.	w7_d554e13488
Nebstbey	w9_d554e13491
haben	w11_d554e13494
sich	w13_d554e13498
die	w15_d554e13501
Bestand=nehmere	w1_d554e13507
mit	w3_d554e13510
Permißion	w5_d554e13513
des	w7_d554e13516
dasigen	w9_d554e13519
Haus=inhabers	w1_d554e13524
in	w3_d554e13527
dasigen	w5_d554e13530
Garten	w7_d554e13533
zu	w9_d554e13536
divertiren.	w11_d554e13539
Wer	w1_d554e13544
also	w3_d554e13547
solche	w5_d554e13550
Gelegenheit	w7_d554e13553
bestehen	w9_d554e13556
will,	w11_d554e13559
ist	w13_d554e13563
sich	w15_d554e13566
darum	w1_d554e13571
zu	w3_d554e13574
melden	w5_d554e13577
in	w7_d554e13580
dem	w9_d554e13583
Caffee=gewölb	w11_d554e13586
im	w13_d554e13590
näm	w15_d554e13593
lichen	w1_d554e13599
Haus.	w3_d554e13602
</p>
<p id="p24_d554e13606">
Den	w1_d554e13610
22.	w3_d554e13613
dies	w5_d554e13616
lauffenden	w7_d554e13619
Monats	w9_d554e13622
May	w11_d554e13625
wer	w13_d554e13629
den	w1_d554e13634
auf	w3_d554e13637
der	w5_d554e13640
Sailerstadt	w7_d554e13643
in	w9_d554e13646
der	w11_d554e13649
grossen	w13_d554e13653
Holler	w15_d554e13656
stauden	w1_d554e13661
im	w3_d554e13664
ersten	w5_d554e13667
Stock	w7_d554e13670
in	w9_d554e13673
des	w11_d554e13676
K.	w13_d554e13680
K.	w15_d554e13683
Judicii	w17_d554e13686
Deleg.	w1_d554e13692
mixt.	w3_d554e13695
in	w5_d554e13698
milit.	w7_d554e13701
Canzley	w9_d554e13704
verschiedene	w11_d554e13707
Ver	w13_d554e13711
lassenschafts=effecten,	w1_d554e13716
als:	w3_d554e13719
etwas	w5_d554e13722
Silber,	w7_d554e13725
bor	w9_d554e13728
dirt	w1_d554e13733
und	w3_d554e13736
glate	w5_d554e13739
Manns=kleider,	w7_d554e13742
Uniforms,	w9_d554e13745
Wäsch,	w11_d554e13748
Kästen,	w1_d554e13753
Soffa,	w3_d554e13756
Sesseln,	w5_d554e13759
Tisch,	w7_d554e13762
und	w9_d554e13765
mehr	w11_d554e13768
an	w13_d554e13772
dere	w1_d554e13778
Fahrnussen	w3_d554e13781
Vormittags	w5_d554e13784
von	w7_d554e13787
9.	w9_d554e13790
bis	w11_d554e13793
12.	w13_d554e13797
Nach	w15_d554e13800
mittags	w1_d554e13805
aber	w3_d554e13808
von	w5_d554e13811
3.	w7_d554e13814
bis	w9_d554e13817
6.	w11_d554e13820
Uhr	w13_d554e13824
dem	w15_d554e13827
Meistbie	w17_d554e13830
tenden	w1_d554e13835
verkäuflich	w3_d554e13838
hindann	w5_d554e13841
gegeben	w7_d554e13844
werden.	w9_d554e13847
</p>
<p id="p26_d554e13850">
Von	w1_d554e13854
des	w3_d554e13857
Kaiserl.	w5_d554e13860
Herren=stift	w7_d554e13863
St.	w9_d554e13866
Dorotheä	w11_d554e13869
Grund=buchs	w1_d554e13874
wegen	w3_d554e13877
wird	w5_d554e13880
hiemit	w7_d554e13883
nochmalen	w9_d554e13886
jeder	w11_d554e13889
männiglich	w1_d554e13894
zu	w3_d554e13897
vernehmen	w5_d554e13900
gegeben;	w7_d554e13903
wasgestalten	w9_d554e13906
bey	w1_d554e13912
der	w3_d554e13915
den	w5_d554e13918
2ten	w7_d554e13921
April	w9_d554e13924
dies	w11_d554e13927
Jahrs	w13_d554e13931
um	w15_d554e13934
des	w17_d554e13937
Andre	w19_d554e13940
Krieg	w1_d554e13945
seel.	w3_d554e13948
hinterlassene,	w5_d554e13951
in	w7_d554e13954
der	w9_d554e13957
Pflug=gassen	w11_d554e13960
am	w13_d554e13964
Thury	w1_d554e13969
ligende,	w3_d554e13972
zur	w5_d554e13975
goldenen	w7_d554e13978
Sonn	w9_d554e13981
benamste	w11_d554e13984
Be	w13_d554e13988
hausung	w1_d554e13993
fürgewest	w3_d554e13996
zweyten	w5_d554e13999
Licitation=tag=satzung	w7_d554e14002
sich	w1_d554e14008
ein	w3_d554e14011
Kauffer	w5_d554e14014
gemeldet,	w7_d554e14017
welcher	w9_d554e14020
über	w11_d554e14023
das	w13_d554e14027
Schä	w15_d554e14030
tzungs=quantum	w1_d554e14035
deren	w3_d554e14038
1100.	w5_d554e14041
fl.	w7_d554e14044
um	w9_d554e14047
50.	w11_d554e14050
fl.	w13_d554e14054
mehr,	w15_d554e14057
und	w1_d554e14062
also	w3_d554e14065
1150.	w5_d554e14068
fl.	w7_d554e14071
nebst	w9_d554e14074
Entrichtung	w11_d554e14077
deren	w13_d554e14081
von	w15_d554e14084
diesem	w1_d554e14089
Kauf	w3_d554e14092
abfallenden	w5_d554e14095
Grundbuchsgebührnus	w7_d554e14098
sen,	w1_d554e14104
und	w3_d554e14107
daß	w5_d554e14110
er	w7_d554e14113
die	w9_d554e14116
Gaben	w11_d554e14119
von	w13_d554e14123
1sten	w15_d554e14126
Januarii	w17_d554e14129
dies	w19_d554e14132
Jahrs	w1_d554e14137
bezahlen	w3_d554e14140
wolle,	w5_d554e14143
dargegen	w7_d554e14146
ihme	w9_d554e14149
der	w11_d554e14152
Georgi	w13_d554e14156
zins	w1_d554e14161
einzunehmen	w3_d554e14164
gebühren	w5_d554e14167
solle,	w7_d554e14170
dargeboten	w9_d554e14173
hat;	w11_d554e14176
hierüber	w1_d554e14181
aber	w3_d554e14184
von	w5_d554e14187
Obrigkeits	w7_d554e14190
wegen	w9_d554e14193
ein	w11_d554e14196
dreyma	w13_d554e14200
liges	w1_d554e14206
Licitations=edict	w3_d554e14209
mit	w5_d554e14212
dem	w7_d554e14215
Beysatz:	w9_d554e14218
daß	w11_d554e14221
wann	w1_d554e14226
kein	w3_d554e14229
besserer	w5_d554e14232
Kauffer	w7_d554e14235
vorkommet,	w9_d554e14238
der	w11_d554e14241
Kauf	w13_d554e14245
mit	w1_d554e14250
dem	w3_d554e14253
ob	w5_d554e14256
gedachten	w7_d554e14259
Kausser	w9_d554e14262
geschlossen	w11_d554e14265
werden	w13_d554e14269
solle,	w1_d554e14274
veranlasset	w3_d554e14277
worden.	w5_d554e14280
Zumalen	w7_d554e14283
nun	w9_d554e14286
zur	w11_d554e14289
3ten	w13_d554e14293
Licitations=tag=satzung	w1_d554e14299
der	w3_d554e14302
30.	w5_d554e14305
dies	w7_d554e14308
Monats	w9_d554e14311
May	w11_d554e14314
fruhe	w1_d554e14319
um	w3_d554e14322
9.	w5_d554e14325
Uhr	w7_d554e14328
in	w9_d554e14331
alhiesiger	w11_d554e14334
Grund=stuben	w13_d554e14338
zu	w15_d554e14341
erscheinen	w1_d554e14346
bestimmet	w3_d554e14349
worden.	w5_d554e14352
Als	w7_d554e14355
werden	w9_d554e14358
all	w11_d554e14361
diejenige,	w1_d554e14366
welche	w3_d554e14369
obgedacht=Kriegische,	w5_d554e14372
am	w7_d554e14375
Frey	w9_d554e14378
grund	w1_d554e14384
Thuro	w3_d554e14387
in	w5_d554e14390
der	w7_d554e14393
Pflug=gassen	w9_d554e14396
ligende,	w11_d554e14399
zur	w13_d554e14403
gol	w15_d554e14406
denen	w1_d554e14411
Sonn	w3_d554e14414
benamste	w5_d554e14417
Behausung	w7_d554e14420
zu	w9_d554e14423
erkauffen,	w11_d554e14426
und	w1_d554e14431
einen	w3_d554e14434
mehreren	w5_d554e14437
Kauf	w7_d554e14440
schilling	w9_d554e14443
als	w11_d554e14446
obgedachter	w13_d554e14450
Kauffer	w1_d554e14455
zu	w3_d554e14458
geben	w5_d554e14461
willens	w7_d554e14464
seynd,	w9_d554e14467
an	w11_d554e14470
ob=bestimm	w13_d554e14474
ten	w1_d554e14480
Tag,	w3_d554e14483
Stund	w5_d554e14486
und	w7_d554e14489
Ort	w9_d554e14492
alsogewiß	w11_d554e14495
zu	w13_d554e14499
erscheinen	w15_d554e14502
haben,	w1_d554e14507
wie	w3_d554e14510
im	w5_d554e14513
widrigen	w7_d554e14516
der	w9_d554e14519
Kauf	w11_d554e14522
mit	w13_d554e14526
dem	w15_d554e14529
sich	w17_d554e14532
gemeldeten	w1_d554e14537
Kauffer	w3_d554e14540
auf	w5_d554e14543
obstehende	w7_d554e14546
Art	w9_d554e14549
abgeschlos	w11_d554e14552
sen	w1_d554e14557
werden	w3_d554e14560
solle.	w5_d554e14563
</p>
<p id="p28_d554e14566">
Es	w1_d554e14570
dienet	w3_d554e14573
dem	w5_d554e14576
Publies	w7_d554e14579
zur	w9_d554e14582
Nachricht,	w11_d554e14585
daß	w13_d554e14589
den	w15_d554e14592
25.	w1_d554e14597
May	w3_d554e14600
a.	w5_d554e14603
c.	w7_d554e14606
ein	w9_d554e14609
schöner	w11_d554e14612
Vorraht	w13_d554e14616
verschiedener	w15_d554e14619
Historischen	w1_d554e14624
und	w3_d554e14627
Juristischen	w5_d554e14630
Bücher	w7_d554e14633
auf	w9_d554e14636
der	w11_d554e14639
Un	w13_d554e14643
gar=gassen	w1_d554e14649
in	w3_d554e14652
dem	w5_d554e14655
Harprechtischen	w7_d554e14658
Garten	w9_d554e14661
Vor	w11_d554e14664
</p>
<p id="p30_d554e14667">
mittag	w1_d554e14671
von	w3_d554e14674
9.	w5_d554e14677
bis	w7_d554e14680
12.	w9_d554e14683
und	w11_d554e14686
Nachmittag	w13_d554e14690
von	w15_d554e14693
3.	w17_d554e14696
bis	w19_d554e14699
6.	w1_d554e14704
Uhr	w3_d554e14707
licitando	w5_d554e14710
solle	w7_d554e14713
verkauffet	w9_d554e14716
werden.	w11_d554e14719
Der	w13_d554e14723
Catalogus	w1_d554e14728
ist	w3_d554e14731
in	w5_d554e14734
der	w7_d554e14737
Buchbandlung	w9_d554e14740
zum	w11_d554e14743
goldenen	w13_d554e14747
Vließ	w1_d554e14753
auf	w3_d554e14756
der	w5_d554e14759
hohen	w7_d554e14762
Brucken	w9_d554e14765
gratis	w11_d554e14768
zu	w13_d554e14772
bekommen.	w15_d554e14775
</p>
<list id="l32_d554e14778">
Bey	w1_d554e14782
Emerich	w3_d554e14785
Felix	w5_d554e14788
Bader	w7_d554e14791
in	w9_d554e14794
der	w11_d554e14797
Bogner=gasse	w13_d554e14801
nächst	w1_d554e14806
dem	w3_d554e14809
Todten=kopf	w5_d554e14812
ist	w7_d554e14815
zu	w9_d554e14818
haben:	w11_d554e14821
Des	w1_d554e14826
neu=eröfneten	w3_d554e14829
historischen	w5_d554e14832
Bilder=saals	w7_d554e14835
12ter	w1_d554e14841
Theil,	w3_d554e14844
in	w5_d554e14847
welchem	w7_d554e14850
die	w9_d554e14853
algemeine	w11_d554e14856
Welt	w13_d554e14860
ge	w15_d554e14863
schichte	w1_d554e14868
von	w3_d554e14871
Jahr	w5_d554e14874
1749.	w7_d554e14877
bis	w9_d554e14880
1756.	w11_d554e14883
als	w13_d554e14887
den	w15_d554e14890
Anfang	w17_d554e14893
des	w1_d554e14898
sich	w3_d554e14901
entsponnenen	w5_d554e14904
Kriegs	w7_d554e14907
mit	w9_d554e14910
vielem	w11_d554e14913
Fleiß	w13_d554e14917
auf	w15_d554e14920
richtig	w1_d554e14925
und	w3_d554e14928
unpartheyisch	w5_d554e14931
beschrieben,	w7_d554e14934
und	w9_d554e14937
die	w11_d554e14940
vornehmste	w1_d554e14946
Begebenheiten,	w3_d554e14949
in	w5_d554e14952
anmuhtigsten	w7_d554e14955
Kupfern	w1_d554e14960
siestellvoret	w3_d554e14963
ud.	w5_d554e14966
Nebst	w7_d554e14969
vollständigem	w9_d554e14972
Re	w11_d554e14975
gister,	w1_d554e14980
8vo.	w3_d554e14983
Nürnberg	w5_d554e14986
1761.	w7_d554e14989
Le	w1_d554e14994
Fableau	w3_d554e14997
de	w5_d554e15000
la	w7_d554e15003
Mort,	w9_d554e15006
par	w11_d554e15009
l'Auteur	w13_d554e15013
de	w15_d554e15016
la	w17_d554e15019
Jouis-	w19_d554e15022
sance	w1_d554e15028
de	w3_d554e15031
soi	w5_d554e15034
meme.	w7_d554e15037
Nouvelle	w9_d554e15040
Edition,	w11_d554e15043
revue,	w13_d554e15047
augmentée	w1_d554e15052
&	w3_d554e15055
corrigée,	w5_d554e15058
12mo.	w7_d554e15061
Frf.	w9_d554e15064
1761.	w11_d554e15067
Histoire	w1_d554e15072
des	w3_d554e15075
Revolutions	w5_d554e15078
de	w7_d554e15081
l'Empire	w9_d554e15084
de	w11_d554e15087
Russie	w13_d554e15091
par	w1_d554e15096
Mr.	w3_d554e15099
Lacombe,	w5_d554e15102
12mo.	w7_d554e15105
Amsterdam.	w9_d554e15108
1760.	w11_d554e15111
1.	w1_d554e15117
fl.	w3_d554e15120
15.	w5_d554e15123
xr.	w7_d554e15126
Memoires	w1_d554e15131
de	w3_d554e15134
Miledi	w5_d554e15137
R.**	w7_d554e15140
*	w9_d554e15143
par	w11_d554e15146
Madame	w13_d554e15150
R.***	w1_d554e15155
III.	w3_d554e15158
Parties,	w5_d554e15161
8vo.	w7_d554e15164
Amst.	w9_d554e15167
1761.	w11_d554e15170
1.	w13_d554e15174
fl.	w15_d554e15177
42.	w1_d554e15182
Xr.	w3_d554e15185
Neueste	w1_d554e15191
Fama,	w3_d554e15194
welche	w5_d554e15197
die	w7_d554e15200
Staatskriegs	w9_d554e15203
und	w11_d554e15206
Friedens=geschichte	w1_d554e15211
nebst	w3_d554e15214
andern	w5_d554e15217
Denkwür	w7_d554e15220
digkeiten	w1_d554e15225
Europens	w3_d554e15228
unpartheyisch	w5_d554e15231
erzehlet,	w7_d554e15234
9ter	w9_d554e15237
Theil	w1_d554e15242
8vo.	w3_d554e15245
1760.	w5_d554e15248
10.	w7_d554e15251
kr.	w9_d554e15254
Hievon	w1_d554e15260
sind	w3_d554e15263
noch	w5_d554e15266
alle	w7_d554e15269
9.	w9_d554e15272
Theile	w11_d554e15275
pr.	w13_d554e15279
1.	w15_d554e15282
fl.	w17_d554e15285
30.	w19_d554e15288
kr.	w21_d554e15291
zu	w1_d554e15296
haben.	w3_d554e15299
Memoires	w1_d554e15304
de	w3_d554e15307
Mr.	w5_d554e15310
l'Abbe	w7_d554e15313
de	w9_d554e15316
Monignon,	w11_d554e15319
pu-	w13_d554e15323
blies	w1_d554e15328
par	w3_d554e15331
lui	w5_d554e15334
meme,	w7_d554e15337
contenent	w9_d554e15340
les	w11_d554e15343
differentes	w13_d554e15347
Ne	w15_d554e15350
gociations	w1_d554e15356
dont	w3_d554e15359
il	w5_d554e15362
a	w7_d554e15365
été	w9_d554e15368
chargé	w11_d554e15371
dans	w13_d554e15375
les	w15_d554e15378
Cours	w17_d554e15381
de	w1_d554e15386
France,	w3_d554e15389
d'Espagne,	w5_d554e15392
&	w7_d554e15395
de	w9_d554e15398
Portugal;	w11_d554e15401
&	w13_d554e15405
divers	w15_d554e15408
Evenements	w1_d554e15413
qui	w3_d554e15416
sont	w5_d554e15419
arrives	w7_d554e15422
depuis	w9_d554e15425
l'Année	w11_d554e15428
1725.	w1_d554e15433
Nouvelle	w3_d554e15436
Edition,	w5_d554e15439
corrigée	w7_d554e15442
&	w9_d554e15445
augmentée	w11_d554e15448
VIII.	w1_d554e15454
Volum.	w3_d554e15457
12mo.	w5_d554e15460
Laussanne	w7_d554e15463
12.	w9_d554e15466
fl.	w11_d554e15469
Le	w1_d554e15474
Maitre	w3_d554e15477
&	w5_d554e15480
le	w7_d554e15483
Serviteur,	w9_d554e15486
ou	w11_d554e15489
les	w13_d554e15493
Devoirs	w15_d554e15496
reci-	w17_d554e15499
proques	w1_d554e15504
d'un	w3_d554e15507
Souverain	w5_d554e15510
&	w7_d554e15513
de	w9_d554e15516
son	w11_d554e15519
Ministre,	w13_d554e15523
crayonnés	w1_d554e15528
avec	w3_d554e15531
une	w5_d554e15534
liberté	w7_d554e15537
patriotique	w9_d554e15540
par	w11_d554e15543
Fre-	w13_d554e15547
deric	w1_d554e15553
Charles	w3_d554e15556
de	w5_d554e15559
Moser,	w7_d554e15562
&	w9_d554e15565
traduit	w11_d554e15568
de	w13_d554e15572
l'Original	w15_d554e15575
Allemand	w1_d554e15580
par	w3_d554e15583
le	w5_d554e15586
Colonel	w7_d554e15589
Chevalier	w9_d554e15592
de	w11_d554e15595
Cham-	w13_d554e15599
pigny,	w1_d554e15604
8vo.	w3_d554e15607
Hamb.	w5_d554e15610
1761.	w7_d554e15613
1.	w9_d554e15616
fl.	w11_d554e15619
</list>
<p id="p34_d554e15623">
Von	w1_d554e15627
des	w3_d554e15630
Hoch=fürstl.	w5_d554e15633
Joseph	w7_d554e15636
Wenzl	w9_d554e15639
Lichtenstei	w11_d554e15642
nischen	w1_d554e15647
Verwalter=amts	w3_d554e15650
im	w5_d554e15653
Lichtenthal	w7_d554e15656
wegen,	w9_d554e15659
wird	w1_d554e15664
hiemit	w3_d554e15667
jedermänniglich	w5_d554e15670
zu	w7_d554e15673
vernehmen	w9_d554e15676
ge	w11_d554e15679
geben:	w1_d554e15685
Es	w3_d554e15688
seyen	w5_d554e15691
auf	w7_d554e15694
geziemend=selbstiges	w9_d554e15697
Ansu	w11_d554e15700
chen	w1_d554e15705
der	w3_d554e15708
Mariä	w5_d554e15711
Annä	w7_d554e15714
verwittibten	w9_d554e15717
Hochauerin	w11_d554e15720
Grundholdin	w1_d554e15725
und	w3_d554e15728
privilegirten	w5_d554e15731
Passauer=bäckin	w7_d554e15734
alhier	w1_d554e15739
zur	w3_d554e15742
offentlichen	w5_d554e15745
Verkauffung	w7_d554e15748
ihres	w9_d554e15751
eigentum	w11_d554e15754
lich	w1_d554e15760
zum	w3_d554e15763
Salz	w5_d554e15766
küffel	w7_d554e15769
genannt	w9_d554e15772
in	w11_d554e15775
der	w13_d554e15779
Salzer=gassen	w15_d554e15782
daselbst	w1_d554e15787
ligend	w3_d554e15790
und	w5_d554e15793
mit	w7_d554e15796
der	w9_d554e15799
Bach=gerechtigkeit	w11_d554e15802
verse	w13_d554e15806
henen	w1_d554e15811
Hauses	w3_d554e15814
die	w5_d554e15817
gewöhnliche	w7_d554e15820
Valval=edicten	w9_d554e15823
aus	w11_d554e15826
zufertigen	w1_d554e15831
unterm	w3_d554e15834
4.	w5_d554e15837
dieses	w7_d554e15840
verwilliget,	w9_d554e15843
und	w11_d554e15846
darauf	w13_d554e15850
hin	w1_d554e15856
der	w3_d554e15859
16.	w5_d554e15862
künftigen	w7_d554e15865
Monats	w9_d554e15868
Junii	w11_d554e15871
fruhe	w13_d554e15875
um	w15_d554e15878
9.	w1_d554e15883
Uhr	w3_d554e15886
zur	w5_d554e15889
Licitations=tag	w7_d554e15892
satzung	w9_d554e15895
bestimmet	w11_d554e15898
wor	w13_d554e15902
den.	w1_d554e15907
Dahero	w3_d554e15910
all=diejenige,	w5_d554e15913
so	w7_d554e15916
ermeldetes	w9_d554e15919
Bach	w11_d554e15922
haus	w1_d554e15927
zu	w3_d554e15930
erkauffen	w5_d554e15933
Willens	w7_d554e15936
seynd,	w9_d554e15939
am	w11_d554e15942
obbestimm	w13_d554e15946
</p>
<p id="p38_d554e15952">
ten	w1_d554e15956
Tag	w3_d554e15959
und	w5_d554e15962
Stund	w7_d554e15965
in	w9_d554e15968
der	w11_d554e15971
daselbstigen	w13_d554e15975
Verwal	w15_d554e15978
ter=amts=canzley	w1_d554e15983
entweder	w3_d554e15986
selbst,	w5_d554e15989
oder	w7_d554e15992
durch	w9_d554e15995
hierzu	w11_d554e15998
genugsam	w1_d554e16003
Bevollmächtigte	w3_d554e16006
ad	w5_d554e16009
contrahendum	w7_d554e16012
&	w9_d554e16015
concludendum	w1_d554e16021
zu	w3_d554e16024
erscheinen	w5_d554e16027
haben	w7_d554e16030
werden.	w9_d554e16033
</p>
<p id="p40_d554e16036">
Von	w1_d554e16040
N.	w3_d554e16043
Stadt=richter	w5_d554e16046
und	w7_d554e16049
Raht	w9_d554e16052
der	w11_d554e16055
Landes	w13_d554e16059
fürstl.	w1_d554e16064
Stadt	w3_d554e16067
Korneuburg	w5_d554e16070
wegen,	w7_d554e16073
wird	w9_d554e16076
hiemit	w11_d554e16079
je	w13_d554e16083
dermänniglich	w1_d554e16088
kund	w3_d554e16091
und	w5_d554e16094
zu	w7_d554e16097
wissen	w9_d554e16100
gemachet,	w11_d554e16103
wel	w13_d554e16107
cher	w1_d554e16113
massen	w3_d554e16116
in	w5_d554e16119
Folge	w7_d554e16122
der	w9_d554e16125
von	w11_d554e16128
einer	w13_d554e16132
Hochlöbl.	w15_d554e16135
N.	w17_d554e16138
Oe.	w1_d554e16143
Regierung	w3_d554e16146
gnädigst	w5_d554e16149
ergangenen	w7_d554e16152
Verordnung	w9_d554e16155
des	w1_d554e16160
in	w3_d554e16163
Verfall	w5_d554e16166
gerahtenen	w7_d554e16169
hiesig	w9_d554e16172
Burgerl.	w11_d554e16175
Handels	w13_d554e16179
mann,	w1_d554e16184
Hrn.	w3_d554e16187
Franz	w5_d554e16190
Leopold	w7_d554e16193
Ristl,	w9_d554e16196
sammentlichen	w11_d554e16199
Vermögens,	w1_d554e16205
benanntl.	w3_d554e16208
die	w5_d554e16211
Behausung,	w7_d554e16214
die	w9_d554e16217
Cur	w11_d554e16220
rent	w1_d554e16225
handlung	w3_d554e16228
samt	w5_d554e16231
verschiedenen	w7_d554e16234
Waaren=lagek,	w9_d554e16237
Grund	w1_d554e16242
stück,	w3_d554e16245
Wein,	w5_d554e16248
und	w7_d554e16251
all	w9_d554e16254
übrige	w11_d554e16257
Mobilien	w13_d554e16261
und	w15_d554e16264
Haus	w1_d554e16269
einrichtung	w3_d554e16272
licitando	w5_d554e16275
dem	w7_d554e16278
Meist=bietenden	w9_d554e16281
verkäuflich	w1_d554e16287
hindan	w3_d554e16290
zu	w5_d554e16293
geben	w7_d554e16296
veranlasset	w9_d554e16299
worden	w11_d554e16302
seye;	w1_d554e16307
Wiezumalen	w3_d554e16310
nun	w5_d554e16313
zur	w7_d554e16316
Licitations=tagssatzung	w9_d554e16319
der	w1_d554e16324
25.	w3_d554e16327
künftigen	w5_d554e16330
Monats	w7_d554e16333
May,	w9_d554e16336
und	w11_d554e16339
die	w13_d554e16343
darauf	w15_d554e16346
folgende	w1_d554e16351
Täge	w3_d554e16354
Vormittag	w5_d554e16357
von	w7_d554e16360
8.	w9_d554e16363
bis	w11_d554e16366
11.	w13_d554e16370
dann	w15_d554e16373
Nachmittag	w1_d554e16379
von	w3_d554e16382
2.	w5_d554e16385
bis	w7_d554e16388
5.	w9_d554e16391
Uhr	w11_d554e16394
bestimmet	w13_d554e16398
worden;	w15_d554e16401
Diesemnach	w1_d554e16406
werden	w3_d554e16409
sich	w5_d554e16412
alle	w7_d554e16415
und	w9_d554e16418
jede,	w11_d554e16421
welche	w13_d554e16425
um	w15_d554e16428
ob=recensirtes	w1_d554e16433
Vermögen	w3_d554e16436
gegen	w5_d554e16439
leistender	w7_d554e16442
baarer	w9_d554e16445
Bezahlung	w1_d554e16450
Käuffere	w3_d554e16453
zu	w5_d554e16456
seyn	w7_d554e16459
verlangen,	w9_d554e16462
an	w11_d554e16465
erst	w13_d554e16469
bemeldeten	w1_d554e16475
Tägen	w3_d554e16478
und	w5_d554e16481
Stunden	w7_d554e16484
in	w9_d554e16487
gedacht	w11_d554e16490
Rist	w13_d554e16494
lischer	w1_d554e16499
Behausung	w3_d554e16502
zu	w5_d554e16505
erscheinen	w7_d554e16508
haben.	w9_d554e16511
</p>
<p id="p42_d554e16516">
Von	w1_d554e16520
N.	w3_d554e16523
Burgermeister,	w5_d554e16526
Richter	w7_d554e16529
und	w9_d554e16532
Raht	w11_d554e16535
der	w13_d554e16539
Landes=fürstl.	w1_d554e16544
Stadt	w3_d554e16547
Rötz,	w5_d554e16550
wird	w7_d554e16553
hiemit	w9_d554e16556
jeder	w11_d554e16559
männigich	w1_d554e16564
kund	w3_d554e16567
und	w5_d554e16570
zu	w7_d554e16573
wissen	w9_d554e16576
gemacht,	w11_d554e16579
welcher	w13_d554e16583
gestalten	w1_d554e16589
der	w3_d554e16592
Mathias	w5_d554e16595
Fichtinger,	w7_d554e16598
ein	w9_d554e16601
alhier	w11_d554e16604
an	w13_d554e16608
säßiger.	w1_d554e16613
Burger	w3_d554e16616
nach=Hinterlassung	w5_d554e16619
ein	w7_d554e16622
und	w9_d554e16625
an	w11_d554e16628
derer	w1_d554e16633
Schulden	w3_d554e16636
bereits	w5_d554e16639
schon	w7_d554e16642
durch	w9_d554e16645
6.	w11_d554e16648
Monat	w13_d554e16652
ab	w15_d554e16655
wesend	w1_d554e16660
seye,	w3_d554e16663
auch	w5_d554e16666
über	w7_d554e16669
die	w9_d554e16672
ecctiliter	w11_d554e16675
beschehene	w13_d554e16679
offentlche	w1_d554e16685
Citirung	w3_d554e16688
anhero	w5_d554e16691
sich	w7_d554e16694
nichtgestellet	w9_d554e16697
habe;	w11_d554e16700
Wann	w1_d554e16705
nun	w3_d554e16708
zu	w5_d554e16711
Ausfindigmachung	w7_d554e16714
dieses	w9_d554e16717
Schul	w11_d554e16720
den=standes	w1_d554e16725
eine	w3_d554e16728
ordentliche	w5_d554e16731
Convocirung	w7_d554e16734
deren	w9_d554e16737
sammentlichen	w1_d554e16742
Creditoren	w3_d554e16745
nöhtig	w5_d554e16748
seyn	w7_d554e16751
will,	w9_d554e16754
zu	w11_d554e16757
dem	w1_d554e16763
Ende	w3_d554e16766
auch	w5_d554e16769
der	w7_d554e16772
16.	w9_d554e16775
nächst	w11_d554e16778
künftigen=Monats	w13_d554e16782
Junii	w1_d554e16787
pro	w3_d554e16790
Termino	w5_d554e16793
1mo.	w7_d554e16796
2do.	w9_d554e16799
&	w11_d554e16802
3tio	w13_d554e16806
zur.	w15_d554e16809
Con	w17_d554e16812
vocations=tagsatzung	w1_d554e16817
anberaumet	w3_d554e16820
ist;	w5_d554e16823
als	w7_d554e16826
werden	w9_d554e16829
alle	w1_d554e16834
und	w3_d554e16837
jede,	w5_d554e16840
welche	w7_d554e16843
an	w9_d554e16846
gedachten	w11_d554e16849
Mathias	w13_d554e16853
Fich	w15_d554e16856
tinger	w1_d554e16862
Schulden	w3_d554e16865
halber	w5_d554e16868
einige	w7_d554e16871
Sprüch	w9_d554e16874
und	w11_d554e16877
An	w13_d554e16881
forderung	w1_d554e16886
haben,	w3_d554e16889
an	w5_d554e16892
obbestimmten	w7_d554e16895
Tag	w9_d554e16898
fruhe	w11_d554e16901
um	w1_d554e16906
8.	w3_d554e16909
Uhr	w5_d554e16912
auf	w7_d554e16915
dem	w9_d554e16918
alhiesigen	w11_d554e16921
Raht=haus	w13_d554e16925
also	w15_d554e16928
gewiß	w1_d554e16933
zu	w3_d554e16936
erscheinen,	w5_d554e16939
und	w7_d554e16942
ihre	w9_d554e16945
etwa	w11_d554e16948
habende	w13_d554e16952
Sprüch	w1_d554e16958
und	w3_d554e16961
Anforderung	w5_d554e16964
entweders	w7_d554e16967
selbst,	w9_d554e16970
oder	w11_d554e16973
durch	w1_d554e16978
genugsame	w3_d554e16981
instruirte	w5_d554e16984
Gevollmächtigte	w7_d554e16987
