<doc id="wr_1759-12-12" attrs="word" year="1759" month="12" day="12" corpus="2">
<head id="h2_d405e4228">
Lahn=strom	w4_d405e4231
Vol=edle	w7_d405e15364
Fr.	w9_d405e15367
Maria	w11_d405e15370
Anna	w13_d405e15373
Straußin,	w15_d405e15377
Wittwe,	w17_d405e15380
im	w20_d405e15384
Hofingeris.	w22_d405e15388
H.	w24_d405e15391
beyn	w26_d405e15395
obern	w28_d405e15398
Jesuit.,	w30_d405e15401
alt	w32_d405e15404
65.	w34_d405e15407
J.	w36_d405e15410
</list>
<list id="l6_d405e15414">
Dem	w11_d405e15423
Hrn.	w13_d405e15427
Joh.	w15_d405e15431
Adam	w17_d405e15434
Münzer,	w19_d405e15437
K.	w21_d405e15440
K.	w23_d405e15443
Jugen.	w25_d405e15446
s.	w27_d405e15450
K.	w29_d405e15453
Heinr.,	w32_d405e15457
im	w34_d405e15461
Stern=hof	w36_d405e15464
im	w38_d405e15468
Schulter=gas.,	w40_d405e15471
alt	w42_d405e15474
2.	w44_d405e15477
Dem	w47_d405e15481
Jos.	w49_d405e15486
Edlinger,	w51_d405e15489
Burgerl.	w53_d405e15492
Gold=arbeit.,	w55_d405e15495
s.	w57_d405e15498
K.	w59_d405e15501
Joh.,	w62_d405e15506
beym	w64_d405e15510
grün.	w66_d405e15513
Gat.	w68_d405e15516
am	w70_d405e15519
Kohlmarkt,	w72_d405e15523
alt	w74_d405e15526
4.	w76_d405e15529
Magdal.	w79_d405e15533
Schatzmanin,	w81_d405e15537
led.,	w83_d405e15541
im	w85_d405e15544
Minoriten=H.	w87_d405e15547
un	w89_d405e15550
term	w92_d405e15554
Land=H.,	w94_d405e15559
alt	w96_d405e15562
81.	w98_d405e15565
J.	w100_d405e15568
Dem	w103_d405e15572
Mich.	w105_d405e15577
Mösner,	w107_d405e15580
Keller=meist.,	w109_d405e15583
s.	w111_d405e15586
K.	w113_d405e15589
Mich.,	w115_d405e15592
im	w117_d405e15596
Eisenhutis.	w120_d405e15600
H.	w122_d405e15604
in	w124_d405e15607
der	w126_d405e15610
Singerstr.,	w128_d405e15614
alt	w130_d405e15617
2.	w132_d405e15620
J.	w134_d405e15623
</list>
<head id="h2_d405e15630">
Vor	w4_d405e15633
der	w6_d405e15637
Stadt.	w8_d405e15640
</head>
<list id="l4_d405e15643">
Der	w5_d405e15646
Cathar.	w7_d405e15650
Helbigin,	w9_d405e15653
Burgerl.	w11_d405e15656
Wittwe,	w13_d405e15659
ihr	w15_d405e15663
K	w17_d405e15666
Mart.,	w20_d405e15670
beym	w22_d405e15674
gold.	w24_d405e15677
Hauer	w26_d405e15681
am	w28_d405e15684
Neubau,	w30_d405e15687
2.	w32_d405e15690
J.	w34_d405e15693
Cathar.	w37_d405e15698
Schwingenbrätterin,	w39_d405e15702
Wittwe,	w41_d405e15705
beym	w43_d405e15708
roten	w45_d405e15711
H.	w48_d405e15716
an	w50_d405e15720
der	w52_d405e15723
Wien,	w54_d405e15726
alt	w56_d405e15729
65.	w58_d405e15732
J.	w60_d405e15736
Jos.	w63_d405e15740
Weindl,	w65_d405e15744
Säck	w67_d405e15747
trag.,	w69_d405e15750
bey	w71_d405e15754
der	w73_d405e15757
gold.	w75_d405e15760
Birn	w77_d405e15763
zu	w79_d405e15766
Mätzleinstorf,	w82_d405e15771
alt	w84_d405e15775
57.	w86_d405e15778
J.	w88_d405e15781
Justina	w91_d405e15785
Eisnerin,	w93_d405e15790
led.	w95_d405e15793
M.	w97_d405e15796
im	w99_d405e15799
Werdeckeris.	w101_d405e15802
H.	w103_d405e15805
in	w105_d405e15809
der	w107_d405e15812
Leopoldst.,	w110_d405e15816
alt	w112_d405e15820
40.	w114_d405e15823
J.	w116_d405e15827
Georg	w119_d405e15831
Trenker,	w121_d405e15835
Bauer,	w123_d405e15838
im	w125_d405e15841
Hof=eißleris.	w127_d405e15845
H.	w129_d405e15848
auf	w131_d405e15851
der	w133_d405e15854
Wied.,	w136_d405e15858
alt	w138_d405e15863
74.	w140_d405e15866
Eva	w143_d405e15870
Pinklin,	w145_d405e15874
led.	w147_d405e15877
M.	w149_d405e15881
bey	w151_d405e15884
Maria=treu	w153_d405e15887
auf	w155_d405e15890
der	w157_d405e15893
Wied.	w159_d405e15896
alt	w162_d405e15901
46.	w164_d405e15905
J.	w166_d405e15908
Dem	w169_d405e15912
Jos=Schifman,	w171_d405e15916
Tag=löhn.,	w173_d405e15920
s.	w175_d405e15923
K.	w177_d405e15926
Ros.,	w179_d405e15929
beym	w181_d405e15932
braun.	w184_d405e15937
Adl.	w186_d405e15941
oberm	w188_d405e15944
Neustift,	w190_d405e15947
alt	w192_d405e15950
8.	w194_d405e15953
J.	w196_d405e15957
</list>
<head id="h2_d405e15964">
Summa	w4_d405e15967
12.	w6_d405e15971
Pers,	w8_d405e15974
darunter	w10_d405e15977
5.	w12_d405e15980
Kind.	w14_d405e15984
</head>
<p id="p4_d405e15990">
Von.	w4_d405e15993
der	w6_d405e15997
Kaiserl.	w8_d405e16000
Königl.	w10_d405e16003
N.	w12_d405e16006
Oe.	w14_d405e16010
Justitzban	w16_d405e16013
co=deputation	w19_d405e16017
wegen,	w21_d405e16021
wird	w23_d405e16024
hiemit	w25_d405e16028
all	w27_d405e16031
und	w29_d405e16034
jeden	w31_d405e16037
durch	w34_d405e16041
gegenwärtiges	w36_d405e16046
Edict	w38_d405e16049
sonderheitlich	w40_d405e16052
jenen,	w42_d405e16055
welche	w45_d405e16059
mit	w47_d405e16064
dem	w49_d405e16067
Paul	w51_d405e16070
Prevot	w53_d405e16073
etwann	w55_d405e16076
in	w57_d405e16079
Neto	w59_d405e16083
tien	w62_d405e16087
stehen,	w64_d405e16091
kund,	w66_d405e16094
und	w68_d405e16097
zu	w70_d405e16101
wissen	w72_d405e16104
gemacht:	w74_d405e16107
Es	w76_d405e16110
habe	w79_d405e16114
der	w81_d405e16119
Kaiserl.	w83_d405e16122
Königl.	w85_d405e16125
N.	w87_d405e16128
Oe.	w89_d405e16131
Fisci-adjun-	w91_d405e16134
ctus	w94_d405e16139
Floxian	w96_d405e16143
Perdacher	w98_d405e16146
J.	w100_d405e16149
U.	w102_d405e16152
Dector,	w104_d405e16156
und	w106_d405e16159
Ver	w108_d405e16162
tretter	w111_d405e16166
des	w113_d405e16170
Allerhöchst=Kaiserl.	w115_d405e16174
Königl.	w117_d405e16177
Ærari	w119_d405e16180
hierorts	w122_d405e16184
mit	w124_d405e16188
mehreren	w126_d405e16192
angebracht,	w128_d405e16195
was=massen	w130_d405e16198
vermög	w133_d405e16202
Kaiserl.	w135_d405e16206
Königl.	w137_d405e16210
Revisions=resolution	w139_d405e16213
de	w141_d405e16216
dato	w144_d405e16220
24.	w146_d405e16224
Februarii	w148_d405e16228
letzthin	w150_d405e16231
ihme	w152_d405e16234
die	w154_d405e16237
in	w156_d405e16240
dem	w158_d405e16243
al	w160_d405e16247
hiesigen	w163_d405e16251
Stadt=banco	w165_d405e16255
auf	w167_d405e16258
den	w169_d405e16261
Namen	w171_d405e16265
Paul	w173_d405e16268
Prevot	w176_d405e16272
unterm	w178_d405e16276
6.	w180_d405e16279
Augusti	w182_d405e16283
1754.	w184_d405e16286
anligend,	w186_d405e16289
und	w189_d405e16293
mittelst	w191_d405e16297
einer	w193_d405e16301
derley	w195_d405e16304
Obligation	w197_d405e16307
als	w199_d405e16310
eine	w201_d405e16313
Can	w203_d405e16316
tion	w206_d405e16321
wegen	w208_d405e16325
des	w210_d405e16328
dem	w212_d405e16331
Binnes	w214_d405e16334
de	w216_d405e16338
Varenne,	w218_d405e16341
und	w220_d405e16344
seiner	w223_d405e16348
Compagnie	w225_d405e16352
auf	w227_d405e16356
15.	w229_d405e16359
Jahr	w231_d405e16362
verliehenen	w233_d405e16365
To	w235_d405e16368
back=privilegii	w238_d405e16373
zu	w240_d405e16377
Alt=breysach	w242_d405e16380
durch	w244_d405e16383
den	w246_d405e16386
alhie	w248_d405e16389
sigen	w251_d405e16394
Wechsel=negotianten	w253_d405e16398
gegen	w255_d405e16401
Tax=amtlicher	w257_d405e16404
Recoguition	w260_d405e16408
de	w262_d405e16413
Dato	w264_d405e16416
13.	w266_d405e16419
Septemb.	w268_d405e16422
1754	w270_d405e16425
zu	w272_d405e16428
dem	w275_d405e16433
Kaiserl.	w277_d405e16437
Königl.	w279_d405e16440
geheimen	w281_d405e16443
Directorialhof	w283_d405e16446
tax=amt	w286_d405e16451
erlegte	w288_d405e16455
20000	w290_d405e16458
fl.	w292_d405e16461
samt	w294_d405e16464
denen	w296_d405e16468
davon	w298_d405e16471
bis	w300_d405e16474
anhero	w303_d405e16478
verfallenen	w305_d405e16482
annoch	w307_d405e16486
verhandenen	w309_d405e16489
Jnteresse	w311_d405e16492
gegen	w314_d405e16496
Quittung	w316_d405e16500
verabfolget,	w318_d405e16504
auch	w320_d405e16507
zu	w322_d405e16510
dem	w324_d405e16513
Ende	w326_d405e16516
auf	w329_d405e16521
sein	w331_d405e16525
weiteres	w333_d405e16528
Anlangen	w335_d405e16531
das	w337_d405e16534
behorige	w339_d405e16537
Com	w341_d405e16541
paß=schreiben	w344_d405e16545
an	w346_d405e16549
die	w348_d405e16552
Kaiserl.	w350_d405e16555
Königl.	w352_d405e16559
Ministe	w354_d405e16562
rial=banes=deputation	w357_d405e16566
ausgefertiget	w359_d405e16570
werden	w361_d405e16573
sol	w363_d405e16577
len,	w366_d405e16581
und	w368_d405e16585
ob	w370_d405e16588
gleich	w372_d405e16591
dieses	w374_d405e16595
geschehen,	w376_d405e16598
deme	w378_d405e16601
doch	w380_d405e16604
ungeachtet	w383_d405e16608
sothane	w385_d405e16613
20000.	w387_d405e16616
fl.	w389_d405e16619
cum	w391_d405e16622
sua	w393_d405e16625
causa	w395_d405e16628
ihme	w397_d405e16632
Fisci,adjuntto	w400_d405e16636
derzeit	w402_d405e16640
von	w404_d405e16643
darumen	w406_d405e16646
nicht	w408_d405e16650
ausge	w410_d405e16653
folget	w413_d405e16657
werden	w415_d405e16661
könnten,	w417_d405e16664
weilen	w419_d405e16668
obgedachte	w421_d405e16671
Ori	w423_d405e16674
ginal	w426_d405e16678
geheime	w428_d405e16682
Directorialhoftaxamtsre	w430_d405e16686
coggition	w433_d405e16690
in	w435_d405e16694
des	w437_d405e16697
zu	w439_d405e16700
Paris	w441_d405e16704
sich	w443_d405e16707
aufhaltenden	w445_d405e16710
Paul	w447_d405e16713
Pre	w450_d405e16717
</p>
<p id="p8_d405e16723">
Prevot	w4_d405e16726
Handen	w6_d405e16730
befindlich	w8_d405e16733
wäre;	w10_d405e16736
batte	w12_d405e16739
demnach,	w14_d405e16743
womit	w17_d405e16747
mehr=berührte	w19_d405e16751
an	w21_d405e16754
den	w23_d405e16757
Erhard	w25_d405e16761
Riesch	w27_d405e16764
qua	w30_d405e16768
Prevotischen	w32_d405e16772
Mandatartum	w34_d405e16775
ausgestellte	w36_d405e16779
3	w38_d405e16782
cognition	w41_d405e16786
de	w43_d405e16790
Dato	w45_d405e16793
13.	w47_d405e16797
Septemb.	w49_d405e16800
1754.	w51_d405e16803
zu	w53_d405e16806
cherheit	w56_d405e16810
mentionirten	w58_d405e16815
Tax=amts	w60_d405e16818
mittels	w62_d405e16821
Affigi	w64_d405e16824
rung	w67_d405e16828
eines	w69_d405e16833
gewöhnlichen	w71_d405e16836
Amortisations=ediets	w73_d405e16839
cußiret,	w76_d405e16843
und	w78_d405e16847
annulliret	w80_d405e16851
werden	w82_d405e16854
möchte.	w84_d405e16857
Gleich	w86_d405e16860
wie	w89_d405e16864
nun	w91_d405e16869
in	w93_d405e16872
dieses	w95_d405e16875
Begehren	w97_d405e16878
gewilliget	w99_d405e16881
worden	w101_d405e16884
daß,	w104_d405e16889
wann	w106_d405e16893
binnen	w108_d405e16896
einem	w110_d405e16899
Jahr	w112_d405e16902
6.	w114_d405e16906
Wochen	w116_d405e16909
und	w118_d405e16912
3.	w121_d405e16916
Tägen,	w123_d405e16920
von	w125_d405e16924
Zeit	w127_d405e16927
der	w129_d405e16930
Affigirung	w131_d405e16933
dieses	w133_d405e16936
Edicts	w135_d405e16939
obige	w138_d405e16944
Recognition	w140_d405e16948
nicht	w142_d405e16951
beygebracht	w144_d405e16954
werden,	w146_d405e16957
und	w148_d405e16961
zu	w151_d405e16965
sich	w153_d405e16969
niemand	w155_d405e16972
legitimiren	w157_d405e16975
wurde,	w159_d405e16979
oder	w161_d405e16982
hier	w164_d405e16986
hierdurch	w167_d405e16991
ein	w169_d405e16995
mehreres	w171_d405e16999
Recht	w173_d405e17002
auf	w175_d405e17005
die	w177_d405e17008
Obligation	w179_d405e17011
selbsten	w182_d405e17016
als	w184_d405e17020
dem	w186_d405e17023
Flici-adjuncto	w188_d405e17026
bereits	w190_d405e17029
eingerau	w192_d405e17032
met	w195_d405e17037
worden,	w197_d405e17041
gegründet	w199_d405e17044
darthun	w201_d405e17047
könnte;	w203_d405e17050
viel	w205_d405e17054
ersagte	w208_d405e17058
Recoguition	w210_d405e17062
sodann	w212_d405e17065
für	w214_d405e17068
null	w216_d405e17072
und	w218_d405e17075
nichtig	w220_d405e17078
gehalten,	w223_d405e17082
folgsam	w225_d405e17086
dem	w227_d405e17090
Fisci-adjuncto	w229_d405e17093
nach	w231_d405e17096
Ver	w233_d405e17099
fliessung	w236_d405e17103
des	w238_d405e17108
gesetzten	w240_d405e17111
Termins	w242_d405e17114
obbenannter	w244_d405e17117
Ob	w247_d405e17121
ligation	w250_d405e17127
zu	w252_d405e17131
Erhebung	w254_d405e17134
deren	w256_d405e17137
20000.	w258_d405e17140
fl.	w260_d405e17144
cum	w262_d405e17147
sua	w264_d405e17150
causa	w267_d405e17154
ohne	w269_d405e17158
weiteren	w271_d405e17162
erfolget	w273_d405e17165
werden	w275_d405e17168
solle.	w277_d405e17171
Als	w280_d405e17175
hat	w283_d405e17181
man	w285_d405e17185
solches	w287_d405e17188
jedermänniglich	w289_d405e17191
zur	w291_d405e17194
Nachricht,	w293_d405e17198
und	w296_d405e17202
Wahrnung	w298_d405e17206
durch	w300_d405e17209
dieses	w302_d405e17212
offene	w304_d405e17216
Edict	w306_d405e17219
hiemit	w308_d405e17222
erinneren	w311_d405e17226
wollen.	w313_d405e17230
Wien	w315_d405e17234
den	w317_d405e17237
18	w319_d405e17240
May	w321_d405e17243
1759.	w323_d405e17246
</p>
<p id="p10_d405e17249">
Den	w4_d405e17252
15.	w6_d405e17256
Decembris	w8_d405e17259
werden	w10_d405e17262
bey	w12_d405e17265
dem	w14_d405e17269
Löbl.	w16_d405e17272
Land=marschallischen	w19_d405e17276
Gericht	w21_d405e17280
fruh	w23_d405e17283
um	w25_d405e17287
halb	w27_d405e17290
9.	w29_d405e17293
Uhr	w32_d405e17297
1mo.	w34_d405e17301
eine	w36_d405e17305
brillantene	w38_d405e17308
Plaque	w40_d405e17311
mit	w42_d405e17314
drey	w44_d405e17317
Haupt	w46_d405e17320
steinen,	w49_d405e17325
dann	w51_d405e17329
carmestrten	w53_d405e17332
Trepfen:	w55_d405e17335
2do,	w57_d405e17338
ein	w59_d405e17342
Paar	w61_d405e17345
Ohr	w64_d405e17349
gehänge	w66_d405e17353
von	w68_d405e17356
Brillanten	w70_d405e17360
plus	w72_d405e17363
offerenti	w74_d405e17366
lici-	w76_d405e17369
tando	w79_d405e17373
verkauffet	w81_d405e17378
werden,	w83_d405e17381
wofür	w85_d405e17384
nicht	w87_d405e17387
nur	w89_d405e17390
baa	w91_d405e17393
res	w94_d405e17398
Geld,	w96_d405e17402
sondern	w98_d405e17405
auch	w100_d405e17408
klare	w102_d405e17411
und	w104_d405e17415
richtige	w106_d405e17418
Ob	w108_d405e17421
ligationes	w111_d405e17425
in	w113_d405e17429
Erb=ländischen	w115_d405e17433
Fundis	w117_d405e17436
publicis	w119_d405e17439
an	w121_d405e17442
gelegten	w124_d405e17446
Capitalien	w126_d405e17451
werden	w128_d405e17454
angenommen	w130_d405e17457
werden.	w132_d405e17460
</p>
<p id="p12_d405e17464">
Von	w4_d405e17467
eines	w6_d405e17471
Hochwürdig	w8_d405e17474
MetropolitanDom	w10_d405e17477
tapitul	w13_d405e17482
bey	w15_d405e17486
St.	w17_d405e17489
Stephan	w19_d405e17492
alhier	w21_d405e17495
wegen,	w23_d405e17498
wird	w25_d405e17502
hie	w27_d405e17505
mit	w30_d405e17509
jedermänniglich	w32_d405e17513
zu	w34_d405e17516
vernehmen	w36_d405e17520
gegeben:	w38_d405e17523
haben	w41_d405e17527
weil.	w43_d405e17531
Johann	w45_d405e17534
Seif	w47_d405e17538
seel.	w49_d405e17541
hinterlassene	w51_d405e17544
ben	w54_d405e17548
bey	w56_d405e17552
diesseitigem	w58_d405e17556
Grund=buch	w60_d405e17559
da	w62_d405e17562
Ansuchen	w64_d405e17565
gethan,	w67_d405e17569
daß	w69_d405e17574
die	w71_d405e17577
ihnen	w73_d405e17580
angehörige	w75_d405e17583
in	w77_d405e17586
etlich	w79_d405e17589
und	w81_d405e17593
dreyßig	w84_d405e17597
Wohnungen	w86_d405e17601
bestehend,	w88_d405e17604
zu	w90_d405e17607
Maria=hülf	w92_d405e17611
an	w95_d405e17615
der	w97_d405e17619
Haupt=strasse	w99_d405e17622
gelegene	w101_d405e17625
Behausung	w103_d405e17629
zur	w105_d405e17632
goldenen	w108_d405e17636
Wein=trauben	w110_d405e17640
ihrer	w112_d405e17643
besseren	w114_d405e17647
Condenienz	w116_d405e17650
halber	w119_d405e17654
an	w121_d405e17658
den	w123_d405e17661
Meistbietenden	w125_d405e17665
ausgefeilet,	w127_d405e17668
wer	w129_d405e17671
den	w132_d405e17675
möchte.	w134_d405e17679
Wann	w136_d405e17683
dann	w138_d405e17686
denenselben	w140_d405e17689
hierinnfalls	w142_d405e17692
zu	w145_d405e17696
willfahren	w147_d405e17701
kein	w149_d405e17704
Anstand	w151_d405e17707
obwaltet,	w153_d405e17710
folglich	w155_d405e17713
zu	w157_d405e17716
citirung	w160_d405e17721
ermeldt	w162_d405e17725
ihrer	w164_d405e17728
Behausung	w166_d405e17731
der	w168_d405e17734
dies	w171_d405e17739
Monats	w173_d405e17743
Decembris	w175_d405e17746
fruh	w177_d405e17749
um	w179_d405e17752
9.	w181_d405e17756
Uhr	w183_d405e17759
in	w185_d405e17762
der	w187_d405e17765
Dom	w190_d405e17769
Lapitlischen	w192_d405e17774
Hof=meister=amts=canzley	w194_d405e17777
zu	w196_d405e17780
erscheinen	w199_d405e17784
bestimmet	w201_d405e17788
worden	w203_d405e17792
ist.	w205_d405e17795
Als	w207_d405e17798
werden	w209_d405e17801
die	w211_d405e17804
jenige,	w214_d405e17809
so	w216_d405e17813
ermeldete	w218_d405e17816
Behausung	w220_d405e17819
käuflich	w222_d405e17822
an	w224_d405e17825
sich	w226_d405e17829
zu	w229_d405e17833
bringen	w231_d405e17837
Verhabens,	w233_d405e17840
sich	w235_d405e17843
an	w237_d405e17847
bemeldeten	w239_d405e17850
Tag,	w241_d405e17853
Stund	w244_d405e17857
und	w246_d405e17861
Ort	w248_d405e17865
entweder	w250_d405e17868
selbst,	w252_d405e17871
oder	w254_d405e17874
durch	w256_d405e17877
hin	w258_d405e17880
länglich	w261_d405e17885
Bevollmächtigte	w263_d405e17889
ad	w265_d405e17892
tractandum	w267_d405e17895
&	w269_d405e17898
con-	w271_d405e17902
cludendum	w274_d405e17906
einzufinden	w276_d405e17910
haben,	w278_d405e17913
wo	w280_d405e17916
sodann	w282_d405e17920
mit	w284_d405e17923
dem	w287_d405e17927
Meistbietenben	w289_d405e17931
der	w291_d405e17934
Kauf	w293_d405e17938
hierumen	w295_d405e17941
gegen	w297_d405e17944
baa	w299_d405e17947
</p>
<p id="p14_d405e17950">
ren	w4_d405e17953
Erlag	w6_d405e17957
des	w8_d405e17960
tractirenden	w10_d405e17963
Käuf=schillings	w12_d405e17966
ge	w14_d405e17970
schlossen	w17_d405e17974
werden	w19_d405e17978
solle.	w21_d405e17981
A	w24_d405e17985
—	w27_d405e17991
</p>
<p id="p16_d405e17995">
Bey	w4_d405e17998
der	w6_d405e18002
Frau	w8_d405e18005
Maria	w10_d405e18008
Anna,	w12_d405e18011
verwittibte	w14_d405e18015
Peich	w16_d405e18018
bornerin,	w19_d405e18022
verehligten	w21_d405e18026
Kaiserl.	w23_d405e18029
Königl.	w25_d405e18033
Arcierin	w27_d405e18036
Klo	w29_d405e18039
sen,	w32_d405e18043
und	w34_d405e18047
Spanische	w36_d405e18051
Wachs=macherin,	w38_d405e18054
welche	w40_d405e18057
die	w42_d405e18060
hohe	w45_d405e18064
Gnade	w47_d405e18069
schon	w49_d405e18072
seit	w51_d405e18075
verflossenen	w53_d405e18078
33.	w55_d405e18081
Jahren,	w57_d405e18084
die	w60_d405e18089
hone	w62_d405e18093
Hof=canzleyen,	w64_d405e18096
und	w66_d405e18099
Königl.	w68_d405e18102
Tax	w70_d405e18106
anter	w72_d405e18109
zu	w75_d405e18113
bedienen	w77_d405e18117
hat,	w79_d405e18120
ist	w81_d405e18124
nachfolgendes	w83_d405e18127
Spanisches	w85_d405e18130
Wax	w87_d405e18133
zu	w90_d405e18137
bekommen,	w92_d405e18142
als	w94_d405e18145
feines	w96_d405e18148
rotes	w98_d405e18151
a	w100_d405e18154
3.	w102_d405e18157
fl.	w104_d405e18161
a	w106_d405e18164
2.	w108_d405e18167
fl.	w111_d405e18171
45.	w113_d405e18175
Kr.	w115_d405e18179
a	w117_d405e18182
2.	w119_d405e18185
fl.	w121_d405e18188
30	w123_d405e18191
Kr	w125_d405e18194
und	w127_d405e18198
a	w129_d405e18201
2.	w131_d405e18204
fl.	w133_d405e18207
15.	w135_d405e18210
Kr.	w137_d405e18213
dae	w140_d405e18218
schwarze	w142_d405e18222
a	w144_d405e18225
2.	w146_d405e18228
fl.	w148_d405e18231
30.	w150_d405e18235
Kr.	w152_d405e18238
das	w154_d405e18241
Pfund;	w156_d405e18244
sie	w158_d405e18247
lo	w160_d405e18250
giret	w163_d405e18255
auf	w165_d405e18259
dem	w167_d405e18262
alten	w169_d405e18265
Fleisch=markt	w171_d405e18268
im	w173_d405e18272
weissen	w175_d405e18275
Wolffen,	w178_d405e18279
im	w180_d405e18283
Arcier=quartier	w182_d405e18286
im	w184_d405e18290
2.	w186_d405e18293
Stock.	w188_d405e18296
</p>
<list id="l18_d405e18299">
</list>
<p id="p20_d405e18305">
Es	w4_d405e18308
wird	w6_d405e18312
jedermänniglich	w8_d405e18315
hiemit	w10_d405e18318
kund	w12_d405e18321
und	w14_d405e18325
zu	w16_d405e18328
wissen	w19_d405e18332
gemacht,	w21_d405e18336
daß	w23_d405e18339
auf	w25_d405e18343
Hochlöbl.	w27_d405e18346
Verordnung	w29_d405e18349
des	w32_d405e18353
in	w34_d405e18357
Wechsel=sachen	w36_d405e18361
aus	w38_d405e18364
Regierung	w40_d405e18367
aufgestelten	w42_d405e18370
Judicii	w45_d405e18374
Delegati	w47_d405e18379
den	w49_d405e18382
18.	w51_d405e18385
December,	w53_d405e18388
und	w55_d405e18391
nach	w57_d405e18394
folgende	w60_d405e18399
Täge	w62_d405e18403
fruh	w64_d405e18406
von	w66_d405e18409
9.	w68_d405e18412
bis	w70_d405e18416
12.	w72_d405e18419
Nachmittag	w74_d405e18422
aber	w77_d405e18426
von	w79_d405e18430
3.	w81_d405e18434
bis	w83_d405e18437
6.	w85_d405e18440
Uhr	w87_d405e18443
bey	w89_d405e18446
der	w91_d405e18449
weissen	w93_d405e18453
Rosen	w95_d405e18456
in	w97_d405e18459
der	w100_d405e18463
Johannes=gassen	w102_d405e18467
im	w104_d405e18471
4ten	w106_d405e18474
Stock	w108_d405e18477
bey	w110_d405e18480
dem	w112_d405e18483
burgerlichen	w115_d405e18488
Decken=macher	w117_d405e18492
Johann	w119_d405e18495
Michael	w121_d405e18498
Steinberger,	w124_d405e18502
unterschiedliche	w126_d405e18507
broschirt	w128_d405e18510
und	w130_d405e18513
ge	w132_d405e18516
streifte	w135_d405e18520
halb	w137_d405e18525
seidene	w139_d405e18528
Atlaß,	w141_d405e18531
dann	w143_d405e18534
halbseiden	w145_d405e18537
Dro	w147_d405e18540
guets,	w150_d405e18545
und	w152_d405e18549
mehr	w154_d405e18552
andere	w156_d405e18555
dergleichen	w158_d405e18558
gestreifte	w160_d405e18562
Mode	w162_d405e18565
zeug	w165_d405e18569
licitando	w167_d405e18573
feil	w169_d405e18576
gebotten,	w171_d405e18580
und	w173_d405e18583
dem	w175_d405e18586
Meistbiet	w177_d405e18589
tenden	w180_d405e18593
verkaufet	w182_d405e18598
werden.	w184_d405e18601
</p>
<p id="p22_d405e18607">
inftigen	w4_d405e18610
Donnerstag	w6_d405e18614
als	w8_d405e18617
den	w10_d405e18620
13.	w12_d405e18623
December	w14_d405e18627
und	w17_d405e18631
folgende	w19_d405e18635
Täge	w21_d405e18638
darauf,	w23_d405e18641
werden	w25_d405e18645
in	w27_d405e18648
der	w29_d405e18651
Joseph	w31_d405e18654
stadt,	w34_d405e18658
von	w36_d405e18663
dem	w38_d405e18666
Piaristen=convict	w40_d405e18669
herüber,	w42_d405e18672
in	w44_d405e18675
dem	w47_d405e18680
Graf	w49_d405e18684
Andlerischen	w51_d405e18687
Haus	w53_d405e18690
im	w55_d405e18693
ersten	w57_d405e18696
Stock	w59_d405e18700
verschiedene	w62_d405e18704
Verlassenschafts=effecten,	w64_d405e18708
als	w66_d405e18711
eine	w68_d405e18714
goldene	w71_d405e18719
Uhr,	w73_d405e18723
verschiedenes	w75_d405e18726
Tafel	w77_d405e18729
silber,	w79_d405e18732
Percel	w81_d405e18736
lain,	w84_d405e18740
gold=gestickt	w86_d405e18744
und	w88_d405e18747
bordirte	w90_d405e18750
Kleider,	w92_d405e18754
reiche	w94_d405e18757
Vestien,	w97_d405e18761
ein	w99_d405e18765
roter	w101_d405e18768
Mautel	w103_d405e18772
mit	w105_d405e18775
Gold,	w107_d405e18778
verschie	w109_d405e18781
dene	w112_d405e18785
Weiswäsch,	w114_d405e18790
Tafel=zeug,	w116_d405e18793
ein	w118_d405e18796
viersitziger	w120_d405e18799
Reiß	w123_d405e18803
wagen	w125_d405e18808
samt	w127_d405e18811
Geschirr,	w129_d405e18814
und	w131_d405e18817
andere	w133_d405e18820
Mobilien,	w135_d405e18823
Vormittag	w138_d405e18828
von	w140_d405e18832
9.	w142_d405e18835
bis	w144_d405e18838
2.,	w146_d405e18841
Nachmittag	w148_d405e18845
von	w150_d405e18848
3.	w152_d405e18851
bis	w155_d405e18855
6.	w157_d405e18859
Uhr,	w159_d405e18863
dem	w161_d405e18866
Meist=bietenden	w163_d405e18869
licitando	w165_d405e18872
ver	w167_d405e18875
kauft	w170_d405e18880
werden.	w172_d405e18884
</p>
<p id="p24_d405e18888">
Auf	w4_d405e18891
Verordnung	w6_d405e18895
eines	w8_d405e18898
Löbl.	w10_d405e18901
Stadt=raths	w12_d405e18904
al	w14_d405e18908
hier	w17_d405e18912
in	w19_d405e18916
Wien,	w21_d405e18919
werden	w23_d405e18922
all	w25_d405e18926
und	w27_d405e18929
jede	w29_d405e18932
Creditores,	w31_d405e18935
welche	w34_d405e18939
an	w36_d405e18944
weyk.	w38_d405e18947
Elisabeth	w40_d405e18950
Leutnerin,	w42_d405e18953
gewest	w44_d405e18956
bur	w46_d405e18959
gerl.	w49_d405e18964
Haubey=machers=wittib	w51_d405e18968
seel.	w53_d405e18971
Verlassenschaft	w55_d405e18974
quodunque	w58_d405e18978
Bitulo	w60_d405e18983
Sprüch	w62_d405e18986
oder	w64_d405e18989
Anforderung	w66_d405e18992
ha	w68_d405e18995
auf	w71_d405e19000
den	w73_d405e19004
ben,	w76_d405e19008
oder	w78_d405e19012
zu	w80_d405e19015
haben	w82_d405e19019
