<doc id="wr_1762-06-12" attrs="word" year="1762" month="06" day="12" corpus="2">
<head id="h2_d664e3095">
Monte=Christo,	w1_d664e3099
sub	w7_d664e13927
quocunque	w9_d664e13930
titulo	w11_d664e13933
zu	w1_d664e13938
stellen	w3_d664e13941
vermeinen,	w5_d664e13944
an	w7_d664e13947
vorermeldtem	w9_d664e13950
Tag	w11_d664e13953
Vor	w13_d664e13957
mittag	w1_d664e13962
um	w3_d664e13965
8.	w5_d664e13968
Uhr	w7_d664e13971
in	w9_d664e13974
alldasiger	w11_d664e13977
Collegii	w13_d664e13981
Grund	w15_d664e13984
stuben	w1_d664e13990
sub	w3_d664e13993
Termino	w5_d664e13996
1mo,	w7_d664e13999
2do,	w9_d664e14002
&	w11_d664e14005
3tio	w13_d664e14009
entwe	w15_d664e14012
ders	w1_d664e14017
selbst	w3_d664e14020
persönlich,	w5_d664e14023
oder	w7_d664e14026
durch	w9_d664e14029
genugsam	w11_d664e14032
bevoll	w13_d664e14036
mächtigte	w1_d664e14041
Gewalttragere	w3_d664e14044
also	w5_d664e14047
gewiß	w7_d664e14050
zu	w9_d664e14053
erschei	w11_d664e14056
nen,	w1_d664e14061
ihre	w3_d664e14064
Forderungen	w5_d664e14067
Rechts	w7_d664e14070
beständig	w9_d664e14073
zu	w11_d664e14076
li	w13_d664e14080
quidiren,	w1_d664e14086
und	w3_d664e14089
die	w5_d664e14092
ihrer	w7_d664e14095
Schuld=forderungen	w9_d664e14098
hal	w11_d664e14101
ber	w1_d664e14106
in	w3_d664e14109
Handen	w5_d664e14112
habende	w7_d664e14115
Obligationen,	w9_d664e14118
Satz=brief,	w11_d664e14121
Zeugenschaften,	w1_d664e14126
und	w3_d664e14129
anderweitige	w5_d664e14132
Documenta,	w7_d664e14135
nach	w1_d664e14140
Anleitung	w3_d664e14143
der	w5_d664e14146
in	w7_d664e14149
Papier=stempl=sachen	w9_d664e14152
un	w11_d664e14155
term	w1_d664e14161
3.	w3_d664e14164
Februarii	w5_d664e14167
dieß	w7_d664e14170
Jahrs	w9_d664e14173
allergnädigst	w11_d664e14176
pu	w13_d664e14180
blicirten	w1_d664e14185
Patents	w3_d664e14188
vorgeschriebenen	w5_d664e14191
Ordnung	w7_d664e14194
mit	w9_d664e14197
zu	w1_d664e14202
bringen,	w3_d664e14205
und	w5_d664e14208
einzulegen	w7_d664e14211
haben;	w9_d664e14214
wie	w11_d664e14217
im	w13_d664e14221
wie	w15_d664e14224
drigen	w1_d664e14229
die	w3_d664e14232
nicht	w5_d664e14235
nach	w7_d664e14238
ihrer	w9_d664e14241
Qualität,	w11_d664e14244
oder	w13_d664e14248
wol	w15_d664e14251
auch	w1_d664e14257
gar	w3_d664e14260
nicht	w5_d664e14263
gestempelte	w7_d664e14266
keinesweges	w9_d664e14269
angenom	w11_d664e14272
men,	w1_d664e14277
sondern	w3_d664e14280
denenselben	w5_d664e14283
das	w7_d664e14286
ewige	w9_d664e14289
Stillschwei	w11_d664e14292
gen	w1_d664e14297
auferleget	w3_d664e14300
seyn	w5_d664e14303
solle.	w7_d664e14306
</p>
<list id="l20_d664e14309">
Bey	w1_d664e14313
denen	w3_d664e14316
Verlegern	w5_d664e14319
des	w7_d664e14322
Wienerischen	w9_d664e14325
Diarii	w11_d664e14328
ist	w1_d664e14333
zu	w3_d664e14336
haben:	w5_d664e14339
Discours	w1_d664e14344
sur	w3_d664e14347
l'Importance	w5_d664e14350
&	w7_d664e14353
la	w9_d664e14356
Nécessité	w11_d664e14359
de	w13_d664e14363
l'Etude	w1_d664e14369
de	w3_d664e14372
l'Architecture,	w5_d664e14375
dans	w7_d664e14378
le	w9_d664e14381
quel	w11_d664e14384
on	w13_d664e14388
essave	w15_d664e14391
de	w1_d664e14396
prouver	w3_d664e14399
combien	w5_d664e14402
il	w7_d664e14405
est	w9_d664e14408
important	w11_d664e14411
pour	w13_d664e14415
le	w15_d664e14418
progrés	w1_d664e14423
des	w3_d664e14426
arts,	w5_d664e14429
que	w7_d664e14432
les	w9_d664e14435
hommes	w11_d664e14438
en	w13_d664e14442
place	w15_d664e14445
en	w17_d664e14448
acquierent	w1_d664e14453
les	w3_d664e14456
Connoissances	w5_d664e14459
élementaires.	w7_d664e14462
Com-	w9_d664e14465
posé	w1_d664e14471
par	w3_d664e14474
le	w5_d664e14477
Sieur	w7_d664e14480
d'Aubanton,	w9_d664e14483
Architecte	w11_d664e14486
de	w13_d664e14490
son	w15_d664e14493
Excellence	w1_d664e14498
Mr.	w3_d664e14501
le	w5_d664e14504
Comte	w7_d664e14507
de	w9_d664e14510
Paar.	w11_d664e14513
Das	w13_d664e14517
Stück	w15_d664e14520
à	w1_d664e14525
17.	w3_d664e14528
kr.	w5_d664e14531
</list>
<list id="l22_d664e14535">
</list>
<p id="p24_d664e14541">
Von	w1_d664e14545
des	w3_d664e14548
Collegii	w5_d664e14551
Clericorum	w7_d664e14554
Regularium	w9_d664e14557
Sti.	w11_d664e14560
Pauli	w1_d664e14565
Apost.	w3_d664e14568
bey	w5_d664e14571
St.	w7_d664e14574
Michael	w9_d664e14577
in	w11_d664e14580
Wien	w13_d664e14584
Grund	w15_d664e14587
buchs	w1_d664e14592
wegen,	w3_d664e14595
wird	w5_d664e14598
hiemit	w7_d664e14601
jedermänniglich	w9_d664e14604
kund	w11_d664e14607
und	w1_d664e14613
zu	w3_d664e14616
wissen	w5_d664e14619
gemacht,	w7_d664e14622
wasmassen	w9_d664e14625
in	w11_d664e14628
Folge	w13_d664e14632
des	w15_d664e14635
von	w1_d664e14640
diesseitigem	w3_d664e14643
Grund=buch	w5_d664e14646
unterm	w7_d664e14649
2ten	w9_d664e14652
dieses	w11_d664e14655
Monats	w1_d664e14660
Junii	w3_d664e14663
ergangenen	w5_d664e14666
Verlasses;	w7_d664e14669
daß	w9_d664e14672
des	w11_d664e14675
Se	w13_d664e14679
bastian	w1_d664e14684
Groß,	w3_d664e14687
behaust=diesseitigen	w5_d664e14690
Unterthans	w7_d664e14693
zu	w9_d664e14696
Streberstorf,	w1_d664e14702
und	w3_d664e14705
Juliana	w5_d664e14708
seiner	w7_d664e14711
Ehe=würtin	w9_d664e14714
sam	w11_d664e14717
mentliches	w1_d664e14722
Vermögen,	w3_d664e14725
benanntlichen	w5_d664e14728
die	w7_d664e14731
Behau	w9_d664e14734
sung	w1_d664e14739
zu	w3_d664e14742
Streberstorf	w5_d664e14745
mit	w7_d664e14748
denen	w9_d664e14751
darzu	w11_d664e14754
gehörigen	w13_d664e14758
25.	w1_d664e14763
und	w3_d664e14766
halben	w5_d664e14769
Joch	w7_d664e14772
Aecker,	w9_d664e14775
halbes	w11_d664e14778
Tag=werk	w13_d664e14782
Wie	w15_d664e14785
sen,	w1_d664e14791
und	w3_d664e14794
ein	w5_d664e14797
Viertel	w7_d664e14800
Tag=werk	w9_d664e14803
Haus=garten,	w11_d664e14806
dann	w13_d664e14810
die	w1_d664e14815
anzuhoffen	w3_d664e14818
habende	w5_d664e14821
Körner=früchten	w7_d664e14824
und	w9_d664e14827
Ge	w11_d664e14830
ströhe,	w1_d664e14835
2.	w3_d664e14838
Pferd,	w5_d664e14841
1.	w7_d664e14844
Wagen,	w9_d664e14847
1.	w11_d664e14850
Pflug,	w13_d664e14854
1.	w15_d664e14857
Egen,	w17_d664e14860
und	w1_d664e14865
übrig	w3_d664e14868
sammentliche	w5_d664e14871
Bauerschaft,	w7_d664e14874
wie	w9_d664e14877
auch	w11_d664e14880
1.	w13_d664e14884
Kuhe,	w1_d664e14890
1.	w3_d664e14893
Kalben,	w5_d664e14896
Schaaf	w7_d664e14899
und	w9_d664e14902
Hühner,	w11_d664e14905
dann	w13_d664e14909
die	w1_d664e14914
völlige	w3_d664e14917
Zimmer	w5_d664e14920
und	w7_d664e14923
Würtschafts=einrichtung,	w9_d664e14926
</p>
<p id="p26_d664e14929">
licitando	w1_d664e14933
plus	w3_d664e14936
offerenti	w5_d664e14939
zu	w7_d664e14942
verkauffen,	w9_d664e14945
und	w11_d664e14948
die	w13_d664e14952
behörige	w1_d664e14957
Edicta	w3_d664e14960
alsogleich	w5_d664e14963
auszufertigen	w7_d664e14966
veranlast	w9_d664e14969
worden	w1_d664e14974
seye;	w3_d664e14977
Wie	w5_d664e14980
zumalen	w7_d664e14983
aber	w9_d664e14986
zur	w11_d664e14989
Licitations	w13_d664e14993
tagsatzung	w1_d664e14999
der	w3_d664e15002
24ste	w5_d664e15005
künftigen	w7_d664e15008
Monats	w9_d664e15011
Julii	w11_d664e15014
(un	w13_d664e15018
gehindert	w1_d664e15023
deren	w3_d664e15026
eintrettenden	w5_d664e15029
Schnitt=ferien,	w7_d664e15032
Vormittag	w1_d664e15037
von	w3_d664e15040
8.	w5_d664e15043
bis	w7_d664e15046
12.	w9_d664e15049
und	w11_d664e15052
Nachmittag	w13_d664e15056
von	w15_d664e15059
2.	w17_d664e15062
bis	w1_d664e15067
6.	w3_d664e15070
Uhr	w5_d664e15073
anberaumet	w7_d664e15076
worden	w9_d664e15079
ist.	w11_d664e15082
Als	w13_d664e15086
werden	w15_d664e15089
alle	w1_d664e15095
diejenige,	w3_d664e15098
so	w5_d664e15101
obgedacht=Großische	w7_d664e15104
Behausung,	w9_d664e15107
Pferd	w1_d664e15112
und	w3_d664e15115
Bauerschaft,	w5_d664e15118
Kuhe,	w7_d664e15121
Schaaf,	w9_d664e15124
auch	w11_d664e15127
anderes	w1_d664e15132
Vieh	w3_d664e15135
und	w5_d664e15138
Mobilien	w7_d664e15141
käuflich	w9_d664e15144
an	w11_d664e15147
sich	w13_d664e15151
zu	w15_d664e15154
bringen	w1_d664e15159
gesinnet	w3_d664e15162
seynd,	w5_d664e15165
in	w7_d664e15168
der	w9_d664e15171
Großischen	w11_d664e15174
Behau	w13_d664e15178
sung	w1_d664e15184
zu	w3_d664e15187
Streberstorf	w5_d664e15190
bey	w7_d664e15193
obbestimmter	w9_d664e15196
Licitations	w11_d664e15199
tagsatzung	w1_d664e15204
zu	w3_d664e15207
erscheinen,	w5_d664e15210
und	w7_d664e15213
sich	w9_d664e15216
anzumelden	w11_d664e15219
ha	w13_d664e15223
ben,	w1_d664e15228
wo	w3_d664e15231
sodann	w5_d664e15234
mit	w7_d664e15237
dem	w9_d664e15240
Meistbietenden	w11_d664e15243
der	w13_d664e15247
Kauf	w15_d664e15250
geschlossen,	w1_d664e15255
die	w3_d664e15258
Mobilien	w5_d664e15261
gegen	w7_d664e15264
baarer	w9_d664e15267
Bezahlung	w11_d664e15270
hindann	w1_d664e15276
gegeben,	w3_d664e15279
und	w5_d664e15282
hierüber	w7_d664e15285
das	w9_d664e15288
Weitere	w11_d664e15291
vor	w13_d664e15295
gekehret	w1_d664e15300
werden	w3_d664e15303
solle.	w5_d664e15306
Wien	w7_d664e15309
den	w9_d664e15312
8.	w11_d664e15315
Junii	w13_d664e15319
1762.	w15_d664e15322
</p>
<p id="p28_d664e15325">
Wir	w1_d664e15329
Joseph	w3_d664e15332
Anton	w5_d664e15335
Bellesini,	w7_d664e15338
Jhrer	w9_d664e15341
K.	w11_d664e15344
K.	w13_d664e15348
auch	w15_d664e15351
zu	w1_d664e15356
Hungarn	w3_d664e15359
und	w5_d664e15362
Böheim	w7_d664e15365
Apost.	w9_d664e15368
Majest.	w11_d664e15371
Stadt	w13_d664e15375
und	w1_d664e15380
Land=richter	w3_d664e15383
in	w5_d664e15386
Dero	w7_d664e15389
Haupt	w9_d664e15392
und	w11_d664e15395
Residenz	w13_d664e15399
stadt	w1_d664e15405
Wien,	w3_d664e15408
dann	w5_d664e15411
N.	w7_d664e15414
und	w9_d664e15417
N.	w11_d664e15420
gesammte	w13_d664e15424
Beysitzere	w15_d664e15427
des	w1_d664e15432
K.	w3_d664e15435
K.	w5_d664e15438
Stadt	w7_d664e15441
und	w9_d664e15444
Land=gerichts	w11_d664e15447
allda,	w13_d664e15451
thuen	w15_d664e15454
in	w17_d664e15457
Kraft	w1_d664e15462
gegenwärtig	w3_d664e15465
offenen	w5_d664e15468
Ediets	w7_d664e15471
allen	w9_d664e15474
und	w11_d664e15477
jeden	w13_d664e15481
kund	w1_d664e15486
und	w3_d664e15489
zu	w5_d664e15492
wissen:	w7_d664e15495
Wasgestalten	w9_d664e15498
der	w11_d664e15501
Seba	w13_d664e15505
stian	w1_d664e15511
Zißius,	w3_d664e15514
Burgerl	w5_d664e15517
Kotzenmacher	w7_d664e15520
allhier,	w9_d664e15523
we	w11_d664e15526
gen	w1_d664e15531
contrahirten	w3_d664e15534
Schulden=lasts	w5_d664e15537
mit	w7_d664e15540
seinem	w9_d664e15543
Ver	w11_d664e15546
mögen	w1_d664e15551
ad	w3_d664e15554
Cridam	w5_d664e15557
gediehen,	w7_d664e15560
dahero	w9_d664e15563
auch	w11_d664e15566
die	w13_d664e15570
Nohtwendigkeit	w1_d664e15575
erforderet,	w3_d664e15578
eine	w5_d664e15581
in	w7_d664e15584
dergleichen	w9_d664e15587
Fällen	w1_d664e15593
gewöhnliche	w3_d664e15596
Cridæ-Convocation	w5_d664e15599
deren	w7_d664e15602
sammentlichen	w1_d664e15607
sowol	w3_d664e15610
in	w5_d664e15613
als	w7_d664e15616
ausser	w9_d664e15619
Landes	w11_d664e15622
befind	w13_d664e15626
lichen	w1_d664e15631
Credits	w3_d664e15634
partheyen	w5_d664e15637
des	w7_d664e15640
Eingangs=ernannten	w9_d664e15643
Zißius	w1_d664e15648
anzuordnen,	w3_d664e15651
um	w5_d664e15654
damit	w7_d664e15657
juxta	w9_d664e15660
compe-	w11_d664e15663
tentes	w1_d664e15669
Prioritatis	w3_d664e15672
Gradus	w5_d664e15675
die	w7_d664e15678
de	w9_d664e15681
Jure	w11_d664e15684
&	w13_d664e15688
potissi-	w15_d664e15691
mum	w1_d664e15696
de	w3_d664e15699
Consuetudine	w5_d664e15702
behörige	w7_d664e15705
Abhandlung	w9_d664e15708
vor	w11_d664e15711
gekehret	w1_d664e15716
werden	w3_d664e15719
möge.	w5_d664e15722
Solchemnach	w7_d664e15725
wird	w9_d664e15728
hie	w11_d664e15731
mit	w1_d664e15736
all	w3_d664e15739
und	w5_d664e15742
jeden	w7_d664e15745
des	w9_d664e15748
obgedachten	w11_d664e15751
Zißius	w13_d664e15755
sowol	w15_d664e15758
in	w17_d664e15761
als	w1_d664e15767
ausser	w3_d664e15770
Landes	w5_d664e15773
befindlichen	w7_d664e15776
Glaubigeren	w9_d664e15779
zur	w11_d664e15782
beschehender	w1_d664e15787
Anmeldung	w3_d664e15790
ihrer	w5_d664e15793
habender	w7_d664e15796
Sprüch	w9_d664e15799
und	w1_d664e15804
Anforderungen	w3_d664e15807
eine	w5_d664e15810
Tagsatzung	w7_d664e15813
pro	w9_d664e15816
Termino	w11_d664e15819
primo,	w1_d664e15824
secundo	w3_d664e15827
&	w5_d664e15830
tertio	w7_d664e15833
peremptorio	w9_d664e15836
deren	w11_d664e15839
ge	w13_d664e15843
wöhnlichen	w1_d664e15849
6.	w3_d664e15852
Wochen	w5_d664e15855
und	w7_d664e15858
3.	w9_d664e15861
Tägen	w11_d664e15864
von	w13_d664e15868
untem	w15_d664e15871
gesetzten	w1_d664e15876
Dato	w3_d664e15879
an,	w5_d664e15882
und	w7_d664e15885
zwar	w9_d664e15888
mit	w11_d664e15891
Einschliessung	w13_d664e15895
deren	w1_d664e15900
lentzwischen	w3_d664e15903
fallenden	w5_d664e15906
Bett=wie	w7_d664e15909
auch	w9_d664e15912
Pfingst	w11_d664e15915
ferien	w1_d664e15920
auf	w3_d664e15923
den	w5_d664e15926
23.	w7_d664e15929
dies	w9_d664e15932
lauffenden	w11_d664e15935
Monats	w13_d664e15939
Junii	w15_d664e15942
dies	w1_d664e15948
Jahrs	w3_d664e15951
fruh	w5_d664e15954
um	w7_d664e15957
8.	w9_d664e15960
Uhr	w11_d664e15963
auf	w13_d664e15967
dem	w15_d664e15970
K.	w17_d664e15973
K.	w19_d664e15976
Stadt	w21_d664e15979
und	w1_d664e15984
Land=gericht	w3_d664e15987
in	w5_d664e15990
Persona	w7_d664e15993
oder	w9_d664e15996
durch	w11_d664e15999
genugsam	w13_d664e16003
bevollmächtigte	w1_d664e16008
Gewalt=tragere	w3_d664e16011
alsogewiß	w5_d664e16014
zu	w7_d664e16017
er	w9_d664e16020
scheinen	w1_d664e16025
bestimmet,	w3_d664e16028
wie	w5_d664e16031
im	w7_d664e16034
widrigen	w9_d664e16037
die	w11_d664e16040
aus	w13_d664e16044
bleibend	w1_d664e16050
und	w3_d664e16053
sich	w5_d664e16056
in	w7_d664e16059
tempore	w9_d664e16062
præfixo	w11_d664e16065
nicht	w13_d664e16069
anmel	w15_d664e16072
dende	w1_d664e16077
Prætendent-	w3_d664e16080
oder	w5_d664e16083
Glaubigere	w7_d664e16086
mit	w9_d664e16089
ihren	w11_d664e16092
Sprü	w13_d664e16096
chen	w1_d664e16101
nicht	w3_d664e16104
mehr	w5_d664e16107
angehöret,	w7_d664e16110
sondern	w9_d664e16113
von	w11_d664e16116
des	w13_d664e16120
mehr	w15_d664e16123
wiederholten	w1_d664e16128
Sebastian	w3_d664e16131
Zißius	w5_d664e16134
vorhandene	w7_d664e16137
Hab	w9_d664e16140
schaft	w1_d664e16146
und	w3_d664e16149
Vermögen	w5_d664e16152
völlig	w7_d664e16155
ausgeschlossen	w9_d664e16158
seyn,	w11_d664e16161
auch	w1_d664e16166
hieran	w3_d664e16169
nicht	w5_d664e16172
das	w7_d664e16175
geringste	w9_d664e16178
mehr	w11_d664e16181
cum	w13_d664e16185
onere	w15_d664e16188
perpetui	w1_d664e16193
filentii	w3_d664e16196
zu	w5_d664e16199
forderen,	w7_d664e16202
noch	w9_d664e16205
zu	w11_d664e16208
suchen	w13_d664e16212
haben	w15_d664e16215
sollen.	w1_d664e16220
Wornach	w3_d664e16223
sich	w5_d664e16226
dann	w7_d664e16229
ein	w9_d664e16232
jeder	w11_d664e16235
zu	w13_d664e16239
richten,	w15_d664e16242
und	w1_d664e16248
seinem	w3_d664e16251
Juri	w5_d664e16254
zu	w7_d664e16257
invigiliren	w9_d664e16260
wissen	w11_d664e16263
wird.	w13_d664e16267
So	w15_d664e16270
beschehen	w1_d664e16275
Wien	w3_d664e16278
7.	w5_d664e16281
May	w7_d664e16284
1762.	w9_d664e16287
</p>
<list id="l32_d664e16292">
</list>
<p id="p34_d664e16297">
Es	w1_d664e16301
ist	w3_d664e16304
den	w5_d664e16307
17.	w7_d664e16310
May	w9_d664e16313
ein	w11_d664e16316
Päckel	w13_d664e16320
Schriften	w15_d664e16323
nur	w17_d664e16326
wel	w1_d664e16331
im	w1_d664e16336
Papier	w3_d664e16339
eingewicklet	w5_d664e16342
verlohren	w7_d664e16345
worden,	w9_d664e16348
ches	w1_d664e16354
in	w3_d664e16357
sich	w5_d664e16360
enthaltet	w7_d664e16363
eine	w9_d664e16366
Stadt=banco=obligation	w11_d664e16369
von	w1_d664e16374
560.	w3_d664e16377
fl.	w5_d664e16380
Capital	w7_d664e16383
à	w9_d664e16386
5.	w11_d664e16389
pro	w13_d664e16393
Cento	w15_d664e16396
Jnteresse,	w17_d664e16399
den	w19_d664e16402
1.	w1_d664e16407
Febr.	w3_d664e16410
gegenwärtigen	w5_d664e16413
Jahrs,	w7_d664e16416
an	w9_d664e16419
Herrn	w11_d664e16422
Leopold	w13_d664e16426
von	w1_d664e16431
Lebzelter	w3_d664e16434
sub	w5_d664e16437
N.	w7_d664e16440
364.	w9_d664e16443
ausgestellt,	w11_d664e16446
dann	w13_d664e16450
bey	w15_d664e16453
läuffig	w1_d664e16459
16.	w3_d664e16462
oder	w5_d664e16465
17.	w7_d664e16468
Stuck	w9_d664e16471
Conpons	w11_d664e16474
à	w13_d664e16478
25.	w15_d664e16481
fl.,	w17_d664e16484
wer	w19_d664e16487
dessen	w1_d664e16492
habhaft	w3_d664e16495
ist,	w5_d664e16498
oder	w7_d664e16501
einige	w9_d664e16504
Kundschaft	w11_d664e16507
davon	w13_d664e16511
hat,	w1_d664e16516
wird	w3_d664e16519
ersuchet,	w5_d664e16522
es	w7_d664e16525
bey	w9_d664e16528
dem	w11_d664e16531
Verleger	w13_d664e16535
dieses	w15_d664e16538
Diarii	w1_d664e16543
anzudeuten,	w3_d664e16546
wovor	w5_d664e16549
eine	w7_d664e16552
namhafte	w9_d664e16555
Disere	w11_d664e16558
tion	w1_d664e16564
erfolgen	w3_d664e16567
solle.	w5_d664e16570
</p>
<p id="p36_d664e16574">
Es	w1_d664e16578
wird	w3_d664e16581
hiemit	w5_d664e16584
jedermänniglich	w7_d664e16587
zu	w9_d664e16590
wissen	w11_d664e16593
ge	w13_d664e16597
macht,	w1_d664e16602
wasgestalten	w3_d664e16605
auf	w5_d664e16608
schrieftlich	w7_d664e16611
beschehenes	w9_d664e16614
Anlangen	w1_d664e16619
des	w3_d664e16622
Stuschischen	w5_d664e16625
Herrn	w7_d664e16628
Curatoris	w9_d664e16631
ad	w11_d664e16634
actum	w1_d664e16640
die	w3_d664e16643
Stuschische	w5_d664e16646
Behausung	w7_d664e16649
zu	w9_d664e16652
Döbling	w11_d664e16655
den	w1_d664e16660
21sten	w3_d664e16663
Junii	w5_d664e16666
1762.	w7_d664e16669
fruh	w9_d664e16672
um	w11_d664e16675
9.	w13_d664e16679
Uhr	w15_d664e16682
ge	w17_d664e16685
gen	w1_d664e16690
baarer	w3_d664e16693
Bezahlung	w5_d664e16696
bey	w7_d664e16699
dem	w9_d664e16702
allhiesig=löblichen	w11_d664e16705
Stadt=raht	w1_d664e16710
licitando	w3_d664e16713
verkauffet	w5_d664e16716
werden,	w7_d664e16719
wessent	w9_d664e16722
wegen	w1_d664e16728
sich	w3_d664e16731
die	w5_d664e16734
hervorthuende	w7_d664e16737
Kauffere	w9_d664e16740
allda	w11_d664e16743
anzu	w13_d664e16747
melden	w1_d664e16752
belieben.	w3_d664e16755
</p>
<p id="p38_d664e16758">
Von	w1_d664e16762
N.	w3_d664e16765
Burgermeister,	w5_d664e16768
Stadt=richter,	w7_d664e16771
und	w9_d664e16774
Raht	w1_d664e16779
der	w3_d664e16782
Landes=fürstl.	w5_d664e16785
Stadt	w7_d664e16788
Prugg	w9_d664e16791
an	w11_d664e16794
der	w13_d664e16798
Ley	w15_d664e16801
tha	w1_d664e16806
wegen,	w3_d664e16809
wird	w5_d664e16812
mit	w7_d664e16815
gegenwärtig	w9_d664e16818
offenem	w11_d664e16821
Edict	w13_d664e16825
jedermänniglich	w1_d664e16831
kund	w3_d664e16834
und	w5_d664e16837
zu	w7_d664e16840
wissen	w9_d664e16843
gemacht,	w11_d664e16846
es	w13_d664e16850
seye	w1_d664e16855
eine	w3_d664e16858
Nohrdurft	w5_d664e16861
zu	w7_d664e16864
seyn	w9_d664e16867
befunden	w11_d664e16870
worden,	w13_d664e16874
über	w1_d664e16879
weil.	w3_d664e16882
Herrn	w5_d664e16885
Joseph	w7_d664e16888
Solderer,	w9_d664e16891
gewesthiesig	w11_d664e16894
burgerlichen	w1_d664e16899
Handels=mann	w3_d664e16902
hinterbliebenes	w5_d664e16905
Ver	w7_d664e16908
mögen	w1_d664e16914
einen	w3_d664e16917
ordentlichen	w5_d664e16920
Concurs	w7_d664e16923
anzuordnen,	w9_d664e16926
und	w1_d664e16931
somit	w3_d664e16934
die	w5_d664e16937
sammentliche	w7_d664e16940
Joseph=Solderische	w9_d664e16943
Glaubigere	w1_d664e16948
zu	w3_d664e16951
Anmeld	w5_d664e16954
und	w7_d664e16957
Liquidirung	w9_d664e16960
ihrer	w11_d664e16963
an	w13_d664e16967
besagten	w1_d664e16972
Joseph	w3_d664e16975
Soldner	w5_d664e16978
nunmehro	w7_d664e16981
seeligen	w9_d664e16984
zu	w11_d664e16987
stel	w13_d664e16991
len	w1_d664e16997
habenden	w3_d664e17000
Sprüch,	w5_d664e17003
und	w7_d664e17006
Forderungen	w9_d664e17009
einzube	w11_d664e17012
ruffen;	w1_d664e17017
zu	w3_d664e17020
welchem	w5_d664e17023
Ende	w7_d664e17026
dann	w9_d664e17029
der	w11_d664e17032
30ste	w13_d664e17036
Junii	w15_d664e17039
1762.	w1_d664e17044
zur	w3_d664e17047
Tagsatzung	w5_d664e17050
für	w7_d664e17053
die	w9_d664e17056
erstandert	w11_d664e17059
und	w13_d664e17063
dritte,	w1_d664e17068
auch	w3_d664e17071
all=endliche	w5_d664e17074
Frist	w7_d664e17077
sub	w9_d664e17080
clausule	w11_d664e17083
præ-	w13_d664e17087
nlusi	w1_d664e17093
anberaumet	w3_d664e17096
worden	w5_d664e17099
ist;	w7_d664e17102
Solchemnach	w9_d664e17105
wer	w11_d664e17108
den	w1_d664e17113
all	w3_d664e17116
und	w5_d664e17119
jede,	w7_d664e17122
die	w9_d664e17125
an	w11_d664e17128
gedachten	w13_d664e17132
Herrn	w15_d664e17135
Joseph	w17_d664e17138
Solderer	w1_d664e17143
Sprüch	w3_d664e17146
und	w5_d664e17149
Anforderungen	w7_d664e17152
haben,	w9_d664e17155
oder	w11_d664e17158
zu	w1_d664e17163
haben	w3_d664e17166
vermeinen,	w5_d664e17169
an	w7_d664e17172
obbestimmten	w9_d664e17175
Tag,	w11_d664e17178
fruh	w13_d664e17182
um	w1_d664e17188
9.	w3_d664e17191
Uhr	w5_d664e17194
auf	w7_d664e17197
dem	w9_d664e17200
Rahthaus	w11_d664e17203
in	w13_d664e17207
Prugg	w15_d664e17210
entweder	w17_d664e17213
selbst	w1_d664e17218
persönlich,	w3_d664e17221
oder	w5_d664e17224
durch	w7_d664e17227
hierzu	w9_d664e17230
genugsam	w11_d664e17233
be	w13_d664e17237
vollmächtigte	w1_d664e17242
Gewalt=trägere	w3_d664e17245
also	w5_d664e17248
gewiß	w7_d664e17251
zu	w9_d664e17254
erschei	w11_d664e17257
nen,	w1_d664e17262
und	w3_d664e17265
ihre	w5_d664e17268
an	w7_d664e17271
sothane	w9_d664e17274
Cridæ	w11_d664e17277
Massa	w13_d664e17281
habende	w15_d664e17284
Anforderung	w1_d664e17290
anzumelden,	w3_d664e17293
und	w5_d664e17296
zu	w7_d664e17299
liquidiren	w9_d664e17302
ha	w11_d664e17305
ben,	w1_d664e17310
wie	w3_d664e17313
im	w5_d664e17316
widrigen	w7_d664e17319
der	w9_d664e17322
Ausbleibende	w11_d664e17325
von	w13_d664e17329
die	w15_d664e17332
ser	w1_d664e17337
Massa	w3_d664e17340
gänzlich	w5_d664e17343
ausgeschlossen	w7_d664e17346
seyn,	w9_d664e17349
und	w11_d664e17352
ihme	w13_d664e17356
diesfalls	w1_d664e17361
das	w3_d664e17364
ewige	w5_d664e17367
Stillschweigen	w7_d664e17370
auferlegt,	w9_d664e17373
der	w11_d664e17376
nicht	w1_d664e17382
Liquidirende	w3_d664e17385
aber	w5_d664e17388
in	w7_d664e17391
der	w9_d664e17394
künftigen	w11_d664e17397
Claßisi	w13_d664e17401
cation	w1_d664e17406
mit	w3_d664e17409
seiner	w5_d664e17412
unerwiesenen	w7_d664e17415
Forderung	w9_d664e17418
abge	w11_d664e17421
wiesen	w1_d664e17426
werden	w3_d664e17429
solle,	w5_d664e17432
wornach	w7_d664e17435
sich	w9_d664e17438
ein	w11_d664e17441
jeder	w13_d664e17445
zu	w15_d664e17448
rich	w17_d664e17451
ten,	w1_d664e17456
und	w3_d664e17459
vor	w5_d664e17462
Schaden	w7_d664e17465
zu	w9_d664e17468
hütten	w11_d664e17471
wissen	w13_d664e17475
wird.	w15_d664e17478
</p>
<p id="p40_d664e17481">
Demnach	w1_d664e17485
zu	w3_d664e17488
Verkauffung	w5_d664e17491
der	w7_d664e17494
auf	w9_d664e17497
der	w11_d664e17500
Fischer	w13_d664e17504
stiegen	w1_d664e17509
ohnweit	w3_d664e17512
