<doc id="wr_1759-09-08" attrs="word" year="1759" month="09" day="08" corpus="2">
<head id="h2_d379e4399">
Königsberg	w1_d379e4403
mit	w7_d379e28411
dem	w9_d379e28414
Prinz	w11_d379e28417
Heinrich	w13_d379e28421
zu	w15_d379e28424
vereinigen;	w17_d379e28427
inzwischen	w19_d379e28430
verliesse	w21_d379e28433
die	w1_d379e28439
K.	w3_d379e28442
K.	w5_d379e28445
Armee	w7_d379e28448
nach	w9_d379e28451
dem	w11_d379e28454
Abkochen	w13_d379e28458
das	w15_d379e28461
Lager	w17_d379e28464
bey	w19_d379e28467
Triebel,	w21_d379e28470
und	w23_d379e28473
zoge	w25_d379e28477
sich	w1_d379e28482
in	w3_d379e28485
2.	w5_d379e28488
Colonnen	w7_d379e28491
nacher	w9_d379e28494
Linderode	w11_d379e28497
allwo	w13_d379e28501
auch	w15_d379e28504
das	w17_d379e28507
Haupt	w19_d379e28510
quartier	w1_d379e28515
genommen	w3_d379e28518
wurde.	w5_d379e28521
</p>
<list id="l66_d379e28558">
</list>
<head id="h2_d379e28566">
OURNAL	w1_d379e28570
Von	w1_d379e28575
der	w3_d379e28578
combinirt=Kaiserl.	w5_d379e28581
Königl.	w7_d379e28584
und	w9_d379e28587
Reichsexecu	w11_d379e28590
tions=armee	w1_d379e28595
vom	w3_d379e28598
1.	w5_d379e28601
bis	w7_d379e28604
4.	w9_d379e28607
September	w11_d379e28610
1759.	w13_d379e28614
Haupt=quartier	w15_d379e28617
Corbitz	w1_d379e28623
bey	w3_d379e28626
Dresden.	w5_d379e28629
</head>
<p id="p4_d379e28632">
Den	w1_d379e28636
1sten	w3_d379e28639
lieffe	w5_d379e28642
die	w7_d379e28645
Nachricht	w9_d379e28648
ein,	w11_d379e28651
daß	w13_d379e28655
das	w15_d379e28658
feindliche	w17_d379e28661
Corps,	w19_d379e28664
so	w21_d379e28667
von	w23_d379e28670
Wittenberg	w1_d379e28675
nach	w3_d379e28678
Torgau	w5_d379e28681
gerucket,	w7_d379e28684
sich	w9_d379e28687
dieses	w11_d379e28690
Platzes	w13_d379e28694
nach	w15_d379e28697
einer	w17_d379e28700
Attaque	w1_d379e28705
von	w3_d379e28708
24.	w5_d379e28711
Stunden	w7_d379e28714
bemeistert,	w9_d379e28717
und	w11_d379e28720
die	w13_d379e28724
diesseitige	w15_d379e28727
Garnison	w17_d379e28730
mit	w1_d379e28736
Capitulation	w3_d379e28739
nach	w5_d379e28742
Leipzig	w7_d379e28745
abgezogen,	w9_d379e28748
worauf	w11_d379e28751
dann	w13_d379e28755
alsogleich	w15_d379e28758
der	w17_d379e28761
Herr	w1_d379e28766
General	w3_d379e28769
Trautmanstorf	w5_d379e28772
mit	w7_d379e28775
seinem	w9_d379e28778
Regiment	w11_d379e28781
zu	w13_d379e28785
Verstärkung	w15_d379e28788
des	w17_d379e28791
en	w1_d379e28796
Generalen	w3_d379e28799
St.	w5_d379e28802
Andre	w7_d379e28805
aus	w9_d379e28808
hiesigem	w11_d379e28811
Lager	w13_d379e28815
abgeschicket,	w15_d379e28818
zugleich	w17_d379e28821
auch	w1_d379e28826
Meissen	w3_d379e28829
und	w5_d379e28832
Großhayn	w7_d379e28835
mit	w9_d379e28838
starken	w11_d379e28841
Hussaren	w13_d379e28845
Commandis	w15_d379e28848
besetzet	w17_d379e28851
worden.	w1_d379e28857
</p>
<p id="p6_d379e28860">
Den	w1_d379e28864
2ten	w3_d379e28867
kame	w5_d379e28870
von	w7_d379e28873
gedachtem	w9_d379e28876
Hrn.	w11_d379e28879
Generalen	w13_d379e28883
St.	w15_d379e28886
Andre	w17_d379e28889
die	w19_d379e28892
Nachricht,	w1_d379e28897
daß	w3_d379e28900
solcher	w5_d379e28903
sich	w7_d379e28906
mit	w9_d379e28909
allen	w11_d379e28912
versammelten	w13_d379e28916
Trupen	w15_d379e28919
bey	w17_d379e28922
Grima	w19_d379e28925
gelagert,	w1_d379e28930
die	w3_d379e28933
Stadt	w5_d379e28936
Leipzig	w7_d379e28939
mit	w9_d379e28942
einer	w11_d379e28945
Garnison	w13_d379e28949
versehen,	w15_d379e28952
anbey	w17_d379e28955
die	w19_d379e28958
Vorposten	w1_d379e28964
von	w3_d379e28967
leichten	w5_d379e28970
Trupen	w7_d379e28973
zu	w9_d379e28976
Naunhof,	w11_d379e28979
Herschfeld,	w13_d379e28983
Eulenburg,	w15_d379e28986
Wurzen,	w1_d379e28991
und	w3_d379e28994
Strella	w5_d379e28997
ausgesetzet	w7_d379e29000
habe.	w9_d379e29003
</p>
<p id="p8_d379e29006">
Den	w1_d379e29010
3ten	w3_d379e29013
waren	w5_d379e29016
alle	w7_d379e29019
Batterien	w9_d379e29022
und	w11_d379e29025
übrige	w13_d379e29029
Arbeiten	w15_d379e29032
durch	w17_d379e29035
den	w19_d379e29038
unermüdeten	w1_d379e29043
Fleiß	w3_d379e29046
des	w5_d379e29049
Chur=pfälzischen	w7_d379e29052
Jngenieur=majors	w9_d379e29055
Pfister,	w11_d379e29058
und	w13_d379e29062
K.	w1_d379e29067
K.	w3_d379e29070
Artillerie=major	w5_d379e29073
Grumbach	w7_d379e29076
in	w9_d379e29079
so	w11_d379e29082
vollkommenen	w13_d379e29086
Stand,	w15_d379e29089
daß	w17_d379e29092
man	w19_d379e29095
nur	w1_d379e29101
den	w3_d379e29104
Befehl	w5_d379e29107
Sr.	w7_d379e29110
Durchleucht	w9_d379e29113
des	w11_d379e29116
commandiren	w13_d379e29120
Hrn.	w15_d379e29123
Generals	w17_d379e29126
er	w19_d379e29129
wartete,	w1_d379e29134
um	w3_d379e29137
mit	w5_d379e29140
dem	w7_d379e29143
Feuern	w9_d379e29146
anzufangen,	w11_d379e29149
auch	w13_d379e29153
würklich	w15_d379e29156
zu	w17_d379e29159
3.	w19_d379e29162
At	w21_d379e29165
kaquen	w1_d379e29170
alle	w3_d379e29173
Veranstaltungen	w5_d379e29176
machte,	w7_d379e29179
und	w9_d379e29182
solche	w11_d379e29185
zu	w13_d379e29189
commandiren	w15_d379e29192
die	w17_d379e29195
ten	w1_d379e29200
Generalen	w3_d379e29203
Maquire,	w5_d379e29206
Prinz	w7_d379e29209
Stollberg,	w9_d379e29212
und	w11_d379e29215
Brentano	w13_d379e29219
beordert	w15_d379e29222
wurden,	w1_d379e29228
als	w3_d379e29231
der	w5_d379e29234
Commandant	w7_d379e29237
zu	w9_d379e29240
capituliren	w11_d379e29243
verlangte.	w13_d379e29247
Es	w15_d379e29250
wurde	w17_d379e29253
hierauf	w1_d379e29258
Waffen=stillstand	w3_d379e29261
von	w5_d379e29264
24.	w7_d379e29267
Stunden	w9_d379e29270
accordiret,	w11_d379e29273
binnen	w13_d379e29277
welchen	w15_d379e29280
heute	w1_d379e29285
als	w3_d379e29288
</p>
<p id="p14_d379e29302">
l	w1_d379e29306
Den	w1_d379e29311
4ten	w3_d379e29314
in	w5_d379e29317
schuwdigster	w7_d379e29320
Rucksicht	w9_d379e29323
auf	w11_d379e29326
die	w13_d379e29330
in	w15_d379e29333
der	w17_d379e29336
Stadl	w19_d379e29339
einge	w21_d379e29342
schlossene	w1_d379e29347
Königl.	w3_d379e29350
Famille,	w5_d379e29353
dann	w7_d379e29356
auf	w9_d379e29359
die	w11_d379e29362
Conservation	w13_d379e29366
dieser	w15_d379e29369
Haupt.	w17_d379e29372
stadt	w1_d379e29378
selbsten	w3_d379e29381
die	w5_d379e29384
beyligende	w7_d379e29387
Capitulation	w9_d379e29390
geschlossen,	w11_d379e29393
und	w13_d379e29397
solcher	w15_d379e29400
zufolge	w17_d379e29403
noch	w1_d379e29408
diesen	w3_d379e29411
Abend	w5_d379e29414
die	w7_d379e29417
Elbe=brucken	w9_d379e29420
in	w11_d379e29423
der	w13_d379e29427
Stadt	w15_d379e29430
durch	w17_d379e29433
1.	w19_d379e29436
Bataillon	w21_d379e29439
und	w1_d379e29444
2.	w3_d379e29447
Grenadier=compagnien	w5_d379e29450
von	w7_d379e29453
denen	w9_d379e29456
K.	w11_d379e29459
K.	w13_d379e29463
Trupen,	w15_d379e29466
dann	w17_d379e29469
das	w19_d379e29472
Pirnaer=thor	w1_d379e29477
durch	w3_d379e29480
1.	w5_d379e29483
Chur=cölnisches	w7_d379e29486
Bataillon,	w9_d379e29489
und	w11_d379e29492
2.	w13_d379e29496
Grena	w15_d379e29499
diers=compagnien	w1_d379e29505
besetzet	w3_d379e29508
worden.	w5_d379e29511
</p>
<p id="p16_d379e29514">
Gleich	w1_d379e29518
nach	w3_d379e29521
geschlossener	w5_d379e29524
Capitulation	w7_d379e29527
wurde	w9_d379e29530
auf	w11_d379e29533
den	w13_d379e29537
schon	w15_d379e29540
vorhe	w17_d379e29543
ro	w1_d379e29548
einglangten	w3_d379e29551
Raport,	w5_d379e29554
daß	w7_d379e29557
das	w9_d379e29560
feindliche	w11_d379e29563
Corps	w13_d379e29567
die	w15_d379e29570
Elbe	w17_d379e29573
bey	w19_d379e29576
Torgau	w21_d379e29579
paßiret,	w1_d379e29584
mit	w3_d379e29587
forcirten	w5_d379e29590
Marschen	w7_d379e29593
bis	w9_d379e29596
Grossenhayn	w11_d379e29599
angerucket,	w13_d379e29603
das	w15_d379e29606
allda	w17_d379e29609
postirt	w1_d379e29615
gestandene	w3_d379e29618
diesseitige	w5_d379e29621
Hussaren=commando	w7_d379e29624
zuruck	w9_d379e29627
getrieben,	w11_d379e29630
und	w1_d379e29635
sich	w3_d379e29638
vor	w5_d379e29641
Grossenhayn	w7_d379e29644
gelagert,	w9_d379e29647
Hr.	w11_d379e29650
General	w13_d379e29654
Vehla	w15_d379e29657
mit	w17_d379e29660
denen	w19_d379e29663
bey	w21_d379e29666
sich	w1_d379e29671
habenden	w3_d379e29674
Croaten	w5_d379e29677
und	w7_d379e29680
Hussaren,	w9_d379e29683
dann	w11_d379e29686
einer	w13_d379e29690
Bataillon	w15_d379e29693
und	w17_d379e29696
6.	w19_d379e29699
Grenadiers=compagnien	w1_d379e29704
von	w3_d379e29707
der	w5_d379e29710
K.	w7_d379e29713
K.	w9_d379e29716
Jnfanterie,	w11_d379e29719
wie	w13_d379e29723
auch	w15_d379e29726
dem	w17_d379e29729
Pretlachischen	w1_d379e29735
Kuraßier=regiment,	w3_d379e29738
nebst	w5_d379e29741
einigen	w7_d379e29744
Canonen	w9_d379e29747
bis	w11_d379e29750
über	w13_d379e29754
Weissenhirsch	w1_d379e29759
in	w3_d379e29762
den	w5_d379e29765
Wald	w7_d379e29768
vorzurucken	w9_d379e29771
beordert,	w11_d379e29774
und	w13_d379e29778
nach	w15_d379e29781
Besetzung	w17_d379e29784
deren	w1_d379e29789
Thören	w3_d379e29792
Hr.	w5_d379e29795
General	w7_d379e29798
Brentano	w9_d379e29801
mit	w11_d379e29804
denen	w13_d379e29808
unter	w15_d379e29811
seinem	w17_d379e29814
Com	w19_d379e29817
mando	w1_d379e29822
stehenden	w3_d379e29825
leichten	w5_d379e29828
Trupen	w7_d379e29831
solchen	w9_d379e29834
zu	w11_d379e29837
souteniren	w13_d379e29841
ebenfalls	w15_d379e29844
über	w17_d379e29847
die	w19_d379e29850
Elbe	w1_d379e29856
detaschiret,	w3_d379e29859
Hr.	w5_d379e29862
General	w7_d379e29865
St.	w9_d379e29868
Andre	w11_d379e29871
hingegen	w13_d379e29875
erhielte	w15_d379e29878
den	w17_d379e29881
Befehl,	w19_d379e29884
alsogleich	w1_d379e29889
von	w3_d379e29892
Grima	w5_d379e29895
aufzubrechen,	w7_d379e29898
und	w9_d379e29901
vor	w11_d379e29904
Torgau	w13_d379e29908
zu	w15_d379e29911
rucken,	w17_d379e29914
um	w19_d379e29917
sich	w21_d379e29920
dieses	w1_d379e29925
Platzes	w3_d379e29928
wiederum	w5_d379e29931
zu	w7_d379e29934
bemeisteren.	w9_d379e29937
Hr.	w11_d379e29940
General	w13_d379e29944
Luzinsky	w15_d379e29947
befin	w17_d379e29950
det	w1_d379e29955
sich	w3_d379e29958
zu	w5_d379e29961
Sondershausen,	w7_d379e29964
und	w9_d379e29967
ist	w11_d379e29970
in	w13_d379e29974
selbigen	w15_d379e29977
Gegenden	w17_d379e29980
Nichtes	w19_d379e29983
vom	w1_d379e29989
Feind	w3_d379e29992
zu	w5_d379e29995
dato	w7_d379e29998
zu	w9_d379e30001
vernehmen.	w11_d379e30004
</p>
<head id="h4_d379e30180">
CAPITULATIONS-PUNCTA.	w1_d379e30184
Der	w1_d379e30189
Garnison	w3_d379e30192
zu	w5_d379e30195
Dresden.	w7_d379e30198
</head>
<p id="p6_d379e30201">
Die	w1_d379e30205
Königl.	w3_d379e30208
Preußische	w5_d379e30211
Garnison	w7_d379e30214
zu	w9_d379e30217
Dresden,	w11_d379e30220
an	w13_d379e30224
Jnfanterie,	w15_d379e30227
Cavallerie,	w17_d379e30230
Hussaren,	w19_d379e30233
1mo.	w1_d379e30238
und	w1_d379e30243
Artilleristen	w3_d379e30246
erhält	w5_d379e30249
den	w7_d379e30252
freyen	w9_d379e30255
Abzug	w11_d379e30258
mit	w13_d379e30262
Ober	w15_d379e30265
und	w17_d379e30268
Unter=gewehr,	w19_d379e30271
fliegenden	w21_d379e30274
Fahnen,	w1_d379e30280
und	w3_d379e30283
klingenden	w5_d379e30286
Spiel,	w7_d379e30289
auch	w9_d379e30292
aller	w11_d379e30295
derselben	w13_d379e30299
zugehörigen	w15_d379e30302
Bagage	w17_d379e30305
und	w19_d379e30308
Bedienten,	w21_d379e30311
gehet	w23_d379e30314
auf	w1_d379e30319
den	w3_d379e30322
nächsten	w5_d379e30325
Weege	w7_d379e30328
nach	w9_d379e30331
einer	w11_d379e30334
zu	w13_d379e30338
regulirenden	w15_d379e30341
Marsch=route	w17_d379e30344
von	w19_d379e30347
hier	w21_d379e30350
nach	w23_d379e30353
Berlin,	w25_d379e30357
und	w27_d379e30360
wird	w1_d379e30365
bis	w3_d379e30368
dahin	w5_d379e30371
von	w7_d379e30374
Teutschen	w9_d379e30377
Trupen	w11_d379e30380
escortiret;	w13_d379e30384
da	w15_d379e30387
sie	w17_d379e30390
aber	w19_d379e30393
wegen	w21_d379e30396
vielen	w23_d379e30399
Embaras	w25_d379e30403
vor	w27_d379e30406
im	w1_d379e30411
10.	w3_d379e30414
Septembris	w5_d379e30417
nicht	w7_d379e30420
marschfertig	w9_d379e30423
seyn	w11_d379e30426
kan,	w13_d379e30430
so	w15_d379e30433
wird	w17_d379e30436
solcher	w19_d379e30439
Tag	w21_d379e30442
zum	w23_d379e30445
Ausmarsch	w25_d379e30449
bestimmet.	w1_d379e30455
</p>
<p id="p8_d379e30458">
Ad	w1_d379e30462
1mum.	w3_d379e30465
Wird	w5_d379e30468
accordirt,	w7_d379e30471
und	w9_d379e30474
ziehet	w11_d379e30477
die	w13_d379e30481
Garmson	w15_d379e30484
den	w17_d379e30487
6.	w19_d379e30490
dieses	w21_d379e30493
um	w23_d379e30496
6.	w25_d379e30500
Uhr	w27_d379e30503
fruhe	w1_d379e30508
aus,	w3_d379e30511
und	w5_d379e30514
marschiret	w7_d379e30517
nach	w9_d379e30520
Magdeburg.	w11_d379e30523
Was	w13_d379e30527
aber	w15_d379e30530
nicht	w17_d379e30533
gleich	w19_d379e30536
mitmarschiren	w21_d379e30539
wird	w1_d379e30544
sicher	w3_d379e30547
nachgeschicket	w5_d379e30550
werden.	w7_d379e30553
kann	w1_d379e30559
</p>
<p id="p10_d379e30562">
2do.	w1_d379e30566
Es	w3_d379e30569
nihmet	w5_d379e30572
die	w7_d379e30575
Garnison	w9_d379e30578
alle	w11_d379e30581
hier	w13_d379e30585
befindlich=Königl.	w15_d379e30588
Preußische	w17_d379e30591
so	w19_d379e30594
wol	w21_d379e30597
ei	w23_d379e30600
als	w1_d379e30605
erbeutete	w3_d379e30608
Artillerie,	w5_d379e30611
so	w7_d379e30614
inclusive	w9_d379e30617
deren	w11_d379e30620
Regiments=stücken	w13_d379e30624
in	w15_d379e30627
22.	w17_d379e30630
Canons	w19_d379e30633
beste	w21_d379e30636
gene	w1_d379e30641
/	w3_d379e30644
mit	w1_d379e30650
sich,	w3_d379e30653
und	w5_d379e30656
wird	w7_d379e30659
selbige	w9_d379e30662
unter	w11_d379e30665
keinerley	w13_d379e30669
Vorwand	w15_d379e30672
angehalten,	w17_d379e30675
oder	w19_d379e30678
examiniret.	w21_d379e30681
het,	w1_d379e30686
Ad	w1_d379e30691
2dum.	w3_d379e30694
Werden	w5_d379e30697
lediglich	w7_d379e30700
die	w9_d379e30703
Königlich	w11_d379e30706
Preußische	w13_d379e30710
Regiments=stücke	w15_d379e30713
accordirt.	w17_d379e30716
3tio.	w1_d379e30721
Alles	w3_d379e30724
Gewehr	w5_d379e30727
und	w7_d379e30730
Munition,	w9_d379e30733
so	w11_d379e30736
allhier	w13_d379e30740
vorhanden,	w15_d379e30743
und	w17_d379e30746
Königl.	w19_d379e30749
Preußisch	w21_d379e30752
ist,	w1_d379e30758
wird	w3_d379e30761
so	w5_d379e30764
wol	w7_d379e30767
als	w9_d379e30770
sammentliche	w11_d379e30773
zur	w13_d379e30777
Königl.	w15_d379e30780
Armee	w17_d379e30783
gehörige	w19_d379e30786
Bagage,	w21_d379e30789
Montirungs	w23_d379e30792
stücke,	w1_d379e30797
und	w3_d379e30800
alle	w5_d379e30803
andere	w7_d379e30806
Gerätschäften,	w9_d379e30809
worunter	w11_d379e30812
besonders	w13_d379e30816
die	w15_d379e30819
allhier	w17_d379e30822
befindliche	w19_d379e30825
Pontons	w21_d379e30828
mit	w1_d379e30833
begriffen	w3_d379e30836
seynd,	w5_d379e30839
von	w7_d379e30842
der	w9_d379e30845
Garnison	w11_d379e30848
mit	w13_d379e30852
geno	w15_d379e30855
nen.	w17_d379e30858
Ad	w1_d379e30863
3tium.	w3_d379e30866
Wird	w5_d379e30869
keine	w7_d379e30872
andere	w9_d379e30875
Munition,	w11_d379e30878
als	w13_d379e30882
welche	w15_d379e30885
für	w17_d379e30888
die	w19_d379e30891
mitnehmende	w21_d379e30894
Re	w23_d379e30897
</p>
<p id="p12_d379e30901">
giments=stücke	w1_d379e30905
gehörig,	w3_d379e30908
accordiret.	w5_d379e30911
</p>
<p id="p14_d379e30914">
4to.	w1_d379e30918
Das	w3_d379e30921
allhier	w5_d379e30924
befindliche	w7_d379e30927
Magazin,	w9_d379e30930
welches	w11_d379e30933
zum	w13_d379e30937
Theil	w15_d379e30940
Sr.	w17_d379e30943
Königl.	w19_d379e30946
Majest.	w21_d379e30949
in	w1_d379e30954
Preussen,	w3_d379e30957
zum	w5_d379e30960
Theil	w7_d379e30963
denen	w9_d379e30966
Chur=sächsischen	w11_d379e30969
Ständen	w13_d379e30973
gehöret,	w15_d379e30976
wird	w17_d379e30979
behörig	w19_d379e30982
separi	w21_d379e30985
ret	w1_d379e30990
werden,	w3_d379e30993
und	w5_d379e30996
was	w7_d379e30999
den	w9_d379e31002
ersten	w11_d379e31005
Theil	w13_d379e31009
betrift,	w15_d379e31012
so	w17_d379e31015
bleibet	w19_d379e31018
solcher	w21_d379e31021
zu	w23_d379e31024
Sr.	w25_d379e31028
Majest.	w27_d379e31031
und	w29_d379e31034
Höchst=Dero	w1_d379e31040
Feld=kriegs=commissariats	w3_d379e31043
eigenen	w5_d379e31046
Disposition,	w7_d379e31049
und	w9_d379e31052
wird	w11_d379e31055
zu	w13_d379e31059
dessen	w15_d379e31062
Trans	w17_d379e31065
port	w1_d379e31070
eine	w3_d379e31073
monatliche	w5_d379e31076
Frist	w7_d379e31079
verstattet,	w9_d379e31082
während	w11_d379e31085
solcher	w13_d379e31089
Zeit	w15_d379e31092
die	w17_d379e31095
zu	w19_d379e31098
Conservirung	w21_d379e31101
und	w23_d379e31104
Fortbrin	w25_d379e31108
gung	w1_d379e31113
desselben	w3_d379e31116
nöhtige	w5_d379e31119
Proviant=bediente	w7_d379e31122
hier	w9_d379e31125
verbleiben,	w11_d379e31128
und	w13_d379e31132
mit	w15_d379e31135
Sicherheits=pässen	w17_d379e31138
von	w1_d379e31143
der	w3_d379e31146
Kaiserl.	w5_d379e31149
Königl.	w7_d379e31152
Generalität	w9_d379e31155
versehen	w11_d379e31158
werden,	w13_d379e31162
dahingegen	w15_d379e31165
wird	w17_d379e31168
von	w19_d379e31171
der	w21_d379e31174
Garni	w23_d379e31177
son	w1_d379e31183
die	w3_d379e31186
Königl.	w5_d379e31189
Bäckerey,	w7_d379e31192
und	w9_d379e31195
das	w11_d379e31198
Proviant=fuhr=weesen	w13_d379e31202
mitgenommen.	w15_d379e31205
</p>
<p id="p16_d379e31208">
Ad	w1_d379e31212
4tum.	w3_d379e31215
Alles	w5_d379e31218
was	w7_d379e31221
Magazin	w9_d379e31224
ist,	w11_d379e31227
solle	w13_d379e31231
denen	w15_d379e31234
Kaiserl.	w17_d379e31237
Königl.	w19_d379e31240
Trupen	w21_d379e31243
über	w23_d379e31246
geben	w1_d379e31251
werden,	w3_d379e31254
die	w5_d379e31257
Bäckerey	w7_d379e31260
und	w9_d379e31263
Fuhr=weesen	w11_d379e31266
aber	w13_d379e31270
kan	w15_d379e31273
mit	w17_d379e31276
der	w19_d379e31279
Garnison	w21_d379e31282
auszie	w23_d379e31285
hen,	w1_d379e31290
und	w3_d379e31293
wird	w5_d379e31296
auf	w7_d379e31299
dem	w9_d379e31302
Marsche	w11_d379e31305
wegen	w13_d379e31309
Verpflegung	w15_d379e31312
für	w17_d379e31315
selbe	w19_d379e31318
gesorget	w21_d379e31321
werden.	w23_d379e31324
</p>
<p id="p18_d379e31327">
5to.	w1_d379e31331
Das	w3_d379e31334
hier	w5_d379e31337
befindliche	w7_d379e31340
Lazareth	w9_d379e31343
sowol	w11_d379e31346
an	w13_d379e31350
Kranken,	w15_d379e31353
als	w17_d379e31356
Bleßirten,	w19_d379e31359
benebst	w21_d379e31362
allen	w1_d379e31367
dazu	w3_d379e31370
gehörigen	w5_d379e31373
Feld	w7_d379e31376
und	w9_d379e31379
anderen	w11_d379e31382
Lazareth=bedienten	w13_d379e31386
(worunter	w15_d379e31389
auch	w17_d379e31392
die	w19_d379e31395
anjetzo	w21_d379e31398
im	w23_d379e31401
Toplitzer=bad	w1_d379e31406
befindliche	w3_d379e31409
Kranke,	w5_d379e31412
und	w7_d379e31415
Bleßirte	w9_d379e31418
128.	w11_d379e31421
an	w13_d379e31425
der	w15_d379e31428
Zahl,	w17_d379e31431
nebst	w19_d379e31434
darbey	w21_d379e31437
befindli	w23_d379e31440
chen	w1_d379e31446
Commissario,	w3_d379e31449
und	w5_d379e31452
Chyrurgis	w7_d379e31455
mitbegriffen	w9_d379e31458
seynd)	w11_d379e31461
wird	w13_d379e31465
zusamt	w15_d379e31468
der	w17_d379e31471
Feld=apothecken	w19_d379e31474
von	w21_d379e31477
der	w1_d379e31482
Garnison	w3_d379e31485
zu	w5_d379e31488
Wasser	w7_d379e31491
nach	w9_d379e31494
Magdeburg	w11_d379e31497
transportiret,	w13_d379e31501
und	w15_d379e31504
gibet	w17_d379e31507
das	w19_d379e31510
Land	w21_d379e31513
darzu	w23_d379e31516
die	w25_d379e31520
erforderliche	w1_d379e31525
Schiffe	w3_d379e31528
unentgeltlich;	w5_d379e31531
sollten	w7_d379e31534
sich	w9_d379e31537
aber	w11_d379e31540
unter	w13_d379e31544
denen	w15_d379e31547
Kranken	w17_d379e31550
und	w19_d379e31553
Bleßirten	w21_d379e31556
eini	w1_d379e31561
</p>
<p id="p22_d379e31566">
einige	w1_d379e31570
befinden,	w3_d379e31573
welche	w5_d379e31576
nicht	w7_d379e31579
zum	w9_d379e31582
Transport	w11_d379e31585
fähig	w13_d379e31589
wären,	w15_d379e31592
so	w17_d379e31595
bleiben	w19_d379e31598
solche	w21_d379e31601
mit	w23_d379e31604
zu	w25_d379e31608
ihrer	w27_d379e31611
Versorgung	w1_d379e31616
nöhtigen	w3_d379e31619
Bedienten	w5_d379e31622
allhier,	w7_d379e31625
und	w9_d379e31628
werden	w11_d379e31631
nach	w13_d379e31635
ihrer	w15_d379e31638
Reconvalescirung	w17_d379e31641
von	w19_d379e31644
der	w21_d379e31647
Kaiserl.	w1_d379e31652
Königl.	w3_d379e31655
Generalität	w5_d379e31658
zu	w7_d379e31661
ihrem	w9_d379e31664
sicheren	w11_d379e31667
Fortkommen	w13_d379e31671
an	w15_d379e31674
dem	w17_d379e31677
Ort	w19_d379e31680
ihrer	w21_d379e31683
Destination	w23_d379e31686
mit	w1_d379e31692
Pässen	w3_d379e31695
versehen.	w5_d379e31698
</p>
<p id="p24_d379e31702">
Ad	w1_d379e31706
5tum.	w3_d379e31709
Die	w5_d379e31712
Kranke	w7_d379e31715
und	w9_d379e31718
Bleßirte	w11_d379e31721
samt	w13_d379e31725
der	w15_d379e31728
Feld=apothecken,	w17_d379e31731
und	w19_d379e31734
darzu	w21_d379e31737
ge	w23_d379e31740
hörige	w1_d379e31745
Bediente,	w3_d379e31748
sollen	w5_d379e31751
zu	w7_d379e31754
Lande	w9_d379e31757
nach	w11_d379e31760
Magdeburg	w13_d379e31764
transportirt	w15_d379e31767
werden;	w17_d379e31770
jedoch	w19_d379e31773
wer	w21_d379e31776
den	w1_d379e31781
die	w3_d379e31784
zuruck=bleibende	w5_d379e31787
Kranke,	w7_d379e31790
nebst	w9_d379e31793
dem	w11_d379e31796
dabey	w13_d379e31800
commandirten	w15_d379e31803
Personali,	w17_d379e31806
so,	w19_d379e31809
als	w21_d379e31812
Jhrer	w1_d379e31818
Kaiserl.	w3_d379e31821
Königl.	w5_d379e31824
Majestät	w7_d379e31827
Leute	w9_d379e31830
verpfleget,	w11_d379e31833
und	w13_d379e31837
ihnen	w15_d379e31840
an	w17_d379e31843
die	w19_d379e31846
Hand	w21_d379e31849
gegangen	w23_d379e31852
werden	w25_d379e31856
</p>
<p id="p26_d379e31859">
6to.	w1_d379e31863
Die	w3_d379e31866
hier	w5_d379e31869
befindliche	w7_d379e31872
Civil=collegia,	w9_d379e31875
und	w11_d379e31878
sammentliche	w13_d379e31882
darzu	w15_d379e31885
gehörige	w17_d379e31888
Be	w19_d379e31891
diente,	w1_d379e31896
als	w3_d379e31899
das	w5_d379e31902
General=feld=kriegs=directorium,	w7_d379e31905
Feld=proviant=amt,	w9_d379e31908
und	w11_d379e31911
Feld=post=amt	w13_d379e31915
ziehen	w1_d379e31920
nebst	w3_d379e31923
allen	w5_d379e31926
denenselben	w7_d379e31929
zugehörigen	w9_d379e31932
Bagage	w11_d379e31935
und	w13_d379e31939
Effecten,	w15_d379e31942
und	w17_d379e31945
sammentliche	w19_d379e31948
Regi	w21_d379e31951
stratur,	w1_d379e31957
und	w3_d379e31960
Archiv=acten	w5_d379e31963
mit	w7_d379e31966
der	w9_d379e31969
Garnison	w11_d379e31972
aus,	w13_d379e31976
und	w15_d379e31979
solle	w17_d379e31982
niemand	w19_d379e31985
wegen	w21_d379e31988
desjenigen,	w23_d379e31991
so	w1_d379e31996
während	w3_d379e31999
des	w5_d379e32002
Kriegs	w7_d379e32005
in	w9_d379e32008
Sachsen	w11_d379e32011
geschehen,	w13_d379e32015
zur	w15_d379e32018
Rede	w17_d379e32021
gestellet,	w19_d379e32024
und	w21_d379e32027
unter	w23_d379e32030
keinerley	w25_d379e32034
Vorwand,	w1_d379e32039
was	w3_d379e32042
Namen	w5_d379e32045
nur	w7_d379e32048
haben	w9_d379e32051
möge,	w11_d379e32054
in	w13_d379e32058
Anspruch	w15_d379e32061
genommen	w17_d379e32064
werden.	w19_d379e32067
Ad	w1_d379e32072
6tum.	w3_d379e32075
Werden	w5_d379e32078
keine	w7_d379e32081
andere	w9_d379e32084
Schriften,	w11_d379e32087
als	w13_d379e32091
jene,	w15_d379e32094
so	w17_d379e32097
Königliche	w19_d379e32100
Preußische	w21_d379e32103
