<doc id="wr_1759-07-04" attrs="word" year="1759" month="07" day="04" corpus="2">
<head id="h2_d362e3837">
Cassel	w1_d362e3841
beschi	w15_d362e14711
het	w1_d362e14716
an	w3_d362e14719
alldiejenige	w5_d362e14722
respective	w7_d362e14725
Herren	w9_d362e14728
Lieb	w11_d362e14731
habere,	w1_d362e14737
so	w3_d362e14740
solche	w5_d362e14743
mitzumachen	w7_d362e14746
gedenken,	w9_d362e14749
das	w1_d362e14754
freundliche	w3_d362e14757
Ersuchen,	w5_d362e14760
ihre	w7_d362e14763
Namen	w9_d362e14766
bey	w11_d362e14769
Zeiten	w1_d362e14774
zur	w3_d362e14777
Pforten	w5_d362e14780
des	w7_d362e14783
Kaiserl.	w9_d362e14786
Prob=hauses	w11_d362e14789
S.	w1_d362e14794
J.	w3_d362e14797
bey	w5_d362e14800
St.	w7_d362e14803
Anna	w9_d362e14806
alhier	w11_d362e14809
zuschicken,	w13_d362e14813
oder	w15_d362e14816
sich	w1_d362e14822
bey	w3_d362e14825
dem	w5_d362e14828
R.	w7_d362e14831
P.	w9_d362e14834
Rectore	w11_d362e14837
des	w13_d362e14841
erstbenann	w15_d362e14844
ten	w1_d362e14849
Prob=hauses	w3_d362e14852
zu	w5_d362e14855
melden,	w7_d362e14858
damit	w9_d362e14861
alle	w11_d362e14864
nöh	w13_d362e14868
tige	w1_d362e14873
Vorsehung	w3_d362e14876
gemacht	w5_d362e14879
werden	w7_d362e14882
könne.	w9_d362e14885
</p>
<head id="h2_d362e14891">
AVERTISSEMENT.	w1_d362e14895
</head>
<p id="p4_d362e14898">
Demnach	w1_d362e14902
unter	w3_d362e14905
zerschiedenen,	w5_d362e14908
wider	w7_d362e14911
den	w1_d362e14916
zu	w3_d362e14919
Szolnock	w5_d362e14922
in	w7_d362e14925
Hungarn	w9_d362e14928
angestellten	w11_d362e14931
Proviant=officier	w1_d362e14936
Franz	w3_d362e14939
Rösler,	w5_d362e14942
vorgekom	w7_d362e14945
</p>
<p id="p8_d362e14950">
menen	w1_d362e14954
Beschwerden,	w3_d362e14957
durch	w5_d362e14960
dessen	w7_d362e14963
hierauf	w9_d362e14966
verordnete	w1_d362e14971
Jnquirirung	w3_d362e14974
erhoben	w5_d362e14977
worden,	w7_d362e14980
daß	w1_d362e14985
er	w3_d362e14988
sich	w5_d362e14991
durch	w7_d362e14994
angenommene	w9_d362e14997
Geldge	w11_d362e15000
schänknüsse	w1_d362e15006
habe	w3_d362e15009
bestechen	w5_d362e15012
und	w7_d362e15015
corrumpi	w9_d362e15018
ren	w1_d362e15023
lassen,	w3_d362e15026
so	w5_d362e15029
ist	w7_d362e15032
derselbe	w9_d362e15035
auf	w11_d362e15038
Allerhöch	w13_d362e15042
sten	w1_d362e15047
Befehl	w3_d362e15050
dieses	w5_d362e15053
Verbrechens	w7_d362e15056
halber	w9_d362e15059
nicht	w11_d362e15062
allein	w1_d362e15067
ab	w3_d362e15070
Officio	w5_d362e15073
&	w7_d362e15076
Salario	w9_d362e15079
caßiret,	w11_d362e15082
son	w13_d362e15086
dern	w1_d362e15092
auch	w3_d362e15095
zu	w5_d362e15098
allen	w7_d362e15101
ferneren	w9_d362e15104
Kaiserl.	w11_d362e15107
Kö	w13_d362e15111
nigl.	w1_d362e15116
Diensten	w3_d362e15119
unfähig	w5_d362e15122
erkläret	w7_d362e15125
worden.	w9_d362e15128
Welches	w1_d362e15133
demnach	w3_d362e15136
anderen	w5_d362e15139
Beamten	w7_d362e15142
zur	w9_d362e15145
War	w11_d362e15148
nung	w1_d362e15153
und	w3_d362e15156
Abscheu,	w5_d362e15159
dem	w7_d362e15162
Publico	w9_d362e15165
aber	w11_d362e15168
zur	w13_d362e15172
Nachricht,	w1_d362e15178
andurch	w3_d362e15181
bekannt	w5_d362e15184
gemacht	w7_d362e15187
wird.	w9_d362e15190
</p>
<head id="h2_d362e15199">
Lista	w1_d362e15203
deren	w3_d362e15206
Verstorbenen	w5_d362e15209
zu	w7_d362e15212
Wien	w9_d362e15215
in	w1_d362e15220
und	w3_d362e15223
vor	w5_d362e15226
der	w7_d362e15229
Stadt.	w9_d362e15232
Den	w1_d362e15237
29.	w3_d362e15240
Junii.	w5_d362e15243
Jn	w1_d362e15249
der	w3_d362e15252
Stadt.	w5_d362e15255
</head>
<list id="l4_d362e15258">
Hr.	w1_d362e15262
Joh.	w3_d362e15265
Eyb,	w5_d362e15268
K.	w7_d362e15271
K.	w9_d362e15274
Hof=kammer=buchhalt.	w11_d362e15277
ingros.	w13_d362e15281
im	w1_d362e15286
tief.	w3_d362e15289
H.	w5_d362e15292
am	w7_d362e15295
Hof,	w9_d362e15298
alt	w11_d362e15301
63.	w13_d362e15305
J.	w15_d362e15308
</list>
<head id="h2_d362e15315">
Vor	w1_d362e15319
der	w3_d362e15322
Stadt.	w5_d362e15325
</head>
<list id="l4_d362e15328">
Dem	w1_d362e15332
Thom.	w3_d362e15335
Sax,	w5_d362e15338
Burgerl.	w7_d362e15341
Strümpf=würk,	w9_d362e15344
s.	w11_d362e15347
W.	w13_d362e15351
Elisab.,	w1_d362e15356
beym	w3_d362e15359
Josephs=berg	w5_d362e15362
oberm	w7_d362e15365
Neust.,	w9_d362e15368
44.	w11_d362e15371
J.	w13_d362e15375
Dem	w1_d362e15380
Ant.	w3_d362e15383
Hundsbiller,	w5_d362e15386
Burgerl.	w7_d362e15389
Kuchel=gart.,	w9_d362e15392
S.	w1_d362e15398
Math.,	w3_d362e15401
in	w5_d362e15404
s.	w7_d362e15407
H.	w9_d362e15410
untern	w11_d362e15413
Weiß=gärb.,	w13_d362e15417
15.	w15_d362e15420
J.	w17_d362e15423
Dem	w1_d362e15428
Andre	w3_d362e15431
Sigmund,	w5_d362e15434
Stick.,	w7_d362e15437
s.	w9_d362e15440
T.	w11_d362e15443
Cathar.,	w13_d362e15447
in	w15_d362e15450
s.	w17_d362e15453
H.	w1_d362e15458
im	w3_d362e15461
Lerchenf.,	w5_d362e15464
alt	w7_d362e15467
22.	w9_d362e15470
J.	w11_d362e15473
Dem	w1_d362e15478
Mich.	w3_d362e15481
Liebhaber,	w5_d362e15484
Schleif.,	w7_d362e15487
s.	w9_d362e15490
W.	w11_d362e15493
Susan.,	w13_d362e15497
bey	w15_d362e15500
dem	w1_d362e15506
gold.	w3_d362e15509
Adl.	w5_d362e15512
am	w7_d362e15515
Neustift,	w9_d362e15518
alt	w11_d362e15521
51.	w13_d362e15525
J.	w15_d362e15528
Heinr.	w1_d362e15533
Klein,	w3_d362e15536
Schuh=mach.,	w5_d362e15539
beym	w7_d362e15542
gold.	w9_d362e15545
Bech.	w11_d362e15548
am	w13_d362e15552
Spitalberg,	w1_d362e15557
alt	w3_d362e15560
50.	w5_d362e15563
J.	w7_d362e15566
Dem	w1_d362e15571
Jgnatz	w3_d362e15574
Müller,	w5_d362e15577
Kram.,	w7_d362e15580
s.	w9_d362e15583
K.	w11_d362e15586
Victoria,	w13_d362e15590
beym	w15_d362e15593
rot.	w1_d362e15599
Löw.	w3_d362e15602
im	w5_d362e15605
Liechtenth.,	w7_d362e15608
alt	w9_d362e15611
9.	w11_d362e15614
J.	w13_d362e15618
Eva	w1_d362e15623
Rostin,	w3_d362e15626
Wittwe,	w5_d362e15629
beym	w7_d362e15632
bl.	w9_d362e15635
Einhorn	w11_d362e15638
am	w13_d362e15642
Neu	w15_d362e15645
stift,	w1_d362e15650
alt	w3_d362e15653
83.	w5_d362e15656
J.	w7_d362e15659
Mich.	w1_d362e15664
Gnedel,	w3_d362e15667
Tag=löhn.,	w5_d362e15670
im	w7_d362e15673
Strudel=hof,	w9_d362e15676
74.	w11_d362e15679
J.	w13_d362e15683
</list>
<head id="h2_d362e15690">
Summa	w1_d362e15694
9.	w3_d362e15697
Person.	w5_d362e15700
/	w7_d362e15703
darunter	w9_d362e15706
1.	w11_d362e15709
Kind.	w13_d362e15713
Den	w1_d362e15718
30.	w3_d362e15721
Junii.	w5_d362e15724
Jn	w1_d362e15729
der	w3_d362e15732
Stadt	w5_d362e15735
</head>
<list id="l4_d362e15738">
Der	w1_d362e15742
Wol=edle	w3_d362e15745
Hr.	w5_d362e15748
Joh.	w7_d362e15751
Götz,	w9_d362e15754
Hof=befr.	w11_d362e15757
gold=arb.,	w13_d362e15761
und	w1_d362e15766
Jubel.,	w3_d362e15769
im	w5_d362e15772
Unter	w7_d362e15775
cammeris.	w9_d362e15778
H.	w11_d362e15781
am	w13_d362e15785
Graben,	w15_d362e15788
alt	w1_d362e15793
56.	w3_d362e15796
J.	w5_d362e15799
Dem	w1_d362e15805
Wol=edlen	w3_d362e15808
Hrn.	w5_d362e15811
Andre	w7_d362e15814
Hemmer,	w9_d362e15817
Hofbanco	w11_d362e15820
deput.=protocol.,	w1_d362e15825
s.	w3_d362e15828
Fr.	w5_d362e15831
Elisab.,	w7_d362e15834
im	w9_d362e15837
Banco=H.,	w11_d362e15840
alt	w1_d362e15845
31.	w3_d362e15848
J.	w5_d362e15851
Jos.	w1_d362e15856
König,	w3_d362e15859
Lack.,	w5_d362e15862
beym	w7_d362e15865
rot.	w9_d362e15868
Krebs.	w11_d362e15871
am	w13_d362e15875
alt.	w15_d362e15878
Kien	w17_d362e15881
markt,	w1_d362e15887
alt	w3_d362e15890
38.	w5_d362e15893
J.	w7_d362e15896
Georg	w1_d362e15901
Magaschitz,	w3_d362e15904
Haus=kn.,	w5_d362e15907
bey	w7_d362e15910
der	w9_d362e15913
gros.	w11_d362e15916
Bet	w13_d362e15920
am	w15_d362e15923
Kohl=markt,	w1_d362e15928
alt	w3_d362e15931
35.	w5_d362e15934
J.	w7_d362e15937
Dem	w1_d362e15942
Sebast.	w3_d362e15945
Schleicher,	w5_d362e15948
Brod=sitz.,	w7_d362e15951
s.	w9_d362e15954
K.	w11_d362e15957
Joh.,	w13_d362e15961
im	w15_d362e15964
Stopperis.	w1_d362e15970
H.	w3_d362e15973
in	w5_d362e15976
der	w7_d362e15979
Kärntnerstr.,	w9_d362e15982
alt	w11_d362e15985
8.	w13_d362e15989
J.	w15_d362e15992
</list>
<head id="h2_d362e15999">
Vor	w1_d362e16003
der	w3_d362e16006
Stadt.	w5_d362e16009
</head>
<list id="l4_d362e16012">
Dem	w1_d362e16016
Thom.	w3_d362e16019
Mayr,	w5_d362e16022
Burgern,	w7_d362e16025
s.	w9_d362e16028
W.	w11_d362e16031
Christina,	w13_d362e16035
im	w15_d362e16038
Sautis.	w1_d362e16043
H.	w3_d362e16046
auf	w5_d362e16049
der	w7_d362e16052
Wied.,	w9_d362e16055
alt	w11_d362e16058
80.	w13_d362e16062
J.	w15_d362e16065
Dem	w1_d362e16070
Andre	w3_d362e16073
Kiritz,	w5_d362e16076
K.	w7_d362e16079
K.	w9_d362e16082
Trab.,	w11_d362e16085
s.	w13_d362e16089
K.	w15_d362e16092
Theres.,	w17_d362e16095
bey	w19_d362e16098
der	w1_d362e16104
Rundel.	w3_d362e16107
bey	w5_d362e16110
St.	w7_d362e16113
Ulrich,	w9_d362e16116
alt	w11_d362e16119
2.	w13_d362e16123
J.	w15_d362e16126
Georg	w1_d362e16131
Zotter,	w3_d362e16134
Heyduck,	w5_d362e16137
beym	w7_d362e16140
Englis.	w9_d362e16143
Gruß	w11_d362e16146
in	w13_d362e16150
der	w15_d362e16153
Leopoldst.,	w1_d362e16158
alt	w3_d362e16161
70.	w5_d362e16164
J.	w7_d362e16167
Dem	w1_d362e16172
Jos.	w3_d362e16175
Lang,	w5_d362e16178
Vieh=mayrn,	w7_d362e16181
s.	w9_d362e16184
W.	w11_d362e16187
Barb.,	w13_d362e16191
in	w15_d362e16194
dem	w17_d362e16197
Metsisch.	w1_d362e16203
H.	w3_d362e16206
in	w5_d362e16209
der	w7_d362e16212
Leopoldst.,	w9_d362e16215
alt	w11_d362e16218
42.	w13_d362e16222
J.	w15_d362e16225
Dem	w1_d362e16230
Heinr.	w3_d362e16233
Purkhuber,	w5_d362e16236
Geig.,	w7_d362e16239
s.	w9_d362e16242
W.	w11_d362e16245
Barb,	w13_d362e16249
beyn	w15_d362e16252
3.	w1_d362e16257
Hack.	w3_d362e16260
bey	w5_d362e16263
Maria=hülf,	w7_d362e16266
alt	w9_d362e16269
34.	w11_d362e16272
J.	w13_d362e16276
Dem	w1_d362e16281
Joh.	w3_d362e16284
Grubmüllner,	w5_d362e16287
Tag=löhn.,	w7_d362e16290
s.	w9_d362e16293
W.L	w11_d362e16296
beym	w1_d362e16302
weis.	w3_d362e16305
Lämmel	w5_d362e16308
ausser	w7_d362e16311
der	w9_d362e16314
Rossau,	w11_d362e16317
55.	w13_d362e16321
J.	w15_d362e16324
Dem	w1_d362e16329
Franz	w3_d362e16332
Stolzenthaller,	w5_d362e16335
Tag=löhn.,	w7_d362e16338
s.	w9_d362e16341
W.	w11_d362e16344
Elis.,	w13_d362e16348
beyn	w1_d362e16353
2.	w3_d362e16356
Läm	w5_d362e16359
am	w7_d362e16362
Neustift,	w9_d362e16365
alt	w11_d362e16368
46.	w13_d362e16372
J.	w15_d362e16375
</list>
<head id="h2_d362e16382">
Summa	w1_d362e16386
12.	w3_d362e16389
Person.	w5_d362e16392
/	w7_d362e16395
darunter	w9_d362e16398
2.	w11_d362e16401
Kind.	w13_d362e16405
Den	w1_d362e16410
1.	w3_d362e16413
Julii.	w5_d362e16416
Jn	w1_d362e16421
der	w3_d362e16424
Stadt.	w5_d362e16427
</head>
<list id="l4_d362e16430">
Dem	w1_d362e16434
Barthl.	w3_d362e16437
Eder,	w5_d362e16440
Kutsch.,	w7_d362e16443
s.	w9_d362e16446
K.	w11_d362e16449
Barthl.,	w13_d362e16453
im	w15_d362e16456
alt.	w17_d362e16459
Passauer=hof,	w1_d362e16464
alt	w3_d362e16467
2.	w5_d362e16470
J.	w7_d362e16473
Steph.	w1_d362e16478
Huber,	w3_d362e16481
Maurer,	w5_d362e16484
im	w7_d362e16487
Weberis.	w9_d362e16490
H.	w11_d362e16493
am	w13_d362e16497
Grab.	w15_d362e16500
alt	w1_d362e16506
66.	w3_d362e16509
J.	w5_d362e16512
</list>
<head id="h2_d362e16519">
Vor	w1_d362e16523
der	w3_d362e16526
Stadt.	w5_d362e16529
</head>
<list id="l4_d362e16532">
Der	w1_d362e16536
Fr.	w3_d362e16539
Elisab.	w5_d362e16542
Kütlerin,	w7_d362e16545
Burgerl.	w9_d362e16548
Wittwe,	w11_d362e16551
ihr	w13_d362e16555
K.	w1_d362e16560
Niclas,	w3_d362e16563
beym	w5_d362e16566
grün.	w7_d362e16569
Kranz	w9_d362e16572
auf	w11_d362e16575
der	w13_d362e16579
Landstr.	w15_d362e16582
alt	w1_d362e16587
5.	w3_d362e16590
Math.	w1_d362e16596
Schmid,	w3_d362e16599
gew.	w5_d362e16602
Burgerl.	w7_d362e16605
Kuchel=gart.,	w9_d362e16608
im	w11_d362e16611
Hof=müllneris.	w1_d362e16616
H.	w3_d362e16619
in	w5_d362e16622
der	w7_d362e16625
Leopoldst.,	w9_d362e16628
alt	w11_d362e16631
47.	w13_d362e16635
Andre	w1_d362e16640
Geist,	w3_d362e16643
Groß=uhr=mach.,	w5_d362e16646
im	w7_d362e16649
Saileris.	w9_d362e16652
H.	w11_d362e16655
auf	w13_d362e16659
der	w1_d362e16664
Landstr.,	w3_d362e16667
alt	w5_d362e16670
43.	w7_d362e16673
Dem	w1_d362e16679
Math.	w3_d362e16682
Koller,	w5_d362e16685
Schuh=mach,	w7_d362e16688
s.	w9_d362e16691
W.	w11_d362e16694
Josepha,	w13_d362e16698
bey	w1_d362e16703
der	w3_d362e16706
gold.	w5_d362e16709
Schaal.	w7_d362e16712
am	w9_d362e16715
Spitalberg,	w11_d362e16718
42.	w13_d362e16722
J.	w15_d362e16725
Dem	w1_d362e16730
Jos.	w3_d362e16733
Zeller,	w5_d362e16736
Geig.,	w7_d362e16739
s.	w9_d362e16742
W.	w11_d362e16745
Ursula,	w13_d362e16749
beym	w15_d362e16752
gold.	w17_d362e16755
Hut	w1_d362e16760
am	w3_d362e16763
Neustift,	w5_d362e16766
alt	w7_d362e16769
33.	w9_d362e16772
J.	w11_d362e16775
Anna	w1_d362e16781
Obermayrin,	w3_d362e16784
Wittwe,	w5_d362e16787
beym	w7_d362e16790
schwarz.	w9_d362e16793
Aol.	w11_d362e16796
zu	w13_d362e16800
Erdberg,	w1_d362e16805
alt	w3_d362e16808
45.	w5_d362e16811
J.	w7_d362e16814
</list>
<head id="h2_d362e16822">
Summa	w1_d362e16826
8.	w3_d362e16829
Person:	w5_d362e16832
darunter	w7_d362e16835
2.	w9_d362e16838
Kind.	w11_d362e16841
Den	w1_d362e16846
2.	w3_d362e16849
Julii.	w5_d362e16852
Jn	w1_d362e16857
der	w3_d362e16860
Stadt.	w5_d362e16863
</head>
<list id="l4_d362e16866">
Der	w1_d362e16870
Wol=ehrw.	w3_d362e16873
P.	w5_d362e16876
Dionys.,	w7_d362e16879
Ord.	w9_d362e16882
Discale.	w11_d362e16885
St.	w13_d362e16889
Au	w15_d362e16892
gust.,	w1_d362e16897
im	w3_d362e16900
Kloster	w5_d362e16903
bey	w7_d362e16906
Maria=loreto,	w9_d362e16909
alt	w11_d362e16912
60.	w13_d362e16916
J.	w15_d362e16919
Eva	w1_d362e16924
Fromlin,	w3_d362e16927
led.,	w5_d362e16930
im	w7_d362e16933
Reichhardis.	w9_d362e16936
H.	w11_d362e16939
auf	w13_d362e16943
der	w15_d362e16946
Brand	w17_d362e16949
stadt,	w1_d362e16955
alt	w3_d362e16958
63.	w5_d362e16961
</list>
<head id="h2_d362e16968">
Vor	w1_d362e16972
der	w3_d362e16975
Stadt.	w5_d362e16978
</head>
<list id="l4_d362e16981">
Dem	w1_d362e16985
Wol=edel=geb.	w3_d362e16988
Hrn.	w5_d362e16991
Georg	w7_d362e16994
Pammer,	w9_d362e16997
Ober	w11_d362e17000
leuten.,	w1_d362e17005
und	w3_d362e17008
Regim.	w5_d362e17011
Quartier=meist.	w7_d362e17014
des	w9_d362e17017
Löblich.	w11_d362e17020
Odonelis.	w1_d362e17025
Küraßier=regim.,	w3_d362e17028
s.	w5_d362e17031
Fr.	w7_d362e17034
Eleon.,	w9_d362e17037
in	w11_d362e17040
ihrem	w13_d362e17044
H.	w1_d362e17050
an	w3_d362e17053
der	w5_d362e17056
Wien,	w7_d362e17059
alt	w9_d362e17062
39.	w11_d362e17065
J.	w13_d362e17069
Dem	w1_d362e17074
Greg.	w3_d362e17077
Arbinger,	w5_d362e17080
Burgerl.	w7_d362e17083
Wirt.,	w9_d362e17086
s.	w11_d362e17089
K.	w13_d362e17093
Jos./	w15_d362e17096
beym	w1_d362e17101
Hartsch.	w3_d362e17104
in	w5_d362e17107
der	w7_d362e17110
Leopoldst.,	w9_d362e17113
alt	w11_d362e17116
7.	w13_d362e17120
J.	w15_d362e17123
Dem	w1_d362e17128
Ant.	w3_d362e17131
Harter,	w5_d362e17134
Burgerl.	w7_d362e17137
Schuh=mach.,	w9_d362e17140
s.	w11_d362e17143
K.	w13_d362e17147
Josepha,	w1_d362e17153
beym	w3_d362e17156
gold.	w5_d362e17159
Lämmel	w7_d362e17162
in	w9_d362e17165
der	w11_d362e17168
Leopolöst.,	w13_d362e17172
alt	w1_d362e17177
3.	w3_d362e17180
J.	w5_d362e17183
Georg	w1_d362e17188
Launer,	w3_d362e17191
Buch=bind.,	w5_d362e17194
bey	w7_d362e17197
der	w9_d362e17200
gold.	w11_d362e17203
Schaat	w13_d362e17207
in	w1_d362e17212
der	w3_d362e17215
Josephst.,	w5_d362e17218
alt	w7_d362e17221
40.	w9_d362e17224
J.	w11_d362e17227
</list>
<head id="h2_d362e17318">
Auszug	w1_d362e17322
aus	w3_d362e17325
denen	w5_d362e17328
jüngsten	w7_d362e17331
Londner=briefen.	w1_d362e17336
</head>
<p id="p4_d362e17339">
Osthier	w1_d362e17343
hat	w3_d362e17346
man	w5_d362e17349
endlich	w7_d362e17352
eine	w9_d362e17355
Nachricht	w11_d362e17358
aus	w1_d362e17363
America	w3_d362e17366
erhalten,	w5_d362e17369
welcher	w7_d362e17372
man	w9_d362e17375
seit	w1_d362e17380
einer	w3_d362e17383
geraumen	w5_d362e17386
Zeit	w7_d362e17389
mit	w9_d362e17392
Verlangen	w11_d362e17395
ent	w13_d362e17399
gegen	w1_d362e17405
gesehen.	w3_d362e17408
Es	w5_d362e17411
seynd	w7_d362e17414
nämlich	w9_d362e17417
am	w11_d362e17420
13.	w13_d362e17424
Monats	w1_d362e17429
Junii	w3_d362e17432
der	w5_d362e17435
Obriste	w7_d362e17438
Claverling	w9_d362e17441
und	w11_d362e17444
der	w1_d362e17449
Capitain	w3_d362e17452
Leslie	w5_d362e17455
mit	w7_d362e17458
Depeschen	w9_d362e17461
von	w11_d362e17464
dem	w13_d362e17468
General	w1_d362e17473
Barrington	w3_d362e17476
und	w5_d362e17479
dem	w7_d362e17482
Chef	w9_d362e17485
d'Esca	w11_d362e17488
dre	w1_d362e17494
Moore	w3_d362e17497
angelanget,	w5_d362e17500
welche	w7_d362e17503
dem	w9_d362e17506
Hof	w11_d362e17509
die	w13_d362e17513
Conquetirung	w1_d362e17518
der	w3_d362e17521
ganzen	w5_d362e17524
Jnsul	w7_d362e17527
Guadalou	w9_d362e17530
pe	w1_d362e17535
angekündet.	w3_d362e17538
Diese	w5_d362e17541
Nachricht	w7_d362e17544
hat	w9_d362e17547
der	w11_d362e17550
Hof	w1_d362e17555
für	w3_d362e17558
so	w5_d362e17561
wichtig	w7_d362e17564
angesehen,	w9_d362e17567
daß	w11_d362e17570
sie	w13_d362e17574
so	w15_d362e17577
fort	w1_d362e17583
auch	w3_d362e17586
dem	w5_d362e17589
Publico	w7_d362e17592
durch	w9_d362e17595
eine	w11_d362e17598
ausseror	w13_d362e17602
dentliche	w1_d362e17607
Zeitung	w3_d362e17610
kund	w5_d362e17613
gemacht	w7_d362e17616
worden,	w9_d362e17619
wor	w11_d362e17622
aus	w1_d362e17627
unter	w3_d362e17630
anderen	w5_d362e17633
zu	w7_d362e17636
ersehen,	w9_d362e17639
daß	w11_d362e17642
seit	w13_d362e17646
dem	w1_d362e17651
Anfang	w3_d362e17654
des	w5_d362e17657
Monats	w7_d362e17660
Martii	w9_d362e17663
bis	w11_d362e17666
zum	w13_d362e17670
1.	w1_d362e17676
May,	w3_d362e17679
da	w5_d362e17682
endlich	w7_d362e17685
der	w9_d362e17688
Gouverneur	w11_d362e17691
und	w13_d362e17695
die	w15_d362e17698
Einwohnere	w1_d362e17703
der	w3_d362e17706
Jnsul	w5_d362e17709
capitulirten,	w7_d362e17712
unsere	w9_d362e17715
Trupen	w1_d362e17720
unter	w3_d362e17723
Aufführung	w5_d362e17726
des	w7_d362e17729
Brigadiers	w9_d362e17732
Claverling	w1_d362e17737
und	w3_d362e17740
Crump	w5_d362e17743
mit	w7_d362e17746
Angreiffung	w9_d362e17749
derer	w1_d362e17755
Plätze,	w3_d362e17758
Forts,	w5_d362e17761
und	w7_d362e17764
zahlreichen	w9_d362e17767
Ver	w11_d362e17770
schanzungen	w1_d362e17775
und	w3_d362e17778
Festungs=werkern,	w5_d362e17781
so	w7_d362e17784
die	w9_d362e17787
Franzosen	w1_d362e17792
besetzt	w3_d362e17795
hielten,	w5_d362e17798
beschäftiget	w7_d362e17801
gewe	w9_d362e17804
sen.	w1_d362e17809
Aus	w3_d362e17812
der	w5_d362e17815
Capitulation	w7_d362e17818
selbst,	w9_d362e17821
welche	w11_d362e17824
sölschen	w1_d362e17830
ob=bemeldetem	w3_d362e17833
General	w5_d362e17836
und	w7_d362e17839
Chef	w9_d362e17842
Pescadre	w1_d362e17847
an	w3_d362e17850
einem,	w5_d362e17853
und	w7_d362e17856
dem	w9_d362e17859
Hrn.	w11_d362e17862
Dutreil,	w13_d362e17866
Gouberneur	w1_d362e17871
der	w3_d362e17874
Jnsul,	w5_d362e17877
und	w7_d362e17880
denen	w9_d362e17883
Einwoh	w11_d362e17886
neren	w1_d362e17891
derselben	w3_d362e17894
am	w5_d362e17897
andern	w7_d362e17900
Theile	w9_d362e17903
geschlos	w11_d362e17906
sen	w1_d362e17912
worden	w3_d362e17915
(und	w5_d362e17918
die	w7_d362e17921
wir,	w9_d362e17924
sobald	w11_d362e17927
es	w13_d362e17931
der	w15_d362e17934
Raum	w17_d362e17937
gestätten	w1_d362e17942
wird,	w3_d362e17945
mittheilen	w5_d362e17948
werden)	w7_d362e17951
ergibt	w9_d362e17954
sich,	w1_d362e17959
daß	w3_d362e17962
dem	w5_d362e17965
Gouverneur	w7_d362e17968
und	w9_d362e17971
denen	w11_d362e17974
Tru	w13_d362e17978
den	w1_d362e17983
alle	w3_d362e17986
Kriegs=ehren	w5_d362e17989
und	w7_d362e17992
denen	w9_d362e17995
Einwoh	w11_d362e17998
neren	w1_d362e18004
der	w3_d362e18007
völlige	w5_d362e18010
Genuß	w7_d362e18013
ihrer	w9_d362e18016
Freyheit,	w11_d362e18019
ih	w13_d362e18023
ter	w1_d362e18028
Besitzungen	w3_d362e18031
und	w5_d362e18034
ihrer	w7_d362e18037
Religion	w9_d362e18040
zuge	w11_d362e18043
standen	w1_d362e18048
worden,	w3_d362e18051
die	w5_d362e18054
Trupen	w7_d362e18057
aber	w9_d362e18060
nach	w11_d362e18063
Mar	w13_d362e18067
tinique	w1_d362e18072
transportiret	w3_d362e18075
werden	w5_d362e18078
sollen.	w7_d362e18081
Wäre	w9_d362e18084
</p>
<p id="p6_d362e18087">
diese	w1_d362e18091
Capitulation	w3_d362e18094
nur	w5_d362e18097
eine	w7_d362e18100
kleine	w9_d362e18103
Zeit	w11_d362e18106
spä	w13_d362e18110
ter	w1_d362e18115
unterzeichnet	w3_d362e18118
worden,	w5_d362e18121
so	w7_d362e18124
würden	w9_d362e18127
die	w11_d362e18130
Fran	w13_d362e18134
zosen	w1_d362e18139
einen	w3_d362e18142
Succurs	w5_d362e18145
erhalten	w7_d362e18148
haben,	w9_d362e18151
ge	w11_d362e18154
stalten	w1_d362e18160
nur	w3_d362e18163
eine	w5_d362e18166
Stunde	w7_d362e18169
nach	w9_d362e18172
deren	w11_d362e18175
Erfolg	w13_d362e18179
ein	w1_d362e18184
Expresser	w3_d362e18187
im	w5_d362e18190
Französischen	w7_d362e18193
Lager	w9_d362e18196
mit	w11_d362e18199
der	w1_d362e18204
Nachricht	w3_d362e18207
angekommen,	w5_d362e18210
daß	w7_d362e18213
würklich	w9_d362e18216
ein	w11_d362e18219
Succurs	w1_d362e18224
von	w3_d362e18227
600.	w5_d362e18230
Mann	w7_d362e18233
regulirter	w9_d362e18236
Trupen,	w11_d362e18239
und	w1_d362e18245
2000.	w3_d362e18248
Boucaniers	w5_d362e18251
mit	w7_d362e18254
Gewehr	w9_d362e18257
für	w11_d362e18260
2000.	w1_d362e18265
Mann,	w3_d362e18268
Artillerie,	w5_d362e18271
und	w7_d362e18274
Munitionen	w9_d362e18277
unter	w1_d362e18282
dem	w3_d362e18285
Commando	w5_d362e18288
des	w7_d362e18291
Hrn.	w9_d362e18294
von	w11_d362e18297
Beau	w13_d362e18301
harnois	w1_d362e18306
unter	w3_d362e18309
Bedeckung	w5_d362e18312
der	w7_d362e18315
Escadre	w9_d362e18318
des	w11_d362e18321
Hrn.	w1_d362e18327
von	w3_d362e18330
Bompart	w5_d362e18333
zu	w7_d362e18336
St.	w9_d362e18339
Anna	w11_d362e18342
aus	w13_d362e18346
Land	w15_d362e18349
gestiegen	w1_d362e18354
seyen;	w3_d362e18357
welche	w5_d362e18360
aber,	w7_d362e18363
nachdeme	w9_d362e18366
die	w11_d362e18369
Capitulation	w1_d362e18374
bereits	w3_d362e18377
geschlossen	w5_d362e18380
ware,	w7_d362e18383
sich	w9_d362e18386
