<doc id="edoc_wd_1779-05-22" attrs="word" year="1779" month="05" day="22" corpus="1">
<head id="hl1">
Paris	w6
<g/>
.
anzusetzen	w14917
<g/>
.
Daber	w14919
werden	w14920
all	w14921
jene	w14922
<g/>
,
welche	w14924
sowohl	w14925
an	w14926
des	w14927
Simon	w14928
Treyer	w14929
<g/>
,
als	w14931
des	w14932
Paul	w14933
</p>
<p id="p161">
Jennahueber	w14934
sel	w14935
<g/>
.
geringen	w14937
Verlassenschaften	w14938
<g/>
,
entweder	w14940
als	w14941
Erben	w14942
<g/>
,
oder	w14944
auch	w14945
als	w14946
Gläubigere	w14947
eine	w14948
Foderung	w14949
haben	w14950
<g/>
,
an	w14952
obbemeldten	w14953
Tag	w14954
früh	w14955
um	w14956
9	w14957
Uhr	w14958
für	w14959
den	w14960
Stift	w14961
Schottischen	w14962
Grund=buch	w14963
<g/>
=
sich	w14965
alsogewiß	w14966
zu	w14967
melden	w14968
und	w14969
zu	w14970
legitimi=ren	w14971
<g/>
=
haben	w14973
<g/>
,
wie	w14975
im	w14976
widrigen	w14977
dieselbe	w14978
nicht	w14979
mehr	w14980
gehört	w14981
<g/>
,
sondern	w14983
die	w14984
in	w14985
deposito	w14986
befindliche	w14987
Ver=lassenschaftsgelder	w14988
<g/>
=
für	w14990
beyder	w14991
verstorbenen	w14992
ar=me	w14993
<g/>
=
Seelen	w14995
auf	w14996
heilige	w14997
Messen	w14998
verwendet	w14999
wer=den	w15000
<g/>
=
wurden	w15002
<g/>
.
</p>
<p id="p162">
Von	w15004
der	w15005
röm	w15006
<g/>
.
k	w15008
<g/>
.
k	w15010
<g/>
.
Majestät	w15012
ni	w15013
<g/>
.
öst	w15015
<g/>
.
Land=recht	w15017
<g/>
=
wegen	w15019
<g/>
,
wird	w15021
all	w15022
und	w15023
jeden	w15024
<g/>
,
so	w15026
an	w15027
weil	w15028
<g/>
.
Rupert	w15030
Ernest	w15031
Janke	w15032
sel	w15033
<g/>
.
gewesten	w15035
Verwalter	w15036
der	w15037
vormalig	w15038
k	w15039
<g/>
.
k	w15041
<g/>
.
Savoyischen	w15043
Akademie	w15044
Ver=lassenschaft	w15045
<g/>
=
Schuldenhalber	w15047
einige	w15048
Sprüche	w15049
und	w15050
Foderungen	w15051
haben	w15052
<g/>
,
oder	w15054
zu	w15055
haben	w15056
vermeinen	w15057
<g/>
,
hiemit	w15059
kund	w15060
und	w15061
zu	w15062
wissen	w15063
gemacht	w15064
<g/>
:
welcher=gestalten	w15066
<g/>
=
über	w15068
Absterben	w15069
des	w15070
obbenannten	w15071
Ru=pert	w15072
<g/>
=
Ernest	w15074
Janke	w15075
sel	w15076
<g/>
.
auf	w15078
Anlangen	w15079
des	w15080
Franz	w15081
Hermann	w15082
tutorio	w15083
nom	w15084
<g/>
.
der	w15086
minderjährigen	w15087
Jo=sepha	w15088
<g/>
=
Jankin	w15090
zur	w15091
Ausfindigmachung	w15092
des	w15093
etwa	w15094
vorhandenen	w15095
Æris	w15096
alieni	w15097
eine	w15098
peremptorie	w15099
klau=sulirte	w15100
<g/>
=
Convocations	w15102
<g/>
=
und	w15104
Liquidationstagsa=tzung	w15105
<g/>
=
auf	w15107
den	w15108
18	w15109
<g/>
.
Juni	w15111
d	w15112
<g/>
.
J	w15114
<g/>
.
Nachmittag	w15116
um	w15117
4	w15118
<g/>
.
Uhr	w15120
bey	w15121
der	w15122
sub	w15123
præsidio	w15124
des	w15125
Herrn	w15126
Baron	w15127
von	w15128
Dillherr	w15129
in	w15130
dessen	w15131
im	w15132
Baron	w15133
Pechmans=schen	w15134
<g/>
=
Haus	w15136
dem	w15137
grossen	w15138
Waaghaus	w15139
gegenüber	w15140
im	w15141
2ten	w15142
Stock	w15143
habenden	w15144
Wohnung	w15145
angeordne=ten	w15146
<g/>
=
Waisenabhandlungskommißion	w15148
zu	w15149
erschei=nen	w15150
<g/>
=
pro	w15152
1mo	w15153
2do	w15154
3tio	w15155
ac	w15156
ultino	w15157
Termino	w15158
bestimmt	w15159
worden	w15160
sey	w15161
<g/>
.
Solchemnach	w15163
werden	w15164
all	w15165
und	w15166
jede	w15167
Jntereßirte	w15168
<g/>
,
so	w15170
an	w15171
des	w15172
obbenannten	w15173
Rupert	w15174
Ernest	w15175
Janke	w15176
<g/>
,
Verwalter	w15178
in	w15179
der	w15180
vor=hin	w15181
<g/>
=
k	w15183
<g/>
.
k	w15185
<g/>
.
Savoyischen	w15187
Akademie	w15188
sel	w15189
<g/>
.
Verlassen=schaft	w15191
<g/>
=
Sprüche	w15193
und	w15194
Foderungen	w15195
haben	w15196
<g/>
,
oder	w15198
zu	w15199
haben	w15200
vermeinen	w15201
<g/>
,
an	w15203
obgedachten	w15204
Tag	w15205
<g/>
,
Stund	w15207
und	w15208
Ort	w15209
persönlich	w15210
<g/>
,
oder	w15212
durch	w15213
genüg=sam	w15214
<g/>
=
Bevollmächtigte	w15216
alsogewiß	w15217
wohlinstruirter	w15218
erscheinen	w15219
<g/>
,
ihre	w15221
habende	w15222
Sprüche	w15223
anmelden	w15224
<g/>
,
und	w15226
zugleich	w15227
der	w15228
Ordnung	w15229
nach	w15230
behörig	w15231
liqui=diren	w15232
<g/>
=
<g/>
,
wie	w15235
im	w15236
widrigen	w15237
von	w15238
den	w15239
Anwesenden	w15240
<g/>
,
und	w15242
dem	w15243
Jankischen	w15244
Gerhaben	w15245
Franz	w15246
Hermann	w15247
die	w15248
Nothdurften	w15249
vernommen	w15250
<g/>
,
hierüber	w15252
ex	w15253
offi-cio	w15254
<g/>
-
relationiret	w15256
nach	w15257
vorhandenen	w15258
Umständen	w15259
<g/>
,
und	w15261
nach	w15262
Befund	w15263
der	w15264
Sache	w15265
die	w15266
Verlassen=schaftsmassa	w15267
<g/>
=
<g/>
,
oder	w15270
den	w15271
Creditoribus	w15272
addiciret	w15273
<g/>
,
oder	w15275
der	w15276
instituirten	w15277
Universalerbin	w15278
Gerhaben	w15279
gerichtl	w15280
<g/>
.
cum	w15282
comodo	w15283
&	w15284
onere	w15285
eingeantwor=tet	w15286
<g/>
=
<g/>
,
den	w15289
Ausbleibenden	w15290
aber	w15291
<g/>
,
das	w15293
ewige	w15294
Still=schweigen	w15295
<g/>
=
auferlegt	w15297
werden	w15298
soll	w15299
<g/>
.
</p>
<p id="p163">
Wir	w15301
Friderich	w15302
Jgnaz	w15303
Maurer	w15304
<g/>
,
Jhrer	w15306
k	w15307
<g/>
.
k	w15309
<g/>
.
apost	w15311
<g/>
.
Majestät	w15313
Stadt	w15314
<g/>
=
und	w15316
Landrichter	w15317
in	w15318
der	w15319
Haupt	w15320
<g/>
=
und	w15322
Residenzstadt	w15323
Wien	w15324
<g/>
,
dann	w15326
die	w15327
ge=sammte	w15328
<g/>
=
Beysitzer	w15330
des	w15331
k	w15332
<g/>
.
k	w15334
<g/>
.
Stadt	w15336
<g/>
=
und	w15338
Land=gerichts	w15339
<g/>
=
alda	w15341
<g/>
,
thun	w15343
Kraft	w15344
gegenwärtigen	w15345
Edikts	w15346
allen	w15347
und	w15348
jeden	w15349
<g/>
,
so	w15351
daran	w15352
gelegen	w15353
<g/>
,
zu	w15355
wissen	w15356
<g/>
:
Wasgestalten	w15358
der	w15359
Dominikus	w15360
Zallinger	w15361
<g/>
,
bur	w15363
<g/>
=
</p>
<p id="p164">
gerl	w15365
<g/>
.
Handelsmann	w15367
alhier	w15368
<g/>
,
wegen	w15370
aufhaben=den	w15371
<g/>
=
Schulden	w15373
Cessionem	w15374
bonorum	w15375
angemel=det	w15376
<g/>
=
<g/>
,
dahero	w15379
dann	w15380
die	w15381
Nothwendigkeit	w15382
erfo=dert	w15383
<g/>
=
<g/>
,
ein	w15386
in	w15387
dergleichen	w15388
Fällen	w15389
gewohnl	w15390
<g/>
.
Ein=berufung	w15392
<g/>
=
der	w15394
sämtlich	w15395
diesfällig	w15396
sowohl	w15397
in	w15398
als	w15399
etwa	w15400
ausser	w15401
Landes	w15402
befindlichen	w15403
Creditspartheyen	w15404
anzuordnen	w15405
<g/>
,
um	w15407
damit	w15408
die	w15409
behörige	w15410
Abhandlung	w15411
vorgekehret	w15412
werden	w15413
möge	w15414
<g/>
.
Solchemnach	w15416
wird	w15417
hiemit	w15418
all	w15419
und	w15420
jeden	w15421
des	w15422
gedachten	w15423
Zallinger	w15424
Gläubigern	w15425
zur	w15426
Anmeldung	w15427
ihrer	w15428
habenden	w15429
An=foderungen	w15430
<g/>
=
eine	w15432
Tagsatzung	w15433
pro	w15434
Termino	w15435
1mo	w15436
<g/>
,
2do	w15438
&	w15439
3tio	w15440
perempt	w15441
<g/>
.
auf	w15443
den	w15444
23	w15445
<g/>
.
Juni	w15447
d	w15448
<g/>
.
J	w15450
<g/>
.
fruh	w15452
um	w15453
8	w15454
Uhr	w15455
auf	w15456
dem	w15457
k	w15458
<g/>
.
k	w15460
<g/>
.
Stadt	w15462
<g/>
=
und	w15464
Land=gericht	w15465
<g/>
=
<g/>
,
entweders	w15468
persönlich	w15469
<g/>
,
oder	w15471
durch	w15472
genug=sam	w15473
<g/>
=
Bevollmächtigte	w15475
<g/>
,
alsogewiß	w15477
zu	w15478
erscheinen	w15479
bestimmet	w15480
<g/>
,
wie	w15482
im	w15483
widrigen	w15484
die	w15485
ausbleibende	w15486
und	w15487
sich	w15488
in	w15489
bestimter	w15490
Zeit	w15491
nicht	w15492
anmeldende	w15493
Gläubi=ger	w15494
<g/>
=
mit	w15496
ihren	w15497
Anfoderungen	w15498
nicht	w15499
mehr	w15500
ange=höret	w15501
<g/>
=
<g/>
,
sondern	w15504
von	w15505
des	w15506
wiederholten	w15507
Domini=kus	w15508
<g/>
=
Zallinger	w15510
vorhandener	w15511
Habschaft	w15512
und	w15513
Vermö=gen	w15514
<g/>
=
völlig	w15516
ausgeschlossen	w15517
seyn	w15518
<g/>
,
auch	w15520
hieran	w15521
nicht	w15522
das	w15523
geringste	w15524
mehr	w15525
bey	w15526
ewigen	w15527
Stillschweigen	w15528
zu	w15529
fodern	w15530
haben	w15531
sollen	w15532
<g/>
.
</p>
<p id="p165">
Wir	w15534
Burgermeister	w15535
Richter	w15536
und	w15537
Rath	w15538
bey=der	w15539
<g/>
=
landesfl	w15541
<g/>
.
Städte	w15543
Krems	w15544
und	w15545
Stein	w15546
machen	w15547
hiemit	w15548
bekannt	w15549
<g/>
:
wasmassen	w15551
Jakob	w15552
Reichhard	w15553
Lanzenfeld	w15554
<g/>
,
burgl	w15556
<g/>
.
Handelsmann	w15558
in	w15559
Krems	w15560
<g/>
,
letzthin	w15562
verstorben	w15563
<g/>
,
und	w15565
<g/>
,
da	w15567
die	w15568
Wittib	w15569
als	w15570
mittels	w15571
Testaments	w15572
benennte	w15573
Universalerbin	w15574
sich	w15575
unterm	w15576
4	w15577
<g/>
.
dies	w15579
durch	w15580
schriftliche	w15581
Vorstellung	w15582
dahin	w15583
geäussert	w15584
hat	w15585
<g/>
,
daß	w15587
sie	w15588
ihres	w15589
Befunds	w15590
die	w15591
Verlassenschaft	w15592
zu	w15593
Tilgung	w15594
der	w15595
Schulden	w15596
nicht	w15597
für	w15598
hinreichend	w15599
halte	w15600
<g/>
,
und	w15602
sich	w15603
daher	w15604
der	w15605
zu=gedachten	w15606
<g/>
=
Erbschaft	w15608
allerdings	w15609
begebe	w15610
<g/>
,
es	w15612
nun=mehr	w15613
<g/>
=
die	w15615
Nothdurft	w15616
erfodere	w15617
<g/>
,
womit	w15619
sämtlich	w15620
so	w15621
in	w15622
als	w15623
ausländische	w15624
Jakob	w15625
Reichhard	w15626
Lan=zenfeldische	w15627
<g/>
=
Verlassenschafts	w15629
<g/>
=
Creditores	w15631
vorgela=den	w15632
<g/>
=
<g/>
,
und	w15635
einberuffen	w15636
werden	w15637
<g/>
;
zu	w15639
welchem	w15640
En=de	w15641
<g/>
=
dann	w15643
der	w15644
23	w15645
<g/>
.
Juni	w15647
d	w15648
<g/>
.
J	w15650
<g/>
.
zur	w15652
allendlichen	w15653
Frist	w15654
bestimmt	w15655
worden	w15656
ist	w15657
<g/>
.
Solchemnach	w15659
wer=den	w15660
<g/>
=
all	w15662
und	w15663
jede	w15664
<g/>
,
welche	w15666
an	w15667
besagt	w15668
Lanzenfel=dische	w15669
<g/>
=
Verlassenschaft	w15671
einige	w15672
Sprüche	w15673
<g/>
,
oder	w15675
Fo=derungen	w15676
<g/>
=
haben	w15678
<g/>
,
oder	w15680
zu	w15681
haben	w15682
vermeinen	w15683
<g/>
,
an	w15685
obbestimmten	w15686
Tag	w15687
früh	w15688
um	w15689
9	w15690
Uhr	w15691
auf	w15692
der	w15693
Stadt	w15694
Krems	w15695
Rathhaus	w15696
vor	w15697
den	w15698
in	w15699
Sachen	w15700
verordneten	w15701
Kommissarien	w15702
Herrn	w15703
Leopold	w15704
Jg=natz	w15705
<g/>
=
Schaddron	w15707
<g/>
,
und	w15709
Herrn	w15710
Martin	w15711
Schmid	w15712
<g/>
,
beyde	w15714
des	w15715
innern	w15716
Raths	w15717
<g/>
,
alsogewiß	w15719
selbst	w15720
per=sönlich	w15721
<g/>
=
oder	w15723
durch	w15724
einen	w15725
hiezu	w15726
hinlänglich	w15727
ver=sehenen	w15728
<g/>
=
Gewaltträger	w15730
zu	w15731
erscheinen	w15732
<g/>
,
ihre	w15734
Fode=rungen	w15735
<g/>
=
anzumelden	w15737
<g/>
,
und	w15739
behörig	w15740
zu	w15741
liquidi=ren	w15742
<g/>
=
haben	w15744
<g/>
,
wie	w15746
im	w15747
widrigen	w15748
auf	w15749
die	w15750
ausblei=bende	w15751
<g/>
=
<g/>
,
oder	w15754
nicht	w15755
behörig	w15756
liquidirende	w15757
kein	w15758
Be=dacht	w15759
<g/>
=
genommen	w15761
<g/>
,
sondern	w15763
dieselbe	w15764
von	w15765
der	w15766
Lan=zenfeldischen	w15767
<g/>
=
Verlassenschaft	w15769
gänzlich	w15770
ausgeschlos=sen	w15771
<g/>
=
<g/>
,
auch	w15774
ihnen	w15775
das	w15776
ewige	w15777
Stillschweigen	w15778
auf=erlegt	w15779
<g/>
=
<g/>
,
somit	w15782
was	w15783
Rechtens	w15784
ist	w15785
<g/>
,
ex	w15787
officio	w15788
für=gekehret	w15789
<g/>
=
werden	w15791
soll	w15792
<g/>
.
</p>
<p id="p166">
Von	w15794
des	w15795
k	w15796
<g/>
.
k	w15798
<g/>
.
ni	w15800
<g/>
.
öst	w15802
<g/>
.
Merkantil	w15804
<g/>
=
und	w15806
Wech=selgerichts	w15807
<g/>
=
wegen	w15809
jedermänniglich	w15810
hiemit	w15811
anzu=fügen	w15812
<g/>
=
<g/>
:
bey	w15815
diesem	w15816
k	w15817
<g/>
.
k	w15819
<g/>
.
ni	w15821
<g/>
.
öst	w15823
<g/>
.
Merkantil	w15825
<g/>
=
und	w15827
Wechselgericht	w15828
haben	w15829
Johann	w15830
Georg	w15831
Dattl	w15832
<g/>
,
und	w15834
Karl	w15835
Joseph	w15836
May	w15837
mit	w15838
mehreren	w15839
gehor=samst	w15840
<g/>
=
vorgestellt	w15842
<g/>
,
wie	w15844
daß	w15845
sie	w15846
dem	w15847
Jakob	w15848
Op=penheimber	w15849
<g/>
=
auf	w15851
einen	w15852
von	w15853
ihnen	w15854
sub	w15855
Dato	w15856
Wien	w15857
den	w15858
1	w15859
<g/>
.
Oktob	w15861
<g/>
.
1778	w15863
<g/>
.
3	w15865
Monat	w15866
nach	w15867
obigen	w15868
Dato	w15869
einer	w15870
für	w15871
beede	w15872
<g/>
,
und	w15874
beede	w15875
für	w15876
einen	w15877
<g/>
,
und	w15879
ein	w15880
jeder	w15881
in	w15882
Solidum	w15883
an	w15884
die	w15885
ordre	w15886
Jakob	w15887
Oppenheimber	w15888
cum	w15889
agnitione	w15890
fori	w15891
Cambialis	w15892
auf	w15893
sie	w15894
selbsten	w15895
zahlbar	w15896
ausgestellten	w15897
Solawech=selbrief	w15898
<g/>
=
pr	w15900
<g/>
.
1400	w15902
fl	w15903
<g/>
.
schuldig	w15905
geworden	w15906
<g/>
,
welche	w15908
Summa	w15909
sie	w15910
auch	w15911
in	w15912
Verfallzeit	w15913
richtig	w15914
bezahlt	w15915
hätten	w15916
<g/>
,
da	w15918
aber	w15919
dieser	w15920
Wechselbrief	w15921
von	w15922
obge=dachten	w15923
<g/>
=
Jakob	w15925
Oppenheimber	w15926
bey	w15927
geleisteter	w15928
Be=zahlung	w15929
<g/>
=
nicht	w15931
zurückgestellt	w15932
worden	w15933
<g/>
,
mit	w15935
Vor=geben	w15936
<g/>
=
<g/>
,
daß	w15939
ersagter	w15940
Wechselbrief	w15941
demselben	w15942
in	w15943
Verstoß	w15944
gerathen	w15945
<g/>
,
und	w15947
all	w15948
seines	w15949
fleißigen	w15950
Nachsuchens	w15951
ungeachtet	w15952
nicht	w15953
mehr	w15954
zum	w15955
Vor=schein	w15956
<g/>
=
hätte	w15958
gebracht	w15959
werden	w15960
können	w15961
<g/>
,
als	w15963
lie=get	w15964
<g/>
=
ihnen	w15966
daran	w15967
<g/>
,
daß	w15969
solcher	w15970
Wechselbrief	w15971
be=hörig	w15972
<g/>
=
amortisirt	w15974
werde	w15975
<g/>
,
und	w15977
baten	w15978
daher	w15979
um	w15980
Ausfertigung	w15981
der	w15982
erfoderlichen	w15983
Amortisations=edikten	w15984
<g/>
=
<g/>
,
so	w15987
ihnen	w15988
auch	w15989
nach	w15990
gepflogener	w15991
der	w15992
Sa=che	w15993
<g/>
=
Untersuchung	w15995
unterm	w15996
3	w15997
<g/>
.
dies	w15999
bewilliget	w16000
wor=den	w16001
<g/>
=
ist	w16003
<g/>
;
solchemnach	w16005
wird	w16006
all	w16007
und	w16008
jeden	w16009
<g/>
,
wel=che	w16011
<g/>
=
von	w16013
obgedachten	w16014
von	w16015
dem	w16016
Johann	w16017
Georg	w16018
Dattl	w16019
<g/>
,
und	w16021
Karl	w16022
Joseph	w16023
May	w16024
sub	w16025
Dato	w16026
Wien	w16027
den	w16028
1	w16029
<g/>
.
Oktober	w16031
1778	w16032
<g/>
.
3	w16034
Monat	w16035
nach	w16036
obigen	w16037
Dato	w16038
einer	w16039
für	w16040
beede	w16041
<g/>
,
und	w16043
beede	w16044
für	w16045
einen	w16046
und	w16047
ein	w16048
jeder	w16049
in	w16050
Solidum	w16051
an	w16052
die	w16053
ordre	w16054
Ja=kob	w16055
<g/>
=
Oppenheimber	w16057
cum	w16058
agnitione	w16059
fori	w16060
hujus	w16061
Cambialis	w16062
auf	w16063
sie	w16064
selbst	w16065
pr	w16066
<g/>
.
1400	w16068
fl	w16069
<g/>
.
zahlbar	w16071
ausgestellten	w16072
Solawechselbrief	w16073
einige	w16074
Wissen=schaft	w16075
<g/>
=
<g/>
,
oder	w16078
solchen	w16079
in	w16080
Handen	w16081
haben	w16082
<g/>
,
oder	w16084
aber	w16085
hierauf	w16086
einige	w16087
Sprüche	w16088
und	w16089
Foderungen	w16090
zu	w16091
stellen	w16092
vermeinen	w16093
<g/>
,
hiemit	w16095
anbefohlen	w16096
<g/>
,
daß	w16098
sie	w16099
sich	w16100
inner	w16101
den	w16102
nächsten	w16103
6	w16104
Wochen	w16105
und	w16106
3	w16107
Tägen	w16108
<g/>
,
bey	w16110
diesem	w16111
k	w16112
<g/>
.
k	w16114
<g/>
.
ni	w16116
<g/>
.
öst	w16118
<g/>
.
Merkantil=und	w16120
<g/>
=
Wechselgericht	w16122
alsogewiß	w16123
behörig	w16124
melden	w16125
<g/>
,
und	w16127
hiezu	w16128
legitimiren	w16129
<g/>
,
wie	w16131
im	w16132
widrigen	w16133
nach	w16134
Verfliessung	w16135
dieser	w16136
bestimmten	w16137
Zeitfrist	w16138
<g/>
,
nie=mand	w16140
<g/>
=
mehr	w16142
gehört	w16143
<g/>
,
sondern	w16145
ersagter	w16146
Wechsel=brief	w16147
<g/>
=
eo	w16149
ipso	w16150
amortisirt	w16151
<g/>
,
annullirt	w16153
<g/>
,
und	w16155
kaßirt	w16156
seyn	w16157
soll	w16158
<g/>
.
</p>
<p id="p167">
Von	w16160
des	w16161
löblich	w16162
exemten	w16163
Stift	w16164
Melk	w16165
Herr=schaft	w16166
<g/>
=
Traiskirchen	w16168
wird	w16169
hiemit	w16170
zu	w16171
wissen	w16172
ge=macht	w16173
<g/>
=
<g/>
:
man	w16176
habe	w16177
für	w16178
nöthig	w16179
zu	w16180
seyn	w16181
erachtet	w16182
<g/>
,
all	w16184
diejenige	w16185
<g/>
,
welche	w16187
an	w16188
den	w16189
Martin	w16190
Scheickl	w16191
<g/>
,
Stift	w16193
Melkerischen	w16194
Unterthan	w16195
<g/>
,
und	w16197
burgerl	w16198
<g/>
.
Maurermeister	w16200
zu	w16201
Traiskirchen	w16202
<g/>
,
und	w16204
An	w16205
<g/>
.
Fran=ziska	w16207
<g/>
=
<g/>
,
dessen	w16210
Ehewirthin	w16211
<g/>
,
ex	w16213
quocunque	w16214
ca-pite	w16215
<g/>
-
&	w16217
titulo	w16218
Foderungen	w16219
und	w16220
Sprüche	w16221
ha=ben	w16222
<g/>
=
<g/>
,
oder	w16225
zu	w16226
haben	w16227
vermeinen	w16228
<g/>
,
auf	w16230
den	w16231
24	w16232
<g/>
.
Juni	w16234
d	w16235
<g/>
.
J	w16237
<g/>
.
zu	w16239
Anmeld	w16240
<g/>
=
und	w16242
Liquidirung	w16243
ihrer	w16244
habenden	w16245
Foderungen	w16246
fürzuladen	w16247
<g/>
.
Es	w16249
haben	w16250
</p>
<p id="p168">
daher	w16251
all	w16252
diejenige	w16253
<g/>
,
welche	w16255
an	w16256
ersagten	w16257
Mar	w16258
Scheickl	w16259
und	w16260
Franziska	w16261
dessen	w16262
Ehewirthin	w16263
Foderungen	w16264
haben	w16265
<g/>
,
an	w16267
obbestimmten	w16268
Tag	w16269
vor=mittag	w16270
<g/>
=
um	w16272
9	w16273
Uhr	w16274
auf	w16275
der	w16276
herrschaftl	w16277
<g/>
.
Amts=kanzley	w16279
<g/>
=
zu	w16281
Wien	w16282
im	w16283
Mölkerhofe	w16284
<g/>
,
entweder	w16286
per=sönlich	w16287
<g/>
=
oder	w16289
durch	w16290
hinlänglich	w16291
Bevollmächtigte	w16292
<g/>
,
zu	w16294
erscheinen	w16295
<g/>
,
ihre	w16297
Foderungen	w16298
anzumelden	w16299
<g/>
,
und	w16301
ordentlich	w16302
zu	w16303
liquidiren	w16304
<g/>
,
als	w16306
im	w16307
widrigen	w16308
nach	w16309
Verstreichung	w16310
dieses	w16311
rechtlichen	w16312
Termins	w16313
die	w16314
Ausbleibenden	w16315
nicht	w16316
mehr	w16317
angehöret	w16318
<g/>
,
und	w16320
sohin	w16321
was	w16322
Rechtens	w16323
ist	w16324
fürgekehret	w16325
werden	w16326
soll	w16327
<g/>
.
</p>
<p id="p169">
Von	w16329
der	w16330
gräfl	w16331
<g/>
.
Excell	w16333
<g/>
.
Ant	w16335
<g/>
.
Lamberg	w16337
Sprin=zensteinischen	w16338
<g/>
=
Herrschaft	w16340
Ottensteinischen	w16341
Amts=kanzley	w16342
<g/>
=
V	w16344
<g/>
.
O	w16346
<g/>
.
M	w16348
<g/>
.
B	w16350
<g/>
.
wird	w16352
hiemit	w16353
zu	w16354
wissen	w16355
gemacht	w16356
<g/>
,
wasgestalten	w16358
die	w16359
Nothwendigkeit	w16360
er=fodert	w16361
<g/>
=
<g/>
,
des	w16364
Karl	w16365
Joseph	w16366
Plaichers	w16367
<g/>
,
und	w16369
Ka=tharina	w16370
<g/>
=
dessen	w16372
Ehewirthin	w16373
in	w16374
dem	w16375
Markt	w16376
Dol=lersheim	w16377
<g/>
=
V	w16379
<g/>
.
O	w16381
<g/>
.
M	w16383
<g/>
.
B	w16385
<g/>
.
liegende	w16387
Behausung	w16388
<g/>
,
samt	w16390
den	w16391
Weisgärbersgewerb	w16392
<g/>
,
und	w16394
zu	w16395
dem	w16396
Haus	w16397
gehörigen	w16398
Grundstücken	w16399
<g/>
,
als	w16401
7	w16402
<g/>
/
8	w16404
Joch	w16405
Aecker	w16406
<g/>
,
und	w16408
2	w16409
<g/>
/
8	w16411
Tagwerk	w16412
Wiesen	w16413
<g/>
,
nebst	w16415
einer	w16416
zu	w16417
dem	w16418
Haus	w16419
gebauten	w16420
Jnleutwohnung	w16421
<g/>
,
Schu=pfen	w16423
<g/>
=
<g/>
,
Stadel	w16426
<g/>
,
Stallung	w16428
und	w16429
Weisgärbers=werkstadt	w16430
<g/>
=
öffentlich	w16432
auszufeilen	w16433
<g/>
,
und	w16435
den	w16436
Meist=bietenden	w16437
<g/>
=
käuflich	w16439
zu	w16440
überlassen	w16441
<g/>
;
wie	w16443
nun	w16444
zu	w16445
obbesagter	w16446
Licitation	w16447
der	w16448
30	w16449
<g/>
.
Juni	w16451
d	w16452
<g/>
.
J	w16454
<g/>
.
an=beraumt	w16456
<g/>
=
ist	w16458
<g/>
,
als	w16460
werden	w16461
alle	w16462
<g/>
,
welche	w16464
des	w16465
Karl	w16466
Joseph	w16467
Plaichers	w16468
und	w16469
Katharina	w16470
dessen	w16471
Ehe=wirthin	w16472
<g/>
=
zu	w16474
Döllersheim	w16475
liegende	w16476
Behausung	w16477
und	w16478
Weisgärbersgerechtigkeit	w16479
<g/>
,
und	w16481
übrige	w16482
Apperti=nentien	w16483
<g/>
=
käuflich	w16485
an	w16486
sich	w16487
zu	w16488
bringen	w16489
gedenken	w16490
<g/>
,
an	w16492
obbestimmten	w16493
Tag	w16494
früh	w16495
um	w16496
8	w16497
Uhr	w16498
in	w16499
der	w16500
herrschaftl	w16501
<g/>
.
Ottensteinischen	w16503
Amtskanzley	w16504
erschei=nen	w16505
<g/>
=
<g/>
,
annebst	w16508
diejenige	w16509
<g/>
,
welche	w16511
an	w16512
des	w16513
Karl	w16514
Joseph	w16515
Plaichers	w16516
<g/>
,
Katharina	w16518
uxoris	w16519
Vermö=genschaft	w16520
<g/>
=
einige	w16522
Sprüch	w16523
und	w16524
Foderung	w16525
zu	w16526
ha=ben	w16527
<g/>
=
vermeinen	w16529
<g/>
,
und	w16531
sich	w16532
bis	w16533
nun	w16534
bey	w16535
hiesiger	w16536
Herrschaftskanzley	w16537
nicht	w16538
gemeldet	w16539
haben	w16540
<g/>
,
an	w16542
vorbestimmten	w16543
Tag	w16544
ihre	w16545
Foderungen	w16546
um	w16547
so	w16548
ge=wisser	w16549
<g/>
=
genugsam	w16551
darthun	w16552
sollen	w16553
<g/>
,
als	w16555
denselben	w16556
Gläubigern	w16557
nach	w16558
verstrichenen	w16559
letzten	w16560
Termin	w16561
das	w16562
ewige	w16563
Stillschweigen	w16564
auferlegt	w16565
<g/>
,
mit	w16567
den	w16568
Kauflustigen	w16569
aber	w16570
<g/>
,
als	w16572
den	w16573
Meistbietenden	w16574
der	w16575
Kauf	w16576
geschlossen	w16577
<g/>
,
und	w16579
gehandelt	w16580
werden	w16581
soll	w16582
<g/>
,
was	w16584
Rechtens	w16585
ist	w16586
<g/>
.
</p>
<p id="p170">
Wir	w16588
Burgermeister	w16589
<g/>
,
Amtsverwalter	w16591
und	w16592
Rath	w16593
der	w16594
Stadt	w16595
Wien	w16596
geben	w16597
hiemit	w16598
zu	w16599
ver=nehmen	w16600
<g/>
=
<g/>
:
es	w16603
habe	w16604
uns	w16605
Magdalena	w16606
Peyerin	w16607
<g/>
,
gebohrne	w16609
Hallerin	w16610
<g/>
,
eine	w16612
burgl	w16613
<g/>
.
Wirthin	w16615
ange=zeigt	w16616
<g/>
=
<g/>
,
daß	w16619
sie	w16620
mit	w16621
ihrem	w16622
väterl	w16623
Erbgut	w16624
pr	w16625
<g/>
.
1200	w16627
fl	w16628
<g/>
.
auf	w16630
ihrer	w16631
Mutter	w16632
Barbara	w16633
Hallerin	w16634
sel	w16635
<g/>
.
