<doc id="wr_1758-10-04" attrs="word" year="1758" month="10" day="04" corpus="2">
<head id="h2_d284e3507">
Smirna	w1_d284e3511
Jos.	w3_d284e14356
Senes,	w5_d284e14359
Tagw.,	w7_d284e14362
s.	w9_d284e14365
K.	w11_d284e14368
Christoph,	w13_d284e14372
bey	w15_d284e14375
der	w17_d284e14378
bl.	w1_d284e14383
Kugel	w3_d284e14386
in	w5_d284e14389
der	w7_d284e14392
Alster=gas.,	w9_d284e14395
alt	w11_d284e14398
7.	w13_d284e14402
J.	w15_d284e14405
</list>
<head id="h2_d284e14412">
Summa	w1_d284e14416
16.	w3_d284e14419
Person.	w5_d284e14422
/	w7_d284e14425
darunter	w9_d284e14428
3.	w11_d284e14431
Kind.	w13_d284e14435
Den	w1_d284e14440
2.	w3_d284e14443
Octob.	w5_d284e14446
Jn	w1_d284e14451
der	w3_d284e14454
Stadt.	w5_d284e14457
</head>
<list id="l4_d284e14460">
Der	w1_d284e14464
Ehrw.	w3_d284e14467
Fr.	w5_d284e14470
Ant.	w7_d284e14473
Ortwein,	w9_d284e14476
Ord.	w11_d284e14479
Präd.,	w13_d284e14483
in	w15_d284e14486
ih	w17_d284e14489
rem	w1_d284e14494
Kloster,	w3_d284e14497
alt	w5_d284e14500
84.	w7_d284e14503
J.	w9_d284e14506
Dem	w1_d284e14511
Octavian	w3_d284e14514
Loicksell,	w5_d284e14517
Burgerl.	w7_d284e14520
Gold=arbeit.,	w9_d284e14523
s.	w1_d284e14529
K.	w3_d284e14532
Elisab.,	w5_d284e14535
im	w7_d284e14538
Severin	w9_d284e14541
Huberis.	w11_d284e14544
H.	w13_d284e14548
auf	w15_d284e14551
der	w17_d284e14554
Sailer=stadt,	w1_d284e14559
alt	w3_d284e14562
5.	w5_d284e14565
v.	w7_d284e14568
J.	w9_d284e14571
</list>
<head id="h2_d284e14578">
Vor	w1_d284e14582
der	w3_d284e14585
Stadt.	w5_d284e14588
</head>
<list id="l4_d284e14591">
Der	w1_d284e14595
Elisab.	w3_d284e14598
Witzemanin,	w5_d284e14601
Burgerl.	w7_d284e14604
Wittwe,	w9_d284e14607
ihr	w11_d284e14610
T.	w13_d284e14614
Regin.,	w1_d284e14619
beym	w3_d284e14622
schwarz.	w5_d284e14625
Adl.	w7_d284e14628
am	w9_d284e14631
Neustift,	w11_d284e14634
27.	w13_d284e14638
J.	w15_d284e14641
Daniel	w1_d284e14646
Fischer,	w3_d284e14649
Wäderl=mahl.,	w5_d284e14652
beym	w7_d284e14655
weis.	w9_d284e14658
Kreutz	w11_d284e14661
am	w1_d284e14667
Spitalberg,	w3_d284e14670
alt	w5_d284e14673
28.	w7_d284e14676
J.	w9_d284e14679
Dem	w1_d284e14684
Georg	w3_d284e14687
Azz,	w5_d284e14690
Schul=meist.,	w7_d284e14693
s.	w9_d284e14696
W.	w11_d284e14699
Piata,	w13_d284e14703
bey	w15_d284e14706
der	w17_d284e14709
Hungaris.	w1_d284e14714
Kron	w3_d284e14717
am	w5_d284e14720
Neubau,	w7_d284e14723
alt	w9_d284e14726
36.	w11_d284e14729
J.	w13_d284e14733
Anna	w1_d284e14738
Strasserin,	w3_d284e14741
Wittwe,	w5_d284e14744
beym	w7_d284e14747
gold.	w9_d284e14750
Engel	w11_d284e14753
in	w13_d284e14757
der	w15_d284e14760
Währingergas.,	w1_d284e14766
alt	w3_d284e14769
46.	w5_d284e14772
J.	w7_d284e14775
Mich.	w1_d284e14780
Wagner,	w3_d284e14783
Strümpf=wurk.,	w5_d284e14786
im	w7_d284e14789
Gellhardis.	w9_d284e14792
H.	w11_d284e14795
auf	w1_d284e14800
der	w3_d284e14803
Landstr.,	w5_d284e14806
alt	w7_d284e14809
55.	w9_d284e14812
J.	w11_d284e14815
Dem	w1_d284e14820
Georg	w3_d284e14823
Kleinl,	w5_d284e14826
Taschner=ges.,	w7_d284e14829
s.	w9_d284e14832
W.	w11_d284e14835
Magdal.,	w13_d284e14839
in	w1_d284e14845
der	w3_d284e14848
Harrachis.	w5_d284e14851
Reit=schul	w7_d284e14854
in	w9_d284e14857
der	w11_d284e14860
Alster=gas.,	w13_d284e14864
alt	w1_d284e14869
20.	w3_d284e14872
J.	w5_d284e14875
Dem	w1_d284e14880
Joh.	w3_d284e14883
Mittman,	w5_d284e14886
Lust=gart.,	w7_d284e14889
s.	w9_d284e14892
K.	w11_d284e14895
Joh.,	w13_d284e14899
in	w15_d284e14902
der	w17_d284e14905
Heu=mühl,	w1_d284e14910
alt	w3_d284e14913
3.	w5_d284e14916
J.	w7_d284e14919
Dem	w1_d284e14925
Adam	w3_d284e14928
Geiger,	w5_d284e14931
Schneid.,	w7_d284e14934
s.	w9_d284e14937
K.	w11_d284e14940
Elisab.,	w13_d284e14944
im	w15_d284e14947
Waismayris.	w1_d284e14952
H.	w3_d284e14955
in	w5_d284e14958
der	w7_d284e14961
Leopoldst.,	w9_d284e14964
alt	w11_d284e14967
3.	w13_d284e14971
J.	w15_d284e14974
Dem	w1_d284e14979
Franz	w3_d284e14982
Markard,	w5_d284e14985
Schuh=mach.,	w7_d284e14988
s.	w9_d284e14991
K.	w11_d284e14994
Mich.,	w13_d284e14998
beym	w1_d284e15003
gold.	w3_d284e15006
Fäs.	w5_d284e15009
im	w7_d284e15012
Liechtenth.,	w9_d284e15015
alt	w11_d284e15018
6.	w13_d284e15022
J.	w15_d284e15025
Joh.	w1_d284e15031
Dräxler,	w3_d284e15034
Leist=schneid.,	w5_d284e15037
beym	w7_d284e15040
gold.	w9_d284e15043
Anker	w11_d284e15046
am	w13_d284e15050
Neubau,	w1_d284e15055
alt	w3_d284e15058
56.	w5_d284e15061
J.	w7_d284e15064
Dem	w1_d284e15069
Christoph	w3_d284e15072
Sonnleitner,	w5_d284e15075
Schuh=mach.,	w7_d284e15078
s.	w9_d284e15081
K.	w11_d284e15084
Jos.,	w1_d284e15089
2.	w3_d284e15092
J.	w5_d284e15095
und	w7_d284e15098
Dem	w1_d284e15104
Franz	w3_d284e15107
Haberger,	w5_d284e15110
Maurern,	w7_d284e15113
s.	w9_d284e15116
K.	w11_d284e15119
Anna,	w13_d284e15123
3.	w15_d284e15126
J.	w17_d284e15129
beyde	w1_d284e15134
in	w3_d284e15137
der	w5_d284e15140
Schleif=mühl.	w7_d284e15143
Margar.	w1_d284e15148
Krichtlin,	w3_d284e15151
Wittwe,	w5_d284e15154
beym	w7_d284e15157
grün.	w9_d284e15160
Jäger	w11_d284e15163
zu	w13_d284e15167
Mätzleinstorf,	w1_d284e15172
alt	w3_d284e15175
85.	w5_d284e15178
J.	w7_d284e15181
Elisab.	w1_d284e15187
Riedertn,	w3_d284e15190
in	w5_d284e15193
St.	w7_d284e15196
Joh.	w9_d284e15199
Nep.	w11_d284e15202
Spit.,	w13_d284e15206
71.	w15_d284e15209
J.	w17_d284e15212
Anna	w1_d284e15217
Thurin,	w3_d284e15220
bey	w5_d284e15223
der	w7_d284e15226
grün.	w9_d284e15229
Saul.	w11_d284e15232
im	w13_d284e15236
Liechtenth.,	w15_d284e15239
alt	w1_d284e15244
76.	w3_d284e15247
J.	w5_d284e15250
</list>
<p id="p6_d284e15254">
Auf	w1_d284e15258
Verordnung	w3_d284e15261
des	w5_d284e15264
löbl.	w7_d284e15267
Grund=buchs	w9_d284e15270
bey	w11_d284e15273
St.	w13_d284e15277
Dorothee	w1_d284e15282
alhier,	w3_d284e15285
wird	w5_d284e15288
die	w7_d284e15291
dem	w9_d284e15294
Jacob	w11_d284e15297
Pröbacher	w13_d284e15301
und	w1_d284e15306
dessen	w3_d284e15309
Ehe=wirthin	w5_d284e15312
Mariä	w7_d284e15315
angehörig	w9_d284e15318
am	w11_d284e15321
Frey	w13_d284e15325
grund	w1_d284e15331
Thury	w3_d284e15334
ligende	w5_d284e15337
Behausung,	w7_d284e15340
den	w9_d284e15343
2ten	w11_d284e15346
De	w13_d284e15350
cembris	w1_d284e15355
dies	w3_d284e15358
lauffenden	w5_d284e15361
Jahrs	w7_d284e15364
licitando	w9_d284e15367
dem	w11_d284e15370
Meistbietenden	w1_d284e15375
verkauffet	w3_d284e15378
werden,	w5_d284e15381
wer	w7_d284e15384
demnach	w9_d284e15387
sothane	w1_d284e15392
Pröbacherische	w3_d284e15395
Behausung	w5_d284e15398
käuflich	w7_d284e15401
an	w9_d284e15404
sich	w1_d284e15410
bringen	w3_d284e15413
will,	w5_d284e15416
der	w7_d284e15419
kann	w9_d284e15422
sich	w11_d284e15425
an	w13_d284e15429
obbestimten	w15_d284e15432
Tag	w17_d284e15435
bey	w1_d284e15440
dem	w3_d284e15443
löbl.	w5_d284e15446
Grund=buch	w7_d284e15449
um	w9_d284e15452
9.	w11_d284e15455
Uhr	w13_d284e15459
anmelden	w15_d284e15462
lassen.	w1_d284e15467
</p>
<head id="h2_d284e15473">
EDICT.	w1_d284e15477
</head>
<p id="p4_d284e15480">
Den	w1_d284e15484
30.	w3_d284e15487
Decemb.	w5_d284e15490
dieses	w7_d284e15493
1758.	w9_d284e15496
Jahrs	w11_d284e15499
fruh	w13_d284e15503
um	w15_d284e15506
9.	w1_d284e15511
Uhr	w3_d284e15514
haben	w5_d284e15517
all	w7_d284e15520
und	w9_d284e15523
jede,	w11_d284e15526
so	w13_d284e15530
an	w15_d284e15533
Weil.	w17_d284e15536
Herrn	w19_d284e15539
Jo	w21_d284e15542
</p>
<p id="p10_d284e15555">
laun	w1_d284e15559
Franz	w3_d284e15562
Gassenbauer	w5_d284e15565
gewest=Kais.	w7_d284e15568
Kön.	w9_d284e15571
Obrist	w11_d284e15574
schif=amts=officier	w1_d284e15579
seel.	w3_d284e15582
Verlassenschaft	w5_d284e15585
einige	w7_d284e15588
Sprüch,	w1_d284e15593
oder	w3_d284e15596
Forderungen	w5_d284e15599
zu	w7_d284e15602
machen	w9_d284e15605
vermeinen,	w11_d284e15608
in	w1_d284e15614
des	w3_d284e15617
alhiesig	w5_d284e15620
Hochlöbl.	w7_d284e15623
Kais.	w9_d284e15626
Königl.	w11_d284e15629
Jud.	w13_d284e15633
Del.	w15_d284e15636
Mil.	w1_d284e15641
mixti	w3_d284e15644
auf	w5_d284e15647
der	w7_d284e15650
Sailer=stadt	w9_d284e15653
in	w11_d284e15656
der	w13_d284e15660
sogenannten	w15_d284e15663
Holler=stauden	w1_d284e15668
im	w3_d284e15671
ersten	w5_d284e15674
Stock	w7_d284e15677
befindlichen	w9_d284e15680
Canz	w11_d284e15683
ley	w1_d284e15688
sub	w3_d284e15691
clausul	w5_d284e15694
a	w7_d284e15697
præclusi	w9_d284e15700
zu	w11_d284e15703
erscheinen,	w13_d284e15707
und	w15_d284e15710
unter	w17_d284e15713
dinst	w1_d284e15719
zu	w3_d284e15722
liquidiren.	w5_d284e15725
</p>
<head id="h2_d284e15731">
Land=marschall.	w1_d284e15735
</head>
<p id="p4_d284e15738">
Entbiete	w1_d284e15742
allen	w3_d284e15745
und	w5_d284e15748
jeden,	w7_d284e15751
was	w9_d284e15754
Standes	w11_d284e15757
und	w13_d284e15761
Würden	w1_d284e15766
die	w3_d284e15769
seynd,	w5_d284e15772
der	w7_d284e15775
Gebühr	w9_d284e15778
nach	w11_d284e15781
meinen	w13_d284e15785
respe-	w15_d284e15788
ctive	w1_d284e15793
Dienst	w3_d284e15796
in	w5_d284e15799
guten	w7_d284e15802
Willen	w9_d284e15805
zuvor,	w11_d284e15808
und	w13_d284e15812
füge	w15_d284e15815
hiemit	w17_d284e15818
zu	w1_d284e15824
vernehmen:	w3_d284e15827
Es	w5_d284e15830
seye	w7_d284e15833
weil.	w9_d284e15836
Frauen	w11_d284e15839
Susannä	w13_d284e15843
couise,	w1_d284e15848
Gräfin	w3_d284e15851
von	w5_d284e15854
St.	w7_d284e15857
Julien,	w9_d284e15860
geborne	w11_d284e15863
Gräfin	w13_d284e15867
von	w15_d284e15870
Hochenfeld	w1_d284e15875
seel.	w3_d284e15878
hinterlassenen	w5_d284e15881
Frauen	w7_d284e15884
Töchtern	w9_d284e15887
und	w1_d284e15892
Erbinnen,	w3_d284e15895
benanntlich	w5_d284e15898
Frauen	w7_d284e15901
Josepha,	w9_d284e15904
Gräfin	w11_d284e15907
von	w1_d284e15913
Kevenhüller,	w3_d284e15916
und	w5_d284e15919
Frauen	w7_d284e15922
Eleonora	w9_d284e15925
Gräfin	w11_d284e15928
von	w13_d284e15932
Aichpichl,	w1_d284e15937
vermog	w3_d284e15940
des	w5_d284e15943
unterm	w7_d284e15946
6.	w9_d284e15949
Novemb.	w11_d284e15952
1755.	w13_d284e15956
ergangenen	w1_d284e15961
Gräflich	w3_d284e15964
Johann	w5_d284e15967
July	w7_d284e15970
St.	w9_d284e15973
Julienischen	w11_d284e15976
Cridæ-relations=ausschlag	w1_d284e15981
die	w3_d284e15984
Producirung	w5_d284e15987
der	w7_d284e15990
wegen	w1_d284e15996
denen	w3_d284e15999
Classe	w5_d284e16002
4ta	w7_d284e16005
loco	w9_d284e16008
ultimo	w11_d284e16011
einkom	w13_d284e16015
menden	w1_d284e16020
ad	w3_d284e16023
Num.	w5_d284e16026
69.	w7_d284e16029
angemeldten	w9_d284e16032
1000.	w11_d284e16035
Fl.	w13_d284e16039
Capi	w15_d284e16042
tal	w1_d284e16047
den	w3_d284e16050
30.	w5_d284e16053
May	w7_d284e16056
1729.	w9_d284e16059
ausgestellten	w11_d284e16062
Original	w13_d284e16066
obligation	w1_d284e16071
aufgetragen	w3_d284e16074
worden,	w5_d284e16077
wie	w7_d284e16080
zumalen	w9_d284e16083
aber	w11_d284e16086
sothane	w1_d284e16092
Obligation	w3_d284e16095
in	w5_d284e16098
Verstoß	w7_d284e16101
gerahten,	w9_d284e16104
als	w11_d284e16107
ist	w13_d284e16111
Kraft	w1_d284e16116
des	w3_d284e16119
über	w5_d284e16122
die	w7_d284e16125
in	w9_d284e16128
Sachen	w11_d284e16131
der	w13_d284e16135
verfasten	w15_d284e16138
Reparti	w17_d284e16141
tion	w1_d284e16146
erstattete	w3_d284e16149
Relation	w5_d284e16152
unterm	w7_d284e16155
18.	w9_d284e16158
May	w11_d284e16161
dieses	w13_d284e16165
1758.	w1_d284e16170
Jahrs	w3_d284e16173
der	w5_d284e16176
weitere	w7_d284e16179
Ausschlag	w9_d284e16182
dahin	w11_d284e16185
geschöpfet	w13_d284e16189
worden,	w1_d284e16195
daß	w3_d284e16198
wegen	w5_d284e16201
Amortisirung	w7_d284e16204
besagter	w9_d284e16207
Obliga	w11_d284e16210
tion	w1_d284e16215
ein	w3_d284e16218
ordentliches	w5_d284e16221
Valval=edict	w7_d284e16224
bey	w9_d284e16227
der	w11_d284e16230
Canzley	w13_d284e16234
ausgefertiget	w1_d284e16239
werden	w3_d284e16242
solle.	w5_d284e16245
Wann	w7_d284e16248
nun	w9_d284e16251
gedachter	w11_d284e16254
Frauen	w1_d284e16259
Erbinnen	w3_d284e16262
Mandatarius	w5_d284e16265
Herr	w7_d284e16268
Franz	w9_d284e16271
Sig	w11_d284e16274
mund	w1_d284e16280
Graf	w3_d284e16283
von	w5_d284e16286
Engl	w7_d284e16289
zu	w9_d284e16292
Wagram,	w11_d284e16295
um	w13_d284e16299
Ausferti	w15_d284e16302
gungs=auflag	w1_d284e16307
sothanen	w3_d284e16310
Amortisations=edict	w5_d284e16313
gebet	w7_d284e16316
ten,	w1_d284e16321
hierinfalls	w3_d284e16324
auch	w5_d284e16327
verwilliget	w7_d284e16330
worden	w9_d284e16333
ist.	w11_d284e16336
Als	w13_d284e16340
ist	w15_d284e16343
im	w1_d284e16348
Namen	w3_d284e16351
rc.	w5_d284e16354
mein	w7_d284e16357
Befehl,	w9_d284e16360
daß	w11_d284e16363
der	w13_d284e16367
oder	w15_d284e16370
diejenige,	w17_d284e16373
soberührte	w1_d284e16379
Obligation	w3_d284e16382
per	w5_d284e16385
1000.	w7_d284e16388
Fl.	w9_d284e16391
d.	w11_d284e16394
d.	w13_d284e16398
30.	w15_d284e16401
May	w17_d284e16404
1729.	w1_d284e16409
in	w3_d284e16412
Handen,	w5_d284e16415
oder	w7_d284e16418
hiervon	w9_d284e16421
einige	w11_d284e16424
Wissenschaft	w13_d284e16428
auch	w1_d284e16433
sonst	w3_d284e16436
etwa	w5_d284e16439
hieran	w7_d284e16442
eine	w9_d284e16445
Forderung	w11_d284e16448
haben,	w13_d284e16452
oder	w15_d284e16455
zu	w1_d284e16460
haben	w3_d284e16463
vermeinen,	w5_d284e16466
binnen	w7_d284e16469
1.	w9_d284e16472
Jahr,	w11_d284e16475
6.	w13_d284e16479
Wochen	w15_d284e16482
u.	w17_d284e16485
3.	w1_d284e16491
Täg	w3_d284e16494
sich	w5_d284e16497
bey	w7_d284e16500
diesem	w9_d284e16503
Gericht	w11_d284e16506
alsogewiß	w13_d284e16510
anmelde,	w15_d284e16513
und	w1_d284e16518
solche	w3_d284e16521
produciren	w5_d284e16524
sollen,	w7_d284e16527
als	w9_d284e16530
im	w11_d284e16533
widrigen	w13_d284e16537
die	w15_d284e16540
selbe	w1_d284e16545
nach	w3_d284e16548
solch	w5_d284e16551
verflossenen	w7_d284e16554
Termin	w9_d284e16557
eo	w11_d284e16560
ipso	w13_d284e16564
amor	w15_d284e16567
tisiret,	w1_d284e16572
caßiret,	w3_d284e16575
null	w5_d284e16578
und	w7_d284e16581
nichtig	w9_d284e16584
seyn	w11_d284e16587
solle.	w13_d284e16591
An	w15_d284e16594
deute	w1_d284e16600
leschieht	w3_d284e16603
K.	w5_d284e16606
Wenn	w7_d284e16609
den	w9_d284e16612
10.	w11_d284e16615
Jmit	w13_d284e16619
1753.	w15_d284e16622
</p>
<head id="h2_d284e16628">
EDICT.	w1_d284e16632
</head>
<p id="p4_d284e16635">
Von	w1_d284e16639
der	w3_d284e16642
Röm.	w5_d284e16645
Kaiserl.	w7_d284e16648
Königl.	w9_d284e16651
Majest.	w11_d284e16654
N.	w13_d284e16658
He.	w1_d284e16663
Regierung	w3_d284e16666
in	w5_d284e16669
Justitz=sachen	w7_d284e16672
wegen;	w9_d284e16675
wür	w11_d284e16678
det	w1_d284e16683
dem	w3_d284e16686
Herrn	w5_d284e16689
Frey=herrn	w7_d284e16692
von	w9_d284e16695
Ranzow	w11_d284e16698
sowol,	w13_d284e16702
als	w1_d284e16708
denen	w3_d284e16711
sammentlich	w5_d284e16714
in	w7_d284e16717
der	w9_d284e16720
freyherrlichRan	w11_d284e16723
gewischen	w1_d284e16728
Anmeldung	w3_d284e16731
einkommenden	w5_d284e16734
Ercdits	w7_d284e16737
partheyen,	w1_d284e16742
benanntlichen:	w3_d284e16745
dem	w5_d284e16748
Ambrosio	w7_d284e16751
Bötfler,	w9_d284e16754
Johann	w1_d284e16759
Klang,	w3_d284e16762
Frantz	w5_d284e16765
Jacob	w7_d284e16768
Pichler	w9_d284e16771
Andre	w11_d284e16774
Ohrmenböck,	w1_d284e16780
Matthiä	w3_d284e16783
Jägsch.	w5_d284e16786
7,Annä	w1_d284e16791
Mariä	w3_d284e16794
von	w1_d284e16799
Franckenan	w3_d284e16802
des	w5_d284e16805
gewest=dannischen	w7_d284e16808
Justitz	w9_d284e16811
rahes	w1_d284e16816
hinterlassenen	w3_d284e16819
Wittib,	w5_d284e16822
Ernst	w7_d284e16825
Gottfrie	w9_d284e16828
</p>
<p id="p6_d284e16831">
Salmus	w1_d284e16835
Müller,	w3_d284e16838
Johann	w5_d284e16841
Christoph	w7_d284e16844
Schwertz,	w9_d284e16847
Johann	w1_d284e16852
Michael	w3_d284e16855
Fritz,	w5_d284e16858
Annä	w7_d284e16861
Mariä	w9_d284e16864
Mannhar	w11_d284e16867
tin,	w1_d284e16872
Andre	w3_d284e16875
Liedner,	w5_d284e16878
Veronica	w7_d284e16881
Bergerin,	w9_d284e16884
An	w11_d284e16887
dre	w1_d284e16893
Obermayr,	w3_d284e16896
Leopold	w5_d284e16899
Pausinger,	w7_d284e16902
Annä	w9_d284e16905
Ma	w11_d284e16908
riä	w1_d284e16913
Breunerin,	w3_d284e16916
Christoph	w5_d284e16919
Hasler,	w7_d284e16922
Johann	w9_d284e16925
Peter	w1_d284e16930
Walpach,	w3_d284e16933
und	w5_d284e16936
Heinrich	w7_d284e16939
Carl	w9_d284e16942
Raab,	w11_d284e16945
durch	w13_d284e16949
dieses	w1_d284e16954
offentliche	w3_d284e16957
Edict	w5_d284e16960
kund,	w7_d284e16963
und	w9_d284e16966
zu	w11_d284e16969
wissen	w13_d284e16973
ge	w15_d284e16976
macht:	w1_d284e16982
</p>
<p id="p8_d284e16985">
Es	w1_d284e16989
haben	w3_d284e16992
Weil.	w5_d284e16995
Catharina	w7_d284e16998
Peringerin	w9_d284e17001
ruck	w11_d284e17004
gelassene	w1_d284e17009
Erben	w3_d284e17012
des	w5_d284e17015
mehreren	w7_d284e17018
abermalen	w9_d284e17021
gehor	w11_d284e17024
samst	w1_d284e17029
angezeiget,	w3_d284e17032
wie	w5_d284e17035
nämlich	w7_d284e17038
sub	w9_d284e17041
Dato	w11_d284e17044
7ten	w13_d284e17048
Junii	w1_d284e17054
des	w3_d284e17057
1758.	w5_d284e17060
Jahrs	w7_d284e17063
bey	w9_d284e17066
Jhr	w11_d284e17069
Regierung	w13_d284e17073
in	w15_d284e17076
Concurs=sachen	w1_d284e17081
aufgestellten	w3_d284e17084
Commißion	w5_d284e17087
über	w7_d284e17090
die	w1_d284e17095
allda	w3_d284e17098
verhandlete	w5_d284e17101
Nohtdürften	w7_d284e17104
gerichtl.	w9_d284e17107
ver	w11_d284e17110
anlasset	w1_d284e17115
worden:	w3_d284e17118
daß	w5_d284e17121
die	w7_d284e17124
von	w9_d284e17127
dem	w11_d284e17130
Hrn.	w13_d284e17134
Frey	w15_d284e17137
herrn	w1_d284e17143
von	w3_d284e17146
Ranzow	w5_d284e17149
durch	w7_d284e17152
seinen	w9_d284e17155
Cammerdie	w11_d284e17158
ner	w1_d284e17163
Joseph	w3_d284e17166
Dopp,	w5_d284e17169
schriftlichen	w7_d284e17172
eingereichte	w9_d284e17175
Pori	w11_d284e17178
Declioatoria	w1_d284e17183
nicht	w3_d284e17186
statt	w5_d284e17189
habe.	w7_d284e17192
Dannenhero	w9_d284e17195
der	w11_d284e17198
nen	w1_d284e17203
Peringerischen	w3_d284e17206
Erben,	w5_d284e17209
um	w7_d284e17212
eine	w9_d284e17215
fernere	w11_d284e17218
clau	w13_d284e17222
sulirte	w1_d284e17228
Liquidations=tagsatzung	w3_d284e17231
(welche	w5_d284e17234
denen	w7_d284e17237
sammentlichen	w1_d284e17242
unwissenden	w3_d284e17245
FreyherrlichRan	w5_d284e17248
zowischen	w1_d284e17253
Credits=partheyen	w3_d284e17256
per	w5_d284e17259
Edictum	w7_d284e17262
ad	w9_d284e17265
Valvas	w1_d284e17270
auf	w3_d284e17273
Unkösten	w5_d284e17276
des	w7_d284e17279
Herrns	w9_d284e17282
Frey=herrns	w11_d284e17285
von	w1_d284e17291
Ranzow	w3_d284e17294
kund	w5_d284e17297
zu	w7_d284e17300
machen)	w9_d284e17303
anzulangen	w11_d284e17306
bevor	w13_d284e17310
stehen	w1_d284e17315
solle:	w3_d284e17318
da	w5_d284e17321
nun	w7_d284e17324
ersagte	w9_d284e17327
Catharinä	w11_d284e17330
Peringe	w13_d284e17334
rin	w1_d284e17339
Erben	w3_d284e17342
um	w5_d284e17345
Ausfertigung	w7_d284e17348
dieses	w9_d284e17351
Edicts	w11_d284e17354
ange	w13_d284e17358
langet,	w1_d284e17363
und	w3_d284e17366
in	w5_d284e17369
derenselben	w7_d284e17372
Bitten	w9_d284e17375
gewilliget	w11_d284e17378
worden;	w1_d284e17384
Sie	w3_d284e17387
Regierung	w5_d284e17390
auch	w7_d284e17393
vorläuffig	w9_d284e17396
ihne	w11_d284e17399
Herrn	w1_d284e17404
Frey=herrn	w3_d284e17407
von	w5_d284e17410
Ranzow	w7_d284e17413
sowol,	w9_d284e17416
als	w11_d284e17419
die	w13_d284e17423
ob	w1_d284e17428
Eingangs	w3_d284e17431
benannte	w5_d284e17434
freyherrlichRanzowi	w7_d284e17437
sche	w1_d284e17442
Creditores	w3_d284e17445
zu	w5_d284e17448
vernehmen,	w7_d284e17451
und	w9_d284e17454
hierzu	w11_d284e17457
den	w13_d284e17461
Achtzehenden	w1_d284e17467
künftigen	w3_d284e17470
Monats	w5_d284e17473
Novembris	w7_d284e17476
Nach	w9_d284e17479
mittag	w1_d284e17484
um	w3_d284e17487
4.	w5_d284e17490
Uhr	w7_d284e17493
ad	w9_d284e17496
liquidandum	w11_d284e17499
sub	w13_d284e17503
clausula	w15_d284e17506
actualis	w1_d284e17511
contomaciæ	w3_d284e17514
mit	w5_d284e17517
all=vorigen	w7_d284e17520
Anhang	w9_d284e17523
die	w11_d284e17526
Tag=satzung	w1_d284e17531
erstrecket	w3_d284e17534
hat:	w5_d284e17537
</p>
<p id="p10_d284e17540">
Als	w1_d284e17544
wird	w3_d284e17547
ihme	w5_d284e17550
Herrn	w7_d284e17553
Frey=herrn	w9_d284e17556
von	w11_d284e17559
Ranzom	w13_d284e17563
sowol,	w1_d284e17568
als	w3_d284e17571
denen	w5_d284e17574
sammentlichen	w7_d284e17577
freyherrlich	w9_d284e17580
Ranzowischen	w1_d284e17585
Credits=partheyen	w3_d284e17588
hiemit	w5_d284e17591
nochma	w7_d284e17594
len	w1_d284e17600
anbefohlen,	w3_d284e17603
daß	w5_d284e17606
selbe	w7_d284e17609
auf	w9_d284e17612
obbesagten	w11_d284e17615
Tag	w13_d284e17619
und	w1_d284e17624
Stund	w3_d284e17627
also	w5_d284e17630
gewiß	w7_d284e17633
erscheinen,	w9_d284e17636
und	w11_d284e17639
ihre	w13_d284e17643
an	w15_d284e17646
die	w1_d284e17651
frey=herrlich=Ranzowische	w3_d284e17654
Massam	w5_d284e17657
stellende	w7_d284e17660
Forderung	w1_d284e17665
ordentlichen	w3_d284e17668
darthun,	w5_d284e17671
und	w7_d284e17674
liquidi	w9_d284e17677
ren;	w1_d284e17683
als	w3_d284e17686
im	w5_d284e17689
widrigen	w7_d284e17692
Fall	w9_d284e17695
mit	w11_d284e17698
denen	w13_d284e17702
Anwesenden	w15_d284e17705
liquidiret,	w1_d284e17710
die	w3_d284e17713
Abwesende	w5_d284e17716
ein=für	w7_d284e17719
allemal	w9_d284e17722
aus	w11_d284e17725
eschlossen,	w1_d284e17730
und	w3_d284e17733
ihnen	w5_d284e17736
das	w7_d284e17739
ewige	w9_d284e17742
Stillschweigen	w11_d284e17745
auferleget	w1_d284e17750
seyn,	w3_d284e17753
hingegen	w5_d284e17756
denen	w7_d284e17759
Peringerischen	w9_d284e17762
Er	w11_d284e17765
ben	w1_d284e17771
die	w3_d284e17774
verbypothecirte	w5_d284e17777
Antiquitäten	w7_d284e17780
gegen	w9_d284e17783
billi	w11_d284e17786
gen	w1_d284e17791
Antra	w3_d284e17794
gzuerkennet	w5_d284e17797
werden	w7_d284e17800
sollen.	w9_d284e17803
</p>
<p id="p12_d284e17807">
NB.	w1_d284e17811
Bey	w3_d284e17814
diesem	w5_d284e17817
eintrettenden	w7_d284e17820
4ten	w9_d284e17823
Jah	w11_d284e17826
res=quartal	w1_d284e17831
werden	w3_d284e17834
abermalen	w5_d284e17837
die	w7_d284e17840
Lieb	w9_d284e17843
haber	w1_d284e17848
dieses	w3_d284e17851
Wienerischen	w5_d284e17854
Diarii,	w7_d284e17857
wie	w9_d284e17860
auch	w11_d284e17863
des	w1_d284e17869
Post=täglichen	w3_d284e17872
Frag	w5_d284e17875
und	w7_d284e17878
Kund	w9_d284e17881
schafts=bogens,	w1_d284e17886
nach	w3_d284e17889
Standes=würden,	w5_d284e17892
um	w1_d284e17897
deren	w3_d284e17900
gewöhnliche	w5_d284e17903
