<doc id="wr_1759-12-05" attrs="word" year="1759" month="12" day="05" corpus="2">
<head id="h2_d403e4038">
Werra=strom	w1_d403e4042
Barb.,	w13_d403e15017
beym	w15_d403e15020
grün.	w1_d403e15025
Brunn	w3_d403e15028
am	w5_d403e15031
Neubau,	w7_d403e15034
alt	w9_d403e15037
3.	w11_d403e15040
Ant.	w1_d403e15046
Plesi,	w3_d403e15049
Vieh=mayr,	w5_d403e15052
iu	w7_d403e15055
s.	w9_d403e15058
H.	w11_d403e15061
auf	w13_d403e15065
der	w15_d403e15068
Wied.,	w17_d403e15071
alt	w19_d403e15074
50.	w1_d403e15081
Math.	w1_d403e15086
Moser,	w3_d403e15089
Einschlan	w5_d403e15092
mach,	w7_d403e15095
im	w9_d403e15098
Schwefelkram	w11_d403e15101
meris.	w1_d403e15107
H.	w3_d403e15110
auf	w5_d403e15113
der	w7_d403e15116
Wied.,	w9_d403e15119
alt26.	w11_d403e15122
Justina	w1_d403e15127
Laufhuberin,	w3_d403e15130
led.	w5_d403e15133
M.,	w7_d403e15136
beym	w9_d403e15139
schwarz.	w11_d403e15142
Rös.	w13_d403e15146
im	w1_d403e15151
Bergler=gäs.,	w3_d403e15154
alt	w5_d403e15157
39.	w7_d403e15160
J.	w9_d403e15163
</list>
<head id="h2_d403e15171">
Vor	w1_d403e15175
der	w3_d403e15178
Stadt.	w5_d403e15181
</head>
<head id="h2_d403e15187">
Summa	w1_d403e15191
12.	w3_d403e15194
Person	w5_d403e15197
darunter	w7_d403e15200
3.	w9_d403e15203
Kind.	w11_d403e15206
</head>
<head id="h2_d403e15212">
Den	w1_d403e15218
2.	w3_d403e15221
Dec.	w5_d403e15224
Jn	w1_d403e15229
der	w3_d403e15232
Stadt.	w5_d403e15235
</head>
<list id="l4_d403e15238">
Dem	w1_d403e15242
Wol=edlen	w3_d403e15245
Hrn.	w5_d403e15248
Joh.	w7_d403e15251
Heinr.	w9_d403e15254
Stamet,	w11_d403e15257
K.	w13_d403e15261
K.	w15_d403e15264
Niede	w1_d403e15269
rlags=verw.,	w3_d403e15272
s.	w5_d403e15275
Fr.	w7_d403e15278
Maria	w9_d403e15281
Theres.,	w11_d403e15284
im	w13_d403e15288
Pal	w15_d403e15291
mis.	w1_d403e15296
H.	w3_d403e15299
am	w5_d403e15302
Pet.,	w7_d403e15305
alt	w9_d403e15308
51.	w11_d403e15311
J.	w13_d403e15315
Dem	w1_d403e15321
Hrn.	w3_d403e15324
Wilh.	w5_d403e15327
Mayberg,	w7_d403e15330
Comico,	w9_d403e15333
s.	w11_d403e15336
Fr.	w13_d403e15340
Rosina,	w15_d403e15343
im	w1_d403e15348
Zuanis.	w3_d403e15351
H.	w5_d403e15354
in	w7_d403e15357
der	w9_d403e15360
Krugerstr,	w11_d403e15363
alt	w13_d403e15367
48.	w15_d403e15370
J.	w17_d403e15373
Joh	w1_d403e15378
Hößz,	w3_d403e15381
Student,	w5_d403e15384
im	w7_d403e15387
Jägerhorn=macherisch.	w9_d403e15390
H.	w11_d403e15393
in	w1_d403e15398
der	w3_d403e15401
Boquer=gas.,	w5_d403e15404
alt	w7_d403e15407
15.	w9_d403e15410
J.	w11_d403e15413
Dem	w1_d403e15419
Phil.	w3_d403e15422
Stanlick,	w5_d403e15425
gem.	w7_d403e15428
Stadt	w9_d403e15431
Scaar=dien.,	w11_d403e15434
s.	w13_d403e15438
K.	w15_d403e15441
Jos.,	w1_d403e15446
beym	w3_d403e15449
weis.	w5_d403e15452
Low.	w7_d403e15455
am	w9_d403e15458
Salz=gr.,	w11_d403e15461
alt	w13_d403e15465
3.	w15_d403e15468
J.	w17_d403e15471
</list>
<head id="h2_d403e15478">
Vor	w1_d403e15482
der	w3_d403e15485
Stadt.	w5_d403e15488
</head>
<list id="l4_d403e15491">
m	w1_d403e15495
Hrn.	w3_d403e15498
Georg	w5_d403e15501
Kleebinder,	w7_d403e15504
Burgerl.	w9_d403e15507
Handels=m.	w11_d403e15510
s.	w1_d403e15515
K	w3_d403e15518
Jos.,	w5_d403e15521
beym	w7_d403e15524
gold.	w9_d403e15527
Engel	w11_d403e15530
in	w13_d403e15534
der	w15_d403e15537
Leopoldst.,	w17_d403e15540
alt	w1_d403e15545
1.	w3_d403e15548
J.	w5_d403e15551
Dem	w1_d403e15557
Mich.	w3_d403e15560
Wagner,	w5_d403e15563
Burgerl.	w7_d403e15566
Drat=zich.,	w9_d403e15569
s.	w11_d403e15572
W.	w13_d403e15576
Susan.	w1_d403e15581
im	w3_d403e15584
Vogel	w5_d403e15587
krammeris.	w7_d403e15590
H.	w9_d403e15593
am	w11_d403e15596
Spitalberg,	w13_d403e15600
alt	w1_d403e15605
36.	w3_d403e15608
J.	w5_d403e15611
Cathar.	w1_d403e15616
Parufskin,	w3_d403e15619
Wittwe,	w5_d403e15622
im	w7_d403e15625
Bruneris.	w9_d403e15628
H.	w11_d403e15631
am	w13_d403e15635
Hundsth.,	w1_d403e15641
alt	w3_d403e15644
71.	w5_d403e15647
J.	w7_d403e15650
Der	w1_d403e15655
Anna	w3_d403e15658
Mayrin,	w5_d403e15661
Wittwe,	w7_d403e15664
ihr	w9_d403e15667
S.	w11_d403e15670
Carl,	w13_d403e15674
beyn	w15_d403e15677
3.	w17_d403e15680
Lil.	w1_d403e15685
im	w3_d403e15688
Lerchenf.,	w5_d403e15691
alt	w7_d403e15694
17.	w9_d403e15697
J.	w11_d403e15700
n,	w1_d403e15705
so	w3_d403e15708
erflochen	w5_d403e15711
worden,	w7_d403e15714
ist	w9_d403e15717
Eberhard	w1_d403e15723
Hack,	w3_d403e15726
Sch.	w5_d403e15729
im	w1_d403e15734
Stegneris.	w3_d403e15737
Gart.	w5_d403e15740
vom	w7_d403e15743
K.	w9_d403e15746
K.	w11_d403e15749
Stadt=gericht	w13_d403e15753
beschauet	w1_d403e15758
worden,	w3_d403e15761
alt	w5_d403e15764
31.	w7_d403e15767
J.	w9_d403e15770
</list>
<head id="h2_d403e15777">
Summa	w1_d403e15781
9.	w3_d403e15784
Person.	w5_d403e15787
darunter	w7_d403e15790
2.	w9_d403e15793
Kind.	w11_d403e15796
</head>
<p id="p4_d403e15801">
Es	w1_d403e15805
ist	w3_d403e15808
in	w5_d403e15811
St.	w7_d403e15814
Pölten	w9_d403e15817
in	w11_d403e15820
des	w13_d403e15824
Löbl.	w15_d403e15827
Stifts	w17_d403e15830
und	w19_d403e15833
Kloster	w1_d403e15838
Jurisdiction	w3_d403e15841
in	w5_d403e15844
der	w7_d403e15847
sogenannten	w9_d403e15850
Kloster	w11_d403e15853
gassen	w1_d403e15858
eine	w3_d403e15861
Behausung,	w5_d403e15864
worbey	w7_d403e15867
ein	w9_d403e15870
Garten	w11_d403e15873
befind	w13_d403e15877
lich,	w1_d403e15883
samt	w3_d403e15886
darauf	w5_d403e15889
haftenden	w7_d403e15892
Saiffensiedersge	w9_d403e15895
rechtigkeit	w1_d403e15900
all=täglich	w3_d403e15903
um	w5_d403e15906
billichen	w7_d403e15909
Prets	w9_d403e15912
zu	w11_d403e15915
ver	w13_d403e15919
kauffen;	w1_d403e15924
wer	w3_d403e15927
hierzu	w5_d403e15930
Belieben	w7_d403e15933
traget,	w9_d403e15936
kan	w11_d403e15939
der	w13_d403e15943
sich	w15_d403e15946
bey	w1_d403e15951
aldasigem	w3_d403e15954
Kloster=viertel=stadt=gericht	w5_d403e15957
an	w7_d403e15960
melden.	w1_d403e15966
D	w1_d403e15973
</p>
<p id="p6_d403e15976">
Von	w1_d403e15980
der	w3_d403e15983
N.	w5_d403e15986
Oe.	w7_d403e15989
Regierung	w9_d403e15992
wegen,	w11_d403e15995
wird	w13_d403e15999
mit	w15_d403e16002
gegenwärtigen	w1_d403e16007
Edict	w3_d403e16010
jedermänniglich	w5_d403e16013
kund	w7_d403e16016
und	w9_d403e16019
zu	w1_d403e16024
wissen	w3_d403e16027
gemacht:	w5_d403e16030
Es	w7_d403e16033
habe	w9_d403e16036
Regierung	w11_d403e16039
nothwen	w13_d403e16043
dig	w1_d403e16049
zu	w3_d403e16052
seyn	w5_d403e16055
befunden,	w7_d403e16058
über	w9_d403e16061
weyl.	w11_d403e16064
Balthasar	w13_d403e16068
Nip	w15_d403e16071
perle	w1_d403e16076
gewest	w3_d403e16079
Kaiserl.	w5_d403e16082
Königl.	w7_d403e16085
gehäg=bereiters	w9_d403e16088
zu	w1_d403e16093
Simmering	w3_d403e16096
ad	w5_d403e16099
Cridam	w7_d403e16102
gediehene	w9_d403e16105
Verlassen	w11_d403e16108
schaft	w1_d403e16113
einen	w3_d403e16116
ordentlichen	w5_d403e16119
Concurs	w7_d403e16122
anzuordnen,	w9_d403e16125
und	w1_d403e16131
desselben	w3_d403e16134
sammentliche	w5_d403e16137
sowol	w7_d403e16140
in	w9_d403e16143
als	w11_d403e16146
ausser	w13_d403e16150
Land	w1_d403e16155
befindliche	w3_d403e16158
Glaubigere	w5_d403e16161
zu	w7_d403e16164
Anmeld	w9_d403e16167
und	w11_d403e16170
Li	w13_d403e16174
quidirung	w1_d403e16179
deren	w3_d403e16182
an	w5_d403e16185
sothanen	w7_d403e16188
Vermögen	w9_d403e16191
zu	w11_d403e16194
stel	w13_d403e16198
len	w1_d403e16203
habenden	w3_d403e16206
Spruch	w5_d403e16209
und	w7_d403e16212
Anforderungen	w9_d403e16215
einzu	w11_d403e16218
beruffen,	w1_d403e16224
worzu	w3_d403e16227
denenselben	w5_d403e16230
der	w7_d403e16233
eilfte	w9_d403e16236
Tag	w11_d403e16239
künf	w13_d403e16243
tigen	w1_d403e16248
Monats	w3_d403e16251
Decembris	w5_d403e16254
Nachmittag	w7_d403e16257
præcife	w9_d403e16260
um	w11_d403e16263
3	w1_d403e16268
Uhr	w3_d403e16271
zu	w5_d403e16274
erscheinen,	w7_d403e16277
sub	w9_d403e16280
1moodo	w11_d403e16283
&	w13_d403e16287
2tio	w15_d403e16290
Ter-	w17_d403e16293
mino	w1_d403e16298
præclusivo	w3_d403e16301
angeordnet	w5_d403e16304
worden;	w7_d403e16307
solchemnach	w9_d403e16310
werden	w1_d403e16316
all	w3_d403e16319
und	w5_d403e16322
jede,	w7_d403e16325
welche	w9_d403e16328
an	w11_d403e16331
gedacht	w13_d403e16335
Baltha	w15_d403e16338
sar	w1_d403e16343
Nipperlischen	w3_d403e16346
ad	w5_d403e16349
Cridam	w7_d403e16352
gediehener	w9_d403e16355
Verlas	w11_d403e16358
senschaft	w1_d403e16363
ex	w3_d403e16366
quacunque	w5_d403e16369
Causa,	w7_d403e16372
vel	w9_d403e16375
titulo	w11_d403e16378
Spruch	w13_d403e16382
und	w1_d403e16387
Anforderungen	w3_d403e16390
zu	w5_d403e16393
haben	w7_d403e16396
vermeinen,	w9_d403e16399
auf	w11_d403e16402
ob	w13_d403e16406
bestimten	w1_d403e16412
Tag,	w3_d403e16415
und	w5_d403e16418
Stund	w7_d403e16421
vor	w9_d403e16424
Regieruna	w11_d403e16427
in	w13_d403e16431
der	w1_d403e16436
daselbst	w3_d403e16439
zu	w5_d403e16442
selchem	w7_d403e16445
Ende	w9_d403e16448
offen	w11_d403e16451
habenden	w13_d403e16455
Con	w15_d403e16458
mis	w1_d403e16463
</p>
<p id="p10_d403e16468">
mißions=stuben	w1_d403e16472
entweder	w3_d403e16475
selbst	w5_d403e16478
persönlich:	w7_d403e16481
oder	w9_d403e16484
durch	w1_d403e16489
hierzu	w3_d403e16492
genugsam	w5_d403e16495
bevollmächtigte	w7_d403e16498
Gewalt	w9_d403e16501
tragere	w1_d403e16506
also	w3_d403e16509
gewiß	w5_d403e16512
zu	w7_d403e16515
erscheinen,	w9_d403e16518
und	w11_d403e16521
ihre	w13_d403e16525
haben	w15_d403e16528
de	w1_d403e16534
Anforderungen	w3_d403e16537
anzumelden,	w5_d403e16540
auch	w7_d403e16543
zu	w9_d403e16546
Herstel	w11_d403e16549
lung	w1_d403e16554
des	w3_d403e16557
erforderlichen	w5_d403e16560
Beweistums	w7_d403e16563
ihre	w9_d403e16566
Schuld	w11_d403e16569
und	w1_d403e16574
Schutz=brief,	w3_d403e16577
oder	w5_d403e16580
ansonst	w7_d403e16583
habende	w9_d403e16586
Liquida	w11_d403e16589
tions=urkunden,	w1_d403e16594
und	w3_d403e16597
rechtliche	w5_d403e16600
Behelfe	w7_d403e16603
in	w9_d403e16606
be	w11_d403e16609
maubten	w1_d403e16615
Abschriften	w3_d403e16618
einzulegen	w5_d403e16621
haben,	w7_d403e16624
wie	w9_d403e16627
in	w11_d403e16630
widrigen	w1_d403e16635
der	w3_d403e16638
Ausbleibende	w5_d403e16641
von	w7_d403e16644
gegenwärtiger	w9_d403e16647
Concurs=sache	w1_d403e16652
gänzlichen	w3_d403e16655
ausgeschlossen	w5_d403e16658
seyn,	w7_d403e16661
und	w9_d403e16664
ihnen	w1_d403e16669
diesfals	w3_d403e16672
das	w5_d403e16675
ewige	w7_d403e16678
Stillschweigen	w9_d403e16681
auferle	w11_d403e16684
get,	w1_d403e16690
der	w3_d403e16693
nicht	w5_d403e16696
Liquidirende	w7_d403e16699
aber	w9_d403e16702
in	w11_d403e16705
der	w13_d403e16709
künfti	w15_d403e16712
gen	w1_d403e16717
Claßification	w3_d403e16720
gänzlich	w5_d403e16723
abgewiesen	w7_d403e16726
werden	w9_d403e16729
solle.	w11_d403e16732
Wornach	w1_d403e16737
sich	w3_d403e16740
ein	w5_d403e16743
jeder	w7_d403e16746
zu	w9_d403e16749
richten,	w11_d403e16752
und	w13_d403e16756
vor	w15_d403e16759
Scha	w17_d403e16762
den	w1_d403e16767
zu	w3_d403e16770
hüten	w5_d403e16773
wissen	w7_d403e16776
wird.	w9_d403e16779
So	w11_d403e16782
beschehen	w13_d403e16786
Wien	w15_d403e16789
den	w1_d403e16795
23.	w3_d403e16798
Augusi	w5_d403e16801
1759.	w7_d403e16804
</p>
<p id="p12_d403e16810">
Den	w1_d403e16814
15.	w3_d403e16817
Decembris	w5_d403e16820
werden	w7_d403e16823
bey	w9_d403e16826
dem	w11_d403e16829
Löbl.	w13_d403e16833
Land=marschallischen	w1_d403e16838
Gericht	w3_d403e16841
fruh	w5_d403e16844
um	w7_d403e16847
halb	w9_d403e16850
9.	w11_d403e16853
Uhr	w1_d403e16858
1mo.	w3_d403e16861
eine	w5_d403e16864
brillantene	w7_d403e16867
Plaque	w9_d403e16870
mit	w11_d403e16873
drey	w13_d403e16877
Haupt	w15_d403e16880
steinen,	w1_d403e16886
dann	w3_d403e16889
carmesirten	w5_d403e16892
Tropfen:	w7_d403e16895
2do.	w9_d403e16898
ein	w11_d403e16901
Paar	w13_d403e16905
Ohr=gehäng	w1_d403e16910
von	w3_d403e16913
Brillanten	w5_d403e16916
plus	w7_d403e16919
offerenti	w9_d403e16922
lici-	w11_d403e16925
tando	w1_d403e16930
verkauffet	w3_d403e16933
werden,	w5_d403e16936
wofür	w7_d403e16939
nicht	w9_d403e16942
nur	w11_d403e16945
baa	w13_d403e16949
res	w1_d403e16954
Geld,	w3_d403e16957
sondern	w5_d403e16960
auch	w7_d403e16963
klare	w9_d403e16966
und	w11_d403e16969
richtige	w13_d403e16973
Ob	w15_d403e16976
ligationes	w1_d403e16982
in	w3_d403e16985
Erb=ländischen	w5_d403e16988
Fundis	w7_d403e16991
publicis	w9_d403e16994
an	w11_d403e16997
gelegten	w1_d403e17002
Capitalien	w3_d403e17005
werden	w5_d403e17008
angenommen	w7_d403e17011
werden.	w9_d403e17014
</p>
<p id="p14_d403e17017">
Von	w1_d403e17021
N.	w3_d403e17024
Richter	w5_d403e17027
und	w7_d403e17030
Kaht	w9_d403e17033
der	w11_d403e17036
Kaiserl.	w13_d403e17040
nigl	w1_d403e17045
Landes=fürstl.	w3_d403e17048
Stadt	w5_d403e17051
Hainburg	w7_d403e17054
wegen	w9_d403e17057
rc.	w11_d403e17060
allen	w1_d403e17065
und	w3_d403e17068
jeden,	w5_d403e17071
so	w7_d403e17074
an	w9_d403e17077
weil.	w11_d403e17080
Paueratz	w13_d403e17084
Linzbüch	w15_d403e17087
ler,	w1_d403e17093
gewest=Burgerl.	w3_d403e17096
Schif=muhler=meister	w5_d403e17099
seel.	w7_d403e17102
zuruckgelassene	w1_d403e17107
Verlassenschaft	w3_d403e17110
einige	w5_d403e17113
Sprüch	w7_d403e17116
und	w9_d403e17119
Anforderungen	w1_d403e17124
haben,	w3_d403e17127
oder	w5_d403e17130
ex	w7_d403e17133
quocunque	w9_d403e17136
de-	w11_d403e17139
mum	w1_d403e17144
capite,	w3_d403e17147
vel	w5_d403e17150
titulo,	w7_d403e17153
vel	w9_d403e17156
cansa	w11_d403e17159
zu	w13_d403e17163
stellen	w15_d403e17166
vermeinen,	w1_d403e17172
hiemit	w3_d403e17175
ex	w5_d403e17178
officio	w7_d403e17181
anzufügen,	w9_d403e17184
was	w11_d403e17187
gestalten	w1_d403e17192
die	w3_d403e17195
Nohtdurft	w5_d403e17198
erfordere,	w7_d403e17201
zu	w9_d403e17204
derensel	w11_d403e17207
ben	w1_d403e17212
Vernehmung	w3_d403e17215
eine	w5_d403e17218
Convocation	w7_d403e17221
anzuordnen;	w9_d403e17224
zu	w1_d403e17229
welchem	w3_d403e17232
Ende	w5_d403e17235
dann	w7_d403e17238
eine	w9_d403e17241
Tagsatzung	w11_d403e17244
pro	w13_d403e17248
pri-	w15_d403e17251
mo,	w1_d403e17257
secundo	w3_d403e17260
&	w5_d403e17263
rertio	w7_d403e17266
termino	w9_d403e17269
peremptorio	w11_d403e17272
deren	w1_d403e17277
gewöhnlichen	w3_d403e17280
6.	w5_d403e17283
Wochen	w7_d403e17286
und	w9_d403e17289
3.	w11_d403e17292
Tägen	w13_d403e17296
von	w1_d403e17301
untem	w3_d403e17304
gesetzten	w5_d403e17307
Date	w7_d403e17310
an,	w9_d403e17313
auf	w11_d403e17316
dem	w13_d403e17320
10.	w15_d403e17323
Ja	w17_d403e17326
nuarii	w1_d403e17331
nächst	w3_d403e17334
einruckenden	w5_d403e17337
1760.	w7_d403e17340
Jahrs	w9_d403e17343
sruh	w11_d403e17346
um	w13_d403e17350
8.	w1_d403e17356
Uhr	w3_d403e17359
auf	w5_d403e17362
dem	w7_d403e17365
Kaiserl.	w9_d403e17368
Königl.	w11_d403e17371
Raht=haus	w13_d403e17375
entweders	w1_d403e17380
persenlich,	w3_d403e17383
oder	w5_d403e17386
durch	w7_d403e17389
genugsam	w9_d403e17392
be	w11_d403e17395
vollmächtigte	w1_d403e17400
Gewalt=tragere	w3_d403e17403
also	w5_d403e17406
gewiß	w7_d403e17409
zu	w9_d403e17412
er	w11_d403e17415
scheinen	w1_d403e17420
bestimmet	w3_d403e17423
worden,	w5_d403e17426
wie	w7_d403e17429
im	w9_d403e17432
widrigen	w11_d403e17435
die	w1_d403e17441
Ausbleibende,	w3_d403e17444
und	w5_d403e17447
sich	w7_d403e17450
in	w9_d403e17453
zempote	w11_d403e17456
præsixo	w13_d403e17460
nicht	w1_d403e17465
anmeldende	w3_d403e17468
Prätendeuten,	w5_d403e17471
oder	w7_d403e17474
Glaubigere	w9_d403e17477
mit	w1_d403e17482
ihren	w3_d403e17485
Spruchen	w5_d403e17488
nicht	w7_d403e17491
mehr	w9_d403e17494
angehöret,	w11_d403e17497
sondern	w13_d403e17501
von	w1_d403e17506
des	w3_d403e17509
ermeldeten	w5_d403e17512
Pancratz	w7_d403e17515
Linzbüchler	w9_d403e17518
vorhan	w11_d403e17521
denen	w1_d403e17527
Habschaft,	w3_d403e17530
auch	w5_d403e17533
Verlassenschaftsvermö	w7_d403e17536
gen	w1_d403e17541
völlig	w3_d403e17544
ausgeschlossen	w5_d403e17547
seyn,	w7_d403e17550
auch	w9_d403e17553
hieran	w11_d403e17556
cum	w13_d403e17560
onere	w1_d403e17565
perpetui	w3_d403e17568
flentii	w5_d403e17571
nicht	w7_d403e17574
das	w9_d403e17577
geringste	w11_d403e17580
mehr	w13_d403e17584
zu	w1_d403e17589
forderen,	w3_d403e17592
noch	w5_d403e17595
zu	w7_d403e17598
suchen	w9_d403e17601
haben	w11_d403e17604
sollen.	w13_d403e17608
Wor	w15_d403e17611
nach	w1_d403e17617
sich	w3_d403e17620
dann	w5_d403e17623
ein	w7_d403e17626
jeder	w9_d403e17629
zu	w11_d403e17632
richten,	w13_d403e17636
und	w15_d403e17639
seinem	w17_d403e17642
Juri	w1_d403e17647
zu	w3_d403e17650
innigiliren	w5_d403e17653
wissen	w7_d403e17656
wird.	w9_d403e17659
Actum	w11_d403e17662
Stadt	w13_d403e17666
Hainburg	w1_d403e17671
den	w3_d403e17674
14.	w5_d403e17677
Novemb.	w7_d403e17680
1759.	w9_d403e17683
</p>
<p id="p16_d403e17686">
Don	w1_d403e17690
der	w3_d403e17693
Röm.	w5_d403e17696
Kaiserl.	w7_d403e17699
Königl.	w9_d403e17702
Appstol.	w11_d403e17705
Ma	w13_d403e17709
jest.	w1_d403e17714
N.	w3_d403e17717
Oe.	w5_d403e17720
Regierung	w7_d403e17723
wegen,	w9_d403e17726
wird	w11_d403e17729
hiemit	w13_d403e17733
</p>
<p id="p18_d403e17736">
durch	w1_d403e17740
gegenwärtig=offenes	w3_d403e17743
Edict	w5_d403e17746
denen	w7_d403e17749
Cafpar	w9_d403e17752
Blumischen	w1_d403e17757
Erben,	w3_d403e17760
und	w5_d403e17763
wem	w7_d403e17766
sonsten	w9_d403e17769
daran	w11_d403e17772
ge	w13_d403e17776
legen	w1_d403e17781
ist,	w3_d403e17784
kund	w5_d403e17787
und	w7_d403e17790
zu	w9_d403e17793
wissen	w11_d403e17796
gemacht:	w13_d403e17800
Es	w15_d403e17803
ha	w17_d403e17806
ben	w1_d403e17812
bey	w3_d403e17815
Regierung	w5_d403e17818
die	w7_d403e17821
Neckische	w9_d403e17824
Kinder,	w11_d403e17827
als	w13_d403e17831
Paul	w1_d403e17836
Anton	w3_d403e17839
Klug,	w5_d403e17842
von	w7_d403e17845
Grünenbergische	w9_d403e17848
Lega	w11_d403e17851
tarten	w1_d403e17856
bereits	w3_d403e17859
untern	w5_d403e17862
15.	w7_d403e17865
Julii	w9_d403e17868
1758.	w11_d403e17871
umständ	w13_d403e17875
lichen	w1_d403e17880
vorgestellet,	w3_d403e17883
welcher=gestalten	w5_d403e17886
weil.	w7_d403e17889
Paul	w9_d403e17892
Anton	w1_d403e17898
Klug	w3_d403e17901
von	w5_d403e17904
Grünenberg,	w7_d403e17907
in	w9_d403e17910
seinem	w11_d403e17913
hinter	w13_d403e17917
lassenen	w1_d403e17922
Testament	w3_d403e17925
de	w5_d403e17928
publ.	w7_d403e17931
24.	w9_d403e17934
Jan.	w11_d403e17937
1719.	w13_d403e17941
sei	w15_d403e17944
nen	w1_d403e17949
Vettern	w3_d403e17952
Romuald	w5_d403e17955
Anton	w7_d403e17958
Klug	w9_d403e17961
von	w11_d403e17964
Grünen	w13_d403e17968
berg,	w1_d403e17973
Welt=priestern	w3_d403e17976
von	w5_d403e17979
jenen	w7_d403e17982
2000.	w9_d403e17985
fl.	w11_d403e17988
(wo	w13_d403e17992
von	w1_d403e17998
die	w3_d403e18001
Obligation	w5_d403e18004
bey	w7_d403e18007
der	w9_d403e18010
milden	w11_d403e18013
Stiftungs	w13_d403e18017
commißion	w1_d403e18022
in	w3_d403e18025
deposito	w5_d403e18028
befindlich	w7_d403e18031
ist)	w9_d403e18034
dem	w11_d403e18037
Grund	w13_d403e18041
buch	w1_d403e18046
ad	w3_d403e18049
dies	w5_d403e18052
vitæ,	w7_d403e18055
dahingegen	w9_d403e18058
von	w11_d403e18061
eben	w13_d403e18065
solchem	w15_d403e18068
Capital	w1_d403e18073
ihnen	w3_d403e18076
Neckischen	w5_d403e18079
Kindern,	w7_d403e18082
und	w9_d403e18085
dem	w11_d403e18088
Ca	w13_d403e18092
spar	w1_d403e18098
Blum,	w3_d403e18101
800.	w5_d403e18104
fl.	w7_d403e18107
zu	w9_d403e18110
gleichen	w11_d403e18113
Theilen,	w13_d403e18117
die	w15_d403e18120
übrige	w1_d403e18125
1200.	w3_d403e18128
fl.	w5_d403e18131
aber	w7_d403e18134
dem	w9_d403e18137
alhiesigen	w11_d403e18140
grossen	w13_d403e18144
Ar	w15_d403e18147
men=haus	w1_d403e18152
vermacht	w3_d403e18155
habe.	w5_d403e18158
Gleichwie	w7_d403e18161
aber	w9_d403e18164
sowol	w11_d403e18167
oberwehnter	w1_d403e18172
Welt=priester	w3_d403e18175
Ronuald	w5_d403e18178
Klug	w7_d403e18181
von	w9_d403e18184
Grünenberg,	w1_d403e18190
vermög	w3_d403e18193
beygebrachten	w5_d403e18196
Todten=schein	w7_d403e18199
de	w1_d403e18204
Dato	w3_d403e18207
25.	w5_d403e18210
Febr.	w7_d403e18213
1758.	w9_d403e18216
als	w11_d403e18219
auch	w13_d403e18223
ihr	w15_d403e18226
Mitle	w17_d403e18229
gatarius	w1_d403e18234
besagter	w3_d403e18237
Caspar	w5_d403e18240
Blum,	w7_d403e18243
vermög	w9_d403e18246
einem	w11_d403e18249
untern	w1_d403e18254
2.	w3_d403e18257
Martii	w5_d403e18260
1758.	w7_d403e18263
ausgefertigten	w9_d403e18266
Todten	w11_d403e18269
schein	w1_d403e18275
das	w3_d403e18278
Zeitliche	w5_d403e18281
geseegnet	w7_d403e18284
hätten;	w9_d403e18287
als	w11_d403e18290
haben	w13_d403e18294
die	w1_d403e18299
Neckische	w3_d403e18302
Kinder	w5_d403e18305
bey	w7_d403e18308
nunmehro	w9_d403e18311
einer	w11_d403e18314
Seits	w13_d403e18318
erloschenen	w1_d403e18323
Legato	w3_d403e18326
usus	w5_d403e18329
fructus	w7_d403e18332
und	w9_d403e18335
zugleich	w11_d403e18338
an	w13_d403e18342
derer	w1_d403e18347
Seits	w3_d403e18350
sich	w5_d403e18353
äusserenden	w7_d403e18356
Jure	w9_d403e18359
accrescendi	w11_d403e18362
um	w1_d403e18368
die	w3_d403e18371
Erfolglassung	w5_d403e18374
obberührten	w7_d403e18377
Legats	w9_d403e18380
pr.	w11_d403e18383
800.	w13_d403e18387
fl.	w1_d403e18392
gebetten,	w3_d403e18395
worüber	w5_d403e18398
aber	w7_d403e18401
untern	w9_d403e18404
20.	w11_d403e18407
Sept.	w13_d403e18411
vorigen	w1_d403e18416
Jahrs	w3_d403e18419
der	w5_d403e18422
Verlaß	w7_d403e18425
dahin	w9_d403e18428
ausgefallen	w11_d403e18431
ist,	w13_d403e18435
daß	w1_d403e18440
die	w3_d403e18443
erst=erwehnter	w5_d403e18446
massen	w7_d403e18449
anbegehrte	w9_d403e18452
Er	w11_d403e18455
folglassung	w1_d403e18461
oft	w3_d403e18464
erwiederten	w5_d403e18467
Legats	w7_d403e18470
pr.	w9_d403e18473
800.	w11_d403e18476
fl.	w13_d403e18480
zwar	w1_d403e18485
nicht	w3_d403e18488
Statt	w5_d403e18491
haben,	w7_d403e18494
sondern	w9_d403e18497
ihnen	w11_d403e18500
Neckischen	w13_d403e18504
Kindern	w1_d403e18509
nur	w3_d403e18512
allein	w5_d403e18515
die	w7_d403e18518
Halbscheid	w9_d403e18521
hievon	w11_d403e18524
pr.	w13_d403e18528
400.	w15_d403e18531
fl.	w1_d403e18536
samt	w3_d403e18539
denen	w5_d403e18542
vom	w7_d403e18545
S.	w9_d403e18548
Junii	w11_d403e18551
1758.	w13_d403e18555
ausständigen	w15_d403e18558
Jnteressen	w1_d403e18564
gebühren,	w3_d403e18567
und	w5_d403e18570
auf	w7_d403e18573
Anlangen	w9_d403e18576
verab	w11_d403e18579
folget,	w1_d403e18584
übrigens	w3_d403e18587
aber	w5_d403e18590
wegen	w7_d403e18593
deren	w9_d403e18596
anderen	w11_d403e18599
400.	w13_d403e18603
fl.	w1_d403e18608
mit	w3_d403e18611
