<doc id="wr_1758-09-06" attrs="word" year="1758" month="09" day="06" corpus="2">
<head id="h2_d276e3771">
Leipzig	w1_d276e3775
Schrefelbauer,	w5_d276e14678
Tagw.,	w7_d276e14681
s.	w9_d276e14684
K.	w11_d276e14687
Leop.,	w13_d276e14691
im	w15_d276e14694
</list>
<p id="p8_d276e14698">
Dem	w1_d276e14702
Math.	w3_d276e14705
Egenborfer,	w5_d276e14708
Maurern,	w7_d276e14711
s.	w9_d276e14714
W.	w11_d276e14717
Ursula,	w13_d276e14721
Goldschmiedis.	w1_d276e14726
H.	w3_d276e14729
zu	w5_d276e14732
Erdberg,	w7_d276e14735
alt	w9_d276e14738
6.	w11_d276e14741
J.	w13_d276e14745
</p>
<head id="h2_d276e14751">
Summa	w1_d276e14755
9.	w3_d276e14758
Person.,	w5_d276e14761
darunter	w7_d276e14764
2.	w9_d276e14767
Kind.	w11_d276e14770
Den	w1_d276e14775
4.	w3_d276e14778
Septemb.	w5_d276e14781
Jn	w1_d276e14786
der	w3_d276e14789
Stadt.	w5_d276e14792
</head>
<list id="l4_d276e14795">
Dem	w1_d276e14799
Ant.	w3_d276e14802
Buchberger,	w5_d276e14805
Kutsch.,	w7_d276e14808
s.	w9_d276e14811
W.	w11_d276e14814
Anna,	w13_d276e14818
im	w15_d276e14821
Hof=kirschneris.	w1_d276e14826
H.	w3_d276e14829
in	w5_d276e14832
der	w7_d276e14835
Nagler=gas.,	w9_d276e14838
alt	w11_d276e14841
48.	w13_d276e14845
J.	w15_d276e14848
</list>
<head id="h2_d276e14855">
Vor	w1_d276e14859
der	w3_d276e14862
Stadt.	w5_d276e14865
</head>
<list id="l4_d276e14868">
Dem	w1_d276e14872
Joh.	w3_d276e14875
Mich.	w5_d276e14878
Walter,	w7_d276e14881
Burgerl.	w9_d276e14884
Fleisch=hack,	w11_d276e14887
s.	w13_d276e14891
K.	w1_d276e14896
Franz,	w3_d276e14899
in	w5_d276e14902
s.	w7_d276e14905
H.	w9_d276e14908
in	w11_d276e14911
der	w13_d276e14915
Unger=gas.,	w15_d276e14918
alt	w17_d276e14921
2.	w19_d276e14924
J.	w21_d276e14927
Dem	w1_d276e14932
Franz	w3_d276e14935
Weibel,	w5_d276e14938
Academie=mahl.,	w7_d276e14941
s.	w9_d276e14944
K.	w11_d276e14947
Magd.,	w13_d276e14951
beym	w1_d276e14957
schwarz.	w3_d276e14960
Adl.	w5_d276e14963
auf	w7_d276e14966
der	w9_d276e14969
Wendelst.,	w11_d276e14972
4.	w13_d276e14976
J.	w15_d276e14979
Francisca	w1_d276e14984
Strohmayrin,	w3_d276e14987
Wittwe,	w5_d276e14990
beym	w7_d276e14993
gold.	w9_d276e14996
Schlös.	w11_d276e14999
am	w1_d276e15004
Spitalberg,	w3_d276e15007
alt	w5_d276e15010
56.	w7_d276e15013
J.	w9_d276e15016
Franz	w1_d276e15021
Schwarzerkönig,	w3_d276e15024
Koch,	w5_d276e15027
im	w7_d276e15030
Oelerisch.	w9_d276e15033
H.	w11_d276e15036
zu	w13_d276e15040
Margar.,	w1_d276e15046
alt	w3_d276e15049
65.	w5_d276e15052
J.	w7_d276e15055
Der	w1_d276e15060
Eva	w3_d276e15063
Pauschingerin,	w5_d276e15066
Wittwe,	w7_d276e15069
ihr	w9_d276e15072
K.	w11_d276e15075
Sabina,	w13_d276e15079
beym	w1_d276e15084
schwarz.	w3_d276e15087
Bock	w5_d276e15090
zu	w7_d276e15093
Mätzleinstorf,	w9_d276e15096
alt	w11_d276e15099
11.	w13_d276e15103
J.	w15_d276e15106
Brigit.	w1_d276e15111
Keglin,	w3_d276e15114
Wittwe,	w5_d276e15117
beym	w7_d276e15120
rot.	w9_d276e15123
Apf.	w11_d276e15126
im	w13_d276e15130
Lerchf.,	w15_d276e15133
alt	w1_d276e15139
64.	w3_d276e15142
J.	w5_d276e15145
Franz	w1_d276e15150
Aigner,	w3_d276e15153
Tagw.,	w5_d276e15156
im	w7_d276e15159
Leut=gebis.	w9_d276e15162
H.	w11_d276e15165
zu	w13_d276e15169
Erdberg,	w15_d276e15172
alt	w1_d276e15177
23.	w3_d276e15180
J.	w5_d276e15183
</list>
<head id="h2_d276e15190">
Summa	w1_d276e15194
8.	w3_d276e15197
Person.	w5_d276e15200
/	w7_d276e15203
darunter	w9_d276e15206
3.	w11_d276e15209
Kinder.	w13_d276e15213
</head>
<p id="p4_d276e15216">
Jn	w1_d276e15220
der	w3_d276e15223
Kurzböckischen	w5_d276e15226
Buchdruckerey	w7_d276e15229
ist	w9_d276e15232
zu	w11_d276e15235
ha	w13_d276e15239
ben:	w1_d276e15244
Fortsetzung	w3_d276e15247
des	w5_d276e15250
Gespräches	w7_d276e15253
zwischen	w9_d276e15256
dem	w11_d276e15259
klagenden	w1_d276e15264
Sachsen,	w3_d276e15267
und	w5_d276e15270
dem	w7_d276e15273
auf	w9_d276e15276
die	w11_d276e15279
Erlösung	w13_d276e15283
hoffenden	w1_d276e15289
Schlesien:	w3_d276e15292
über	w5_d276e15295
den	w7_d276e15298
Vorspruch:	w9_d276e15301
hoffen	w11_d276e15304
was	w1_d276e15309
man	w3_d276e15312
längst	w5_d276e15315
verdiente,	w7_d276e15318
ist	w9_d276e15321
ja	w11_d276e15324
billig	w13_d276e15328
und	w15_d276e15331
er	w17_d276e15334
laubt:	w1_d276e15339
Ovid.	w3_d276e15342
Epist.	w5_d276e15345
Heroid.	w7_d276e15348
in	w9_d276e15351
4to	w11_d276e15354
per	w13_d276e15358
7.	w15_d276e15361
Kr.	w17_d276e15364
Nota.	w1_d276e15369
Es	w3_d276e15372
ist	w5_d276e15375
auch	w7_d276e15378
noch	w9_d276e15381
das	w11_d276e15384
erste	w13_d276e15388
Stück	w15_d276e15391
zu	w17_d276e15394
be	w19_d276e15397
kommen.	w1_d276e15403
</p>
<p id="p6_d276e15406">
Wir	w1_d276e15410
Burgermeister	w3_d276e15413
Amts=verwalter,	w5_d276e15416
und	w7_d276e15419
Raht	w9_d276e15422
der	w1_d276e15427
Stadt	w3_d276e15430
Wien	w5_d276e15433
geben	w7_d276e15436
hiemit	w9_d276e15439
offentlich	w11_d276e15442
zu	w13_d276e15446
wissen,	w15_d276e15449
wie	w1_d276e15454
daß	w3_d276e15457
jüngsthin	w5_d276e15460
durch	w7_d276e15463
Austrettung	w9_d276e15466
des	w11_d276e15469
Mathät	w13_d276e15473
Taxbock	w1_d276e15479
eine	w3_d276e15482
Alumnatstelle	w5_d276e15485
der	w7_d276e15488
Grabmayrischen	w9_d276e15491
Stiftung	w1_d276e15496
in	w3_d276e15499
dem	w5_d276e15502
alhiesigen	w7_d276e15505
Seminario	w9_d276e15508
SS.	w11_d276e15511
Ignatii	w13_d276e15515
&	w1_d276e15520
Pancratii	w3_d276e15523
in	w5_d276e15526
Erledigung	w7_d276e15529
gediehen	w9_d276e15532
seye;	w11_d276e15535
Um	w13_d276e15539
willen	w1_d276e15544
nun	w3_d276e15547
der	w5_d276e15550
Stifteren	w7_d276e15553
Mariä	w9_d276e15556
Theresiä	w11_d276e15559
Grab	w13_d276e15563
mayrin,	w1_d276e15569
einer	w3_d276e15572
gewesten	w5_d276e15575
Bürgerin	w7_d276e15578
alhier	w9_d276e15581
seel.	w11_d276e15584
Löbl.	w13_d276e15588
Jntention	w1_d276e15593
dahin	w3_d276e15596
zielet,	w5_d276e15599
daß	w7_d276e15602
sothane	w9_d276e15605
Alumnat	w11_d276e15608
stelle	w1_d276e15613
vorzüglich	w3_d276e15616
tauglichen	w5_d276e15619
Knaben,	w7_d276e15622
so	w9_d276e15625
aus	w11_d276e15628
ihrer,	w13_d276e15632
oder	w1_d276e15637
ihres	w3_d276e15640
verstorbenen	w5_d276e15643
Ehe=wirts	w7_d276e15646
Simon	w9_d276e15649
Grab	w11_d276e15652
mayers	w1_d276e15658
seel.	w3_d276e15661
Freundschaft,	w5_d276e15664
und	w7_d276e15667
eines	w9_d276e15670
Alters	w11_d276e15673
we	w13_d276e15677
nigstens	w1_d276e15682
von	w3_d276e15685
10.	w5_d276e15688
Jahren	w7_d276e15691
seynd,	w9_d276e15694
conferiret,	w11_d276e15697
in	w13_d276e15701
de	w15_d276e15704
renselbigen	w1_d276e15709
Ermanglung	w3_d276e15712
aber	w5_d276e15715
allhiesigen	w7_d276e15718
armen	w9_d276e15721
Burgers=kindern	w1_d276e15726
zugetheilet	w3_d276e15729
werden	w5_d276e15732
solle.	w7_d276e15735
Als	w9_d276e15738
hat	w1_d276e15744
man	w3_d276e15747
zu	w5_d276e15750
sothanem	w7_d276e15753
Ende	w9_d276e15756
durch	w11_d276e15759
dieses	w13_d276e15763
offene	w15_d276e15766
Edict	w1_d276e15771
ihnen	w3_d276e15774
Grabmayrischen	w5_d276e15777
Befreundten,	w7_d276e15780
so	w9_d276e15783
er	w11_d276e15786
deutete	w1_d276e15791
Alumnat=stelle	w3_d276e15794
an	w5_d276e15797
sich	w7_d276e15800
zu	w9_d276e15803
brigen,	w11_d276e15806
und	w13_d276e15810
zu	w15_d276e15813
geniessen	w1_d276e15818
gedenken,	w3_d276e15821
kund	w5_d276e15824
machen	w7_d276e15827
wollen,	w9_d276e15830
daß	w11_d276e15833
sie	w13_d276e15837
sich	w1_d276e15843
innerhalb	w3_d276e15846
6.	w5_d276e15849
Wochen	w7_d276e15852
und	w9_d276e15855
3.	w11_d276e15858
Tägen	w13_d276e15862
von	w15_d276e15865
Zeit	w17_d276e15868
dieses	w1_d276e15873
Edicts	w3_d276e15876
bey	w5_d276e15879
Gemeiner	w7_d276e15882
Stadt	w9_d276e15885
Grund=buch	w11_d276e15888
</p>
<p id="p10_d276e15893">
alsogewiß	w1_d276e15897
melden,	w3_d276e15900
und	w5_d276e15903
sich	w7_d276e15906
behörig	w9_d276e15909
legitimiren,	w11_d276e15912
wie	w1_d276e15917
im	w3_d276e15920
widrigen	w5_d276e15923
berühmte	w7_d276e15926
Alumnat=stelle	w9_d276e15929
anderen	w11_d276e15932
allhiesig=Armen,	w1_d276e15937
und	w3_d276e15940
tauglichen	w5_d276e15943
Burgers=kindern	w7_d276e15946
ertheilet	w1_d276e15952
werden	w3_d276e15955
solle.	w5_d276e15958
Urkund	w7_d276e15961
dessen	w9_d276e15964
unser,	w11_d276e15967
und	w13_d276e15971
Gemeiner	w1_d276e15976
Stadt	w3_d276e15979
mitters	w5_d276e15982
Seeret=iusigel.	w7_d276e15985
Actum	w9_d276e15988
Wien	w1_d276e15993
den	w3_d276e15996
6.	w5_d276e15999
May	w7_d276e16002
1758.	w9_d276e16005
</p>
<p id="p12_d276e16011">
Den	w1_d276e16015
7.	w3_d276e16018
künftigen	w5_d276e16021
Monats	w7_d276e16024
Sept.	w9_d276e16027
werden	w11_d276e16030
auf	w13_d276e16034
dem	w1_d276e16039
alhiesig=Kaiserl.	w3_d276e16042
Königl.	w5_d276e16045
Stadt	w7_d276e16048
und	w9_d276e16051
Land	w11_d276e16054
gericht	w1_d276e16059
frühe	w3_d276e16062
von	w5_d276e16065
9.	w7_d276e16068
bis	w9_d276e16071
12.	w11_d276e16074
und	w13_d276e16078
Nachmittags	w15_d276e16081
von	w1_d276e16087
3.	w3_d276e16090
bis	w5_d276e16093
6.	w7_d276e16096
Uhr,	w9_d276e16099
verschiedenes	w11_d276e16102
Zinn,	w13_d276e16106
Kleider,	w15_d276e16109
und	w1_d276e16114
andere	w3_d276e16117
Effecten	w5_d276e16120
dem	w7_d276e16123
Meist=biettenden	w9_d276e16126
ver	w11_d276e16129
kauft	w1_d276e16134
werden.	w3_d276e16137
</p>
<p id="p14_d276e16140">
Auf	w1_d276e16144
Verordnung	w3_d276e16147
einer	w5_d276e16150
Hochlöbl.	w7_d276e16153
K.	w9_d276e16156
K.	w11_d276e16159
N.	w13_d276e16163
O.	w15_d276e16166
Repräscntation	w1_d276e16171
und	w3_d276e16174
Cammer,	w5_d276e16177
werden	w7_d276e16180
auf	w9_d276e16183
den	w11_d276e16186
11ten	w1_d276e16191
dies	w3_d276e16194
Monats	w5_d276e16197
Septembris	w7_d276e16200
früh	w9_d276e16203
von	w11_d276e16206
9.	w13_d276e16210
bis	w1_d276e16216
12.	w3_d276e16219
und	w5_d276e16222
Nachmittag	w7_d276e16225
von	w9_d276e16228
3.	w11_d276e16231
bis	w13_d276e16235
6.	w15_d276e16238
Uhr	w17_d276e16241
in	w1_d276e16246
dem	w3_d276e16249
sogenannten	w5_d276e16252
Steyren=hof	w7_d276e16255
unweil	w9_d276e16258
des	w11_d276e16261
Ro	w13_d276e16265
themthurns	w1_d276e16270
alhier	w3_d276e16273
iu	w5_d276e16276
der	w7_d276e16279
Stadt,	w9_d276e16282
verschiedene	w11_d276e16285
Ver	w13_d276e16289
lassenschaftwefferken,	w1_d276e16294
als	w3_d276e16297
Geschmuck,	w5_d276e16300
Gold,	w7_d276e16303
Sil	w9_d276e16306
ber,	w1_d276e16312
Uhren,	w3_d276e16315
Türkischer	w5_d276e16318
Caffee,	w7_d276e16321
Reiß,	w9_d276e16324
Cordovan,	w11_d276e16327
Schauflleber,	w1_d276e16332
Hausen=blatter,	w3_d276e16335
Türkischer	w5_d276e16338
Safran,	w7_d276e16341
Meßsing,	w1_d276e16346
Zum,	w3_d276e16349
Kupfer,	w5_d276e16352
GriechischLateinisch	w7_d276e16355
un.	w1_d276e16360
Teutsche	w3_d276e16363
Bücher,	w5_d276e16366
Kästen,	w7_d276e16369
Sesseln,	w9_d276e16372
Spiegln,	w11_d276e16375
Bilder,	w1_d276e16381
Hungarische	w3_d276e16384
Manno=kleider,	w5_d276e16387
Pelzwerk,	w7_d276e16390
grosse	w1_d276e16395
eiserne	w3_d276e16398
Waagen,	w5_d276e16401
samt	w7_d276e16404
deto	w9_d276e16407
Gewichtern	w11_d276e16410
und	w13_d276e16414
andere	w1_d276e16419
Fahrnussen	w3_d276e16422
rc.	w5_d276e16425
denen	w7_d276e16428
Meistbietenden	w9_d276e16431
licitan	w11_d276e16434
do	w1_d276e16439
verkauffet	w3_d276e16442
werden.	w5_d276e16445
</p>
<p id="p16_d276e16448">
Wir	w1_d276e16452
Endes=gefertigte	w3_d276e16455
von	w5_d276e16458
dem	w7_d276e16461
Löbl.	w9_d276e16464
L.	w11_d276e16467
M.	w13_d276e16471
Gericht	w1_d276e16476
verordnete	w3_d276e16479
Commissarii	w5_d276e16482
geben	w7_d276e16485
hiemit	w9_d276e16488
al	w11_d276e16491
len,	w1_d276e16496
und	w3_d276e16499
jeden,	w5_d276e16502
welche	w7_d276e16505
an	w9_d276e16508
weyl.	w11_d276e16511
des	w13_d276e16515
Hoch	w15_d276e16518
und	w17_d276e16521
wolgebohrnen	w1_d276e16527
Herrn	w3_d276e16530
Franz	w5_d276e16533
Ludwig	w7_d276e16536
Grafen	w9_d276e16539
von	w11_d276e16542
Sallaburg	w1_d276e16547
Jhrer	w3_d276e16550
Kaiserl.	w5_d276e16553
und	w7_d276e16556
Königl.	w9_d276e16559
Majestät	w11_d276e16562
gewesten	w1_d276e16567
würklichen	w3_d276e16570
geheimen	w5_d276e16573
Raht,	w7_d276e16576
und	w9_d276e16579
Gene	w11_d276e16582
ral=feld=marschallen	w1_d276e16587
seel.	w3_d276e16590
Verlassenschaft,	w5_d276e16593
Sprüch	w7_d276e16596
und	w1_d276e16602
Anforderungen	w3_d276e16605
zu	w5_d276e16608
haben	w7_d276e16611
vermeinen,	w9_d276e16614
zu	w11_d276e16617
ver	w13_d276e16621
nehmen,	w1_d276e16626
wie	w3_d276e16629
daß	w5_d276e16632
wir	w7_d276e16635
zu	w9_d276e16638
folge	w11_d276e16641
der	w13_d276e16645
an	w15_d276e16648
uns	w17_d276e16651
er	w19_d276e16654
gangenen	w1_d276e16659
Auflag	w3_d276e16662
zu	w5_d276e16665
Anhorung	w7_d276e16668
derenselben	w9_d276e16671
Sprü	w11_d276e16674
chen	w1_d276e16679
cine	w3_d276e16682
superperemtorie	w5_d276e16685
clausuhiete	w7_d276e16688
Tagsatzung	w9_d276e16691
auf	w1_d276e16697
den	w3_d276e16700
28.	w5_d276e16703
dies	w7_d276e16706
Monats	w9_d276e16709
Septembria	w11_d276e16712
Nachmit	w13_d276e16716
tag	w1_d276e16721
um	w3_d276e16724
3.	w5_d276e16727
Uhr	w7_d276e16730
in	w9_d276e16733
meinen	w11_d276e16736
Freyherrnzvon	w13_d276e16740
Pechmann	w15_d276e16743
im	w1_d276e16748
Langen=haus	w3_d276e16751
im	w5_d276e16754
ersten	w7_d276e16757
Stock	w9_d276e16760
habenden	w11_d276e16763
Wohn	w13_d276e16767
zimmern	w1_d276e16772
proumo	w3_d276e16775
2do,	w5_d276e16778
&	w7_d276e16781
3tio	w9_d276e16784
Termino	w11_d276e16787
zu	w13_d276e16791
er	w15_d276e16794
scheinen	w1_d276e16800
bestimmet	w3_d276e16803
haben.	w5_d276e16806
Verden	w1_d276e16811
demnach	w3_d276e16814
alle,	w5_d276e16817
und	w7_d276e16820
jede	w9_d276e16823
an	w11_d276e16826
gedachten	w13_d276e16830
</p>
<p id="p18_d276e16833">
Tag,	w1_d276e16837
Stund,	w3_d276e16840
und	w5_d276e16843
Ort	w7_d276e16846
alsogewiß	w9_d276e16849
zu	w11_d276e16852
erscheinen,	w13_d276e16856
ihre	w15_d276e16859
habende	w1_d276e16864
Forderungen	w3_d276e16867
anzumelden,	w5_d276e16870
und	w7_d276e16873
zugleich	w9_d276e16876
vollkommen,	w1_d276e16881
und	w3_d276e16884
sattsam	w5_d276e16887
zu	w7_d276e16890
liquidiren	w9_d276e16893
haben,	w11_d276e16896
als	w1_d276e16902
im	w3_d276e16905
widrigen	w5_d276e16908
die	w7_d276e16911
ausbleibende	w9_d276e16914
nicht	w11_d276e16917
mehr	w13_d276e16921
ge	w15_d276e16924
hört,	w1_d276e16929
sondern	w3_d276e16932
hierüber	w5_d276e16935
ex	w7_d276e16938
Officio	w9_d276e16941
reiationiret,	w11_d276e16944
und	w1_d276e16949
denenselben	w3_d276e16952
das	w5_d276e16955
ewige	w7_d276e16958
Stillschweigen	w9_d276e16961
aufer	w11_d276e16964
legt	w1_d276e16969
werden	w3_d276e16972
solle.	w5_d276e16975
Actum	w7_d276e16978
Wien	w9_d276e16981
den	w11_d276e16984
6.	w13_d276e16988
Julii	w15_d276e16991
1758.	w17_d276e16994
(L.	w1_d276e17000
S.)	w3_d276e17003
Ludwig	w5_d276e17006
Freyherr	w7_d276e17009
von	w9_d276e17012
Pechmann.	w11_d276e17015
(L.	w1_d276e17020
S.)	w3_d276e17023
Joseph	w5_d276e17026
von	w7_d276e17029
Zwenhof.	w9_d276e17032
</p>
<p id="p20_d276e17035">
Von	w1_d276e17039
der	w3_d276e17042
Hochgräflichen	w5_d276e17045
Hartigischen	w7_d276e17048
Herr	w9_d276e17051
schaft	w1_d276e17056
Schrattenthal,	w3_d276e17059
in	w5_d276e17062
V.	w7_d276e17065
V.	w9_d276e17068
M.	w11_d276e17071
B.	w13_d276e17075
wird	w15_d276e17078
hiemit	w1_d276e17083
dem	w3_d276e17086
Sebastian	w5_d276e17089
Blün	w7_d276e17092
Herrschaft	w9_d276e17095
Gun	w11_d276e17098
</p>
<p id="p22_d276e17101">
terstorfer	w1_d276e17105
Unterthan,	w3_d276e17108
kund	w5_d276e17111
und	w7_d276e17114
zu	w9_d276e17117
wissen	w11_d276e17120
gemacht,	w13_d276e17124
was	w1_d276e17129
gestalten	w3_d276e17132
auf	w5_d276e17135
jüngst	w7_d276e17138
beschehen	w9_d276e17141
zeitliches	w11_d276e17144
ab	w13_d276e17148
leiben	w1_d276e17153
Bartholoma	w3_d276e17156
Blun	w5_d276e17159
sel.,	w7_d276e17162
als	w9_d276e17165
seines	w11_d276e17168
Eheleibl.	w13_d276e17172
Vatters	w1_d276e17178
in	w3_d276e17181
seiner	w5_d276e17184
ruckgelassenen	w7_d276e17187
letztwilligen	w9_d276e17190
Di	w11_d276e17193
sposition	w1_d276e17198
ihne	w3_d276e17201
Sebastian,	w5_d276e17204
mit	w7_d276e17207
des	w9_d276e17210
verstorbenen	w11_d276e17213
hinterlassenen	w1_d276e17218
Eheweib	w3_d276e17221
als	w5_d276e17224
wahre	w7_d276e17227
Universalerben	w9_d276e17230
eingesetzet	w1_d276e17235
habe,	w3_d276e17238
zumalen	w5_d276e17241
aber	w7_d276e17244
sein	w9_d276e17247
Aufenthalt	w11_d276e17250
der	w13_d276e17254
malen	w1_d276e17260
unwistens,	w3_d276e17263
und	w5_d276e17266
dessentwegen	w7_d276e17269
sothane	w9_d276e17272
Erb	w11_d276e17275
schaft	w1_d276e17280
nicht	w3_d276e17283
weiters	w5_d276e17286
vertheilet	w7_d276e17289
werden	w9_d276e17292
kan.	w11_d276e17295
Als	w13_d276e17299
hat	w1_d276e17304
man	w3_d276e17307
zu	w5_d276e17310
sothannen	w7_d276e17313
Ende	w9_d276e17316
hiemit	w11_d276e17319
ihme	w13_d276e17323
Seba	w15_d276e17326
stian	w1_d276e17331
Blün	w3_d276e17334
kund	w5_d276e17337
machen	w7_d276e17340
wollen,	w9_d276e17343
daß	w11_d276e17346
selber	w13_d276e17350
mit	w15_d276e17353
Ende	w1_d276e17359
dies	w3_d276e17362
Jahrs	w5_d276e17365
1758.	w7_d276e17368
den	w9_d276e17371
30.	w11_d276e17374
December	w13_d276e17378
fruhe	w15_d276e17381
um	w1_d276e17386
8.	w3_d276e17389
Uhr	w5_d276e17392
bey	w7_d276e17395
vorgedachter	w9_d276e17398
Herrschaft=canzley	w11_d276e17401
Schrattenthal	w1_d276e17406
so	w3_d276e17409
gewiß	w5_d276e17412
sich	w7_d276e17415
melden,	w9_d276e17418
oder	w11_d276e17421
sich	w13_d276e17425
durch	w15_d276e17428
bevollmächtigte	w1_d276e17433
behörig,	w3_d276e17436
zu	w5_d276e17439
sothanner	w7_d276e17442
beträchtli	w9_d276e17445
chen	w1_d276e17451
Erbschaft	w3_d276e17454
legitimiren,	w5_d276e17457
wie	w7_d276e17460
im	w9_d276e17463
widrigen	w11_d276e17466
be	w13_d276e17470
deutete	w1_d276e17475
Erbschaft	w3_d276e17478
seinem	w5_d276e17481
Cheleiblichen	w7_d276e17484
hinterlasse	w9_d276e17487
nen	w1_d276e17492
Kindern,	w3_d276e17495
Obrigkeitlich	w5_d276e17498
eingeantwortet	w7_d276e17501
wer	w9_d276e17504
den	w1_d276e17509
solle.	w3_d276e17512
Actum	w5_d276e17515
Canzley	w7_d276e17518
Schrattenthal	w9_d276e17521
den,.	w11_d276e17524
Augusti	w1_d276e17530
1758.	w3_d276e17533
</p>
<head id="h2_d276e17539">
EDICT.	w1_d276e17543
</head>
<p id="p4_d276e17546">
Von	w1_d276e17550
der	w3_d276e17553
Hochgräfl.	w5_d276e17556
Carl	w7_d276e17559
Batthyanischen	w9_d276e17562
Herr	w11_d276e17565
schaft	w1_d276e17570
Trautmannstorf	w3_d276e17573
wegen	w5_d276e17576
rc.	w7_d276e17579
wird	w9_d276e17582
hiemit	w11_d276e17585
je	w13_d276e17589
dermänniglich	w1_d276e17594
kund	w3_d276e17597
und	w5_d276e17600
zu	w7_d276e17603
wissen	w9_d276e17606
gemachet,	w11_d276e17609
es	w13_d276e17613
seye	w1_d276e17619
über	w3_d276e17622
des	w5_d276e17625
Franz	w7_d276e17628
Obermann,	w9_d276e17631
Burgerlichen	w11_d276e17634
Kaufmanns,	w1_d276e17639
und	w3_d276e17642
behausten	w5_d276e17645
Unterthaus	w7_d276e17648
im	w9_d276e17651
Markt	w11_d276e17654
Trautmannstorf,	w1_d276e17659
wie	w3_d276e17662
auch	w5_d276e17665
Theresia	w7_d276e17668
dessen	w9_d276e17671
Ehe	w11_d276e17674
wir	w13_d276e17678
tin,	w1_d276e17683
angeschwollenen	w3_d276e17686
Schulden	w5_d276e17689
Lasts=halber	w7_d276e17692
ad	w9_d276e17695
Cri	w11_d276e17698
dam	w1_d276e17704
gediehenes	w3_d276e17707
Vermögen,	w5_d276e17710
einen	w7_d276e17713
ordentlichen	w9_d276e17716
concurs	w1_d276e17721
anzuordnen,	w3_d276e17724
hierzu	w5_d276e17727
aber	w7_d276e17730
den	w9_d276e17733
20.	w11_d276e17736
künkti	w13_d276e17740
gen	w1_d276e17745
Monats	w3_d276e17748
September	w5_d276e17751
anzuberaumen,	w7_d276e17754
für	w9_d276e17757
nöhrig	w11_d276e17760
befunden	w1_d276e17765
worden;	w3_d276e17768
wessentwegen	w5_d276e17771
alle	w7_d276e17774
und	w9_d276e17777
jede,	w11_d276e17780
welche	w1_d276e17786
an	w3_d276e17789
wiederhölte	w5_d276e17792
Conpersonen,	w7_d276e17795
Sprüch	w9_d276e17798
und	w11_d276e17801
Forderungen	w1_d276e17806
zu	w3_d276e17809
haben	w5_d276e17812
vermeinen,	w7_d276e17815
auf	w9_d276e17818
obersagten	w11_d276e17821
Tag,	w1_d276e17826
Vormittag	w3_d276e17829
um	w5_d276e17832
8.	w7_d276e17835
Uhr	w9_d276e17838
in	w11_d276e17841
der	w13_d276e17845
Hrchgräfl.	w15_d276e17848
Herrschafts=canzley	w1_d276e17853
daselbst	w3_d276e17856
pro	w5_d276e17859
1mo	w7_d276e17862
2do	w9_d276e17865
&	w11_d276e17868
3tio	w13_d276e17872
termino	w1_d276e17878
sub	w3_d276e17881
clausula	w5_d276e17884
præclusi	w7_d276e17887
also	w9_d276e17890
gewiß	w11_d276e17893
zu	w13_d276e17897
er	w15_d276e17900
scheinen,	w1_d276e17905
und	w3_d276e17908
ihre	w5_d276e17911
Forderungen	w7_d276e17914
zu	w9_d276e17917
liquidiren	w11_d276e17920
ha	w13_d276e17924
ben	w1_d276e17929
werden,	w3_d276e17932
als	w5_d276e17935
im	w7_d276e17938
widrigen	w9_d276e17941
die	w11_d276e17944
ausbleibende	w13_d276e17948
mit	w15_d276e17951
ihren	w1_d276e17956
Forderungen	w3_d276e17959
nicht	w5_d276e17962
mehr	w7_d276e17965
gehöret,	w9_d276e17968
sondern	w11_d276e17971
denenf	w1_d276e17977
elben	w1_d276e17982
das	w3_d276e17985
ewige	w5_d276e17988
Stillschweigen	w7_d276e17991
auferlegt	w9_d276e17994
werden	w1_d276e17999
wurde.	w3_d276e18002
Actum	w5_d276e18005
Schloß	w7_d276e18008
Trautmannstorf	w9_d276e18011
den	w1_d276e18016
23.	w3_d276e18019
Augusti	w5_d276e18022
1758.	w7_d276e18025
</p>
<p id="p6_d276e18028">
Auf	w1_d276e18032
Ansuchen	w3_d276e18035
des	w5_d276e18038
Herrn	w7_d276e18041
Joseph	w9_d276e18044
Bschorner	w11_d276e18047
als	w1_d276e18052
gerichtlich	w3_d276e18055
verordnet	w5_d276e18058
Fellmannischen	w7_d276e18061
Gerha	w9_d276e18064
bens	w1_d276e18069
Contra	w3_d276e18072
Thomam	w5_d276e18075
Kugler	w7_d276e18078
&	w9_d276e18081
uxorem	w11_d276e18084
ist	w13_d276e18088
von	w1_d276e18094
dem	w3_d276e18097
alhiesigen	w5_d276e18100
Löbl.	w7_d276e18103
Stadt=magistrat	w9_d276e18106
eine	w11_d276e18109
nochmalige	w1_d276e18114
Licitations=tagsatzung	w3_d276e18117
den	w5_d276e18120
23.	w7_d276e18123
dies	w9_d276e18126
lauffenden	w1_d276e18131
Monats	w3_d276e18134
Septembris	w5_d276e18137
fruh	w7_d276e18140
um	w9_d276e18143
9.	w11_d276e18146
Uhr	w13_d276e18150
zu	w1_d276e18155
Verkauffung	w3_d276e18158
des	w5_d276e18161
vorhin	w7_d276e18164
Kricklisch	w9_d276e18167
nunmehro	w11_d276e18170
Kuglerischen	w1_d276e18176
Kuchel=gartens	w3_d276e18179
im	w5_d276e18182
untern	w7_d276e18185
Wörth	w9_d276e18188
nächst	w1_d276e18193
dem	w3_d276e18196
