<doc id="wr_1759-10-27" attrs="word" year="1759" month="10" day="27" corpus="2">
<head id="h2_d392e4020">
Altona	w1_d392e4024
Octob.	w5_d392e14933
Jn	w7_d392e14936
der	w9_d392e14939
Stadt.	w11_d392e14942
Niemand.	w1_d392e14947
Vor	w1_d392e14953
der	w3_d392e14956
Stadt.	w5_d392e14959
</head>
<list id="l4_d392e14962">
Hr	w1_d392e14966
Joh.	w3_d392e14969
Georg	w5_d392e14972
Dorfner,	w7_d392e14975
gew.	w9_d392e14978
Land	w11_d392e14981
gerichts=verw.	w13_d392e14985
bey	w1_d392e14990
der	w3_d392e14993
bl.	w5_d392e14996
Kugel	w7_d392e14999
in	w9_d392e15002
der	w11_d392e15005
Josephst.,	w13_d392e15009
alt	w15_d392e15012
73.	w17_d392e15015
J.	w19_d392e15018
Clara	w1_d392e15023
Mayrin,	w3_d392e15026
Wittwe,	w5_d392e15029
bey	w7_d392e15032
der	w9_d392e15035
gold.	w11_d392e15038
Senn	w13_d392e15042
im	w15_d392e15045
Lerchenf.	w1_d392e15051
alt	w3_d392e15054
77.	w5_d392e15057
J.	w7_d392e15060
</list>
<list id="l6_d392e15064">
Der	w1_d392e15068
Elisab.	w3_d392e15071
Letzin,	w5_d392e15074
Wittwe,	w7_d392e15077
ihr	w9_d392e15080
K.	w11_d392e15083
Sophia,	w13_d392e15087
beym	w15_d392e15090
braun.	w1_d392e15095
Rös.	w3_d392e15098
auf	w5_d392e15101
der	w7_d392e15104
Wied.,	w9_d392e15107
alt	w11_d392e15110
6.	w13_d392e15114
v.	w15_d392e15117
J.	w17_d392e15120
Dem	w1_d392e15125
Casp.	w3_d392e15128
Knopler,	w5_d392e15131
Lehen	w7_d392e15134
kutsch.,	w9_d392e15137
s.	w11_d392e15140
K.	w13_d392e15144
Juliana,	w15_d392e15147
welchem	w1_d392e15153
die	w3_d392e15156
Kähle	w5_d392e15159
abgeschnitten,	w7_d392e15162
ist	w9_d392e15165
beyn	w11_d392e15168
2.	w13_d392e15172
gr.	w15_d392e15175
Lämmeln	w1_d392e15180
oberm	w3_d392e15183
Neustift	w5_d392e15186
vom	w7_d392e15189
K.	w9_d392e15192
K.	w11_d392e15195
Stadtge	w13_d392e15199
richt	w1_d392e15204
beschauet	w3_d392e15207
worden,	w5_d392e15210
alt	w7_d392e15213
5.	w9_d392e15216
J.	w11_d392e15219
Magdal.	w1_d392e15224
Mayrin,	w3_d392e15227
Wittwe,	w5_d392e15230
beym	w7_d392e15233
br.	w9_d392e15236
Adl.	w11_d392e15239
oberm	w13_d392e15243
Neustift,	w1_d392e15249
alt	w3_d392e15252
66.	w5_d392e15255
J.	w7_d392e15258
</list>
<head id="h2_d392e15265">
Summa	w1_d392e15269
5.	w3_d392e15272
Person.	w5_d392e15275
darunter	w7_d392e15278
2.	w9_d392e15281
Kind.	w11_d392e15284
</head>
<p id="p4_d392e15287">
Von	w1_d392e15291
der	w3_d392e15294
Hoch=gräfl.	w5_d392e15297
Dietrichsteinischen	w7_d392e15300
Herr	w9_d392e15303
schaft	w1_d392e15308
vesten	w3_d392e15311
Leopoldstorf,	w5_d392e15314
allen	w7_d392e15317
und	w9_d392e15320
jeden	w11_d392e15323
an	w13_d392e15327
zuzeigen:	w1_d392e15332
daß	w3_d392e15335
der	w5_d392e15338
(Titl.)	w7_d392e15341
Baron	w9_d392e15344
Schvobergi	w11_d392e15347
scher,	w1_d392e15353
zu	w3_d392e15356
Henigstorf	w5_d392e15359
nächst	w7_d392e15362
der	w9_d392e15365
Laxenburgerstras	w11_d392e15368
sen	w1_d392e15373
gelegen	w3_d392e15376
sehr	w5_d392e15379
wol	w7_d392e15382
und	w9_d392e15385
bequem	w11_d392e15388
gebaute	w13_d392e15392
Wirt	w15_d392e15395
schafts=hof	w1_d392e15400
mit	w3_d392e15403
darzu	w5_d392e15406
gehörigen	w7_d392e15409
15.	w9_d392e15412
Joch	w11_d392e15415
Haus	w13_d392e15419
dann	w1_d392e15424
5.	w3_d392e15427
Joch	w5_d392e15430
Ueberländ=äckern,	w7_d392e15433
und	w9_d392e15436
ein	w11_d392e15439
und	w13_d392e15443
ein	w1_d392e15449
halb	w3_d392e15452
Tag=werk	w5_d392e15455
Wiesen,	w7_d392e15458
auch	w9_d392e15461
bedürftiger	w11_d392e15464
Einrichtung,	w1_d392e15469
Mobilien	w3_d392e15472
und	w5_d392e15475
Vieh	w7_d392e15478
per	w9_d392e15481
licitatio-	w11_d392e15484
nem	w1_d392e15489
plus	w3_d392e15492
offerenti	w5_d392e15495
hindann	w7_d392e15498
zu	w9_d392e15501
lassen	w11_d392e15504
seye,	w13_d392e15508
und	w15_d392e15511
zu	w1_d392e15516
solchem	w3_d392e15519
Ende	w5_d392e15522
eine	w7_d392e15525
Tagsatzung	w9_d392e15528
auf	w11_d392e15531
den	w13_d392e15535
16.	w15_d392e15538
Novemb.	w1_d392e15544
dies	w3_d392e15547
Jahrs	w5_d392e15550
anberaumet	w7_d392e15553
worden.	w9_d392e15556
Als	w11_d392e15559
werden	w1_d392e15564
alle	w3_d392e15567
und	w5_d392e15570
jede,	w7_d392e15573
welche	w9_d392e15576
besagten	w11_d392e15579
Hof	w13_d392e15583
käuf	w15_d392e15586
lich	w1_d392e15591
an	w3_d392e15594
sich	w5_d392e15597
zu	w7_d392e15600
bringen	w9_d392e15603
gedenken,	w11_d392e15606
an	w13_d392e15610
obbemelde	w15_d392e15613
ten	w1_d392e15618
Tag	w3_d392e15621
fruh	w5_d392e15624
um	w7_d392e15627
9.	w9_d392e15630
Uhr	w11_d392e15633
in	w13_d392e15637
berührt	w15_d392e15640
Schoober	w17_d392e15643
gischen	w1_d392e15649
Hof	w3_d392e15652
zu	w5_d392e15655
Henigstorf	w7_d392e15658
ad	w9_d392e15661
licitandum,	w11_d392e15664
tra-	w13_d392e15668
ctandum	w1_d392e15673
&	w3_d392e15676
concludendum	w5_d392e15679
zu	w7_d392e15682
erscheinen	w9_d392e15685
haben.	w11_d392e15688
Actum	w1_d392e15693
vesten	w3_d392e15696
Schloß	w5_d392e15699
Leopoldstorf	w7_d392e15702
den	w9_d392e15705
24.	w11_d392e15708
Sept.	w13_d392e15712
1759.	w1_d392e15717
</p>
<p id="p6_d392e15720">
Den	w1_d392e15724
29.	w3_d392e15727
October	w5_d392e15730
1759.	w7_d392e15733
und	w9_d392e15736
folgende	w11_d392e15739
Täge	w13_d392e15743
werden	w1_d392e15748
fruhe	w3_d392e15751
von	w5_d392e15754
9.	w7_d392e15757
bis	w9_d392e15760
12.	w11_d392e15763
und	w13_d392e15767
Nachmittags	w15_d392e15770
von	w1_d392e15775
3.	w3_d392e15778
bis	w5_d392e15781
6.	w7_d392e15784
Uhr	w9_d392e15787
in	w11_d392e15790
der	w13_d392e15794
Weyhburg=gassen	w15_d392e15797
im	w17_d392e15800
groß	w1_d392e15806
Gollischen	w3_d392e15809
Haus	w5_d392e15812
im	w7_d392e15815
2ten	w9_d392e15818
Stock	w11_d392e15821
verschiede	w13_d392e15825
ne	w1_d392e15830
Mahlereyen	w3_d392e15833
und	w5_d392e15836
Bilder	w7_d392e15839
von	w9_d392e15842
allerhand	w11_d392e15845
Gat	w13_d392e15849
tungen,	w1_d392e15854
wie	w3_d392e15857
auch	w5_d392e15860
Silber,	w7_d392e15863
Kleider,	w9_d392e15866
Wäsch,	w11_d392e15869
Uh	w13_d392e15873
ren,	w1_d392e15878
Kästen,	w3_d392e15881
und	w5_d392e15884
andere	w7_d392e15887
Effecten	w9_d392e15890
licitando	w11_d392e15893
ver	w13_d392e15897
kauffet	w1_d392e15903
werden.	w3_d392e15906
</p>
<p id="p8_d392e15909">
Von	w1_d392e15913
des	w3_d392e15916
Hoch=gräfl.	w5_d392e15919
Cavrianischen	w7_d392e15922
Judicii	w9_d392e15925
Delegati	w1_d392e15930
der	w3_d392e15933
Herrschafts	w5_d392e15936
Unterwalterstorf	w7_d392e15939
wegen,	w9_d392e15942
allen	w1_d392e15947
und	w3_d392e15950
jeden	w5_d392e15953
Anton,	w7_d392e15956
und	w9_d392e15959
Magdalena	w11_d392e15962
Wi	w13_d392e15966
derischen	w1_d392e15972
respective	w3_d392e15975
Herren	w5_d392e15978
Creditoren	w7_d392e15981
hiemit	w9_d392e15984
anzufügen:	w1_d392e15989
Es	w3_d392e15992
seye	w5_d392e15995
über	w7_d392e15998
die	w9_d392e16001
von	w11_d392e16004
dem	w13_d392e16008
in	w15_d392e16011
Sa	w17_d392e16014
chen	w1_d392e16019
aufgestellten	w3_d392e16022
Curatore	w5_d392e16025
ad	w7_d392e16028
ltes	w9_d392e16031
Herrn	w11_d392e16034
Jo	w13_d392e16038
seph	w1_d392e16043
Haggenmüller	w3_d392e16046
der	w5_d392e16049
Rechten	w7_d392e16052
Doctere,	w9_d392e16055
wie	w11_d392e16058
auch	w1_d392e16064
Hof	w3_d392e16067
und	w5_d392e16070
Gerichts=advocaten	w7_d392e16073
allhier	w9_d392e16076
ihnen	w11_d392e16079
Anton,	w1_d392e16084
und	w3_d392e16087
Magdalena	w5_d392e16090
Widerischen	w7_d392e16093
respective	w9_d392e16096
Herren	w1_d392e16101
Glaubigeren	w3_d392e16104
behörig	w5_d392e16107
intimirte	w7_d392e16110
Cridæ-	w9_d392e16113
exceptiones	w1_d392e16118
auf	w3_d392e16121
Anlangen	w5_d392e16124
wolgedachten	w7_d392e16127
Herrn	w9_d392e16130
Curatoris	w1_d392e16136
ad	w3_d392e16139
lites	w5_d392e16142
zu	w7_d392e16145
Abkürzung	w9_d392e16148
dieser	w11_d392e16151
Wideri	w13_d392e16155
schen	w1_d392e16160
Cridä=handlung	w3_d392e16163
veranlasset	w5_d392e16166
worden,	w7_d392e16169
daß	w9_d392e16172
zu	w1_d392e16177
mündlichen	w3_d392e16180
Schluß	w5_d392e16183
eine	w7_d392e16186
Tagsatzung	w9_d392e16189
per	w11_d392e16192
Edicta	w13_d392e16196
ad	w1_d392e16201
valvas	w3_d392e16204
anberaumet,	w5_d392e16207
und	w7_d392e16210
durch	w9_d392e16213
selbe	w11_d392e16216
sie	w13_d392e16220
re-	w15_d392e16223
spective	w1_d392e16229
Herren	w3_d392e16232
Creditores	w5_d392e16235
zu	w7_d392e16238
dem	w9_d392e16241
Ende	w11_d392e16244
auf	w13_d392e16248
ei	w15_d392e16251
nen	w1_d392e16256
gewissen	w3_d392e16259
Tag	w5_d392e16262
und	w7_d392e16265
Stund	w9_d392e16268
vor	w11_d392e16271
das	w13_d392e16275
in	w15_d392e16278
Sachen	w17_d392e16281
aufgestellte	w1_d392e16286
Judicium	w3_d392e16289
Delegatum	w5_d392e16292
vorgeladen,	w7_d392e16295
und	w9_d392e16298
</p>
<p id="p12_d392e16306">
msederet	w1_d392e16310
werden	w3_d392e16313
sollten.	w5_d392e16316
Humalen	w7_d392e16319
nun	w9_d392e16322
hierzu	w11_d392e16325
mit	w1_d392e16330
Einbegrif	w3_d392e16333
der	w5_d392e16336
instehenden	w7_d392e16339
Wein=lös=ferien	w9_d392e16342
der	w1_d392e16347
10.	w3_d392e16350
Tag	w5_d392e16353
des	w7_d392e16356
künftigen	w9_d392e16359
Monats	w11_d392e16362
Novembris	w13_d392e16366
Nachmittag	w1_d392e16372
um	w3_d392e16375
2.	w5_d392e16378
Uhr	w7_d392e16381
in	w9_d392e16384
meiner	w11_d392e16387
Judicis	w13_d392e16391
De-	w15_d392e16394
legati	w1_d392e16399
in	w3_d392e16402
dem	w5_d392e16405
Schotten=hof	w7_d392e16408
habenden	w9_d392e16411
Wohnung	w11_d392e16414
zu	w1_d392e16419
erscheinen	w3_d392e16422
bestimmet	w5_d392e16425
worden	w7_d392e16428
ist;	w9_d392e16431
als	w11_d392e16434
werden	w13_d392e16438
sie	w1_d392e16443
respective	w3_d392e16446
Herren	w5_d392e16449
Creditores	w7_d392e16452
an	w9_d392e16455
obbesagten	w11_d392e16458
Ort,	w1_d392e16464
Tag,	w3_d392e16467
und	w5_d392e16470
Stund	w7_d392e16473
entweder	w9_d392e16476
persönlich	w11_d392e16479
oder	w1_d392e16484
durch	w3_d392e16487
genugsam	w5_d392e16490
begwaltigte,	w7_d392e16493
und	w9_d392e16496
wol	w11_d392e16499
in	w13_d392e16503
struirte	w1_d392e16508
Mandataries	w3_d392e16511
zu	w5_d392e16514
mündlicher	w7_d392e16517
Schließ	w9_d392e16520
und	w11_d392e16523
Gegen=schliessung	w1_d392e16528
also	w3_d392e16531
gewiß	w5_d392e16534
zu	w7_d392e16537
erscheinen	w9_d392e16540
haben,	w11_d392e16543
wie	w1_d392e16549
im	w3_d392e16552
widrigen	w5_d392e16555
ex	w7_d392e16558
officio	w9_d392e16561
weiters	w11_d392e16564
fortgefahren,	w13_d392e16568
die	w1_d392e16573
Abwesende	w3_d392e16576
nicht	w5_d392e16579
mehr	w7_d392e16582
gehöret,	w9_d392e16585
sondern	w11_d392e16588
die	w13_d392e16592
Claßification,	w1_d392e16597
vermög	w3_d392e16600
deren	w5_d392e16603
von	w7_d392e16606
denen	w9_d392e16609
anwe	w11_d392e16612
senden	w1_d392e16617
mündlich	w3_d392e16620
verhandleten	w5_d392e16623
Nohtdurften,	w7_d392e16626
ohne	w9_d392e16629
weiterem	w1_d392e16635
vorgenommen	w3_d392e16638
werden	w5_d392e16641
solle.	w7_d392e16644
Actum	w9_d392e16647
Wien	w1_d392e16652
den	w3_d392e16655
22.	w5_d392e16658
Sept.	w7_d392e16661
1759.	w9_d392e16664
</p>
<p id="p14_d392e16667">
Von	w1_d392e16673
der	w3_d392e16676
N.	w5_d392e16679
Oe.	w7_d392e16682
Regierung	w9_d392e16685
wegen,	w11_d392e16688
wird	w13_d392e16692
mit	w15_d392e16695
gegenwärtig	w1_d392e16700
offenen	w3_d392e16703
Edict	w5_d392e16706
jedermänniglich	w7_d392e16709
sowol	w9_d392e16712
An=als	w1_d392e16717
Abwesenden,	w3_d392e16720
denen	w5_d392e16723
daran	w7_d392e16726
gelegen	w9_d392e16729
kund	w1_d392e16735
und	w3_d392e16738
zu	w5_d392e16741
wissen	w7_d392e16744
gemacht:	w9_d392e16747
Es	w11_d392e16750
seye	w13_d392e16754
in	w15_d392e16757
dem	w17_d392e16760
alhiesigen	w1_d392e16765
Spital	w3_d392e16768
zur	w5_d392e16771
Heil.	w7_d392e16774
Dreyfaltigkeit	w9_d392e16777
der	w11_d392e16780
Caspar	w1_d392e16785
Hacker	w3_d392e16788
aus	w5_d392e16791
Schwaben,	w7_d392e16794
dann	w9_d392e16797
Heinrich	w11_d392e16800
Lohr	w1_d392e16805
aus	w3_d392e16808
Würzburg,	w5_d392e16811
wie	w7_d392e16814
auch	w9_d392e16817
Juliana	w11_d392e16820
Tischin	w13_d392e16824
gerin	w1_d392e16830
von	w3_d392e16833
Ybs,	w5_d392e16836
Anna	w1_d392e16841
Maria	w3_d392e16844
Schickerin	w5_d392e16847
von	w7_d392e16850
Wienerisch	w1_d392e16855
Neu=stadt,	w3_d392e16858
und	w5_d392e16861
Juliana	w7_d392e16864
Scheibertin	w9_d392e16867
aus	w1_d392e16872
Ober=österreich	w3_d392e16875
von	w5_d392e16878
Aschau	w7_d392e16881
gebürtig	w9_d392e16884
ohne	w11_d392e16887
hinterlassenen	w1_d392e16893
letztwilligen	w3_d392e16896
Geschäft	w5_d392e16899
mit	w7_d392e16902
Tod	w9_d392e16905
ab	w11_d392e16908
gegangen,	w1_d392e16913
und	w3_d392e16916
habe	w5_d392e16919
sich	w7_d392e16922
hinnach	w9_d392e16925
um	w11_d392e16928
derenselben	w13_d392e16932
ab	w1_d392e16937
intestato	w3_d392e16940
ruckgebliebene	w5_d392e16943
Verlassenschaften	w7_d392e16946
der	w9_d392e16949
Zeit	w1_d392e16954
niemand	w3_d392e16957
angemeldet.	w5_d392e16960
Wann	w7_d392e16963
nun	w9_d392e16966
Regie	w11_d392e16969
rung	w1_d392e16975
um	w3_d392e16978
die	w5_d392e16981
etwann	w7_d392e16984
ein	w9_d392e16987
oder	w11_d392e16990
andere	w13_d392e16994
bey	w15_d392e16997
diesen	w17_d392e17000
Verlassenschaften	w1_d392e17005
von	w3_d392e17008
Rechts	w5_d392e17011
wegen	w7_d392e17014
gebührendnä	w9_d392e17017
here	w1_d392e17022
Erb=sprüche	w3_d392e17025
in	w5_d392e17028
Erfahrung	w7_d392e17031
zu	w9_d392e17034
bringen,	w11_d392e17037
an	w13_d392e17041
bey	w1_d392e17046
das	w3_d392e17049
etwann	w5_d392e17052
vorhandene	w7_d392e17055
Æs	w9_d392e17058
alienum	w11_d392e17061
ausfin	w13_d392e17065
dig	w1_d392e17071
zu	w3_d392e17074
machen,	w5_d392e17077
folgsam	w7_d392e17080
zu	w9_d392e17083
Abhandlung	w11_d392e17086
sol	w13_d392e17090
cher	w1_d392e17095
Verlassenschaftz	w3_d392e17098
sicher	w5_d392e17101
vorschreiten	w7_d392e17104
zu	w9_d392e17107
konnen	w11_d392e17110
eine	w1_d392e17115
Nohtdurft	w3_d392e17118
zu	w5_d392e17121
seyn	w7_d392e17124
befunden	w9_d392e17127
hat,	w11_d392e17130
alle	w13_d392e17134
hier	w15_d392e17137
an	w1_d392e17142
Theil=nehmende,	w3_d392e17145
sowol	w5_d392e17148
in	w7_d392e17151
als	w9_d392e17154
ausser	w11_d392e17157
Land	w13_d392e17161
befindliche	w1_d392e17167
Personen	w3_d392e17170
durch	w5_d392e17173
dieses	w7_d392e17176
offentliche	w9_d392e17179
Edict	w11_d392e17182
zu	w1_d392e17187
Anmeldlegitimir	w3_d392e17190
und	w5_d392e17193
Liquidirung	w7_d392e17196
ihrer	w9_d392e17199
an	w11_d392e17202
obbemeldete	w1_d392e17207
Verlassenschaften	w3_d392e17210
ex	w5_d392e17213
quacunque	w7_d392e17216
causa	w9_d392e17219
rel	w1_d392e17224
titulo	w3_d392e17227
habender	w5_d392e17230
Sprüch	w7_d392e17233
und	w9_d392e17236
Forderungen	w11_d392e17239
ge	w13_d392e17243
richtlich	w1_d392e17249
vorzuladen,	w3_d392e17252
und	w5_d392e17255
einzuberuffen;	w7_d392e17258
zu	w9_d392e17261
wel	w11_d392e17264
chem	w1_d392e17269
Ende	w3_d392e17272
darin	w5_d392e17275
denenselben	w7_d392e17278
der	w9_d392e17281
20.	w11_d392e17284
Tag	w13_d392e17288
des	w15_d392e17291
No	w17_d392e17294
vember=monats	w1_d392e17299
dieses	w3_d392e17302
1759.	w5_d392e17305
Jahrs	w7_d392e17308
Nachmit	w9_d392e17311
tag	w1_d392e17316
um	w3_d392e17319
4	w5_d392e17322
Uhr	w7_d392e17325
zur	w9_d392e17328
gewöhnlichen	w11_d392e17331
Convocations	w13_d392e17335
und	w1_d392e17341
Anmeldungs=tagsatzung	w3_d392e17344
zu	w5_d392e17347
all	w7_d392e17350
endlicher	w9_d392e17353
Frist	w11_d392e17356
anberaumet	w1_d392e17361
worden.	w3_d392e17364
Solchemnach	w5_d392e17367
werden	w7_d392e17370
all	w9_d392e17373
und	w1_d392e17378
jede,	w3_d392e17381
welche	w5_d392e17384
bey	w7_d392e17387
gedachtHackerischLo	w9_d392e17390
rischTischingerischSchickerisch	w1_d392e17395
und	w3_d392e17398
Schei	w5_d392e17401
bertischen	w1_d392e17407
Verlassenschaften	w3_d392e17410
um	w5_d392e17413
Recht=mäßiger	w7_d392e17416
Erbs	w1_d392e17421
oder	w3_d392e17424
Schuld=forderung	w5_d392e17427
willen	w7_d392e17430
einige	w9_d392e17433
Sprüch	w11_d392e17436
heben,	w1_d392e17441
oder	w3_d392e17444
zu	w5_d392e17447
haben	w7_d392e17450
vermeinen,	w9_d392e17453
an	w11_d392e17456
obbestim	w13_d392e17460
ten	w1_d392e17465
Tag	w3_d392e17468
und	w5_d392e17471
Stund	w7_d392e17474
vor	w9_d392e17477
Regierung	w11_d392e17480
in	w13_d392e17484
der	w15_d392e17487
da	w17_d392e17490
selbst	w1_d392e17496
zu	w3_d392e17499
solchem	w5_d392e17502
Ende	w7_d392e17505
offen	w9_d392e17508
hattenden	w11_d392e17511
Commis	w13_d392e17515
sions=stuben	w1_d392e17520
entweder	w3_d392e17523
selbst	w5_d392e17526
persönlich,	w7_d392e17529
oder	w9_d392e17532
dure	w11_d392e17535
hierzu	w1_d392e17540
genugsam	w3_d392e17543
bevollmächtigte	w5_d392e17546
Gewalt=tragere	w7_d392e17549
</p>
<p id="p16_d392e17552">
also	w1_d392e17556
gewiß	w3_d392e17559
zu	w5_d392e17562
erscheinen,	w7_d392e17565
und	w9_d392e17568
ihre	w11_d392e17571
an	w13_d392e17575
solche	w15_d392e17578
Ver	w17_d392e17581
lassenschaften	w1_d392e17586
habende	w3_d392e17589
Anforderungen	w5_d392e17592
anzumelden,	w7_d392e17595
rechtlich	w1_d392e17600
zu	w3_d392e17603
legitimiren,	w5_d392e17606
und	w7_d392e17609
zu	w9_d392e17612
liquidiren	w11_d392e17615
ha	w13_d392e17619
ben,	w1_d392e17625
als	w3_d392e17628
im	w5_d392e17631
widrigen	w7_d392e17634
die	w9_d392e17637
Abhandlungen	w11_d392e17640
gleichwo	w13_d392e17644
len	w1_d392e17649
vorgenemmen,	w3_d392e17652
und	w5_d392e17655
ungehindert	w7_d392e17658
deren	w9_d392e17661
et	w11_d392e17664
wann	w1_d392e17669
vorhandenen	w3_d392e17672
Erb=prätendenten,	w5_d392e17675
oder	w7_d392e17678
Glau	w9_d392e17681
bigeren,	w1_d392e17686
so	w3_d392e17689
sich	w5_d392e17692
mit	w7_d392e17695
ihren	w9_d392e17698
Erbs	w11_d392e17701
und	w13_d392e17705
Schuld	w15_d392e17708
forderungen	w1_d392e17714
in	w3_d392e17717
bestimmter	w5_d392e17720
Zeit	w7_d392e17723
nicht	w9_d392e17726
angemel	w11_d392e17729
det,	w1_d392e17734
solche	w3_d392e17737
Verlassenschaften	w5_d392e17740
dem	w7_d392e17743
alhiesigen	w9_d392e17746
Spi	w11_d392e17749
tal	w1_d392e17754
zur	w3_d392e17757
Heil.	w5_d392e17760
Dreyfaltigkeit	w7_d392e17763
eingeantwortet,	w9_d392e17766
auch	w11_d392e17769
ansonsten	w1_d392e17774
ex	w3_d392e17777
officio	w5_d392e17780
vorgekehret	w7_d392e17783
werden	w9_d392e17786
solle	w11_d392e17789
was	w13_d392e17793
Rechtens	w1_d392e17799
ist.	w3_d392e17802
Wornach	w5_d392e17805
sich	w7_d392e17808
also	w9_d392e17811
ein	w11_d392e17814
jeder	w13_d392e17818
zu	w15_d392e17821
richten	w1_d392e17826
wissen	w3_d392e17829
wird.	w5_d392e17832
So	w7_d392e17835
beschehen	w9_d392e17838
Wien	w11_d392e17841
den	w13_d392e17845
4.	w1_d392e17850
Sept.	w3_d392e17853
1759.	w5_d392e17856
</p>
<p id="p18_d392e17861">
Bey	w1_d392e17865
Herrn	w3_d392e17868
Melchior	w5_d392e17871
Spottl,	w7_d392e17874
Burgerl.	w9_d392e17877
Spe	w11_d392e17880
cerey=handels=mann	w1_d392e17885
in	w3_d392e17888
seinem	w5_d392e17891
Gewölb	w7_d392e17894
bey	w9_d392e17897
dem	w11_d392e17900
grünen	w1_d392e17905
Fässel	w3_d392e17908
auf	w5_d392e17911
dem	w7_d392e17914
Kohl=markt	w9_d392e17917
ist	w11_d392e17920
aberma	w13_d392e17924
len	w1_d392e17930
der	w3_d392e17933
allerbeste	w5_d392e17936
Hungarische	w7_d392e17939
Oedenburgeraus	w9_d392e17942
bruch=wermut	w1_d392e17947
zu	w3_d392e17950
bekommen	w5_d392e17953
die	w7_d392e17956
Maaß	w9_d392e17959
pr.	w11_d392e17962
36.	w13_d392e17966
Kr.	w15_d392e17969
</p>
<p id="p20_d392e17972">
Mit	w1_d392e17976
Verwilligung	w3_d392e17979
hoher	w5_d392e17982
Landes=fürstlichen	w7_d392e17985
Obrigkeit	w1_d392e17990
wird	w3_d392e17993
nächst=künftigen	w5_d392e17996
Sonntag	w7_d392e17999
als	w9_d392e18002
den	w11_d392e18005
28ten	w1_d392e18010
dieses	w3_d392e18013
Mouats	w5_d392e18016
October	w7_d392e18019
auf	w9_d392e18022
dem	w11_d392e18025
Graben	w13_d392e18029
in	w1_d392e18035
der	w3_d392e18038
allda	w5_d392e18041
hierzu	w7_d392e18044
erbauten	w9_d392e18047
Hütte	w11_d392e18050
der	w13_d392e18054
privilegirte	w15_d392e18057
Silber	w1_d392e18062
glücks=hafen	w3_d392e18065
eröfnet,	w5_d392e18068
und	w7_d392e18071
sodann	w9_d392e18074
in	w11_d392e18077
Bey	w13_d392e18081
seyn	w1_d392e18086
hierzu	w3_d392e18089
abgeordneter	w5_d392e18092
Herren	w7_d392e18095
Commissarien,	w9_d392e18098
fruhe	w1_d392e18103
von	w3_d392e18106
8.	w5_d392e18109
bis	w7_d392e18112
12.,	w9_d392e18115
Nachmittags	w11_d392e18118
aber	w13_d392e18122
von	w15_d392e18125
2.	w17_d392e18128
bis	w1_d392e18134
6.	w3_d392e18137
Uhr	w5_d392e18140
continuiret	w7_d392e18143
werden.	w9_d392e18146
Das	w11_d392e18149
Heb=zettul	w13_d392e18153
kostet	w1_d392e18158
7.	w3_d392e18161
Kr.	w5_d392e18164
</p>
<list id="l22_d392e18169">
Jn	w1_d392e18173
dem	w3_d392e18176
Kaliwodischen	w5_d392e18179
Buck=gewölb,	w7_d392e18182
auf	w9_d392e18185
dem	w11_d392e18188
Dominicaner=platz,	w1_d392e18193
ist	w3_d392e18196
zu	w5_d392e18199
bekommen:	w7_d392e18202
Officium,	w9_d392e18205
oder	w1_d392e18210
Tag=zeiten	w3_d392e18213
für	w5_d392e18216
die	w7_d392e18219
Abgestorbene,	w9_d392e18222
nach	w11_d392e18225
der	w13_d392e18229
Ordnung	w1_d392e18235
ohne	w3_d392e18238
alles	w5_d392e18241
Suchen	w7_d392e18244
zu	w9_d392e18247
betten;	w11_d392e18250
so	w13_d392e18254
vom	w15_d392e18257
Papst	w1_d392e18262
Pio	w3_d392e18265
V.	w5_d392e18268
verordnet	w7_d392e18271
und	w9_d392e18274
vom	w11_d392e18277
Papst	w13_d392e18281
Urbano	w15_d392e18284
VIII.	w17_d392e18287
bestättiget	w1_d392e18292
worden.	w3_d392e18295
Das	w5_d392e18298
Stüek	w7_d392e18301
in	w9_d392e18304
schwarzen	w11_d392e18307
Le	w13_d392e18311
Schnitt	w1_d392e18316
vergoldt	w3_d392e18319
à	w5_d392e18322
36.	w7_d392e18325
kr.	w9_d392e18328
ordinari	w11_d392e18331
ge	w13_d392e18335
der	w1_d392e18341
am	w3_d392e18344
bunden	w1_d392e18349
à	w3_d392e18352
24.	w5_d392e18355
kr.	w7_d392e18358
Ausführliche	w1_d392e18363
Lebens=verfassung	w3_d392e18366
des	w5_d392e18369
Heil.	w7_d392e18372
Apo	w9_d392e18375
stels	w1_d392e18380
Judas	w3_d392e18383
Thaddäus,	w5_d392e18386
aus	w7_d392e18389
bewehrten	w9_d392e18392
Geschicht	w11_d392e18395
schreibern	w1_d392e18401
zusamm	w3_d392e18404
getragen,	w5_d392e18407
mit	w7_d392e18410
Tag	w9_d392e18413
zeiten	w11_d392e18416
und	w13_d392e18420
Litaney	w1_d392e18425
denen	w3_d392e18428
Glaubigen	w5_d392e18431
zur	w7_d392e18434
Verehrung	w9_d392e18437
vorge	w11_d392e18440
Jn	w1_d392e18445
Leder	w3_d392e18448
gebunden	w5_d392e18451
à	w7_d392e18454
15.	w9_d392e18457
kr.	w11_d392e18460
ordinart	w13_d392e18464
stellet.	w1_d392e18469
à	w1_d392e18475
9.	w3_d392e18478
kr.	w5_d392e18481
Geist	w1_d392e18486
des	w3_d392e18489
Heil.	w5_d392e18492
Francisci	w7_d392e18495
von	w9_d392e18498
Sales,	w11_d392e18501
zu	w13_d392e18505
nutz	w15_d392e18508
