<doc id="wr_1763-10-15" attrs="word" year="1763" month="10" day="15" corpus="2">
<head id="h2_d800e3755">
Niagara	w1_d800e3759
6.	w15_d800e27435
Wochen	w17_d800e27438
und	w1_d800e27443
drey	w3_d800e27446
Tägen,	w5_d800e27449
bey	w7_d800e27452
unser	w9_d800e27455
und	w11_d800e27458
gemeiner	w13_d800e27462
Stadt	w15_d800e27465
Grundbuch	w1_d800e27470
alsogewiß	w3_d800e27473
zu	w5_d800e27476
erscheinen,	w7_d800e27479
und	w9_d800e27482
die	w11_d800e27485
Ge	w13_d800e27489
wöhrs	w1_d800e27495
Richtigkeit	w3_d800e27498
zu	w5_d800e27501
pflegen	w7_d800e27504
haben,	w9_d800e27507
wie	w11_d800e27510
im	w13_d800e27514
wi	w15_d800e27517
rigen	w1_d800e27522
nach	w3_d800e27525
Verstreichung	w5_d800e27528
sothanen	w7_d800e27531
Termins	w9_d800e27534
das	w11_d800e27537
Haus	w1_d800e27542
ex	w3_d800e27545
officio	w5_d800e27548
geschätzet,	w7_d800e27551
und	w9_d800e27554
licitando	w11_d800e27557
dem	w13_d800e27561
Meistbietenden	w1_d800e27566
hindangelassen	w3_d800e27569
werden	w5_d800e27572
solle.	w7_d800e27575
Wor	w9_d800e27578
nach	w1_d800e27584
sich	w3_d800e27587
sodann	w5_d800e27590
dieselbe	w7_d800e27593
zu	w9_d800e27596
richten	w11_d800e27599
wissen	w13_d800e27603
werden.	w15_d800e27606
Actum	w1_d800e27611
Wien	w3_d800e27614
den	w5_d800e27617
3.	w7_d800e27620
Octob.	w9_d800e27623
1763.	w11_d800e27626
</p>
<list id="l30_d800e27629">
Din	w1_d800e27633
Rungermgister	w3_d800e27636
omta	w5_d800e27639
/	w7_d800e27642
nermalten	w9_d800e27645
undMast	w11_d800e27648
</list>
<list id="l32_d800e27652">
Von	w1_d800e27656
der	w3_d800e27659
Hochgräfl.	w5_d800e27662
Bathyanischen	w7_d800e27665
Amts=canzlei	w9_d800e27668
</list>
<p id="p34_d800e27672">
Menden	w1_d800e27676
Sacharäs	w3_d800e27679
Rathnanischen	w5_d800e27682
Amts=aan	w7_d800e27685
der	w9_d800e27688
der	w1_d800e27693
Herrschaft	w3_d800e27696
Markts	w5_d800e27699
Vischament	w7_d800e27702
wegen,	w9_d800e27705
wird	w11_d800e27708
anmit	w1_d800e27713
allen	w3_d800e27716
und	w5_d800e27719
jeden	w7_d800e27722
kund	w9_d800e27725
und	w11_d800e27728
zu	w13_d800e27732
wissen	w15_d800e27735
gemacht,	w17_d800e27738
welchergestalten	w1_d800e27744
über	w3_d800e27747
von	w5_d800e27750
dem	w7_d800e27753
Hochgräflichen	w9_d800e27756
Judicio	w1_d800e27761
Deleg.	w3_d800e27764
anhero	w5_d800e27767
erlassene	w7_d800e27770
Verordnung	w9_d800e27773
der	w11_d800e27776
Anton	w1_d800e27781
Hugg,	w3_d800e27784
diesseitig	w5_d800e27787
behaust=gewesten	w7_d800e27790
Unter	w9_d800e27793
thans	w1_d800e27798
daselbst	w3_d800e27801
Hofstatts=behausung,	w5_d800e27804
samt	w7_d800e27807
einem	w9_d800e27810
darzu	w1_d800e27816
ruckwärts	w3_d800e27819
befindlichen	w5_d800e27822
Haus=ackerl	w7_d800e27825
nach	w9_d800e27828
gerichrlicher	w1_d800e27833
Schätzung	w3_d800e27836
licit.	w5_d800e27839
nochmalen	w7_d800e27842
feil	w9_d800e27845
zu	w11_d800e27848
spre	w13_d800e27852
chen	w1_d800e27857
für	w3_d800e27860
nöhtig	w5_d800e27863
befundeworden,	w7_d800e27866
hierzu	w9_d800e27869
aber	w11_d800e27872
über	w13_d800e27876
die	w15_d800e27879
unterm	w1_d800e27884
28.	w3_d800e27887
Julii	w5_d800e27890
&	w7_d800e27893
28.	w9_d800e27896
Augusti	w11_d800e27899
verflossenen	w13_d800e27903
Jahrs	w15_d800e27906
aus	w1_d800e27912
Abgang	w3_d800e27915
eines	w5_d800e27918
anständigen	w7_d800e27921
Kaufers	w9_d800e27924
fruchtlos	w11_d800e27927
vorbeygestrichene	w1_d800e27932
erst	w3_d800e27935
und	w5_d800e27938
zweyte	w7_d800e27941
Licitations	w9_d800e27944
Tag	w11_d800e27947
satzungen	w1_d800e27952
eine	w3_d800e27955
dritte	w5_d800e27958
auf	w7_d800e27961
den	w9_d800e27964
25.	w11_d800e27967
gegenwärtigen	w13_d800e27971
Monats	w1_d800e27976
Octob.	w3_d800e27979
fruhe	w5_d800e27982
um	w7_d800e27985
8.	w9_d800e27988
Uhr	w11_d800e27991
anberaumet	w13_d800e27995
wor	w15_d800e27998
den	w1_d800e28004
seye.	w3_d800e28007
Dahero	w5_d800e28010
werden	w7_d800e28013
all	w9_d800e28016
und	w11_d800e28019
jede,	w13_d800e28023
welche	w15_d800e28026
ob=ernannte	w1_d800e28031
Behausung	w3_d800e28034
als	w5_d800e28037
Meistbietende	w7_d800e28040
an	w9_d800e28043
sich	w11_d800e28046
zu	w1_d800e28051
bringen	w3_d800e28054
gedenken,	w5_d800e28057
besonders	w7_d800e28060
aber	w9_d800e28063
die	w11_d800e28066
des	w13_d800e28070
Juris	w15_d800e28073
offerendi	w1_d800e28078
sich	w3_d800e28081
etwann	w5_d800e28084
zu	w7_d800e28087
prävaliren	w9_d800e28090
gedenkende	w11_d800e28093
Creditores	w1_d800e28099
am	w3_d800e28102
bestimmten	w5_d800e28105
Tag	w7_d800e28108
und	w9_d800e28111
Stund	w11_d800e28114
in	w13_d800e28118
Eingangs=berührter	w1_d800e28123
Herrschaftl.	w3_d800e28126
Amts=canzley	w5_d800e28129
daselbst	w1_d800e28134
ad	w3_d800e28137
tractandum	w5_d800e28140
&	w7_d800e28143
concludendum	w9_d800e28146
zul	w11_d800e28149
er	w13_d800e28153
</p>
<p id="p36_d800e28157">
scheinen,	w1_d800e28161
und	w3_d800e28164
sich	w5_d800e28167
allda	w7_d800e28170
anzumelden	w9_d800e28173
haben,	w11_d800e28176
als	w13_d800e28180
im	w1_d800e28185
widrigen	w3_d800e28188
mit	w5_d800e28191
dem	w7_d800e28194
Meistbietenden	w9_d800e28197
absolute	w11_d800e28200
ge	w13_d800e28204
schlossen,	w1_d800e28209
sie	w3_d800e28212
Credito	w5_d800e28215
es	w7_d800e28218
aber	w9_d800e28221
mit	w11_d800e28224
ersagtem	w13_d800e28228
Jure,	w15_d800e28231
offerendi	w1_d800e28237
nicht	w3_d800e28240
mehr	w5_d800e28243
gehoret	w7_d800e28246
werden,	w9_d800e28249
wurde.	w11_d800e28252
</p>
<list id="l38_d800e28255">
Von	w1_d800e28259
N.	w3_d800e28262
Burgermeister,	w5_d800e28265
Richter	w7_d800e28268
und	w9_d800e28271
Rath	w11_d800e28274
der	w13_d800e28278
</list>
<p id="p40_d800e28282">
Von	w1_d800e28286
N.	w3_d800e28289
Burgermeister,	w5_d800e28292
Richter	w7_d800e28295
und	w9_d800e28298
Rath	w11_d800e28301
der	w13_d800e28305
N.	w1_d800e28310
Oe.	w3_d800e28313
Landesfürstl.	w5_d800e28316
Stadt	w7_d800e28319
Laa	w9_d800e28322
wird	w11_d800e28325
hiemit	w13_d800e28329
je	w15_d800e28332
dermänniglich	w1_d800e28337
kund	w3_d800e28340
und	w5_d800e28343
zu	w7_d800e28346
wissen	w9_d800e28349
gemacht:	w11_d800e28352
was	w13_d800e28356
gestalten	w1_d800e28362
das	w3_d800e28365
gemeiner	w5_d800e28368
Stadt	w7_d800e28371
angehörige	w9_d800e28374
Bräu	w11_d800e28377
haus	w1_d800e28382
allhier,	w3_d800e28385
(welches	w5_d800e28388
erst	w7_d800e28391
heuer	w9_d800e28394
zu	w11_d800e28397
nicht	w13_d800e28401
geringem	w15_d800e28404
Nutzen	w1_d800e28409
eines	w3_d800e28412
Bräuers	w5_d800e28415
mit	w7_d800e28418
grossen	w9_d800e28421
Unkosten	w11_d800e28424
fast	w13_d800e28428
gänlich	w1_d800e28433
neu	w3_d800e28436
hergestellet	w5_d800e28439
worden,)	w7_d800e28442
vom	w9_d800e28445
ersten	w11_d800e28448
Jan.	w13_d800e28452
nächst	w1_d800e28458
folgenden	w3_d800e28461
1764sten	w5_d800e28464
Jahrs	w7_d800e28467
anfangend	w9_d800e28470
auf	w11_d800e28473
3.	w1_d800e28478
nacheinander	w3_d800e28481
folgende	w5_d800e28484
Jahre	w7_d800e28487
mehrmalen	w9_d800e28490
lici	w11_d800e28493
tando	w1_d800e28498
in	w3_d800e28501
Bestand	w5_d800e28504
verlassen	w7_d800e28507
werden	w9_d800e28510
solle.	w11_d800e28513
Wann	w13_d800e28517
nun	w1_d800e28522
zu	w3_d800e28525
dieser	w5_d800e28528
Bestand=licitations=tagsatzung	w7_d800e28531
der	w9_d800e28534
26te	w1_d800e28540
dies	w3_d800e28543
Monats	w5_d800e28546
Octob.	w7_d800e28549
bestimmet	w9_d800e28552
ist;	w11_d800e28555
Als	w13_d800e28559
werden	w1_d800e28564
alle	w3_d800e28567
und	w5_d800e28570
jede,	w7_d800e28573
die	w9_d800e28576
gedachtes	w11_d800e28579
Brau=urbar	w13_d800e28583
auf	w1_d800e28588
Eingangs	w3_d800e28591
bestimmte	w5_d800e28594
Zeit	w7_d800e28597
in	w9_d800e28600
Bestand	w11_d800e28603
zu	w13_d800e28607
neh	w15_d800e28610
men	w1_d800e28615
gedenken,	w3_d800e28618
am	w5_d800e28621
bestimmten	w7_d800e28624
Tag	w9_d800e28627
fruh	w11_d800e28630
um	w13_d800e28634
8.	w15_d800e28637
Uhr	w1_d800e28643
auf	w3_d800e28646
dem	w5_d800e28649
Kais.	w7_d800e28652
Kön.	w9_d800e28655
Rath=haus	w11_d800e28658
allhier	w13_d800e28662
sich	w15_d800e28665
einfinden,	w1_d800e28670
und	w3_d800e28673
durch	w5_d800e28676
den	w7_d800e28679
Raths=diener	w9_d800e28682
anmelden	w11_d800e28685
lassen,	w1_d800e28690
wo	w3_d800e28693
sodann	w5_d800e28696
die	w7_d800e28699
Licitation	w9_d800e28702
vorgenommen,	w11_d800e28705
mit	w1_d800e28710
dem	w3_d800e28713
Meistbietenden	w5_d800e28716
contrahiret,	w7_d800e28719
und	w9_d800e28722
der	w11_d800e28725
Be	w13_d800e28729
stand	w1_d800e28735
geschlossen	w3_d800e28738
werden	w5_d800e28741
solle.	w7_d800e28744
</p>
<p id="p42_d800e28747">
Auf	w1_d800e28751
Verordnung	w3_d800e28754
eines	w5_d800e28757
Hochlöbl.	w7_d800e28760
Kais.	w9_d800e28763
Kön.	w11_d800e28766
Obrist	w1_d800e28771
Hofmarschallischen	w3_d800e28774
Amts	w5_d800e28777
werden	w7_d800e28780
den	w9_d800e28783
17.	w11_d800e28786
dies	w1_d800e28791
Monats	w3_d800e28794
Octob.	w5_d800e28797
und	w7_d800e28800
nachfolgende	w9_d800e28803
Täge	w11_d800e28806
in	w13_d800e28810
dem	w1_d800e28816
deutschen	w3_d800e28819
Haus	w5_d800e28822
im	w7_d800e28825
hintern	w9_d800e28828
Hof	w11_d800e28831
ober	w13_d800e28835
der	w1_d800e28840
Kellnerey	w3_d800e28843
im	w5_d800e28846
2ten	w7_d800e28849
Stock	w9_d800e28852
Vormittag	w11_d800e28855
von	w13_d800e28859
9	w15_d800e28862
bis	w1_d800e28867
12.	w3_d800e28870
und	w5_d800e28873
Nachmittag	w7_d800e28876
von	w9_d800e28879
3.	w11_d800e28882
bis	w13_d800e28886
6.	w15_d800e28889
Uhr	w17_d800e28892
ver	w19_d800e28895
schiedene	w1_d800e28900
juridisch=histortsch	w3_d800e28903
und	w5_d800e28906
andere	w7_d800e28909
Bücher	w9_d800e28912
dem	w1_d800e28918
Meistbietenden	w3_d800e28921
gegen	w5_d800e28924
baarer	w7_d800e28927
Bezahlung	w9_d800e28930
li	w11_d800e28933
citando	w1_d800e28938
käuflichen	w3_d800e28941
hindan	w5_d800e28944
gelassen	w7_d800e28947
werden.	w9_d800e28950
Der	w11_d800e28953
Catalogus	w1_d800e28958
hievon	w3_d800e28961
ist	w5_d800e28964
in	w7_d800e28967
dem	w9_d800e28970
Buchladen	w11_d800e28973
zum	w13_d800e28977
gol	w15_d800e28980
denen	w1_d800e28985
Vifeß	w3_d800e28988
auf	w5_d800e28991
der	w7_d800e28994
hohen	w9_d800e28997
Brucken	w11_d800e29000
gratis	w13_d800e29004
zu	w15_d800e29007
be	w17_d800e29010
kommen.	w1_d800e29016
</p>
<list id="l44_d800e29019">
Auf	w1_d800e29023
Verordnung	w3_d800e29026
eines	w5_d800e29029
Hochlöbl.	w7_d800e29032
Kais.	w9_d800e29035
Kön.	w11_d800e29038
</list>
<list id="l46_d800e29042">
Es	w1_d800e29046
ist	w3_d800e29049
auf	w5_d800e29052
allerhöchsten	w7_d800e29055
Befehl	w9_d800e29058
Jhro	w11_d800e29061
Kais.	w13_d800e29065
Kön.	w15_d800e29068
</list>
<p id="p48_d800e29073">
Es	w1_d800e29077
ist	w3_d800e29080
auf	w5_d800e29083
allerhöchsten	w7_d800e29086
Befehl	w9_d800e29089
Jhro	w11_d800e29092
Kais.	w13_d800e29096
Kön.	w15_d800e29099
Apostol.	w1_d800e29104
Majest.	w3_d800e29107
die	w5_d800e29110
Natural=verpflegs	w7_d800e29113
admo	w9_d800e29116
diation	w1_d800e29121
des	w3_d800e29124
im	w5_d800e29127
Königreich	w7_d800e29130
Böheim,	w9_d800e29133
Ober	w11_d800e29136
und	w13_d800e29140
Nieder	w1_d800e29146
österreich,	w3_d800e29149
dann	w5_d800e29152
zu	w7_d800e29155
Erfurt	w9_d800e29158
im	w11_d800e29161
Röm.	w13_d800e29165
Reich	w15_d800e29168
sowol	w1_d800e29173
einquartiert	w3_d800e29176
als	w5_d800e29179
auch	w7_d800e29182
durchmarschierenden	w9_d800e29185
Militair	w1_d800e29190
dem	w3_d800e29193
Juden	w5_d800e29196
Alexander	w7_d800e29199
Lazar	w9_d800e29202
Oesterreicher	w11_d800e29205
vom	w1_d800e29210
1.	w3_d800e29213
dieses	w5_d800e29216
zukünftigen	w7_d800e29219
Monats	w9_d800e29222
Novemb.	w11_d800e29225
ver	w13_d800e29229
pachtet	w1_d800e29235
worden.	w3_d800e29238
</p>
<list id="l50_d800e29241">
Es	w1_d800e29245
ist	w3_d800e29248
das	w5_d800e29251
Haus	w7_d800e29254
bey	w9_d800e29257
den	w11_d800e29260
3.	w13_d800e29264
solenen	w15_d800e29267
Stäln	w17_d800e29270
</list>
<p id="p52_d800e29274">
Es	w1_d800e29278
ist	w3_d800e29281
das	w5_d800e29284
Haus	w7_d800e29287
bey	w9_d800e29290
den	w11_d800e29293
3.	w13_d800e29297
solenen	w15_d800e29300
Stäln	w17_d800e29303
in	w1_d800e29308
der	w3_d800e29311
Joseph=stadt,	w5_d800e29314
gegen	w7_d800e29317
über	w9_d800e29320
den	w11_d800e29323
P.	w13_d800e29327
P.	w15_d800e29330
Pia	w17_d800e29333
risten	w1_d800e29338
gelegen,	w3_d800e29341
wobey	w5_d800e29344
sich	w7_d800e29347
13.	w9_d800e29350
Zinnß=zimmet	w11_d800e29353
samt	w1_d800e29359
Garten	w3_d800e29362
und	w5_d800e29365
schönen	w7_d800e29368
Kellern,	w9_d800e29371
guten	w11_d800e29374
Brunn.	w13_d800e29378
und	w1_d800e29383
Bier=schanks	w3_d800e29386
gerechtigkeit	w5_d800e29389
befindet,	w7_d800e29392
alltäglich	w9_d800e29395
zu	w1_d800e29400
verkaufen,	w3_d800e29403
wer	w5_d800e29406
solches	w7_d800e29409
also	w9_d800e29412
an	w11_d800e29415
sich	w13_d800e29419
zu	w15_d800e29422
bringen	w17_d800e29425
Belieben	w1_d800e29430
traget,	w3_d800e29433
hat	w5_d800e29436
sich	w7_d800e29439
bey	w9_d800e29442
dem	w11_d800e29445
Haus=herrn	w13_d800e29449
in	w1_d800e29455
eben	w3_d800e29458
dem	w5_d800e29461
Haus	w7_d800e29464
anzumelden.	w9_d800e29467
</p>
<head id="h2_d800e29473">
Wi	w1_d800e29479
7	w1_d800e29484
</head>
<list id="l6_d800e29489">
Auf	w1_d800e29493
dem	w3_d800e29496
Dominicaner=platz	w5_d800e29499
in	w7_d800e29502
dem	w9_d800e29505
Kaliwodi	w11_d800e29508
schen	w1_d800e29513
Buchgewölbe	w3_d800e29516
seynd	w5_d800e29519
zu	w7_d800e29522
bekommen:	w9_d800e29525
Officium	w1_d800e29530
oder	w3_d800e29533
Tagzeiten	w5_d800e29536
für	w7_d800e29539
die	w9_d800e29542
Abgestorbene;	w11_d800e29545
nach	w1_d800e29551
Ordnung,	w3_d800e29554
ohne	w5_d800e29557
alles	w7_d800e29560
Suchen,	w9_d800e29563
zu	w11_d800e29566
betten,	w13_d800e29570
so	w15_d800e29573
vom	w1_d800e29578
Papst	w3_d800e29581
Pio	w5_d800e29584
V.	w7_d800e29587
verordnet,	w9_d800e29590
und	w11_d800e29593
vom	w13_d800e29597
Papst	w15_d800e29600
Ur	w17_d800e29603
bano	w1_d800e29608
VIII.	w3_d800e29611
bestättiget	w5_d800e29614
worden,	w7_d800e29617
das	w9_d800e29620
Stück	w11_d800e29623
in	w13_d800e29627
Leder	w15_d800e29630
eingeb.	w1_d800e29635
36.	w3_d800e29638
kr.	w5_d800e29641
ord.	w7_d800e29644
geb.	w9_d800e29647
24.	w11_d800e29650
kr.	w13_d800e29654
Ausführliche	w1_d800e29660
Lebens=beschreibung	w3_d800e29663
des	w5_d800e29666
glorwür	w7_d800e29669
digen	w1_d800e29674
Apostels	w3_d800e29677
Judä	w5_d800e29680
Thaddäi,	w7_d800e29683
mit	w9_d800e29686
beygehenden	w11_d800e29689
Tagzeiten	w1_d800e29694
und	w3_d800e29697
Litaney	w5_d800e29700
den	w7_d800e29703
Glaubigen	w9_d800e29706
zur	w11_d800e29709
Ver	w13_d800e29713
ehrung	w1_d800e29718
verfasset,	w3_d800e29721
in	w5_d800e29724
Leder	w7_d800e29727
geb.	w9_d800e29730
14.	w11_d800e29733
kr.	w13_d800e29737
ord.	w15_d800e29740
gebun	w17_d800e29743
den	w1_d800e29749
10.	w3_d800e29752
kr.	w5_d800e29755
Kaiserl.	w1_d800e29760
und	w3_d800e29763
Königl.	w5_d800e29766
wie	w7_d800e29769
auch	w9_d800e29772
Ertherzogl.	w11_d800e29775
dann	w13_d800e29779
Dero	w1_d800e29784
Residenzstadt	w3_d800e29787
Wien	w5_d800e29790
Staats	w7_d800e29793
und	w9_d800e29796
Standes	w11_d800e29799
calender	w1_d800e29804
auf	w3_d800e29807
das	w5_d800e29810
Jahr	w7_d800e29813
1763.	w9_d800e29816
2.	w11_d800e29819
fl.	w13_d800e29823
6.	w15_d800e29826
kr.	w17_d800e29829
Bewehrtes	w1_d800e29835
Koch=buch	w3_d800e29838
in	w5_d800e29841
sechs	w7_d800e29844
Absätz	w9_d800e29847
verthei	w11_d800e29850
let,	w1_d800e29855
dienet	w3_d800e29858
zum	w5_d800e29861
Behuf	w7_d800e29864
der	w9_d800e29867
in	w11_d800e29870
der	w13_d800e29874
Kocherey	w15_d800e29877
sich	w17_d800e29880
üben	w1_d800e29885
wollenden	w3_d800e29888
Jugend,	w5_d800e29891
in	w7_d800e29894
Franzb.	w9_d800e29897
1.	w11_d800e29900
fl.	w13_d800e29904
8.	w15_d800e29907
kr.	w17_d800e29910
</list>
<p id="p8_d800e29914">
Catechismus	w1_d800e29918
ad	w3_d800e29921
ordinandos,	w5_d800e29924
sive	w7_d800e29927
untversæ	w9_d800e29930
Theologiæ	w1_d800e29935
Epitomes	w3_d800e29938
cui	w5_d800e29941
accessisse	w7_d800e29944
plura	w9_d800e29947
sequens	w11_d800e29950
Editoris	w1_d800e29955
Proloquium	w3_d800e29958
edocebit.	w5_d800e29961
Der	w7_d800e29964
Werth	w9_d800e29967
und	w11_d800e29970
Schätzbarkeit	w1_d800e29976
dieses	w3_d800e29979
Catechismi	w5_d800e29982
ad	w7_d800e29985
ordinandos,	w9_d800e29988
(welcher	w1_d800e29993
sowol	w3_d800e29996
denen	w5_d800e29999
Anfängern,	w7_d800e30002
als	w9_d800e30005
Erfahrnen	w11_d800e30008
in	w1_d800e30013
denen	w3_d800e30016
theologischen	w5_d800e30019
Wissenschaften	w7_d800e30022
seine	w9_d800e30025
Dien	w11_d800e30028
ste	w1_d800e30033
leistet),	w3_d800e30036
lässet	w5_d800e30039
sich	w7_d800e30042
aus	w9_d800e30045
denen	w11_d800e30048
vielfältigen	w13_d800e30052
Edi	w15_d800e30055
tionen	w1_d800e30061
desselben	w3_d800e30064
unschwer	w5_d800e30067
beurtheilen,	w7_d800e30070
da	w9_d800e30073
selber	w11_d800e30076
nebst	w1_d800e30081
Frankreich	w3_d800e30084
(allwo	w5_d800e30087
er	w7_d800e30090
seinen	w9_d800e30093
Ursprung	w11_d800e30096
erlan	w13_d800e30100
get)	w1_d800e30105
und	w3_d800e30108
Wälschland,	w5_d800e30111
in	w7_d800e30114
Teutschland	w9_d800e30117
allein	w11_d800e30120
acht	w13_d800e30124
zehen	w1_d800e30129
verschiedene	w3_d800e30132
male	w5_d800e30135
im	w7_d800e30138
Druck	w9_d800e30141
erschienen.	w11_d800e30144
Nun	w13_d800e30148
ist	w1_d800e30154
diese	w3_d800e30157
neue	w5_d800e30160
Edition	w7_d800e30163
nicht	w9_d800e30166
nur	w11_d800e30169
schöner	w13_d800e30173
und	w15_d800e30176
rei	w17_d800e30179
ner	w1_d800e30184
dann	w3_d800e30187
die	w5_d800e30190
vorigen,	w7_d800e30193
angesehen	w9_d800e30196
die	w11_d800e30199
Druckfehlen	w13_d800e30203
bestens	w1_d800e30208
vermieden,	w3_d800e30211
auch	w5_d800e30214
einige	w7_d800e30217
darinn	w9_d800e30220
anstößig	w11_d800e30223
befundene	w1_d800e30228
Stellen	w3_d800e30231
abgethan,	w5_d800e30234
sondern	w7_d800e30237
sie	w9_d800e30240
ist	w11_d800e30243
auch	w13_d800e30247
durch	w1_d800e30253
Beysetzung	w3_d800e30256
deren	w5_d800e30259
in	w7_d800e30262
Teutschland	w9_d800e30265
meistens	w11_d800e30268
üblichen	w1_d800e30273
sogenangten	w3_d800e30276
casuum	w5_d800e30279
refervatorum,	w7_d800e30282
dann	w9_d800e30285
einer	w1_d800e30290
ordentlichen	w3_d800e30293
Abhandlung	w5_d800e30296
der	w7_d800e30299
Materiæ	w9_d800e30302
be	w11_d800e30305
neficiariæ	w1_d800e30310
namhaft	w3_d800e30313
vermehret	w5_d800e30316
worden;	w7_d800e30319
nebst	w9_d800e30322
deme	w11_d800e30325
finden	w1_d800e30331
sich	w3_d800e30334
beygefügt	w5_d800e30337
drey	w7_d800e30340
so	w9_d800e30343
gelehrt	w11_d800e30346
als	w13_d800e30350
nützliche	w15_d800e30353
Tractaten,	w1_d800e30358
benanntlich:	w3_d800e30361
der	w5_d800e30364
Indiculus	w7_d800e30367
Institu-	w9_d800e30370
tionum	w1_d800e30375
vererum	w3_d800e30378
Parrum	w5_d800e30381
Cardinalis	w7_d800e30384
Thomasi;	w9_d800e30387
die	w1_d800e30392
Expositio	w3_d800e30395
doctrinæ	w5_d800e30398
Catholicæ	w7_d800e30401
des	w9_d800e30404
berühmten	w11_d800e30407
Bossuet;	w1_d800e30413
und	w3_d800e30416
Secret	w5_d800e30419
o	w7_d800e30422
eorum,	w9_d800e30425
quæ	w11_d800e30428
funt	w13_d800e30432
de	w15_d800e30435
side,	w17_d800e30438
ab	w1_d800e30443
us,	w3_d800e30446
quæ	w5_d800e30449
de	w7_d800e30452
fide	w9_d800e30455
non	w11_d800e30458
sunt,	w13_d800e30462
des	w15_d800e30465
gelehrten	w17_d800e30468
Ve-	w19_d800e30471
ronii.	w1_d800e30476
Diese	w3_d800e30479
letztere	w5_d800e30482
zwey	w7_d800e30485
Trictat	w9_d800e30488
ia	w11_d800e30491
sind	w13_d800e30495
auch	w15_d800e30498
besonders	w1_d800e30503
das	w3_d800e30506
Stuck	w5_d800e30509
24.	w7_d800e30512
kr.	w9_d800e30515
das	w11_d800e30518
ganze	w13_d800e30522
Werk	w15_d800e30525
aber	w17_d800e30528
mit	w1_d800e30534
allen	w3_d800e30537
Anhängen	w5_d800e30540
1.	w7_d800e30543
fl.	w9_d800e30546
8.	w11_d800e30549
kr.	w13_d800e30553
ungeb.	w15_d800e30556
zu	w17_d800e30559
haben.	w19_d800e30562
</p>
<list id="l10_d800e30565">
Bih	w1_d800e30569
Lnelis	w3_d800e30572
Feül	w5_d800e30575
Bide	w7_d800e30578
in	w9_d800e30581
der	w11_d800e30584
Böger	w13_d800e30588
/	w15_d800e30591
ges	w17_d800e30594
</list>
<list id="l12_d800e30599">
Bih	w1_d800e30603
Lnelis	w3_d800e30606
Feül	w5_d800e30609
Bide	w7_d800e30612
in	w9_d800e30615
der	w11_d800e30618
Böger	w13_d800e30622
/	w15_d800e30625
ges	w17_d800e30628
neben	w1_d800e30633
dem	w3_d800e30636
Todten=kopf	w5_d800e30639
ist	w7_d800e30642
zu	w9_d800e30645
haben	w11_d800e30648
Histoire	w1_d800e30653
générale	w3_d800e30656
d'Allemagne	w5_d800e30659
par	w7_d800e30662
le	w9_d800e30665
P.	w11_d800e30668
Batre,	w13_d800e30672
X.	w1_d800e30678
Tomes	w3_d800e30681
grand	w5_d800e30684
4to	w7_d800e30687
60.	w9_d800e30690
fl.	w11_d800e30693
Lettres	w1_d800e30698
familieres	w3_d800e30701
&	w5_d800e30704
autres	w7_d800e30707
de	w9_d800e30710
Mr.	w11_d800e30713
le	w13_d800e30717
Baron	w15_d800e30720
de	w1_d800e30725
Bielfeld,	w3_d800e30728
2.	w5_d800e30731
Tomes,	w7_d800e30734
12mo	w9_d800e30737
1763.	w11_d800e30740
3.	w13_d800e30744
fl.	w15_d800e30747
Bibliotheque	w1_d800e30752
des	w3_d800e30755
jeunes	w5_d800e30758
Negociants,	w7_d800e30761
ou	w9_d800e30764
l'A-	w11_d800e30767
rithmetiqué	w1_d800e30773
a	w3_d800e30776
leur	w5_d800e30779
usage,	w7_d800e30782
2	w9_d800e30785
Tomes	w11_d800e30788
4to	w13_d800e30792
12.	w15_d800e30795
fl.	w17_d800e30798
Joh.	w1_d800e30803
Jac.	w3_d800e30806
Schatzens	w5_d800e30809
erläuterter	w7_d800e30812
Homannischer	w9_d800e30815
Atlas	w1_d800e30820
rc.	w3_d800e30823
neue,	w5_d800e30826
vermehrte	w7_d800e30829
und	w9_d800e30832
bis	w11_d800e30835
auf	w13_d800e30839
gegenwär	w15_d800e30842
</list>
<list id="l14_d800e30846">
Nachtrag	w1_d800e30850
zu	w3_d800e30853
Num.	w5_d800e30856
83.	w7_d800e30859
1763.	w9_d800e30862
tige	w1_d800e30867
Zeiten	w3_d800e30870
fortgeserze	w5_d800e30873
Auflage	w7_d800e30876
/	w9_d800e30879
2.	w11_d800e30882
Theile	w13_d800e30886
Kus	w15_d800e30889
1763.	w1_d800e30894
2.	w3_d800e30897
fl.	w5_d800e30900
30.	w7_d800e30903
kr.	w9_d800e30906
D.	w1_d800e30912
P.	w3_d800e30915
Gregori	w5_d800e30918
Lallvein	w7_d800e30921
Opera	w9_d800e30924
Ecclehallico-	w11_d800e30927
Juridica,	w1_d800e30932
IV.	w3_d800e30935
Tomi	w5_d800e30938
4to	w7_d800e30941
1763.	w9_d800e30944
7.	w11_d800e30947
fl.	w13_d800e30951
30.	w15_d800e30954
kr.	w17_d800e30957
Anmerkungen	w1_d800e30962
über	w3_d800e30965
die	w5_d800e30968
natürliche	w7_d800e30971
Beschaffen	w9_d800e30974
heit	w1_d800e30979
derer	w3_d800e30982
Kais.	w5_d800e30985
Kön.	w7_d800e30988
Erbländern,	w9_d800e30991
und	w11_d800e30994
derseben	w13_d800e30998
bequemen	w1_d800e31004
Lage,	w3_d800e31007
