<doc id="wr_1761-03-21" attrs="word" year="1761" month="03" day="21" corpus="2">
<head id="h2_d537e2811">
Madtid	w1_d537e2815
an	w3_d537e13630
als	w5_d537e13633
abwesenden,	w7_d537e13636
deme	w9_d537e13639
daran	w11_d537e13642
gelegen,	w13_d537e13646
kund	w1_d537e13652
und	w3_d537e13655
zu	w5_d537e13658
wissen	w7_d537e13661
gemacht:	w9_d537e13664
</p>
<p id="p20_d537e13667">
Es	w1_d537e13671
seye	w3_d537e13674
der	w5_d537e13677
Johann	w7_d537e13680
Hofmann,	w9_d537e13683
gewester	w11_d537e13686
Jnstru	w13_d537e13690
ctor	w1_d537e13695
bey	w3_d537e13698
dem	w5_d537e13701
Kais.	w7_d537e13704
Kön.	w9_d537e13707
Ni.	w11_d537e13710
O.	w13_d537e13714
Walden=meister	w15_d537e13717
Johann	w1_d537e13722
Samuel	w3_d537e13725
von	w5_d537e13728
Mayer,	w7_d537e13731
ohne	w9_d537e13734
hinterlassen	w11_d537e13737
letztwilligem	w1_d537e13743
Geschäft	w3_d537e13746
mit	w5_d537e13749
Tod	w7_d537e13752
abgegangen,	w9_d537e13755
und	w11_d537e13758
habe	w1_d537e13763
sich	w3_d537e13766
hinnach	w5_d537e13769
um	w7_d537e13772
desselben	w9_d537e13775
ab	w11_d537e13778
Jntestato	w13_d537e13782
ruck	w15_d537e13785
gebliebene	w1_d537e13790
Verlassenschaft	w3_d537e13793
der	w5_d537e13796
Zeit	w7_d537e13799
niemand	w9_d537e13802
ange	w11_d537e13805
meldet.	w1_d537e13810
Wann	w3_d537e13813
nun	w5_d537e13816
Regierung	w7_d537e13819
um	w9_d537e13822
die	w11_d537e13825
etwann	w13_d537e13829
ein	w1_d537e13835
oder	w3_d537e13838
anderen	w5_d537e13841
bey	w7_d537e13844
dieser	w9_d537e13847
Verlassenschaft	w11_d537e13850
von	w13_d537e13854
Rechts=wegen	w1_d537e13859
gebührend	w3_d537e13862
nähere	w5_d537e13865
Erbs=sprüche	w7_d537e13868
in	w9_d537e13871
Erfahrung	w1_d537e13876
zu	w3_d537e13879
bringen,	w5_d537e13882
anbey	w7_d537e13885
das	w9_d537e13888
etwann	w11_d537e13891
verhan	w13_d537e13895
dene	w1_d537e13900
Æs	w3_d537e13903
alienum	w5_d537e13906
ausfündig	w7_d537e13909
zu	w9_d537e13912
muchen,	w11_d537e13915
folgsam	w13_d537e13919
zu	w15_d537e13922
Abhandlung	w1_d537e13928
solcher	w3_d537e13931
Verlassenschaft	w5_d537e13934
sicherer	w7_d537e13937
für	w9_d537e13940
schreiten	w1_d537e13945
zu	w3_d537e13948
können,	w5_d537e13951
eine	w7_d537e13954
Nohtdurft	w9_d537e13957
zu	w11_d537e13960
seyn	w13_d537e13964
be	w15_d537e13967
funden	w1_d537e13972
hat,	w3_d537e13975
alle	w5_d537e13978
hieran	w7_d537e13981
Theil	w9_d537e13984
nehmende	w11_d537e13987
sowol	w13_d537e13991
in	w1_d537e13996
als	w3_d537e13999
ausser	w5_d537e14002
Land	w7_d537e14005
befindliche	w9_d537e14008
Personen	w11_d537e14011
durch	w13_d537e14015
die	w15_d537e14018
ses	w1_d537e14024
offentliche	w3_d537e14027
Edict	w5_d537e14030
zu	w7_d537e14033
AnmeldLegitimir	w9_d537e14036
und	w11_d537e14039
Liquidirung	w1_d537e14044
ihrer	w3_d537e14047
an	w5_d537e14050
obbemeldte	w7_d537e14053
Verlassenschaft	w9_d537e14056
ex	w1_d537e14061
quacunque	w3_d537e14064
causa	w5_d537e14067
vel	w7_d537e14070
titulo	w9_d537e14073
habender	w11_d537e14076
Sprüch,	w13_d537e14080
und	w1_d537e14085
Forderungen	w3_d537e14088
gerichtlich	w5_d537e14091
vorzuladen,	w7_d537e14094
und	w9_d537e14097
ein	w11_d537e14100
zuberuffen,	w1_d537e14106
zu	w3_d537e14109
welchem	w5_d537e14112
Ende	w7_d537e14115
dann	w9_d537e14118
denenselben	w11_d537e14121
der	w1_d537e14126
17te	w3_d537e14129
Tag	w5_d537e14132
des	w7_d537e14135
künftigen	w9_d537e14138
Monats	w11_d537e14141
Aprilis	w13_d537e14145
1761.	w15_d537e14148
Nachmittags	w1_d537e14153
um	w3_d537e14156
4.	w5_d537e14159
Uhr	w7_d537e14162
zur	w9_d537e14165
gewöhnlichen	w11_d537e14168
Con	w13_d537e14172
vocations	w1_d537e14177
und	w3_d537e14180
Anmeldungs=tagsatzung	w5_d537e14183
zu	w7_d537e14186
all	w9_d537e14189
endlicher	w1_d537e14195
Frist	w3_d537e14198
anberaumet	w5_d537e14201
worden.	w7_d537e14204
Solchem	w9_d537e14207
nach	w1_d537e14212
werden	w3_d537e14215
alle	w5_d537e14218
und	w7_d537e14221
jede,	w9_d537e14224
welche	w11_d537e14227
bey	w13_d537e14231
gedacht	w15_d537e14234
Johann	w1_d537e14239
Hofmannischen	w3_d537e14242
Verlassenschaft	w5_d537e14245
um	w7_d537e14248
recht	w9_d537e14251
mäßiger	w1_d537e14256
Erbs	w3_d537e14259
oder	w5_d537e14262
Schuld=forderung	w7_d537e14265
willen	w9_d537e14268
einige	w1_d537e14274
Sprüch	w3_d537e14277
haben,	w5_d537e14280
oder	w7_d537e14283
zu	w9_d537e14286
haben	w11_d537e14289
vermeinen,	w13_d537e14293
an	w1_d537e14298
bestimmtem	w3_d537e14301
Tag	w5_d537e14304
und	w7_d537e14307
Stund	w9_d537e14310
vor	w11_d537e14313
Regierung	w13_d537e14317
in	w1_d537e14322
der	w3_d537e14325
daselbst	w5_d537e14328
zu	w7_d537e14331
solchem	w9_d537e14334
Ende	w11_d537e14337
offen	w13_d537e14341
haltenden	w15_d537e14344
Commißions	w1_d537e14349
stuben	w3_d537e14352
entweder	w5_d537e14355
selbst	w7_d537e14358
persönlich,	w9_d537e14361
oder	w1_d537e14367
durch	w3_d537e14370
hierzu	w5_d537e14373
genugsam	w7_d537e14376
gevollmächtigte	w9_d537e14379
Ge	w11_d537e14382
walttragere	w1_d537e14387
alsogewiß	w3_d537e14390
zu	w5_d537e14393
erscheinen,	w7_d537e14396
und	w9_d537e14399
ihre	w11_d537e14402
an	w13_d537e14406
</p>
<p id="p22_d537e14409">
solche	w1_d537e14413
Verlassenschaft	w3_d537e14416
habende	w5_d537e14419
Anforderungen	w7_d537e14422
an	w9_d537e14425
zumelden,	w1_d537e14430
rechtlich	w3_d537e14433
zu	w5_d537e14436
legitimiren,	w7_d537e14439
und	w9_d537e14442
zu	w11_d537e14445
liquidi	w13_d537e14449
ren	w1_d537e14454
haben,	w3_d537e14457
als	w5_d537e14460
im	w7_d537e14463
widrigen	w9_d537e14466
die	w11_d537e14469
Abhandlung	w13_d537e14473
gleich	w15_d537e14476
wolen	w1_d537e14482
vorgenommen,	w3_d537e14485
und	w5_d537e14488
ungehindert	w7_d537e14491
deren	w9_d537e14494
et	w11_d537e14497
wann	w1_d537e14502
vorhandenen	w3_d537e14505
Erbs=prätendenten,	w5_d537e14508
oder	w7_d537e14511
Glaubigeren,	w1_d537e14516
so	w3_d537e14519
sich	w5_d537e14522
mit	w7_d537e14525
ihren	w9_d537e14528
Erbs	w11_d537e14531
und	w13_d537e14535
Schuld	w15_d537e14538
forderungen	w1_d537e14543
in	w3_d537e14546
bestimmter	w5_d537e14549
Zeit	w7_d537e14552
nicht	w9_d537e14555
angemeldet,	w11_d537e14558
solche	w1_d537e14564
Verlassenschaft	w3_d537e14567
dem	w5_d537e14570
Kais.	w7_d537e14573
Kön.	w9_d537e14576
Hof	w11_d537e14579
und	w13_d537e14583
N.	w1_d537e14588
Oe.	w3_d537e14591
Herrn	w5_d537e14594
Cammer=procuratori	w7_d537e14597
eingeantwor	w9_d537e14600
tet,	w1_d537e14605
auch	w3_d537e14608
ansonsten	w5_d537e14611
ex	w7_d537e14614
officio	w9_d537e14617
vorgekehret	w11_d537e14620
werden	w13_d537e14624
solle	w1_d537e14629
was	w3_d537e14632
Rechtens	w5_d537e14635
ist.	w7_d537e14638
Wornach	w9_d537e14641
sich	w11_d537e14644
also	w13_d537e14648
ein	w15_d537e14651
jeder	w1_d537e14657
zu	w3_d537e14660
richten	w5_d537e14663
wissen	w7_d537e14666
wird.	w9_d537e14669
So	w11_d537e14672
beschehen	w13_d537e14676
Wien	w15_d537e14679
den	w1_d537e14684
1.	w3_d537e14687
Martii	w5_d537e14690
1760.	w7_d537e14693
</p>
<p id="p24_d537e14697">
Von	w1_d537e14701
des	w3_d537e14704
Judicii	w5_d537e14707
Delegati	w7_d537e14710
der	w9_d537e14713
Kais.	w11_d537e14716
Herrschaft	w13_d537e14720
Mannerstorf	w1_d537e14725
wegen	w3_d537e14728
wird	w5_d537e14731
dem	w7_d537e14734
Herrn	w9_d537e14737
Franz	w11_d537e14740
v.	w13_d537e14744
Eisen	w15_d537e14747
kolb,	w1_d537e14752
gewest=Kais.	w3_d537e14755
Kön.	w5_d537e14758
Haupt	w7_d537e14761
mann	w9_d537e14764
hiemit	w11_d537e14767
kund	w13_d537e14771
und	w1_d537e14777
zu	w3_d537e14780
wissen	w5_d537e14783
gemacht.	w7_d537e14786
Es	w9_d537e14789
habe	w11_d537e14792
Herr	w13_d537e14796
Leopold	w15_d537e14799
v.	w17_d537e14802
Fetzer,	w1_d537e14807
auch	w3_d537e14810
gewest=Kais.	w5_d537e14813
Kön.	w7_d537e14816
Hauptmann	w9_d537e14819
bey	w11_d537e14822
diesem	w1_d537e14827
Judicio	w3_d537e14830
Delegato	w5_d537e14833
angezeiget,	w7_d537e14836
wie	w9_d537e14839
daß	w11_d537e14842
er	w13_d537e14846
Herr	w1_d537e14851
Franz	w3_d537e14854
v.	w5_d537e14857
Eisenkolb	w7_d537e14860
über	w9_d537e14863
die	w11_d537e14866
in	w13_d537e14870
puncto	w15_d537e14873
den	w17_d537e14876
5.	w1_d537e14882
Febr.	w3_d537e14885
1758.	w5_d537e14888
verwilligter	w7_d537e14891
Einantwortung	w9_d537e14894
der	w11_d537e14897
zu	w13_d537e14901
Mannerstorf	w1_d537e14906
ligenden,	w3_d537e14909
dem	w5_d537e14912
Herrn	w7_d537e14915
Kläger	w9_d537e14918
cum	w11_d537e14921
appertinentiis	w1_d537e14926
vephypothecirten	w3_d537e14929
Behausung	w5_d537e14932
unterm	w7_d537e14935
3ten	w1_d537e14940
Martii	w3_d537e14943
1758.	w5_d537e14946
angemeldete,	w7_d537e14949
durch	w9_d537e14952
Verlaß	w11_d537e14955
de	w13_d537e14959
dato	w1_d537e14965
8.	w3_d537e14968
Aprilis	w5_d537e14971
dicti	w7_d537e14974
abgeschlagene,	w9_d537e14977
in	w11_d537e14980
folge	w13_d537e14984
des	w15_d537e14987
sub	w1_d537e14992
dato	w3_d537e14995
15ten	w5_d537e14998
ejusdem	w7_d537e15001
Mensis	w9_d537e15004
&	w11_d537e15007
Anni	w13_d537e15011
nach	w15_d537e15014
hoch	w17_d537e15017
löblichen	w1_d537e15022
N.	w3_d537e15025
Oe.	w5_d537e15028
Regierung	w7_d537e15031
genommenen	w9_d537e15034
Recurs	w11_d537e15037
aber	w1_d537e15042
cum	w3_d537e15045
clausula,	w5_d537e15048
es	w7_d537e15051
wären	w9_d537e15054
dann	w11_d537e15057
Bedenken,	w13_d537e15061
deren	w1_d537e15067
zu	w3_d537e15070
berichten,	w5_d537e15073
zugelassene	w7_d537e15076
Appellation	w9_d537e15079
ihme	w11_d537e15082
Herrn	w1_d537e15087
Franz	w3_d537e15090
v.	w5_d537e15093
Eisenkolb	w7_d537e15096
zu	w9_d537e15099
Prosequirung	w11_d537e15102
dessen	w13_d537e15106
den	w1_d537e15111
5.	w3_d537e15114
May	w5_d537e15117
ejusdem	w7_d537e15120
Anni	w9_d537e15123
durch	w11_d537e15126
die	w13_d537e15130
Desertirung	w15_d537e15133
betrieben	w1_d537e15138
hätte,	w3_d537e15141
welchem	w5_d537e15144
Begehren,	w7_d537e15147
Fiat,	w9_d537e15150
jedoch	w11_d537e15153
dessen	w1_d537e15159
vorhero	w3_d537e15162
zu	w5_d537e15165
erinneren,	w7_d537e15168
wofern	w9_d537e15171
nichts	w11_d537e15174
ein	w13_d537e15178
kommen	w1_d537e15183
deferiret,	w3_d537e15186
und	w5_d537e15189
diese	w7_d537e15192
Verordnung	w9_d537e15195
seinem	w11_d537e15198
Herrn	w1_d537e15203
v.	w3_d537e15206
Eisenkolb	w5_d537e15209
bestellten	w7_d537e15212
Hrn.	w9_d537e15215
Doctori	w11_d537e15218
Stum	w13_d537e15222
mer	w1_d537e15227
Hof	w3_d537e15230
und	w5_d537e15233
Gerichts=advocaten	w7_d537e15236
judicialiter	w9_d537e15239
zu	w11_d537e15242
exequiret,	w1_d537e15248
von	w3_d537e15251
selbem	w5_d537e15254
hingegen	w7_d537e15257
den	w9_d537e15260
12.	w11_d537e15263
Junii	w13_d537e15267
1758.	w1_d537e15272
der	w3_d537e15275
Ursachen,	w5_d537e15278
daß	w7_d537e15281
sein	w9_d537e15284
Herr	w11_d537e15287
Principal	w13_d537e15291
un	w15_d537e15294
gehindert	w1_d537e15299
des	w3_d537e15302
beschehenen	w5_d537e15305
Nachforschen	w7_d537e15308
nicht	w9_d537e15311
aus	w11_d537e15314
findig	w1_d537e15319
zu	w3_d537e15322
machen	w5_d537e15325
seye,	w7_d537e15328
zu	w9_d537e15331
des	w11_d537e15334
Judicii	w13_d537e15338
Delegati	w15_d537e15341
Handen	w1_d537e15347
depositiret,	w3_d537e15350
wessentwegen	w5_d537e15353
er	w7_d537e15356
Herr	w9_d537e15359
v.	w11_d537e15362
Fe	w13_d537e15366
tzer	w1_d537e15371
mit	w3_d537e15374
dem	w5_d537e15377
sub	w7_d537e15380
eodem	w9_d537e15383
Dato	w11_d537e15386
beschehenen	w13_d537e15390
Jnsisti	w15_d537e15393
ren	w1_d537e15398
hierauf	w3_d537e15401
verwiesen,	w5_d537e15404
folgends	w7_d537e15407
den	w9_d537e15410
30.	w11_d537e15413
Junii	w13_d537e15417
di-	w15_d537e15420
cti	w1_d537e15425
Anni,	w3_d537e15428
daß	w5_d537e15431
die	w7_d537e15434
unterm	w9_d537e15437
5ten	w11_d537e15440
May	w13_d537e15444
ergangene	w15_d537e15447
Erinnerung	w1_d537e15453
ihme	w3_d537e15456
Herrn	w5_d537e15459
v.	w7_d537e15462
Eisenkolb	w9_d537e15465
selbsten	w11_d537e15468
zu	w13_d537e15472
gestellet	w1_d537e15477
werden	w3_d537e15480
solle,	w5_d537e15483
verbescheidet	w7_d537e15486
worden	w9_d537e15489
wäre.	w11_d537e15492
Da	w1_d537e15497
nun	w3_d537e15500
die	w5_d537e15503
unterm	w7_d537e15506
15ten	w9_d537e15509
Januarii	w11_d537e15512
1758.	w13_d537e15516
von	w15_d537e15519
Hochlöbl.	w1_d537e15524
N.	w3_d537e15527
Oe.	w5_d537e15530
Regierungs=thier=hütter=amt	w7_d537e15533
er	w9_d537e15536
theilte	w1_d537e15542
Execution	w3_d537e15545
enthaltet,	w5_d537e15548
daß	w7_d537e15551
er	w9_d537e15554
Herr	w11_d537e15557
Beklagte	w13_d537e15561
in	w1_d537e15566
seiner	w3_d537e15569
in	w5_d537e15572
dem	w7_d537e15575
Kohlmesserischen	w9_d537e15578
Haus	w11_d537e15581
gehabten	w13_d537e15585
Wohnung	w1_d537e15590
nicht	w3_d537e15593
zu	w5_d537e15596
betretten	w7_d537e15599
gewesen,	w9_d537e15602
ist	w11_d537e15605
besagter	w13_d537e15609
Herr	w1_d537e15614
v.	w3_d537e15617
Fetzer	w5_d537e15620
um	w7_d537e15623
die	w9_d537e15626
Edictal	w11_d537e15629
Kundmachung	w13_d537e15633
mehr	w15_d537e15636
besagter	w1_d537e15642
Appellations=desertirungs=erinnerung	w3_d537e15645
den	w5_d537e15648
5ten	w1_d537e15653
Decemb.	w3_d537e15656
jüngst=abgewichenen	w5_d537e15659
Jahrs	w7_d537e15662
angelan	w9_d537e15665
get,	w1_d537e15670
in	w3_d537e15673
welches	w5_d537e15676
Begehren	w7_d537e15679
dann	w9_d537e15682
auch	w11_d537e15685
mit	w13_d537e15689
Fiat,	w15_d537e15692
je	w17_d537e15695
doch	w1_d537e15700
dessen	w3_d537e15703
vorhero	w5_d537e15706
zu	w7_d537e15709
erinneren,	w9_d537e15712
und	w11_d537e15715
solle	w13_d537e15719
derent	w15_d537e15722
willen	w1_d537e15728
das	w3_d537e15731
Behörige	w5_d537e15734
Edict	w7_d537e15737
bey	w9_d537e15740
der	w11_d537e15743
Canzley	w13_d537e15747
ausge	w15_d537e15750
</p>
<p id="p28_d537e15755">
ertiget	w1_d537e15759
werden,	w3_d537e15762
gewilliget	w5_d537e15765
worden	w7_d537e15768
ist.	w9_d537e15771
So	w11_d537e15774
man	w13_d537e15778
ihme	w1_d537e15783
Herrn	w3_d537e15786
Franz	w5_d537e15789
v.	w7_d537e15792
Eisenkolb	w9_d537e15795
hiemit	w11_d537e15798
zu	w13_d537e15802
dem	w15_d537e15805
En	w17_d537e15808
de	w1_d537e15813
erinneren	w3_d537e15816
wollen,	w5_d537e15819
damit	w7_d537e15822
derselbe	w9_d537e15825
von	w11_d537e15828
Zeit	w13_d537e15832
zu	w15_d537e15835
Ende	w1_d537e15841
gesetztem	w3_d537e15844
Dato	w5_d537e15847
inner	w7_d537e15850
6.	w9_d537e15853
Wochen	w11_d537e15856
3.	w13_d537e15860
Tägen	w15_d537e15863
exclusis	w1_d537e15868
feriis	w3_d537e15871
die	w5_d537e15874
angemeldte	w7_d537e15877
Apellation	w9_d537e15880
der	w11_d537e15883
Ord	w13_d537e15887
nung	w1_d537e15892
nach	w3_d537e15895
also	w5_d537e15898
gewiß	w7_d537e15901
prosequiren	w9_d537e15904
solle,	w11_d537e15907
wie	w13_d537e15911
im	w15_d537e15914
widrigen	w1_d537e15919
nach	w3_d537e15922
Expirirung	w5_d537e15925
dieses	w7_d537e15928
Termins	w9_d537e15931
auf	w11_d537e15934
fe	w13_d537e15938
ters	w1_d537e15944
des	w3_d537e15947
Herrn	w5_d537e15950
Klägers	w7_d537e15953
Anlangen	w9_d537e15956
simpliciter	w11_d537e15959
in	w13_d537e15963
die	w1_d537e15968
Desertirung	w3_d537e15971
gewilliget	w5_d537e15974
werden	w7_d537e15977
wurde.	w9_d537e15980
Wien	w11_d537e15983
24.	w1_d537e15988
Jan.	w3_d537e15991
1761.	w5_d537e15994
</p>
<head id="h2_d537e16000">
Landmarschall.	w1_d537e16004
rc.	w3_d537e16007
</head>
<p id="p4_d537e16010">
Entbiete	w1_d537e16014
N.	w3_d537e16017
allen	w5_d537e16020
und	w7_d537e16023
jeden,	w9_d537e16026
was	w11_d537e16029
Standes	w13_d537e16033
oder	w1_d537e16038
Würden	w3_d537e16041
die	w5_d537e16044
seynd,	w7_d537e16047
der	w9_d537e16050
Gebühr	w11_d537e16053
nach	w13_d537e16057
mei	w15_d537e16060
nen	w1_d537e16065
respective	w3_d537e16068
Dienst	w5_d537e16071
in	w7_d537e16074
guten	w9_d537e16077
Willen	w11_d537e16080
zuvor,	w13_d537e16084
und	w1_d537e16090
gebe	w3_d537e16093
hiemit	w5_d537e16096
zu	w7_d537e16099
vernehmen:	w9_d537e16102
</p>
<p id="p6_d537e16105">
Es	w1_d537e16109
habe	w3_d537e16112
bey	w5_d537e16115
dem	w7_d537e16118
mir	w9_d537e16121
allergnädigst	w11_d537e16124
anvertrau	w13_d537e16128
ten	w1_d537e16133
N.	w3_d537e16136
Oe.	w5_d537e16139
Landmarschallischen	w7_d537e16142
Gericht	w9_d537e16145
die	w11_d537e16148
Edle	w13_d537e16152
Frau	w1_d537e16157
Maria	w3_d537e16160
Anna	w5_d537e16163
verwittibt	w7_d537e16166
geweste	w9_d537e16169
von	w11_d537e16172
Oetl,	w13_d537e16176
anjetzo	w1_d537e16182
vereheligte	w3_d537e16185
von	w5_d537e16188
Varnesius,	w7_d537e16191
geborne	w9_d537e16194
von	w11_d537e16197
Managetta	w1_d537e16202
und	w3_d537e16205
Lerchenau	w5_d537e16208
schriftlich	w7_d537e16211
angebracht,	w9_d537e16214
welchergestalten	w1_d537e16219
auf	w3_d537e16222
ihrer	w5_d537e16225
eigentumlichen	w7_d537e16228
Herr	w9_d537e16231
schaft	w1_d537e16236
Breitenach,	w3_d537e16239
laut	w5_d537e16242
producirten	w7_d537e16245
Tabularex	w9_d537e16248
tract	w1_d537e16254
sub	w3_d537e16257
Num.	w5_d537e16260
1.	w7_d537e16263
den	w9_d537e16266
15.	w11_d537e16269
Sept.	w13_d537e16273
1621.	w15_d537e16276
Georg	w17_d537e16279
Woppinger,	w1_d537e16284
mit	w3_d537e16287
Ansatz	w5_d537e16290
wegen	w7_d537e16293
150.	w9_d537e16296
fl.	w11_d537e16299
und	w13_d537e16303
sub	w15_d537e16306
Num.	w1_d537e16311
2.	w3_d537e16314
den	w5_d537e16317
23.	w7_d537e16320
Augusti	w9_d537e16323
1656.	w11_d537e16326
Valentin	w13_d537e16330
Abbt	w15_d537e16333
zu	w1_d537e16338
Mölk	w3_d537e16341
mit	w5_d537e16344
Ansatz	w7_d537e16347
wegen	w9_d537e16350
einer	w11_d537e16353
Schermung	w13_d537e16357
vor	w15_d537e16360
gemerkter	w1_d537e16366
sich	w3_d537e16369
befindeten,	w5_d537e16372
welche	w7_d537e16375
beede	w9_d537e16378
Posten	w11_d537e16381
aber	w1_d537e16386
würkl.	w3_d537e16389
abgethan,	w5_d537e16392
und	w7_d537e16395
dermalen	w9_d537e16398
indebita	w11_d537e16401
&	w13_d537e16405
Ane	w1_d537e16410
causa	w3_d537e16413
haften	w5_d537e16416
sollen.	w7_d537e16419
Diesemnach	w9_d537e16422
gebetten,	w11_d537e16425
ich	w1_d537e16430
geruhete	w3_d537e16433
wegen	w5_d537e16436
Caßir	w7_d537e16439
und	w9_d537e16442
Extabulirung	w11_d537e16445
erst	w13_d537e16449
gedachter	w1_d537e16455
Schuld=posten	w3_d537e16458
ein	w5_d537e16461
ordentliches	w7_d537e16464
Amorti	w9_d537e16467
sations=edict	w1_d537e16472
bey	w3_d537e16475
der	w5_d537e16478
Canzley	w7_d537e16481
ausfertigen	w9_d537e16484
zu	w11_d537e16487
las.	w13_d537e16491
sen;	w1_d537e16496
wann	w3_d537e16499
nun	w5_d537e16502
hierinfalls	w7_d537e16505
in	w9_d537e16508
Folge	w11_d537e16511
der	w13_d537e16515
allergna	w15_d537e16518
digst	w1_d537e16523
ergangenen	w3_d537e16526
Kaiserl.	w5_d537e16529
Königl.	w7_d537e16532
Hof=resolution	w9_d537e16535
gewilliget	w1_d537e16541
worden.	w3_d537e16544
Als	w5_d537e16547
ist	w7_d537e16550
im	w9_d537e16553
Namen	w11_d537e16556
Jhrer	w13_d537e16560
Kaiserl.	w1_d537e16565
Königl.	w3_d537e16568
Majestät	w5_d537e16571
unser	w7_d537e16574
allergnädigsten	w9_d537e16577
Frauen	w1_d537e16582
rc.	w3_d537e16585
mein	w5_d537e16588
Befehl	w7_d537e16591
hiemit,	w9_d537e16594
daß	w11_d537e16597
der	w13_d537e16601
oder	w15_d537e16604
diejenige,	w1_d537e16609
so	w3_d537e16612
von	w5_d537e16615
obermeldten	w7_d537e16618
Tabular=posten	w9_d537e16621
entweber	w1_d537e16627
einige	w3_d537e16630
schriftliche	w5_d537e16633
Documenta	w7_d537e16636
in	w9_d537e16639
Hau	w11_d537e16642
den	w1_d537e16647
haben,	w3_d537e16650
oder	w5_d537e16653
annoch	w7_d537e16656
überkommen	w9_d537e16659
möchten,	w11_d537e16662
wie	w1_d537e16667
auch	w3_d537e16670
diejenige,	w5_d537e16673
welche	w7_d537e16676
ansonsten	w9_d537e16679
an	w11_d537e16682
diesen	w13_d537e16686
einige	w1_d537e16691
Sprüch	w3_d537e16694
und	w5_d537e16697
Anforderungen	w7_d537e16700
haben,	w9_d537e16703
oder	w11_d537e16706
zu	w1_d537e16712
haben	w3_d537e16715
vermeinen,	w5_d537e16718
solche	w7_d537e16721
innerhalb	w9_d537e16724
eines	w11_d537e16727
Jahrs,	w13_d537e16731
sechs	w1_d537e16736
Wochen	w3_d537e16739
und	w5_d537e16742
drey	w7_d537e16745
Tägen	w9_d537e16748
also	w11_d537e16751
gewiß	w13_d537e16755
bey	w15_d537e16758
Ge	w17_d537e16761
richt	w1_d537e16766
produciren,	w3_d537e16769
vor	w5_d537e16772
und	w7_d537e16775
anbringen,	w9_d537e16778
wie	w11_d537e16781
im	w13_d537e16785
widrigen	w1_d537e16790
nach	w3_d537e16793
Verfliessung	w5_d537e16796
dieses	w7_d537e16799
Termins	w9_d537e16802
keiner	w11_d537e16805
mehr	w1_d537e16811
gehöret,	w3_d537e16814
sondern	w5_d537e16817
sothane	w7_d537e16820
Posien	w9_d537e16823
ex	w11_d537e16826
eo	w13_d537e16830
ipso	w1_d537e16835
amortisiret,	w3_d537e16838
annulliret,	w5_d537e16841
extabuliret,	w7_d537e16844
und	w9_d537e16847
caßiret	w1_d537e16852
werden	w3_d537e16855
sollen.	w5_d537e16858
Hieran	w7_d537e16861
beschiehet	w9_d537e16864
aller	w11_d537e16867
höchst=besagt	w1_d537e16872
Jhrer	w3_d537e16875
Kaiserl.	w5_d537e16878
Königl.	w7_d537e16881
Majestät	w9_d537e16884
unser	w1_d537e16890
allergnädigsten	w3_d537e16893
Frauen	w5_d537e16896
rc.	w7_d537e16899
gefälligster	w9_d537e16902
Wil	w11_d537e16905
len	w1_d537e16910
und	w3_d537e16913
Meinung.	w5_d537e16916
Actum	w7_d537e16919
Wien	w9_d537e16922
den	w11_d537e16925
13.	w13_d537e16929
Febr.	w15_d537e16932
1761.	w1_d537e16937
</p>
<p id="p8_d537e16940">
Von	w1_d537e16944
der	w3_d537e16947
N.	w5_d537e16950
Oe.	w7_d537e16953
Regierung	w9_d537e16956
wegen,	w11_d537e16959
wird	w13_d537e16963
mit	w15_d537e16966
gegenwärtig=offenem	w1_d537e16971
Edict	w3_d537e16974
jedermänniglich,	w5_d537e16977
so	w7_d537e16980
wol	w1_d537e16985
An	w3_d537e16988
als	w5_d537e16991
Abwesenden,	w7_d537e16994
deme	w9_d537e16997
daran	w11_d537e17000
gelegen,	w13_d537e17004
lund	w1_d537e17010
und	w3_d537e17013
zu	w5_d537e17016
wissen	w7_d537e17019
gemacht:	w9_d537e17022
Es	w11_d537e17025
habe	w13_d537e17029
der	w15_d537e17032
Jo	w17_d537e17035
</p>
<p id="p10_d537e17038">
seph	w1_d537e17042
Haggenmüller,	w3_d537e17045
J.	w5_d537e17048
U.	w7_d537e17051
D.	w9_d537e17054
auch	w11_d537e17057
Hof	w13_d537e17061
und	w15_d537e17064
Gerichts=advocat,	w1_d537e17069
als	w3_d537e17072
gerichtl.	w5_d537e17075
verordneter	w7_d537e17078
ac	w9_d537e17081
actum	w1_d537e17086
des	w3_d537e17089
in	w5_d537e17092
dem	w7_d537e17095
Kaiserl.	w9_d537e17098
Königl.	w11_d537e17101
Spanischen	w13_d537e17105
Spital	w1_d537e17111
verstorbenen	w3_d537e17114
Julii	w5_d537e17117
Centurione	w7_d537e17120
angezeiget,	w9_d537e17123
was	w1_d537e17128
gestalten	w3_d537e17131
er	w5_d537e17134
zwar	w7_d537e17137
bereits	w9_d537e17140
zu	w11_d537e17143
Einberuffung	w13_d537e17147
de	w15_d537e17150
ren	w1_d537e17155
Centurionischen	w3_d537e17158
Jntestat=erben	w5_d537e17161
und	w7_d537e17164
Ctedi	w9_d537e17167
toren	w1_d537e17172
ein	w3_d537e17175
Valval=edict	w5_d537e17178
bewürket	w7_d537e17181
hätte,	w9_d537e17184
wie	w11_d537e17187
zu	w13_d537e17191
malen	w1_d537e17197
aber	w3_d537e17200
mittler	w5_d537e17203
Weile	w7_d537e17206
das	w9_d537e17209
Julii	w11_d537e17212
