<doc id="wr_1756-01-31" attrs="word" year="1756" month="01" day="31" corpus="2">
<head id="h2_d9e2606">
Belem	w1_d9e2610
Von	w1_d9e13594
der	w3_d9e13597
Röm.	w5_d9e13600
Kaiserl.	w7_d9e13603
Königl.	w9_d9e13606
Majestät	w11_d9e13609
verordneten	w1_d9e13614
Landes=administration	w3_d9e13617
des	w5_d9e13620
Te	w7_d9e13623
mtswarer=hanats	w1_d9e13628
wegen:	w3_d9e13631
ist	w5_d9e13634
allen	w7_d9e13637
denenjeni	w9_d9e13640
</p>
<p id="p6_d9e13643">
gen,	w1_d9e13647
welche	w3_d9e13650
an	w5_d9e13653
der	w7_d9e13656
mit	w9_d9e13659
Hinterlasung	w11_d9e13662
einen	w13_d9e13666
mündlichen	w1_d9e13671
Disposition	w3_d9e13674
in	w5_d9e13677
Temeswar	w7_d9e13680
verstor	w9_d9e13683
benen	w1_d9e13688
Rosaliä	w3_d9e13691
Häntschlin,	w5_d9e13694
des	w7_d9e13697
vormals	w9_d9e13700
al	w11_d9e13703
da	w1_d9e13709
gestandenen	w3_d9e13712
Cameral=ober=einnehmers	w5_d9e13715
An	w7_d9e13718
tomi	w1_d9e13723
Häntschel	w3_d9e13726
hinterbliebenen	w5_d9e13729
Tochter	w7_d9e13732
Erbs	w9_d9e13735
folge,	w1_d9e13740
einen	w3_d9e13743
Zuspruch	w5_d9e13746
zu	w7_d9e13749
haben	w9_d9e13752
vermeineten,	w11_d9e13755
oder	w1_d9e13760
aber	w3_d9e13763
eine	w5_d9e13766
Schuld=forderung	w7_d9e13769
an	w9_d9e13772
dieselbe	w11_d9e13775
zu	w1_d9e13781
stellen	w3_d9e13784
hätten,	w5_d9e13787
durch	w7_d9e13790
ein	w9_d9e13793
unterm	w11_d9e13796
3.	w13_d9e13800
Mar	w15_d9e13803
tu	w1_d9e13808
des	w3_d9e13811
instehend	w5_d9e13814
1755sten	w7_d9e13817
Jahrs	w9_d9e13820
offentlich	w11_d9e13823
affigirtes	w1_d9e13828
Edict	w3_d9e13831
kund	w5_d9e13834
und	w7_d9e13837
zu	w9_d9e13840
wissen	w11_d9e13843
gemacht	w13_d9e13847
worden,	w1_d9e13852
daß	w3_d9e13855
alle	w5_d9e13858
die	w7_d9e13861
jenige	w9_d9e13864
mit	w11_d9e13867
ihren	w13_d9e13871
Erbs	w15_d9e13874
sprüchen,	w1_d9e13880
oder	w3_d9e13883
respective	w5_d9e13886
Forderungen	w7_d9e13889
von	w9_d9e13892
obbesagten	w1_d9e13897
Dato	w3_d9e13900
an	w5_d9e13903
der	w7_d9e13906
beschehenen	w9_d9e13909
Edicts	w11_d9e13912
affigirung	w1_d9e13917
innerhalb	w3_d9e13920
drey	w5_d9e13923
Monaten	w7_d9e13926
bey	w9_d9e13929
er	w11_d9e13932
nannter	w1_d9e13937
Kaiserl.	w3_d9e13940
Königl.	w5_d9e13943
Administration	w7_d9e13946
per-	w9_d9e13949
emptoriè	w1_d9e13955
sich	w3_d9e13958
melden,	w5_d9e13961
und	w7_d9e13964
der	w9_d9e13967
Ordnung	w11_d9e13970
nach	w1_d9e13975
also	w3_d9e13978
gewiß	w5_d9e13981
sich	w7_d9e13984
legitimiren	w9_d9e13987
sollen,	w11_d9e13990
als	w13_d9e13994
im	w1_d9e13999
widrigen	w3_d9e14002
nach	w5_d9e14005
verstrichen	w7_d9e14008
vorgesetz	w9_d9e14011
ten	w1_d9e14016
Termin	w3_d9e14019
Niemand	w5_d9e14022
mehr	w7_d9e14025
gehöret,	w9_d9e14028
son	w11_d9e14031
dern	w1_d9e14037
solcher	w3_d9e14040
Verlassenschaft	w5_d9e14043
halber	w7_d9e14046
das	w9_d9e14049
wei	w11_d9e14052
tere	w1_d9e14057
der	w3_d9e14060
Ordnung	w5_d9e14063
nach	w7_d9e14066
verordnet	w9_d9e14069
und	w11_d9e14072
vor	w13_d9e14076
gekehret	w1_d9e14081
werden	w3_d9e14084
solle.	w5_d9e14087
Wiewolen	w7_d9e14090
nun	w9_d9e14093
hier	w11_d9e14096
auf	w1_d9e14101
die	w3_d9e14104
Francisca	w5_d9e14107
Pechhardtin	w7_d9e14110
von	w9_d9e14113
Ofen	w11_d9e14116
ei	w13_d9e14120
ne	w1_d9e14126
Freundin	w3_d9e14129
zu	w5_d9e14132
der	w7_d9e14135
verstorbenen	w9_d9e14138
Häutschlin	w11_d9e14141
zu	w1_d9e14146
seyn	w3_d9e14149
sich	w5_d9e14152
angegeben,	w7_d9e14155
und	w9_d9e14158
die	w11_d9e14161
von	w13_d9e14165
dieser	w15_d9e14168
zum	w1_d9e14173
Vorschein	w3_d9e14176
gekommene,	w5_d9e14179
bey	w7_d9e14182
der	w9_d9e14185
Admi	w11_d9e14188
nistration	w1_d9e14193
unterm	w3_d9e14196
18.	w5_d9e14199
Frbtuarii	w7_d9e14202
dieses	w9_d9e14205
Jahrs	w11_d9e14208
publicirte	w1_d9e14214
mündliche	w3_d9e14217
letztwillige	w5_d9e14220
Disposition	w7_d9e14223
impugniren,	w1_d9e14228
und	w3_d9e14231
als	w5_d9e14234
null	w7_d9e14237
und	w9_d9e14240
nichtig	w11_d9e14243
er	w13_d9e14247
klären	w1_d9e14252
zu	w3_d9e14255
wollen	w5_d9e14258
angetragen,	w7_d9e14261
folgbar	w9_d9e14264
als	w11_d9e14267
nächste	w1_d9e14272
Freundin	w3_d9e14275
ihre	w5_d9e14278
Erbs=erklärung	w7_d9e14281
ab	w9_d9e14284
in-	w11_d9e14287
testato	w1_d9e14293
cum	w3_d9e14296
Beneficio	w5_d9e14299
legis	w7_d9e14302
&	w9_d9e14305
Iaventa-	w11_d9e14308
rii	w1_d9e14313
eingereichet,	w3_d9e14316
und	w5_d9e14319
um	w7_d9e14322
die	w9_d9e14325
Einantwortung	w11_d9e14328
der	w1_d9e14333
Verlassenschaft	w3_d9e14336
cum	w5_d9e14339
onere	w7_d9e14342
&	w9_d9e14345
commo-	w11_d9e14348
do	w1_d9e14353
gebetten	w3_d9e14356
hat;	w5_d9e14359
So	w7_d9e14362
hätte	w9_d9e14365
jedoch	w11_d9e14368
die	w13_d9e14372
Kai	w15_d9e14375
serl.	w1_d9e14381
Königl.	w3_d9e14384
Landes=administration	w5_d9e14387
in	w7_d9e14390
Sa	w9_d9e14393
chen	w1_d9e14398
um	w3_d9e14401
so	w5_d9e14404
rechtlicher	w7_d9e14407
vorgehen,	w9_d9e14410
sohin	w11_d9e14413
zu	w13_d9e14417
letzt	w1_d9e14422
die	w3_d9e14425
Verlassenschaft	w5_d9e14428
desto	w7_d9e14431
sicherer	w9_d9e14434
abhand	w11_d9e14437
len	w1_d9e14442
zu	w3_d9e14445
können,	w5_d9e14448
der	w7_d9e14451
Nohtdurft	w9_d9e14454
zu	w11_d9e14457
seyn	w13_d9e14461
be	w15_d9e14464
funden,	w1_d9e14470
in	w3_d9e14473
noch	w5_d9e14476
weitere	w7_d9e14479
Erfahrung	w9_d9e14482
zu	w11_d9e14485
brin	w13_d9e14489
gen,	w1_d9e14494
ob	w3_d9e14497
nicht	w5_d9e14500
etwann	w7_d9e14503
andere	w9_d9e14506
zu	w11_d9e14509
besagter	w13_d9e14513
Ver	w15_d9e14516
lassenschaft	w1_d9e14521
der	w3_d9e14524
verstorbenen	w5_d9e14527
Rosaliä	w7_d9e14530
Hänt	w9_d9e14533
schlin	w1_d9e14538
ein	w3_d9e14541
noch	w5_d9e14544
näheres	w7_d9e14547
Recht	w9_d9e14550
habende	w11_d9e14553
Be	w13_d9e14557
freundte	w1_d9e14563
besagtes	w3_d9e14566
Testamentum	w5_d9e14569
impugni-	w7_d9e14572
ren,	w1_d9e14577
und	w3_d9e14580
um	w5_d9e14583
mehrgedachte	w7_d9e14586
Verlassenschaft	w9_d9e14589
sich	w1_d9e14594
melden	w3_d9e14597
zu	w5_d9e14600
wollen	w7_d9e14603
vorhanden	w9_d9e14606
seyen;	w11_d9e14609
da	w13_d9e14613
hero	w1_d9e14618
beschlossen	w3_d9e14621
worden,	w5_d9e14624
dieses	w7_d9e14627
nochmalige	w9_d9e14630
offentliche	w1_d9e14636
Edict	w3_d9e14639
affigiren	w5_d9e14642
zu	w7_d9e14645
lassen,	w9_d9e14648
und	w11_d9e14651
wird	w1_d9e14656
hiemit	w3_d9e14659
zu	w5_d9e14662
dem	w7_d9e14665
Ende	w9_d9e14668
allen	w11_d9e14671
denen	w13_d9e14675
jeni	w15_d9e14678
gen,	w1_d9e14683
welche	w3_d9e14686
nähere	w5_d9e14689
Erbs=sprüche,	w7_d9e14692
als	w9_d9e14695
die	w11_d9e14698
sich	w1_d9e14703
</p>
<p id="p10_d9e14708">
sich	w1_d9e14712
bereits	w3_d9e14715
angemeldte	w5_d9e14718
Francisca	w7_d9e14721
Pechhard	w9_d9e14724
tin	w1_d9e14729
von	w3_d9e14732
Ofen	w5_d9e14735
zu	w7_d9e14738
der	w9_d9e14741
Verlassenschaft	w11_d9e14744
der	w13_d9e14748
mehr	w15_d9e14751
besagten	w1_d9e14756
verstorbenen	w3_d9e14759
Rosaliä	w5_d9e14762
Häntschlin	w7_d9e14765
zu	w9_d9e14768
haben	w1_d9e14774
vermeineten;	w3_d9e14777
innerhalb	w5_d9e14780
6.	w7_d9e14783
Monaten	w9_d9e14786
à	w1_d9e14791
Dato	w3_d9e14794
der	w5_d9e14797
beschehenen	w7_d9e14800
Affigirung	w9_d9e14803
dieses	w11_d9e14806
Edicts	w1_d9e14811
bey	w3_d9e14814
der	w5_d9e14817
Kaiserl.	w7_d9e14820
Königl.	w9_d9e14823
Admini-	w11_d9e14826
stration	w1_d9e14831
alhier	w3_d9e14834
zu	w5_d9e14837
Temeswar,	w7_d9e14840
oder	w9_d9e14843
allen	w11_d9e14846
falls	w1_d9e14852
auch	w3_d9e14855
zu	w5_d9e14858
mehrer	w7_d9e14861
Erleichterung	w9_d9e14864
deren	w11_d9e14867
et	w13_d9e14871
wo	w1_d9e14876
sich	w3_d9e14879
meldenden	w5_d9e14882
Partheyen	w7_d9e14885
bey	w9_d9e14888
einer	w11_d9e14891
Hoch	w13_d9e14895
löbl.	w1_d9e14900
Hof=kammer	w3_d9e14903
in	w5_d9e14906
Wien	w7_d9e14909
peremptorié	w9_d9e14912
sub	w11_d9e14915
clausula	w1_d9e14920
perpetui	w3_d9e14923
silentii	w5_d9e14926
der	w7_d9e14929
Termin	w9_d9e14932
zu	w11_d9e14935
erscheinen	w1_d9e14941
anberaumet,	w3_d9e14944
ihr	w5_d9e14947
näheres	w7_d9e14950
haben	w9_d9e14953
des	w1_d9e14958
Erb=recht	w3_d9e14961
also	w5_d9e14964
gewiß	w7_d9e14967
darzuthun,	w9_d9e14970
und	w11_d9e14973
sich	w13_d9e14977
gehörig	w1_d9e14982
legitimiren	w3_d9e14985
zu	w5_d9e14988
können,	w7_d9e14991
als	w9_d9e14994
im	w11_d9e14997
wid	w13_d9e15001
rigen	w1_d9e15006
die	w3_d9e15009
auch	w5_d9e15012
etwann	w7_d9e15015
vorhandene,	w9_d9e15018
sich	w11_d9e15021
aber	w13_d9e15025
in	w1_d9e15031
der	w3_d9e15034
vorbestimmten	w5_d9e15037
Zeit	w7_d9e15040
nicht	w9_d9e15043
gemeldete	w11_d9e15046
nähere	w1_d9e15051
Freunde	w3_d9e15054
nach	w5_d9e15057
Verlauf	w7_d9e15060
obiger	w9_d9e15063
sechs	w11_d9e15066
Monaten	w1_d9e15071
nicht	w3_d9e15074
mehr	w5_d9e15077
gehöret,	w7_d9e15080
sondern	w9_d9e15083
die	w11_d9e15086
mehr=besagte	w1_d9e15091
Francisca	w3_d9e15094
Pechhardtin	w5_d9e15097
von	w7_d9e15100
Ofen	w9_d9e15103
mit	w1_d9e15109
ihren	w3_d9e15112
wider	w5_d9e15115
das	w7_d9e15118
vorhandene	w9_d9e15121
Testamen-	w11_d9e15124
tum	w1_d9e15129
nuncupativum	w3_d9e15132
etwann	w5_d9e15135
habenden	w7_d9e15138
Ein	w9_d9e15141
wendungen	w1_d9e15146
vernommen,	w3_d9e15149
darüber	w5_d9e15152
mit	w7_d9e15155
recht	w9_d9e15158
licher	w1_d9e15163
Erkanntnuß	w3_d9e15166
vorgegangen,	w5_d9e15169
sodann	w7_d9e15172
die	w9_d9e15175
besagte	w1_d9e15181
Rosaliä	w3_d9e15184
Häntschlische	w5_d9e15187
Verlassenschaft	w7_d9e15190
der	w1_d9e15195
Ordnung	w3_d9e15198
nach	w5_d9e15201
abgehandelt	w7_d9e15204
werden	w9_d9e15207
solle.	w11_d9e15210
Gegeben	w1_d9e15215
zu	w3_d9e15218
Temeswar	w5_d9e15221
den	w7_d9e15224
10.	w9_d9e15227
Sept.	w11_d9e15230
1755.	w13_d9e15234
</p>
<head id="h2_d9e15240">
EDICT.	w1_d9e15244
</head>
<p id="p4_d9e15247">
Von	w1_d9e15251
der	w3_d9e15254
Ni.	w5_d9e15257
Oe.	w7_d9e15260
Regierung	w9_d9e15263
wegen	w11_d9e15266
wird	w13_d9e15270
mit	w1_d9e15275
gegenwärtig=offenen	w3_d9e15278
Edict	w5_d9e15281
jedermän	w7_d9e15284
niglich	w1_d9e15289
sowol	w3_d9e15292
An=als	w5_d9e15295
Abwesenden,	w7_d9e15298
deme	w9_d9e15301
da	w11_d9e15304
ran	w1_d9e15310
gelegen,	w3_d9e15313
kund	w5_d9e15316
und	w7_d9e15319
zu	w9_d9e15322
wissen	w11_d9e15325
gemacht.	w13_d9e15329
Es	w1_d9e15334
habe	w3_d9e15337
Regierung	w5_d9e15340
nach	w7_d9e15343
erfolgt	w9_d9e15346
tödtlichen	w11_d9e15349
Hintritt	w1_d9e15354
der	w3_d9e15357
Frauen	w5_d9e15360
Hypolitä	w7_d9e15363
Gräfin	w9_d9e15366
von	w11_d9e15369
Verneda	w1_d9e15374
zu	w3_d9e15377
Erfindung	w5_d9e15380
desselben	w7_d9e15383
etwann	w9_d9e15386
vor	w11_d9e15389
handenen	w1_d9e15395
Æris	w3_d9e15398
alieni,	w5_d9e15401
folgends	w7_d9e15404
auch	w9_d9e15407
zu	w11_d9e15410
sicherer	w1_d9e15415
Abhandlung	w3_d9e15418
solcher	w5_d9e15421
Verlassenschaft	w7_d9e15424
für	w1_d9e15429
nöhtig	w3_d9e15432
befunden,	w5_d9e15435
die	w7_d9e15438
sammentliche	w9_d9e15441
sowol	w11_d9e15444
in	w1_d9e15449
als	w3_d9e15452
ausser	w5_d9e15455
Land	w7_d9e15458
befindliche	w9_d9e15461
Gräfl.	w11_d9e15464
Verne	w13_d9e15468
daische	w1_d9e15474
Glaubiger	w3_d9e15477
zu	w5_d9e15480
Anmeld	w7_d9e15483
und	w9_d9e15486
Liquidi	w11_d9e15489
rung	w1_d9e15494
ihrer	w3_d9e15497
anwiederholte	w5_d9e15500
Gräfl.	w7_d9e15503
Vernedaische	w9_d9e15506
Verlassenschaft	w1_d9e15511
zu	w3_d9e15514
stellen	w5_d9e15517
habender	w7_d9e15520
Sprüch,	w9_d9e15523
und	w1_d9e15528
Forderungen	w3_d9e15531
gerichtlich	w5_d9e15534
vorzuladen,	w7_d9e15537
und	w9_d9e15540
zuberuffen:	w1_d9e15546
zu	w3_d9e15549
welchen	w5_d9e15552
Ende	w7_d9e15555
denenselben	w9_d9e15558
der	w11_d9e15561
17.	w1_d9e15566
Tag	w3_d9e15569
des	w5_d9e15572
Monats	w7_d9e15575
Martii	w9_d9e15578
dies	w11_d9e15581
Jahr	w13_d9e15585
Nachmittag	w1_d9e15590
um	w3_d9e15593
3.	w5_d9e15596
Uhr	w7_d9e15599
zur	w9_d9e15602
gewöhnlichen	w11_d9e15605
Con	w13_d9e15609
vocatiens	w1_d9e15614
und	w3_d9e15617
Anmeldungs=tagsatzung	w5_d9e15620
zu	w7_d9e15623
all	w9_d9e15626
endlicher	w1_d9e15632
Frist	w3_d9e15635
anberaumet	w5_d9e15638
worden	w7_d9e15641
Solchem	w9_d9e15644
nach	w1_d9e15649
werden	w3_d9e15652
all	w5_d9e15655
und	w7_d9e15658
jede,	w9_d9e15661
welche	w11_d9e15664
bey	w13_d9e15668
ge	w15_d9e15671
dacht=Gräfl.	w1_d9e15676
Hypolitä	w3_d9e15679
Vernedaischen	w5_d9e15682
Ver	w7_d9e15685
lassenschaft	w1_d9e15690
um	w3_d9e15693
rechtmäßiger	w5_d9e15696
Forderung	w7_d9e15699
Wil	w9_d9e15702
len	w1_d9e15708
einige	w3_d9e15711
Sprüch	w5_d9e15714
haben,	w7_d9e15717
oder	w9_d9e15720
zu	w11_d9e15723
haben	w13_d9e15727
</p>
<p id="p6_d9e15730">
vermeinen,	w1_d9e15734
an	w3_d9e15737
obbestimmten	w5_d9e15740
Tag	w7_d9e15743
und	w9_d9e15746
Stund	w11_d9e15749
vor	w1_d9e15754
Regierung	w3_d9e15757
in	w5_d9e15760
der	w7_d9e15763
daselbst	w9_d9e15766
zu	w11_d9e15769
solchen	w13_d9e15773
Ende	w1_d9e15778
offen	w3_d9e15781
hattenden	w5_d9e15784
Commißions=stuben	w7_d9e15787
ent	w9_d9e15790
weder	w1_d9e15796
selbst	w3_d9e15799
persönlich,	w5_d9e15802
koder	w7_d9e15805
durch	w9_d9e15808
hierzu	w11_d9e15811
genugs	w1_d9e15816
am	w3_d9e15819
gevollmächtigte	w5_d9e15822
Gewalt=tragere	w7_d9e15825
al	w9_d9e15828
so	w1_d9e15833
gewiß	w3_d9e15836
zu	w5_d9e15839
erscheinen,	w7_d9e15842
und	w9_d9e15845
ihre	w11_d9e15848
an	w13_d9e15852
solche	w15_d9e15855
Verlassenschaft	w1_d9e15860
habende	w3_d9e15863
Anforderungen	w5_d9e15866
anzu	w7_d9e15869
melden,	w1_d9e15875
auch	w3_d9e15878
rechtlich	w5_d9e15881
zu	w7_d9e15884
liquidiren	w9_d9e15887
haben,	w11_d9e15890
als	w1_d9e15895
im	w3_d9e15898
widrigen	w5_d9e15901
die	w7_d9e15904
Abhandlung	w9_d9e15907
gleichwo	w11_d9e15910
len	w1_d9e15915
vorgenommen,	w3_d9e15918
und	w5_d9e15921
ungehindert	w7_d9e15924
deren	w9_d9e15927
et	w11_d9e15930
wann	w1_d9e15935
vorhandenen	w3_d9e15938
Glaubigern,	w5_d9e15941
so	w7_d9e15944
sich	w9_d9e15947
mit	w11_d9e15950
ihren	w1_d9e15956
Anforderungen	w3_d9e15959
in	w5_d9e15962
bestimmter	w7_d9e15965
Zeit	w9_d9e15968
nicht	w11_d9e15971
angemeldet,	w1_d9e15976
solche	w3_d9e15979
Verlassenschaft	w5_d9e15982
der	w7_d9e15985
Fräu	w9_d9e15988
le	w1_d9e15993
Seraphinä	w3_d9e15996
Gräfin	w5_d9e15999
von	w7_d9e16002
Verneda	w9_d9e16005
als	w11_d9e16008
sub	w13_d9e16012
stituirt	w1_d9e16017
und	w3_d9e16020
um	w5_d9e16023
beneficio	w7_d9e16026
legis	w9_d9e16029
&	w11_d9e16032
In-	w13_d9e16036
ventarii	w1_d9e16042
erklärten	w3_d9e16045
Universal=erbin	w5_d9e16048
eingeant	w7_d9e16051
wortet,	w1_d9e16056
auch	w3_d9e16059
sonsten	w5_d9e16062
ex	w7_d9e16065
officio	w9_d9e16068
vorgekehret	w11_d9e16071
werden	w1_d9e16076
solle,	w3_d9e16079
was	w5_d9e16082
Rechtens	w7_d9e16085
ist.	w9_d9e16088
Wornach	w11_d9e16091
sich	w1_d9e16096
also	w3_d9e16099
ein	w5_d9e16102
jeder	w7_d9e16105
zu	w9_d9e16108
richten	w11_d9e16111
wissen	w13_d9e16115
wird.	w15_d9e16118
So	w1_d9e16124
beschehen	w3_d9e16127
Wien	w5_d9e16130
den	w7_d9e16133
27.	w9_d9e16136
Jan.	w11_d9e16139
1756.	w13_d9e16143
</p>
<head id="h2_d9e16149">
EBICT.	w1_d9e16153
</head>
<p id="p4_d9e16156">
Wir	w1_d9e16160
Burgermeister	w3_d9e16163
Amts=verwalter,	w5_d9e16166
und	w7_d9e16169
Raht	w1_d9e16174
der	w3_d9e16177
Stadt	w5_d9e16180
Wien,	w7_d9e16183
geben	w9_d9e16186
hiemit	w11_d9e16189
durch	w13_d9e16193
dieses	w1_d9e16198
offene	w3_d9e16201
Edict	w5_d9e16204
jedermänniglich	w7_d9e16207
zu	w9_d9e16210
ver	w11_d9e16213
nehmen,	w1_d9e16219
wasgestalten	w3_d9e16222
wir	w5_d9e16225
auf	w7_d9e16228
weiter	w9_d9e16231
be	w11_d9e16234
schehenes	w1_d9e16239
Anlangen	w3_d9e16242
und	w5_d9e16245
dienstliches	w7_d9e16248
Bitten	w9_d9e16251
des	w1_d9e16256
gerichtlich	w3_d9e16259
verordneten	w5_d9e16262
Cronawetterischen	w7_d9e16265
Hrn.	w1_d9e16270
Curatoris	w3_d9e16273
ad	w5_d9e16276
lites	w7_d9e16279
unterm	w9_d9e16282
26.	w11_d9e16285
No	w13_d9e16289
vember	w1_d9e16295
verflossenen	w3_d9e16298
Jahrs	w5_d9e16301
über	w7_d9e16304
die	w9_d9e16307
bereits	w11_d9e16310
affigirt=geweste	w1_d9e16315
in	w3_d9e16318
ein	w5_d9e16321
nochmaliges	w7_d9e16324
Licita	w9_d9e16327
tions=edict	w1_d9e16332
gewilliget	w3_d9e16335
und	w5_d9e16338
verordnet	w7_d9e16341
haben,	w9_d9e16344
daß	w1_d9e16349
die	w3_d9e16352
Johann	w5_d9e16355
Cronawetterische	w7_d9e16358
zum	w9_d9e16361
golde	w11_d9e16364
nen	w1_d9e16370
Schif	w3_d9e16373
in	w5_d9e16376
der	w7_d9e16379
Leopeld=stadt	w9_d9e16382
genannte	w11_d9e16385
zwey	w1_d9e16390
Theil	w3_d9e16393
Häuser	w5_d9e16396
samt	w7_d9e16399
Garten	w9_d9e16402
nochmalen	w11_d9e16405
offentlich	w1_d9e16410
ausgefeilet,	w3_d9e16413
und	w5_d9e16416
dem	w7_d9e16419
Meistbieten	w9_d9e16422
den	w1_d9e16427
verkauffet	w3_d9e16430
werden	w5_d9e16433
sollen	w7_d9e16436
Da	w9_d9e16439
nun	w11_d9e16442
hierzu	w13_d9e16446
der	w1_d9e16452
28.	w3_d9e16455
künftigen	w5_d9e16458
Monats	w7_d9e16461
Februarii	w9_d9e16464
lauffen	w11_d9e16467
den	w1_d9e16472
1756.	w3_d9e16475
Jahrs	w5_d9e16478
zur	w7_d9e16481
Tagsatzung	w9_d9e16484
bestimmet	w11_d9e16487
worden	w1_d9e16492
ist,	w3_d9e16495
als	w5_d9e16498
wird	w7_d9e16501
ein	w9_d9e16504
solches	w11_d9e16507
hiemit	w13_d9e16511
je	w15_d9e16514
dermann,	w1_d9e16519
wer	w3_d9e16522
etwann	w5_d9e16525
diese	w7_d9e16528
zwey	w9_d9e16531
Theil	w11_d9e16534
Häuser	w1_d9e16540
käuflich	w3_d9e16543
an	w5_d9e16546
sich	w7_d9e16549
zu	w9_d9e16552
bringen	w11_d9e16555
gesinnet,	w13_d9e16559
mit	w1_d9e16564
diesem	w3_d9e16567
Edict	w5_d9e16570
zu	w7_d9e16573
dem	w9_d9e16576
Ende	w11_d9e16579
kund	w13_d9e16583
und	w15_d9e16586
zu	w17_d9e16589
wissen	w1_d9e16594
gemacht,	w3_d9e16597
damit	w5_d9e16600
ein	w7_d9e16603
sich	w9_d9e16606
hervorthu	w11_d9e16609
ender	w1_d9e16614
Kauffer	w3_d9e16617
bey	w5_d9e16620
obbemeldt	w7_d9e16623
bestimmter	w9_d9e16626
Li	w11_d9e16629
citattons=tagsatzung	w1_d9e16635
fruh	w3_d9e16638
um	w5_d9e16641
9	w7_d9e16644
Uhr	w9_d9e16647
oder	w11_d9e16650
da	w13_d9e16654
wir	w1_d9e16659
selben	w3_d9e16662
Tag	w5_d9e16665
etwann	w7_d9e16668
anderer	w9_d9e16671
Geschäften	w11_d9e16674
halber	w1_d9e16679
nicht	w3_d9e16682
zu	w5_d9e16685
Raht	w7_d9e16688
sässen,	w9_d9e16691
den	w11_d9e16694
nächst	w13_d9e16698
darauf	w1_d9e16703
folgenden	w3_d9e16706
Rahts=tag	w5_d9e16709
vor	w7_d9e16712
uns	w9_d9e16715
erschei	w11_d9e16718
nen,	w1_d9e16724
und	w3_d9e16727
sich	w5_d9e16730
bey	w7_d9e16733
unser	w9_d9e16736
und	w11_d9e16739
gemeiner	w13_d9e16743
Stadt	w15_d9e16746
Grund=buch	w1_d9e16751
durch	w3_d9e16754
den	w5_d9e16757
daselbstigen	w7_d9e16760
Amtsdie	w9_d9e16763
</p>
<p id="p10_d9e16776">
ner	w1_d9e16780
anmelben	w3_d9e16783
lassen	w5_d9e16786
möge,	w7_d9e16789
alwo	w9_d9e16792
sodann	w11_d9e16795
das	w13_d9e16799
weitere	w1_d9e16804
behörig	w3_d9e16807
tractiret	w5_d9e16810
werden	w7_d9e16813
solle.	w9_d9e16816
</p>
<p id="p12_d9e16820">
Von	w1_d9e16824
der	w3_d9e16827
Röm	w5_d9e16830
Kaiserl	w7_d9e16833
Königl.	w9_d9e16836
Majestät	w11_d9e16839
N.	w1_d9e16844
Oe.	w3_d9e16847
Regierung	w5_d9e16850
in	w7_d9e16853
Justitz=sachen	w9_d9e16856
wegen	w11_d9e16859
wird	w1_d9e16864
durch	w3_d9e16867
gegenwärtig	w5_d9e16870
offentliches	w7_d9e16873
Edict	w9_d9e16876
dem	w1_d9e16882
Thadäo	w3_d9e16885
Schrottenbach	w5_d9e16888
kund	w7_d9e16891
und	w9_d9e16894
zu	w11_d9e16897
wis	w13_d9e16901
sen	w1_d9e16906
gemacht.	w3_d9e16909
Es	w5_d9e16912
seye	w7_d9e16915
in	w9_d9e16918
causa	w11_d9e16921
Ernst	w13_d9e16925
Frie	w15_d9e16928
derich	w1_d9e16933
Angst	w3_d9e16936
contra	w5_d9e16939
Magdalenam	w7_d9e16942
Klauß	w9_d9e16945
bergerin	w1_d9e16950
wegen	w3_d9e16953
deren	w5_d9e16956
hierorts	w7_d9e16959
depositirten	w9_d9e16962
fünf	w1_d9e16968
Schnur	w3_d9e16971
guten	w5_d9e16974
Perlen	w7_d9e16977
die	w9_d9e16980
vorhin	w11_d9e16983
an	w13_d9e16987
geordnete	w1_d9e16992
Tagsatzung	w3_d9e16995
auf	w5_d9e16998
den	w7_d9e17001
16.	w9_d9e17004
künftigen	w11_d9e17007
Monats	w1_d9e17012
Februarii	w3_d9e17015
erstreckt,	w5_d9e17018
und	w7_d9e17021
er	w9_d9e17024
Schrot	w11_d9e17027
tenbach	w1_d9e17032
darbey	w3_d9e17035
persönlich	w5_d9e17038
zu	w7_d9e17041
erscheinen	w9_d9e17044
für	w11_d9e17047
nöhtig	w1_d9e17053
befunden	w3_d9e17056
worden;	w5_d9e17059
zumalen	w7_d9e17062
aber	w9_d9e17065
er	w11_d9e17068
sagter	w1_d9e17073
Angst	w3_d9e17076
nach	w5_d9e17079
all=angewendeter	w7_d9e17082
Mühe	w9_d9e17085
seinen	w1_d9e17090
Schrottenbachs	w3_d9e17093
Aufenthalt	w5_d9e17096
nicht	w7_d9e17099
er	w9_d9e17102
fahren	w1_d9e17107
können,	w3_d9e17110
dahero	w5_d9e17113
selber	w7_d9e17116
zu	w9_d9e17119
solchen	w11_d9e17122
Ende	w13_d9e17126
um	w1_d9e17132
Ausfertigung	w3_d9e17135
des	w5_d9e17138
gewöhnlichen	w7_d9e17141
offent	w9_d9e17144
lichen	w1_d9e17149
Edicts	w3_d9e17152
gehorsamst	w5_d9e17155
angelanget:	w7_d9e17158
und	w9_d9e17161
ge	w11_d9e17164
betten,	w1_d9e17169
auch	w3_d9e17172
hierein	w5_d9e17175
gewilliget	w7_d9e17178
worden;	w9_d9e17181
als	w11_d9e17184
wird	w1_d9e17189
ihme	w3_d9e17192
