<doc id="wr_1760-01-02" attrs="word" year="1760" month="01" day="02" corpus="2">
<head id="h2_d411e2925">
Erfurt	w1_d411e2929
im	w9_d411e13815
Kupferschmie	w11_d411e13818
dis.	w1_d411e13823
H.	w3_d411e13826
am	w5_d411e13829
Katzen=steig,	w7_d411e13832
alt	w9_d411e13835
36.	w11_d411e13838
J.	w13_d411e13842
Dem	w1_d411e13848
Math.	w3_d411e13851
Fridl,	w5_d411e13854
Burgerl	w7_d411e13857
Bier=leut=geb.,	w9_d411e13860
s.	w11_d411e13863
K.	w13_d411e13867
Joh.,	w1_d411e13872
im	w3_d411e13875
Zeilingeris.	w5_d411e13878
H.	w7_d411e13881
in	w9_d411e13884
der	w11_d411e13887
untern	w13_d411e13891
Bäckerst.	w15_d411e13894
alt	w1_d411e13899
2.	w3_d411e13902
J.	w5_d411e13905
Christian	w1_d411e13910
Geyer,	w3_d411e13913
gew.	w5_d411e13916
Jäg.,	w7_d411e13919
im	w9_d411e13922
Fruhwirtis.	w11_d411e13925
H.	w13_d411e13929
auf	w15_d411e13932
der	w1_d411e13938
Fischer=stieg,	w3_d411e13941
alt	w5_d411e13944
75.	w7_d411e13947
J.	w9_d411e13950
</list>
<head id="h2_d411e13957">
Vor	w1_d411e13961
der	w3_d411e13964
Stadt.	w5_d411e13967
</head>
<list id="l4_d411e13970">
Dem	w1_d411e13974
Pet.	w3_d411e13977
Andre,	w5_d411e13980
Pflasterern,	w7_d411e13983
s.	w9_d411e13986
W.	w11_d411e13989
Theres.,	w13_d411e13993
beym	w15_d411e13996
schwarz.	w1_d411e14001
Kegel	w3_d411e14004
am	w5_d411e14007
Neustift,	w7_d411e14010
alt	w9_d411e14013
59.	w11_d411e14016
J.	w13_d411e14020
Ant.	w1_d411e14025
Schildberger,	w3_d411e14028
Anstreich.,	w5_d411e14031
bey	w7_d411e14034
der	w9_d411e14037
grün.	w11_d411e14040
Wein	w13_d411e14044
traub.	w1_d411e14050
in	w3_d411e14053
der	w5_d411e14056
Leopoldst.,	w7_d411e14059
alt	w9_d411e14062
61.	w11_d411e14065
J.	w13_d411e14069
Georg	w1_d411e14074
Zimmerman,	w3_d411e14077
Schulmeist.,	w5_d411e14080
bey	w7_d411e14083
der	w9_d411e14086
Meer=frle	w11_d411e14089
im	w1_d411e14094
Liechtenth.,	w3_d411e14097
alt	w5_d411e14100
55.	w7_d411e14103
J.	w9_d411e14106
Helcua	w1_d411e14111
Plackin,	w3_d411e14114
Wittwe,	w5_d411e14117
im	w7_d411e14120
Urbanis.	w9_d411e14123
H.	w11_d411e14126
zu	w13_d411e14130
Mar	w15_d411e14133
gar.,	w1_d411e14139
alt	w3_d411e14142
60.	w5_d411e14145
J.	w7_d411e14148
Simon	w1_d411e14153
Jlling,	w3_d411e14156
Trag.,	w5_d411e14159
beym	w7_d411e14162
rot.	w9_d411e14165
Thor	w11_d411e14168
in	w13_d411e14172
der	w15_d411e14175
Leo	w17_d411e14178
poldst,	w1_d411e14183
alt	w3_d411e14186
78.	w5_d411e14189
J.	w7_d411e14192
Der	w1_d411e14197
Theres.	w3_d411e14200
Hackerin,	w5_d411e14203
Wittwe,	w7_d411e14206
ihr	w9_d411e14209
S.	w11_d411e14212
Math.,	w13_d411e14216
bey	w15_d411e14219
dem	w1_d411e14225
schwarz.	w3_d411e14228
Adl.	w5_d411e14231
zu	w7_d411e14234
Nicolstorf,	w9_d411e14237
alt	w11_d411e14240
25.	w13_d411e14244
J.	w15_d411e14247
Theres.	w1_d411e14252
Stegerin,	w3_d411e14255
Wittwe,	w5_d411e14258
bey	w7_d411e14261
St.	w9_d411e14264
Leop	w11_d411e14267
zu	w13_d411e14271
Gum	w15_d411e14274
pendorf,	w1_d411e14279
alt	w3_d411e14282
74.	w5_d411e14285
J.	w7_d411e14288
</list>
<head id="h2_d411e14295">
Summa	w1_d411e14299
12.	w3_d411e14302
Pers.	w5_d411e14305
darunter	w7_d411e14308
3.	w9_d411e14311
Kind.	w11_d411e14314
Den	w1_d411e14319
30.	w3_d411e14322
Dec.	w5_d411e14325
1759.	w7_d411e14328
Jn	w1_d411e14333
der	w3_d411e14336
Stadt.	w5_d411e14339
</head>
<p id="p4_d411e14342">
Jhro	w1_d411e14346
Excell.	w3_d411e14349
der	w5_d411e14352
Hoch	w7_d411e14355
und	w9_d411e14358
Wol=geb.	w11_d411e14361
Hr.	w13_d411e14365
Hr.	w15_d411e14368
Jos.	w17_d411e14371
Graf	w19_d411e14374
v.	w1_d411e14379
Muscettola,	w3_d411e14382
aus	w5_d411e14385
dem	w7_d411e14388
Herzogl.	w9_d411e14391
Haus	w11_d411e14394
v.	w13_d411e14398
Spez	w15_d411e14401
zaus,	w1_d411e14406
rc.	w3_d411e14409
beeder	w5_d411e14412
K.	w7_d411e14415
K.	w9_d411e14418
M.	w11_d411e14421
würkl.	w13_d411e14425
geh.	w15_d411e14428
Raht,	w17_d411e14431
und	w19_d411e14434
Cammerer,	w1_d411e14440
beym	w3_d411e14443
Aug	w5_d411e14446
GOttes	w7_d411e14449
am	w9_d411e14452
Pet.,	w11_d411e14455
62.	w13_d411e14459
J.	w15_d411e14462
Der	w1_d411e14467
Wol=edle	w3_d411e14470
Hr.	w5_d411e14473
Max	w7_d411e14476
Hanul	w9_d411e14479
K.	w11_d411e14482
K.	w13_d411e14486
Cammer	w15_d411e14489
mahl.,	w1_d411e14494
beyn	w3_d411e14497
7.	w5_d411e14500
Chur=fürst.	w7_d411e14503
am	w9_d411e14506
rot.	w11_d411e14509
Thurn,	w13_d411e14513
65.	w15_d411e14516
J.	w17_d411e14519
Dem	w1_d411e14524
Joh.	w3_d411e14527
Gruber,	w5_d411e14530
Burgerl.	w7_d411e14533
Wein=leut	w9_d411e14536
geb.,	w11_d411e14539
s.	w13_d411e14543
K.	w15_d411e14546
Jos.,	w1_d411e14552
im	w3_d411e14555
Wirts	w5_d411e14558
H.	w7_d411e14561
bey	w9_d411e14564
der	w11_d411e14567
H.	w13_d411e14571
Dreyfaltigk.	w15_d411e14574
6.	w17_d411e14577
v.	w19_d411e14580
J.	w21_d411e14583
Dem	w1_d411e14588
Ant.	w3_d411e14591
Krauß,	w5_d411e14594
Waldhornist.,	w7_d411e14597
s.	w9_d411e14600
K.	w11_d411e14603
Agnes:	w13_d411e14607
im	w15_d411e14610
Mahleris.	w1_d411e14615
H.	w3_d411e14618
auf	w5_d411e14621
der	w7_d411e14624
Schotten=bastey,	w9_d411e14627
alt	w11_d411e14630
5.	w13_d411e14634
J.	w15_d411e14637
</p>
<head id="h2_d411e14643">
Vor	w1_d411e14647
der	w3_d411e14650
Stadt.	w5_d411e14653
</head>
<list id="l4_d411e14656">
Der	w1_d411e14660
Wol=edel=geb.	w3_d411e14663
Hr.	w5_d411e14666
Wenzel	w7_d411e14669
v.	w9_d411e14672
Luxenstein,	w11_d411e14675
K.	w13_d411e14679
Kr	w15_d411e14682
Bereut.,	w1_d411e14687
beym	w3_d411e14690
gold.	w5_d411e14693
Adl.	w7_d411e14696
am	w9_d411e14699
Spitalb.,	w11_d411e14702
33.	w13_d411e14706
J.	w15_d411e14709
Dem	w1_d411e14714
Franz	w3_d411e14717
Schenk,	w5_d411e14720
Burgerl	w7_d411e14723
Bind.,	w9_d411e14726
s.	w11_d411e14729
W.	w13_d411e14733
Julia	w15_d411e14736
na,	w1_d411e14742
bey	w3_d411e14745
der	w5_d411e14748
gold.	w7_d411e14751
Kanne	w9_d411e14754
am	w11_d411e14757
Spitalb,	w13_d411e14761
25.	w15_d411e14764
J.	w17_d411e14767
Elisab.	w1_d411e14772
Rotrofin,	w3_d411e14775
Burgerl.	w5_d411e14778
Wittwe,	w7_d411e14781
bey	w9_d411e14784
dem	w11_d411e14787
gold.	w13_d411e14791
Harnisch	w1_d411e14796
in	w3_d411e14799
der	w5_d411e14802
Josephst.,	w7_d411e14805
alt	w9_d411e14808
59.	w11_d411e14811
J.	w13_d411e14815
Dem	w1_d411e14820
Jos.	w3_d411e14823
Fellner,	w5_d411e14826
Hof=lust=gart.	w7_d411e14829
im	w9_d411e14832
K.	w11_d411e14835
K.	w13_d411e14839
Belvede	w15_d411e14842
re,	w1_d411e14848
s.	w3_d411e14851
K.	w5_d411e14854
Francisca,	w7_d411e14857
alda,	w9_d411e14860
alt	w11_d411e14863
4.	w13_d411e14867
J.	w15_d411e14870
Der	w1_d411e14875
Regina	w3_d411e14878
Reittingerin,	w5_d411e14881
Wittwe,	w7_d411e14884
ihr	w9_d411e14887
T.	w11_d411e14890
Cathar.,	w13_d411e14894
beym	w1_d411e14899
gut.	w3_d411e14902
Hirt.	w5_d411e14905
bey	w7_d411e14908
Maria=hülf,	w9_d411e14911
alt	w11_d411e14914
19.	w13_d411e14918
J.	w15_d411e14921
</list>
<list id="l10_d411e14935">
Christian	w1_d411e14939
Krieger,	w3_d411e14942
Trag.,	w5_d411e14945
im	w7_d411e14948
Chor=meisteris.	w9_d411e14951
H.	w11_d411e14954
auf	w13_d411e14958
der	w1_d411e14963
Landstr.,	w3_d411e14966
alt	w5_d411e14969
77.	w7_d411e14972
J.	w9_d411e14975
</list>
<head id="h2_d411e14983">
Summa	w1_d411e14987
10.	w3_d411e14990
Person.	w5_d411e14993
/	w7_d411e14996
darunter	w9_d411e14999
3.	w11_d411e15002
Kind.	w13_d411e15006
Den	w1_d411e15011
31.	w3_d411e15014
Dec.	w5_d411e15017
1759.	w7_d411e15020
Jn	w1_d411e15025
der	w3_d411e15028
Stadt.	w5_d411e15031
</head>
<list id="l4_d411e15034">
Fr.	w1_d411e15038
Veron.	w3_d411e15041
Wißgrillin,	w5_d411e15044
Wittwe,	w7_d411e15047
im	w9_d411e15050
Bäckis.	w11_d411e15053
H.	w13_d411e15057
am	w15_d411e15060
grün.	w1_d411e15065
Anger,	w3_d411e15068
alt	w5_d411e15071
64.	w7_d411e15074
J.	w9_d411e15077
Dem	w1_d411e15082
Jos.	w3_d411e15085
Zeschenauer,	w5_d411e15088
Burgerl.	w7_d411e15091
Schneid.,	w9_d411e15094
s.	w11_d411e15097
K.	w13_d411e15101
Eberh.,	w1_d411e15107
beym	w3_d411e15110
Sperl	w5_d411e15113
im	w7_d411e15116
Schlosser=gäs.,	w9_d411e15119
alt	w11_d411e15122
1.	w13_d411e15126
J.	w15_d411e15129
Dem	w1_d411e15134
Lorenz	w3_d411e15137
Schaus,	w5_d411e15140
Lehen=kutsch.,	w7_d411e15143
s.	w9_d411e15146
K.	w11_d411e15149
Jos.,	w13_d411e15153
bey	w15_d411e15156
der	w1_d411e15161
Hungaris.	w3_d411e15164
Cron	w5_d411e15167
in	w7_d411e15170
der	w9_d411e15173
Himmel=pfort=gassen,	w11_d411e15176
alt	w1_d411e15181
3.	w3_d411e15184
J.	w5_d411e15187
Dem	w1_d411e15193
Joh.	w3_d411e15196
Rott,	w5_d411e15199
Lack,	w7_d411e15202
s.	w9_d411e15205
K.	w11_d411e15208
Franr.,	w13_d411e15212
im	w15_d411e15215
K.	w17_d411e15218
K.	w19_d411e15221
Jn	w21_d411e15224
gen	w1_d411e15229
H.	w3_d411e15232
auf	w5_d411e15235
der	w7_d411e15238
Wasser	w9_d411e15241
kunst=bastey,	w11_d411e15244
alt	w13_d411e15248
5.	w15_d411e15251
v.	w17_d411e15254
J.	w19_d411e15257
</list>
<head id="h2_d411e15264">
Vor	w1_d411e15268
der	w3_d411e15271
Stadt.	w5_d411e15274
</head>
<list id="l4_d411e15277">
Die	w1_d411e15281
(Tit.)	w3_d411e15284
Fr.	w5_d411e15287
Cäcil.	w7_d411e15290
Drestlin,	w9_d411e15293
Wittwe,	w11_d411e15296
bey	w13_d411e15300
dem	w15_d411e15303
gold.	w1_d411e15308
Bürn	w3_d411e15311
am	w5_d411e15314
Spitalberg,	w7_d411e15317
alt	w9_d411e15320
54.	w11_d411e15323
J.	w13_d411e15327
Jos.	w1_d411e15332
Kriegler,	w3_d411e15335
Burgerl	w5_d411e15338
Kuchel=gart.,	w7_d411e15341
im	w9_d411e15344
Zeillisch.	w11_d411e15347
H.	w1_d411e15353
zu	w3_d411e15356
Erdberg,	w5_d411e15359
alt	w7_d411e15362
36.	w9_d411e15365
J.	w11_d411e15368
Dem	w1_d411e15373
Mich.	w3_d411e15376
Bauer,	w5_d411e15379
Burgerl.	w7_d411e15382
Web,	w9_d411e15385
s.	w11_d411e15388
W.	w13_d411e15392
Apol.	w15_d411e15395
bey	w17_d411e15398
denen	w1_d411e15403
5.	w3_d411e15406
Lerch.	w5_d411e15409
im	w7_d411e15412
Lerchenf.,	w9_d411e15415
alt	w11_d411e15418
60.	w13_d411e15422
J.	w15_d411e15425
Dem	w1_d411e15430
Casp.	w3_d411e15433
Gspan,	w5_d411e15436
Fuhr=m.,	w7_d411e15439
s.	w9_d411e15442
K.	w11_d411e15445
Casp,	w13_d411e15449
im	w15_d411e15452
Sand	w17_d411e15455
werferis.	w1_d411e15461
H.	w3_d411e15464
auf	w5_d411e15467
der	w7_d411e15470
Wied.,	w9_d411e15473
alt	w11_d411e15476
5.	w13_d411e15480
J.	w15_d411e15483
Pet	w1_d411e15488
Franer,	w3_d411e15491
Lack,	w5_d411e15494
beym	w7_d411e15497
gold.	w9_d411e15500
Greif.	w11_d411e15503
bey	w13_d411e15507
Maria	w15_d411e15510
hülf,	w1_d411e15515
alt	w3_d411e15518
42.	w5_d411e15521
J.	w7_d411e15524
Eva	w1_d411e15529
Münzingerin,	w3_d411e15532
Wittwe,	w5_d411e15535
im	w7_d411e15538
Schusteris.	w9_d411e15541
H.	w11_d411e15544
am	w13_d411e15548
Hundsth.,	w1_d411e15554
alt	w3_d411e15557
64.	w5_d411e15560
J.	w7_d411e15563
Joh.	w1_d411e15568
Wolf,	w3_d411e15571
Lack.,	w5_d411e15574
beym	w7_d411e15577
weis.	w9_d411e15580
Ochs.	w11_d411e15583
an	w13_d411e15587
der	w15_d411e15590
Wien	w17_d411e15593
alt	w1_d411e15598
55.	w3_d411e15601
J.	w5_d411e15604
Juliana	w1_d411e15609
Knandin,	w3_d411e15612
Wittwe,	w5_d411e15615
im	w7_d411e15618
Werdeckeris.	w9_d411e15621
H.	w11_d411e15624
in	w1_d411e15630
der	w3_d411e15633
Leopoldst.,	w5_d411e15636
alt	w7_d411e15639
62.	w9_d411e15642
J.	w11_d411e15645
</list>
<head id="h2_d411e15652">
Zumma	w1_d411e15656
12	w3_d411e15659
Pers.,	w5_d411e15662
darunter	w7_d411e15665
4.	w9_d411e15668
Kind.	w11_d411e15671
</head>
<p id="p4_d411e15674">
Jm	w1_d411e15678
Keßlerischen	w3_d411e15681
Buch	w5_d411e15684
binder=gewölb	w7_d411e15687
bey	w9_d411e15690
denen	w11_d411e15693
bern	w1_d411e15698
Jesuitern	w3_d411e15701
im	w5_d411e15704
Steindl=gässel	w7_d411e15707
beym	w9_d411e15710
goldenen	w11_d411e15713
A.	w1_d411e15718
B.	w3_d411e15721
C.	w5_d411e15724
oder	w7_d411e15727
bey	w9_d411e15730
denen	w11_d411e15733
drey	w13_d411e15737
weissen	w15_d411e15740
Lilien	w17_d411e15743
in	w19_d411e15746
seiner	w1_d411e15752
Wohnung,	w3_d411e15755
ist	w5_d411e15758
nebst	w7_d411e15761
andern	w9_d411e15764
Calendern	w11_d411e15767
zu	w13_d411e15771
haben:	w1_d411e15776
Calendrier	w3_d411e15779
d'Etat	w5_d411e15782
pour	w7_d411e15785
l'Aannée	w9_d411e15788
1760.	w11_d411e15791
Contenant	w1_d411e15796
outre	w3_d411e15799
les	w5_d411e15802
Articlies	w7_d411e15805
familiers,	w9_d411e15808
les	w11_d411e15811
Ba-	w13_d411e15815
tailles,	w1_d411e15820
&	w3_d411e15823
Actions	w5_d411e15826
depuis	w7_d411e15829
l'Année	w9_d411e15832
1755.	w11_d411e15835
mit	w13_d411e15839
Perl	w15_d411e15842
mutter=deckel	w1_d411e15848
und	w3_d411e15851
Spiegel	w5_d411e15854
1.	w7_d411e15857
fl.	w9_d411e15860
25.	w11_d411e15863
kr.	w13_d411e15867
in	w15_d411e15870
roh	w17_d411e15873
ten	w1_d411e15878
Carmersin	w3_d411e15881
1.	w5_d411e15884
fl.	w7_d411e15887
8.	w9_d411e15890
kr.	w11_d411e15893
die	w13_d411e15897
andere	w15_d411e15900
Gattung	w17_d411e15903
51.	w1_d411e15908
kr.	w3_d411e15911
ordinari	w5_d411e15914
gebunden	w7_d411e15917
17.	w9_d411e15920
kr.	w11_d411e15923
</p>
<p id="p6_d411e15926">
Es	w1_d411e15930
wird	w3_d411e15933
hiermit	w5_d411e15936
jedermänniglich	w7_d411e15939
kund	w9_d411e15942
und	w11_d411e15945
zu	w13_d411e15949
wissen	w1_d411e15954
gemacht,	w3_d411e15957
wasgestalten	w5_d411e15960
das	w7_d411e15963
in	w9_d411e15966
der	w11_d411e15969
Rossau	w13_d411e15973
in	w15_d411e15976
der	w1_d411e15981
Serviten=gassen	w3_d411e15984
ligende,	w5_d411e15987
und	w7_d411e15990
sogenannte	w9_d411e15993
An	w11_d411e15996
zenbergerische	w1_d411e16002
Back=haus	w3_d411e16005
den	w5_d411e16008
15ten	w7_d411e16011
Februarii	w9_d411e16014
die	w11_d411e16017
ses	w1_d411e16022
lauffenden	w3_d411e16025
1760.	w5_d411e16028
Jahrs	w7_d411e16031
auf	w9_d411e16034
dem	w11_d411e16037
allhiesigen	w13_d411e16041
Raht=haus	w1_d411e16046
fruh	w3_d411e16049
um	w5_d411e16052
9.	w7_d411e16055
Uhr	w9_d411e16058
gerichtlich	w11_d411e16061
feil	w13_d411e16065
gebotten	w15_d411e16068
werden	w1_d411e16073
wird;	w3_d411e16076
wer	w5_d411e16079
nun	w7_d411e16082
also	w9_d411e16085
sothanes	w11_d411e16088
Back=haus,	w13_d411e16092
läuflich	w1_d411e16098
an	w3_d411e16101
sich	w5_d411e16104
zu	w7_d411e16107
bringen	w9_d411e16110
gedenket,	w11_d411e16113
hat	w13_d411e16117
sich	w15_d411e16120
an	w17_d411e16123
ob	w19_d411e16126
bestimtem	w1_d411e16131
Tag,	w3_d411e16134
und	w5_d411e16137
Stund	w7_d411e16140
auf	w9_d411e16143
sothanem	w11_d411e16146
Raht	w13_d411e16150
haus	w1_d411e16155
anzumelden.	w3_d411e16158
</p>
<p id="p8_d411e16161">
Es	w1_d411e16165
ist	w3_d411e16168
zu	w5_d411e16171
St.	w7_d411e16174
Pölten	w9_d411e16177
auf	w11_d411e16180
dem	w13_d411e16184
breiten	w15_d411e16187
Markt	w17_d411e16190
das	w19_d411e16193
Meischische	w1_d411e16198
Haus	w3_d411e16201
bestehend	w5_d411e16204
in	w7_d411e16207
12.	w9_d411e16210
Zimmern,	w11_d411e16213
schö	w13_d411e16217
nen	w1_d411e16222
Keller,	w3_d411e16225
grossen	w5_d411e16228
Wagen=schupfen,	w7_d411e16231
Pferd=stall,	w9_d411e16234
samt	w1_d411e16240
einem	w3_d411e16243
schönen	w5_d411e16246
Gärtel	w7_d411e16249
zu	w9_d411e16252
verkauffen;	w11_d411e16255
wer	w13_d411e16259
nun	w15_d411e16262
solches	w1_d411e16267
käuflich	w3_d411e16270
an	w5_d411e16273
sich	w7_d411e16276
zu	w9_d411e16279
bringen	w11_d411e16282
willens	w13_d411e16286
ist,	w15_d411e16289
hat	w17_d411e16292
sich	w1_d411e16297
in	w3_d411e16300
dem	w5_d411e16303
alten	w7_d411e16306
Post=haus	w9_d411e16309
zu	w11_d411e16312
Perschling	w13_d411e16316
anzu	w15_d411e16319
melden.	w1_d411e16324
</p>
<p id="p10_d411e16327">
Den	w1_d411e16331
4.	w3_d411e16334
Jan.	w5_d411e16337
1760	w7_d411e16340
werden	w9_d411e16343
im	w11_d411e16346
Vorreitterischen	w13_d411e16350
Haus	w1_d411e16355
auf	w3_d411e16358
dem	w5_d411e16361
Franciscaner=platz	w7_d411e16364
im	w9_d411e16367
3ten	w11_d411e16370
Stock	w13_d411e16374
ruckwärts	w1_d411e16379
im	w3_d411e16382
Hof	w5_d411e16385
verschiedene	w7_d411e16388
Verlassenschafts	w9_d411e16391
effecten,	w1_d411e16397
bestehend	w3_d411e16400
in	w5_d411e16403
etwas	w7_d411e16406
Silber,	w9_d411e16409
und	w11_d411e16412
Geschmuck,	w13_d411e16416
dann	w1_d411e16421
Frauen=kleidern,	w3_d411e16424
Leingewand,	w5_d411e16427
und	w7_d411e16430
Zimmer	w9_d411e16433
einrichtungen,	w1_d411e16438
fruh	w3_d411e16441
von	w5_d411e16444
9	w7_d411e16447
bis	w9_d411e16450
12.	w11_d411e16453
Uhr,	w13_d411e16457
und	w15_d411e16460
Nach	w17_d411e16463
mittag	w1_d411e16468
von	w3_d411e16471
2.	w5_d411e16474
bis	w7_d411e16477
5.	w9_d411e16480
Uhr	w11_d411e16483
dem	w13_d411e16487
Meistbietenden	w15_d411e16490
lici	w17_d411e16493
tando	w1_d411e16499
verkauffet	w3_d411e16502
werden.	w5_d411e16505
</p>
<p id="p12_d411e16509">
Es	w1_d411e16513
ist	w3_d411e16516
zu	w5_d411e16519
Enzerstorf	w7_d411e16522
unter	w9_d411e16525
dem	w11_d411e16528
Wiener=berg	w13_d411e16532
ein	w15_d411e16535
Haus	w1_d411e16540
samt	w3_d411e16543
einem	w5_d411e16546
schönen	w7_d411e16549
Lust	w9_d411e16552
und	w11_d411e16555
Obst=garren	w13_d411e16559
auf	w1_d411e16564
künftigen	w3_d411e16567
Georgii	w5_d411e16570
in	w7_d411e16573
Bestand	w9_d411e16576
zu	w11_d411e16579
verlassen,	w13_d411e16583
oder	w15_d411e16586
auch	w1_d411e16592
zu	w3_d411e16595
verkauffen;	w5_d411e16598
wer	w7_d411e16601
solches	w9_d411e16604
bestehen	w11_d411e16607
will,	w13_d411e16611
kan	w15_d411e16614
sich	w1_d411e16619
im	w3_d411e16622
Neuberger=hof	w5_d411e16625
zu	w7_d411e16628
ebener	w9_d411e16631
Erden	w11_d411e16634
bey	w13_d411e16638
dem	w15_d411e16641
Haus=meister	w1_d411e16646
anfragen.	w3_d411e16649
</p>
<p id="p14_d411e16652">
Es	w1_d411e16656
werden	w3_d411e16659
bey	w5_d411e16662
dem	w7_d411e16665
Löbl.	w9_d411e16668
Kaiserl.	w11_d411e16671
Königl.	w13_d411e16675
Stadt	w1_d411e16680
und	w3_d411e16683
Land=gericht	w5_d411e16686
den	w7_d411e16689
15.	w9_d411e16692
Januarii	w11_d411e16695
des	w13_d411e16699
1760sten	w1_d411e16704
Jahrs	w3_d411e16707
fruh	w5_d411e16710
præcise	w7_d411e16713
um	w9_d411e16716
9.	w11_d411e16719
Uhr	w13_d411e16723
zwey	w15_d411e16726
Stock=uhren,	w1_d411e16732
so	w3_d411e16735
in	w5_d411e16738
einer	w7_d411e16741
8.	w9_d411e16744
Tag	w11_d411e16747
Uhr,	w13_d411e16751
welche	w15_d411e16754
spielet,	w1_d411e16759
samt	w3_d411e16762
grün=lalirten	w5_d411e16765
Kasten,	w7_d411e16768
und	w9_d411e16771
ge	w11_d411e16774
schmelzten	w1_d411e16779
Ziffer=blat,	w3_d411e16782
dann	w5_d411e16785
in	w7_d411e16788
einer	w9_d411e16791
gleich	w11_d411e16794
mäs	w13_d411e16798
sigen	w1_d411e16803
8.	w3_d411e16806
Tag	w5_d411e16809
Uhr	w7_d411e16812
in	w9_d411e16815
einem	w11_d411e16818
schwarz	w13_d411e16822
gebeitzten	w15_d411e16825
Ka	w17_d411e16828
sten,	w1_d411e16834
und	w3_d411e16837
ein	w5_d411e16840
Meister=stuck	w7_d411e16843
ist,	w9_d411e16846
bestehen,	w11_d411e16849
licitando	w13_d411e16853
plus	w1_d411e16858
offerenti	w3_d411e16861
verkauffet	w5_d411e16864
werden;	w7_d411e16867
dahero	w9_d411e16870
dann	w11_d411e16873
der	w13_d411e16877
oder	w1_d411e16882
die	w3_d411e16885
jenige,	w5_d411e16888
welche	w7_d411e16891
von	w9_d411e16894
denen	w11_d411e16897
obermeldten	w13_d411e16901
Uhren	w1_d411e16906
etwas	w3_d411e16909
käuflichen	w5_d411e16912
an	w7_d411e16915
sich	w9_d411e16918
zu	w11_d411e16921
bringen	w13_d411e16925
gesinnet	w15_d411e16928
seyn	w1_d411e16934
möchten,	w3_d411e16937
an	w5_d411e16940
vorbesagten	w7_d411e16943
Tag,	w9_d411e16946
und	w11_d411e16949
Stund,	w13_d411e16953
ad	w1_d411e16958
licitandum	w3_d411e16961
allda	w5_d411e16964
sich	w7_d411e16967
unausbleiblich	w9_d411e16970
einzufinden	w11_d411e16973
haben	w1_d411e16978
werden.	w3_d411e16981
</p>
<p id="p16_d411e16984">
NB.	w1_d411e16988
Bey	w3_d411e16991
diesem	w5_d411e16994
eintrettenden	w7_d411e16997
1ten	w9_d411e17000
Jah	w11_d411e17003
res=quartal	w1_d411e17008
werden	w3_d411e17011
abermalen	w5_d411e17014
die	w7_d411e17017
Lieb	w9_d411e17020
haber	w1_d411e17025
dieses	w3_d411e17028
Wienerischen	w5_d411e17031
Diarii,	w7_d411e17034
wie	w9_d411e17037
auch	w11_d411e17040
des	w1_d411e17046
Post=täglichen	w3_d411e17049
Frag	w5_d411e17052
und	w7_d411e17055
Kund	w9_d411e17058
schafts=bogens,	w1_d411e17063
nach	w3_d411e17066
Standes=würden,	w5_d411e17069
um	w1_d411e17074
deren	w3_d411e17077
gewöhnliche	w5_d411e17080
vorhineiBezah	w7_d411e17083
lung	w1_d411e17088
ersuchet.	w3_d411e17091
Und	w5_d411e17094
wann	w7_d411e17097
jemand	w9_d411e17100
das	w11_d411e17103
Diarium	w1_d411e17109
Bestallungs=weise	w3_d411e17112
nehmen	w5_d411e17115
will,	w7_d411e17118
so	w1_d411e17123
haben	w3_d411e17126
sich	w5_d411e17129
die	w7_d411e17132
hier	w9_d411e17135
in	w11_d411e17138
Wien	w13_d411e17142
anwesen	w15_d411e17145
de	w1_d411e17150
in	w3_d411e17153
der	w5_d411e17156
diesfälligen	w7_d411e17159
Schreib=stuben	w9_d411e17162
in	w11_d411e17165
dem	w1_d411e17170
neuen	w3_d411e17173
Michaeler=haus,	w5_d411e17176
die	w7_d411e17179
aus	w9_d411e17182
wärtige	w1_d411e17188
Liebhabere	w3_d411e17191
aber	w5_d411e17194
in	w7_d411e17197
dem	w9_d411e17200
Obrist	w11_d411e17203
Post=amt	w1_d411e17208
diesfalls	w3_d411e17211
anzumelden.	w5_d411e17214
</p>
<head id="h2_d411e17313">
Auszug	w1_d411e17317
aus	w3_d411e17320
denen	w5_d411e17323
jüngsten	w7_d411e17326
Londner=briefen.	w1_d411e17331
</head>
<p id="p4_d411e17334">
folgendes:	w1_d411e17338
Die	w1_d411e17343
ganze	w3_d411e17346
Armee	w5_d411e17349
beschäftiget	w7_d411e17352
sich	w9_d411e17355
damit	w11_d411e17358
das	w1_d411e17363
vormals	w3_d411e17366
sogenannte	w5_d411e17369
Fort	w7_d411e17372
du	w9_d411e17375
Ques	w11_d411e17378
ne,	w1_d411e17384
in	w3_d411e17387
einen	w5_d411e17390
solchen	w7_d411e17393
Zustand	w9_d411e17396
zu	w11_d411e17399
setzen,	w13_d411e17403
wel	w15_d411e17406
cher	w1_d411e17411
der	w3_d411e17414
Einsicht	w5_d411e17417
des	w7_d411e17420
Jngenieurs,	w9_d411e17423
der	w11_d411e17426
die	w13_d411e17430
Aufsicht	w1_d411e17435
über	w3_d411e17438
diese	w5_d411e17441
Arbeit	w7_d411e17444
hat,	w9_d411e17447
und	w11_d411e17450
dem	w13_d411e17454
Fleiß	w15_d411e17457
derer,	w1_d411e17462
die	w3_d411e17465
dazu	w5_d411e17468
gebrauchet	w7_d411e17471
werden,	w9_d411e17474
ein	w11_d411e17477
ewi	w13_d411e17481
ges	w1_d411e17487
