<doc id="wr_1762-01-06" attrs="word" year="1762" month="01" day="06" corpus="2">
<head id="h2_d619e3497">
Lißbon	w1_d619e3501
und	w5_d619e14330
dem	w7_d619e14333
Meistbietenden	w9_d619e14336
käuflich	w11_d619e14339
hindann	w1_d619e14344
gegeben	w3_d619e14347
werden.	w5_d619e14350
</p>
<p id="p14_d619e14353">
Es	w1_d619e14357
wird	w3_d619e14360
hiemit	w5_d619e14363
jedermännliglich	w7_d619e14366
kund	w9_d619e14369
und	w11_d619e14372
zu	w13_d619e14376
wissen	w1_d619e14381
gemacht:	w3_d619e14384
welchergestalten	w5_d619e14387
den	w7_d619e14390
17.	w9_d619e14393
Febr.	w11_d619e14396
1762.	w1_d619e14401
der	w3_d619e14404
zu	w5_d619e14407
Waldegg	w7_d619e14410
gelegen	w9_d619e14413
und	w11_d619e14416
unter	w13_d619e14420
die	w15_d619e14423
Hochgräfl.	w1_d619e14429
Sigmund	w3_d619e14432
Heissensteinische	w5_d619e14435
Herrschaft	w7_d619e14438
Starnberg=Piestinger	w1_d619e14443
Antheils	w3_d619e14446
gehörige	w5_d619e14449
Kupfer	w7_d619e14452
schmidt=hammer	w1_d619e14457
cum	w3_d619e14460
Appertinentiis	w5_d619e14463
in	w7_d619e14466
der	w9_d619e14469
herr	w11_d619e14472
schaftl.	w1_d619e14477
Canzley	w3_d619e14480
zu	w5_d619e14483
Hornstein	w7_d619e14486
öffentlich	w9_d619e14489
wird	w11_d619e14492
fail	w13_d619e14496
gebotten	w1_d619e14502
werden;	w3_d619e14505
wer	w5_d619e14508
nun	w7_d619e14511
sothanen	w9_d619e14514
Hammer	w11_d619e14517
käuflich	w13_d619e14521
an	w1_d619e14526
sich	w3_d619e14529
zu	w5_d619e14532
bringen	w7_d619e14535
gedenket,	w9_d619e14538
derselbe	w11_d619e14541
beliebe	w13_d619e14545
sich	w15_d619e14548
an	w1_d619e14553
obbestimmten	w3_d619e14556
Tag	w5_d619e14559
fruh	w7_d619e14562
um	w9_d619e14565
8.	w11_d619e14568
Uhr	w13_d619e14572
in	w15_d619e14575
vorbe	w17_d619e14578
meldter	w1_d619e14583
Herrschafts=canzley	w3_d619e14586
ad	w5_d619e14589
licitandum	w7_d619e14592
an	w9_d619e14595
zumelden.	w1_d619e14601
</p>
<p id="p16_d619e14604">
Auf	w1_d619e14608
Verordnung	w3_d619e14611
einer	w5_d619e14614
Hochlöbl.	w7_d619e14617
Regierung	w9_d619e14620
werden	w1_d619e14625
den	w3_d619e14628
7.	w5_d619e14631
dies	w7_d619e14634
Monats	w9_d619e14637
Januarii	w11_d619e14640
auf	w13_d619e14644
dem	w15_d619e14647
hohen	w1_d619e14652
Markt	w3_d619e14655
im	w5_d619e14658
blauen	w7_d619e14661
Gattern	w9_d619e14664
im	w11_d619e14667
zweyten	w1_d619e14673
Stock	w1_d619e14678
etwas	w3_d619e14681
Silber,	w5_d619e14684
Uhren	w7_d619e14687
und	w9_d619e14690
Degen,	w11_d619e14693
Manns	w13_d619e14697
kleider,	w1_d619e14702
deto	w3_d619e14705
Wäsch,	w5_d619e14708
auch	w7_d619e14711
15.	w9_d619e14714
Eimer	w11_d619e14717
Oesterrei	w13_d619e14721
cher=wein	w1_d619e14726
Vormittags	w3_d619e14729
von	w5_d619e14732
9.	w7_d619e14735
bis	w9_d619e14738
12.	w11_d619e14741
Nachmit	w13_d619e14745
tags	w1_d619e14751
von	w3_d619e14754
3.	w5_d619e14757
bis	w7_d619e14760
6.	w9_d619e14763
Uhr	w11_d619e14766
gegen	w13_d619e14770
baarer	w15_d619e14773
Bezahlung	w17_d619e14776
plus	w1_d619e14781
offerenti	w3_d619e14784
verkauffet	w5_d619e14787
werden.	w7_d619e14790
</p>
<p id="p18_d619e14795">
Von	w1_d619e14799
der	w3_d619e14802
N.	w5_d619e14805
Oe.	w7_d619e14808
Regierung	w9_d619e14811
wegen	w11_d619e14814
wird	w1_d619e14819
mit	w3_d619e14822
gegenwärtig	w1_d619e14827
offenem	w3_d619e14830
Edict	w5_d619e14833
jedermänniglich,	w7_d619e14836
wol	w1_d619e14842
An	w3_d619e14845
als	w5_d619e14848
Abwesenden,	w7_d619e14851
deme	w9_d619e14854
daran	w11_d619e14857
gelegen	w13_d619e14861
kund	w1_d619e14866
und	w3_d619e14869
zu	w5_d619e14872
wissen	w7_d619e14875
gemacht::	w9_d619e14878
Es	w11_d619e14881
habe	w13_d619e14885
Regie	w15_d619e14888
rung	w1_d619e14893
nach	w3_d619e14896
erfolgt	w5_d619e14899
tödtlichen	w7_d619e14902
Hintritt	w9_d619e14905
des	w11_d619e14908
Johann	w13_d619e14912
Michael	w1_d619e14917
Bobinger,	w3_d619e14920
gewesten	w5_d619e14923
Livre=bedienten	w7_d619e14926
zu	w9_d619e14929
Erfindung	w1_d619e14935
desselben	w3_d619e14938
etwa	w5_d619e14941
vorhandenen	w7_d619e14944
Æris	w9_d619e14947
alieni,	w11_d619e14950
folgends	w1_d619e14955
auch	w3_d619e14958
zu	w5_d619e14961
sicherer	w7_d619e14964
Abhandlung	w9_d619e14967
solcher	w11_d619e14970
Ver	w13_d619e14974
lassenschaft	w1_d619e14979
für	w3_d619e14982
nöhtig	w5_d619e14985
befunden,	w7_d619e14988
die	w9_d619e14991
samment	w11_d619e14994
liche,	w1_d619e14999
sowol	w3_d619e15002
in	w5_d619e15005
als	w7_d619e15008
ausser	w9_d619e15011
Land	w11_d619e15014
befindliche	w13_d619e15018
Bo	w15_d619e15021
bingerische	w1_d619e15027
Glaubiger	w3_d619e15030
zu	w5_d619e15033
Anmeld	w7_d619e15036
und	w9_d619e15039
Liquidi	w1_d619e15044
rung	w1_d619e15049
ihrer	w3_d619e15052
an	w5_d619e15055
widerholte	w7_d619e15058
Bobingerische	w9_d619e15061
Verlas	w1_d619e15066
senschaft	w1_d619e15072
zu	w3_d619e15075
stellen	w5_d619e15078
habender	w7_d619e15081
Sprüch	w9_d619e15084
und	w11_d619e15087
Forde	w13_d619e15091
rungen	w1_d619e15096
gerichtlich	w3_d619e15099
vorzuladen	w5_d619e15102
und	w7_d619e15105
einzuberuffen;	w9_d619e15108
zu	w1_d619e15113
welchem	w3_d619e15116
Ende	w5_d619e15119
denenselben	w7_d619e15122
der	w9_d619e15125
16.	w11_d619e15128
Tag	w13_d619e15132
des	w15_d619e15135
künftigen	w1_d619e15140
Monats	w3_d619e15143
Febr.	w5_d619e15146
1762.	w7_d619e15149
Nachmittags	w9_d619e15152
um	w11_d619e15155
Uhr	w1_d619e15161
zur	w3_d619e15164
gewöhnlichen	w5_d619e15167
Convocations	w7_d619e15170
und	w9_d619e15173
An	w11_d619e15176
meldungs=tagsatzung	w1_d619e15181
zu	w3_d619e15184
all	w5_d619e15187
endlicher	w7_d619e15190
Frist	w9_d619e15193
Anbe	w11_d619e15196
raumet	w1_d619e15201
worden.	w3_d619e15204
Solchemnach	w5_d619e15207
werden	w7_d619e15210
alle	w9_d619e15213
und	w11_d619e15216
jede,	w1_d619e15221
welche	w3_d619e15224
bey	w5_d619e15227
gedacht	w7_d619e15230
Johann	w9_d619e15233
Michael	w11_d619e15236
Bo	w13_d619e15240
bingerischen	w1_d619e15246
Verlassenschaft	w3_d619e15249
um	w5_d619e15252
rechtmäßiger	w7_d619e15255
For	w9_d619e15258
</p>
<p id="p20_d619e15261">
derung	w1_d619e15265
willen	w3_d619e15268
einige	w5_d619e15271
Sprüch	w7_d619e15274
haben,	w9_d619e15277
oder	w11_d619e15280
zu	w13_d619e15284
ha	w15_d619e15287
ben	w1_d619e15292
vermeinen,	w3_d619e15295
an	w5_d619e15298
obbestimmten	w7_d619e15301
Tag	w9_d619e15304
und	w11_d619e15307
Stund	w13_d619e15311
vor	w1_d619e15316
Regierung	w3_d619e15319
in	w5_d619e15322
der	w7_d619e15325
daselbst	w9_d619e15328
zu	w11_d619e15331
solchem	w13_d619e15335
Ende	w15_d619e15338
offen	w1_d619e15344
haltenden	w3_d619e15347
Commißions=stuben	w5_d619e15350
entweder	w7_d619e15353
selbst	w1_d619e15358
persönlich,	w3_d619e15361
oder	w5_d619e15364
durch	w7_d619e15367
genugsam	w9_d619e15370
gevoll	w11_d619e15373
mächtigte	w1_d619e15378
Gewaltträgere	w3_d619e15381
also	w5_d619e15384
gewiß	w7_d619e15387
zu	w9_d619e15390
erscheinen,	w11_d619e15393
und	w1_d619e15398
ihre	w3_d619e15401
an	w5_d619e15404
solche	w7_d619e15407
Verlassenschaft	w9_d619e15410
habende	w11_d619e15413
An	w13_d619e15417
forderungen	w1_d619e15423
anzumelden,	w3_d619e15426
auch	w5_d619e15429
rechtlich	w7_d619e15432
zu	w9_d619e15435
liqui	w11_d619e15438
diren	w1_d619e15443
haben,	w3_d619e15446
als	w5_d619e15449
im	w7_d619e15452
widrigen	w9_d619e15455
die	w11_d619e15458
Abhandlung	w13_d619e15462
gleichwolen	w1_d619e15467
vorgenommen,	w3_d619e15470
und	w5_d619e15473
ungehindert	w7_d619e15476
de	w9_d619e15479
ren	w1_d619e15484
etwa	w3_d619e15487
vorhandenen	w5_d619e15490
Glaubigern,	w7_d619e15493
so	w9_d619e15496
sich	w11_d619e15499
mit	w13_d619e15503
ihren	w1_d619e15509
Anforderungen	w3_d619e15512
in	w5_d619e15515
bestimmter	w7_d619e15518
Zeit	w9_d619e15521
nicht	w11_d619e15524
angemeldet,	w1_d619e15529
solche	w3_d619e15532
Verlassenschaft	w5_d619e15535
dem	w7_d619e15538
diesfalls	w9_d619e15541
instituirten,	w1_d619e15546
und	w3_d619e15549
bereits	w5_d619e15552
erklärten	w7_d619e15555
Erben	w9_d619e15558
einge	w11_d619e15561
antwortet,	w1_d619e15566
auch	w3_d619e15569
ansonsten	w5_d619e15572
ex	w7_d619e15575
officio	w9_d619e15578
vorgekehret	w11_d619e15581
werden	w1_d619e15587
solle,	w3_d619e15590
was	w5_d619e15593
Rechtens	w7_d619e15596
ist.	w9_d619e15599
Wornach	w11_d619e15602
sich	w13_d619e15606
also	w1_d619e15611
ein	w3_d619e15614
jeder	w5_d619e15617
zu	w7_d619e15620
richten	w9_d619e15623
wissen	w11_d619e15626
wird.	w13_d619e15630
</p>
<p id="p22_d619e15633">
Wir	w1_d619e15637
N.	w3_d619e15640
Rector	w5_d619e15643
&	w7_d619e15646
Consistorium	w9_d619e15649
der	w11_d619e15652
uralt	w13_d619e15656
und	w15_d619e15659
weit=berühmten	w1_d619e15664
Universität	w3_d619e15667
allhier,	w5_d619e15670
geben	w7_d619e15673
hie	w9_d619e15676
mit	w1_d619e15681
jedermänniglich	w3_d619e15684
zu	w5_d619e15687
vernehmen:	w7_d619e15690
welchergestal	w9_d619e15693
ten	w1_d619e15699
wir	w3_d619e15702
über	w5_d619e15705
allbereits	w7_d619e15708
unterm	w9_d619e15711
18.	w11_d619e15714
Martii	w13_d619e15718
1758.	w15_d619e15721
zu	w1_d619e15726
Brün	w3_d619e15729
in	w5_d619e15732
Mähren	w7_d619e15735
ab	w9_d619e15738
intestato	w11_d619e15741
erfolgte	w13_d619e15745
Abster	w15_d619e15748
ben	w1_d619e15753
weil.	w3_d619e15756
Herrn	w5_d619e15759
Joseph	w7_d619e15762
Andrä	w9_d619e15765
Ruck	w11_d619e15768
Philosophiæ	w13_d619e15772
&	w1_d619e15777
Medicinæ	w3_d619e15780
Doctoris	w5_d619e15783
seel.	w7_d619e15786
für	w9_d619e15789
pflegender	w11_d619e15792
Abhand	w13_d619e15796
lung	w1_d619e15802
dessen	w3_d619e15805
hier	w5_d619e15808
Landes	w7_d619e15811
befindlichen	w9_d619e15814
Verlassen	w11_d619e15817
schaft	w1_d619e15822
und	w3_d619e15825
Richtigstellung	w5_d619e15828
dessen	w7_d619e15831
eigentlichen	w9_d619e15834
Ver	w11_d619e15837
lassenschafts=stands,	w1_d619e15842
sohin	w3_d619e15845
zu	w5_d619e15848
vorläuffiger	w7_d619e15851
Aus	w9_d619e15854
findigmachung	w1_d619e15859
der	w3_d619e15862
vorhandenen	w5_d619e15865
Paßivorum	w7_d619e15868
alle	w9_d619e15871
und	w1_d619e15877
jede,	w3_d619e15880
welche	w5_d619e15883
an	w7_d619e15886
bemeldte	w9_d619e15889
Verlassenschaft	w11_d619e15892
titu-	w13_d619e15896
lo	w1_d619e15901
crediti,	w3_d619e15904
ant	w5_d619e15907
alio	w7_d619e15910
quocunque	w9_d619e15913
etwas	w11_d619e15916
zu	w13_d619e15920
präten	w15_d619e15923
diren	w1_d619e15928
vermeinen,	w3_d619e15931
mittelst	w5_d619e15934
Affigirung	w7_d619e15937
deren	w9_d619e15940
in	w11_d619e15943
solchen	w1_d619e15948
Fällen	w3_d619e15951
gewöhnlichen	w5_d619e15954
Convocations=edicten	w7_d619e15957
gerichtlich	w1_d619e15963
vorzuladen,	w3_d619e15966
dann	w5_d619e15969
derwillen	w7_d619e15972
der	w9_d619e15975
4.	w11_d619e15978
Febr.	w13_d619e15982
nächst	w1_d619e15987
künftigen	w3_d619e15990
1762.	w5_d619e15993
Jahrs	w7_d619e15996
zur	w9_d619e15999
Anmeldungs	w11_d619e16002
tagsatzung	w1_d619e16007
bestimmet,	w3_d619e16010
unter	w5_d619e16013
einstens	w7_d619e16016
auch	w9_d619e16019
auf	w11_d619e16022
Anlangen	w1_d619e16027
des	w3_d619e16030
über	w5_d619e16033
die	w7_d619e16036
Doctor	w9_d619e16039
Joseph	w11_d619e16042
Ruckische	w13_d619e16046
Pupillen	w1_d619e16052
gerichtl.	w3_d619e16055
verordneten	w5_d619e16058
Herrn	w7_d619e16061
Gerhabens	w9_d619e16064
in	w1_d619e16069
Ausfertigung	w3_d619e16072
sothaner	w5_d619e16075
Convocations=edicten,	w7_d619e16078
und	w1_d619e16083
zwar	w3_d619e16086
sub	w5_d619e16089
clausula	w7_d619e16092
præclusi	w9_d619e16095
&	w11_d619e16098
perpetui	w13_d619e16102
silen-	w15_d619e16105
tii	w1_d619e16110
verordnet.	w3_d619e16113
Solchemnach	w1_d619e16119
wird	w3_d619e16122
anmit	w5_d619e16125
allen	w7_d619e16128
die	w1_d619e16133
an	w3_d619e16136
des	w5_d619e16139
vorbemeldten	w7_d619e16142
weil.	w9_d619e16145
Hrn.	w11_d619e16148
und	w1_d619e16153
jeden,	w3_d619e16156
Joseph	w1_d619e16161
Andrä	w3_d619e16164
Ruck,	w5_d619e16167
Philosophiæ	w7_d619e16170
&	w9_d619e16173
Medicinæ	w11_d619e16176
Doctoris	w1_d619e16182
seel.	w3_d619e16185
Verlassenschaft	w5_d619e16188
quocunque	w7_d619e16191
demum	w9_d619e16194
titulo	w1_d619e16199
einige	w3_d619e16202
Sprüch	w5_d619e16205
und	w7_d619e16208
Anforderungen	w9_d619e16211
zu	w11_d619e16214
stel	w13_d619e16218
len	w1_d619e16223
vermeinen	w3_d619e16226
erinneret,	w5_d619e16229
daß	w7_d619e16232
selbe	w9_d619e16235
pro	w11_d619e16238
1mo.	w13_d619e16242
2do.	w15_d619e16245
&	w1_d619e16250
3rio.	w3_d619e16253
Termino	w5_d619e16256
den	w7_d619e16259
4.	w9_d619e16262
Febr.	w11_d619e16265
nächst	w13_d619e16269
kommenden	w15_d619e16272
1762.	w1_d619e16278
Jahrs	w3_d619e16281
Nachmittags	w5_d619e16284
um	w7_d619e16287
2.	w9_d619e16290
Uhr	w11_d619e16293
sub	w13_d619e16297
clau-	w15_d619e16300
sula	w1_d619e16305
præclusi	w3_d619e16308
&	w5_d619e16311
perpetui	w7_d619e16314
silentii	w9_d619e16317
in	w11_d619e16320
der	w13_d619e16324
Universi	w15_d619e16327
täts=canzley	w1_d619e16332
erscheinen,	w3_d619e16335
allda	w5_d619e16338
ihre	w7_d619e16341
Forderungen	w9_d619e16344
anmelden,	w1_d619e16349
auch	w3_d619e16352
solche	w5_d619e16355
unter	w7_d619e16358
einstens	w9_d619e16361
also	w11_d619e16364
gewiß	w13_d619e16368
liquidiren,	w1_d619e16374
wie	w3_d619e16377
im	w5_d619e16380
widrigen,	w7_d619e16383
und	w9_d619e16386
nach	w11_d619e16389
Verflies	w13_d619e16393
sung	w1_d619e16398
dieses	w3_d619e16401
Termins	w5_d619e16404
dieselbe	w7_d619e16407
nicht	w9_d619e16410
mehr	w11_d619e16413
gehöret,	w13_d619e16417
sondern	w1_d619e16422
ihnen	w3_d619e16425
das	w5_d619e16428
ewige	w7_d619e16431
Stillschweigen	w9_d619e16434
auferle	w11_d619e16437
get	w1_d619e16442
seye,	w3_d619e16445
sohin	w5_d619e16448
bemeldte	w7_d619e16451
Verlassenschaft	w9_d619e16454
denen	w11_d619e16457
ab	w1_d619e16463
intestato	w3_d619e16466
kommenden	w5_d619e16469
Erben	w7_d619e16472
eingeantwortet	w9_d619e16475
werden	w1_d619e16480
solle.	w3_d619e16483
Wornach	w5_d619e16486
sich	w7_d619e16489
dann	w9_d619e16492
ein	w11_d619e16495
jeder	w13_d619e16499
zu	w15_d619e16502
richten,	w1_d619e16507
und	w3_d619e16510
sein	w5_d619e16513
Recht	w7_d619e16516
zu	w9_d619e16519
beforgen	w11_d619e16522
wissen	w13_d619e16526
wird.	w15_d619e16529
</p>
<list id="l26_d619e16535">
</list>
<p id="p28_d619e16542">
Es	w1_d619e16546
wird	w3_d619e16549
hiemit	w5_d619e16552
jedermann	w7_d619e16555
zu	w9_d619e16558
wissen	w11_d619e16561
gemacht,	w13_d619e16565
daß	w1_d619e16570
die	w3_d619e16573
auf	w5_d619e16576
dem	w7_d619e16579
Spitelberg	w9_d619e16582
ligende	w11_d619e16585
zu	w13_d619e16589
dem	w15_d619e16592
Löb	w17_d619e16595
lichen	w1_d619e16600
Burger=spitaller=grundbuch	w3_d619e16603
dienstbare	w5_d619e16606
Häuser,	w1_d619e16612
eines	w3_d619e16615
zum	w5_d619e16618
grünen	w7_d619e16621
Jäger,	w9_d619e16624
das	w11_d619e16627
andere	w13_d619e16631
die	w1_d619e16636
Glocken	w3_d619e16639
genannt,	w5_d619e16642
licitando	w7_d619e16645
auf	w9_d619e16648
den	w11_d619e16651
7.	w13_d619e16655
Jan.	w15_d619e16658
künftiges	w1_d619e16663
1762.	w3_d619e16666
Jahr	w5_d619e16669
fruh	w7_d619e16672
um	w9_d619e16675
9.	w11_d619e16678
Uhr	w13_d619e16682
bey	w15_d619e16685
dem	w17_d619e16688
Wienerischen	w1_d619e16693
Burger=spitalls	w3_d619e16696
Grund=buch	w5_d619e16699
dar	w7_d619e16702
geboten	w1_d619e16708
werden.	w3_d619e16711
Solchemnach	w5_d619e16714
haben	w7_d619e16717
alle	w9_d619e16720
dieje	w11_d619e16723
.	w1_d619e16728
nige,	w1_d619e16733
so	w3_d619e16736
obgenannte	w5_d619e16739
beyde	w7_d619e16742
Bel	w9_d619e16745
haufungen	w1_d619e16750
lsam	w3_d619e16753
men,	w1_d619e16759
oder	w3_d619e16762
jedes	w5_d619e16765
besonders	w7_d619e16768
zu	w9_d619e16771
erkauffen	w11_d619e16774
gesit	w13_d619e16778
net	w1_d619e16783
seynd,	w1_d619e16788
bey	w3_d619e16791
vorbestimmter	w5_d619e16794
Zeit	w7_d619e16797
als	w9_d619e16800
den	w11_d619e16803
7.	w13_d619e16807
Jan.	w15_d619e16810
1762.	w1_d619e16815
Jahrs	w3_d619e16818
entweder	w5_d619e16821
persönlich,	w7_d619e16824
oder	w9_d619e16827
durch	w11_d619e16830
getugsam	w1_d619e16836
Bevollmächtigte	w3_d619e16839
zu	w5_d619e16842
erscheinen,	w7_d619e16845
wo	w9_d619e16848
so	w11_d619e16851
dann	w1_d619e16856
mit	w3_d619e16859
dem	w5_d619e16862
Meistbietenden	w7_d619e16865
der	w9_d619e16868
Kauf	w11_d619e16871
geschlos	w13_d619e16875
sen,	w1_d619e16880
allwo	w3_d619e16883
auch	w5_d619e16886
sichere	w7_d619e16889
Obligationen	w9_d619e16892
angenom	w11_d619e16895
men,	w1_d619e16900
und	w3_d619e16903
hierüber	w5_d619e16906
das	w7_d619e16909
Weitere	w9_d619e16912
fürgekehret	w11_d619e16915
wer	w13_d619e16919
den	w1_d619e16925
wird.	w3_d619e16928
</p>
<p id="p30_d619e16931">
Von	w1_d619e16935
der	w3_d619e16938
Kaiserl.	w5_d619e16941
Königl.	w7_d619e16944
N.	w9_d619e16947
Oe.	w11_d619e16950
Justitzbanco	w13_d619e16954
deputation	w1_d619e16959
wird	w3_d619e16962
hiemit	w5_d619e16965
all	w7_d619e16968
und	w9_d619e16971
jeden,	w11_d619e16974
welche	w13_d619e16978
an	w15_d619e16981
des	w1_d619e16986
bereits	w3_d619e16989
Anno	w5_d619e16992
1759.	w7_d619e16995
alhier	w9_d619e16998
verstorbenen	w11_d619e17001
Türki	w13_d619e17005
schen	w1_d619e17011
Judens,	w3_d619e17014
Jacob	w5_d619e17017
Samuel	w7_d619e17020
Mazara	w9_d619e17023
hinterblie	w11_d619e17026
ben	w1_d619e17031
und	w3_d619e17034
ad	w5_d619e17037
Cridam	w7_d619e17040
gediehenen	w9_d619e17043
Vermögen	w11_d619e17046
eini	w13_d619e17050
ge	w1_d619e17055
Sprüch	w3_d619e17058
und	w5_d619e17061
Anforderung	w7_d619e17064
angemeldet,	w9_d619e17067
kund	w11_d619e17070
und	w13_d619e17074
zu	w1_d619e17079
wissen	w3_d619e17082
gemacht:	w5_d619e17085
Es	w7_d619e17088
seye	w9_d619e17091
über	w11_d619e17094
die	w13_d619e17098
diesfalls	w15_d619e17101
der	w17_d619e17104
Ordnung	w1_d619e17110
nach	w3_d619e17113
vorgenommene	w5_d619e17116
Convocation,	w7_d619e17119
und	w9_d619e17122
anberaumt=geweste	w1_d619e17127
Liquidirungs=tagsatzung	w3_d619e17130
sonach	w5_d619e17133
erstattete	w1_d619e17138
Commissarien	w3_d619e17141
relation	w5_d619e17144
bey	w7_d619e17147
sich	w9_d619e17150
geäussert	w11_d619e17153
so	w1_d619e17158
namhaften	w3_d619e17161
Schulden=last	w5_d619e17164
des	w7_d619e17167
Jacob	w9_d619e17170
Samuel	w11_d619e17173
Mazara	w1_d619e17179
dahingegen	w3_d619e17182
vorfindig=sehr	w5_d619e17185
geringen	w7_d619e17188
Ver	w9_d619e17191
mögen	w1_d619e17196
der	w3_d619e17199
Relations=ausschlag	w5_d619e17202
dahin	w7_d619e17205
abgefasset	w9_d619e17208
worden,	w1_d619e17213
daß	w3_d619e17216
von	w5_d619e17219
dem	w7_d619e17222
aufgestellt	w9_d619e17225
Jacob	w11_d619e17228
Samuel	w13_d619e17232
Mazarischen	w1_d619e17237
Curatore	w3_d619e17240
ad	w5_d619e17243
lites	w7_d619e17246
Joseph	w9_d619e17249
Camesina,	w11_d619e17252
beeder	w1_d619e17258
Rechten	w3_d619e17261
Doctore,	w5_d619e17264
auch	w7_d619e17267
Hof	w9_d619e17270
und	w11_d619e17273
Gerichts	w13_d619e17277
advocaten,	w1_d619e17282
zu	w3_d619e17285
Ausmachung	w5_d619e17288
dieser	w7_d619e17291
Cridä=sach	w9_d619e17294
um	w11_d619e17297
eine	w1_d619e17302
Tagsatzung	w3_d619e17305
mit	w5_d619e17308
Zuziehung	w7_d619e17311
allerseits	w9_d619e17314
Jnteres	w1_d619e17319
sirten	w1_d619e17325
angelanget	w3_d619e17328
werden	w5_d619e17331
solle;	w7_d619e17334
Wann	w9_d619e17337
nun	w11_d619e17340
zu	w13_d619e17344
gehorsamer	w1_d619e17349
Befolgung	w3_d619e17352
dieser	w5_d619e17355
an	w7_d619e17358
ihne	w9_d619e17361
ergaugener	w11_d619e17364
Verordnung	w1_d619e17369
erst	w3_d619e17372
bemeldeter	w5_d619e17375
Curator	w7_d619e17378
ad	w9_d619e17381
lites	w11_d619e17384
um	w13_d619e17388
vorgedachte	w1_d619e17393
Tagsatzung,	w3_d619e17396
und,	w5_d619e17399
weilen	w7_d619e17402
viele	w9_d619e17405
deren	w11_d619e17408
Mazarischen	w1_d619e17414
Creditoren	w3_d619e17417
sich	w5_d619e17420
hier	w7_d619e17423
Orts	w9_d619e17426
für	w11_d619e17429
bestän	w13_d619e17433
dig	w1_d619e17438
nicht	w3_d619e17441
befinden,	w5_d619e17444
derenselben	w7_d619e17447
Aufenthalt	w9_d619e17450
auch	w11_d619e17453
nicht	w1_d619e17458
bekannt,	w3_d619e17461
um	w5_d619e17464
Ausfertigung	w7_d619e17467
eines	w9_d619e17470
Valval	w11_d619e17473
edicts	w1_d619e17478
gehorsamst	w3_d619e17481
angelanget	w5_d619e17484
und	w7_d619e17487
gebetten,	w9_d619e17490
in	w11_d619e17493
die	w13_d619e17497
ses	w1_d619e17503
sein	w3_d619e17506
Begehren	w5_d619e17509
auch	w7_d619e17512
gewilliget,	w9_d619e17515
und	w11_d619e17518
der	w13_d619e17522
30.	w15_d619e17525
Mar	w17_d619e17528
rii	w1_d619e17533
künftigen	w3_d619e17536
1762.	w5_d619e17539
Jahrs	w7_d619e17542
fruhe	w9_d619e17545
um	w11_d619e17548
9.	w13_d619e17552
Uhr	w1_d619e17557
be	w3_d619e17560
stimmet	w1_d619e17565
worden	w3_d619e17568
ist;	w5_d619e17571
Als	w7_d619e17574
werden	w9_d619e17577
alle	w11_d619e17580
und	w13_d619e17584
jede	w15_d619e17587
Jacob	w1_d619e17593
Samuel	w3_d619e17596
Mazarische	w5_d619e17599
Creditores,	w7_d619e17602
so	w9_d619e17605
ihre	w11_d619e17608
Anforderung	w1_d619e17613
bey	w3_d619e17616
der	w5_d619e17619
in	w7_d619e17622
Sachen	w9_d619e17625
fürgewesten	w11_d619e17628
An	w13_d619e17632
meldung	w1_d619e17637
liquidirungs=tagsatzung	w3_d619e17640
bereits	w5_d619e17643
vorge	w7_d619e17646
bracht,	w1_d619e17651
auf	w3_d619e17654
obbestimmten	w5_d619e17657
Tag	w7_d619e17660
und	w9_d619e17663
Stund	w11_d619e17666
vor	w13_d619e17670
Kaiserl.	w1_d619e17676
Königl.	w3_d619e17679
N.	w5_d619e17682
Oe.	w7_d619e17685
Justitz	w9_d619e17688
baueo=deputation	w11_d619e17691
peremptorie	w1_d619e17696
entweder	w3_d619e17699
selbst	w5_d619e17702
persönlich,	w7_d619e17705
oder	w9_d619e17708
aber	w11_d619e17711
durch	w1_d619e17716
genugsam	w3_d619e17719
bevollmächtige	w5_d619e17722
Mandatarios	w7_d619e17725
also	w9_d619e17728
gewiß	w1_d619e17733
zu	w3_d619e17736
erscheinen,	w5_d619e17739
und	w7_d619e17742
sich	w9_d619e17745
anzumelden	w11_d619e17748
haben,	w13_d619e17752
mie	w1_d619e17758
im	w3_d619e17761
widrigen	w5_d619e17764
die	w7_d619e17767
Abwesende	w9_d619e17770
nicht	w11_d619e17773
mehr	w13_d619e17777
ange	w15_d619e17780
höret,	w1_d619e17785
sondern	w3_d619e17788
die	w5_d619e17791
ohnehin	w7_d619e17794
geringe	w9_d619e17797
Verlassenschaft	w11_d619e17800
</p>
<p id="p32_d619e17803">
unter	w1_d619e17807
die	w3_d619e17810
anwesend	w5_d619e17813
und	w7_d619e17816
liquidirende	w9_d619e17819
Credits	w11_d619e17822
partheyen	w1_d619e17827
vertheilet	w3_d619e17830
werden	w5_d619e17833
solle.	w7_d619e17836
Wornach	w9_d619e17839
sich	w11_d619e17842
ein	w1_d619e17847
jeder	w3_d619e17850
zu	w5_d619e17853
richten,	w7_d619e17856
und	w9_d619e17859
vor	w11_d619e17862
Schaden	w13_d619e17866
zu	w15_d619e17869
hüten	w17_d619e17872
wissen	w1_d619e17878
wird.	w3_d619e17881
</p>
<p id="p34_d619e17884">
Von	w1_d619e17888
des	w3_d619e17891
Kaiserl.	w5_d619e17894
Königl.	w7_d619e17897
Judicii	w9_d619e17900
Delegati	w11_d619e17903
mixti	w13_d619e17907
in	w1_d619e17912
militaribus	w3_d619e17915
