<doc id="wr_1757-02-12" attrs="word" year="1757" month="02" day="12" corpus="2">
<head id="h2_d117e3051">
Port=louis	w1_d117e3055
Dem	w1_d117e13875
Jacob	w3_d117e13878
Bachofner,	w5_d117e13881
Bäckern,	w7_d117e13884
s.	w9_d117e13887
K.	w11_d117e13890
Georg,	w13_d117e13894
in	w15_d117e13897
s.	w1_d117e13902
H.	w3_d117e13905
bey	w5_d117e13908
St.	w7_d117e13911
Ulrich,	w9_d117e13914
alt	w11_d117e13917
5.	w13_d117e13921
v.	w15_d117e13924
J.	w17_d117e13927
</list>
<list id="l6_d117e13931">
Magdal.	w1_d117e13935
Grasserin,	w3_d117e13938
Wittwe,	w5_d117e13941
beym	w7_d117e13944
Rund=hartsch.	w9_d117e13947
am	w1_d117e13952
Thury,	w3_d117e13955
alt	w5_d117e13958
85.	w7_d117e13961
J.	w9_d117e13964
Dem	w1_d117e13969
Joh.	w3_d117e13972
Adam	w5_d117e13975
Hirnschtot,	w7_d117e13978
Burgerl.	w9_d117e13981
Schuh=mach	w11_d117e13984
s.	w1_d117e13990
K.	w3_d117e13993
Joh.,	w5_d117e13996
beym	w7_d117e13999
schwarz.	w9_d117e14002
Thor	w11_d117e14005
in	w13_d117e14009
der	w15_d117e14012
Rossau,	w17_d117e14015
alt	w1_d117e14020
3.	w3_d117e14023
1.	w5_d117e14026
b.	w7_d117e14029
J.	w9_d117e14032
Dem	w1_d117e14037
Joh.	w3_d117e14040
Schnabel,	w5_d117e14043
Portiern,	w7_d117e14046
s.	w9_d117e14049
K.	w11_d117e14052
August.,	w13_d117e14056
im	w15_d117e14059
Hofeckeris.	w1_d117e14064
H.	w3_d117e14067
zu	w5_d117e14070
Nicolstorf,	w7_d117e14073
alt	w9_d117e14076
4.	w11_d117e14079
J.	w13_d117e14083
Dem	w1_d117e14089
Franz	w3_d117e14092
Polster,	w5_d117e14095
Vieh=mayrn,	w7_d117e14098
s.	w9_d117e14101
K.	w11_d117e14104
Mart.,	w13_d117e14108
bey	w15_d117e14111
dem	w1_d117e14116
grün.	w3_d117e14119
Kranz	w5_d117e14122
zu	w7_d117e14125
Margar.,	w9_d117e14128
alt	w11_d117e14131
2.	w13_d117e14135
J.	w15_d117e14138
Dem	w1_d117e14143
Sebast.	w3_d117e14146
Peltz,	w5_d117e14149
abged.	w7_d117e14152
Sold.,	w9_d117e14155
s.	w11_d117e14158
K.	w13_d117e14162
Anna,	w15_d117e14165
im	w17_d117e14168
Schwitzeris.	w1_d117e14173
H.	w3_d117e14176
auf	w5_d117e14179
der	w7_d117e14182
Wied.,	w9_d117e14185
alt	w11_d117e14188
1.	w13_d117e14192
J.	w15_d117e14195
Dem	w1_d117e14201
Georg	w3_d117e14204
Apold,	w5_d117e14207
Tagw.,	w7_d117e14210
s.	w9_d117e14213
K.	w11_d117e14216
Jos.,	w13_d117e14220
beym	w15_d117e14223
grün.	w17_d117e14226
Stiefel	w1_d117e14231
im	w3_d117e14234
Liechtenth.,	w5_d117e14237
alt	w7_d117e14240
3.	w9_d117e14243
J.	w11_d117e14246
</list>
<head id="h2_d117e14253">
Summa	w1_d117e14257
16.	w3_d117e14260
Person.,	w5_d117e14263
darunter	w7_d117e14266
10.	w9_d117e14269
Kinder.	w11_d117e14272
</head>
<head id="h2_d117e14278">
EDICT.	w1_d117e14282
</head>
<p id="p4_d117e14285">
Von	w1_d117e14289
der	w3_d117e14292
Kaiserl.	w5_d117e14295
Königl.	w7_d117e14298
N.	w9_d117e14301
Oe.	w11_d117e14304
Re	w13_d117e14308
präsentation,	w1_d117e14313
und	w3_d117e14316
Cammer	w5_d117e14319
wegen,	w7_d117e14322
wird	w9_d117e14325
allen	w1_d117e14330
denjenigen,	w3_d117e14333
so	w5_d117e14336
unbefugter	w7_d117e14339
Weise	w9_d117e14342
Lein	w11_d117e14345
waten	w1_d117e14351
hausieren	w3_d117e14354
getragen,	w5_d117e14357
ihnen	w7_d117e14360
aber	w9_d117e14363
aus	w11_d117e14366
eben	w1_d117e14371
dieser	w3_d117e14374
Ursach	w5_d117e14377
von	w7_d117e14380
Zeit	w9_d117e14383
des	w11_d117e14386
21ten	w13_d117e14390
Apr.	w15_d117e14393
1755.	w1_d117e14398
bis	w3_d117e14401
18.	w5_d117e14404
Febr.	w7_d117e14407
1756.	w9_d117e14410
derley	w11_d117e14413
Waaren	w13_d117e14417
abgenommen	w1_d117e14422
worden,	w3_d117e14425
durch	w5_d117e14428
dieses	w7_d117e14431
offene	w9_d117e14434
Edict	w1_d117e14440
kund	w3_d117e14443
und	w5_d117e14446
zu	w7_d117e14449
wissen	w9_d117e14452
gemachet	w11_d117e14455
</p>
<p id="p6_d117e14458">
Was	w1_d117e14462
massen	w3_d117e14465
bey	w5_d117e14468
einer	w7_d117e14471
K.	w9_d117e14474
K.	w11_d117e14477
N.	w13_d117e14481
Oe.	w15_d117e14484
Repräsen	w17_d117e14487
tation	w1_d117e14492
und	w3_d117e14495
Cammer	w5_d117e14498
bereits	w7_d117e14501
unterm	w9_d117e14504
24.	w11_d117e14507
Sept.	w13_d117e14511
dies	w1_d117e14516
Jahrs	w3_d117e14519
Vorstehere,	w5_d117e14522
und	w7_d117e14525
gesammt=burgerl.	w9_d117e14528
Leinwat=handlere	w1_d117e14534
alhier,	w3_d117e14537
um	w5_d117e14540
Ausfolglas	w7_d117e14543
sung	w1_d117e14548
des	w3_d117e14551
aus	w5_d117e14554
denen	w7_d117e14557
nach	w9_d117e14560
und	w11_d117e14563
nach	w13_d117e14567
verschie	w15_d117e14570
denen	w1_d117e14575
Hausierern	w3_d117e14578
abgenommenen,	w5_d117e14581
so	w7_d117e14584
nach	w9_d117e14587
Gerichtlich	w1_d117e14592
geschätzt	w3_d117e14595
und	w5_d117e14598
endlich	w7_d117e14601
licitando	w9_d117e14604
verkauften	w1_d117e14610
Leinwat=waaren	w3_d117e14613
erlösten	w5_d117e14616
Gelds	w7_d117e14619
gehorsamst	w1_d117e14624
angelanget,	w3_d117e14627
und	w5_d117e14630
gebetten	w7_d117e14633
hätten,	w9_d117e14636
so	w1_d117e14641
auch	w3_d117e14644
mit	w5_d117e14647
vorläuffiger	w7_d117e14650
Erinnerung	w9_d117e14653
verwil	w11_d117e14656
liget	w1_d117e14661
worden;	w3_d117e14664
Nachdeme	w5_d117e14667
aber	w7_d117e14670
wegen	w9_d117e14673
un	w11_d117e14676
bekannten	w1_d117e14682
Aufenthalt	w3_d117e14685
dieser	w5_d117e14688
Hausieter	w7_d117e14691
er	w9_d117e14694
meldte	w1_d117e14699
Verordnung	w3_d117e14702
ihnen	w5_d117e14705
persönlich	w7_d117e14708
nicht	w9_d117e14711
exequiret	w1_d117e14716
werden	w3_d117e14719
kan	w5_d117e14722
Als	w1_d117e14727
wird	w3_d117e14730
in	w5_d117e14733
Kraft	w7_d117e14736
dieses	w9_d117e14739
Edicts	w11_d117e14742
allen	w13_d117e14746
so	w1_d117e14752
wol	w3_d117e14755
dem	w5_d117e14758
Namen	w7_d117e14761
nach	w9_d117e14764
unbekannten,	w11_d117e14767
als	w13_d117e14771
bekannten	w1_d117e14776
Partheyen,	w3_d117e14779
denen	w5_d117e14782
von	w7_d117e14785
obiger	w9_d117e14788
Zeit	w11_d117e14791
an	w1_d117e14796
derley	w3_d117e14799
Leinwat=waaren	w5_d117e14802
alhier	w7_d117e14805
abge	w9_d117e14808
nommen	w1_d117e14813
worden,	w3_d117e14816
anbefohlen,	w5_d117e14819
daß	w7_d117e14822
selbe	w9_d117e14825
bin	w11_d117e14828
nen	w1_d117e14834
6.	w3_d117e14837
Wochen	w5_d117e14840
3.	w7_d117e14843
Tägen	w9_d117e14846
von	w11_d117e14849
Zeit	w13_d117e14853
der	w15_d117e14856
Affigirung	w1_d117e14861
gegenwärtigen	w3_d117e14864
Edicts	w5_d117e14867
anzurech	w7_d117e14870
nen,	w1_d117e14875
ihre	w3_d117e14878
wider	w5_d117e14881
obige	w7_d117e14884
Verordnung	w9_d117e14887
etwann	w11_d117e14890
habende	w1_d117e14895
Behelfe	w3_d117e14898
beybringen,	w5_d117e14901
und	w7_d117e14904
bey	w9_d117e14907
Einer	w11_d117e14910
K.	w1_d117e14916
K.	w3_d117e14919
N.	w5_d117e14922
Oe.	w7_d117e14925
Repräsentation	w9_d117e14928
und	w11_d117e14931
Cammer	w13_d117e14935
also	w15_d117e14938
gewiß	w1_d117e14943
schriftlich	w3_d117e14946
einreichen	w5_d117e14949
sollen,	w7_d117e14952
wie	w9_d117e14955
im	w11_d117e14958
widrigen	w1_d117e14963
sie	w3_d117e14966
nicht	w5_d117e14969
mehr	w7_d117e14972
angehöret,	w9_d117e14975
folg	w11_d117e14978
lich	w1_d117e14983
das	w3_d117e14986
aus	w5_d117e14989
mehr	w7_d117e14992
bemeldeten	w9_d117e14995
Leinwat=waaren	w11_d117e14998
erlöst	w1_d117e15004
und	w3_d117e15007
bey	w5_d117e15010
Repräsentation	w7_d117e15013
und	w9_d117e15016
Cam	w11_d117e15019
mer,	w1_d117e15024
depositirt	w3_d117e15027
befindliche	w5_d117e15030
Geld	w7_d117e15033
behörig	w9_d117e15036
verabfolget	w1_d117e15041
werden	w3_d117e15044
wurde.	w5_d117e15047
</p>
<p id="p10_d117e15052">
Auf	w1_d117e15056
Verordnung	w3_d117e15059
eines	w5_d117e15062
Löbl.	w7_d117e15065
Landmar	w9_d117e15068
schallischen	w1_d117e15073
Gerichts	w3_d117e15076
werden	w5_d117e15079
den	w7_d117e15082
23.	w9_d117e15085
dies	w11_d117e15088
Monats	w1_d117e15093
und	w3_d117e15096
folgende	w5_d117e15099
Täge	w7_d117e15102
frühe	w9_d117e15105
von	w11_d117e15108
9.	w13_d117e15112
bis	w15_d117e15115
12.	w1_d117e15121
Uhr,	w3_d117e15124
und	w5_d117e15127
Nachmittag	w7_d117e15130
von	w9_d117e15133
3.	w11_d117e15136
bis	w13_d117e15140
6.	w15_d117e15143
Uhr,	w17_d117e15146
auf	w1_d117e15151
dem	w3_d117e15154
Hof	w5_d117e15157
in	w7_d117e15160
der	w9_d117e15163
grossen	w11_d117e15166
Wein=trauben	w13_d117e15170
im	w1_d117e15175
2ten	w3_d117e15178
Stock,	w5_d117e15181
die	w7_d117e15184
hinterlassene	w9_d117e15187
kostbare	w11_d117e15190
Gräfl	w1_d117e15195
Stellaische	w3_d117e15198
Mahlereyen,	w5_d117e15201
von	w7_d117e15204
sehr	w9_d117e15207
be	w11_d117e15210
rühmten	w1_d117e15216
Meistern,	w3_d117e15219
nebst	w5_d117e15222
einig	w7_d117e15225
vorhandenen	w9_d117e15228
Silber	w1_d117e15233
und	w3_d117e15236
Effecten,	w5_d117e15239
wie	w7_d117e15242
auch	w9_d117e15245
die	w11_d117e15248
aus	w13_d117e15252
sehr	w15_d117e15255
guten	w1_d117e15260
Büchern	w3_d117e15263
von	w5_d117e15266
unterschiedlichen	w7_d117e15269
Gat	w9_d117e15272
tung	w1_d117e15277
bestehende	w3_d117e15280
Bibliothec	w5_d117e15283
(wovon	w7_d117e15286
der	w9_d117e15289
Cata	w11_d117e15292
logus	w1_d117e15298
in	w3_d117e15301
ersagtem	w5_d117e15304
Hauß	w7_d117e15307
zu	w9_d117e15310
auf	w11_d117e15313
derhohen	w13_d117e15317
Bru	w15_d117e15320
cken	w1_d117e15325
bey	w3_d117e15328
dem	w5_d117e15331
goldenen	w7_d117e15334
Vluß	w9_d117e15337
gratis	w11_d117e15340
zu	w13_d117e15344
bekom	w15_d117e15347
men	w1_d117e15352
ist)	w3_d117e15355
dem	w5_d117e15358
Meistbietenden	w7_d117e15361
licitando	w9_d117e15364
ver	w11_d117e15367
auffet	w1_d117e15372
werden.	w3_d117e15375
</p>
<p id="p12_d117e15379">
NB.	w1_d117e15383
Es	w3_d117e15386
ist	w5_d117e15389
täglich	w7_d117e15392
zu	w9_d117e15395
verlassen,	w11_d117e15398
oder	w13_d117e15402
zu	w15_d117e15405
verkauffen	w1_d117e15410
das	w3_d117e15413
in	w5_d117e15416
der	w7_d117e15419
Alster=gassen	w9_d117e15422
gelegene	w11_d117e15425
Peteneggisch,	w1_d117e15430
ehehin	w3_d117e15433
genannt	w5_d117e15436
Klerfische	w7_d117e15439
Haus	w1_d117e15445
samt	w3_d117e15448
Garten,	w5_d117e15451
mit	w7_d117e15454
oder	w9_d117e15457
ohne	w11_d117e15460
Mobilien;	w1_d117e15465
ingleichen	w3_d117e15468
ein	w5_d117e15471
ganz	w7_d117e15474
neuer	w9_d117e15477
nie	w11_d117e15480
ge	w13_d117e15484
brauchter	w1_d117e15489
vier=sitziger	w3_d117e15492
Wagen	w5_d117e15495
mit	w7_d117e15498
roten	w9_d117e15501
Plusch,	w1_d117e15506
samt	w3_d117e15509
Sitz=decken,	w5_d117e15512
und	w7_d117e15515
für	w9_d117e15518
zwey	w11_d117e15521
Pferde	w1_d117e15527
gehörige	w3_d117e15530
seidene	w5_d117e15533
Schnür	w7_d117e15536
und	w9_d117e15539
Quasten,	w11_d117e15542
ingleichen	w1_d117e15547
ein	w3_d117e15550
zwey=sitziger	w5_d117e15553
roter	w7_d117e15556
Stadt=wagen,	w9_d117e15559
wie	w1_d117e15564
auch	w3_d117e15567
ein	w5_d117e15570
zwey=sitziger	w7_d117e15573
grauer	w9_d117e15576
Reise=wagen,	w11_d117e15579
wessenthalben,	w1_d117e15584
in	w3_d117e15587
der	w5_d117e15590
Wollzeil	w7_d117e15593
in	w9_d117e15596
dem	w11_d117e15599
Krausisch,	w1_d117e15605
ehehin	w3_d117e15608
genannt	w5_d117e15611
Fabrischen	w7_d117e15614
Haus	w9_d117e15617
im	w1_d117e15622
ersten	w3_d117e15625
Stock	w5_d117e15628
bey	w7_d117e15631
Hrn.	w9_d117e15634
von	w11_d117e15637
Klerf	w13_d117e15641
sich	w15_d117e15644
anzu	w17_d117e15647
melden	w1_d117e15652
ist.	w3_d117e15655
</p>
<p id="p14_d117e15658">
Jn	w1_d117e15662
dem	w3_d117e15665
Freyherrlichen	w5_d117e15668
Stillfridischen	w7_d117e15671
Haus	w1_d117e15676
in	w3_d117e15679
der	w5_d117e15682
obern	w7_d117e15685
Bäcker=straß	w9_d117e15688
ist	w11_d117e15691
zu	w13_d117e15695
St.	w15_d117e15698
Georgii	w1_d117e15703
nächst=künftig	w3_d117e15706
der	w5_d117e15709
ganze	w7_d117e15712
anderte	w9_d117e15715
Stock	w1_d117e15721
mit	w3_d117e15724
11.	w5_d117e15727
Zimmern,	w7_d117e15730
und	w9_d117e15733
der	w11_d117e15736
dritte	w13_d117e15740
Stock	w1_d117e15745
unter	w3_d117e15748
dem	w5_d117e15751
Dach	w7_d117e15754
mit	w9_d117e15757
8.	w11_d117e15760
Zimmern,	w13_d117e15764
einer	w1_d117e15769
Kuchel,	w3_d117e15772
und	w5_d117e15775
Speiß,	w7_d117e15778
samt	w9_d117e15781
Boden	w11_d117e15784
unter	w13_d117e15788
dem	w1_d117e15793
Dach=stuhl,	w3_d117e15796
wie	w5_d117e15799
auch	w7_d117e15802
2.	w9_d117e15805
Stal	w11_d117e15808
lungen	w1_d117e15814
auf	w3_d117e15817
14.	w5_d117e15820
Pferde	w7_d117e15823
im	w9_d117e15826
Haus,	w11_d117e15829
und	w13_d117e15833
auf	w15_d117e15836
8.	w17_d117e15839
Pferd	w1_d117e15844
gleich	w3_d117e15847
darneben	w5_d117e15850
ausser	w7_d117e15853
dem	w9_d117e15856
Haus	w11_d117e15859
(welch	w13_d117e15863
letzterer	w1_d117e15868
Stall	w3_d117e15871
jedoch	w5_d117e15874
auch	w7_d117e15877
allein	w9_d117e15880
verlassen	w11_d117e15883
wurde)	w1_d117e15888
eine	w3_d117e15891
geschlossene	w5_d117e15894
Stellung	w7_d117e15897
auf	w9_d117e15900
3.	w11_d117e15903
Wägen,	w1_d117e15909
ein	w3_d117e15912
Heu	w5_d117e15915
und	w7_d117e15918
Holz=gewölb,	w9_d117e15921
nebst	w11_d117e15924
noch	w1_d117e15929
einem	w3_d117e15932
Verschlag	w5_d117e15935
auf	w7_d117e15938
10.	w9_d117e15941
Klafter	w11_d117e15944
Holz,	w13_d117e15948
und	w1_d117e15953
ein	w3_d117e15956
Keller	w5_d117e15959
auf	w7_d117e15962
100.	w9_d117e15965
Emer	w11_d117e15968
Wein	w13_d117e15972
zu	w15_d117e15975
ver	w17_d117e15978
lassen,	w1_d117e15983
wem	w3_d117e15986
nun	w5_d117e15989
diese	w7_d117e15992
Wohnung,	w9_d117e15995
und	w11_d117e15998
was	w1_d117e16004
darzu	w3_d117e16007
gehöret,	w5_d117e16010
zu	w7_d117e16013
bestehen	w9_d117e16016
beliebe	w11_d117e16019
te,	w1_d117e16024
der	w3_d117e16027
hat	w5_d117e16030
sich	w7_d117e16033
bey	w9_d117e16036
dem	w11_d117e16039
Gräflich	w13_d117e16043
Herber	w15_d117e16046
steinischen	w1_d117e16051
Administrations=güter	w3_d117e16054
Jnspetore	w5_d117e16057
Herrn	w1_d117e16062
Buchberg	w3_d117e16065
im	w5_d117e16068
alt	w7_d117e16071
Herbersteinischen	w9_d117e16074
</p>
<p id="p16_d117e16077">
haus	w1_d117e16081
auf	w3_d117e16084
der	w5_d117e16087
hohen	w7_d117e16090
Brucken	w9_d117e16093
im	w11_d117e16096
3ten	w13_d117e16100
Stock	w15_d117e16103
anzumelden.	w1_d117e16108
</p>
<p id="p18_d117e16111">
NB.	w1_d117e16115
Es	w3_d117e16118
werden	w5_d117e16121
auf	w7_d117e16124
das	w9_d117e16127
künftige	w11_d117e16130
Monat,	w13_d117e16134
als	w1_d117e16139
den	w3_d117e16142
7.	w5_d117e16145
Martii	w7_d117e16148
bey	w9_d117e16151
dem	w11_d117e16154
Löbl.	w13_d117e16158
Hof=gericht	w15_d117e16161
Schotten,	w1_d117e16166
verschiedene	w3_d117e16169
schöne	w5_d117e16172
Histori	w7_d117e16175
und	w9_d117e16178
andere	w1_d117e16184
Bilder	w3_d117e16187
(worunter	w5_d117e16190
sich	w7_d117e16193
Viere	w9_d117e16196
zu	w11_d117e16199
5.	w13_d117e16203
bis	w15_d117e16206
9.	w1_d117e16211
Schuhe	w3_d117e16214
in	w5_d117e16217
der	w7_d117e16220
Länge,	w9_d117e16223
und	w11_d117e16226
Breite	w13_d117e16230
befinden)	w15_d117e16233
licitando	w1_d117e16238
hindann	w3_d117e16241
gegeben	w5_d117e16244
werden,	w7_d117e16247
wer	w9_d117e16250
solche	w11_d117e16253
ehender	w1_d117e16258
zu	w3_d117e16261
sehen	w5_d117e16264
anverlanget,	w7_d117e16267
hat	w9_d117e16270
sich	w11_d117e16273
in	w13_d117e16277
der	w15_d117e16280
Wollzeil	w1_d117e16286
bey	w3_d117e16289
dem	w5_d117e16292
Strobel=kopf	w7_d117e16295
im	w9_d117e16298
3ten	w11_d117e16301
Stock	w13_d117e16305
bey	w1_d117e16310
dem	w3_d117e16313
Herrn	w5_d117e16316
Löwen	w7_d117e16319
anzumelden.	w9_d117e16322
</p>
<p id="p20_d117e16325">
NB.	w1_d117e16329
Den	w3_d117e16332
9ten	w5_d117e16335
Martii	w7_d117e16338
dies	w9_d117e16341
1757zigsten	w11_d117e16344
Jahrs	w1_d117e16349
wird	w3_d117e16352
in	w5_d117e16355
der	w7_d117e16358
Landes=fürstl.	w9_d117e16361
Stadt	w11_d117e16364
Bruck	w1_d117e16369
an	w3_d117e16372
der	w5_d117e16375
Leytha	w7_d117e16378
die	w9_d117e16381
Gemeiner	w11_d117e16384
Stadt	w13_d117e16388
zugehörig,	w1_d117e16394
jenseits	w3_d117e16397
der	w5_d117e16400
Leytha	w7_d117e16403
ligende	w9_d117e16406
Fisch	w11_d117e16409
budl,	w1_d117e16414
samt	w3_d117e16417
dem,	w5_d117e16420
nahe	w7_d117e16423
an	w9_d117e16426
der	w11_d117e16429
oberen	w13_d117e16433
Stadt	w15_d117e16436
mühl,	w1_d117e16441
befindlichen	w3_d117e16444
Fisch=wasser,	w5_d117e16447
nebst	w7_d117e16450
einer	w9_d117e16453
Wiesen,	w1_d117e16458
und	w3_d117e16461
dem	w5_d117e16464
sogenannten	w7_d117e16467
Cardée	w9_d117e16470
plus	w11_d117e16473
offerenti	w1_d117e16479
in	w3_d117e16482
Bestand	w5_d117e16485
verlassen	w7_d117e16488
werden,	w9_d117e16491
und	w11_d117e16494
werden	w1_d117e16499
die	w3_d117e16502
hierzu	w5_d117e16505
Lust=tragende	w7_d117e16508
an	w9_d117e16511
obbemeld	w11_d117e16514
ten	w1_d117e16519
Tag,	w3_d117e16522
fruhe	w5_d117e16525
um	w7_d117e16528
8.	w9_d117e16531
Uhr,	w11_d117e16534
auf	w13_d117e16538
dem	w15_d117e16541
Raht	w17_d117e16544
haus	w1_d117e16549
daselbst	w3_d117e16552
zu	w5_d117e16555
erscheinen	w7_d117e16558
haben.	w9_d117e16561
</p>
<p id="p22_d117e16564">
NB.	w1_d117e16568
Es	w3_d117e16571
ist	w5_d117e16574
ein	w7_d117e16577
Vier=sitziger	w9_d117e16580
Reiß=wagen	w11_d117e16583
mit	w13_d117e16587
grauen	w1_d117e16592
Tuch	w3_d117e16595
gefürtert,	w5_d117e16598
ingleichen	w7_d117e16601
ein	w9_d117e16604
Pack	w11_d117e16607
wagen	w1_d117e16612
zu	w3_d117e16615
verkauffen,	w5_d117e16618
sie	w7_d117e16621
seynd	w9_d117e16624
beede	w11_d117e16627
von	w13_d117e16631
Eisen,	w1_d117e16637
und	w3_d117e16640
Holz	w5_d117e16643
dauerhaft	w7_d117e16646
gemacht,	w9_d117e16649
und	w11_d117e16652
wenig	w1_d117e16657
gebraucht	w3_d117e16660
worden;	w5_d117e16663
eine	w7_d117e16666
weitere	w9_d117e16669
Aus	w11_d117e16672
kunft	w1_d117e16677
kan	w3_d117e16680
in	w5_d117e16683
dem	w7_d117e16686
Spittl=haus	w9_d117e16689
auf	w11_d117e16692
dem	w13_d117e16696
neuen	w15_d117e16699
Markt	w1_d117e16704
im	w3_d117e16707
anderten	w5_d117e16710
Stock	w7_d117e16713
eingeholet	w9_d117e16716
wer	w11_d117e16719
den.	w1_d117e16725
</p>
<p id="p24_d117e16729">
Den	w1_d117e16733
17.	w3_d117e16736
dieses	w5_d117e16739
Monats	w7_d117e16742
Februarii,	w9_d117e16745
fruhe	w11_d117e16748
von	w1_d117e16753
9.	w3_d117e16756
bis	w5_d117e16759
12.	w7_d117e16762
und	w9_d117e16765
Nachmittag	w11_d117e16768
von	w13_d117e16772
3.	w15_d117e16775
bis	w17_d117e16778
6.	w1_d117e16783
Uhr,	w3_d117e16786
werden	w5_d117e16789
in	w7_d117e16792
der	w9_d117e16795
Kruger=strassen	w11_d117e16798
in	w13_d117e16802
dem	w1_d117e16808
Riemerischen	w3_d117e16811
Haus	w5_d117e16814
im	w7_d117e16817
dritten	w9_d117e16820
Stock	w11_d117e16823
verschiedene	w1_d117e16828
Verlassenschafts=effecten,	w3_d117e16831
als	w5_d117e16834
etwas	w1_d117e16839
Silber,	w3_d117e16842
dann	w5_d117e16845
Manns=kleider,	w7_d117e16848
wäsche	w9_d117e16851
wie	w1_d117e16856
auch	w3_d117e16859
schöne	w5_d117e16862
Bilder,	w7_d117e16865
verschiedenes	w9_d117e16868
Gewehr,	w1_d117e16874
Zinn,	w3_d117e16877
Meßing,	w5_d117e16880
Kupfer	w7_d117e16883
Spie	w9_d117e16886
gel,	w1_d117e16891
Sessel,	w3_d117e16894
Uhren,	w5_d117e16897
Behter,	w7_d117e16900
Kästen,	w9_d117e16903
Tisch,	w1_d117e16908
und	w3_d117e16911
andere	w5_d117e16914
Haus=mobilien,	w7_d117e16917
und	w9_d117e16920
Ef	w11_d117e16923
fecten	w1_d117e16928
licitando	w3_d117e16931
dem	w5_d117e16934
Meist=bietenden	w7_d117e16937
gegen	w9_d117e16940
baarer	w1_d117e16946
Bezahlung	w3_d117e16949
verkauffet	w5_d117e16952
werden.	w7_d117e16955
</p>
<p id="p26_d117e16958">
Es	w1_d117e16962
seynd	w3_d117e16965
drey	w5_d117e16968
stattliche	w7_d117e16971
Reit=pferde,	w9_d117e16974
Engländer,	w1_d117e16979
nämlich	w3_d117e16982
ein	w5_d117e16985
Rapp,	w7_d117e16988
und	w9_d117e16991
zwey	w11_d117e16994
Braun	w1_d117e16999
zu	w3_d117e17002
verkauffen,	w5_d117e17005
wer	w7_d117e17008
nun	w9_d117e17011
solche	w11_d117e17014
zu	w13_d117e17018
er	w15_d117e17021
kauffen	w1_d117e17027
Belieben	w3_d117e17030
traget,	w5_d117e17033
der	w7_d117e17036
hat	w9_d117e17039
sich	w11_d117e17042
bey	w13_d117e17046
dem	w15_d117e17049
Gräflich	w1_d117e17054
Herbersteinischen	w3_d117e17057
Administrations	w5_d117e17060
</p>
<p id="p32_d117e17073">
güter=Jnspectote,	w1_d117e17077
Herrn	w3_d117e17080
Buchberg,	w5_d117e17083
im	w7_d117e17086
alt	w1_d117e17091
Herbersteinischen	w3_d117e17094
Haus	w5_d117e17097
auf	w7_d117e17100
der	w9_d117e17103
hohen	w11_d117e17106
Brucken	w1_d117e17111
im	w3_d117e17114
3ten	w5_d117e17117
Stock	w7_d117e17120
anzumelden.	w9_d117e17123
</p>
<p id="p34_d117e17126">
Auf	w1_d117e17130
zukünftigen	w3_d117e17133
St.	w5_d117e17136
Georgii	w7_d117e17139
ist	w9_d117e17142
in	w11_d117e17145
dem	w13_d117e17149
grossen	w1_d117e17154
roten	w3_d117e17157
Krebsen,	w5_d117e17160
nächst	w7_d117e17163
denen	w9_d117e17166
7.	w11_d117e17169
Bü	w13_d117e17173
chern,	w1_d117e17178
der	w3_d117e17181
erste	w5_d117e17184
Stock,	w7_d117e17187
welcher	w9_d117e17190
durchaus	w11_d117e17193
neu	w1_d117e17199
repariret,	w3_d117e17202
und	w5_d117e17205
allerdings	w7_d117e17208
commod	w9_d117e17211
für	w11_d117e17214
eine	w1_d117e17219
grosse	w3_d117e17222
Herrschaft,	w5_d117e17225
oder	w7_d117e17228
Gefandtschaft	w9_d117e17231
mit	w1_d117e17236
Herrschaftlicher	w3_d117e17239
Kuchel,	w5_d117e17242
Keller,	w7_d117e17245
Holz	w9_d117e17248
gewölb,	w1_d117e17253
Pferd=stall,	w3_d117e17256
und	w5_d117e17259
Wagen=schupfen	w7_d117e17262
gut	w1_d117e17268
versehen,	w3_d117e17271
bis	w5_d117e17274
auf	w7_d117e17277
zwey	w9_d117e17280
kleine	w11_d117e17283
Wohnungen,	w13_d117e17287
wie	w1_d117e17292
auch	w3_d117e17295
zwey	w5_d117e17298
gemeine	w7_d117e17301
Wohnungen	w9_d117e17304
zu	w11_d117e17307
ebener	w13_d117e17311
Erden	w1_d117e17316
zu	w3_d117e17319
verlassen,	w5_d117e17322
und	w7_d117e17325
sich	w9_d117e17328
dessentwgen	w11_d117e17331
bey	w1_d117e17336
aldasigen	w3_d117e17339
Haus=meister	w5_d117e17342
um	w7_d117e17345
weitere	w9_d117e17348
Ad	w11_d117e17351
dresse	w1_d117e17357
anzume	w3_d117e17360
</p>
<p id="p36_d117e17364">
Auf	w1_d117e17368
nächst=lüftigen	w3_d117e17371
Mentag,	w5_d117e17374
als	w7_d117e17377
den	w9_d117e17380
14.	w1_d117e17385
Februarii	w3_d117e17388
werden	w5_d117e17391
auf	w7_d117e17394
dem	w9_d117e17397
alten	w11_d117e17400
Baurn	w13_d117e17404
markt,	w1_d117e17409
in	w3_d117e17412
dem	w5_d117e17415
Gundianischen	w7_d117e17418
Haus	w9_d117e17421
im	w11_d117e17424
3ten	w13_d117e17428
Stock	w1_d117e17434
verschiedene	w3_d117e17437
Mobilien,	w5_d117e17440
als	w7_d117e17443
Geschmuck	w9_d117e17446
Silber,	w1_d117e17451
schöne	w3_d117e17454
