<doc id="wr_1760-05-03" attrs="word" year="1760" month="05" day="03" corpus="2">
<head id="h2_d446e3161">
Neu=pork	w1_d446e3165
Zeit	w15_d446e14023
der	w17_d446e14026
Affigirung	w1_d446e14032
dieses	w3_d446e14035
Edicts	w5_d446e14038
anzurechnen,	w7_d446e14041
sich	w9_d446e14044
nie	w11_d446e14047
mand	w1_d446e14052
zu	w3_d446e14055
obiger	w5_d446e14058
in	w7_d446e14061
Verstoß	w9_d446e14064
geratenen	w11_d446e14067
der	w13_d446e14071
frey	w15_d446e14074
herrlich=von	w1_d446e14079
Risenfelsischen	w3_d446e14082
Herrschaft	w5_d446e14085
Seisenegg	w7_d446e14088
zugeschriebenen	w1_d446e14093
Stadt=banco=obligation	w3_d446e14096
pr.	w5_d446e14099
1000.	w7_d446e14102
fl.	w1_d446e14108
rechtlichen	w3_d446e14111
legitimiren,	w5_d446e14114
oder	w7_d446e14117
solche	w9_d446e14120
in	w11_d446e14123
Ori	w13_d446e14127
ginali	w1_d446e14132
produciren	w3_d446e14135
wurde,	w5_d446e14138
selbe	w7_d446e14141
alsdann	w9_d446e14144
für	w11_d446e14147
null	w13_d446e14151
und	w1_d446e14156
nichtig	w3_d446e14159
gehalten,	w5_d446e14162
folgsam	w7_d446e14165
nach	w9_d446e14168
Verfliessung	w11_d446e14171
besagten	w1_d446e14176
Termins	w3_d446e14179
eine	w5_d446e14182
neue	w7_d446e14185
derley	w9_d446e14188
Obligation	w11_d446e14191
auf	w1_d446e14197
vorberührte	w3_d446e14200
Summam	w5_d446e14203
ausgefertiget	w7_d446e14206
werden	w9_d446e14209
solle.	w1_d446e14214
</p>
<p id="p14_d446e14217">
Von	w1_d446e14221
der	w3_d446e14224
N.	w5_d446e14227
Oe.	w7_d446e14230
Regierung	w9_d446e14233
wegen	w11_d446e14236
wird	w13_d446e14240
mit	w15_d446e14243
zegenwärtig	w1_d446e14248
offenem	w3_d446e14251
Edict	w5_d446e14254
jedermanniglich	w7_d446e14257
so	w9_d446e14260
wohl	w1_d446e14265
An	w3_d446e14268
als	w5_d446e14271
Abwesenden,	w7_d446e14274
deme	w9_d446e14277
daran	w11_d446e14280
gelegen,	w13_d446e14284
kund	w1_d446e14290
und	w3_d446e14293
zu	w5_d446e14296
wissen	w7_d446e14299
gemacht:	w9_d446e14302
</p>
<p id="p16_d446e14305">
Es	w1_d446e14309
habe	w3_d446e14312
Regierung	w5_d446e14315
nach	w7_d446e14318
erfolgt	w9_d446e14321
tödlichen	w11_d446e14324
Hin	w13_d446e14328
kritt	w1_d446e14333
weyl.	w3_d446e14336
Elisabeth	w5_d446e14339
Catharina	w7_d446e14342
Friderichin,	w9_d446e14345
Witt	w11_d446e14348
we,	w1_d446e14353
zu	w3_d446e14356
Erfindung	w5_d446e14359
desselben	w7_d446e14362
etwa	w9_d446e14365
vorhandenen	w11_d446e14368
Æris	w1_d446e14374
alieni,	w3_d446e14377
folgends	w5_d446e14380
auch	w7_d446e14383
zu	w9_d446e14386
sicherer	w11_d446e14389
Abhand	w13_d446e14393
lung	w1_d446e14398
solcher	w3_d446e14401
Verlassenschaft	w5_d446e14404
für	w7_d446e14407
nöhtig	w9_d446e14410
befunden	w11_d446e14413
die	w1_d446e14418
sammentliche	w3_d446e14421
sowol	w5_d446e14424
in	w7_d446e14427
als	w9_d446e14430
ausser	w11_d446e14433
Land	w13_d446e14437
be	w15_d446e14440
findliche	w1_d446e14445
Friederichische	w3_d446e14448
Glaubiger	w5_d446e14451
zu	w7_d446e14454
Anmeld	w9_d446e14457
und	w1_d446e14463
Liquidirung	w3_d446e14466
ihrer	w5_d446e14469
an	w7_d446e14472
widerholte	w9_d446e14475
Friederichi	w11_d446e14478
sche	w1_d446e14483
Verlassenschaft	w3_d446e14486
zu	w5_d446e14489
stellen	w7_d446e14492
habender	w9_d446e14495
Sprüch	w11_d446e14498
und	w1_d446e14503
Forderungen	w3_d446e14506
gerichtlich	w5_d446e14509
vorzuhalten,	w7_d446e14512
und	w9_d446e14515
einzuberuffen,	w1_d446e14520
zu	w3_d446e14523
welchem	w5_d446e14526
Ende	w7_d446e14529
denenselben	w9_d446e14532
der	w11_d446e14535
8te	w1_d446e14541
Tag	w3_d446e14544
des	w5_d446e14547
künftigen	w7_d446e14550
Monats	w9_d446e14553
Julii	w11_d446e14556
dies	w13_d446e14560
Jahrs	w15_d446e14563
Nachmittag	w1_d446e14568
um	w3_d446e14571
4.	w5_d446e14574
Uhr	w7_d446e14577
zur	w9_d446e14580
gewöhnlichen	w11_d446e14583
Con	w13_d446e14587
Bocations	w1_d446e14592
und	w3_d446e14595
Anmeldungs=tagsatzung,	w5_d446e14598
zu	w7_d446e14601
all	w9_d446e14604
end	w11_d446e14607
licher	w1_d446e14612
Frist	w3_d446e14615
anberaumet	w5_d446e14618
worden.	w7_d446e14621
</p>
<p id="p18_d446e14624">
Solchemnach	w1_d446e14628
werden	w3_d446e14631
alle	w5_d446e14634
und	w7_d446e14637
jede,	w9_d446e14640
welche	w11_d446e14643
bey	w13_d446e14647
gedacht	w1_d446e14652
Elisabeth	w3_d446e14655
Catharina	w5_d446e14658
Friderichischen	w7_d446e14661
Ver	w9_d446e14664
lassenschaft	w1_d446e14669
um	w3_d446e14672
rechtmaßiger	w5_d446e14675
Forderung	w7_d446e14678
willen	w9_d446e14681
einige	w1_d446e14687
Sprüch	w3_d446e14690
haben,	w5_d446e14693
oder	w7_d446e14696
zu	w9_d446e14699
haben	w11_d446e14702
vermeinen,	w13_d446e14706
an	w1_d446e14711
obbestimten	w3_d446e14714
Tag	w5_d446e14717
und	w7_d446e14720
Stund	w9_d446e14723
vor	w11_d446e14726
Regierung	w13_d446e14730
in	w1_d446e14735
der	w3_d446e14738
daselbst	w5_d446e14741
zu	w7_d446e14744
solchem	w9_d446e14747
Ende	w11_d446e14750
offen	w13_d446e14754
haltenden	w15_d446e14757
Commißions=stuben	w1_d446e14762
entweder	w3_d446e14765
selbst	w5_d446e14768
persönlich,	w7_d446e14771
oder	w1_d446e14777
durch	w3_d446e14780
hierzu	w5_d446e14783
genugsam	w7_d446e14786
gevollmächtigte	w9_d446e14789
Ge	w11_d446e14792
walt=tragere	w1_d446e14797
alsogewiß	w3_d446e14800
zu	w5_d446e14803
erscheinen,	w7_d446e14806
und	w9_d446e14809
ihre	w11_d446e14812
an	w13_d446e14816
solche	w1_d446e14821
Verlassenschaft	w3_d446e14824
habende	w5_d446e14827
Anforderungen	w7_d446e14830
an	w9_d446e14833
zumelden,	w1_d446e14838
auch	w3_d446e14841
rechtlich	w5_d446e14844
zu	w7_d446e14847
liquidiren	w9_d446e14850
haben,	w11_d446e14853
als	w13_d446e14857
im	w1_d446e14863
widrigen	w3_d446e14866
die	w5_d446e14869
Abhandlung	w7_d446e14872
gleichwolen	w9_d446e14875
vorge	w11_d446e14878
nommen,	w1_d446e14883
und	w3_d446e14886
ungehindert	w5_d446e14889
deren	w7_d446e14892
etwa	w9_d446e14895
verhande	w11_d446e14898
nen	w1_d446e14903
Glaubigern,	w3_d446e14906
so	w5_d446e14909
sich	w7_d446e14912
mit	w9_d446e14915
ihren	w11_d446e14918
Anforderun	w13_d446e14922
gen	w1_d446e14927
in	w3_d446e14930
bestimter	w5_d446e14933
Zeit	w7_d446e14936
nicht	w9_d446e14939
angemeldet,	w11_d446e14942
solche	w13_d446e14946
Verlassenschaft	w1_d446e14952
denen	w3_d446e14955
sich	w5_d446e14958
bereits	w7_d446e14961
hervorgethanen	w9_d446e14964
Elisabeth	w1_d446e14969
Catharina	w3_d446e14972
Friedrichischen	w5_d446e14975
Jntestat=erben	w7_d446e14978
eingeantwortet,	w1_d446e14983
auch	w3_d446e14986
ansonsten	w5_d446e14989
ex	w7_d446e14992
Officio	w9_d446e14995
vorge	w11_d446e14998
kehret	w1_d446e15003
werden	w3_d446e15006
solle,	w5_d446e15009
was	w7_d446e15012
rechtens	w9_d446e15015
ist.	w11_d446e15018
Wornach	w13_d446e15022
sich	w1_d446e15028
also	w3_d446e15031
ein	w5_d446e15034
jeder	w7_d446e15037
zu	w9_d446e15040
richten	w11_d446e15043
wissen	w13_d446e15047
wird.	w15_d446e15050
So	w17_d446e15053
beschehen	w1_d446e15058
Wien	w3_d446e15061
den	w5_d446e15064
15ten	w7_d446e15067
Martii	w9_d446e15070
1760.	w11_d446e15073
</p>
<p id="p20_d446e15076">
Es	w1_d446e15080
ist	w3_d446e15083
ein	w5_d446e15086
Wagen	w7_d446e15089
auf	w9_d446e15092
zwey	w11_d446e15095
Personen	w13_d446e15099
zu	w15_d446e15102
ver	w17_d446e15105
kauffen,	w1_d446e15110
mit	w3_d446e15113
grauen	w5_d446e15116
Tuch	w7_d446e15119
gefütert,	w9_d446e15122
die	w11_d446e15125
Sitz	w13_d446e15129
decken	w1_d446e15134
samt	w3_d446e15137
denen	w5_d446e15140
2.	w7_d446e15143
Haupt=riemen	w9_d446e15146
und	w11_d446e15149
das	w13_d446e15153
Gestell	w15_d446e15156
ist	w1_d446e15162
ganz	w3_d446e15165
neu,	w5_d446e15168
worbey	w7_d446e15171
auch	w9_d446e15174
die	w11_d446e15177
alten	w13_d446e15181
Räder,	w15_d446e15184
wel	w17_d446e15187
che	w1_d446e15192
noch	w3_d446e15195
gut	w5_d446e15198
seynd.	w7_d446e15201
Jst	w9_d446e15204
zu	w11_d446e15207
sehen	w13_d446e15211
zu	w15_d446e15214
Gumpendorf	w17_d446e15217
bey	w1_d446e15222
dem	w3_d446e15225
Sattler=meister.	w5_d446e15228
</p>
<p id="p22_d446e15231">
Es	w1_d446e15235
werden	w3_d446e15238
auf	w5_d446e15241
Hochlöbl.	w7_d446e15244
Regierungsverord	w9_d446e15247
nung	w1_d446e15252
den	w3_d446e15255
8.	w5_d446e15258
des	w7_d446e15261
Monats	w9_d446e15264
May,	w11_d446e15267
bey	w13_d446e15271
der	w15_d446e15274
blauen	w17_d446e15277
Flaschen	w1_d446e15282
auf	w3_d446e15285
dem	w5_d446e15288
Stock	w7_d446e15291
am	w9_d446e15294
Eisen=platz	w11_d446e15297
alhier,	w13_d446e15301
über	w1_d446e15307
die	w3_d446e15310
Haupt=stiegen	w5_d446e15313
im	w7_d446e15316
2.	w9_d446e15319
Stock	w11_d446e15322
Vormittaz	w13_d446e15326
von	w1_d446e15331
9.	w3_d446e15334
bis	w5_d446e15337
12.,	w7_d446e15340
und	w9_d446e15343
Nachmittag	w11_d446e15346
von	w13_d446e15350
3.	w15_d446e15353
bis	w17_d446e15356
6.	w19_d446e15359
Uhr	w1_d446e15364
verschiedene	w3_d446e15367
Verlassenschafts=effecten,	w5_d446e15370
als	w7_d446e15373
ei	w9_d446e15376
niges	w1_d446e15381
Silber,	w3_d446e15384
ein	w5_d446e15387
goldene	w7_d446e15390
Sack	w9_d446e15393
und	w11_d446e15396
eine	w13_d446e15400
Stock	w15_d446e15403
uhr,	w1_d446e15409
eine	w3_d446e15412
gespitzte	w5_d446e15415
Hof=garnitur,	w7_d446e15418
samt	w9_d446e15421
Hof=kleid,	w11_d446e15424
nebst	w1_d446e15429
anderen	w3_d446e15432
Frauen=kleidern,	w5_d446e15435
Tisch,	w7_d446e15438
Sessel,	w9_d446e15441
Canape,	w1_d446e15446
und	w3_d446e15449
übrigen	w5_d446e15452
Mobilien,	w7_d446e15455
dem	w9_d446e15458
Meistbie	w11_d446e15461
tenden	w1_d446e15466
hindann	w3_d446e15469
gelassen	w5_d446e15472
werden.	w7_d446e15475
</p>
<p id="p24_d446e15479">
Von	w1_d446e15483
der	w3_d446e15486
Canzley	w5_d446e15489
der	w7_d446e15492
Hochgräfl.	w9_d446e15495
Niclas	w11_d446e15498
Palf	w13_d446e15502
fyschen	w1_d446e15507
Herrschaft	w3_d446e15510
Krumbach,	w5_d446e15513
wird	w7_d446e15516
in	w9_d446e15519
dem	w11_d446e15522
ein	w13_d446e15526
und	w1_d446e15531
ein	w3_d446e15534
halbe	w5_d446e15537
Stund	w7_d446e15540
von	w9_d446e15543
der	w11_d446e15546
Wienerischen	w13_d446e15550
Neu	w15_d446e15553
stadt	w1_d446e15559
entlegenen	w3_d446e15562
Ort	w5_d446e15565
Sauberstorf,	w7_d446e15568
den	w9_d446e15571
19.	w11_d446e15574
May	w13_d446e15578
das	w1_d446e15583
Bad=haus	w3_d446e15586
samt	w5_d446e15589
Gerechtigkeit,	w7_d446e15592
und	w9_d446e15595
einem	w11_d446e15598
Haus=gärtl	w1_d446e15603
dem	w3_d446e15606
Meistbietenden	w5_d446e15609
verkauffet	w7_d446e15612
wer	w9_d446e15615
den;	w1_d446e15620
wer	w3_d446e15623
nun	w5_d446e15626
solches	w7_d446e15629
zu	w9_d446e15632
erkauffen	w11_d446e15635
gedenket,	w13_d446e15639
hat	w15_d446e15642
an	w1_d446e15648
besagten	w3_d446e15651
Tag,	w5_d446e15654
Stund	w7_d446e15657
und	w9_d446e15660
Ort	w11_d446e15663
sich	w13_d446e15667
einzu	w15_d446e15670
finden.	w1_d446e15675
</p>
<p id="p26_d446e15678">
Wir	w1_d446e15682
Endes	w3_d446e15685
Gefertigte,	w5_d446e15688
von	w7_d446e15691
einem	w9_d446e15694
Löbl.	w11_d446e15697
Land	w13_d446e15701
marschallischen	w1_d446e15706
Gericht	w3_d446e15709
verordnete	w5_d446e15712
Commissarien	w7_d446e15715
fügen	w1_d446e15720
N.	w3_d446e15723
allen	w5_d446e15726
und	w7_d446e15729
jeden	w9_d446e15732
(so	w11_d446e15735
an	w13_d446e15739
weil.	w15_d446e15742
der	w17_d446e15745
Hoch	w19_d446e15748
und	w1_d446e15754
Wol=gebornen	w3_d446e15757
Frauen	w5_d446e15760
Josephä	w7_d446e15763
Antonia	w9_d446e15766
ver	w11_d446e15769
wittibten	w1_d446e15774
Gräfin	w3_d446e15777
von	w5_d446e15780
Schallenberg,	w7_d446e15783
gebornen	w9_d446e15786
Gräfin	w1_d446e15791
von	w3_d446e15794
Lamberg,	w5_d446e15797
seel.	w7_d446e15800
Verlassenschaft	w9_d446e15803
einige	w11_d446e15806
Sprüch	w1_d446e15811
und	w3_d446e15814
Anforderungen	w5_d446e15817
haben,	w7_d446e15820
oder	w9_d446e15823
zu	w11_d446e15826
ha	w13_d446e15830
</p>
<p id="p32_d446e15843">
den	w1_d446e15847
vermeinen,)	w3_d446e15850
hiemit	w5_d446e15853
zu	w7_d446e15856
wissen:	w9_d446e15859
welcherge	w11_d446e15862
stalten	w1_d446e15867
wir	w3_d446e15870
zufolge	w5_d446e15873
der	w7_d446e15876
untern	w9_d446e15879
24.	w11_d446e15882
Martii	w13_d446e15886
dies	w15_d446e15889
Jahrs	w1_d446e15894
an	w3_d446e15897
uns	w5_d446e15900
ergangenen	w7_d446e15903
gerichtlichen	w9_d446e15906
Auflag	w11_d446e15909
eine	w13_d446e15913
peremptorie	w1_d446e15919
clausulirte	w3_d446e15922
Convocatious	w5_d446e15925
und	w7_d446e15928
Liqui	w9_d446e15931
dations=tagsatzung	w1_d446e15936
auf	w3_d446e15939
den	w5_d446e15942
19.	w7_d446e15945
Junii	w9_d446e15948
dies	w11_d446e15951
Jahrs	w13_d446e15955
Nachmittags	w1_d446e15960
um	w3_d446e15963
2.	w5_d446e15966
Uhr	w7_d446e15969
in	w9_d446e15972
mein	w11_d446e15975
Landschrei	w13_d446e15979
ders	w1_d446e15984
in	w3_d446e15987
dem	w5_d446e15990
vorhin	w7_d446e15993
Zichinisch	w9_d446e15996
nun	w11_d446e15999
aber	w13_d446e16003
Harten	w15_d446e16006
bergischen	w1_d446e16012
Haus	w3_d446e16015
in	w5_d446e16018
der	w7_d446e16021
Wald=zeil	w9_d446e16024
im	w11_d446e16027
anderten	w13_d446e16031
Stock	w1_d446e16036
habenden	w3_d446e16039
Wohnung	w5_d446e16042
zu	w7_d446e16045
erscheinen,	w9_d446e16048
pro	w11_d446e16051
1mo.	w13_d446e16055
2do.	w1_d446e16060
ac	w3_d446e16063
ultimo	w5_d446e16066
termino	w7_d446e16069
bestimmet	w9_d446e16072
haben.	w11_d446e16075
</p>
<p id="p34_d446e16078">
Solchemnach	w1_d446e16082
werden	w3_d446e16085
alle	w5_d446e16088
und	w7_d446e16091
jede	w9_d446e16094
Jntereßirte,	w11_d446e16097
so	w1_d446e16102
an	w3_d446e16105
obbenannter	w5_d446e16108
Frauen	w7_d446e16111
Josephä	w9_d446e16114
Antoniä	w11_d446e16117
Grä	w13_d446e16121
fin	w1_d446e16126
von	w3_d446e16129
Schallenberg	w5_d446e16132
seel.	w7_d446e16135
Verlassenschaft	w9_d446e16138
Sprüch	w11_d446e16141
und	w1_d446e16147
Anforderung	w3_d446e16150
haben,	w5_d446e16153
oder	w7_d446e16156
zu	w9_d446e16159
haben	w11_d446e16162
vermei	w13_d446e16166
nen,	w1_d446e16171
an	w3_d446e16174
obgedachtem	w5_d446e16177
Tag,	w7_d446e16180
Stund,	w9_d446e16183
und	w11_d446e16186
Ort	w13_d446e16190
also	w1_d446e16195
gewiß	w3_d446e16198
persönlich,	w5_d446e16201
oder	w7_d446e16204
durch	w9_d446e16207
genugsam	w11_d446e16210
Ge	w13_d446e16214
vollmächtigte	w1_d446e16219
erscheinen,	w3_d446e16222
ihre	w5_d446e16225
Sprüch	w7_d446e16228
anmelden,	w9_d446e16231
und	w1_d446e16237
zugleich	w3_d446e16240
der	w5_d446e16243
Ordnung	w7_d446e16246
nach	w9_d446e16249
behörig	w11_d446e16252
liquidi	w13_d446e16256
ren;	w1_d446e16261
als	w3_d446e16264
im	w5_d446e16267
widrigen	w7_d446e16270
die	w9_d446e16273
Abhandlung	w11_d446e16276
vorgenom	w13_d446e16280
gen,	w1_d446e16285
hierüber	w3_d446e16288
ex	w5_d446e16291
officlo	w7_d446e16294
relationiret,	w9_d446e16297
denen	w11_d446e16300
Abwesenden	w1_d446e16305
aber	w3_d446e16308
das	w5_d446e16311
ewige	w7_d446e16314
Stillschweigen	w9_d446e16317
auf	w11_d446e16320
erlegt	w1_d446e16326
werden	w3_d446e16329
solle.	w5_d446e16332
</p>
<p id="p38_d446e16387">
Es	w1_d446e16391
ist	w3_d446e16394
auf	w5_d446e16397
der	w7_d446e16400
Mauer	w9_d446e16403
unweit	w11_d446e16406
Schönbrunn	w13_d446e16410
ein	w15_d446e16413
schön	w1_d446e16418
gebautes	w3_d446e16421
Haus,	w5_d446e16424
bestehend	w7_d446e16427
in	w9_d446e16430
einem	w11_d446e16433
grossen	w13_d446e16437
Saal,	w1_d446e16442
6.	w3_d446e16445
Zimmern,	w5_d446e16448
Kuchen,	w7_d446e16451
Keller,	w9_d446e16454
eine	w11_d446e16457
grosse	w1_d446e16463
Preß,	w3_d446e16466
Garten,	w5_d446e16469
Stallung	w7_d446e16472
auf	w9_d446e16475
6	w11_d446e16478
Pferd	w13_d446e16482
diesen	w1_d446e16487
Sommer	w3_d446e16490
hindurch	w5_d446e16493
zu	w7_d446e16496
verlassen,	w9_d446e16499
oder	w11_d446e16502
auch	w13_d446e16506
zu	w1_d446e16511
verkauffen;	w3_d446e16514
wer	w5_d446e16517
also	w7_d446e16520
solches	w9_d446e16523
Haus	w11_d446e16526
zu	w13_d446e16530
bestehen,	w15_d446e16533
oder	w1_d446e16538
zu	w3_d446e16541
kauffen	w5_d446e16544
willens	w7_d446e16547
ist,	w9_d446e16550
hat	w11_d446e16553
sich	w13_d446e16557
im	w15_d446e16560
neuen	w17_d446e16563
Michaeler=haus	w1_d446e16569
in	w3_d446e16572
dem	w5_d446e16575
aldasigen	w7_d446e16578
Zeitungs=ver	w9_d446e16581
lag	w1_d446e16586
anzumelden.	w3_d446e16589
</p>
<p id="p40_d446e16592">
Von	w1_d446e16596
N.	w3_d446e16599
Burger=meister,	w5_d446e16602
Richter	w7_d446e16605
und	w9_d446e16608
Rahl	w11_d446e16611
der	w1_d446e16616
Landes=fürstl.	w3_d446e16619
Stadt	w5_d446e16622
Prugg	w7_d446e16625
an	w9_d446e16628
der	w11_d446e16631
Leytha	w13_d446e16635
wegen,	w1_d446e16640
wird	w3_d446e16643
hiemit	w5_d446e16646
jedermänniglich	w7_d446e16649
kund	w9_d446e16652
und	w11_d446e16655
zu	w13_d446e16659
wissen	w1_d446e16665
gemacht:	w3_d446e16668
wasgestalten,	w5_d446e16671
nachdeme	w7_d446e16674
die	w9_d446e16677
auf	w11_d446e16680
Anlangen	w1_d446e16685
der	w3_d446e16688
Frauen	w5_d446e16691
Catharina	w7_d446e16694
Jenamyn,	w9_d446e16697
wi	w11_d446e16700
der	w1_d446e16705
die	w3_d446e16708
Barbara	w5_d446e16711
Soldterin,	w7_d446e16714
&	w9_d446e16717
Maritum,	w11_d446e16720
über	w13_d446e16724
die	w1_d446e16729
vorläuffig	w3_d446e16732
abgeführte	w5_d446e16735
gradus	w7_d446e16738
executionis,	w9_d446e16741
auf	w1_d446e16747
den	w3_d446e16750
30.	w5_d446e16753
Januarii	w7_d446e16756
und	w9_d446e16759
26.	w11_d446e16762
Martii	w13_d446e16766
dieses	w15_d446e16769
Jahrs	w1_d446e16774
angeordnet	w3_d446e16777
geweste	w5_d446e16780
Licitationstagsatzun	w7_d446e16783
gen	w1_d446e16788
aus	w3_d446e16791
Mangel	w5_d446e16794
deren	w7_d446e16797
Licitanten,	w9_d446e16800
ihren	w11_d446e16803
Fort	w13_d446e16807
zang	w1_d446e16812
nicht	w3_d446e16815
erreichet	w5_d446e16818
haben,	w7_d446e16821
auf	w9_d446e16824
ferner	w11_d446e16827
Jehamy	w13_d446e16831
sches	w1_d446e16837
Anlangen	w3_d446e16840
wiederumen	w5_d446e16843
eine	w7_d446e16846
weitere	w9_d446e16849
Licita	w11_d446e16852
tions=tagsatzung,	w1_d446e16857
alwo	w3_d446e16860
nicht	w5_d446e16863
nur	w7_d446e16866
die	w9_d446e16869
Solderi	w11_d446e16872
sche	w1_d446e16877
Behausung,	w3_d446e16880
samt	w5_d446e16883
der	w7_d446e16886
darauf	w9_d446e16889
haftenden	w11_d446e16892
Handlungs=gerechtigkeit,	w1_d446e16897
sondern	w3_d446e16900
auch	w5_d446e16903
alle	w7_d446e16906
Sok	w9_d446e16909
derische	w1_d446e16915
Ueberländ=grund=stücke	w3_d446e16918
nebst	w5_d446e16921
dem	w7_d446e16924
vor	w9_d446e16927
handenen	w1_d446e16932
Vieh,	w3_d446e16935
und	w5_d446e16938
verschiedenen	w7_d446e16941
Meublen	w9_d446e16944
und	w11_d446e16947
Effecten	w1_d446e16952
an	w3_d446e16955
den	w5_d446e16958
Meistbietenden	w7_d446e16961
verkauffet	w9_d446e16964
werden	w11_d446e16967
sollen,	w1_d446e16972
auf	w3_d446e16975
den	w5_d446e16978
11.	w7_d446e16981
Junii	w9_d446e16984
anberaumet	w11_d446e16987
worden	w13_d446e16991
seye.	w1_d446e16997
Es	w3_d446e17000
werden	w5_d446e17003
demnach	w7_d446e17006
diejenige,	w9_d446e17009
so	w11_d446e17012
hieru	w13_d446e17016
men	w1_d446e17021
zu	w3_d446e17024
licitiren	w5_d446e17027
gedenken,	w7_d446e17030
an	w9_d446e17033
gleich	w11_d446e17036
besagtem	w13_d446e17040
Tag	w1_d446e17045
fruh	w3_d446e17048
um	w5_d446e17051
8.	w7_d446e17054
Uhr	w9_d446e17057
auf	w11_d446e17060
dem	w13_d446e17064
Raht=haus	w15_d446e17067
alhier	w17_d446e17070
</p>
<p id="p42_d446e17073">
in	w1_d446e17077
erscheinen	w3_d446e17080
haben.	w5_d446e17083
Prugg	w7_d446e17086
an	w9_d446e17089
der	w11_d446e17092
Leytha	w13_d446e17096
den	w15_d446e17099
26.	w1_d446e17104
Martii	w3_d446e17107
1760.	w5_d446e17110
</p>
<p id="p44_d446e17113">
Von	w1_d446e17117
der	w3_d446e17120
Kaiserl.	w5_d446e17123
Königl.	w7_d446e17126
N.	w9_d446e17129
Oe.	w11_d446e17132
Justitzbau	w13_d446e17136
cs=deputation	w1_d446e17141
wegen,	w3_d446e17144
wird	w5_d446e17147
durch	w7_d446e17150
gegenwärtig	w9_d446e17153
offenes	w1_d446e17158
Edict	w3_d446e17161
all	w5_d446e17164
und	w7_d446e17167
jeden	w9_d446e17170
kund	w11_d446e17173
und	w13_d446e17177
zu	w15_d446e17180
wissen	w17_d446e17183
gemacht:	w1_d446e17189
Es	w3_d446e17192
habe	w5_d446e17195
hierorts	w7_d446e17198
Adalbert	w9_d446e17201
Hadaun,	w11_d446e17204
Burgerl.	w1_d446e17209
Wagner=meister	w3_d446e17212
alhier	w5_d446e17215
mit	w7_d446e17218
mehreren	w9_d446e17221
vorgestellet;	w1_d446e17226
wasmassen	w3_d446e17229
er	w5_d446e17232
bey	w7_d446e17235
der	w9_d446e17238
Kaiserl.	w11_d446e17241
Kö	w13_d446e17245
nigl.	w1_d446e17250
Kupfer=Quecksilber=wie	w3_d446e17253
auch	w5_d446e17256
Bergwerks	w7_d446e17259
haupt=cassa	w1_d446e17265
ein	w3_d446e17268
Capital	w5_d446e17271
pr.	w7_d446e17274
1000.	w9_d446e17277
fl.	w11_d446e17280
mit	w13_d446e17284
jähr	w15_d446e17287
lich	w1_d446e17292
à	w3_d446e17295
5.	w5_d446e17298
pro	w7_d446e17301
Cento	w9_d446e17304
lauffenden	w11_d446e17307
Jnteresse	w13_d446e17311
anligend	w15_d446e17314
hätte,	w1_d446e17319
worüber	w3_d446e17322
die	w5_d446e17325
vom	w7_d446e17328
22.	w9_d446e17331
Junii	w11_d446e17334
1756.	w13_d446e17338
auf	w15_d446e17341
seinen	w1_d446e17346
Namen	w3_d446e17349
lautende	w5_d446e17352
Obligation	w7_d446e17355
bey	w9_d446e17358
der	w11_d446e17361
am	w13_d446e17365
St.	w1_d446e17371
Johannis=tag	w3_d446e17374
verflossenen	w5_d446e17377
1759.	w7_d446e17380
Jahrs	w9_d446e17383
in	w11_d446e17386
dem	w1_d446e17391
Gräfl.	w3_d446e17394
Stahrembergischen	w5_d446e17397
Frey=haus	w7_d446e17400
entstan	w9_d446e17403
denen	w1_d446e17408
Feuers=brunst	w3_d446e17411
gänzlichen	w5_d446e17414
im	w7_d446e17417
Rauch	w9_d446e17420
aufge	w11_d446e17423
gangen	w1_d446e17428
wäre,	w3_d446e17431
folglich	w5_d446e17434
sich	w7_d446e17437
ohne	w9_d446e17440
Obligation	w11_d446e17443
über	w13_d446e17447
obbemeldtes	w1_d446e17453
Capital	w3_d446e17456
befindete,	w5_d446e17459
an	w7_d446e17462
Uberkommung	w9_d446e17465
einer	w1_d446e17470
neuen	w3_d446e17473
aber	w5_d446e17476
hauptsächlich	w7_d446e17479
ligete,	w9_d446e17482
diese	w11_d446e17485
jedoch	w13_d446e17489
ohne	w1_d446e17494
vorläuffiger	w3_d446e17497
Amortisirung	w5_d446e17500
der	w7_d446e17503
ersteren	w9_d446e17506
nicht	w11_d446e17509
gelangen	w1_d446e17514
künte.	w3_d446e17517
Solchemnach	w5_d446e17520
hat	w7_d446e17523
Eingangs	w9_d446e17526
er	w11_d446e17529
nannter	w1_d446e17535
Adalbert	w3_d446e17538
Hadaun	w5_d446e17541
gebetten,	w7_d446e17544
womit	w9_d446e17547
we	w11_d446e17550
gen	w1_d446e17555
der	w3_d446e17558
oben	w5_d446e17561
angemerkt=ihme	w7_d446e17564
zugehörig,	w9_d446e17567
und	w11_d446e17570
auch	w1_d446e17575
auf	w3_d446e17578
seinen	w5_d446e17581
Namen	w7_d446e17584
ausgestellt	w9_d446e17587
gewesten,	w11_d446e17590
nun	w13_d446e17594
aber	w1_d446e17599
verbrannten	w3_d446e17602
Kaiserl.	w5_d446e17605
Königl.	w7_d446e17608
Kupferamts	w9_d446e17611
obligation	w1_d446e17617
de	w3_d446e17620
Dato	w5_d446e17623
22.	w7_d446e17626
Junii	w9_d446e17629
