<doc id="wr_1759-06-06" attrs="word" year="1759" month="06" day="06" corpus="2">
<head id="h2_d354e3045">
Petersburg	w1_d354e3049
einnehm.	w3_d354e13867
am	w5_d354e13870
Stuben=thor,	w7_d354e13873
s.	w9_d354e13876
Fr.	w11_d354e13879
Clara,	w13_d354e13883
alda,	w1_d354e13888
alt	w3_d354e13891
53.	w5_d354e13894
J.	w7_d354e13897
Der	w1_d354e13903
Theres.	w3_d354e13906
Mayrin,	w5_d354e13909
Burgerl.	w7_d354e13912
Wittwe,	w9_d354e13915
ihr	w11_d354e13918
T.	w13_d354e13922
Elisab.,	w1_d354e13927
in	w3_d354e13930
der	w5_d354e13933
Mannagettisch.	w7_d354e13936
Schmidten	w9_d354e13939
am	w11_d354e13942
Heu=markt,	w1_d354e13947
alt	w3_d354e13950
23.	w5_d354e13953
J.	w7_d354e13956
Barthl.	w1_d354e13961
Gerstner,	w3_d354e13964
K.	w5_d354e13967
K	w7_d354e13970
Reit=kn.,	w9_d354e13973
beym	w11_d354e13976
bl.	w13_d354e13980
Ygel	w15_d354e13983
am	w1_d354e13989
Spitalberg,	w3_d354e13992
alt	w5_d354e13995
59.	w7_d354e13998
J.	w9_d354e14001
Franz	w1_d354e14006
Neuhold,	w3_d354e14009
Maurer,	w5_d354e14012
bey	w7_d354e14015
St.	w9_d354e14018
Anton	w11_d354e14021
an	w13_d354e14025
dem	w15_d354e14028
Thury,	w1_d354e14033
alt	w3_d354e14036
30.	w5_d354e14039
J.	w7_d354e14042
Paul	w1_d354e14047
Kuechner,	w3_d354e14050
Tag=löhn.,	w5_d354e14053
bey	w7_d354e14056
der	w9_d354e14059
weis.	w11_d354e14062
Tauben	w13_d354e14066
auf	w1_d354e14072
der	w3_d354e14075
Wind,	w5_d354e14078
mühl,	w7_d354e14081
alt	w9_d354e14084
45.	w11_d354e14087
J.	w13_d354e14091
</list>
<head id="h2_d354e14098">
Summa	w1_d354e14102
10.	w3_d354e14105
Person,	w5_d354e14108
darunter	w7_d354e14111
1.	w9_d354e14114
Kind.	w11_d354e14117
Den	w1_d354e14122
1.	w3_d354e14125
Junii.	w5_d354e14128
Jn	w1_d354e14133
der	w3_d354e14136
Stadt.	w5_d354e14139
</head>
<list id="l4_d354e14142">
Die	w1_d354e14146
Hoch	w3_d354e14149
und	w5_d354e14152
Wol=geb.	w7_d354e14155
Fr	w9_d354e14158
Fr.	w11_d354e14161
Rosa,	w13_d354e14165
verw.	w15_d354e14168
Grä	w17_d354e14171
fin	w1_d354e14176
v.	w3_d354e14179
Hardegg,	w5_d354e14182
geb.	w7_d354e14185
Gräfin	w9_d354e14188
v.	w11_d354e14191
Cavriani,	w13_d354e14195
im	w15_d354e14198
Klo	w17_d354e14201
ster	w1_d354e14206
bey	w3_d354e14209
St.	w5_d354e14212
Ursula,	w7_d354e14215
alt	w9_d354e14218
50.	w11_d354e14221
J.	w13_d354e14225
Dem	w1_d354e14231
Hoch=edel=geb.	w3_d354e14234
Hrn.	w5_d354e14237
Georg	w7_d354e14240
Bernh.	w9_d354e14243
von	w11_d354e14246
Un	w13_d354e14250
krechtsberg,	w1_d354e14255
des	w3_d354e14258
H.	w5_d354e14261
R.	w7_d354e14264
R.	w9_d354e14267
Rit.,	w11_d354e14270
Jhrer	w13_d354e14274
K.	w15_d354e14277
K.	w17_d354e14280
M.	w19_d354e14283
Ministerialbancohofdeput.	w1_d354e14288
und	w3_d354e14291
Commerc.	w5_d354e14294
di	w7_d354e14297
rectorii	w1_d354e14302
würkl.	w3_d354e14305
Hof=raht,	w5_d354e14308
s.	w7_d354e14311
Frle	w9_d354e14314
T.	w11_d354e14317
Theres.,	w13_d354e14321
bey	w15_d354e14324
dem	w1_d354e14330
gold.	w3_d354e14333
Bärn	w5_d354e14336
am	w7_d354e14339
alt.	w9_d354e14342
Fleisch=m.,	w11_d354e14345
alt	w13_d354e14349
5.	w15_d354e14352
v.	w17_d354e14355
J.	w19_d354e14358
Magdal.	w1_d354e14363
Hickhartin,	w3_d354e14366
Wittwe,	w5_d354e14369
im	w7_d354e14372
alt.	w9_d354e14375
Passauer	w11_d354e14378
hof,	w1_d354e14383
alt	w3_d354e14386
59.	w5_d354e14389
J.	w7_d354e14392
</list>
<head id="h4_d354e14409">
Vor	w1_d354e14413
der	w3_d354e14416
Stadt.	w5_d354e14419
</head>
<list id="l6_d354e14422">
Georg	w1_d354e14426
Hofbauer,	w3_d354e14429
Burgerl.	w5_d354e14432
Fell=färb.,	w7_d354e14435
in	w9_d354e14438
s.	w11_d354e14441
H.	w13_d354e14445
in	w15_d354e14448
der	w1_d354e14453
Josephst,	w3_d354e14456
alt	w5_d354e14459
66.	w7_d354e14462
J	w9_d354e14465
Joh.	w1_d354e14470
Groman,	w3_d354e14473
Burgerl.	w5_d354e14476
Schrift=gies.,	w7_d354e14479
beym	w9_d354e14482
gold.	w11_d354e14485
Einhorn	w1_d354e14491
in	w3_d354e14494
der	w5_d354e14497
Leopoldst.,	w7_d354e14500
alt	w9_d354e14503
48.	w11_d354e14506
J.	w13_d354e14510
Dem	w1_d354e14515
Jacob	w3_d354e14518
Sturm,	w5_d354e14521
Burgerl.	w7_d354e14524
Kuchel=gart.,	w9_d354e14527
s.	w11_d354e14530
K.	w13_d354e14534
Cathar,	w1_d354e14539
im	w3_d354e14542
Fünfkirchneris.	w5_d354e14545
Gart.	w7_d354e14548
in	w9_d354e14551
der	w11_d354e14554
Leop.	w13_d354e14558
alt	w1_d354e14563
10.	w3_d354e14566
Barb.	w1_d354e14572
Papenheimin,	w3_d354e14575
Wittwe,	w5_d354e14578
bey	w7_d354e14581
der	w9_d354e14584
gold.	w11_d354e14587
Glock.	w13_d354e14591
am	w1_d354e14596
Spitalberg,	w3_d354e14599
alt	w5_d354e14602
70.	w7_d354e14605
J.	w9_d354e14608
Casp.	w1_d354e14613
Stolz,	w3_d354e14616
Gartner=ges.,	w5_d354e14619
beym	w7_d354e14622
rot.	w9_d354e14625
Apfel	w11_d354e14628
auf	w13_d354e14632
der	w15_d354e14635
Wied.,	w1_d354e14640
alt	w3_d354e14643
58.	w5_d354e14646
J.	w7_d354e14649
Casp.	w1_d354e14655
Schinnagel,	w3_d354e14658
Lust=gart.,	w5_d354e14661
im	w7_d354e14664
Binderis.	w9_d354e14667
H.	w11_d354e14670
bey	w13_d354e14674
St.	w1_d354e14679
Ulrich,	w3_d354e14682
alt	w5_d354e14685
38.	w7_d354e14688
Elisab.	w1_d354e14693
Krenzerin,	w3_d354e14696
Wittwe,	w5_d354e14699
beym	w7_d354e14702
Weichsel=baum	w9_d354e14705
oberm	w1_d354e14710
Neustift,	w3_d354e14713
alt	w5_d354e14716
59.	w7_d354e14719
J.	w9_d354e14722
</list>
<head id="h2_d354e14729">
Summa	w1_d354e14733
10.	w3_d354e14736
Person.	w5_d354e14739
darunter	w7_d354e14742
2.	w9_d354e14745
Kind.	w11_d354e14748
Den	w1_d354e14753
2.	w3_d354e14756
Junii.	w5_d354e14759
Jn	w1_d354e14764
der	w3_d354e14767
Stadt.	w5_d354e14770
</head>
<list id="l4_d354e14773">
Der	w1_d354e14777
Wenzl	w3_d354e14780
Stipp,	w5_d354e14783
K.	w7_d354e14786
K.	w9_d354e14789
Trabant,	w11_d354e14792
b.	w13_d354e14796
rot.	w15_d354e14799
Kreutz	w17_d354e14802
in	w1_d354e14807
der	w3_d354e14810
Schuler=strassen,	w5_d354e14813
alt	w7_d354e14816
78.	w9_d354e14819
</list>
<head id="h2_d354e14827">
Vor	w1_d354e14831
der	w3_d354e14834
Stadt.	w5_d354e14837
</head>
<list id="l4_d354e14840">
Der	w1_d354e14844
Hr.	w3_d354e14847
Joseph	w5_d354e14850
Turban,	w7_d354e14853
K.	w9_d354e14856
K.	w11_d354e14859
Kriegs=inclusist,	w13_d354e14863
b.	w15_d354e14866
3.	w1_d354e14871
Kugeln	w3_d354e14874
am	w5_d354e14877
Spitalb.	w7_d354e14880
alt	w9_d354e14883
32.	w11_d354e14886
Die	w1_d354e14891
Jungf.	w3_d354e14894
Ther.	w5_d354e14897
Prentanin,	w7_d354e14900
im	w9_d354e14903
Tandleris.	w11_d354e14906
H.	w13_d354e14910
auf	w15_d354e14913
der	w1_d354e14919
Land=str.	w3_d354e14922
alt	w5_d354e14925
54.	w7_d354e14928
J.	w9_d354e14931
Dem	w1_d354e14936
Hrn.	w3_d354e14939
Fridr	w5_d354e14942
Schreckles	w7_d354e14945
Kammerd.	w9_d354e14948
s.	w11_d354e14951
K.	w13_d354e14955
Jos.	w15_d354e14958
im	w1_d354e14963
Loprest.	w3_d354e14966
H.	w5_d354e14969
auf	w7_d354e14972
der	w9_d354e14975
Wied.	w11_d354e14978
alt	w13_d354e14982
5.	w15_d354e14985
Dem	w1_d354e14990
Thom.	w3_d354e14993
Utschig,	w5_d354e14996
Bier	w7_d354e14999
leutg.	w9_d354e15002
s.	w11_d354e15005
W.	w13_d354e15009
Theres.	w15_d354e15012
b.	w17_d354e15015
schw.	w1_d354e15021
Adl.	w3_d354e15024
zu	w5_d354e15027
Matzleinst.	w7_d354e15030
alt	w9_d354e15033
41.	w11_d354e15036
J.	w13_d354e15040
Der	w1_d354e15045
Joh.	w3_d354e15048
Mittergebner	w5_d354e15051
Kutsch.	w7_d354e15054
b.	w9_d354e15057
der	w11_d354e15060
Betten,	w13_d354e15064
b.	w15_d354e15067
St.	w1_d354e15072
Ulrich,	w3_d354e15075
alt	w5_d354e15078
70.	w7_d354e15081
J.	w9_d354e15084
Die	w1_d354e15089
Theres.	w3_d354e15092
Krechtlhoferin,	w5_d354e15095
Wit.	w7_d354e15098
in	w9_d354e15101
Pitschell.	w11_d354e15104
H.	w13_d354e15108
auf	w1_d354e15114
der	w3_d354e15117
Wieden,	w5_d354e15120
alt	w7_d354e15123
63.J	w9_d354e15126
Die	w1_d354e15131
Rosal.	w3_d354e15134
Spötlin,	w5_d354e15137
Wit.	w7_d354e15140
b.	w9_d354e15143
der	w11_d354e15146
gold.	w13_d354e15150
Kanne,	w15_d354e15153
in	w17_d354e15156
der	w1_d354e15161
Josephst.	w3_d354e15164
alt	w5_d354e15167
66.	w7_d354e15170
J.	w9_d354e15173
Der	w1_d354e15178
Paul	w3_d354e15181
Denreuter,	w5_d354e15184
Rumor=sold.	w7_d354e15187
b.	w9_d354e15190
der	w11_d354e15193
Stadt	w13_d354e15197
Wien,	w1_d354e15203
im	w3_d354e15206
Lerchf.	w5_d354e15209
alt	w7_d354e15212
29.	w9_d354e15215
J.	w11_d354e15218
Der	w1_d354e15223
Andr.	w3_d354e15226
Trübenbacher,	w5_d354e15229
Trag.	w7_d354e15232
im	w9_d354e15235
Zinn=giesser.	w11_d354e15238
H.	w13_d354e15242
in	w1_d354e15247
der	w3_d354e15250
Leopoldst.	w5_d354e15253
alt	w7_d354e15256
58.	w9_d354e15259
J.	w11_d354e15262
Der	w1_d354e15267
Joh.	w3_d354e15270
Sagner,	w5_d354e15273
alt	w7_d354e15276
11.	w9_d354e15279
J.	w11_d354e15282
und	w13_d354e15286
der	w15_d354e15289
Joh.	w17_d354e15292
Hof	w19_d354e15295
mann,	w1_d354e15301
alt	w3_d354e15304
9.	w5_d354e15307
J.	w7_d354e15310
beyde	w9_d354e15313
in	w11_d354e15316
U.	w13_d354e15320
L.	w15_d354e15323
Frauen=spit.	w17_d354e15326
</list>
<head id="h2_d354e15333">
Summa	w1_d354e15337
12.	w3_d354e15340
Person.	w5_d354e15343
/	w7_d354e15346
darunter	w9_d354e15349
3.	w11_d354e15352
Kind.	w13_d354e15356
</head>
<p id="p4_d354e15361">
Es	w1_d354e15365
ist	w3_d354e15368
auf	w5_d354e15371
künftigen	w7_d354e15374
St.	w9_d354e15377
Michaelis	w11_d354e15380
das	w13_d354e15384
Zahlhei	w15_d354e15387
mische	w1_d354e15392
Bräu=haus	w3_d354e15395
auf	w5_d354e15398
der	w7_d354e15401
Schwechat	w9_d354e15404
im	w11_d354e15407
Bestand	w13_d354e15411
zu	w15_d354e15414
verlassen,	w1_d354e15419
auch	w3_d354e15422
allenfalls	w5_d354e15425
bis	w7_d354e15428
dahin	w9_d354e15431
Täglich	w11_d354e15434
zu	w13_d354e15438
ver	w15_d354e15441
kauffen,	w1_d354e15447
wer	w3_d354e15450
zu	w5_d354e15453
solchem	w7_d354e15456
Belieben	w9_d354e15459
traget,	w11_d354e15462
der	w13_d354e15466
hat	w15_d354e15469
sich	w17_d354e15472
bey	w1_d354e15477
denk	w3_d354e15480
von	w5_d354e15483
Zahlheimischen	w7_d354e15486
Herren	w9_d354e15489
Gebrüderen,	w11_d354e15492
als	w13_d354e15496
Administratoribus	w1_d354e15501
alhier,	w3_d354e15504
entweder	w5_d354e15507
auf	w7_d354e15510
dem	w9_d354e15513
Ho	w11_d354e15516
hen	w1_d354e15521
Markt	w3_d354e15524
im	w5_d354e15527
Fernerischen	w7_d354e15530
Haus	w9_d354e15533
im	w11_d354e15536
2.	w13_d354e15540
Stock,	w15_d354e15543
oder	w17_d354e15546
unterhalb	w1_d354e15552
des	w3_d354e15555
alten	w5_d354e15558
Fleisch=marks	w7_d354e15561
im	w9_d354e15564
Schmidi	w11_d354e15567
schen	w1_d354e15572
Haus	w3_d354e15575
im	w5_d354e15578
3.	w7_d354e15581
Stock	w9_d354e15584
anzumelden.	w11_d354e15587
</p>
<head id="h2_d354e15593">
AVERTISSEMENT	w1_d354e15597
</head>
<p id="p4_d354e15600">
Jn	w1_d354e15604
der	w3_d354e15607
Leopold=stadt	w5_d354e15610
bey	w7_d354e15613
der	w9_d354e15616
weissen	w11_d354e15619
Rosen	w13_d354e15623
seynd	w1_d354e15628
bey	w3_d354e15631
Claudio	w5_d354e15634
Borteaux	w7_d354e15637
einem	w9_d354e15640
Schweitzer,	w11_d354e15643
</p>
<p id="p6_d354e15646">
Electrisier=maschinen	w1_d354e15650
zu	w3_d354e15653
sehen,	w5_d354e15656
worauf	w7_d354e15659
er	w9_d354e15662
alle	w11_d354e15665
Experimenta	w1_d354e15670
in	w3_d354e15673
immer	w5_d354e15676
möglicher	w7_d354e15679
Vollkommen	w9_d354e15682
heit	w1_d354e15687
hervor	w3_d354e15690
bringen	w5_d354e15693
kan.	w7_d354e15696
Diese	w9_d354e15699
Maschinen,	w11_d354e15702
so	w13_d354e15706
kaum	w1_d354e15712
2.	w3_d354e15715
Fuß	w5_d354e15718
lang,	w7_d354e15721
und	w9_d354e15724
1.	w11_d354e15727
Fuß	w13_d354e15731
breit,	w15_d354e15734
folglich	w17_d354e15737
sehr	w1_d354e15742
bequem	w3_d354e15745
von	w5_d354e15748
einem	w7_d354e15751
Ort	w9_d354e15754
zum	w11_d354e15757
andern	w13_d354e15761
zu	w15_d354e15764
brin	w17_d354e15767
gen	w1_d354e15772
sind,	w3_d354e15775
haben	w5_d354e15778
die	w7_d354e15781
Kraft	w9_d354e15784
Blitz,	w11_d354e15787
und	w13_d354e15791
Knall	w15_d354e15794
vorzustellen,	w1_d354e15799
ein	w3_d354e15802
Loch	w5_d354e15805
durch	w7_d354e15808
ein	w9_d354e15811
Spiel	w11_d354e15814
Karten	w13_d354e15818
zu	w1_d354e15824
schlagen,	w3_d354e15827
und	w5_d354e15830
ein	w7_d354e15833
angenehmes	w9_d354e15836
Glocken=spiel	w11_d354e15839
zu	w1_d354e15844
veranlassen,	w3_d354e15847
mehrer	w5_d354e15850
anderer	w7_d354e15853
zum	w9_d354e15856
Vergungen	w11_d354e15859
gereichender	w1_d354e15864
Experimenten	w3_d354e15867
zu	w5_d354e15870
geschweigen.	w7_d354e15873
Es	w9_d354e15876
erbietet	w1_d354e15881
sich	w3_d354e15884
der	w5_d354e15887
Besitzer	w7_d354e15890
alle	w9_d354e15893
vorbenannte	w11_d354e15896
und	w13_d354e15900
andere	w1_d354e15906
Experimenten	w3_d354e15909
gegen	w5_d354e15912
billiger	w7_d354e15915
Erkänntlich	w9_d354e15918
keit,	w1_d354e15923
sowol	w3_d354e15926
in	w5_d354e15929
seiner	w7_d354e15932
obigen	w9_d354e15935
Wohnung	w11_d354e15938
als	w13_d354e15942
in	w15_d354e15945
ei	w17_d354e15948
nes	w1_d354e15953
jeden	w3_d354e15956
Behausung	w5_d354e15959
zu	w7_d354e15962
veranstalten,	w9_d354e15965
und	w11_d354e15968
diese	w13_d354e15972
von	w1_d354e15977
ihme	w3_d354e15980
selbsten	w5_d354e15983
erfundene,	w7_d354e15986
und	w9_d354e15989
verfertigte,	w11_d354e15992
auch	w1_d354e15998
allzeit	w3_d354e16001
vorrätige	w5_d354e16004
Maschinen	w7_d354e16007
nebst	w9_d354e16010
denen	w11_d354e16013
Electrisir=kugeln	w1_d354e16018
jedem	w3_d354e16021
Liebhaber	w5_d354e16024
um	w7_d354e16027
einen	w9_d354e16030
leid	w11_d354e16033
lichen	w1_d354e16038
Preis	w3_d354e16041
zu	w5_d354e16044
überlassen.	w7_d354e16047
</p>
<p id="p8_d354e16050">
NB.	w1_d354e16054
Anjetzo	w3_d354e16057
aber	w5_d354e16060
seynd	w7_d354e16063
die	w9_d354e16066
Mathematische	w11_d354e16069
Kunst=stücke,	w1_d354e16074
wie	w3_d354e16077
auch	w5_d354e16080
der	w7_d354e16083
Leopard	w9_d354e16086
ein	w11_d354e16089
jegliches	w13_d354e16093
à	w1_d354e16098
parte	w3_d354e16101
bey	w5_d354e16104
dem	w7_d354e16107
obbemeldeten	w9_d354e16110
Künstler	w11_d354e16113
zu	w13_d354e16117
ver	w15_d354e16120
kauffen.	w1_d354e16126
</p>
<p id="p10_d354e16129">
Von	w1_d354e16133
dem	w3_d354e16136
Judicio	w5_d354e16139
Delegato	w7_d354e16142
der	w9_d354e16145
Landes=fürstl.	w11_d354e16148
Stadt	w1_d354e16153
Lag	w3_d354e16156
wird	w5_d354e16159
der	w7_d354e16162
Frau	w9_d354e16165
N.	w11_d354e16168
Wintermayrin,	w13_d354e16172
gewesten	w1_d354e16177
Verwalterin	w3_d354e16180
durch	w5_d354e16183
gegenwärtigoffentli	w7_d354e16186
ches	w1_d354e16192
Valval-edict	w3_d354e16195
hiemit	w5_d354e16198
kund	w7_d354e16201
und	w9_d354e16204
zu	w11_d354e16207
wissen	w13_d354e16211
ge	w15_d354e16214
macht.	w1_d354e16219
Wasmassen	w3_d354e16222
der	w5_d354e16225
Herr	w7_d354e16228
Joseph	w9_d354e16231
Haggenmul	w11_d354e16234
ler	w1_d354e16239
beeder	w3_d354e16242
Rechten	w5_d354e16245
Doctor,	w7_d354e16248
auch	w9_d354e16251
Hof	w11_d354e16254
und	w13_d354e16258
Ge	w15_d354e16261
richts=advocat,	w1_d354e16266
als	w3_d354e16269
über	w5_d354e16272
des	w7_d354e16275
Herrn	w9_d354e16278
Johann	w11_d354e16281
Se	w13_d354e16285
bastian	w1_d354e16291
Oehler,	w3_d354e16294
Burgdel.	w5_d354e16297
Sattler=meisters	w7_d354e16300
zu	w9_d354e16303
be	w11_d354e16306
sagtem	w1_d354e16311
Lag	w3_d354e16314
ad	w5_d354e16317
Cridam	w7_d354e16320
gediehene	w9_d354e16323
Vermögen	w11_d354e16326
der	w13_d354e16330
malen	w1_d354e16335
gerichtlich	w3_d354e16338
verordneter	w5_d354e16341
Curator	w7_d354e16344
ad	w9_d354e16347
Litts	w11_d354e16350
wi	w13_d354e16354
der	w1_d354e16359
sie	w3_d354e16362
Frau	w5_d354e16365
Wintermayrin	w7_d354e16368
zufolge	w9_d354e16371
des	w11_d354e16374
unterm	w13_d354e16378
14.	w1_d354e16384
Julii	w3_d354e16387
1735.	w5_d354e16390
bey	w7_d354e16393
diesem	w9_d354e16396
Judicio	w11_d354e16399
Delegato	w13_d354e16403
pu	w15_d354e16406
blicirten	w1_d354e16411
Sebastian	w3_d354e16414
Oehlerischen	w5_d354e16417
Cridä=abschieds	w7_d354e16420
wegen	w1_d354e16425
deren	w3_d354e16428
laut	w5_d354e16431
eines	w7_d354e16434
von	w9_d354e16437
dem	w11_d354e16440
Mathias	w13_d354e16444
Anton	w15_d354e16447
Spiß,	w1_d354e16452
und	w3_d354e16455
Clara	w5_d354e16458
dessen	w7_d354e16461
Ehe=wirtin	w9_d354e16464
auf	w11_d354e16467
den	w13_d354e16471
Hrn.	w15_d354e16474
Franz	w1_d354e16480
Wintermayr	w3_d354e16483
ihren	w5_d354e16486
gewesten	w7_d354e16489
Ehe=conforten	w9_d354e16492
den	w1_d354e16497
3.	w3_d354e16500
Julii	w5_d354e16503
1720.	w7_d354e16506
ausgestellte	w9_d354e16509
Schuld=scheins	w11_d354e16512
an	w13_d354e16516
gemeldet	w1_d354e16521
und	w3_d354e16524
gegen	w5_d354e16527
vorläuffiger	w7_d354e16530
Legitimirung	w9_d354e16533
zu	w11_d354e16536
solcher	w1_d354e16541
Schuld	w3_d354e16544
in	w5_d354e16547
die	w7_d354e16550
3.	w9_d354e16553
Classe	w11_d354e16556
gesetzten	w13_d354e16560
20.	w15_d354e16563
Gul	w17_d354e16566
den	w1_d354e16572
Capital,	w3_d354e16575
nebst	w5_d354e16578
dem	w7_d354e16581
gewöhnlichen	w9_d354e16584
à	w11_d354e16587
5.	w13_d354e16591
per	w15_d354e16594
cen-	w17_d354e16597
to	w1_d354e16602
verschriebenen	w3_d354e16605
Jnteresse	w5_d354e16608
ad	w7_d354e16611
liquidandum	w9_d354e16614
eine	w11_d354e16617
Tag=satzung	w1_d354e16622
auf	w3_d354e16625
den	w5_d354e16628
18.	w7_d354e16631
des	w9_d354e16634
nächst=kommenden	w11_d354e16637
Monats	w1_d354e16642
Junii	w3_d354e16645
bewürket	w5_d354e16648
habe,	w7_d354e16651
und	w9_d354e16654
zwar	w11_d354e16657
mit	w13_d354e16661
dem	w15_d354e16664
Anhang,	w1_d354e16670
daß	w3_d354e16673
von	w5_d354e16676
ihr	w7_d354e16679
Frau	w9_d354e16682
Wintermayrin	w11_d354e16685
die	w13_d354e16689
Le	w15_d354e16692
gitimation	w1_d354e16697
zu	w3_d354e16700
der	w5_d354e16703
obgedachten	w7_d354e16706
claßificirten	w9_d354e16709
Schuld	w11_d354e16712
mitgebracht	w1_d354e16717
werden	w3_d354e16720
solle.	w5_d354e16723
Solchemnach	w7_d354e16726
wird	w9_d354e16729
iht	w11_d354e16732
Frau	w1_d354e16737
Wintermayrin	w3_d354e16740
bey	w5_d354e16743
ihrem	w7_d354e16746
der	w9_d354e16749
Zeit	w11_d354e16752
unbekann	w13_d354e16756
ten	w1_d354e16762
Aufenthalt	w3_d354e16765
durch	w5_d354e16768
gegenwärtiges	w7_d354e16771
Valval-rasc	w9_d354e16774
hiemit	w1_d354e16779
erinnert,	w3_d354e16782
daß	w5_d354e16785
sie	w7_d354e16788
am	w9_d354e16791
ob=besagtem	w11_d354e16794
Tag	w13_d354e16798
Nach	w15_d354e16801
mittag	w1_d354e16806
um	w3_d354e16809
2.	w5_d354e16812
Uhr	w7_d354e16815
vor	w9_d354e16818
das	w11_d354e16821
Judicium	w13_d354e16825
Delegatum	w15_d354e16828
auf	w1_d354e16833
dem	w3_d354e16836
Kohl=markt	w5_d354e16839
bey	w7_d354e16842
der	w9_d354e16845
grossen	w11_d354e16848
Betten	w13_d354e16852
im	w15_d354e16855
an	w17_d354e16858
derten	w1_d354e16864
Stock	w3_d354e16867
entweder	w5_d354e16870
selbst	w7_d354e16873
persönlich,	w9_d354e16876
ober	w11_d354e16879
durch	w1_d354e16884
einen	w3_d354e16887
Gevollmächtigten	w5_d354e16890
also	w7_d354e16893
gewiß	w9_d354e16896
erschei	w11_d354e16899
nen,	w1_d354e16904
und	w3_d354e16907
ihre	w5_d354e16910
Legitimation	w7_d354e16913
produciren,	w9_d354e16916
wie	w11_d354e16919
im	w13_d354e16923
widrigen	w1_d354e16928
in	w3_d354e16931
Sachen	w5_d354e16934
weiters	w7_d354e16937
verfahren	w9_d354e16940
werden	w11_d354e16943
sol	w13_d354e16947
le.	w1_d354e16953
Wien	w3_d354e16956
den	w5_d354e16959
23.	w7_d354e16962
April	w9_d354e16965
1759.	w11_d354e16968
</p>
<list id="l18_d354e17058">
COPIA	w1_d354e17062
</list>
<head id="h2_d354e17069">
Deren	w1_d354e17073
bey	w3_d354e17076
dem	w5_d354e17079
Kaiserl.	w7_d354e17082
Reichs	w9_d354e17085
hof=raht,	w1_d354e17090
unterm	w3_d354e17093
30.	w5_d354e17096
April	w7_d354e17099
1759.	w9_d354e17102
wegen	w11_d354e17105
deren	w1_d354e17110
Chur=sächsischen	w3_d354e17113
Officiers,	w5_d354e17116
und	w7_d354e17119
ge	w9_d354e17122
meinen	w1_d354e17128
Kriegs=leuten	w3_d354e17131
erkannten	w5_d354e17134
Raiserl.	w1_d354e17139
Patenten.	w3_d354e17142
</head>
<p id="p4_d354e17145">
WJR	w1_d354e17149
FRAN3	w3_d354e17152
von	w5_d354e17155
GOttes	w7_d354e17158
Gnaden	w1_d354e17163
erwählter	w3_d354e17166
Römischer	w5_d354e17169
Kai	w7_d354e17172
ser,	w1_d354e17177
rc.	w3_d354e17180
rc.	w5_d354e17183
rc.	w7_d354e17186
</p>
<p id="p6_d354e17189">
Tügen	w1_d354e17193
denen	w3_d354e17196
Chur=fürstl.	w5_d354e17199
Sächsischen	w7_d354e17202
Ge	w9_d354e17205
Onerals,	w1_d354e17210
Ober	w3_d354e17213
und	w5_d354e17216
Unter=officiers,	w7_d354e17219
und	w9_d354e17222
Kriegs=leuten	w1_d354e17227
insgesammt,	w3_d354e17230
und	w5_d354e17233
einem	w7_d354e17236
jeden	w9_d354e17239
ins	w1_d354e17245
besondere,	w3_d354e17248
hiemit	w5_d354e17251
zu	w7_d354e17254
wissen,	w9_d354e17257
und	w11_d354e17260
kan	w13_d354e17264
euch	w1_d354e17269
vorhin	w3_d354e17272
nicht	w5_d354e17275
unbekannt	w7_d354e17278
seyn,	w9_d354e17281
was	w11_d354e17284
mas	w13_d354e17288
sen	w1_d354e17293
die	w3_d354e17296
von	w5_d354e17299
dem	w7_d354e17302
König	w9_d354e17305
in	w11_d354e17308
Preussen,	w13_d354e17312
Chur	w15_d354e17315
fürsten	w1_d354e17320
zu	w3_d354e17323
Brandenburg	w5_d354e17326
unternommene	w7_d354e17329
ge	w9_d354e17332
waltsame	w1_d354e17338
Ueberziehung	w3_d354e17341
des	w5_d354e17344
Churfürsten	w7_d354e17347
tums	w1_d354e17352
Sachsen,	w3_d354e17355
samt	w5_d354e17358
allen	w7_d354e17361
dessen	w9_d354e17364
ferneren	w11_d354e17367
feindseeligen	w1_d354e17372
Bezeigen	w3_d354e17375
gegen	w5_d354e17378
des	w7_d354e17381
Königs	w9_d354e17384
von	w11_d354e17387
Pohlen	w1_d354e17392
Majest.	w3_d354e17395
Chur=fürsten	w5_d354e17398
zu	w7_d354e17401
Sachsen,	w9_d354e17404
und	w1_d354e17410
Dero	w3_d354e17413
Kriegs=völker	w5_d354e17416
von	w7_d354e17419
Uns	w9_d354e17422
sowol,	w11_d354e17425
als	w13_d354e17429
denen	w1_d354e17434
Chur=fürsten,	w3_d354e17437
Fürsten	w5_d354e17440
und	w7_d354e17443
Ständen	w9_d354e17446
des	w1_d354e17451
Reichs,	w3_d354e17454
laut	w5_d354e17457
des	w7_d354e17460
unterm	w9_d354e17463
17.	w11_d354e17466
Januarii	w13_d354e17470
1757.	w1_d354e17475
erfolgten,	w3_d354e17478
und	w5_d354e17481
von	w7_d354e17484
uns	w9_d354e17487
unterm	w11_d354e17490
29.	w13_d354e17494
des	w1_d354e17500
nämlichen	w3_d354e17503
Monats	w5_d354e17506
und	w7_d354e17509
Jahrs	w9_d354e17512
ratifi	w11_d354e17515
cirten	w1_d354e17520
allgemeinen	w3_d354e17523
Reichs=schlusses,	w5_d354e17526
auch	w7_d354e17529
