<doc id="wr_1760-10-11" attrs="word" year="1760" month="10" day="11" corpus="2">
<head id="h2_d492e3019">
Falda=strom	w1_d492e3023
Effecten	w1_d492e13832
Vormittags	w3_d492e13835
von	w5_d492e13838
9.	w7_d492e13841
bis	w9_d492e13844
12.	w11_d492e13847
Nachmittags	w13_d492e13851
aber	w1_d492e13857
von	w3_d492e13860
3.	w5_d492e13863
bis	w7_d492e13866
6.	w9_d492e13869
Uhr	w11_d492e13872
dem	w13_d492e13876
Meistbietenden	w15_d492e13879
ver	w17_d492e13882
käuflich	w1_d492e13887
hindann	w3_d492e13890
gegeben	w5_d492e13893
werden.	w7_d492e13896
</p>
<p id="p36_d492e13900">
Es	w1_d492e13904
seynd	w3_d492e13907
in	w5_d492e13910
dem	w7_d492e13913
sogenannten	w9_d492e13916
Schaben=riessel	w11_d492e13919
wirtshaus,	w1_d492e13924
nebst	w3_d492e13927
dem	w5_d492e13930
rotten	w7_d492e13933
Thurn,	w9_d492e13936
etwelche	w11_d492e13939
Sruck	w1_d492e13944
graue	w3_d492e13947
Papagey=vögel,	w5_d492e13950
wie	w7_d492e13953
auch	w9_d492e13956
zwey	w11_d492e13959
Gä	w13_d492e13963
gädu,	w1_d492e13969
einer	w3_d492e13972
mit	w5_d492e13975
einer	w7_d492e13978
roten,	w9_d492e13981
und	w11_d492e13984
einer	w13_d492e13988
mit	w15_d492e13991
einer	w1_d492e13996
weissen	w3_d492e13999
Cron	w5_d492e14002
alltäglich	w7_d492e14005
zu	w9_d492e14008
verkauffen;	w11_d492e14011
wer	w13_d492e14015
nun	w1_d492e14020
Belieben	w3_d492e14023
hat	w5_d492e14026
von	w7_d492e14029
diesen	w9_d492e14032
zu	w11_d492e14035
kauffen,	w13_d492e14039
kan	w15_d492e14042
sich	w1_d492e14047
derowegen	w3_d492e14050
im	w5_d492e14053
obbemeldtem	w7_d492e14056
Wirts=haus	w9_d492e14059
an	w11_d492e14062
melden.	w1_d492e14068
</p>
<p id="p38_d492e14071">
Es	w1_d492e14075
ist	w3_d492e14078
tägl.	w5_d492e14081
eine	w7_d492e14084
grosse	w9_d492e14087
Connerion	w11_d492e14090
von	w13_d492e14094
Antiquen	w15_d492e14097
Römisch	w1_d492e14102
und	w3_d492e14105
anderer	w5_d492e14108
raren	w7_d492e14111
goldenen	w9_d492e14114
Metaillen,	w11_d492e14117
nehr	w1_d492e14122
ein	w3_d492e14125
dergleichen	w5_d492e14128
von	w7_d492e14131
silbernen	w9_d492e14134
und	w11_d492e14137
küpfer	w13_d492e14141
nen,	w1_d492e14147
welche	w3_d492e14150
zwar	w5_d492e14153
noch	w7_d492e14156
nicht	w9_d492e14159
rangiret	w11_d492e14162
seynd,	w13_d492e14166
und	w15_d492e14169
an	w17_d492e14172
deren	w1_d492e14177
dergleichen	w3_d492e14180
Raritäten	w5_d492e14183
zu	w7_d492e14186
verkauffen,	w9_d492e14189
wer	w11_d492e14192
darzu	w1_d492e14197
ein	w3_d492e14200
Belieben	w5_d492e14203
traget,	w7_d492e14206
kan	w9_d492e14209
sich	w11_d492e14212
in	w13_d492e14216
dem	w15_d492e14219
soge	w17_d492e14222
nannten	w1_d492e14227
Steinl=wirts=haus	w3_d492e14230
im	w5_d492e14233
dritten	w7_d492e14236
Stock	w9_d492e14239
nebst	w11_d492e14242
denen	w1_d492e14248
obern	w3_d492e14251
Jesuiten	w5_d492e14254
anmelden.	w7_d492e14257
</p>
<p id="p40_d492e14260">
Es	w1_d492e14264
wird	w3_d492e14267
hiemit	w5_d492e14270
dem	w7_d492e14273
Publics	w9_d492e14276
zu	w11_d492e14279
wissen	w13_d492e14283
gemacht	w15_d492e14286
wie	w1_d492e14291
daß	w3_d492e14294
den	w5_d492e14297
22.	w7_d492e14300
künftigen	w9_d492e14303
Monats	w11_d492e14306
Novemb	w13_d492e14310
früh	w1_d492e14315
um	w3_d492e14318
9.	w5_d492e14321
Uhr	w7_d492e14324
auf	w9_d492e14327
dem	w11_d492e14330
alhiesigem	w13_d492e14334
Raht=haus	w15_d492e14337
das	w1_d492e14343
in	w3_d492e14346
der	w5_d492e14349
Rossau	w7_d492e14352
in	w9_d492e14355
der	w11_d492e14358
Serviten=gassen	w13_d492e14362
ligend,	w15_d492e14365
dem	w1_d492e14370
Löbl.	w3_d492e14373
gemeiner	w5_d492e14376
Stadt	w7_d492e14379
Wien	w9_d492e14382
Grund=buch	w11_d492e14385
dienstbar,	w1_d492e14390
sogenannt	w3_d492e14393
Anzenbergerische	w5_d492e14396
Bäcken	w7_d492e14399
hans	w1_d492e14404
nochmalen	w3_d492e14407
dem	w5_d492e14410
Meistbietenden	w7_d492e14413
licitando	w9_d492e14416
verkauffet	w1_d492e14422
wird;	w3_d492e14425
wer	w5_d492e14428
nun	w7_d492e14431
also	w9_d492e14434
sothanes	w11_d492e14437
Back	w13_d492e14441
haus	w1_d492e14446
käuflichen	w3_d492e14449
an	w5_d492e14452
sich	w7_d492e14455
zu	w9_d492e14458
bringen	w11_d492e14461
gedenket,	w13_d492e14465
hat	w15_d492e14468
sich	w1_d492e14473
auf	w3_d492e14476
obbemeldten	w5_d492e14479
Raht=haus	w7_d492e14482
anzumelden.	w9_d492e14485
</p>
<p id="p42_d492e14488">
Entbiete	w1_d492e14492
N	w3_d492e14495
allen	w5_d492e14498
und	w7_d492e14501
jeden,	w9_d492e14504
was	w11_d492e14507
Stands,	w13_d492e14511
und	w15_d492e14514
Wurden	w1_d492e14519
die	w3_d492e14522
seynd	w5_d492e14525
der	w7_d492e14528
Gebühr	w9_d492e14531
nach,	w11_d492e14534
meinen	w13_d492e14538
re	w15_d492e14541
weetibe	w1_d492e14546
Dienst	w3_d492e14549
in	w5_d492e14552
gutem	w7_d492e14555
Willen	w9_d492e14558
zuvor,	w11_d492e14561
und	w13_d492e14565
füge	w15_d492e14568
hiemit	w1_d492e14574
zu	w3_d492e14577
vernehmen:	w5_d492e14580
Es	w7_d492e14583
habe	w9_d492e14586
bey	w11_d492e14589
dem	w13_d492e14593
mir	w15_d492e14596
aller	w17_d492e14599
glädigst	w1_d492e14604
anvertrauten	w3_d492e14607
N.	w5_d492e14610
Oe.	w7_d492e14613
Landmarschalli	w9_d492e14616
schen	w1_d492e14621
Gericht	w3_d492e14624
der	w5_d492e14627
Wohl	w7_d492e14630
geborne	w9_d492e14633
Herr	w11_d492e14636
Philipp	w13_d492e14640
Dill	w15_d492e14643
herr,	w1_d492e14648
Freyherr	w3_d492e14651
von	w5_d492e14654
Althenn,	w7_d492e14657
der	w9_d492e14660
Röm.	w11_d492e14663
K.	w13_d492e14667
K.	w15_d492e14670
Ma	w17_d492e14673
jestät	w1_d492e14679
N.	w3_d492e14682
Oe.	w5_d492e14685
Land=rechts=beysitzer,	w7_d492e14688
und	w9_d492e14691
weisen	w11_d492e14694
Nahts	w1_d492e14699
Präses,	w3_d492e14702
als	w5_d492e14705
gerichtlich	w7_d492e14708
verordnet=Fürst	w9_d492e14711
Franz	w1_d492e14716
Kinßkyscher	w3_d492e14719
Gerhab	w5_d492e14722
in	w7_d492e14725
Austriacis	w9_d492e14728
schrift	w11_d492e14731
lichen	w1_d492e14736
vorgestellet,	w3_d492e14739
welcher	w5_d492e14742
gestalten	w7_d492e14745
bey	w9_d492e14748
der	w11_d492e14751
den	w13_d492e14755
1	w1_d492e14761
husus	w3_d492e14764
fürgewesten	w5_d492e14767
Licitations=tagsazung	w7_d492e14770
der	w9_d492e14773
dernlog	w1_d492e14778
allerhöchsten	w3_d492e14781
Hof=resolution	w5_d492e14784
zu	w7_d492e14787
verkauffen	w9_d492e14790
verwilligt,	w1_d492e14795
und	w3_d492e14798
bereits	w5_d492e14801
geschäzten	w7_d492e14804
Fürst	w9_d492e14807
Kinßky	w11_d492e14810
schen	w1_d492e14815
Pupillar=herrschaft	w3_d492e14818
Walkenstein	w5_d492e14821
verglichen,	w7_d492e14824
und	w1_d492e14830
veranlast	w3_d492e14833
worden	w5_d492e14836
seye,	w7_d492e14839
daß	w9_d492e14842
über	w11_d492e14845
die	w13_d492e14849
von	w15_d492e14852
dem	w17_d492e14855
Herrn	w1_d492e14860
Khbten	w3_d492e14863
zu	w5_d492e14866
Geras	w7_d492e14869
bereits	w9_d492e14872
dargebottenen	w11_d492e14875
100	w1_d492e14880
100.	w3_d492e14883
fl	w5_d492e14886
eine	w7_d492e14889
nochmalige	w9_d492e14892
Licitationstagsazung	w11_d492e14895
dngeordnet	w1_d492e14900
werden	w3_d492e14903
solle;	w5_d492e14906
diesemnach	w7_d492e14909
gebetten,	w9_d492e14912
ich	w11_d492e14915
berühete	w1_d492e14921
ein	w3_d492e14924
nochmaliges	w5_d492e14927
Licitations=edict	w7_d492e14930
bey	w9_d492e14933
der	w11_d492e14936
Lanzley	w1_d492e14941
ausfertigen	w3_d492e14944
zu	w5_d492e14947
lassen;	w7_d492e14950
wann	w9_d492e14953
nun	w11_d492e14956
in	w13_d492e14960
die	w15_d492e14963
ses	w1_d492e14968
Begehren	w3_d492e14971
gewilliget,	w5_d492e14974
und	w7_d492e14977
zur	w9_d492e14980
nochmaligen	w11_d492e14983
Licitations=tagsazung	w1_d492e14988
der	w3_d492e14991
8te	w5_d492e14994
künftigen	w7_d492e14997
Monats	w9_d492e15000
Rydemb.	w1_d492e15006
anberaumet	w3_d492e15009
worden	w5_d492e15012
ist.	w7_d492e15015
Als	w9_d492e15018
hat	w11_d492e15021
man	w13_d492e15025
</p>
<head id="h2_d492e15031">
Land=marschall,	w1_d492e15035
rc.	w3_d492e15038
</head>
<p id="p4_d492e15041">
ein	w1_d492e15045
solches	w3_d492e15048
hiemit	w5_d492e15051
jedermänniglich	w7_d492e15054
zu	w9_d492e15057
dem	w11_d492e15060
Ende	w13_d492e15064
kund	w1_d492e15069
machen	w3_d492e15072
wollen,	w5_d492e15075
damit	w7_d492e15078
der	w9_d492e15081
oder	w11_d492e15084
diejenige,	w13_d492e15088
so	w15_d492e15091
obbemeldte	w1_d492e15096
Fürst	w3_d492e15099
Kinßzkysche	w5_d492e15102
Pupillar=herrschaft	w7_d492e15105
cum	w1_d492e15111
Appertinentiis	w3_d492e15114
käuflichen	w5_d492e15117
an	w7_d492e15120
sich	w9_d492e15123
zu	w11_d492e15126
bringen	w13_d492e15130
willens	w1_d492e15135
seynd,	w3_d492e15138
an	w5_d492e15141
obbestimmten	w7_d492e15144
Tag	w9_d492e15147
fruhe	w11_d492e15150
um	w13_d492e15154
8.	w1_d492e15159
Uhr	w3_d492e15162
nochmalen	w5_d492e15165
ad	w7_d492e15168
licitandum,	w9_d492e15171
tractandum,	w11_d492e15174
&	w13_d492e15178
oncludendum	w1_d492e15183
vor	w3_d492e15186
Gericht	w5_d492e15189
zu	w7_d492e15192
erscheinen	w9_d492e15195
wissen	w11_d492e15198
werden.	w1_d492e15204
</p>
<p id="p6_d492e15207">
Von	w1_d492e15211
der	w3_d492e15214
Hochgräfl.	w5_d492e15217
Harrschischen	w7_d492e15220
Herrschaft	w9_d492e15223
St.	w11_d492e15226
Margarethen	w1_d492e15231
am	w3_d492e15234
Mooß,	w5_d492e15237
wird	w7_d492e15240
allen	w9_d492e15243
und	w11_d492e15246
jeden,	w13_d492e15250
so	w1_d492e15255
an	w3_d492e15258
des	w5_d492e15261
verstorbenen	w7_d492e15264
Thomas	w9_d492e15267
Platthoffer,	w11_d492e15270
ge	w13_d492e15274
westen	w1_d492e15280
Fleischhacker=meisters	w3_d492e15283
allda	w5_d492e15286
nachgelassenen	w7_d492e15289
Vermögen	w1_d492e15294
eine	w3_d492e15297
Forderung	w5_d492e15300
zu	w7_d492e15303
haben	w9_d492e15306
glauben,	w11_d492e15309
hie	w13_d492e15313
mit	w1_d492e15318
angezeiget,	w3_d492e15321
wasgestalten	w5_d492e15324
dieselbe	w7_d492e15327
zu	w9_d492e15330
Anmeld	w11_d492e15333
und	w1_d492e15338
Liquidirung	w3_d492e15341
dieser	w5_d492e15344
ihrer	w7_d492e15347
Forderungen	w9_d492e15350
den	w11_d492e15353
4.	w1_d492e15359
Novemb.	w3_d492e15362
Vormittags	w5_d492e15365
um	w7_d492e15368
8.	w9_d492e15371
Uhr	w11_d492e15374
in	w13_d492e15378
des	w15_d492e15381
Herr	w17_d492e15384
schaftl.	w1_d492e15389
bestellten	w3_d492e15392
Herrn	w5_d492e15395
Doctoris	w7_d492e15398
Fritz,	w9_d492e15401
nächst	w11_d492e15404
St.	w13_d492e15408
Stephan	w1_d492e15413
im	w3_d492e15416
Frasischen	w5_d492e15419
Haus	w7_d492e15422
im	w9_d492e15425
zweyten	w11_d492e15428
Stock	w13_d492e15432
habender	w1_d492e15437
Wohnung	w3_d492e15440
superperemptorie	w5_d492e15443
cum	w7_d492e15446
clau-	w9_d492e15449
sulo	w1_d492e15455
actualis	w3_d492e15458
contumaciæ	w5_d492e15461
also	w7_d492e15464
gewiß	w9_d492e15467
zu	w11_d492e15470
erschei	w13_d492e15474
nen,	w1_d492e15479
und	w3_d492e15482
ihre	w5_d492e15485
Anforderung	w7_d492e15488
anmelden,	w9_d492e15491
auch	w11_d492e15494
li	w13_d492e15498
quidiren,	w1_d492e15503
wie	w3_d492e15506
im	w5_d492e15509
widrigen	w7_d492e15512
sie	w9_d492e15515
mit	w11_d492e15518
dieser	w13_d492e15522
nicht	w15_d492e15525
mehr	w1_d492e15530
gehöret,	w3_d492e15533
sondern	w5_d492e15536
ihnen	w7_d492e15539
das	w9_d492e15542
ewige	w11_d492e15545
Still	w13_d492e15549
schweigen	w1_d492e15555
auferleget	w3_d492e15558
werden	w5_d492e15561
solle.	w7_d492e15564
</p>
<p id="p8_d492e15567">
Von	w1_d492e15571
der	w3_d492e15574
N.	w5_d492e15577
Oe.	w7_d492e15580
Regierung	w9_d492e15583
wegen,	w11_d492e15586
wird	w13_d492e15590
mit	w15_d492e15593
gegenwärtig	w1_d492e15598
offenem	w3_d492e15601
Edict	w5_d492e15604
jedermänniglich	w7_d492e15607
sowol	w9_d492e15610
An	w1_d492e15615
als	w3_d492e15618
Abwesenden,	w5_d492e15621
deme	w7_d492e15624
daran	w9_d492e15627
gelegen,	w11_d492e15630
kund	w13_d492e15634
und	w1_d492e15640
zu	w3_d492e15643
wissen	w5_d492e15646
gemacht:	w7_d492e15649
Es	w9_d492e15652
habe	w11_d492e15655
Regierung	w13_d492e15659
nach	w15_d492e15662
erfolgt	w1_d492e15667
tödtlichen	w3_d492e15670
Hintritt	w5_d492e15673
des	w7_d492e15676
Carl	w9_d492e15679
Joseph	w11_d492e15682
Dräx	w13_d492e15686
ler,	w1_d492e15691
gewest	w3_d492e15694
Kaiserl.	w5_d492e15697
Königl.	w7_d492e15700
Hof=trompeter	w9_d492e15703
seel.	w11_d492e15706
auf	w1_d492e15711
Anlangen	w3_d492e15714
seiner	w5_d492e15717
ruckgelassen	w7_d492e15720
und	w9_d492e15723
per	w11_d492e15726
Testa-	w13_d492e15730
mentum	w1_d492e15736
instituirt=wie	w3_d492e15739
auch	w5_d492e15742
cum	w7_d492e15745
beneficio	w9_d492e15748
le-	w11_d492e15751
gis	w1_d492e15756
&	w3_d492e15759
Invenratii	w5_d492e15762
erklärten	w7_d492e15765
Universal,	w9_d492e15768
erbin	w11_d492e15771
Eva	w13_d492e15775
Catharina,	w1_d492e15780
zu	w3_d492e15783
Erfindung	w5_d492e15786
desselben	w7_d492e15789
etwa	w9_d492e15792
vorhan	w11_d492e15795
denen	w1_d492e15800
Æris	w3_d492e15803
alieni,	w5_d492e15806
folgends	w7_d492e15809
auch	w9_d492e15812
zu	w11_d492e15815
sicherer	w13_d492e15819
Ab	w15_d492e15822
handlung	w1_d492e15828
solcher	w3_d492e15831
Verlassenschaft	w5_d492e15834
für	w7_d492e15837
nöhtig	w9_d492e15840
be	w11_d492e15843
funden,	w1_d492e15848
die	w3_d492e15851
sammentliche,	w5_d492e15854
sowol	w7_d492e15857
in	w9_d492e15860
als	w11_d492e15863
ausser	w13_d492e15867
Land	w1_d492e15872
befindliche	w3_d492e15875
Carl	w5_d492e15878
Joseph	w7_d492e15881
Dräxlerische	w9_d492e15884
Glau	w11_d492e15887
bigere	w1_d492e15892
zu	w3_d492e15895
Anmeld	w5_d492e15898
und	w7_d492e15901
Liquidirung	w9_d492e15904
ihrer	w11_d492e15907
an	w13_d492e15911
wie	w15_d492e15914
derholte	w1_d492e15920
Dräxlerische	w3_d492e15923
Verlassenschaft	w5_d492e15926
zu	w7_d492e15929
stellen	w9_d492e15932
ha	w11_d492e15935
bender	w1_d492e15940
Sprüch	w3_d492e15943
und	w5_d492e15946
Forderungen	w7_d492e15949
gerichtlich	w9_d492e15952
vor	w11_d492e15955
zuladen	w1_d492e15960
und	w3_d492e15963
einzuberuffen;	w5_d492e15966
zu	w7_d492e15969
solchem	w9_d492e15972
Ende	w11_d492e15975
de	w13_d492e15979
nenselben	w1_d492e15984
der	w3_d492e15987
16.	w5_d492e15990
Tag	w7_d492e15993
des	w9_d492e15996
kunftigen	w11_d492e15999
Monats	w13_d492e16003
De	w15_d492e16006
cemb.	w1_d492e16012
1760.	w3_d492e16015
Nachmittags	w5_d492e16018
um	w7_d492e16021
4.	w9_d492e16024
Uhr	w11_d492e16027
zur	w13_d492e16031
ge	w15_d492e16034
wöhnlichen	w1_d492e16039
Convocations	w3_d492e16042
und	w5_d492e16045
Anmeldungstag	w7_d492e16048
satzung	w1_d492e16053
zu	w3_d492e16056
all	w5_d492e16059
endlicher	w7_d492e16062
Frist	w9_d492e16065
anberaumet	w11_d492e16068
worden.	w13_d492e16072
Solchemnach	w1_d492e16077
werden	w3_d492e16080
alle	w5_d492e16083
und	w7_d492e16086
jede,	w9_d492e16089
welche	w11_d492e16092
bey	w13_d492e16096
gedacht=Carl	w1_d492e16102
Joseph.	w3_d492e16105
Dräxlerischen	w5_d492e16108
Verlassen	w7_d492e16111
schaft	w1_d492e16116
um	w3_d492e16119
rechtmäßiger	w5_d492e16122
Forderung	w7_d492e16125
willen	w9_d492e16128
einige	w11_d492e16131
Sprüch	w1_d492e16136
haben,	w3_d492e16139
oder	w5_d492e16142
zu	w7_d492e16145
haben	w9_d492e16148
vermeinen,	w11_d492e16151
an	w13_d492e16155
obbestimmten	w1_d492e16160
Tag	w3_d492e16163
und	w5_d492e16166
Stund	w7_d492e16169
vor	w9_d492e16172
Regierung	w11_d492e16175
in	w13_d492e16179
der	w1_d492e16185
daselbst	w3_d492e16188
zu	w5_d492e16191
solchem	w7_d492e16194
Ende	w9_d492e16197
offen	w11_d492e16200
haltenden	w13_d492e16204
Com	w15_d492e16207
mißions=stuben	w1_d492e16212
entweder	w3_d492e16215
selbst	w5_d492e16218
persönlich,	w7_d492e16221
oder	w9_d492e16224
durch	w1_d492e16229
hierzu	w3_d492e16232
genugsam	w5_d492e16235
bevollmächtigte	w7_d492e16238
Gewalt	w9_d492e16241
tragere	w1_d492e16246
also	w3_d492e16249
gewiß	w5_d492e16252
zu	w7_d492e16255
erscheinen,	w9_d492e16258
und	w11_d492e16261
ihre	w13_d492e16265
an	w15_d492e16268
sol	w17_d492e16271
che	w1_d492e16277
Verlassenschaft	w3_d492e16280
habende	w5_d492e16283
Anforderungen	w7_d492e16286
anzu	w9_d492e16289
mel	w1_d492e16294
</p>
<p id="p12_d492e16300">
melden,	w1_d492e16304
als	w3_d492e16307
rechtlich	w5_d492e16310
zu	w7_d492e16313
liquidiren	w9_d492e16316
haben,	w11_d492e16319
als	w13_d492e16323
im	w1_d492e16328
widrigen	w3_d492e16331
die	w5_d492e16334
Abhandlung	w7_d492e16337
gleichwolen	w9_d492e16340
vorge	w11_d492e16343
nommen,	w1_d492e16348
und	w3_d492e16351
ungehindert	w5_d492e16354
deren	w7_d492e16357
etwa	w9_d492e16360
vorhande	w11_d492e16363
nen	w1_d492e16369
Glaubigeren,	w3_d492e16372
so	w5_d492e16375
sich	w7_d492e16378
mit	w9_d492e16381
ihren	w11_d492e16384
Anforderun	w13_d492e16388
gen	w1_d492e16393
in	w3_d492e16396
bestimmter	w5_d492e16399
Zeit	w7_d492e16402
nicht	w9_d492e16405
angemeldet,	w11_d492e16408
solche	w13_d492e16412
Verlassenschaft	w1_d492e16417
der	w3_d492e16420
Eingangs	w5_d492e16423
gedachten	w7_d492e16426
Univer	w9_d492e16429
sal=erbin	w1_d492e16434
eingeantwortet,	w3_d492e16437
auch	w5_d492e16440
ansonsten	w7_d492e16443
ex	w9_d492e16446
of-	w11_d492e16449
ficio	w1_d492e16455
vorgekehret	w3_d492e16458
werden	w5_d492e16461
solle,	w7_d492e16464
was	w9_d492e16467
Rethtens	w11_d492e16470
ist.	w13_d492e16474
Wornach	w1_d492e16479
sich	w3_d492e16482
also	w5_d492e16485
ein	w7_d492e16488
jeder	w9_d492e16491
zu	w11_d492e16494
richten	w13_d492e16498
wissen	w15_d492e16501
wird.	w17_d492e16504
</p>
<p id="p14_d492e16507">
zwiebeln,	w1_d492e16511
wie	w3_d492e16514
folget:	w5_d492e16517
Narcissi	w1_d492e16522
nobili	w3_d492e16525
von	w5_d492e16528
4.	w7_d492e16531
Sorten.	w9_d492e16534
Fruhe	w11_d492e16537
Nar	w13_d492e16541
eissen.	w1_d492e16546
Gefüllte	w3_d492e16549
Tazzetten.	w5_d492e16552
Weisse	w7_d492e16555
Tazzetten.	w9_d492e16558
Gelbe	w1_d492e16564
Tazzerten.	w3_d492e16567
Gefüllte	w5_d492e16570
weisse	w7_d492e16573
Hygeinthen,	w9_d492e16576
Leib=farbe	w1_d492e16581
gefüllte	w3_d492e16584
Hyaciniten.	w5_d492e16587
Violblaue	w7_d492e16590
gefüllte	w9_d492e16593
Hyacinthen.	w1_d492e16598
Frühe	w3_d492e16601
Hracinten.	w5_d492e16604
Gefüllte	w7_d492e16607
Jon	w9_d492e16610
quilien.	w1_d492e16615
Doppelte	w3_d492e16618
weisse	w5_d492e16621
Spanische	w7_d492e16624
Jonquilien.	w9_d492e16627
Gedoppelte	w1_d492e16633
Arunculen.	w3_d492e16636
Von	w5_d492e16639
dreyßigerley	w7_d492e16642
Far	w9_d492e16645
ben,	w1_d492e16650
allerhand	w3_d492e16653
Arunculen.	w5_d492e16656
Arunculen	w7_d492e16659
la	w9_d492e16662
Bella	w11_d492e16665
di	w1_d492e16670
Brusseles.	w3_d492e16673
Gelbe	w5_d492e16676
Arunculen.	w7_d492e16679
Arunculeu	w9_d492e16682
die	w11_d492e16685
schöne	w1_d492e16690
von	w3_d492e16693
Orlcans.	w5_d492e16696
Gesprengte	w7_d492e16699
Arunculeu	w9_d492e16702
von	w11_d492e16705
verschiedenen	w1_d492e16711
Farben.	w3_d492e16714
Arunculen	w5_d492e16717
der	w7_d492e16720
Prinz	w9_d492e16723
von	w11_d492e16726
Oranien.	w1_d492e16731
Pur	w3_d492e16734
rote	w5_d492e16737
extra	w7_d492e16740
schöne	w9_d492e16743
Arunculen.	w11_d492e16746
Al	w13_d492e16750
lerhand	w1_d492e16755
färbige	w3_d492e16758
Anemoni.	w5_d492e16761
Allerhand	w7_d492e16764
ret=artige	w9_d492e16767
Anemoni.	w1_d492e16772
Anemoni	w3_d492e16775
la	w5_d492e16778
Bella	w7_d492e16781
di	w9_d492e16784
Brusseles.	w11_d492e16787
Ane	w13_d492e16791
moni	w1_d492e16797
der	w3_d492e16800
grosse	w5_d492e16803
Turband,	w7_d492e16806
Anemoni	w9_d492e16809
in	w11_d492e16812
Regen	w13_d492e16816
bogen.	w1_d492e16821
Anemoni	w3_d492e16824
der	w5_d492e16827
Prinz	w7_d492e16830
von	w9_d492e16833
Oranien.	w11_d492e16836
Ane	w13_d492e16840
moni	w1_d492e16845
alte	w3_d492e16848
Bollone.	w5_d492e16851
Anemoni,	w7_d492e16854
die	w9_d492e16857
schöne	w11_d492e16860
von	w13_d492e16864
Normandie.	w1_d492e16869
Persianische	w3_d492e16872
Tulpen,	w5_d492e16875
Türkische	w7_d492e16878
Tul	w9_d492e16881
pen,	w1_d492e16887
und	w3_d492e16890
sonst	w5_d492e16893
allerhand	w7_d492e16896
Arten	w9_d492e16899
schöner	w11_d492e16902
Blumen.	w13_d492e16906
Saamen	w1_d492e16911
von	w3_d492e16914
Kauli	w5_d492e16917
Flor,	w7_d492e16920
von	w9_d492e16923
denen	w11_d492e16926
schönsten	w13_d492e16930
Sorten,	w1_d492e16935
Saamen	w3_d492e16938
von	w5_d492e16941
Broccoli	w7_d492e16944
Romani,	w9_d492e16947
extra	w11_d492e16950
schön.	w1_d492e16955
Die	w3_d492e16958
Blumen=kiele	w5_d492e16961
seynd	w7_d492e16964
durch	w9_d492e16967
und	w11_d492e16970
durch	w13_d492e16974
das	w1_d492e16980
100.	w3_d492e16983
vor	w5_d492e16986
4.	w7_d492e16989
fl.	w9_d492e16992
Der	w11_d492e16995
Saamen	w13_d492e16999
von	w15_d492e17002
Kaupli	w17_d492e17005
flor	w1_d492e17010
das	w3_d492e17013
Loht	w5_d492e17016
18.	w7_d492e17019
kr.	w9_d492e17022
Der	w11_d492e17025
Saamen	w13_d492e17029
von	w15_d492e17032
Brocali	w17_d492e17035
Romani	w1_d492e17040
das	w3_d492e17043
Loht	w5_d492e17046
15.	w7_d492e17049
kr.	w9_d492e17052
Saamen	w11_d492e17055
von	w13_d492e17059
Spani	w15_d492e17062
schen	w1_d492e17067
Zwiebeln	w3_d492e17070
das	w5_d492e17073
Loht	w7_d492e17076
15.	w9_d492e17079
kr.	w11_d492e17082
Saamen	w13_d492e17086
von	w15_d492e17089
Römischen	w1_d492e17095
Fenchel,	w3_d492e17098
das	w5_d492e17101
Loht	w7_d492e17104
5.	w9_d492e17107
kr.	w11_d492e17110
Saamen,	w13_d492e17114
vom	w1_d492e17119
Lombardischen	w3_d492e17122
Köhl,	w5_d492e17125
Melaun=kern,	w7_d492e17128
Cardi	w9_d492e17131
das	w1_d492e17136
Loht	w3_d492e17139
15.	w5_d492e17142
kr.	w7_d492e17145
NB.	w1_d492e17150
Wie	w3_d492e17153
auch	w5_d492e17156
Passatutti,	w7_d492e17159
die	w9_d492e17162
grosse	w11_d492e17165
Königin	w13_d492e17169
von	w1_d492e17175
Brittanien,	w3_d492e17178
das	w5_d492e17181
Stuck	w7_d492e17184
um	w9_d492e17187
18.	w11_d492e17190
kr.	w13_d492e17194
</p>
<p id="p16_d492e17197">
NB.	w1_d492e17201
Es	w3_d492e17204
seynd	w5_d492e17207
hier	w7_d492e17210
wieder	w9_d492e17213
angekommen	w11_d492e17216
die	w13_d492e17220
Ge	w15_d492e17223
brüdere	w1_d492e17228
Montani	w3_d492e17231
mit	w5_d492e17234
verschiedenen	w7_d492e17237
Blumen	w9_d492e17240
</p>
<p id="p18_d492e17243">
Auf	w1_d492e17247
Verordnung	w3_d492e17250
eines	w5_d492e17253
Löbl.	w7_d492e17256
Land=marschallischen	w9_d492e17259
Gericht	w1_d492e17264
haben	w3_d492e17267
all	w5_d492e17270
und	w7_d492e17273
jede,	w9_d492e17276
so	w11_d492e17279
an	w13_d492e17283
weil	w15_d492e17286
Simon	w17_d492e17289
Exler,	w1_d492e17294
gewesten	w3_d492e17297
Haus=meister	w5_d492e17300
im	w7_d492e17303
Doctor	w9_d492e17306
La	w11_d492e17309
tzenhof	w1_d492e17315
seel.	w3_d492e17318
Verlassenschaft	w5_d492e17321
einige	w7_d492e17324
Sprüch	w9_d492e17327
oder	w11_d492e17330
Anforderung	w1_d492e17335
zu	w3_d492e17338
haben	w5_d492e17341
vermeinen,	w7_d492e17344
auf	w9_d492e17347
den	w11_d492e17350
7	w13_d492e17354
Novemb.	w1_d492e17359
dies	w3_d492e17362
Jahrs	w5_d492e17365
bey	w7_d492e17368
der	w9_d492e17371
angeordneten	w11_d492e17374
Con.	w13_d492e17378
