<doc id="wr_1763-01-12" attrs="word" year="1763" month="01" day="12" corpus="2">
<head id="h2_d725e2954">
Mädrd	w1_d725e2958
gemeiner	w15_d725e13786
Stadt	w17_d725e13789
Raht	w1_d725e13795
haus	w3_d725e13798
anzumelden,	w5_d725e13801
und	w7_d725e13804
der	w9_d725e13807
gewöhnlichen?	w11_d725e13810
Licitation	w1_d725e13815
beyzuwohnen.	w3_d725e13818
Beynebst	w5_d725e13821
stehet	w7_d725e13824
jedwe	w9_d725e13827
dem	w1_d725e13832
Liebhaber	w3_d725e13835
bevor,	w5_d725e13838
diese	w7_d725e13841
Behausung	w9_d725e13844
vorhin	w11_d725e13847
in	w1_d725e13852
Augenschein	w3_d725e13855
zu	w5_d725e13858
nehmen,	w7_d725e13861
wessenthalben	w9_d725e13864
sich	w11_d725e13867
bey	w1_d725e13873
Herrn	w3_d725e13876
Augustin	w5_d725e13879
Fortner,	w7_d725e13882
wohnhaft	w9_d725e13885
in	w11_d725e13888
der	w13_d725e13892
untern	w1_d725e13897
Stadt	w3_d725e13900
nächst	w5_d725e13903
der	w7_d725e13906
Saulen,	w9_d725e13909
anzumelden	w11_d725e13912
ist	w13_d725e13916
</p>
<list id="l26_d725e13919">
Von	w1_d725e13923
dem	w3_d725e13926
Kais.	w5_d725e13929
Kön.	w7_d725e13932
Stadt	w9_d725e13935
und	w11_d725e13938
Landgericht:	w13_d725e13942
</list>
<p id="p28_d725e13946">
Von	w1_d725e13950
dem	w3_d725e13953
Kais.	w5_d725e13956
Kön.	w7_d725e13959
Stadt	w9_d725e13962
und	w11_d725e13965
Landgericht:	w13_d725e13969
Wien,	w1_d725e13974
wird	w3_d725e13977
dem	w5_d725e13980
in	w7_d725e13983
Folge	w9_d725e13986
des	w11_d725e13989
unterm	w13_d725e13993
9.	w15_d725e13996
Nov	w17_d725e13999
1754.	w1_d725e14004
pabkicirt	w3_d725e14007
Andre	w5_d725e14010
Arthofferischen	w7_d725e14013
Cridäab	w9_d725e14016
112	w1_d725e14022
schied6.	w1_d725e14027
</p>
<p id="p32_d725e14032">
schied	w1_d725e14036
Classe	w3_d725e14039
prima	w5_d725e14042
einkommenden	w7_d725e14045
Andre	w9_d725e14048
Funk,	w11_d725e14051
gewest	w1_d725e14056
Arthofferischen	w3_d725e14059
Schif=knecht	w5_d725e14062
hiermit	w7_d725e14065
an	w9_d725e14068
gezeiget:	w1_d725e14073
demnach	w3_d725e14076
derselbe	w5_d725e14079
mit	w7_d725e14082
seiner	w9_d725e14085
gestellten	w11_d725e14088
Liedlohns=anforderung	w1_d725e14094
in	w3_d725e14097
die	w5_d725e14100
erste	w7_d725e14103
Claß	w9_d725e14106
des	w11_d725e14109
ob	w13_d725e14113
besagten	w1_d725e14118
Cridä=abschieds	w3_d725e14121
mit	w5_d725e14124
jener	w7_d725e14127
Bedingnuß	w9_d725e14130
eingetheilet	w1_d725e14135
worden,	w3_d725e14138
daß	w5_d725e14141
nämlichen	w7_d725e14144
er	w9_d725e14147
Funk	w11_d725e14150
den	w13_d725e14154
wahrhaften	w1_d725e14159
Betrag	w3_d725e14162
und	w5_d725e14165
Ruckstand	w7_d725e14168
seiner	w9_d725e14171
dieß	w11_d725e14174
fälligen	w1_d725e14180
Liedlohns=prätension	w3_d725e14183
mittelst	w5_d725e14186
Abschwö	w7_d725e14189
rung	w1_d725e14194
eines	w3_d725e14197
körperlichen	w5_d725e14200
Eids	w7_d725e14203
zu	w9_d725e14206
liquidiren	w11_d725e14209
gehal	w13_d725e14213
ten	w1_d725e14218
seyn	w3_d725e14221
solle:	w5_d725e14224
deme	w7_d725e14227
nun	w9_d725e14230
aber	w11_d725e14233
von	w13_d725e14237
so	w15_d725e14240
geraumer	w17_d725e14243
Zeit	w1_d725e14248
her	w3_d725e14251
der	w5_d725e14254
schuldige	w7_d725e14257
Vollzug	w9_d725e14260
nicht	w11_d725e14263
geleistet	w13_d725e14267
wor	w15_d725e14270
den;	w1_d725e14276
dahero	w3_d725e14279
über	w5_d725e14282
die	w7_d725e14285
von	w9_d725e14288
dem	w11_d725e14291
dießfalls	w13_d725e14295
aufge	w15_d725e14298
stellten	w1_d725e14303
Herrn	w3_d725e14306
Curatore	w5_d725e14309
ad	w7_d725e14312
lites	w9_d725e14315
beschehene	w11_d725e14318
Anzeig,	w13_d725e14322
und	w1_d725e14327
bestimmt	w3_d725e14330
geweste	w5_d725e14333
peremptorisch=eine	w7_d725e14336
super	w9_d725e14339
peremptorische	w1_d725e14344
clausulirte	w3_d725e14347
Tagsatzung	w5_d725e14350
auf	w7_d725e14353
den	w9_d725e14356
31.	w11_d725e14359
Jänner	w1_d725e14365
1763.	w3_d725e14368
fruhe	w5_d725e14371
um	w7_d725e14374
8.	w9_d725e14377
Uhr	w11_d725e14380
auf	w13_d725e14384
dem	w15_d725e14387
K.	w17_d725e14390
Kön.	w19_d725e14393
Stadt=gericht	w1_d725e14398
allhier	w3_d725e14401
ad	w5_d725e14404
liquitandum	w7_d725e14407
zu	w9_d725e14410
erschei	w11_d725e14413
nen	w1_d725e14418
bestimmet	w3_d725e14421
worden	w5_d725e14424
ist.	w7_d725e14427
Solchemnach	w9_d725e14430
wird	w11_d725e14433
ihme	w1_d725e14438
Andre	w3_d725e14441
Funk	w5_d725e14444
(zumalen	w7_d725e14447
desselben	w9_d725e14450
eigentlicher	w11_d725e14453
Aufenthalt	w1_d725e14459
nicht	w3_d725e14462
bekannt	w5_d725e14465
ist)	w7_d725e14468
die	w9_d725e14471
erst	w11_d725e14474
erwehnte	w13_d725e14478
fuperperemptorische	w1_d725e14483
bey	w3_d725e14486
würklicher	w5_d725e14489
Anhörung	w7_d725e14492
in	w9_d725e14495
Contumaciam	w1_d725e14500
clausulirte	w3_d725e14503
Tagsatzung	w5_d725e14506
in	w7_d725e14509
Kraft	w9_d725e14512
gegenwärtig	w1_d725e14517
offenen	w3_d725e14520
Edicts	w5_d725e14523
mittelst	w7_d725e14526
Ansetzung	w9_d725e14529
ei	w11_d725e14532
nes	w1_d725e14538
gewöhnlichen	w3_d725e14541
Valval=termins	w5_d725e14544
hiermit	w7_d725e14547
mehr	w9_d725e14550
malen	w1_d725e14555
anerinnert.	w3_d725e14558
</p>
<list id="l34_d725e14561">
Wir	w1_d725e14565
Burgermeister=amts=verwalter	w3_d725e14568
und	w5_d725e14571
Raht	w7_d725e14574
</list>
<p id="p36_d725e14579">
Wän	w1_d725e14583
Wit	w3_d725e14586
ber	w1_d725e14591
Stadt	w3_d725e14594
Wien,	w5_d725e14597
geben	w7_d725e14600
allen	w9_d725e14603
und	w11_d725e14606
jeden,	w13_d725e14610
so	w15_d725e14613
zu	w17_d725e14616
weil.	w19_d725e14619
Franciscä	w1_d725e14624
Crouebergerin,	w3_d725e14627
gewest=ledigen	w5_d725e14630
Standes	w7_d725e14633
allhier	w1_d725e14639
seel.	w3_d725e14642
Verlassenschaft	w5_d725e14645
Sprüch	w7_d725e14648
und	w9_d725e14651
Anforde	w11_d725e14654
rungen	w1_d725e14659
haben,	w3_d725e14662
oder	w5_d725e14665
zu	w7_d725e14668
haben	w9_d725e14671
vermeinen,	w11_d725e14674
es	w13_d725e14678
seye	w15_d725e14681
um	w1_d725e14686
Erbschaft,	w3_d725e14689
Geld,	w5_d725e14692
Schulden,	w7_d725e14695
oder	w9_d725e14698
anderes,	w11_d725e14701
wie	w13_d725e14705
das	w1_d725e14710
immer	w3_d725e14713
genennet	w5_d725e14716
werden	w7_d725e14719
kan	w9_d725e14722
oder	w11_d725e14725
mag,	w13_d725e14729
hiemit	w15_d725e14732
zu	w1_d725e14738
vernehmen,	w3_d725e14741
daß,	w5_d725e14744
nachdeme	w7_d725e14747
wir	w9_d725e14750
auf	w11_d725e14753
einen	w13_d725e14757
an	w15_d725e14760
uns	w1_d725e14765
von	w3_d725e14768
unserer	w5_d725e14771
Pupillen=rait=cammer	w7_d725e14774
unterm	w9_d725e14777
22.	w1_d725e14782
Decomb.	w3_d725e14785
anni	w5_d725e14788
currentis	w7_d725e14791
erstatteten	w9_d725e14794
Bericht	w11_d725e14797
ex	w13_d725e14801
officio	w1_d725e14806
veranlasset	w3_d725e14809
haben,	w5_d725e14812
wir	w7_d725e14815
entschlossen	w9_d725e14818
seynd,	w11_d725e14821
jetzt=berührte	w1_d725e14827
Sprüch	w3_d725e14830
von	w5_d725e14833
untem	w7_d725e14836
gesetztem	w9_d725e14839
Dato	w11_d725e14842
an,	w1_d725e14847
nach	w3_d725e14850
Verfliessung	w5_d725e14853
eines	w7_d725e14856
Jahrs,	w9_d725e14859
6.	w11_d725e14862
Wochen,	w13_d725e14866
und	w15_d725e14869
3.	w1_d725e14874
Tägen	w3_d725e14877
auf	w5_d725e14880
unser	w7_d725e14883
und	w9_d725e14886
Gemeiner	w11_d725e14889
Stadt	w13_d725e14893
Raht	w15_d725e14896
haus	w1_d725e14901
solchergestalten	w3_d725e14904
hören,	w5_d725e14907
zu	w7_d725e14910
vernehmen,	w9_d725e14913
und	w11_d725e14916
was	w1_d725e14922
sich	w3_d725e14925
hierauf	w5_d725e14928
gebühret,	w7_d725e14931
zu	w9_d725e14934
handlen,	w11_d725e14937
daß	w13_d725e14941
anstatt	w15_d725e14944
deren	w1_d725e14949
sonst	w3_d725e14952
gebräuchigen	w5_d725e14955
dreyen	w7_d725e14958
Edicten,	w9_d725e14961
zu	w11_d725e14964
Ab	w13_d725e14968
schneidung	w1_d725e14973
aller	w3_d725e14976
Weitläuffigkeiten	w5_d725e14979
diese	w7_d725e14982
Sach	w9_d725e14985
auf	w11_d725e14988
einmal	w1_d725e14993
hindangeleget	w3_d725e14996
werden	w5_d725e14999
solle.	w7_d725e15002
Erforderen	w9_d725e15005
und	w1_d725e15011
citiren	w3_d725e15014
demnach	w5_d725e15017
alle	w7_d725e15020
Jntereßirte	w9_d725e15023
hiemit	w11_d725e15026
super-	w13_d725e15030
peremptorie	w1_d725e15035
cum	w3_d725e15038
omni	w5_d725e15041
clausula,	w7_d725e15044
&	w9_d725e15047
sub	w11_d725e15050
poena	w13_d725e15054
præ	w15_d725e15057
clusi,	w1_d725e15062
daß	w3_d725e15065
sie	w5_d725e15068
entweders	w7_d725e15071
selbst	w9_d725e15074
persönlich,	w11_d725e15077
oder	w13_d725e15081
aber	w15_d725e15084
durch	w1_d725e15089
hierzu	w3_d725e15092
genugsam	w5_d725e15095
bevollmächtigte	w7_d725e15098
Gewalt	w9_d725e15101
tragere	w1_d725e15107
nach	w3_d725e15110
Verstreichung	w5_d725e15113
obbemelt=anberaumten	w7_d725e15116
Termins	w1_d725e15121
vor	w3_d725e15124
uns	w5_d725e15127
erscheinen,	w7_d725e15130
allda	w9_d725e15133
ihre	w11_d725e15136
Forderun	w13_d725e15140
gen	w1_d725e15145
schrift	w3_d725e15148
oder	w5_d725e15151
mündlich	w7_d725e15154
anbringen,	w9_d725e15157
Rechtsbe	w11_d725e15160
ständig	w1_d725e15165
liquidiren,	w3_d725e15168
und	w5_d725e15171
nicht	w7_d725e15174
ausbleiben	w9_d725e15177
sollen,	w11_d725e15180
und	w13_d725e15184
zwar	w1_d725e15190
mit	w3_d725e15193
dieser	w5_d725e15196
gemessenen	w7_d725e15199
Communication,	w9_d725e15202
daß,	w11_d725e15205
es	w1_d725e15210
erscheine,	w3_d725e15213
dabey	w5_d725e15216
ein	w7_d725e15219
Theil	w9_d725e15222
oder	w11_d725e15225
nicht,	w13_d725e15229
der	w15_d725e15232
Anwe	w17_d725e15235
sende	w1_d725e15240
mit	w3_d725e15243
seiner	w5_d725e15246
Nohtdurft	w7_d725e15249
nichtsdestoweniger	w9_d725e15252
an	w11_d725e15255
gehöret,	w1_d725e15260
und	w3_d725e15263
darüber	w5_d725e15266
was	w7_d725e15269
Rechtens	w9_d725e15272
ist,	w11_d725e15275
erkennet,	w13_d725e15279
allenfalls	w1_d725e15285
auch	w3_d725e15288
auf	w5_d725e15291
allseitiges	w7_d725e15294
Ausbleiben	w9_d725e15297
mit	w11_d725e15300
der	w13_d725e15304
Verlassenschafts=abhandlung	w1_d725e15309
von	w3_d725e15312
Amts=wegen	w5_d725e15315
für	w7_d725e15318
</p>
<p id="p38_d725e15321">
gegangen,	w1_d725e15325
dem	w3_d725e15328
Ausbleibenben	w5_d725e15331
aber,	w7_d725e15334
das	w9_d725e15337
ewige	w11_d725e15340
Stillschweigen	w1_d725e15345
auferleget	w3_d725e15348
werden	w5_d725e15351
solle.	w7_d725e15354
Wornac	w9_d725e15357
sich	w1_d725e15362
ein	w3_d725e15365
jeder	w5_d725e15368
zu	w7_d725e15371
richten,	w9_d725e15374
und	w11_d725e15377
vor	w13_d725e15381
Schaden	w15_d725e15384
zu	w17_d725e15387
hüten	w19_d725e15390
wisen	w1_d725e15396
wird.	w3_d725e15399
Ackum	w5_d725e15402
Wien	w7_d725e15405
den	w9_d725e15408
30.	w11_d725e15411
Dec.	w13_d725e15415
1762.	w15_d725e15418
</p>
<p id="p40_d725e15421">
Von	w1_d725e15425
des	w3_d725e15428
durch	w5_d725e15431
die	w7_d725e15434
Hochlöbl.	w9_d725e15437
N.	w11_d725e15440
Oe.	w13_d725e15444
drey	w15_d725e15447
obern	w17_d725e15450
Herren	w1_d725e15455
Stände	w3_d725e15458
über	w5_d725e15461
die	w7_d725e15464
übernommene	w9_d725e15467
Vicedo	w11_d725e15470
mische	w1_d725e15475
Gülten	w3_d725e15478
und	w5_d725e15481
Unterthanen	w7_d725e15484
aufgestellten	w9_d725e15487
Ju-	w11_d725e15490
dicii	w1_d725e15496
deleg.	w3_d725e15499
wegen,	w5_d725e15502
dem	w7_d725e15505
Franz	w9_d725e15508
und	w11_d725e15511
Ferdinand	w13_d725e15515
Freynthaller,	w1_d725e15520
oder	w3_d725e15523
allenfalls	w5_d725e15526
derenselben	w7_d725e15529
Erben	w9_d725e15532
hie	w11_d725e15535
mit	w1_d725e15540
anzufügen:	w3_d725e15543
Es	w5_d725e15546
habe	w7_d725e15549
bey	w9_d725e15552
diesem	w11_d725e15555
Judicio	w13_d725e15559
del.	w15_d725e15562
der	w1_d725e15567
gerichtlich	w3_d725e15570
verordnet	w5_d725e15573
Sebastian	w7_d725e15576
Freyenthalle	w9_d725e15579
rische	w1_d725e15585
Curator	w3_d725e15588
ad	w5_d725e15591
lites	w7_d725e15594
Herr	w9_d725e15597
Franz	w11_d725e15600
Augustin	w13_d725e15604
Lang,	w15_d725e15607
J.	w1_d725e15612
U.	w3_d725e15615
D.	w5_d725e15618
auch	w7_d725e15621
Hof	w9_d725e15624
und	w11_d725e15627
Gerichts=advocat	w13_d725e15631
un	w15_d725e15634
term	w1_d725e15639
11.	w3_d725e15642
Decemb.	w5_d725e15645
des	w7_d725e15648
1762.	w9_d725e15651
Jahrs	w11_d725e15654
angezeiget,	w13_d725e15658
welchergestalten,	w1_d725e15663
nachdeme	w3_d725e15666
derselbe	w5_d725e15669
die	w7_d725e15672
Sebastian	w9_d725e15675
Freynthallerische	w1_d725e15681
Wittib	w3_d725e15684
Mariam	w5_d725e15687
Elisabetham,	w7_d725e15690
nunmehro	w1_d725e15695
verehel.	w3_d725e15698
Leichnamschneiderin	w5_d725e15701
zu	w7_d725e15704
recht	w9_d725e15707
licher	w1_d725e15712
Herstellung	w3_d725e15715
deren	w5_d725e15718
ihr	w7_d725e15721
in	w9_d725e15724
dem	w11_d725e15727
unterm	w13_d725e15731
8ten	w15_d725e15734
April	w1_d725e15739
1758.	w3_d725e15742
hier	w5_d725e15745
Orts	w7_d725e15748
publicirt	w9_d725e15751
dießfälligen	w11_d725e15754
Cri	w13_d725e15758
dä=abschied	w1_d725e15764
verschiedentlich	w3_d725e15767
aufgetragenen	w5_d725e15770
Be	w7_d725e15773
weisen,	w1_d725e15778
dann	w3_d725e15781
weilen	w5_d725e15784
selbe	w7_d725e15787
in	w9_d725e15790
dem	w11_d725e15793
Besitz	w13_d725e15797
des	w15_d725e15800
gan	w17_d725e15803
zen	w1_d725e15808
Verlassenschafts=vermögens	w3_d725e15811
wäre,	w5_d725e15814
theils	w7_d725e15817
zu	w9_d725e15820
Legung	w1_d725e15825
deren	w3_d725e15828
Haus=zinnß=rechnungen,	w5_d725e15831
theils	w7_d725e15834
zu	w9_d725e15837
Communicirung	w1_d725e15843
einer	w3_d725e15846
Ausweisung	w5_d725e15849
über	w7_d725e15852
dasjeni	w9_d725e15855
ge,	w1_d725e15860
was	w3_d725e15863
sie	w5_d725e15866
aus	w7_d725e15869
der	w9_d725e15872
Fleischmannischen	w11_d725e15875
Massa	w13_d725e15879
em	w15_d725e15882
pfangen,	w1_d725e15887
ordentlich	w3_d725e15890
betrieben,	w5_d725e15893
endlichen	w7_d725e15896
aber	w9_d725e15899
we	w11_d725e15902
gen	w1_d725e15907
Verkaufung	w3_d725e15910
des	w5_d725e15913
in	w7_d725e15916
der	w9_d725e15919
Massa	w11_d725e15922
befindlichen	w13_d725e15926
Hauses,	w1_d725e15932
Mobilien,	w3_d725e15935
und	w5_d725e15938
Effecten	w7_d725e15941
um	w9_d725e15944
eine	w11_d725e15947
Tag	w13_d725e15951
satzung	w1_d725e15956
gebetten	w3_d725e15959
hätte,	w5_d725e15962
von	w7_d725e15965
diesem	w9_d725e15968
Judicio	w11_d725e15971
deleg.	w13_d725e15975
zu	w1_d725e15980
gänzlicher	w3_d725e15983
Ausmachung	w5_d725e15986
dieser	w7_d725e15989
Cridä=sache	w9_d725e15992
ei	w11_d725e15995
ne	w1_d725e16000
Erforderung	w3_d725e16003
auf	w5_d725e16006
den	w7_d725e16009
6.	w9_d725e16012
abgewichenen	w11_d725e16015
Monats	w13_d725e16019
Novemb.	w1_d725e16025
mit	w3_d725e16028
Zuziehung	w5_d725e16031
deren	w7_d725e16034
sämmtlichen	w9_d725e16037
in	w11_d725e16040
oberdeuten	w1_d725e16045
Cridä=abschied	w3_d725e16048
claßificirt	w5_d725e16051
Freynthalle	w7_d725e16054
rischen	w1_d725e16059
Chyrographar=creditorn	w3_d725e16062
mit	w5_d725e16065
dem	w7_d725e16068
Beysatz	w9_d725e16071
angeordnet	w1_d725e16076
worden	w3_d725e16079
wäre,	w5_d725e16082
daß	w7_d725e16085
sie	w9_d725e16088
Creditores	w11_d725e16091
ent	w13_d725e16095
weder	w1_d725e16101
persönlich,	w3_d725e16104
oder	w5_d725e16107
durch	w7_d725e16110
einen	w9_d725e16113
genugsam	w11_d725e16116
Be	w13_d725e16120
vollmächtigte	w1_d725e16125
ohne	w3_d725e16128
Annehmung	w5_d725e16131
einer	w7_d725e16134
sowol	w9_d725e16137
schrift	w11_d725e16140
als	w1_d725e16145
mündlichen	w3_d725e16148
Entschuldigung	w5_d725e16151
also	w7_d725e16154
gewiß	w9_d725e16157
zu	w11_d725e16160
er	w13_d725e16164
scheinen	w1_d725e16169
haben	w3_d725e16172
werden,	w5_d725e16175
wie	w7_d725e16178
im	w9_d725e16181
widrigen	w11_d725e16184
in	w13_d725e16188
Con	w15_d725e16191
tumaciam,	w1_d725e16197
was	w3_d725e16200
Rechtens	w5_d725e16203
ist,	w7_d725e16206
erkennet	w9_d725e16209
werden	w11_d725e16212
sol	w13_d725e16216
le.	w1_d725e16221
Wie	w3_d725e16224
zumalen	w5_d725e16227
nun	w7_d725e16230
aber	w9_d725e16233
erdeut	w11_d725e16236
auf	w13_d725e16240
den	w15_d725e16243
6.	w17_d725e16246
Novemb.	w1_d725e16251
anberaumt	w3_d725e16254
geweste	w5_d725e16257
Tagsatzung	w7_d725e16260
von	w9_d725e16263
dar	w11_d725e16266
umen	w1_d725e16271
nicht	w3_d725e16274
ad	w5_d725e16277
Effectum	w7_d725e16280
gekommen	w9_d725e16283
wäre,	w11_d725e16286
weilen	w13_d725e16290
selbe	w1_d725e16296
ihnen	w3_d725e16299
Franz	w5_d725e16302
und	w7_d725e16305
Ferdinand	w9_d725e16308
Freynthaller	w11_d725e16311
als	w13_d725e16315
ebenmäßig	w1_d725e16320
Sebastian	w3_d725e16323
Freynthallerischen	w5_d725e16326
Chyro	w7_d725e16329
graphar=creditorn,	w1_d725e16334
oder	w3_d725e16337
derenselben	w5_d725e16340
Erben	w7_d725e16343
aus	w9_d725e16346
Unwissenheit	w1_d725e16351
ihres	w3_d725e16354
Aufenthalts	w5_d725e16357
nicht	w7_d725e16360
hätte	w9_d725e16363
inti	w11_d725e16366
miret	w1_d725e16372
werden	w3_d725e16375
können,	w5_d725e16378
und	w7_d725e16381
dannenhero	w9_d725e16384
er	w11_d725e16387
Herr	w13_d725e16391
Curator	w1_d725e16396
um	w3_d725e16399
Reassumirung	w5_d725e16402
der	w7_d725e16405
Tagsatzung,	w9_d725e16408
und	w11_d725e16411
Ausfertigung	w1_d725e16416
eines	w3_d725e16419
gewöhnlichen	w5_d725e16422
Valval=edicts	w7_d725e16425
gebetten.	w1_d725e16430
Da	w3_d725e16433
nun	w5_d725e16436
in	w7_d725e16439
dieses	w9_d725e16442
des	w11_d725e16445
Hrn.	w13_d725e16449
Curato	w15_d725e16452
ris	w1_d725e16458
Begehren	w3_d725e16461
gewilliget,	w5_d725e16464
und	w7_d725e16467
eine	w9_d725e16470
weitere	w11_d725e16473
Tag	w13_d725e16477
satzung	w1_d725e16482
mit	w3_d725e16485
all	w5_d725e16488
vorigem	w7_d725e16491
Anhang	w9_d725e16494
auf	w11_d725e16497
den	w13_d725e16501
22ten	w15_d725e16504
dieß	w1_d725e16509
Monats	w3_d725e16512
Jan.	w5_d725e16515
1763.	w7_d725e16518
fruh	w9_d725e16521
um	w11_d725e16524
10.	w13_d725e16528
Uhr	w15_d725e16531
für	w17_d725e16534
dieses	w1_d725e16539
Judicium	w3_d725e16542
deleg.	w5_d725e16545
zu	w7_d725e16548
erscheinen	w9_d725e16551
anberaumet	w11_d725e16554
worden;	w1_d725e16560
Als	w3_d725e16563
werden	w5_d725e16566
sie	w7_d725e16569
Ferdinand	w9_d725e16572
und	w11_d725e16575
Franz	w13_d725e16579
Freynthaler	w1_d725e16584
oder	w3_d725e16587
derenselben	w5_d725e16590
Erben	w7_d725e16593
auf	w9_d725e16596
obbemeld	w11_d725e16599
ten:	w1_d725e16604
</p>
<list id="l42_d725e16607">
Von	w1_d725e16611
des	w3_d725e16614
durch	w5_d725e16617
die	w7_d725e16620
Hochlöbl.	w9_d725e16623
N.	w11_d725e16626
Oe.	w13_d725e16630
drey	w15_d725e16633
obern	w17_d725e16636
</list>
<p id="p46_d725e16642">
zen	w1_d725e16646
Tag	w3_d725e16649
und	w5_d725e16652
Stund	w7_d725e16655
also	w9_d725e16658
gewiß	w11_d725e16661
entweder	w13_d725e16665
persön	w15_d725e16668
lich,	w1_d725e16673
oder	w3_d725e16676
durch	w5_d725e16679
einen	w7_d725e16682
genugsam	w9_d725e16685
Gevollmächtig	w11_d725e16688
ten	w1_d725e16693
ohne	w3_d725e16696
Annehmung	w5_d725e16699
einer	w7_d725e16702
sowol	w9_d725e16705
schrift	w11_d725e16708
als	w13_d725e16712
mund	w15_d725e16715
lichen	w1_d725e16721
Entschuldigung	w3_d725e16724
zu	w5_d725e16727
erscheinen,	w7_d725e16730
und	w9_d725e16733
resp.;	w11_d725e16736
legitimiren	w1_d725e16741
haben,	w3_d725e16744
wie	w5_d725e16747
im	w7_d725e16750
widrigen	w9_d725e16753
auf	w11_d725e16756
Ausblei	w13_d725e16760
ben	w1_d725e16765
ein	w3_d725e16768
oder	w5_d725e16771
des	w7_d725e16774
anderen	w9_d725e16777
Theils	w11_d725e16780
in	w13_d725e16784
Contuma	w15_d725e16787
ciam,	w1_d725e16792
was	w3_d725e16795
Rechtens	w5_d725e16798
ist,	w7_d725e16801
erkennet	w9_d725e16804
werden	w11_d725e16807
solle.	w13_d725e16811
</p>
<p id="p48_d725e16815">
Von	w1_d725e16819
der	w3_d725e16822
Kais.	w5_d725e16825
Kön.	w7_d725e16828
N.	w9_d725e16831
Oe.	w11_d725e16834
Regierung	w13_d725e16838
we	w15_d725e16841
gen	w1_d725e16846
wird	w3_d725e16849
mit	w5_d725e16852
gegenwärtig	w7_d725e16855
offenem	w9_d725e16858
Edict	w11_d725e16861
gleich	w13_d725e16865
nachstehend	w1_d725e16870
in	w3_d725e16873
dem	w5_d725e16876
unterm	w7_d725e16879
31.	w9_d725e16882
Augusti	w11_d725e16885
vorigen	w13_d725e16889
Jahrs	w1_d725e16895
bey	w3_d725e16898
Regierung	w5_d725e16901
publicirten	w7_d725e16904
Joh.	w9_d725e16907
Adam	w11_d725e16910
v.	w13_d725e16914
Oehningerischen	w1_d725e16919
Crida=abschied	w3_d725e16922
in	w5_d725e16925
der	w7_d725e16928
zweyten,	w9_d725e16931
oder	w1_d725e16936
Hypothecar=cläß	w3_d725e16939
Nro.	w5_d725e16942
Imo	w7_d725e16945
einkommenden	w9_d725e16948
Freyburg	w1_d725e16953
und	w3_d725e16956
Preyßgauerischen	w5_d725e16959
Neun	w7_d725e16962
Credito	w9_d725e16965
ribus,	w1_d725e16971
benanntlichen	w3_d725e16974
N.	w5_d725e16977
verehelichter	w7_d725e16980
v.	w9_d725e16983
Keich,	w11_d725e16986
N.	w1_d725e16991
Erkl	w3_d725e16994
Proviant=verwalter,	w5_d725e16997
N.	w7_d725e17000
N.	w9_d725e17003
Vogt	w11_d725e17006
zu	w13_d725e17010
Grözing,	w1_d725e17015
N.	w3_d725e17018
Kretter	w5_d725e17021
Kaufmann	w7_d725e17024
zu	w9_d725e17027
Coblenz,	w11_d725e17030
Jo	w13_d725e17034
hann	w1_d725e17039
Bacheberle	w3_d725e17042
Proviant	w5_d725e17045
commissarto	w7_d725e17048
zu	w9_d725e17051
Frank	w11_d725e17054
furth,	w1_d725e17060
und	w3_d725e17063
dessen	w5_d725e17066
Ehewirthin,	w7_d725e17069
sodann	w9_d725e17072
denen	w11_d725e17075
zu	w13_d725e17079
Maynz	w1_d725e17084
befindlich	w3_d725e17087
gewesen	w5_d725e17090
seyn	w7_d725e17093
sollenden	w9_d725e17096
Credito	w11_d725e17099
ren,	w1_d725e17104
wie	w3_d725e17107
auch	w5_d725e17110
dem	w7_d725e17113
N.	w9_d725e17116
N.	w11_d725e17119
Spital=verwalter	w13_d725e17123
zu	w15_d725e17126
Freyburg,	w1_d725e17131
oder	w3_d725e17134
nunmehro	w5_d725e17137
dessen	w7_d725e17140
Erben,	w9_d725e17143
N.	w11_d725e17146
v.	w13_d725e17150
Helgen,	w1_d725e17156
Raht,	w3_d725e17159
und	w5_d725e17162
Amtmann	w7_d725e17165
im	w9_d725e17168
Stift	w11_d725e17171
Jam	w13_d725e17175
perhof	w1_d725e17180
zu	w3_d725e17183
Cölln,	w5_d725e17186
allenfalls	w7_d725e17189
derenselben	w9_d725e17192
Erben,	w11_d725e17195
Er	w13_d725e17199
bens	w1_d725e17204
Erben,	w3_d725e17207
Ceßionarien,	w5_d725e17210
oder	w7_d725e17213
sonst	w9_d725e17216
Theilnehmen	w11_d725e17219
den,	w1_d725e17224
und	w3_d725e17227
denen	w5_d725e17230
daran	w7_d725e17233
gelegen,	w9_d725e17236
kund	w11_d725e17239
und	w13_d725e17243
zu	w15_d725e17246
wis	w17_d725e17249
sen	w1_d725e17255
gemacht:	w3_d725e17258
Es	w5_d725e17261
habe	w7_d725e17264
bey	w9_d725e17267
erwehnt	w11_d725e17270
Kais.	w13_d725e17274
Kon.	w15_d725e17277
N.	w1_d725e17282
Oe.	w3_d725e17285
Regierung	w5_d725e17288
der	w7_d725e17291
gerichtl.	w9_d725e17294
verordnete	w11_d725e17297
Joh.	w13_d725e17301
Adam	w1_d725e17306
v.	w3_d725e17309
Oehningerische	w5_d725e17312
Curator	w7_d725e17315
ad	w9_d725e17318
lites	w11_d725e17321
Jose	w13_d725e17325
Wilhelm	w1_d725e17330
