<doc id="wr_1758-06-03" attrs="word" year="1758" month="06" day="03" corpus="2">
<head id="h2_d249e4298">
Hamburg	w1_d249e4302
Stadt.	w5_d249e15099
</head>
<list id="l4_d249e15102">
Dem	w1_d249e15106
Heinr.	w3_d249e15109
Albrecht,	w5_d249e15112
K.	w7_d249e15115
K.	w9_d249e15118
Trab.,	w11_d249e15121
s.	w13_d249e15125
K.	w15_d249e15128
Franz,	w17_d249e15131
in	w1_d249e15136
s.	w3_d249e15139
H.	w5_d249e15142
auf	w7_d249e15145
der	w9_d249e15148
Wied.,	w11_d249e15151
alt	w13_d249e15155
6.	w15_d249e15158
v.	w17_d249e15161
J.	w19_d249e15164
Dem	w1_d249e15169
Jos.	w3_d249e15172
Pill,	w5_d249e15175
Burgerl.	w7_d249e15178
Vergoldt.,	w9_d249e15181
s.	w11_d249e15184
T.	w13_d249e15188
Anna,	w15_d249e15191
beym	w1_d249e15197
gold.	w3_d249e15200
Däch.	w5_d249e15203
in	w7_d249e15206
der	w9_d249e15209
Josephst.,	w11_d249e15212
alt	w13_d249e15216
25.	w15_d249e15219
J.	w17_d249e15222
Magdal.	w1_d249e15227
Schopperin,	w3_d249e15230
Wittwe,	w5_d249e15233
beym	w7_d249e15236
schwarzen	w9_d249e15239
Bärn	w1_d249e15244
zu	w3_d249e15247
Margar.,	w5_d249e15250
alt	w7_d249e15253
32.	w9_d249e15256
Dem	w1_d249e15261
Joh.	w3_d249e15264
Ransch,	w5_d249e15267
Drat=zieh,	w7_d249e15270
s.	w9_d249e15273
K.	w11_d249e15276
Jgnatz,	w13_d249e15280
dern	w15_d249e15283
2.	w1_d249e15289
Feld.	w3_d249e15292
im	w5_d249e15295
Lerchenf.,	w7_d249e15298
alt	w9_d249e15301
6.	w11_d249e15304
J.	w13_d249e15308
Elisab.	w1_d249e15313
Natolina,	w3_d249e15316
ledig,	w5_d249e15319
in	w7_d249e15322
der	w9_d249e15325
Bäru=mühl	w11_d249e15328
an	w13_d249e15332
der	w15_d249e15335
Wien,	w1_d249e15340
alt	w3_d249e15343
70.	w5_d249e15346
J.	w7_d249e15349
Jos.	w1_d249e15354
Moser,	w3_d249e15357
Trag.,	w5_d249e15360
beym	w7_d249e15363
weis.	w9_d249e15366
Lämmel	w11_d249e15369
im	w13_d249e15373
Liech	w15_d249e15376
tenth.,	w1_d249e15382
alt	w3_d249e15385
50.	w5_d249e15388
J.	w7_d249e15391
Ant.	w1_d249e15396
Maruschen,	w3_d249e15399
Esterhasis.	w5_d249e15402
Sold.,	w7_d249e15405
in	w9_d249e15408
der	w11_d249e15411
Casarm,	w13_d249e15415
alt	w1_d249e15420
30.	w3_d249e15423
J.	w5_d249e15426
Joh.	w1_d249e15431
Pinkel,	w3_d249e15434
Wais,	w5_d249e15437
bey	w7_d249e15440
der	w9_d249e15443
bl.	w11_d249e15446
Kugel	w13_d249e15450
in	w15_d249e15453
der	w17_d249e15456
Ab	w19_d249e15459
stergas.,	w1_d249e15465
alt	w3_d249e15468
8.	w5_d249e15471
J.	w7_d249e15474
Summa	w1_d249e15479
10.	w3_d249e15482
Person.,	w5_d249e15485
darunter	w7_d249e15488
3.	w9_d249e15491
Kind.	w11_d249e15494
</list>
<head id="h4_d249e15511">
Den	w1_d249e15515
2.	w3_d249e15518
Junii.	w5_d249e15521
Jn	w1_d249e15526
der	w3_d249e15529
Stadt.	w5_d249e15532
</head>
<list id="l6_d249e15535">
Dem	w1_d249e15539
(Tit.)	w3_d249e15542
Hrn.	w5_d249e15545
Joh.	w7_d249e15548
Grafen	w9_d249e15551
v.	w11_d249e15554
Peß,	w13_d249e15558
K.	w15_d249e15561
K.	w17_d249e15564
M.	w19_d249e15567
wurkl.	w1_d249e15572
Cammerern,	w3_d249e15575
s.	w5_d249e15578
Fr.	w7_d249e15581
Anna	w9_d249e15584
Francisca,	w11_d249e15587
im	w13_d249e15591
Selden=färberis.	w1_d249e15596
H.	w3_d249e15599
in	w5_d249e15602
der	w7_d249e15605
Wildwerkerstr.,	w9_d249e15608
33.	w11_d249e15611
J.	w13_d249e15615
Dem	w1_d249e15621
Wol=eder=gestr.	w3_d249e15624
und	w5_d249e15627
Hoch=gelehrt.	w7_d249e15630
Hrn.	w9_d249e15633
Carl	w11_d249e15636
Alexi	w1_d249e15641
Frid,	w3_d249e15644
Phil	w5_d249e15647
&	w7_d249e15650
Med.	w9_d249e15653
Doct.	w11_d249e15656
s.	w13_d249e15660
Fr.	w15_d249e15663
Maria	w17_d249e15666
Jo	w19_d249e15669
sepha,	w1_d249e15674
im	w3_d249e15677
Loickis.	w5_d249e15680
H.	w7_d249e15683
in	w9_d249e15686
der	w11_d249e15689
Wildwerkerstr.	w13_d249e15693
55.	w15_d249e15696
J.	w17_d249e15699
Dem	w1_d249e15704
Hrn.	w3_d249e15707
Joh.	w5_d249e15710
Gottfr.	w7_d249e15713
Anhalt,	w9_d249e15716
K.	w11_d249e15719
K.	w13_d249e15723
Hof=cam.	w15_d249e15726
registr.	w1_d249e15732
abjunct.,	w3_d249e15735
s.	w5_d249e15738
T.	w7_d249e15741
Eleon.	w9_d249e15744
im	w11_d249e15747
Gersteupradis.	w13_d249e15751
H.	w1_d249e15756
in	w3_d249e15759
der	w5_d249e15762
Kärntnerstr.,	w7_d249e15765
alt	w9_d249e15768
23.	w11_d249e15771
J.	w13_d249e15775
Kr.	w1_d249e15780
Franz	w3_d249e15783
Emerich	w5_d249e15786
Stumreich,	w7_d249e15789
K.	w9_d249e15792
K.	w11_d249e15795
Hof=banco	w13_d249e15799
deput=rait=offic.=adsunrt.,	w1_d249e15804
beym	w3_d249e15807
gold.	w5_d249e15810
Hut	w7_d249e15813
im	w9_d249e15816
tief.	w1_d249e15822
Grad.,	w3_d249e15825
alt	w5_d249e15828
34.	w7_d249e15831
J.	w9_d249e15834
Jos.	w1_d249e15839
Kupran,	w3_d249e15842
Lehen=lack.,	w5_d249e15845
im	w7_d249e15848
Wagnerisch.	w9_d249e15851
H.	w11_d249e15854
auf	w13_d249e15858
der	w1_d249e15863
Fischer=stieg.,	w3_d249e15866
alt	w5_d249e15869
60.	w7_d249e15872
J.	w9_d249e15875
</list>
<head id="h2_d249e15882">
Vor	w1_d249e15886
der	w3_d249e15889
Stadt.	w5_d249e15892
</head>
<list id="l4_d249e15895">
Leop.	w1_d249e15899
Eglau,	w3_d249e15902
Burgerl.	w5_d249e15905
Schuh=mach.,	w7_d249e15908
im	w9_d249e15911
Gudenis.	w11_d249e15914
H.	w1_d249e15919
in	w3_d249e15922
der	w5_d249e15925
Alster=gas.,	w7_d249e15928
alt	w9_d249e15931
55.	w11_d249e15934
J.	w13_d249e15938
Franz	w1_d249e15943
Kienberger,	w3_d249e15946
Musicus,	w5_d249e15949
im	w7_d249e15952
Ober=vatterisch.	w9_d249e15955
H.	w11_d249e15958
auf	w1_d249e15964
der	w3_d249e15967
Landstr.,	w5_d249e15970
alt	w7_d249e15973
30.	w9_d249e15976
J.	w11_d249e15979
Dem	w1_d249e15984
Joh.	w3_d249e15987
Schreiner,	w5_d249e15990
Lack.,	w7_d249e15993
s.	w9_d249e15996
W.	w11_d249e15999
Cathar.,	w13_d249e16003
beym	w15_d249e16006
gros.	w1_d249e16011
Christoph	w3_d249e16014
im	w5_d249e16017
Lerchenf.,	w7_d249e16020
alt	w9_d249e16023
49.	w11_d249e16026
J.	w13_d249e16030
Dem	w1_d249e16035
Ant.	w3_d249e16038
Kollman,	w5_d249e16041
Lack.,	w7_d249e16044
s.	w9_d249e16047
W.	w11_d249e16050
Magdal.,	w13_d249e16054
bey	w15_d249e16057
der	w17_d249e16060
Flucht	w1_d249e16066
in	w3_d249e16069
Egopt.	w5_d249e16072
zu	w7_d249e16075
Nicolstorf,	w9_d249e16078
alt	w11_d249e16081
65.	w13_d249e16085
J.	w15_d249e16088
Dem	w1_d249e16093
Math	w3_d249e16096
Rähnler,	w5_d249e16099
Haus=kn.	w7_d249e16102
in	w9_d249e16105
St.	w11_d249e16108
Joh.	w13_d249e16112
Nep.	w15_d249e16115
Spit,	w1_d249e16120
s.	w3_d249e16123
W.	w5_d249e16126
Elisab.,	w7_d249e16129
alda,	w9_d249e16132
alt	w11_d249e16135
72.	w13_d249e16139
J.	w15_d249e16142
Ant.	w1_d249e16147
Eindirich,	w3_d249e16150
Band=mach	w5_d249e16153
ges.,	w7_d249e16156
beym	w9_d249e16159
gold.	w11_d249e16162
Löw.	w13_d249e16166
der	w1_d249e16172
Maria=hülf,	w3_d249e16175
alt	w5_d249e16178
32.	w7_d249e16181
J.	w9_d249e16184
Jos.	w1_d249e16189
Fischer,	w3_d249e16192
Althanis.	w5_d249e16195
Oragon.,	w7_d249e16198
in	w9_d249e16201
der	w11_d249e16204
Casarm,	w13_d249e16208
alt	w1_d249e16213
21.	w3_d249e16216
J.	w5_d249e16219
Marcat.	w1_d249e16224
Ego,	w3_d249e16227
Löwensteinis.	w5_d249e16230
Dragon.,	w7_d249e16233
im	w9_d249e16236
Czerni	w11_d249e16239
ni.	w1_d249e16245
Gart.,	w3_d249e16248
alt	w5_d249e16251
bey	w7_d249e16254
40.	w9_d249e16257
J.	w11_d249e16260
Dem	w1_d249e16265
Urban	w3_d249e16268
Pip,	w5_d249e16271
Tagw.,	w7_d249e16274
s.	w9_d249e16277
W.	w11_d249e16280
Magdal.,	w13_d249e16284
bey	w15_d249e16287
St.	w17_d249e16290
Florian	w1_d249e16295
zu	w3_d249e16298
Nicolstorf,	w5_d249e16301
alt	w7_d249e16304
60.	w9_d249e16307
J.	w11_d249e16310
Dem	w1_d249e16315
Thom.	w3_d249e16318
Geilhofet,	w5_d249e16321
Tagw.,	w7_d249e16324
s.	w9_d249e16327
W.	w11_d249e16330
Maria,	w13_d249e16334
bey	w15_d249e16337
dem	w1_d249e16343
gold.	w3_d249e16346
Greis.	w5_d249e16349
am	w7_d249e16352
Magdal.=gr.,	w9_d249e16355
alt	w11_d249e16358
47.	w13_d249e16362
J.	w15_d249e16365
Seha15.	w1_d249e16370
Person.,	w3_d249e16373
darunter	w5_d249e16376
0.	w7_d249e16379
Kind.	w9_d249e16382
</list>
<p id="p6_d249e16386">
Es	w1_d249e16390
wird	w3_d249e16393
hiemit	w5_d249e16396
jedermänniglich	w7_d249e16399
kund	w9_d249e16402
und	w11_d249e16405
zu	w1_d249e16410
wissen	w3_d249e16413
gemacht,	w5_d249e16416
welchergestalten	w7_d249e16419
den	w9_d249e16422
12.	w11_d249e16425
dies	w1_d249e16430
lauffenden	w3_d249e16433
Monats	w5_d249e16436
Junii	w7_d249e16439
auf	w9_d249e16442
Verord	w11_d249e16445
nung	w1_d249e16451
des	w3_d249e16454
Löbl.	w5_d249e16457
Land=marschallischen	w7_d249e16460
Gerichts	w9_d249e16463
die	w1_d249e16468
in	w3_d249e16471
der	w5_d249e16474
von	w7_d249e16477
Furnbergischen	w9_d249e16480
Fideicom-	w11_d249e16483
mIis-massa,	w1_d249e16488
vorrähtig	w3_d249e16491
um	w5_d249e16494
2893.	w7_d249e16497
fl.	w9_d249e16500
geschätz	w11_d249e16503
te	w1_d249e16508
394	w3_d249e16511
ein	w5_d249e16514
halben	w7_d249e16517
Eimer	w9_d249e16520
Weine	w11_d249e16523
licicando	w13_d249e16527
an	w15_d249e16530
den	w1_d249e16536
Meistbiettenden	w3_d249e16539
verkauft	w5_d249e16542
werden,	w7_d249e16545
werfalso	w9_d249e16548
sothane	w1_d249e16553
Weine	w3_d249e16556
käuflichen	w5_d249e16559
an	w7_d249e16562
sich	w9_d249e16565
zu	w11_d249e16568
bringen	w13_d249e16572
gedenket,	w1_d249e16577
derselbe	w3_d249e16580
kan	w5_d249e16583
sich	w7_d249e16586
an	w9_d249e16589
ob=bestimmten	w11_d249e16592
Tag	w1_d249e16597
bey	w3_d249e16600
dem	w5_d249e16603
Löbl.	w7_d249e16606
Land=marschallischen	w9_d249e16609
Ge	w11_d249e16612
richt	w1_d249e16618
früh	w3_d249e16621
um	w5_d249e16624
8.	w7_d249e16627
Uhr	w9_d249e16630
behörig	w11_d249e16633
anmelden.	w13_d249e16637
</p>
<p id="p8_d249e16640">
Den	w1_d249e16644
9ten	w3_d249e16647
Junii	w5_d249e16650
1758.	w7_d249e16653
fruhe	w9_d249e16656
um	w11_d249e16659
9.	w13_d249e16663
Uhr	w15_d249e16666
haben	w1_d249e16671
all	w3_d249e16674
und	w5_d249e16677
jede,	w7_d249e16680
so	w9_d249e16683
an	w11_d249e16686
der	w13_d249e16690
Annä	w15_d249e16693
Elisa	w17_d249e16696
betha	w1_d249e16701
Prücknerin	w3_d249e16704
Mautners=wittib,	w5_d249e16707
und	w7_d249e16710
Pen	w9_d249e16713
siönistin	w1_d249e16719
zu	w3_d249e16722
Hütteldorf	w5_d249e16725
seel.	w7_d249e16728
Verlassenschaft	w9_d249e16731
Schilden,	w1_d249e16736
oder	w3_d249e16739
anderer	w5_d249e16742
Anforderungen	w7_d249e16745
hal	w9_d249e16748
</p>
<p id="p10_d249e16751">
ber,	w1_d249e16755
&	w3_d249e16758
quocunque	w5_d249e16761
demumn	w7_d249e16764
Capite,	w9_d249e16767
Ti-	w11_d249e16770
tulo,	w1_d249e16775
vel	w3_d249e16778
causa	w5_d249e16781
einige	w7_d249e16784
Sprüch	w9_d249e16787
haben,	w11_d249e16790
oder	w13_d249e16794
zu	w1_d249e16799
haben	w3_d249e16802
vermeinen,	w5_d249e16805
bey	w7_d249e16808
dem	w9_d249e16811
Kaiserl.	w11_d249e16814
Königl	w13_d249e16818
N.	w1_d249e16824
O.	w3_d249e16827
Wald=amts	w5_d249e16830
grund=buch,	w7_d249e16833
in	w9_d249e16836
dem	w11_d249e16839
auch	w13_d249e16843
Kaiserl.	w1_d249e16848
Königl	w3_d249e16851
N.	w5_d249e16854
O.	w7_d249e16857
Salz	w9_d249e16860
ober=amt	w11_d249e16863
nächst	w13_d249e16867
der	w1_d249e16872
schwarzen	w3_d249e16875
Bürsten	w5_d249e16878
alhier	w7_d249e16881
sub	w9_d249e16884
1mo	w11_d249e16887
2do	w13_d249e16891
&	w1_d249e16896
3tio	w3_d249e16899
Termino,	w5_d249e16902
ac	w7_d249e16905
Clausula	w9_d249e16908
præclusi	w11_d249e16911
zu	w1_d249e16917
erscheinen,	w3_d249e16920
und	w5_d249e16923
ihre	w7_d249e16926
Forderung	w9_d249e16929
Rechts	w11_d249e16932
beständig	w1_d249e16937
zu	w3_d249e16940
liquidiren.	w5_d249e16943
</p>
<head id="h2_d249e16949">
AVERTISSEMENT.	w1_d249e16953
</head>
<p id="p4_d249e16956">
Wann	w1_d249e16960
der	w3_d249e16963
bey	w5_d249e16966
Sr.	w7_d249e16969
Majestät	w9_d249e16972
des	w11_d249e16975
Kaisers	w13_d249e16979
Jnfanterie	w1_d249e16984
regimen	w3_d249e16987
geweste	w5_d249e16990
Hauptmann	w7_d249e16993
und	w9_d249e16996
Quartier=meister,	w1_d249e17001
Hr.	w3_d249e17004
von	w5_d249e17007
Rolloff,	w7_d249e17010
sich	w9_d249e17013
noch	w11_d249e17016
in	w1_d249e17022
Wien	w3_d249e17025
befindet,	w5_d249e17028
so	w7_d249e17031
wird	w9_d249e17034
derselbe	w11_d249e17037
ersuchet,	w13_d249e17041
seinen	w1_d249e17046
Aufenthalt	w3_d249e17049
dem	w5_d249e17052
Regiments=bestellten	w7_d249e17055
bekannt	w1_d249e17060
zu	w3_d249e17063
machen.	w5_d249e17066
</p>
<p id="p6_d249e17069">
Jn	w1_d249e17073
dem	w3_d249e17076
gewest	w5_d249e17079
Graf	w7_d249e17082
Rossenbergischen	w9_d249e17085
Haus	w11_d249e17088
grab	w1_d249e17093
vor	w3_d249e17096
denen	w5_d249e17099
WW.	w7_d249e17102
EE.	w9_d249e17105
PP.	w11_d249e17108
Augustinern	w13_d249e17112
über	w1_d249e17117
in	w3_d249e17120
der	w5_d249e17123
Stadt,	w7_d249e17126
seynd	w9_d249e17129
zwey	w11_d249e17132
junge	w13_d249e17136
Rap	w15_d249e17139
pen	w1_d249e17145
im	w3_d249e17148
6ten	w5_d249e17151
Jahr	w7_d249e17154
17.	w9_d249e17157
Faust	w11_d249e17160
hoch,	w13_d249e17164
täglich	w15_d249e17167
zu	w1_d249e17172
verkauffen,	w3_d249e17175
wer	w5_d249e17178
hierzu	w7_d249e17181
Belieben	w9_d249e17184
trägt,	w11_d249e17187
kan	w13_d249e17191
sich	w1_d249e17196
über	w3_d249e17199
die	w5_d249e17202
Schnecken=stiegen	w7_d249e17205
im	w9_d249e17208
ersten	w11_d249e17211
Stock	w13_d249e17215
alda	w1_d249e17220
anmelden.	w3_d249e17223
</p>
<p id="p8_d249e17226">
Den	w1_d249e17230
14.	w3_d249e17233
dies	w5_d249e17236
lauffenden	w7_d249e17239
Monats	w9_d249e17242
Junii,	w11_d249e17245
wird	w1_d249e17250
bey	w3_d249e17253
dem	w5_d249e17256
Hof=gericht	w7_d249e17259
Schotten	w9_d249e17262
das	w11_d249e17265
auf	w13_d249e17269
dem	w1_d249e17274
Plätzel	w3_d249e17277
bey	w5_d249e17280
St.	w7_d249e17283
Ulrich	w9_d249e17286
liegende	w11_d249e17289
Hies	w13_d249e17293
bergische	w1_d249e17299
Haus	w3_d249e17302
samt	w5_d249e17305
der	w7_d249e17308
Fleisch=hank	w9_d249e17311
und	w11_d249e17314
Gewerb,	w1_d249e17319
denen	w3_d249e17322
Meist=biettenden,	w5_d249e17325
gegen	w7_d249e17328
baare	w9_d249e17331
Bezahlung	w1_d249e17336
hindan	w3_d249e17339
gegeben	w5_d249e17342
werden,	w7_d249e17345
wer	w9_d249e17348
als	w11_d249e17351
Lust	w1_d249e17356
hat	w3_d249e17359
dieses	w5_d249e17362
Haus	w7_d249e17365
zu	w9_d249e17368
erkauffen,	w11_d249e17371
kan	w13_d249e17375
sich	w15_d249e17378
bey	w1_d249e17384
bemeldten	w3_d249e17387
Hof=gericht	w5_d249e17390
an	w7_d249e17393
bestimmten	w9_d249e17396
Tag	w11_d249e17399
einfinden.	w1_d249e17404
</p>
<p id="p10_d249e17407">
Es	w1_d249e17411
ist	w3_d249e17414
in	w5_d249e17417
der	w7_d249e17420
Teinfalt=strassen	w9_d249e17423
in	w11_d249e17426
dem	w13_d249e17430
vorhin	w15_d249e17433
Gräfl.	w1_d249e17438
Oedtischen	w3_d249e17441
nunmehro	w5_d249e17444
von	w7_d249e17447
Moserischen	w9_d249e17450
Behausung	w1_d249e17455
der	w3_d249e17458
ganze	w5_d249e17461
erste	w7_d249e17464
Stock,	w9_d249e17467
worunter	w11_d249e17470
4.	w1_d249e17476
spallirte	w3_d249e17479
Zimmer,	w5_d249e17482
samt	w7_d249e17485
Stallung,	w9_d249e17488
Wagen	w11_d249e17491
schupfen,	w1_d249e17496
und	w3_d249e17499
allen	w5_d249e17502
Zugehörungen	w7_d249e17505
monatlich	w9_d249e17508
bis	w1_d249e17513
Michaelis	w3_d249e17516
zu	w5_d249e17519
verlassen,	w7_d249e17522
wer	w9_d249e17525
solche	w11_d249e17528
in	w13_d249e17532
Be	w15_d249e17535
stand	w1_d249e17540
nehmen	w3_d249e17543
will,	w5_d249e17546
kau	w7_d249e17549
sich	w9_d249e17552
daselbst	w11_d249e17555
zu	w13_d249e17559
ebner	w15_d249e17562
Erde	w1_d249e17568
anmelden.	w3_d249e17571
</p>
<p id="p12_d249e17575">
Es	w1_d249e17579
seynd	w3_d249e17582
zu	w5_d249e17585
Gumpendorf	w7_d249e17588
ausser	w9_d249e17591
Maria	w11_d249e17594
hülf	w1_d249e17599
die	w3_d249e17602
vorhin	w5_d249e17605
sogenannte	w7_d249e17608
Schmidlinische	w9_d249e17611
zwey	w1_d249e17616
an	w3_d249e17619
einander	w5_d249e17622
stossende	w7_d249e17625
Häuser,	w9_d249e17628
älwo	w11_d249e17631
im	w13_d249e17635
grossen	w1_d249e17641
Haus	w3_d249e17644
im	w5_d249e17647
erst	w7_d249e17650
und	w9_d249e17653
anderten	w11_d249e17656
Stock	w13_d249e17660
13.	w15_d249e17663
Zimmer,	w1_d249e17668
zu	w3_d249e17671
ebener	w5_d249e17674
Erd	w7_d249e17677
3.	w9_d249e17680
Zimmer,	w11_d249e17683
und	w13_d249e17687
einer	w15_d249e17690
grossen	w1_d249e17695
Kuchel	w3_d249e17698
und	w5_d249e17701
Keller,	w7_d249e17704
dann	w9_d249e17707
in	w11_d249e17710
dem	w13_d249e17714
klei	w15_d249e17717
nen	w1_d249e17722
Haus,	w3_d249e17725
Zimmer,	w5_d249e17728
Kammer	w7_d249e17731
und	w9_d249e17734
Kuchel,	w11_d249e17737
</p>
<p id="p18_d249e17750">
einen	w1_d249e17754
Stall	w3_d249e17757
auf	w5_d249e17760
4.	w7_d249e17763
Pferd,	w9_d249e17766
Wagen=stellung	w11_d249e17769
und	w1_d249e17774
Heu=boden,	w3_d249e17777
nebst	w5_d249e17780
einem	w7_d249e17783
Kuchel	w9_d249e17786
und	w11_d249e17789
Zier=garten	w1_d249e17794
mit	w3_d249e17797
Orangerie,	w5_d249e17800
um	w7_d249e17803
einen	w9_d249e17806
billichen	w1_d249e17812
Preis	w3_d249e17815
zu	w5_d249e17818
verkauffen.	w7_d249e17821
Wer	w9_d249e17824
hierzu	w11_d249e17827
ein	w13_d249e17831
Belieben	w1_d249e17836
traget,	w3_d249e17839
kan	w5_d249e17842
sich	w7_d249e17845
in	w9_d249e17848
grossen	w11_d249e17851
Feder=hof	w13_d249e17855
im	w15_d249e17858
ersten	w1_d249e17863
Stock	w3_d249e17866
auf	w5_d249e17869
der	w7_d249e17872
Haupt=stiegen	w9_d249e17875
anmelden.	w11_d249e17878
</p>
<p id="p20_d249e17881">
Den	w1_d249e17885
6.	w3_d249e17888
künftigen	w5_d249e17891
Monats	w7_d249e17894
Junii	w9_d249e17897
Nach	w11_d249e17900
mittags	w1_d249e17905
um	w3_d249e17908
2.	w5_d249e17911
Uhr,	w7_d249e17914
wird	w9_d249e17917
in	w11_d249e17920
dem	w13_d249e17924
Dorothee	w15_d249e17927
hof	w1_d249e17932
in	w3_d249e17935
der	w5_d249e17938
Wohnung	w7_d249e17941
des	w9_d249e17944
Herrn	w11_d249e17947
Fellner,	w13_d249e17951
als	w15_d249e17954
Closter	w1_d249e17960
Michael	w3_d249e17963
Bayrischen	w5_d249e17966
Grund=buch	w7_d249e17969
handlers	w1_d249e17974
im	w3_d249e17977
2.	w5_d249e17980
Stock	w7_d249e17983
die	w9_d249e17986
zu	w11_d249e17989
Währing	w13_d249e17993
nächst	w15_d249e17996
Wien	w1_d249e18001
gelegene	w3_d249e18004
Rebellische	w5_d249e18007
Behausung	w7_d249e18010
samt	w9_d249e18013
Garten	w1_d249e18018
6.	w3_d249e18021
Zimmer	w5_d249e18024
in	w7_d249e18027
dem	w9_d249e18030
ersten	w11_d249e18033
Stock,	w13_d249e18037
dann	w15_d249e18040
8.	w1_d249e18046
Holden	w3_d249e18049
wohnungen,	w5_d249e18052
Mayr=hof,	w7_d249e18055
und	w9_d249e18058
19.	w11_d249e18061
Joch	w13_d249e18065
Aeckern	w1_d249e18070
am	w3_d249e18073
Garten	w5_d249e18076
anligend,	w7_d249e18079
licitando	w9_d249e18082
ver	w11_d249e18085
kauft	w1_d249e18090
werden.	w3_d249e18093
</p>
<head id="h2_d249e18099">
EDICT.	w1_d249e18103
</head>
<p id="p4_d249e18106">
Es	w1_d249e18110
ist	w3_d249e18113
ein	w5_d249e18116
erwachsener	w7_d249e18119
Mensch	w9_d249e18122
von	w11_d249e18125
16.	w13_d249e18129
Jahren,	w1_d249e18134
Namens	w3_d249e18137
Christian	w5_d249e18140
Sprecht,	w7_d249e18143
des	w9_d249e18146
Stadt=syndici	w1_d249e18151
in	w3_d249e18154
der	w5_d249e18157
Haupt	w7_d249e18160
Sechs=stadt	w9_d249e18163
Bautzen,	w1_d249e18169
im	w3_d249e18172
Marg-graftum	w5_d249e18175
Ober=lausitz,	w7_d249e18178
des	w1_d249e18183
D.	w3_d249e18186
Christian	w5_d249e18189
Sprechts,	w7_d249e18192
ältester	w9_d249e18195
Sohn,	w11_d249e18198
welcher	w1_d249e18203
in	w3_d249e18206
der	w5_d249e18209
Sechs=stadt	w7_d249e18212
Görlitz	w9_d249e18215
gebohren,	w11_d249e18218
ein	w1_d249e18223
rundes	w3_d249e18226
völliges	w5_d249e18229
Gesicht	w7_d249e18232
und	w9_d249e18235
schwarz	w11_d249e18238
braune	w1_d249e18244
Haar	w3_d249e18247
hat,	w5_d249e18250
und	w7_d249e18253
ein	w9_d249e18256
eisenforbigtes	w11_d249e18259
Kleid	w1_d249e18264
und	w3_d249e18267
grüne	w5_d249e18270
Veste	w7_d249e18273
getragen,	w9_d249e18276
jünsthin	w11_d249e18279
am	w13_d249e18283
8.	w1_d249e18288
Martii	w3_d249e18291
des	w5_d249e18294
jetzt=lauffenden	w7_d249e18297
1758sten	w9_d249e18300
Jah	w11_d249e18303
tes	w1_d249e18308
aus	w3_d249e18311
Baußen	w5_d249e18314
weg,	w7_d249e18317
und	w9_d249e18320
nach	w11_d249e18323
Böhmen	w13_d249e18327
gegangen;	w1_d249e18333
und	w3_d249e18336
bis	w5_d249e18339
jetzo	w7_d249e18342
hat	w9_d249e18345
man	w11_d249e18348
seinen	w13_d249e18352
Auf	w15_d249e18355
enthalt	w1_d249e18360
nicht	w3_d249e18363
erfahren	w5_d249e18366
können.	w7_d249e18369
Seine	w9_d249e18372
El	w11_d249e18375
tern	w1_d249e18380
tragen	w3_d249e18383
sehr	w5_d249e18386
grosses	w7_d249e18389
Verlangen	w9_d249e18392
von	w11_d249e18395
dessen	w1_d249e18400
gegenwärtigen	w3_d249e18403
Auffenthalt,	w5_d249e18406
Umstän	w7_d249e18409
den	w1_d249e18415
und	w3_d249e18418
Befinden	w5_d249e18421
zuverläßige	w7_d249e18424
Nachricht	w9_d249e18427
zu	w11_d249e18430
haben,	w1_d249e18435
um	w3_d249e18438
demselben,	w5_d249e18441
wann	w7_d249e18444
ihm	w9_d249e18447
an	w11_d249e18450
Kleidern,	w13_d249e18454
Wäsche	w1_d249e18459
und	w3_d249e18462
Gelde	w5_d249e18465
etwas	w7_d249e18468
abgehen	w9_d249e18471
solte	w11_d249e18474
dazu	w1_d249e18479
und	w3_d249e18482
zu	w5_d249e18485
seiner	w7_d249e18488
Ruck=reise	w9_d249e18491
das	w11_d249e18494
Erforder	w13_d249e18498
liche	w1_d249e18504
zu	w3_d249e18507
besorgen,	w5_d249e18510
weil	w7_d249e18513
er	w9_d249e18516
sich	w11_d249e18519
allezeit	w13_d249e18523
wol	w15_d249e18526
aufgeführet	w1_d249e18531
und	w3_d249e18534
fleißig	w5_d249e18537
gewesen,	w7_d249e18540
und	w9_d249e18543
es	w11_d249e18546
soll	w13_d249e18550
die	w1_d249e18555
Ertheilung	w3_d249e18558
gegründeter	w5_d249e18561
Nachricht	w7_d249e18564
mit	w9_d249e18567
ei	w11_d249e18570
ner	w1_d249e18575
reellen	w3_d249e18578
Discretion	w5_d249e18581
recompensiret	w7_d249e18584
wer	w9_d249e18587
den.	w1_d249e18593
Bautzen	w3_d249e18596
den	w5_d249e18599
3.	w7_d249e18602
May	w9_d249e18605
1758.	w11_d249e18608
</p>
<p id="p6_d249e18611">
Den	w1_d249e18615
9ten	w3_d249e18618
Junii	w5_d249e18621
1758.	w7_d249e18624
fruhe	w9_d249e18627
um	w11_d249e18630
9.	w13_d249e18634
Uhr	w15_d249e18637
haben	w1_d249e18642
all	w3_d249e18645
und	w5_d249e18648
jede,	w7_d249e18651
so	w9_d249e18654
an	w11_d249e18657
der	w13_d249e18661
Sarä	w15_d249e18664
Polster	w17_d249e18667
müllerin	w1_d249e18672
gewesten	w3_d249e18675
