<doc id="wr_1757-01-29" attrs="word" year="1757" month="01" day="29" corpus="2">
<head id="h2_d113e2714">
Tripoli	w1_d113e2718
des	w9_d113e13519
fallirten	w11_d113e13522
Johann	w1_d113e13527
Georg	w3_d113e13530
Langensee,	w5_d113e13533
Burgerlichen	w7_d113e13536
Handels=manns,	w1_d113e13542
sammtlichen	w3_d113e13545
Creditoren,	w5_d113e13548
auch	w1_d113e13553
sonsten	w3_d113e13556
jedermänniglichen	w5_d113e13559
kund	w7_d113e13562
und	w9_d113e13565
zu	w11_d113e13568
wissen	w1_d113e13573
macht,	w3_d113e13576
was	w5_d113e13579
gestalten	w7_d113e13582
auf	w9_d113e13585
wiederhohlt	w11_d113e13588
schriftliches	w1_d113e13593
Ansuchen	w3_d113e13596
des	w5_d113e13599
Langenseeischen	w7_d113e13602
Curatoris	w1_d113e13608
ad	w3_d113e13611
Lites	w5_d113e13614
zur	w7_d113e13617
Verkauffung	w9_d113e13620
deren	w11_d113e13623
annoch	w1_d113e13628
vorhandenen	w3_d113e13631
in	w5_d113e13634
die	w7_d113e13637
dißortige	w9_d113e13640
Massam	w11_d113e13643
gehörigen	w1_d113e13648
Specerey=waaren	w3_d113e13651
(so	w5_d113e13654
in	w7_d113e13657
Zucker,	w9_d113e13660
Caffee,	w1_d113e13665
Thee,	w3_d113e13668
Mandel,	w5_d113e13671
Zimmet,	w7_d113e13674
Pfeffer,	w9_d113e13677
Jnguer,	w1_d113e13683
insonderheit	w3_d113e13686
aber	w5_d113e13689
in	w7_d113e13692
allerhand	w9_d113e13695
Gat	w11_d113e13698
tungen	w1_d113e13703
Canzley	w3_d113e13706
und	w5_d113e13709
Concept=papier,	w7_d113e13712
dann	w9_d113e13715
andern	w1_d113e13720
Material=waaren,	w3_d113e13723
und	w5_d113e13726
Gewölbs	w7_d113e13729
einrichtung	w1_d113e13734
bestehen)	w3_d113e13737
über	w5_d113e13740
die	w7_d113e13743
vorgewest	w9_d113e13746
peremptorische	w1_d113e13752
eine	w3_d113e13755
superemtorisch	w5_d113e13758
clau-	w7_d113e13761
sulirte	w1_d113e13766
Licitations=tagsatzung	w3_d113e13769
auf	w5_d113e13772
den	w7_d113e13775
3ten	w9_d113e13778
des	w1_d113e13783
künftigen	w3_d113e13786
Monats	w5_d113e13789
Februarii	w7_d113e13792
dies	w9_d113e13795
Jahrs	w11_d113e13798
frühe	w1_d113e13803
um	w3_d113e13806
8.	w5_d113e13809
Uhr	w7_d113e13812
in	w9_d113e13815
der	w11_d113e13818
Schuler=strassen	w13_d113e13822
in	w15_d113e13825
der	w1_d113e13831
Wartischen	w3_d113e13834
Behausung,	w5_d113e13837
oder	w7_d113e13840
zu	w9_d113e13843
dem	w11_d113e13846
Schild	w1_d113e13851
bey	w3_d113e13854
der	w5_d113e13857
Fortuna	w7_d113e13860
genannt,	w9_d113e13863
zu	w11_d113e13866
erschei	w13_d113e13870
nen	w1_d113e13875
anberaumt	w3_d113e13878
worden.	w5_d113e13881
</p>
<p id="p6_d113e13884">
Welchem	w1_d113e13888
nach	w3_d113e13891
dann	w5_d113e13894
all	w7_d113e13897
und	w9_d113e13900
jede,	w11_d113e13903
so	w13_d113e13907
von	w15_d113e13910
denen	w1_d113e13915
obgedachten	w3_d113e13918
Spetzerey=waaren	w5_d113e13921
etwas	w7_d113e13924
käuflich	w1_d113e13929
an	w3_d113e13932
sich	w5_d113e13935
zu	w7_d113e13938
bringen	w9_d113e13941
gesinnet	w11_d113e13944
seyn	w13_d113e13948
möch	w15_d113e13951
ten,	w1_d113e13957
an	w3_d113e13960
vorbemeldten	w5_d113e13963
Tag,	w7_d113e13966
Stund,	w9_d113e13969
und	w11_d113e13972
Ort	w13_d113e13976
ad	w1_d113e13981
licitandum	w3_d113e13984
sich	w5_d113e13987
einzufinden	w7_d113e13990
haben.	w9_d113e13993
So	w11_d113e13996
geschehen	w1_d113e14001
Wien	w3_d113e14004
den	w5_d113e14007
21.	w7_d113e14010
Jan.	w9_d113e14013
1757.	w11_d113e14016
2	w1_d113e14021
</p>
<p id="p8_d113e14024">
Bey	w1_d113e14028
dem	w3_d113e14031
Verleger	w5_d113e14034
des	w7_d113e14037
Wienerischen	w9_d113e14040
Diarii	w11_d113e14043
ist	w1_d113e14048
zu	w3_d113e14051
haben:	w5_d113e14054
der	w7_d113e14057
gegenwärgtige	w9_d113e14060
Zustand	w11_d113e14063
des	w13_d113e14067
Wienerischen	w1_d113e14072
studii	w3_d113e14075
juridici	w5_d113e14078
in	w7_d113e14081
einem	w9_d113e14084
Ge	w11_d113e14087
spräch	w1_d113e14093
zwischen	w3_d113e14096
A.	w5_d113e14099
und	w7_d113e14102
N.,	w9_d113e14105
worinnen	w11_d113e14108
nicht	w13_d113e14112
nur	w15_d113e14115
allein	w1_d113e14120
eine	w3_d113e14123
unpartheyische	w5_d113e14126
Vertheidigung	w7_d113e14129
dieses	w9_d113e14132
reformirten	w1_d113e14137
studii,	w3_d113e14140
samt	w5_d113e14143
der	w7_d113e14146
Ordnung	w9_d113e14149
der	w11_d113e14152
Lese=stunden,	w1_d113e14157
sondern	w3_d113e14160
auch	w5_d113e14163
die	w7_d113e14166
Namen	w9_d113e14169
der	w11_d113e14172
Herren	w1_d113e14178
Professoren,	w3_d113e14181
und	w5_d113e14184
ihrer	w7_d113e14187
vornehmsten	w9_d113e14190
herausgekommenen	w1_d113e14195
Schriften,	w3_d113e14198
nebst	w5_d113e14201
denen	w7_d113e14204
vor	w9_d113e14207
geschriebenen	w1_d113e14212
Authoribus,	w3_d113e14215
und	w5_d113e14218
der	w7_d113e14221
Verhält	w9_d113e14224
nuß	w1_d113e14229
mit	w3_d113e14232
dem	w5_d113e14235
jetzigen	w7_d113e14238
Gradu	w9_d113e14241
doctorali	w11_d113e14244
anzu	w13_d113e14248
treffen	w1_d113e14254
ist,	w3_d113e14257
8vo	w5_d113e14260
Wien	w7_d113e14263
1757.	w9_d113e14266
kostet	w11_d113e14269
14.	w13_d113e14273
kr.	w15_d113e14276
</p>
<p id="p10_d113e14279">
Auf	w1_d113e14283
Verordnung	w3_d113e14286
einer	w5_d113e14289
Hochlöbl.	w7_d113e14292
N.	w9_d113e14295
Oe.	w11_d113e14298
Regierung	w1_d113e14303
in	w3_d113e14306
Justitz=sachen	w5_d113e14309
werden	w7_d113e14312
auf	w9_d113e14315
den	w11_d113e14318
1.	w1_d113e14323
künftigen	w3_d113e14326
Monats	w5_d113e14329
Febr.	w7_d113e14332
auf	w9_d113e14335
der	w11_d113e14338
hohen	w13_d113e14342
Brucken,	w1_d113e14348
in	w3_d113e14351
dem	w5_d113e14354
alten	w7_d113e14357
Futter=amt,	w9_d113e14360
im	w11_d113e14363
driten	w13_d113e14367
Stock,	w1_d113e14372
Fruhe	w3_d113e14375
von	w5_d113e14378
8.	w7_d113e14381
bis	w9_d113e14384
12.,	w11_d113e14387
Nachmittag	w13_d113e14391
aber	w1_d113e14396
von	w3_d113e14399
3.	w5_d113e14402
bis	w7_d113e14405
6.	w9_d113e14408
Uhr,	w11_d113e14411
verschiedene	w13_d113e14415
Verlas	w15_d113e14418
senschafts=effecten,	w1_d113e14423
als	w3_d113e14426
Silber,	w5_d113e14429
Uhren,	w7_d113e14432
Por	w9_d113e14435
</p>
<p id="p16_d113e14449">
celan,	w1_d113e14453
weisse	w3_d113e14456
Manns=wäsch,	w5_d113e14459
Tafel=zeug,	w7_d113e14462
Bilder,	w1_d113e14467
Kästen,	w3_d113e14470
Tisch,	w5_d113e14473
Sesseln,	w7_d113e14476
Spiegel,	w9_d113e14479
Zinn,	w1_d113e14484
Kupfer,	w3_d113e14487
Meßing,	w5_d113e14490
und	w7_d113e14493
mehr	w9_d113e14496
derley	w11_d113e14499
Einrichtungen	w1_d113e14505
plus	w3_d113e14508
offerenti	w5_d113e14511
licitando	w7_d113e14514
gegen	w9_d113e14517
baar	w1_d113e14522
alsogleich	w3_d113e14525
leistender	w5_d113e14528
Bezahlung	w7_d113e14531
hindann	w9_d113e14534
gegeben	w1_d113e14539
werden.	w3_d113e14542
</p>
<list id="l18_d113e14545">
NB.	w1_d113e14549
Jn	w3_d113e14552
der	w5_d113e14555
Emerich	w7_d113e14558
Felix	w9_d113e14561
Baderischen	w11_d113e14564
Buchhandlung	w1_d113e14569
in	w3_d113e14572
der	w5_d113e14575
Bogner=gassen	w7_d113e14578
nebst	w9_d113e14581
dem	w1_d113e14586
Todten=kopf	w3_d113e14589
ist	w5_d113e14592
zu	w7_d113e14595
haben:	w9_d113e14598
Elemens	w1_d113e14604
d'Algebre	w3_d113e14607
de	w5_d113e14610
M.	w7_d113e14613
Saunderson,	w9_d113e14616
traduits	w1_d113e14621
de	w3_d113e14624
l'Anglois	w5_d113e14627
&	w7_d113e14630
augmentés	w9_d113e14633
de	w11_d113e14636
quelques	w1_d113e14641
remarques	w3_d113e14644
par	w5_d113e14647
M.	w7_d113e14650
de	w9_d113e14653
Joncourt.	w11_d113e14656
II.	w1_d113e14661
Tomes.	w3_d113e14664
avec.	w5_d113e14667
figures.	w7_d113e14670
4to.	w9_d113e14673
Amsterd.	w11_d113e14676
1756.	w1_d113e14682
7.	w3_d113e14685
fl	w5_d113e14688
30.	w7_d113e14691
xr.	w9_d113e14694
Les	w1_d113e14699
Reveries	w3_d113e14702
ou	w5_d113e14705
Memoires	w7_d113e14708
sur	w9_d113e14711
l'Art	w11_d113e14714
de	w1_d113e14719
la	w3_d113e14722
Guerre	w5_d113e14725
de	w7_d113e14728
Maurice	w9_d113e14731
Comte	w11_d113e14734
de	w13_d113e14738
Saxe	w1_d113e14743
Duc	w3_d113e14746
de	w5_d113e14749
Curlande	w7_d113e14752
&	w9_d113e14755
de	w11_d113e14758
Semigalle	w13_d113e14762
Maréchal-Genersl	w1_d113e14768
des	w3_d113e14771
Armées	w5_d113e14774
de	w7_d113e14777
S.	w9_d113e14780
M.	w11_d113e14783
Trés-Chrétienne.	w1_d113e14788
Dediés	w3_d113e14791
a	w5_d113e14794
Messieurs	w7_d113e14797
les	w1_d113e14802
Officiers	w3_d113e14805
Generaux	w5_d113e14808
par	w7_d113e14811
Mr.	w9_d113e14814
de	w11_d113e14817
Bon-	w13_d113e14821
neville,	w1_d113e14826
avec	w3_d113e14829
Quantité	w5_d113e14832
de	w7_d113e14835
Planches	w9_d113e14838
&	w11_d113e14841
Plans	w1_d113e14847
de	w3_d113e14850
Battaille	w5_d113e14853
tres	w7_d113e14856
magnifiquement	w9_d113e14859
gravés	w1_d113e14864
en	w3_d113e14867
Taille	w5_d113e14870
Douce.	w7_d113e14873
fol.	w9_d113e14876
a	w11_d113e14879
la	w13_d113e14883
Haye.	w15_d113e14886
1756.	w1_d113e14891
ralliens,	w1_d113e14896
&	w3_d113e14899
d'Autres	w5_d113e14902
Productions	w7_d113e14905
Ma-	w9_d113e14908
</list>
<p id="p20_d113e14912">
Essai	w1_d113e14916
sur	w3_d113e14919
PHistoire	w5_d113e14922
naturelle	w7_d113e14925
des	w9_d113e14928
Co-	w11_d113e14931
rines	w1_d113e14936
du	w3_d113e14939
méme	w5_d113e14942
Genre	w7_d113e14945
qu'on	w9_d113e14948
trouve	w11_d113e14951
communement	w1_d113e14956
sur	w3_d113e14959
les	w5_d113e14962
Corés	w7_d113e14965
de	w9_d113e14968
la	w11_d113e14971
Gran-	w13_d113e14975
de-Bretagne	w1_d113e14981
&	w3_d113e14984
d'Irlande;	w5_d113e14987
Au	w7_d113e14990
quel	w9_d113e14993
or	w11_d113e14996
a	w1_d113e15001
joint	w3_d113e15004
une	w5_d113e15007
Description	w7_d113e15010
d'un	w9_d113e15013
Grand	w11_d113e15016
Polype	w1_d113e15021
de	w3_d113e15024
Mer	w5_d113e15027
pris	w7_d113e15030
aupres	w9_d113e15033
du	w11_d113e15036
Pole	w13_d113e15040
Ar-	w15_d113e15043
ctique,	w1_d113e15048
par	w3_d113e15051
des	w5_d113e15054
Pecheurs	w7_d113e15057
de	w9_d113e15060
Baleine	w11_d113e15063
pendant	w1_d113e15069
l'Eté	w3_d113e15072
de	w5_d113e15075
1753.	w7_d113e15078
par	w9_d113e15081
Jean	w11_d113e15084
Ellis.	w13_d113e15088
Traduit	w1_d113e15093
de	w3_d113e15096
l'Anglois	w5_d113e15099
avec	w7_d113e15102
figures,	w9_d113e15105
4to	w11_d113e15108
à	w1_d113e15113
la	w3_d113e15116
Haye.	w5_d113e15119
1756.	w7_d113e15122
fl.	w9_d113e15125
8.	w11_d113e15128
Livre	w1_d113e15133
pour	w3_d113e15136
aprendre	w5_d113e15139
a	w7_d113e15142
bien	w9_d113e15145
lire	w11_d113e15148
en	w13_d113e15152
François	w1_d113e15158
&	w3_d113e15161
pour	w5_d113e15164
aprendre	w7_d113e15167
en	w9_d113e15170
même	w11_d113e15173
Tems	w1_d113e15178
les	w3_d113e15181
Principes	w5_d113e15184
de	w7_d113e15187
la	w9_d113e15190
Langue	w11_d113e15193
&	w13_d113e15197
de	w15_d113e15200
l'Ortographie.	w1_d113e15205
Il	w3_d113e15208
pourra	w5_d113e15211
étre	w7_d113e15214
utile	w9_d113e15217
aux	w11_d113e15220
Personnes	w1_d113e15225
avancées	w3_d113e15228
qui	w5_d113e15231
voudront	w7_d113e15234
s	w9_d113e15237
as-	w11_d113e15240
surer	w1_d113e15246
qu'ils	w3_d113e15249
parlent	w5_d113e15252
&	w7_d113e15255
ecrivent	w9_d113e15258
corre	w11_d113e15261
ctement.	w1_d113e15266
8vo.	w3_d113e15269
Paris	w5_d113e15272
1756.	w7_d113e15275
24.	w9_d113e15278
xr.	w11_d113e15281
</p>
<p id="p22_d113e15284">
NB.	w1_d113e15288
Es	w3_d113e15291
ist	w5_d113e15294
dieser	w7_d113e15297
Tagen	w9_d113e15300
ein	w11_d113e15303
runder	w13_d113e15307
Bril	w15_d113e15310
lant	w1_d113e15315
bey	w3_d113e15318
4.	w5_d113e15321
ein	w7_d113e15324
halben	w9_d113e15327
Gran	w11_d113e15330
schwer	w13_d113e15334
verloren	w15_d113e15337
worden,	w1_d113e15342
wer	w3_d113e15345
solchen	w5_d113e15348
gefunden,	w7_d113e15351
und	w9_d113e15354
in	w11_d113e15357
die	w13_d113e15361
Wohnung	w1_d113e15367
Sr.	w3_d113e15370
Excellenz	w5_d113e15373
des	w7_d113e15376
Venetianischen	w9_d113e15379
Herrn	w1_d113e15384
Bottschafters	w3_d113e15387
überbringt,	w5_d113e15390
der	w7_d113e15393
wird	w9_d113e15396
darfür	w1_d113e15401
4.	w3_d113e15404
Ducataten	w5_d113e15407
Recompens	w7_d113e15410
bekom	w9_d113e15413
men.	w1_d113e15418
</p>
<list id="l24_d113e15422">
Buch=gewölbe	w1_d113e15426
auf	w3_d113e15429
dem	w5_d113e15432
obern	w7_d113e15435
Jesuiter=plätzl	w9_d113e15438
seynd	w1_d113e15443
unter	w3_d113e15446
andern	w5_d113e15449
nachfolgende	w7_d113e15452
Bücher	w9_d113e15455
um	w11_d113e15458
billigen	w1_d113e15463
Preis	w3_d113e15466
zu	w5_d113e15469
bekommen:	w7_d113e15472
Belidor	w1_d113e15478
Architecture	w3_d113e15481
Hydraulique	w5_d113e15484
au	w7_d113e15487
l’Art	w1_d113e15492
d'elever	w3_d113e15495
de	w5_d113e15498
menager	w7_d113e15501
&	w9_d113e15504
de	w11_d113e15507
diriger	w13_d113e15511
les	w1_d113e15516
Eaux	w3_d113e15519
de	w5_d113e15522
la	w7_d113e15525
Mer	w9_d113e15528
&	w11_d113e15531
des	w13_d113e15535
Rivieres	w15_d113e15538
à	w17_d113e15541
l'avantage	w1_d113e15546
de	w3_d113e15549
la	w5_d113e15552
defense	w7_d113e15555
des	w9_d113e15558
Places	w11_d113e15561
&c.	w13_d113e15565
IV.	w1_d113e15571
Tomes	w3_d113e15574
gr.	w5_d113e15577
4	w7_d113e15580
Paris.	w9_d113e15583
Histoire	w1_d113e15588
militaire	w3_d113e15591
du	w5_d113e15594
Prince	w7_d113e15597
Eugene	w9_d113e15600
de	w1_d113e15605
Savoye,	w3_d113e15608
du	w5_d113e15611
Dux	w7_d113e15614
de	w9_d113e15617
Marlborough	w11_d113e15620
&	w13_d113e15624
du	w1_d113e15629
Prince	w3_d113e15632
de	w5_d113e15635
Nassau	w7_d113e15638
Frise	w9_d113e15641
&c.	w11_d113e15644
enrichie	w13_d113e15648
des	w1_d113e15654
Plans	w3_d113e15657
necessaires	w5_d113e15660
par	w7_d113e15663
Dumont	w9_d113e15666
&	w11_d113e15669
aug	w13_d113e15673
menté	w1_d113e15678
d'un	w3_d113e15681
Supplement	w5_d113e15684
par	w7_d113e15687
Rousset	w9_d113e15690
fol.	w1_d113e15695
Atlantico,	w3_d113e15698
à	w5_d113e15701
la	w7_d113e15704
Haye.	w9_d113e15707
Histoire	w1_d113e15712
de	w3_d113e15715
la	w5_d113e15718
Milice	w7_d113e15721
Francoise	w9_d113e15724
&	w11_d113e15727
des	w13_d113e15731
Changemens	w1_d113e15737
quis'ysont	w3_d113e15740
faits,	w5_d113e15743
2.	w7_d113e15746
Tomes	w9_d113e15749
gr.	w1_d113e15754
4.	w3_d113e15757
Histoite	w1_d113e15762
de	w3_d113e15765
Polybe	w5_d113e15768
avec	w7_d113e15771
un	w9_d113e15774
Corps	w11_d113e15777
de	w13_d113e15781
Science	w1_d113e15786
militaire	w3_d113e15789
enrichie	w5_d113e15792
de	w7_d113e15795
notes	w9_d113e15798
cri-	w11_d113e15801
riques	w1_d113e15807
&	w3_d113e15810
historiques	w5_d113e15813
par	w7_d113e15816
Folard	w9_d113e15819
VII.	w11_d113e15822
Vol.	w1_d113e15827
av.	w3_d113e15830
fig.	w5_d113e15833
gr.	w7_d113e15836
4.	w9_d113e15839
Amsterd.	w11_d113e15842
1753.	w13_d113e15846
Histoire	w1_d113e15851
des	w3_d113e15854
Empereurs	w5_d113e15857
Romains	w7_d113e15860
de-	w9_d113e15863
puis	w1_d113e15868
Auguste	w3_d113e15871
jusqu'	w5_d113e15874
à	w7_d113e15877
Constantin	w9_d113e15880
par	w11_d113e15883
Crevier	w1_d113e15889
Tome	w3_d113e15892
XI.	w5_d113e15895
&	w7_d113e15898
XII.	w9_d113e15901
gr.	w11_d113e15904
12.	w13_d113e15908
Amst.	w15_d113e15911
1756.	w1_d113e15916
Discours	w1_d113e15921
politiques	w3_d113e15924
du	w5_d113e15927
Commerce,	w7_d113e15930
du	w1_d113e15935
Luxe,	w3_d113e15938
sur	w5_d113e15941
le	w7_d113e15944
credit	w9_d113e15947
public,	w11_d113e15950
sur	w13_d113e15954
l'Ar-	w15_d113e15957
gent	w1_d113e15963
&c.	w3_d113e15966
par	w5_d113e15969
D.	w7_d113e15972
Hume	w9_d113e15975
trad.	w11_d113e15978
de	w13_d113e15982
l'Anglois	w15_d113e15985
III.	w1_d113e15990
Tomes	w3_d113e15993
Amsterd.	w5_d113e15996
1754.	w7_d113e15999
1756.	w9_d113e16002
Histoire	w1_d113e16007
de	w3_d113e16010
Sir	w5_d113e16013
Charles	w7_d113e16016
Grandison	w9_d113e16019
con-	w11_d113e16022
tenue	w1_d113e16027
dans	w3_d113e16030
une	w5_d113e16033
Suite	w7_d113e16036
de	w9_d113e16039
Letres	w11_d113e16042
par	w13_d113e16046
l'Edi-	w15_d113e16049
teur	w1_d113e16055
de	w3_d113e16058
Pamela	w5_d113e16061
&	w7_d113e16064
de	w9_d113e16067
Clarisse,	w11_d113e16070
trad.	w13_d113e16074
de	w15_d113e16077
l'Anglois,	w1_d113e16082
VII.	w3_d113e16085
Vol.	w5_d113e16088
gr.	w7_d113e16091
12.	w9_d113e16094
1756.	w11_d113e16097
Trattate	w1_d113e16102
della	w3_d113e16105
Lingua	w5_d113e16108
ebraica	w7_d113e16111
e	w9_d113e16114
sue	w11_d113e16117
as-	w13_d113e16121
fini	w1_d113e16126
del	w3_d113e16129
P.	w5_d113e16132
Finetti,	w7_d113e16135
dell'’Ord.	w9_d113e16138
de	w11_d113e16141
Predica-	w13_d113e16145
</list>
<list id="l26_d113e16149">
NB.	w1_d113e16153
Bey	w3_d113e16156
Friderich	w5_d113e16159
Bernhardi	w7_d113e16162
in	w9_d113e16165
seinem	w11_d113e16168
</list>
<list id="l28_d113e16172">
tori,	w1_d113e16176
8.	w3_d113e16179
Venez.	w5_d113e16182
1756.	w7_d113e16185
</list>
<head id="h2_d113e16192">
EDICT.	w1_d113e16196
</head>
<p id="p4_d113e16199">
Von	w1_d113e16203
der	w3_d113e16206
Kaiserl.	w5_d113e16209
Königl.	w7_d113e16212
N.	w9_d113e16215
Oe.	w11_d113e16218
Reprä	w13_d113e16222
sentation	w1_d113e16227
und	w3_d113e16230
Cammer	w5_d113e16233
wegen:	w7_d113e16236
dem	w9_d113e16239
Haupt	w11_d113e16242
mann	w1_d113e16247
Ferreti,	w3_d113e16250
oder	w5_d113e16253
dessen	w7_d113e16256
Erben	w9_d113e16259
anzuzeigen.	w11_d113e16262
Es	w1_d113e16268
habe	w3_d113e16271
der	w5_d113e16274
Hof=Kriegs=agent	w7_d113e16277
Johann	w9_d113e16280
Peter	w11_d113e16283
Vogl	w1_d113e16288
diejenige	w3_d113e16291
658.	w5_d113e16294
fl.	w7_d113e16297
49.	w9_d113e16300
Kr.	w11_d113e16303
2.	w13_d113e16307
Pf.	w15_d113e16310
wel	w17_d113e16313
che	w1_d113e16318
ihme	w3_d113e16321
Hauptmann	w5_d113e16324
Ferreti	w7_d113e16327
von	w9_d113e16330
dem	w11_d113e16333
Lan	w13_d113e16337
des=fürstl.	w1_d113e16342
Militar.	w3_d113e16345
ærario	w5_d113e16348
ausständig	w7_d113e16351
seynd	w9_d113e16354
auf	w1_d113e16360
eine	w3_d113e16363
Carta-bianca	w5_d113e16366
Jure	w7_d113e16369
Cessionis	w9_d113e16372
an	w11_d113e16375
sprüchig	w1_d113e16380
gemacht;	w3_d113e16383
</p>
<p id="p10_d113e16396">
Wie	w1_d113e16400
zumalen	w3_d113e16403
aber	w5_d113e16406
zu	w7_d113e16409
Erörterung	w9_d113e16412
deren	w11_d113e16415
hierinfals	w1_d113e16420
obwaltenden	w3_d113e16423
Anständen	w5_d113e16426
ihne	w7_d113e16429
Haupt	w9_d113e16432
mann	w1_d113e16437
Ferreti	w3_d113e16440
zu	w5_d113e16443
vernehmen	w7_d113e16446
erforderlich,	w9_d113e16449
und	w11_d113e16452
und	w1_d113e16458
dahero	w3_d113e16461
über	w5_d113e16464
beschehenes	w7_d113e16467
Anlagen	w9_d113e16470
des	w11_d113e16473
Kaiserl.	w1_d113e16478
Königl.	w3_d113e16481
Hof	w5_d113e16484
und	w7_d113e16487
N.	w9_d113e16490
Oe.	w11_d113e16493
Kammer	w13_d113e16497
procuratoris	w1_d113e16502
eine	w3_d113e16505
Erforderung	w5_d113e16508
auf	w7_d113e16511
den	w9_d113e16514
19ten	w11_d113e16517
künftigen	w1_d113e16522
Monats	w3_d113e16525
April	w5_d113e16528
Vormittag	w7_d113e16531
um	w9_d113e16534
11.	w11_d113e16537
Uhr	w1_d113e16543
angeordnet	w3_d113e16546
worden	w5_d113e16549
ist.	w7_d113e16552
</p>
<p id="p12_d113e16556">
Als	w1_d113e16560
wird	w3_d113e16563
ihme	w5_d113e16566
mehrgemeldeten	w7_d113e16569
Haupt	w9_d113e16572
mann	w1_d113e16577
Ferreti,	w3_d113e16580
oder	w5_d113e16583
Falls	w7_d113e16586
derselbe	w9_d113e16589
allschon	w11_d113e16592
verstorben	w1_d113e16597
wäre,	w3_d113e16600
dessen	w5_d113e16603
Erben	w7_d113e16606
ein	w9_d113e16609
solches	w11_d113e16612
mittels	w1_d113e16618
gegenwärtigen	w3_d113e16621
Edicts	w5_d113e16624
kund	w7_d113e16627
gemacht	w9_d113e16630
und	w1_d113e16635
anbefohlen,	w3_d113e16638
daß	w5_d113e16641
er	w7_d113e16644
oder	w9_d113e16647
dieselbe	w11_d113e16650
an	w13_d113e16654
gleich	w15_d113e16657
bemerkten	w1_d113e16662
Tag	w3_d113e16665
und	w5_d113e16668
Stunde	w7_d113e16671
also	w9_d113e16674
gewiß	w11_d113e16677
vor	w13_d113e16681
dieser	w1_d113e16686
N.	w3_d113e16689
Oe.	w5_d113e16692
Repräsentation	w7_d113e16695
und	w9_d113e16698
Kammer	w11_d113e16701
entweder	w1_d113e16707
selbst	w3_d113e16710
persönlich,	w5_d113e16713
oder	w7_d113e16716
durch	w9_d113e16719
einen	w11_d113e16722
genugsam	w1_d113e16727
instruirten	w3_d113e16730
Mandatarium	w5_d113e16733
erschei	w7_d113e16736
nen	w1_d113e16741
sollen;	w3_d113e16744
als	w5_d113e16747
im	w7_d113e16750
Widrigen	w9_d113e16753
in	w11_d113e16756
die	w13_d113e16760
von	w15_d113e16763
dem	w17_d113e16766
erwehnten	w1_d113e16771
Hof=Kriegs=agenten	w3_d113e16774
Vogel	w5_d113e16777
gebet	w7_d113e16780
tene	w1_d113e16786
Erfolglassung	w3_d113e16789
deren	w5_d113e16792
Eingangsberühr	w7_d113e16795
ten	w1_d113e16800
658.	w3_d113e16803
49.	w5_d113e16806
Kr.	w7_d113e16809
2.	w9_d113e16812
Pf.	w11_d113e16815
gewilliget	w13_d113e16819
werden	w15_d113e16822
würde.	w1_d113e16827
</p>
<head id="h2_d113e16833">
EDICT.	w1_d113e16837
</head>
<p id="p4_d113e16840">
Von	w1_d113e16844
des	w3_d113e16847
Fürstlichen	w5_d113e16850
Stifts,	w7_d113e16853
und	w9_d113e16856
Jung	w11_d113e16859
fräulichen	w1_d113e16864
Klosters	w3_d113e16867
zur	w5_d113e16870
Himmel=pforten	w7_d113e16873
Grund=buchs	w1_d113e16878
wegen	w3_d113e16881
wird	w5_d113e16884
hiemit	w7_d113e16887
durch	w9_d113e16890
die	w11_d113e16893
ses	w1_d113e16899
offentliche	w3_d113e16902
Edict	w5_d113e16905
jedermänniglich,	w7_d113e16908
denen	w9_d113e16911
daran	w1_d113e16916
gelegen,	w3_d113e16919
kund	w5_d113e16922
und	w7_d113e16925
zu	w9_d113e16928
wissen	w11_d113e16931
gemachet;	w13_d113e16935
es	w1_d113e16940
seye	w3_d113e16943
in	w5_d113e16946
puncto	w7_d113e16949
der	w9_d113e16952
von	w11_d113e16955
Johann	w13_d113e16959
Simon	w15_d113e16962
Pruner,	w1_d113e16967
gebettenen	w3_d113e16970
Erfolglassung	w5_d113e16973
deren	w7_d113e16976
aus	w9_d113e16979
der	w1_d113e16985
Balthasar	w3_d113e16988
Rußischen	w5_d113e16991
Cridæ	w7_d113e16994
massa	w9_d113e16997
zu	w11_d113e17000
der	w1_d113e17005
Barbara	w3_d113e17008
Güßin	w5_d113e17011
Verlassenschaft	w7_d113e17014
in	w9_d113e17017
Ca-	w11_d113e17020
pitali,	w1_d113e17025
schuldigen	w3_d113e17028
Ein	w5_d113e17031
und	w7_d113e17034
vierzig	w9_d113e17037
Gulden	w11_d113e17040
17.	w1_d113e17045
kr.,	w3_d113e17048
und	w5_d113e17051
Jnteresse	w7_d113e17054
11.	w9_d113e17057
fl.	w11_d113e17060
17.	w13_d113e17064
kr.	w15_d113e17067
ein	w17_d113e17070
drittl	w1_d113e17076
pf.	w3_d113e17079
eine	w5_d113e17082
Erforderung	w7_d113e17085
mit	w9_d113e17088
Zuziehung	w11_d113e17091
des	w1_d113e17096
über	w3_d113e17099
diese	w5_d113e17102
der	w7_d113e17105
Verstorbenen	w9_d113e17108
Güßin	w11_d113e17111
Ver	w13_d113e17115
lassenschaft	w1_d113e17120
verordneten	w3_d113e17123
Herrn	w5_d113e17126
Curatoris	w7_d113e17129
ad	w9_d113e17132
Actum	w1_d113e17137
Poctoris	w3_d113e17140
Schwarzhuebers	w5_d113e17143
angeord	w7_d113e17146
net,	w1_d113e17152
