<doc id="edoc_wd_1776-12-18" attrs="word" year="1776" month="12" day="18" corpus="1">
<head id="hl1">
Madrid	w38
zum	w14135
Vortheil	w14136
ihrer	w14137
ledigen	w14138
Stieftochter	w14139
Maria	w14140
The=resia	w14141
<g/>
=
Sereckin	w14143
sub	w14144
Dato	w14145
16	w14146
<g/>
.
Juli	w14148
1773	w14149
errich=tet	w14150
<g/>
=
letztwilligen	w14152
Disposition	w14153
hierorts	w14154
verstorben	w14155
<g/>
.
Gleichwie	w14157
nun	w14158
zur	w14159
hinkünftig	w14160
sichern	w14161
Verlassen=schaftsabhandlung	w14162
<g/>
=
<g/>
,
und	w14165
zu	w14166
Hindanhaltung	w14167
al=ler	w14168
<g/>
=
sich	w14170
ergeben	w14171
mögenden	w14172
Strittigkeiten	w14173
für	w14174
nöthig	w14175
befunden	w14176
worden	w14177
<g/>
,
all	w14179
diejenige	w14180
<g/>
,
welche	w14182
entweder	w14183
wegen	w14184
nähern	w14185
Erbsprüchen	w14186
<g/>
,
oder	w14188
ti-tulo	w14189
<g/>
-
crediti	w14191
vel	w14192
alio	w14193
quocunque	w14194
an	w14195
sothane	w14196
Verlassenschaft	w14197
einige	w14198
Foderungen	w14199
haben	w14200
dürf=ten	w14201
<g/>
=
<g/>
,
zu	w14204
Beybringung	w14205
<g/>
,
und	w14207
respektive	w14208
Liquidi=rung	w14209
<g/>
=
derselben	w14211
ediktaliter	w14212
einzuberufen	w14213
und	w14214
vor=zuladen	w14215
<g/>
=
<g/>
;
also	w14218
werden	w14219
all	w14220
und	w14221
jede	w14222
<g/>
,
welch	w14224
vorgemeldtermassen	w14225
titulo	w14226
hæreditaris haereditaris	w14227
<g/>
,
credi-ti	w14229
<g/>
-
<g/>
,
aut	w14232
alio	w14233
quocunque	w14234
an	w14235
gedachte	w14236
Verlas=senschaft	w14237
<g/>
=
einige	w14239
Sprüche	w14240
und	w14241
Foderungen	w14242
zu	w14243
machen	w14244
haben	w14245
<g/>
,
oder	w14247
zu	w14248
machen	w14249
vermeinen	w14250
<g/>
,
am	w14252
9	w14253
<g/>
.
Jäner	w14255
1777	w14256
früh	w14257
um	w14258
9	w14259
Uhr	w14260
in	w14261
der	w14262
Kanzley	w14263
dieses	w14264
k	w14265
<g/>
.
k	w14267
<g/>
.
Jud	w14269
<g/>
.
Del	w14271
<g/>
.
Mil	w14273
<g/>
.
Mixti	w14275
entweder	w14276
per=sönlich	w14277
<g/>
=
<g/>
,
oder	w14280
durch	w14281
genugsam	w14282
bevollmächtigte	w14283
Gewaltträger	w14284
alsogewiß	w14285
zu	w14286
erscheinen	w14287
<g/>
,
ihre	w14289
Sprüche	w14290
und	w14291
Foderungen	w14292
behörig	w14293
anzumelden	w14294
<g/>
,
und	w14296
zum	w14297
Beweis	w14298
derselben	w14299
die	w14300
beyhabende	w14301
Le=gtimations	w14302
<g/>
=
<g/>
=
und	w14305
Liquidationsdokumenten	w14306
ein=zulegen	w14307
<g/>
=
haben	w14309
<g/>
,
wie	w14311
im	w14312
widrigen	w14313
nach	w14314
Verlauf	w14315
dieses	w14316
Termins	w14317
præclusive praeclusive	w14318
niemand	w14319
mehr	w14320
ge=hört	w14321
<g/>
=
<g/>
,
sondern	w14324
die	w14325
vorfindige	w14326
Verlassenschaft	w14327
nach	w14328
gepflogener	w14329
Richtigkeit	w14330
der	w14331
instituirt	w14332
und	w14333
cum	w14334
beneficio	w14335
legis	w14336
<g/>
,
<g/>
&
Inventarii	w14339
erklärten	w14340
Universalerbin	w14341
ohne	w14342
weitern	w14343
eingeantwortet	w14344
werden	w14345
soll	w14346
<g/>
.
Freyburg	w14348
den	w14349
16	w14350
<g/>
.
Nov	w14352
<g/>
.
177	w14354
</p>
<p id="p246">
Von	w14355
des	w14356
k	w14357
<g/>
.
k	w14359
<g/>
.
in	w14361
den	w14362
vorderösterreichischen	w14363
Fürstenthümern	w14364
und	w14365
Landen	w14366
aufgestellten	w14367
Jud	w14368
<g/>
.
Del	w14370
<g/>
.
Mil	w14372
<g/>
.
Mixti	w14374
wegen	w14375
<g/>
,
wird	w14377
hiemit	w14378
zu	w14379
wis=sen	w14380
<g/>
=
gemacht	w14382
<g/>
;
es	w14384
sey	w14385
zu	w14386
desto	w14387
sicherer	w14388
Abhand=lung	w14389
<g/>
=
der	w14391
nach	w14392
Ableben	w14393
des	w14394
am	w14395
20	w14396
<g/>
.
May	w14398
d	w14399
<g/>
.
J	w14401
<g/>
.
allhier	w14403
testato	w14404
verstorbenen	w14405
Gerichtsaktuarii	w14406
<g/>
,
Michael	w14408
Schulz	w14409
<g/>
,
ruckgelassenen	w14411
Verlassenschaft	w14412
für	w14413
nöthig	w14414
befunden	w14415
worden	w14416
<g/>
,
dessen	w14418
sämtliche	w14419
sowohl	w14420
in	w14421
als	w14422
außer	w14423
Land	w14424
befindliche	w14425
Gläubi=ger	w14426
<g/>
=
zur	w14428
Anmeld	w14429
<g/>
=
und	w14431
Liquidirung	w14432
ihrer	w14433
Fo=derungen	w14434
<g/>
=
einzuberufen	w14436
<g/>
.
Es	w14438
werden	w14439
demnach	w14440
all	w14441
und	w14442
jede	w14443
<g/>
,
die	w14445
an	w14446
ersagten	w14447
Michael	w14448
Schulz	w14449
<g/>
,
und	w14451
desselben	w14452
Verlassenschaft	w14453
einige	w14454
Sprüche	w14455
und	w14456
Foderungen	w14457
haben	w14458
<g/>
,
oder	w14460
zu	w14461
haben	w14462
ver=meinen	w14463
<g/>
=
<g/>
,
am	w14466
10	w14467
<g/>
.
Jäner	w14469
1777	w14470
früh	w14471
um	w14472
9	w14473
Uhr	w14474
in	w14475
der	w14476
Kanzley	w14477
dieses	w14478
k	w14479
<g/>
.
k	w14481
<g/>
.
Jud	w14483
<g/>
.
Del	w14485
<g/>
.
Milit	w14487
<g/>
.
Mixti	w14489
entweder	w14490
persönlich	w14491
oder	w14492
durch	w14493
genug=sam	w14494
<g/>
=
bevollmächtigte	w14496
Gewaltträger	w14497
alsogewiß	w14498
zu	w14499
erscheinen	w14500
<g/>
,
ihre	w14502
Foderungen	w14503
behörig	w14504
anzumel=den	w14505
<g/>
=
<g/>
,
und	w14508
zum	w14509
Beweis	w14510
derselben	w14511
die	w14512
beyhaben=de	w14513
<g/>
=
Dokumenten	w14515
<g/>
,
oder	w14517
sonstige	w14518
Liquidationsbe=helfe	w14519
<g/>
=
einzubringen	w14521
haben	w14522
<g/>
,
wie	w14524
im	w14525
widrigen	w14526
nach	w14527
Abfluß	w14528
dieses	w14529
Termins	w14530
præclusive praeclusive	w14531
<g/>
,
niemand	w14533
mehr	w14534
gehört	w14535
<g/>
,
sondern	w14537
die	w14538
Abhandlung	w14539
gepflo=gen	w14540
<g/>
=
<g/>
,
und	w14543
was	w14544
Rechtens	w14545
ist	w14546
ex	w14547
officio	w14548
fürgekehrt	w14549
werden	w14550
soll	w14551
<g/>
.
Freyburg	w14553
den	w14554
14	w14555
<g/>
.
Nov	w14557
<g/>
.
1776	w14559
<g/>
.
</p>
<p id="p247">
Von	w14561
des	w14562
k	w14563
<g/>
.
k	w14565
<g/>
.
in	w14567
den	w14568
vorderösterreichischen	w14569
Fürstenthümern	w14570
und	w14571
Landen	w14572
aufgestellten	w14573
Jud	w14574
<g/>
.
Del	w14576
<g/>
.
Mil	w14578
<g/>
.
Mixti	w14580
wegen	w14581
<g/>
,
wird	w14583
hiemit	w14584
zu	w14585
wis=sen	w14586
<g/>
=
gemacht	w14588
<g/>
:
es	w14590
sey	w14591
der	w14592
als	w14593
Generaladjutant	w14594
allhier	w14595
gestandene	w14596
Oberlieutenant	w14597
des	w14598
alt	w14599
Mo=denaischen	w14600
<g/>
=
Kuiraßierregiment	w14602
Franz	w14603
Ludwig	w14604
Glatz	w14605
<g/>
,
von	w14607
hier	w14608
heimlich	w14609
entwichen	w14610
<g/>
.
Nun	w14612
ha=be	w14613
<g/>
=
man	w14615
zwar	w14616
über	w14617
die	w14618
von	w14619
gleichgedachten	w14620
Re=giment	w14621
<g/>
=
anher	w14623
erstattete	w14624
Erklärung	w14625
<g/>
,
und	w14627
nach	w14628
vorgenommenen	w14629
Verlauf	w14630
der	w14631
von	w14632
ihm	w14633
Glatz	w14634
rückgelassenen	w14635
Fahrnissen	w14636
<g/>
,
seine	w14638
allhier	w14639
zu	w14640
Frey=burg	w14641
<g/>
=
<g/>
,
und	w14644
in	w14645
den	w14646
gesammten	w14647
Vorlanden	w14648
be=findliche	w14649
<g/>
=
Gläubiger	w14651
zu	w14652
Anmeld	w14653
<g/>
=
und	w14655
Liquidi=rung	w14656
<g/>
=
ihrer	w14658
Foderungen	w14659
auf	w14660
den	w14661
10	w14662
<g/>
.
April	w14664
d	w14665
<g/>
.
J	w14667
<g/>
.
durch	w14669
ausgefertigte	w14670
Edikten	w14671
einberufen	w14672
<g/>
,
sofort	w14674
über	w14675
die	w14676
mit	w14677
den	w14678
damals	w14679
angemeldten	w14680
Credito=ren	w14681
<g/>
=
gepflogenen	w14683
Liquidation	w14684
dem	w14685
erwehnten	w14686
Re=giment	w14687
<g/>
=
den	w14689
abgefasten	w14690
Licquidationsauschlag	w14691
mit=getheilt	w14692
<g/>
=
<g/>
.
Nachdem	w14695
aber	w14696
seither	w14697
nicht	w14698
nur	w14699
bey	w14700
eröftertem	w14701
Regiment	w14702
sondern	w14703
auch	w14704
hierorts	w14705
ei=nige	w14706
<g/>
=
auswärtige	w14708
Gläubiger	w14709
mit	w14710
ihren	w14711
an	w14712
mehr=besagten	w14713
<g/>
=
Glatz	w14715
stellenden	w14716
Foderungen	w14717
zum	w14718
Vor=schein	w14719
<g/>
=
gekommen	w14721
<g/>
,
folgbar	w14723
es	w14724
für	w14725
nöthig	w14726
be=funden	w14727
<g/>
=
worden	w14729
ist	w14730
<g/>
,
die	w14732
sämtliche	w14733
sowohl	w14734
in	w14735
als	w14736
außer	w14737
Land	w14738
befindliche	w14739
Glatzische	w14740
Creditores	w14741
zu	w14742
desto	w14743
sicherer	w14744
Ausfindigmachung	w14745
des	w14746
etwa	w14747
noch	w14748
vorhandenen	w14749
Æris	w14750
alieni	w14751
und	w14752
zu	w14753
hinkünftig	w14754
rechtlicher	w14755
Vertheilung	w14756
seiner	w14757
Nachlassenschaft	w14758
nochmal	w14759
in	w14760
öffentlichen	w14761
Zeitungen	w14762
einzuberufen	w14763
<g/>
,
und	w14765
zur	w14766
Anmeld	w14767
<g/>
=
und	w14769
Liquidirung	w14770
ihrer	w14771
an	w14772
so sothanen	w14773
<g/>
=
</p>
<p id="p248">
thanen	w14775
Nachlaß	w14776
zu	w14777
stellen	w14778
habenden	w14779
Sprüchen	w14780
und	w14781
Foderungen	w14782
gerichtlich	w14783
fürzuladen	w14784
<g/>
;
so	w14786
wer=den	w14787
<g/>
=
all	w14789
und	w14790
jede	w14791
<g/>
,
die	w14793
an	w14794
mehrberührten	w14795
Franz	w14796
Ludwig	w14797
Glatz	w14798
einige	w14799
Sprüche	w14800
und	w14801
Foderungen	w14802
haben	w14803
<g/>
,
oder	w14805
zu	w14806
haben	w14807
vermeinen	w14808
<g/>
,
am	w14810
19	w14811
<g/>
.
Jä=ner	w14813
<g/>
=
1777	w14815
früh	w14816
um	w14817
9	w14818
Uhr	w14819
in	w14820
der	w14821
Kanzley	w14822
die=ses	w14823
<g/>
=
k	w14825
<g/>
.
k	w14827
<g/>
.
Jud	w14829
<g/>
.
Del	w14831
<g/>
.
Mil	w14833
<g/>
.
Mixti	w14835
<g/>
,
entweder	w14837
per=söhnlich	w14838
<g/>
=
<g/>
,
oder	w14841
durch	w14842
genugsam	w14843
bevollmächtigte	w14844
Gewaltträger	w14845
alsogewiß	w14846
zu	w14847
erscheinen	w14848
<g/>
,
ihre	w14850
Fo=derungen	w14851
<g/>
=
behörig	w14853
anzumelden	w14854
<g/>
,
und	w14856
zum	w14857
Be=weis	w14858
<g/>
=
derselben	w14860
die	w14861
beyhabende	w14862
Dokumenten	w14863
oder	w14864
sonstige	w14865
Liquidationsbehelfe	w14866
mitzubringen	w14867
und	w14868
einzulegen	w14869
haben	w14870
<g/>
,
wie	w14872
im	w14873
widrigen	w14874
die	w14875
Ausbleibende	w14876
nach	w14877
Abfluß	w14878
dieses	w14879
Termins	w14880
præ- clusive praeclusive	w14881
<g/>
-
nicht	w14883
mehr	w14884
gehört	w14885
<g/>
,
sondern	w14887
was	w14888
Rech=tens	w14889
<g/>
=
ist	w14891
ex	w14892
officio	w14893
<g/>
,
und	w14895
ohne	w14896
weitern	w14897
fürgekeh=ret	w14898
<g/>
=
werden	w14900
soll	w14901
<g/>
.
Freyburg	w14903
den	w14904
14	w14905
<g/>
.
Novemb	w14907
<g/>
.
1776	w14909
<g/>
.
</p>
<p id="p249">
Von	w14911
des	w14912
k	w14913
<g/>
.
k	w14915
<g/>
.
im	w14917
Erzherzogthum	w14918
Oesterreich	w14919
unter	w14920
und	w14921
ob	w14922
der	w14923
Enns	w14924
aufgestellten	w14925
Jud	w14926
<g/>
.
Del	w14928
<g/>
.
Mil	w14930
<g/>
.
Mixti	w14932
wegen	w14933
<g/>
,
wird	w14935
durch	w14936
dieses	w14937
Edikt	w14938
kund	w14939
gemacht	w14940
<g/>
;
es	w14942
habe	w14943
der	w14944
k	w14945
<g/>
.
k	w14947
<g/>
.
Oberstlieute=nant	w14949
<g/>
=
<g/>
,
Herr	w14952
Christoph	w14953
Freyherr	w14954
v	w14955
<g/>
.
Knorr	w14957
hier=orts	w14958
<g/>
=
angezeit	w14960
welchergestalten	w14961
derselbe	w14962
wäh=rend	w14963
<g/>
=
seiner	w14965
Abwesenheit	w14966
von	w14967
hier	w14968
seit	w14969
1756	w14970
bis	w14971
1772	w14972
in	w14973
der	w14974
Zeit	w14975
nämlich	w14976
<g/>
,
als	w14978
er	w14979
bey	w14980
dem	w14981
Louis	w14982
Wolfenbüttlischen	w14983
Jnfanterie	w14984
<g/>
=
Regiment	w14986
als	w14987
Fähnrich	w14988
<g/>
,
als	w14990
Lieutenant	w14991
<g/>
,
dann	w14993
als	w14994
Haupt=mann	w14995
<g/>
=
die	w14997
allerhöchste	w14998
k	w14999
<g/>
.
k	w15001
<g/>
.
Feldkriegsdienste	w15003
ge=leistet	w15004
<g/>
=
hatte	w15006
<g/>
,
dann	w15008
nach	w15009
erfolgten	w15010
Frieden	w15011
zu	w15012
Besorgung	w15013
der	w15014
Reichswerbung	w15015
zu	w15016
Speyer	w15017
an=gestellt	w15018
<g/>
=
war	w15020
<g/>
,
an	w15022
zerschiedenen	w15023
theils	w15024
indorsirten	w15025
<g/>
,
theils	w15027
auch	w15028
unindorsirten	w15029
Quittungs	w15030
<g/>
=
und	w15032
Ob=ligationsplanchetten	w15033
<g/>
=
<g/>
,
worunter	w15036
auch	w15037
8	w15038
Plan=chetten	w15039
<g/>
=
waren	w15041
die	w15042
nicht	w15043
einmal	w15044
datirt	w15045
gewesen	w15046
<g/>
,
von	w15048
ihm	w15049
mit	w15050
Unterschrift	w15051
Petschaftsfertigung	w15052
an	w15053
seine	w15054
allhier	w15055
gehabte	w15056
Agenten	w15057
<g/>
,
auch	w15059
ande=re	w15060
<g/>
=
gute	w15062
Freunde	w15063
in	w15064
grösserer	w15065
Anzahl	w15066
einge=sendet	w15067
<g/>
=
worden	w15069
<g/>
,
als	w15071
zum	w15072
Empfang	w15073
verschiede=ner	w15074
<g/>
=
Gelder	w15076
erfoderlich	w15077
waren	w15078
<g/>
,
hievon	w15080
aber	w15081
<g/>
,
wie	w15083
selber	w15084
wahrgenommen	w15085
<g/>
,
ein	w15087
und	w15088
andere	w15089
in	w15090
Ver=stoß	w15091
<g/>
=
gerathen	w15093
<g/>
,
und	w15095
sehr	w15096
leicht	w15097
in	w15098
unrechter	w15099
Händ	w15100
gekommen	w15101
seyn	w15102
dörften	w15103
<g/>
,
und	w15105
daher	w15106
<g/>
,
um	w15108
den	w15109
diesfällig	w15110
dereinstens	w15111
etwa	w15112
entstehen	w15113
mögenden	w15114
widrigen	w15115
Umständen	w15116
vorzubeugen	w15117
<g/>
,
wegen	w15119
Aus=fertigung	w15120
<g/>
=
eines	w15122
in	w15123
derley	w15124
Fällen	w15125
gewöhnlichen	w15126
Amortisationsedikt	w15127
<g/>
,
das	w15129
behörige	w15130
Ansuchen	w15131
ge=stellt	w15132
<g/>
=
<g/>
,
da	w15135
nun	w15136
auch	w15137
hierin	w15138
gewilligt	w15139
worden	w15140
<g/>
;
als	w15142
werden	w15143
all	w15144
und	w15145
jede	w15146
<g/>
,
welche	w15148
an	w15149
obbesag=ten	w15150
<g/>
=
k	w15152
<g/>
.
k	w15154
<g/>
.
Oberstlieutenant	w15156
Herrn	w15157
Christoph	w15158
Frey=herrn	w15159
<g/>
=
von	w15161
Knorr	w15162
eine	w15163
Foderung	w15164
zu	w15165
haben	w15166
ver=meinen	w15167
<g/>
=
<g/>
,
von	w15170
heut	w15171
zu	w15172
Ende	w15173
gesetzten	w15174
Dato	w15175
an	w15176
binnen	w15177
1	w15178
Jahr	w15179
6	w15180
Wochen	w15181
und	w15182
3	w15183
Täg	w15184
bey	w15185
Ein=gangsgedacht	w15186
<g/>
=
k	w15188
<g/>
.
k	w15190
<g/>
.
Jud	w15192
<g/>
.
Del	w15194
<g/>
.
Mil	w15196
<g/>
.
Mixti	w15198
<g/>
,
da=mit	w15200
<g/>
=
sich	w15202
alsogewiß	w15203
zu	w15204
melden	w15205
haben	w15206
<g/>
,
wie	w15208
im	w15209
widrigen	w15210
nach	w15211
Verfliessung	w15212
obberührten	w15213
Termins	w15214
<g/>
,
denselben	w15216
<g/>
,
das	w15218
ewige	w15219
Stilschweigen	w15220
auferlegt	w15221
<g/>
,
</p>
<p id="p250">
und	w15223
die	w15224
vorgedachtermassen	w15225
ausgestellte	w15226
Quit=tungs	w15227
<g/>
=
<g/>
=
und	w15230
Obligationsplanchetten	w15231
ipso	w15232
facto	w15233
kaßirt	w15234
<g/>
,
annullirt	w15236
und	w15237
amortisirt	w15238
seyn	w15239
<g/>
,
auch	w15241
dar=über	w15242
<g/>
=
weitershin	w15244
<g/>
,
was	w15246
Rechtens	w15247
ist	w15248
<g/>
,
vorgekeh=ret	w15250
<g/>
=
werden	w15252
soll	w15253
<g/>
.
Wien	w15255
den	w15256
26	w15257
<g/>
.
Febr	w15259
<g/>
.
1776	w15261
<g/>
.
</p>
<p id="p251">
Wie	w15263
N	w15264
Richter	w15265
und	w15266
Math	w15267
des	w15268
k	w15269
<g/>
.
k	w15271
<g/>
.
freyen	w15273
Markts	w15274
Stockerau	w15275
geben	w15276
hiemit	w15277
zu	w15278
wissen	w15279
<g/>
,
wel=chergestalten	w15281
<g/>
=
Karl	w15283
Redl	w15284
<g/>
,
gewester	w15286
Marktichrei=ber	w15287
<g/>
=
alhier	w15289
<g/>
,
mit	w15291
Tod	w15292
abgegangen	w15293
<g/>
,
und	w15295
sich	w15296
be=reits	w15297
<g/>
=
verschiedene	w15299
Schulden	w15300
hervorgethan	w15301
haben	w15302
<g/>
,
die	w15304
das	w15305
vorhandene	w15306
Vermögen	w15307
übersteigen	w15308
<g/>
,
da=her	w15310
<g/>
=
erfoderlich	w15312
ist	w15313
<g/>
,
einen	w15315
ordentlichen	w15316
Concur-sum	w15317
<g/>
-
creditorum	w15319
anzuordnen	w15320
<g/>
,
und	w15322
all	w15323
diejeni=ge	w15324
<g/>
=
behörig	w15326
einzuberufen	w15327
<g/>
,
welche	w15329
an	w15330
gedachte	w15331
Carl	w15332
Redlische	w15333
Verlassenschaft	w15334
Sprüche	w15335
und	w15336
Foderungen	w15337
zu	w15338
stellen	w15339
haben	w15340
<g/>
.
Da	w15342
nun	w15343
zu	w15344
An=meld	w15345
<g/>
=
<g/>
=
und	w15348
Liquidirung	w15349
dieser	w15350
Sprüche	w15351
und	w15352
Fo=derungen	w15353
<g/>
=
hiemit	w15355
der	w15356
13	w15357
<g/>
.
Jenner	w15359
k	w15360
<g/>
.
J	w15362
<g/>
.
früh	w15364
um	w15365
9	w15366
Uhr	w15367
pro	w15368
Term	w15369
<g/>
.
1mo	w15371
<g/>
,
2do	w15373
<g/>
&
3tio	w15375
sub	w15376
claus	w15377
<g/>
.
præclusi praeclusi	w15379
bestimmet	w15380
ist	w15381
<g/>
;
als	w15383
haben	w15384
all	w15385
diejenige	w15386
<g/>
,
welche	w15388
an	w15389
gedacht	w15390
Karl	w15391
Redlische	w15392
Verlassen=schaft	w15393
<g/>
=
Schulden	w15395
halber	w15396
rechtmäßige	w15397
Sprüche	w15398
und	w15399
Foderungen	w15400
zu	w15401
stellen	w15402
haben	w15403
<g/>
,
an	w15405
besagten	w15406
Tag	w15407
und	w15408
Stund	w15409
auf	w15410
unsern	w15411
Markt	w15412
Stockerauischen	w15413
Rathhaus	w15414
<g/>
,
entweder	w15416
selbst	w15417
persöhnlich	w15418
<g/>
,
oder	w15420
durch	w15421
genugsam	w15422
instruirte	w15423
Gewaltträger	w15424
<g/>
,
nebst	w15426
Mitbringung	w15427
ihrer	w15428
habenden	w15429
Liquidationsdoku=menten	w15430
<g/>
=
zu	w15432
erscheinen	w15433
<g/>
,
und	w15435
ihre	w15436
Foderungen	w15437
al=sogewiß	w15438
<g/>
=
anzumelden	w15440
<g/>
,
im	w15442
widrigen	w15443
den	w15444
Nicht=erscheinend	w15445
<g/>
=
<g/>
=
oder	w15448
behörig	w15449
Liquidirenden	w15450
das	w15451
ewi=ge	w15452
<g/>
=
Stillschweigen	w15454
auferlegt	w15455
seyn	w15456
soll	w15457
<g/>
.
</p>
<p id="p252">
Wir	w15459
Burgermeister	w15460
und	w15461
Rath	w15462
der	w15463
Stadt	w15464
Wien	w15465
geben	w15466
allen	w15467
und	w15468
jeden	w15469
<g/>
,
des	w15471
Herrn	w15472
Jg=natz	w15473
<g/>
=
Joseph	w15475
von	w15476
Woller	w15477
<g/>
,
k	w15479
<g/>
.
k	w15481
<g/>
.
Hofagenten	w15483
nächsten	w15484
Verwandten	w15485
hiemit	w15486
zu	w15487
vernehmen	w15488
<g/>
:
wasgestalten	w15490
Aloysius	w15491
Brentano	w15492
Cimoroli	w15493
<g/>
,
Großhändler	w15495
wegen	w15496
diesfalls	w15497
zufordern	w15498
haben=den	w15499
<g/>
=
11000	w15501
fl	w15502
<g/>
.
Kapital	w15504
geklaget	w15505
<g/>
,
auch	w15507
so	w15508
weit	w15509
die	w15510
Execution	w15511
behoben	w15512
<g/>
,
daß	w15514
das	w15515
dem	w15516
Herrn	w15517
von	w15518
Woller	w15519
gehörig	w15520
<g/>
,
zu	w15522
unsern	w15523
und	w15524
gemeiner	w15525
Stadt	w15526
Grundbuch	w15527
dienend	w15528
<g/>
,
in	w15530
dem	w15531
oberwör=therischen	w15532
<g/>
=
Grund	w15534
liegende	w15535
Haus	w15536
geschätzt	w15537
wor=den	w15538
<g/>
=
<g/>
,
weil	w15541
aber	w15542
ersagter	w15543
Herr	w15544
von	w15545
Woller	w15546
die=ses	w15547
<g/>
=
sein	w15549
Haus	w15550
bis	w15551
anher	w15552
aus	w15553
der	w15554
Execution	w15555
nicht	w15556
geledigt	w15557
hat	w15558
<g/>
;
so	w15560
sind	w15561
wir	w15562
um	w15563
Ausferti=gung	w15564
<g/>
=
dieses	w15566
Edikt	w15567
von	w15568
dem	w15569
Kläger	w15570
geziemend	w15571
ersucht	w15572
<g/>
,
von	w15574
uns	w15575
auch	w15576
in	w15577
sothanes	w15578
Gesuch	w15579
ge=willigt	w15580
<g/>
=
worden	w15582
<g/>
.
Beschieht	w15584
solchemnach	w15585
von	w15586
O=brigkeitswegen	w15587
<g/>
=
die	w15589
Erinnerung	w15590
hiemit	w15591
<g/>
,
daß	w15593
zum	w15594
Fall	w15595
jemand	w15596
aus	w15597
mehrgedachten	w15598
von	w15599
Wolleri=schen	w15600
<g/>
=
nächsten	w15602
Verwandten	w15603
oberwehntes	w15604
Haus	w15605
<g/>
,
wenn	w15607
solches	w15608
der	w15609
Herr	w15610
Beklagte	w15611
in	w15612
der	w15613
<g/>
,
in	w15615
dem	w15616
Anbothsbrief	w15617
enthaltenen	w15618
Zeit	w15619
der	w15620
6	w15621
Wo=chen	w15622
<g/>
=
und	w15624
3	w15625
Täg	w15626
nicht	w15627
selbsten	w15628
auslösen	w15629
werden	w15630
<g/>
,
an	w15632
sich	w15633
zu	w15634
bringen	w15635
gesinnt	w15636
wäre	w15637
<g/>
,
solches	w15639
in	w15640
dem	w15641
in	w15642
der	w15643
Executionsordnung	w15644
ausgezeichneten	w15645
</p>
<p id="p253">
Termin	w15646
<g/>
,
gewiß	w15648
thun	w15649
<g/>
,
als	w15651
im	w15652
widrigen	w15653
keiner	w15654
mehr	w15655
gehört	w15656
<g/>
,
sondern	w15658
mehrbesagter	w15659
Kläger	w15660
bey	w15661
der	w15662
behobenen	w15663
Execution	w15664
geschützt	w15665
werden	w15666
soll	w15667
<g/>
.
Wien	w15669
den	w15670
29	w15671
<g/>
.
November	w15673
1776	w15674
<g/>
.
</p>
<p id="p254">
Von	w15676
der	w15677
gräflichen	w15678
Wilzeckischen	w15679
Herrschaft	w15680
Praunsperg	w15681
wird	w15682
durch	w15683
dieses	w15684
Edikt	w15685
dem	w15686
da=hin	w15687
<g/>
=
unterthänigen	w15689
<g/>
,
in	w15691
dem	w15692
Dorf	w15693
Bruderndorf	w15694
gebürtigen	w15695
zuverläßlich	w15696
eingeholten	w15697
Nachrich=ten	w15698
<g/>
=
nach	w15700
Anno	w15701
1742	w15702
<g/>
.
in	w15704
die	w15705
k	w15706
<g/>
.
k	w15708
<g/>
.
Militardien=ste	w15710
<g/>
=
sich	w15712
begebenen	w15713
Johann	w15714
Georg	w15715
Pomeisel	w15716
<g/>
,
und	w15718
all	w15719
denen	w15720
<g/>
,
welchen	w15722
hieran	w15723
gelegen	w15724
<g/>
,
kund	w15726
und	w15727
zu	w15728
wissen	w15729
gemacht	w15730
<g/>
;
daß	w15732
sie	w15733
sich	w15734
respectu	w15735
sein	w15736
Pomeisel	w15737
bey	w15738
der	w15739
herrschaftlichen	w15740
Waisen=kassa	w15741
<g/>
=
anliegend	w15743
habenden	w15744
sammt	w15745
Jnteresse	w15746
45	w15747
fl	w15748
<g/>
.
48	w15750
kr	w15751
<g/>
.
3	w15753
pf	w15754
<g/>
.
betragenden	w15756
Erbschaftsgeldern	w15757
<g/>
,
von	w15759
heut	w15760
Dato	w15761
an	w15762
binnen	w15763
1	w15764
Jahr	w15765
6	w15766
Wochen	w15767
und	w15768
3	w15769
Täg	w15770
in	w15771
der	w15772
Amtskanzley	w15773
zu	w15774
Leobens=dorf	w15775
<g/>
=
<g/>
,
entweder	w15778
selbsten	w15779
<g/>
,
oder	w15781
durch	w15782
genugsam	w15783
versehene	w15784
Gewaltträger	w15785
alsogewiß	w15786
erscheinen	w15787
<g/>
,
und	w15789
darum	w15790
sich	w15791
legitimiren	w15792
sollen	w15793
<g/>
,
als	w15795
ansonst	w15796
nach	w15797
der	w15798
bereits	w15799
verstrichenen	w15800
Verjährungszeit	w15801
in	w15802
fall	w15803
sich	w15804
weder	w15805
er	w15806
noch	w15807
andere	w15808
nähere	w15809
Er=ben	w15810
<g/>
=
hervorthun	w15812
<g/>
,
desselben	w15814
hierum	w15815
sich	w15816
ange=meldten	w15817
<g/>
=
einbändigen	w15819
Schwester	w15820
Barbara	w15821
<g/>
,
ge=bohrne	w15823
<g/>
=
Täschlerin	w15825
<g/>
,
verheurathen	w15827
Meißlin	w15828
zu	w15829
Bruderndorf	w15830
seel	w15831
<g/>
.
2	w15833
Kindern	w15834
dann	w15835
dem	w15836
ein=bändigen	w15837
<g/>
=
Br	w15839
n	w15840
der	w15841
Johann	w15842
Täschler	w15843
von	w15844
der	w15845
Mauer	w15846
erfolget	w15847
werden	w15848
