<doc id="wr_1759-01-10" attrs="word" year="1759" month="01" day="10" corpus="2">
<head id="h2_d312e2914">
Culmbach	w1_d312e2918
Singerin,	w3_d312e13732
led.	w5_d312e13735
M.,	w7_d312e13738
beym	w9_d312e13741
verlor.	w11_d312e13744
Sohn	w13_d312e13748
am	w15_d312e13751
Neubau,	w1_d312e13756
alt	w3_d312e13759
71.	w5_d312e13762
J.	w7_d312e13765
Dem	w1_d312e13770
Ant.	w3_d312e13773
Seckler,	w5_d312e13776
Nacht=wacht.,	w7_d312e13779
s.	w9_d312e13782
W.	w11_d312e13785
Cathar.,	w13_d312e13789
beym	w1_d312e13795
schwarz.	w3_d312e13798
Adl.	w5_d312e13801
auf	w7_d312e13804
der	w9_d312e13807
Mendelst.,	w11_d312e13810
42.	w13_d312e13814
J.	w15_d312e13817
</list>
<head id="h2_d312e13824">
Summa	w1_d312e13828
11.	w3_d312e13831
Person.	w5_d312e13834
/	w7_d312e13837
darunter	w9_d312e13840
1.	w11_d312e13843
Kind.	w13_d312e13847
</head>
<p id="p4_d312e13850">
Es	w1_d312e13854
ist	w3_d312e13857
der	w5_d312e13860
vormals	w7_d312e13863
Albrechtische,	w9_d312e13866
nunmehro	w11_d312e13869
Lucamische	w1_d312e13874
Garten	w3_d312e13877
unter	w5_d312e13880
den	w7_d312e13883
Weißgärbern,	w9_d312e13886
wel	w11_d312e13889
cher	w1_d312e13894
mit	w3_d312e13897
einer	w5_d312e13900
schönen	w7_d312e13903
Alte	w9_d312e13906
zum	w11_d312e13909
einfahren,	w13_d312e13913
mit	w15_d312e13916
künstlichen	w1_d312e13922
Statuen,	w3_d312e13925
schattichten	w5_d312e13928
Gängen,	w7_d312e13931
zwey	w9_d312e13934
Gebäuen	w1_d312e13939
von	w3_d312e13942
Saalen,	w5_d312e13945
und	w7_d312e13948
vielen	w9_d312e13951
Zimmern,	w11_d312e13954
Pferd=stallung,	w1_d312e13959
Wagen=schupfen	w3_d312e13962
rc.	w5_d312e13965
versehen,	w7_d312e13968
und	w1_d312e13973
nur	w3_d312e13976
etwelche	w5_d312e13979
Schritt	w7_d312e13982
von	w9_d312e13985
der	w11_d312e13988
Kirchen	w13_d312e13992
entle	w15_d312e13995
gen,	w1_d312e14001
auf	w3_d312e14004
künftigen	w5_d312e14007
St.	w7_d312e14010
Georgi	w9_d312e14013
1759.	w11_d312e14016
zu	w13_d312e14020
verlas	w15_d312e14023
sen.	w1_d312e14028
Worüber	w3_d312e14031
man	w5_d312e14034
sich	w7_d312e14037
entweder	w9_d312e14040
bey	w11_d312e14043
dem	w13_d312e14047
Hrn.	w15_d312e14050
Eigentumer	w1_d312e14055
selbsten	w3_d312e14058
im	w5_d312e14061
Küß=den=pfenning,	w7_d312e14064
oder	w9_d312e14067
bey	w1_d312e14072
dem	w3_d312e14075
aldasigem	w5_d312e14078
Gartner	w7_d312e14081
anmelden	w9_d312e14084
kan.	w11_d312e14087
</p>
<p id="p6_d312e14090">
Von	w1_d312e14094
der	w3_d312e14097
Röm.	w5_d312e14100
Kaiserl.	w7_d312e14103
Königl.	w9_d312e14106
Majest.	w11_d312e14109
N.	w13_d312e14113
Oe.	w1_d312e14118
Regierung	w3_d312e14121
in	w5_d312e14124
Justitz=sachen	w7_d312e14127
wegen,	w9_d312e14130
wird	w11_d312e14133
mit	w1_d312e14138
diesem	w3_d312e14141
Edict	w5_d312e14144
sowol	w7_d312e14147
An	w9_d312e14150
als	w11_d312e14153
Abwesenden,	w13_d312e14157
deme	w1_d312e14163
daran	w3_d312e14166
gelegen,	w5_d312e14169
kund	w7_d312e14172
gemacht.	w9_d312e14175
Nachdeme	w11_d312e14178
Weil.	w1_d312e14183
Herr	w3_d312e14186
Johann	w5_d312e14189
Wolfgang	w7_d312e14192
von	w9_d312e14195
Gastheim,	w11_d312e14198
mittels	w1_d312e14203
Hinterlassung	w3_d312e14206
eines	w5_d312e14209
letztwilligen	w7_d312e14212
Geschäfts	w9_d312e14215
de	w1_d312e14220
Dato	w3_d312e14223
11.	w5_d312e14226
&	w7_d312e14229
publicirten	w9_d312e14232
21.	w11_d312e14235
Junii	w13_d312e14239
1727.	w15_d312e14242
ver	w17_d312e14245
und	w1_d312e14251
alldarinnen	w3_d312e14254
§.	w5_d312e14257
14.	w7_d312e14260
seines	w9_d312e14263
Herrn	w11_d312e14266
storben,	w1_d312e14271
Bruders	w1_d312e14276
Johann	w1_d312e14281
Sigmund	w3_d312e14284
von	w5_d312e14287
Gastheim	w7_d312e14290
vogt	w9_d312e14293
baren	w1_d312e14299
Sohn	w3_d312e14302
Johann	w5_d312e14305
Franz	w7_d312e14308
von	w9_d312e14311
Gastheim	w11_d312e14314
4000.	w13_d312e14318
fl.	w1_d312e14323
mit	w3_d312e14326
dem	w5_d312e14329
Beysatz	w7_d312e14332
vermachet,	w9_d312e14335
daß	w11_d312e14338
im	w13_d312e14342
Fall	w15_d312e14345
der	w17_d312e14348
selbe	w1_d312e14353
sich	w3_d312e14356
nicht	w5_d312e14359
verehligen,	w7_d312e14362
sondern	w9_d312e14365
ledigen	w11_d312e14368
Stan	w13_d312e14372
des	w1_d312e14377
versterben	w3_d312e14380
würde,	w5_d312e14383
diese	w7_d312e14386
4000.	w9_d312e14389
fl.	w11_d312e14392
auf	w13_d312e14396
seine	w15_d312e14399
nächste	w1_d312e14405
Verwandte	w3_d312e14408
nämlichen	w5_d312e14411
Stamens	w7_d312e14414
zuruck	w9_d312e14417
fallen	w1_d312e14422
sollen.	w3_d312e14425
Nunmehro	w5_d312e14428
aber	w7_d312e14431
erwehnter	w9_d312e14434
vegata	w11_d312e14437
rius	w1_d312e14442
ledigen	w3_d312e14445
Stands	w5_d312e14448
würklich	w7_d312e14451
verstorben,	w9_d312e14454
auch	w11_d312e14457
Regie	w13_d312e14461
rung	w1_d312e14466
für	w3_d312e14469
nöhtig	w5_d312e14472
befunden,	w7_d312e14475
um	w9_d312e14478
hierinnen	w11_d312e14481
die	w13_d312e14485
nächst	w15_d312e14488
Anverwandete	w1_d312e14494
in	w3_d312e14497
Erfahrenheit	w5_d312e14500
zu	w7_d312e14503
bringen,	w9_d312e14506
und	w11_d312e14509
zur	w13_d312e14513
</p>
<p id="p12_d312e14527">
Abhandlung	w1_d312e14531
sicher	w3_d312e14534
schreiten	w5_d312e14537
zu	w7_d312e14540
können,	w9_d312e14543
alle	w11_d312e14546
Theil	w13_d312e14550
nehmende	w1_d312e14555
durch	w3_d312e14558
dieses	w5_d312e14561
Edict	w7_d312e14564
zu	w9_d312e14567
Legitimirung	w11_d312e14570
ge	w13_d312e14574
richtlich	w1_d312e14579
vorzuladen,	w3_d312e14582
zu	w5_d312e14585
welchem	w7_d312e14588
Ende	w9_d312e14591
dann	w11_d312e14594
der	w13_d312e14598
18.	w15_d312e14601
Januarii	w1_d312e14607
des	w3_d312e14610
künftigen	w5_d312e14613
1760.	w7_d312e14616
Jahrs	w9_d312e14619
Nachmittag	w11_d312e14622
um	w1_d312e14627
3.	w3_d312e14630
Uhr	w5_d312e14633
zur	w7_d312e14636
gewöhnlichen	w9_d312e14639
Anmeld	w11_d312e14642
und	w13_d312e14646
Legi	w15_d312e14649
timirungs=tagsatzung	w1_d312e14654
zu	w3_d312e14657
all=endlicher	w5_d312e14660
Frist	w7_d312e14663
anbe	w9_d312e14666
raumet	w1_d312e14671
worden;	w3_d312e14674
solchemnach	w5_d312e14677
werden	w7_d312e14680
alle	w9_d312e14683
und	w11_d312e14686
jede,	w1_d312e14692
welche	w3_d312e14695
hieran	w5_d312e14698
Sprüch	w7_d312e14701
haben,	w9_d312e14704
oder	w11_d312e14707
zu	w13_d312e14711
ha	w15_d312e14714
ben	w1_d312e14719
vermeinen,	w3_d312e14722
auf	w5_d312e14725
obbesagten	w7_d312e14728
Tag	w9_d312e14731
und	w11_d312e14734
Stund	w13_d312e14738
vor	w1_d312e14743
Regierung	w3_d312e14746
entweder	w5_d312e14749
selbst	w7_d312e14752
persönlich,	w9_d312e14755
oder	w11_d312e14758
durch	w1_d312e14763
genugsam	w3_d312e14766
Bevollmächtigte	w5_d312e14769
also	w7_d312e14772
gewis	w9_d312e14775
zu	w11_d312e14778
erscheinen	w1_d312e14784
haben,	w3_d312e14787
als	w5_d312e14790
im	w7_d312e14793
widrigen	w9_d312e14796
vorgekehret	w11_d312e14799
werden	w1_d312e14804
solle,	w3_d312e14807
was	w5_d312e14810
Rechtens	w7_d312e14813
ist.	w9_d312e14816
Actum	w11_d312e14819
Wien	w13_d312e14823
den	w1_d312e14828
28.	w3_d312e14831
Nov.	w5_d312e14834
1758.	w7_d312e14837
</p>
<p id="p14_d312e14842">
Nachdeme	w1_d312e14846
schon	w3_d312e14849
vor	w5_d312e14852
Jahren	w7_d312e14855
auf	w9_d312e14858
Absterben	w11_d312e14861
An	w13_d312e14865
dre	w1_d312e14870
Fuchsberger,	w3_d312e14873
gewest=behausten	w5_d312e14876
Wirts	w7_d312e14879
und	w9_d312e14882
Gastgebs	w1_d312e14887
zum	w3_d312e14890
schwarzen	w5_d312e14893
Ochsen	w7_d312e14896
zu	w9_d312e14899
Enzerstorf	w11_d312e14902
nächst	w13_d312e14906
Bisamberg	w1_d312e14912
da	w3_d312e14915
diesfällige	w5_d312e14918
Verlassenschaft	w7_d312e14921
ad	w9_d312e14924
Cri-	w11_d312e14927
dam	w1_d312e14932
gediehen,	w3_d312e14935
diese	w5_d312e14938
seine	w7_d312e14941
Wirts=behausung	w9_d312e14944
samt	w1_d312e14949
zwey	w3_d312e14952
Ueberländ=Wein=gärten	w5_d312e14955
in	w7_d312e14958
der	w9_d312e14961
Har	w11_d312e14964
ras	w1_d312e14969
licitando,	w3_d312e14972
und	w5_d312e14975
hinnach	w7_d312e14978
zum	w9_d312e14981
täglichen	w11_d312e14984
Verkauf	w13_d312e14988
affigiret	w1_d312e14994
worden,	w3_d312e14997
und	w5_d312e15000
endlichen	w7_d312e15003
nach	w9_d312e15006
Verlauf	w11_d312e15009
de	w13_d312e15013
ren	w1_d312e15018
Jahren	w3_d312e15021
jüngsthin	w5_d312e15024
der	w7_d312e15027
Johann	w9_d312e15030
Patzinger	w11_d312e15033
sich	w13_d312e15037
ange	w15_d312e15040
meldet,	w1_d312e15045
und	w3_d312e15048
für	w5_d312e15051
angeführtes	w7_d312e15054
Haus	w9_d312e15057
und	w11_d312e15060
Wein	w13_d312e15064
gärten	w1_d312e15069
670.	w3_d312e15072
fl.	w5_d312e15075
angebotten,	w7_d312e15078
da	w9_d312e15081
dieser	w11_d312e15084
Kaufschil	w13_d312e15088
ling	w1_d312e15094
aber	w3_d312e15097
nicht	w5_d312e15100
zulänglich	w7_d312e15103
die	w9_d312e15106
nur	w11_d312e15109
in	w13_d312e15113
der	w15_d312e15116
anderten	w17_d312e15119
Claß	w1_d312e15124
eingesetzte	w3_d312e15127
Credits=partheyen	w5_d312e15130
hindann	w7_d312e15133
zu	w9_d312e15136
fertigen,	w1_d312e15141
sohin	w3_d312e15144
sowol	w5_d312e15147
denen	w7_d312e15150
Liebhabern,	w9_d312e15153
als	w1_d312e15158
Fuchsbergischen	w1_d312e15164
Credits=partheyen	w3_d312e15167
respectu	w5_d312e15170
des	w7_d312e15173
ihnen	w1_d312e15178
ansonsten	w3_d312e15181
zustehenden	w5_d312e15184
Juris	w7_d312e15187
offerendi	w9_d312e15190
durch	w11_d312e15193
die	w1_d312e15198
offene	w3_d312e15201
Zeitungs=blätter	w5_d312e15204
der	w7_d312e15207
22.	w9_d312e15210
Novembris	w11_d312e15213
und	w1_d312e15218
22.	w3_d312e15221
Decembris	w5_d312e15224
letzt=zuruckgelegten	w7_d312e15227
Jahrs	w9_d312e15230
zur	w1_d312e15236
Licitations=tag=satzung	w3_d312e15239
anberaumet	w5_d312e15242
worden,	w7_d312e15245
bey	w1_d312e15250
all	w3_d312e15253
diesen	w5_d312e15256
beyden	w7_d312e15259
aber	w9_d312e15262
von	w11_d312e15265
denen	w13_d312e15269
Credits	w15_d312e15272
partheyen	w1_d312e15277
niemand	w3_d312e15280
sich	w5_d312e15283
gefunden	w7_d312e15286
hat,	w9_d312e15289
auch	w11_d312e15292
der	w13_d312e15296
Patzinger	w1_d312e15301
bey	w3_d312e15304
letzt=vorgewester	w5_d312e15307
Erforderung	w7_d312e15310
zu	w9_d312e15313
die	w11_d312e15316
sen	w1_d312e15322
Kauf	w3_d312e15325
nicht	w5_d312e15328
mehr	w7_d312e15331
Stand	w9_d312e15334
halten	w11_d312e15337
will,	w13_d312e15341
sodann	w15_d312e15344
und	w1_d312e15349
weilen	w3_d312e15352
die	w5_d312e15355
Noht	w7_d312e15358
erfordert	w9_d312e15361
diese	w11_d312e15364
Wirtsbe	w13_d312e15368
hausung	w1_d312e15373
mit	w3_d312e15376
einem	w5_d312e15379
Stift=mann	w7_d312e15382
zu	w9_d312e15385
versehen;	w11_d312e15388
als	w1_d312e15393
wird	w3_d312e15396
zu	w5_d312e15399
all	w7_d312e15402
endlichen	w9_d312e15405
Uberfluß	w11_d312e15408
zu	w13_d312e15412
nochmali	w15_d312e15415
ger	w1_d312e15421
und	w3_d312e15424
letztern	w5_d312e15427
licitation	w7_d312e15430
hiemit	w9_d312e15433
der	w11_d312e15436
26.	w13_d312e15440
dies	w15_d312e15443
Monats	w1_d312e15448
Januarii	w3_d312e15451
auf	w5_d312e15454
der	w7_d312e15457
Ober=cammer	w9_d312e15460
des	w11_d312e15463
Stifts	w13_d312e15467
Closter=neuburg	w1_d312e15472
fruh	w3_d312e15475
um	w5_d312e15478
9.	w7_d312e15481
Uhr	w9_d312e15484
bestimmet,	w11_d312e15487
wo	w13_d312e15491
bey	w1_d312e15496
sodann	w3_d312e15499
sonderheitlich	w5_d312e15502
die	w7_d312e15505
Fuchsbergische	w9_d312e15508
Cre	w11_d312e15511
ditores	w1_d312e15517
respectu	w3_d312e15520
ihres	w5_d312e15523
zuständigen	w7_d312e15526
Juris	w9_d312e15529
offerendi	w11_d312e15532
also	w1_d312e15537
gewis	w3_d312e15540
zu	w5_d312e15543
erscheinen	w7_d312e15546
haben	w9_d312e15549
werden,	w11_d312e15552
wie	w13_d312e15556
im	w15_d312e15559
widrigen	w1_d312e15564
selbe	w3_d312e15567
nicht	w5_d312e15570
angehöret,	w7_d312e15573
sondern	w9_d312e15576
ihnen	w11_d312e15579
das	w13_d312e15583
Silentium	w1_d312e15588
in	w3_d312e15591
perpetuum	w5_d312e15594
auferleget,	w7_d312e15597
und	w9_d312e15600
mit	w11_d312e15603
denen	w1_d312e15609
Liebhabern	w3_d312e15612
der	w5_d312e15615
Kauf	w7_d312e15618
tractiret	w9_d312e15621
werden	w11_d312e15624
solle,	w13_d312e15628
so	w1_d312e15633
ein	w3_d312e15636
so	w5_d312e15639
anderen	w7_d312e15642
für	w9_d312e15645
allzeit	w11_d312e15648
zur	w13_d312e15652
Nachricht	w15_d312e15655
noti	w17_d312e15658
fieciret	w1_d312e15663
wird.	w3_d312e15666
Gegeben	w5_d312e15669
auf	w7_d312e15672
der	w9_d312e15675
Ober=cammer	w11_d312e15678
des	w13_d312e15682
Stifts	w1_d312e15687
Closter=neuburg	w3_d312e15690
den	w5_d312e15693
8.	w7_d312e15696
Januarii	w9_d312e15699
1759.	w11_d312e15702
</p>
<p id="p16_d312e15705">
DDen	w1_d312e15709
Bacernishen	w3_d312e15712
Tuch	w5_d312e15715
ud	w7_d312e15718
Kuek	w9_d312e15721
Rä	w11_d312e15724
rerey	w1_d312e15729
gewölb	w3_d312e15732
im	w5_d312e15735
neuen	w7_d312e15738
Michaeler=haus	w9_d312e15741
zum	w11_d312e15744
Schild	w13_d312e15748
St.	w1_d312e15753
Johannes	w3_d312e15756
in	w5_d312e15759
der	w7_d312e15762
Wüste,	w9_d312e15765
ist	w11_d312e15768
unter	w13_d312e15772
andern	w15_d312e15775
</p>
<p id="p18_d312e15778">
suic,	w1_d312e15782
Luneburg	w3_d312e15785
de	w5_d312e15788
l'an	w7_d312e15791
1758.	w9_d312e15794
das	w11_d312e15797
Exemplar	w13_d312e15801
pr.	w15_d312e15804
24.	w1_d312e15809
kr.	w3_d312e15812
Der	w1_d312e15817
sogenannte	w3_d312e15820
Englische	w5_d312e15823
Wahrsager,	w7_d312e15826
oder	w9_d312e15829
ausführliches	w1_d312e15835
Prognosticon	w3_d312e15838
des	w5_d312e15841
1759sten	w7_d312e15844
Jahrs,	w9_d312e15847
worinnen	w1_d312e15852
das	w3_d312e15855
Kriegs=weh	w5_d312e15858
zu	w7_d312e15861
Land	w9_d312e15864
und	w11_d312e15867
Seezz	w13_d312e15871
nämlich	w1_d312e15876
aller	w3_d312e15879
kriegenden	w5_d312e15882
Theile,	w7_d312e15885
Feld	w9_d312e15888
und	w11_d312e15891
See	w13_d312e15895
treffen,	w1_d312e15900
Siege	w3_d312e15903
und	w5_d312e15906
Niederlagen,	w7_d312e15909
Glück	w9_d312e15912
und	w11_d312e15915
Unglück,	w1_d312e15921
samt	w3_d312e15924
der	w5_d312e15927
allerneuesten	w7_d312e15930
Genealogie	w9_d312e15933
jetzt	w11_d312e15936
lebenden	w1_d312e15941
allerhöchsten	w3_d312e15944
Stands=persouen	w5_d312e15947
das	w7_d312e15950
66ste	w9_d312e15953
mal	w1_d312e15958
der	w3_d312e15961
Welt	w5_d312e15964
vor	w7_d312e15967
Augen	w9_d312e15970
gelegt	w11_d312e15973
worden,	w13_d312e15977
samt	w15_d312e15980
dem	w1_d312e15985
Schlüssel,	w3_d312e15988
ordinari	w5_d312e15991
gebunden	w7_d312e15994
pr.	w9_d312e15997
30.	w11_d312e16000
kr.	w13_d312e16004
ohne	w1_d312e16010
demselben	w3_d312e16013
pr.	w5_d312e16016
24.	w7_d312e16019
kr.	w9_d312e16022
</p>
<list id="l20_d312e16025">
vielen	w1_d312e16029
Büchern,	w3_d312e16032
Kupfer=stichen	w5_d312e16035
und	w7_d312e16038
Landcar	w9_d312e16041
ten	w1_d312e16046
nachfolgendes	w3_d312e16049
zu	w5_d312e16052
haben:	w7_d312e16055
Jetziges	w1_d312e16060
Kriegs=theater,	w3_d312e16063
oder	w5_d312e16066
Vorstellung	w7_d312e16069
de	w9_d312e16072
rer	w1_d312e16078
Lager,	w3_d312e16081
Schlachten,	w5_d312e16084
Belagerungen	w7_d312e16087
Mar	w1_d312e16092
schen	w1_d312e16097
und	w3_d312e16100
anderen	w5_d312e16103
merkwürdigen	w7_d312e16106
Begebenheiten	w9_d312e16109
des	w1_d312e16114
gegenwärtigen	w3_d312e16117
Kriegs	w5_d312e16120
in	w7_d312e16123
Teutschland,	w9_d312e16126
von	w11_d312e16129
einem	w1_d312e16135
geschickten	w3_d312e16138
Jngenieur	w5_d312e16141
gezeichnet,	w7_d312e16144
und	w9_d312e16147
in	w11_d312e16150
Kupfer	w1_d312e16155
gestochen,	w3_d312e16158
auch	w5_d312e16161
sauber	w7_d312e16164
illuminirt,	w9_d312e16167
in	w11_d312e16170
Quer=folio.	w1_d312e16175
NB.	w1_d312e16180
Bishero	w3_d312e16183
seynd	w5_d312e16186
29.	w7_d312e16189
Blat	w9_d312e16192
heraus,	w11_d312e16195
und	w13_d312e16199
werden	w1_d312e16205
continuirt,	w3_d312e16208
welche	w5_d312e16211
respective	w7_d312e16214
Herren	w9_d312e16217
Liebhaber	w1_d312e16222
die	w3_d312e16225
ersten	w5_d312e16228
schon	w7_d312e16231
bekommen,	w9_d312e16234
können	w1_d312e16239
die	w1_d312e16244
letzten	w3_d312e16247
auch	w5_d312e16250
à	w7_d312e16253
parte	w9_d312e16256
das	w11_d312e16259
Blat	w13_d312e16263
pr.	w15_d312e16266
12.	w17_d312e16269
kr	w19_d312e16272
haben.	w21_d312e16275
Etat	w1_d312e16281
nouve	w3_d312e16284
au	w5_d312e16287
de	w7_d312e16290
l’Armeé	w9_d312e16293
conbinee,	w11_d312e16296
com-	w13_d312e16300
me	w1_d312e16305
elle	w3_d312e16308
se	w5_d312e16311
trouve	w7_d312e16314
effectivement	w9_d312e16317
l'an	w11_d312e16320
1758.	w13_d312e16324
avec	w15_d312e16327
les	w1_d312e16332
distinctions	w3_d312e16335
de	w5_d312e16338
l'uniforme	w7_d312e16341
de	w9_d312e16344
chaque	w11_d312e16347
Regi-	w13_d312e16351
ment	w1_d312e16356
das	w3_d312e16359
Exemplar	w5_d312e16362
pr.	w7_d312e16365
24.	w9_d312e16368
kr.	w11_d312e16371
On	w1_d312e16377
peut	w3_d312e16380
ausfi	w5_d312e16383
avoir	w7_d312e16386
l’etat	w9_d312e16389
de	w11_d312e16392
toutes	w13_d312e16396
les	w15_d312e16399
Trou-	w17_d312e16402
pes	w1_d312e16407
de	w3_d312e16410
l’imperatrice	w5_d312e16413
de	w7_d312e16416
toute	w9_d312e16419
la	w11_d312e16422
Russie,	w13_d312e16426
de	w15_d312e16429
Roy	w17_d312e16432
de	w1_d312e16437
Prusse	w3_d312e16440
de	w5_d312e16443
le	w7_d312e16446
Angloise,	w9_d312e16449
ou	w11_d312e16452
de	w13_d312e16456
l'grand	w15_d312e16459
Bri-	w17_d312e16462
ragne,	w1_d312e16467
des	w3_d312e16470
Blectorats	w5_d312e16473
de	w7_d312e16476
Hannovre,	w9_d312e16479
ou	w11_d312e16482
de	w13_d312e16486
Brun-	w15_d312e16489
</list>
<p id="p22_d312e16493">
Bey	w1_d312e16497
dem	w3_d312e16500
Verleger	w5_d312e16503
des	w7_d312e16506
Wienerischen	w9_d312e16509
Diarii	w11_d312e16512
ist	w1_d312e16517
in	w3_d312e16520
Commißion	w5_d312e16523
zu	w7_d312e16526
haben:	w9_d312e16529
Neuer	w11_d312e16532
Wirtschafts	w13_d312e16536
und	w1_d312e16541
Canzley=calender,	w3_d312e16544
zu	w5_d312e16547
Ehren	w7_d312e16550
des	w9_d312e16553
Heil.	w11_d312e16556
Adal	w13_d312e16560
berti,	w1_d312e16566
nebst	w3_d312e16569
einem	w5_d312e16572
Alphabetischen	w7_d312e16575
Register	w9_d312e16578
der	w11_d312e16581
Hohen	w1_d312e16586
Adelichen	w3_d312e16589
Standes=geschlechtern	w5_d312e16592
des	w7_d312e16595
Kö	w9_d312e16598
nigreichs	w1_d312e16603
Böheim	w3_d312e16606
auf	w5_d312e16609
das	w7_d312e16612
1759ste	w9_d312e16615
Jahr.	w11_d312e16618
Calendarium	w1_d312e16623
Tyrnaviense,	w3_d312e16626
ad	w5_d312e16629
Annum	w7_d312e16632
JEsu-	w9_d312e16635
</p>
<p id="p24_d312e16639">
Christi	w1_d312e16643
1759.	w3_d312e16646
gebunden	w5_d312e16649
à	w7_d312e16652
36.	w9_d312e16655
kr.	w11_d312e16658
</p>
<p id="p26_d312e16661">
Sonntags=Predigen	w1_d312e16665
wodurch	w3_d312e16668
die	w5_d312e16671
Christliche	w7_d312e16674
Seele	w1_d312e16679
von	w3_d312e16682
dem	w5_d312e16685
Sünden=stand	w7_d312e16688
und	w9_d312e16691
Laster=lauf	w11_d312e16694
auf	w13_d312e16698
den	w1_d312e16703
Weeg	w3_d312e16706
der	w5_d312e16709
ernstlichen	w7_d312e16712
Busse,	w9_d312e16715
und	w11_d312e16718
vollkomme	w13_d312e16722
nen	w1_d312e16728
Frömmigkeit	w3_d312e16731
geleitet:	w5_d312e16734
auch	w7_d312e16737
in	w9_d312e16740
solcher	w11_d312e16743
lebens	w13_d312e16747
lang	w1_d312e16752
zu	w3_d312e16755
beharren	w5_d312e16758
angehalten	w7_d312e16761
wird.	w9_d312e16764
Zusammen	w11_d312e16767
ge	w13_d312e16771
tragen	w1_d312e16776
durch	w3_d312e16779
P.	w5_d312e16782
F.	w7_d312e16785
Seraphinum	w9_d312e16788
Harnischer,	w11_d312e16791
Pre	w13_d312e16795
diger=ordens,	w1_d312e16800
der	w3_d312e16803
Heil.	w5_d312e16806
Schrift	w7_d312e16809
Magistrum,	w9_d312e16812
Ex	w11_d312e16815
provincialem	w1_d312e16821
der	w3_d312e16824
Böhmischen	w5_d312e16827
Provinz,	w7_d312e16830
und	w9_d312e16833
ehema	w11_d312e16836
ligen	w1_d312e16841
Theologum	w3_d312e16844
des	w5_d312e16847
Caßinatensischen	w7_d312e16850
Collegii	w9_d312e16853
in	w11_d312e16856
Rom.	w1_d312e16861
Jn	w3_d312e16864
Folio.	w5_d312e16867
Das	w7_d312e16870
Exemplar	w9_d312e16873
kostet	w11_d312e16876
3.	w13_d312e16880
Fl.	w15_d312e16883
</p>
<head id="h2_d312e16981">
Wien.	w1_d312e16985
</head>
<p id="p4_d312e16988">
NAch	w1_d312e16992
der	w3_d312e16995
zu	w5_d312e16998
End	w7_d312e17001
eines	w9_d312e17004
jeden	w11_d312e17007
Jahres	w13_d312e17011
gewöhnlich=gezogenen	w15_d312e17014
Rechnung	w17_d312e17017
Wo	w1_d312e17022
im	w3_d312e17025
letzt=abgewichenen	w5_d312e17028
Jahre	w1_d312e17033
1758.	w3_d312e17036
sowol	w5_d312e17039
in	w7_d312e17042
dieser	w9_d312e17045
Stadt	w11_d312e17048
/	w13_d312e17052
als	w15_d312e17055
in	w17_d312e17058
herum	w1_d312e17064
ligenden	w3_d312e17067
Vorstädten	w5_d312e17070
verstorbenen	w1_d312e17075
Personen	w3_d312e17078
/	w5_d312e17081
hat	w7_d312e17084
man	w9_d312e17087
befunden	w11_d312e17090
die	w1_d312e17095
Anzahl	w3_d312e17098
derenselben	w5_d312e17101
/	w7_d312e17104
laut	w9_d312e17107
des	w11_d312e17110
beygehenden	w13_d312e17114
Auszugs	w15_d312e17117
aus	w17_d312e17120
dem	w19_d312e17123
Todten=Pr	w21_d312e17126
auf	w1_d312e17131
6798.	w3_d312e17134
/	w5_d312e17137
das	w7_d312e17140
ist:	w9_d312e17143
1554.	w11_d312e17146
Manns=Personen	w1_d312e17152
/	w3_d312e17155
1551.	w5_d312e17158
Weibs=Personen	w7_d312e17161
/	w9_d312e17164
Knäblein	w1_d312e17169
/	w3_d312e17172
1689.	w5_d312e17175
Mägdlein	w7_d312e17178
sich	w1_d312e17183
belauffe.	w3_d312e17186
Anbey	w1_d312e17191
folget	w3_d312e17194
die	w5_d312e17197
Specific	w7_d312e17200
wie	w1_d312e17206
viele	w3_d312e17209
Personen	w5_d312e17212
alle	w7_d312e17215
Tag	w9_d312e17218
eines	w1_d312e17223
jeden	w1_d312e17228
Monats	w1_d312e17233
alhier	w3_d312e17236
gestorben	w5_d312e17239
seyn	w1_d312e17245
</p>
<p id="p10_d312e17258">
Die	w1_d312e17262
Specification	w3_d312e17265
des	w5_d312e17268
Alters	w1_d312e17273
in	w3_d312e17276
Jahren	w5_d312e17279
/	w7_d312e17282
und	w9_d312e17285
die	w11_d312e17288
Anzahl	w13_d312e17292
deren	w15_d312e17295
in	w17_d312e17298
solchen	w1_d312e17303
Verstorbenen,	w3_d312e17306
ist	w1_d312e17312
folgende:	w3_d312e17315
Jahrs	w1_d312e17320
Ver	w3_d312e17323
JahrsVer	w1_d312e17328
Jahrs	w1_d312e17333
Ver	w1_d312e17339
Jahrs	w1_d312e17344
Ver	w1_d312e17349
</p>
<head id="h2_d312e17356">
und	w1_d312e17360
denen	w3_d312e17363
Vorstädten	w5_d312e17366
im	w7_d312e17369
ver	w9_d312e17372
flossenen	w1_d312e17377
1758sten	w3_d312e17380
Jahre	w1_d312e17385
Kinder	w3_d312e17388
geboren	w1_d312e17394
/	w3_d312e17397
und	w5_d312e17400
getauffet	w7_d312e17403
wor	w9_d312e17406
den	w1_d312e17411
/	w3_d312e17414
nämlich:	w5_d312e17417
Bey	w1_d312e17422
St.	w3_d312e17425
Stephan	w5_d312e17428
Bey	w1_d312e17433
St.	w3_d312e17436
Ulrich	w5_d312e17439
510	w1_d312e17445
Bey	w1_d312e17450
St.	w1_d312e17455
