<doc id="wr_1758-03-22" attrs="word" year="1758" month="03" day="22" corpus="2">
<head id="h2_d228e3161">
Aleppo	w1_d228e3165
Sr	w9_d228e14077
Königl.	w11_d228e14080
Hoheit	w1_d228e14085
dem	w3_d228e14088
Durchl.	w5_d228e14091
Erb=prinzen	w7_d228e14094
und	w9_d228e14097
Er	w11_d228e14100
E.PP.	w1_d228e14106
Au	w3_d228e14109
herzogen	w1_d228e14114
Joseph	w3_d228e14117
bey	w5_d228e14120
denen	w7_d228e14123
WW.	w9_d228e14126
El.	w11_d228e14129
gustinern	w1_d228e14134
der	w3_d228e14137
Palm=weihe	w5_d228e14140
und	w7_d228e14143
feyerlichen	w9_d228e14146
GOt	w11_d228e14149
tes=dienst	w1_d228e14154
in	w3_d228e14157
Begleitung	w5_d228e14160
des	w7_d228e14163
Päpstl.	w9_d228e14166
Nuntii,	w11_d228e14169
Monsig.	w1_d228e14175
Crivelli	w3_d228e14178
offeutlich	w5_d228e14181
beygewohnet.	w7_d228e14184
</p>
<p id="p8_d228e14187">
Anehen	w1_d228e14191
gedachten	w3_d228e14194
Palm=sonntag	w5_d228e14197
Nachmit	w7_d228e14200
tag	w1_d228e14205
haben	w3_d228e14208
Se.	w5_d228e14211
Majest.	w7_d228e14214
der	w9_d228e14217
Kaiser	w11_d228e14220
mit	w13_d228e14224
offentli	w15_d228e14227
chen	w1_d228e14232
Staat	w3_d228e14235
zu	w5_d228e14238
denen	w7_d228e14241
WW.	w9_d228e14244
EE	w11_d228e14247
PP.	w13_d228e14251
Ca	w15_d228e14254
pucinern	w1_d228e14260
am	w3_d228e14263
neuen	w5_d228e14266
Markt	w7_d228e14269
sich	w9_d228e14272
verfüget,	w11_d228e14275
und	w13_d228e14279
daselbst	w1_d228e14284
jährlich	w3_d228e14287
gewöhnlicher=massen	w5_d228e14290
bey	w7_d228e14293
Aussetzung	w1_d228e14298
des	w3_d228e14301
Hochwürdigsten	w5_d228e14304
Guts	w7_d228e14307
der	w9_d228e14310
Ve	w11_d228e14313
sper	w1_d228e14318
abgewartet.	w3_d228e14321
</p>
<p id="p10_d228e14324">
Nachmittags	w1_d228e14328
seynd	w3_d228e14331
Se.	w5_d228e14334
Durchleucht	w7_d228e14337
der	w9_d228e14340
Prinz	w1_d228e14345
von	w3_d228e14348
Bevern	w5_d228e14351
(welche	w7_d228e14354
vorige	w9_d228e14357
Wocht	w11_d228e14360
alhier	w1_d228e14365
angekommen,)	w3_d228e14368
wieder	w5_d228e14371
von	w7_d228e14374
hier	w9_d228e14377
nach	w11_d228e14380
Brünn	w1_d228e14386
zuruck	w3_d228e14389
abgegangen.	w5_d228e14392
Dahingegen	w7_d228e14395
sind	w9_d228e14398
sabigen	w1_d228e14403
Abend	w3_d228e14406
des	w5_d228e14409
Kaiserl	w7_d228e14412
Königl.	w9_d228e14415
Herrn	w11_d228e14418
Feld=marschall=leutenants	w1_d228e14423
Herzogs	w3_d228e14426
von	w5_d228e14429
Aremberg	w1_d228e14434
Durchl.	w3_d228e14437
von	w5_d228e14440
der	w7_d228e14443
Armee	w9_d228e14446
aus	w11_d228e14449
Bö	w13_d228e14453
heim	w1_d228e14459
dahier	w3_d228e14462
angelanget,	w5_d228e14465
und	w7_d228e14468
haben	w9_d228e14471
am	w11_d228e14474
Mon	w13_d228e14478
tag	w1_d228e14483
darauf	w3_d228e14486
bey	w5_d228e14489
Allerhöchsten	w7_d228e14492
Majestäten	w9_d228e14495
aller	w11_d228e14498
gnädigste	w1_d228e14503
Audienz	w3_d228e14506
gehabt.	w5_d228e14509
Man	w7_d228e14512
hat	w9_d228e14515
zu	w11_d228e14518
gleich	w1_d228e14523
erfahren,	w3_d228e14526
daß	w5_d228e14529
Se.	w7_d228e14532
Excell.	w9_d228e14535
der	w11_d228e14538
Com	w13_d228e14542
mandierende	w1_d228e14548
Herr	w3_d228e14551
General=feld	w5_d228e14554
marschall	w7_d228e14557
Graf	w1_d228e14562
von	w3_d228e14565
Daun	w5_d228e14568
bey	w7_d228e14571
besagt	w9_d228e14574
Kaiserl.	w11_d228e14577
Königl	w13_d228e14581
Armee	w1_d228e14586
glücklich	w3_d228e14589
angekommen	w5_d228e14592
seyen.	w7_d228e14595
</p>
<p id="p12_d228e14599">
Montags	w1_d228e14603
den	w3_d228e14606
20sten	w5_d228e14609
dieses	w7_d228e14612
haben	w9_d228e14615
beyde	w11_d228e14618
Kaiserl.	w1_d228e14623
Majestäten	w3_d228e14626
mit	w5_d228e14629
dem	w7_d228e14632
hohen	w9_d228e14635
Mini.	w11_d228e14638
sterio	w1_d228e14643
über	w3_d228e14646
die	w5_d228e14649
wichtigste	w7_d228e14652
Staats	w9_d228e14655
und	w11_d228e14658
Krie	w13_d228e14662
ges=angelegenheiten	w1_d228e14668
Conferenz	w3_d228e14671
gehalten.	w5_d228e14674
Be	w1_d228e14679
</p>
<list id="l16_d228e14684">
Gestrigen	w1_d228e14688
Vormittags	w3_d228e14691
haben	w5_d228e14694
beyde	w7_d228e14697
Kai	w9_d228e14700
serl.	w1_d228e14705
Majestäten	w3_d228e14708
aljährlich	w5_d228e14711
gewöhnlichermas	w7_d228e14714
sen	w1_d228e14719
nacher	w3_d228e14722
Herrnals	w5_d228e14725
sich	w7_d228e14728
erhoben	w9_d228e14731
und	w11_d228e14734
da	w13_d228e14738
selbst	w1_d228e14744
dero	w3_d228e14747
Andacht	w5_d228e14750
verrichtet.	w7_d228e14753
Ubrigens	w1_d228e14758
werden	w3_d228e14761
Se.	w5_d228e14764
Hoheit	w7_d228e14767
der	w9_d228e14770
Königl.	w11_d228e14773
Pohlnische	w1_d228e14778
und	w3_d228e14781
Chur	w5_d228e14784
sächsische	w7_d228e14787
zweyte	w9_d228e14790
Prinz	w11_d228e14793
Xaverius	w1_d228e14798
demnächsten	w3_d228e14801
alhier	w5_d228e14804
erwartet.	w7_d228e14807
</list>
<p id="p18_d228e14811">
Vorige	w1_d228e14815
Woche	w3_d228e14818
ist	w5_d228e14821
wegen	w7_d228e14824
Errichtung	w9_d228e14827
eines	w11_d228e14830
neuen	w1_d228e14835
regulirten	w3_d228e14838
Feld=artillerie=regiments	w5_d228e14841
folgendes	w1_d228e14846
alhier	w3_d228e14849
publicirt	w5_d228e14852
worden:	w7_d228e14855
</p>
<p id="p20_d228e14858">
Demnach	w1_d228e14862
Jhre	w3_d228e14865
Kaiserlich=zu	w5_d228e14868
Hungarn	w7_d228e14871
und	w9_d228e14874
Böheim	w1_d228e14879
Königl.	w3_d228e14882
Majestät,	w5_d228e14885
Unsere	w7_d228e14888
Allergnä	w9_d228e14891
digste	w1_d228e14896
Landes=Fürstin	w3_d228e14899
und	w5_d228e14902
Frau	w7_d228e14905
Frau,	w9_d228e14908
Aller	w11_d228e14911
mildest	w1_d228e14917
sich	w3_d228e14920
entschlossen	w5_d228e14923
haben,	w7_d228e14926
ein	w9_d228e14929
eigenes	w11_d228e14932
regulirtes	w1_d228e14937
Feld=artillerie=regiment	w3_d228e14940
zu	w5_d228e14943
errichten,	w1_d228e14948
bey	w3_d228e14951
welchem	w5_d228e14954
der	w7_d228e14957
gemeine	w9_d228e14960
Mann	w11_d228e14963
einen	w1_d228e14968
grösseren	w3_d228e14971
Sold	w5_d228e14974
(als	w7_d228e14977
bey	w9_d228e14980
denen	w11_d228e14983
übrigen	w13_d228e14987
Regimentern	w1_d228e14993
ausgemessen	w3_d228e14996
ist)	w5_d228e14999
zu	w7_d228e15002
geniessen	w9_d228e15005
hat:	w1_d228e15010
als	w3_d228e15013
wird	w5_d228e15016
ein	w7_d228e15019
solches	w9_d228e15022
durch	w11_d228e15025
Gegenwär	w13_d228e15029
tiges	w1_d228e15034
kündig	w3_d228e15037
und	w5_d228e15040
wissend	w7_d228e15043
gemacht,	w9_d228e15046
dabey	w11_d228e15049
zu	w13_d228e15053
gleich	w1_d228e15058
erinnert,	w3_d228e15061
daß	w5_d228e15064
einem	w7_d228e15067
Jedwederen,	w9_d228e15070
(wel	w11_d228e15073
cher	w1_d228e15079
zu	w3_d228e15082
diesem	w5_d228e15085
Feld=artillerie-regiment	w7_d228e15088
sich	w1_d228e15093
anwerben	w3_d228e15096
zu	w5_d228e15099
lassen	w7_d228e15102
des	w9_d228e15105
Willens	w11_d228e15108
und	w13_d228e15112
Ei	w15_d228e15115
fers	w1_d228e15120
ist,)	w3_d228e15123
die	w5_d228e15126
Capitulation	w7_d228e15129
von	w9_d228e15132
vier	w11_d228e15135
bis	w13_d228e15139
fechs	w1_d228e15144
Jahren	w3_d228e15147
bewilliget	w5_d228e15150
und	w7_d228e15153
zugesaget	w9_d228e15156
seyn	w11_d228e15159
solle,	w1_d228e15165
nach	w3_d228e15168
deren	w5_d228e15171
Verfliessung,	w7_d228e15174
auf	w9_d228e15177
Ansu	w11_d228e15180
chen,	w1_d228e15185
jeder	w3_d228e15188
Capitalirter	w5_d228e15191
des	w7_d228e15194
Mlitarischen	w9_d228e15197
Dienstes	w1_d228e15202
unhinderlich	w3_d228e15205
wieder	w5_d228e15208
ent	w7_d228e15211
lassen	w9_d228e15214
werden	w11_d228e15217
wird;	w1_d228e15222
jener	w3_d228e15225
aber,	w5_d228e15228
welcher	w7_d228e15231
bey	w9_d228e15234
dem	w11_d228e15237
Regiment	w13_d228e15241
sich	w1_d228e15247
verdienlich	w3_d228e15250
machet,	w5_d228e15253
und	w7_d228e15256
die	w9_d228e15259
Fähigkeit	w11_d228e15262
besitzet,	w1_d228e15267
nach	w3_d228e15270
Beschaffenheit	w5_d228e15273
bey	w7_d228e15276
selben	w9_d228e15279
auch	w11_d228e15282
einer	w1_d228e15287
weiteren	w3_d228e15290
Beförderung	w5_d228e15293
sich	w7_d228e15296
zu	w9_d228e15299
getrösten	w11_d228e15302
haben	w1_d228e15307
solle.	w3_d228e15310
Signatum,	w5_d228e15313
Wien	w7_d228e15316
den	w9_d228e15319
13.	w11_d228e15322
Martii	w1_d228e15328
1758.	w3_d228e15331
</p>
<p id="p22_d228e15334">
Abgewichenen	w1_d228e15338
Samstag,	w3_d228e15341
als	w5_d228e15344
den	w7_d228e15347
18.	w9_d228e15350
dieses	w11_d228e15353
ist	w1_d228e15358
alhier	w3_d228e15361
die	w5_d228e15364
Ziehung	w7_d228e15367
der	w9_d228e15370
K.	w11_d228e15373
K.	w13_d228e15377
privil.	w15_d228e15380
Lotterie	w17_d228e15383
beschehen,	w1_d228e15388
und	w3_d228e15391
die	w5_d228e15394
Num.	w7_d228e15397
40.	w9_d228e15400
69.	w11_d228e15403
25.	w13_d228e15407
77.	w15_d228e15410
und	w17_d228e15413
29.	w1_d228e15419
gehoben	w3_d228e15422
worden.	w5_d228e15425
Unter	w7_d228e15428
anderen	w9_d228e15431
zer	w11_d228e15434
schiedentlich	w1_d228e15439
bey	w3_d228e15442
obiger	w5_d228e15445
Ziehung	w7_d228e15448
sich	w9_d228e15451
geäusser	w11_d228e15454
ten	w1_d228e15459
Gewinnen	w3_d228e15462
ist	w5_d228e15465
auch	w7_d228e15468
von	w9_d228e15471
dem	w11_d228e15474
sub	w13_d228e15478
Num.	w15_d228e15481
14	w17_d228e15484
in	w1_d228e15489
der	w3_d228e15492
Schuler=strassen	w5_d228e15495
angestellten	w7_d228e15498
Collectan	w9_d228e15501
ten	w1_d228e15507
ein	w3_d228e15510
Estrato	w5_d228e15513
mit	w7_d228e15516
750.	w9_d228e15519
fl.,	w11_d228e15522
von	w13_d228e15526
dem	w15_d228e15529
sub	w17_d228e15532
Num.	w1_d228e15537
19.	w3_d228e15540
bey	w5_d228e15543
der	w7_d228e15546
Weischen	w9_d228e15549
Capelle	w11_d228e15552
ein	w13_d228e15556
deto	w15_d228e15559
mit	w1_d228e15564
630.	w3_d228e15567
fl.,	w5_d228e15570
von	w7_d228e15573
jenem	w9_d228e15576
sub	w11_d228e15579
Num.	w13_d228e15583
50.	w15_d228e15586
zu	w17_d228e15589
Maria=hülf	w1_d228e15594
unweit	w3_d228e15597
des	w5_d228e15600
Stifts	w7_d228e15603
ein	w9_d228e15606
Terno	w11_d228e15609
mit	w1_d228e15615
260.	w3_d228e15618
Duc.,	w5_d228e15621
und	w7_d228e15624
von	w9_d228e15627
dem	w11_d228e15630
sub	w13_d228e15634
Num	w15_d228e15637
65.	w17_d228e15640
auf	w1_d228e15645
der	w3_d228e15648
Laim	w5_d228e15651
gruben	w7_d228e15654
ein	w9_d228e15657
deto	w11_d228e15660
mit	w13_d228e15664
250.	w15_d228e15667
Duc.	w17_d228e15670
abgeführet	w1_d228e15675
worden.	w3_d228e15678
</p>
<p id="p24_d228e15682">
Den	w1_d228e15686
6.	w3_d228e15689
künftigen	w5_d228e15692
Monats	w7_d228e15695
April	w9_d228e15698
wird	w11_d228e15701
die	w13_d228e15705
fernere	w1_d228e15710
Ziehung	w3_d228e15713
in	w5_d228e15716
der	w7_d228e15719
K.	w9_d228e15722
K.	w11_d228e15725
Haupt=stadt	w13_d228e15729
Prag	w15_d228e15732
vorgenommen	w1_d228e15737
werden.	w3_d228e15740
</p>
<head id="h2_d228e15746">
Lista	w1_d228e15750
deren	w3_d228e15753
Verstorbenen	w5_d228e15756
zu	w7_d228e15759
Wien	w9_d228e15762
in	w1_d228e15767
und	w3_d228e15770
vor	w5_d228e15773
der	w7_d228e15776
Stadt.	w9_d228e15779
Den	w1_d228e15784
17.	w3_d228e15787
Martii.	w5_d228e15790
Jn	w1_d228e15796
der	w3_d228e15799
Stadt.	w5_d228e15802
</head>
<list id="l4_d228e15805">
Dem	w1_d228e15809
Joh.	w3_d228e15812
Schwindemann,	w5_d228e15815
Burgerl.	w7_d228e15818
Buch=bind.,	w9_d228e15821
s.	w1_d228e15826
W.	w3_d228e15829
Cathar.,	w5_d228e15832
beym	w7_d228e15835
weis.	w9_d228e15838
Storch.	w11_d228e15841
am	w13_d228e15845
Kohl=m.,	w15_d228e15848
alt	w1_d228e15853
46.	w3_d228e15856
J.	w5_d228e15859
Dem	w1_d228e15865
Joh.	w3_d228e15868
Kugler,	w5_d228e15871
Burgerl.	w7_d228e15874
Häring.,	w9_d228e15877
s.	w11_d228e15880
K.	w13_d228e15884
Joh.,	w15_d228e15887
im	w1_d228e15892
Mayrhoferis.	w3_d228e15895
H.	w5_d228e15898
auf	w7_d228e15901
der	w9_d228e15904
Fischer=stieg.,	w11_d228e15907
2.	w13_d228e15911
1.	w15_d228e15914
h.	w17_d228e15917
J.	w19_d228e15920
Justina	w1_d228e15925
Krugin,	w3_d228e15928
Wittwe,	w5_d228e15931
beym	w7_d228e15934
schwarz.	w9_d228e15937
Stief.	w11_d228e15940
im	w13_d228e15944
Salvator=gäs.,	w1_d228e15949
alt	w3_d228e15952
49.	w5_d228e15955
J.	w7_d228e15958
</list>
<head id="h2_d228e15965">
Vor	w1_d228e15969
der	w3_d228e15972
Stadt.	w5_d228e15975
</head>
<list id="l4_d228e15978">
Den	w1_d228e15982
18.	w3_d228e15985
Martii.	w5_d228e15988
Jn	w7_d228e15991
der	w9_d228e15994
Stadt.	w11_d228e15997
Die	w1_d228e16002
Hoch=edel=geb.	w3_d228e16005
Fele	w5_d228e16008
Maria	w7_d228e16011
Clara	w9_d228e16014
Rüdlin	w11_d228e16017
von	w13_d228e16021
Rüd,	w1_d228e16026
und	w3_d228e16029
Seefeld,	w5_d228e16032
bey	w7_d228e16035
der	w9_d228e16038
rot.	w11_d228e16041
Ros.	w13_d228e16045
am	w15_d228e16048
Stock=im	w17_d228e16051
eisen=platz,	w1_d228e16057
alt	w3_d228e16060
24.	w5_d228e16063
J.	w7_d228e16066
Dem	w1_d228e16071
Marien	w3_d228e16074
Willer,	w5_d228e16077
Burgerl.	w7_d228e16080
Zeugeschm.,	w9_d228e16083
s.	w11_d228e16086
K.	w13_d228e16090
Magdal,	w1_d228e16095
beym	w3_d228e16098
rot.	w5_d228e16101
Männl	w7_d228e16104
auf	w9_d228e16107
der	w11_d228e16110
Freßung,	w13_d228e16114
alt	w15_d228e16117
5.	w1_d228e16122
v.	w3_d228e16125
J.	w5_d228e16128
DerUrsula	w1_d228e16134
Pitnerin,	w3_d228e16137
Burgerl.	w5_d228e16140
Witt	w7_d228e16143
e,	w9_d228e16146
ihr	w11_d228e16149
S.	w13_d228e16153
Leop.,	w15_d228e16156
im	w1_d228e16161
Hol=salleris	w3_d228e16164
H.	w5_d228e16167
in	w7_d228e16170
der	w9_d228e16173
Römerstr.,	w11_d228e16176
alt	w13_d228e16180
42.	w15_d228e16183
J.	w17_d228e16186
Dem	w1_d228e16191
Paul	w3_d228e16194
Aga,	w5_d228e16197
Harrachis.	w7_d228e16200
Sold.,	w9_d228e16203
s.	w11_d228e16206
K.	w13_d228e16210
Math.,	w15_d228e16213
in	w17_d228e16216
der	w1_d228e16221
Casarm,	w3_d228e16224
alt	w5_d228e16227
4	w7_d228e16230
1.	w9_d228e16233
h.	w11_d228e16236
J.	w13_d228e16240
</list>
<list id="l6_d228e16244">
Joh.	w1_d228e16248
Schreiner,	w3_d228e16251
Burgerl.	w5_d228e16254
Handels=m.,	w7_d228e16257
bey	w9_d228e16260
denen	w11_d228e16263
2.	w1_d228e16268
Schlüs.	w3_d228e16271
oberm	w5_d228e16274
Neustift,	w7_d228e16277
alt	w9_d228e16280
60.	w11_d228e16283
J.	w13_d228e16287
Dem	w1_d228e16292
Math.	w3_d228e16295
Schmall,	w5_d228e16298
Musico,	w7_d228e16301
s.	w9_d228e16304
K.	w11_d228e16307
Severin,	w13_d228e16311
beym	w15_d228e16314
braun.	w1_d228e16320
Hirsch.	w3_d228e16323
am	w5_d228e16326
Spitalberg,	w7_d228e16329
alt	w9_d228e16332
2.	w11_d228e16335
J.	w13_d228e16339
Dem	w1_d228e16344
Joh.	w3_d228e16347
Schremp,	w5_d228e16350
Burgerl.	w7_d228e16353
Schneid.,	w9_d228e16356
s.	w11_d228e16359
W.	w13_d228e16363
Magdal.,	w1_d228e16368
im	w3_d228e16371
Wasserburgisch.	w5_d228e16374
H.	w7_d228e16377
auf	w9_d228e16380
der	w11_d228e16383
neuen	w13_d228e16387
Wied.,	w1_d228e16392
alt	w3_d228e16395
58	w5_d228e16398
J.	w7_d228e16401
Jos.	w1_d228e16407
Kurherb,	w3_d228e16410
Perucken=mach.,	w5_d228e16413
beyn	w7_d228e16416
2.	w9_d228e16419
weis.	w11_d228e16422
Kreu	w13_d228e16426
tzen	w1_d228e16431
bey	w3_d228e16434
Maria=hülf,	w5_d228e16437
alt	w7_d228e16440
28.	w9_d228e16443
J.	w11_d228e16446
Dem	w1_d228e16451
Joh.	w3_d228e16454
Stocker,	w5_d228e16457
Schuh=mach.,	w7_d228e16460
s.	w9_d228e16463
W.	w11_d228e16466
Maria	w13_d228e16470
Anna,	w1_d228e16475
beym	w3_d228e16478
Schäffer	w5_d228e16481
am	w7_d228e16484
Neustift,	w9_d228e16487
alt	w11_d228e16490
46.	w13_d228e16494
J.	w15_d228e16497
Dem	w1_d228e16503
Daniel	w3_d228e16506
Schönfeld,	w5_d228e16509
Lack,	w7_d228e16512
s.	w9_d228e16515
W.	w11_d228e16518
Anna,	w13_d228e16522
beym	w15_d228e16525
silb.	w1_d228e16530
Bärn	w3_d228e16533
in	w5_d228e16536
der	w7_d228e16539
Leoppldst.,	w9_d228e16542
alt	w11_d228e16545
70.	w13_d228e16549
J.	w15_d228e16552
Ursula	w1_d228e16557
Zeisin,	w3_d228e16560
Wittwe,	w5_d228e16563
beyn	w7_d228e16566
4.	w9_d228e16569
Evangelist.	w11_d228e16572
aus.	w13_d228e16576
Maria	w1_d228e16581
hülf,	w3_d228e16584
alt	w5_d228e16587
82.	w7_d228e16590
J.	w9_d228e16593
Paul	w1_d228e16599
Grundlhofer	w3_d228e16602
Leist=schneid.,	w5_d228e16605
am	w7_d228e16608
Se	w9_d228e16611
bis.	w11_d228e16614
Grund	w13_d228e16618
bütel,	w1_d228e16623
alt	w3_d228e16626
52.	w5_d228e16629
J.	w7_d228e16632
Elisab.	w1_d228e16637
Holzerin,	w3_d228e16640
Wittwe,	w5_d228e16643
beym	w7_d228e16646
rot.	w9_d228e16649
Engel	w11_d228e16652
zu	w13_d228e16656
Mätzleinstorf,	w1_d228e16661
alt	w3_d228e16664
65.	w5_d228e16667
J.	w7_d228e16670
Dem	w1_d228e16676
Joh.	w3_d228e16679
Panitschka,	w5_d228e16682
Haus=kn.,	w7_d228e16685
s.	w9_d228e16688
W.	w11_d228e16691
Cathar.,	w13_d228e16695
beyn	w1_d228e16700
3.	w3_d228e16703
Bind.	w5_d228e16706
am	w7_d228e16709
Spitalberg,	w9_d228e16712
alt	w11_d228e16715
27.	w13_d228e16719
J.	w15_d228e16722
Adam	w1_d228e16727
Pachmayr,	w3_d228e16730
Tagw.	w5_d228e16733
bey	w7_d228e16736
vor	w9_d228e16739
grün.	w11_d228e16742
Saul.	w13_d228e16746
im	w15_d228e16749
Lerchenf.,	w1_d228e16754
alt	w3_d228e16757
70.	w5_d228e16760
J.	w7_d228e16763
Dem	w1_d228e16769
Andre	w3_d228e16772
Elmbruner,	w5_d228e16775
Tagw.,	w7_d228e16778
s.	w9_d228e16781
W.	w11_d228e16784
Anna	w13_d228e16788
Ma	w15_d228e16791
ria,	w1_d228e16796
beyn	w3_d228e16799
3.	w5_d228e16802
Lind.	w7_d228e16805
im	w9_d228e16808
Lerchenf,	w11_d228e16811
alt	w13_d228e16815
66.	w15_d228e16818
J.	w17_d228e16821
Brigit.	w1_d228e16826
Eisennaglin,	w3_d228e16829
ar.	w5_d228e16832
W.,	w7_d228e16835
im	w9_d228e16838
lang.	w11_d228e16841
Kel.,	w13_d228e16845
66.	w15_d228e16848
J.	w17_d228e16851
Summa	w1_d228e16856
16	w3_d228e16859
Person.,	w5_d228e16862
darunter	w7_d228e16865
2.	w9_d228e16868
Kind.	w11_d228e16871
</list>
<head id="h4_d228e16889">
Vor	w1_d228e16893
der	w3_d228e16896
Stadt.	w5_d228e16899
</head>
<list id="l6_d228e16902">
Dit	w1_d228e16906
Wol=edel=geb	w3_d228e16909
Fr.	w5_d228e16912
Maria	w7_d228e16915
Susan.	w9_d228e16918
Edle	w11_d228e16921
v.	w13_d228e16925
Zau	w15_d228e16928
nern,	w1_d228e16933
Wittwe,	w3_d228e16936
in	w5_d228e16939
ihrem	w7_d228e16942
H.	w9_d228e16945
bey	w11_d228e16948
Maria=hülf,	w13_d228e16952
alt	w15_d228e16955
78.	w1_d228e16960
J.	w3_d228e16963
Dem	w1_d228e16969
Jacob	w3_d228e16972
Krapf,	w5_d228e16975
Burgerl.	w7_d228e16978
Schuh=mach.,	w9_d228e16981
s.	w11_d228e16984
S.	w13_d228e16988
Joh.	w15_d228e16991
in	w1_d228e16996
s.	w3_d228e16999
H.	w5_d228e17002
auf	w7_d228e17005
der	w9_d228e17008
neuen	w11_d228e17011
Wied.,	w13_d228e17015
alt	w15_d228e17018
22.	w17_d228e17021
J.	w19_d228e17024
Der	w1_d228e17029
Anna	w3_d228e17032
Lorberin,	w5_d228e17035
Wittwe,	w7_d228e17038
ihr	w9_d228e17041
K.	w11_d228e17044
Anna,	w13_d228e17048
beyn	w15_d228e17051
3.	w1_d228e17056
gold.	w3_d228e17059
Engeln	w5_d228e17062
auf	w7_d228e17065
der	w9_d228e17068
Landstr.,	w11_d228e17071
alt	w13_d228e17075
9.	w15_d228e17078
J.	w17_d228e17081
Dem	w1_d228e17087
Jacob	w3_d228e17090
Plesel,	w5_d228e17093
Spinn=fact.,	w7_d228e17096
s.	w9_d228e17099
W.	w11_d228e17102
Elisab.,	w13_d228e17106
beym	w1_d228e17111
weis.	w3_d228e17114
Rös.	w5_d228e17117
im	w7_d228e17120
Liechtenth.,	w9_d228e17123
alt	w11_d228e17126
39.	w13_d228e17130
J.	w15_d228e17133
Dem	w1_d228e17138
Jos.	w3_d228e17141
Daniel,	w5_d228e17144
Bild=hauern,	w7_d228e17147
s.	w9_d228e17150
T.	w11_d228e17153
Barb.,	w13_d228e17157
in	w15_d228e17160
s.	w1_d228e17165
H.	w3_d228e17168
auf	w5_d228e17171
der	w7_d228e17174
neuen	w9_d228e17177
Wied.,	w11_d228e17180
alt	w13_d228e17184
22.	w15_d228e17187
J.	w17_d228e17190
Christian	w1_d228e17196
Merz,	w3_d228e17199
Schul=meist.,	w5_d228e17202
im	w7_d228e17205
Prandauis.	w9_d228e17208
H.	w11_d228e17211
am	w13_d228e17215
Renn=weg,	w1_d228e17220
alt	w3_d228e17223
67.	w5_d228e17226
J.	w7_d228e17229
Dem	w1_d228e17234
Sebast.	w3_d228e17237
Seidl,	w5_d228e17240
Roß=wart.,	w7_d228e17243
s.	w9_d228e17246
W.	w11_d228e17249
Ottilia,	w13_d228e17253
bey	w15_d228e17256
dem	w1_d228e17261
gold.	w3_d228e17264
Mond=schein	w5_d228e17267
auf	w7_d228e17270
der	w9_d228e17273
Wied.,	w11_d228e17276
58.	w13_d228e17280
J.	w15_d228e17283
Mich.	w1_d228e17289
Martinitz,	w3_d228e17292
ar.	w5_d228e17295
M.,	w7_d228e17298
im	w9_d228e17301
lang.	w11_d228e17304
Kel.,	w13_d228e17308
83.	w15_d228e17311
J.	w17_d228e17314
Summa	w1_d228e17319
12.	w3_d228e17322
Person.	w5_d228e17325
darunter	w7_d228e17328
3.	w9_d228e17331
Kind.	w11_d228e17334
</list>
<p id="p8_d228e17338">
Jnd	w1_d228e17342
Jos.	w3_d228e17345
Kallmann,	w5_d228e17348
im	w7_d228e17351
Oeimlis.	w9_d228e17354
H.	w11_d228e17357
am	w13_d228e17361
alt.	w15_d228e17364
Kien	w17_d228e17367
markt,	w1_d228e17372
alt	w3_d228e17375
80.	w5_d228e17378
J.	w7_d228e17381
</p>
<head id="h2_d228e17387">
Den	w1_d228e17391
19.	w3_d228e17394
Martii.	w5_d228e17397
Jn	w7_d228e17400
der	w9_d228e17403
Stadt.	w11_d228e17406
</head>
<list id="l4_d228e17409">
Dem	w1_d228e17413
Hrn.	w3_d228e17416
Leop.	w5_d228e17419
Holzmeister,	w7_d228e17422
Herrschaftl.	w9_d228e17425
Jnspict.,	w11_d228e17428
s.	w1_d228e17433
Fr.	w3_d228e17436
Maria	w5_d228e17439
Anna	w7_d228e17442
im	w9_d228e17445
Gaminger=hof,	w11_d228e17448
34	w13_d228e17452
J.	w15_d228e17455
Hr.	w1_d228e17460
Jos.	w3_d228e17463
Merl,	w5_d228e17466
Amanuensis,	w7_d228e17469
beym	w9_d228e17472
stein.	w11_d228e17475
Rös.	w13_d228e17479
in	w15_d228e17482
der	w1_d228e17488
Singerstr.,	w3_d228e17491
alt	w5_d228e17494
60.	w7_d228e17497
J.	w9_d228e17500
Dem	w1_d228e17505
Mart.	w3_d228e17508
Porst,	w5_d228e17511
Zimmer=wart.	w7_d228e17514
im	w9_d228e17517
K.	w11_d228e17520
K.	w13_d228e17524
Münz	w15_d228e17527
H.,	w1_d228e17532
s.	w3_d228e17535
K.	w5_d228e17538
Cathar.,	w7_d228e17541
alda,	w9_d228e17544
alt	w11_d228e17547
3.	w13_d228e17551
J.	w15_d228e17554
Maximil.	w1_d228e17559
Deininger,	w3_d228e17562
gew.	w5_d228e17565
Portier,	w7_d228e17568
im	w9_d228e17571
alt.	w11_d228e17574
Liech	w13_d228e17578
le	w1_d228e17584
tensteinis.	w3_d228e17587
H.	w5_d228e17590
in	w7_d228e17593
der	w9_d228e17596
Herren=gas.,	w11_d228e17599
alt	w13_d228e17603
94.	w15_d228e17606
J.	w17_d228e17609
Ant.	w1_d228e17614
Vogel,	w3_d228e17617
Lack.,	w5_d228e17620
im	w7_d228e17623
Schneiderisch.	w9_d228e17626
H.	w11_d228e17629
am	w13_d228e17633
toten	w15_d228e17636
Thurn,	w1_d228e17641
alt	w3_d228e17644
