<doc id="edoc_wd_1772-05-20" attrs="word" year="1772" month="05" day="20" corpus="1">
<head id="hl1">
Stockholm	w29
verzehrt	w15252
<g/>
.
Alles	w15254
<g/>
,
was	w15256
da=von	w15257
<g/>
=
überig	w15259
geblieben	w15260
war	w15261
<g/>
,
hat	w15263
er	w15264
mit	w15265
Ver=günstigung	w15266
<g/>
=
dem	w15268
Aufwarter	w15269
geschenkt	w15270
<g/>
.
</p>
<p id="p116">
Von	w15272
dem	w15273
Grafen	w15274
Brandt	w15275
erzählt	w15276
man	w15277
<g/>
,
er	w15279
habe	w15280
zween	w15281
Tage	w15282
vor	w15283
der	w15284
Execution	w15285
den	w15286
Tod	w15287
ewas	w15288
zu	w15289
fürchten	w15290
geschienen	w15291
<g/>
,
worüber	w15293
sich	w15294
wenigstens	w15295
niemand	w15296
<g/>
,
der	w15298
selber	w15299
Lust	w15300
zu	w15301
leben	w15302
hat	w15303
<g/>
,
wird	w15305
wundern	w15306
dürfen	w15307
<g/>
.
Folgende	w15309
Hand=lung	w15310
<g/>
=
<g/>
,
die	w15313
man	w15314
gleichfalls	w15315
für	w15316
zuverläßig	w15317
er=zählt	w15318
<g/>
=
<g/>
,
beweiset	w15321
unstreitig	w15322
eine	w15323
große	w15324
Gesetzt=heit	w15325
<g/>
=
<g/>
:
Als	w15328
er	w15329
aus	w15330
dem	w15331
Wagen	w15332
stieg	w15333
<g/>
,
um	w15335
sich	w15336
nach	w15337
dem	w15338
Gerüste	w15339
führen	w15340
zu	w15341
lassen	w15342
<g/>
,
wo	w15344
der	w15345
Scharfrichter	w15346
auf	w15347
ihn	w15348
wartete	w15349
<g/>
,
ward	w15351
er	w15352
ei=nes	w15353
<g/>
=
Offiziers	w15355
gewahr	w15356
<g/>
,
den	w15358
er	w15359
wohl	w15360
kennete	w15361
<g/>
.
“Leben	w15363
sie	w15364
wohl	w15365
<g/>
,
redete	w15367
ihn	w15368
an	w15369
<g/>
,
liebster	w15371
Freund	w15372
<g/>
!
„Jch	w15374
danke	w15375
ihnen	w15376
sehr	w15377
für	w15378
das	w15379
mir	w15380
geliehene	w15381
„schöne	w15382
Buch	w15383
<g/>
.
Jch	w15385
hab	w15386
es	w15387
dem	w15388
Kapitein=„Wachtmeister	w15389
<g/>
=
gegeben	w15391
<g/>
,
der	w15393
es	w15394
Jhnen	w15395
wie=„der	w15396
<g/>
=
zustellen	w15398
wird	w15399
<g/>
.
Grüssen	w15401
Sie	w15402
alle	w15403
Freun=„de	w15404
<g/>
=
<g/>
.
“	w15407
Das	w15408
Buch	w15409
soll	w15410
Klopfstocks	w15411
und	w15412
Gellerts	w15413
geistliche	w15414
Lieder	w15415
gewesen	w15416
seyn	w15417
<g/>
.
</p>
<p id="p117">
Man	w15419
weiß	w15420
nun	w15421
gewiß	w15422
<g/>
,
daß	w15424
die	w15425
über	w15426
bey=de	w15427
<g/>
=
Hingerichtete	w15429
von	w15430
der	w15431
Jnquisitions	w15432
<g/>
=
Com=mißion	w15434
<g/>
=
gefällete	w15436
Urtheile	w15437
schon	w15438
in	w15439
der	w15440
nächst=kommenden	w15441
<g/>
=
Woche	w15443
im	w15444
Druck	w15445
erscheinen	w15446
wer=den	w15447
<g/>
=
<g/>
.
Sie	w15450
werden	w15451
von	w15452
der	w15453
Witwe	w15454
Godi=ches	w15455
<g/>
=
gedruckt	w15457
<g/>
,
die	w15459
darzu	w15460
und	w15461
zum	w15462
Verkaufe	w15463
mit	w15464
einem	w15465
königl	w15466
<g/>
.
Privilegio	w15468
versehen	w15469
wor=den	w15470
<g/>
=
ist	w15472
<g/>
.
</p>
<p id="p118">
Noch	w15474
an	w15475
dem	w15476
Tage	w15477
der	w15478
Execution	w15479
wurde	w15480
dem	w15481
Justizrathe	w15482
Struensee	w15483
die	w15484
Gnade	w15485
erwie=fen	w15486
<g/>
=
<g/>
,
von	w15489
den	w15490
Eisen	w15491
befreyet	w15492
zu	w15493
werden	w15494
<g/>
,
mit	w15496
welchen	w15497
er	w15498
zeithero	w15499
geschlossen	w15500
war	w15501
<g/>
.
</p>
<p id="p119">
Tages	w15503
darauf	w15504
<g/>
,
den	w15506
29sten	w15507
<g/>
,
wurde	w15509
das	w15510
Ge=rüste	w15511
<g/>
=
<g/>
,
auf	w15514
welchen	w15515
die	w15516
Execution	w15517
geschehen	w15518
ist	w15519
<g/>
,
von	w15521
den	w15522
ehrlosen	w15523
Sklaven	w15524
niedergerissen	w15525
<g/>
.
</p>
<p id="p120">
Von	w15527
Aalburg	w15528
wird	w15529
unter	w15530
dem	w15531
29sten	w15532
April	w15533
berichtet	w15534
<g/>
,
daß	w15536
dasebst	w15537
Monntags	w15538
vorher	w15539
220	w15540
Mann	w15541
vom	w15542
Schleswigschen	w15543
Dragoner	w15544
<g/>
=
Re=gimente	w15546
<g/>
=
zur	w15548
Einquartirung	w15549
angekommen	w15550
wären	w15551
<g/>
.
</p>
<head id="hl27">
Nachricht	w15553
<g/>
.
</head>
<p id="p121">
Demnach	w15555
man	w15556
auf	w15557
Absterben	w15558
der	w15559
Katharina	w15560
Hol=dinn	w15561
<g/>
=
ledigen	w15563
Weibsperson	w15564
in	w15565
der	w15566
k	w15567
<g/>
.
k	w15569
und	w15570
landes=fürstl	w15571
<g/>
=
<g/>
.
Stadt	w15574
Steuer	w15575
zu	w15576
Verhandlung	w15577
dessen	w15578
weni=gen	w15579
<g/>
=
Verlassenschaft	w15581
geschritten	w15582
<g/>
,
so	w15584
wäre	w15585
es	w15586
nun	w15587
an	w15588
deme	w15589
<g/>
,
daß	w15591
derelben	w15592
hinterlassen	w15593
unehelichen	w15594
Sohn	w15595
</p>
<p id="p122">
Namens	w15596
Johann	w15597
Fidler	w15598
der	w15599
abgefreyter	w15600
maßen	w15601
annoch	w15602
in	w15603
107	w15604
<g/>
.
fl	w15606
<g/>
.
9	w15608
<g/>
.
kr	w15610
<g/>
.
bestehend	w15612
<g/>
=
mütterliche	w15614
Erb=theil	w15615
<g/>
=
gegen	w15617
behöriger	w15618
Quittirung	w15619
erfolget	w15620
werden	w15621
solle	w15622
<g/>
.
Da	w15624
aber	w15625
er	w15626
Johann	w15627
Fidler	w15628
bereits	w15629
durch	w15630
meh=rere	w15631
<g/>
=
Jahre	w15633
abwesend	w15634
<g/>
,
und	w15636
dem	w15637
Verlaut	w15638
nach	w15639
sich	w15640
na=cher	w15641
<g/>
=
Wien	w15643
in	w15644
herrschaftliche	w15645
Dienste	w15646
begeben	w15647
<g/>
,
der=mahlen	w15649
<g/>
=
aber	w15651
sein	w15652
Aufenthalt	w15653
nicht	w15654
bekannt	w15655
ist	w15656
<g/>
,
als	w15658
würdet	w15659
derselbe	w15660
<g/>
,
oder	w15662
dessen	w15663
allenfahlige	w15664
Erben	w15665
hie=mit	w15666
<g/>
=
edictaliter	w15668
und	w15669
peremptorie	w15670
dergestalten	w15671
vor=geladen	w15672
<g/>
=
<g/>
,
daß	w15675
sich	w15676
er	w15677
Johann	w15678
Fidler	w15679
<g/>
,
oder	w15681
dessen	w15682
Er=ben	w15683
<g/>
=
von	w15685
heunt	w15686
Dato	w15687
an	w15688
innen	w15689
einem	w15690
Jahr	w15691
<g/>
,
6	w15693
<g/>
.
Wo=chen	w15695
<g/>
=
<g/>
,
und	w15698
dreen	w15699
Tägen	w15700
entweders	w15701
persönlich	w15702
<g/>
,
oder	w15704
durch	w15705
jemand	w15706
genugsam	w15707
Bequolten	w15708
bey	w15709
hiesiger	w15710
Stadtkanzley	w15711
anmelden	w15712
<g/>
,
zu	w15714
dieser	w15715
Erbschaft	w15716
hin=länglich	w15717
<g/>
=
legitimiren	w15719
<g/>
,
und	w15721
sodann	w15722
solche	w15723
der	w15724
Ord=nung	w15725
<g/>
=
nach	w15727
erheben	w15728
solle	w15729
<g/>
,
wiedrigens	w15731
nach	w15732
Verlauf	w15733
dieses	w15734
peremptorischen	w15735
Termins	w15736
sothaner	w15737
Erbtheil	w15738
obernannter	w15739
Erblassern	w15740
leiblichen	w15741
Schwester	w15742
Na=mens	w15743
<g/>
=
Theresia	w15745
vereheligten	w15746
Leithnerinn	w15747
ausgefol=get	w15748
<g/>
=
werden	w15750
wurde	w15751
<g/>
.
Actum	w15753
Stadt	w15754
Steuer	w15755
den	w15756
1ten	w15757
May	w15758
1772	w15759
<g/>
.
</p>
<p id="p123">
Hiemit	w15761
und	w15762
in	w15763
Kraft	w15764
dieses	w15765
wird	w15766
dem	w15767
Publiko	w15768
<g/>
,
oder	w15770
vielmehr	w15771
der	w15772
Theresia	w15773
Puechbergerin	w15774
uneheli=chen	w15775
<g/>
=
Sohn	w15777
zu	w15778
wissen	w15779
gemacht	w15780
<g/>
,
daß	w15782
in	w15783
der	w15784
K	w15785
<g/>
.
K	w15787
<g/>
.
und	w15789
landsfurstl	w15790
<g/>
.
Stadt	w15792
Steyer	w15793
eine	w15794
ledige	w15795
Weibsperson	w15796
mit	w15797
Namen	w15798
Theresia	w15799
Puechbergerin	w15800
mit	w15801
Tod	w15802
abge=gangen	w15803
<g/>
=
<g/>
,
deren	w15806
Vermögen	w15807
Ueberrest	w15808
nach	w15809
Abzug	w15810
des	w15811
Conducts	w15812
und	w15813
wissentlicher	w15814
passivorum	w15815
sich	w15816
annoch	w15817
auf	w15818
36	w15819
<g/>
.
fl	w15821
<g/>
.
36	w15823
<g/>
.
kr	w15825
<g/>
.
belaufen	w15827
<g/>
;
jedoch	w15829
da	w15830
sich	w15831
die	w15832
erfor=derliche	w15833
<g/>
=
Edictsunkosten	w15835
erst	w15836
hievon	w15837
nehmen	w15838
müssen	w15839
<g/>
;
wann	w15841
nun	w15842
dem	w15843
Vernehmen	w15844
nach	w15845
dieselbe	w15846
im	w15847
ledigen	w15848
Stand	w15849
einen	w15850
Sohn	w15851
erzeuget	w15852
<g/>
,
dessen	w15854
Tauf	w15855
und	w15856
Zuna=men	w15857
<g/>
=
auch	w15859
unbewußt	w15860
<g/>
,
doch	w15862
aber	w15863
in	w15864
Hungarn	w15865
<g/>
,
unwis=send	w15867
<g/>
=
wo	w15869
<g/>
,
sich	w15871
verehelichet	w15872
haben	w15873
sollte	w15874
<g/>
,
dem	w15876
also	w15877
ab	w15878
intestato	w15879
diese	w15880
wenige	w15881
Verlassenschaft	w15882
unmittelbar	w15883
zuständig	w15884
ist	w15885
<g/>
;
als	w15887
wird	w15888
derselbe	w15889
<g/>
,
oder	w15891
seine	w15892
Erben	w15893
zur	w15894
Anmeld	w15895
<g/>
=
und	w15897
Legitimirung	w15898
dieses	w15899
Erbschafts=anspruchs	w15900
<g/>
=
entweder	w15902
persönlich	w15903
<g/>
,
oder	w15905
durch	w15906
einen	w15907
ge=nugsam	w15908
<g/>
=
Bevollmächtigten	w15910
innerhalb	w15911
1	w15912
<g/>
.
Jahr	w15914
<g/>
,
6	w15916
<g/>
.
Wo=chen	w15918
<g/>
=
und	w15920
3	w15921
Tagen	w15922
peremptorie	w15923
dergestalten	w15924
zu	w15925
un=serer	w15926
<g/>
=
Stadtkanzley	w15928
citiret	w15929
<g/>
,
widrigenfalls	w15931
nach	w15932
Ver=lauf	w15933
<g/>
=
solcher	w15935
Zeit	w15936
derselbe	w15937
nicht	w15938
mehr	w15939
angehöret	w15940
<g/>
,
son=dern	w15942
<g/>
=
nach	w15944
Abzug	w15945
der	w15946
Edictsunkosten	w15947
diese	w15948
Erbschaft	w15949
für	w15950
die	w15951
Abgeleibte	w15952
auf	w15953
heilige	w15954
Messen	w15955
und	w15956
ad	w15957
piam	w15958
causam	w15959
verwendet	w15960
werden	w15961
soll	w15962
<g/>
.
Stadt	w15964
Steyr	w15965
<g/>
,
den	w15967
30	w15968
<g/>
.
April	w15970
<g/>
,
1772	w15972
<g/>
.
</p>
<p id="p124">
Bey	w15974
dem	w15975
Verleger	w15976
dieses	w15977
Diarii	w15978
sind	w15979
zu	w15980
ha=ben	w15981
<g/>
=
die	w15983
auserlesenen	w15984
Andachtsübungen	w15985
zur	w15986
H	w15987
<g/>
.
Communion	w15989
<g/>
,
verfasset	w15991
v	w15992
<g/>
.
P	w15994
<g/>
.
Heinrich	w15996
Griffet	w15997
<g/>
,
S	w15999
<g/>
.
J	w16001
<g/>
.
Sr	w16003
<g/>
.
allerchristl	w16005
<g/>
.
Maj	w16007
<g/>
.
ehemaligen	w16009
Hof=predigers	w16010
<g/>
=
<g/>
,
aus	w16013
dem	w16014
Französischen	w16015
in	w16016
das	w16017
Deut=sche	w16018
<g/>
=
übersetzt	w16020
von	w16021
P	w16022
<g/>
.
Aurelius	w16024
à	w16025
S	w16026
<g/>
.
Daniele	w16028
<g/>
,
Augustiner	w16030
Barfüßerordens	w16031
auf	w16032
Schreibpa=pier	w16033
<g/>
=
ungeb	w16035
<g/>
.
40	w16037
<g/>
.
kr	w16039
<g/>
.
gebundener	w16041
in	w16042
schwarzen	w16043
Cordebonband	w16044
1	w16045
<g/>
.
fl	w16047
<g/>
.
8	w16049
<g/>
.
kr	w16051
<g/>
.
in	w16053
englischen	w16054
Band	w16055
1	w16056
fl	w16057
<g/>
.
25	w16059
<g/>
.
kr	w16061
<g/>
.
</p>
<p id="p125">
Von	w16063
der	w16064
nied	w16065
österr	w16066
<g/>
.
Regierung	w16068
wegen	w16069
<g/>
,
wird	w16071
mit	w16072
gegenwärtig	w16073
offenen	w16074
Edikt	w16075
jedermänniglich	w16076
sowohl	w16077
An	w16078
<g/>
=
als	w16080
abwesenden	w16081
deme	w16082
daran	w16083
gelegen	w16084
<g/>
,
kund	w16086
und	w16087
zu	w16088
wissen	w16089
gemacht	w16090
<g/>
.
Es	w16092
seye	w16093
der	w16094
Simon	w16095
Bößlöw	w16096
ge=west	w16097
<g/>
=
jubilirter	w16099
k	w16100
k	w16101
<g/>
.
Wasserbau	w16103
Amtsschreiber	w16104
ledi=gen	w16105
<g/>
=
Standes	w16107
<g/>
,
ohne	w16109
Hinterlassung	w16110
eines	w16111
letztwilli=gen	w16112
<g/>
=
Geschäfts	w16114
mit	w16115
Tod	w16116
abgegangen	w16117
<g/>
,
und	w16119
habe	w16120
sich	w16121
um	w16122
dessen	w16123
Verlassenschaft	w16124
niemand	w16125
angemeldet	w16126
<g/>
.
Wann	w16128
nun	w16129
Regierung	w16130
um	w16131
die	w16132
etwo	w16133
ein	w16134
<g/>
=
oder	w16136
ande=re	w16137
<g/>
=
bey	w16139
dieser	w16140
Verlassenschaft	w16141
von	w16142
Rechtswegen	w16143
ge	w16144
<g/>
=
bührend	w16145
nähere	w16146
Erbsprüche	w16147
in	w16148
Erfahrung	w16149
zu	w16150
brin=gen	w16151
<g/>
=
<g/>
,
anbey	w16154
das	w16155
etwa	w16156
vorhandene	w16157
Æs	w16158
alienum	w16159
aus=findig	w16160
<g/>
=
zu	w16162
machen	w16163
<g/>
,
folgsam	w16165
zu	w16166
Abhandlang	w16167
solcher	w16168
Verlassenschaft	w16169
sicher	w16170
fürschreiten	w16171
zu	w16172
können	w16173
<g/>
,
eine	w16175
Nothwendigkeit	w16176
zu	w16177
seyn	w16178
befunden	w16179
hat	w16180
<g/>
,
alle	w16182
hieran	w16183
Theilnehmende	w16184
sowohl	w16185
in	w16186
<g/>
=
als	w16188
etwa	w16189
außer	w16190
Land	w16191
befindliche	w16192
Persohnen	w16193
durch	w16194
dieses	w16195
öffentliche	w16196
Edikt	w16197
zu	w16198
Anmeld	w16199
<g/>
=
Legitimir	w16201
<g/>
=
und	w16203
Liquidirung	w16204
ihrer	w16205
an	w16206
obbemeldte	w16207
Verlassenschaft	w16208
ex	w16209
quacunque	w16210
Causa	w16211
<g/>
,
vel	w16213
titulo	w16214
habender	w16215
Sprüche	w16216
und	w16217
Forderungen	w16218
<g/>
,
und	w16220
zwar	w16221
sie	w16222
Creditores	w16223
sub	w16224
clausula	w16225
præclusipraeclusi	w16226
<g/>
,
ge=richtlich	w16228
<g/>
=
vorzuladen	w16230
<g/>
,
und	w16232
einzuberuffen	w16233
<g/>
,
auch	w16235
zu	w16236
die=sem	w16237
<g/>
=
Ende	w16239
der	w16240
7	w16241
<g/>
.
Tag	w16243
Januer	w16244
1773	w16245
Nachmittag	w16246
um	w16247
4	w16248
<g/>
.
Uhr	w16250
zur	w16251
gewöhnlichen	w16252
Convocatious	w16253
<g/>
=
und	w16255
An=meldungstagsatzung	w16256
<g/>
=
pro	w16258
1mo	w16259
<g/>
,
2do	w16261
<g/>
,
3tio	w16263
<g/>
,
ac	w16265
ul	w16266
<g/>
-
timo	w16267
termino	w16268
bestimmet	w16269
worden	w16270
ist	w16271
<g/>
.
Solchemnach	w16273
werden	w16274
alle	w16275
<g/>
,
welche	w16277
bey	w16278
gedacht	w16279
Simon	w16280
Bößlöw	w16281
ge=west	w16282
<g/>
=
jubilirten	w16284
k	w16285
<g/>
.
k	w16287
<g/>
.
Wasserbauamtsschreibers	w16289
ruck=gelassenen	w16290
<g/>
=
Verlassenschaft	w16292
um	w16293
rechtmäßige	w16294
Erbs=oder	w16295
<g/>
=
Schuldforderung	w16297
wegen	w16298
einige	w16299
Sprüche	w16300
ha=ben	w16301
<g/>
=
<g/>
,
oder	w16304
zu	w16305
haben	w16306
vermeinen	w16307
<g/>
,
an	w16309
obbestimmten	w16310
Tag	w16311
und	w16312
Stund	w16313
vor	w16314
Regierung	w16315
in	w16316
der	w16317
daselbst	w16318
zu	w16319
solchem	w16320
Ende	w16321
offen	w16322
haltenden	w16323
Commißionsstuben	w16324
<g/>
,
entweder	w16326
selbst	w16327
persöhnlich	w16328
<g/>
,
oder	w16330
durch	w16331
hiezu	w16332
ge=nugsam	w16333
<g/>
=
bevollmächtigte	w16335
Gewaltstragere	w16336
also	w16337
ge=wiß	w16338
<g/>
=
zu	w16340
erscheinen	w16341
<g/>
,
und	w16343
ihre	w16344
an	w16345
solche	w16346
Verlassen=schaft	w16347
<g/>
=
habende	w16349
Anforderungen	w16350
anzumelden	w16351
<g/>
,
recht=lich	w16353
<g/>
=
zu	w16355
legitimiten	w16356
<g/>
,
und	w16358
zu	w16359
liquidiren	w16360
haben	w16361
<g/>
,
als	w16363
im	w16364
widrigen	w16365
die	w16366
Abhandlung	w16367
ex	w16368
Officio	w16369
vorgenom=men	w16370
<g/>
=
und	w16372
falls	w16373
die	w16374
Creditores	w16375
den	w16376
Activstand	w16377
über=steigeten	w16378
<g/>
=
<g/>
,
die	w16381
Anwesende	w16382
vernohmen	w16383
<g/>
,
mit	w16385
ihnen	w16386
be=hörig	w16387
<g/>
=
liquidiret	w16389
<g/>
,
und	w16391
dieselbe	w16392
der	w16393
Ordnung	w16394
nach	w16395
claßificiret	w16396
<g/>
,
denen	w16398
Abwesenden	w16399
aber	w16400
das	w16401
ewige	w16402
Stillschweigen	w16403
aufgetragen	w16404
werden	w16405
solle	w16406
<g/>
.
Wornach	w16408
sich	w16409
ein	w16410
jeder	w16411
zu	w16412
richten	w16413
wissen	w16414
wird	w16415
<g/>
.
Wien	w16417
den	w16418
12	w16419
<g/>
.
Novemb	w16421
<g/>
.
1771	w16423
<g/>
.
</p>
<p id="p126">
Von	w16425
dem	w16426
kais	w16427
<g/>
.
Stift	w16429
<g/>
,
und	w16431
Kloster	w16432
unser	w16433
lieben	w16434
Frauen	w16435
de	w16436
Monte	w16437
Serrato	w16438
Ord	w16439
<g/>
.
S	w16441
<g/>
.
Benedicti	w16443
<g/>
,
als	w16445
Jnnhabern	w16446
des	w16447
Grundbuchs	w16448
über	w16449
Perchtold=storf	w16450
<g/>
=
hiemit	w16452
jedermänniglich	w16453
anzufügen	w16454
<g/>
.
Es	w16456
seye	w16457
der	w16458
unterm	w16459
27	w16460
<g/>
.
Junii	w16462
1771	w16463
<g/>
.
ergangenen	w16465
hochlöbl	w16466
<g/>
.
nied	w16468
<g/>
.
österr	w16470
<g/>
.
Regierungsverordnung	w16472
über	w16473
die	w16474
frucht=los	w16475
<g/>
=
abgeloffene	w16477
erst	w16478
<g/>
=
und	w16480
anderte	w16481
Licitationstagsa=tzung	w16482
<g/>
=
auf	w16484
widerholtes	w16485
Anlangen	w16486
des	w16487
Convents	w16488
ord	w16489
<g/>
.
Minorum	w16491
S	w16492
<g/>
.
Francisci	w16494
allhier	w16495
wider	w16496
Seba=stian	w16497
<g/>
=
Wurm	w16499
burgerl	w16500
<g/>
.
Ledermeistern	w16502
zu	w16503
Perchtold=storf	w16504
<g/>
=
in	w16506
puncto	w16507
des	w16508
annoch	w16509
restirenden	w16510
Bergrechts	w16511
</p>
<p id="p127">
cum	w16512
sua	w16513
Causa	w16514
in	w16515
die	w16516
weitere	w16517
Licitirung	w16518
gedacht=mit	w16519
<g/>
=
Nro	w16521
<g/>
.
54	w16523
<g/>
.
sinirt	w16525
Wurmischen	w16526
vorhin	w16527
Schlög=lerischen	w16528
<g/>
=
Hauses	w16530
in	w16531
der	w16532
Knappenstrassen	w16533
allda	w16534
samt	w16535
Gärtl	w16536
<g/>
,
16	w16538
<g/>
.
Pfund	w16540
Weingarts	w16541
ätz	w16542
<g/>
,
und	w16544
Weinpreß	w16545
den	w16546
12	w16547
<g/>
.
dieses	w16549
abermahlen	w16550
gewilliget	w16551
<g/>
,
und	w16553
zu	w16554
sotha=nem	w16555
<g/>
=
Ende	w16557
der	w16558
3	w16559
<g/>
.
Juny	w16561
bestimmet	w16562
worden	w16563
<g/>
.
Wer=den	w16565
<g/>
=
demnach	w16567
all	w16568
und	w16569
jede	w16570
<g/>
,
so	w16572
gedachtes	w16573
Haus	w16574
cum	w16575
appertinentiis	w16576
gegen	w16577
baarer	w16578
Bezahlung	w16579
kauf=lich	w16580
<g/>
=
an	w16582
sich	w16583
zu	w16584
bringen	w16585
gedenken	w16586
<g/>
,
an	w16588
obbemeldten	w16589
Tag	w16590
frühe	w16591
um	w16592
10	w16593
<g/>
.
Uhr	w16595
zu	w16596
dem	w16597
montserrater	w16598
Klo=sterhof	w16599
<g/>
=
zu	w16601
Perchtoldstorf	w16602
ad	w16603
tractandum	w16604
zu	w16605
erschei=nen	w16606
<g/>
=
haben	w16608
<g/>
.
</p>
<p id="p128">
Es	w16610
wird	w16611
dem	w16612
Publiko	w16613
<g/>
,
besonders	w16615
denen	w16616
Herrn	w16617
Kauf	w16618
<g/>
=
und	w16620
Handelsleuthen	w16621
zu	w16622
wissen	w16623
gemacht	w16624
<g/>
,
das	w16626
Hr	w16627
<g/>
.
Kilian	w16629
Lang	w16630
<g/>
,
k	w16632
<g/>
.
k	w16634
<g/>
.
Spitzenfabrikaturs	w16636
<g/>
=
Verle=ger	w16638
<g/>
=
von	w16640
Neydeckh	w16641
<g/>
,
nächst	w16643
Karlsbaad	w16644
im	w16645
Königreich	w16646
Böheim	w16647
<g/>
,
vermög	w16649
erhaltenen	w16650
allerhöchsten	w16651
kais	w16652
<g/>
.
kön	w16654
<g/>
.
Hofdecrets	w16656
<g/>
,
von	w16658
allen	w16659
Sorten	w16660
<g/>
,
seiner	w16662
eigens	w16663
fabri=cirten	w16664
<g/>
=
Spitzen	w16666
eine	w16667
freye	w16668
Niederlag	w16669
eröfnen	w16670
wird	w16671
<g/>
,
der	w16673
Platz	w16674
und	w16675
Gewölb	w16676
in	w16677
Wien	w16678
<g/>
,
wird	w16680
ehestens	w16681
be=kannt	w16682
<g/>
=
gemacht	w16684
werden	w16685
<g/>
,
bis	w16687
dahin	w16688
aber	w16689
wird	w16690
von	w16691
Neydeckh	w16692
aus	w16693
<g/>
,
aller	w16695
Orten	w16696
nach	w16697
einlangender	w16698
Cor=respondenz	w16699
<g/>
=
<g/>
,
die	w16702
anbegehrte	w16703
Waare	w16704
erfolgen	w16705
<g/>
.
</p>
<p id="p129">
Von	w16707
der	w16708
gräfl	w16709
<g/>
.
Gatterburgischen	w16711
Herrschaft	w16712
Rötz	w16713
im	w16714
V	w16715
<g/>
.
U	w16717
<g/>
.
M	w16719
<g/>
.
B	w16721
<g/>
.
in	w16723
Ni	w16724
<g/>
.
Oesterr	w16726
<g/>
.
an	w16728
der	w16729
mährischen	w16730
Gränze	w16731
gelegen	w16732
<g/>
,
wird	w16734
hiemit	w16735
kund	w16736
gemacht	w16737
<g/>
,
was=gestalten	w16739
<g/>
=
der	w16741
Lorenz	w16742
Mayr	w16743
ein	w16744
Hafner	w16745
<g/>
,
Joh	w16747
<g/>
.
Spa=zierer	w16749
<g/>
=
<g/>
,
Joh	w16752
<g/>
.
Michael	w16754
<g/>
,
und	w16756
Franz	w16757
Spatzierer	w16758
<g/>
,
Ma=thias	w16760
<g/>
=
Koptsteiner	w16762
<g/>
,
Rosalia	w16764
Koptsteinerin	w16765
in	w16766
der	w16767
Alt=stadt	w16768
<g/>
=
Rötz	w16770
<g/>
,
Joh	w16772
<g/>
.
und	w16774
Peter	w16775
Adex	w16776
zu	w16777
Kleinhöflein	w16778
<g/>
,
Math	w16780
<g/>
.
Knap	w16782
<g/>
,
Leopold	w16784
Katzenbeißer	w16785
<g/>
,
Joh	w16787
<g/>
.
Michael	w16789
Mang	w16790
zu	w16791
Unter	w16792
<g/>
=
dann	w16794
Joh	w16795
<g/>
.
Georg	w16797
Oehl	w16798
zu	w16799
Ober=Nälb	w16800
<g/>
=
gebürtig	w16802
<g/>
,
bereits	w16804
über	w16805
32	w16806
<g/>
.
Jahr	w16808
von	w16809
hier	w16810
ab=wesend	w16811
<g/>
=
<g/>
,
und	w16814
ihres	w16815
Aufenthalts	w16816
<g/>
,
Leben	w16818
<g/>
,
oder	w16820
Tod	w16821
<g/>
,
nicht	w16823
das	w16824
Mindeste	w16825
in	w16826
Erfahrenheit	w16827
gebracht	w16828
wor=den	w16829
<g/>
=
<g/>
.
Da	w16832
nun	w16833
obgedachter	w16834
Partheyen	w16835
allhier	w16836
vor=findige	w16837
<g/>
=
Befreundte	w16839
um	w16840
eine	w16841
peremptorische	w16842
Für=forderung	w16843
<g/>
=
derselben	w16845
<g/>
,
und	w16847
in	w16848
Ausbleibungsfall	w16849
um	w16850
die	w16851
Vertheilung	w16852
ihrer	w16853
unter	w16854
gedachter	w16855
Herrschaft	w16856
annoch	w16857
befindlichen	w16858
Habschaften	w16859
angelanget	w16860
<g/>
.
Als	w16862
werden	w16863
obbesagte	w16864
Partheyen	w16865
oder	w16866
derselben	w16867
Er=ben	w16868
<g/>
=
von	w16870
heut	w16871
Dato	w16872
an	w16873
<g/>
,
binnen	w16875
1	w16876
<g/>
.
Jahr	w16878
<g/>
,
6	w16880
<g/>
.
Wo=chen	w16882
<g/>
=
<g/>
,
und	w16885
3	w16886
<g/>
.
Täg	w16888
<g/>
,
entweders	w16890
in	w16891
Person	w16892
<g/>
,
oder	w16894
durch	w16895
genugsam	w16896
instruirte	w16897
Gewalttragere	w16898
bey	w16899
hiesiger	w16900
Herrschaftskanzley	w16901
um	w16902
so	w16903
gewisser	w16904
zu	w16905
erscheinen	w16906
<g/>
,
und	w16908
sich	w16909
zu	w16910
legitimiren	w16911
haben	w16912
<g/>
,
als	w16914
widrigens	w16915
über	w16916
gedachte	w16917
Habschaften	w16918
von	w16919
Obrigkeitswegen	w16920
abge=handelt	w16921
<g/>
=
<g/>
,
und	w16924
deren	w16925
anwesenden	w16926
Befreundten	w16927
<g/>
,
was	w16929
Rechtens	w16930
ist	w16931
zuerkennet	w16932
<g/>
,
denen	w16934
Ausbleibenden	w16935
aber	w16936
das	w16937
ewige	w16938
Stillschweigen	w16939
auferleget	w16940
werden	w16941
solle	w16942
<g/>
.
Amtskanzley	w16944
Rötz	w16945
den	w16946
1	w16947
<g/>
.
May	w16949
1772	w16950
<g/>
.
</p>
<p id="p130">
Von	w16952
der	w16953
Amtskanzley	w16954
der	w16955
hochritterl	w16956
<g/>
.
Deutsch=Ordenscommenda	w16958
<g/>
=
Wien	w16960
<g/>
,
wird	w16962
hiemit	w16963
kund	w16964
