<doc id="wr_1758-01-21" attrs="word" year="1758" month="01" day="21" corpus="2">
<head id="h2_d212e3556">
Lüneburg,	w1_d212e3560
Wittwe,	w7_d212e14389
bey	w9_d212e14392
der	w11_d212e14395
H.	w13_d212e14399
Drey.	w15_d212e14402
faltigk.	w1_d212e14408
auf	w3_d212e14411
der	w5_d212e14414
Wind=mühl,	w7_d212e14417
alt	w9_d212e14420
63.	w11_d212e14423
J.	w13_d212e14427
Dem	w1_d212e14432
Mich.	w3_d212e14435
Schweighofer,	w5_d212e14438
Bindern,	w7_d212e14441
s.	w9_d212e14444
K.	w11_d212e14447
Theres.,	w13_d212e14451
im	w1_d212e14456
Kochis.	w3_d212e14459
H.	w5_d212e14462
am	w7_d212e14465
Hundsth.,	w9_d212e14468
alt	w11_d212e14471
3.	w13_d212e14475
J.	w15_d212e14478
Barthl.	w1_d212e14483
Greyer,	w3_d212e14486
gew.	w5_d212e14489
Lack.,	w7_d212e14492
beyn	w9_d212e14495
3.	w11_d212e14498
Hack.	w13_d212e14502
ober	w15_d212e14505
dem	w17_d212e14508
Neustift,	w1_d212e14514
alt	w3_d212e14517
81.	w5_d212e14520
J.	w7_d212e14523
Dem	w1_d212e14528
Jos.	w3_d212e14531
Matzl,	w5_d212e14534
Lack.,	w7_d212e14537
s.	w9_d212e14540
W.	w11_d212e14543
Barb.,	w13_d212e14547
im	w15_d212e14550
Zachis.	w17_d212e14553
H.	w19_d212e14556
in	w1_d212e14561
der	w3_d212e14564
Leopoldst.,	w5_d212e14567
alt	w7_d212e14570
28.	w9_d212e14573
J.	w11_d212e14576
Dem	w1_d212e14581
August.	w3_d212e14584
Simon,	w5_d212e14587
Krapfen=back.,	w7_d212e14590
s.	w9_d212e14593
K.	w11_d212e14596
August.	w13_d212e14600
beym	w1_d212e14606
grun.	w3_d212e14609
Dächel	w5_d212e14612
auf	w7_d212e14615
der	w9_d212e14618
Landstr.,	w11_d212e14621
alt	w13_d212e14625
4.	w15_d212e14628
J.	w17_d212e14631
Leop.	w1_d212e14636
Mohrman,	w3_d212e14639
Hüner=kram.,	w5_d212e14642
beyn	w7_d212e14645
3.	w9_d212e14648
Jäger=horn	w11_d212e14651
zu	w1_d212e14656
Margar.,	w3_d212e14659
alt	w5_d212e14662
42.	w7_d212e14665
J.	w9_d212e14668
Math.	w1_d212e14673
Tretthan,	w3_d212e14676
Rumor=sold.,	w5_d212e14679
beym	w7_d212e14682
schwarz.	w9_d212e14685
Adl.	w11_d212e14688
dey	w1_d212e14694
St.	w3_d212e14697
Ulrich,	w5_d212e14700
alt	w7_d212e14703
55.	w9_d212e14706
J.	w11_d212e14709
</list>
<head id="h2_d212e14716">
Summa	w1_d212e14720
16.	w3_d212e14723
Pers.,	w5_d212e14726
darunter	w7_d212e14729
2.	w9_d212e14732
Kinder.	w11_d212e14735
</head>
<list id="l8_d212e14748">
Den	w1_d212e14752
17.	w3_d212e14755
Jan.	w5_d212e14758
Jn	w7_d212e14761
der	w9_d212e14764
Stadt.	w11_d212e14767
Der	w1_d212e14772
Wol=edle	w3_d212e14775
Hr.	w5_d212e14778
Franz	w7_d212e14781
Ant.	w9_d212e14784
v.	w11_d212e14787
Schmid,	w13_d212e14791
Fürstl.	w15_d212e14794
Seeret.,	w1_d212e14799
im	w3_d212e14802
Esterhaßis.	w5_d212e14805
H.	w7_d212e14808
in	w9_d212e14811
der	w11_d212e14814
Wallerstr.,	w13_d212e14818
alt	w15_d212e14821
54.	w1_d212e14827
J.	w3_d212e14830
Dem	w1_d212e14835
Hrn.	w3_d212e14838
Joh.	w5_d212e14841
Corneli	w7_d212e14844
Hörman,	w9_d212e14847
des	w11_d212e14850
aus.	w13_d212e14854
Stadt	w15_d212e14857
rahts,	w1_d212e14862
s.	w3_d212e14865
Fr.	w5_d212e14868
Maria	w7_d212e14871
Barb.,	w9_d212e14874
in	w11_d212e14877
s.	w13_d212e14881
H.	w15_d212e14884
in	w17_d212e14887
der	w19_d212e14890
unte	w21_d212e14893
ren	w1_d212e14898
Bäckerstr.,	w3_d212e14901
alt	w5_d212e14904
65.	w7_d212e14907
J.	w9_d212e14910
Dem	w1_d212e14916
Hrn.	w3_d212e14919
Joh.	w5_d212e14922
Hutter,	w7_d212e14925
Burgerl.	w9_d212e14928
Handels=m.,	w11_d212e14931
s.	w13_d212e14935
K.	w15_d212e14938
Vincent,	w1_d212e14943
beym	w3_d212e14946
gold.	w5_d212e14949
Wagen	w7_d212e14952
am	w9_d212e14955
alt.	w11_d212e14958
Bauren=m.	w13_d212e14962
alt	w1_d212e14967
4.	w3_d212e14970
1.	w5_d212e14973
h.	w7_d212e14976
J.	w9_d212e14979
Jacob	w1_d212e14984
Kurz,	w3_d212e14987
Burgerl.	w5_d212e14990
Schneid.,	w7_d212e14993
im	w9_d212e14996
erst=bemeldten	w11_d212e14999
H.,	w1_d212e15005
alt	w3_d212e15008
64.	w5_d212e15011
J.	w7_d212e15014
Magdal.	w1_d212e15019
Pettauerin,	w3_d212e15022
led.	w5_d212e15025
Standes,	w7_d212e15028
im	w9_d212e15031
Bäckisch.	w11_d212e15034
H.	w13_d212e15038
auf	w1_d212e15043
der	w3_d212e15046
Sailerst.,	w5_d212e15049
alt	w7_d212e15052
47.	w9_d212e15055
J.	w11_d212e15058
</list>
<head id="h2_d212e15065">
Vor	w1_d212e15069
der	w3_d212e15072
Stadt.	w5_d212e15075
</head>
<list id="l4_d212e15078">
Clara	w1_d212e15082
Schmidin,	w3_d212e15085
Burge=l.	w5_d212e15088
Wittwe,	w7_d212e15091
beym	w9_d212e15094
weissen	w11_d212e15097
Stern	w1_d212e15102
bey	w3_d212e15105
Maria=hülf,	w5_d212e15108
alt	w7_d212e15111
57.	w9_d212e15114
J.	w11_d212e15117
Dem	w1_d212e15122
Math.	w3_d212e15125
Thurner,	w5_d212e15128
Burgerl.	w7_d212e15131
Dräxl.,	w9_d212e15134
s.	w11_d212e15137
K.	w13_d212e15141
Jac.,	w15_d212e15144
beyn	w1_d212e15150
3.	w3_d212e15153
Trommeln	w5_d212e15156
auf	w7_d212e15159
der	w9_d212e15162
Laimgr.,	w11_d212e15165
alt	w13_d212e15169
2.	w15_d212e15172
J.	w17_d212e15175
Der	w1_d212e15180
Elisab.	w3_d212e15183
Spießin,	w5_d212e15186
Wittwe,	w7_d212e15189
ihr	w9_d212e15192
T.	w11_d212e15195
Apol.,	w13_d212e15199
in	w15_d212e15202
ihrem	w1_d212e15207
H.	w3_d212e15210
im	w5_d212e15213
Lerchenf.,	w7_d212e15216
alt	w9_d212e15219
17.	w11_d212e15222
J.	w13_d212e15226
Jos.	w1_d212e15231
Wunder,	w3_d212e15234
Burgerl.	w5_d212e15237
Schneid.,	w7_d212e15240
beym	w9_d212e15243
weis.	w11_d212e15246
Drack.	w13_d212e15250
bey	w1_d212e15256
Maria=hülf,	w3_d212e15259
alt	w5_d212e15262
56.	w7_d212e15265
J.	w9_d212e15268
Dem	w1_d212e15273
Jos.	w3_d212e15276
Großbauer,	w5_d212e15279
Burgerl.	w7_d212e15282
Schuh=mach.,	w9_d212e15285
s.	w11_d212e15288
K.	w13_d212e15292
Elisad.,	w1_d212e15297
bey	w3_d212e15300
der	w5_d212e15303
gold.	w7_d212e15306
Sonn	w9_d212e15309
in	w11_d212e15312
der	w13_d212e15316
Josephst.	w15_d212e15319
1.	w17_d212e15322
J.	w19_d212e15325
Barthl.	w1_d212e15330
Wittiges,	w3_d212e15333
gew.	w5_d212e15336
Lack.,	w7_d212e15339
beym	w9_d212e15342
gut.	w11_d212e15345
Hirt.	w13_d212e15349
am	w15_d212e15352
Thurp,	w1_d212e15358
alt	w3_d212e15361
65.	w5_d212e15364
J.	w7_d212e15367
Georg	w1_d212e15372
Pittner,	w3_d212e15375
Haus=kn.,	w5_d212e15378
beym	w7_d212e15381
Blumen=stock	w9_d212e15384
am	w11_d212e15387
Thury,	w1_d212e15392
alt	w3_d212e15395
28.	w5_d212e15398
J.	w7_d212e15401
Dem	w1_d212e15406
Math.	w3_d212e15409
Riemerer,	w5_d212e15412
Fuhr=kn.,	w7_d212e15415
s.	w9_d212e15418
K.	w11_d212e15421
Barb.,	w13_d212e15425
beym	w15_d212e15428
gold.	w1_d212e15434
Stief.	w3_d212e15437
in	w5_d212e15440
der	w7_d212e15443
Leopoldst.,	w9_d212e15446
alt	w11_d212e15449
5.	w13_d212e15453
v.	w15_d212e15456
J.	w17_d212e15459
Mich.	w1_d212e15464
Koliauer,	w3_d212e15467
Nacht=führer=kn.,	w5_d212e15470
beym	w7_d212e15473
Rund	w9_d212e15476
hautsch.	w1_d212e15481
am	w3_d212e15484
Thury,	w5_d212e15487
alt	w7_d212e15490
30.	w9_d212e15493
J.	w11_d212e15496
Dem	w1_d212e15501
Tod.	w3_d212e15504
Lebzelter,	w5_d212e15507
Tagw.,	w7_d212e15510
s.	w9_d212e15513
W.	w11_d212e15516
Elisab.,	w13_d212e15520
beym	w15_d212e15523
gold.	w1_d212e15529
Stern	w3_d212e15532
zu	w5_d212e15535
Mätzleinstorf,	w7_d212e15538
alt	w9_d212e15541
68.	w11_d212e15544
J.	w13_d212e15548
Varthl.	w1_d212e15553
Schäffer,	w3_d212e15556
Tagw.,	w5_d212e15559
beym	w7_d212e15562
grün.	w9_d212e15565
Baum	w11_d212e15568
am	w13_d212e15572
Hungel=brunn,	w1_d212e15577
alt	w3_d212e15580
55.	w5_d212e15583
J.	w7_d212e15586
</list>
<head id="h2_d212e15593">
Summa	w1_d212e15597
16	w3_d212e15600
Person,	w5_d212e15603
darunter	w7_d212e15606
4.	w9_d212e15609
Kinder.	w11_d212e15612
Den	w1_d212e15617
18.	w3_d212e15620
Januarii.	w5_d212e15623
Jn	w1_d212e15628
der	w3_d212e15631
Stadt.	w5_d212e15634
</head>
<list id="l4_d212e15637">
Hr.	w1_d212e15641
Joh.	w3_d212e15644
Mich.	w5_d212e15647
Schopper,	w7_d212e15650
K.	w9_d212e15653
K.	w11_d212e15656
Kupfer=amts	w13_d212e15660
gelb=zehl.,	w1_d212e15665
im	w3_d212e15668
Beneficiaten.	w5_d212e15671
H.	w7_d212e15674
in	w9_d212e15677
der	w11_d212e15680
Himmel	w13_d212e15684
pfort=gas.,	w1_d212e15689
alt	w3_d212e15692
41.	w5_d212e15695
J.	w7_d212e15698
Dem	w1_d212e15704
Christian	w3_d212e15707
Galludka,	w5_d212e15710
Kutsch.,	w7_d212e15713
s.	w9_d212e15716
K.	w11_d212e15719
Theres.,	w13_d212e15723
bey	w1_d212e15728
der	w3_d212e15731
bl.	w5_d212e15734
Kugel	w7_d212e15737
auf	w9_d212e15740
der	w11_d212e15743
Schotten=bastey,	w13_d212e15747
6.	w15_d212e15750
J.	w17_d212e15753
</list>
<head id="h2_d212e15760">
Vor	w1_d212e15764
der	w3_d212e15767
Stadt.	w5_d212e15770
</head>
<list id="l4_d212e15773">
Dem	w1_d212e15777
Carl	w3_d212e15780
Bellami,	w5_d212e15783
K.	w7_d212e15786
K.	w9_d212e15789
Gäckerey=koch,	w11_d212e15792
s.	w13_d212e15796
K.	w15_d212e15799
Joh.	w17_d212e15802
im	w1_d212e15807
Kollmünzeris.	w3_d212e15810
H.	w5_d212e15813
auf	w7_d212e15816
der	w9_d212e15819
Laimgr.,	w11_d212e15822
alt	w13_d212e15826
3.	w15_d212e15829
J.	w17_d212e15832
Dem	w1_d212e15837
Jgnatz	w3_d212e15840
Scheiber,	w5_d212e15843
Burgerl.	w7_d212e15846
Kuchel=gart.,	w9_d212e15849
s.	w11_d212e15852
T.	w13_d212e15856
Magdal.,	w1_d212e15862
in	w3_d212e15865
s.	w5_d212e15868
H.	w7_d212e15871
in	w9_d212e15874
der	w11_d212e15877
Leopoldst.,	w13_d212e15881
alt	w15_d212e15884
23.	w17_d212e15887
J.	w19_d212e15890
Felix	w1_d212e15895
Steinhofer,	w3_d212e15898
Bild=hauer,	w5_d212e15901
beym	w7_d212e15904
braun.	w9_d212e15907
Hitsch.	w11_d212e15910
im	w1_d212e15915
Lerchenf.	w3_d212e15918
alt	w5_d212e15921
28.	w7_d212e15924
J.	w9_d212e15927
Dem	w1_d212e15932
Joh.	w3_d212e15935
Humel,	w5_d212e15938
Burgerl.	w7_d212e15941
Bind.,	w9_d212e15944
s.	w11_d212e15947
K.	w13_d212e15951
Leop.	w15_d212e15954
im	w1_d212e15960
Binderis.	w3_d212e15963
H	w5_d212e15966
auf	w7_d212e15969
der	w9_d212e15972
Wied.,	w11_d212e15975
alt	w13_d212e15979
4.	w15_d212e15982
J.	w17_d212e15985
Barb.	w1_d212e15990
Deißin,	w3_d212e15993
Wittwe,	w5_d212e15996
in	w7_d212e15999
ihrem	w9_d212e16002
H.	w11_d212e16005
zu	w13_d212e16009
Mätzlein	w15_d212e16012
storf,	w1_d212e16017
alt	w3_d212e16020
76.	w5_d212e16023
J.	w7_d212e16026
</list>
<list id="l6_d212e16030">
Dem	w1_d212e16034
Christoph	w3_d212e16037
Richter,	w5_d212e16040
Lack.,	w7_d212e16043
s.	w9_d212e16046
K.	w11_d212e16049
Joh.,	w13_d212e16053
bey	w15_d212e16056
dem	w17_d212e16059
Kiee=blat	w1_d212e16064
am	w3_d212e16067
Neubau,	w5_d212e16070
alt	w7_d212e16073
4.	w9_d212e16076
J.	w11_d212e16079
Dem	w1_d212e16084
Adam	w3_d212e16087
Haspel,	w5_d212e16090
Haupt=maut=trag.,	w7_d212e16093
s.	w9_d212e16096
K.	w11_d212e16099
Jos.,	w13_d212e16103
im	w1_d212e16109
Kronisteris.	w3_d212e16112
H.	w5_d212e16115
in	w7_d212e16118
der	w9_d212e16121
Leopoldst.,	w11_d212e16124
alt	w13_d212e16128
2.	w15_d212e16131
J.	w17_d212e16134
Jacob	w1_d212e16139
Merkl,	w3_d212e16142
Lehen=kutsch.,	w5_d212e16145
beyn	w7_d212e16148
3.	w9_d212e16151
Mohr.	w11_d212e16154
in	w13_d212e16158
der	w15_d212e16161
Rossau,	w1_d212e16166
alt	w3_d212e16169
74.	w5_d212e16172
J.	w7_d212e16175
Apol.	w1_d212e16180
Kanzlerin,	w3_d212e16183
Wittwe,	w5_d212e16186
im	w7_d212e16189
Garmherz.	w9_d212e16192
Brüder	w11_d212e16195
H.	w1_d212e16201
in	w3_d212e16204
der	w5_d212e16207
Unger=gas,	w7_d212e16210
alt	w9_d212e16213
70.	w11_d212e16216
J.	w13_d212e16220
Dem	w1_d212e16225
Reichard	w3_d212e16228
Edtinger,	w5_d212e16231
Kutsch.,	w7_d212e16234
s.	w9_d212e16237
W.	w11_d212e16240
Anna,	w13_d212e16244
beym	w1_d212e16249
rot.	w3_d212e16252
Thor	w5_d212e16255
in	w7_d212e16258
der	w9_d212e16261
Rossau,	w11_d212e16264
alt	w13_d212e16268
45.	w15_d212e16271
J.	w17_d212e16274
Andre	w1_d212e16279
Meißner,	w3_d212e16282
Haus=kn.,	w5_d212e16285
beym	w7_d212e16288
gold.	w9_d212e16291
Mond=sch.	w11_d212e16294
auf	w1_d212e16300
der	w3_d212e16303
Wied.,	w5_d212e16306
alt	w7_d212e16309
32.	w9_d212e16312
J.	w11_d212e16315
Dem	w1_d212e16320
Lorenz	w3_d212e16323
Mayr,	w5_d212e16326
Tagw.,	w7_d212e16329
s.	w9_d212e16332
W.	w11_d212e16335
Anna,	w13_d212e16339
bey	w15_d212e16342
dem	w17_d212e16345
Wall	w1_d212e16350
sisch	w3_d212e16353
im	w5_d212e16356
Lerchenf.,	w7_d212e16359
alt	w9_d212e16362
65.	w11_d212e16365
J.	w13_d212e16369
</list>
<head id="h2_d212e16377">
Suma	w1_d212e16381
14	w3_d212e16384
Derion.,	w5_d212e16387
darunter	w7_d212e16390
5.	w9_d212e16393
Kinder.	w11_d212e16396
Den	w1_d212e16401
19.	w3_d212e16404
Januarii.	w5_d212e16407
Jn	w1_d212e16412
der	w3_d212e16415
Stadt.	w5_d212e16418
</head>
<list id="l4_d212e16421">
Hr.	w1_d212e16425
Steph.	w3_d212e16428
de	w5_d212e16431
Pander,	w7_d212e16434
Kaisetl.	w9_d212e16437
Architect,	w11_d212e16440
im	w13_d212e16444
Lowe	w15_d212e16447
nauis.	w1_d212e16452
H.	w3_d212e16455
im	w5_d212e16458
Rott	w7_d212e16461
gäs.,	w9_d212e16464
alt	w11_d212e16467
29.	w13_d212e16471
J.	w15_d212e16474
Eva	w1_d212e16479
Zulechnerin,	w3_d212e16482
led.	w5_d212e16485
M.,	w7_d212e16488
im	w9_d212e16491
Schleglisch.	w11_d212e16494
H.	w13_d212e16498
auf	w15_d212e16501
dem	w1_d212e16507
Schotten=thor,	w3_d212e16510
alt	w5_d212e16513
52.	w7_d212e16516
J.	w9_d212e16519
</list>
<head id="h2_d212e16526">
Vor	w1_d212e16530
der	w3_d212e16533
Stadt.	w5_d212e16536
</head>
<list id="l4_d212e16539">
Dem	w1_d212e16543
Joh.	w3_d212e16546
Brindl,	w5_d212e16549
Burgerl.	w7_d212e16552
Dräxl.,	w9_d212e16555
s.	w11_d212e16558
K.	w13_d212e16562
Rosal.,	w15_d212e16565
in	w1_d212e16570
s.	w3_d212e16573
H.	w5_d212e16576
oberm	w7_d212e16579
Neustift,	w9_d212e16582
alt	w11_d212e16585
7.	w13_d212e16589
v.	w15_d212e16592
J.	w17_d212e16595
Dem	w1_d212e16600
Math.	w3_d212e16603
Wimmer,	w5_d212e16606
Burgerl.	w7_d212e16609
Schlos.,	w9_d212e16612
s.	w11_d212e16615
W.	w13_d212e16619
An	w15_d212e16622
na,	w1_d212e16628
beyn	w3_d212e16631
3.	w5_d212e16634
Hüt.	w7_d212e16637
bey	w9_d212e16640
St	w11_d212e16643
Ulrich,	w13_d212e16647
alt	w15_d212e16650
78.	w17_d212e16653
J.	w19_d212e16656
Wilh.	w1_d212e16661
Himler,	w3_d212e16664
Schneid.,	w5_d212e16667
in	w7_d212e16670
der	w9_d212e16673
Dorothe=wühl	w11_d212e16676
zu	w13_d212e16680
Gumpendorf,	w1_d212e16685
alt	w3_d212e16688
77.	w5_d212e16691
J.	w7_d212e16694
Dem	w1_d212e16699
Joh.	w3_d212e16702
Winter,	w5_d212e16705
Schuh=mach.,	w7_d212e16708
s.	w9_d212e16711
K.	w11_d212e16714
Clara,	w13_d212e16718
im	w15_d212e16721
Gunstis.	w1_d212e16727
H	w3_d212e16730
bey	w5_d212e16733
Maria=hülf,	w7_d212e16736
alt	w9_d212e16739
4.	w11_d212e16742
J.	w13_d212e16746
Theres.	w1_d212e16751
Stolzin,	w3_d212e16754
Wittwe,	w5_d212e16757
im	w7_d212e16760
Ulrichis.	w9_d212e16763
H.	w11_d212e16766
auf	w13_d212e16770
der	w15_d212e16773
Landstr.,	w1_d212e16778
alt	w3_d212e16781
63.J	w5_d212e16784
Georg	w1_d212e16789
Hofman,	w3_d212e16792
Tagw.,	w5_d212e16795
in	w7_d212e16798
s.	w9_d212e16801
H.	w11_d212e16804
zu	w13_d212e16808
Erdh.,	w15_d212e16811
36.	w17_d212e16814
J.	w19_d212e16817
Ant.	w1_d212e16823
Brätl,	w3_d212e16826
Trag.,	w5_d212e16829
beym	w7_d212e16832
Pelican	w9_d212e16835
im	w11_d212e16838
Liechtenth.,	w13_d212e16842
alt	w1_d212e16847
28.	w3_d212e16850
J.	w5_d212e16853
Dem	w1_d212e16858
Mich.	w3_d212e16861
Tieffenbacher,	w5_d212e16864
Tagw.,	w7_d212e16867
s.	w9_d212e16870
K.	w11_d212e16873
Rosa,	w13_d212e16877
bey	w15_d212e16880
dem	w1_d212e16885
weis.	w3_d212e16888
Ochs.	w5_d212e16891
im	w7_d212e16894
Liechtenth.,	w9_d212e16897
alt	w11_d212e16900
5.	w13_d212e16904
v.	w15_d212e16907
J.	w17_d212e16910
Magdal.	w1_d212e16916
Mülleckerin,	w3_d212e16919
alt	w5_d212e16922
97.	w7_d212e16925
J.,	w9_d212e16928
im	w11_d212e16931
lang.	w13_d212e16935
Keller.	w15_d212e16938
Summa	w1_d212e16943
11.	w3_d212e16946
Pers.,	w5_d212e16949
darunter	w7_d212e16952
3.	w9_d212e16955
Kinder.	w11_d212e16958
</list>
<head id="h2_d212e16965">
EDICT.	w1_d212e16969
</head>
<p id="p4_d212e16972">
Von	w1_d212e16976
dem	w3_d212e16979
eines	w5_d212e16982
Lohe	w7_d212e16985
würdigen	w9_d212e16988
GOttes	w11_d212e16991
hauß	w1_d212e16996
ad	w3_d212e16999
Sanctum	w5_d212e17002
Jacobum,	w7_d212e17005
zu	w9_d212e17008
Pockflüß,	w11_d212e17011
aufgestelten	w1_d212e17016
Judicio	w3_d212e17019
delegato.	w5_d212e17022
wird	w7_d212e17025
hiemit	w9_d212e17028
jedermänniglich	w1_d212e17034
zu	w3_d212e17037
wissen	w5_d212e17040
gemacht,	w7_d212e17043
was	w9_d212e17046
mas	w11_d212e17049
fen	w1_d212e17054
die	w3_d212e17057
Frau	w5_d212e17060
Elisabeth	w7_d212e17063
Paußingerin	w9_d212e17066
wider	w11_d212e17069
Herrn	w1_d212e17074
Johann	w3_d212e17077
Michael	w5_d212e17080
Eder	w7_d212e17083
Badern	w9_d212e17086
zu	w11_d212e17089
Pock	w13_d212e17093
flüß	w1_d212e17098
wegen	w3_d212e17101
ihrer	w5_d212e17104
an	w7_d212e17107
ihme	w9_d212e17110
zu	w11_d212e17113
fordern	w13_d212e17117
habender	w15_d212e17120
Schuld=post	w1_d212e17126
bey	w3_d212e17129
ob=berührten	w5_d212e17132
judicio	w7_d212e17135
Dele-	w9_d212e17138
gato,	w1_d212e17143
um	w3_d212e17146
eine	w5_d212e17149
nochmalige	w7_d212e17152
Licitation	w9_d212e17155
seiner	w11_d212e17158
zu	w1_d212e17163
Pockflüß	w3_d212e17166
ligend	w5_d212e17169
und	w7_d212e17172
bereits	w9_d212e17175
gerichtlich	w11_d212e17178
geschätzten	w1_d212e17183
Behausung,	w3_d212e17186
und	w5_d212e17189
Baders=gewerb	w7_d212e17192
in	w1_d212e17198
via	w3_d212e17201
Executionis,	w5_d212e17204
angelanget,	w7_d212e17207
von	w9_d212e17210
Sei	w11_d212e17213
ten	w1_d212e17218
des	w3_d212e17221
ersagten	w5_d212e17224
Judicii	w7_d212e17227
Delegati	w9_d212e17230
auch	w11_d212e17233
in	w13_d212e17237
solches	w1_d212e17242
der	w3_d212e17245
obbenannten	w5_d212e17248
Klägerin	w7_d212e17251
billiges	w9_d212e17254
</p>
<p id="p10_d212e17267">
Begehren	w1_d212e17271
über	w3_d212e17274
die	w5_d212e17277
in	w7_d212e17280
Sachen	w9_d212e17283
eingeloffene	w11_d212e17286
Er	w13_d212e17290
rinnerung	w1_d212e17295
der	w3_d212e17298
Ordnung	w5_d212e17301
nach	w7_d212e17304
untern	w9_d212e17307
23.	w11_d212e17310
No	w13_d212e17314
vember	w1_d212e17319
dies	w3_d212e17322
Jahrs	w5_d212e17325
gewilliget,	w7_d212e17328
und	w9_d212e17331
zu	w11_d212e17334
so	w13_d212e17338
thaner	w1_d212e17344
Licitirung	w3_d212e17347
den	w5_d212e17350
28.	w7_d212e17353
Jan.	w9_d212e17356
1758.	w11_d212e17359
Vor	w13_d212e17363
mittag	w1_d212e17368
um	w3_d212e17371
8.	w5_d212e17374
Uhr	w7_d212e17377
hiemit	w9_d212e17380
bestimmet	w11_d212e17383
worde	w13_d212e17387
sey.	w15_d212e17390
</p>
<p id="p12_d212e17394">
Solchemnach	w1_d212e17398
werden	w3_d212e17401
alle	w5_d212e17404
von	w7_d212e17407
seiner	w9_d212e17410
Be	w11_d212e17413
hörde	w1_d212e17418
examinirt-	w3_d212e17421
und	w5_d212e17424
approbirte	w7_d212e17427
Bader,	w9_d212e17430
oder	w1_d212e17435
die	w3_d212e17438
sich	w5_d212e17441
verbindlich	w7_d212e17444
erkläreten,	w9_d212e17447
von	w11_d212e17450
seiner	w13_d212e17454
Behörde	w1_d212e17460
die	w3_d212e17463
erforderliche	w5_d212e17466
Approbation	w7_d212e17469
zu	w9_d212e17472
bewürken,	w1_d212e17477
welche	w3_d212e17480
das	w5_d212e17483
bedeutete	w7_d212e17486
Haus,	w9_d212e17489
und	w11_d212e17492
Bader=gewerb	w1_d212e17497
käuflich	w3_d212e17500
an	w5_d212e17503
sich	w7_d212e17506
zu	w9_d212e17509
bringen	w11_d212e17512
willens,	w1_d212e17517
auf	w3_d212e17520
dem	w5_d212e17523
obbestimmten	w7_d212e17526
Tag	w9_d212e17529
und	w11_d212e17532
Stund	w13_d212e17536
in	w1_d212e17542
dem	w3_d212e17545
Pfarr=hof	w5_d212e17548
zu	w7_d212e17551
Pockflüß	w9_d212e17554
zu	w11_d212e17557
erscheinen,	w13_d212e17561
und	w1_d212e17566
sich	w3_d212e17569
anzumelden	w5_d212e17572
haben,	w7_d212e17575
allwo	w9_d212e17578
sodann	w11_d212e17581
das	w1_d212e17586
weitere	w3_d212e17589
tractiret,	w5_d212e17592
und	w7_d212e17595
abgehandlet	w9_d212e17598
wer	w11_d212e17601
den	w1_d212e17606
solle.	w3_d212e17609
Actum	w5_d212e17612
Wien	w7_d212e17615
den	w9_d212e17618
23.	w11_d212e17621
Novem	w13_d212e17625
dris	w1_d212e17631
1757.	w3_d212e17634
</p>
<head id="h2_d212e17640">
EDICT.	w1_d212e17644
</head>
<p id="p4_d212e17647">
Von	w1_d212e17651
der	w3_d212e17654
Kaiserl.	w5_d212e17657
Königl.	w7_d212e17660
Hospitalsherr	w9_d212e17663
schaft	w1_d212e17668
Wolkersdorf	w3_d212e17671
wegen,	w5_d212e17674
wird	w7_d212e17677
hiermit	w9_d212e17680
je	w11_d212e17683
dermänniglich,	w1_d212e17688
denen	w3_d212e17691
daran	w5_d212e17694
gelegen	w7_d212e17697
kund,	w9_d212e17700
und	w1_d212e17706
zu	w3_d212e17709
wissen	w5_d212e17712
gemacht,	w7_d212e17715
welcher	w9_d212e17718
gestalten	w11_d212e17721
über	w1_d212e17726
Absterben	w3_d212e17729
Jacob	w5_d212e17732
Schlesingers,	w7_d212e17735
gewesten	w9_d212e17738
Unterthans	w1_d212e17743
und	w3_d212e17746
Schmied=meisters	w5_d212e17749
zu	w7_d212e17752
Obers	w9_d212e17755
dorf,	w1_d212e17760
eine	w3_d212e17763
Convocations=tagsatzung	w5_d212e17766
pro	w7_d212e17769
Ter	w9_d212e17772
mino	w1_d212e17778
1.	w3_d212e17781
2.	w5_d212e17784
und	w7_d212e17787
3.	w9_d212e17790
auf	w11_d212e17793
den	w13_d212e17797
3ten	w15_d212e17800
Febr.	w17_d212e17803
nächst	w19_d212e17806
künftigen	w1_d212e17811
1758sten	w3_d212e17814
Jahrs	w5_d212e17817
angeordnet	w7_d212e17820
seye,	w9_d212e17823
an	w1_d212e17828
welcher	w3_d212e17831
Tag	w5_d212e17834
demnach	w7_d212e17837
all=jene,	w9_d212e17840
welche	w11_d212e17843
an	w1_d212e17848
der	w3_d212e17851
Schlesingerischen	w5_d212e17854
Verlassenschaft	w7_d212e17857
sub	w9_d212e17860
quocunque	w1_d212e17866
titulo	w3_d212e17869
einige	w5_d212e17872
Sprüch	w7_d212e17875
oder	w9_d212e17878
An	w11_d212e17881
forderungen	w1_d212e17886
haben,	w3_d212e17889
oder	w5_d212e17892
zu	w7_d212e17895
haben	w9_d212e17898
vermeinen,	w11_d212e17901
Vormittags	w1_d212e17906
um	w3_d212e17909
9.	w5_d212e17912
Uhr	w7_d212e17915
zu	w9_d212e17918
erscheinen,	w11_d212e17921
und	w13_d212e17925
ihre	w1_d212e17930
Forderungen	w3_d212e17933
also	w5_d212e17936
gewiß	w7_d212e17939
anzumelden,	w9_d212e17942
und	w11_d212e17945
behörig	w1_d212e17951
zu	w3_d212e17954
liquidiren	w5_d212e17957
