<doc id="wr_1760-09-17" attrs="word" year="1760" month="09" day="17" corpus="2">
<head id="h2_d485e2492">
Neu=york	w1_d485e2496
Hrn.	w3_d485e13308
Math.	w5_d485e13311
Gössenhart,	w7_d485e13314
K.	w9_d485e13317
K.	w11_d485e13320
Saalthürhü	w13_d485e13324
tern,	w1_d485e13329
s.	w3_d485e13332
Fr.	w5_d485e13335
Theres.,	w7_d485e13338
in	w9_d485e13341
s.	w11_d485e13344
H.	w13_d485e13348
in	w15_d485e13351
der	w17_d485e13354
Leopold.,	w19_d485e13357
alt	w21_d485e13360
44.	w1_d485e13365
J.	w3_d485e13368
Dem	w1_d485e13374
Hrn.	w3_d485e13377
Ant.	w5_d485e13380
Greif,	w7_d485e13383
Sper	w9_d485e13386
einnehm.	w11_d485e13389
s.	w13_d485e13393
Fr.	w15_d485e13396
Cath.	w17_d485e13399
beym	w1_d485e13404
gr.	w3_d485e13407
Kranz	w5_d485e13410
auf	w7_d485e13413
der	w9_d485e13416
Wied.,	w11_d485e13419
alt	w13_d485e13423
62.	w15_d485e13426
J.	w17_d485e13429
Dem	w1_d485e13434
Leonh.	w3_d485e13437
Hafenbratl,	w5_d485e13440
Schneid.,	w7_d485e13443
s.	w9_d485e13446
W.	w11_d485e13449
Anna,	w13_d485e13453
bey	w1_d485e13458
der	w3_d485e13461
H.	w5_d485e13464
Dreyfaltigk.	w7_d485e13467
auf	w9_d485e13470
der	w11_d485e13473
Laingt,	w13_d485e13477
32.	w15_d485e13480
J.	w17_d485e13483
Dem	w1_d485e13489
Hrn.	w3_d485e13492
Joh.	w5_d485e13495
Raberger,	w7_d485e13498
Hausmeist.,	w9_d485e13501
s.	w11_d485e13504
W.	w13_d485e13508
Ca	w15_d485e13511
thar.,	w1_d485e13516
beym	w3_d485e13519
weis.	w5_d485e13522
Kreutz	w7_d485e13525
am	w9_d485e13528
Spitalberg,	w11_d485e13531
47.	w13_d485e13535
J.	w15_d485e13538
Dem	w1_d485e13543
Math.	w3_d485e13546
Wenzky,	w5_d485e13549
Schneid,	w7_d485e13552
s.	w9_d485e13555
K.	w11_d485e13558
Wolf,	w13_d485e13562
bey	w15_d485e13565
dem	w17_d485e13568
Blumen=stock	w1_d485e13573
am	w3_d485e13576
Hundsth,	w5_d485e13579
alt	w7_d485e13582
8	w9_d485e13585
J.	w11_d485e13588
</list>
<head id="h2_d485e13595">
Summa	w1_d485e13599
7.	w3_d485e13602
Pers.,	w5_d485e13605
darunter	w7_d485e13608
2.	w9_d485e13611
Kind.	w11_d485e13614
</head>
<p id="p4_d485e13617">
Den	w1_d485e13621
22.	w3_d485e13624
Sept.	w5_d485e13627
1760.	w7_d485e13630
fruh	w9_d485e13633
von	w11_d485e13636
9.	w13_d485e13640
bis	w15_d485e13643
10.	w17_d485e13646
Uhr	w19_d485e13649
wird	w1_d485e13654
zu	w3_d485e13657
Pentzing	w5_d485e13660
die	w7_d485e13663
Leopold	w9_d485e13666
Michael	w11_d485e13669
Huberische	w13_d485e13673
Behausung	w1_d485e13678
samt	w3_d485e13681
dabey	w5_d485e13684
befindl.	w7_d485e13687
Gärtel,	w9_d485e13690
und	w11_d485e13693
Hof	w13_d485e13697
statt=wein=garten	w1_d485e13703
nebst	w3_d485e13706
148.	w5_d485e13709
Emer	w7_d485e13712
leere	w9_d485e13715
eisene	w11_d485e13718
Banden	w1_d485e13723
dem	w3_d485e13726
Meistbietenden	w5_d485e13729
verkauffet	w7_d485e13732
werden.	w9_d485e13735
Wer	w1_d485e13740
also	w3_d485e13743
ein	w5_d485e13746
oder	w7_d485e13749
anderes	w9_d485e13752
an	w11_d485e13755
sich	w13_d485e13759
zu	w15_d485e13762
bringen	w17_d485e13765
geden	w19_d485e13768
ket,	w1_d485e13773
hat	w3_d485e13776
sich	w5_d485e13779
dessentwegen	w7_d485e13782
auf	w9_d485e13785
bestimten	w11_d485e13788
Tag	w13_d485e13792
und	w15_d485e13795
Stund	w1_d485e13801
in	w3_d485e13804
dem	w5_d485e13807
sogenant=Märtlischen	w7_d485e13810
Haus	w9_d485e13813
allda	w11_d485e13816
anzumelden.	w1_d485e13821
</p>
<p id="p6_d485e13824">
Nachdeme	w1_d485e13828
zu	w3_d485e13831
Befolgung	w5_d485e13834
des	w7_d485e13837
unterm	w9_d485e13840
31.	w11_d485e13843
De	w13_d485e13847
cemb.	w1_d485e13852
1751.	w3_d485e13855
erlassen	w5_d485e13858
allerhöchsten	w7_d485e13861
Landes=fürstl.	w9_d485e13864
Befehl	w1_d485e13869
vor	w3_d485e13872
anheuer	w5_d485e13875
das	w7_d485e13878
Wein=lösen	w9_d485e13881
unter	w11_d485e13884
des	w13_d485e13888
Fürstl.	w1_d485e13894
Stifts	w3_d485e13897
Closter=neuburg	w5_d485e13900
Berg=herrlichen	w7_d485e13903
Jurisdiction,	w1_d485e13908
als	w3_d485e13911
zu	w5_d485e13914
und	w7_d485e13917
um	w9_d485e13920
Kallenberg,	w11_d485e13923
Meid	w13_d485e13927
ling,	w1_d485e13932
um	w3_d485e13935
Closter=neuburg,	w5_d485e13938
Kritzendorf,	w7_d485e13941
und	w9_d485e13944
Höflein;	w1_d485e13949
Jtem	w3_d485e13952
Heilingstadt,	w5_d485e13955
Nußdorf;	w7_d485e13958
Grin	w9_d485e13961
zing,	w1_d485e13967
Unter=töbling,	w3_d485e13970
Sallmannstorf,	w5_d485e13973
Meidling	w7_d485e13976
und	w1_d485e13981
Ottakrin	w3_d485e13984
bey	w5_d485e13987
anhoffend	w7_d485e13990
fürdaurenden	w9_d485e13993
guten	w11_d485e13996
Wetter,	w1_d485e14001
auf	w3_d485e14004
den	w5_d485e14007
30.	w7_d485e14010
Septemb.	w9_d485e14013
in	w11_d485e14016
der	w13_d485e14020
Ebne;	w15_d485e14023
und	w1_d485e14028
den	w3_d485e14031
2.	w5_d485e14034
Octob.	w7_d485e14037
in	w9_d485e14040
dem	w11_d485e14043
Gebürg	w13_d485e14047
seinen	w15_d485e14050
Anfang	w17_d485e14053
nehmen	w1_d485e14059
solle.	w3_d485e14062
Als	w5_d485e14065
wird	w7_d485e14068
ein	w9_d485e14071
solches	w11_d485e14074
jedermännt	w13_d485e14078
glich	w1_d485e14083
kund	w3_d485e14086
gemachet.	w5_d485e14089
</p>
<p id="p8_d485e14092">
Es	w1_d485e14096
ist	w3_d485e14099
tägl.	w5_d485e14102
eine	w7_d485e14105
grosse	w9_d485e14108
Connexion	w11_d485e14111
von	w13_d485e14115
Antiquen	w15_d485e14118
Römisch	w1_d485e14123
und	w3_d485e14126
anderer	w5_d485e14129
raren	w7_d485e14132
goldenen	w9_d485e14135
Metaillen,	w11_d485e14138
mehr	w1_d485e14143
ein	w3_d485e14146
dergleichen	w5_d485e14149
von	w7_d485e14152
Silbernen	w9_d485e14155
und	w11_d485e14158
Kupfer	w13_d485e14162
nen,	w1_d485e14168
welche	w3_d485e14171
zwar	w5_d485e14174
noch	w7_d485e14177
nicht	w9_d485e14180
rangiret	w11_d485e14183
seynd,	w13_d485e14187
und	w15_d485e14190
an	w17_d485e14193
deren	w1_d485e14198
dergleichen	w3_d485e14201
Raritäten	w5_d485e14204
zu	w7_d485e14207
verkauffen,	w9_d485e14210
wer	w11_d485e14213
darzu	w1_d485e14218
ein	w3_d485e14221
Belieben	w5_d485e14224
traget,	w7_d485e14227
kan	w9_d485e14230
sich	w11_d485e14233
in	w13_d485e14237
dem	w15_d485e14240
soge	w17_d485e14243
nannten	w1_d485e14248
Steinl=wirts=haus	w3_d485e14251
im	w5_d485e14254
dritten	w7_d485e14257
Stock	w9_d485e14260
nebst	w11_d485e14263
denen	w1_d485e14269
obern	w3_d485e14272
Jesuiten	w5_d485e14275
anmelden.	w7_d485e14278
</p>
<p id="p10_d485e14281">
Es	w1_d485e14285
wird	w3_d485e14288
hiemit	w5_d485e14291
jedermänniglich	w7_d485e14294
kund	w9_d485e14297
und	w11_d485e14300
zu	w13_d485e14304
wissen	w1_d485e14309
gemachet,	w3_d485e14312
welchergestalten	w5_d485e14315
den	w7_d485e14318
22.	w9_d485e14321
dies	w11_d485e14324
lauf	w13_d485e14328
fenden	w1_d485e14333
Monats	w3_d485e14336
Septembris	w5_d485e14339
die	w7_d485e14342
auf	w9_d485e14345
der	w11_d485e14348
neuen	w13_d485e14352
Wie	w15_d485e14355
den	w1_d485e14361
gelegen	w3_d485e14364
sogenannt=Kaiserische	w5_d485e14367
Behausung	w7_d485e14370
of	w9_d485e14373
fentlich	w1_d485e14378
wird	w3_d485e14381
feil	w5_d485e14384
geboten	w7_d485e14387
werden,	w9_d485e14390
wer	w11_d485e14393
nun	w13_d485e14397
sothane	w15_d485e14400
Behausung	w1_d485e14405
käuflichen	w3_d485e14408
an	w5_d485e14411
sich	w7_d485e14414
zu	w9_d485e14417
bringen	w11_d485e14420
gedenket,	w13_d485e14424
derselbe	w1_d485e14429
beliebe	w3_d485e14432
sich	w5_d485e14435
an	w7_d485e14438
ob	w9_d485e14441
bestimmten	w11_d485e14444
Tag	w13_d485e14448
fruhe	w15_d485e14451
um	w17_d485e14454
8.	w1_d485e14460
Uhr	w3_d485e14463
auf	w5_d485e14466
dem	w7_d485e14469
allhiesigen	w9_d485e14472
Raht=haus	w11_d485e14475
anzumelden.	w13_d485e14479
</p>
<p id="p16_d485e14493">
Es	w1_d485e14497
wird	w3_d485e14500
hiemit	w5_d485e14503
jedermänniglich	w7_d485e14506
zu	w9_d485e14509
wissen	w11_d485e14512
an	w13_d485e14516
gefüget,	w1_d485e14521
welcher=massen	w3_d485e14524
die	w5_d485e14527
Frau	w7_d485e14530
Maria	w9_d485e14533
Elisa	w11_d485e14536
beth	w1_d485e14541
Zellnerin,	w3_d485e14544
verwittibt=Burgerl.	w5_d485e14547
Lebzelterin	w7_d485e14550
in	w1_d485e14556
der	w3_d485e14559
Stadt	w5_d485e14562
Korneuburg,	w7_d485e14565
ihre	w9_d485e14568
alda	w11_d485e14571
besitzend	w13_d485e14575
wol	w1_d485e14580
gebaute	w3_d485e14583
Behausung	w5_d485e14586
und	w7_d485e14589
Lebzelters=profeßion,	w9_d485e14592
samt	w1_d485e14597
allen	w3_d485e14600
Zugehörungen	w5_d485e14603
licitando	w7_d485e14606
dem	w9_d485e14609
Meistbie	w11_d485e14612
tenden	w1_d485e14617
zu	w3_d485e14620
verkauffen	w5_d485e14623
entschlossen	w7_d485e14626
seye;	w9_d485e14629
Wer	w11_d485e14632
dem	w13_d485e14636
nach	w1_d485e14642
hierumen	w3_d485e14645
Kausser	w5_d485e14648
zu	w7_d485e14651
seyn	w9_d485e14654
Verlangen	w11_d485e14657
traget,	w13_d485e14661
der	w1_d485e14666
beliebe	w3_d485e14669
sich	w5_d485e14672
den	w7_d485e14675
27.	w9_d485e14678
dies	w11_d485e14681
Monats	w13_d485e14685
Septemb.	w15_d485e14688
fruh	w1_d485e14693
um	w3_d485e14696
9.	w5_d485e14699
Uhr	w7_d485e14702
in	w9_d485e14705
bemeldter	w11_d485e14708
Frau	w13_d485e14712
Zellnerin	w15_d485e14715
Be	w17_d485e14718
hausung	w1_d485e14723
zu	w3_d485e14726
Korneuburg	w5_d485e14729
einzufinden.	w7_d485e14732
</p>
<p id="p18_d485e14735">
Den	w1_d485e14739
26.	w3_d485e14742
Septemb.	w5_d485e14745
fruh	w7_d485e14748
um	w9_d485e14751
8.	w11_d485e14754
Uhr	w13_d485e14758
wird	w15_d485e14761
auf	w17_d485e14764
der	w1_d485e14769
Hoch=gräflichen	w3_d485e14772
Herrschaft	w5_d485e14775
zu	w7_d485e14778
Unterwalter	w9_d485e14781
storf	w1_d485e14786
des	w3_d485e14789
Gregorii	w5_d485e14792
Schmid,	w7_d485e14795
und	w9_d485e14798
Annä	w11_d485e14801
Mariä	w13_d485e14805
dessen	w1_d485e14811
Ehewirtin,	w3_d485e14814
das	w5_d485e14817
zu	w7_d485e14820
Unterwalterstorf	w9_d485e14823
sich	w11_d485e14826
be	w13_d485e14830
findliche	w1_d485e14835
Halb=lehen=haus	w3_d485e14838
samt	w5_d485e14841
dem	w7_d485e14844
Saiffensie	w9_d485e14847
der=gewerb	w1_d485e14852
und	w3_d485e14855
vorhandenen	w5_d485e14858
Handwerksrequisi	w7_d485e14861
ten,	w1_d485e14866
dann	w3_d485e14869
13.	w5_d485e14872
ein	w7_d485e14875
Viertl	w9_d485e14878
Joch	w11_d485e14881
zu	w13_d485e14885
dieser	w15_d485e14888
Behau	w17_d485e14891
sung	w1_d485e14897
gehörige	w3_d485e14900
Haus=äcker	w5_d485e14903
plus	w7_d485e14906
offerenti	w9_d485e14909
verkauf	w11_d485e14912
fet	w1_d485e14917
werden;	w3_d485e14920
wer	w5_d485e14923
solches	w7_d485e14926
Schmidische	w9_d485e14929
Halblehen	w11_d485e14932
haus	w1_d485e14937
samt	w3_d485e14940
dem	w5_d485e14943
Saiffen=sieder=gewerb	w7_d485e14946
und	w9_d485e14949
vor	w11_d485e14952
handenen	w1_d485e14957
Handwerks=requisiten,	w3_d485e14960
dann	w5_d485e14963
13.	w7_d485e14966
ein	w9_d485e14969
Viertl	w1_d485e14975
Joch	w3_d485e14978
Haus=äcker	w5_d485e14981
käuflichen	w7_d485e14984
an	w9_d485e14987
sich	w11_d485e14990
zu	w13_d485e14994
bringen	w1_d485e14999
gedenket,	w3_d485e15002
wird	w5_d485e15005
an	w7_d485e15008
obbestimmten	w9_d485e15011
Tag	w11_d485e15014
und	w1_d485e15019
Stund	w3_d485e15022
auf	w5_d485e15025
der	w7_d485e15028
Hoch=gräfl.	w9_d485e15031
unterwalterstor	w11_d485e15034
sischen	w1_d485e15039
Herrschafts=canzley	w3_d485e15042
zu	w5_d485e15045
erscheinen	w7_d485e15048
einge	w9_d485e15051
laden.	w1_d485e15057
</p>
<list id="l20_d485e15060">
</list>
<list id="l22_d485e15065">
haben:	w1_d485e15069
Esprit	w1_d485e15074
du	w3_d485e15077
Chevalier	w5_d485e15080
Folard	w7_d485e15083
tiré	w9_d485e15086
de	w11_d485e15089
ses	w13_d485e15093
commentaires	w15_d485e15096
sur	w1_d485e15101
l'histoire	w3_d485e15104
de	w5_d485e15107
Polybe	w7_d485e15110
pour	w9_d485e15113
l'usage	w11_d485e15116
d'un	w13_d485e15120
Officier	w15_d485e15123
de	w1_d485e15129
Main	w3_d485e15132
de	w5_d485e15135
Maitre,	w7_d485e15138
avec	w9_d485e15141
les	w11_d485e15144
Plans	w13_d485e15148
&	w15_d485e15151
les	w17_d485e15154
figures	w19_d485e15157
necessaires	w1_d485e15162
pour	w3_d485e15165
l'intelligence	w5_d485e15168
de	w7_d485e15171
cet	w9_d485e15174
abregé,	w11_d485e15177
gros	w13_d485e15181
8.	w1_d485e15186
Paris	w3_d485e15189
1760.	w5_d485e15192
à	w7_d485e15195
4.	w9_d485e15198
fl.	w11_d485e15201
15.	w13_d485e15205
xr.	w15_d485e15208
Kern	w1_d485e15213
aus	w3_d485e15216
des	w5_d485e15219
Ritters	w7_d485e15222
Herrn	w9_d485e15225
von	w11_d485e15228
Folard	w13_d485e15232
Er	w15_d485e15235
klärungen	w1_d485e15241
über	w3_d485e15244
die	w5_d485e15247
Geschichte	w7_d485e15250
des	w9_d485e15253
Polpbiuszu	w11_d485e15256
Gebrauch	w1_d485e15261
eines	w3_d485e15264
Officiers	w5_d485e15267
von	w7_d485e15270
hoher	w9_d485e15273
Hand,	w11_d485e15276
nebst	w13_d485e15280
den	w1_d485e15285
zum	w3_d485e15288
Verstande	w5_d485e15291
dieses	w7_d485e15294
kurzen	w9_d485e15297
Begriffes	w11_d485e15300
nöhti	w13_d485e15304
gen	w1_d485e15309
Rissen	w3_d485e15312
und	w5_d485e15315
Vorstellungen,	w7_d485e15318
aus	w9_d485e15321
dem	w11_d485e15324
Fran	w13_d485e15328
zösischen	w1_d485e15334
übersetzet,	w3_d485e15337
groß	w5_d485e15340
8vo.	w7_d485e15343
1760.	w9_d485e15346
à	w11_d485e15349
3.	w13_d485e15353
fl.	w15_d485e15356
15.	w17_d485e15359
kr.	w19_d485e15362
4	w1_d485e15367
Dictionaire	w3_d485e15370
portatif	w5_d485e15373
de	w7_d485e15376
sante	w9_d485e15379
dans	w11_d485e15382
lequel	w13_d485e15386
tout	w15_d485e15389
le	w1_d485e15394
monde	w3_d485e15397
peut	w5_d485e15400
prendre	w7_d485e15403
une	w9_d485e15406
connoisance	w11_d485e15409
suffisante	w13_d485e15413
de	w1_d485e15418
toures	w3_d485e15421
les	w5_d485e15424
maladies	w7_d485e15427
&t.	w9_d485e15430
2.	w11_d485e15433
Tomes,	w13_d485e15437
12.	w15_d485e15440
Paris	w17_d485e15443
1760.	w1_d485e15449
à.	w3_d485e15452
2.	w5_d485e15455
fl.	w7_d485e15458
30.	w9_d485e15461
3r.	w11_d485e15464
</list>
<p id="p24_d485e15469">
Nächstkünftigen	w1_d485e15473
Dienstag,	w3_d485e15476
als	w5_d485e15479
den	w7_d485e15482
23.	w9_d485e15485
dies	w11_d485e15488
Mo	w13_d485e15492
nats	w1_d485e15497
werden	w3_d485e15500
auf	w5_d485e15503
dem	w7_d485e15506
Hohen	w9_d485e15509
markt	w11_d485e15512
in	w13_d485e15516
dem	w15_d485e15519
Maure	w17_d485e15522
rischen	w1_d485e15527
Haus	w3_d485e15530
im	w5_d485e15533
2ten	w7_d485e15536
Stock	w9_d485e15539
auf	w11_d485e15542
die	w13_d485e15546
Gassen	w15_d485e15549
ge	w17_d485e15552
gen	w1_d485e15558
über	w3_d485e15561
dem	w5_d485e15564
Brunn=haus	w7_d485e15567
verschiedene	w9_d485e15570
Verlassen	w11_d485e15573
schafts=offecten,	w1_d485e15578
als:	w3_d485e15581
Jubellen,	w5_d485e15584
goldene	w7_d485e15587
Toback	w9_d485e15590
bosen,	w1_d485e15595
silberne	w3_d485e15598
Uhren,	w5_d485e15601
Silber,	w7_d485e15604
Kleidung,	w9_d485e15607
Wäsch,	w11_d485e15610
Beth,	w1_d485e15615
und	w3_d485e15618
Lein=gewandt,	w5_d485e15621
Sessel,	w7_d485e15624
Tisch,	w9_d485e15627
und	w11_d485e15630
Kästen,	w1_d485e15636
Vormittags	w3_d485e15639
von	w5_d485e15642
9.	w7_d485e15645
bis	w9_d485e15648
12.	w11_d485e15651
und	w13_d485e15655
Nach	w15_d485e15658
</p>
<list id="l26_d485e15661">
mittags	w1_d485e15665
aber	w3_d485e15668
von	w5_d485e15671
3.	w7_d485e15674
bis	w9_d485e15677
6.	w11_d485e15680
Uhr	w13_d485e15684
dem	w15_d485e15687
Meistbie	w17_d485e15690
tenden	w1_d485e15695
licitando	w3_d485e15698
verkauffet	w5_d485e15701
werden.	w7_d485e15704
NB	w1_d485e15709
Es	w3_d485e15712
befinden	w5_d485e15715
sich	w7_d485e15718
auch	w9_d485e15721
verschiedene	w11_d485e15724
Hiff	w13_d485e15728
rische	w1_d485e15734
und	w3_d485e15737
Mathematische	w5_d485e15740
Bücher,	w7_d485e15743
wovon	w9_d485e15746
der	w11_d485e15749
E.	w13_d485e15753
talogus	w1_d485e15758
in	w3_d485e15761
der	w5_d485e15764
Buchhandlung	w7_d485e15767
zum	w9_d485e15770
goldenen	w11_d485e15773
Vli	w13_d485e15777
auf	w1_d485e15782
der	w3_d485e15785
hohen	w5_d485e15788
Brucken	w7_d485e15791
gratis	w9_d485e15794
zu	w11_d485e15797
haben	w13_d485e15801
ist.	w15_d485e15804
</list>
<p id="p28_d485e15808">
Den	w1_d485e15812
24.	w3_d485e15815
Lieses	w5_d485e15818
Monats	w7_d485e15821
Septemb.	w9_d485e15824
wird	w11_d485e15827
in	w13_d485e15831
d	w15_d485e15834
Vor=stadt	w1_d485e15839
am	w3_d485e15842
Spitlberg	w5_d485e15845
bey	w7_d485e15848
dem	w9_d485e15851
grossen	w11_d485e15854
Pell	w13_d485e15858
can	w1_d485e15863
im	w3_d485e15866
grossen	w5_d485e15869
Hof	w7_d485e15872
im	w9_d485e15875
ersten	w11_d485e15878
Stock	w13_d485e15882
Num.	w15_d485e15885
6	w17_d485e15888
eine	w1_d485e15894
schöne	w3_d485e15897
in	w5_d485e15900
700.	w7_d485e15903
Stück	w9_d485e15906
bestehende	w11_d485e15909
Orangeri	w13_d485e15913
zerschiedener	w1_d485e15918
Welschen	w3_d485e15921
Bäumen	w5_d485e15924
und	w7_d485e15927
anderer	w9_d485e15930
der	w11_d485e15933
ley	w1_d485e15938
Gewächsen,	w3_d485e15941
auch	w5_d485e15944
Blumen	w7_d485e15947
dem	w9_d485e15950
Meistbietet	w11_d485e15953
den	w1_d485e15958
Vormittags	w3_d485e15961
von	w5_d485e15964
9.	w7_d485e15967
bis	w9_d485e15970
12.	w11_d485e15973
Nachmittags	w13_d485e15977
abe	w15_d485e15980
von	w1_d485e15986
3.	w3_d485e15989
bis	w5_d485e15992
6.	w7_d485e15995
Uhr	w9_d485e15998
licitando	w11_d485e16001
verkauffet	w13_d485e16005
werden	w15_d485e16008
wessentwegen,	w1_d485e16013
falls	w3_d485e16016
ein	w5_d485e16019
oder	w7_d485e16022
andere	w9_d485e16025
erspectio	w11_d485e16028
Liebhabere	w1_d485e16033
ersagte	w3_d485e16036
Orangerie	w5_d485e16039
vorlauffig	w7_d485e16042
anzusehe	w9_d485e16045
belieben	w1_d485e16050
würden,	w3_d485e16053
sich	w5_d485e16056
jene	w7_d485e16059
in	w9_d485e16062
bemerkter	w11_d485e16065
Behau	w13_d485e16069
sung	w1_d485e16075
Num.	w3_d485e16078
61.	w5_d485e16081
melden	w7_d485e16084
können.	w9_d485e16087
</p>
<p id="p30_d485e16090">
Den	w1_d485e16094
22.	w3_d485e16097
dies	w5_d485e16100
Monats	w7_d485e16103
Sept.	w9_d485e16106
fruhe	w11_d485e16109
von	w13_d485e16113
9.	w15_d485e16116
bis	w17_d485e16119
12	w19_d485e16122
und	w1_d485e16127
Nachmittag	w3_d485e16130
von	w5_d485e16133
3.	w7_d485e16136
bis	w9_d485e16139
6.	w11_d485e16142
Uhr	w13_d485e16146
wirddas	w15_d485e16149
Graff	w17_d485e16152
Leopold	w1_d485e16157
Kinskysch=Böhmische	w3_d485e16160
Pferd=gestütt,	w5_d485e16163
de	w7_d485e16166
stehend	w1_d485e16172
in	w3_d485e16175
45.	w5_d485e16178
Sturk	w7_d485e16181
grauweiß	w9_d485e16184
und	w11_d485e16187
roten	w13_d485e16191
Schim	w15_d485e16194
mel=stutten,	w1_d485e16199
15.	w3_d485e16202
und	w5_d485e16205
meistens	w7_d485e16208
16.	w9_d485e16211
Faust	w11_d485e16214
hoch,	w13_d485e16218
dann	w15_d485e16221
3.	w1_d485e16226
und	w3_d485e16229
1=jährigen	w5_d485e16232
Fohlen,	w7_d485e16235
auch	w9_d485e16238
Beschellern	w11_d485e16241
von	w13_d485e16245
obig	w1_d485e16250
und	w3_d485e16253
anderen	w5_d485e16256
Farben,	w7_d485e16259
auf	w9_d485e16262
dero	w11_d485e16265
Herrschaft	w13_d485e16269
Ma	w15_d485e16272
tzen	w1_d485e16278
am	w3_d485e16281
Marchfeld	w5_d485e16284
an	w7_d485e16287
den	w9_d485e16290
Meist=bietenden	w11_d485e16293
gegen	w13_d485e16297
baarer	w1_d485e16302
Bezahlung	w3_d485e16305
verkauffet	w5_d485e16308
werden.	w7_d485e16311
</p>
<p id="p32_d485e16314">
Es	w1_d485e16318
dienet	w3_d485e16321
dem	w5_d485e16324
Publico	w7_d485e16327
zur	w9_d485e16330
Nachricht,	w11_d485e16333
daß	w13_d485e16337
den	w15_d485e16340
18.	w1_d485e16345
dieses	w3_d485e16348
a.	w5_d485e16351
c.	w7_d485e16354
in	w9_d485e16357
dem	w11_d485e16360
Burger=spital	w13_d485e16364
im	w15_d485e16367
zweyten	w17_d485e16370
Stock	w1_d485e16375
gegen	w3_d485e16378
der	w5_d485e16381
Cärtnerstrassen	w7_d485e16384
heraus	w9_d485e16387
ein	w11_d485e16390
scho	w13_d485e16394
ner	w1_d485e16400
Vorraht	w3_d485e16403
von	w5_d485e16406
Historischen	w7_d485e16409
und	w9_d485e16412
Jurisischen	w11_d485e16415
Büchern,	w1_d485e16420
licitando	w3_d485e16423
verkauft	w5_d485e16426
werden	w7_d485e16429
sollen.	w9_d485e16432
Der	w1_d485e16437
Catalogus	w3_d485e16440
ist	w5_d485e16443
in	w7_d485e16446
der	w9_d485e16449
Buchhandlung	w11_d485e16452
sum	w13_d485e16456
goldenen	w1_d485e16461
Vließ	w3_d485e16464
gratis	w5_d485e16467
zu	w7_d485e16470
bekommen.	w9_d485e16473
</p>
<p id="p34_d485e16476">
Es	w1_d485e16480
ist	w3_d485e16483
auf	w5_d485e16486
dem	w7_d485e16489
Stock	w9_d485e16492
am	w11_d485e16495
Eisen=rlatz	w13_d485e16499
eine	w15_d485e16502
schof	w17_d485e16505
meublirte	w1_d485e16510
Gelegenheit	w3_d485e16513
von	w5_d485e16516
einem	w7_d485e16519
Zimmer	w9_d485e16522
auf	w11_d485e16525
der	w1_d485e16530
Gassen,	w3_d485e16533
und	w5_d485e16536
4.	w7_d485e16539
Zimmer	w9_d485e16542
in	w11_d485e16545
dem	w13_d485e16549
Hof	w15_d485e16552
hinaus	w17_d485e16555
Monat=weis	w1_d485e16561
täglich	w3_d485e16564
zu	w5_d485e16567
verlassen,	w7_d485e16570
wer	w9_d485e16573
solche	w11_d485e16576
be	w13_d485e16580
stehen	w1_d485e16585
will,	w3_d485e16588
hat	w5_d485e16591
sich	w7_d485e16594
in	w9_d485e16597
der	w11_d485e16600
Singerstrassen	w13_d485e16604
in	w15_d485e16607
dem	w1_d485e16612
Schweighartischen	w3_d485e16615
Hause,	w5_d485e16618
oder	w7_d485e16621
sogenannten	w9_d485e16624
Jäger=amt	w1_d485e16629
in	w3_d485e16632
dem	w5_d485e16635
ersten	w7_d485e16638
Stack	w9_d485e16641
rückwarts	w11_d485e16644
in	w13_d485e16648
dem	w1_d485e16654
Hof	w3_d485e16657
anzumelden.	w5_d485e16660
</p>
<p id="p36_d485e16664">
Es	w1_d485e16668
werden	w3_d485e16671
von	w5_d485e16674
einer	w7_d485e16677
Hochlöb.	w9_d485e16680
N.	w11_d485e16683
O.	w13_d485e16687
Reßte	w15_d485e16690
rung	w1_d485e16695
den	w3_d485e16698
18.	w5_d485e16701
dies	w7_d485e16704
Monats	w9_d485e16707
von	w11_d485e16710
9.	w13_d485e16714
bis	w15_d485e16717
12	w17_d485e16720
and	w19_d485e16723
Nachmittags	w1_d485e16728
von	w3_d485e16731
3.	w5_d485e16734
bis	w7_d485e16737
6.	w9_d485e16740
Uhr	w11_d485e16743
und	w13_d485e16747
folzende	w15_d485e16750
Täg	w1_d485e16756
verschiedene	w3_d485e16759
Verlassenschafts=effecten,	w5_d485e16762
ais	w7_d485e16765
Manns	w1_d485e16770
und	w3_d485e16773
Frauen=kleider,	w5_d485e16776
deto	w7_d485e16779
Wesch,	w9_d485e16782
ro	w11_d485e16785
damastene	w1_d485e16790
Sopha,	w3_d485e16793
ein	w5_d485e16796
weiß=damastener	w7_d485e16799
Sessel,	w9_d485e16802
ein	w1_d485e16807
Englischer	w3_d485e16810
Schreib=kasten,	w5_d485e16813
Spiel=tisch/	w7_d485e16816
rot=seidene	w1_d485e16822
Feuster	w3_d485e16825
/	w5_d485e16828
vorhäng,	w7_d485e16831
mit	w9_d485e16834
Eisen	w11_d485e16837
beschl	w13_d485e16841
gene	w1_d485e16846
Fässer,	w3_d485e16849
und	w5_d485e16852
verschiedene	w7_d485e16855
Gerähtschaiten	w9_d485e16858
de	w11_d485e16861
ben	w1_d485e16866
der	w3_d485e16869
neuen	w5_d485e16872
Weit	w7_d485e16875
im	w9_d485e16878
Hacklischen	w11_d485e16881
Haus	w13_d485e16885
i	w15_d485e16888
