<doc id="wr_1758-02-08" attrs="word" year="1758" month="02" day="08" corpus="2">
<head id="h2_d217e3160">
Rom,	w1_d217e3164
Tagw.,	w5_d217e14018
beyn	w7_d217e14021
3.	w9_d217e14024
Hussaren	w11_d217e14027
in	w13_d217e14031
Liechtenth.,	w1_d217e14036
alt	w3_d217e14039
58.	w5_d217e14042
J.	w7_d217e14045
Den	w1_d217e14050
4.	w3_d217e14053
Februarii.	w5_d217e14056
Jn	w7_d217e14059
der	w9_d217e14062
Stadt.	w11_d217e14065
</list>
<list id="l8_d217e14069">
Die	w1_d217e14073
Wol=ehrw.	w3_d217e14076
Chor=frau	w5_d217e14079
Victoria	w7_d217e14082
v.	w9_d217e14085
Gallenfeiß,	w11_d217e14088
im	w1_d217e14093
Kloster	w3_d217e14096
bey	w5_d217e14099
St.	w7_d217e14102
Lorenz,	w9_d217e14105
alt	w11_d217e14108
66.	w13_d217e14112
J.	w15_d217e14115
Dem	w1_d217e14120
Wol=edel=geb.	w3_d217e14123
Hrn.	w5_d217e14126
Lorenz	w7_d217e14129
Edlen	w9_d217e14132
v.	w11_d217e14135
Henschl,	w13_d217e14139
K.	w1_d217e14145
K.	w3_d217e14148
Hof=medico,	w5_d217e14151
s.	w7_d217e14154
S.	w9_d217e14157
Jos.,	w11_d217e14160
im	w13_d217e14164
Pachneris.	w15_d217e14167
H.	w17_d217e14170
in	w1_d217e14175
der	w3_d217e14178
Römerstr.,	w5_d217e14181
alt	w7_d217e14184
3.	w9_d217e14187
J.	w11_d217e14190
Dem	w1_d217e14195
Wol=edlen	w3_d217e14198
Hrn.	w5_d217e14201
Jos.	w7_d217e14204
Zäch	w9_d217e14207
von	w11_d217e14210
Hartenstein,	w13_d217e14214
K.	w1_d217e14219
K.	w3_d217e14222
O.	w5_d217e14225
H.	w7_d217e14228
Post=amts=offic.,	w9_d217e14231
s.	w11_d217e14234
K.	w13_d217e14238
Xav.,	w15_d217e14241
in	w17_d217e14244
dem	w19_d217e14247
Zimmer=meisteris.	w1_d217e14253
H.	w3_d217e14256
im	w5_d217e14259
Kumpf=gäs.,	w7_d217e14262
5.	w9_d217e14265
v.	w11_d217e14268
J.	w13_d217e14272
Fr.	w1_d217e14277
Cathar.	w3_d217e14280
Mackin,	w5_d217e14283
Wittwe,	w7_d217e14286
im	w9_d217e14289
Fätheris.	w11_d217e14292
H.	w13_d217e14296
auf	w15_d217e14299
der	w1_d217e14304
hoh.	w3_d217e14307
Bruck.,	w5_d217e14310
alt	w7_d217e14313
78.	w9_d217e14316
J.	w11_d217e14319
Dem	w1_d217e14324
Carl	w3_d217e14327
Greyß,	w5_d217e14330
Kutsch.,	w7_d217e14333
s.	w9_d217e14336
W.	w11_d217e14339
Frencifca,	w13_d217e14343
im	w15_d217e14346
klein.	w1_d217e14352
Mölker=hof,	w3_d217e14355
alt	w5_d217e14358
41.	w7_d217e14361
J.	w9_d217e14364
Conrad	w1_d217e14369
Stmler,	w3_d217e14372
Kutsch.,	w5_d217e14375
bey	w7_d217e14378
der	w9_d217e14381
Holderstand.	w11_d217e14384
auf	w13_d217e14388
der	w1_d217e14393
Mölker=bastey,	w3_d217e14396
alt	w5_d217e14399
41.	w7_d217e14402
J.	w9_d217e14405
</list>
<head id="h2_d217e14412">
Vor	w1_d217e14416
der	w3_d217e14419
Stadt.	w5_d217e14422
</head>
<list id="l4_d217e14425">
Dem	w1_d217e14429
Ant.	w3_d217e14432
Bernatzky,	w5_d217e14435
Burgerl.	w7_d217e14438
Handels=m.,	w9_d217e14441
s.	w11_d217e14444
Ehew.	w13_d217e14448
Maria	w1_d217e14453
Theres.,	w3_d217e14456
beym	w5_d217e14459
Burgunds.	w7_d217e14462
Kreutz	w9_d217e14465
am	w11_d217e14468
Neu	w13_d217e14472
bau,	w1_d217e14477
alt	w3_d217e14480
49.	w5_d217e14483
J.	w7_d217e14486
Dem	w1_d217e14492
Jos.	w3_d217e14495
Zauner,	w5_d217e14498
Hond=gräfl.	w7_d217e14501
Aufschl.,	w9_d217e14504
s.	w11_d217e14507
K	w13_d217e14511
Mag.	w15_d217e14514
dal.,	w1_d217e14519
beym	w3_d217e14522
ros.	w5_d217e14525
Hahn	w7_d217e14528
auf	w9_d217e14531
der	w11_d217e14534
Wied.,	w13_d217e14538
alt	w15_d217e14541
2.	w17_d217e14544
J.	w19_d217e14547
Dem	w1_d217e14552
Franz	w3_d217e14555
Schuster,	w5_d217e14558
Academit=bild=hauern,	w7_d217e14561
s.	w9_d217e14564
W.	w11_d217e14567
Elisab.,	w1_d217e14572
im	w3_d217e14575
Kochis.	w5_d217e14578
H.	w7_d217e14581
auf	w9_d217e14584
der	w11_d217e14587
Landstr.,	w13_d217e14591
30.	w15_d217e14594
J.	w17_d217e14597
Joh.	w1_d217e14603
Heuft,	w3_d217e14606
gew.	w5_d217e14609
Sprach=meist.,	w7_d217e14612
im	w9_d217e14615
Binderis.	w11_d217e14618
H.	w13_d217e14622
in	w1_d217e14627
der	w3_d217e14630
Leopoldst.,	w5_d217e14633
alt	w7_d217e14636
52.	w9_d217e14639
J.	w11_d217e14642
Dem	w1_d217e14647
Andre	w3_d217e14650
Pemmer,	w5_d217e14653
Lust=gart.,	w7_d217e14656
s.	w9_d217e14659
K.	w11_d217e14662
Jos.,	w13_d217e14666
im	w15_d217e14669
Teoseris.	w1_d217e14674
Gart.	w3_d217e14677
in	w5_d217e14680
der	w7_d217e14683
Rosseu,	w9_d217e14686
alt	w11_d217e14689
3.	w13_d217e14693
J.	w15_d217e14696
Ferd.	w1_d217e14702
Wallenzerger,	w3_d217e14705
Mahl.,	w5_d217e14708
bey	w7_d217e14711
der	w9_d217e14714
Holder=stand.	w11_d217e14717
bey	w1_d217e14722
St.	w3_d217e14725
Ulrich,	w5_d217e14728
alt	w7_d217e14731
31.	w9_d217e14734
J.	w11_d217e14737
Dem	w1_d217e14742
Christoph	w3_d217e14745
Mundschedl,	w5_d217e14748
Schneid.,	w7_d217e14751
s.	w9_d217e14754
K.	w11_d217e14757
Jos.,	w13_d217e14761
beyn	w1_d217e14766
3.	w3_d217e14769
Kron.	w5_d217e14772
oberm	w7_d217e14775
Neustift,	w9_d217e14778
alt	w11_d217e14781
2.	w13_d217e14785
J.	w15_d217e14788
Thom.	w1_d217e14794
Schiegel,	w3_d217e14797
Binder=ges.,	w5_d217e14800
im	w7_d217e14803
Dierisch.	w9_d217e14806
H.	w11_d217e14809
auf	w13_d217e14813
de.	w1_d217e14818
Landstr.,	w3_d217e14821
alt	w5_d217e14824
23.	w7_d217e14827
J.	w9_d217e14830
Joh.	w1_d217e14835
Grätzel,	w3_d217e14838
gew.	w5_d217e14841
Kutsch.,	w7_d217e14844
im	w9_d217e14847
Walteris.	w11_d217e14850
H.	w13_d217e14854
in	w15_d217e14857
der	w17_d217e14860
Unger=gas.	w1_d217e14865
alt	w3_d217e14868
61.	w5_d217e14871
J.	w7_d217e14874
Adam	w1_d217e14880
Enzleitner,	w3_d217e14883
Holl=scheid,	w5_d217e14886
beym	w7_d217e14889
gold.	w9_d217e14892
Hirschen	w11_d217e14895
in	w1_d217e14900
der	w3_d217e14903
Rossau,	w5_d217e14906
alt	w7_d217e14909
78.	w9_d217e14912
J.	w11_d217e14915
Dem	w1_d217e14920
Andre	w3_d217e14923
Ferdeneditz,	w5_d217e14926
Tagw.,	w7_d217e14929
s.	w9_d217e14932
K.	w11_d217e14935
Andre,	w13_d217e14939
beyn	w15_d217e14942
3.	w1_d217e14947
Schal.	w3_d217e14950
auf	w5_d217e14953
der	w7_d217e14956
Wendelst,	w9_d217e14959
alt	w11_d217e14962
7.	w13_d217e14966
J.	w15_d217e14969
Summa	w1_d217e14975
17.	w3_d217e14978
Person.,	w5_d217e14981
darunter	w7_d217e14984
6.	w9_d217e14987
Kinder.	w11_d217e14990
</list>
<head id="h4_d217e15007">
Den	w1_d217e15011
5.	w3_d217e15014
Februarii.	w5_d217e15017
Jn	w1_d217e15022
der	w3_d217e15025
Stadt.	w5_d217e15028
</head>
<list id="l6_d217e15031">
Der	w1_d217e15035
Wol=ehrw.	w3_d217e15038
Hr.	w5_d217e15041
Jos.	w7_d217e15044
Gschellhammer,	w9_d217e15047
weltl.	w11_d217e15050
Priest.,	w1_d217e15055
im	w3_d217e15058
Wisendtis.	w5_d217e15061
H.	w7_d217e15064
beym	w9_d217e15067
schön.	w11_d217e15070
Brunn	w13_d217e15074
alt	w1_d217e15079
25.	w3_d217e15082
J.	w5_d217e15085
Dem	w1_d217e15091
Georg	w3_d217e15094
Thallhammer,	w5_d217e15097
Maurer=pol.,	w7_d217e15100
s.	w9_d217e15103
K.	w11_d217e15106
An	w13_d217e15110
na,	w1_d217e15115
im	w3_d217e15118
Eisenhutis.	w5_d217e15121
H.	w7_d217e15124
am	w9_d217e15127
Arienal,	w11_d217e15130
alt	w13_d217e15134
1.	w15_d217e15137
J.	w17_d217e15140
Dem	w1_d217e15145
Niclas	w3_d217e15148
Shzihall,	w5_d217e15151
Daunis.	w7_d217e15154
Gefr.,	w9_d217e15157
s.	w11_d217e15160
K.	w13_d217e15164
Eva,	w15_d217e15167
in	w1_d217e15172
der	w3_d217e15175
Casarm,	w5_d217e15178
alt	w7_d217e15181
5.	w9_d217e15184
J.	w11_d217e15187
Margar.	w1_d217e15193
Turzenthallerin,	w3_d217e15196
alt	w5_d217e15199
77.	w7_d217e15202
J.,	w9_d217e15205
im	w11_d217e15208
K.	w13_d217e15212
K.	w15_d217e15215
Hof	w17_d217e15218
spital.	w1_d217e15223
</list>
<head id="h2_d217e15230">
Vor	w1_d217e15234
der	w3_d217e15237
Stadt.	w5_d217e15240
</head>
<list id="l4_d217e15243">
Dem	w1_d217e15247
Urban	w3_d217e15250
Ehrnhofer,	w5_d217e15253
Burgerl.	w7_d217e15256
Handels=m.,	w9_d217e15259
s.	w11_d217e15262
Ehew.	w1_d217e15267
Cathar.,	w3_d217e15270
in	w5_d217e15273
s.	w7_d217e15276
H.	w9_d217e15279
zu	w11_d217e15282
Nicolstorf,	w13_d217e15286
41.	w15_d217e15289
J.	w17_d217e15292
Dem	w1_d217e15297
Jos.	w3_d217e15300
Eigeman,	w5_d217e15303
Burgerl.	w7_d217e15306
Brunn=meist.,	w9_d217e15309
s.	w11_d217e15312
K.	w13_d217e15316
Jos.,	w1_d217e15322
beym	w3_d217e15325
rot.	w5_d217e15328
Apf.	w7_d217e15331
in	w9_d217e15334
der	w11_d217e15337
Josephst.,	w13_d217e15341
alt	w15_d217e15344
7.	w17_d217e15347
J.	w19_d217e15350
Dem	w1_d217e15355
Jacob	w3_d217e15358
Wiser,	w5_d217e15361
Burgerl.	w7_d217e15364
Kuchel=gart.,	w9_d217e15367
s.	w11_d217e15370
K.	w13_d217e15374
Theres.,	w1_d217e15379
in	w3_d217e15382
s.	w5_d217e15385
H.	w7_d217e15388
in	w9_d217e15391
der	w11_d217e15394
Leopoldst.,	w13_d217e15398
alt	w15_d217e15401
2.	w17_d217e15404
J.	w19_d217e15407
Der	w1_d217e15412
Magdal.	w3_d217e15415
Lauchmanin,	w5_d217e15418
Wittwe,	w7_d217e15421
ihr	w9_d217e15424
K.	w11_d217e15427
Leop.	w13_d217e15431
beym	w1_d217e15437
gold.	w3_d217e15440
Beg.	w5_d217e15443
bey	w7_d217e15446
St.	w9_d217e15449
Ulrich,	w11_d217e15452
alt	w13_d217e15456
2.	w15_d217e15459
J.	w17_d217e15462
Wilh.	w1_d217e15467
Rutsch,	w3_d217e15470
Burgerl.	w5_d217e15473
Schuh=mach.,	w7_d217e15476
in	w9_d217e15479
s.	w11_d217e15482
H.	w13_d217e15486
in	w15_d217e15489
der	w1_d217e15494
Leopoldst.,	w3_d217e15497
alt	w5_d217e15500
76.	w7_d217e15503
J.	w9_d217e15506
Anna	w1_d217e15511
Moserin,	w3_d217e15514
Wittwe,	w5_d217e15517
beym	w7_d217e15520
schwarz.	w9_d217e15523
Eleph.	w11_d217e15526
in	w13_d217e15530
der	w1_d217e15536
Leopoldst.,	w3_d217e15539
alt	w5_d217e15542
68.	w7_d217e15545
J.	w9_d217e15548
Dem	w1_d217e15553
Phil.	w3_d217e15556
Stigler,	w5_d217e15559
Schuh=mach.,	w7_d217e15562
s.	w9_d217e15565
W.	w11_d217e15568
Magdal	w13_d217e15572
beym	w1_d217e15577
gold.	w3_d217e15580
Adl.	w5_d217e15583
bey	w7_d217e15586
St	w9_d217e15589
Ulrich,	w11_d217e15592
alt	w13_d217e15596
23.	w15_d217e15599
J.	w17_d217e15602
Anna	w1_d217e15607
Brantnerin,	w3_d217e15610
Wittwe,	w5_d217e15613
beym	w7_d217e15616
schwarz.	w9_d217e15619
Eleph	w11_d217e15622
in	w1_d217e15628
der	w3_d217e15631
Leopoldst.,	w5_d217e15634
alt	w7_d217e15637
28.	w9_d217e15640
J.	w11_d217e15643
Theres.	w1_d217e15648
Wagnerin,	w3_d217e15651
ar.	w5_d217e15654
W.,	w7_d217e15657
bey	w9_d217e15660
der	w11_d217e15663
grün.	w13_d217e15667
Saul.	w15_d217e15670
im	w1_d217e15675
Liechtenth.,	w3_d217e15678
alt	w5_d217e15681
71.	w7_d217e15684
J.	w9_d217e15687
Theres.	w1_d217e15692
Feyertagin,	w3_d217e15695
ar.	w5_d217e15698
W.	w7_d217e15701
im	w9_d217e15704
lang.	w11_d217e15707
Kel.,	w13_d217e15711
68.	w15_d217e15714
J.	w17_d217e15717
Summa	w1_d217e15723
14.	w3_d217e15726
Pers.,	w5_d217e15729
darunter	w7_d217e15732
5.	w9_d217e15735
Kinder.	w11_d217e15738
Den	w1_d217e15745
6.	w3_d217e15748
Febr.	w5_d217e15751
Jn	w7_d217e15754
der	w9_d217e15757
Stadt.	w11_d217e15760
</list>
<list id="l6_d217e15764">
Der	w1_d217e15768
Wol=thrw.	w3_d217e15771
Hr.	w5_d217e15774
Franz	w7_d217e15777
Schrabich,	w9_d217e15780
weltl.	w11_d217e15783
Priest.	w13_d217e15787
im	w1_d217e15792
Raben=hof	w3_d217e15795
in	w5_d217e15798
der	w7_d217e15801
Römerstr.,	w9_d217e15804
alt	w11_d217e15807
30.	w13_d217e15811
J.	w15_d217e15814
Der	w1_d217e15819
Wol=ehrw.	w3_d217e15822
P.	w5_d217e15825
Felix	w7_d217e15828
Holzhen,	w9_d217e15831
Ord=St.	w11_d217e15834
Franc.	w13_d217e15838
im	w1_d217e15844
Kloster	w3_d217e15847
bey	w5_d217e15850
St.	w7_d217e15853
Hieron.,	w9_d217e15856
alt	w11_d217e15859
33.	w13_d217e15863
J.	w15_d217e15866
Der	w1_d217e15871
Maria	w3_d217e15874
Anna	w5_d217e15877
Kernin,	w7_d217e15880
Wittwe,	w9_d217e15883
ihr	w11_d217e15886
S.	w13_d217e15890
Joh.	w15_d217e15893
Mich.	w1_d217e15898
im	w3_d217e15901
Brandweineri.	w5_d217e15904
H.	w7_d217e15907
im	w9_d217e15910
Rott=gäs.	w11_d217e15913
19	w13_d217e15917
J.	w15_d217e15920
Lorenz	w1_d217e15925
Czacob,	w3_d217e15928
N.	w5_d217e15931
Oe.	w7_d217e15934
Lendsch.	w9_d217e15937
Bot,	w11_d217e15940
beym	w13_d217e15944
grün.	w15_d217e15947
Hirschel	w1_d217e15953
im	w3_d217e15956
tief.	w5_d217e15959
Grab.,	w7_d217e15962
alt	w9_d217e15965
57.	w11_d217e15968
J.	w13_d217e15972
</list>
<head id="h2_d217e15979">
Vor	w1_d217e15983
der	w3_d217e15986
Stadt.	w5_d217e15989
</head>
<list id="l4_d217e15992">
Dem	w1_d217e15996
Math.	w3_d217e15999
Lanz,	w5_d217e16002
Tanz=meist.,	w7_d217e16005
s.	w9_d217e16008
K.	w11_d217e16011
Franz,	w13_d217e16015
beym	w15_d217e16018
gold.	w1_d217e16023
Sieb	w3_d217e16026
auf	w5_d217e16029
der	w7_d217e16032
Wied.,	w9_d217e16035
alt	w11_d217e16038
2.	w13_d217e16042
J.	w15_d217e16045
Adalb.	w1_d217e16050
Fauner,	w3_d217e16053
Jnstruct.,	w5_d217e16056
beyn	w7_d217e16059
3.	w9_d217e16062
Mohr.	w11_d217e16065
in	w13_d217e16069
der	w15_d217e16072
Rossau,	w1_d217e16078
alt	w3_d217e16081
65.	w5_d217e16084
J.	w7_d217e16087
Math.	w1_d217e16092
Wichtl,	w3_d217e16095
Hof=tafel=jung,	w5_d217e16098
beym	w7_d217e16101
weis.	w9_d217e16104
Hahn	w11_d217e16107
bey	w1_d217e16112
Maria=hülf,	w3_d217e16115
alt	w5_d217e16118
28.	w7_d217e16121
J.	w9_d217e16124
Jos.	w1_d217e16129
Bewanger,	w3_d217e16132
Fleisch=hacker=kn.,	w5_d217e16135
beym	w7_d217e16138
Englisch.	w9_d217e16141
Gruß	w1_d217e16147
in	w3_d217e16150
der	w5_d217e16153
Josephst.,	w7_d217e16156
alt	w9_d217e16159
40.	w11_d217e16162
J.	w13_d217e16166
Joh.	w1_d217e16171
Wimprecht,	w3_d217e16174
Tagw.,	w5_d217e16177
im	w7_d217e16180
Jägeris.	w9_d217e16183
H.	w11_d217e16186
untern	w13_d217e16190
Weiß=gärb.,	w1_d217e16195
alt	w3_d217e16198
30.	w5_d217e16201
J.	w7_d217e16204
Mich.	w1_d217e16209
Gastecker,	w3_d217e16212
Tagw.,	w5_d217e16215
im	w7_d217e16218
Lemeris.	w9_d217e16221
H.	w11_d217e16224
zu	w13_d217e16228
Erdb.,	w15_d217e16231
alt	w1_d217e16237
42.	w3_d217e16240
J.	w5_d217e16243
</list>
<p id="p6_d217e16247">
Jn	w1_d217e16251
der	w3_d217e16254
v.	w5_d217e16257
Kochischen	w7_d217e16260
Behaußung	w9_d217e16263
zum	w11_d217e16266
gro	w13_d217e16270
sen	w1_d217e16275
roten	w3_d217e16278
Krebsen	w5_d217e16281
nächst	w7_d217e16284
denen	w9_d217e16287
7.	w11_d217e16290
Büchern	w13_d217e16294
ist	w1_d217e16299
auf	w3_d217e16302
zukünftige	w5_d217e16305
St.	w7_d217e16308
Georgi	w9_d217e16311
der	w11_d217e16314
erste	w13_d217e16318
Stock	w15_d217e16321
in	w1_d217e16327
11.	w3_d217e16330
bis	w5_d217e16333
12.	w7_d217e16336
Zimmern	w9_d217e16339
bestehend,	w11_d217e16342
samt	w13_d217e16346
Herrschaftl.	w1_d217e16351
Kuchel,	w3_d217e16354
Keller,	w5_d217e16357
Holtz=gewölb,	w7_d217e16360
Stallung,	w1_d217e16365
auf	w3_d217e16368
6.	w5_d217e16371
à	w7_d217e16374
7.	w9_d217e16377
Pferd,	w11_d217e16380
Heu	w13_d217e16384
und	w15_d217e16387
Stroh=cammer,	w1_d217e16392
einer	w3_d217e16395
gespörten	w5_d217e16398
Wagen	w7_d217e16401
schupffen,	w1_d217e16407
dann	w3_d217e16410
einem	w5_d217e16413
Stand	w7_d217e16416
auf	w9_d217e16419
andere	w11_d217e16422
2.	w13_d217e16426
Wägen,	w1_d217e16431
mit	w3_d217e16434
2en	w5_d217e16437
unter	w7_d217e16440
dem	w9_d217e16443
Dach	w11_d217e16446
befindl.	w13_d217e16450
Böden	w1_d217e16455
zu	w3_d217e16458
verlassen,	w5_d217e16461
und	w7_d217e16464
sich	w9_d217e16467
derentwillen	w11_d217e16470
bey	w1_d217e16475
dem	w3_d217e16478
Haus=meister	w5_d217e16481
um	w7_d217e16484
weitere	w9_d217e16487
Addresse	w11_d217e16490
an	w1_d217e16496
dis	w3_d217e16499
Ortigen,	w5_d217e16502
Haus=administratore,n	w7_d217e16505
anzumelden.	w1_d217e16510
</p>
<p id="p8_d217e16513">
Den	w1_d217e16517
31.	w3_d217e16520
verwichenen	w5_d217e16523
Monats	w7_d217e16526
ist	w9_d217e16529
aus	w11_d217e16532
dem	w13_d217e16536
Wäscherischen=haus,	w1_d217e16541
aus	w3_d217e16544
einem	w5_d217e16547
auf	w7_d217e16550
die	w9_d217e16553
Gas	w11_d217e16556
sen	w1_d217e16561
gehenden	w3_d217e16564
Zimmer	w5_d217e16567
im	w7_d217e16570
ersten	w9_d217e16573
Stock	w11_d217e16576
ein	w13_d217e16580
graulichter	w1_d217e16586
mit	w3_d217e16589
einem	w5_d217e16592
eisernen	w7_d217e16595
Stänglein	w9_d217e16598
durchzogener	w1_d217e16603
Mantel=sack,	w3_d217e16606
worinnen	w5_d217e16609
7.	w7_d217e16612
bis	w9_d217e16615
8	w11_d217e16618
Ober=hemder,	w1_d217e16623
dann	w3_d217e16626
5.	w5_d217e16629
Hals=bindeln	w7_d217e16632
mit	w9_d217e16635
Litt.	w1_d217e16640
R.	w3_d217e16643
gezeichnet,	w5_d217e16646
dann	w7_d217e16649
5.	w9_d217e16652
rot=gestreifte	w11_d217e16655
grosse	w13_d217e16659
Schnupf=tücher,	w1_d217e16665
2.	w3_d217e16668
paar	w5_d217e16671
schwarz=seidene	w7_d217e16674
Strümpf,	w1_d217e16679
dann	w3_d217e16682
1.	w5_d217e16685
paar	w7_d217e16688
rote,	w9_d217e16691
schon	w11_d217e16694
getra	w13_d217e16698
gene	w1_d217e16703
Strümpfe,	w3_d217e16706
und	w5_d217e16709
ein	w7_d217e16712
paar	w9_d217e16715
lederne	w11_d217e16718
Reitho	w13_d217e16722
sen,	w1_d217e16727
verschlossen	w3_d217e16730
waren,	w5_d217e16733
entfremdet	w7_d217e16736
worden	w9_d217e16739
wem	w1_d217e16745
solches	w3_d217e16748
etwann	w5_d217e16751
zum	w7_d217e16754
Kauf	w9_d217e16757
gebracht,	w11_d217e16760
oder	w1_d217e16765
sonsten	w3_d217e16768
unter	w5_d217e16771
die	w7_d217e16774
Handen	w9_d217e16777
kommt,	w11_d217e16780
der	w13_d217e16784
beliebe	w1_d217e16789
es	w3_d217e16792
bey	w5_d217e16795
dem	w7_d217e16798
Schönbrunn=tandler	w9_d217e16801
Jaschgi,	w1_d217e16806
gegen	w3_d217e16809
ein	w5_d217e16812
zu	w7_d217e16815
erwarten	w9_d217e16818
habendes	w11_d217e16821
gu	w13_d217e16825
tes	w1_d217e16831
Trinck=geld,	w3_d217e16834
zu	w5_d217e16837
melden.	w7_d217e16840
</p>
<p id="p10_d217e16843">
Es	w1_d217e16847
wird	w3_d217e16850
dem	w5_d217e16853
Publico	w7_d217e16856
hiemit	w9_d217e16859
zu	w11_d217e16862
wissen	w13_d217e16866
ge	w15_d217e16869
macht,	w1_d217e16874
wie	w3_d217e16877
daß	w5_d217e16880
den	w7_d217e16883
27.	w9_d217e16886
Febr.	w11_d217e16889
dies	w13_d217e16893
lauffen	w15_d217e16896
den	w1_d217e16901
1758.	w3_d217e16904
Jahrs	w5_d217e16907
der	w7_d217e16910
Kramreiterische	w9_d217e16913
zu	w11_d217e16916
Pellendorf	w1_d217e16922
unweit	w3_d217e16925
Lanzendorf	w5_d217e16928
ligende	w7_d217e16931
ganz	w9_d217e16934
und	w1_d217e16939
ein	w3_d217e16942
viertel	w5_d217e16945
Lehen=hof	w7_d217e16948
samt	w9_d217e16951
dem	w11_d217e16954
darzu	w13_d217e16958
gehörigen	w1_d217e16963
Haus,	w3_d217e16966
und	w5_d217e16969
Uberländ	w7_d217e16972
Grund=stücken	w9_d217e16975
licitando	w1_d217e16980
werde	w3_d217e16983
verkauft	w5_d217e16986
werden,	w7_d217e16989
wer	w9_d217e16992
nun	w11_d217e16995
also	w13_d217e16999
solche	w1_d217e17005
gute	w3_d217e17008
Wirtschaft	w5_d217e17011
käuflichen	w7_d217e17014
an	w9_d217e17017
sich	w11_d217e17020
zu	w13_d217e17024
bringen	w1_d217e17029
gedenket,	w3_d217e17032
wird	w5_d217e17035
auf	w7_d217e17038
obigen	w9_d217e17041
Tag	w11_d217e17044
früh	w13_d217e17048
um	w1_d217e17053
9.	w3_d217e17056
Uhr	w5_d217e17059
in	w7_d217e17062
der	w9_d217e17065
Graf	w11_d217e17068
Gatterburgischen	w13_d217e17072
Herr	w15_d217e17075
schafts=canzley	w1_d217e17080
zu	w3_d217e17083
Zwölfäxing	w5_d217e17086
zu	w7_d217e17089
erscheinen	w9_d217e17092
sich	w1_d217e17098
belieben	w3_d217e17101
lassen.	w5_d217e17104
</p>
<p id="p12_d217e17108">
Bey	w1_d217e17112
Johann	w3_d217e17115
Michael	w5_d217e17118
Pöckh,	w7_d217e17121
Burgerlichen	w9_d217e17124
Specerey=handels=mann,	w1_d217e17129
in	w3_d217e17132
seinem	w5_d217e17135
Gewölb	w7_d217e17138
zum	w1_d217e17143
weissen	w3_d217e17146
Rößel	w5_d217e17149
am	w7_d217e17152
hohen	w9_d217e17155
Markt,	w11_d217e17158
nächst	w13_d217e17162
dem	w1_d217e17168
Brunn=haus,	w3_d217e17171
ist	w5_d217e17174
mehrmalen	w7_d217e17177
der	w9_d217e17180
neue	w1_d217e17185
Holländische	w3_d217e17188
Stein=klippen	w5_d217e17191
Fisch,	w7_d217e17194
Mo	w9_d217e17197
scowitisch	w1_d217e17202
Marinirter	w3_d217e17205
Stöhr	w5_d217e17208
und	w7_d217e17211
Lachs,	w9_d217e17214
</p>
<p id="p18_d217e17227">
dann	w1_d217e17231
auch	w3_d217e17234
geraucherter	w5_d217e17237
Lachs,	w7_d217e17240
Engländische	w9_d217e17243
Sprutti,	w1_d217e17248
und	w3_d217e17251
andere	w5_d217e17254
Marinirte	w7_d217e17257
Meer=sische	w9_d217e17260
angekommen,	w1_d217e17265
auch	w3_d217e17268
seynd	w5_d217e17271
verschiedene	w7_d217e17274
auslän	w9_d217e17277
dische	w1_d217e17283
Weine,	w3_d217e17286
extra	w5_d217e17289
fein	w7_d217e17292
ChineserMoscowi	w9_d217e17295
tisch	w1_d217e17300
und	w3_d217e17303
andere	w5_d217e17306
feine	w7_d217e17309
Sorten	w9_d217e17312
Thee	w11_d217e17315
um	w13_d217e17319
bil	w15_d217e17322
lichen	w1_d217e17327
Preiß	w3_d217e17330
zu	w5_d217e17333
bekommen.	w7_d217e17336
</p>
<p id="p20_d217e17339">
2Es	w1_d217e17343
wird	w3_d217e17346
jedermänniglich	w5_d217e17349
zu	w7_d217e17352
wissen	w9_d217e17355
gemacht	w11_d217e17358
daß	w1_d217e17363
zu	w3_d217e17366
Mölk	w5_d217e17369
das	w7_d217e17372
Wirts=haus	w9_d217e17375
zum	w11_d217e17378
schwar	w13_d217e17382
zen	w1_d217e17387
Bären	w3_d217e17390
samt	w5_d217e17393
darauf	w7_d217e17396
haftenden	w9_d217e17399
Eisen	w11_d217e17402
hand	w13_d217e17406
lung,	w1_d217e17412
überländ	w3_d217e17415
Grund=stücken	w5_d217e17418
zu	w7_d217e17421
verkauffen	w9_d217e17424
woselbst	w1_d217e17429
sich	w3_d217e17432
auch	w5_d217e17435
um	w7_d217e17438
die	w9_d217e17441
fernere	w11_d217e17444
Nachricht	w13_d217e17448
zu	w1_d217e17453
erkundigen	w3_d217e17456
ist.	w5_d217e17459
</p>
<head id="h2_d217e17465">
EDICT.	w1_d217e17469
</head>
<p id="p4_d217e17472">
Von	w1_d217e17476
der	w3_d217e17479
hoch=Reichs=gräfl.	w5_d217e17482
Schönborni	w7_d217e17485
schen	w1_d217e17490
Amts=verwaltung	w3_d217e17493
der	w5_d217e17496
Herrschaft	w7_d217e17499
Mau	w9_d217e17502
tern	w1_d217e17507
wegen	w3_d217e17510
wird	w5_d217e17513
hiemit	w7_d217e17516
Jedermänniglich	w9_d217e17519
kund	w1_d217e17525
und	w3_d217e17528
zu	w5_d217e17531
wissen	w7_d217e17534
gemacht,	w9_d217e17537
was	w11_d217e17540
gestalten	w13_d217e17544
Johann	w1_d217e17549
Weinfack	w3_d217e17552
hiesig	w5_d217e17555
Hochgräfl.	w7_d217e17558
Schön	w9_d217e17561
bornischer	w1_d217e17566
Herrschaft	w3_d217e17569
