<doc id="edoc_wd_1768-12-10" attrs="word" year="1768" month="12" day="10" corpus="1">
<head id="hl1">
Londen	w36
monatlichen	w5330
Termin	w5331
zu	w5332
Erhebung	w5333
dieser	w5334
angebothenen	w5335
Ruckzahlung	w5336
sich	w5337
nicht	w5338
anmelden	w5339
<g/>
,
dergestalten	w5341
angesehen	w5342
werden	w5343
<g/>
,
als	w5345
wenn	w5346
selbe	w5347
ihr	w5348
Geld	w5349
noch	w5350
länger	w5351
bey	w5352
der	w5353
Schwazer	w5354
Berg=werks	w5355
<g/>
=
<g/>
=
Directoriats	w5358
<g/>
=
Cassa	w5360
liegen	w5361
zu	w5362
lassen	w5363
sich	w5364
ausdrücklich	w5365
erkläret	w5366
hätten	w5367
<g/>
,
folglich	w5369
werden	w5370
die=selbe	w5371
<g/>
=
zwar	w5373
4	w5374
<g/>
.
per	w5376
Centige	w5377
Coupons	w5378
<g/>
=
Obligationen	w5380
auf	w5381
Anmelden	w5382
jederzeit	w5383
darfür	w5384
erhalten	w5385
<g/>
:
Jedoch	w5387
da	w5388
besagter	w5389
Cassa	w5390
daran	w5391
gelegen	w5392
mit	w5393
Ende	w5394
des	w5395
vorgeschriebenen	w5396
3	w5397
<g/>
.
monatlichen	w5399
Termins	w5400
allent=halben	w5401
<g/>
=
die	w5403
behörige	w5404
Richtigkeit	w5405
pflegen	w5406
<g/>
,
und	w5408
ei=nen	w5409
<g/>
=
Abschluß	w5411
machen	w5412
zu	w5413
können	w5414
<g/>
;
Als	w5416
wird	w5417
hie=mit	w5418
<g/>
=
erkläret	w5420
<g/>
,
daß	w5422
alle	w5423
jene	w5424
<g/>
,
so	w5426
sich	w5427
nach	w5428
Verlaut	w5429
der	w5430
ausgesetzten	w5431
Frist	w5432
bis	w5433
Ende	w5434
Märzens	w5435
1769	w5436
<g/>
.
al=lererst	w5438
<g/>
=
<g/>
,
jedoch	w5441
innerhalb	w5442
3	w5443
<g/>
.
Jahre	w5445
<g/>
,
6	w5447
<g/>
.
Wochen	w5449
vom	w5450
ersten	w5451
Jänner	w5452
1769	w5453
<g/>
.
an	w5455
zu	w5456
Umsetzung	w5457
ihrer	w5458
dermaligen	w5459
Obligationen	w5460
melden	w5461
werden	w5462
<g/>
,
zwar	w5464
obversprochener	w5465
massen	w5466
Coupons	w5467
<g/>
=
Obligationen	w5469
nach	w5470
dem	w5471
Betrag	w5472
ihrer	w5473
Capitalien	w5474
unweigerlich	w5475
erhalten	w5476
<g/>
,
jedoch	w5478
denenselben	w5479
vom	w5480
1	w5481
<g/>
.
April	w5483
1769	w5484
<g/>
.
an	w5486
bis	w5487
zum	w5488
Tage	w5489
der	w5490
erstbesagten	w5491
Anmeldung	w5492
auf	w5493
die	w5494
Zwischenzeit	w5495
kein	w5496
Jnteresse	w5497
vergütet	w5498
<g/>
,
nach	w5500
dem	w5501
Verlauf	w5502
obbesagter	w5503
3	w5504
<g/>
.
Jahren	w5506
und	w5507
6	w5508
<g/>
.
Wo=chen	w5510
<g/>
=
aber	w5512
<g/>
,
als	w5514
dem	w5515
Termino	w5516
præclusipraeclusi	w5517
<g/>
,
weder	w5519
an	w5520
Capital	w5521
<g/>
,
noch	w5523
Jnteresse	w5524
etwas	w5525
mehr	w5526
liquidiret	w5527
und	w5528
verabfolget	w5529
werden	w5530
würde	w5531
<g/>
.
</p>
<p id="p52">
IV	w5533
<g/>
.
Jndeme	w5535
endlichen	w5536
Jhre	w5537
kais	w5538
<g/>
.
königl	w5540
<g/>
.
Ma=jestät	w5542
<g/>
=
allergnädigst	w5544
gesinnet	w5545
sind	w5546
<g/>
,
denjenigen	w5548
<g/>
,
so	w5550
ihre	w5551
Gelder	w5552
noch	w5553
ferners	w5554
liegen	w5555
zu	w5556
lassen	w5557
verlanverlangen	w5558
<g/>
=
</p>
<p id="p53">
gen	w5560
<g/>
,
alle	w5562
mögliche	w5563
Gemächlichkeit	w5564
zu	w5565
verschaffen	w5566
<g/>
,
einigen	w5568
derselben	w5569
aber	w5570
vielleicht	w5571
bequemer	w5572
fallen	w5573
könnte	w5574
<g/>
,
künftig	w5576
ihre	w5577
Zinsen	w5578
in	w5579
Wien	w5580
zu	w5581
beziehen	w5582
<g/>
,
so	w5584
wird	w5585
allen	w5586
diesfälligen	w5587
Gläubigern	w5588
hiemit	w5589
einge=standen	w5590
<g/>
=
<g/>
,
ihre	w5593
dermalen	w5594
in	w5595
Händen	w5596
habende	w5597
der=ley	w5598
<g/>
=
Papiere	w5600
in	w5601
der	w5602
oben	w5603
vorgeschriebenen	w5604
3	w5605
<g/>
.
mo=natlichen	w5607
<g/>
=
Frist	w5609
in	w5610
allhiesige	w5611
Kupferamts	w5612
<g/>
=
oder	w5614
Universal	w5615
<g/>
=
Staatsschulden	w5617
<g/>
=
Cassa	w5619
<g/>
=
Coupons	w5621
<g/>
=
Obli=gationen	w5623
<g/>
=
zu	w5625
verwandlen	w5626
<g/>
,
weswegen	w5628
dann	w5629
jedem	w5630
Gläubiger	w5631
freygestellet	w5632
wird	w5633
<g/>
,
sich	w5635
dießfalls	w5636
ledi=glich	w5637
<g/>
=
bey	w5639
der	w5640
Universal	w5641
<g/>
=
Staatsschulden	w5643
<g/>
=
oder	w5645
Kupferamts	w5646
<g/>
=
Zahlungs	w5648
<g/>
=
Hauptcasse	w5650
in	w5651
Wien	w5652
zu	w5653
melden	w5654
<g/>
,
wo	w5656
sodann	w5657
ihrem	w5658
Begehren	w5659
ohne	w5660
min=desten	w5661
<g/>
=
Anstand	w5663
willfahret	w5664
werden	w5665
wird	w5666
<g/>
.
Welches	w5668
also	w5669
solchemnach	w5670
dem	w5671
einheimischen	w5672
sowohl	w5673
als	w5674
auswärtigen	w5675
Publico	w5676
zu	w5677
Jedermanns	w5678
Wissenschaft	w5679
und	w5680
Nachricht	w5681
hiemit	w5682
bekannt	w5683
gemacht	w5684
wird	w5685
<g/>
.
Wien	w5687
den	w5688
1	w5689
<g/>
.
Decemb	w5691
<g/>
.
1768	w5693
<g/>
.
</p>
<head id="hl21">
Nachricht	w5695
<g/>
.
</head>
<p id="p54">
Nachdeme	w5697
von	w5698
einer	w5699
hochlöbl	w5700
<g/>
.
k	w5702
<g/>
.
k	w5704
<g/>
.
in	w5706
Versatz=amtssachen	w5707
<g/>
=
allergnädigst	w5709
aufgestellten	w5710
Hofcommis=sion	w5711
<g/>
=
verordnet	w5713
worden	w5714
<g/>
,
womit	w5716
bey	w5717
dem	w5718
kais	w5719
<g/>
.
kön	w5721
<g/>
.
Versatzamt	w5723
allhier	w5724
<g/>
,
gleich	w5726
bey	w5727
anderen	w5728
Fundis	w5729
publicis	w5730
bereits	w5731
beschehen	w5732
<g/>
,
eine	w5734
Ausgleichung	w5735
al=ler	w5736
<g/>
=
und	w5738
jeder	w5739
paßiv	w5740
Jnteressen	w5741
fürgenommen	w5742
werde	w5743
<g/>
,
und	w5745
zu	w5746
solchem	w5747
Geschäft	w5748
zwey	w5749
Termin	w5750
<g/>
,
nemlich	w5752
der	w5753
1ste	w5754
Febr	w5755
<g/>
.
und	w5757
1ste	w5758
May	w5759
nächst	w5760
ein=trettenden	w5761
<g/>
=
1769	w5763
<g/>
.
Jahrs	w5765
anberaumt	w5766
worden	w5767
sind	w5768
<g/>
;
Als	w5770
hat	w5771
man	w5772
ein	w5773
solches	w5774
denen	w5775
Theilnehmenden	w5776
zu	w5777
dem	w5778
Ende	w5779
von	w5780
Amts	w5781
wegen	w5782
hiemit	w5783
bekannt	w5784
machen	w5785
wollen	w5786
<g/>
,
auf	w5788
daß	w5789
dieselbe	w5790
ihre	w5791
Quittun=gen	w5792
<g/>
=
über	w5794
die	w5795
verfallene	w5796
und	w5797
nach	w5798
Willkur	w5799
bis	w5800
1mo	w5801
Febr	w5802
<g/>
.
oder	w5804
1mo	w5805
May	w5806
1769	w5807
<g/>
.
annoch	w5809
anwach=sende	w5810
<g/>
=
Jnteressen	w5812
behörig	w5813
einzurichten	w5814
<g/>
,
und	w5816
bis=dahin	w5817
<g/>
=
sothanen	w5819
ausgeglichenen	w5820
Jnteressebetrag	w5821
ganz	w5822
ohnfehlbar	w5823
bey	w5824
der	w5825
k	w5826
<g/>
.
k	w5828
<g/>
.
Versatzamts	w5830
Haupt	w5831
<g/>
=
Cassa	w5833
allhier	w5834
zu	w5835
beheben	w5836
<g/>
,
fernerhin	w5838
aber	w5839
das	w5840
ver=fallene	w5841
<g/>
=
Jnteresse	w5843
in	w5844
denen	w5845
folgenden	w5846
halbjähri=gen	w5847
<g/>
=
Fristen	w5849
wiederum	w5850
gewöhnlicher	w5851
massen	w5852
einzu=ziehen	w5853
<g/>
=
wissen	w5855
mögen	w5856
Wien	w5857
den	w5858
3	w5859
<g/>
.
Dec	w5861
<g/>
.
1768	w5863
<g/>
.
</p>
<head id="hl22">
Nachricht	w5865
<g/>
.
</head>
<p id="p55">
Nachdeme	w5867
die	w5868
allerletzte	w5869
Gaun	w5870
<g/>
=
Zanconisch	w5872
<g/>
=
und	w5874
Hautzenbergische	w5875
Massädivision	w5876
bereits	w5877
be=schehen	w5878
<g/>
=
<g/>
,
als	w5881
wird	w5882
hiemit	w5883
allen	w5884
respective	w5885
Gläu=bigern	w5886
<g/>
=
<g/>
,
so	w5889
von	w5890
der	w5891
Gaun	w5892
<g/>
=
und	w5894
Zanconi	w5895
<g/>
=
wie	w5897
auch	w5898
Hauzenbergischen	w5899
Massäadministration	w5900
ihre	w5901
Di=videntensamheit	w5902
<g/>
=
de	w5904
Anno	w5905
1754	w5906
<g/>
.
1760	w5908
<g/>
.
und	w5910
1767	w5911
<g/>
.
noch	w5913
nicht	w5914
erhoben	w5915
haben	w5916
<g/>
,
kund	w5918
und	w5919
zu	w5920
wissen	w5921
gemacht	w5922
<g/>
,
daß	w5924
diese	w5925
zur	w5926
Abholung	w5927
ihrer	w5928
Dividen=ten	w5929
<g/>
=
hiemit	w5931
nochmalen	w5932
<g/>
,
und	w5934
zwar	w5935
letztlich	w5936
ermah=net	w5937
<g/>
=
werden	w5939
<g/>
,
wie	w5941
im	w5942
widrigen	w5943
Fall	w5944
alle	w5945
<g/>
,
die	w5947
sich	w5948
nach	w5949
Verlauf	w5950
dreyer	w5951
Monaten	w5952
<g/>
,
von	w5954
dato	w5955
30	w5956
<g/>
.
No=vemb	w5958
<g/>
=
<g/>
.
1768	w5961
<g/>
.
bis	w5963
1	w5964
<g/>
.
März	w5966
1769	w5967
<g/>
.
exclusive	w5969
bey	w5970
ob=gemeldter	w5971
<g/>
=
Administration	w5973
nicht	w5974
melden	w5975
<g/>
,
ihrer	w5977
An=forderung	w5978
<g/>
=
<g/>
,
vermög	w5981
zum	w5982
letztenmal	w5983
angeschlagenen	w5984
Edicten	w5985
ad	w5986
Valvas	w5987
<g/>
,
verlustiget	w5989
seyn	w5990
sollen	w5991
<g/>
.
</p>
<head id="hl23">
Gelehrte	w5993
Beyträge	w5994
zu	w5995
dem	w5996
Wienerischen	w5997
Diarium	w5998
<g/>
,
</head>
<head id="hl24">
oder	w6000
</head>
<head id="hl25">
Auszüge	w6001
aus	w6002
verschiedenen	w6003
ausländischen	w6004
Monat	w6005
<g/>
=
und	w6007
Wochenschriften	w6008
<g/>
.
</head>
<head id="hl26">
Sonnabend	w6010
Nro	w6011
<g/>
.
99	w6013
<g/>
.
den	w6015
10ten	w6016
Christmonat	w6017
im	w6018
Jahre	w6019
1768	w6020
<g/>
.
</head>
<head id="hl27">
Fortsetzung	w6022
des	w6023
Versuchs	w6024
über	w6025
die	w6026
Kenntniß	w6027
der	w6028
Zeichnungen	w6029
<g/>
,
Gemälde	w6031
<g/>
,
Kupferstiche	w6033
<g/>
,
Bildhauer	w6035
<g/>
=
und	w6037
Baukunst	w6038
<g/>
.
</head>
<head id="hl28">
Vom	w6040
Basrelief	w6041
<g/>
.
</head>
<p id="p56">
Das	w6043
Basrelief	w6044
ist	w6045
eine	w6046
Gattung	w6047
der	w6048
Bildhauerey	w6049
<g/>
,
wovon	w6051
uns	w6052
die	w6053
Alten	w6054
nicht	w6055
Beyspiele	w6056
ge=nug	w6057
<g/>
=
hinterlassen	w6059
haben	w6060
<g/>
,
solche	w6062
geschickt	w6063
zusammen	w6064
zu	w6065
setzen	w6066
<g/>
.
Und	w6068
überhaupt	w6069
waren	w6070
sie	w6071
sehr	w6072
schlechte	w6073
Kenner	w6074
darinn	w6075
<g/>
;
ja	w6077
sie	w6078
verstunden	w6079
nicht	w6080
einmal	w6081
die	w6082
Figuren	w6083
nach	w6084
dem	w6085
Perspektiv	w6086
zu	w6087
stellen	w6088
<g/>
,
wie	w6090
uns	w6091
ihre	w6092
Ue=berbleibsel	w6093
<g/>
=
sattsam	w6095
beweisen	w6096
<g/>
.
Die	w6098
Basre=liefs	w6099
<g/>
=
haben	w6101
<g/>
,
in	w6103
Ansehung	w6104
der	w6105
Zusammense=tzung	w6106
<g/>
=
<g/>
,
einerley	w6109
Regeln	w6110
mit	w6111
den	w6112
Gemälden	w6113
<g/>
.
Will	w6115
man	w6116
dies	w6117
Band	w6118
trennen	w6119
<g/>
,
so	w6121
wird	w6122
die	w6123
Bildhauerkunst	w6124
verringert	w6125
<g/>
,
und	w6127
bloß	w6128
auf	w6129
Statuen	w6130
eingeschrenkt	w6131
<g/>
.
Sie	w6133
theilen	w6134
sich	w6135
in	w6136
zwo	w6137
Arten	w6138
<g/>
:
nämlich	w6140
in	w6141
die	w6142
wenig	w6143
und	w6144
die	w6145
</p>
<p id="p57">
stark	w6146
erhabnen	w6147
<g/>
,
ein	w6149
<g/>
.
So	w6151
schicken	w6152
sich	w6153
zum	w6154
Beyspiel	w6155
die	w6156
stark	w6157
erhabne	w6158
auf	w6159
große	w6160
Plä=tze	w6161
<g/>
=
<g/>
,
Altäre	w6164
<g/>
,
oder	w6166
solche	w6167
Theile	w6168
der	w6169
Baukunst	w6170
<g/>
,
die	w6172
man	w6173
sich	w6174
durchsichtig	w6175
<g/>
,
oder	w6177
hinlänglich	w6178
groß	w6179
vorstellen	w6180
kann	w6181
<g/>
,
weil	w6183
die	w6184
Gründe	w6185
der=selben	w6186
<g/>
=
hervorspringen	w6188
<g/>
,
und	w6190
vieles	w6191
zum	w6192
Schein	w6193
der	w6194
Wahrheit	w6195
<g/>
,
den	w6197
jegliche	w6198
Nachahmung	w6199
der	w6200
Natur	w6201
haben	w6202
soll	w6203
<g/>
,
beytragen	w6205
<g/>
.
Der	w6207
Ort	w6208
ih=rer	w6209
<g/>
=
Anbringung	w6211
muß	w6212
allemal	w6213
mit	w6214
Absicht	w6215
gewählet	w6216
seyn	w6217
<g/>
.
Die	w6219
Hauptpersonen	w6220
müssen	w6221
auf	w6222
dem	w6223
ersten	w6224
Platz	w6225
zu	w6226
stehen	w6227
kommen	w6228
<g/>
,
so	w6230
<g/>
,
daß	w6232
sie	w6233
ein	w6234
hinreichendes	w6235
Licht	w6236
befallen	w6237
<g/>
,
und	w6239
das	w6240
Auge	w6241
vorzüglich	w6242
an	w6243
sich	w6244
ziehen	w6245
kann	w6246
<g/>
.
Niemals	w6248
müssen	w6249
auf	w6250
dem	w6251
Vorgrunde	w6252
Ver=kürzungen	w6253
<g/>
=
seyn	w6255
<g/>
,
zumal	w6257
wenn	w6258
die	w6259
äußeren	w6260
</p>
<p id="p58">
Theile	w6262
derselben	w6263
hervorstehen	w6264
<g/>
.
Um	w6266
hierinn	w6267
das	w6268
Auge	w6269
nicht	w6270
zu	w6271
beleidigen	w6272
<g/>
,
müssen	w6274
die	w6275
ab=gesonderten	w6276
<g/>
=
Glieder	w6278
<g/>
,
so	w6280
viel	w6281
möglich	w6282
<g/>
,
den	w6284
Hintergrund	w6285
gewinnen	w6286
<g/>
,
jedoch	w6288
nicht	w6289
an	w6290
sel=bigen	w6291
<g/>
=
befestiget	w6293
scheinen	w6294
<g/>
.
Die	w6296
Figuren	w6297
auf	w6298
dem	w6299
zweyten	w6300
Grunde	w6301
müssen	w6302
nicht	w6303
so	w6304
vor=springend	w6305
<g/>
=
<g/>
,
nicht	w6308
so	w6309
stark	w6310
ausgedrückt	w6311
seyn	w6312
<g/>
,
als	w6314
die	w6315
im	w6316
Vorgrunde	w6317
<g/>
;
und	w6319
diese	w6320
Verhält=niß	w6321
<g/>
=
gilt	w6323
allen	w6324
Gründen	w6325
<g/>
,
nach	w6327
dem	w6328
Maaße	w6329
ihrer	w6330
Entfernung	w6331
<g/>
.
Figuren	w6333
<g/>
,
die	w6335
oft	w6336
viele	w6337
Schuhe	w6338
weit	w6339
von	w6340
einander	w6341
entfernt	w6342
zu	w6343
seyn	w6344
scheinen	w6345
<g/>
,
sind	w6347
es	w6348
oft	w6349
kaum	w6350
eines	w6351
Zolls	w6352
breit	w6353
<g/>
.
Hier	w6355
muß	w6356
der	w6357
Künstler	w6358
die	w6359
abnehmende	w6360
Verhält=nisse	w6361
<g/>
=
nach	w6363
den	w6364
perspektivischen	w6365
Regeln	w6366
wohl	w6367
zu	w6368
bestimmen	w6369
wissen	w6370
<g/>
,
wenn	w6372
er	w6373
sich	w6374
der	w6375
Wahr=heit	w6376
<g/>
=
nähern	w6378
<g/>
,
und	w6380
die	w6381
Wirkungen	w6382
der	w6383
Natur	w6384
vorstellen	w6385
will	w6386
<g/>
.
Die	w6388
Entfernung	w6389
<g/>
,
die	w6391
Luft	w6392
<g/>
,
das	w6394
Auge	w6395
erfodern	w6396
diese	w6397
stuffenweise	w6398
Ver=kleinerung	w6399
<g/>
=
<g/>
.
Die	w6402
Figuren	w6403
müssen	w6404
am	w6405
Ran=de	w6406
<g/>
=
eine	w6408
Abrundung	w6409
haben	w6410
<g/>
,
und	w6412
in	w6413
der	w6414
Mit=te	w6415
<g/>
=
hinlänglich	w6417
erhoben	w6418
seyn	w6419
<g/>
;
dies	w6421
giebt	w6422
ihnen	w6423
die	w6424
Erhöhung	w6425
und	w6426
Entfernung	w6427
<g/>
.
Der	w6429
Schat=ten	w6430
<g/>
=
muß	w6432
so	w6433
gezogen	w6434
seyn	w6435
<g/>
,
als	w6437
ihn	w6438
zusammen	w6439
gestellte	w6440
Personen	w6441
werfen	w6442
können	w6443
<g/>
.
Die	w6445
Gründe	w6446
der	w6447
Haupt	w6448
<g/>
=
und	w6450
bewegenden	w6451
Figu=ren	w6452
<g/>
=
werden	w6454
entfernt	w6455
gemacht	w6456
<g/>
,
damit	w6458
sich	w6459
die	w6460
Personen	w6461
ungehindert	w6462
bewegen	w6463
können	w6464
<g/>
.
Die	w6466
Figur	w6467
<g/>
,
welche	w6469
abgesondert	w6470
<g/>
,
auf	w6472
einem	w6473
vor=gerückten	w6474
<g/>
=
Grunde	w6476
allein	w6477
zu	w6478
stehen	w6479
kömmt	w6480
<g/>
,
bekömmt	w6482
allemal	w6483
einen	w6484
Schatten	w6485
hinter	w6486
der	w6487
Seite	w6488
ihrer	w6489
Beleuchtung	w6490
entgegen	w6491
<g/>
,
und	w6493
wo	w6494
möglich	w6495
<g/>
,
ein	w6497
Licht	w6498
hinter	w6499
ihrem	w6500
Schatten	w6501
<g/>
.
Wenn	w6503
der	w6504
Künstler	w6505
im	w6506
Marmor	w6507
das	w6508
Mat=te	w6509
<g/>
=
<g/>
,
das	w6512
Körnigte	w6513
<g/>
,
das	w6515
Polirte	w6516
mit	w6517
Ein=sicht	w6518
<g/>
=
zu	w6520
gebrauchen	w6521
weiß	w6522
<g/>
,
so	w6524
kann	w6525
er	w6526
eine	w6527
Art	w6528
von	w6529
Farbengebung	w6530
hervorbringen	w6531
<g/>
.
Ue=brigens	w6533
<g/>
=
ist	w6535
ein	w6536
stark	w6537
erhabnes	w6538
Basrelief	w6539
al=lemal	w6540
<g/>
=
ein	w6542
sehr	w6543
schweres	w6544
Gemälde	w6545
<g/>
,
aber	w6547
hat	w6548
es	w6549
seine	w6550
erfoderlichen	w6551
Eigenschaften	w6552
<g/>
,
so	w6554
ist	w6555
es	w6556
ein	w6557
Kunststücke	w6558
<g/>
.
Bernini	w6560
<g/>
,
Legros	w6562
<g/>
,
und	w6564
Algardi	w6565
waren	w6566
sehr	w6567
große	w6568
Meister	w6569
hierinn	w6570
<g/>
.
</p>
<p id="p59">
Wir	w6572
müssen	w6573
noch	w6574
eine	w6575
Anmerkung	w6576
aus	w6577
des	w6578
gelehrten	w6579
Herrn	w6580
Klotzs	w6581
Dacktiliothek	w6582
hie=her	w6583
<g/>
=
setzen	w6585
<g/>
,
vielleicht	w6587
kann	w6588
sie	w6589
vielen	w6590
ein	w6591
Licht	w6592
in	w6593
diesem	w6594
Fache	w6595
geben	w6596
<g/>
.
Sie	w6598
heißt	w6599
S	w6600
<g/>
.
31	w6602
<g/>
„
Die	w6604
Römer	w6605
liebten	w6606
die	w6607
Künste	w6608
<g/>
,
oder	w6610
viel=„mehr	w6611
<g/>
=
<g/>
„
ihre	w6614
Werke	w6615
mehr	w6616
aus	w6617
Eitelkeit	w6618
<g/>
,
als	w6620
<g/>
„
aus	w6622
einer	w6623
hohen	w6624
Empfindung	w6625
der	w6626
Schön=„heit	w6627
<g/>
=
<g/>
„
<g/>
:
sie	w6631
hatten	w6632
nicht	w6633
den	w6634
wahren	w6635
Ge=„schmack	w6636
<g/>
=
<g/>
„
an	w6639
denselben	w6640
<g/>
,
der	w6642
uns	w6643
antreibt	w6644
<g/>
,
</p>
<p id="p60">
<g/>
„
die	w6647
Werke	w6648
großer	w6649
Meister	w6650
zu	w6651
studiren	w6652
<g/>
,
und	w6654
<g/>
„
uns	w6656
reizt	w6657
<g/>
,
daß	w6659
wir	w6660
uns	w6661
dem	w6662
stillen	w6663
Vergnü=„gen	w6664
<g/>
=
<g/>
„
überlassen	w6667
<g/>
,
welches	w6669
sie	w6670
in	w6671
unsere	w6672
Seele	w6673
<g/>
„
gießen	w6675
<g/>
.
Was	w6677
Rom	w6678
schönes	w6679
in	w6680
dieser	w6681
Art	w6682
<g/>
„
aufwies	w6684
<g/>
,
war	w6686
es	w6687
den	w6688
Griechen	w6689
schuldig	w6690
<g/>
,
<g/>
„
die	w6693
sich	w6694
nach	w6695
dem	w6696
veränderten	w6697
Glücke	w6698
ihres	w6699
<g/>
„
Vaterlandes	w6701
daselbst	w6702
niederließen	w6703
<g/>
.
Auf	w6705
<g/>
„
den	w6707
schönsten	w6708
Steinen	w6709
lesen	w6710
wir	w6711
nur	w6712
grie=„chische	w6713
<g/>
=
<g/>
„
Namen	w6716
ihrer	w6717
Verfertiger	w6718
<g/>
.
Die	w6720
Rö=„mer	w6721
<g/>
=
<g/>
„
hatten	w6724
nicht	w6725
einmal	w6726
ein	w6727
Wort	w6728
in	w6729
ihrer	w6730
<g/>
„
Sprache	w6732
<g/>
,
einen	w6734
Steinschneider	w6735
anzudeu=„ten	w6736
<g/>
=
<g/>
„
<g/>
.
Man	w6740
bemerkt	w6741
an	w6742
den	w6743
römisch	w6744
<g/>
.
Stei=„nen	w6746
<g/>
=
<g/>
„
eine	w6749
trockne	w6750
Zeichnung	w6751
<g/>
,
ein	w6753
ängstlich	w6754
<g/>
=
<g/>
„
und	w6757
plumpes	w6758
Wesen	w6759
<g/>
,
eine	w6761
kalte	w6762
Arbeit	w6763
<g/>
,
<g/>
„
und	w6766
an	w6767
den	w6768
Köpfen	w6769
weder	w6770
Geist	w6771
noch	w6772
Cha=„rakter	w6773
<g/>
=
<g/>
„
<g/>
.
Sie	w6777
hatten	w6778
eine	w6779
unvollkommene	w6780
<g/>
„
Jdee	w6782
vom	w6783
Schönen	w6784
<g/>
.
Das	w6786
Reizende	w6787
und	w6788
<g/>
„
Einfältige	w6790
<g/>
,
welches	w6792
uns	w6793
in	w6794
den	w6795
griechi=„schen	w6796
<g/>
=
<g/>
„
Werken	w6799
vergnügt	w6800
<g/>
,
suchen	w6802
wir	w6803
ver=„gebens	w6804
<g/>
=
<g/>
„
<g/>
,
und	w6808
wir	w6809
finden	w6810
das	w6811
Gezwungene	w6812
<g/>
„
und	w6814
Schwerfällige	w6815
<g/>
.
<g/>
„
</p>
<p id="p61">
Aus	w6818
dieser	w6819
Anmerkung	w6820
läßt	w6821
sich	w6822
schließen	w6823
<g/>
:
wie	w6825
sehr	w6826
sich	w6827
diejenige	w6828
irren	w6829
<g/>
,
die	w6831
alle	w6832
römi=sche	w6833
<g/>
=
Alterthümer	w6835
für	w6836
gut	w6837
halten	w6838
<g/>
.
Es	w6840
ist	w6841
un=läugbar	w6842
<g/>
=
<g/>
,
daß	w6845
die	w6846
Abgüsse	w6847
<g/>
,
so	w6849
noch	w6850
heut	w6851
zu	w6852
Tage	w6853
von	w6854
da	w6855
aus	w6856
verschickt	w6857
werden	w6858
<g/>
,
verfüh=rerische	w6860
<g/>
=
Studien	w6862
werden	w6863
können	w6864
<g/>
,
wenn	w6866
sie	w6867
nicht	w6868
in	w6869
die	w6870
Hände	w6871
eines	w6872
gelehrten	w6873
Kenners	w6874
fallen	w6875
<g/>
.
Jhr	w6877
Fleisch	w6878
ist	w6879
meistens	w6880
erhaben	w6881
<g/>
,
ihre	w6883
Mäuseln	w6884
rund	w6885
und	w6886
geschwollen	w6887
<g/>
;
dahin=gegen	w6889
<g/>
=
bey	w6891
den	w6892
griechischen	w6893
überall	w6894
eine	w6895
edle	w6896
Einfalt	w6897
<g/>
,
sanfte	w6899
Fläche	w6900
herrscht	w6901
<g/>
.
Ohne	w6903
die=sen	w6904
<g/>
=
Fehler	w6906
<g/>
,
wäre	w6908
unser	w6909
Donner	w6910
den	w6911
Grie=chen	w6912
<g/>
=
ziemlich	w6914
nah	w6915
gekommen	w6916
<g/>
.
</p>
<head id="hl29">
Von	w6918
der	w6919
Baukunst	w6920
<g/>
.
</head>
<p id="p62">
Von	w6922
mehr	w6923
als	w6924
2000	w6925
<g/>
.
Jahren	w6927
her	w6928
zeigen	w6929
uns	w6930
die	w6931
Ueberbleibsel	w6932
der	w6933
Alten	w6934
<g/>
,
wie	w6936
weit	w6937
sie	w6938
darinn	w6939
gekommen	w6940
sind	w6941
<g/>
.
Die	w6943
Neuern	w6944
ha=ben	w6945
<g/>
=
sie	w6947
zwar	w6948
hie	w6949
und	w6950
da	w6951
erreicht	w6952
<g/>
,
aber	w6954
noch	w6955
nie	w6956
übertroffen	w6957
<g/>
.
Die	w6959
schönsten	w6960
Gebäude	w6961
sind	w6962
durch	w6963
Kriege	w6964
<g/>
,
barbarische	w6966
Verheerun=gen	w6967
<g/>
=
und	w6969
Feuer	w6970
zu	w6971
Grunde	w6972
gegangen	w6973
<g/>
;
und	w6975
was	w6976
noch	w6977
das	w6978
Bedaurenswürdigste	w6979
ist	w6980
<g/>
,
ha=ben	w6982
<g/>
=
uns	w6984
die	w6985
Schriftsteller	w6986
durch	w6987
ihre	w6988
Kunst=wörter	w6989
<g/>
=
<g/>
,
Terminos	w6992
Technicos	w6993
<g/>
,
dieselbige	w6995
noch	w6996
undeutlicher	w6997
gemacht	w6998
<g/>
.
Viele	w7000
sind	w7001
gar	w7002
</p>
<p id="p63">
vernichtet	w7005
<g/>
,
wovon	w7007
man	w7008
fast	w7009
keine	w7010
Nachricht	w7011
mehr	w7012
haben	w7013
kann	w7014
<g/>
;
z	w7016
<g/>
.
B	w7018
<g/>
.
der	w7020
Tempel	w7021
des	w7022
don=nernden	w7023
<g/>
=
Jupiters	w7025
<g/>
,
die	w7027
drey	w7028
Säulen	w7029
des	w7030
ste=henden	w7031
<g/>
=
Jupiters	w7033
<g/>
,
der	w7035
Panthion	w7036
<g/>
,
Constan=tins	w7038
<g/>
=
Triumphbogen	w7040
u	w7041
<g/>
.
a	w7043
<g/>
.
m	w7045
<g/>
.
und	w7047
viele	w7048
sind	w7049
gleichsam	w7050
einzeln	w7051
aus	w7052
ihrem	w7053
Schutte	w7054
wieder	w7055
