<doc id="wr_1759-08-08" attrs="word" year="1759" month="08" day="08" corpus="2">
<head id="h2_d371e4010">
Münster	w4_d371e4013
im	w108_d371e15191
Eugelshofis.	w110_d371e15194
H.	w112_d371e15197
am	w114_d371e15200
Pet.,	w117_d371e15205
alt	w119_d371e15209
76.	w121_d371e15212
J.	w123_d371e15215
</list>
<head id="h2_d371e15222">
Vor	w4_d371e15225
der	w6_d371e15229
Stadt.	w8_d371e15232
</head>
<list id="l4_d371e15235">
Dem	w5_d371e15238
Hrn.	w7_d371e15242
Ant.	w9_d371e15245
Kellner,	w11_d371e15248
Wacht=meist.	w13_d371e15251
unter	w15_d371e15255
dem	w17_d371e15258
Löbl.	w20_d371e15262
Steinbachis.	w22_d371e15266
Küraßier=regim.,	w24_d371e15269
s.	w26_d371e15273
K.	w28_d371e15276
There	w30_d371e15279
sia,	w33_d371e15283
beym	w35_d371e15287
bl.	w37_d371e15291
Wolf.	w39_d371e15294
auf	w41_d371e15297
der	w43_d371e15300
Wied.,	w45_d371e15303
alt	w47_d371e15306
3.	w49_d371e15310
Anna	w52_d371e15314
Mileckerin,	w54_d371e15318
led.	w56_d371e15321
M.	w58_d371e15324
bey	w60_d371e15328
der	w62_d371e15331
bl.	w64_d371e15334
Ent.	w66_d371e15337
zu	w68_d371e15340
Mätz	w70_d371e15343
leinstorf,	w73_d371e15348
alt	w75_d371e15352
31.	w77_d371e15355
J.	w79_d371e15358
Justina	w82_d371e15362
Virwitzin,	w84_d371e15367
Wittwe,	w86_d371e15370
beym	w88_d371e15373
gold.	w90_d371e15376
Metz.	w92_d371e15379
am	w94_d371e15382
Neubau,	w97_d371e15387
alt	w99_d371e15391
52.	w101_d371e15394
J.	w103_d371e15397
Dem	w106_d371e15401
Mich.	w108_d371e15406
Stockinger,	w110_d371e15409
Tag=löhn.,	w112_d371e15412
s.	w114_d371e15415
K.	w116_d371e15418
Mich.	w118_d371e15421
bey	w120_d371e15425
dem	w123_d371e15429
grün.	w125_d371e15433
Kegel	w127_d371e15436
bey	w129_d371e15439
Maria=hülf,	w131_d371e15443
alt	w133_d371e15446
3.	w135_d371e15449
</list>
<head id="h2_d371e15456">
Summa	w4_d371e15459
8.	w6_d371e15463
Person.,	w8_d371e15466
darunter	w10_d371e15469
3.	w12_d371e15472
Kind.	w14_d371e15476
</head>
<list id="l4_d371e15479">
</list>
<p id="p6_d371e15485">
Wir	w4_d371e15488
Endes	w6_d371e15492
gefertigte	w8_d371e15495
von	w10_d371e15498
einem	w12_d371e15501
Löbl.	w14_d371e15505
Land	w16_d371e15508
marschallischen	w19_d371e15512
Gericht	w21_d371e15516
verordnete	w23_d371e15519
Commißarien	w25_d371e15523
fügen	w28_d371e15527
N.	w30_d371e15531
allen	w32_d371e15534
und	w34_d371e15537
jeden	w36_d371e15541
(so	w38_d371e15544
an	w40_d371e15547
Weyl.	w42_d371e15550
Anna	w44_d371e15553
Maria	w47_d371e15558
Loweinin	w49_d371e15562
seel.	w51_d371e15565
Verlassenschaft	w53_d371e15568
einige	w55_d371e15571
Sprüch	w57_d371e15574
und	w60_d371e15579
Anforderungen	w62_d371e15583
zu	w64_d371e15586
stellen,	w66_d371e15589
in	w68_d371e15592
specie	w70_d371e15596
aber	w72_d371e15599
de	w74_d371e15602
nenjenigen,	w77_d371e15606
so	w79_d371e15610
aus	w81_d371e15614
Weyl.	w83_d371e15617
Barbara	w85_d371e15620
Monica	w87_d371e15623
Zettin	w89_d371e15626
seel.	w92_d371e15631
Testament	w94_d371e15635
annoch	w96_d371e15638
etwas	w98_d371e15641
zu	w100_d371e15644
forderen	w102_d371e15647
haben)	w104_d371e15651
hiemit	w107_d371e15655
zu	w109_d371e15659
wissen:	w111_d371e15662
welcher	w113_d371e15665
gestalten	w115_d371e15669
wir	w117_d371e15672
auf	w119_d371e15675
An	w121_d371e15678
langen	w124_d371e15682
ernannter	w126_d371e15687
Loweinin	w128_d371e15690
instituirter	w130_d371e15693
Universal	w132_d371e15696
erben,	w135_d371e15700
und	w137_d371e15705
hierüber	w139_d371e15708
an	w141_d371e15711
uns	w143_d371e15714
ergangene	w145_d371e15717
gerichtliche	w147_d371e15720
Auflag,	w150_d371e15725
superperemptorie	w152_d371e15729
clausulirte	w154_d371e15732
Convoca-	w156_d371e15735
tions-tagsatzung,	w159_d371e15739
auf	w161_d371e15744
den	w163_d371e15747
26.	w165_d371e15750
September	w167_d371e15753
dies	w169_d371e15756
Jahrs	w172_d371e15761
Nachmittag	w174_d371e15765
um	w176_d371e15768
2.	w178_d371e15771
Uhr	w180_d371e15774
in	w182_d371e15777
mein	w184_d371e15781
Land	w186_d371e15784
schreibers	w189_d371e15788
in	w191_d371e15792
der	w193_d371e15795
Wald=zeil	w195_d371e15799
in	w197_d371e15802
Zichinischen	w199_d371e15805
Haus	w201_d371e15808
in	w204_d371e15812
anderten	w206_d371e15817
Stock	w208_d371e15820
habenden	w210_d371e15823
Wohnung	w212_d371e15826
zu	w214_d371e15829
erschei	w216_d371e15832
nen	w219_d371e15837
pro	w221_d371e15841
primo	w223_d371e15844
secundo	w225_d371e15847
tertio	w227_d371e15850
ac	w229_d371e15854
ultimo	w231_d371e15857
termino	w233_d371e15860
bestimmet	w236_d371e15864
haben:	w238_d371e15868
Solchemnach	w240_d371e15872
werden	w242_d371e15875
all	w244_d371e15878
und	w246_d371e15881
jede	w249_d371e15885
intereßirte	w251_d371e15890
(so	w253_d371e15893
an	w255_d371e15896
bemeldt	w257_d371e15899
Loweinische	w259_d371e15902
Ver	w261_d371e15905
lassenschaft,	w264_d371e15910
in	w266_d371e15914
specie	w268_d371e15917
aber	w270_d371e15920
diejenige,	w272_d371e15923
so	w274_d371e15927
aus	w276_d371e15930
weyl.	w279_d371e15934
Barbara	w281_d371e15938
Monicä	w283_d371e15941
Zettin,	w285_d371e15945
seel.	w287_d371e15948
Testament	w289_d371e15951
annoch	w292_d371e15955
etwas	w294_d371e15959
zu	w296_d371e15963
forderen	w298_d371e15966
haben)	w300_d371e15969
an	w302_d371e15972
obgedachten	w304_d371e15975
Tag,	w307_d371e15980
Stund	w309_d371e15984
und	w311_d371e15987
Ort,	w313_d371e15990
alsogewiß	w315_d371e15993
persönlich,	w317_d371e15996
</p>
<p id="p10_d371e16001">
oder	w4_d371e16004
durch	w6_d371e16008
genugsam	w8_d371e16011
gevollmächtigte	w10_d371e16014
erscheinen,	w12_d371e16017
ihre	w15_d371e16022
Sprüch	w17_d371e16026
anmelden,	w19_d371e16029
und	w21_d371e16032
zugleich	w23_d371e16035
der	w25_d371e16039
Ordnung	w27_d371e16042
nach	w30_d371e16046
behörig	w32_d371e16050
liquidiren,	w34_d371e16053
wie	w36_d371e16057
im	w38_d371e16060
widrigen	w40_d371e16063
die	w42_d371e16066
Ab	w44_d371e16069
handlung	w47_d371e16074
vorgenommen,	w49_d371e16078
hierüber	w51_d371e16081
ex	w53_d371e16084
officio	w55_d371e16087
Re-	w57_d371e16090
lationiret,	w60_d371e16095
denen	w62_d371e16099
ausbleibenden	w64_d371e16102
aber	w66_d371e16105
das	w68_d371e16108
ewige	w70_d371e16112
Stillschweigen	w73_d371e16116
auferlegt	w75_d371e16120
werden	w77_d371e16123
solle.	w79_d371e16126
Actum	w81_d371e16130
Wien	w84_d371e16134
den	w86_d371e16138
5.	w88_d371e16141
Julii	w90_d371e16144
1759.	w92_d371e16148
</p>
<head id="h2_d371e16155">
Gabriel	w4_d371e16158
Joseph	w6_d371e16162
Stettner	w8_d371e16165
Land	w10_d371e16168
schreiber.	w13_d371e16173
Franz	w16_d371e16178
Bernhard	w18_d371e16182
edler	w20_d371e16185
von	w22_d371e16188
Kees	w24_d371e16192
L.	w27_d371e16196
M.	w29_d371e16200
Gerichts=secretarius.	w31_d371e16203
</head>
<p id="p4_d371e16206">
Von	w4_d371e16209
des	w6_d371e16213
Lands=fürstl.	w8_d371e16216
St.	w10_d371e16219
Leopoldi=stifts	w12_d371e16222
Clo	w14_d371e16226
ster=neuburg	w17_d371e16230
Ober=cammer	w19_d371e16234
wird	w21_d371e16237
jedermänni	w23_d371e16240
glich	w26_d371e16245
kund,	w28_d371e16249
und	w30_d371e16252
zu	w32_d371e16255
wissen	w34_d371e16258
gemacht,	w36_d371e16262
wasgestal	w38_d371e16265
ten	w41_d371e16269
Paul	w43_d371e16273
Althofer,	w45_d371e16276
Jnwohner	w47_d371e16280
und	w49_d371e16283
Tüchelhand	w51_d371e16286
ler	w54_d371e16290
im	w56_d371e16294
Neu=lerchenfeld,	w58_d371e16298
und	w60_d371e16301
Catharina	w62_d371e16304
seine	w64_d371e16307
Ehe	w66_d371e16310
wirtin,	w69_d371e16315
nachdeme	w71_d371e16319
dieselbe	w73_d371e16322
zur	w75_d371e16325
Kaiserl.	w77_d371e16328
Königl.	w79_d371e16331
Armee	w82_d371e16336
mit	w84_d371e16340
ihren	w86_d371e16343
Waaren	w88_d371e16346
gehandlet,	w90_d371e16349
dem	w92_d371e16353
ein	w94_d371e16356
gelangten	w97_d371e16360
Bericht	w99_d371e16364
nach	w101_d371e16367
daselbst	w103_d371e16371
das	w105_d371e16374
Zeitliche	w107_d371e16377
ohne	w109_d371e16380
Hinterlassung	w112_d371e16384
einiger	w114_d371e16389
Leibs=erben	w116_d371e16392
geändert	w118_d371e16395
ha	w120_d371e16398
ben	w123_d371e16402
sollen,	w125_d371e16407
die	w127_d371e16410
wenige	w129_d371e16413
Verlassenschaft	w131_d371e16416
aber	w133_d371e16419
in	w135_d371e16422
nichts	w138_d371e16427
als	w140_d371e16431
derley	w142_d371e16434
zum	w144_d371e16437
Verkauf	w146_d371e16440
habenden	w148_d371e16444
schlech	w150_d371e16447
ten	w153_d371e16451
Fahrnussen	w155_d371e16455
bestehet,	w157_d371e16458
sohin	w159_d371e16462
eine	w161_d371e16465
Nohtdurft	w163_d371e16468
zu	w166_d371e16472
seynd	w168_d371e16476
befunden	w170_d371e16480
worden,	w172_d371e16483
alle,	w174_d371e16486
die	w176_d371e16489
hieran	w178_d371e16492
Theil	w180_d371e16495
nehmende	w183_d371e16500
sowol	w185_d371e16504
in	w187_d371e16507
als	w189_d371e16510
ausser	w191_d371e16513
Land	w193_d371e16517
befindliche	w195_d371e16520
Personen	w198_d371e16524
durch	w200_d371e16528
dieses	w202_d371e16531
offene	w204_d371e16535
Edict	w206_d371e16538
zu	w208_d371e16541
Anmeld	w210_d371e16544
Legitimir	w213_d371e16548
und	w215_d371e16553
Liquidirung	w217_d371e16556
ihrer	w219_d371e16559
obbemeldeter	w221_d371e16562
Verlassenschaft	w224_d371e16566
ex	w226_d371e16571
quacunque	w228_d371e16574
causa	w230_d371e16577
vel	w232_d371e16580
titulo	w234_d371e16583
habende	w237_d371e16588
Sprüch	w239_d371e16592
und	w241_d371e16595
Forderungen	w243_d371e16598
gerichtlich	w245_d371e16601
vor	w247_d371e16604
zuladen,	w250_d371e16609
und	w252_d371e16613
einzuberuffen,	w254_d371e16616
zu	w256_d371e16619
welchem	w258_d371e16622
Ende	w260_d371e16626
dann	w263_d371e16630
denenselben	w265_d371e16634
der	w267_d371e16637
28.	w269_d371e16640
Septemb.	w271_d371e16644
fruh	w273_d371e16647
um	w275_d371e16650
8.	w277_d371e16653
Uhr	w280_d371e16657
zur	w282_d371e16662
gewöhnlicher	w284_d371e16665
Convocation	w286_d371e16668
und	w288_d371e16671
Anmel	w290_d371e16674
dungs=tagsatzung	w293_d371e16679
bestimmet	w295_d371e16683
wird.	w297_d371e16686
Solchemnach	w299_d371e16689
werden	w302_d371e16693
alle	w304_d371e16698
und	w306_d371e16701
jede,	w308_d371e16704
welche	w310_d371e16707
bey	w312_d371e16710
gedacht	w314_d371e16713
Altho	w316_d371e16717
ferischen	w319_d371e16721
Verlassenschaft	w321_d371e16725
um	w323_d371e16728
rechtmäßiger	w325_d371e16731
Erbs	w327_d371e16735
und	w330_d371e16739
Schuld=forderung	w332_d371e16743
Willen	w334_d371e16746
einige	w336_d371e16749
Sprüch	w338_d371e16753
haben,	w341_d371e16757
oder	w343_d371e16761
zu	w345_d371e16764
haben	w347_d371e16767
vermeinen,	w349_d371e16771
an	w351_d371e16774
dem	w353_d371e16777
obbe	w355_d371e16780
stimmten	w358_d371e16784
Tag	w360_d371e16789
und	w362_d371e16792
Stund	w364_d371e16795
auf	w366_d371e16798
der	w368_d371e16801
Ober=cammer	w370_d371e16804
des	w373_d371e16809
Stifts	w375_d371e16813
zu	w377_d371e16816
Closter=neuburg	w379_d371e16819
peremptorie	w381_d371e16822
cum	w383_d371e16826
clausula	w386_d371e16830
actualis	w388_d371e16834
contumaciæ	w390_d371e16837
persönlich,	w392_d371e16840
oder	w394_d371e16844
durch	w397_d371e16848
genugsam	w399_d371e16852
Gevollmächtigte	w401_d371e16855
zu	w403_d371e16858
erscheinen,	w405_d371e16862
anzumelden,	w408_d371e16866
zu	w410_d371e16870
legitimiren,	w412_d371e16873
und	w414_d371e16876
zu	w416_d371e16880
liquidiren	w418_d371e16883
haben,	w421_d371e16887
als	w423_d371e16891
im	w425_d371e16894
widrigen	w427_d371e16898
die	w429_d371e16901
Ausbleibende	w431_d371e16904
nicht	w433_d371e16907
mehr	w436_d371e16911
angehöret,	w438_d371e16916
denenselben	w440_d371e16919
das	w442_d371e16922
ewige	w444_d371e16925
Still	w446_d371e16928
schweigen	w449_d371e16933
auferleget,	w451_d371e16937
die	w453_d371e16940
nicht	w455_d371e16943
Liquidirende	w457_d371e16946
aber	w459_d371e16949
ex	w462_d371e16954
Officio	w464_d371e16958
abgewiesen	w466_d371e16961
werden	w468_d371e16964
sollen,	w471_d371e16968
wornach	w473_d371e16973
je	w475_d371e16976
der	w478_d371e16980
sein	w480_d371e16984
Recht	w482_d371e16987
zu	w484_d371e16991
invigiliren	w486_d371e16994
haben	w488_d371e16997
wissen	w490_d371e17000
wird.	w492_d371e17003
Actum	w495_d371e17008
Stift	w497_d371e17012
Closter=neuburg	w499_d371e17015
den	w501_d371e17018
12.	w503_d371e17021
Julii	w505_d371e17024
1759.	w507_d371e17028
</p>
<list id="l6_d371e17031">
Von	w5_d371e17034
des	w7_d371e17038
Hochgräfl.	w9_d371e17041
Bathyanischen	w11_d371e17044
Judicii	w13_d371e17047
De-	w15_d371e17051
legati	w18_d371e17055
der	w20_d371e17059
Herrschaft	w22_d371e17062
Trautmannstorf	w24_d371e17065
wegen,	w26_d371e17069
wird	w28_d371e17072
jedermänniglich	w31_d371e17076
kund	w33_d371e17080
und	w35_d371e17083
zu	w37_d371e17087
wissen	w39_d371e17090
ge	w41_d371e17093
hiemit	w44_d371e17097
macht:	w47_d371e17102
Welcher	w50_d371e17108
gestalten	w52_d371e17112
auf	w54_d371e17115
Anlangen	w56_d371e17118
des	w58_d371e17121
deren	w60_d371e17125
Schuchischen	w63_d371e17129
Kindern	w65_d371e17133
gerichtlich	w67_d371e17136
verordneten	w69_d371e17139
Cu-	w71_d371e17143
ratoris	w74_d371e17147
ad	w76_d371e17151
Actum	w78_d371e17154
Herrn	w80_d371e17157
Johann	w82_d371e17161
Anton	w84_d371e17164
Allmayr,	w86_d371e17167
beeder	w89_d371e17171
Rechten	w91_d371e17175
Doctoris,	w93_d371e17179
auch	w95_d371e17182
Hof	w97_d371e17185
und	w99_d371e17188
Gerichts	w101_d371e17191
abvocaten	w104_d371e17196
über	w106_d371e17200
das	w108_d371e17203
in	w110_d371e17206
Folge	w112_d371e17209
eines	w114_d371e17212
bey	w116_d371e17216
diesem	w118_d371e17219
Jud.	w120_d371e17222
</list>
<p id="p8_d371e17226">
delegato	w4_d371e17229
zwischen	w6_d371e17233
erst=benannten	w8_d371e17236
Herrn	w10_d371e17239
Curat.	w12_d371e17242
dann	w15_d371e17247
denen	w17_d371e17251
Joseph	w19_d371e17254
Schuchischen	w21_d371e17257
Ercditorn	w23_d371e17260
unterm	w25_d371e17264
2.	w28_d371e17268
Junii	w30_d371e17272
dies	w32_d371e17275
Jahrs	w34_d371e17278
geschöpften	w36_d371e17282
Verlasses	w38_d371e17285
bereits	w40_d371e17288
ausgefertigt	w43_d371e17292
und	w45_d371e17296
affigire	w47_d371e17300
geweste	w49_d371e17303
Licitatiens-Edict	w51_d371e17306
in	w54_d371e17310
die	w56_d371e17314
nochmalige	w58_d371e17318
Licitirung	w60_d371e17321
deren	w62_d371e17324
Joseph	w64_d371e17327
Schuchischen	w67_d371e17331
behaust	w69_d371e17336
gewesten	w71_d371e17339
Unterthans,	w73_d371e17342
und	w75_d371e17345
Fleisch=hacker=meisters	w78_d371e17349
zu	w80_d371e17354
Stix=neufiedl	w82_d371e17357
ad	w84_d371e17360
Cri-	w86_d371e17363
dam	w89_d371e17367
gehörigen	w91_d371e17372
Behausungen	w93_d371e17375
überland	w95_d371e17378
Grund	w97_d371e17381
stücken,	w100_d371e17385
Mobilien,	w102_d371e17390
und	w104_d371e17393
Effecten	w106_d371e17396
den	w108_d371e17399
6.	w110_d371e17402
Julii	w112_d371e17405
ge	w114_d371e17409
williget,	w117_d371e17413
und	w119_d371e17417
zu	w121_d371e17420
Vornehmung	w123_d371e17423
sothaner	w125_d371e17427
Licitation	w127_d371e17430
ungehindert	w130_d371e17434
deren	w132_d371e17438
instehenden	w134_d371e17441
Ferien,	w136_d371e17445
der	w138_d371e17448
13te	w140_d371e17451
Augusti	w143_d371e17455
fruhe	w145_d371e17459
um	w147_d371e17463
8.	w149_d371e17466
Uhr	w151_d371e17469
in	w153_d371e17472
der	w155_d371e17475
Hochfürstl.	w157_d371e17478
Herr	w159_d371e17482
schafts=canzley	w162_d371e17486
zu	w164_d371e17490
Trautmannstorf	w166_d371e17493
zur	w168_d371e17496
Tagsatzung	w170_d371e17500
bestimmet	w173_d371e17504
worden.	w175_d371e17508
Als	w178_d371e17512
werden	w180_d371e17516
all	w182_d371e17520
und	w184_d371e17523
jede,	w186_d371e17526
so	w188_d371e17529
ermeldtSchuchi	w190_d371e17532
sche	w193_d371e17537
Behausung	w195_d371e17541
zu	w197_d371e17544
Stix=Neusiedl	w199_d371e17547
Uberländgrund	w201_d371e17550
stück,	w204_d371e17555
Effecten	w206_d371e17559
und	w208_d371e17562
Mobilien,	w210_d371e17565
käuflich	w212_d371e17568
an	w214_d371e17571
sich	w216_d371e17575
zu	w218_d371e17578
</p>
<p id="p10_d371e17581">
bringen	w4_d371e17584
gedenken,	w6_d371e17588
an	w8_d371e17591
bestimmten	w10_d371e17594
Tag,	w12_d371e17597
Stund	w14_d371e17601
und	w16_d371e17604
Ort	w19_d371e17608
ad	w21_d371e17612
tractandum	w23_d371e17615
&)	w25_d371e17619
concludendum	w27_d371e17622
zu	w29_d371e17625
er	w31_d371e17628
scheinen	w34_d371e17632
wissen.	w36_d371e17637
Wien	w38_d371e17640
den	w40_d371e17643
16.	w42_d371e17646
Julii	w44_d371e17649
175	w46_d371e17652
</p>
<p id="p12_d371e17660">
Von	w4_d371e17663
des	w6_d371e17667
würdigen	w8_d371e17670
St.	w10_d371e17673
Maria	w12_d371e17676
Magdalena	w14_d371e17680
Stifts	w17_d371e17684
Grundbuch	w19_d371e17688
wegen,	w21_d371e17691
wird	w23_d371e17694
mit	w25_d371e17698
gegenwärtig	w27_d371e17701
offenen	w30_d371e17705
Edict	w32_d371e17709
jedermänniglich	w34_d371e17712
sowol	w36_d371e17716
An	w38_d371e17719
als	w40_d371e17722
Ab	w42_d371e17725
wesenden,	w45_d371e17729
deme	w47_d371e17734
daran	w49_d371e17737
gelegen,	w51_d371e17740
kund	w53_d371e17743
und	w55_d371e17746
zu	w57_d371e17749
wis	w59_d371e17753
sen	w62_d371e17757
gemacht.	w64_d371e17761
Es	w66_d371e17764
habe	w68_d371e17767
besagtes	w70_d371e17771
Grund=buch	w72_d371e17774
nach	w74_d371e17777
erfolgten	w77_d371e17781
zusammen=lauf	w79_d371e17785
einiger	w81_d371e17789
Creditbrundes	w83_d371e17792
Johann	w86_d371e17796
Mathias	w88_d371e17800
Rigler	w90_d371e17803
behausten	w92_d371e17807
Grundhol	w94_d371e17810
den	w97_d371e17814
und	w99_d371e17818
Bäckern,	w101_d371e17821
am	w103_d371e17825
St.	w105_d371e17828
Magdalena=grund	w107_d371e17831
zu	w109_d371e17834
Einrichtung	w112_d371e17838
des	w114_d371e17843
Katus	w116_d371e17846
passivi,	w118_d371e17849
folgends	w120_d371e17852
zur	w122_d371e17855
be	w124_d371e17858
hörigen	w127_d371e17863
Crida-abhandlung	w129_d371e17867
für	w131_d371e17870
nöhtig	w133_d371e17873
befunden,	w135_d371e17876
die	w138_d371e17881
sammentlich	w140_d371e17885
sowol	w142_d371e17888
inner	w144_d371e17891
als	w146_d371e17894
ausser	w148_d371e17898
Land	w150_d371e17901
be	w152_d371e17904
findliche	w155_d371e17908
Johann	w157_d371e17912
Mathias	w159_d371e17916
Riglerische	w161_d371e17919
Glaubsagre,	w163_d371e17922
zur	w166_d371e17926
Anmeld	w168_d371e17930
und	w170_d371e17934
Liquidirung	w172_d371e17937
ihrer	w174_d371e17940
an	w176_d371e17943
wiederhol	w178_d371e17946
ten	w181_d371e17951
Rigler	w183_d371e17955
zustellen	w185_d371e17958
habender	w187_d371e17961
Sprüch	w189_d371e17964
und	w191_d371e17967
For	w193_d371e17971
derungen	w196_d371e17975
gerichtlich	w198_d371e17979
vorzuladen,	w200_d371e17982
und	w202_d371e17985
einuerur	w204_d371e17989
fen:	w207_d371e17993
zu	w209_d371e17997
welchen=Ende	w211_d371e18000
denenselben	w213_d371e18003
der	w215_d371e18007
18.	w217_d371e18010
Taß	w219_d371e18013
dieses	w222_d371e18017
Monats	w224_d371e18021
Augusti	w226_d371e18025
1759.	w228_d371e18028
Jahrs,	w230_d371e18031
Vormittag	w232_d371e18034
um	w235_d371e18038
8.	w237_d371e18043
Uhr	w239_d371e18046
zur	w241_d371e18049
Convocations	w243_d371e18052
und	w245_d371e18055
Anmeldungg	w247_d371e18058
tagsatzung,	w250_d371e18063
zu	w252_d371e18067
alleendlicher	w254_d371e18070
Frist,	w256_d371e18073
&	w258_d371e18076
quidemMis,	w260_d371e18080
prima,	w263_d371e18084
2da	w265_d371e18088
&	w267_d371e18091
3tia	w269_d371e18094
Citatione	w271_d371e18098
anberaumet	w273_d371e18101
worden.	w275_d371e18104
Solchemnach	w278_d371e18108
werden	w280_d371e18112
all	w282_d371e18116
und	w284_d371e18119
jede,	w286_d371e18122
welche	w288_d371e18125
an	w290_d371e18128
ge	w292_d371e18131
dachten	w295_d371e18136
Rigler	w297_d371e18140
um	w299_d371e18143
rechtmäßiger	w301_d371e18146
Forderung	w303_d371e18149
willen	w305_d371e18153
einige	w308_d371e18157
Sprüch	w310_d371e18161
haben,	w312_d371e18164
oder	w314_d371e18167
zu	w316_d371e18171
haben	w318_d371e18174
vermeinen,	w320_d371e18177
an	w323_d371e18181
obbestimmten	w325_d371e18185
Tag	w327_d371e18189
und	w329_d371e18192
Stund	w331_d371e18195
vor	w333_d371e18198
bemeldten	w335_d371e18201
Grund=buch	w338_d371e18206
in	w340_d371e18210
der	w342_d371e18213
Singer=strassen	w344_d371e18216
in	w346_d371e18219
Fähndrich	w348_d371e18222
hof	w351_d371e18227
im	w353_d371e18231
Mautischen	w355_d371e18234
Haus	w357_d371e18237
im	w359_d371e18240
3ten	w361_d371e18244
Stock	w363_d371e18247
entwe	w365_d371e18250
der	w368_d371e18254
selbst	w370_d371e18258
Persönlich,	w372_d371e18262
oder	w374_d371e18265
durch	w376_d371e18268
hierzu	w378_d371e18271
genus	w380_d371e18274
sam	w383_d371e18279
bevollmächtigte	w385_d371e18283
Gewalttragere	w387_d371e18286
alsogewiß	w389_d371e18289
zu	w391_d371e18292
erscheinen,	w394_d371e18297
und	w396_d371e18301
ihre	w398_d371e18304
an	w400_d371e18307
diesen	w402_d371e18310
Rigler	w404_d371e18313
habende	w406_d371e18317
Anforderungen	w409_d371e18321
anzumelden,	w411_d371e18325
auch	w413_d371e18328
rechtlich	w415_d371e18331
zu	w417_d371e18335
i	w419_d371e18338
quidiren	w422_d371e18342
haben,	w424_d371e18346
als	w426_d371e18349
im	w428_d371e18353
widrigen	w430_d371e18356
die	w432_d371e18359
Cridaver	w434_d371e18362
handlung	w437_d371e18366
gleichwolen	w439_d371e18371
vorgenommen,	w441_d371e18374
und	w443_d371e18377
denen	w445_d371e18380
sich	w448_d371e18384
nicht	w450_d371e18389
anmeldenden	w452_d371e18392
das	w454_d371e18395
ewige	w456_d371e18398
Stillschweigen	w458_d371e18401
auferleget,	w461_d371e18406
auch	w463_d371e18410
ansonsten	w465_d371e18413
ex	w467_d371e18416
Officio	w469_d371e18419
vorgekehter	w471_d371e18422
werden	w474_d371e18427
solle,	w476_d371e18431
was	w478_d371e18434
Rechtens	w480_d371e18437
ist.	w482_d371e18440
Wornach	w484_d371e18444
sich	w486_d371e18447
also	w489_d371e18451
ein	w491_d371e18455
jeder	w493_d371e18458
zu	w495_d371e18462
richten	w497_d371e18465
wissen	w499_d371e18468
wird.	w501_d371e18471
Eo	w503_d371e18474
gesche	w505_d371e18477
hen	w508_d371e18482
Wienn	w510_d371e18486
den	w512_d371e18489
11.	w514_d371e18492
Junii	w516_d371e18495
1759.	w518_d371e18499
An	w521_d371e18503
</p>
<head id="h2_d371e18598">
Warschau	w4_d371e18601
11.	w6_d371e18605
Julii.	w8_d371e18608
</head>
<p id="p4_d371e18611">
Den	w4_d371e18614
4ten	w6_d371e18618
dieses	w8_d371e18621
kamen	w10_d371e18624
von	w12_d371e18627
dem	w14_d371e18631
Tribu	w16_d371e18634
Snal	w19_d371e18638
von	w21_d371e18642
Lithauen	w23_d371e18645
Deputirte	w25_d371e18649
an,	w27_d371e18652
und	w29_d371e18655
hatten	w32_d371e18659
am	w34_d371e18663
werwichenen	w36_d371e18667
Sonntag	w38_d371e18670
bey	w40_d371e18673
Sr.	w42_d371e18676
Majest.	w45_d371e18680
dem	w47_d371e18685
König	w49_d371e18688
eine	w51_d371e18691
öffentliche	w53_d371e18694
Audienz.	w55_d371e18697
Es	w58_d371e18702
ist	w60_d371e18706
ihnen	w62_d371e18709
unter	w64_d371e18712
andern	w66_d371e18715
aufgetragen,	w68_d371e18718
da	w70_d371e18722
hin	w73_d371e18726
anzusuchen,	w75_d371e18730
daß	w77_d371e18733
die	w79_d371e18736
fremde	w81_d371e18740
Völker	w83_d371e18743
das	w85_d371e18746
Gebiet	w88_d371e18750
der	w90_d371e18754
Republick	w92_d371e18758
verlassen	w94_d371e18761
möchten.	w96_d371e18764
Tags	w99_d371e18768
vorher	w101_d371e18772
als	w103_d371e18776
den	w105_d371e18779
3ten,	w107_d371e18782
traffe	w109_d371e18785
der	w111_d371e18788
Fürst	w113_d371e18791
drimas	w116_d371e18796
auf	w118_d371e18800
besonderes	w120_d371e18803
Verlangen	w122_d371e18806
des	w124_d371e18809
Kö	w126_d371e18813
nigs	w129_d371e18817
incognito	w131_d371e18821
hier	w133_d371e18824
ein.	w135_d371e18827
Er	w137_d371e18831
hatte	w139_d371e18834
sofort	w141_d371e18837
bey	w144_d371e18841
Sr.	w146_d371e18845
Majest.	w148_d371e18849
besonderes	w150_d371e18852
Gehör,	w152_d371e18855
worauf	w154_d371e18858
er	w157_d371e18862
den	w159_d371e18867
9ten	w161_d371e18870
dieses	w163_d371e18873
an	w165_d371e18876
die	w167_d371e18879
Staats	w169_d371e18882
und	w171_d371e18886
Kriegs	w173_d371e18889
bediente	w176_d371e18893
dieser	w178_d371e18897
Crone	w180_d371e18900
folgendes	w182_d371e18904
Circular	w184_d371e18907
schreiben	w187_d371e18911
erlassen:	w189_d371e18915
</p>
<p id="p6_d371e18918">
Da	w4_d371e18921
der	w6_d371e18925
König,	w8_d371e18928
mein	w10_d371e18931
