<doc id="wr_1759-09-01" attrs="word" year="1759" month="09" day="01" corpus="2">
<head id="h2_d378e3575">
Düsseldorf	w1_d378e3579
Burger=musterung,	w5_d378e14436
alt	w7_d378e14439
23.	w9_d378e14442
J.	w11_d378e14445
Hr.	w1_d378e14450
Franz	w3_d378e14453
Damen,	w5_d378e14456
K	w7_d378e14459
K.	w9_d378e14462
Notar	w11_d378e14465
publ.,	w13_d378e14469
beym	w15_d378e14472
weis.	w17_d378e14475
Hahn	w1_d378e14481
im	w3_d378e14484
tief.	w5_d378e14487
Grab.,	w7_d378e14490
alt	w9_d378e14493
53.	w11_d378e14496
J.	w13_d378e14500
Dem	w1_d378e14505
Georg	w3_d378e14508
Raht,	w5_d378e14511
K.	w7_d378e14514
Leib	w9_d378e14517
vor=reit.,	w11_d378e14520
s.	w13_d378e14524
T.	w15_d378e14527
Theres.,	w17_d378e14530
im	w1_d378e14535
Schusteris.	w3_d378e14538
H.	w5_d378e14541
im	w7_d378e14544
Hutstepper=gäs.,	w9_d378e14547
alt	w11_d378e14550
11.	w13_d378e14554
J.	w15_d378e14557
</list>
<head id="h2_d378e14564">
Vor	w1_d378e14568
der	w3_d378e14571
Stadt.	w5_d378e14574
</head>
<list id="l4_d378e14577">
Hr.	w1_d378e14581
Blasi	w3_d378e14584
Lang,	w5_d378e14587
gew.	w7_d378e14590
K.	w9_d378e14593
K.	w11_d378e14596
Leuten.,	w13_d378e14600
im	w15_d378e14603
Bauchin	w17_d378e14606
geris.	w1_d378e14611
H.	w3_d378e14614
auf	w5_d378e14617
der	w7_d378e14620
Landstr.,	w9_d378e14623
alt	w11_d378e14626
49.	w13_d378e14630
J.	w15_d378e14633
Dem	w1_d378e14638
Jos.	w3_d378e14641
Bosch,	w5_d378e14644
Burgerl.	w7_d378e14647
Kirschn.,	w9_d378e14650
s.	w11_d378e14653
K	w13_d378e14657
Magd.	w15_d378e14660
beym	w1_d378e14666
gold.	w3_d378e14669
Rös.	w5_d378e14672
in	w7_d378e14675
der	w9_d378e14678
Josephst.,	w11_d378e14681
alt	w13_d378e14685
4.	w15_d378e14688
Dem	w1_d378e14693
Jos.	w3_d378e14696
Romani,	w5_d378e14699
Kais.	w7_d378e14702
Seidenwürmfabrie	w9_d378e14705
baum=einricht,	w1_d378e14710
s.	w3_d378e14713
K.	w5_d378e14716
Rudolph,	w7_d378e14719
alda	w9_d378e14722
auf	w11_d378e14725
der	w13_d378e14729
Landt	w15_d378e14732
str.,	w1_d378e14737
alt	w3_d378e14740
2.	w5_d378e14743
J.	w7_d378e14746
Dem	w1_d378e14752
Franz	w3_d378e14755
Böck,	w5_d378e14758
Glaserern,	w7_d378e14761
s.	w9_d378e14764
K.	w11_d378e14767
Ferd.,	w13_d378e14771
bey	w15_d378e14774
dem	w17_d378e14777
grün.	w1_d378e14782
Kranz	w3_d378e14785
am	w5_d378e14788
Neubau,	w7_d378e14791
alt	w9_d378e14794
9.	w11_d378e14797
J.	w13_d378e14801
Jos.	w1_d378e14806
Moßbacher,	w3_d378e14809
Fuhr=m.,	w5_d378e14812
im	w7_d378e14815
Lacheris.	w9_d378e14818
H.	w11_d378e14821
an	w13_d378e14825
dem	w15_d378e14828
Hundsth.,	w1_d378e14833
alt	w3_d378e14836
46.	w5_d378e14839
J.	w7_d378e14842
Andre	w1_d378e14848
Braunstein,	w3_d378e14851
Hof=holz=trag.,	w5_d378e14854
bey	w7_d378e14857
der	w9_d378e14860
Enlbey	w11_d378e14863
St.	w1_d378e14868
Ulrich,	w3_d378e14871
alt	w5_d378e14874
68.	w7_d378e14877
Franz	w1_d378e14882
Gruber,	w3_d378e14885
Stöckel=schneid.,	w5_d378e14888
beym	w7_d378e14891
schwarz=Bärn	w9_d378e14894
zu	w1_d378e14899
Margar.,	w3_d378e14902
alt	w5_d378e14905
59.	w7_d378e14908
Dem	w1_d378e14914
Georg	w3_d378e14917
Albrecht,	w5_d378e14920
Tag=löhn.,	w7_d378e14923
s.	w9_d378e14926
K.	w11_d378e14929
August.,	w13_d378e14933
bey	w15_d378e14936
denen	w1_d378e14941
6.	w3_d378e14944
Krüg.	w5_d378e14947
zu	w7_d378e14950
Mätzleinstorf,	w9_d378e14953
alt	w11_d378e14956
10.	w13_d378e14960
J.	w15_d378e14963
Dem	w1_d378e14968
Mart.	w3_d378e14971
Preisser,	w5_d378e14974
Tag=löhn.,	w7_d378e14977
s.	w9_d378e14980
K.	w11_d378e14983
Barb.,	w13_d378e14987
beym	w15_d378e14990
bl.	w1_d378e14995
Gat.	w3_d378e14998
bey	w5_d378e15001
Maria=hülf,	w7_d378e15004
alt	w9_d378e15007
7.	w11_d378e15010
J.	w13_d378e15014
</list>
<head id="h2_d378e15022">
Summa	w1_d378e15026
13.	w3_d378e15029
Person.,	w5_d378e15032
darunter	w7_d378e15035
6.	w9_d378e15038
Kind.	w11_d378e15041
</head>
<head id="h2_d378e15047">
Landmarschall.	w1_d378e15051
</head>
<p id="p4_d378e15054">
Entbiete	w1_d378e15058
N.	w3_d378e15061
allen,	w5_d378e15064
und	w7_d378e15067
jeden,	w9_d378e15070
was	w11_d378e15073
Standes	w13_d378e15077
und	w1_d378e15082
Würden	w3_d378e15085
die	w5_d378e15088
seynd,	w7_d378e15091
der	w9_d378e15094
Gebühr	w11_d378e15097
nach,	w13_d378e15101
mei	w15_d378e15104
nen	w1_d378e15109
respective	w3_d378e15112
Dienst	w5_d378e15115
in	w7_d378e15118
guten	w9_d378e15121
Willen	w11_d378e15124
zuvor,	w13_d378e15128
und	w15_d378e15131
füge	w1_d378e15137
hiemit	w3_d378e15140
zu	w5_d378e15143
vernehmen.	w7_d378e15146
</p>
<p id="p6_d378e15149">
Es	w1_d378e15153
habe	w3_d378e15156
bey	w5_d378e15159
dem	w7_d378e15162
mir	w9_d378e15165
allergnädigst	w11_d378e15168
anvertrau	w13_d378e15172
ten	w1_d378e15177
N.	w3_d378e15180
Oe.	w5_d378e15183
Land=marschallischen	w7_d378e15186
Gericht	w9_d378e15189
der	w11_d378e15192
Wolgebohrne	w1_d378e15197
Herr	w3_d378e15200
Philipp	w5_d378e15203
Dillherr,	w7_d378e15206
Freyherr	w9_d378e15209
von	w1_d378e15215
Althenn,	w3_d378e15218
respective	w5_d378e15221
Mandatario	w7_d378e15224
nomine	w9_d378e15227
Hrn.	w11_d378e15230
Johann	w1_d378e15235
Franz	w3_d378e15238
Freyherrn	w5_d378e15241
von	w7_d378e15244
Fünfkirchen,	w9_d378e15247
als	w11_d378e15250
Gräflich	w1_d378e15255
Johann	w3_d378e15258
Anton	w5_d378e15261
Kufsteinischen	w7_d378e15264
Getha	w9_d378e15267
bens	w1_d378e15272
schriftlichen	w3_d378e15275
angezeiget,	w5_d378e15278
welchergestalten	w7_d378e15281
die	w9_d378e15284
vorhin	w1_d378e15290
angeordnet	w3_d378e15293
geweste	w5_d378e15296
Licitations=tagsatzung	w7_d378e15299
der	w1_d378e15304
Gräflich	w3_d378e15307
Kufsteinischen	w5_d378e15310
Herrschaft	w7_d378e15313
Litschau,	w9_d378e15316
in	w1_d378e15321
Ermanglung	w3_d378e15324
einiger	w5_d378e15327
Kaufferen,	w7_d378e15330
ihren	w9_d378e15333
Fortgang	w11_d378e15336
nicht	w1_d378e15341
hätte	w3_d378e15344
erreichen	w5_d378e15347
können,	w7_d378e15350
diesemnach	w9_d378e15353
gebetten:	w11_d378e15356
Jch	w1_d378e15362
geruhete	w3_d378e15365
ein	w5_d378e15368
nochmaliges	w7_d378e15371
Licitations-Edic	w9_d378e15374
bey	w1_d378e15379
der	w3_d378e15382
Canzley	w5_d378e15385
ausfertigen	w7_d378e15388
zu	w9_d378e15391
lassen.	w11_d378e15394
Wann	w1_d378e15399
nun	w3_d378e15402
hierinfalls	w5_d378e15405
verwilliget,	w7_d378e15408
und	w9_d378e15411
zur	w11_d378e15414
</p>
<p id="p8_d378e15417">
Licitations=tagsatzung	w1_d378e15421
der	w3_d378e15424
10te	w5_d378e15427
künftigen	w7_d378e15430
Monats	w9_d378e15433
</p>
<p id="p14_d378e15447">
Septembr.	w1_d378e15451
bestimmet	w3_d378e15454
worden	w5_d378e15457
ist;	w7_d378e15460
als	w9_d378e15463
hat	w11_d378e15466
man	w13_d378e15470
ein	w1_d378e15475
solches	w3_d378e15478
zu	w5_d378e15481
dem	w7_d378e15484
Ende	w9_d378e15487
hiemit	w11_d378e15490
jedermännigli	w13_d378e15494
chen	w1_d378e15499
nochmalen	w3_d378e15502
kund	w5_d378e15505
machen	w7_d378e15508
wollen,	w9_d378e15511
damit	w11_d378e15514
der	w13_d378e15518
oder	w1_d378e15524
diejenige,	w3_d378e15527
so	w5_d378e15530
obbemeldete	w7_d378e15533
Gräflich	w9_d378e15536
Kufstei	w11_d378e15539
nische	w1_d378e15544
Herrschaft	w3_d378e15547
Litscha	w5_d378e15550
cum	w7_d378e15553
Appertinentiis	w9_d378e15556
käuf-	w11_d378e15559
lichen	w1_d378e15564
an	w3_d378e15567
sich	w5_d378e15570
zu	w7_d378e15573
bringen	w9_d378e15576
willens	w11_d378e15579
seynd,	w13_d378e15583
an	w15_d378e15586
obbe	w17_d378e15589
stimten	w1_d378e15594
Tag	w3_d378e15597
fruh	w5_d378e15600
um	w7_d378e15603
8.	w9_d378e15606
Uhr	w11_d378e15609
ad	w13_d378e15613
licitandum,	w15_d378e15616
&	w17_d378e15619
tractandum	w1_d378e15625
vor	w3_d378e15628
Gericht	w5_d378e15631
zu	w7_d378e15634
erscheinen	w9_d378e15637
wissen	w11_d378e15640
mö	w13_d378e15644
gen.	w1_d378e15649
Wien	w3_d378e15652
den	w5_d378e15655
22.	w7_d378e15658
Augusti	w9_d378e15661
1759.	w11_d378e15664
u	w1_d378e15669
</p>
<p id="p16_d378e15672">
Es	w1_d378e15676
ist	w3_d378e15679
in	w5_d378e15682
dem	w7_d378e15685
Forckandischen	w9_d378e15688
Haus	w11_d378e15691
goldenen	w1_d378e15696
Saulen	w3_d378e15699
auf	w5_d378e15702
dem	w7_d378e15705
sogenannten	w9_d378e15708
Juden	w11_d378e15711
platz	w1_d378e15716
im	w3_d378e15719
3ten	w5_d378e15722
Stock,	w7_d378e15725
wo	w9_d378e15728
dermalen	w11_d378e15731
das	w13_d378e15735
Kaiserl.	w15_d378e15738
Königl.	w1_d378e15744
Futter=amt	w3_d378e15747
sich	w5_d378e15750
befindet,	w7_d378e15753
eine	w9_d378e15756
schöne	w11_d378e15759
grosse	w1_d378e15764
Wohnung	w3_d378e15767
samt	w5_d378e15770
Zugehör,	w7_d378e15773
auf	w9_d378e15776
nächst	w11_d378e15779
zukünf	w13_d378e15783
tigen	w1_d378e15788
St.	w3_d378e15791
Michaelis	w5_d378e15794
zu	w7_d378e15797
verlassen,	w9_d378e15800
und	w11_d378e15803
sich	w13_d378e15807
derowe	w15_d378e15810
gen	w1_d378e15815
bey	w3_d378e15818
alldasigen	w5_d378e15821
Haus=meister	w7_d378e15824
anzumelden.	w9_d378e15827
</p>
<p id="p18_d378e15830">
Es	w1_d378e15834
ist	w3_d378e15837
auf	w5_d378e15840
zukünftigen	w7_d378e15843
St.	w9_d378e15846
Michaelis	w11_d378e15849
in	w13_d378e15853
dem	w15_d378e15856
Palestrazischen	w1_d378e15861
Haus	w3_d378e15864
in	w5_d378e15867
der	w7_d378e15870
unteren	w9_d378e15873
Bäckerstras	w11_d378e15876
sen,	w1_d378e15881
neben	w3_d378e15884
dem	w5_d378e15887
Universitäts=haus,	w7_d378e15890
der	w9_d378e15893
erste	w11_d378e15896
Stock	w13_d378e15900
samt	w1_d378e15906
Stallung	w3_d378e15909
und	w5_d378e15912
Zugehör,	w7_d378e15915
nebst	w9_d378e15918
einem	w11_d378e15921
Zim	w13_d378e15925
mer	w1_d378e15930
zu	w3_d378e15933
ebener	w5_d378e15936
Erden	w7_d378e15939
allenfalls	w9_d378e15942
für	w11_d378e15945
die	w13_d378e15949
Bediente,	w15_d378e15952
oder	w1_d378e15957
auch	w3_d378e15960
für	w5_d378e15963
eine	w7_d378e15966
andere	w9_d378e15969
Parthey	w11_d378e15972
besonders	w13_d378e15976
zu	w15_d378e15979
verlassen,	w1_d378e15984
und	w3_d378e15987
sich	w5_d378e15990
derentwillen	w7_d378e15993
bey	w9_d378e15996
aldasigen	w11_d378e15999
Haus=meister	w1_d378e16005
anzumelden.	w3_d378e16008
</p>
<p id="p20_d378e16011">
Von	w1_d378e16015
der	w3_d378e16018
Hochgräfl.	w5_d378e16021
Dietrichsteinischen	w7_d378e16024
Herr	w9_d378e16027
schaft	w1_d378e16032
Ulrichskirchen	w3_d378e16035
Amts=canzley	w5_d378e16038
wegen,	w7_d378e16041
wird	w9_d378e16044
hiemit	w1_d378e16049
jedermänniglich	w3_d378e16052
kund	w5_d378e16055
und	w7_d378e16058
zu	w9_d378e16061
wissen	w11_d378e16064
gema	w13_d378e16068
chet,	w1_d378e16074
was	w3_d378e16077
gestalten	w5_d378e16080
Benedict	w7_d378e16083
Pfeiffer,	w9_d378e16086
zu	w11_d378e16089
obbe	w13_d378e16093
sagter	w1_d378e16098
Herrschaft	w3_d378e16101
unterthänig	w5_d378e16104
gewester	w7_d378e16107
Mühler	w9_d378e16110
meister	w1_d378e16115
im	w3_d378e16118
Kreith	w5_d378e16121
den	w7_d378e16124
21.	w9_d378e16127
Augusti	w11_d378e16130
lauffenden	w13_d378e16134
Jahrs	w1_d378e16139
ab	w3_d378e16142
intestato,	w5_d378e16145
und	w7_d378e16148
ohne	w9_d378e16151
Hinterlassung	w11_d378e16154
ei	w13_d378e16158
nes	w1_d378e16164
wissentlichen	w3_d378e16167
Erbens	w5_d378e16170
das	w7_d378e16173
Zeitliche	w9_d378e16176
geseegnet	w11_d378e16179
habe.	w1_d378e16184
Wer	w3_d378e16187
demnach	w5_d378e16190
zu	w7_d378e16193
obbesagten	w9_d378e16196
Pfeifferischen	w11_d378e16199
Vermögen	w1_d378e16204
sich	w3_d378e16207
als	w5_d378e16210
ein	w7_d378e16213
Erb	w9_d378e16216
von	w11_d378e16219
in	w13_d378e16223
oder	w15_d378e16226
ausser	w17_d378e16229
Landes	w1_d378e16234
befindlichen	w3_d378e16237
Jnteressenten	w5_d378e16240
sich	w7_d378e16243
zu	w9_d378e16246
legitimi	w11_d378e16249
ren,	w1_d378e16255
oder	w3_d378e16258
sonsten	w5_d378e16261
rechtliche	w7_d378e16264
Sprüch	w9_d378e16267
und	w11_d378e16270
Anfor	w13_d378e16274
derung	w1_d378e16279
zu	w3_d378e16282
haben	w5_d378e16285
vermeinet,	w7_d378e16288
der	w9_d378e16291
hat	w11_d378e16294
sich	w13_d378e16298
dieserwe	w15_d378e16301
gen	w1_d378e16306
bey	w3_d378e16309
obbesagter	w5_d378e16312
Herrschafts=canzley	w7_d378e16315
innerhalb	w9_d378e16318
6.	w1_d378e16323
Wochen	w3_d378e16326
und	w5_d378e16329
3.	w7_d378e16332
Tägen	w9_d378e16335
zu	w11_d378e16338
melden,	w13_d378e16342
und	w15_d378e16345
seine	w17_d378e16348
Forderung	w1_d378e16354
liquido	w3_d378e16357
zu	w5_d378e16360
erweisen.	w7_d378e16363
Actum	w9_d378e16366
Schloß	w11_d378e16369
Ulrichskirchen	w1_d378e16374
den	w3_d378e16377
29.	w5_d378e16380
Augusti	w7_d378e16383
1759.	w9_d378e16386
</p>
<p id="p22_d378e16389">
Den	w1_d378e16393
3.	w3_d378e16396
künftigen	w5_d378e16399
Monats	w7_d378e16402
Septembris	w9_d378e16405
werden	w11_d378e16408
auf	w1_d378e16413
dem	w3_d378e16416
Graben	w5_d378e16419
nächst	w7_d378e16422
der	w9_d378e16425
Heil.	w11_d378e16428
Dreyfaltigkeit	w13_d378e16432
saulen	w1_d378e16437
im	w3_d378e16440
sogenannt=Unter=cammerischen	w5_d378e16443
Haus	w7_d378e16446
im	w1_d378e16452
ersten	w3_d378e16455
Stock	w5_d378e16458
verschiedene	w7_d378e16461
Verlassenschafts	w9_d378e16464
effecten,	w1_d378e16469
als:	w3_d378e16472
gefast	w5_d378e16475
und	w7_d378e16478
ledige	w9_d378e16481
Jubellen,	w11_d378e16484
Gold,	w13_d378e16488
Silber,	w1_d378e16493
Medaillen,	w3_d378e16496
Uhren,	w5_d378e16499
Porcelan,	w7_d378e16502
Mahle	w9_d378e16505
reyen,	w1_d378e16510
Kleider,	w3_d378e16513
Weis=zeug,	w5_d378e16516
Kästen,	w7_d378e16519
Tisch	w9_d378e16522
Sessel,	w1_d378e16528
Zinn,	w3_d378e16531
Meßing,	w5_d378e16534
und	w7_d378e16537
Kupfer;	w9_d378e16540
ingleichen	w11_d378e16543
gute	w1_d378e16548
Oesterreicher=geburg=wie	w3_d378e16551
auch	w5_d378e16554
Tockayer	w7_d378e16557
und	w9_d378e16560
Rhein=wein,	w1_d378e16565
nicht	w3_d378e16568
weniger	w5_d378e16571
Pferd	w7_d378e16574
und	w9_d378e16577
Wägen	w11_d378e16580
Vormittag	w1_d378e16585
von	w3_d378e16588
9.	w5_d378e16591
bis	w7_d378e16594
12.	w9_d378e16597
Nachmittag	w11_d378e16600
aber	w13_d378e16604
von	w15_d378e16607
3.	w1_d378e16613
bis	w3_d378e16616
6.	w5_d378e16619
Uhr	w7_d378e16622
dem	w9_d378e16625
Meist=bietenden	w11_d378e16628
gegen	w13_d378e16632
also	w15_d378e16635
gleich	w1_d378e16640
baar	w3_d378e16643
leistender	w5_d378e16646
Bezahlung	w7_d378e16649
licitande	w9_d378e16652
ver	w11_d378e16655
</p>
<p id="p24_d378e16659">
kauffet,	w1_d378e16663
und	w3_d378e16666
hiermit	w5_d378e16669
die	w7_d378e16672
nachfolgende	w9_d378e16675
Täge	w11_d378e16678
con	w13_d378e16682
tinuiret	w1_d378e16687
werden.	w3_d378e16690
</p>
<p id="p26_d378e16693">
Von	w1_d378e16697
des	w3_d378e16700
Hochgräfl.	w5_d378e16703
Wenzl	w7_d378e16706
Sinzendorfischen	w1_d378e16711
Judicii	w1_d378e16716
Delegati	w3_d378e16719
der	w5_d378e16722
Herrschaft	w7_d378e16725
Ernstbrunn	w9_d378e16728
we	w11_d378e16731
gen,	w1_d378e16737
wird	w3_d378e16740
hiemit	w5_d378e16743
jedermänniglich	w7_d378e16746
kund	w9_d378e16749
und	w11_d378e16752
zu	w13_d378e16756
wissen	w1_d378e16761
gemacht,	w3_d378e16764
welchergestalten	w5_d378e16767
auf	w7_d378e16770
Anlangen	w9_d378e16773
Johann	w1_d378e16778
Michael	w3_d378e16781
Peitl	w5_d378e16784
contra	w7_d378e16787
Anton	w9_d378e16790
Peitl,	w11_d378e16793
nun	w13_d378e16797
mehro	w1_d378e16802
seelig	w3_d378e16805
ruck=gelassene	w5_d378e16808
Erben,	w7_d378e16811
und	w9_d378e16814
Verlassen	w11_d378e16817
schafts=massa	w1_d378e16823
in	w3_d378e16826
die	w5_d378e16829
abermalige	w7_d378e16832
Licitirung	w9_d378e16835
der	w11_d378e16838
Anton	w1_d378e16843
Peitlischen	w3_d378e16846
Behausung,	w5_d378e16849
und	w7_d378e16852
Bäckerge	w9_d378e16855
werbs	w1_d378e16860
zu	w3_d378e16863
Ernstbrunn	w5_d378e16866
gewilliget,	w7_d378e16869
und	w9_d378e16872
zu	w11_d378e16875
Vor	w13_d378e16879
nehmung	w1_d378e16884
sothaner	w3_d378e16887
Licitation	w5_d378e16890
der	w7_d378e16893
5.	w9_d378e16896
künftigen	w11_d378e16899
Monats	w1_d378e16905
Septembris	w3_d378e16908
fruh	w5_d378e16911
um	w7_d378e16914
9.	w9_d378e16917
Uhr	w11_d378e16920
in	w13_d378e16924
der	w15_d378e16927
Ver	w17_d378e16930
walter=amts=canzley	w1_d378e16935
zu	w3_d378e16938
Ernstbrunn	w5_d378e16941
zur	w7_d378e16944
Tagsa	w9_d378e16947
tzung	w1_d378e16952
bestimmet	w3_d378e16955
worden	w5_d378e16958
seye.	w7_d378e16961
Dahero	w9_d378e16964
werden	w11_d378e16967
alle,	w1_d378e16972
und	w3_d378e16975
jede,	w5_d378e16978
so	w7_d378e16981
ermeldete	w9_d378e16984
Peitlische	w11_d378e16987
Behau	w13_d378e16991
sung,	w1_d378e16997
und	w3_d378e17000
Bäcker=gewerb	w5_d378e17003
zu	w7_d378e17006
Ernstbrunn	w9_d378e17009
käuf	w11_d378e17012
lich	w1_d378e17017
an	w3_d378e17020
sich	w5_d378e17023
zu	w7_d378e17026
bringen	w9_d378e17029
gedenken,	w11_d378e17032
am	w13_d378e17036
bestimmten	w15_d378e17039
Tag,	w1_d378e17044
Stund,	w3_d378e17047
und	w5_d378e17050
Ort	w7_d378e17053
ad	w9_d378e17056
tractandum	w11_d378e17059
&	w13_d378e17063
con-	w15_d378e17066
cludendum	w1_d378e17071
zu	w3_d378e17074
erscheinen	w5_d378e17077
wissen.	w7_d378e17080
Actum	w9_d378e17083
Wien	w11_d378e17086
den	w1_d378e17092
17.	w3_d378e17095
Augusti	w5_d378e17098
1759.	w7_d378e17101
</p>
<p id="p28_d378e17104">
Von	w1_d378e17108
N.	w3_d378e17111
Richter	w5_d378e17114
und	w7_d378e17117
Raht	w9_d378e17120
des	w11_d378e17123
Markts	w13_d378e17127
Him	w15_d378e17130
berg	w1_d378e17135
wird	w3_d378e17138
hiemit	w5_d378e17141
jedermänniglich	w7_d378e17144
kund	w9_d378e17147
und	w11_d378e17150
zu	w13_d378e17154
wissen	w1_d378e17159
gemacht,	w3_d378e17162
was	w5_d378e17165
gestalten	w7_d378e17168
des	w9_d378e17171
alhiesig	w11_d378e17174
Bur	w13_d378e17178
gerl.	w1_d378e17184
Fleischhacker=meisters	w3_d378e17187
Johann	w5_d378e17190
Schuster,	w7_d378e17193
eigentumliche	w1_d378e17198
Behausung	w3_d378e17201
samt	w5_d378e17204
darzu	w7_d378e17207
gehörigen	w9_d378e17210
4.	w1_d378e17215
Haus=überländ=gründen,	w3_d378e17218
und	w5_d378e17221
hiebey	w7_d378e17224
befind	w9_d378e17227
lichen	w1_d378e17232
24.	w3_d378e17235
ein	w5_d378e17238
Viertel	w7_d378e17241
Joch	w9_d378e17244
Uberländ=äckern,	w11_d378e17247
nebst	w13_d378e17251
ein	w1_d378e17257
Viertel	w3_d378e17260
Wein=garten	w5_d378e17263
samt	w7_d378e17266
Keller	w9_d378e17269
und	w11_d378e17272
Eis	w13_d378e17276
gruben	w1_d378e17281
dem	w3_d378e17284
Meist=biettenden	w5_d378e17287
zu	w7_d378e17290
verkauffen	w9_d378e17293
seye.	w11_d378e17296
Wer	w1_d378e17301
nun	w3_d378e17304
all	w5_d378e17307
dieses	w7_d378e17310
käuflich	w9_d378e17313
an	w11_d378e17316
sich	w13_d378e17320
zu	w15_d378e17323
bringen	w17_d378e17326
gedenket	w1_d378e17331
(deme	w3_d378e17334
auch	w5_d378e17337
zugleich	w7_d378e17340
das	w9_d378e17343
Fleischha	w11_d378e17346
cker=gewerb	w1_d378e17352
gegen	w3_d378e17355
einen	w5_d378e17358
jährlichen	w7_d378e17361
Bank=zinns	w9_d378e17364
überlassen	w1_d378e17369
wird)	w3_d378e17372
derjenige	w5_d378e17375
hat	w7_d378e17378
sich	w9_d378e17381
auf	w11_d378e17384
den	w13_d378e17388
15.	w15_d378e17391
künftigen	w1_d378e17396
Monats	w3_d378e17399
Septembris	w5_d378e17402
fruh	w7_d378e17405
um	w9_d378e17408
9.	w11_d378e17411
Uhr	w13_d378e17415
auf	w1_d378e17420
dem	w3_d378e17423
Markt	w5_d378e17426
Himbergischen	w7_d378e17429
Raht=haus	w9_d378e17432
einzu	w11_d378e17435
finden,	w1_d378e17441
und	w3_d378e17444
der	w5_d378e17447
gewöhnlichen	w7_d378e17450
Licitation	w9_d378e17453
beyzu	w11_d378e17456
wohnen.	w1_d378e17461
Actum	w3_d378e17464
Markt	w5_d378e17467
Himberg	w7_d378e17470
den	w9_d378e17473
1.	w11_d378e17476
Augusti	w13_d378e17480
1759.	w1_d378e17485
</p>
<p id="p30_d378e17488">
Publico	w1_d378e17492
zur	w3_d378e17495
Nachricht,	w5_d378e17498
daß	w7_d378e17501
Es	w1_d378e17506
dienet	w3_d378e17509
dem	w5_d378e17512
den	w1_d378e17517
3.	w3_d378e17520
Septembris	w5_d378e17523
a.	w7_d378e17526
c.	w9_d378e17529
verschiedene	w11_d378e17532
Historlsch	w13_d378e17536
und	w1_d378e17542
Theologische	w3_d378e17545
Bücher	w5_d378e17548
auf	w7_d378e17551
dem	w9_d378e17554
Kohl=markt	w11_d378e17557
in	w1_d378e17562
der	w3_d378e17565
goldenen	w5_d378e17568
Sonn	w7_d378e17571
licitando	w9_d378e17574
verkauffet	w11_d378e17577
wer	w13_d378e17581
den.	w1_d378e17586
Der	w3_d378e17589
Catalogus	w5_d378e17592
ist	w7_d378e17595
auf	w9_d378e17598
der	w11_d378e17601
hohen	w13_d378e17605
Brücken	w15_d378e17608
bey	w1_d378e17613
dem	w3_d378e17616
goldenen	w5_d378e17619
Vließ	w7_d378e17622
gratis	w9_d378e17625
zu	w11_d378e17628
bekommen.	w13_d378e17632
</p>
<p id="p32_d378e17635">
Jn	w1_d378e17639
der	w3_d378e17642
oberen	w5_d378e17645
Bäcker=strassen	w7_d378e17648
im	w9_d378e17651
Klersischen	w11_d378e17654
Haus	w1_d378e17659
ist	w3_d378e17662
der	w5_d378e17665
ganze	w7_d378e17668
erste	w9_d378e17671
Stock	w11_d378e17674
mit	w13_d378e17678
Zugehor,	w15_d378e17681
wie	w17_d378e17684
auch	w1_d378e17689
zu	w3_d378e17692
ebener	w5_d378e17695
Erden	w7_d378e17698
ein	w9_d378e17701
grosses	w11_d378e17704
Gewölb,	w13_d378e17708
samt	w15_d378e17711
einem	w1_d378e17717
Zimmer,	w3_d378e17720
zwey	w5_d378e17723
Cämmern	w7_d378e17726
und	w9_d378e17729
Kuchen	w11_d378e17732
auf	w13_d378e17736
künftigen	w1_d378e17741
Michaelis	w3_d378e17744
1759.	w5_d378e17747
im	w7_d378e17750
Bestand	w9_d378e17753
zu	w11_d378e17756
verlas	w13_d378e17760
sen,	w1_d378e17765
und	w3_d378e17768
dessentwegen	w5_d378e17771
sich	w7_d378e17774
in	w9_d378e17777
dem	w11_d378e17780
Fabrischen,	w13_d378e17784
nunmehro	w1_d378e17789
genannt	w3_d378e17792
Graufischen	w5_d378e17795
Haus,	w7_d378e17798
im	w9_d378e17801
ersten	w11_d378e17804
Stock	w1_d378e17810
bey	w3_d378e17813
Herrn	w5_d378e17816
von	w7_d378e17819
Klerf	w9_d378e17822
anzumelden.	w11_d378e17825
</p>
<head id="h2_d378e17924">
Ausführliche	w1_d378e17928
Französischer	w3_d378e17931
Seits	w5_d378e17934
heraus	w7_d378e17937
ge	w9_d378e17940
gebene	w1_d378e17945
Relation,	w3_d378e17948
von	w5_d378e17951
der	w7_d378e17954
den	w9_d378e17957
1.	w11_d378e17960
Augusti	w13_d378e17964
dies	w15_d378e17967
Jahrs	w17_d378e17970
zwischen	w1_d378e17975
denen	w3_d378e17978
Armeen	w5_d378e17981
von	w7_d378e17984
Frankreich	w9_d378e17987
und	w11_d378e17990
Hano	w13_d378e17994
ver	w1_d378e18000
(welche	w3_d378e18003
von	w5_d378e18006
dem	w7_d378e18009
Marschall	w9_d378e18012
von	w11_d378e18015
Contades,	w13_d378e18019
und	w1_d378e18024
von	w3_d378e18027
dem	w5_d378e18030
Herzog	w7_d378e18033
Ferdinand	w9_d378e18036
von	w11_d378e18039
Braun	w13_d378e18043
schweig	w1_d378e18048
commandirt	w3_d378e18051
worden,	w5_d378e18054
vorge	w7_d378e18057
fallenen	w1_d378e18062
Bataille.	w3_d378e18065
</head>
<p id="p4_d378e18068">
Nachdeme	w1_d378e18072
sich	w3_d378e18075
