<doc id="wr_1757-01-15" attrs="word" year="1757" month="01" day="15" corpus="2">
<head id="h2_d109e3306">
Corsica	w1_d109e3310
des	w7_d109e14128
Anno	w9_d109e14131
1713.	w11_d109e14134
alhier	w1_d109e14139
in	w3_d109e14142
Wien	w5_d109e14145
in	w7_d109e14148
der	w9_d109e14151
Pest=zeit	w11_d109e14154
verstorbenen	w13_d109e14158
Kaiserl.	w1_d109e14163
Königl.	w3_d109e14166
Niederlags=verwandtens	w5_d109e14169
Herrn	w1_d109e14175
Andre	w3_d109e14178
Gleisse	w5_d109e14181
annoch	w7_d109e14184
etwann	w9_d109e14187
vorhan	w11_d109e14190
denen	w1_d109e14195
Erben,	w3_d109e14198
kund	w5_d109e14201
und	w7_d109e14204
zu	w9_d109e14207
wissen;	w11_d109e14210
</p>
<p id="p6_d109e14213">
Es	w1_d109e14217
habe	w3_d109e14220
bey	w5_d109e14223
einer	w7_d109e14226
Hochlöbl.	w9_d109e14229
Kaiserl.	w11_d109e14232
Kö	w13_d109e14236
nigl.	w1_d109e14241
N.	w3_d109e14244
Oe.	w5_d109e14247
Regierung	w7_d109e14250
der	w9_d109e14253
Herr	w11_d109e14256
Gottfried	w13_d109e14260
Platisha	w1_d109e14265
J.	w3_d109e14268
U.	w5_d109e14271
Doct.	w7_d109e14274
auch	w9_d109e14277
Hof	w11_d109e14280
und	w13_d109e14284
Gerichts	w15_d109e14287
advocat,	w1_d109e14293
als	w3_d109e14296
über	w5_d109e14299
des	w7_d109e14302
oben	w9_d109e14305
erst=gemeldt	w11_d109e14308
verstorbenen	w1_d109e14313
Herrn	w3_d109e14316
Andre	w5_d109e14319
Gleisse	w7_d109e14322
ruckgeblie	w9_d109e14325
benen	w1_d109e14330
Verlassenschafft	w3_d109e14333
gerichtlich	w5_d109e14336
aufgestellte	w7_d109e14339
Curator	w1_d109e14344
ad	w3_d109e14347
lites	w5_d109e14350
untern	w7_d109e14353
27sten	w9_d109e14356
April	w11_d109e14359
dies	w13_d109e14363
lauffenden	w1_d109e14369
1756.	w3_d109e14372
Jahrs	w5_d109e14375
gehorsamst	w7_d109e14378
ange	w9_d109e14381
bracht,	w1_d109e14386
welcher	w3_d109e14389
gestalten	w5_d109e14392
diese	w7_d109e14395
Gleissische	w9_d109e14398
Cridä=sach	w1_d109e14403
mit	w3_d109e14406
Hindan=zahlung	w5_d109e14409
deren	w7_d109e14412
samt	w9_d109e14415
lichen	w1_d109e14420
Creditorn	w3_d109e14423
vermög	w5_d109e14426
seiner	w7_d109e14429
albereits	w9_d109e14432
ein	w11_d109e14435
gereichten	w1_d109e14441
Relation	w3_d109e14444
ihre	w5_d109e14447
Endschaft	w7_d109e14450
erreichet	w9_d109e14453
habe,	w1_d109e14458
dahingegen	w3_d109e14461
für	w5_d109e14464
die	w7_d109e14467
Gleissische	w9_d109e14470
Erben	w11_d109e14473
annoch	w1_d109e14478
1000.	w3_d109e14481
und	w5_d109e14484
etlich	w7_d109e14487
hundert	w9_d109e14490
Gulden	w11_d109e14493
in	w13_d109e14497
Depositis	w1_d109e14502
verblieben	w3_d109e14505
wären,	w5_d109e14508
hat	w7_d109e14511
demnach	w9_d109e14514
ge	w11_d109e14517
betten	w1_d109e14523
eine	w3_d109e14526
Hochlöbl.	w5_d109e14529
Kaiserl.	w7_d109e14532
Königl.	w9_d109e14535
N.	w11_d109e14538
Oe.	w1_d109e14543
Regierung	w3_d109e14546
geruhete	w5_d109e14549
in	w7_d109e14552
Folge	w9_d109e14555
des	w11_d109e14558
unter	w13_d109e14562
6ten	w1_d109e14567
Sept.	w3_d109e14570
1755.	w5_d109e14573
ergangenen	w7_d109e14576
Verlasses,	w9_d109e14579
so	w11_d109e14582
wol	w1_d109e14587
in	w3_d109e14590
Ausfertigung	w5_d109e14593
deren	w7_d109e14596
gewöhnlichen	w9_d109e14599
Vaval=edicten,	w1_d109e14605
als	w3_d109e14608
auch	w5_d109e14611
Benennung	w7_d109e14614
einiger	w9_d109e14617
Herrn	w1_d109e14622
Commissarien	w3_d109e14625
zu	w5_d109e14628
Einberuffung	w7_d109e14631
deren	w9_d109e14634
Gleissischen	w1_d109e14639
Erben	w3_d109e14642
mit	w5_d109e14645
dem	w7_d109e14648
Annexo	w9_d109e14651
zu	w11_d109e14654
ge	w13_d109e14658
willigen,	w1_d109e14663
daß	w3_d109e14666
auch	w5_d109e14669
der	w7_d109e14672
Peter	w9_d109e14675
Fitzes	w11_d109e14678
mittler	w13_d109e14682
weil	w1_d109e14688
seine	w3_d109e14691
angemeldte	w5_d109e14694
287.	w7_d109e14697
fl.	w9_d109e14700
alsogewiß	w11_d109e14703
li	w13_d109e14707
quidiren,	w1_d109e14712
wie	w3_d109e14715
im	w5_d109e14718
Widrigen	w7_d109e14721
dieses	w9_d109e14724
Quantum	w11_d109e14727
unter	w1_d109e14732
die	w3_d109e14735
etwann	w5_d109e14738
mit	w7_d109e14741
ihren	w9_d109e14744
genugsamen	w11_d109e14747
Legi-	w13_d109e14751
timations-documenten	w1_d109e14756
vorkommende	w3_d109e14759
Gleis	w5_d109e14762
sisch	w1_d109e14768
Erben	w3_d109e14771
repartiret	w5_d109e14774
werden	w7_d109e14777
solle.	w9_d109e14780
Wann	w11_d109e14783
nun	w1_d109e14788
gedacht	w3_d109e14791
ein	w5_d109e14794
Hochlöbl.	w7_d109e14797
Kaiserl.	w9_d109e14800
Königl.	w11_d109e14803
N.	w1_d109e14808
Oe.	w3_d109e14811
Regierung	w5_d109e14814
sowol	w7_d109e14817
in	w9_d109e14820
ein	w11_d109e14823
so	w13_d109e14827
andere	w15_d109e14830
von	w1_d109e14835
dem	w3_d109e14838
Herren	w5_d109e14841
Curatore	w7_d109e14844
ad	w9_d109e14847
lites	w11_d109e14850
gestel	w13_d109e14854
tes	w1_d109e14860
Petitum	w3_d109e14863
gnädig	w5_d109e14866
gewilliget,	w7_d109e14869
uns	w9_d109e14872
aber	w11_d109e14875
zu	w13_d109e14879
Einberuffung	w1_d109e14884
deren,	w3_d109e14887
des	w5_d109e14890
Anno	w7_d109e14893
1713.	w9_d109e14896
alhier	w11_d109e14899
verstorbenen	w1_d109e14904
andern	w3_d109e14907
Gleisse	w5_d109e14910
etwann	w7_d109e14913
annoch	w9_d109e14916
vorhandenen	w1_d109e14921
Erben	w3_d109e14924
pro	w5_d109e14927
Commissariis	w7_d109e14930
be	w9_d109e14933
nennet	w1_d109e14939
hat;	w3_d109e14942
dahero	w5_d109e14945
werden	w7_d109e14948
Eingangs	w9_d109e14951
ge	w11_d109e14954
meldt	w1_d109e14959
Gleissische	w3_d109e14962
Erben	w5_d109e14965
auf	w7_d109e14968
den	w9_d109e14971
23.	w11_d109e14974
Nov.	w13_d109e14978
1757.	w1_d109e14983
Jahrs	w3_d109e14986
Nachmittags	w5_d109e14989
um	w7_d109e14992
3.	w9_d109e14995
Uhr,	w11_d109e14998
in	w13_d109e15002
mein	w1_d109e15007
Johann	w3_d109e15010
Siegfried	w5_d109e15013
Perche,	w7_d109e15016
Jhro	w9_d109e15019
Kai	w11_d109e15022
serl.	w1_d109e15028
</p>
<p id="p10_d109e15033">
serl.	w1_d109e15037
Königl.	w3_d109e15040
Majestät	w5_d109e15043
N.	w7_d109e15046
Oe.	w9_d109e15049
Regierung	w11_d109e15052
Mittels=secretarii	w1_d109e15057
in	w3_d109e15060
der	w5_d109e15063
obern	w7_d109e15066
Bäckerstras	w9_d109e15069
sen	w1_d109e15074
im	w3_d109e15077
Graf	w5_d109e15080
Hartigischen	w7_d109e15083
Haus	w9_d109e15086
im	w11_d109e15089
dritten	w13_d109e15093
Stock	w1_d109e15099
habenden	w3_d109e15102
Wohnung	w5_d109e15105
entweders	w7_d109e15108
selbst,	w9_d109e15111
persönlich,	w1_d109e15116
oder	w3_d109e15119
durch	w5_d109e15122
einen	w7_d109e15125
genugsamen	w9_d109e15128
Ge	w11_d109e15131
vollmächtigten	w1_d109e15136
zu	w3_d109e15139
erscheinen	w5_d109e15142
haben,	w7_d109e15145
wo	w9_d109e15148
so	w11_d109e15151
dann	w1_d109e15156
denenselben	w3_d109e15159
nach	w5_d109e15162
vorläuffig	w7_d109e15165
in	w9_d109e15168
forma	w11_d109e15171
probante	w1_d109e15177
beybringender	w3_d109e15180
Legitimation,	w5_d109e15183
und	w7_d109e15186
Einlegung	w1_d109e15191
behöriger	w3_d109e15194
Reversalien	w5_d109e15197
das	w7_d109e15200
in	w9_d109e15203
de-	w11_d109e15206
posito	w1_d109e15211
ligende	w3_d109e15214
Gleissische	w5_d109e15217
Quantum	w7_d109e15220
er	w9_d109e15223
folget,	w1_d109e15228
unter	w3_d109e15231
solcher	w5_d109e15234
Zeit	w7_d109e15237
aber	w9_d109e15240
der	w11_d109e15243
obbesag	w13_d109e15247
te	w1_d109e15253
Peter	w3_d109e15256
Fitzes	w5_d109e15259
seine	w7_d109e15262
angemeldete	w9_d109e15265
287.	w11_d109e15268
Gul	w13_d109e15272
den	w1_d109e15277
bey	w3_d109e15280
dem	w5_d109e15283
aufgestelten	w7_d109e15286
Herrn	w9_d109e15289
Curatore	w11_d109e15292
ad	w1_d109e15297
lites	w3_d109e15300
also	w5_d109e15303
gewiß	w7_d109e15306
Ordnungs=mäßig	w9_d109e15309
zu	w11_d109e15312
li	w13_d109e15316
quidiren	w1_d109e15321
haben	w3_d109e15324
wird,	w5_d109e15327
wie	w7_d109e15330
im	w9_d109e15333
Widrigen	w11_d109e15336
die	w13_d109e15340
se	w1_d109e15346
287.	w3_d109e15349
fl.	w5_d109e15352
unter	w7_d109e15355
die	w9_d109e15358
sich	w11_d109e15361
hervorthuende	w13_d109e15365
Gleis	w15_d109e15368
sische	w1_d109e15373
Erben	w3_d109e15376
gleichfalls	w5_d109e15379
repartiret	w7_d109e15382
werden	w9_d109e15385
wurde.	w1_d109e15390
Actum	w3_d109e15393
Wien,	w5_d109e15396
den	w7_d109e15399
25.	w9_d109e15402
Septembr.	w11_d109e15405
1756.	w1_d109e15410
</p>
<list id="l12_d109e15414">
Jhro	w1_d109e15418
(L.	w1_d109e15423
S.)	w3_d109e15426
Johann	w5_d109e15429
Sig.	w7_d109e15432
Frid.	w9_d109e15435
Perche,	w11_d109e15438
Kais.	w1_d109e15443
Kön.	w3_d109e15446
Majest.	w5_d109e15449
N.	w7_d109e15452
Oe.	w9_d109e15455
Regierung	w11_d109e15458
in	w1_d109e15464
Jnstitz=sachen	w3_d109e15467
Secret.	w5_d109e15470
als	w7_d109e15473
in	w9_d109e15476
Sa	w11_d109e15479
chen	w1_d109e15484
Gerichtl.	w3_d109e15487
verordneter	w5_d109e15490
Commissarius.	w7_d109e15493
(L.	w1_d109e15498
S.)	w3_d109e15501
Johann	w5_d109e15504
Jgnatz	w7_d109e15507
Opfermann,	w9_d109e15510
junior	w11_d109e15513
Jhro	w1_d109e15518
K.	w3_d109e15521
K.	w5_d109e15524
Majest.	w7_d109e15527
Reg.	w9_d109e15530
in	w11_d109e15533
Justitzsa	w13_d109e15537
chen	w1_d109e15543
Canzellist,	w3_d109e15546
als	w5_d109e15549
in	w7_d109e15552
Sachen	w9_d109e15555
Gerichtl.	w11_d109e15558
verordneter	w1_d109e15563
Commissarius.	w3_d109e15566
</list>
<head id="h2_d109e15573">
EDICT.	w1_d109e15577
</head>
<p id="p4_d109e15580">
Von	w1_d109e15584
der	w3_d109e15587
N.	w5_d109e15590
Oe.	w7_d109e15593
Regierung	w9_d109e15596
wegen	w11_d109e15599
wird	w13_d109e15603
mit	w1_d109e15608
gegenwärtig=offenem	w3_d109e15611
Edict	w5_d109e15614
jedermän	w7_d109e15617
</p>
<p id="p6_d109e15620">
niglich	w1_d109e15624
sowol	w3_d109e15627
An	w5_d109e15630
als	w7_d109e15633
Abwesenden,	w9_d109e15636
deme	w11_d109e15639
daran	w1_d109e15644
gelegen,	w3_d109e15647
kund	w5_d109e15650
und	w7_d109e15653
zu	w9_d109e15656
wissen	w11_d109e15659
gemacht:	w13_d109e15663
Es	w1_d109e15668
habe	w3_d109e15671
Regierung	w5_d109e15674
eine	w7_d109e15677
Nohtdurft	w9_d109e15680
zu	w11_d109e15683
seyn	w1_d109e15689
befunden,	w3_d109e15692
über	w5_d109e15695
den	w7_d109e15698
Jud	w9_d109e15701
Salomon	w11_d109e15704
Sinz	w13_d109e15708
heimisch	w1_d109e15713
in	w3_d109e15716
Verfall	w5_d109e15719
gerahtene	w7_d109e15722
Vermögen	w9_d109e15725
einen	w1_d109e15730
ordentlichen	w3_d109e15733
Concurs	w5_d109e15736
anzuordnen,	w7_d109e15739
und	w9_d109e15742
desselben	w1_d109e15747
sammentliche	w3_d109e15750
sowol	w5_d109e15753
in	w7_d109e15756
als	w9_d109e15759
außer	w11_d109e15762
Land	w1_d109e15768
befindliche	w3_d109e15771
Glaubigere,	w5_d109e15774
zu	w7_d109e15777
Anmeld	w9_d109e15780
und	w1_d109e15785
Liquidirung	w3_d109e15788
ihrer	w5_d109e15791
an	w7_d109e15794
erst=bemeldten	w9_d109e15797
Salomon	w1_d109e15802
Sinzheim	w3_d109e15805
zu	w5_d109e15808
stellen	w7_d109e15811
habenden	w9_d109e15814
Sprüch	w1_d109e15819
und	w3_d109e15822
Forderungen	w5_d109e15825
einzuberuffen:	w7_d109e15828
zu	w1_d109e15834
welchem	w3_d109e15837
Ende	w5_d109e15840
denenselben	w7_d109e15843
der	w9_d109e15846
28te	w11_d109e15849
Tag	w13_d109e15853
des	w1_d109e15858
zukünftigen	w3_d109e15861
Monats	w5_d109e15864
Februarii	w7_d109e15867
Nach	w9_d109e15870
mittags	w1_d109e15875
um	w3_d109e15878
3.	w5_d109e15881
Uhr	w7_d109e15884
zur	w9_d109e15887
gewöhnlichen	w11_d109e15890
Tag	w13_d109e15894
satzung	w1_d109e15899
für	w3_d109e15902
die	w5_d109e15905
erst	w7_d109e15908
andert	w9_d109e15911
und	w11_d109e15914
dritte,	w13_d109e15918
auch	w15_d109e15921
al=endliche	w1_d109e15927
Frist	w3_d109e15930
sub	w5_d109e15933
Clausula	w7_d109e15936
præclusi	w9_d109e15939
anberaumet	w1_d109e15944
worden	w3_d109e15947
</p>
<p id="p8_d109e15950">
Solchemnach	w1_d109e15954
werden	w3_d109e15957
all	w5_d109e15960
und	w7_d109e15963
jede,	w9_d109e15966
wel	w11_d109e15969
che	w1_d109e15974
an	w3_d109e15977
gedacht=Salomon	w5_d109e15980
Sinzheimisch	w7_d109e15983
ad	w9_d109e15986
</p>
<p id="p10_d109e15989">
Cridam	w1_d109e15993
gediehenes	w3_d109e15996
Vermögen	w5_d109e15999
ex	w7_d109e16002
quacun-	w9_d109e16005
que	w1_d109e16010
Clausula,	w3_d109e16013
vel	w5_d109e16016
titulo	w7_d109e16019
Sprüch,	w9_d109e16022
und	w11_d109e16025
Anforderungen	w1_d109e16030
haben,	w3_d109e16033
oder	w5_d109e16036
zu	w7_d109e16039
haben	w9_d109e16042
ver	w11_d109e16045
meinen,	w1_d109e16051
an	w3_d109e16054
obbestimmten	w5_d109e16057
Tag	w7_d109e16060
und	w9_d109e16063
Stund	w11_d109e16066
vor	w1_d109e16071
Regierung	w3_d109e16074
in	w5_d109e16077
der	w7_d109e16080
daselbst	w9_d109e16083
zu	w11_d109e16086
solchem	w13_d109e16090
Ende	w1_d109e16095
offen	w3_d109e16098
haltenden	w5_d109e16101
CommissionsStu	w7_d109e16104
ben,	w1_d109e16109
entweder	w3_d109e16112
selbst	w5_d109e16115
persönlich,	w7_d109e16118
oder	w9_d109e16121
durch	w11_d109e16124
hiezu	w1_d109e16130
genugsam	w3_d109e16133
gevollmächtigte	w5_d109e16136
Gewalttra	w7_d109e16139
gere	w1_d109e16144
also	w3_d109e16147
gewis	w5_d109e16150
zu	w7_d109e16153
erscheinen,	w9_d109e16156
und	w11_d109e16159
ihre	w13_d109e16163
an	w15_d109e16166
solche	w1_d109e16171
Crida-massa	w3_d109e16174
habende	w5_d109e16177
Anforderun	w7_d109e16180
gen	w1_d109e16185
anzumelden,	w3_d109e16188
auch	w5_d109e16191
zu	w7_d109e16194
Herstellung	w9_d109e16197
des	w11_d109e16200
er	w13_d109e16204
forderlich=rechtlichen	w1_d109e16210
Beweistum	w3_d109e16213
ihre	w5_d109e16216
Schuld	w7_d109e16219
und	w1_d109e16224
Satz=briefe,	w3_d109e16227
oder	w5_d109e16230
ansonst	w7_d109e16233
habende	w9_d109e16236
Li-	w11_d109e16239
quidations-urkunden,	w1_d109e16244
und	w3_d109e16247
rechtliche	w5_d109e16250
Be	w7_d109e16253
helf	w1_d109e16258
in	w3_d109e16261
beglaubten	w5_d109e16264
Abschriften	w7_d109e16267
einzulegen	w9_d109e16270
ha	w11_d109e16273
ben,	w1_d109e16279
wie	w3_d109e16282
im	w5_d109e16285
Widrigen	w7_d109e16288
der	w9_d109e16291
Ausbleibende	w11_d109e16294
von	w1_d109e16299
gegenwärtiger	w3_d109e16302
Concurs-massa	w5_d109e16305
gänz	w7_d109e16308
lich	w1_d109e16313
ausgeschlossen	w3_d109e16316
seyn,	w5_d109e16319
und	w7_d109e16322
ihme	w9_d109e16325
diesfals	w11_d109e16328
das	w1_d109e16333
ewige	w3_d109e16336
Stillschweigen	w5_d109e16339
auferleget,	w7_d109e16342
der	w9_d109e16345
nicht	w1_d109e16351
Liquidirende	w3_d109e16354
aber	w5_d109e16357
in	w7_d109e16360
der	w9_d109e16363
künftigen	w11_d109e16366
Clas-	w13_d109e16370
sification	w1_d109e16375
mit	w3_d109e16378
seiner	w5_d109e16381
unerwiesenen	w7_d109e16384
Anfor	w9_d109e16387
derung	w1_d109e16392
abgewiesen	w3_d109e16395
werden	w5_d109e16398
solle.	w7_d109e16401
Wornach	w9_d109e16404
sich	w1_d109e16409
ein	w3_d109e16412
jeder	w5_d109e16415
zu	w7_d109e16418
richten,	w9_d109e16421
und	w11_d109e16424
vor	w13_d109e16428
Schaden	w15_d109e16431
zu	w1_d109e16437
hütten	w3_d109e16440
wissen	w5_d109e16443
wird.	w7_d109e16446
So	w9_d109e16449
geschehen	w11_d109e16452
Wien	w13_d109e16456
den	w1_d109e16461
23ten	w3_d109e16464
Decembr.	w5_d109e16467
1756.	w7_d109e16470
</p>
<p id="p12_d109e16474">
Auf	w1_d109e16478
eigenes	w3_d109e16481
Anlangen	w5_d109e16484
des	w7_d109e16487
Kaiserl.	w9_d109e16490
Königl.	w11_d109e16493
General=feld=wacht=meisters,	w1_d109e16498
Hrn.	w3_d109e16501
Niclas	w5_d109e16504
Grafens	w1_d109e16509
von	w3_d109e16512
Esterhazy	w5_d109e16515
haben	w7_d109e16518
all	w9_d109e16521
und	w11_d109e16524
jede,	w13_d109e16528
welche	w1_d109e16534
an	w3_d109e16537
ihne	w5_d109e16540
eine	w7_d109e16543
Anforderung	w9_d109e16546
haben,	w11_d109e16549
oder	w13_d109e16553
zu	w1_d109e16558
machen	w3_d109e16561
vermeinen,	w5_d109e16564
den	w7_d109e16567
9ten	w9_d109e16570
künftigen	w11_d109e16573
Monats	w1_d109e16578
Februarii	w3_d109e16581
Früh	w5_d109e16584
um	w7_d109e16587
9.	w9_d109e16590
Uhr	w11_d109e16593
bey	w13_d109e16597
dem	w15_d109e16600
Hochlöbl.	w1_d109e16605
Kaiserl.	w3_d109e16608
Königl.	w5_d109e16611
Judicio	w7_d109e16614
Delegato	w9_d109e16617
Militari	w1_d109e16623
mixto	w3_d109e16626
alhier	w5_d109e16629
in	w7_d109e16632
Wien	w9_d109e16635
also	w11_d109e16638
gewiß	w13_d109e16642
sich	w1_d109e16647
anzumelden,	w3_d109e16650
und	w5_d109e16653
ihre	w7_d109e16656
Anforderungen	w9_d109e16659
zu	w11_d109e16662
liquidiren,	w1_d109e16667
wie	w3_d109e16670
im	w5_d109e16673
Widrigen	w7_d109e16676
nach	w9_d109e16679
Verlauf	w11_d109e16682
dieser	w1_d109e16687
Zeit	w3_d109e16690
dieselbe	w5_d109e16693
nicht	w7_d109e16696
mehr	w9_d109e16699
gehöret,	w11_d109e16702
son	w13_d109e16706
dern	w1_d109e16712
ihnen	w3_d109e16715
das	w5_d109e16718
ewige	w7_d109e16721
Stillschweigen	w9_d109e16724
auferlegt	w11_d109e16727
seyn	w1_d109e16732
solle.	w3_d109e16735
</p>
<head id="h2_d109e16741">
EDICT.	w1_d109e16745
</head>
<p id="p4_d109e16748">
Von	w1_d109e16752
der	w3_d109e16755
Kaiserl.	w5_d109e16758
Königl.	w7_d109e16761
Verordneten	w9_d109e16764
Commißion	w1_d109e16769
in	w3_d109e16772
Justiz=sachen	w5_d109e16775
in	w7_d109e16778
dem	w9_d109e16781
Temes	w11_d109e16784
warer=bannat	w1_d109e16789
wegen,	w3_d109e16792
allen	w5_d109e16795
denenjenigen,	w7_d109e16798
welche	w1_d109e16804
an	w3_d109e16807
des	w5_d109e16810
alhier	w7_d109e16813
ab	w9_d109e16816
intestato	w11_d109e16819
verstorbenen	w13_d109e16823
Kaiserl.	w1_d109e16828
Königl.	w3_d109e16831
Bannatischen	w5_d109e16834
Land=gerichts	w7_d109e16837
Assessoris	w1_d109e16842
Herrn	w3_d109e16845
Joseph	w5_d109e16848
Sartori	w7_d109e16851
Verlassen	w9_d109e16854
schaft=schulden,	w1_d109e16859
oder	w3_d109e16862
Erbschafts=wegen,	w5_d109e16865
auch	w1_d109e16871
sonsten	w3_d109e16874
quocunque	w5_d109e16877
titulo	w7_d109e16880
einige	w9_d109e16883
Sprüche	w1_d109e16888
und	w3_d109e16891
Anforderungen	w5_d109e16894
zu	w7_d109e16897
haben	w9_d109e16900
ver	w11_d109e16903
meinen,	w1_d109e16908
durch	w3_d109e16911
dieses	w5_d109e16914
offentliche	w7_d109e16917
Edict	w9_d109e16920
zu	w11_d109e16923
</p>
<p id="p10_d109e16936">
Bisfen	w1_d109e16940
anzufügen:	w3_d109e16943
Daß	w5_d109e16946
man	w7_d109e16949
die	w9_d109e16952
Abhandlung	w11_d109e16955
sothaner	w1_d109e16960
Verlassenschaft	w3_d109e16963
vorzunehmen	w5_d109e16966
ent	w7_d109e16969
schlossen,	w1_d109e16974
und	w3_d109e16977
darzu	w5_d109e16980
pro	w7_d109e16983
Curatore	w9_d109e16986
ad	w11_d109e16989
lites	w13_d109e16993
den	w1_d109e16999
hiesigen	w3_d109e17002
Stadt=fyndicum	w5_d109e17005
Taubenkorb	w7_d109e17008
ernennet,	w1_d109e17013
ihnen	w3_d109e17016
interessirten	w5_d109e17019
aber	w7_d109e17022
zur	w9_d109e17025
An	w11_d109e17028
meld	w1_d109e17033
und	w3_d109e17036
liquidirung	w5_d109e17039
ihrer	w7_d109e17042
habenden	w9_d109e17045
Sprüch	w11_d109e17048
und	w1_d109e17053
Forderungen	w3_d109e17056
den	w5_d109e17059
letzten	w7_d109e17062
Martii	w9_d109e17065
nächst	w11_d109e17068
folgenden	w1_d109e17074
1757zigsten	w3_d109e17077
Jahrs	w5_d109e17080
zur	w7_d109e17083
Tagsatzung	w9_d109e17086
für	w1_d109e17091
den	w3_d109e17094
erstandert	w5_d109e17097
und	w7_d109e17100
dritten	w9_d109e17103
Termin	w11_d109e17106
peremptoriè	w1_d109e17111
gesetzet,	w3_d109e17114
und	w5_d109e17117
hiemit	w7_d109e17120
ausge	w9_d109e17123
schrieben	w1_d109e17128
habe;	w3_d109e17131
diesemnach	w5_d109e17134
alle	w7_d109e17137
hierinfalls	w9_d109e17140
interessirte	w1_d109e17146
an	w3_d109e17149
obbestimmten	w5_d109e17152
Tag,	w7_d109e17155
den	w9_d109e17158
letzten	w11_d109e17161
Martii	w1_d109e17166
1757.	w3_d109e17169
fruhe	w5_d109e17172
um	w7_d109e17175
9.	w9_d109e17178
Uhr	w11_d109e17181
vor	w13_d109e17185
ersagte	w15_d109e17188
verordnete	w1_d109e17193
Kaiserl.	w3_d109e17196
Königl.	w5_d109e17199
Commißion	w7_d109e17202
in	w9_d109e17205
Justiz=sachen	w1_d109e17210
alhier	w3_d109e17213
unfehlbar,	w5_d109e17216
und	w7_d109e17219
also	w9_d109e17222
gewiß	w1_d109e17228
entweder	w3_d109e17231
selbst	w5_d109e17234
Persönlich,	w7_d109e17237
oder	w9_d109e17240
durch	w11_d109e17243
legitimirte	w1_d109e17248
Bevollmächtigte	w3_d109e17251
zu	w5_d109e17254
erscheinen,	w7_d109e17257
ihre	w1_d109e17262
Forderungen,	w3_d109e17265
und	w5_d109e17268
andere	w7_d109e17271
Sprüch	w9_d109e17274
der	w11_d109e17277
Ordnung	w1_d109e17282
nach	w3_d109e17285
anzubringen,	w5_d109e17288
auch	w7_d109e17291
unterein	w9_d109e17294
stens	w1_d109e17300
Rechts	w3_d109e17303
beständig	w5_d109e17306
zu	w7_d109e17309
liquidiren	w9_d109e17312
haben,	w11_d109e17315
als	w1_d109e17320
im	w3_d109e17323
widrigen	w5_d109e17326
Fall	w7_d109e17329
die	w9_d109e17332
ausbleibende	w11_d109e17335
Par	w13_d109e17339
theyen	w1_d109e17344
nach	w3_d109e17347
dem	w5_d109e17350
gesetzten	w7_d109e17353
Termin	w9_d109e17356
mittls	w11_d109e17359
Auflegung	w1_d109e17364
des	w3_d109e17367
ewigen	w5_d109e17370
Stillschweigens	w7_d109e17373
nicht	w9_d109e17376
mehr	w1_d109e17382
angehöret,	w3_d109e17385
sondern	w5_d109e17388
über	w7_d109e17391
die	w9_d109e17394
Einge	w11_d109e17397
kommene	w1_d109e17402
mit	w3_d109e17405
der	w5_d109e17408
Abhandlung	w7_d109e17411
ex	w9_d109e17414
Officio	w11_d109e17417
vorgegangen	w1_d109e17422
werden	w3_d109e17425
solle,	w5_d109e17428
und	w7_d109e17431
werde.	w9_d109e17434
Wor	w11_d109e17437
nach	w1_d109e17442
sich	w3_d109e17445
jeder	w5_d109e17448
zu	w7_d109e17451
richten	w9_d109e17454
wissen	w11_d109e17457
wird.	w13_d109e17461
Ge	w15_d109e17464
geben	w1_d109e17470
in	w3_d109e17473
der	w5_d109e17476
Kaiserl.	w7_d109e17479
Königl.	w9_d109e17482
Commißion	w11_d109e17485
in	w13_d109e17489
Justiz=sachen	w1_d109e17494
zu	w3_d109e17497
Temeswar,	w5_d109e17500
den	w7_d109e17503
22zigsten	w9_d109e17506
Decembris	w1_d109e17511
1756.	w3_d109e17514
</p>
<p id="p12_d109e17518">
Den	w1_d109e17522
21.	w3_d109e17525
Januarii	w5_d109e17528
des	w7_d109e17531
inn=lebenden	w9_d109e17534
Jahrs	w11_d109e17537
1757.	w1_d109e17542
wird	w3_d109e17545
alhier	w5_d109e17548
in	w7_d109e17551
dem	w9_d109e17554
Kaisirl.	w11_d109e17557
Königl.	w13_d109e17561
Wald=amt,	w1_d109e17566
auch	w3_d109e17569
in	w5_d109e17572
dem	w7_d109e17575
Kaiserl.	w9_d109e17578
Königl.	w11_d109e17581
Salz=ober=amt	w1_d109e17587
nächst	w3_d109e17590
der	w5_d109e17593
schwarzen	w7_d109e17596
Bürsten	w9_d109e17599
das	w1_d109e17604
bey	w3_d109e17607
der	w5_d109e17610
so	w7_d109e17613
genannt	w9_d109e17616
und	w11_d109e17619
ab	w13_d109e17623
ærario	w15_d109e17626
re-	w17_d109e17629
luirten	w1_d109e17634
Schällischen	w3_d109e17637
Glaß=hütten	w5_d109e17640
am	w7_d109e17643
Pölla	w9_d109e17646
daselbst	w1_d109e17651
stehende	w3_d109e17654
Hauptwirtschafts	w5_d109e17657
und	w7_d109e17660
Wohnungs=gebäu,	w1_d109e17666
wie	w3_d109e17669
auch	w5_d109e17672
die	w7_d109e17675
darzugenos	w9_d109e17678
sene	w1_d109e17683
20.	w3_d109e17686
unterschiedliche	w5_d109e17689
Tagwerks=wiesen,	w7_d109e17692
dann	w1_d109e17697
8.	w3_d109e17700
