<doc id="wr_1756-11-20" attrs="word" year="1756" month="11" day="20" corpus="2">
<head id="h2_d93e3076">
Lenden	w1_d93e3080
N.	w9_d93e13923
Oe.	w11_d93e13926
Repräsentations	w1_d93e13931
und	w3_d93e13934
Kammer=raht	w5_d93e13937
Sprüch	w7_d93e13940
und	w1_d93e13945
Anforderungen	w3_d93e13948
zu	w5_d93e13951
stellen	w7_d93e13954
haben,	w9_d93e13957
zu	w11_d93e13960
ver	w13_d93e13964
nehmen:	w1_d93e13969
mehr	w3_d93e13972
Allerhöchst=gedacht	w5_d93e13975
Jhre	w7_d93e13978
Kaiserl.	w1_d93e13984
und	w3_d93e13987
Königl.	w5_d93e13990
Majestät	w7_d93e13993
haben	w9_d93e13996
zu	w11_d93e13999
Re	w13_d93e14003
gulir	w1_d93e14008
und	w3_d93e14011
Tilgung	w5_d93e14014
ersternannten	w7_d93e14017
Herrn	w9_d93e14020
Gra	w11_d93e14023
fens	w1_d93e14028
von	w3_d93e14031
Herberstein	w5_d93e14034
contrahirten	w7_d93e14037
Schul	w9_d93e14040
den	w1_d93e14045
aus	w3_d93e14048
eigener	w5_d93e14051
Aller=höchsten	w7_d93e14054
Beweg	w9_d93e14057
</p>
<p id="p8_d93e14060">
nuß	w1_d93e14064
eine	w3_d93e14067
besondere	w5_d93e14070
Hof=tommission	w7_d93e14073
sub	w9_d93e14076
Præ-	w11_d93e14079
fidio	w1_d93e14084
derowürklichen	w3_d93e14087
geheimen	w5_d93e14090
Rahts,	w7_d93e14093
Cam	w9_d93e14096
merers	w1_d93e14101
und	w3_d93e14104
Obristen	w5_d93e14107
Justit	w7_d93e14110
tz	w1_d93e14116
steller	w3_d93e14119
Präsidenten,	w5_d93e14122
des	w1_d93e14127
Hoch	w3_d93e14130
und	w5_d93e14133
Wol=gebornen	w7_d93e14136
Herrn	w9_d93e14139
Carl	w11_d93e14142
Adam,	w1_d93e14147
Grafens	w3_d93e14150
von	w5_d93e14153
Breuner,	w7_d93e14156
allergnädigst	w9_d93e14159
anzuordnen:	w1_d93e14164
zugleich	w3_d93e14167
die	w5_d93e14170
Administration	w7_d93e14173
de	w9_d93e14176
ren	w1_d93e14182
gräflich=Heyersteinischen	w3_d93e14185
sowol	w5_d93e14188
in	w7_d93e14191
diesem	w9_d93e14194
Erz=herzogtum	w1_d93e14199
Oesterreich,	w3_d93e14202
als	w5_d93e14205
dem	w7_d93e14208
Erb	w9_d93e14211
königreich	w1_d93e14216
Böheim	w3_d93e14219
und	w5_d93e14222
Marggrafzum	w7_d93e14225
Mäh	w9_d93e14228
ren	w1_d93e14233
gelegenen	w3_d93e14236
Güter	w5_d93e14239
und	w7_d93e14242
Vermögen	w9_d93e14245
ders	w11_d93e14248
würklichen	w1_d93e14254
geheimen	w3_d93e14257
Raht	w5_d93e14260
Feld=marschallen	w7_d93e14263
und	w1_d93e14268
Obristen	w3_d93e14271
über	w5_d93e14274
ein	w7_d93e14277
Regiment	w9_d93e14280
zu	w11_d93e14283
Fuß,	w13_d93e14287
dem	w1_d93e14292
Wol=gebornen	w3_d93e14295
Herrn	w5_d93e14298
Philipp	w7_d93e14301
Ludwig,	w9_d93e14304
Frey=herrn	w1_d93e14309
von	w3_d93e14312
Molke	w5_d93e14315
unterm	w7_d93e14318
16.	w9_d93e14321
October	w11_d93e14324
allergnädigst	w1_d93e14330
aufgetragen:	w3_d93e14333
unter	w5_d93e14336
einstens	w7_d93e14339
aber	w9_d93e14342
durch	w1_d93e14347
die	w3_d93e14350
weitere	w5_d93e14353
allermildeste	w7_d93e14356
Resolution	w9_d93e14359
vom	w1_d93e14364
2.	w3_d93e14367
dieses	w5_d93e14370
anzubefehlen	w7_d93e14373
geruhet,	w9_d93e14376
daß	w11_d93e14379
die	w13_d93e14383
gesamte	w1_d93e14388
gräfl.	w3_d93e14391
Herbersteinische	w5_d93e14394
Creditores	w7_d93e14397
bey	w1_d93e14403
der	w3_d93e14406
sub	w5_d93e14409
Præsidio	w7_d93e14412
Eingangs=erwehnten	w9_d93e14415
Jhrer	w1_d93e14420
Kaiserl.	w3_d93e14423
und	w5_d93e14426
Königl.	w7_d93e14429
Majestät	w9_d93e14432
würk	w11_d93e14435
lichen	w1_d93e14440
geheimen	w3_d93e14443
Rahts,	w5_d93e14446
Cammerers	w7_d93e14449
und	w9_d93e14452
Obristen	w1_d93e14457
Justitzstelle	w3_d93e14460
Präsidenten,	w5_d93e14463
Herrn	w7_d93e14466
Carl	w1_d93e14472
Adam,	w3_d93e14475
Grafens	w5_d93e14478
von	w7_d93e14481
Brenner,	w9_d93e14484
aufge	w11_d93e14487
stellten	w1_d93e14492
Hof=commission	w3_d93e14495
in	w5_d93e14498
mehr=bemeldt	w7_d93e14501
Herrn	w1_d93e14506
Grafens	w3_d93e14509
von	w5_d93e14512
Breuner	w7_d93e14515
bekannter	w9_d93e14518
mas	w11_d93e14521
sen	w1_d93e14526
inhabenden	w3_d93e14529
Kaiserl.	w5_d93e14532
Königl.	w7_d93e14535
Hofquar	w9_d93e14538
tier	w1_d93e14544
auf	w3_d93e14547
den	w5_d93e14550
26.	w7_d93e14553
27	w9_d93e14556
und	w11_d93e14559
28	w13_d93e14563
Januarii	w15_d93e14566
nächst	w17_d93e14569
eingehenden	w1_d93e14574
1757.	w3_d93e14577
Jahrs	w5_d93e14580
Nachmittag	w7_d93e14583
um	w9_d93e14586
4.	w1_d93e14591
Uhr	w3_d93e14594
sub	w5_d93e14597
termino	w7_d93e14600
præclusi,	w9_d93e14603
&	w11_d93e14606
impo-	w13_d93e14610
sitione	w1_d93e14615
perpetui	w3_d93e14618
silentii	w5_d93e14621
erscheinen:	w7_d93e14624
Lund	w9_d93e14627
ihre	w1_d93e14633
an	w3_d93e14636
ofternannten	w5_d93e14639
Herrn	w7_d93e14642
Grafen	w9_d93e14645
von	w11_d93e14648
Herberstein	w1_d93e14653
stellende	w3_d93e14656
Forderungen	w5_d93e14659
liquidiren,	w7_d93e14662
anebst	w1_d93e14667
alle	w3_d93e14670
in	w5_d93e14673
Hinkunft	w7_d93e14676
ohne	w9_d93e14679
Consens	w11_d93e14682
des	w13_d93e14686
obernannten	w1_d93e14691
Admimistratoris	w3_d93e14694
Herrn	w5_d93e14697
Frey	w7_d93e14700
herrn	w1_d93e14706
von	w3_d93e14709
Molke	w5_d93e14712
von	w7_d93e14715
dem	w9_d93e14718
Herrn	w11_d93e14721
Grafen	w13_d93e14725
von	w1_d93e14730
Herberstein	w3_d93e14733
contrahirende	w5_d93e14736
Schulden,	w7_d93e14739
für	w1_d93e14744
null	w3_d93e14747
und	w5_d93e14750
ungültig	w7_d93e14753
gehalten,	w9_d93e14756
zu	w11_d93e14759
dem	w13_d93e14763
Ende	w1_d93e14768
die	w3_d93e14771
behörige	w5_d93e14774
Edicta	w7_d93e14777
affigiret	w9_d93e14780
werden	w11_d93e14783
sollen.	w1_d93e14789
</p>
<p id="p10_d93e14792">
Als	w1_d93e14796
ist	w3_d93e14799
im	w5_d93e14802
Namen	w7_d93e14805
rc.	w9_d93e14808
mein	w11_d93e14811
Befehl	w13_d93e14815
hie	w15_d93e14818
mit,	w1_d93e14823
daß	w3_d93e14826
alle	w5_d93e14829
und	w7_d93e14832
jede	w9_d93e14835
gräfl.	w11_d93e14838
Herberfleinische	w13_d93e14842
Creditores	w1_d93e14847
an	w3_d93e14850
gemeldeten	w5_d93e14853
Tägen,	w7_d93e14856
Stund	w9_d93e14859
und	w11_d93e14862
Ort	w1_d93e14868
sub	w3_d93e14871
termino	w5_d93e14874
præclusi	w7_d93e14877
&	w9_d93e14880
impoßitione	w11_d93e14883
pespetui	w1_d93e14888
silentii	w3_d93e14891
erscheinen:	w5_d93e14894
und	w7_d93e14897
zugleich	w9_d93e14900
ihre	w1_d93e14905
stellende	w3_d93e14908
Forderungen	w5_d93e14911
rechtsständig	w7_d93e14914
li	w9_d93e14917
quidiren:	w1_d93e14922
Annebst	w3_d93e14925
jedermann	w5_d93e14928
allergnädigst	w7_d93e14931
anbefohlener	w1_d93e14937
massen	w3_d93e14940
von	w5_d93e14943
all	w7_d93e14946
weiteren	w9_d93e14949
Credit	w11_d93e14952
geben	w1_d93e14957
sich	w3_d93e14960
enthalten;	w5_d93e14963
als	w7_d93e14966
im	w9_d93e14969
widrigen	w11_d93e14972
alle	w13_d93e14976
ohne	w1_d93e14981
Consens	w3_d93e14984
der	w5_d93e14987
Administration	w7_d93e14990
von	w9_d93e14993
dem	w11_d93e14996
Herrn	w1_d93e15001
Grafen	w3_d93e15004
Joseph	w5_d93e15007
von	w7_d93e15010
Herberstein	w9_d93e15013
neuer	w11_d93e15016
lich	w1_d93e15022
contrahirende	w3_d93e15025
Schulden	w5_d93e15028
für	w7_d93e15031
null	w9_d93e15034
und	w11_d93e15037
</p>
<p id="p14_d93e15043">
ungültig	w1_d93e15047
gehalten	w3_d93e15050
werden	w5_d93e15053
sollen.	w7_d93e15056
Actum,	w9_d93e15059
Wien	w1_d93e15064
den	w3_d93e15067
5.	w5_d93e15070
Nov.	w7_d93e15073
1756.	w9_d93e15076
</p>
<head id="h2_d93e15082">
EDICT.	w1_d93e15086
</head>
<p id="p4_d93e15089">
Von	w1_d93e15093
des	w3_d93e15096
Fürstl.	w5_d93e15099
Stifts,	w7_d93e15102
und	w9_d93e15105
Jungfräu	w11_d93e15108
lichen	w1_d93e15113
Klosters	w3_d93e15116
zur	w5_d93e15119
Himmel=pforten	w7_d93e15122
Grund	w9_d93e15125
buchs	w1_d93e15130
wegen,	w3_d93e15133
hiemit	w5_d93e15136
durch	w7_d93e15139
gegenwärtige	w9_d93e15142
offene	w1_d93e15148
Edict	w3_d93e15151
jedermänniglich	w5_d93e15154
anzufügen;	w7_d93e15157
es	w9_d93e15160
habe	w1_d93e15165
mehrmalen	w3_d93e15168
Herr	w5_d93e15171
Grorg	w7_d93e15174
Jgnaz	w9_d93e15177
Franck	w11_d93e15180
als	w1_d93e15185
der	w3_d93e15188
Kiblerischen	w5_d93e15191
Behausung	w7_d93e15194
Gerichtlich	w9_d93e15197
verordneter	w1_d93e15202
Sequester	w3_d93e15205
mandatario	w5_d93e15208
nomine	w7_d93e15211
die	w1_d93e15217
Verkauffung	w3_d93e15220
der	w5_d93e15223
Kiblerischen	w7_d93e15226
Behausung	w9_d93e15229
und	w1_d93e15234
zugleich	w3_d93e15237
um	w5_d93e15240
die	w7_d93e15243
Ausfertigung	w9_d93e15246
deren	w11_d93e15249
Lici	w13_d93e15253
tations=edicten	w1_d93e15258
unterm	w3_d93e15261
8ten	w5_d93e15264
Octobris	w7_d93e15267
dies	w9_d93e15270
lauffend	w1_d93e15275
1756	w3_d93e15278
schriftlich	w5_d93e15281
angesuchet,	w7_d93e15284
worüber	w9_d93e15287
die	w1_d93e15293
Decretirung	w3_d93e15296
erfolget,	w5_d93e15299
der	w7_d93e15302
Klosters=canz	w9_d93e15305
ley	w1_d93e15310
die	w3_d93e15313
Benennung	w5_d93e15316
einer	w7_d93e15319
anderweitig=gebettenen	w9_d93e15322
Licitalions=tagsatzung	w1_d93e15327
aufzulegen,	w3_d93e15330
und	w5_d93e15333
solle	w7_d93e15336
diese	w1_d93e15341
sowol	w3_d93e15344
per	w5_d93e15347
Edicta	w7_d93e15350
ad	w9_d93e15353
valvas,	w11_d93e15356
als	w13_d93e15360
auch	w15_d93e15363
mittels	w1_d93e15369
Eindruckung	w3_d93e15372
in	w5_d93e15375
das	w7_d93e15378
Wienerische	w9_d93e15381
Dia	w11_d93e15384
rium	w1_d93e15389
kund	w3_d93e15392
gemacht,	w5_d93e15395
und	w7_d93e15398
zu	w9_d93e15401
dem	w11_d93e15404
Ende	w13_d93e15408
die	w15_d93e15411
behörige	w1_d93e15416
Licitations=edicta	w3_d93e15419
ausgefertiget	w5_d93e15422
wer	w7_d93e15425
den.	w1_d93e15430
Solchemnach	w3_d93e15433
ist	w5_d93e15436
in	w7_d93e15439
Conformitate	w9_d93e15442
dieser	w1_d93e15448
ergangenen	w3_d93e15451
Auflag	w5_d93e15454
zur	w7_d93e15457
Licitations	w9_d93e15460
tagsatzung	w1_d93e15465
der	w3_d93e15468
22zigste	w5_d93e15471
nächst=kommenden	w7_d93e15474
Monats	w1_d93e15479
Decembris	w3_d93e15482
dies	w5_d93e15485
Jahrs,	w7_d93e15488
Vormitta	w9_d93e15491
um	w1_d93e15496
9.	w3_d93e15499
Uhr	w5_d93e15502
in	w7_d93e15505
des	w9_d93e15508
Klosters	w11_d93e15511
Grund=stuben	w13_d93e15515
an	w15_d93e15518
beraumet	w1_d93e15524
worden.	w3_d93e15527
Werden	w5_d93e15530
demnach	w7_d93e15533
alle	w9_d93e15536
und	w1_d93e15541
jede,	w3_d93e15544
so	w5_d93e15547
das	w7_d93e15550
Kiblerische	w9_d93e15553
am	w11_d93e15556
Spörken	w13_d93e15560
bichl	w1_d93e15565
ligend,	w3_d93e15568
und	w5_d93e15571
zu	w7_d93e15574
des	w9_d93e15577
Klosters	w11_d93e15580
Grund	w13_d93e15584
buch	w1_d93e15589
dienstbare	w3_d93e15592
Haus	w5_d93e15595
kauflich	w7_d93e15598
an	w9_d93e15601
sich	w11_d93e15604
zu	w13_d93e15608
brin	w15_d93e15611
gen	w1_d93e15617
gedenken,	w3_d93e15620
an	w5_d93e15623
obbestimmten	w7_d93e15626
Tag	w9_d93e15629
und	w11_d93e15632
Stund	w13_d93e15636
zu	w1_d93e15641
erscheinen,	w3_d93e15644
und	w5_d93e15647
sich	w7_d93e15650
alda	w9_d93e15653
anmelden	w11_d93e15656
zu	w13_d93e15660
lassen	w1_d93e15665
haben,	w3_d93e15668
wo	w5_d93e15671
alsdann	w7_d93e15674
mit	w9_d93e15677
dem	w11_d93e15680
meist	w13_d93e15684
bietenden	w1_d93e15689
der	w3_d93e15692
Hauskauf	w5_d93e15695
und	w7_d93e15698
verkauf=Con-	w9_d93e15701
tract	w1_d93e15707
tractiret,	w3_d93e15710
und	w5_d93e15713
abgeschlossen	w7_d93e15716
werden	w9_d93e15719
solle.	w1_d93e15724
Actum	w3_d93e15727
Wien	w5_d93e15730
im	w7_d93e15733
Kloster	w9_d93e15736
bey	w11_d93e15739
der	w13_d93e15743
Him	w15_d93e15746
mel=pforten	w1_d93e15751
den	w3_d93e15754
10.	w5_d93e15757
Nov.	w7_d93e15760
1756.	w9_d93e15763
</p>
<p id="p6_d93e15766">
Auf	w1_d93e15770
zukünftigen	w3_d93e15773
St.	w5_d93e15776
Georgi	w7_d93e15779
1757.	w9_d93e15782
ist	w11_d93e15785
ne	w13_d93e15789
ben	w1_d93e15794
denen	w3_d93e15797
7.	w5_d93e15800
Büchern	w7_d93e15803
in	w9_d93e15806
dem	w11_d93e15809
grossen	w13_d93e15813
roten	w15_d93e15816
Krebsen	w1_d93e15821
der	w3_d93e15824
erste	w5_d93e15827
Stock,	w7_d93e15830
welcher	w9_d93e15833
durchaus	w11_d93e15836
neu	w1_d93e15842
repariret,	w3_d93e15845
und	w5_d93e15848
allerdings	w7_d93e15851
comod	w9_d93e15854
für	w11_d93e15857
ei	w13_d93e15861
ne	w1_d93e15866
grosse	w3_d93e15869
Herrschaft,	w5_d93e15872
Gesandtschaft	w7_d93e15875
oder	w9_d93e15878
Canzley	w1_d93e15883
eingerichtet,	w3_d93e15886
samt	w5_d93e15889
Keller,	w7_d93e15892
Holz	w9_d93e15895
gewölbern,	w1_d93e15900
Pferd=stall,	w3_d93e15903
und	w5_d93e15906
Wagenschu	w7_d93e15909
pfen,	w1_d93e15915
entweder	w3_d93e15918
ganz	w5_d93e15921
oder	w7_d93e15924
abgetheilter	w9_d93e15927
zu	w11_d93e15930
verlassen,	w1_d93e15935
und	w3_d93e15938
sich	w5_d93e15941
um	w7_d93e15944
weiterer	w9_d93e15947
Adresse	w11_d93e15950
willen	w13_d93e15954
bey	w1_d93e15959
aldasigem	w3_d93e15962
Haus=meister	w5_d93e15965
anzumelden.	w7_d93e15968
</p>
<p id="p8_d93e15971">
Denen	w1_d93e15975
respectivè	w3_d93e15978
Herren	w5_d93e15981
Landwirt	w7_d93e15984
schafts=liebhabern	w1_d93e15989
wird	w3_d93e15992
hiemit	w5_d93e15995
zu	w7_d93e15998
wissen	w9_d93e16001
gemacht,	w1_d93e16006
daß	w3_d93e16009
bey	w5_d93e16012
denen	w7_d93e16015
berühmten	w9_d93e16018
Blu	w11_d93e16021
</p>
<p id="p10_d93e16024">
misten	w1_d93e16028
Herren	w3_d93e16031
Johann	w5_d93e16034
&	w7_d93e16037
Matthias	w9_d93e16040
Klefe	w11_d93e16043
ker	w1_d93e16048
in	w3_d93e16051
Hamburg	w5_d93e16054
folgende	w7_d93e16057
Kräuter=saamen	w9_d93e16060
zu	w1_d93e16065
haben,	w3_d93e16068
nämlich	w5_d93e16071
von	w7_d93e16074
dem	w9_d93e16077
herrlichen	w11_d93e16080
Fut	w13_d93e16084
ter=kraut,	w1_d93e16090
Lucerne	w3_d93e16093
genannt,	w5_d93e16096
und	w7_d93e16099
einer	w9_d93e16102
an	w11_d93e16105
dern	w1_d93e16110
Art	w3_d93e16113
Futter=kraut	w5_d93e16116
Türkischer	w7_d93e16119
Klee	w9_d93e16122
ge	w11_d93e16125
nannt,	w1_d93e16130
ingleichen	w3_d93e16133
Genista	w5_d93e16136
Spinoia	w7_d93e16139
Saamen	w9_d93e16142
zu	w1_d93e16147
Erzeugung	w3_d93e16150
sehr	w5_d93e16153
nützlicher	w7_d93e16156
Hecken	w9_d93e16159
um	w11_d93e16162
Wie	w13_d93e16166
sen	w1_d93e16172
und	w3_d93e16175
Korn=ferder;	w5_d93e16178
weme	w7_d93e16181
nun	w9_d93e16184
von	w11_d93e16187
die	w13_d93e16191
sen	w1_d93e16196
vortreflichen	w3_d93e16199
Saamen	w5_d93e16202
etwas	w7_d93e16205
zu	w9_d93e16208
bestellen	w11_d93e16211
beliebig	w1_d93e16216
seyn	w3_d93e16219
möchte,	w5_d93e16222
der	w7_d93e16225
wird	w9_d93e16228
bey	w11_d93e16231
dem	w13_d93e16235
Verleger	w1_d93e16240
des	w3_d93e16243
Wienerischen,	w5_d93e16246
Diarii	w7_d93e16249
die	w9_d93e16252
diesfalls	w1_d93e16258
heraus	w3_d93e16261
gegebene	w5_d93e16264
eigentliche	w7_d93e16267
Beschrei	w9_d93e16270
bung	w1_d93e16275
gratis	w3_d93e16278
abholen	w5_d93e16281
zu	w7_d93e16284
lassen	w9_d93e16287
belieben,	w11_d93e16290
wann	w13_d93e16294
aber	w1_d93e16299
jemand	w3_d93e16302
nicht	w5_d93e16305
gerne	w7_d93e16308
adrittura	w9_d93e16311
von	w11_d93e16314
de	w13_d93e16318
nen	w1_d93e16323
Herren	w3_d93e16326
Klefekern	w5_d93e16329
in	w7_d93e16332
Hamburg	w9_d93e16335
selbsten	w11_d93e16338
eine	w1_d93e16344
Bestellung	w3_d93e16347
machen	w5_d93e16350
möchte,	w7_d93e16353
so	w9_d93e16356
kan	w11_d93e16359
sol	w13_d93e16363
ches	w1_d93e16368
auch	w3_d93e16371
durch	w5_d93e16374
ihre	w7_d93e16377
allhiesige	w9_d93e16380
Correspon-	w11_d93e16383
denten,	w1_d93e16388
welche	w3_d93e16391
bey	w5_d93e16394
vorgedachten	w7_d93e16397
Verleger	w9_d93e16400
des	w1_d93e16405
Diarii	w3_d93e16408
zu	w5_d93e16411
erfragen	w7_d93e16414
seynd,	w9_d93e16417
gar	w11_d93e16420
füglich	w13_d93e16424
ge	w15_d93e16427
schehen,	w1_d93e16433
siewerden	w3_d93e16436
hierinfalls	w5_d93e16439
willig	w7_d93e16442
an	w9_d93e16445
Handen	w11_d93e16448
gehen,	w1_d93e16453
und	w3_d93e16456
alle	w5_d93e16459
weiters	w7_d93e16462
verlangende	w9_d93e16465
Aus	w11_d93e16468
kunft	w1_d93e16473
geben.	w3_d93e16476
Damit	w5_d93e16479
nun	w7_d93e16482
die	w9_d93e16485
Zeit	w11_d93e16488
wegen	w13_d93e16492
des	w1_d93e16497
weitern	w3_d93e16500
Transport	w5_d93e16503
nicht	w7_d93e16506
allzuweit	w9_d93e16509
ver	w11_d93e16512
streichen,	w1_d93e16518
und	w3_d93e16521
die	w5_d93e16524
Saamen	w7_d93e16527
noch	w9_d93e16530
in	w11_d93e16533
rechter	w13_d93e16537
Zeit	w1_d93e16542
ausgesäet	w3_d93e16545
werden	w5_d93e16548
möchten,	w7_d93e16551
als	w9_d93e16554
werden	w11_d93e16557
die	w1_d93e16562
Herren	w3_d93e16565
Liebhabere	w5_d93e16568
zugleich	w7_d93e16571
ersuchet,	w9_d93e16574
sich	w11_d93e16577
mit	w1_d93e16582
einer	w3_d93e16585
guten	w5_d93e16588
Bestellung	w7_d93e16591
in	w9_d93e16594
Zeiten	w11_d93e16597
zu	w13_d93e16601
mel	w15_d93e16604
den,	w1_d93e16610
und	w3_d93e16613
sich	w5_d93e16616
der	w7_d93e16619
allerbesten	w9_d93e16622
Bedienung	w11_d93e16625
ver	w13_d93e16629
sichert	w1_d93e16634
zu	w3_d93e16637
halten.	w5_d93e16640
</p>
<p id="p12_d93e16644">
Den	w1_d93e16648
2.	w3_d93e16651
künftigen	w5_d93e16654
Monats	w7_d93e16657
früh	w9_d93e16660
um	w11_d93e16663
8.	w13_d93e16667
Uhr,	w15_d93e16670
wird	w1_d93e16675
bey	w3_d93e16678
einem	w5_d93e16681
Löbl.	w7_d93e16684
N.	w9_d93e16687
Oe.	w11_d93e16690
Landmarschal	w13_d93e16694
lischen	w1_d93e16699
Gericht,	w3_d93e16702
das	w5_d93e16705
Gut	w7_d93e16708
Hagendorf,	w9_d93e16711
cum	w11_d93e16714
apertinentiis	w1_d93e16720
plus	w3_d93e16723
offerenti	w5_d93e16726
licitando	w7_d93e16729
käuflichen	w1_d93e16734
hindan	w3_d93e16737
gelassen	w5_d93e16740
werden.	w7_d93e16743
</p>
<p id="p14_d93e16746">
Den	w1_d93e16750
1sten	w3_d93e16753
des	w5_d93e16756
nächst=bevorstehenden	w7_d93e16759
Mo	w9_d93e16762
nats	w1_d93e16767
Decembris,	w3_d93e16770
und	w5_d93e16773
folgende	w7_d93e16776
Täge	w9_d93e16779
werden	w11_d93e16782
in	w1_d93e16787
dem	w3_d93e16790
dritten	w5_d93e16793
Stok	w7_d93e16796
der	w9_d93e16799
in	w11_d93e16802
der	w13_d93e16806
obern	w15_d93e16809
Bäcken	w17_d93e16812
strasse	w1_d93e16818
gelegenen	w3_d93e16821
Schmerlingischen	w5_d93e16824
Behausung	w7_d93e16827
Vormittags	w1_d93e16832
von	w3_d93e16835
9.	w5_d93e16838
bis	w7_d93e16841
12.,	w9_d93e16844
Nachmittags	w11_d93e16847
aber	w1_d93e16852
von	w3_d93e16855
3.	w5_d93e16858
bis	w7_d93e16861
6.	w9_d93e16864
Uhr	w11_d93e16867
verschiedene	w13_d93e16871
Effecten,	w15_d93e16874
als	w1_d93e16879
Spallier,	w3_d93e16882
Sopha,	w5_d93e16885
Sesseln,	w7_d93e16888
Tisch,	w9_d93e16891
Kästen,	w11_d93e16894
Beht=gewand,	w1_d93e16900
Zinn,	w3_d93e16903
Spiegeln,	w5_d93e16906
Wand,	w7_d93e16909
und	w1_d93e16914
Henk=leuchter,	w3_d93e16917
2.	w5_d93e16920
kostbare	w7_d93e16923
Lauten,	w9_d93e16926
samt	w11_d93e16929
Musicalien,	w1_d93e16934
reich	w3_d93e16937
bordirte,	w5_d93e16940
sammetne,	w7_d93e16943
und	w9_d93e16946
andere	w1_d93e16951
Manns=kleider,	w3_d93e16954
dann	w5_d93e16957
Spitz,	w7_d93e16960
silberne	w9_d93e16963
und	w1_d93e16969
andere	w3_d93e16972
Degen,	w5_d93e16975
ein	w7_d93e16978
Spanisch=rohr	w9_d93e16981
mit	w11_d93e16984
gol	w13_d93e16988
denem	w1_d93e16993
Knopf,	w3_d93e16996
ein	w5_d93e16999
ganzes	w7_d93e17002
Gabinet	w9_d93e17005
von	w11_d93e17008
Fran	w13_d93e17012
zösischen	w1_d93e17017
Kupfern	w3_d93e17020
in	w5_d93e17023
Rahmen	w7_d93e17026
mit	w9_d93e17029
Gläsern,	w11_d93e17032
grosse	w1_d93e17037
Bücher=kästen	w3_d93e17040
von	w5_d93e17043
harten	w7_d93e17046
Holz	w9_d93e17049
mit	w11_d93e17052
Gläsern,	w1_d93e17058
10.	w3_d93e17061
Eimer	w5_d93e17064
Ofner,	w7_d93e17067
und	w9_d93e17070
einige	w11_d93e17073
Bou	w13_d93e17077
tellin	w1_d93e17082
ausländische	w3_d93e17085
Wein	w5_d93e17088
und	w7_d93e17091
Provenzer	w9_d93e17094
</p>
<p id="p18_d93e17099">
äel,	w1_d93e17103
samt	w3_d93e17106
mehr	w5_d93e17109
anderen	w7_d93e17112
Haus=rat,	w9_d93e17115
denen	w1_d93e17120
meistbietenden	w3_d93e17123
licitando	w5_d93e17126
verkauffet.	w7_d93e17129
So	w9_d93e17132
dann	w1_d93e17137
auch	w3_d93e17140
den	w5_d93e17143
9.	w7_d93e17146
des	w9_d93e17149
eingehenden	w11_d93e17152
Monats	w13_d93e17156
in	w15_d93e17159
der	w1_d93e17165
nämlichen	w3_d93e17168
Behausung	w5_d93e17171
zu	w7_d93e17174
der	w9_d93e17177
Licitation	w11_d93e17180
der	w1_d93e17185
von	w3_d93e17188
dem	w5_d93e17191
verstorbenen	w7_d93e17194
Repräsentations	w9_d93e17197
und	w1_d93e17202
Cammer=raht,	w3_d93e17205
Herrn	w5_d93e17208
von	w7_d93e17211
Schmerling	w9_d93e17214
hinterlassenen	w1_d93e17219
zahlreichen	w3_d93e17222
Bibliothec	w5_d93e17225
geschrit	w7_d93e17228
ten,	w1_d93e17234
und	w3_d93e17237
nach	w5_d93e17240
derselben	w7_d93e17243
Veräusserung	w9_d93e17246
also	w11_d93e17249
gleich	w1_d93e17254
jene	w3_d93e17257
der	w5_d93e17260
von	w7_d93e17263
solchen	w9_d93e17266
ebenfalls	w11_d93e17269
hinter	w13_d93e17273
lassenen	w1_d93e17278
Sammlung	w3_d93e17281
auserlösener	w5_d93e17284
Kupfer	w7_d93e17287
stichen	w1_d93e17292
vorgenommen	w3_d93e17295
werden,	w5_d93e17298
wovon	w7_d93e17301
die	w9_d93e17304
Catalogi	w1_d93e17310
bey	w3_d93e17313
dem	w5_d93e17316
goldenen	w7_d93e17319
Vließ	w9_d93e17322
auf	w11_d93e17325
der	w13_d93e17329
hohen	w1_d93e17334
Brucken	w3_d93e17337
unentgeltlich	w5_d93e17340
zu	w7_d93e17343
finden	w9_d93e17346
seyn.	w11_d93e17349
</p>
<p id="p20_d93e17352">
Auf	w1_d93e17356
hohe	w3_d93e17359
Verordnung	w5_d93e17362
einer	w7_d93e17365
N.	w9_d93e17368
Oe.	w11_d93e17371
Oe.	w13_d93e17375
Regierung	w1_d93e17380
in	w3_d93e17383
Justitz=sachen	w5_d93e17386
wird	w7_d93e17389
denen	w9_d93e17392
sam	w11_d93e17395
mentlichen	w1_d93e17400
Gräflichen	w3_d93e17403
Pzierskofskischen	w5_d93e17406
Cre	w7_d93e17409
dits=partheyen	w1_d93e17415
der	w3_d93e17418
23.	w5_d93e17421
Tag	w7_d93e17424
dies	w9_d93e17427
Monats	w11_d93e17430
Novembris	w1_d93e17435
Nachmittag	w3_d93e17438
um	w5_d93e17441
3.	w7_d93e17444
Uhr	w9_d93e17447
vor	w11_d93e17450
wol	w13_d93e17454
gedacht	w1_d93e17459
Hoch=löblichen	w3_d93e17462
Regierung	w5_d93e17465
zu	w7_d93e17468
er	w9_d93e17471
scheinen,	w1_d93e17476
zur	w3_d93e17479
Tagsatzung	w5_d93e17482
bestimmt,	w7_d93e17485
bey	w9_d93e17488
welcher	w1_d93e17494
