<doc id="wr_1760-10-29" attrs="word" year="1760" month="10" day="29" corpus="2">
<head id="h2_d496e3512">
Stralsund	w1_d496e3516
was	w5_d496e14379
Rechtens	w7_d496e14382
ist,	w9_d496e14385
erkennet,	w11_d496e14388
auch	w13_d496e14392
daruberhin	w1_d496e14397
niemand	w3_d496e14400
mehr	w5_d496e14403
angehöret,	w7_d496e14406
sondern	w9_d496e14409
de	w11_d496e14412
nen	w1_d496e14417
Ausbleibenden	w3_d496e14420
das	w5_d496e14423
ewige	w7_d496e14426
Stillschweigen	w9_d496e14429
auf	w11_d496e14432
erleget	w1_d496e14437
werden	w3_d496e14440
solle.	w5_d496e14443
Wien	w7_d496e14446
den	w9_d496e14449
20.	w11_d496e14452
Octob.	w13_d496e14456
1760.	w15_d496e14459
</p>
<p id="p6_d496e14462">
Es	w1_d496e14466
ist	w3_d496e14469
am	w5_d496e14472
26.	w7_d496e14475
Dieses	w9_d496e14478
allhier	w11_d496e14481
bey	w13_d496e14485
Hof	w15_d496e14488
eine	w17_d496e14491
grosse	w19_d496e14494
dier	w1_d496e14499
eckigte	w3_d496e14502
goldene	w5_d496e14505
sehr	w7_d496e14508
schön	w9_d496e14511
ausgearbeitete	w11_d496e14514
Ta	w13_d496e14518
datiere,	w1_d496e14523
in	w3_d496e14526
derem	w5_d496e14529
Boden	w7_d496e14532
sich	w9_d496e14535
eine	w11_d496e14538
Feder	w13_d496e14542
befindet,	w15_d496e14545
durch	w1_d496e14551
deren	w3_d496e14554
Anrührung	w5_d496e14557
ein	w7_d496e14560
Portrait	w9_d496e14563
en	w11_d496e14566
Mignatu	w13_d496e14570
re	w1_d496e14575
hervor	w3_d496e14578
kommt,	w5_d496e14581
in	w7_d496e14584
Verlust	w9_d496e14587
gerahten.	w11_d496e14590
Wem	w13_d496e14594
mun	w15_d496e14597
solche	w1_d496e14602
etwa	w3_d496e14605
zu	w5_d496e14608
Handen	w7_d496e14611
kommen,	w9_d496e14614
oder	w11_d496e14617
hiervon	w13_d496e14621
Wis	w15_d496e14624
senschaft	w1_d496e14629
erhalten	w3_d496e14632
sollte,	w5_d496e14635
der	w7_d496e14638
wird	w9_d496e14641
hiemit	w11_d496e14644
höflichst	w13_d496e14648
ersuchet,	w1_d496e14654
sich	w3_d496e14657
diesfalls	w5_d496e14660
bey	w7_d496e14663
dem	w9_d496e14666
K.	w11_d496e14669
K.	w13_d496e14673
Frag	w15_d496e14676
und	w17_d496e14679
Kundschafts=amt	w1_d496e14684
allhier	w3_d496e14687
zu	w5_d496e14690
melden,	w7_d496e14693
allwo	w9_d496e14696
ihm	w11_d496e14699
so	w13_d496e14703
fort	w1_d496e14708
ein	w3_d496e14711
nahmhafter	w5_d496e14714
Recompens	w7_d496e14717
ausgezahlet	w9_d496e14720
wer	w11_d496e14723
den	w1_d496e14728
wird.	w3_d496e14731
</p>
<p id="p8_d496e14734">
ke	w1_d496e14738
Auf	w3_d496e14741
Vorordnung	w5_d496e14744
einer	w7_d496e14747
Hochlöbl.	w9_d496e14750
N.	w11_d496e14753
Oe.	w13_d496e14757
Regie	w15_d496e14760
rung	w1_d496e14765
sollen	w3_d496e14768
all	w5_d496e14771
diejenige,	w7_d496e14774
welche	w9_d496e14777
an	w11_d496e14780
Weiland	w13_d496e14784
Franz	w1_d496e14789
Wienge,	w3_d496e14792
gewesten	w5_d496e14795
K.	w7_d496e14798
K.	w9_d496e14801
Arciern,	w11_d496e14804
und	w13_d496e14808
des	w15_d496e14811
sen	w1_d496e14817
Ehe	w3_d496e14820
würtin	w5_d496e14823
Maria	w7_d496e14826
Anna,	w9_d496e14829
beeder	w11_d496e14832
seel.	w13_d496e14836
Verlas	w15_d496e14839
senschaft	w1_d496e14844
einige	w3_d496e14847
Forderung,	w5_d496e14850
oder	w7_d496e14853
sonst	w9_d496e14856
ex	w11_d496e14859
quo	w13_d496e14863
cunque	w1_d496e14868
demum	w3_d496e14871
titulo	w5_d496e14874
einige	w7_d496e14877
Sprüch	w9_d496e14880
zu	w11_d496e14883
machen	w13_d496e14887
</p>
<p id="p10_d496e14890">
vermeinen	w1_d496e14894
auf	w3_d496e14897
den	w5_d496e14900
7.	w7_d496e14903
Novemb.	w9_d496e14906
1760.	w11_d496e14909
Nachmittag	w13_d496e14913
præcise	w1_d496e14918
um	w3_d496e14921
3.	w5_d496e14924
Uhr	w7_d496e14927
vor	w9_d496e14930
hochgedachte	w11_d496e14933
N.	w13_d496e14937
Oe.	w15_d496e14940
Re	w17_d496e14943
gierung	w1_d496e14948
sub	w3_d496e14951
clausula	w5_d496e14954
præclusi	w7_d496e14957
ac	w9_d496e14960
perpetui	w11_d496e14963
silenrii	w13_d496e14967
erscheinen,	w1_d496e14973
und	w3_d496e14976
ihre	w5_d496e14979
habende	w7_d496e14982
Forderung	w9_d496e14985
der	w11_d496e14988
Ord	w13_d496e14992
nung	w1_d496e14997
nach	w3_d496e15000
anmelden.	w5_d496e15003
</p>
<p id="p12_d496e15007">
Es	w1_d496e15011
ist	w3_d496e15014
auf	w5_d496e15017
dem	w7_d496e15020
hohen	w9_d496e15023
Markt	w11_d496e15026
bey	w13_d496e15030
dem	w15_d496e15033
roten	w17_d496e15036
Krebsen	w1_d496e15041
im	w3_d496e15044
Bier=haus	w5_d496e15047
ein	w7_d496e15050
guter	w9_d496e15053
Tyrolerischer	w11_d496e15056
Kirschen=geist	w1_d496e15061
zu	w3_d496e15064
verkauffen,	w5_d496e15067
die	w7_d496e15070
Maß	w9_d496e15073
pr.	w11_d496e15076
1	w13_d496e15080
fl.	w15_d496e15083
</p>
<p id="p14_d496e15086">
Es	w1_d496e15090
ist	w3_d496e15093
ein	w5_d496e15096
weisser	w7_d496e15099
Budel,	w9_d496e15102
von	w11_d496e15105
niederer	w13_d496e15109
Grösse,	w15_d496e15112
einen	w1_d496e15117
braunen	w3_d496e15120
Fleck	w5_d496e15123
auf	w7_d496e15126
dem	w9_d496e15129
linken	w11_d496e15132
Ang	w13_d496e15136
habend,	w15_d496e15139
verloren	w1_d496e15144
gegangen,	w3_d496e15147
der	w5_d496e15150
solchen	w7_d496e15153
gefunden,	w9_d496e15156
wird	w11_d496e15159
ersuchet,	w1_d496e15165
dem	w3_d496e15168
hiesigen	w5_d496e15171
Frag	w7_d496e15174
und	w9_d496e15177
Kundschafts	w11_d496e15180
amt	w1_d496e15185
gegen	w3_d496e15188
Recompens	w5_d496e15191
hievon	w7_d496e15194
Nachricht	w9_d496e15197
zu	w11_d496e15200
geben.	w13_d496e15204
—	w1_d496e15209
</p>
<p id="p16_d496e15212">
Jch	w1_d496e15216
Johann	w3_d496e15219
Wilhelm	w5_d496e15222
des	w7_d496e15225
Heil.	w9_d496e15228
Röm.	w11_d496e15231
Reichs	w13_d496e15235
Fürst	w1_d496e15240
Trautsohn,	w3_d496e15243
Graf	w5_d496e15246
zu	w7_d496e15249
Falkenstein,	w9_d496e15252
Ritter	w11_d496e15255
des	w13_d496e15259
goldenen	w1_d496e15264
Vliesses,	w3_d496e15267
Jhrer	w5_d496e15270
K.	w7_d496e15273
K.	w9_d496e15276
Majestät	w11_d496e15279
würklicher	w13_d496e15283
geheimer	w1_d496e15289
Raht,	w3_d496e15292
Obrist=hof=meister	w5_d496e15295
und	w7_d496e15298
Landmar	w9_d496e15301
schal	w1_d496e15306
in	w3_d496e15309
Oesterreich	w5_d496e15312
unter	w7_d496e15315
der	w9_d496e15318
Enns;	w11_d496e15321
Eutbicten	w13_d496e15325
N.	w1_d496e15330
allen	w3_d496e15333
und	w5_d496e15336
jeden,	w7_d496e15339
was	w9_d496e15342
Standes	w11_d496e15345
oder	w13_d496e15349
Würde	w15_d496e15352
die	w17_d496e15355
seynd,	w1_d496e15360
der	w3_d496e15363
Gebühr	w5_d496e15366
nach	w7_d496e15369
meinen	w9_d496e15372
respective	w11_d496e15375
Dienst	w13_d496e15379
im	w1_d496e15385
guten	w3_d496e15388
Willen	w5_d496e15391
zuvor,	w7_d496e15394
und	w9_d496e15397
füge	w11_d496e15400
hiemit	w13_d496e15404
zu	w15_d496e15407
ver	w17_d496e15410
nehmen:	w1_d496e15415
Es	w3_d496e15418
habe	w5_d496e15421
bey	w7_d496e15424
dem	w9_d496e15427
mir	w11_d496e15430
allergnädigst	w13_d496e15434
an	w15_d496e15437
vertrauten	w1_d496e15442
Land	w3_d496e15445
marschallischen	w5_d496e15448
Gericht	w7_d496e15451
der	w9_d496e15454
Ad-	w11_d496e15457
vocatus	w1_d496e15462
adjunctus	w3_d496e15465
causarum	w5_d496e15468
piarum	w7_d496e15471
schriftlich	w9_d496e15474
vorgestellet,	w1_d496e15480
welcher=gestalten	w3_d496e15483
allbereits	w5_d496e15486
den	w7_d496e15489
5.	w9_d496e15492
Sept.	w1_d496e15497
1743.	w3_d496e15500
ein	w5_d496e15503
sicheres	w7_d496e15506
zu	w9_d496e15509
Erbauung	w11_d496e15512
der	w13_d496e15516
allhie	w15_d496e15519
sigen	w1_d496e15524
Franciscaner=kirchen	w3_d496e15527
Thurn=kuppel	w5_d496e15530
von	w7_d496e15533
dem	w9_d496e15536
Stapf	w1_d496e15541
seel.	w3_d496e15544
gewidmetes	w5_d496e15547
Stiftungs=capital	w7_d496e15550
pr.	w9_d496e15553
1000.	w1_d496e15559
fl.	w3_d496e15562
in	w5_d496e15565
dem	w7_d496e15568
Ständischen	w9_d496e15571
Obereinnehmer	w11_d496e15574
amt	w1_d496e15579
ad	w3_d496e15582
fructificandum	w5_d496e15585
angeleget,	w7_d496e15588
und	w9_d496e15591
hievor	w11_d496e15594
die	w13_d496e15598
Land=Ständische	w1_d496e15603
Obligation	w3_d496e15606
unter	w5_d496e15609
Eingangs	w7_d496e15612
er	w9_d496e15615
wehnten	w1_d496e15620
Dato	w3_d496e15623
auf	w5_d496e15626
den	w7_d496e15629
Namen	w9_d496e15632
Johann	w11_d496e15635
Michael	w13_d496e15639
Fessel	w1_d496e15645
ausgestellet	w3_d496e15648
worden	w5_d496e15651
ware.	w7_d496e15654
Nun	w9_d496e15657
obgleich	w11_d496e15660
erst=ernannter	w1_d496e15665
Fesses	w3_d496e15668
die	w5_d496e15671
Jnteresse	w7_d496e15674
bis	w9_d496e15677
den	w11_d496e15680
5.	w13_d496e15684
Mar	w15_d496e15687
tii	w1_d496e15692
1756.	w3_d496e15695
richtig	w5_d496e15698
eincaßiret,	w7_d496e15701
und	w9_d496e15704
denen	w11_d496e15707
P.	w13_d496e15711
P.	w15_d496e15714
Fran	w17_d496e15717
ciscanern	w1_d496e15722
als	w3_d496e15725
ein	w5_d496e15728
Allmosen	w7_d496e15731
abgereichet	w9_d496e15734
worden:	w11_d496e15737
so	w1_d496e15743
hätte	w3_d496e15746
sich	w5_d496e15749
dannoch	w7_d496e15752
nach	w9_d496e15755
dessen	w11_d496e15758
zeitlichen	w13_d496e15762
Hin	w15_d496e15765
tritt	w1_d496e15770
sothane	w3_d496e15773
Landständische	w5_d496e15776
Original	w7_d496e15779
obligation	w9_d496e15782
nicht	w1_d496e15787
mehr	w3_d496e15790
vorgefunden,	w5_d496e15793
und	w7_d496e15796
müsse	w9_d496e15799
solche	w11_d496e15802
in	w13_d496e15806
Ver	w15_d496e15809
stoß	w1_d496e15814
oder	w3_d496e15817
Verlust	w5_d496e15820
gerahten	w7_d496e15823
seyn,	w9_d496e15826
wie	w11_d496e15829
dann	w13_d496e15833
die	w15_d496e15836
schon	w17_d496e15839
öfters	w1_d496e15845
dessentwegen	w3_d496e15848
angegangen=Feßlische	w5_d496e15851
Erben	w7_d496e15854
hievon	w1_d496e15859
nicht	w3_d496e15862
die	w5_d496e15865
mindeste	w7_d496e15868
Auskunft	w9_d496e15871
zu	w11_d496e15874
geben	w13_d496e15878
wisse	w15_d496e15881
ten;	w1_d496e15886
zumalen	w3_d496e15889
nun	w5_d496e15892
aber	w7_d496e15895
andurch	w9_d496e15898
die	w11_d496e15901
weitere	w13_d496e15905
Be	w15_d496e15908
ziehung	w1_d496e15913
deren	w3_d496e15916
Jnteressen	w5_d496e15919
gehemmet	w7_d496e15922
wurde,	w9_d496e15925
und	w11_d496e15928
allerdings	w1_d496e15934
erforderlich	w3_d496e15937
seyn	w5_d496e15940
wollte,	w7_d496e15943
womit	w9_d496e15946
diese	w11_d496e15949
in	w1_d496e15954
Verlust	w3_d496e15957
gegangene,	w5_d496e15960
und	w7_d496e15963
nach	w9_d496e15966
so	w11_d496e15969
langen	w13_d496e15973
Nach	w15_d496e15976
suchen	w1_d496e15981
nicht	w3_d496e15984
ausfindig	w5_d496e15987
zu	w7_d496e15990
machen	w9_d496e15993
möglich	w11_d496e15996
geweste	w13_d496e16000
Obligation	w1_d496e16005
amortisiret,	w3_d496e16008
sofort	w5_d496e16011
der	w7_d496e16014
Causæ	w9_d496e16017
plæ	w11_d496e16020
ein	w13_d496e16024
neue	w1_d496e16030
Obligation	w3_d496e16033
ausgestellet	w5_d496e16036
werden	w7_d496e16039
möchte.	w9_d496e16042
Als	w11_d496e16045
batte	w1_d496e16050
selber	w3_d496e16053
gehorsamst.	w5_d496e16056
Jch	w7_d496e16059
geruhete	w9_d496e16062
zu	w11_d496e16065
dem	w13_d496e16069
En	w15_d496e16072
de	w1_d496e16077
ein	w3_d496e16080
ordentliches	w5_d496e16083
Amortisations=edict	w7_d496e16086
bey	w9_d496e16089
der	w11_d496e16092
Canzley	w1_d496e16097
ausfertigen	w3_d496e16100
zu	w5_d496e16103
lassen.	w7_d496e16106
Wann	w9_d496e16109
nun	w11_d496e16112
hierin	w13_d496e16116
falls	w1_d496e16122
gewilliget	w3_d496e16125
worden;	w5_d496e16128
als	w7_d496e16131
ist	w9_d496e16134
im	w11_d496e16137
Namen	w13_d496e16141
Jhrer	w15_d496e16144
K.	w1_d496e16149
K.	w3_d496e16152
Apost.	w5_d496e16155
Majestät,	w7_d496e16158
unser	w9_d496e16161
allergnädigsten	w11_d496e16164
Frauen	w13_d496e16168
rc.	w1_d496e16173
mein	w3_d496e16176
Befehl,	w5_d496e16179
daß	w7_d496e16182
der	w9_d496e16185
oder	w11_d496e16188
diejenige,	w13_d496e16192
so	w15_d496e16195
obbe	w17_d496e16198
meld	w1_d496e16203
</p>
<p id="p20_d496e16208">
meldte	w1_d496e16212
auf	w3_d496e16215
den	w5_d496e16218
Nahmen	w7_d496e16221
Johann	w9_d496e16224
Michael	w11_d496e16227
Fessel	w13_d496e16231
ausgestellte	w1_d496e16236
Land=standische	w3_d496e16239
Original=obligation	w5_d496e16242
pr.	w1_d496e16247
1000.	w3_d496e16250
fl.	w5_d496e16253
dd.	w7_d496e16256
5.	w9_d496e16259
Sept.	w11_d496e16262
1743.	w13_d496e16266
etwa	w15_d496e16269
bereits	w17_d496e16272
in	w19_d496e16275
Handen	w1_d496e16281
haben,	w3_d496e16284
oder	w5_d496e16287
noch	w7_d496e16290
überkommen	w9_d496e16293
möchten,	w11_d496e16296
solche	w1_d496e16301
Original=obligation	w3_d496e16304
inner	w5_d496e16307
einen	w7_d496e16310
Jahr	w9_d496e16313
sechs	w11_d496e16316
Wochen	w1_d496e16321
und	w3_d496e16324
3.	w5_d496e16327
Täg	w7_d496e16330
also	w9_d496e16333
gewiß	w11_d496e16336
bey	w13_d496e16340
diese	w15_d496e16343
Landmar	w17_d496e16346
schallischen	w1_d496e16351
Gericht	w3_d496e16354
produciren,	w5_d496e16357
und	w7_d496e16360
vorbringen,	w9_d496e16363
wie	w1_d496e16369
im	w3_d496e16372
widrigen	w5_d496e16375
oft=gedachte	w7_d496e16378
Originabobligation	w9_d496e16381
co	w1_d496e16386
ipso	w3_d496e16389
amortisiret,	w5_d496e16392
caßiret,	w7_d496e16395
annulliret,	w9_d496e16398
und	w11_d496e16401
un	w13_d496e16405
gültig	w1_d496e16410
seyn	w3_d496e16413
solle.	w5_d496e16416
Wien	w7_d496e16419
den	w9_d496e16422
10.	w11_d496e16425
Marti	w13_d496e16429
1760.	w15_d496e16432
</p>
<p id="p22_d496e16435">
Von	w1_d496e16439
dem	w3_d496e16442
Kaiserl.	w5_d496e16445
Königl.	w7_d496e16448
Stadt	w9_d496e16451
und	w11_d496e16454
Landge	w13_d496e16458
richt	w1_d496e16463
Wien,	w3_d496e16466
wird	w5_d496e16469
denen	w7_d496e16472
von	w9_d496e16475
weil.	w11_d496e16478
Franz	w13_d496e16482
Xaveri	w15_d496e16485
Ghötzi,	w1_d496e16490
seel.	w3_d496e16493
nachgelassenen	w5_d496e16496
nächsten	w7_d496e16499
Befreundten	w9_d496e16502
und	w1_d496e16508
Jntestat=erben	w3_d496e16511
hiemit	w5_d496e16514
angefüget:	w7_d496e16517
wasgestal	w9_d496e16520
ten	w1_d496e16525
über	w3_d496e16528
eine	w5_d496e16531
von	w7_d496e16534
einer	w9_d496e16537
Hochlöbl.	w11_d496e16540
N.	w13_d496e16544
Oe.	w15_d496e16547
Re	w17_d496e16550
tzierung	w1_d496e16555
an	w3_d496e16558
das	w5_d496e16561
Eingangs	w7_d496e16564
gedacht=Kaiserl.	w9_d496e16567
Königl.	w11_d496e16570
Sadt	w1_d496e16575
und	w3_d496e16578
Land=gericht	w5_d496e16581
erlassene	w7_d496e16584
Verordnung	w9_d496e16587
der	w1_d496e16593
diesfalls	w3_d496e16596
aufgestellt=Ghötzische	w5_d496e16599
Herr	w7_d496e16602
Curator	w9_d496e16605
ad	w1_d496e16610
Actum	w3_d496e16613
alda	w5_d496e16616
Var	w7_d496e16619
und	w9_d496e16622
angebracht,	w11_d496e16625
wie	w13_d496e16629
daß	w15_d496e16632
er	w1_d496e16637
nach	w3_d496e16640
Ableiben	w5_d496e16643
des	w7_d496e16646
Franz	w9_d496e16649
Xaveri	w11_d496e16652
Ghötzi,	w13_d496e16656
see	w15_d496e16659
gewesten	w1_d496e16664
Buchhaltern	w3_d496e16667
alhier	w5_d496e16670
von	w7_d496e16673
einer	w9_d496e16676
Hochlöbl.	w11_d496e16679
N.	w1_d496e16685
Oe.	w3_d496e16688
Regierung	w5_d496e16691
zu	w7_d496e16694
Betreibung	w9_d496e16697
dieser	w11_d496e16700
Abhand	w13_d496e16704
lungs=sach	w1_d496e16709
als	w3_d496e16712
Curator	w5_d496e16715
ad	w7_d496e16718
Actum	w9_d496e16721
aufgestellt,	w11_d496e16724
und	w1_d496e16729
das	w3_d496e16732
Testamentum	w5_d496e16735
nuncupattivum	w7_d496e16738
allda	w9_d496e16741
pu	w11_d496e16744
tzliciren	w1_d496e16749
lassen,	w3_d496e16752
wo	w5_d496e16755
sodann	w7_d496e16758
die	w9_d496e16761
hinterlassen	w11_d496e16764
Ghö	w13_d496e16768
bische	w1_d496e16774
Wittwe	w3_d496e16777
sich	w5_d496e16780
cum	w7_d496e16783
Beneficio	w9_d496e16786
legis	w11_d496e16789
&	w13_d496e16793
Inven-	w15_d496e16796
aarii	w1_d496e16801
Erbs	w3_d496e16804
erkläret,	w5_d496e16807
und	w7_d496e16810
es	w9_d496e16813
nunmehro	w11_d496e16816
an	w13_d496e16820
deme	w15_d496e16823
beruhete,	w1_d496e16828
womit	w3_d496e16831
übsr	w5_d496e16834
das	w7_d496e16837
erholte	w9_d496e16840
Testamentum	w11_d496e16843
nuncuparivum	w1_d496e16848
die	w3_d496e16851
daselbst	w5_d496e16854
unterschriebene	w7_d496e16857
Ge	w9_d496e16860
zeugen	w1_d496e16866
ihr	w3_d496e16869
Attestatum	w5_d496e16872
mit	w7_d496e16875
einem	w9_d496e16878
Cörperlichen	w11_d496e16881
Eid	w1_d496e16886
bekräftigen,	w3_d496e16889
und	w5_d496e16892
sothane	w7_d496e16895
Juramenta	w9_d496e16898
einer	w11_d496e16901
hochgedachten	w1_d496e16906
Regierung	w3_d496e16909
anwiederumen	w5_d496e16912
von	w7_d496e16915
uns	w9_d496e16918
eingeschicket	w1_d496e16923
werden,	w3_d496e16926
zu	w5_d496e16929
welchem	w7_d496e16932
Ende	w9_d496e16935
auch	w11_d496e16938
ge	w13_d496e16942
dachter	w1_d496e16948
Herr	w3_d496e16951
Curator	w5_d496e16954
supplicando	w7_d496e16957
angelanget,	w9_d496e16960
und	w1_d496e16965
gebetten,	w3_d496e16968
daß	w5_d496e16971
zu	w7_d496e16974
Ablegung	w9_d496e16977
der	w11_d496e16980
mentionirten	w13_d496e16984
Juramenten	w1_d496e16989
Tag	w3_d496e16992
und	w5_d496e16995
Stund	w7_d496e16998
benennet,	w9_d496e17001
auch	w11_d496e17004
die	w13_d496e17008
Ghötzische	w1_d496e17013
nächste	w3_d496e17016
Befreundte	w5_d496e17019
und	w7_d496e17022
Jntestater	w9_d496e17025
ben	w1_d496e17031
ad	w3_d496e17034
videndum	w5_d496e17037
jurare	w7_d496e17040
hierzu	w9_d496e17043
erforderet,	w11_d496e17046
und	w13_d496e17050
dieweilen	w1_d496e17055
derenselben	w3_d496e17058
Aufenthalt	w5_d496e17061
unbekannt,	w7_d496e17064
be	w9_d496e17067
sagten	w1_d496e17072
Erben	w3_d496e17075
sothane	w5_d496e17078
Fürforderung	w7_d496e17081
per	w9_d496e17084
Edictum	w11_d496e17087
ad	w1_d496e17092
Valvas	w3_d496e17095
kund	w5_d496e17098
gemachet	w7_d496e17101
werden	w9_d496e17104
möchte,	w11_d496e17107
worü	w13_d496e17111
der	w1_d496e17117
eine	w3_d496e17120
Pön=fällige	w5_d496e17123
Tagsatzung	w7_d496e17126
auf	w9_d496e17129
den	w11_d496e17132
5.	w13_d496e17136
des	w15_d496e17139
künftigen	w1_d496e17144
Monats	w3_d496e17147
Novemb.	w5_d496e17150
fruh	w7_d496e17153
um	w9_d496e17156
8.	w11_d496e17159
Uhr	w13_d496e17163
auf	w15_d496e17166
dem	w1_d496e17171
Kaiserl.	w3_d496e17174
Königl.	w5_d496e17177
Stadt=gericht	w7_d496e17180
zu	w9_d496e17183
erscheinen	w11_d496e17186
bestimmet,	w1_d496e17191
hierzu	w3_d496e17194
auch	w5_d496e17197
die	w7_d496e17200
Ghötzische	w9_d496e17203
Jntestat	w11_d496e17206
erben	w1_d496e17212
(um	w3_d496e17215
Willen	w5_d496e17218
derenselben	w7_d496e17221
Aufenthalt	w9_d496e17224
unbe	w11_d496e17227
kannt)	w1_d496e17232
edictaliter	w3_d496e17235
vorzuforderen	w5_d496e17238
veranlasset	w7_d496e17241
wor	w9_d496e17244
den;	w1_d496e17249
bey	w3_d496e17252
wich=anberaumter	w5_d496e17255
Tagsatzung	w7_d496e17258
die	w9_d496e17261
oft	w11_d496e17264
berührt=Ghötzische	w1_d496e17269
Jntestat=erben	w3_d496e17272
entweders	w5_d496e17275
per	w7_d496e17278
söenlich,	w1_d496e17284
oder	w3_d496e17287
durch	w5_d496e17290
genugsam	w7_d496e17293
bevollmächtigte	w9_d496e17296
Gewalttragere	w1_d496e17301
also	w3_d496e17304
gewiß	w5_d496e17307
zu	w7_d496e17310
erscheinen	w9_d496e17313
haben	w11_d496e17316
werden,	w1_d496e17321
wie	w3_d496e17324
im	w5_d496e17327
widrigen	w7_d496e17330
auch	w9_d496e17333
ungehindert	w11_d496e17336
ih	w13_d496e17340
res	w1_d496e17345
Ausbleibens	w3_d496e17348
die	w5_d496e17351
erholte	w7_d496e17354
Juramenta	w9_d496e17357
ex	w11_d496e17360
officio	w13_d496e17364
aufgenommen	w1_d496e17370
werden	w3_d496e17373
sollen;	w5_d496e17376
welche	w7_d496e17379
Verordnung	w9_d496e17382
auch	w1_d496e17387
denenselben	w3_d496e17390
(damit	w5_d496e17393
keiner	w7_d496e17396
sich	w9_d496e17399
mit	w11_d496e17402
der	w13_d496e17406
Un	w15_d496e17409
wissenheit	w1_d496e17414
entschuldigen	w3_d496e17417
könne)	w5_d496e17420
valvaliter	w7_d496e17423
hier	w9_d496e17426
mit	w1_d496e17431
anerinneret	w3_d496e17434
wird.	w5_d496e17437
</p>
<p id="p24_d496e17441">
Von	w1_d496e17445
der	w3_d496e17448
N.	w5_d496e17451
Oe.	w7_d496e17454
Regierung	w9_d496e17457
wegen,	w11_d496e17460
wird	w13_d496e17464
mitge	w15_d496e17467
gemwärtig=ofenem	w1_d496e17472
Edict	w3_d496e17475
jedermänniglich	w5_d496e17478
sowol	w7_d496e17481
an	w9_d496e17484
als	w1_d496e17489
abwesenden	w3_d496e17492
denen	w5_d496e17495
daran	w7_d496e17498
gelegen,	w9_d496e17501
kund,	w11_d496e17504
und	w13_d496e17508
zu	w1_d496e17514
wissen	w3_d496e17517
gemacht.	w5_d496e17520
Es	w7_d496e17523
habe	w9_d496e17526
Regiegung	w11_d496e17529
nach	w13_d496e17533
er	w15_d496e17536
folgt	w1_d496e17541
tödtlichen	w3_d496e17544
Hintrit	w5_d496e17547
des	w7_d496e17550
ab	w9_d496e17553
Jatestato	w11_d496e17556
verstor	w13_d496e17560
benen	w1_d496e17565
Wenzl	w3_d496e17568
Neumann	w5_d496e17571
gewesten	w7_d496e17574
Hof	w9_d496e17577
befreyter	w11_d496e17580
Edelstein=schneiders	w1_d496e17585
auf	w3_d496e17588
Anlängen	w5_d496e17591
des	w7_d496e17594
gerichtl.	w9_d496e17597
verordneten	w1_d496e17603
Curatoris	w3_d496e17606
ad	w5_d496e17609
actum	w7_d496e17612
N.	w9_d496e17615
Haggenmül	w11_d496e17618
ler	w1_d496e17623
J.	w3_d496e17626
U.	w5_d496e17629
D.	w7_d496e17632
zu	w9_d496e17635
Erfindung	w11_d496e17638
desselben	w13_d496e17642
etwa	w15_d496e17645
vorhan	w17_d496e17648
denen	w1_d496e17653
æris	w3_d496e17656
alieni	w5_d496e17659
folgends	w7_d496e17662
auch	w9_d496e17665
zu	w11_d496e17668
sicherer	w13_d496e17672
Ab	w15_d496e17675
handlung	w1_d496e17680
solcher	w3_d496e17683
Verlassenschaft	w5_d496e17686
für	w7_d496e17689
nöthig	w9_d496e17692
befun	w11_d496e17695
den,	w1_d496e17701
die	w3_d496e17704
sammentliche	w5_d496e17707
sowol	w7_d496e17710
in	w9_d496e17713
als	w11_d496e17716
ausser	w13_d496e17720
Land	w15_d496e17723
befindlicher	w1_d496e17728
Wenzl	w3_d496e17731
Neumannische	w5_d496e17734
Glaubiger	w7_d496e17737
zu	w9_d496e17740
An	w11_d496e17743
meld=Liquidirung	w1_d496e17748
ihrer	w3_d496e17751
an	w5_d496e17754
wiederholte	w7_d496e17757
Neuman	w9_d496e17760
nische	w1_d496e17765
Verlassenschaft	w3_d496e17768
zu	w5_d496e17771
stellen	w7_d496e17774
habender	w9_d496e17777
Sprüch	w11_d496e17780
und	w1_d496e17786
Forderungen	w3_d496e17789
gerichtlich	w5_d496e17792
vorzuladen,	w7_d496e17795
und	w9_d496e17798
ein	w11_d496e17801
zuberuffen,	w1_d496e17806
zu	w3_d496e17809
welchem	w5_d496e17812
Ende	w7_d496e17815
denenselben	w9_d496e17818
der	w11_d496e17821
6.	w13_d496e17825
Tag	w1_d496e17830
des	w3_d496e17833
künftigen	w5_d496e17836
Monats	w7_d496e17839
Novemb.	w9_d496e17842
1760.	w11_d496e17845
Nach	w13_d496e17849
mittags	w1_d496e17854
um	w3_d496e17857
4.	w5_d496e17860
Uhr	w7_d496e17863
ur	w9_d496e17866
gewöhnlichen	w11_d496e17869
Convocations	w13_d496e17873
und	w1_d496e17879
Anmeldungs	w3_d496e17882
Tag=satzung	w5_d496e17885
zu	w7_d496e17888
all	w9_d496e17891
endlicher	w11_d496e17894
Frist	w13_d496e17898
anberaument	w1_d496e17903
worden.	w3_d496e17906
Solchemnach	w5_d496e17909
werden	w7_d496e17912
all,	w9_d496e17915
und	w1_d496e17920
jede,	w3_d496e17923
welche	w5_d496e17926
bey	w7_d496e17929
gedacht	w9_d496e17932
Wenzl	w11_d496e17935
Neumanni	w13_d496e17939
schen	w1_d496e17944
