<doc id="wr_1757-04-06" attrs="word" year="1757" month="04" day="06" corpus="2">
<head id="h2_d132e3822">
Neapel	w1_d132e3826
Colonnes:	w9_d132e27186
fran-	w11_d132e27189
çois	w1_d132e27194
&	w3_d132e27197
latin;	w5_d132e27200
ou	w7_d132e27203
la	w9_d132e27206
colonne	w11_d132e27209
françoise	w13_d132e27213
est	w1_d132e27218
tres	w3_d132e27221
gros	w5_d132e27224
caractere:	w7_d132e27227
grand	w9_d132e27230
8.	w11_d132e27233
figures	w13_d132e27237
reliè	w1_d132e27242
à	w3_d132e27245
4.	w5_d132e27248
fl.	w7_d132e27251
24.	w9_d132e27254
Item	w1_d132e27260
la	w3_d132e27263
mème	w5_d132e27266
à	w7_d132e27269
2.	w9_d132e27272
Colonnes,	w11_d132e27275
od	w13_d132e27279
la	w15_d132e27282
Colonne	w1_d132e27287
du	w3_d132e27290
latin;	w5_d132e27293
est	w7_d132e27296
trés	w9_d132e27299
gros	w11_d132e27302
Cara-	w13_d132e27306
ctere	w1_d132e27311
avec	w3_d132e27314
figures.	w5_d132e27317
à	w7_d132e27320
4.	w9_d132e27323
fl.	w11_d132e27326
24.	w13_d132e27330
xr.	w15_d132e27333
Item:	w1_d132e27338
la	w3_d132e27341
méme	w5_d132e27344
françois	w7_d132e27347
latin	w9_d132e27350
à	w11_d132e27353
2.	w13_d132e27357
fl.	w15_d132e27360
12.	w1_d132e27366
xr.	w3_d132e27369
Sermons	w1_d132e27374
du	w3_d132e27377
fameux	w5_d132e27380
Bourd	w7_d132e27383
aloue	w9_d132e27386
im-	w11_d132e27389
primiere	w1_d132e27394
Royale:	w3_d132e27397
gros	w5_d132e27400
caractere	w7_d132e27403
relié:	w9_d132e27406
Vol.	w1_d132e27411
15.	w3_d132e27414
à	w5_d132e27417
30.	w7_d132e27420
fl.	w9_d132e27423
Sermons	w1_d132e27429
du	w3_d132e27432
fameux	w5_d132e27435
Masillon;	w7_d132e27438
gro	w9_d132e27441
Caractere:	w1_d132e27446
reliè	w3_d132e27449
15.	w5_d132e27452
Vol.	w7_d132e27455
à	w9_d132e27458
30.	w11_d132e27461
fl.	w13_d132e27465
Atlas	w1_d132e27470
de	w3_d132e27473
Silesie	w5_d132e27476
en	w7_d132e27479
22.	w9_d132e27482
Grandes	w11_d132e27485
fenil-	w13_d132e27489
les	w1_d132e27494
originale	w3_d132e27497
à	w5_d132e27500
21.	w7_d132e27503
fl.	w9_d132e27506
La	w1_d132e27512
grande	w3_d132e27515
Carte	w5_d132e27518
de	w7_d132e27521
Bohéme;	w9_d132e27524
en	w11_d132e27527
25.	w13_d132e27531
grandes	w1_d132e27536
fueilles	w3_d132e27539
originale	w5_d132e27542
le	w7_d132e27545
Theat	w9_d132e27548
re	w11_d132e27551
de	w13_d132e27555
sa	w15_d132e27558
Guerre	w1_d132e27563
en	w3_d132e27566
Saxe	w5_d132e27569
9.	w7_d132e27572
sueilles	w9_d132e27575
à	w11_d132e27578
8.	w13_d132e27582
fl.	w15_d132e27585
20.	w17_d132e27588
xt.	w19_d132e27591
La	w1_d132e27596
devotien	w3_d132e27599
du	w5_d132e27602
Calvaire,	w7_d132e27605
avec	w9_d132e27608
la	w11_d132e27611
pas-	w13_d132e27615
sion	w1_d132e27621
de	w3_d132e27624
JEsu	w5_d132e27627
Christ	w7_d132e27630
en	w9_d132e27633
figures	w11_d132e27636
à	w13_d132e27640
2.	w15_d132e27643
fl.	w17_d132e27646
30.	w19_d132e27649
kr.	w21_d132e27652
Me	w1_d132e27657
dilations	w3_d132e27660
Chrétiennes	w5_d132e27663
pour	w7_d132e27666
toute	w9_d132e27669
l'année	w1_d132e27674
par	w3_d132e27677
Chappuis	w5_d132e27680
Jesuite	w7_d132e27683
beau	w9_d132e27686
ca-	w11_d132e27689
ractere	w1_d132e27694
1754.	w3_d132e27697
V.	w5_d132e27700
B.	w7_d132e27703
reliè	w9_d132e27706
à	w11_d132e27709
6.	w13_d132e27713
fl.	w15_d132e27716
</list>
<head id="h2_d132e27724">
EDICT.	w1_d132e27728
</head>
<p id="p4_d132e27731">
Von	w1_d132e27735
des	w3_d132e27738
würdigen	w5_d132e27741
St.	w7_d132e27744
Mariä	w9_d132e27747
Magda	w11_d132e27750
lenä	w1_d132e27755
Stifts	w3_d132e27758
Grund=buchs	w5_d132e27761
wegen,	w7_d132e27764
wird	w9_d132e27767
hiemit	w11_d132e27770
jedermänniglich	w1_d132e27775
durch	w3_d132e27778
dieses	w5_d132e27781
offentliche	w7_d132e27784
Edict	w9_d132e27787
kund	w1_d132e27793
und	w3_d132e27796
zu	w5_d132e27799
wissen	w7_d132e27802
gemacht,	w9_d132e27805
welchergestal	w11_d132e27808
ten	w1_d132e27813
die	w3_d132e27816
auf	w5_d132e27819
diesem	w7_d132e27822
Stifts=grund	w9_d132e27825
an	w11_d132e27828
der	w13_d132e27832
Wienn	w15_d132e27835
ligend	w1_d132e27840
Casimir	w3_d132e27843
Diglische	w5_d132e27846
Behausung	w7_d132e27849
zum	w9_d132e27852
goldenen	w1_d132e27857
Adler	w3_d132e27860
genannt,	w5_d132e27863
dem	w7_d132e27866
Meistbietenden	w9_d132e27869
verkauffet	w1_d132e27875
werden	w3_d132e27878
solle,	w5_d132e27881
als	w7_d132e27884
ist	w9_d132e27887
zu	w11_d132e27890
solchem	w13_d132e27894
Ende	w1_d132e27899
der	w3_d132e27902
26.	w5_d132e27905
künftigen	w7_d132e27908
Monats=tag	w9_d132e27911
Aprillis	w11_d132e27914
Vormittag	w1_d132e27919
fruhe	w3_d132e27922
um	w5_d132e27925
9.	w7_d132e27928
Uhr	w9_d132e27931
hierzu	w11_d132e27934
bestim	w13_d132e27938
met	w1_d132e27943
und	w3_d132e27946
angeordnet	w5_d132e27949
worden:	w7_d132e27952
wer	w9_d132e27955
demnach	w11_d132e27958
obbesagt	w1_d132e27964
Diglische	w3_d132e27967
Behausung	w5_d132e27970
käuflichen	w7_d132e27973
an	w9_d132e27976
sich	w1_d132e27981
zu	w3_d132e27984
bringen	w5_d132e27987
willens	w7_d132e27990
ist,	w9_d132e27993
der	w11_d132e27996
kan	w13_d132e28000
an	w15_d132e28003
vorbesag	w17_d132e28006
ten	w1_d132e28011
Tag	w3_d132e28014
und	w5_d132e28017
Stund	w7_d132e28020
bey	w9_d132e28023
diesem	w11_d132e28026
Stifts	w13_d132e28030
Grund=buch,	w1_d132e28035
so	w3_d132e28038
der	w5_d132e28041
Zeit	w7_d132e28044
in	w9_d132e28047
der	w11_d132e28050
Singerstras	w13_d132e28054
sen	w1_d132e28060
im	w3_d132e28063
Fähndrich=hof	w5_d132e28066
in	w7_d132e28069
Maulischen	w9_d132e28072
Hauß	w11_d132e28075
im	w1_d132e28080
3ten	w3_d132e28083
Stock	w5_d132e28086
ist,	w7_d132e28089
entweder	w9_d132e28092
persönlich	w11_d132e28095
oder	w13_d132e28099
durch	w1_d132e28104
einen	w3_d132e28107
genugsam	w5_d132e28110
begwalteten	w7_d132e28113
Manda-	w9_d132e28116
tarium	w1_d132e28121
erscheinen,	w3_d132e28124
allwo	w5_d132e28127
mit	w7_d132e28130
dem	w9_d132e28133
Meistbie	w11_d132e28136
tenden	w1_d132e28142
der	w3_d132e28145
Kauf	w5_d132e28148
geschlossen,	w7_d132e28151
und	w9_d132e28154
richtig	w11_d132e28157
ge	w13_d132e28161
macht	w1_d132e28166
werden	w3_d132e28169
solle.	w5_d132e28172
Gegeben	w7_d132e28175
Wien	w9_d132e28178
den	w11_d132e28181
10.	w13_d132e28185
Martii	w1_d132e28190
1757.	w3_d132e28193
</p>
<head id="h2_d132e28234">
Haupt=quartier	w1_d132e28238
der	w3_d132e28241
unter	w5_d132e28244
dem	w7_d132e28247
Commando	w9_d132e28250
Sr.	w1_d132e28255
Excell.	w3_d132e28258
des	w5_d132e28261
Hrn.	w7_d132e28264
General=feld=marschallens	w9_d132e28267
Grafens	w11_d132e28270
von	w1_d132e28275
Bronne	w3_d132e28278
in	w5_d132e28281
Böheim	w7_d132e28284
stehenden	w9_d132e28287
Kaiserl.	w11_d132e28290
Königl.	w13_d132e28294
Armée	w15_d132e28297
</head>
<head id="h2_d132e28303">
Pprag	w1_d132e28307
den	w3_d132e28310
3ten	w5_d132e28313
Marti	w7_d132e28316
175.	w9_d132e28319
</head>
<p id="p4_d132e28322">
DEitdeme	w1_d132e28326
Se.	w3_d132e28329
Ercell.	w5_d132e28332
der	w7_d132e28335
Hr.	w9_d132e28338
Feld=marschall	w11_d132e28341
/	w13_d132e28345
und	w15_d132e28348
commandierende	w17_d132e28351
General	w1_d132e28356
Graf	w3_d132e28359
von	w5_d132e28362
Broune	w7_d132e28365
von	w9_d132e28368
Wien	w11_d132e28371
zuruck	w13_d132e28375
gekommen,	w15_d132e28378
wird	w17_d132e28381
unermüdlich	w1_d132e28386
an	w3_d132e28389
denen	w5_d132e28392
Verfassungen	w7_d132e28395
zur	w9_d132e28398
bevorstehenden	w11_d132e28401
Campagne	w13_d132e28405
ge	w15_d132e28408
arbeitet:	w1_d132e28414
alle	w3_d132e28417
weit	w5_d132e28420
verlegte	w7_d132e28423
Regimenter,	w9_d132e28426
wie	w11_d132e28429
auch	w13_d132e28433
die	w15_d132e28436
Artillerie,	w17_d132e28439
Pon-	w19_d132e28442
tons,	w1_d132e28447
und	w3_d132e28450
Fuhr=wesen	w5_d132e28453
seynd	w7_d132e28456
bereits	w9_d132e28459
in	w11_d132e28462
hiesigen	w13_d132e28466
Gegenden	w15_d132e28469
eingerucket,	w17_d132e28472
und	w1_d132e28477
allhier	w3_d132e28480
befindet	w5_d132e28483
sich	w7_d132e28486
zu	w9_d132e28489
dato	w11_d132e28492
in	w13_d132e28496
Guarnison	w15_d132e28499
das	w17_d132e28502
Regiment	w19_d132e28505
Wied	w21_d132e28508
und	w23_d132e28511
Platz,	w1_d132e28516
wozu	w3_d132e28519
noch	w5_d132e28522
Carl	w7_d132e28525
Lothringen	w9_d132e28528
demnächsten	w11_d132e28531
einrucken	w13_d132e28535
wird.	w15_d132e28538
Es	w17_d132e28541
ist	w19_d132e28544
aus	w1_d132e28550
Sachsen	w3_d132e28553
die	w5_d132e28556
Nachricht	w7_d132e28559
eingelanget,	w9_d132e28562
daß	w11_d132e28565
sich	w13_d132e28569
ein	w15_d132e28572
feindliches	w17_d132e28575
Corpo,	w19_d132e28578
von	w1_d132e28583
ungefähr	w3_d132e28586
18000.	w5_d132e28589
Mann	w7_d132e28592
zu	w9_d132e28595
Zwickau	w11_d132e28598
gegen	w13_d132e28602
Vogtland	w15_d132e28605
unter	w17_d132e28608
Com	w19_d132e28611
mando	w1_d132e28616
des	w3_d132e28619
Prinz	w5_d132e28622
Moritz	w7_d132e28625
von	w9_d132e28628
Dessau	w11_d132e28631
versammelt	w13_d132e28635
habe,	w15_d132e28638
dahero	w17_d132e28641
auch	w19_d132e28644
Se.	w21_d132e28647
Excellenz	w1_d132e28652
der	w3_d132e28655
commandirende	w5_d132e28658
General	w7_d132e28661
dem	w9_d132e28664
zu	w11_d132e28667
Pilsen	w13_d132e28671
stehenden	w15_d132e28674
Herrn	w17_d132e28677
Feld=marschall=leutenant	w1_d132e28683
Herzogen	w3_d132e28686
von	w5_d132e28689
Ahremberg	w7_d132e28692
den	w9_d132e28695
Befehl	w11_d132e28698
erthei	w13_d132e28702
let,	w1_d132e28707
sich	w3_d132e28710
mit	w5_d132e28713
sammentlichen	w7_d132e28716
in	w9_d132e28719
selbigen	w11_d132e28722
Gegenden	w13_d132e28726
cantonirenden	w15_d132e28729
Re	w17_d132e28732
gimentern	w1_d132e28737
zum	w3_d132e28740
Ausrucken	w5_d132e28743
fertig	w7_d132e28746
zu	w9_d132e28749
halten,	w11_d132e28752
und	w13_d132e28756
die	w15_d132e28759
weitere	w17_d132e28762
Bewegungen	w19_d132e28765
des	w1_d132e28770
Feindes	w3_d132e28773
sorgfältigst	w5_d132e28776
zu	w7_d132e28779
beobachten.	w9_d132e28782
Die	w11_d132e28785
bishero	w13_d132e28789
allhier	w15_d132e28792
gestandene	w17_d132e28795
Carabinier=compagnien	w1_d132e28801
werden	w3_d132e28804
morgen	w5_d132e28807
zu	w7_d132e28810
ihren	w9_d132e28813
Regimentern	w11_d132e28816
abgehen,	w13_d132e28820
wie	w1_d132e28825
dann	w3_d132e28828
auch	w5_d132e28831
die	w7_d132e28834
zu	w9_d132e28837
Reichenberg	w11_d132e28840
bishero	w13_d132e28844
commandirt=geweste	w15_d132e28847
Cavalle	w17_d132e28850
rie	w1_d132e28855
durch	w3_d132e28858
das	w5_d132e28861
ganze	w7_d132e28864
Löwensteinische	w9_d132e28867
Küraßier=regiment	w11_d132e28870
abgelöset	w13_d132e28874
wird,	w15_d132e28877
damit	w1_d132e28882
obgedachte	w3_d132e28885
Commandirte	w5_d132e28888
zu	w7_d132e28891
ihren	w9_d132e28894
Regimentern	w11_d132e28897
einrucken	w13_d132e28901
kön	w15_d132e28904
nen,	w1_d132e28910
und	w3_d132e28913
weilen	w5_d132e28916
das	w7_d132e28919
Bretlachische	w9_d132e28922
Regiment	w11_d132e28925
ebenfalls	w13_d132e28929
in	w15_d132e28932
den	w17_d132e28935
Bunzlauer	w19_d132e28938
kreis	w1_d132e28943
vorrucken	w3_d132e28946
müssen,	w5_d132e28949
so	w7_d132e28952
ist	w9_d132e28955
an	w11_d132e28958
dessen	w13_d132e28962
Stelle	w15_d132e28965
das	w17_d132e28968
Regiment	w19_d132e28971
Erz=herzog	w21_d132e28974
Ferdinand	w1_d132e28979
nach	w3_d132e28982
Welvarn	w5_d132e28985
zu	w7_d132e28988
stehen	w9_d132e28991
gekommen,	w11_d132e28994
der	w13_d132e28998
Hr.	w15_d132e29001
Feld=zeug=meister	w17_d132e29004
Graf	w1_d132e29009
von	w3_d132e29012
Königsegg,	w5_d132e29015
Herr	w7_d132e29018
Feldmarschall=leutenant	w9_d132e29021
Wölwart	w11_d132e29024
/	w13_d132e29028
dann	w15_d132e29031
der	w1_d132e29037
Herr	w3_d132e29040
General=major	w5_d132e29043
von	w7_d132e29046
Bretlach,	w9_d132e29049
wie	w11_d132e29052
auch	w13_d132e29056
Herr	w15_d132e29059
General	w17_d132e29062
quartier=meister	w1_d132e29067
Graf=Guasco	w3_d132e29070
seynd	w5_d132e29073
von	w7_d132e29076
Wien	w9_d132e29079
alhier	w11_d132e29082
angekommen.	w13_d132e29086
Die	w1_d132e29091
zwey	w3_d132e29094
Durchleuchtigste	w5_d132e29097
Chur=prinzen	w7_d132e29100
von	w9_d132e29103
Sachsen	w11_d132e29106
kommen	w13_d132e29110
alzeit	w15_d132e29113
</p>
<p id="p10_d132e29126">
zur	w1_d132e29130
Parole	w3_d132e29133
zu	w5_d132e29136
Seiner	w7_d132e29139
Excellenz	w9_d132e29142
dem	w11_d132e29145
commandirenden	w13_d132e29149
Herrn	w15_d132e29152
Genera	w17_d132e29155
len,	w1_d132e29160
und	w3_d132e29163
werden	w5_d132e29166
mit	w7_d132e29169
allen	w9_d132e29172
ihrem	w11_d132e29175
hohen	w13_d132e29179
Herkommen	w15_d132e29182
gebührenden	w17_d132e29185
Distinctionen	w1_d132e29190
empfangen.	w3_d132e29193
Seine	w5_d132e29196
Durchleucht	w7_d132e29199
der	w9_d132e29202
Prinz	w11_d132e29205
Louis	w13_d132e29209
von	w15_d132e29212
Wurtemberg	w1_d132e29218
seynd	w3_d132e29221
zu	w5_d132e29224
dem	w7_d132e29227
Herrn	w9_d132e29230
General=feld=marschall=leutenant	w11_d132e29233
Prinzen	w1_d132e29238
von	w3_d132e29241
Hohenzollern	w5_d132e29244
nach	w7_d132e29247
Beraun	w9_d132e29250
abgegangen.	w11_d132e29253
Ansonsten	w13_d132e29257
bringen	w1_d132e29262
unsere	w3_d132e29265
leichte	w5_d132e29268
Trupen	w7_d132e29271
fast	w9_d132e29274
täglich	w11_d132e29277
feindliche	w13_d132e29281
Gefangene,	w15_d132e29284
und	w17_d132e29287
die	w1_d132e29292
Desertion	w3_d132e29295
bey	w5_d132e29298
denen	w7_d132e29301
Preussen	w9_d132e29304
fangt	w11_d132e29307
wieder	w13_d132e29311
sehr	w15_d132e29314
stark	w17_d132e29317
an,	w19_d132e29320
wie	w21_d132e29323
dann	w1_d132e29329
gestern	w3_d132e29332
allein	w5_d132e29335
132.	w7_d132e29338
Köpfe	w9_d132e29341
zu	w11_d132e29344
Pferd	w13_d132e29348
mit	w15_d132e29351
allem	w17_d132e29354
Gewehr,	w19_d132e29357
Rüstung	w21_d132e29360
Sack,	w1_d132e29365
und	w3_d132e29368
Pack	w5_d132e29371
angekommen	w7_d132e29374
seynd,	w9_d132e29377
auch	w11_d132e29380
noch	w13_d132e29384
3.	w15_d132e29387
leere	w17_d132e29390
Pferde	w19_d132e29393
mitgebracht	w21_d132e29396
haben,	w1_d132e29401
darunter	w3_d132e29404
befindet	w5_d132e29407
sich	w7_d132e29410
1.	w9_d132e29413
Ober=officier,	w11_d132e29416
2.	w13_d132e29420
Wacht=meister	w15_d132e29423
8.	w1_d132e29428
Caporalen,	w3_d132e29431
1.	w5_d132e29434
Tambour,	w7_d132e29437
2.	w9_d132e29440
Fouriers,	w11_d132e29443
und	w13_d132e29447
118.	w15_d132e29450
Gemeine,	w17_d132e29453
mei	w19_d132e29456
stens	w1_d132e29462
Sachsen	w3_d132e29465
von	w5_d132e29468
denen,	w7_d132e29471
so	w9_d132e29474
wider	w11_d132e29477
die	w13_d132e29481
ausdrückliche	w15_d132e29484
Capitulation	w17_d132e29487
von	w19_d132e29490
Ebenheid	w1_d132e29495
Dienst	w3_d132e29498
zu	w5_d132e29501
nehmen	w7_d132e29504
mit	w9_d132e29507
Gewalt	w11_d132e29510
gezwungen	w13_d132e29514
worden.	w15_d132e29517
Die	w17_d132e29520
zu	w19_d132e29523
Hirschfeld	w1_d132e29528
gefangene	w3_d132e29531
Preußische	w5_d132e29534
Officiers	w7_d132e29537
seynd	w9_d132e29540
auf	w11_d132e29543
Parola	w13_d132e29547
entlassen	w15_d132e29550
und	w1_d132e29555
nach	w3_d132e29558
Dreßden	w5_d132e29561
abgeschicket	w7_d132e29564
worden.	w9_d132e29567
Ansonsten	w11_d132e29570
haben	w13_d132e29574
Jhre	w15_d132e29577
Ma	w17_d132e29580
jestät	w1_d132e29586
unsere	w3_d132e29589
Aller=gnädigste	w5_d132e29592
Frau	w7_d132e29595
den	w9_d132e29598
bishero	w11_d132e29601
als	w13_d132e29605
Adjutanten	w15_d132e29608
bey	w17_d132e29611
dem	w19_d132e29614
commandierenden	w1_d132e29619
Herrn	w3_d132e29622
Feld=marschall	w5_d132e29625
gestandenen	w7_d132e29628
Haupt=mann	w9_d132e29631
Ba	w11_d132e29634
von	w1_d132e29639
von	w3_d132e29642
Raitzenstein	w5_d132e29645
zum	w7_d132e29648
aggregirten	w9_d132e29651
Major	w11_d132e29654
bey	w13_d132e29658
dem	w15_d132e29661
Löblichen	w17_d132e29664
Wal	w19_d132e29667
deckischen	w1_d132e29672
Jnfanterie=regiment	w3_d132e29675
zu	w5_d132e29678
ernennen	w7_d132e29681
geruhet.	w9_d132e29684
Der	w11_d132e29687
Herr	w13_d132e29691
Ge	w15_d132e29694
neral	w1_d132e29700
Fürst	w3_d132e29703
von	w5_d132e29706
Löwenstein	w7_d132e29709
ist	w9_d132e29712
bey	w11_d132e29715
seiner	w13_d132e29719
Retour	w15_d132e29722
von	w17_d132e29725
Wien	w19_d132e29728
alhier	w21_d132e29731
ge	w23_d132e29734
fährlich	w1_d132e29739
erkranket.	w3_d132e29742
Die	w5_d132e29745
von	w7_d132e29748
dem	w9_d132e29751
Fürsten	w11_d132e29754
von	w13_d132e29758
Würzburg	w15_d132e29761
zum	w17_d132e29764
Dienst	w19_d132e29767
Jhrer	w1_d132e29772
Kaiserlich=Königlichen	w3_d132e29775
Majestät	w5_d132e29778
überlassene	w7_d132e29781
Trupen,	w9_d132e29784
seynd	w11_d132e29787
in	w13_d132e29791
volkommenen	w1_d132e29796
gutem	w3_d132e29799
Stand	w5_d132e29802
hier	w7_d132e29805
bey	w9_d132e29808
der	w11_d132e29811
Armee	w13_d132e29815
ein	w15_d132e29818
getroffen.	w1_d132e29824
</p>
<head id="h2_d132e29882">
Schreiben,	w1_d132e29886
eines	w3_d132e29889
Particuliers	w1_d132e29896
rc.	w3_d132e29899
Achtes	w1_d132e29904
den	w1_d132e29910
Preußischen	w3_d132e29913
Einfall	w5_d132e29916
in	w7_d132e29919
Sachsen,	w9_d132e29922
und	w11_d132e29925
Böhmen	w1_d132e29930
betreffend.	w3_d132e29933
</head>
<head id="h2_d132e29939">
Aus	w1_d132e29943
der	w3_d132e29946
Petersburger	w5_d132e29949
=Zeitung	w7_d132e29952
</head>
<p id="p4_d132e29955">
DEin	w1_d132e29959
Herr!	w3_d132e29962
Hiemit	w5_d132e29965
sende	w7_d132e29968
ich	w9_d132e29971
Jhnen	w11_d132e29974
die	w13_d132e29978
weitere	w15_d132e29981
Fortsetzung	w17_d132e29984
der	w19_d132e29987
An	w21_d132e29990
Gt	w1_d132e29995
merkungen	w3_d132e29998
über	w5_d132e30001
die	w7_d132e30004
Königl.	w9_d132e30007
Preußischen	w11_d132e30010
Kriegs=manifesten,	w13_d132e30014
Circu	w15_d132e30017
larien,	w1_d132e30022
und	w3_d132e30025
Memoires.	w5_d132e30028
</p>
<p id="p6_d132e30031">
7.	w1_d132e30035
Jst	w3_d132e30038
das	w5_d132e30041
Preußische	w7_d132e30044
Kriegs=manifest	w9_d132e30047
mit	w11_d132e30050
denen	w13_d132e30054
kräftigsten	w15_d132e30057
Versiche	w17_d132e30060
rungen	w1_d132e30065
angefüllet,	w3_d132e30068
daß	w5_d132e30071
der	w7_d132e30074
König	w9_d132e30077
in	w11_d132e30080
Preußen	w13_d132e30084
um	w15_d132e30087
nichts	w17_d132e30090
mehreres,	w19_d132e30093
als	w21_d132e30096
„um	w1_d132e30101
die	w3_d132e30104
Freyheit	w5_d132e30107
seiner	w7_d132e30110
Reichs=mit=stande	w9_d132e30113
beeifert	w11_d132e30116
sey."	w13_d132e30120
</p>
<p id="p8_d132e30123">
Wohingegen	w1_d132e30127
derselbe	w3_d132e30130
durch	w5_d132e30133
seinen	w7_d132e30136
Comitial=gesandten	w9_d132e30139
zu	w11_d132e30142
Regen	w13_d132e30146
spurg	w1_d132e30151
mit	w3_d132e30154
vieler	w5_d132e30157
Heftigkeit	w7_d132e30160
offentlich	w9_d132e30163
erklären	w11_d132e30166
lassen,	w13_d132e30170
daß	w15_d132e30173
er	w17_d132e30176
einen	w19_d132e30179
jeden	w21_d132e30182
„Reichs=stand,	w1_d132e30187
welcher	w3_d132e30190
sich	w5_d132e30193
unterfanget,	w7_d132e30196
in	w9_d132e30199
der	w11_d132e30202
gegenwärtigen	w13_d132e30206
Reichs	w15_d132e30209
„befehdungs=sache	w1_d132e30215
seine	w3_d132e30218
Meinung	w5_d132e30221
wider	w7_d132e30224
ihn	w9_d132e30227
König	w11_d132e30230
in	w13_d132e30234
Preussen	w15_d132e30237
zu	w17_d132e30240
eröf	w19_d132e30243
nen,	w1_d132e30248
als	w3_d132e30251
einen	w5_d132e30254
Feind	w7_d132e30257
ansehen	w9_d132e30260
wolle.	w11_d132e30263
</p>
<p id="p10_d132e30266">
8.	w1_d132e30270
Traget	w3_d132e30273
man	w5_d132e30276
in	w7_d132e30279
dem	w9_d132e30282
letzteren	w11_d132e30285
Königl.	w13_d132e30289
Preußischen	w15_d132e30292
Rescript	w17_d132e30295
vom	w19_d132e30298
18.	w21_d132e30301
Octobris	w1_d132e30306
keine	w3_d132e30309
Scheu	w5_d132e30312
zu	w7_d132e30315
erklären,	w9_d132e30318
„als	w11_d132e30321
ob	w13_d132e30325
es	w15_d132e30328
eine	w17_d132e30331
offenbare	w19_d132e30334
Calummie	w21_d132e30337
„sey,	w1_d132e30342
daß	w3_d132e30345
das	w5_d132e30348
Chur=sächsische	w7_d132e30351
Archiv	w9_d132e30354
wäre	w11_d132e30357
spoliiret	w13_d132e30361
worden,	w15_d132e30364
und	w17_d132e30367
gleich	w19_d132e30370
darauf	w1_d132e30376
heisset	w3_d132e30379
es	w5_d132e30382
dannoch:„daß	w7_d132e30385
der	w9_d132e30388
König	w11_d132e30391
in	w13_d132e30395
Preussen	w15_d132e30398
einige	w17_d132e30401
wenige	w19_d132e30404
„Originalien	w1_d132e30409
daraus	w3_d132e30412
erheben	w5_d132e30415
lassen,	w7_d132e30418
wovon	w9_d132e30421
derselbe	w11_d132e30424
längstens	w13_d132e30428
die	w15_d132e30431
Co	w17_d132e30434
„peyen	w1_d132e30439
in	w3_d132e30442
Händen	w5_d132e30445
gehabt	w7_d132e30448
hätte,	w9_d132e30451
gleichsam	w11_d132e30454
als	w13_d132e30458
wann	w15_d132e30461
dieser	w17_d132e30464
letztere	w19_d132e30467
Um	w21_d132e30470
stand,	w1_d132e30475
falls	w3_d132e30478
er	w5_d132e30481
gegründet	w7_d132e30484
wäre,	w9_d132e30487
ein	w11_d132e30490
volles	w13_d132e30494
Recht	w15_d132e30497
gebe,	w17_d132e30500
die	w19_d132e30503
Urschriften	w21_d132e30506
davon	w1_d132e30512
überall,	w3_d132e30515
wo	w5_d132e30518
sie	w7_d132e30521
sich	w9_d132e30524
befinden	w11_d132e30527
mögen,	w13_d132e30531
aufzusuchen,	w15_d132e30534
und	w17_d132e30537
hinweg	w19_d132e30540
zu	w21_d132e30543
nehmen;	w1_d132e30548
oder	w3_d132e30551
als	w5_d132e30554
ob	w7_d132e30557
der	w9_d132e30560
vollbrachte	w11_d132e30563
Raub	w13_d132e30567
dadurch	w15_d132e30570
seine	w17_d132e30573
Gehäßigkeit	w19_d132e30576
verliere,	w1_d132e30581
wann	w3_d132e30584
dessen	w5_d132e30587
Urheber	w7_d132e30590
nur	w9_d132e30593
das	w11_d132e30596
ihm	w13_d132e30600
anständige,	w15_d132e30603
wider	w17_d132e30606
den	w19_d132e30609
Willen	w21_d132e30612
des	w1_d132e30617
Eigentums=herrn,	w3_d132e30620
sich	w5_d132e30623
zueignet,	w7_d132e30626
das	w9_d132e30629
übrige	w11_d132e30632
aber	w13_d132e30636
unberühret	w15_d132e30639
in	w17_d132e30642
Loco	w19_d132e30645
Delicti	w1_d132e30651
zurück	w3_d132e30654
lässet,	w5_d132e30657
wie	w7_d132e30660
sich	w9_d132e30663
einer	w11_d132e30666
solchen	w13_d132e30670
großmütigen	w15_d132e30673
Mäßigung	w17_d132e30676
in	w19_d132e30679
eben	w21_d132e30682
diesem	w1_d132e30687
Rescript	w3_d132e30690
gerühmet	w5_d132e30693
wird	w7_d132e30696
</p>
<p id="p12_d132e30700">
Die	w1_d132e30704
Antwort	w3_d132e30707
des	w5_d132e30710
Preußischen	w7_d132e30713
Chargé	w9_d132e30716
d'Affaires	w11_d132e30719
im	w13_d132e30723
Haag,	w15_d132e30726
auf	w17_d132e30729
das	w19_d132e30732
bekannte	w1_d132e30737
Kauderbachische	w3_d132e30740
Pro=memoria,	w5_d132e30743
meldet	w7_d132e30746
von	w9_d132e30749
dieser	w11_d132e30752
Unternehmung	w13_d132e30756
nur	w1_d132e30761
so	w3_d132e30764
viel,	w5_d132e30767
wie	w7_d132e30770
man	w9_d132e30773
Preußischer	w11_d132e30776
Seits	w13_d132e30780
getrachtet	w15_d132e30783
hätte,"Jhre	w17_d132e30786
Maje	w19_d132e30789
„stät	w1_d132e30795
die	w3_d132e30798
Königin	w5_d132e30801
in	w7_d132e30804
Pohlen	w9_d132e30807
durch	w11_d132e30810
die	w13_d132e30814
anständigste	w15_d132e30817
Vorstellungen	w17_d132e30820
zu	w19_d132e30823
be	w21_d132e30826
„wegen,	w1_d132e30831
daß	w3_d132e30834
