<doc id="wr_1762-08-11" attrs="word" year="1762" month="08" day="11" corpus="2">
<head id="h2_d681e2802">
Lissabon	w1_d681e2806
Jahr,	w5_d681e13661
6.	w7_d681e13664
Wochen,	w9_d681e13667
und	w11_d681e13670
3.	w13_d681e13674
Tägen	w15_d681e13677
bey	w17_d681e13680
un	w19_d681e13683
serer	w1_d681e13689
und	w3_d681e13692
gemeiner	w5_d681e13695
Stadt	w7_d681e13698
Grund=buch	w9_d681e13701
also	w11_d681e13704
ge	w13_d681e13708
wiß	w1_d681e13713
zu	w3_d681e13716
erscheinen,	w5_d681e13719
und	w7_d681e13722
sich	w9_d681e13725
hierzu	w11_d681e13728
zu	w13_d681e13732
legitimiren	w15_d681e13735
haben,	w1_d681e13740
wie	w3_d681e13743
im	w5_d681e13746
widrigen	w7_d681e13749
nach	w9_d681e13752
Verstreichung	w11_d681e13755
so	w13_d681e13759
thanen	w1_d681e13764
Termins	w3_d681e13767
niemand	w5_d681e13770
mehr	w7_d681e13773
gehöret,	w9_d681e13776
sohin	w11_d681e13779
besagte	w1_d681e13785
Sätz	w3_d681e13788
caßiret,	w5_d681e13791
und	w7_d681e13794
in	w9_d681e13797
Hinkunft	w11_d681e13800
für	w13_d681e13804
null,	w15_d681e13807
nichtig,	w1_d681e13812
und	w3_d681e13815
unkräftig	w5_d681e13818
geachtet	w7_d681e13821
werden	w9_d681e13824
sollen.	w11_d681e13827
</p>
<p id="p16_d681e13830">
Von	w1_d681e13834
der	w3_d681e13837
durch	w5_d681e13840
die	w7_d681e13843
Hochlöbl.	w9_d681e13846
N.	w11_d681e13849
Oest.	w13_d681e13853
drey	w15_d681e13856
Obere	w1_d681e13861
Herren,	w3_d681e13864
Herren	w5_d681e13867
Land=stände	w7_d681e13870
über	w9_d681e13873
die	w11_d681e13876
käuf	w13_d681e13880
lich	w1_d681e13885
übernommene	w3_d681e13888
Vice=domische	w5_d681e13891
Stück	w7_d681e13894
und	w9_d681e13897
Gül	w11_d681e13900
ten	w1_d681e13906
aufgestellten	w3_d681e13909
Verwaltung	w5_d681e13912
wegen,	w7_d681e13915
wird	w9_d681e13918
hie	w11_d681e13921
mit	w1_d681e13926
jedermänniglich	w3_d681e13929
kund	w5_d681e13932
und	w7_d681e13935
zu	w9_d681e13938
wissen	w11_d681e13941
gemacht,	w13_d681e13945
welchergestalten	w1_d681e13950
die	w3_d681e13953
im	w5_d681e13956
Land=haus=keller	w7_d681e13959
sich	w9_d681e13962
be	w11_d681e13965
findliche	w1_d681e13970
Closter=neuburg,	w3_d681e13973
Kierling,	w5_d681e13976
Weidling,	w7_d681e13979
Kritzendorf,	w1_d681e13985
Perchtoldstorf,	w3_d681e13988
und	w5_d681e13991
Gumpoltskirchen	w7_d681e13994
eingebrachte	w1_d681e13999
in	w3_d681e14002
360.	w5_d681e14005
Emmer	w7_d681e14008
bestehende	w9_d681e14011
1761.	w11_d681e14014
Bergrechts=wein	w1_d681e14019
bey	w3_d681e14022
der	w5_d681e14025
den	w7_d681e14028
6ten	w9_d681e14031
kommenden	w11_d681e14034
Monats	w1_d681e14039
Septembrls	w3_d681e14042
angeordnet	w5_d681e14045
Hochlöbl.	w7_d681e14048
Stän	w9_d681e14051
discher	w1_d681e14057
Deputation	w3_d681e14060
plus	w5_d681e14063
offerenti	w7_d681e14066
verkauffet	w9_d681e14069
wer	w11_d681e14072
den	w1_d681e14077
wird.	w3_d681e14080
Dahero	w5_d681e14083
all	w7_d681e14086
diejenige,	w9_d681e14089
welche	w11_d681e14092
obbe	w13_d681e14096
sagte	w1_d681e14101
360.	w3_d681e14104
Emmer	w5_d681e14107
1761ger	w7_d681e14110
Wein	w9_d681e14113
zu	w11_d681e14116
erkauffen	w13_d681e14120
gedenken,	w1_d681e14125
an	w3_d681e14128
obbemeldtem	w5_d681e14131
Tag	w7_d681e14134
um	w9_d681e14137
9.	w11_d681e14140
Uhr	w13_d681e14144
fruh	w15_d681e14147
im	w1_d681e14153
Landhaus	w3_d681e14156
bey	w5_d681e14159
der	w7_d681e14162
Hochlöbl.	w9_d681e14165
Ständischen	w11_d681e14168
De	w13_d681e14172
putation	w1_d681e14177
in	w3_d681e14180
Person,	w5_d681e14183
oder	w7_d681e14186
durch	w9_d681e14189
Gevöllmächtigte	w11_d681e14192
ad	w1_d681e14197
tractandum	w3_d681e14200
&	w5_d681e14203
concludendum	w7_d681e14206
zu	w9_d681e14209
erscheinen	w11_d681e14212
haben	w1_d681e14217
werden.	w3_d681e14220
</p>
<p id="p18_d681e14223">
Von	w1_d681e14227
der	w3_d681e14230
durch	w5_d681e14233
die	w7_d681e14236
Hochlöbl.	w9_d681e14239
N	w11_d681e14242
Oest.	w13_d681e14246
drey	w15_d681e14249
Obere	w1_d681e14254
Herren,	w3_d681e14257
Herren	w5_d681e14260
Land=stände	w7_d681e14263
über	w9_d681e14266
die	w11_d681e14269
käuf	w13_d681e14273
lich	w1_d681e14278
übernommene	w3_d681e14281
Vice=domische	w5_d681e14284
Stück,	w7_d681e14287
und	w9_d681e14290
Gül	w11_d681e14293
ten	w1_d681e14299
aufgestellten	w3_d681e14302
Verwaltung	w5_d681e14305
wegen,	w7_d681e14308
wird	w9_d681e14311
hiemit	w11_d681e14314
jedermänniglich	w1_d681e14319
kund	w3_d681e14322
und	w5_d681e14325
zu	w7_d681e14328
wissen	w9_d681e14331
gemacht,	w11_d681e14334
wel	w13_d681e14338
chergestalten	w1_d681e14343
zufolge	w3_d681e14346
ergangenen	w5_d681e14349
Ständischen	w7_d681e14352
Schlusses	w1_d681e14357
mit	w3_d681e14360
Verkauffung	w5_d681e14363
deren	w7_d681e14366
sowol	w9_d681e14369
Grund	w11_d681e14372
büchlichen,	w1_d681e14378
als	w3_d681e14381
anderen	w5_d681e14384
vorhin	w7_d681e14387
Vicedomisch	w9_d681e14390
nunmehro	w1_d681e14395
aber	w3_d681e14398
Ständischen	w5_d681e14401
Geföhlen,	w7_d681e14404
wie	w9_d681e14407
auch	w11_d681e14410
der	w1_d681e14415
in	w3_d681e14418
allen	w5_d681e14421
4.	w7_d681e14424
Vierteln	w9_d681e14427
des	w11_d681e14430
Landes	w13_d681e14434
zerstreuten	w15_d681e14437
Urbar=fteuer,	w1_d681e14442
und	w3_d681e14445
Robbath	w5_d681e14448
noch	w7_d681e14451
weiters	w9_d681e14454
conti	w11_d681e14457
nuiret	w1_d681e14463
werden	w3_d681e14466
solle;	w5_d681e14469
Worzu	w7_d681e14472
dann	w9_d681e14475
der	w11_d681e14478
6.	w13_d681e14482
kom-	w15_d681e14485
menden	w1_d681e14490
Monats	w3_d681e14493
Septembris	w5_d681e14496
Vormittags	w7_d681e14499
um	w9_d681e14502
9.	w11_d681e14505
Uhr	w1_d681e14510
bey	w3_d681e14513
einer	w5_d681e14516
Löbl.	w7_d681e14519
Ständischen	w9_d681e14522
Hauptdeputa	w11_d681e14525
tion	w1_d681e14530
im	w3_d681e14533
Landhaus	w5_d681e14536
hienit	w7_d681e14539
bestimmet	w9_d681e14542
wird.	w11_d681e14545
Da	w13_d681e14549
hero	w1_d681e14555
all	w3_d681e14558
diejenige,	w5_d681e14561
welche	w7_d681e14564
von	w9_d681e14567
obberühet	w11_d681e14570
vorhin	w13_d681e14574
Vicedomisch	w1_d681e14579
nunmehro	w3_d681e14582
Ständischen	w5_d681e14585
Stücken	w7_d681e14588
et	w9_d681e14591
was	w1_d681e14596
zu	w3_d681e14599
erkauffen	w5_d681e14602
gedenken,	w7_d681e14605
zuvor	w9_d681e14608
die	w11_d681e14611
Anschläg	w13_d681e14615
allhier	w1_d681e14620
zu	w3_d681e14623
erheben,	w5_d681e14626
und	w7_d681e14629
anmit	w9_d681e14632
an	w11_d681e14635
bemeldtem	w13_d681e14639
Tag,	w15_d681e14642
Stund,	w1_d681e14648
und	w3_d681e14651
Ort,	w5_d681e14654
entweder	w7_d681e14657
in	w9_d681e14660
Person,	w11_d681e14663
oder	w13_d681e14667
durch	w15_d681e14670
Gevollmächtigte	w1_d681e14675
ad	w3_d681e14678
tractandum	w5_d681e14681
&	w7_d681e14684
concludendum	w9_d681e14687
zu	w1_d681e14692
erscheinen	w3_d681e14695
haben	w5_d681e14698
werden.	w7_d681e14701
</p>
<p id="p20_d681e14704">
Von	w1_d681e14708
des	w3_d681e14711
zu	w5_d681e14714
dem	w7_d681e14717
Fürstl.	w9_d681e14720
Stift	w11_d681e14723
und	w13_d681e14727
Kloster	w15_d681e14730
Gam	w17_d681e14733
ming	w1_d681e14738
gehörigen	w3_d681e14741
Grund=buch	w5_d681e14744
wegen,	w7_d681e14747
wird	w9_d681e14750
hiemit	w11_d681e14753
</p>
<p id="p22_d681e14756">
durch	w1_d681e14760
dieses	w3_d681e14763
offentliche	w5_d681e14766
Edict	w7_d681e14769
jedermänniglich	w9_d681e14772
kund	w11_d681e14775
und	w1_d681e14780
zu	w3_d681e14783
wissen	w5_d681e14786
gemacht:	w7_d681e14789
Welchergestalten	w9_d681e14792
auf	w11_d681e14795
die	w13_d681e14799
von	w1_d681e14804
Seiten	w3_d681e14807
des	w5_d681e14810
allhiesigen	w7_d681e14813
Löbl.	w9_d681e14816
Magistrats	w11_d681e14819
un	w13_d681e14823
term	w1_d681e14829
3.	w3_d681e14832
dies	w5_d681e14835
beschehene	w7_d681e14838
Requisition	w9_d681e14841
die	w11_d681e14844
in	w13_d681e14848
die	w15_d681e14851
Eberbachische	w1_d681e14856
Verlassenschaft	w3_d681e14859
gehörig,	w5_d681e14862
unweit	w7_d681e14865
des	w9_d681e14868
roten	w1_d681e14873
Thurns	w3_d681e14876
ligend	w5_d681e14879
und	w7_d681e14882
zu	w9_d681e14885
diesem	w11_d681e14888
Grund=buch	w13_d681e14892
dienstbare	w1_d681e14897
Behausung	w3_d681e14900
licitando	w5_d681e14903
plus	w7_d681e14906
offerenti	w9_d681e14909
ver	w11_d681e14912
kauffet,	w1_d681e14918
und	w3_d681e14921
der	w5_d681e14924
hieraus	w7_d681e14927
erlösende	w9_d681e14930
Kauf=schilling	w11_d681e14933
zu	w1_d681e14938
Löbl	w3_d681e14941
Gemeiner	w5_d681e14944
Stadt	w7_d681e14947
Wien	w9_d681e14950
Pupillen=rait	w11_d681e14953
cam	w13_d681e14957
mer	w1_d681e14962
überbracht	w3_d681e14965
werden	w5_d681e14968
solle	w7_d681e14971
und	w9_d681e14974
möge.	w11_d681e14977
Da	w13_d681e14981
nun	w15_d681e14984
hierzu	w1_d681e14989
der	w3_d681e14992
26.	w5_d681e14995
Monats=tag	w7_d681e14998
Augusti	w9_d681e15001
dies	w11_d681e15004
lauffenden	w13_d681e15008
1762.	w1_d681e15014
Jahrs	w3_d681e15017
zur	w5_d681e15020
Tagsatzung	w7_d681e15023
bestimmet	w9_d681e15026
worden	w11_d681e15029
ist,	w13_d681e15033
als	w1_d681e15038
wird	w3_d681e15041
ein	w5_d681e15044
solches	w7_d681e15047
hiemit	w9_d681e15050
jedermänniglich,	w11_d681e15053
wer	w13_d681e15057
etwann	w1_d681e15062
diese	w3_d681e15065
Behausung	w5_d681e15068
käuflich	w7_d681e15071
an	w9_d681e15074
sich	w11_d681e15077
zu	w13_d681e15081
brin	w15_d681e15084
gen	w1_d681e15089
gesinnet	w3_d681e15092
ist,	w5_d681e15095
mit	w7_d681e15098
diesem	w9_d681e15101
Edict	w11_d681e15104
zu	w13_d681e15108
dem	w15_d681e15111
Ende	w17_d681e15114
kund	w1_d681e15120
und	w3_d681e15123
zu	w5_d681e15126
wissen	w7_d681e15129
gemacht,	w9_d681e15132
damit	w11_d681e15135
ein	w13_d681e15139
oder	w15_d681e15142
an	w17_d681e15145
derer	w1_d681e15150
sich	w3_d681e15153
hervorthuender	w5_d681e15156
Kauffer	w7_d681e15159
bey	w9_d681e15162
obbestimm	w11_d681e15165
ter	w1_d681e15170
Licitations	w3_d681e15173
tagsatzung	w5_d681e15176
fruh	w7_d681e15179
um	w9_d681e15182
9.	w11_d681e15185
Uhr	w13_d681e15189
in	w15_d681e15192
dem	w17_d681e15195
zu	w1_d681e15200
dem	w3_d681e15203
Stift	w5_d681e15206
und	w7_d681e15209
Kloster	w9_d681e15212
Gaming	w11_d681e15215
gehörigen	w13_d681e15219
Frey	w15_d681e15222
hof	w1_d681e15228
allhier	w3_d681e15231
bey	w5_d681e15234
dem	w7_d681e15237
dasigen	w9_d681e15240
Grund=buch	w11_d681e15243
erschei	w13_d681e15247
nen,	w1_d681e15252
und	w3_d681e15255
sich	w5_d681e15258
allda	w7_d681e15261
behörig	w9_d681e15264
anmelden	w11_d681e15267
lassen	w13_d681e15271
mö	w15_d681e15274
gen,	w1_d681e15279
allwo	w3_d681e15282
sodann	w5_d681e15285
das	w7_d681e15288
weitere	w9_d681e15291
in	w11_d681e15294
Löbl.	w13_d681e15298
Gamin	w15_d681e15301
gischen	w1_d681e15306
Frey=hof	w3_d681e15309
behörig	w5_d681e15312
tractiret	w7_d681e15315
werden	w9_d681e15318
wird.	w11_d681e15321
</p>
<p id="p24_d681e15325">
Von	w1_d681e15329
Jhrer	w3_d681e15332
Hochwürden	w5_d681e15335
und	w7_d681e15338
Gnaden	w9_d681e15341
Herren	w11_d681e15344
Officialen	w1_d681e15349
und	w3_d681e15352
Archi	w5_d681e15355
Episcopalis	w7_d681e15358
Consistorii	w9_d681e15361
wegen,	w11_d681e15364
allen	w1_d681e15369
und	w3_d681e15372
jeden,	w5_d681e15375
welche	w7_d681e15378
bey	w9_d681e15381
und	w11_d681e15384
an	w13_d681e15388
des	w15_d681e15391
weil.	w17_d681e15394
Georg	w19_d681e15397
Dischenderfer,	w1_d681e15403
gewest=Weltl.	w3_d681e15406
Priesters	w5_d681e15409
seel.	w7_d681e15412
Ver	w9_d681e15415
lassenschaft	w1_d681e15420
etwas	w3_d681e15423
an	w5_d681e15426
Erbschaft,	w7_d681e15429
Schulden	w9_d681e15432
oder	w11_d681e15435
auf	w1_d681e15440
all=andere	w3_d681e15443
Weis	w5_d681e15446
und	w7_d681e15449
Art	w9_d681e15452
zu	w11_d681e15455
fordern	w13_d681e15459
haben	w15_d681e15462
oder	w1_d681e15467
zu	w3_d681e15470
haben	w5_d681e15473
vermeinen,	w7_d681e15476
hiemit	w9_d681e15479
anzufügen,	w11_d681e15482
daß	w13_d681e15486
eine	w1_d681e15492
Convocation	w3_d681e15495
verordnet,	w5_d681e15498
und	w7_d681e15501
mit	w9_d681e15504
Einschlies	w11_d681e15507
sung	w1_d681e15512
der	w3_d681e15515
bevorstehenden	w5_d681e15518
Schnitt	w7_d681e15521
ferien	w9_d681e15524
auf	w11_d681e15527
den	w13_d681e15531
17.	w15_d681e15534
Monats	w1_d681e15539
Augusti	w3_d681e15542
dieses	w5_d681e15545
1762.	w7_d681e15548
Jahrs	w9_d681e15551
Nachmittag	w11_d681e15554
um	w1_d681e15559
2.	w3_d681e15562
Uhr	w5_d681e15565
in	w7_d681e15568
der	w9_d681e15571
Erzbischöfl.	w11_d681e15574
Consistorial	w13_d681e15578
canzley	w15_d681e15581
zu	w1_d681e15587
erscheinen	w3_d681e15590
der	w5_d681e15593
Tag	w7_d681e15596
und	w9_d681e15599
Stund	w11_d681e15602
bestimmet	w13_d681e15606
sey.	w15_d681e15609
Solchemnach	w1_d681e15614
werden	w3_d681e15617
all=diejenige,	w5_d681e15620
so	w7_d681e15623
Eingangs	w9_d681e15626
er	w11_d681e15629
melter	w1_d681e15634
massen	w3_d681e15637
sub	w5_d681e15640
quacunque	w7_d681e15643
causa	w9_d681e15646
vel	w11_d681e15649
titula	w13_d681e15653
etiam	w1_d681e15658
hæreditatis	w3_d681e15661
Jure	w5_d681e15664
Sprüch	w7_d681e15667
haben	w9_d681e15670
oder	w11_d681e15673
zu	w13_d681e15677
ha	w15_d681e15680
ben	w1_d681e15686
vermeinen,	w3_d681e15689
mit	w5_d681e15692
denselben	w7_d681e15695
am	w9_d681e15698
bemelten	w11_d681e15701
Tag	w13_d681e15705
und	w15_d681e15708
Stund	w1_d681e15713
peremptoriè	w3_d681e15716
&	w5_d681e15719
cum	w7_d681e15722
clausula	w9_d681e15725
præclusi	w11_d681e15728
sub	w13_d681e15732
termino	w1_d681e15737
1mo,	w3_d681e15740
2do	w5_d681e15743
&	w7_d681e15746
3tio	w9_d681e15749
sich	w11_d681e15752
alsogewiß	w13_d681e15756
anmelden,	w15_d681e15759
als	w1_d681e15764
im	w3_d681e15767
widrigen	w5_d681e15770
die	w7_d681e15773
Ausbleibende	w9_d681e15776
nicht	w11_d681e15779
wehr	w13_d681e15783
gehö	w15_d681e15786
set,	w1_d681e15792
sondern	w3_d681e15795
eo	w5_d681e15798
ipso	w7_d681e15801
mit	w9_d681e15804
ihren	w11_d681e15807
Sprüchen	w13_d681e15811
ausge	w15_d681e15814
schlossen,	w1_d681e15819
&	w3_d681e15822
cum	w5_d681e15825
perpetuo	w7_d681e15828
silentio	w9_d681e15831
abgewiesen,	w11_d681e15834
und	w13_d681e15838
das	w1_d681e15843
Behörige	w3_d681e15846
ex	w5_d681e15849
officio	w7_d681e15852
fürgekehret	w9_d681e15855
werden	w11_d681e15858
solle.	w13_d681e15862
</p>
<p id="p26_d681e15865">
Den	w1_d681e15869
3.	w3_d681e15872
künftigen	w5_d681e15875
Monats	w7_d681e15878
Sept.	w9_d681e15881
1762.	w11_d681e15884
wird	w13_d681e15888
in	w15_d681e15891
der	w1_d681e15896
Landes=fürstl.	w3_d681e15899
Stadt	w5_d681e15902
Tulln	w7_d681e15905
die	w9_d681e15908
Behausung	w11_d681e15911
des	w13_d681e15915
Hrn.	w1_d681e15920
Johann	w3_d681e15923
Jacob	w5_d681e15926
Hirsch	w7_d681e15929
seel.	w9_d681e15932
nebst	w11_d681e15935
dem	w13_d681e15939
darauf	w15_d681e15942
haftendenden	w1_d681e15948
Brenn	w3_d681e15951
holz=handel	w5_d681e15954
samt	w7_d681e15957
10.	w9_d681e15960
drey	w11_d681e15963
Viertel	w1_d681e15968
Joch	w3_d681e15971
Aecker,	w5_d681e15974
2.	w7_d681e15977
Tagwerk=wisen,	w9_d681e15980
sehr	w11_d681e15983
an	w13_d681e15987
ten	w1_d681e15992
Grund=stücken,	w3_d681e15995
wie	w5_d681e15998
auch	w7_d681e16001
7.	w9_d681e16004
Viertel	w11_d681e16007
Weingarten	w13_d681e16011
zu	w1_d681e16016
Freundorf,	w3_d681e16019
Baumgarten	w5_d681e16022
und	w7_d681e16025
Stastorf	w9_d681e16028
ligend,	w11_d681e16031
nebst	w1_d681e16037
allerhand	w3_d681e16040
schönen	w5_d681e16043
Einrichtungen,	w7_d681e16046
als	w9_d681e16049
Beh	w11_d681e16052
ter,	w1_d681e16057
Zinn,	w3_d681e16060
Kästen,	w5_d681e16063
Uhren,	w7_d681e16066
Spiegeln,	w9_d681e16069
Bildern,	w11_d681e16072
Sesseln	w1_d681e16077
und	w3_d681e16080
Lein=wäsch	w5_d681e16083
licitandu	w7_d681e16086
plus	w9_d681e16089
offerenzi	w11_d681e16092
</p>
<p id="p32_d681e16105">
verkauffet,	w1_d681e16109
wer	w3_d681e16112
also	w5_d681e16115
etwas	w7_d681e16118
dergleichen	w9_d681e16121
käuflich	w11_d681e16124
al	w13_d681e16128
sich	w1_d681e16133
zu	w3_d681e16136
bringen	w5_d681e16139
gedenket,	w7_d681e16142
beliebe	w9_d681e16145
am	w11_d681e16148
obbestimm	w13_d681e16152
ten	w1_d681e16157
Tag	w3_d681e16160
fruh	w5_d681e16163
um	w7_d681e16166
9.	w9_d681e16169
Uhr	w11_d681e16172
sich	w13_d681e16176
in	w15_d681e16179
der	w17_d681e16182
Hirschischen	w19_d681e16185
Behausunh	w1_d681e16191
zu	w3_d681e16194
Tulln	w5_d681e16197
einzufinden.	w7_d681e16200
</p>
<p id="p34_d681e16203">
Auf	w1_d681e16207
Verordnung	w3_d681e16210
eines	w5_d681e16213
Hochlöbl.	w7_d681e16216
in	w9_d681e16219
Wechsel	w11_d681e16222
sachen	w1_d681e16227
aus	w3_d681e16230
Regierung	w5_d681e16233
aufgestellten	w7_d681e16236
Judicii	w9_d681e16239
Deleg.	w11_d681e16242
werden	w1_d681e16247
den	w3_d681e16250
17.	w5_d681e16253
Monats	w7_d681e16256
Augusti	w9_d681e16259
fruhe	w11_d681e16262
um	w13_d681e16266
9.	w15_d681e16269
Uhr	w1_d681e16275
zwey	w3_d681e16278
Garnaturen	w5_d681e16281
Brünler=spitz,	w7_d681e16284
und	w9_d681e16287
zwey	w11_d681e16290
Stückel	w1_d681e16295
Holländer=Leinwat	w3_d681e16298
im	w5_d681e16301
Jacober=gässel	w7_d681e16304
in	w9_d681e16307
dem	w1_d681e16312
Fuhrmannischen	w3_d681e16315
Haus	w5_d681e16318
im	w7_d681e16321
ersten	w9_d681e16324
Stock	w11_d681e16327
dem	w13_d681e16331
Meist=bietenden	w1_d681e16336
licitando	w3_d681e16339
gegen	w5_d681e16342
baarer	w7_d681e16345
Bezahlung	w9_d681e16348
verkauffet	w1_d681e16354
werden.	w3_d681e16357
</p>
<p id="p36_d681e16361">
Den	w1_d681e16365
13.	w3_d681e16368
Augusti	w5_d681e16371
und	w7_d681e16374
folgende	w9_d681e16377
Täge	w11_d681e16380
werden	w13_d681e16384
auf	w15_d681e16387
der	w1_d681e16392
Fischer=stiegen	w3_d681e16395
in	w5_d681e16398
dem	w7_d681e16401
Mayerhoferischen	w9_d681e16404
Haus	w11_d681e16407
verschiedene	w1_d681e16412
Effecten,	w3_d681e16415
als	w5_d681e16418
etwas	w7_d681e16421
Silber,	w9_d681e16424
Frauen	w11_d681e16427
kleider,	w1_d681e16433
Wäsch,	w3_d681e16436
Tisch,	w5_d681e16439
Sessel,	w7_d681e16442
Beht=gewand,	w9_d681e16445
Bil	w11_d681e16448
der,	w1_d681e16453
dann	w3_d681e16456
Zinn	w5_d681e16459
und	w7_d681e16462
Kupfer=geschirr	w9_d681e16465
dem	w11_d681e16468
Meist	w13_d681e16472
bietenden	w1_d681e16477
verkauffet	w3_d681e16480
werden.	w5_d681e16483
</p>
<p id="p38_d681e16488">
Wir	w1_d681e16492
Burgermeister=amts=verwalter	w3_d681e16495
und	w5_d681e16498
Raht	w7_d681e16501
der	w1_d681e16506
Stadt	w3_d681e16509
Wien	w5_d681e16512
geben	w7_d681e16515
hiemit	w9_d681e16518
durch	w11_d681e16521
dieses	w13_d681e16525
offene	w15_d681e16528
Edict	w1_d681e16533
jedermänniglich	w3_d681e16536
zu	w5_d681e16539
vernehmen,	w7_d681e16542
wasgestalten	w9_d681e16545
wir	w1_d681e16551
über	w3_d681e16554
weiter	w5_d681e16557
beschehenes	w7_d681e16560
schriftliches	w9_d681e16563
Anlan	w11_d681e16566
gen	w1_d681e16571
und	w3_d681e16574
dienstliches	w5_d681e16577
Bitten	w7_d681e16580
des	w9_d681e16583
Zweughoferischen	w11_d681e16586
Hrn.	w1_d681e16591
Curatoris	w3_d681e16594
ad	w5_d681e16597
actum	w7_d681e16600
unterm	w9_d681e16603
12.	w11_d681e16606
dies	w13_d681e16610
in	w15_d681e16613
ein	w17_d681e16616
nochmaliges	w1_d681e16621
Licitations=edict	w3_d681e16624
gewilliget	w5_d681e16627
und	w7_d681e16630
ver	w9_d681e16633
ordnet	w1_d681e16639
haben,	w3_d681e16642
daß	w5_d681e16645
weil.	w7_d681e16648
Michael	w9_d681e16651
Zwenghof,	w11_d681e16654
ge	w13_d681e16658
west=Burgerl.	w1_d681e16663
Tischlermeisters	w3_d681e16666
seel.	w5_d681e16669
hinterlassene,	w7_d681e16672
nächst	w1_d681e16677
dem	w3_d681e16680
rohten	w5_d681e16683
Thurn	w7_d681e16686
ligende	w9_d681e16689
Behausung	w11_d681e16692
noch	w13_d681e16696
malen	w1_d681e16701
offentlich	w3_d681e16704
ausgefeilet,	w5_d681e16707
und	w7_d681e16710
dem	w9_d681e16713
Meistbie	w11_d681e16716
tenden	w1_d681e16722
verkauffet	w3_d681e16725
werden	w5_d681e16728
solle.	w7_d681e16731
Da	w9_d681e16734
nun	w11_d681e16737
hierzu	w13_d681e16741
der	w1_d681e16746
30.	w3_d681e16749
Monats=tag	w5_d681e16752
Augusti	w7_d681e16755
lauffenden	w9_d681e16758
1762.	w11_d681e16761
Jahrs	w1_d681e16766
zur	w3_d681e16769
Tagsatzung	w5_d681e16772
bestimmet	w7_d681e16775
worden	w9_d681e16778
ist,	w11_d681e16781
als	w13_d681e16785
wird	w1_d681e16790
ein	w3_d681e16793
solches	w5_d681e16796
hiemit	w7_d681e16799
jedermann,	w9_d681e16802
wer	w11_d681e16805
etwann	w13_d681e16809
dieses	w1_d681e16815
auf	w3_d681e16818
17300.	w5_d681e16821
fl.	w7_d681e16824
geschätzte	w9_d681e16827
Haus	w11_d681e16830
(auch	w13_d681e16834
allen	w15_d681e16837
falls	w1_d681e16842
unter	w3_d681e16845
der	w5_d681e16848
Schätzung)	w7_d681e16851
käuflichen	w9_d681e16854
an	w11_d681e16857
sich	w13_d681e16861
zu	w15_d681e16864
bringen	w1_d681e16869
gesinnet	w3_d681e16872
ist,	w5_d681e16875
mit	w7_d681e16878
diesem	w9_d681e16881
Edict	w11_d681e16884
zu	w13_d681e16888
dem	w15_d681e16891
Ende	w1_d681e16896
kund	w3_d681e16899
und	w5_d681e16902
zu	w7_d681e16905
wissen	w9_d681e16908
gemacht,	w11_d681e16911
damit	w13_d681e16915
ein	w15_d681e16918
sich	w17_d681e16921
hervorthuender	w1_d681e16927
Kauffer	w3_d681e16930
bey	w5_d681e16933
obbemelt=bestimmten	w7_d681e16936
Licitations=tagsatzung	w1_d681e16941
fruhe	w3_d681e16944
um	w5_d681e16947
9.	w7_d681e16950
Uhr,	w9_d681e16953
oder	w11_d681e16956
da	w13_d681e16960
wir	w1_d681e16965
selbigen	w3_d681e16968
Tags	w5_d681e16971
etwann	w7_d681e16974
anderer	w9_d681e16977
Geschäften	w11_d681e16980
alber	w1_d681e16985
nicht	w3_d681e16988
mehr	w5_d681e16991
zu	w7_d681e16994
Raht	w9_d681e16997
sitzeten,	w11_d681e17000
den	w13_d681e17004
nächst	w15_d681e17007
dar	w17_d681e17010
auf	w1_d681e17016
folgenden	w3_d681e17019
Rahts=tag	w5_d681e17022
vor	w7_d681e17025
uns	w9_d681e17028
erscheinen,	w11_d681e17031
und	w13_d681e17035
sich	w1_d681e17040
bey	w3_d681e17043
unser	w5_d681e17046
und	w7_d681e17049
Gemeiner	w9_d681e17052
Stadt	w11_d681e17055
Pupillen	w13_d681e17059
rait=cammer	w1_d681e17064
durch	w3_d681e17067
den	w5_d681e17070
daselbstigen	w7_d681e17073
Amtschreiber	w9_d681e17076
anmelden	w1_d681e17081
lassen	w3_d681e17084
möge,	w5_d681e17087
allwo	w7_d681e17090
sodann	w9_d681e17093
das	w11_d681e17096
weiter	w13_d681e17100
Be	w15_d681e17103
hörige	w1_d681e17109
tractiret	w3_d681e17112
werden	w5_d681e17115
solle.	w7_d681e17118
</p>
<p id="p40_d681e17121">
Von	w1_d681e17125
N.	w3_d681e17128
Richter	w5_d681e17131
und	w7_d681e17134
Raht	w9_d681e17137
des	w11_d681e17140
Kaiserl.	w13_d681e17144
Makts	w15_d681e17147
Stockerau	w1_d681e17152
wegen,	w3_d681e17155
wird	w5_d681e17158
hiemit	w7_d681e17161
jedermänniglich	w9_d681e17164
durch	w1_d681e17169
gegenwärtiges	w3_d681e17172
Edict	w5_d681e17175
kund	w7_d681e17178
und	w9_d681e17181
zu	w11_d681e17184
wissen	w13_d681e17188
gemacht,	w1_d681e17194
welchermassen	w3_d681e17197
anheut	w5_d681e17200
veranlasset	w7_d681e17203
wor	w9_d681e17206
den,	w1_d681e17211
daß	w3_d681e17214
das	w5_d681e17217
allhiesige	w7_d681e17220
