<doc id="wr_1759-02-10" attrs="word" year="1759" month="02" day="10" corpus="2">
<head id="h2_d321e3155">
Haag	w1_d321e3159
Hahn	w5_d321e14003
am	w7_d321e14006
Himmel=pfort=gr.,	w9_d321e14009
alt	w11_d321e14012
54.	w13_d321e14016
J.	w15_d321e14019
Anna	w1_d321e14024
Bankhoferin,	w3_d321e14027
Wittwe,	w5_d321e14030
bey	w7_d321e14033
der	w9_d321e14036
Haus=mutter	w11_d321e14039
am	w1_d321e14045
Himmel=pfort=gr.,	w3_d321e14048
alt	w5_d321e14051
65.	w7_d321e14054
J.	w9_d321e14057
Anna	w1_d321e14062
Wunderin,	w3_d321e14065
im	w5_d321e14068
Sonnen=hof,	w7_d321e14071
alt	w9_d321e14074
62	w11_d321e14077
J.	w13_d321e14081
Anna	w1_d321e14086
Gradingerin,	w3_d321e14089
bey	w5_d321e14092
der	w7_d321e14095
grün.	w9_d321e14098
Saul.	w11_d321e14101
im	w13_d321e14105
Liech	w15_d321e14108
tenth.,	w1_d321e14113
alt	w3_d321e14116
66.	w5_d321e14119
J.	w7_d321e14122
</list>
<head id="h2_d321e14129">
Summa	w1_d321e14133
7.	w3_d321e14136
Person.	w5_d321e14139
/	w7_d321e14142
darunter	w9_d321e14145
1.	w11_d321e14148
Kind.	w13_d321e14152
</head>
<head id="h2_d321e14158">
EDIC	w1_d321e14162
</head>
<p id="p4_d321e14165">
de	w1_d321e14169
Wir	w3_d321e14172
Burgermeister=amts=verwalter,	w5_d321e14175
und	w7_d321e14178
Raht	w9_d321e14181
Er	w1_d321e14186
Stadt	w3_d321e14189
Wien	w5_d321e14192
geben	w7_d321e14195
hiemit	w9_d321e14198
durch	w11_d321e14201
dieses	w13_d321e14205
offene	w15_d321e14208
stdiet	w1_d321e14213
jedermänniglich	w3_d321e14216
zu	w5_d321e14219
vernehmen,	w7_d321e14222
was	w9_d321e14225
Ge	w11_d321e14228
lalten	w1_d321e14234
wir	w3_d321e14237
über	w5_d321e14240
weiter	w7_d321e14243
beschehen	w9_d321e14246
schriftliches	w11_d321e14249
An	w13_d321e14253
angen,	w1_d321e14258
und	w3_d321e14261
Bitten	w5_d321e14264
des	w7_d321e14267
Gerichtl.	w9_d321e14270
verordnet	w11_d321e14273
Paul	w13_d321e14277
Pergerischen	w1_d321e14282
Herren	w3_d321e14285
Curatoris	w5_d321e14288
ad	w7_d321e14291
lites	w9_d321e14294
untern	w11_d321e14297
11.	w13_d321e14301
dies	w1_d321e14306
in	w3_d321e14309
ein	w5_d321e14312
nochmaliges	w7_d321e14315
Licitations-edict	w9_d321e14318
gewil	w11_d321e14321
liget,	w1_d321e14327
und	w3_d321e14330
verordnet	w5_d321e14333
haben,	w7_d321e14336
daß	w9_d321e14339
die	w11_d321e14342
Burgerische	w13_d321e14346
Behausung	w1_d321e14351
zur	w3_d321e14354
Schlangen	w5_d321e14357
am	w7_d321e14360
hohen	w9_d321e14363
Markt	w11_d321e14366
noch	w13_d321e14370
malen	w1_d321e14375
offentlich	w3_d321e14378
ausgefeilet,	w5_d321e14381
und	w7_d321e14384
den	w9_d321e14387
Meistbie	w11_d321e14390
</p>
<p id="p10_d321e14403">
tenden	w1_d321e14407
verkaufet	w3_d321e14410
werden	w5_d321e14413
solle;	w7_d321e14416
da	w9_d321e14419
nun	w11_d321e14422
hierzu	w13_d321e14426
der	w15_d321e14429
17te	w1_d321e14434
Monats=tag	w3_d321e14437
Februarii	w5_d321e14440
1759.	w7_d321e14443
zur	w9_d321e14446
Tagsatzung	w11_d321e14449
bestimmet	w1_d321e14454
worden	w3_d321e14457
ist;	w5_d321e14460
als	w7_d321e14463
wird	w9_d321e14466
ein	w11_d321e14469
solches	w13_d321e14473
hie	w15_d321e14476
mit	w1_d321e14482
jedermänniglich,	w3_d321e14485
wer	w5_d321e14488
dieses	w7_d321e14491
Haus	w9_d321e14494
käuflichen	w11_d321e14497
an	w1_d321e14502
sich	w3_d321e14505
zu	w5_d321e14508
bringen	w7_d321e14511
gesinnet	w9_d321e14514
ist,	w11_d321e14517
mit	w13_d321e14521
diesem	w15_d321e14524
Edict	w17_d321e14527
zu	w1_d321e14532
dem	w3_d321e14535
Ende	w5_d321e14538
kund	w7_d321e14541
und	w9_d321e14544
zu	w11_d321e14547
wissen	w13_d321e14551
gemacht,	w15_d321e14554
mit	w1_d321e14559
sich	w3_d321e14562
ein	w5_d321e14565
hervorthuender	w7_d321e14568
Kauffer	w9_d321e14571
bey	w11_d321e14574
obbemeldt	w13_d321e14578
bestimmten	w1_d321e14584
Licitations-tagsatzung	w3_d321e14587
fruh	w5_d321e14590
um	w7_d321e14593
Uhr,	w1_d321e14598
oder	w3_d321e14601
da	w5_d321e14604
wir	w7_d321e14607
selbigen	w9_d321e14610
Tags	w11_d321e14613
etwann	w13_d321e14617
anderer	w15_d321e14620
Geschäft	w1_d321e14625
halber	w3_d321e14628
nicht	w5_d321e14631
zu	w7_d321e14634
Raht	w9_d321e14637
sässen,	w11_d321e14640
den	w13_d321e14644
nächst	w15_d321e14647
darauf	w1_d321e14652
folgenden	w3_d321e14655
Rahts=tag	w5_d321e14658
vor	w7_d321e14661
uns	w9_d321e14664
erscheinen,	w11_d321e14667
und	w1_d321e14673
sich	w3_d321e14676
bey	w5_d321e14679
unser	w7_d321e14682
und	w9_d321e14685
Gemeiner	w11_d321e14688
Stadt	w13_d321e14692
Grund=buch	w15_d321e14695
durch	w1_d321e14700
den	w3_d321e14703
daselbstigen	w5_d321e14706
Amts=schreiber	w7_d321e14709
anmelden	w9_d321e14712
assen	w1_d321e14717
möge,	w3_d321e14720
alwo	w5_d321e14723
sodann	w7_d321e14726
das	w9_d321e14729
weiter	w11_d321e14732
behörige	w13_d321e14736
lactiret	w1_d321e14741
werden	w3_d321e14744
solle.	w5_d321e14747
Actum	w7_d321e14750
Wien	w9_d321e14753
den	w11_d321e14756
28ston	w13_d321e14760
rrec.	w1_d321e14766
1758.	w3_d321e14769
</p>
<head id="h2_d321e14775">
EDICT.	w1_d321e14779
</head>
<p id="p4_d321e14782">
Von	w1_d321e14786
der	w3_d321e14789
Hochgräfl.	w5_d321e14792
Johann	w7_d321e14795
Adam	w9_d321e14798
Abensper	w11_d321e14801
gischen	w1_d321e14806
und	w3_d321e14809
Traunischen	w5_d321e14812
Fidei	w7_d321e14815
Commiss-Herr	w9_d321e14818
schaften=administration	w1_d321e14823
&c.	w3_d321e14826
Judicii	w5_d321e14829
Delegati	w7_d321e14832
we	w9_d321e14835
gen,	w1_d321e14841
wird	w3_d321e14844
hiemit	w5_d321e14847
jedermänniglich	w7_d321e14850
zu	w9_d321e14853
vernehmen	w11_d321e14856
gegeben,	w1_d321e14861
welchergestalten,	w3_d321e14864
nachdeme	w5_d321e14867
schon	w7_d321e14870
vor	w9_d321e14873
einem	w1_d321e14878
Jahre	w3_d321e14881
auf	w5_d321e14884
wiederholtes	w7_d321e14887
Anlangen	w9_d321e14890
der	w11_d321e14893
Ca	w13_d321e14897
tharinä	w1_d321e14902
Pleyerin,	w3_d321e14905
Burgerl.	w5_d321e14908
Bierleutgebin	w7_d321e14911
auf	w9_d321e14914
der	w1_d321e14920
Landstrassen	w3_d321e14923
alhier	w5_d321e14926
zu	w7_d321e14929
Wien,	w9_d321e14932
als	w11_d321e14935
Johann	w13_d321e14939
und	w1_d321e14944
Mariä	w3_d321e14947
Annä	w5_d321e14950
Lembergischen	w7_d321e14953
Creditricin	w9_d321e14956
und	w1_d321e14961
ersten	w3_d321e14964
Sätzlerin	w5_d321e14967
proprio	w7_d321e14970
&	w9_d321e14973
hæreditario	w11_d321e14976
no-	w13_d321e14980
mine	w1_d321e14985
wider	w3_d321e14988
die	w5_d321e14991
Maria	w7_d321e14994
Anna	w9_d321e14997
verehelicht=geweste	w11_d321e15000
Lembergerin,	w1_d321e15006
nunmehro	w3_d321e15009
verwittibte	w5_d321e15012
Nöplerin,	w7_d321e15015
als	w1_d321e15020
certiorirt=Pleyerische	w3_d321e15023
Schuldnerin,	w5_d321e15026
und	w7_d321e15029
der	w9_d321e15032
Johann	w1_d321e15037
Lembergischen	w3_d321e15040
Verlassenschaftinnhabe	w5_d321e15043
rin	w1_d321e15048
wegen	w3_d321e15051
schuldiger	w5_d321e15054
auf	w7_d321e15057
der	w9_d321e15060
Lembergerischen	w11_d321e15063
Vier	w13_d321e15067
tel=lehen=behausung,	w1_d321e15073
Lederer=werkstadt,	w3_d321e15076
und	w5_d321e15079
Zugehorde	w1_d321e15084
zu	w3_d321e15087
Pockflüß	w5_d321e15090
samt	w7_d321e15093
allen	w9_d321e15096
dahin	w11_d321e15099
gehörigen	w13_d321e15103
dienstbaren	w1_d321e15108
Haus	w3_d321e15111
und	w5_d321e15114
Ueberländ=grund=stücken	w7_d321e15117
Satz=weis	w1_d321e15122
vorgemerkten	w3_d321e15125
ein	w5_d321e15128
tausend	w7_d321e15131
ein	w9_d321e15134
hundert	w11_d321e15137
jechzig	w1_d321e15143
Gulden	w3_d321e15146
Capital	w5_d321e15149
cum	w7_d321e15152
omni	w9_d321e15155
sua	w11_d321e15158
causa	w13_d321e15162
so	w15_d321e15165
thane	w1_d321e15170
Lembergerische	w3_d321e15173
Viertel=lehen=behausung	w5_d321e15176
Lederer	w1_d321e15181
Werk=stadt	w3_d321e15184
und	w5_d321e15187
Zugehörde	w7_d321e15190
zu	w9_d321e15193
Pockflüß	w11_d321e15196
samt	w1_d321e15201
allen	w3_d321e15204
dahin	w5_d321e15207
gehörigen	w7_d321e15210
dienstbaren	w9_d321e15213
Haus	w11_d321e15216
und	w13_d321e15220
Ueberland=grund=stücken	w1_d321e15226
licitando,	w3_d321e15229
und	w5_d321e15232
hinnach	w7_d321e15235
zum	w1_d321e15240
täglichen	w3_d321e15243
Verkauf	w5_d321e15246
affigiret	w7_d321e15249
worden,	w9_d321e15252
sich	w11_d321e15255
end	w13_d321e15259
lichen	w1_d321e15264
mittlerweile	w3_d321e15267
der	w5_d321e15270
Paul	w7_d321e15273
Greilinger	w9_d321e15276
jüngst	w11_d321e15279
hin	w1_d321e15284
angemeldet,	w3_d321e15287
und	w5_d321e15290
für	w7_d321e15293
angeführte	w9_d321e15296
Behausung	w11_d321e15299
samt	w1_d321e15305
darzu	w3_d321e15308
gehörigen	w5_d321e15311
Haus=grund=stücken	w7_d321e15314
100.	w9_d321e15317
Gulden	w1_d321e15322
angebetten	w3_d321e15325
habe:	w5_d321e15328
Da	w7_d321e15331
nun	w9_d321e15334
aber	w11_d321e15337
dieser	w13_d321e15341
Kauf=schilling	w1_d321e15346
nicht	w3_d321e15349
zulänglich	w5_d321e15352
die	w7_d321e15355
nur	w9_d321e15358
ausstän	w11_d321e15361
dige	w1_d321e15366
Jnteresse	w3_d321e15369
der	w5_d321e15372
Executions=werberin	w7_d321e15375
hindann	w9_d321e15378
zufertigen,	w1_d321e15384
und	w3_d321e15387
sowol	w5_d321e15390
denen	w7_d321e15393
Liebhaberen,	w9_d321e15396
als	w11_d321e15399
Lembergerischen	w1_d321e15404
Credits=partheyen	w3_d321e15407
respectn	w5_d321e15410
des	w7_d321e15413
ihnen	w1_d321e15418
ansonsten	w3_d321e15421
zustehenden	w5_d321e15424
Juris	w7_d321e15427
offerendi	w9_d321e15430
durch	w11_d321e15433
die	w1_d321e15438
offene	w3_d321e15441
Zeitungs=blätter	w5_d321e15444
der	w7_d321e15447
3te	w9_d321e15450
Martii	w11_d321e15453
und	w13_d321e15457
29.	w1_d321e15463
May	w3_d321e15466
letzt	w5_d321e15469
zuruck	w7_d321e15472
gelegten	w9_d321e15475
Jahrs	w11_d321e15478
zur	w13_d321e15482
Licita	w15_d321e15485
tions=tag=satzung	w1_d321e15490
anberaumet	w3_d321e15493
worden,	w5_d321e15496
bey	w7_d321e15499
all	w9_d321e15502
diesen	w1_d321e15507
beyden	w3_d321e15510
aber	w5_d321e15513
von	w7_d321e15516
denen	w9_d321e15519
Credits=partheyen	w11_d321e15522
niemand	w1_d321e15527
sich	w3_d321e15530
eingefunden,	w5_d321e15533
da	w7_d321e15536
hingegen	w9_d321e15539
die	w11_d321e15542
Noht	w13_d321e15546
durft	w1_d321e15552
erforderet,	w3_d321e15555
diese	w5_d321e15558
Behausung	w7_d321e15561
mit	w9_d321e15564
einem	w11_d321e15567
Stift=mann	w1_d321e15572
zu	w3_d321e15575
versehen,	w5_d321e15578
als	w7_d321e15581
wird	w9_d321e15584
zu	w11_d321e15587
allend	w13_d321e15591
</p>
<p id="p6_d321e15594">
lichen	w1_d321e15598
Ueberfluß	w3_d321e15601
hiemit	w5_d321e15604
der	w7_d321e15607
16.	w9_d321e15610
dies	w11_d321e15613
Monats	w13_d321e15617
Februarii	w1_d321e15622
fruh	w3_d321e15625
um	w5_d321e15628
9.	w7_d321e15631
Uhr	w9_d321e15634
in	w11_d321e15637
der	w13_d321e15641
Hoch=gräfl.	w15_d321e15644
Abensperg	w1_d321e15649
und	w3_d321e15652
Traunischen	w5_d321e15655
Herrschafts=canzley	w7_d321e15658
zu	w1_d321e15664
Pockflüß	w3_d321e15667
zu	w5_d321e15670
nochmalig	w7_d321e15673
und	w9_d321e15676
letzter	w11_d321e15679
Licitation	w13_d321e15683
bestimmet:	w1_d321e15688
wobey	w3_d321e15691
sodann	w5_d321e15694
sonderlich	w7_d321e15697
die	w9_d321e15700
Lember	w11_d321e15703
gerische	w1_d321e15708
Creditores	w3_d321e15711
respectu	w5_d321e15714
ihres	w7_d321e15717
zuständigen	w9_d321e15720
Ju-	w11_d321e15723
ris	w1_d321e15728
offerendi	w3_d321e15731
also	w5_d321e15734
gewiß	w7_d321e15737
zu	w9_d321e15740
er	w11_d321e15743
scheinen	w13_d321e15747
haben	w15_d321e15750
wer	w17_d321e15753
den;	w1_d321e15759
wie	w3_d321e15762
im	w5_d321e15765
widrigen	w7_d321e15768
dieselbe	w9_d321e15771
weiter	w11_d321e15774
nicht	w13_d321e15778
mehr	w15_d321e15781
angehöret,	w1_d321e15786
sondern	w3_d321e15789
ihnen	w5_d321e15792
das	w7_d321e15795
Silentium	w9_d321e15798
in	w11_d321e15801
per-	w13_d321e15805
petuum	w1_d321e15810
auferleget,	w3_d321e15813
und	w5_d321e15816
mit	w7_d321e15819
denen	w9_d321e15822
Liebhaberen	w11_d321e15825
sowol	w1_d321e15830
respectu	w3_d321e15833
der	w5_d321e15836
Behausung,	w7_d321e15839
und	w9_d321e15842
deren	w11_d321e15845
Haus	w13_d321e15849
grund=stücken,	w1_d321e15855
als	w3_d321e15858
auch	w5_d321e15861
ins	w7_d321e15864
besondere	w9_d321e15867
deren	w11_d321e15870
Ueberländ=grund=stücken	w1_d321e15875
der	w3_d321e15878
Kauf	w5_d321e15881
beschlossen	w7_d321e15884
werden	w1_d321e15889
solle;	w3_d321e15892
welch=ein=so	w5_d321e15895
anderes	w7_d321e15898
für	w9_d321e15901
allzeit	w11_d321e15904
kund	w1_d321e15909
gemacht	w3_d321e15912
wird.	w5_d321e15915
Actum	w7_d321e15918
Wien	w9_d321e15921
den	w11_d321e15924
1sten	w13_d321e15928
Februarii	w1_d321e15934
1759.	w3_d321e15937
</p>
<p id="p8_d321e15940">
Den	w1_d321e15944
16.	w3_d321e15947
Februarii	w5_d321e15950
des	w7_d321e15953
innstehenden	w9_d321e15956
1759.	w11_d321e15959
Jahrs	w1_d321e15964
fruh	w3_d321e15967
um	w5_d321e15970
9.	w7_d321e15973
Uhr	w9_d321e15976
wird	w11_d321e15979
in	w13_d321e15983
dem	w15_d321e15986
Kaiserl.	w17_d321e15989
Königl.	w1_d321e15994
Wald=amt	w3_d321e15997
des	w5_d321e16000
Jgnatz,	w7_d321e16003
und	w9_d321e16006
Mariä	w11_d321e16009
Ro	w13_d321e16013
saliä	w1_d321e16019
Ollmayrische	w3_d321e16022
Ganzhütten,	w5_d321e16025
dann	w7_d321e16028
13.	w9_d321e16031
Tag	w11_d321e16034
werk	w1_d321e16039
Hüten=wiesen,	w3_d321e16042
und	w5_d321e16045
acht	w7_d321e16048
zwey	w9_d321e16051
viertel	w11_d321e16054
Tag	w13_d321e16058
werk	w1_d321e16063
Ueberländ=grund=stücke	w3_d321e16066
licitando	w5_d321e16069
verkauf	w7_d321e16072
fet	w1_d321e16077
werden;	w3_d321e16080
wessentwegen	w5_d321e16083
die	w7_d321e16086
Kauffere	w9_d321e16089
an	w11_d321e16092
obbestim	w13_d321e16096
ten	w1_d321e16102
Tag	w3_d321e16105
und	w5_d321e16108
Stund	w7_d321e16111
in	w9_d321e16114
erdeut=Kaiserl.	w11_d321e16117
Königl.	w13_d321e16121
Wald=amt	w1_d321e16126
entweder	w3_d321e16129
selbst,	w5_d321e16132
oder	w7_d321e16135
durch	w9_d321e16138
genug	w11_d321e16141
sam	w1_d321e16146
Bevollmächtigte	w3_d321e16149
sich	w5_d321e16152
anzumelden	w7_d321e16155
haben.	w9_d321e16158
D	w1_d321e16163
</p>
<p id="p10_d321e16166">
Mittwoch	w1_d321e16170
als	w3_d321e16173
den	w5_d321e16176
14.	w7_d321e16179
Februarii	w9_d321e16182
1759.	w11_d321e16185
werden	w13_d321e16189
Vormittag	w1_d321e16194
von	w3_d321e16197
9.	w5_d321e16200
bis	w7_d321e16203
12.	w9_d321e16206
und	w11_d321e16209
Nachmittag	w13_d321e16213
von	w15_d321e16216
2.	w1_d321e16221
bis	w3_d321e16224
5.	w5_d321e16227
Uhr	w7_d321e16230
im	w9_d321e16233
Dättenriederischen	w11_d321e16236
Haus	w13_d321e16240
am	w15_d321e16243
Graben	w1_d321e16249
ruckwerts	w3_d321e16252
im	w5_d321e16255
Hof	w7_d321e16258
in	w9_d321e16261
dem	w11_d321e16264
2.	w13_d321e16268
Stock,	w15_d321e16271
ei	w17_d321e16274
nige	w1_d321e16279
Silber=effceten,	w3_d321e16282
Frauen=kleider,	w5_d321e16285
Lein	w7_d321e16288
und	w9_d321e16291
Beht=gewand,	w1_d321e16296
auch	w3_d321e16299
andere	w5_d321e16302
Haus=mobilien	w7_d321e16305
lici	w9_d321e16308
tando	w1_d321e16313
plus	w3_d321e16316
offerenti	w5_d321e16319
verkauft	w7_d321e16322
werden.	w9_d321e16325
</p>
<p id="p12_d321e16329">
Auf	w1_d321e16333
nächstkünftigen	w3_d321e16336
Montag	w5_d321e16339
als	w7_d321e16342
den	w9_d321e16345
12.	w11_d321e16348
Febr.	w13_d321e16352
dieses	w1_d321e16357
Monat,	w3_d321e16360
wird	w5_d321e16363
auf	w7_d321e16366
dem	w9_d321e16369
Lichtensteg,	w11_d321e16372
in	w13_d321e16376
dem	w15_d321e16379
Applischen	w1_d321e16384
Haus,	w3_d321e16387
in	w5_d321e16390
Hutstöpper=gässel	w7_d321e16393
linker	w9_d321e16396
Hand	w11_d321e16399
am	w1_d321e16405
Eck,	w3_d321e16408
Vormittag	w5_d321e16411
von	w7_d321e16414
9.	w9_d321e16417
bis	w11_d321e16420
12.,	w13_d321e16424
und	w15_d321e16427
Nach	w17_d321e16430
mittag	w1_d321e16435
von	w3_d321e16438
2.	w5_d321e16441
bis	w7_d321e16444
6.	w9_d321e16447
Uhr,	w11_d321e16450
verschiedene	w13_d321e16454
Verlas	w15_d321e16457
senschafts=effecten,	w1_d321e16462
als	w3_d321e16465
Silber,	w5_d321e16468
Perl,	w7_d321e16471
Uhren,	w9_d321e16474
Ring	w1_d321e16479
mit	w3_d321e16482
Rauten,	w5_d321e16485
Manns	w7_d321e16488
und	w9_d321e16491
Frauen=kleider,	w11_d321e16494
Wäsch,	w1_d321e16500
Spiegel,	w3_d321e16503
Kästen,	w5_d321e16506
Tisch,	w7_d321e16509
Sessel,	w9_d321e16512
Bilder,	w11_d321e16515
Beht=gewandt,	w1_d321e16520
Zinn,	w3_d321e16523
Kupfer,	w5_d321e16526
Meßing,	w7_d321e16529
und	w9_d321e16532
andere	w1_d321e16537
Einrichtungs=sachen,	w3_d321e16540
plus	w5_d321e16543
offerenti	w7_d321e16546
lici	w9_d321e16549
dauto	w1_d321e16554
dem	w3_d321e16557
Meist=bietenden	w5_d321e16560
hindann	w7_d321e16563
gelassen	w9_d321e16566
wer	w11_d321e16569
den.	w1_d321e16575
</p>
<p id="p14_d321e16578">
Von	w1_d321e16582
der	w3_d321e16585
Hochfreyherl.	w5_d321e16588
Ludwigstorfischen	w7_d321e16591
Fidei-	w9_d321e16594
Commiss-herrschaft	w1_d321e16599
Gunderstorf	w3_d321e16602
im	w5_d321e16605
V.	w7_d321e16608
V.	w9_d321e16611
M.	w11_d321e16614
B.	w13_d321e16618
nächst	w1_d321e16623
Ober=hollebrunn	w3_d321e16626
wird	w5_d321e16629
den	w7_d321e16632
17ten	w9_d321e16635
Febr.	w11_d321e16638
fruhe	w1_d321e16644
um	w3_d321e16647
9.	w5_d321e16650
Uhr	w7_d321e16653
die	w9_d321e16656
auf	w11_d321e16659
Absterben	w13_d321e16663
Jgnati	w15_d321e16666
Spann	w17_d321e16669
sein	w1_d321e16674
hinterlassene	w3_d321e16677
Bauern=behausung	w5_d321e16680
im	w7_d321e16683
Markt	w9_d321e16686
Gunderstorf	w1_d321e16691
samt	w3_d321e16694
der	w5_d321e16697
darauf	w7_d321e16700
haftenden	w9_d321e16703
Fleisch	w11_d321e16706
hacker=gerechtigkeit,	w1_d321e16711
dem	w3_d321e16714
Meistbietenden	w5_d321e16717
käuflich	w7_d321e16720
hindann	w1_d321e16726
gegeben	w3_d321e16729
werden,	w5_d321e16732
derohalben	w7_d321e16735
sich	w9_d321e16738
die	w11_d321e16741
Lieb	w13_d321e16745
haber	w1_d321e16750
hierzu	w3_d321e16753
in	w5_d321e16756
oben	w7_d321e16759
besagter	w9_d321e16762
Herrschafts=canzley	w11_d321e16765
an	w1_d321e16770
gemeldten	w3_d321e16773
Tag	w5_d321e16776
und	w7_d321e16779
Stund	w9_d321e16782
anmelden	w11_d321e16785
lassen	w13_d321e16789
sollen.	w1_d321e16794
</p>
<head id="h2_d321e16884">
Berlin	w1_d321e16888
27.	w3_d321e16891
Janari.	w5_d321e16894
</head>
<p id="p4_d321e16897">
Die	w1_d321e16901
Schwedische	w3_d321e16904
Garnison	w5_d321e16907
zu	w7_d321e16910
Anclam,	w9_d321e16913
ist	w11_d321e16916
dem	w1_d321e16921
Exempel	w3_d321e16924
der	w5_d321e16927
von	w7_d321e16930
Demmin	w9_d321e16933
bald	w11_d321e16936
ge	w13_d321e16940
folget,	w1_d321e16945
und	w3_d321e16948
hat	w5_d321e16951
sich	w7_d321e16954
den	w9_d321e16957
21sten	w11_d321e16960
dieses	w13_d321e16964
Mo	w15_d321e16967
nats	w1_d321e16973
zu	w3_d321e16976
Krieges=gefangenen	w5_d321e16979
ergeben,	w7_d321e16982
jedoch,	w9_d321e16985
daß	w1_d321e16990
derselben	w3_d321e16993
erlaubet	w5_d321e16996
worden,	w7_d321e16999
nach	w9_d321e17002
Schwe	w11_d321e17005
den	w1_d321e17010
zurück	w3_d321e17013
zu	w5_d321e17016
kehren,	w7_d321e17019
unter	w9_d321e17022
dem	w11_d321e17025
Verspre	w13_d321e17029
chen,	w1_d321e17034
gegen	w3_d321e17037
Se.	w5_d321e17040
Königl.	w7_d321e17043
Majest.	w9_d321e17046
und	w11_d321e17049
Dero	w13_d321e17053
Alliirten	w1_d321e17059
nicht	w3_d321e17062
zu	w5_d321e17065
dienen,	w7_d321e17068
bis	w9_d321e17071
sie	w11_d321e17074
ausgewech	w13_d321e17078
selt	w1_d321e17083
oder	w3_d321e17086
ranzioniret	w5_d321e17089
worden.	w7_d321e17092
Diese	w9_d321e17095
Gar	w11_d321e17098
nison	w1_d321e17103
hat	w3_d321e17106
aus	w5_d321e17109
1421.	w7_d321e17112
Köpfen	w9_d321e17115
vornehmlich	w11_d321e17118
von	w1_d321e17123
dem	w3_d321e17126
Westgothischen	w5_d321e17129
und	w7_d321e17132
Nyländischen	w9_d321e17135
Regimentern,	w1_d321e17141
wie	w3_d321e17144
auch	w5_d321e17147
denen	w7_d321e17150
grünen	w9_d321e17153
Drago	w11_d321e17156
nern,	w1_d321e17161
bestanden,	w3_d321e17164
und	w5_d321e17167
hat	w7_d321e17170
man	w9_d321e17173
sonst	w11_d321e17176
noch	w13_d321e17180
zu	w15_d321e17183
Anclam	w1_d321e17188
238.	w3_d321e17191
Pferde,	w5_d321e17194
6.	w7_d321e17197
Fahnen,	w9_d321e17200
36.	w11_d321e17203
Ca	w13_d321e17207
nonen,	w1_d321e17212
Mortiers,	w3_d321e17215
und	w5_d321e17218
Haubitzen,	w7_d321e17221
und	w9_d321e17224
ein	w11_d321e17227
mittelmäßiges	w1_d321e17233
Magazin,	w3_d321e17236
gefunden.	w5_d321e17239
</p>
<head id="h2_d321e17245">
Capitulation	w1_d321e17249
der	w3_d321e17252
Garnison	w5_d321e17255
von	w7_d321e17258
Andlam.	w1_d321e17263
</head>
<p id="p4_d321e17266">
1.)	w1_d321e17270
Die	w3_d321e17273
Garnison	w5_d321e17276
marschieret	w7_d321e17279
aus	w9_d321e17282
mit	w11_d321e17285
allen	w1_d321e17290
Ehren=zeichen,	w3_d321e17293
fliegenden	w5_d321e17296
Fahnen,	w7_d321e17299
und	w1_d321e17304
klingenden	w3_d321e17307
Spiele,	w5_d321e17310
durchs	w7_d321e17313
Peen=thor,	w9_d321e17316
allwo	w1_d321e17322
sie	w3_d321e17325
hernach	w5_d321e17328
das	w7_d321e17331
Gewehr	w9_d321e17334
streckt.	w11_d321e17337
Sie	w13_d321e17341
werden	w1_d321e17346
hernach	w3_d321e17349
nach	w5_d321e17352
Stralsund	w7_d321e17355
oder	w9_d321e17358
hin	w11_d321e17361
länglich	w1_d321e17366
escortiret,	w3_d321e17369
allwo	w5_d321e17372
sie	w7_d321e17375
verbleiben,	w9_d321e17378
bis	w11_d321e17381
sie	w1_d321e17386
nach	w3_d321e17389
Schweden	w5_d321e17392
können	w7_d321e17395
hinüber	w9_d321e17398
trans	w11_d321e17401
portiret	w1_d321e17407
werden.	w3_d321e17410
</p>
<p id="p6_d321e17413">
1.)	w1_d321e17417
Die	w3_d321e17420
Garnison	w5_d321e17423
marschieret	w7_d321e17426
mit	w9_d321e17429
al	w11_d321e17432
len	w1_d321e17437
Ehren=zeichen	w3_d321e17440
aus	w5_d321e17443
dem	w7_d321e17446
Stolper	w9_d321e17449
thor,	w1_d321e17454
und	w3_d321e17457
strecket	w5_d321e17460
vor	w7_d321e17463
demselben	w9_d321e17466
auf	w11_d321e17469
dem	w13_d321e17473
ihr	w1_d321e17479
anzuweisenden	w3_d321e17482
Platz	w5_d321e17485
das	w7_d321e17488
Gewehr.	w9_d321e17491
</p>
<p id="p8_d321e17494">
Die	w1_d321e17498
Garnison	w3_d321e17501
muß	w5_d321e17504
sich	w7_d321e17507
den	w9_d321e17510
Platz	w11_d321e17513
ge	w13_d321e17517
fallen	w1_d321e17522
lassen,	w3_d321e17525
wohin	w5_d321e17528
sie	w7_d321e17531
escortiret	w9_d321e17534
wird,	w11_d321e17537
um	w1_d321e17542
eingeschift	w3_d321e17545
werden	w5_d321e17548
zu	w7_d321e17551
können,	w9_d321e17554
und	w11_d321e17557
unverzüglich,	w1_d321e17563
und	w3_d321e17566
so	w5_d321e17569
bald	w7_d321e17572
als	w9_d321e17575
es	w11_d321e17578
mög	w13_d321e17582
lich	w1_d321e17587
ist,	w3_d321e17590
nach	w5_d321e17593
Rügen,	w7_d321e17596
und	w9_d321e17599
so	w11_d321e17602
nach	w13_d321e17606
Schwe	w15_d321e17609
den	w1_d321e17614
überzugehen.	w3_d321e17617
</p>
<p id="p10_d321e17620">
2.)	w1_d321e17624
Sie	w3_d321e17627
werden	w5_d321e17630
alle	w7_d321e17633
als	w9_d321e17636
Kriegsgefan	w11_d321e17639
gene	w1_d321e17644
