<doc id="wr_1761-09-05" attrs="word" year="1761" month="09" day="05" corpus="2">
<head id="h2_d584e3164">
Londer	w1_d584e3168
einige	w11_d584e14033
unter	w13_d584e14037
dem	w15_d584e14040
Namen	w1_d584e14045
des	w3_d584e14048
Judens	w5_d584e14051
Alerander	w7_d584e14054
Oesterreicher	w9_d584e14057
aus	w11_d584e14060
der	w1_d584e14066
vorigen	w3_d584e14069
Lieferung	w5_d584e14072
ausgestellte	w7_d584e14075
Chartabian	w9_d584e14078
quen	w1_d584e14083
sich	w3_d584e14086
in	w5_d584e14089
Handen	w7_d584e14092
befinden,	w9_d584e14095
bey	w11_d584e14098
der	w13_d584e14102
von	w15_d584e14105
der	w17_d584e14108
Königl.	w1_d584e14113
Hungarischen	w3_d584e14116
Statthalterey,	w5_d584e14119
oder	w7_d584e14122
so	w9_d584e14125
genannten	w1_d584e14130
Königl.	w3_d584e14133
Locum-tenential-Consilio	w5_d584e14136
in	w7_d584e14139
der	w1_d584e14145
Jud	w3_d584e14148
Oesterreicherischen	w5_d584e14151
Cridä=sache	w7_d584e14154
angeord	w9_d584e14157
neten	w1_d584e14162
Commißion	w3_d584e14165
sich	w5_d584e14168
also	w7_d584e14171
gewiß	w9_d584e14174
inner	w11_d584e14177
drey	w13_d584e14181
Mo	w15_d584e14184
naten	w1_d584e14189
von	w3_d584e14192
Zeit	w5_d584e14195
der	w7_d584e14198
Affigirung	w9_d584e14201
dieses	w11_d584e14204
Edicts	w13_d584e14208
an	w15_d584e14211
melden,	w1_d584e14216
die	w3_d584e14219
solchergestalten	w5_d584e14222
in	w7_d584e14225
Händen	w9_d584e14228
habende	w11_d584e14231
Jud	w1_d584e14237
Oesterreicherische	w3_d584e14240
Charta=bianquen,	w5_d584e14243
oder	w7_d584e14246
Blanqueten	w1_d584e14251
produciren,	w3_d584e14254
und	w5_d584e14257
ihre	w7_d584e14260
etwa	w9_d584e14263
darauf	w11_d584e14266
habende	w1_d584e14271
Forderungen	w3_d584e14274
liquidiren,	w5_d584e14277
und	w7_d584e14280
darthun,	w9_d584e14283
wie	w1_d584e14288
im	w3_d584e14291
widrigen,	w5_d584e14294
und	w7_d584e14297
nach	w9_d584e14300
Verfliessung	w11_d584e14303
solch	w13_d584e14307
anberaumten	w1_d584e14313
drey	w3_d584e14316
monatlichen	w5_d584e14319
Termins	w7_d584e14322
derley	w9_d584e14325
Charta=bianquen	w1_d584e14330
nicht	w3_d584e14333
mehr	w5_d584e14336
angenommen,	w7_d584e14339
son	w9_d584e14342
dern	w1_d584e14347
für	w3_d584e14350
ungiltig,	w5_d584e14353
null	w7_d584e14356
und	w9_d584e14359
nichtig	w11_d584e14362
angesehen	w13_d584e14366
seyn,	w15_d584e14369
und	w1_d584e14374
erkennet	w3_d584e14377
werden	w5_d584e14380
sollen:	w7_d584e14383
Als	w9_d584e14386
wird	w11_d584e14389
diese	w13_d584e14393
aller	w15_d584e14396
höchste	w1_d584e14402
Verordnung	w3_d584e14405
jedermann	w5_d584e14408
zu	w7_d584e14411
dem	w9_d584e14414
Ende	w11_d584e14417
hie	w13_d584e14421
mit	w1_d584e14426
kund	w3_d584e14429
gemacht,	w5_d584e14432
damit	w7_d584e14435
alle	w9_d584e14438
und	w11_d584e14441
jede	w13_d584e14445
Eingangs	w15_d584e14448
benannte	w1_d584e14453
Partheyen	w3_d584e14456
sich	w5_d584e14459
hiernach	w7_d584e14462
gehorsamst	w9_d584e14465
zu	w11_d584e14468
richten,	w1_d584e14473
und	w3_d584e14476
für	w5_d584e14479
Schaden	w7_d584e14482
allenfalls	w9_d584e14485
selbsten	w11_d584e14488
zu	w13_d584e14492
hüten	w1_d584e14498
wissen	w3_d584e14501
mögen.	w5_d584e14504
Wien	w7_d584e14507
den	w9_d584e14510
13.	w11_d584e14513
Aug.	w13_d584e14517
1761.	w15_d584e14520
</p>
<p id="p22_d584e14523">
Es	w1_d584e14527
wird	w3_d584e14530
hiemit	w5_d584e14533
kund	w7_d584e14536
und	w9_d584e14539
zu	w11_d584e14542
wissen	w13_d584e14546
gemacht,	w15_d584e14549
daß	w1_d584e14554
von	w3_d584e14557
der	w5_d584e14560
Herrschaft	w7_d584e14563
vesten	w9_d584e14566
und	w11_d584e14569
Radaun	w13_d584e14573
das	w15_d584e14576
alda	w17_d584e14579
gelegene	w1_d584e14584
Baad=haus	w3_d584e14587
samt	w5_d584e14590
Zugehörungen	w7_d584e14593
alltäg	w9_d584e14596
lich	w1_d584e14602
in	w3_d584e14605
Bestand	w5_d584e14608
zu	w7_d584e14611
verlassen	w9_d584e14614
seye,	w11_d584e14617
wer	w13_d584e14621
demnach	w15_d584e14624
ein	w1_d584e14629
solches	w3_d584e14632
in	w5_d584e14635
Bestand	w7_d584e14638
zu	w9_d584e14641
nehmen	w11_d584e14644
ein	w13_d584e14648
Belieben	w15_d584e14651
traget,	w1_d584e14656
hat	w3_d584e14659
sich	w5_d584e14662
in	w7_d584e14665
obbesagt=herrschaftlicher	w9_d584e14668
Amts	w11_d584e14671
canzley	w1_d584e14676
anzumelden.	w3_d584e14679
</p>
<p id="p24_d584e14683">
Von	w1_d584e14687
N.	w3_d584e14690
Burgermeister	w5_d584e14693
Richter	w7_d584e14696
und	w9_d584e14699
Raht	w11_d584e14702
der	w13_d584e14706
Landes=fürstl.	w1_d584e14711
Stadt	w3_d584e14714
Lag	w5_d584e14717
wegen,	w7_d584e14720
wird	w9_d584e14723
hiemit	w11_d584e14726
edermänniglich	w1_d584e14731
kund	w3_d584e14734
und	w5_d584e14737
zu	w7_d584e14740
wissen	w9_d584e14743
gemacht:	w11_d584e14746
wasgestalten	w1_d584e14752
das	w3_d584e14755
hiesig	w5_d584e14758
gemeiner	w7_d584e14761
Stadt	w9_d584e14764
angehö	w11_d584e14767
rige	w1_d584e14772
Bräu=haus	w3_d584e14775
à	w5_d584e14778
1ma.	w7_d584e14781
Januarii	w9_d584e14784
künftigen	w11_d584e14787
1762.	w13_d584e14791
Jahrs	w1_d584e14796
anfangend,	w3_d584e14799
mehrmalen	w5_d584e14802
auf	w7_d584e14805
3.	w9_d584e14808
nach	w11_d584e14811
ein	w13_d584e14815
ander	w1_d584e14820
folgende	w3_d584e14823
Jahr	w5_d584e14826
Licitations=weise	w7_d584e14829
in	w9_d584e14832
Bestand	w11_d584e14835
verlassen	w1_d584e14841
werden	w3_d584e14844
solle.	w5_d584e14847
Wann	w7_d584e14850
nur	w9_d584e14853
zur	w11_d584e14856
diesfälli	w13_d584e14860
gen	w1_d584e14865
Tagsatzung	w3_d584e14868
der	w5_d584e14871
30.	w7_d584e14874
nachfolgenden	w9_d584e14877
Monats	w11_d584e14880
Septemb.	w1_d584e14885
anberaumet	w3_d584e14888
ist.	w5_d584e14891
Als	w7_d584e14894
werden	w9_d584e14897
alle	w11_d584e14900
und	w13_d584e14904
jede,	w1_d584e14909
welche	w3_d584e14912
obbemeldtes	w5_d584e14915
Bräu=haus	w7_d584e14918
in	w9_d584e14921
Bestand	w11_d584e14924
zu	w1_d584e14930
nehmen	w3_d584e14933
gedenken,	w5_d584e14936
an	w7_d584e14939
bestimmten	w9_d584e14942
Tag	w11_d584e14945
fruh	w13_d584e14949
um	w1_d584e14954
8	w3_d584e14957
Uhr	w5_d584e14960
auf	w7_d584e14963
dem	w9_d584e14966
Kaiserl.	w11_d584e14969
Königl.	w13_d584e14973
Raht=haus	w15_d584e14976
alhier	w1_d584e14981
erscheinen,	w3_d584e14984
und	w5_d584e14987
sich	w7_d584e14990
durch	w9_d584e14993
den	w11_d584e14996
Rahts	w13_d584e15000
die	w15_d584e15003
ner	w1_d584e15008
anmelden	w3_d584e15011
lassen,	w5_d584e15014
wo	w7_d584e15017
sodann	w9_d584e15020
die	w11_d584e15023
Licitation	w13_d584e15027
vor	w15_d584e15030
genommen,	w1_d584e15036
und	w3_d584e15039
mit	w5_d584e15042
dem	w7_d584e15045
Meistbietenden	w9_d584e15048
der	w11_d584e15051
Be	w13_d584e15055
stand	w1_d584e15060
geschlossen	w3_d584e15063
werden	w5_d584e15066
solle.	w7_d584e15069
</p>
<p id="p26_d584e15072">
Von	w1_d584e15076
N.	w3_d584e15079
Burgermeister	w5_d584e15082
Richter	w7_d584e15085
und	w9_d584e15088
Raht	w11_d584e15091
der	w13_d584e15095
Lendes=fürstl.	w1_d584e15100
Stadt	w3_d584e15103
Lag	w5_d584e15106
wegen,	w7_d584e15109
wird	w9_d584e15112
hiemit	w11_d584e15115
jedermänniglich	w1_d584e15120
kund	w3_d584e15123
und	w5_d584e15126
zu	w7_d584e15129
wissen	w9_d584e15132
gemacht:	w11_d584e15135
wasgestalten	w1_d584e15141
die	w3_d584e15144
hiesig	w5_d584e15147
gemeiner	w7_d584e15150
Stadt	w9_d584e15153
angehö	w11_d584e15156
</p>
<p id="p28_d584e15159">
rig,	w1_d584e15163
mit	w3_d584e15166
9.	w5_d584e15169
Gängen	w7_d584e15172
(worunter	w9_d584e15175
auch	w11_d584e15178
die	w13_d584e15182
Brein	w15_d584e15185
mühl	w1_d584e15190
verstanden	w3_d584e15193
ist)	w5_d584e15196
samt	w7_d584e15199
der	w9_d584e15202
Tuch=walk	w11_d584e15205
verse	w13_d584e15209
henen	w1_d584e15214
Mahl=mühl	w3_d584e15217
à	w5_d584e15220
1ma.	w7_d584e15223
Januarii	w9_d584e15226
künftigen	w11_d584e15229
1762.	w1_d584e15235
Jahrs	w3_d584e15238
anfangend,	w5_d584e15241
mehrmalen	w7_d584e15244
auf	w9_d584e15247
3.	w11_d584e15250
nach	w13_d584e15254
einander	w1_d584e15259
folgende	w3_d584e15262
Jahr	w5_d584e15265
Licitations=weise	w7_d584e15268
in	w9_d584e15271
Be	w11_d584e15274
stand	w1_d584e15279
verlassen	w3_d584e15282
werden	w5_d584e15285
solle.	w7_d584e15288
Wann	w9_d584e15291
nun	w11_d584e15294
zur	w13_d584e15298
dies	w15_d584e15301
fälligen	w1_d584e15306
Tagsatzung	w3_d584e15309
der	w5_d584e15312
30.	w7_d584e15315
nächstfolgenden	w9_d584e15318
Mo	w11_d584e15321
nats	w1_d584e15327
Septemb.	w3_d584e15330
anberaumet	w5_d584e15333
ist.	w7_d584e15336
Als	w9_d584e15339
werden	w11_d584e15342
alle	w13_d584e15346
und	w1_d584e15351
jede,	w3_d584e15354
welche	w5_d584e15357
obbeschriebene	w7_d584e15360
Mahl=mühl	w9_d584e15363
in	w11_d584e15366
Bestand	w1_d584e15371
zu	w3_d584e15374
nehmen	w5_d584e15377
gedenken,	w7_d584e15380
am	w9_d584e15383
bestimmten	w11_d584e15386
Tag	w1_d584e15391
fruh	w3_d584e15394
um	w5_d584e15397
8.	w7_d584e15400
Uhr	w9_d584e15403
auf	w11_d584e15406
den	w13_d584e15410
Kaiserl.	w15_d584e15413
Königl.	w17_d584e15416
Raht=haus	w1_d584e15422
allhier	w3_d584e15425
erscheinen,	w5_d584e15428
und	w7_d584e15431
sich	w9_d584e15434
durch	w11_d584e15437
den	w13_d584e15441
Rahts=diener	w1_d584e15446
anmelden	w3_d584e15449
lassen,	w5_d584e15452
wo	w7_d584e15455
sodann	w9_d584e15458
die	w11_d584e15461
Licitation	w1_d584e15466
vorgenommen,	w3_d584e15469
und	w5_d584e15472
mit	w7_d584e15475
dem	w9_d584e15478
Meist	w11_d584e15481
bietenden	w1_d584e15486
der	w3_d584e15489
Bestand	w5_d584e15492
geschlossen	w7_d584e15495
werden	w9_d584e15498
solle.	w11_d584e15501
</p>
<p id="p30_d584e15504">
Von	w1_d584e15508
des	w3_d584e15511
Collegii	w5_d584e15514
S.	w7_d584e15517
J.	w9_d584e15520
in	w11_d584e15523
Crems,	w13_d584e15527
als	w15_d584e15530
Herrschaft	w17_d584e15533
Winklberg	w1_d584e15538
wegen,	w3_d584e15541
nächst	w5_d584e15544
Kirchberg	w7_d584e15547
am	w9_d584e15550
Wagram,	w11_d584e15553
wird	w1_d584e15558
hierdurch	w3_d584e15561
jedermänniglich	w5_d584e15564
kund	w7_d584e15567
und	w9_d584e15570
zu	w11_d584e15573
wis	w13_d584e15577
sen	w1_d584e15583
gethan,	w3_d584e15586
daß,	w5_d584e15589
nachdeme	w7_d584e15592
um	w9_d584e15595
das	w11_d584e15598
zu	w13_d584e15602
ersagter	w15_d584e15605
Herrschaft	w1_d584e15610
Winklberg	w3_d584e15613
unterthänig	w5_d584e15616
Hufschmidi	w7_d584e15619
sche	w1_d584e15624
Haus	w3_d584e15627
und	w5_d584e15630
Gerechtigkeit,	w7_d584e15633
samt	w9_d584e15636
darzu	w11_d584e15639
gehö	w13_d584e15643
rigen	w1_d584e15648
Haus	w3_d584e15651
und	w5_d584e15654
Uberländ=grundstücken	w7_d584e15657
zu	w9_d584e15660
Rup	w11_d584e15663
perstall	w1_d584e15669
bey	w3_d584e15672
der	w5_d584e15675
angeordneten	w7_d584e15678
Licitationstagsa	w9_d584e15681
tzung	w1_d584e15686
ihren	w3_d584e15689
Effect	w5_d584e15692
nicht	w7_d584e15695
erreichet	w9_d584e15698
hat,	w11_d584e15701
wiederum	w13_d584e15705
eine	w1_d584e15710
weitere	w3_d584e15713
auf	w5_d584e15716
den	w7_d584e15719
2.	w9_d584e15722
künftigen	w11_d584e15725
Monats	w13_d584e15729
Oet.	w15_d584e15732
anberaumet	w1_d584e15737
worden	w3_d584e15740
seye;	w5_d584e15743
dahero	w7_d584e15746
dann	w9_d584e15749
diejenige,	w11_d584e15752
so	w1_d584e15758
obbemeldtes	w3_d584e15761
Schmid=haus,	w5_d584e15764
samt	w7_d584e15767
Gerechtig	w9_d584e15770
keit,	w1_d584e15775
auch	w3_d584e15778
Haus	w5_d584e15781
und	w7_d584e15784
Uberländ=grundstücken	w9_d584e15787
an	w11_d584e15790
sich	w1_d584e15795
zu	w3_d584e15798
bringen	w5_d584e15801
gedenken,	w7_d584e15804
am	w9_d584e15807
vorbesagten	w11_d584e15810
Tag	w13_d584e15814
in	w1_d584e15819
der	w3_d584e15822
mentionirt	w5_d584e15825
Herrschaft	w7_d584e15828
Winklbergischen	w9_d584e15831
Amts=canzley	w1_d584e15837
fruh	w3_d584e15840
um	w5_d584e15843
9.	w7_d584e15846
Uhr	w9_d584e15849
alda	w11_d584e15852
zu	w13_d584e15856
erschei	w15_d584e15859
nen	w1_d584e15864
haben.	w3_d584e15867
</p>
<p id="p32_d584e15870">
Wir	w1_d584e15874
Kaiserl.	w3_d584e15877
Königl.	w5_d584e15880
Raht	w7_d584e15883
und	w9_d584e15886
Stadtan	w11_d584e15889
wald,	w1_d584e15894
wie	w3_d584e15897
Magistrat	w5_d584e15900
der	w7_d584e15903
Kaiserl.	w9_d584e15906
Königl.	w11_d584e15909
Stadt	w13_d584e15913
und	w1_d584e15918
Gränitz=festung	w3_d584e15921
Temesvars,	w5_d584e15924
geben	w7_d584e15927
hiemit	w9_d584e15930
allen	w1_d584e15936
und	w3_d584e15939
jeden,	w5_d584e15942
sonderheitlichen	w7_d584e15945
aber	w9_d584e15948
denen	w11_d584e15951
da	w13_d584e15955
ran	w1_d584e15960
gelegen,	w3_d584e15963
zu	w5_d584e15966
vernehmen:	w7_d584e15969
welchergestalten,	w9_d584e15972
vermög	w1_d584e15977
gerichtlich	w3_d584e15980
vorgekommen	w5_d584e15983
und	w7_d584e15986
zu	w9_d584e15989
unseren	w11_d584e15992
Handen	w1_d584e15997
gediehener	w3_d584e16000
Urkund	w5_d584e16003
sich	w7_d584e16006
verificiret	w9_d584e16009
habe,	w11_d584e16012
daß	w1_d584e16018
ein	w3_d584e16021
gewest	w5_d584e16024
unserer	w7_d584e16027
Pupill,	w9_d584e16030
Namens:	w11_d584e16033
Ferdi	w13_d584e16037
nand	w1_d584e16042
Reindl,	w3_d584e16045
zu	w5_d584e16048
Jena	w7_d584e16051
in	w9_d584e16054
Sachsen	w11_d584e16057
verstorben	w13_d584e16061
seye.	w1_d584e16066
Ob	w3_d584e16069
nun	w5_d584e16072
zwar	w7_d584e16075
schon	w9_d584e16078
dieser	w11_d584e16081
Pupill	w13_d584e16085
seine	w15_d584e16088
Ma	w17_d584e16091
jorenitäts=jahre	w1_d584e16096
erreichet,	w3_d584e16099
aus	w5_d584e16102
unser	w7_d584e16105
oberger	w9_d584e16108
hablichen	w1_d584e16114
Obsorg	w3_d584e16117
bereits	w5_d584e16120
ausgetretten,	w7_d584e16123
und	w9_d584e16126
mit	w11_d584e16129
seinem	w1_d584e16134
Vermögen	w3_d584e16137
abgefertiget	w5_d584e16140
worden,	w7_d584e16143
inzwischen	w9_d584e16146
aber	w1_d584e16151
demselben	w3_d584e16154
eine	w5_d584e16157
andere	w7_d584e16160
dermalen	w9_d584e16163
bey	w11_d584e16166
uns	w13_d584e16170
be	w15_d584e16173
findliche	w1_d584e16178
Erbschaft	w3_d584e16181
angefallen	w5_d584e16184
ist,	w7_d584e16187
so	w9_d584e16190
mit	w11_d584e16193
Rech	w13_d584e16197
tens	w1_d584e16203
erforderlich	w3_d584e16206
seyn	w5_d584e16209
will	w7_d584e16212
zu	w9_d584e16215
Ausfindiemachung	w11_d584e16218
derenjenigen,	w1_d584e16223
welche	w3_d584e16226
an	w5_d584e16229
sothaner	w7_d584e16232
ruckgebliebener	w9_d584e16235
Verlassenschaft	w1_d584e16240
hæredis,	w3_d584e16243
vel	w5_d584e16246
quocunque	w7_d584e16249
alio	w9_d584e16252
de-	w11_d584e16255
mum	w1_d584e16260
Titulo	w3_d584e16263
einige	w5_d584e16266
Sprüch	w7_d584e16269
und	w9_d584e16272
Anforderungen	w11_d584e16275
haben,	w1_d584e16281
oder	w3_d584e16284
zu	w5_d584e16287
stellen	w7_d584e16290
vermeinen,	w9_d584e16293
sothanen	w11_d584e16296
Tod	w13_d584e16300
fall	w1_d584e16305
durch	w3_d584e16308
gegenwärtig	w5_d584e16311
offentliches	w7_d584e16314
Edict	w9_d584e16317
zu	w11_d584e16320
dem	w13_d584e16324
Ende	w1_d584e16329
kund	w3_d584e16332
zu	w5_d584e16335
machen,	w7_d584e16338
womit	w9_d584e16341
diese	w11_d584e16344
Reindlische	w13_d584e16348
Verlassenschaft	w1_d584e16353
der	w3_d584e16356
Ordnung	w5_d584e16359
abgehandlet	w7_d584e16362
werden	w9_d584e16365
möge;	w1_d584e16371
und	w3_d584e16374
da	w5_d584e16377
wir	w7_d584e16380
dann	w9_d584e16383
zu	w11_d584e16386
behöriger	w13_d584e16390
Anmeld	w15_d584e16393
</p>
<p id="p38_d584e16407">
und	w1_d584e16411
Liquidirung	w3_d584e16414
sothaner	w5_d584e16417
Erb=rechten,	w7_d584e16420
oder	w9_d584e16423
auch	w1_d584e16428
anderer	w3_d584e16431
Forderungen	w5_d584e16434
den	w7_d584e16437
22.	w9_d584e16440
Monats=tag	w11_d584e16443
Septemb.	w1_d584e16448
künftigen	w3_d584e16451
1762.	w5_d584e16454
Jahrs	w7_d584e16457
pro	w9_d584e16460
Leimino	w11_d584e16463
1mo.	w1_d584e16469
2do.	w3_d584e16472
&	w5_d584e16475
tio.	w7_d584e16478
angeordner;	w9_d584e16481
als	w11_d584e16484
erforderen,	w13_d584e16488
und	w1_d584e16493
citiren	w3_d584e16496
wir	w5_d584e16499
allerseits	w7_d584e16502
Jntereßirte	w9_d584e16505
hiemit,	w11_d584e16508
auf	w1_d584e16513
daß	w3_d584e16516
dieselbe	w5_d584e16519
an	w7_d584e16522
obbestimmten	w9_d584e16525
Tag	w11_d584e16528
fruh	w13_d584e16532
um	w15_d584e16535
9.	w17_d584e16538
Uhr	w1_d584e16543
entweder	w3_d584e16546
selbst	w5_d584e16549
persönlich,	w7_d584e16552
oder	w9_d584e16555
durch	w11_d584e16558
genug	w13_d584e16562
sam	w1_d584e16568
hierzu	w3_d584e16571
Bevollmächtigte	w5_d584e16574
vor	w7_d584e16577
uns	w9_d584e16580
auf	w11_d584e16583
gemei	w13_d584e16587
ner	w1_d584e16592
Stadt	w3_d584e16595
Raht	w5_d584e16598
haus	w7_d584e16601
also	w9_d584e16604
gewiß	w11_d584e16607
erscheinen,	w13_d584e16611
ihre	w15_d584e16614
Anforderungen	w1_d584e16619
behörig	w3_d584e16622
anmelden,	w5_d584e16625
auch	w7_d584e16628
der	w9_d584e16631
Ord	w11_d584e16634
nung	w1_d584e16639
nach	w3_d584e16642
untereinstens	w5_d584e16645
liquidiren,	w7_d584e16648
und	w9_d584e16651
erwei	w11_d584e16654
sen,	w1_d584e16660
als	w3_d584e16663
im	w5_d584e16666
widrigen	w7_d584e16669
die	w9_d584e16672
Anwesende	w11_d584e16675
mit	w13_d584e16679
ihren	w15_d584e16682
Nohtdurften	w1_d584e16687
vernommen,	w3_d584e16690
die	w5_d584e16693
Verlassenschatt	w7_d584e16696
ex	w9_d584e16699
officio	w1_d584e16704
abgehandlet,	w3_d584e16707
und	w5_d584e16710
denen	w7_d584e16713
etwa	w9_d584e16716
hierzu	w11_d584e16719
sich	w13_d584e16723
Legitimirenden	w1_d584e16728
eingeantwortet,	w3_d584e16731
denen	w5_d584e16734
Ausblei	w7_d584e16737
benden	w1_d584e16743
aber	w3_d584e16746
das	w5_d584e16749
ewige	w7_d584e16752
Stillschweigen	w9_d584e16755
auferleget	w11_d584e16758
werden	w1_d584e16763
solle.	w3_d584e16766
Artum	w5_d584e16769
Teinesval	w7_d584e16772
4	w9_d584e16775
Aug.	w11_d584e16778
1761.	w13_d584e16782
</p>
<list id="l40_d584e16785">
</list>
<p id="p42_d584e16790">
in	w1_d584e16794
Mil.	w3_d584e16797
in	w5_d584e16800
Erz	w7_d584e16803
herzogtun	w9_d584e16806
Oesterreich	w11_d584e16809
unter	w13_d584e16813
und	w15_d584e16816
ob	w1_d584e16821
der	w3_d584e16824
Enns	w5_d584e16827
wegen,	w7_d584e16830
wird	w9_d584e16833
hiemit	w11_d584e16836
durch	w13_d584e16840
dieses	w15_d584e16843
offentliche	w1_d584e16848
Edict	w3_d584e16851
jedermänniglich,	w5_d584e16854
deme	w7_d584e16857
daran	w9_d584e16860
ge	w11_d584e16863
legen,	w1_d584e16869
kund	w3_d584e16872
und	w5_d584e16875
zu	w7_d584e16878
wissen	w9_d584e16881
gemacht:	w11_d584e16884
Was	w13_d584e16888
gestal	w15_d584e16891
ten	w1_d584e16896
auf	w3_d584e16899
des	w5_d584e16902
Johann	w7_d584e16905
Jacob	w9_d584e16908
Dernuscheck,	w11_d584e16911
J.	w13_d584e16915
U.	w15_d584e16918
D.	w17_d584e16921
auch	w1_d584e16926
Hof	w3_d584e16929
kriegs=rahts	w5_d584e16932
und	w7_d584e16935
Gerichts=advocaten,	w9_d584e16938
als	w1_d584e16943
zu	w3_d584e16946
Vertrett	w5_d584e16949
und	w7_d584e16952
Richtigstellung	w9_d584e16955
der	w11_d584e16958
von	w13_d584e16962
dem	w15_d584e16965
in	w1_d584e16971
Spanischen	w3_d584e16974
Spital	w5_d584e16977
alhier	w7_d584e16980
verstorben	w9_d584e16983
Kaiserl.	w11_d584e16986
Königl.	w1_d584e16991
Leutenants,	w3_d584e16994
Wilhelm	w5_d584e16997
von	w7_d584e17000
Redmonds	w9_d584e17003
seel.	w1_d584e17008
Verlassenschaft	w3_d584e17011
Gerichtl	w5_d584e17014
verordneten	w7_d584e17017
Cura	w9_d584e17020
toris	w1_d584e17025
gehorsamstes	w3_d584e17028
Anlangen	w5_d584e17031
verwilliget	w7_d584e17034
worden,	w9_d584e17037
daß	w1_d584e17043
alle	w3_d584e17046
diejenige,	w5_d584e17049
welche	w7_d584e17052
an	w9_d584e17055
ernt	w11_d584e17058
ersagtLeute	w13_d584e17062
nant	w1_d584e17067
Wilhelm	w3_d584e17070
von	w5_d584e17073
Redmonds	w7_d584e17076
seel.	w9_d584e17079
Verlassen	w11_d584e17082
schaft	w1_d584e17087
titulo	w3_d584e17090
Crediti,	w5_d584e17093
aut	w7_d584e17096
ali	w9_d584e17099
quocunque	w11_d584e17102
einige	w13_d584e17106
Sprüche	w1_d584e17111
oder	w3_d584e17114
andere	w5_d584e17117
Forderungen	w7_d584e17120
haben,	w9_d584e17123
oder	w11_d584e17126
zu	w1_d584e17132
machen	w3_d584e17135
vermeinen,	w5_d584e17138
durch	w7_d584e17141
Ausfertigung	w9_d584e17144
gewöhn	w11_d584e17147
licher	w1_d584e17152
Convocations	w3_d584e17155
edicten	w5_d584e17158
peremptorie	w7_d584e17161
sub	w9_d584e17164
clau-	w11_d584e17167
sula	w1_d584e17172
præclus	w3_d584e17175
einberusfen	w5_d584e17178
werden	w7_d584e17181
sollen;	w9_d584e17184
Wann	w11_d584e17187
nun	w1_d584e17192
zu	w3_d584e17195
diesem	w5_d584e17198
Ende	w7_d584e17201
der	w9_d584e17204
27.	w11_d584e17207
Nov.	w13_d584e17211
die	w15_d584e17214
Jahrs	w17_d584e17217
fruhe	w1_d584e17223
um	w3_d584e17226
9.	w5_d584e17229
Uhr	w7_d584e17232
bey	w9_d584e17235
dieses	w11_d584e17238
Kaiserl.	w13_d584e17242
Königl.	w15_d584e17245
Jua.	w17_d584e17248
Deleg.	w1_d584e17253
mixt	w3_d584e17256
in	w5_d584e17259
Milit.	w7_d584e17262
auf	w9_d584e17265
der	w11_d584e17268
Sailerstadt	w13_d584e17272
in	w15_d584e17275
der	w17_d584e17278
sogenannten	w1_d584e17283
Holerstauden	w3_d584e17286
im	w5_d584e17289
ersten	w7_d584e17292
Stock	w9_d584e17295
befind	w11_d584e17298
lichen	w1_d584e17303
Canzley	w3_d584e17306
pro	w5_d584e17309
1mo,	w7_d584e17312
2do	w9_d584e17315
&	w11_d584e17318
3tio	w13_d584e17322
Termino	w15_d584e17325
zu	w17_d584e17328
erscheinen	w1_d584e17334
bestimmet	w3_d584e17337
worden	w5_d584e17340
ist;	w7_d584e17343
Solchemnach	w9_d584e17346
werden	w1_d584e17351
alle	w3_d584e17354
und	w5_d584e17357
jede	w7_d584e17360
Leutenant	w9_d584e17363
Wilhelm	w11_d584e17366
von	w13_d584e17370
Redmondssische	w1_d584e17375
Glaubigere	w3_d584e17378
an	w5_d584e17381
obbestimmten	w7_d584e17384
Tag	w9_d584e17387
und	w1_d584e17392
Stund	w3_d584e17395
entweder	w5_d584e17398
selbst	w7_d584e17401
persönlich,	w9_d584e17404
oder	w11_d584e17407
durch	w13_d584e17411
genugsam	w1_d584e17417
instruirte	w3_d584e17420
Bevollmächtigte	w5_d584e17423
alsogewiß	w7_d584e17426
zu	w1_d584e17431
erscheinen,	w3_d584e17434
und	w5_d584e17437
ihre	w7_d584e17440
etwann	w9_d584e17443
habende	w11_d584e17446
Sprü	w13_d584e17450
che	w1_d584e17455
oder	w3_d584e17458
andere,	w5_d584e17461
wie	w7_d584e17464
sie	w9_d584e17467
immer	w11_d584e17470
Namen	w13_d584e17474
haben	w15_d584e17477
mögenn	w1_d584e17482
und	w3_d584e17485
an	w5_d584e17488
diese	w7_d584e17491
Verlassenschaft	w9_d584e17494
zu	w11_d584e17497
stellen	w13_d584e17501
ver	w15_d584e17504
meinende	w1_d584e17510
Prarunonen	w3_d584e17513
anzumelden,	w5_d584e17516
und	w7_d584e17519
Rechts	w9_d584e17522
bestandig	w1_d584e17527
zu	w3_d584e17530
liquidiren,	w5_d584e17533
auch	w7_d584e17536
respectivi	w9_d584e17539
sich	w11_d584e17542
zu	w13_d584e17546
le	w15_d584e17549
gitimiren	w1_d584e17554
wissen,	w3_d584e17557
wie	w5_d584e17560
imwidrigen	w7_d584e17563
auf	w9_d584e17566
derensel	w11_d584e17569
ben	w1_d584e17574
Ausbleiben	w3_d584e17577
des	w5_d584e17580
eröftert=Leutenant	w7_d584e17583
Redmonds	w9_d584e17586
sische	w1_d584e17592
seel.	w3_d584e17595
Verlassenschaft	w5_d584e17598
ex	w7_d584e17601
officio	w9_d584e17604
