<doc id="wr_1758-07-19" attrs="word" year="1758" month="07" day="19" corpus="2">
<head id="h2_d262e3122">
Wißmayr	w1_d262e3126
bl.	w9_d262e13949
Schif	w11_d262e13952
in	w13_d262e13956
der	w15_d262e13959
Jo	w17_d262e13962
sephit,	w1_d262e13967
alt	w3_d262e13970
47.	w5_d262e13973
J.	w7_d262e13976
Anna	w1_d262e13982
Diplin,	w3_d262e13985
led.	w5_d262e13988
M.,	w7_d262e13991
beyn	w9_d262e13994
3.	w11_d262e13997
Taub.	w13_d262e14001
bey	w15_d262e14004
Marle	w17_d262e14007
hürf,	w1_d262e14012
alt	w3_d262e14015
19.	w5_d262e14018
J.	w7_d262e14021
Der	w1_d262e14026
Cathar.	w3_d262e14029
Rimlerin,	w5_d262e14032
Wittwe,	w7_d262e14035
ihr	w9_d262e14038
K.	w11_d262e14041
Theres.,	w13_d262e14045
im	w15_d262e14048
Tischleris.	w1_d262e14053
H.	w3_d262e14056
in	w5_d262e14059
der	w7_d262e14062
Leopoldst.,	w9_d262e14065
alt	w11_d262e14068
4.	w13_d262e14072
J.	w15_d262e14075
Joh.	w1_d262e14081
Flanakreiß,	w3_d262e14084
Bind.,	w5_d262e14087
beym	w7_d262e14090
weis.	w9_d262e14093
Kreutz	w11_d262e14096
an	w13_d262e14100
der	w15_d262e14103
Wien,	w1_d262e14108
alt	w3_d262e14111
35.	w5_d262e14114
J.	w7_d262e14117
</list>
<head id="h2_d262e14124">
Summa	w1_d262e14128
11.	w3_d262e14131
Person.,	w5_d262e14134
darunter	w7_d262e14137
2.	w9_d262e14140
Kind.	w11_d262e14143
Den	w1_d262e14148
17.	w3_d262e14151
Julii.	w5_d262e14154
Jn	w1_d262e14159
der	w3_d262e14162
Stadt.	w5_d262e14165
Carl	w1_d262e14171
Wilker,	w3_d262e14174
Burgerl.	w5_d262e14177
Schuh=mach.,	w7_d262e14180
im	w9_d262e14183
Gemin	w11_d262e14186
</head>
<list id="l4_d262e14189">
ger=hof,	w1_d262e14193
alt	w3_d262e14196
69.	w5_d262e14199
J.	w7_d262e14202
</list>
<head id="h2_d262e14209">
Vor	w1_d262e14213
der	w3_d262e14216
Stadt.	w5_d262e14219
</head>
<list id="l4_d262e14222">
Dem	w1_d262e14226
Mich	w3_d262e14229
Schäffer,	w5_d262e14232
Burgerl.	w7_d262e14235
Schneid.,	w9_d262e14238
s.	w11_d262e14241
K.	w13_d262e14245
Franz,	w1_d262e14250
im	w3_d262e14253
Frey=gut	w5_d262e14256
auf	w7_d262e14259
der	w9_d262e14262
Wied.,	w11_d262e14265
alt	w13_d262e14269
5.	w15_d262e14272
J.	w17_d262e14275
Dem	w1_d262e14280
Franz	w3_d262e14283
Exermack,	w5_d262e14286
Herrschaftl.	w7_d262e14289
Zucker	w9_d262e14292
beck.,	w11_d262e14295
s.	w13_d262e14299
E.	w15_d262e14302
Joh.,	w1_d262e14308
beym	w3_d262e14311
Rit.	w5_d262e14314
St.	w7_d262e14317
Georg	w9_d262e14320
in	w11_d262e14323
der	w13_d262e14327
Josephst.,	w15_d262e14330
17.	w17_d262e14333
J.	w19_d262e14336
Dem	w1_d262e14341
Paul=Weißhapl.,	w3_d262e14344
Herren=koch,	w5_d262e14347
s.	w7_d262e14350
K.	w9_d262e14353
Heinr.,	w11_d262e14356
beym	w1_d262e14361
weis.	w3_d262e14364
Löw.	w5_d262e14367
in	w7_d262e14370
der	w9_d262e14373
Alster=gas,	w11_d262e14376
alt	w13_d262e14380
6	w15_d262e14383
J.	w17_d262e14386
Dem	w1_d262e14391
Paul	w3_d262e14394
Brener,	w5_d262e14397
Schlos.,	w7_d262e14400
s.	w9_d262e14403
T.	w11_d262e14406
Cathar.,	w13_d262e14410
in	w15_d262e14413
dem	w17_d262e14416
Fleisch=hackeris.	w1_d262e14422
H.	w3_d262e14425
bey	w5_d262e14428
St.	w7_d262e14431
Ulrich,	w9_d262e14434
alt	w11_d262e14437
22.	w13_d262e14441
J.	w15_d262e14444
Joh.	w1_d262e14449
Fux,	w3_d262e14452
alt	w5_d262e14455
49.	w7_d262e14458
J.,	w9_d262e14461
in	w11_d262e14464
St.	w13_d262e14468
Koh.	w15_d262e14471
Nep.	w17_d262e14474
Spit	w19_d262e14477
Dem	w1_d262e14482
Mich.	w3_d262e14485
Oßwald,	w5_d262e14488
Schneid.,	w7_d262e14491
s.	w9_d262e14494
K.	w11_d262e14497
Magd.,	w13_d262e14501
beyn	w15_d262e14504
3.	w1_d262e14509
Reit.	w3_d262e14512
im	w5_d262e14515
Liechtenth,	w7_d262e14518
alt	w9_d262e14521
6.	w11_d262e14524
J.	w13_d262e14528
Dem	w1_d262e14534
Georg.	w3_d262e14537
Hiltesperger,	w5_d262e14540
Schlos.,	w7_d262e14543
s.	w9_d262e14546
W.	w11_d262e14549
Annal,	w13_d262e14553
beym	w1_d262e14558
gold.	w3_d262e14561
Schlös.	w5_d262e14564
in	w7_d262e14567
der	w9_d262e14570
Leopoldst.,	w11_d262e14573
alt	w13_d262e14577
30	w15_d262e14580
J.	w17_d262e14583
Anna	w1_d262e14588
Aptilain,	w3_d262e14591
Wittwe,	w5_d262e14594
im	w7_d262e14597
Leutenantis.	w9_d262e14600
H.	w11_d262e14603
in	w13_d262e14607
der	w15_d262e14610
Leopoldst.,	w1_d262e14615
alt	w3_d262e14618
74.	w5_d262e14621
J.	w7_d262e14624
Dem	w1_d262e14630
Adam	w3_d262e14633
Seitz.	w5_d262e14636
Geig.,	w7_d262e14639
s.	w9_d262e14642
S.	w11_d262e14645
Christoph,	w13_d262e14649
beym	w15_d262e14652
gut.	w17_d262e14655
Hirt.	w1_d262e14660
bey	w3_d262e14663
Maria	w5_d262e14666
hülf,	w7_d262e14669
alt	w9_d262e14672
14.	w11_d262e14675
J.	w13_d262e14679
Dem	w1_d262e14684
Franz	w3_d262e14687
Hucker,	w5_d262e14690
Tischl.,	w7_d262e14693
s.	w9_d262e14696
K.	w11_d262e14699
Sophia,	w13_d262e14703
bey	w15_d262e14706
dem	w17_d262e14709
gold.	w1_d262e14714
A.	w3_d262e14717
B.	w5_d262e14720
C.	w7_d262e14723
bey	w9_d262e14726
Maria=hülf,	w11_d262e14729
alt	w13_d262e14733
2.	w15_d262e14736
J.	w17_d262e14739
Jgnatz	w1_d262e14745
Bach,	w3_d262e14748
Todten=trag.,	w5_d262e14751
im	w7_d262e14754
Beneficiaten=H.	w9_d262e14757
in	w11_d262e14760
der	w1_d262e14765
Leopoldst.,	w3_d262e14768
alt	w5_d262e14771
69.	w7_d262e14774
J.	w9_d262e14777
Dem	w1_d262e14782
Georg	w3_d262e14785
Schärl,	w5_d262e14788
Biet=abtrag.,	w7_d262e14791
s.	w9_d262e14794
K.	w11_d262e14797
Andrer	w13_d262e14801
beym	w1_d262e14806
gran.	w3_d262e14809
Thurn	w5_d262e14812
am	w7_d262e14815
Neubau,	w9_d262e14818
alt	w11_d262e14821
3.	w13_d262e14825
J.	w15_d262e14828
Lorenz	w1_d262e14834
Zeitlinger,	w3_d262e14837
ar.	w5_d262e14840
M.,	w7_d262e14843
beym	w9_d262e14846
krein.	w11_d262e14849
Biumen=flock	w13_d262e14853
ausser	w1_d262e14858
Maria=hülf,	w3_d262e14861
alt	w5_d262e14864
98.	w7_d262e14867
J.	w9_d262e14870
</list>
<head id="h2_d262e14877">
Summa	w1_d262e14881
14.	w3_d262e14884
Person.,	w5_d262e14887
darunter	w7_d262e14890
5.	w9_d262e14893
Kind.	w11_d262e14896
</head>
<p id="p4_d262e14899">
Verstossenen	w1_d262e14903
Mittwoch	w3_d262e14906
als	w5_d262e14909
den	w7_d262e14912
12.	w9_d262e14915
dieses	w11_d262e14918
ist	w1_d262e14923
eine	w3_d262e14926
schöne	w5_d262e14929
goldene	w7_d262e14932
Uhr	w9_d262e14935
von	w11_d262e14938
getiebener	w13_d262e14942
Arbeit	w1_d262e14947
mit	w3_d262e14950
einem	w5_d262e14953
gelben	w7_d262e14956
Ziffer=blat	w9_d262e14959
verloren	w11_d262e14962
gegangen,	w1_d262e14968
wer	w3_d262e14971
solche	w5_d262e14974
gefunden,	w7_d262e14977
wird	w9_d262e14980
ersucht	w11_d262e14983
dieselbe	w1_d262e14988
gegen	w3_d262e14991
zu	w5_d262e14994
empfangen	w7_d262e14997
habenden	w9_d262e15000
guten	w11_d262e15003
Recompens,	w1_d262e15008
der	w3_d262e15011
Haus=meisterin	w5_d262e15014
in	w7_d262e15017
der	w9_d262e15020
Wind	w11_d262e15023
</p>
<p id="p10_d262e15036">
hagischen	w1_d262e15040
Stiftung	w3_d262e15043
in	w5_d262e15046
die	w7_d262e15049
obere	w9_d262e15052
Bäckerstras	w11_d262e15055
fen	w1_d262e15060
zu	w3_d262e15063
bringen.	w5_d262e15066
</p>
<p id="p12_d262e15070">
Jn	w1_d262e15074
St.	w3_d262e15077
Pölten	w5_d262e15080
seynd	w7_d262e15083
in	w9_d262e15086
einem	w11_d262e15089
neugebau	w13_d262e15093
ten	w1_d262e15098
schönen	w3_d262e15101
Haus,	w5_d262e15104
so	w7_d262e15107
auf	w9_d262e15110
dem	w11_d262e15113
besten	w13_d262e15117
Platz	w15_d262e15120
ste	w17_d262e15123
het,	w1_d262e15128
9.	w3_d262e15131
Zimmer,	w5_d262e15134
nebst	w7_d262e15137
Stallung,	w9_d262e15140
Schupfen	w11_d262e15143
und	w1_d262e15149
einem	w3_d262e15152
Garten,	w5_d262e15155
samt	w7_d262e15158
denen	w9_d262e15161
nohtwendigen	w11_d262e15164
Meublen	w1_d262e15169
zu	w3_d262e15172
verlassen,	w5_d262e15175
wer	w7_d262e15178
selbes	w9_d262e15181
bestehen	w11_d262e15184
will,	w13_d262e15188
der	w1_d262e15193
hat	w3_d262e15196
sich	w5_d262e15199
der	w7_d262e15202
mehreren	w9_d262e15205
Auskunft	w11_d262e15208
halber	w13_d262e15212
bey	w1_d262e15217
dem	w3_d262e15220
Verleger	w5_d262e15223
des	w7_d262e15226
Wienerischen	w9_d262e15229
Diarii	w11_d262e15232
anzumelden.	w1_d262e15238
</p>
<p id="p14_d262e15241">
Den	w1_d262e15245
27.	w3_d262e15248
Julii	w5_d262e15251
werden	w7_d262e15254
auf	w9_d262e15257
Verordnung	w11_d262e15260
ei	w13_d262e15264
nes	w1_d262e15269
Löbl.	w3_d262e15272
Land=marschallischen	w5_d262e15275
Gerichts,	w7_d262e15278
frühe	w1_d262e15283
von	w3_d262e15286
9.	w5_d262e15289
bis	w7_d262e15292
12.	w9_d262e15295
Nachmittags	w11_d262e15298
aber	w13_d262e15302
von	w15_d262e15305
3.	w1_d262e15311
bis	w3_d262e15314
6.	w5_d262e15317
Uhr	w7_d262e15320
verschiedene	w9_d262e15323
Zimmer=einrich	w11_d262e15326
tungen,	w1_d262e15331
als	w3_d262e15334
Spallier,	w5_d262e15337
Spiegel,	w7_d262e15340
Kästen	w9_d262e15343
und	w11_d262e15346
andere	w1_d262e15351
Mobilien,	w3_d262e15354
wie	w5_d262e15357
auch	w7_d262e15360
Geschmuck	w9_d262e15363
und	w11_d262e15366
Kleider	w1_d262e15371
in	w3_d262e15374
der	w5_d262e15377
Moserischen,	w7_d262e15380
unter	w9_d262e15383
denen	w11_d262e15386
Tuch	w13_d262e15390
lauben	w1_d262e15396
gelegenen	w3_d262e15399
Behausung	w5_d262e15402
im	w7_d262e15405
zweyten	w9_d262e15408
Stock	w11_d262e15411
an	w1_d262e15416
dem	w3_d262e15419
Meist=biettenden	w5_d262e15422
licitando	w7_d262e15425
verkauft	w9_d262e15428
werden.	w1_d262e15433
</p>
<p id="p16_d262e15436">
Auf	w1_d262e15440
Verordnung	w3_d262e15443
eines	w5_d262e15446
hiesig=Löbl.	w7_d262e15449
Burger	w9_d262e15452
spital	w1_d262e15457
Grund=buchs	w3_d262e15460
werden	w5_d262e15463
den	w7_d262e15466
31.	w9_d262e15469
instehen	w11_d262e15472
den	w1_d262e15477
Monats	w3_d262e15480
Julii	w5_d262e15483
Vormittags	w7_d262e15486
von	w9_d262e15489
9.	w11_d262e15492
bis	w13_d262e15496
12.	w1_d262e15502
und	w3_d262e15505
Nachmittags	w5_d262e15508
von	w7_d262e15511
3.	w9_d262e15514
bis	w11_d262e15517
6	w13_d262e15521
U.	w15_d262e15524
vor	w1_d262e15529
dem	w3_d262e15532
Schotten=thor	w5_d262e15535
in	w7_d262e15538
der	w9_d262e15541
Währinger	w11_d262e15544
gassen,	w1_d262e15549
unweit	w3_d262e15552
des	w5_d262e15555
Becken	w7_d262e15558
häusels,	w9_d262e15561
in	w11_d262e15564
dem	w13_d262e15568
sogenannten	w1_d262e15573
Lazaret,	w3_d262e15576
verschiedene	w5_d262e15579
Mobilien	w7_d262e15582
und	w1_d262e15588
Effecten	w3_d262e15591
als	w5_d262e15594
2.	w7_d262e15597
Schnür	w9_d262e15600
grosse	w11_d262e15603
gute	w13_d262e15607
Perl,	w1_d262e15612
Diamantene	w3_d262e15615
Ringel,	w5_d262e15618
goldene	w7_d262e15621
Hals	w9_d262e15624
maschen,	w1_d262e15629
Hauben,	w3_d262e15632
Tazel,	w5_d262e15635
Tüchel	w7_d262e15638
mit	w9_d262e15641
und	w11_d262e15644
oh	w13_d262e15648
ne	w1_d262e15653
Spitzen,	w3_d262e15656
dann	w5_d262e15659
verschiedene	w7_d262e15662
Frauen=kleider,	w9_d262e15665
Beht,	w1_d262e15671
Kästen,	w3_d262e15674
Tisch,	w5_d262e15677
Sessel,	w7_d262e15680
Canape,	w9_d262e15683
rc.	w11_d262e15686
an	w13_d262e15690
dem	w1_d262e15695
Meist=biettenden	w3_d262e15698
gegen	w5_d262e15701
gleich	w7_d262e15704
baar	w9_d262e15707
thuen	w11_d262e15710
der	w1_d262e15715
Bezahlung	w3_d262e15718
verkauft	w5_d262e15721
werden,	w7_d262e15724
worzu	w9_d262e15727
sich	w11_d262e15730
die	w1_d262e15735
Liebhabere	w3_d262e15738
belieben	w5_d262e15741
einzufinden.	w7_d262e15744
</p>
<p id="p18_d262e15747">
Vermög	w1_d262e15751
eines	w3_d262e15754
von	w5_d262e15757
einer	w7_d262e15760
Hochlöbl.	w9_d262e15763
N.	w11_d262e15766
Oe.	w13_d262e15770
Regierung	w1_d262e15775
in	w3_d262e15778
Justitz=sachen	w5_d262e15781
unterm	w7_d262e15784
18.	w9_d262e15787
Martii	w1_d262e15792
1758.	w3_d262e15795
ausgefertigt	w5_d262e15798
und	w7_d262e15801
affigirten	w9_d262e15804
Edicts	w1_d262e15810
sollen	w3_d262e15813
all=diejenige,	w5_d262e15816
welche	w7_d262e15819
an	w9_d262e15822
Weyl.	w11_d262e15825
Johann	w1_d262e15830
Gabriel	w3_d262e15833
gewesten	w5_d262e15836
Kaiserl.	w7_d262e15839
Königl.	w9_d262e15842
Cammer=dieners	w1_d262e15847
seel.	w3_d262e15850
Verlassenschaft	w5_d262e15853
ex	w7_d262e15856
qua-	w9_d262e15859
cunque	w1_d262e15864
cania	w3_d262e15867
vel	w5_d262e15870
titulo	w7_d262e15873
einige	w9_d262e15876
Erb=sprüch	w11_d262e15879
oder	w1_d262e15885
Forderung	w3_d262e15888
zu	w5_d262e15891
machen	w7_d262e15894
vermeinen,	w9_d262e15897
auf	w11_d262e15900
den	w1_d262e15905
26.	w3_d262e15908
Junii	w5_d262e15911
1759.	w7_d262e15914
Nachmittag	w9_d262e15917
um	w11_d262e15920
4.	w13_d262e15924
Uhr	w15_d262e15927
zur	w1_d262e15932
gewöhnlichen	w3_d262e15935
Convocations	w5_d262e15938
und	w7_d262e15941
An	w9_d262e15944
meldungs=tag=satzung	w1_d262e15949
vel	w3_d262e15952
per	w5_d262e15955
se	w7_d262e15958
vel	w9_d262e15961
Manda-	w11_d262e15964
tarium	w1_d262e15970
wol	w3_d262e15973
instruirter	w5_d262e15976
sub	w7_d262e15979
clausula	w9_d262e15982
præ	w11_d262e15985
dlusi	w1_d262e15990
re	w3_d262e15993
perpetui	w5_d262e15996
Silentii	w7_d262e15999
erscheinen,	w9_d262e16002
und	w11_d262e16005
</p>
<p id="p20_d262e16008">
sich	w1_d262e16012
alda	w3_d262e16015
in	w5_d262e16018
der	w7_d262e16021
offen=stehenden	w9_d262e16024
Commissiovs	w11_d262e16027
stuben	w1_d262e16032
anmelden.	w3_d262e16035
</p>
<p id="p22_d262e16038">
Von	w1_d262e16042
N.	w3_d262e16045
Burger=meister,	w5_d262e16048
Richter,	w7_d262e16051
und	w9_d262e16054
Raht	w11_d262e16057
zur	w1_d262e16062
Wiennerisch	w3_d262e16065
Neustadt	w5_d262e16068
wird	w7_d262e16071
hiemit	w9_d262e16074
zu	w11_d262e16077
wissen	w1_d262e16082
gemacht,	w3_d262e16085
daß	w5_d262e16088
weyl	w7_d262e16091
Johann	w9_d262e16094
Zeffel	w11_d262e16097
gewest	w1_d262e16103
burgerl.	w3_d262e16106
Büchsenschifter=meister	w5_d262e16109
all	w7_d262e16112
da,	w1_d262e16117
und	w3_d262e16120
dessen	w5_d262e16123
Ehe=wirtin	w7_d262e16126
beeder	w9_d262e16129
seel.	w11_d262e16132
all	w13_d262e16136
da	w1_d262e16141
in	w3_d262e16144
Neustadt	w5_d262e16147
gelegene	w7_d262e16150
Behausung	w9_d262e16153
sammt	w11_d262e16156
Büchsen=meister=gewerb,	w1_d262e16161
dem	w3_d262e16164
Meistbietenden	w5_d262e16167
licitando	w1_d262e16173
auf	w3_d262e16176
den	w5_d262e16179
29.	w7_d262e16182
dieses	w9_d262e16185
Monats	w11_d262e16188
Julii	w13_d262e16192
Vormittag	w1_d262e16197
um	w3_d262e16200
9.	w5_d262e16203
Uhr	w7_d262e16206
auf	w9_d262e16209
aldasigen	w11_d262e16212
Rath	w13_d262e16216
haus	w1_d262e16221
zu	w3_d262e16224
verkauffen	w5_d262e16227
feil	w7_d262e16230
seye;	w9_d262e16233
Wer	w11_d262e16236
also	w13_d262e16240
die	w15_d262e16243
selbe	w1_d262e16248
käuflichen	w3_d262e16251
an	w5_d262e16254
sich	w7_d262e16257
zu	w9_d262e16260
bringen	w11_d262e16263
gedenket,	w13_d262e16267
der	w1_d262e16273
kan	w3_d262e16276
sich	w5_d262e16279
an	w7_d262e16282
obbemeldten	w9_d262e16285
Tag	w11_d262e16288
und	w13_d262e16292
Stund	w15_d262e16295
auf	w1_d262e16300
bemeldeten	w3_d262e16303
Raht=haus	w5_d262e16306
einfinden,	w7_d262e16309
wo	w9_d262e16312
so	w11_d262e16315
dann	w1_d262e16320
die	w3_d262e16323
Licitation	w5_d262e16326
vollzogen	w7_d262e16329
werden	w9_d262e16332
solle.	w11_d262e16335
</p>
<p id="p24_d262e16339">
Von	w1_d262e16343
Jhro	w3_d262e16346
Hochwürden	w5_d262e16349
und	w7_d262e16352
Gnaden	w9_d262e16355
Herrn	w11_d262e16358
Officialen,	w1_d262e16363
und	w3_d262e16366
Venerabilis	w5_d262e16369
Archi	w7_d262e16372
Episco-	w9_d262e16375
palis	w1_d262e16380
Consistorii	w3_d262e16383
Viennensis	w5_d262e16386
wegen	w7_d262e16389
des	w9_d262e16392
Weyl.	w1_d262e16398
Herrn	w3_d262e16401
Johann	w5_d262e16404
Heinrich	w7_d262e16407
von	w9_d262e16410
Thon	w11_d262e16413
heim	w1_d262e16418
im	w3_d262e16421
Graben,	w5_d262e16424
gewest	w7_d262e16427
Kaiserl.	w9_d262e16430
Königl.	w11_d262e16433
Haupt=mann	w1_d262e16438
seel.	w3_d262e16441
nachgelassenen	w5_d262e16444
Erben,	w7_d262e16447
mit	w9_d262e16450
diesem	w1_d262e16455
offentlichen	w3_d262e16458
Edict	w5_d262e16461
hiemit	w7_d262e16464
anzudeuten.	w9_d262e16467
Es	w1_d262e16473
habe	w3_d262e16476
die	w5_d262e16479
Anna	w7_d262e16482
Maria	w9_d262e16485
Costerin	w11_d262e16488
wider	w13_d262e16492
die	w15_d262e16495
Haupt	w1_d262e16500
mann	w3_d262e16503
Thonheimische	w5_d262e16506
Erben	w7_d262e16509
zu	w9_d262e16512
Pu	w11_d262e16515
blicirung	w1_d262e16520
des	w3_d262e16523
Abschieds	w5_d262e16526
eine	w7_d262e16529
Tagsatzung	w9_d262e16532
aus	w11_d262e16535
gewürkel,	w1_d262e16540
solche	w3_d262e16543
aber,	w5_d262e16546
weil	w7_d262e16549
ihr	w9_d262e16552
dere	w11_d262e16555
Thonheimi	w13_d262e16559
sche	w1_d262e16565
Erben	w3_d262e16568
Aufenthalt	w5_d262e16571
unwissend,	w7_d262e16574
und	w9_d262e16577
unbekant,	w11_d262e16580
nicht	w1_d262e16585
intimiren	w3_d262e16588
lassen	w5_d262e16591
können;	w7_d262e16594
dahero	w9_d262e16597
auf	w11_d262e16600
wei	w13_d262e16604
teres	w1_d262e16609
Anlangen	w3_d262e16612
der	w5_d262e16615
Klägerin	w7_d262e16618
wider	w9_d262e16621
die	w11_d262e16624
Be	w13_d262e16628
klagte	w1_d262e16633
der	w3_d262e16636
Verbescheid	w5_d262e16639
ergangen:	w7_d262e16642
</p>
<p id="p26_d262e16645">
Fiat	w1_d262e16649
und	w3_d262e16652
wird	w5_d262e16655
zu	w7_d262e16658
Publicirung	w9_d262e16661
invermelde	w11_d262e16664
ten	w1_d262e16669
Abschieds	w3_d262e16672
der	w5_d262e16675
30.	w7_d262e16678
dies	w9_d262e16681
fruhe	w11_d262e16684
um	w13_d262e16688
9.	w15_d262e16691
Uhr	w17_d262e16694
bestimmt,	w1_d262e16699
und	w3_d262e16702
solle	w5_d262e16705
das	w7_d262e16708
gebettene	w9_d262e16711
Edictum	w11_d262e16714
ad	w1_d262e16720
valvas	w3_d262e16723
bey	w5_d262e16726
der	w7_d262e16729
Canzley	w9_d262e16732
ausgefertiget	w11_d262e16735
werden.	w1_d262e16740
</p>
<p id="p28_d262e16743">
Solchemnach	w1_d262e16747
hat	w3_d262e16750
man	w5_d262e16753
ihnen	w7_d262e16756
von	w9_d262e16759
Thon	w11_d262e16762
heimischen	w1_d262e16767
Erben	w3_d262e16770
solche	w5_d262e16773
auf	w7_d262e16776
den	w9_d262e16779
30.	w11_d262e16782
dieses	w13_d262e16786
Vormittag	w1_d262e16791
um	w3_d262e16794
9.	w5_d262e16797
Uhr	w7_d262e16800
angeordnete	w9_d262e16803
Publi	w11_d262e16806
cirungs=tagsatzung	w1_d262e16812
durch	w3_d262e16815
dieses	w5_d262e16818
Valval-edict	w7_d262e16821
hiemit	w1_d262e16826
intimiren	w3_d262e16829
wollen.	w5_d262e16832
Ex	w7_d262e16835
Consistorio	w9_d262e16838
Archi-Episc.	w1_d262e16843
Viennensi	w3_d262e16846
den	w5_d262e16849
2.	w7_d262e16852
Jun.	w9_d262e16855
1758.	w11_d262e16858
</p>
<p id="p30_d262e16861">
Jn	w1_d262e16865
der	w3_d262e16868
Kurzböckischen	w5_d262e16871
Buchdruckerey	w7_d262e16874
in	w9_d262e16877
der	w1_d262e16882
Bogner=gassen,	w3_d262e16885
im	w5_d262e16888
Hof=glaserischen	w7_d262e16891
Haus	w9_d262e16894
ersten	w1_d262e16899
Stocks	w3_d262e16902
ist	w5_d262e16905
zu	w7_d262e16908
haben:	w9_d262e16911
</p>
<p id="p32_d262e16914">
Zweytes	w1_d262e16918
Gespräch	w3_d262e16921
zwischen	w5_d262e16924
Adolph,	w7_d262e16927
einen	w9_d262e16930
unverzagten,	w1_d262e16935
und	w3_d262e16938
Meister	w5_d262e16941
Valentin,	w7_d262e16944
einen	w9_d262e16947
einfältig	w1_d262e16952
und	w3_d262e16955
kleinmüthigen	w5_d262e16958
Wiener.	w7_d262e16961
7.	w9_d262e16964
Kr.	w11_d262e16967
</p>
<list id="l38_d262e16981">
Poetisches	w1_d262e16985
Schreiben	w3_d262e16988
eines	w5_d262e16991
Bürgers	w7_d262e16994
aus	w9_d262e16997
Ollmütz,	w1_d262e17002
von	w3_d262e17005
der	w5_d262e17008
Tapferkeit	w7_d262e17011
dieser	w9_d262e17014
Stadt,	w11_d262e17017
an	w13_d262e17021
seinem	w1_d262e17026
Bruder	w3_d262e17029
in	w5_d262e17032
Wien.	w7_d262e17035
7.	w9_d262e17038
Kr.	w11_d262e17041
A.	w1_d262e17047
R.	w3_d262e17050
P.	w5_d262e17053
Georgii	w7_d262e17056
Grill.	w9_d262e17059
Sonntags	w11_d262e17062
und	w13_d262e17066
Fasten=prediger	w1_d262e17071
in	w3_d262e17074
dem	w5_d262e17077
K.	w7_d262e17080
K.	w9_d262e17083
Profeß=haus	w11_d262e17086
S.	w1_d262e17091
J.	w3_d262e17094
zwey=jährige	w5_d262e17097
Fasten=predigen,	w7_d262e17100
deren	w9_d262e17103
jeder	w1_d262e17108
30.	w3_d262e17111
Predigen	w5_d262e17114
in	w7_d262e17117
sich	w9_d262e17120
hält,	w11_d262e17123
in	w13_d262e17127
4to	w15_d262e17130
1758.	w17_d262e17133
erster	w1_d262e17139
Theil,	w3_d262e17142
gebunden	w5_d262e17145
in	w7_d262e17148
Franz=band,	w9_d262e17151
2.	w11_d262e17154
Fl.	w13_d262e17158
12.	w1_d262e17163
Kr.	w3_d262e17166
ungeb.	w5_d262e17169
1.	w7_d262e17172
Fl	w9_d262e17175
39.	w11_d262e17178
Kr.	w13_d262e17182
A.	w1_d262e17187
R.	w3_d262e17190
P.	w5_d262e17193
Fischer.	w7_d262e17196
S.	w9_d262e17199
J.	w11_d262e17202
dreyzehn	w13_d262e17206
Fasten	w15_d262e17209
predigen,	w1_d262e17214
in	w3_d262e17217
4to.	w5_d262e17220
1758.	w7_d262e17223
in	w9_d262e17226
Leder	w11_d262e17229
40.	w13_d262e17233
Kr.	w15_d262e17236
ord.	w17_d262e17239
30.	w1_d262e17245
Kr.	w3_d262e17248
Jtem	w5_d262e17251
vierzehn	w7_d262e17254
Fasten=predigen	w9_d262e17257
er	w11_d262e17260
wehnten	w1_d262e17265
Predigers,	w3_d262e17268
in	w5_d262e17271
4to.	w7_d262e17274
1754.	w9_d262e17277
in	w11_d262e17280
Leder	w13_d262e17284
Leber.	w1_d262e17289
1.	w3_d262e17292
Fl.	w5_d262e17295
12.	w7_d262e17298
Kr.	w9_d262e17301
ord.	w11_d262e17304
51.	w13_d262e17308
Kr.	w15_d262e17311
</list>
<p id="p40_d262e17315">
40.	w1_d262e17319
Kr.	w3_d262e17322
ord.	w5_d262e17325
30.	w7_d262e17328
Kr.	w9_d262e17331
Zusammen	w11_d262e17334
gebunden	w13_d262e17338
in	w15_d262e17341
</p>
<p id="p42_d262e17344">
Auf	w1_d262e17348
Verordnung	w3_d262e17351
eines	w5_d262e17354
Hochlöbl.	w7_d262e17357
Land	w9_d262e17360
marschallischen=gerichts	w1_d262e17365
werden	w3_d262e17368
den	w5_d262e17371
20.	w7_d262e17374
dieses	w9_d262e17377
Monats	w1_d262e17382
Julii	w3_d262e17385
auf	w5_d262e17388
der	w7_d262e17391
Herrschaft	w9_d262e17394
Raabs	w11_d262e17397
V.	w13_d262e17401
O.	w1_d262e17407
M.	w3_d262e17410
B.	w5_d262e17413
des	w7_d262e17416
daselbst	w9_d262e17419
ab	w11_d262e17422
intestato,	w13_d262e17426
Verstorbenen	w1_d262e17431
Verwalters	w3_d262e17434
Joseph	w5_d262e17437
Kalten	w7_d262e17440
bruners	w1_d262e17445
hinterlassene	w3_d262e17448
Effecten,	w5_d262e17451
bestehend	w7_d262e17454
in	w9_d262e17457
etwas	w1_d262e17462
Silber,	w3_d262e17465
Uhren,	w5_d262e17468
Gewehr	w7_d262e17471
Zinn,	w9_d262e17474
Klei	w11_d262e17477
dern,	w1_d262e17483
Wäsch,	w3_d262e17486
ganze	w5_d262e17489
Stück,	w7_d262e17492
Tisch=zeug	w9_d262e17495
und	w11_d262e17498
Leinwat,	w1_d262e17503
