<doc id="edoc_wd_1772-06-17" attrs="word" year="1772" month="06" day="17" corpus="1">
<head id="hl1">
Venedig	w28
von	w12684
der	w12685
Religionslehre	w12686
<g/>
,
vefasset	w12688
von	w12689
einem	w12690
hohen	w12691
Bischoffe	w12692
in	w12693
unsern	w12694
Gegenden	w12695
<g/>
,
4	w12697
<g/>
.
Wien	w12699
1772	w12700
<g/>
.
24	w12702
<g/>
.
kr	w12704
<g/>
.
</p>
<p id="p125">
Jugendfrüchte	w12706
des	w12707
k	w12708
<g/>
.
k	w12710
<g/>
.
Theresianums	w12712
<g/>
,
oder	w12714
Sammlung	w12715
verschiedener	w12716
poetisch	w12717
und	w12718
prosaischer	w12719
Aufsätze	w12720
der	w12721
hochadelichen	w12722
Jünglings	w12723
von	w12724
14	w12725
<g/>
.
bis	w12727
17	w12728
<g/>
.
Jahren	w12730
unter	w12731
Anleitung	w12732
und	w12733
Kritik	w12734
ihrer	w12735
Lehrer	w12736
des	w12737
k	w12738
<g/>
.
k	w12740
<g/>
.
Theresianums	w12742
<g/>
,
1ter	w12744
Band	w12745
8	w12746
<g/>
.
Wien	w12748
1772	w12749
<g/>
.
1	w12751
<g/>
.
fl	w12753
<g/>
.
</p>
<p id="p126">
Biblische	w12755
Lieder	w12756
<g/>
,
übersezt	w12758
von	w12759
P	w12760
<g/>
.
Riedl	w12762
<g/>
.
S	w12764
<g/>
.
J	w12766
<g/>
.
8	w12768
<g/>
.
Wien	w12770
1772	w12771
<g/>
.
30	w12773
<g/>
.
kr	w12775
<g/>
.
</p>
<p id="p127">
Der	w12777
christliche	w12778
Weltweise	w12779
in	w12780
der	w12781
Allgegenwart	w12782
Gottes	w12783
<g/>
,
8	w12785
<g/>
.
Wien	w12787
1772	w12788
<g/>
.
geb	w12790
<g/>
.
17	w12792
<g/>
.
kr	w12794
<g/>
.
</p>
<p id="p128">
Historire	w12796
de	w12797
l'Academie	w12798
Royale	w12799
de	w12800
Sciences	w12801
<g/>
,
chaque	w12803
Vol	w12804
<g/>
,
3	w12806
<g/>
.
fl	w12808
<g/>
.
30	w12810
<g/>
.
kr	w12812
à	w12813
Paris	w12814
4	w12815
<g/>
.
32	w12817
<g/>
.
Vol	w12819
<g/>
.
96	w12821
<g/>
.
fl	w12823
<g/>
.
</p>
<p id="p129">
Wir	w12825
Joseph	w12826
Georg	w12827
Hörl	w12828
<g/>
,
Jhro	w12830
k	w12831
<g/>
.
k	w12833
<g/>
.
apstol	w12835
<g/>
.
Majest	w12837
<g/>
.
Stadt	w12839
<g/>
=
und	w12841
Landrichter	w12842
in	w12843
dero	w12844
Haupt=und	w12845
<g/>
=
Residenzstadt	w12847
Wien	w12848
<g/>
,
dann	w12850
N	w12851
<g/>
.
und	w12853
N	w12854
<g/>
.
ge=sammte	w12856
<g/>
=
Beysitzere	w12858
des	w12859
k	w12860
<g/>
.
k	w12862
<g/>
.
Stadt	w12864
<g/>
=
und	w12866
Landge=richts	w12867
<g/>
=
allda	w12869
<g/>
,
thuen	w12871
in	w12872
Kraft	w12873
gegenwärtig	w12874
offenen	w12875
Edikts	w12876
allen	w12877
und	w12878
jeden	w12879
<g/>
,
so	w12881
daran	w12882
gelegen	w12883
kund	w12884
und	w12885
zu	w12886
wissen	w12887
<g/>
;
Wasgestalten	w12889
der	w12890
Johann	w12891
Kirrer	w12892
burgerl	w12893
<g/>
.
Fleischhackermeister	w12895
allhier	w12896
wegen	w12897
über=häuften	w12898
<g/>
=
Schulden	w12900
Cessionem	w12901
bonorum	w12902
ange=meldet	w12903
<g/>
=
<g/>
,
dahero	w12906
dann	w12907
die	w12908
Nothwendigkeit	w12909
erfor=deret	w12910
<g/>
=
ein	w12912
in	w12913
dergleichen	w12914
Fällen	w12915
gewöhnliche	w12916
Ein=beruffung	w12917
<g/>
=
deren	w12919
gesamt	w12920
diesfällig	w12921
sowohl	w12922
inn	w12923
<g/>
=
als	w12925
etwa	w12926
ausser	w12927
Landes	w12928
befindlichen	w12929
Creditspartheyen	w12930
anzuordnen	w12931
<g/>
,
um	w12933
damit	w12934
die	w12935
behörige	w12936
Abhandlung	w12937
vorgekehret	w12938
werden	w12939
möge	w12940
<g/>
.
Solchemnach	w12942
wird	w12943
hiemit	w12944
all	w12945
und	w12946
jeden	w12947
des	w12948
obgedachten	w12949
Kirrer	w12950
Glau=bigern	w12951
<g/>
=
zur	w12953
Anmeldung	w12954
ihrer	w12955
habenden	w12956
Sprüch=und	w12957
<g/>
=
Anforderungen	w12959
eine	w12960
Tagsatzung	w12961
pro	w12962
termino	w12963
1mo	w12964
<g/>
,
2do	w12966
<g/>
,
<g/>
&
3tio	w12969
peremptorie	w12970
von	w12971
unten	w12972
ge=setzten	w12973
<g/>
=
Dato	w12975
an	w12976
und	w12977
zwar	w12978
mit	w12979
Einschließung	w12980
de=ren	w12981
<g/>
=
entzwischen	w12983
fallenden	w12984
Pfingstferien	w12985
auf	w12986
den	w12987
15ten	w12988
des	w12989
künftigen	w12990
Monats	w12991
July	w12992
dieß	w12993
Jahrs	w12994
früh	w12995
um	w12996
1	w12997
<g/>
.
Uhr	w12999
auf	w13000
den	w13001
k	w13002
<g/>
.
k	w13004
<g/>
.
Stadtgericht	w13006
ent=weders	w13007
<g/>
=
persönlich	w13009
oder	w13010
durch	w13011
genugsam	w13012
Bevoll=mächtigte	w13013
<g/>
=
alsogewiß	w13015
zu	w13016
erscheinen	w13017
bestimmet	w13018
<g/>
,
wie	w13020
im	w13021
widrigen	w13022
die	w13023
ausbleibend	w13024
und	w13025
sich	w13026
in	w13027
bestimm=ter	w13028
<g/>
=
Zeit	w13030
nicht	w13031
anmeldende	w13032
Glaubigere	w13033
mit	w13034
ihren	w13035
Sprüchen	w13036
nicht	w13037
mehr	w13038
angehört	w13039
<g/>
,
sondern	w13041
von	w13042
des	w13043
mehr	w13044
wiederholten	w13045
Johann	w13046
Kirrer	w13047
vorhandener	w13048
Habschaft	w13049
und	w13050
Vermögen	w13051
völlig	w13052
ausgeschlossen	w13053
seyn	w13054
<g/>
,
auch	w13056
hieran	w13057
nicht	w13058
das	w13059
geringste	w13060
mehr	w13061
bey	w13062
ewigen	w13063
Stillschweigen	w13064
zu	w13065
forderen	w13066
haben	w13067
sollen	w13068
<g/>
,
wornach	w13070
sich	w13071
dann	w13072
ein	w13073
jeder	w13074
zu	w13075
richten	w13076
<g/>
,
und	w13078
sein	w13079
Recht	w13080
zu	w13081
besorgen	w13082
wissen	w13083
wird	w13084
<g/>
.
</p>
<p id="p130">
Von	w13086
des	w13087
Löbl	w13088
<g/>
.
Stifts	w13090
<g/>
,
und	w13092
würdigen	w13093
Gottes=hauses	w13094
<g/>
=
unser	w13096
lieben	w13097
Frauen	w13098
zum	w13099
Schotten	w13100
in	w13101
Wien	w13102
Grundgerichts	w13103
wegen	w13104
wird	w13105
hiemit	w13106
zu	w13107
verneh=men	w13108
<g/>
=
gegeben	w13110
<g/>
.
Es	w13112
erfodere	w13113
die	w13114
Nothdurft	w13115
<g/>
,
daß	w13117
jene	w13118
<g/>
,
welche	w13120
an	w13121
dem	w13122
entwichenen	w13123
Joh	w13124
<g/>
.
An=dreas	w13126
<g/>
=
Hierold	w13128
<g/>
,
gewesten	w13130
Weinwürth	w13131
beym	w13132
rothen	w13133
Löwen	w13134
am	w13135
Neustift	w13136
was	w13137
zu	w13138
fordern	w13139
haben	w13140
<g/>
,
diese	w13142
ihre	w13143
Forderungen	w13144
nicht	w13145
nur	w13146
anmelden	w13147
<g/>
,
sondern	w13149
auch	w13150
richtig	w13151
erweisen	w13152
sollen	w13153
<g/>
.
Darum	w13155
zu	w13156
dieser	w13157
Anmeldung	w13158
und	w13159
Erweisung	w13160
mit	w13161
Einbegriff	w13162
der	w13163
Pfingstferien	w13164
der	w13165
14	w13166
<g/>
.
Tag	w13168
künftigen	w13169
Monats	w13170
July	w13171
fruh	w13172
um	w13173
9	w13174
<g/>
.
Uhr	w13176
in	w13177
hiesiger	w13178
Stiftskanzley	w13179
zu	w13180
er=scheinen	w13181
<g/>
=
bey	w13183
Bedrohung	w13184
des	w13185
ewigen	w13186
Stillschwei=gens	w13187
<g/>
=
bestimmet	w13189
worden	w13190
ist	w13191
als	w13192
wird	w13193
dieses	w13194
al=len	w13195
<g/>
=
hieran	w13197
Theilnehmenden	w13198
zur	w13199
Nachricht	w13200
und	w13201
Warnung	w13202
hiemit	w13203
erinnert	w13204
<g/>
.
</p>
<p id="p131">
Wir	w13206
Bürgermeister	w13207
und	w13208
Rath	w13209
der	w13210
Stadt	w13211
Wien	w13212
geben	w13213
hiemit	w13214
jedermann	w13215
zu	w13216
vernehmen	w13217
<g/>
.
Es	w13219
sey	w13220
der	w13221
Franz	w13222
Wilhelm	w13223
Frey	w13224
gewest	w13225
burgerl	w13226
<g/>
.
Schloßer=meister	w13228
<g/>
=
alhier	w13230
mit	w13231
Tod	w13232
abgegangen	w13233
<g/>
,
und	w13235
daher	w13236
um	w13237
mit	w13238
der	w13239
künftigen	w13240
Verlassenschaftsabhandlung	w13241
sicher	w13242
vorzugehen	w13243
zu	w13244
können	w13245
<g/>
,
für	w13247
nothwendig	w13248
bebefunden	w13249
<g/>
=
</p>
<p id="p132">
funden	w13251
worden	w13252
<g/>
,
diejenigen	w13254
vorzuladen	w13255
<g/>
,
und	w13257
an=zuhören	w13258
<g/>
=
<g/>
,
welche	w13261
an	w13262
diese	w13263
Verlassenschaft	w13264
einige	w13265
Ansprüche	w13266
und	w13267
Foderungen	w13268
haben	w13269
möchten	w13270
<g/>
.
Da	w13272
wir	w13273
nun	w13274
entschlossen	w13275
sind	w13276
<g/>
,
eben	w13278
diese	w13279
Sprüche	w13280
<g/>
,
und	w13282
Foderungen	w13283
an	w13284
dem	w13285
eigens	w13286
<g/>
,
und	w13288
zwar	w13289
für	w13290
das	w13291
erste	w13292
<g/>
,
und	w13294
letztemal	w13295
hiezu	w13296
bestimmten	w13297
Tag	w13298
<g/>
,
nemlich	w13300
den	w13301
13	w13302
<g/>
.
Julii	w13304
dieß	w13305
Jahrs	w13306
<g/>
,
oder	w13308
da	w13309
wir	w13310
diesen	w13311
Tag	w13312
anderer	w13313
Verhindernissen	w13314
halber	w13315
nicht	w13316
zu	w13317
Rath	w13318
sässen	w13319
<g/>
,
den	w13321
nächst	w13322
darauf	w13323
folgenden	w13324
Rathstag	w13325
fruh	w13326
um	w13327
8	w13328
<g/>
.
Uhr	w13330
zu	w13331
hören	w13332
<g/>
,
und	w13334
zu	w13335
ver=nehmen	w13336
<g/>
=
<g/>
.
So	w13339
haben	w13340
alle	w13341
jene	w13342
<g/>
,
welche	w13344
an	w13345
des	w13346
Franz	w13347
Wilhelm	w13348
Frey	w13349
seel	w13350
<g/>
.
Verlassenschaft	w13352
eine	w13353
rechtmässige	w13354
Foderung	w13355
<g/>
,
es	w13357
sey	w13358
um	w13359
Erbschaft	w13360
<g/>
,
Schuld	w13362
<g/>
,
oder	w13364
anderer	w13365
Ursachen	w13366
willen	w13367
zu	w13368
haben	w13369
glauben	w13370
<g/>
,
den	w13372
bestimmten	w13373
Tag	w13374
selbst	w13375
persönlich	w13376
<g/>
,
oder	w13378
durch	w13379
einen	w13380
hinlänglich	w13381
versehenen	w13382
Gewalt=trager	w13383
<g/>
=
sogewiß	w13385
vor	w13386
uns	w13387
zu	w13388
erscheinen	w13389
<g/>
,
sich	w13391
behö=rig	w13392
<g/>
=
zu	w13394
legitimiren	w13395
<g/>
,
und	w13397
ihre	w13398
Ansprüche	w13399
und	w13400
Fo=derungen	w13401
<g/>
=
darzuthun	w13403
<g/>
,
als	w13405
im	w13406
widrigen	w13407
Falle	w13408
auf	w13409
die	w13410
ausbleibenden	w13411
<g/>
,
oder	w13413
nicht	w13414
behörig	w13415
liquidiren=den	w13416
<g/>
=
Erben	w13418
<g/>
,
Gläubiger	w13420
<g/>
,
und	w13422
Prätendenten	w13423
keine	w13424
Rucksicht	w13425
genohmen	w13426
<g/>
,
mit	w13428
der	w13429
Abhandlung	w13430
<g/>
,
und	w13432
Vertheilung	w13433
des	w13434
Verlassenschaftsgut	w13435
von	w13436
Amts	w13437
wegen	w13438
vorgegangen	w13439
<g/>
,
und	w13441
dasselbe	w13442
den	w13443
etwann	w13444
vorkommenden	w13445
Erben	w13446
unbedenklich	w13447
überlassen	w13448
werden	w13449
würde	w13450
<g/>
.
</p>
<p id="p133">
Bey	w13452
Emerich	w13453
Felix	w13454
Bader	w13455
in	w13456
der	w13457
Bognergasse	w13458
nächst	w13459
dem	w13460
Todenkopf	w13461
ist	w13462
zu	w13463
haben	w13464
<g/>
:
</p>
<p id="p134">
Le	w13466
Bret	w13467
<g/>
(
Joh	w13469
<g/>
.
Fried	w13471
<g/>
.
<g/>
)
Magazin	w13474
zum	w13475
Gebrauch	w13476
der	w13477
Staaten	w13478
und	w13479
Kirchengeschichte	w13480
<g/>
,
wie	w13482
auch	w13483
des	w13484
geistl	w13485
<g/>
.
Staatsrechts	w13487
kathol	w13488
<g/>
.
Regenten	w13490
in	w13491
An=sehung	w13492
<g/>
=
ihrer	w13494
Geistlichkeit	w13495
<g/>
,
2ter	w13497
Thl	w13498
<g/>
.
gr	w13500
<g/>
.
8	w13502
<g/>
.
Frkf	w13504
<g/>
.
1772	w13506
<g/>
.
2	w13508
<g/>
.
fl	w13510
<g/>
.
15	w13512
<g/>
.
kr	w13514
<g/>
.
alle	w13516
2	w13517
<g/>
.
Thl	w13519
<g/>
.
4	w13521
<g/>
.
fl	w13523
<g/>
.
30	w13525
<g/>
.
kr	w13527
<g/>
.
</p>
<p id="p135">
Wasserberg	w13529
<g/>
(
Franz	w13531
Xav	w13532
<g/>
.
v	w13534
<g/>
.
<g/>
)
von	w13537
dem	w13538
Nutzen	w13539
und	w13540
der	w13541
Weise	w13542
die	w13543
Luft	w13544
rein	w13545
<g/>
,
und	w13547
die	w13548
Städte	w13549
u	w13550
<g/>
.
Häuser	w13552
sauber	w13553
zu	w13554
halten	w13555
<g/>
,
besonders	w13557
bey	w13558
Gefahr	w13559
ansteckender	w13560
Krankheiten	w13561
<g/>
,
8	w13563
<g/>
.
Wien	w13565
1772	w13566
<g/>
.
12	w13568
<g/>
.
kr	w13570
<g/>
.
geb	w13572
<g/>
.
17	w13574
<g/>
.
kr	w13576
<g/>
.
</p>
<p id="p136">
Sinds	w13578
<g/>
(
J	w13580
<g/>
.
B	w13582
<g/>
.
von	w13584
<g/>
)
Abhandlung	w13586
vollständige	w13587
von	w13588
der	w13589
Rehkrankheit	w13590
der	w13591
Pferde	w13592
ꝛc	w13593
<g/>
.
8	w13595
<g/>
.
Frankf	w13597
<g/>
.
1770	w13599
<g/>
.
30	w13601
<g/>
.
kr	w13603
<g/>
.
</p>
<p id="p137">
Guyots	w13605
<g/>
(
Hrn	w13607
<g/>
.
<g/>
)
neue	w13610
physikalische	w13611
und	w13612
ma=thematische	w13613
<g/>
=
Belustigungen	w13615
<g/>
,
oder	w13617
Sammlung	w13618
von	w13619
neuen	w13620
Kunststücken	w13621
zum	w13622
Vergnügen	w13623
mit	w13624
dem	w13625
Mag=nete	w13626
<g/>
=
<g/>
,
mit	w13629
den	w13630
Zahlen	w13631
aus	w13632
der	w13633
Optick	w13634
sowohl	w13635
als	w13636
Chymie	w13637
<g/>
.
2	w13639
<g/>
.
Thl	w13641
<g/>
.
mit	w13643
Kupf	w13644
<g/>
.
8	w13646
<g/>
.
Augsp	w13648
<g/>
.
4	w13650
<g/>
.
fl	w13652
<g/>
.
</p>
<p id="p138">
Nachricht	w13654
<g/>
(
nöthige	w13656
und	w13657
zuverläßige	w13658
<g/>
)
von	w13660
de=nenjenigen	w13661
<g/>
=
Stücken	w13663
aus	w13664
dem	w13665
Pflanzenreiche	w13666
<g/>
,
wel=che	w13668
<g/>
=
in	w13670
den	w13671
ApotheckerApothecken	w13672
der	w13673
meisten	w13674
Länder	w13675
Euro=pens	w13676
<g/>
=
aufbehalten	w13678
werden	w13679
müssen	w13680
<g/>
,
zum	w13682
Gebrau=che	w13683
<g/>
=
der	w13685
Apotheken	w13686
verfertiget	w13687
<g/>
.
8	w13689
Dreßd	w13690
<g/>
.
1	w13692
<g/>
.
fl	w13694
<g/>
.
</p>
<p id="p139">
Vollets	w13696
<g/>
(
Hrn	w13698
<g/>
.
Abt	w13700
<g/>
)
Kunst	w13702
physikalische	w13703
Ver=suche	w13704
<g/>
=
anzustellen	w13706
<g/>
,
oder	w13708
Anweisung	w13709
für	w13710
die	w13711
Lieb=haber	w13712
<g/>
=
der	w13714
Naturlehre	w13715
<g/>
,
3	w13717
<g/>
.
Bände	w13719
<g/>
,
8	w13721
<g/>
.
Leipz	w13723
<g/>
.
1771	w13725
<g/>
.
4	w13727
<g/>
.
fl	w13729
<g/>
.
30	w13731
<g/>
.
kr	w13733
<g/>
.
</p>
<p id="p140">
Medicus	w13735
<g/>
(
Friedr	w13737
<g/>
.
Casimir	w13739
<g/>
)
Sammlung	w13741
von	w13742
Beobachtungen	w13743
aus	w13744
der	w13745
Arzneywissenschaft	w13746
<g/>
,
2	w13748
<g/>
.
Bände	w13750
<g/>
,
gr	w13752
<g/>
.
8	w13754
<g/>
.
Zürich	w13756
1764	w13757
<g/>
.
4	w13759
<g/>
.
fl	w13761
<g/>
.
</p>
<p id="p141">
Lorry	w13763
<g/>
(
Annäus	w13765
Karl	w13766
<g/>
)
von	w13768
der	w13769
Melancholie	w13770
<g/>
,
und	w13772
den	w13773
melancholischen	w13774
Krankheiten	w13775
<g/>
,
2	w13777
<g/>
.
Bän=de	w13779
<g/>
=
<g/>
,
gr	w13782
<g/>
.
8	w13784
<g/>
.
Frankf	w13786
<g/>
.
1770	w13788
<g/>
.
4	w13790
fl	w13791
<g/>
.
</p>
<p id="p142">
Lanahans	w13793
<g/>
(
Daniel	w13795
<g/>
)
von	w13797
Krankheiten	w13798
des	w13799
Ho=fes	w13800
<g/>
=
und	w13802
der	w13803
Weltleute	w13804
<g/>
,
8	w13806
<g/>
.
Bern	w13808
1770	w13809
<g/>
.
51	w13811
<g/>
.
kr	w13813
<g/>
.
</p>
<p id="p143">
Schule	w13815
<g/>
(
die	w13817
<g/>
)
des	w13819
Menschen	w13820
<g/>
,
oder	w13822
Betrach=tungen	w13823
<g/>
=
des	w13825
Todes	w13826
in	w13827
Sinnbildern	w13828
in	w13829
30	w13830
<g/>
.
Vor=stellungen	w13832
<g/>
=
in	w13834
Kupfer	w13835
gestochen	w13836
<g/>
,
8	w13838
<g/>
.
Frankf	w13840
<g/>
.
1772	w13842
<g/>
.
1	w13844
<g/>
.
fl	w13846
<g/>
.
8	w13848
<g/>
.
kr	w13850
<g/>
.
</p>
<p id="p144">
Wietrowsky	w13852
<g/>
(
P	w13854
<g/>
.
Maximil	w13856
<g/>
.
<g/>
)
lehrreiche	w13859
Weiß	w13860
und	w13861
Art	w13862
ein	w13863
still	w13864
<g/>
,
und	w13866
ruhiges	w13867
Leben	w13868
im	w13869
Kloster	w13870
zu	w13871
führen	w13872
<g/>
.
8	w13874
<g/>
.
Augsp	w13876
<g/>
.
1739	w13878
<g/>
.
20	w13880
<g/>
.
kr	w13882
<g/>
.
</p>
<p id="p145">
Schauenburgs	w13884
<g/>
(
P	w13886
Francisc	w13887
<g/>
.
<g/>
)
liebenswürdig=stes	w13890
<g/>
=
Herz	w13892
Jesu	w13893
des	w13894
vermenschten	w13895
Gottes	w13896
den	w13897
Her=zen	w13898
<g/>
=
der	w13900
Menschen	w13901
zur	w13902
Liebe	w13903
und	w13904
Gegenliebe	w13905
vor=gestellt	w13906
<g/>
=
<g/>
,
8	w13909
<g/>
.
Ulm	w13911
1767	w13912
24	w13913
<g/>
.
kr	w13915
<g/>
.
</p>
<p id="p146">
Waldners	w13917
<g/>
,
<g/>
(
P	w13920
<g/>
.
Jos	w13922
<g/>
.
<g/>
)
Buch	w13925
des	w13926
Lebens	w13927
<g/>
,
wo=rinnen	w13929
<g/>
=
die	w13931
unendliche	w13932
Liebe	w13933
Jesu	w13934
des	w13935
Erlösers	w13936
de=nen	w13937
<g/>
=
Menschen	w13939
vorgestellet	w13940
und	w13941
zur	w13942
vollkommenen	w13943
Gegenliebe	w13944
angeführet	w13945
werden	w13946
<g/>
,
8	w13948
<g/>
.
Constanz	w13950
1767	w13951
<g/>
.
20	w13953
<g/>
.
kr	w13955
<g/>
.
</p>
<p id="p147">
Von	w13957
der	w13958
Amtskanzley	w13959
des	w13960
kaiserl	w13961
<g/>
.
Frauenstift	w13963
zum	w13964
heil	w13965
<g/>
.
Kreuz	w13967
in	w13968
Tulln	w13969
<g/>
,
als	w13971
Herrschaft	w13972
Ober=döbling	w13973
<g/>
=
wegen	w13975
<g/>
,
wird	w13977
hiemit	w13978
jedermänniglich	w13979
kund	w13980
<g/>
,
und	w13982
zu	w13983
wissen	w13984
gemacht	w13985
<g/>
:
Nachdeme	w13987
die	w13988
zu	w13989
Ver=kaufung	w13990
<g/>
=
der	w13992
Barbara	w13993
Märzischen	w13994
Behausung	w13995
im	w13996
Neustift	w13997
zu	w13998
Oberdöbling	w13999
<g/>
,
auf	w14001
den	w14002
29sten	w14003
vorigen	w14004
Monats	w14005
angeordnet	w14006
geweste	w14007
Licitation	w14008
<g/>
,
wegen	w14010
eingefallener	w14011
üblen	w14012
Witterung	w14013
ihren	w14014
Fortgang	w14015
nicht	w14016
erreichet	w14017
<g/>
,
und	w14019
sie	w14020
Eigenthümerinn	w14021
um	w14022
ein	w14023
ander=weitige	w14024
<g/>
=
Licitationsanordnung	w14026
angelanget	w14027
<g/>
;
Als	w14029
wird	w14030
in	w14031
Folge	w14032
dieses	w14033
Anlangen	w14034
hiemit	w14035
der	w14036
1te	w14037
künftigen	w14038
Monats	w14039
July	w14040
bestimmet	w14041
und	w14042
haben	w14043
sich	w14044
die	w14045
Liebhabere	w14046
an	w14047
bemeldten	w14048
Tag	w14049
früh	w14050
um	w14051
8	w14052
<g/>
.
Uhr	w14054
in	w14055
der	w14056
Grundstuben	w14057
zu	w14058
Oberdöbling	w14059
ein=zufinden	w14060
<g/>
=
<g/>
,
wo	w14063
sodann	w14064
mit	w14065
dem	w14066
Meistbietenden	w14067
das	w14068
Weitere	w14069
traktiret	w14070
werden	w14071
solle	w14072
<g/>
.
</p>
<p id="p148">
Von	w14074
N	w14075
<g/>
.
Stadtrichter	w14077
und	w14078
Rath	w14079
der	w14080
k	w14081
<g/>
.
k	w14083
<g/>
.
Vier=telstadt	w14085
<g/>
=
St	w14087
<g/>
.
Pölten	w14089
wird	w14090
hiemit	w14091
jedermänniglich	w14092
kund	w14093
und	w14094
zu	w14095
wissen	w14096
gemacht	w14097
<g/>
,
daß	w14099
der	w14100
Anton	w14101
Berger	w14102
<g/>
,
gewester	w14104
burgerl	w14105
<g/>
.
Lederzurichter	w14107
allhier	w14108
seel	w14109
<g/>
.
seine	w14111
Behausung	w14112
sammt	w14113
den	w14114
darauf	w14115
haften=den	w14116
<g/>
=
Lederzurichtererwerb	w14118
plus	w14119
offerenti	w14120
verkau=fet	w14121
<g/>
=
werden	w14123
solle	w14124
<g/>
.
Zu	w14126
dem	w14127
Ende	w14128
dann	w14129
auf	w14130
künf=tigen	w14131
<g/>
=
Monat	w14133
Julii	w14134
den	w14135
10	w14136
<g/>
.
fruh	w14138
um	w14139
1	w14140
<g/>
.
Uhr	w14142
allhier	w14143
eine	w14144
Licitationstagsatzung	w14145
anberaumet	w14146
worden	w14147
<g/>
.
Wer	w14149
nun	w14150
ein	w14151
solches	w14152
kauflich	w14153
an	w14154
sich	w14155
zu	w14156
bringen	w14157
willens	w14158
ist	w14159
<g/>
,
kann	w14161
am	w14162
besagten	w14163
Tag	w14164
und	w14165
Stund	w14166
entweder	w14167
persönlich	w14168
<g/>
,
oder	w14170
per	w14171
mandatarium	w14172
tractandum	w14173
<g/>
&
concludendum	w14175
allda	w14176
erscheinen	w14177
<g/>
.
St	w14179
<g/>
.
Pölten	w14181
den	w14182
26	w14183
<g/>
.
May	w14185
1772	w14186
<g/>
.
</p>
<p id="p149">
Von	w14188
der	w14189
gräfl	w14190
<g/>
.
Meraviglischen	w14192
Herrschaft	w14193
Gum=pendorf	w14194
<g/>
=
wird	w14196
jedermann	w14197
kund	w14198
gemacht	w14199
<g/>
,
daß	w14201
das	w14202
nach	w14203
absterben	w14204
des	w14205
Melchior	w14206
Just	w14207
<g/>
,
u	w14209
<g/>
.
Roßina	w14211
dessen	w14212
Ehewirthin	w14213
anitzo	w14214
denen	w14215
Pupillenzugehörige	w14216
Haus	w14217
und	w14218
Garten	w14219
sammt	w14220
der	w14221
darauf	w14222
haftenden	w14223
SchankSchankgerechtigkeit	w14224
<g/>
=
</p>
<p id="p150">
gerechtigkeit	w14226
bey	w14227
denen	w14228
6	w14229
<g/>
.
Häuseln	w14231
außer	w14232
der	w14233
Ma=riahilferlinie	w14234
<g/>
=
neben	w14236
dem	w14237
Mühlbach	w14238
zum	w14239
guten	w14240
Hirten	w14241
genannt	w14242
die	w14243
den	w14244
19	w14245
<g/>
.
May	w14247
geweste	w14248
Licita=tion	w14249
<g/>
=
wegen	w14251
Ermanglung	w14252
mehreren	w14253
Käufern	w14254
frucht=los	w14255
<g/>
=
abgeloffen	w14257
ist	w14258
<g/>
,
als	w14260
wird	w14261
der	w14262
19	w14263
<g/>
.
Juny	w14265
zu	w14266
nochmaliger	w14267
Licitation	w14268
bestimmet	w14269
<g/>
,
wer	w14271
also	w14272
ob=besagtes	w14273
<g/>
=
Haus	w14275
und	w14276
Zugehör	w14277
an	w14278
sich	w14279
zu	w14280
bringen	w14281
willens	w14282
<g/>
,
diese	w14284
können	w14285
sich	w14286
bey	w14287
der	w14288
Herrschafts=kanzley	w14289
<g/>
=
zu	w14291
Gumpendorf	w14292
an	w14293
gedachten	w14294
Tag	w14295
um	w14296
9	w14297
<g/>
.
Uhr	w14299
einfinden	w14300
<g/>
,
und	w14302
allda	w14303
sich	w14304
anmelden	w14305
lassen	w14306
<g/>
.
</p>
<p id="p151">
Von	w14308
N	w14309
<g/>
.
Richter	w14311
und	w14312
Rath	w14313
der	w14314
gräfl	w14315
<g/>
.
Schön=bornischen	w14317
<g/>
=
Stadt	w14319
Mauttern	w14320
V	w14321
<g/>
.
O	w14323
<g/>
.
W	w14325
<g/>
.
W	w14327
<g/>
.
wird	w14329
hiemit	w14330
kund	w14331
gemachet	w14332
<g/>
.
Wie	w14334
daß	w14335
ein	w14336
allhiesiger	w14337
Stadtrath	w14338
auf	w14339
Absterben	w14340
deren	w14341
beeden	w14342
Thalle=rischen	w14343
<g/>
=
Conleuthen	w14345
burgerl	w14346
<g/>
.
Hafnermeister	w14348
allhier	w14349
<g/>
,
um	w14351
die	w14352
weitere	w14353
Abhandlung	w14354
vornehmen	w14355
zu	w14356
kön=nen	w14357
<g/>
=
<g/>
,
für	w14360
nöthig	w14361
befunden	w14362
<g/>
,
deren	w14364
abgelebten	w14365
hin=terlassenes	w14366
<g/>
=
Vermögen	w14368
<g/>
,
so	w14370
in	w14371
einem	w14372
an	w14373
der	w14374
Straß	w14375
gelegensammen	w14376
Haus	w14377
<g/>
,
dem	w14379
burgerl	w14380
<g/>
.
Hafnerge=werb	w14382
<g/>
=
<g/>
,
vorräthigen	w14385
Hafnergeschirr	w14386
<g/>
,
und	w14388
Zugehör	w14389
<g/>
,
5	w14391
<g/>
.
Joch	w14393
Ueberländäckern	w14394
<g/>
,
3	w14396
<g/>
.
viertel	w14398
Weingarten	w14399
<g/>
,
wie	w14401
auch	w14402
in	w14403
verschiedenen	w14404
Mobilien	w14405
<g/>
,
und	w14407
Fahr=nussen	w14408
<g/>
=
bestehet	w14410
<g/>
,
licitando	w14412
zu	w14413
verkaufen	w14414
<g/>
.
